[['2, k, 0', [0.0372114, -0.353782, 1.0]], ['2, k, 1', [0.0510859, -0.0469914, 1.0]], ['2, k, 2', [0.0644772, 0.254054, 1.0]], ['2, k, 3', [0.0739331, 0.393635, 1.0]], ['2, k, 4', [-0.0821768, 0.182601, 1.0]], ['2, k, 5', [-0.204444, 0.0893132, 1.0]], ['2, k, 6', [-0.215329, 0.0506787, 1.0]], ['2, k, 7', [-0.309126, 0.0671528, 1.0]], ['2, k, 8', [0.207059, 0.172053, 1.0]], ['2, k, 9', [0.314205, 0.076637, 1.0]], ['2, k, 10', [0.350141, 0.0460211, 1.0]], ['2, k, 11', [0.352506, 0.0258824, 1.0]], ['2, k, 12', [-0.0289476, -0.347504, 1.0]], ['2, k, 13', [-0.0707706, -0.790658, 1.0]], ['2, k, 14', [0.00986821, -0.723581, 1.0]], ['2, k, 15', [-0.0141027, -0.829653, 1.0]], ['2, k, 16', [0.102558, -0.352312, 1.0]], ['2, k, 17', [0.191169, -0.776409, 1.0]], ['2, k, 18', [0.194742, -1.08032, 1.0]], ['2, k, 19', [0.188668, -1.13496, 1.0]], ['2, k, 20', [0.0612063, 0.179598, 1.0]], ['2, k, 21', [-0.326656, 0.0514294, 1.0]], ['2, k, 22', [-0.280131, 0.0744198, 1.0]], ['2, k, 23', [0.37401, 0.000881293, 1.0]], ['2, k, 24', [0.397903, 0.0410955, 1.0]]]
[['2, k, 0', [0.0671466, -0.372354, 1.0]], ['2, k, 1', [0.0641748, -0.0391804, 1.0]], ['2, k, 2', [0.062233, 0.285405, 1.0]], ['2, k, 3', [0.0999761, 0.408644, 1.0]], ['2, k, 4', [-0.0138521, 0.136583, 1.0]], ['2, k, 5', [0.251781, 0.132315, 1.0]], ['2, k, 6', [0.46765, 0.123937, 1.0]], ['2, k, 7', [0.56669, 0.121382, 1.0]], ['2, k, 8', [0.210917, 0.223208, 1.0]], ['2, k, 9', [0.424993, 0.183666, 1.0]], ['2, k, 10', [0.592599, 0.19125, 1.0]], ['2, k, 11', [0.615915, 0.206998, 1.0]], ['2, k, 12', [0.0173127, -0.372863, 1.0]], ['2, k, 13', [-0.0857659, -0.78844, 1.0]], ['2, k, 14', [-0.074833, -1.1369, 1.0]], ['2, k, 15', [-0.0874143, -1.1981, 1.0]], ['2, k, 16', [0.11753, -0.364894, 1.0]], ['2, k, 17', [0.18575, -0.744978, 1.0]], ['2, k, 18', [0.20631, -1.12274, 1.0]], ['2, k, 19', [0.212353, -1.18714, 1.0]], ['2, k, 20', [0.0626982, 0.204855, 1.0]], ['2, k, 21', [0.629061, 0.122284, 1.0]], ['2, k, 22', [0.587969, 0.0949312, 1.0]], ['2, k, 23', [0.640864, 0.227115, 1.0]], ['2, k, 24', [0.575098, 0.201024, 1.0]]]
[['2, k, 0', [0.067975, -0.372962, 1.0]], ['2, k, 1', [0.0658922, -0.0391032, 1.0]], ['2, k, 2', [0.0651395, 0.287566, 1.0]], ['2, k, 3', [0.102323, 0.411846, 1.0]], ['2, k, 4', [-0.00826958, 0.134799, 1.0]], ['2, k, 5', [0.236045, 0.132896, 1.0]], ['2, k, 6', [0.456948, 0.127657, 1.0]], ['2, k, 7', [0.561982, 0.128031, 1.0]], ['2, k, 8', [0.212459, 0.223384, 1.0]], ['2, k, 9', [0.426474, 0.183827, 1.0]], ['2, k, 10', [0.592812, 0.191548, 1.0]], ['2, k, 11', [0.615025, 0.210358, 1.0]], ['2, k, 12', [0.0187505, -0.373536, 1.0]], ['2, k, 13', [-0.0799568, -0.788948, 1.0]], ['2, k, 14', [-0.0802938, -1.1381, 1.0]], ['2, k, 15', [-0.0974014, -1.19159, 1.0]], ['2, k, 16', [0.11766, -0.365201, 1.0]], ['2, k, 17', [0.183002, -0.711023, 1.0]], ['2, k, 18', [0.205015, -1.12608, 1.0]], ['2, k, 19', [0.266802, -1.1633, 1.0]], ['2, k, 20', [0.0653189, 0.206464, 1.0]], ['2, k, 21', [0.628994, 0.131119, 1.0]], ['2, k, 22', [0.593001, 0.116901, 1.0]], ['2, k, 23', [0.5953, 0.218595, 1.0]], ['2, k, 24', [0.549811, 0.223209, 1.0]]]
[['2, k, 0', [0.0701522, -0.37269, 1.0]], ['2, k, 1', [0.0686827, -0.0382144, 1.0]], ['2, k, 2', [0.0680156, 0.289472, 1.0]], ['2, k, 3', [0.104337, 0.414789, 1.0]], ['2, k, 4', [-0.00805449, 0.134796, 1.0]], ['2, k, 5', [0.234676, 0.132668, 1.0]], ['2, k, 6', [0.457295, 0.129444, 1.0]], ['2, k, 7', [0.555971, 0.13211, 1.0]], ['2, k, 8', [0.214649, 0.2239, 1.0]], ['2, k, 9', [0.428595, 0.184327, 1.0]], ['2, k, 10', [0.59358, 0.192231, 1.0]], ['2, k, 11', [0.607798, 0.214882, 1.0]], ['2, k, 12', [0.0211192, -0.372901, 1.0]], ['2, k, 13', [-0.0778579, -0.788065, 1.0]], ['2, k, 14', [-0.0823368, -1.13702, 1.0]], ['2, k, 15', [-0.0514231, -1.20125, 1.0]], ['2, k, 16', [0.11904, -0.365086, 1.0]], ['2, k, 17', [0.182253, -0.698799, 1.0]], ['2, k, 18', [0.20479, -1.12609, 1.0]], ['2, k, 19', [0.266131, -1.16347, 1.0]], ['2, k, 20', [0.0682397, 0.208212, 1.0]], ['2, k, 21', [0.623646, 0.135324, 1.0]], ['2, k, 22', [0.583011, 0.131829, 1.0]], ['2, k, 23', [0.615819, 0.218864, 1.0]], ['2, k, 24', [0.608207, 0.217908, 1.0]]]
[['2, k, 0', [0.0711261, -0.373274, 1.0]], ['2, k, 1', [0.0692968, -0.0384056, 1.0]], ['2, k, 2', [0.0683191, 0.289635, 1.0]], ['2, k, 3', [0.10872, 0.414154, 1.0]], ['2, k, 4', [-0.0012323, 0.134458, 1.0]], ['2, k, 5', [0.231206, 0.134919, 1.0]], ['2, k, 6', [0.459101, 0.131002, 1.0]], ['2, k, 7', [0.557181, 0.134967, 1.0]], ['2, k, 8', [0.214938, 0.223683, 1.0]], ['2, k, 9', [0.428812, 0.184114, 1.0]], ['2, k, 10', [0.593369, 0.19221, 1.0]], ['2, k, 11', [0.57094, 0.203726, 1.0]], ['2, k, 12', [0.0232084, -0.373578, 1.0]], ['2, k, 13', [-0.0761221, -0.788223, 1.0]], ['2, k, 14', [-0.0824379, -1.13729, 1.0]], ['2, k, 15', [-0.0561148, -1.20561, 1.0]], ['2, k, 16', [0.119238, -0.365575, 1.0]], ['2, k, 17', [0.182458, -0.696908, 1.0]], ['2, k, 18', [0.206709, -1.12295, 1.0]], ['2, k, 19', [0.269194, -1.16024, 1.0]], ['2, k, 20', [0.0686123, 0.208312, 1.0]], ['2, k, 21', [0.627563, 0.140048, 1.0]], ['2, k, 22', [0.603526, 0.138713, 1.0]], ['2, k, 23', [0.579042, 0.207731, 1.0]], ['2, k, 24', [0.571534, 0.206805, 1.0]]]
[['2, k, 0', [0.0718037, -0.373191, 1.0]], ['2, k, 1', [0.0699911, -0.0381162, 1.0]], ['2, k, 2', [0.0689188, 0.290234, 1.0]], ['2, k, 3', [0.112369, 0.413869, 1.0]], ['2, k, 4', [0.0034482, 0.134438, 1.0]], ['2, k, 5', [0.233623, 0.137658, 1.0]], ['2, k, 6', [0.462562, 0.134947, 1.0]], ['2, k, 7', [0.56851, 0.137062, 1.0]], ['2, k, 8', [0.215395, 0.223873, 1.0]], ['2, k, 9', [0.429265, 0.184294, 1.0]], ['2, k, 10', [0.593554, 0.19267, 1.0]], ['2, k, 11', [0.571126, 0.204185, 1.0]], ['2, k, 12', [0.0247752, -0.372974, 1.0]], ['2, k, 13', [-0.0646753, -0.7105, 1.0]], ['2, k, 14', [-0.0813098, -1.11356, 1.0]], ['2, k, 15', [-0.0606206, -1.18945, 1.0]], ['2, k, 16', [0.119321, -0.365691, 1.0]], ['2, k, 17', [0.18201, -0.695894, 1.0]], ['2, k, 18', [0.204849, -1.12193, 1.0]], ['2, k, 19', [0.268107, -1.15915, 1.0]], ['2, k, 20', [0.0692403, 0.208859, 1.0]], ['2, k, 21', [0.63929, 0.143172, 1.0]], ['2, k, 22', [0.605, 0.116795, 1.0]], ['2, k, 23', [0.579228, 0.208189, 1.0]], ['2, k, 24', [0.571544, 0.206831, 1.0]]]
[['2, k, 0', [0.0740263, -0.374216, 1.0]], ['2, k, 1', [0.0710419, -0.0381356, 1.0]], ['2, k, 2', [0.0693566, 0.290806, 1.0]], ['2, k, 3', [0.118295, 0.412736, 1.0]], ['2, k, 4', [0.00650505, 0.134242, 1.0]], ['2, k, 5', [0.235395, 0.139609, 1.0]], ['2, k, 6', [0.465236, 0.137164, 1.0]], ['2, k, 7', [0.565449, 0.1391, 1.0]], ['2, k, 8', [0.21573, 0.224093, 1.0]], ['2, k, 9', [0.429597, 0.184506, 1.0]], ['2, k, 10', [0.593682, 0.193061, 1.0]], ['2, k, 11', [0.571257, 0.204575, 1.0]], ['2, k, 12', [0.0280715, -0.373844, 1.0]], ['2, k, 13', [-0.0723756, -0.746037, 1.0]], ['2, k, 14', [-0.0791204, -1.11329, 1.0]], ['2, k, 15', [-0.10258, -1.1802, 1.0]], ['2, k, 16', [0.120248, -0.366575, 1.0]], ['2, k, 17', [0.1771, -0.679895, 1.0]], ['2, k, 18', [0.210885, -1.14472, 1.0]], ['2, k, 19', [0.178175, -1.21074, 1.0]], ['2, k, 20', [0.0697755, 0.209296, 1.0]], ['2, k, 21', [0.634363, 0.140051, 1.0]], ['2, k, 22', [0.619068, 0.113186, 1.0]], ['2, k, 23', [0.579358, 0.208578, 1.0]], ['2, k, 24', [0.571564, 0.206886, 1.0]]]
[['2, k, 0', [0.0750012, -0.376028, 1.0]], ['2, k, 1', [0.0729874, -0.0389537, 1.0]], ['2, k, 2', [0.0730898, 0.291159, 1.0]], ['2, k, 3', [0.120086, 0.414439, 1.0]], ['2, k, 4', [0.00762673, 0.133309, 1.0]], ['2, k, 5', [0.241397, 0.141126, 1.0]], ['2, k, 6', [0.467713, 0.139011, 1.0]], ['2, k, 7', [0.563199, 0.136403, 1.0]], ['2, k, 8', [0.219527, 0.223879, 1.0]], ['2, k, 9', [0.433373, 0.184281, 1.0]], ['2, k, 10', [0.596398, 0.193218, 1.0]], ['2, k, 11', [0.573975, 0.204731, 1.0]], ['2, k, 12', [0.0287975, -0.374978, 1.0]], ['2, k, 13', [-0.0727908, -0.746571, 1.0]], ['2, k, 14', [-0.0831456, -1.12423, 1.0]], ['2, k, 15', [-0.0508423, -1.19434, 1.0]], ['2, k, 16', [0.121158, -0.369302, 1.0]], ['2, k, 17', [0.176363, -0.680927, 1.0]], ['2, k, 18', [0.214011, -1.14775, 1.0]], ['2, k, 19', [0.178792, -1.21306, 1.0]], ['2, k, 20', [0.0729649, 0.209319, 1.0]], ['2, k, 21', [0.634295, 0.139837, 1.0]], ['2, k, 22', [0.585998, 0.113494, 1.0]], ['2, k, 23', [0.582069, 0.208733, 1.0]], ['2, k, 24', [0.572534, 0.207136, 1.0]]]
[['2, k, 0', [0.0758258, -0.375792, 1.0]], ['2, k, 1', [0.0739565, -0.0384703, 1.0]], ['2, k, 2', [0.0738086, 0.29198, 1.0]], ['2, k, 3', [0.121691, 0.414761, 1.0]], ['2, k, 4', [0.0138449, 0.134866, 1.0]], ['2, k, 5', [0.241147, 0.14184, 1.0]], ['2, k, 6', [0.470007, 0.138917, 1.0]], ['2, k, 7', [0.530948, 0.136959, 1.0]], ['2, k, 8', [0.220175, 0.224421, 1.0]], ['2, k, 9', [0.434016, 0.184813, 1.0]], ['2, k, 10', [0.596919, 0.193921, 1.0]], ['2, k, 11', [0.574496, 0.205434, 1.0]], ['2, k, 12', [0.0306019, -0.374166, 1.0]], ['2, k, 13', [-0.0560417, -0.679274, 1.0]], ['2, k, 14', [-0.0911903, -1.14778, 1.0]], ['2, k, 15', [-0.0992792, -1.18213, 1.0]], ['2, k, 16', [0.121242, -0.369306, 1.0]], ['2, k, 17', [0.175332, -0.680529, 1.0]], ['2, k, 18', [0.216955, -1.14758, 1.0]], ['2, k, 19', [0.178595, -1.21151, 1.0]], ['2, k, 20', [0.0737859, 0.210101, 1.0]], ['2, k, 21', [0.604504, 0.142212, 1.0]], ['2, k, 22', [0.549368, 0.113528, 1.0]], ['2, k, 23', [0.582588, 0.209434, 1.0]], ['2, k, 24', [0.572967, 0.207491, 1.0]]]
[['2, k, 0', [0.0771037, -0.376313, 1.0]], ['2, k, 1', [0.074643, -0.038484, 1.0]], ['2, k, 2', [0.074014, 0.29225, 1.0]], ['2, k, 3', [0.12192, 0.415072, 1.0]], ['2, k, 4', [0.0162904, 0.1345, 1.0]], ['2, k, 5', [0.241656, 0.141549, 1.0]], ['2, k, 6', [0.470605, 0.137096, 1.0]], ['2, k, 7', [0.53279, 0.133929, 1.0]], ['2, k, 8', [0.22036, 0.22457, 1.0]], ['2, k, 9', [0.4342, 0.18496, 1.0]], ['2, k, 10', [0.597044, 0.194145, 1.0]], ['2, k, 11', [0.57462, 0.205658, 1.0]], ['2, k, 12', [0.0322058, -0.374346, 1.0]], ['2, k, 13', [-0.0566404, -0.679085, 1.0]], ['2, k, 14', [-0.0968471, -1.14597, 1.0]], ['2, k, 15', [-0.0999128, -1.18189, 1.0]], ['2, k, 16', [0.121898, -0.370183, 1.0]], ['2, k, 17', [0.175115, -0.681505, 1.0]], ['2, k, 18', [0.204873, -1.14546, 1.0]], ['2, k, 19', [0.185607, -1.20645, 1.0]], ['2, k, 20', [0.0740796, 0.210322, 1.0]], ['2, k, 21', [0.606442, 0.14158, 1.0]], ['2, k, 22', [0.583109, 0.113985, 1.0]], ['2, k, 23', [0.582712, 0.209658, 1.0]], ['2, k, 24', [0.5731, 0.207623, 1.0]]]
[['2, k, 0', [0.0776927, -0.377424, 1.0]], ['2, k, 1', [0.0756395, -0.0388277, 1.0]], ['2, k, 2', [0.0753702, 0.292713, 1.0]], ['2, k, 3', [0.128655, 0.413832, 1.0]], ['2, k, 4', [0.0189284, 0.134906, 1.0]], ['2, k, 5', [0.243278, 0.142603, 1.0]], ['2, k, 6', [0.471258, 0.135711, 1.0]], ['2, k, 7', [0.534053, 0.131928, 1.0]], ['2, k, 8', [0.221738, 0.224863, 1.0]], ['2, k, 9', [0.435571, 0.185247, 1.0]], ['2, k, 10', [0.598232, 0.194553, 1.0]], ['2, k, 11', [0.575808, 0.206065, 1.0]], ['2, k, 12', [0.0324145, -0.374369, 1.0]], ['2, k, 13', [-0.0572305, -0.679319, 1.0]], ['2, k, 14', [-0.0972214, -1.14656, 1.0]], ['2, k, 15', [-0.0538829, -1.20033, 1.0]], ['2, k, 16', [0.122564, -0.373991, 1.0]], ['2, k, 17', [0.17821, -0.703434, 1.0]], ['2, k, 18', [0.20512, -1.12776, 1.0]], ['2, k, 19', [0.269982, -1.16493, 1.0]], ['2, k, 20', [0.0753419, 0.21058, 1.0]], ['2, k, 21', [0.615551, 0.131725, 1.0]], ['2, k, 22', [0.544063, 0.112622, 1.0]], ['2, k, 23', [0.583897, 0.210064, 1.0]], ['2, k, 24', [0.574166, 0.208069, 1.0]]]
[['2, k, 0', [0.0783731, -0.377734, 1.0]], ['2, k, 1', [0.0764998, -0.0390112, 1.0]], ['2, k, 2', [0.0760581, 0.292719, 1.0]], ['2, k, 3', [0.12894, 0.414131, 1.0]], ['2, k, 4', [0.0201565, 0.135475, 1.0]], ['2, k, 5', [0.245734, 0.142378, 1.0]], ['2, k, 6', [0.471397, 0.13391, 1.0]], ['2, k, 7', [0.538398, 0.130773, 1.0]], ['2, k, 8', [0.222475, 0.224769, 1.0]], ['2, k, 9', [0.436304, 0.185152, 1.0]], ['2, k, 10', [0.598867, 0.194543, 1.0]], ['2, k, 11', [0.576444, 0.206056, 1.0]], ['2, k, 12', [0.0333521, -0.374579, 1.0]], ['2, k, 13', [-0.0754996, -0.744105, 1.0]], ['2, k, 14', [-0.0858457, -1.11686, 1.0]], ['2, k, 15', [-0.0595619, -1.19377, 1.0]], ['2, k, 16', [0.122753, -0.374087, 1.0]], ['2, k, 17', [0.181974, -0.721206, 1.0]], ['2, k, 18', [0.205372, -1.12583, 1.0]], ['2, k, 19', [0.270323, -1.16306, 1.0]], ['2, k, 20', [0.0760909, 0.210563, 1.0]], ['2, k, 21', [0.616702, 0.134127, 1.0]], ['2, k, 22', [0.60005, 0.110104, 1.0]], ['2, k, 23', [0.584531, 0.210055, 1.0]], ['2, k, 24', [0.574761, 0.208177, 1.0]]]
[['2, k, 0', [0.0784841, -0.377346, 1.0]], ['2, k, 1', [0.0766667, -0.0385831, 1.0]], ['2, k, 2', [0.0761008, 0.293305, 1.0]], ['2, k, 3', [0.130119, 0.414343, 1.0]], ['2, k, 4', [0.0202278, 0.135591, 1.0]], ['2, k, 5', [0.245226, 0.142102, 1.0]], ['2, k, 6', [0.471211, 0.133544, 1.0]], ['2, k, 7', [0.53749, 0.130572, 1.0]], ['2, k, 8', [0.222528, 0.225223, 1.0]], ['2, k, 9', [0.436356, 0.185601, 1.0]], ['2, k, 10', [0.598821, 0.195145, 1.0]], ['2, k, 11', [0.576397, 0.206658, 1.0]], ['2, k, 12', [0.0334126, -0.374211, 1.0]], ['2, k, 13', [-0.0604892, -0.679221, 1.0]], ['2, k, 14', [-0.0958647, -1.14521, 1.0]], ['2, k, 15', [-0.0576796, -1.1976, 1.0]], ['2, k, 16', [0.122814, -0.373467, 1.0]], ['2, k, 17', [0.183095, -0.751802, 1.0]], ['2, k, 18', [0.202347, -1.12692, 1.0]], ['2, k, 19', [0.267386, -1.16413, 1.0]], ['2, k, 20', [0.0761838, 0.211125, 1.0]], ['2, k, 21', [0.618065, 0.132257, 1.0]], ['2, k, 22', [0.55476, 0.11117, 1.0]], ['2, k, 23', [0.584485, 0.210655, 1.0]], ['2, k, 24', [0.574804, 0.208545, 1.0]]]
[['2, k, 0', [0.0789659, -0.377273, 1.0]], ['2, k, 1', [0.0770388, -0.0384226, 1.0]], ['2, k, 2', [0.0762837, 0.293557, 1.0]], ['2, k, 3', [0.130869, 0.414596, 1.0]], ['2, k, 4', [0.0208849, 0.135038, 1.0]], ['2, k, 5', [0.242897, 0.141551, 1.0]], ['2, k, 6', [0.470491, 0.133064, 1.0]], ['2, k, 7', [0.554028, 0.126458, 1.0]], ['2, k, 8', [0.222704, 0.22541, 1.0]], ['2, k, 9', [0.436531, 0.185786, 1.0]], ['2, k, 10', [0.583701, 0.139762, 1.0]], ['2, k, 11', [0.630813, 0.130823, 1.0]], ['2, k, 12', [0.0338003, -0.374083, 1.0]], ['2, k, 13', [-0.0770435, -0.765361, 1.0]], ['2, k, 14', [-0.0840802, -1.11982, 1.0]], ['2, k, 15', [-0.0570734, -1.19036, 1.0]], ['2, k, 16', [0.123157, -0.373294, 1.0]], ['2, k, 17', [0.200807, -0.798393, 1.0]], ['2, k, 18', [0.190815, -1.14453, 1.0]], ['2, k, 19', [0.183645, -1.21266, 1.0]], ['2, k, 20', [0.0764125, 0.211365, 1.0]], ['2, k, 21', [0.632294, 0.125862, 1.0]], ['2, k, 22', [0.587892, 0.112305, 1.0]], ['2, k, 23', [0.685732, 0.126408, 1.0]], ['2, k, 24', [0.56977, 0.123816, 1.0]]]
[['2, k, 0', [0.0791747, -0.377177, 1.0]], ['2, k, 1', [0.0773881, -0.0383702, 1.0]], ['2, k, 2', [0.0765841, 0.293618, 1.0]], ['2, k, 3', [0.130625, 0.414781, 1.0]], ['2, k, 4', [0.0205978, 0.134802, 1.0]], ['2, k, 5', [0.242113, 0.141527, 1.0]], ['2, k, 6', [0.469901, 0.132555, 1.0]], ['2, k, 7', [0.531916, 0.128565, 1.0]], ['2, k, 8', [0.223022, 0.225425, 1.0]], ['2, k, 9', [0.436847, 0.1858, 1.0]], ['2, k, 10', [0.583342, 0.139993, 1.0]], ['2, k, 11', [0.625697, 0.131882, 1.0]], ['2, k, 12', [0.0339581, -0.374023, 1.0]], ['2, k, 13', [-0.0756789, -0.765618, 1.0]], ['2, k, 14', [-0.0837781, -1.11993, 1.0]], ['2, k, 15', [-0.0591749, -1.19038, 1.0]], ['2, k, 16', [0.123276, -0.373023, 1.0]], ['2, k, 17', [0.172237, -0.684055, 1.0]], ['2, k, 18', [0.206697, -1.1481, 1.0]], ['2, k, 19', [0.171544, -1.18452, 1.0]], ['2, k, 20', [0.0767393, 0.211434, 1.0]], ['2, k, 21', [0.605755, 0.13432, 1.0]], ['2, k, 22', [0.590381, 0.105777, 1.0]], ['2, k, 23', [0.682068, 0.125004, 1.0]], ['2, k, 24', [0.598554, 0.10965, 1.0]]]
[['2, k, 0', [0.0795321, -0.377034, 1.0]], ['2, k, 1', [0.0777966, -0.0383891, 1.0]], ['2, k, 2', [0.0768878, 0.293472, 1.0]], ['2, k, 3', [0.130791, 0.414919, 1.0]], ['2, k, 4', [0.0149787, 0.130587, 1.0]], ['2, k, 5', [0.241565, 0.140921, 1.0]], ['2, k, 6', [0.468945, 0.131747, 1.0]], ['2, k, 7', [0.527285, 0.129715, 1.0]], ['2, k, 8', [0.223352, 0.225219, 1.0]], ['2, k, 9', [0.437175, 0.185595, 1.0]], ['2, k, 10', [0.538848, 0.136548, 1.0]], ['2, k, 11', [0.620932, 0.130947, 1.0]], ['2, k, 12', [0.0338359, -0.374084, 1.0]], ['2, k, 13', [-0.0751766, -0.767616, 1.0]], ['2, k, 14', [-0.0819984, -1.13067, 1.0]], ['2, k, 15', [-0.0574811, -1.19856, 1.0]], ['2, k, 16', [0.12544, -0.371818, 1.0]], ['2, k, 17', [0.178199, -0.689032, 1.0]], ['2, k, 18', [0.200344, -1.12306, 1.0]], ['2, k, 19', [0.169273, -1.18923, 1.0]], ['2, k, 20', [0.077077, 0.211331, 1.0]], ['2, k, 21', [0.610216, 0.12872, 1.0]], ['2, k, 22', [0.601775, 0.131566, 1.0]], ['2, k, 23', [0.677068, 0.129569, 1.0]], ['2, k, 24', [0.552567, 0.132317, 1.0]]]
[['2, k, 0', [0.0796331, -0.376999, 1.0]], ['2, k, 1', [0.0776926, -0.0385037, 1.0]], ['2, k, 2', [0.0762999, 0.293156, 1.0]], ['2, k, 3', [0.128781, 0.415173, 1.0]], ['2, k, 4', [0.01472, 0.13234, 1.0]], ['2, k, 5', [0.259127, 0.135537, 1.0]], ['2, k, 6', [0.477144, 0.131125, 1.0]], ['2, k, 7', [0.576726, 0.131077, 1.0]], ['2, k, 8', [0.222764, 0.224843, 1.0]], ['2, k, 9', [0.436525, 0.185232, 1.0]], ['2, k, 10', [0.576323, 0.143236, 1.0]], ['2, k, 11', [0.621059, 0.13211, 1.0]], ['2, k, 12', [0.0340547, -0.373997, 1.0]], ['2, k, 13', [-0.0739411, -0.771571, 1.0]], ['2, k, 14', [-0.0841666, -1.13142, 1.0]], ['2, k, 15', [-0.105225, -1.19434, 1.0]], ['2, k, 16', [0.125405, -0.371812, 1.0]], ['2, k, 17', [0.180609, -0.696832, 1.0]], ['2, k, 18', [0.204117, -1.11676, 1.0]], ['2, k, 19', [0.267599, -1.15412, 1.0]], ['2, k, 20', [0.0766646, 0.211093, 1.0]], ['2, k, 21', [0.64169, 0.133766, 1.0]], ['2, k, 22', [0.623521, 0.105245, 1.0]], ['2, k, 23', [0.672511, 0.128708, 1.0]], ['2, k, 24', [0.569855, 0.133302, 1.0]]]
[['2, k, 0', [0.0792649, -0.376817, 1.0]], ['2, k, 1', [0.0775452, -0.0385929, 1.0]], ['2, k, 2', [0.0763843, 0.29254, 1.0]], ['2, k, 3', [0.126771, 0.415216, 1.0]], ['2, k, 4', [0.0110165, 0.132723, 1.0]], ['2, k, 5', [0.259346, 0.134935, 1.0]], ['2, k, 6', [0.477078, 0.130274, 1.0]], ['2, k, 7', [0.574013, 0.130892, 1.0]], ['2, k, 8', [0.222866, 0.224149, 1.0]], ['2, k, 9', [0.436568, 0.184553, 1.0]], ['2, k, 10', [0.569278, 0.140762, 1.0]], ['2, k, 11', [0.610598, 0.131582, 1.0]], ['2, k, 12', [0.0323448, -0.373981, 1.0]], ['2, k, 13', [-0.0745477, -0.774327, 1.0]], ['2, k, 14', [-0.0821077, -1.1367, 1.0]], ['2, k, 15', [-0.0164357, -1.17378, 1.0]], ['2, k, 16', [0.125347, -0.371498, 1.0]], ['2, k, 17', [0.181398, -0.731457, 1.0]], ['2, k, 18', [0.187548, -1.12508, 1.0]], ['2, k, 19', [0.190178, -1.19346, 1.0]], ['2, k, 20', [0.0766679, 0.210659, 1.0]], ['2, k, 21', [0.637335, 0.134648, 1.0]], ['2, k, 22', [0.587683, 0.109335, 1.0]], ['2, k, 23', [0.659292, 0.119773, 1.0]], ['2, k, 24', [0.559261, 0.12825, 1.0]]]
[['2, k, 0', [0.0791272, -0.376509, 1.0]], ['2, k, 1', [0.0773885, -0.038659, 1.0]], ['2, k, 2', [0.0760678, 0.29213, 1.0]], ['2, k, 3', [0.12585, 0.414857, 1.0]], ['2, k, 4', [0.00872017, 0.132222, 1.0]], ['2, k, 5', [0.258704, 0.133857, 1.0]], ['2, k, 6', [0.475869, 0.129559, 1.0]], ['2, k, 7', [0.576212, 0.132357, 1.0]], ['2, k, 8', [0.222558, 0.223693, 1.0]], ['2, k, 9', [0.436207, 0.184109, 1.0]], ['2, k, 10', [0.566608, 0.140111, 1.0]], ['2, k, 11', [0.603457, 0.133626, 1.0]], ['2, k, 12', [0.0322244, -0.373989, 1.0]], ['2, k, 13', [-0.0740981, -0.777386, 1.0]], ['2, k, 14', [-0.0807026, -1.13995, 1.0]], ['2, k, 15', [-0.0933228, -1.18457, 1.0]], ['2, k, 16', [0.125097, -0.370801, 1.0]], ['2, k, 17', [0.181112, -0.736975, 1.0]], ['2, k, 18', [0.195546, -1.12812, 1.0]], ['2, k, 19', [0.192039, -1.19966, 1.0]], ['2, k, 20', [0.0764039, 0.210341, 1.0]], ['2, k, 21', [0.639164, 0.133594, 1.0]], ['2, k, 22', [0.600534, 0.111395, 1.0]], ['2, k, 23', [0.644764, 0.118559, 1.0]], ['2, k, 24', [0.554309, 0.123244, 1.0]]]
[['2, k, 0', [0.0788165, -0.375787, 1.0]], ['2, k, 1', [0.0765068, -0.038471, 1.0]], ['2, k, 2', [0.074064, 0.291648, 1.0]], ['2, k, 3', [0.125711, 0.412844, 1.0]], ['2, k, 4', [0.0062737, 0.138334, 1.0]], ['2, k, 5', [0.227137, 0.134791, 1.0]], ['2, k, 6', [0.460947, 0.130208, 1.0]], ['2, k, 7', [0.562815, 0.132555, 1.0]], ['2, k, 8', [0.220576, 0.223155, 1.0]], ['2, k, 9', [0.434235, 0.183574, 1.0]], ['2, k, 10', [0.5631, 0.139786, 1.0]], ['2, k, 11', [0.596868, 0.134827, 1.0]], ['2, k, 12', [0.0320187, -0.373374, 1.0]], ['2, k, 13', [-0.0735886, -0.779573, 1.0]], ['2, k, 14', [-0.0820216, -1.1391, 1.0]], ['2, k, 15', [-0.0682372, -1.19814, 1.0]], ['2, k, 16', [0.124604, -0.370087, 1.0]], ['2, k, 17', [0.181069, -0.708717, 1.0]], ['2, k, 18', [0.210305, -1.10453, 1.0]], ['2, k, 19', [0.272627, -1.14185, 1.0]], ['2, k, 20', [0.0747374, 0.210056, 1.0]], ['2, k, 21', [0.625862, 0.138371, 1.0]], ['2, k, 22', [0.609338, 0.125875, 1.0]], ['2, k, 23', [0.629649, 0.129623, 1.0]], ['2, k, 24', [0.552321, 0.137426, 1.0]]]
