[['2, k, 0', [0.03781053, -0.01518386, 1.0]], ['2, k, 1', [0.03946309, 0.2286131, 1.0]], ['2, k, 2', [0.04004328, 0.465017, 1.0]], ['2, k, 3', [0.06805135, 0.6108379, 1.0]], ['2, k, 4', [-0.1496139, 0.4062978, 1.0]], ['2, k, 5', [-0.2153379, 0.2058084, 1.0]], ['2, k, 6', [-0.005631469, 0.1499278, 1.0]], ['2, k, 7', [0.04146602, 0.1989405, 1.0]], ['2, k, 8', [0.2224711, 0.3747358, 1.0]], ['2, k, 9', [0.2760807, 0.1266427, 1.0]], ['2, k, 10', [0.1065743, 0.2170958, 1.0]], ['2, k, 11', [0.05536721, 0.2091614, 1.0]], ['2, k, 12', [-0.0354522, -0.01049781, 1.0]], ['2, k, 13', [-0.1007666, -0.2974391, 1.0]], ['2, k, 14', [-0.07307123, -0.6147866, 1.0]], ['2, k, 15', [-0.04236099, -0.6573742, 1.0]], ['2, k, 16', [0.1092245, -0.01976878, 1.0]], ['2, k, 17', [0.1650263, -0.3041157, 1.0]], ['2, k, 18', [0.1043162, -0.6167067, 1.0]], ['2, k, 19', [0.09307124, -0.6580104, 1.0]], ['2, k, 20', [0.03968353, 0.4069925, 1.0]], ['2, k, 21', [0.09192146, 0.2182757, 1.0]], ['2, k, 22', [0.05436463, 0.1481551, 1.0]], ['2, k, 23', [0.02065904, 0.2209434, 1.0]], ['2, k, 24', [0.04676961, 0.2710095, 1.0]]]
[['2, k, 0', [0.03169038, -0.02039894, 1.0]], ['2, k, 1', [0.02746803, 0.2303296, 1.0]], ['2, k, 2', [0.02150903, 0.4710517, 1.0]], ['2, k, 3', [0.03352657, 0.6161526, 1.0]], ['2, k, 4', [-0.1628936, 0.3916343, 1.0]], ['2, k, 5', [-0.2275525, 0.144848, 1.0]], ['2, k, 6', [-0.03183031, 0.1331276, 1.0]], ['2, k, 7', [0.02558567, 0.2068896, 1.0]], ['2, k, 8', [0.2196225, 0.3655829, 1.0]], ['2, k, 9', [0.2708701, 0.1368049, 1.0]], ['2, k, 10', [0.09780616, 0.2294568, 1.0]], ['2, k, 11', [0.04020345, 0.2244685, 1.0]], ['2, k, 12', [-0.0403504, -0.01946883, 1.0]], ['2, k, 13', [-0.09932683, -0.3093815, 1.0]], ['2, k, 14', [-0.06937577, -0.6269904, 1.0]], ['2, k, 15', [-0.03820465, -0.6593832, 1.0]], ['2, k, 16', [0.1024535, -0.02193927, 1.0]], ['2, k, 17', [0.1624479, -0.3069077, 1.0]], ['2, k, 18', [0.1006913, -0.619002, 1.0]], ['2, k, 19', [0.09553625, -0.6587094, 1.0]], ['2, k, 20', [0.02302044, 0.4121863, 1.0]], ['2, k, 21', [0.05522274, 0.2131809, 1.0]], ['2, k, 22', [0.08350252, 0.1886801, 1.0]], ['2, k, 23', [-0.001074382, 0.2405544, 1.0]], ['2, k, 24', [-0.002138245, 0.1983916, 1.0]]]
[['2, k, 0', [0.03209058, -0.02150012, 1.0]], ['2, k, 1', [0.02755838, 0.2297943, 1.0]], ['2, k, 2', [0.02156671, 0.4709012, 1.0]], ['2, k, 3', [0.03363625, 0.6159408, 1.0]], ['2, k, 4', [-0.1627222, 0.3929079, 1.0]], ['2, k, 5', [-0.2272505, 0.144763, 1.0]], ['2, k, 6', [-0.0649931, 0.238726, 1.0]], ['2, k, 7', [0.0101512, 0.2501615, 1.0]], ['2, k, 8', [0.2202866, 0.3662935, 1.0]], ['2, k, 9', [0.2709676, 0.1364789, 1.0]], ['2, k, 10', [0.09626631, 0.2328835, 1.0]], ['2, k, 11', [0.04305863, 0.2427487, 1.0]], ['2, k, 12', [-0.04020717, -0.01996401, 1.0]], ['2, k, 13', [-0.09930584, -0.308685, 1.0]], ['2, k, 14', [-0.06947682, -0.6262193, 1.0]], ['2, k, 15', [-0.03826122, -0.6594075, 1.0]], ['2, k, 16', [0.103302, -0.02372148, 1.0]], ['2, k, 17', [0.1623875, -0.307165, 1.0]], ['2, k, 18', [0.1008216, -0.619233, 1.0]], ['2, k, 19', [0.09543931, -0.6587942, 1.0]], ['2, k, 20', [0.02308337, 0.411956, 1.0]], ['2, k, 21', [0.05467957, 0.2485218, 1.0]], ['2, k, 22', [0.0507251, 0.2023323, 1.0]], ['2, k, 23', [0.003220758, 0.2606242, 1.0]], ['2, k, 24', [0.0014286, 0.2137612, 1.0]]]
[['2, k, 0', [0.03246501, -0.02246562, 1.0]], ['2, k, 1', [0.02852025, 0.2311347, 1.0]], ['2, k, 2', [0.02597188, 0.48165, 1.0]], ['2, k, 3', [0.03390307, 0.6159095, 1.0]], ['2, k, 4', [-0.1622891, 0.3946877, 1.0]], ['2, k, 5', [-0.1969684, 0.09797929, 1.0]], ['2, k, 6', [-0.09972951, 0.2632429, 1.0]], ['2, k, 7', [-0.05007819, 0.2698735, 1.0]], ['2, k, 8', [0.2211535, 0.3680063, 1.0]], ['2, k, 9', [0.2705348, 0.1371634, 1.0]], ['2, k, 10', [0.1426152, 0.2420137, 1.0]], ['2, k, 11', [0.03131339, 0.2680152, 1.0]], ['2, k, 12', [-0.04017588, -0.02069584, 1.0]], ['2, k, 13', [-0.09931106, -0.3086858, 1.0]], ['2, k, 14', [-0.071631, -0.6257343, 1.0]], ['2, k, 15', [-0.03905972, -0.660083, 1.0]], ['2, k, 16', [0.104078, -0.02464863, 1.0]], ['2, k, 17', [0.1626703, -0.3089413, 1.0]], ['2, k, 18', [0.1006305, -0.6208858, 1.0]], ['2, k, 19', [0.0945105, -0.6589769, 1.0]], ['2, k, 20', [0.02638675, 0.4194285, 1.0]], ['2, k, 21', [0.006962102, 0.3026927, 1.0]], ['2, k, 22', [0.01137003, 0.2665702, 1.0]], ['2, k, 23', [-0.02293587, 0.291716, 1.0]], ['2, k, 24', [-0.04282627, 0.2505878, 1.0]]]
[['2, k, 0', [0.033832, -0.03628282, 1.0]], ['2, k, 1', [0.02938588, 0.2308826, 1.0]], ['2, k, 2', [0.02724161, 0.4847502, 1.0]], ['2, k, 3', [0.0342155, 0.6157258, 1.0]], ['2, k, 4', [-0.1616306, 0.3970095, 1.0]], ['2, k, 5', [-0.1963592, 0.1002098, 1.0]], ['2, k, 6', [-0.1407125, 0.2821656, 1.0]], ['2, k, 7', [-0.1005433, 0.284986, 1.0]], ['2, k, 8', [0.2220103, 0.3710531, 1.0]], ['2, k, 9', [0.2849549, 0.1752445, 1.0]], ['2, k, 10', [0.1057819, 0.2603481, 1.0]], ['2, k, 11', [0.03838671, 0.2875905, 1.0]], ['2, k, 12', [-0.04293041, -0.03579351, 1.0]], ['2, k, 13', [-0.09935055, -0.3086877, 1.0]], ['2, k, 14', [-0.07173001, -0.6257309, 1.0]], ['2, k, 15', [-0.03726006, -0.6601815, 1.0]], ['2, k, 16', [0.1089083, -0.03592034, 1.0]], ['2, k, 17', [0.1626354, -0.3090581, 1.0]], ['2, k, 18', [0.100717, -0.6210111, 1.0]], ['2, k, 19', [0.09440107, -0.6588281, 1.0]], ['2, k, 20', [0.02738443, 0.421338, 1.0]], ['2, k, 21', [-0.04584145, 0.3207468, 1.0]], ['2, k, 22', [-0.0429864, 0.2168389, 1.0]], ['2, k, 23', [-0.01672546, 0.3102356, 1.0]], ['2, k, 24', [-0.03745646, 0.2678932, 1.0]]]
[['2, k, 0', [0.0161203, -0.009908723, 1.0]], ['2, k, 1', [0.02607903, 0.2395763, 1.0]], ['2, k, 2', [0.02800836, 0.487983, 1.0]], ['2, k, 3', [0.03440049, 0.6156432, 1.0]], ['2, k, 4', [-0.159837, 0.4060803, 1.0]], ['2, k, 5', [-0.2496013, 0.2414556, 1.0]], ['2, k, 6', [-0.08784569, 0.3079537, 1.0]], ['2, k, 7', [-0.05421923, 0.3111932, 1.0]], ['2, k, 8', [0.2222745, 0.3730671, 1.0]], ['2, k, 9', [0.2878301, 0.1846936, 1.0]], ['2, k, 10', [0.1078225, 0.2678716, 1.0]], ['2, k, 11', [0.03483183, 0.3097797, 1.0]], ['2, k, 12', [-0.07120543, -0.003254793, 1.0]], ['2, k, 13', [-0.1106691, -0.1956113, 1.0]], ['2, k, 14', [-0.07750358, -0.601957, 1.0]], ['2, k, 15', [-0.06928524, -0.6547046, 1.0]], ['2, k, 16', [0.1004513, -0.01489593, 1.0]], ['2, k, 17', [0.1695235, -0.2121422, 1.0]], ['2, k, 18', [0.1127794, -0.5901765, 1.0]], ['2, k, 19', [0.09945472, -0.6432657, 1.0]], ['2, k, 20', [0.02763989, 0.4262916, 1.0]], ['2, k, 21', [0.04657895, 0.2628871, 1.0]], ['2, k, 22', [-0.07567884, 0.2906429, 1.0]], ['2, k, 23', [-0.02258912, 0.3349136, 1.0]], ['2, k, 24', [-0.04333758, 0.2878988, 1.0]]]
[['2, k, 0', [0.0242468, -0.01843559, 1.0]], ['2, k, 1', [0.02641718, 0.2393091, 1.0]], ['2, k, 2', [0.02659582, 0.489778, 1.0]], ['2, k, 3', [0.03486651, 0.6179267, 1.0]], ['2, k, 4', [-0.1628396, 0.43067, 1.0]], ['2, k, 5', [-0.2495012, 0.2543773, 1.0]], ['2, k, 6', [-0.05458111, 0.3353898, 1.0]], ['2, k, 7', [-0.001220737, 0.3400557, 1.0]], ['2, k, 8', [0.2250559, 0.3820392, 1.0]], ['2, k, 9', [0.2853912, 0.1892675, 1.0]], ['2, k, 10', [0.1540426, 0.2958379, 1.0]], ['2, k, 11', [0.07347601, 0.328762, 1.0]], ['2, k, 12', [-0.05176228, -0.01760243, 1.0]], ['2, k, 13', [-0.1016584, -0.3057262, 1.0]], ['2, k, 14', [-0.07269662, -0.6233785, 1.0]], ['2, k, 15', [-0.06566168, -0.6637967, 1.0]], ['2, k, 16', [0.1031772, -0.02056892, 1.0]], ['2, k, 17', [0.1632397, -0.3082026, 1.0]], ['2, k, 18', [0.1049027, -0.6240192, 1.0]], ['2, k, 19', [0.09730514, -0.6536599, 1.0]], ['2, k, 20', [0.02683877, 0.4275872, 1.0]], ['2, k, 21', [0.07388733, 0.340332, 1.0]], ['2, k, 22', [0.01413395, 0.2941242, 1.0]], ['2, k, 23', [0.01532841, 0.3564451, 1.0]], ['2, k, 24', [0.0637492, 0.2870656, 1.0]]]
[['2, k, 0', [0.03027266, -0.02841595, 1.0]], ['2, k, 1', [0.02803611, 0.2399025, 1.0]], ['2, k, 2', [0.02827289, 0.5022837, 1.0]], ['2, k, 3', [0.03636721, 0.6319492, 1.0]], ['2, k, 4', [-0.1589422, 0.4202645, 1.0]], ['2, k, 5', [-0.2537965, 0.2605103, 1.0]], ['2, k, 6', [-0.05584921, 0.3371315, 1.0]], ['2, k, 7', [0.003475576, 0.3459785, 1.0]], ['2, k, 8', [0.224519, 0.3826728, 1.0]], ['2, k, 9', [0.2840034, 0.1894498, 1.0]], ['2, k, 10', [0.1588315, 0.3010685, 1.0]], ['2, k, 11', [0.07373136, 0.3462352, 1.0]], ['2, k, 12', [-0.04716366, -0.02646263, 1.0]], ['2, k, 13', [-0.1016301, -0.305482, 1.0]], ['2, k, 14', [-0.07213605, -0.6225945, 1.0]], ['2, k, 15', [-0.0509579, -0.6628282, 1.0]], ['2, k, 16', [0.1079887, -0.02916136, 1.0]], ['2, k, 17', [0.1630902, -0.3055964, 1.0]], ['2, k, 18', [0.104697, -0.6205079, 1.0]], ['2, k, 19', [0.09746657, -0.6549038, 1.0]], ['2, k, 20', [0.02859605, 0.4363435, 1.0]], ['2, k, 21', [0.07624254, 0.3433013, 1.0]], ['2, k, 22', [0.06672835, 0.3040473, 1.0]], ['2, k, 23', [0.0214894, 0.3717394, 1.0]], ['2, k, 24', [0.06882993, 0.3164859, 1.0]]]
[['2, k, 0', [0.03028267, -0.02925169, 1.0]], ['2, k, 1', [0.02871695, 0.2420004, 1.0]], ['2, k, 2', [0.02945676, 0.5104902, 1.0]], ['2, k, 3', [0.0370049, 0.6417403, 1.0]], ['2, k, 4', [-0.1574015, 0.4155512, 1.0]], ['2, k, 5', [-0.2580874, 0.2692239, 1.0]], ['2, k, 6', [-0.05651303, 0.349224, 1.0]], ['2, k, 7', [0.0007820342, 0.3598216, 1.0]], ['2, k, 8', [0.221844, 0.384873, 1.0]], ['2, k, 9', [0.2851854, 0.1904915, 1.0]], ['2, k, 10', [0.1694132, 0.3048605, 1.0]], ['2, k, 11', [0.09225098, 0.3591849, 1.0]], ['2, k, 12', [-0.04722597, -0.02812112, 1.0]], ['2, k, 13', [-0.101627, -0.3050396, 1.0]], ['2, k, 14', [-0.07071085, -0.6216514, 1.0]], ['2, k, 15', [-0.04772131, -0.6626425, 1.0]], ['2, k, 16', [0.1079176, -0.02954977, 1.0]], ['2, k, 17', [0.1630698, -0.3040842, 1.0]], ['2, k, 18', [0.1043784, -0.6188008, 1.0]], ['2, k, 19', [0.09753338, -0.6546726, 1.0]], ['2, k, 20', [0.02958371, 0.4438331, 1.0]], ['2, k, 21', [0.07608552, 0.3558154, 1.0]], ['2, k, 22', [0.07854918, 0.322592, 1.0]], ['2, k, 23', [0.03886416, 0.3900849, 1.0]], ['2, k, 24', [0.0760624, 0.326601, 1.0]]]
[['2, k, 0', [0.03453542, -0.04720857, 1.0]], ['2, k, 1', [0.02926386, 0.2357639, 1.0]], ['2, k, 2', [0.02759675, 0.5037453, 1.0]], ['2, k, 3', [0.03653535, 0.6380309, 1.0]], ['2, k, 4', [-0.1568241, 0.4110134, 1.0]], ['2, k, 5', [-0.2583292, 0.2736446, 1.0]], ['2, k, 6', [-0.05576965, 0.3729507, 1.0]], ['2, k, 7', [0.003223475, 0.3865139, 1.0]], ['2, k, 8', [0.2206011, 0.3845092, 1.0]], ['2, k, 9', [0.2766092, 0.2580124, 1.0]], ['2, k, 10', [0.1039287, 0.3532219, 1.0]], ['2, k, 11', [0.04502714, 0.3869032, 1.0]], ['2, k, 12', [-0.04619979, -0.04716776, 1.0]], ['2, k, 13', [-0.1016089, -0.3069192, 1.0]], ['2, k, 14', [-0.07240853, -0.6216263, 1.0]], ['2, k, 15', [-0.04222884, -0.6681844, 1.0]], ['2, k, 16', [0.1143637, -0.04586046, 1.0]], ['2, k, 17', [0.1629506, -0.3029352, 1.0]], ['2, k, 18', [0.1045212, -0.617153, 1.0]], ['2, k, 19', [0.09494845, -0.6553796, 1.0]], ['2, k, 20', [0.02837079, 0.4381883, 1.0]], ['2, k, 21', [0.07621052, 0.38627, 1.0]], ['2, k, 22', [0.06972208, 0.3433337, 1.0]], ['2, k, 23', [-0.009972426, 0.4072458, 1.0]], ['2, k, 24', [0.001812802, 0.3578558, 1.0]]]
[['2, k, 0', [0.03925309, -0.0158097, 1.0]], ['2, k, 1', [0.03096699, 0.2003909, 1.0]], ['2, k, 2', [0.02278278, 0.3905619, 1.0]], ['2, k, 3', [0.03258145, 0.5765023, 1.0]], ['2, k, 4', [-0.1471464, 0.3921539, 1.0]], ['2, k, 5', [-0.2659532, 0.2846999, 1.0]], ['2, k, 6', [-0.05650953, 0.3859229, 1.0]], ['2, k, 7', [0.01801695, 0.4106062, 1.0]], ['2, k, 8', [0.2122131, 0.3897483, 1.0]], ['2, k, 9', [0.2781053, 0.2647704, 1.0]], ['2, k, 10', [0.1029818, 0.3663358, 1.0]], ['2, k, 11', [0.0486679, 0.4043142, 1.0]], ['2, k, 12', [-0.0503663, -0.02500614, 1.0]], ['2, k, 13', [-0.1121599, -0.1961171, 1.0]], ['2, k, 14', [-0.08219922, -0.587404, 1.0]], ['2, k, 15', [-0.06451459, -0.649139, 1.0]], ['2, k, 16', [0.1305067, -0.004817538, 1.0]], ['2, k, 17', [0.169288, -0.2104879, 1.0]], ['2, k, 18', [0.1085358, -0.5976199, 1.0]], ['2, k, 19', [0.09831198, -0.6484622, 1.0]], ['2, k, 20', [0.02490345, 0.3422829, 1.0]], ['2, k, 21', [0.08138552, 0.4216151, 1.0]], ['2, k, 22', [0.05514811, 0.3645413, 1.0]], ['2, k, 23', [-0.01052669, 0.4283912, 1.0]], ['2, k, 24', [0.006445594, 0.3760781, 1.0]]]
[['2, k, 0', [0.03734822, -0.03229811, 1.0]], ['2, k, 1', [0.02997165, 0.1941277, 1.0]], ['2, k, 2', [0.02220564, 0.3934578, 1.0]], ['2, k, 3', [0.03222396, 0.5790499, 1.0]], ['2, k, 4', [-0.1461225, 0.3782642, 1.0]], ['2, k, 5', [-0.2708435, 0.2980051, 1.0]], ['2, k, 6', [-0.03511056, 0.4029981, 1.0]], ['2, k, 7', [0.04936444, 0.4217032, 1.0]], ['2, k, 8', [0.2067797, 0.363669, 1.0]], ['2, k, 9', [0.2837198, 0.2756717, 1.0]], ['2, k, 10', [0.1028725, 0.3774996, 1.0]], ['2, k, 11', [0.04953221, 0.4198022, 1.0]], ['2, k, 12', [-0.04774848, -0.03488477, 1.0]], ['2, k, 13', [-0.1025947, -0.2984574, 1.0]], ['2, k, 14', [-0.07266256, -0.6137365, 1.0]], ['2, k, 15', [-0.05257714, -0.6616678, 1.0]], ['2, k, 16', [0.1184418, -0.03451268, 1.0]], ['2, k, 17', [0.1603513, -0.2989219, 1.0]], ['2, k, 18', [0.1059338, -0.6132069, 1.0]], ['2, k, 19', [0.09600263, -0.65474, 1.0]], ['2, k, 20', [0.02449817, 0.3432323, 1.0]], ['2, k, 21', [0.09884917, 0.4188285, 1.0]], ['2, k, 22', [0.08995862, 0.3802258, 1.0]], ['2, k, 23', [-0.009323314, 0.4391872, 1.0]], ['2, k, 24', [-0.004431873, 0.3942755, 1.0]]]
[['2, k, 0', [0.03429579, -0.05530991, 1.0]], ['2, k, 1', [0.02888859, 0.1862698, 1.0]], ['2, k, 2', [0.02208239, 0.3969246, 1.0]], ['2, k, 3', [0.032093, 0.5821313, 1.0]], ['2, k, 4', [-0.1437641, 0.3657479, 1.0]], ['2, k, 5', [-0.2525468, 0.3370728, 1.0]], ['2, k, 6', [-0.00251429, 0.4224327, 1.0]], ['2, k, 7', [0.04158163, 0.4360707, 1.0]], ['2, k, 8', [0.2047996, 0.3601999, 1.0]], ['2, k, 9', [0.2807766, 0.2881902, 1.0]], ['2, k, 10', [0.1046821, 0.3882528, 1.0]], ['2, k, 11', [0.04767974, 0.4345607, 1.0]], ['2, k, 12', [-0.04998003, -0.05568537, 1.0]], ['2, k, 13', [-0.1026951, -0.2976874, 1.0]], ['2, k, 14', [-0.07286212, -0.6129569, 1.0]], ['2, k, 15', [-0.04887734, -0.6616756, 1.0]], ['2, k, 16', [0.1171214, -0.05178178, 1.0]], ['2, k, 17', [0.160452, -0.2980156, 1.0]], ['2, k, 18', [0.1057404, -0.6119912, 1.0]], ['2, k, 19', [0.09520625, -0.6551899, 1.0]], ['2, k, 20', [0.02423749, 0.3446442, 1.0]], ['2, k, 21', [0.08731174, 0.4320732, 1.0]], ['2, k, 22', [0.09042794, 0.3923768, 1.0]], ['2, k, 23', [-0.0182705, 0.4553796, 1.0]], ['2, k, 24', [0.008118728, 0.4053538, 1.0]]]
[['2, k, 0', [0.01469517, -0.0208213, 1.0]], ['2, k, 1', [0.01940129, 0.2101194, 1.0]], ['2, k, 2', [0.01625302, 0.4517683, 1.0]], ['2, k, 3', [0.03376427, 0.6311747, 1.0]], ['2, k, 4', [-0.1422589, 0.3551674, 1.0]], ['2, k, 5', [-0.2587249, 0.3436867, 1.0]], ['2, k, 6', [-0.07525738, 0.440802, 1.0]], ['2, k, 7', [-0.01277073, 0.4584885, 1.0]], ['2, k, 8', [0.1823273, 0.3525094, 1.0]], ['2, k, 9', [0.2888054, 0.298703, 1.0]], ['2, k, 10', [0.1035466, 0.412681, 1.0]], ['2, k, 11', [0.05126857, 0.450977, 1.0]], ['2, k, 12', [-0.0754676, -0.02249859, 1.0]], ['2, k, 13', [-0.1132779, -0.2078047, 1.0]], ['2, k, 14', [-0.07657473, -0.6049606, 1.0]], ['2, k, 15', [-0.06518245, -0.6567078, 1.0]], ['2, k, 16', [0.1050042, -0.02027684, 1.0]], ['2, k, 17', [0.1709205, -0.21934, 1.0]], ['2, k, 18', [0.1085837, -0.5982039, 1.0]], ['2, k, 19', [0.09977593, -0.6500391, 1.0]], ['2, k, 20', [0.01607034, 0.3949773, 1.0]], ['2, k, 21', [0.05637714, 0.4647288, 1.0]], ['2, k, 22', [0.04149545, 0.4340192, 1.0]], ['2, k, 23', [-0.009331985, 0.4765894, 1.0]], ['2, k, 24', [0.00248072, 0.4244644, 1.0]]]
[['2, k, 0', [0.01883201, -0.02750004, 1.0]], ['2, k, 1', [0.01968846, 0.2104988, 1.0]], ['2, k, 2', [0.01648031, 0.4519466, 1.0]], ['2, k, 3', [0.03371548, 0.6312022, 1.0]], ['2, k, 4', [-0.1423295, 0.3574122, 1.0]], ['2, k, 5', [-0.2625431, 0.3507154, 1.0]], ['2, k, 6', [-0.08188438, 0.445443, 1.0]], ['2, k, 7', [0.02227258, 0.4724015, 1.0]], ['2, k, 8', [0.1835299, 0.3518689, 1.0]], ['2, k, 9', [0.2937418, 0.3054018, 1.0]], ['2, k, 10', [0.1197777, 0.4193526, 1.0]], ['2, k, 11', [0.08099893, 0.4535996, 1.0]], ['2, k, 12', [-0.06729041, -0.02830554, 1.0]], ['2, k, 13', [-0.101155, -0.2876907, 1.0]], ['2, k, 14', [-0.07715896, -0.6061373, 1.0]], ['2, k, 15', [-0.0527713, -0.6555817, 1.0]], ['2, k, 16', [0.1052805, -0.02705921, 1.0]], ['2, k, 17', [0.159592, -0.2858886, 1.0]], ['2, k, 18', [0.1082842, -0.5998889, 1.0]], ['2, k, 19', [0.0985595, -0.6506354, 1.0]], ['2, k, 20', [0.01638343, 0.3949891, 1.0]], ['2, k, 21', [0.08811203, 0.4784791, 1.0]], ['2, k, 22', [0.06310527, 0.4259362, 1.0]], ['2, k, 23', [0.02082813, 0.4826585, 1.0]], ['2, k, 24', [0.0428525, 0.4310394, 1.0]]]
[['2, k, 0', [0.02056526, -0.02871046, 1.0]], ['2, k, 1', [0.02017389, 0.2114657, 1.0]], ['2, k, 2', [0.01678659, 0.4522998, 1.0]], ['2, k, 3', [0.03419969, 0.6314828, 1.0]], ['2, k, 4', [-0.1424022, 0.3599884, 1.0]], ['2, k, 5', [-0.2464922, 0.3760667, 1.0]], ['2, k, 6', [-0.06425408, 0.4606958, 1.0]], ['2, k, 7', [0.02540715, 0.4846804, 1.0]], ['2, k, 8', [0.184521, 0.3526299, 1.0]], ['2, k, 9', [0.3014956, 0.3127563, 1.0]], ['2, k, 10', [0.1081866, 0.4320412, 1.0]], ['2, k, 11', [0.07251745, 0.4704571, 1.0]], ['2, k, 12', [-0.06418998, -0.02911506, 1.0]], ['2, k, 13', [-0.1011743, -0.2876458, 1.0]], ['2, k, 14', [-0.07752416, -0.6058986, 1.0]], ['2, k, 15', [-0.04977555, -0.6556468, 1.0]], ['2, k, 16', [0.105565, -0.02825091, 1.0]], ['2, k, 17', [0.1594497, -0.2861357, 1.0]], ['2, k, 18', [0.1084816, -0.5999812, 1.0]], ['2, k, 19', [0.09687846, -0.6510746, 1.0]], ['2, k, 20', [0.01676655, 0.3951773, 1.0]], ['2, k, 21', [0.09326153, 0.4812288, 1.0]], ['2, k, 22', [0.05000936, 0.4466688, 1.0]], ['2, k, 23', [0.0128736, 0.4913212, 1.0]], ['2, k, 24', [0.02373547, 0.4505166, 1.0]]]
[['2, k, 0', [0.01903434, -0.04047179, 1.0]], ['2, k, 1', [0.01996705, 0.2119748, 1.0]], ['2, k, 2', [0.01730118, 0.4531479, 1.0]], ['2, k, 3', [0.03405805, 0.6314648, 1.0]], ['2, k, 4', [-0.1420733, 0.3630861, 1.0]], ['2, k, 5', [-0.2373205, 0.3904255, 1.0]], ['2, k, 6', [-0.05419168, 0.4768422, 1.0]], ['2, k, 7', [0.02630851, 0.4995333, 1.0]], ['2, k, 8', [0.1854883, 0.3556394, 1.0]], ['2, k, 9', [0.3071565, 0.32085, 1.0]], ['2, k, 10', [0.07210802, 0.4654407, 1.0]], ['2, k, 11', [0.04271989, 0.4953063, 1.0]], ['2, k, 12', [-0.06763005, -0.03803771, 1.0]], ['2, k, 13', [-0.1010153, -0.2878667, 1.0]], ['2, k, 14', [-0.07421727, -0.6124911, 1.0]], ['2, k, 15', [-0.04436957, -0.6637242, 1.0]], ['2, k, 16', [0.1053321, -0.04160328, 1.0]], ['2, k, 17', [0.1592882, -0.2859735, 1.0]], ['2, k, 18', [0.1083853, -0.5997773, 1.0]], ['2, k, 19', [0.09642654, -0.6508802, 1.0]], ['2, k, 20', [0.01719596, 0.3955334, 1.0]], ['2, k, 21', [0.09668704, 0.4957901, 1.0]], ['2, k, 22', [0.05117664, 0.4630224, 1.0]], ['2, k, 23', [-0.006867361, 0.5055053, 1.0]], ['2, k, 24', [-0.01522937, 0.4708167, 1.0]]]
[['2, k, 0', [0.05613151, -0.02947959, 1.0]], ['2, k, 1', [0.03036807, 0.2178676, 1.0]], ['2, k, 2', [0.0181705, 0.4568687, 1.0]], ['2, k, 3', [0.03479955, 0.6344485, 1.0]], ['2, k, 4', [-0.1416482, 0.3637864, 1.0]], ['2, k, 5', [-0.2413149, 0.3947577, 1.0]], ['2, k, 6', [-0.05980386, 0.48598, 1.0]], ['2, k, 7', [0.01453242, 0.5133626, 1.0]], ['2, k, 8', [0.1823957, 0.3624749, 1.0]], ['2, k, 9', [0.302439, 0.3430053, 1.0]], ['2, k, 10', [0.1402741, 0.4653987, 1.0]], ['2, k, 11', [0.07236073, 0.5017935, 1.0]], ['2, k, 12', [-0.03287101, -0.03513001, 1.0]], ['2, k, 13', [-0.109743, -0.193368, 1.0]], ['2, k, 14', [-0.0792389, -0.6012151, 1.0]], ['2, k, 15', [-0.0677385, -0.6564174, 1.0]], ['2, k, 16', [0.1445238, -0.02160737, 1.0]], ['2, k, 17', [0.1677581, -0.2071186, 1.0]], ['2, k, 18', [0.1090499, -0.597029, 1.0]], ['2, k, 19', [0.09879977, -0.6499275, 1.0]], ['2, k, 20', [0.01952302, 0.3987463, 1.0]], ['2, k, 21', [0.08852949, 0.5188478, 1.0]], ['2, k, 22', [0.03866326, 0.4792598, 1.0]], ['2, k, 23', [0.01124055, 0.5255845, 1.0]], ['2, k, 24', [0.03382745, 0.4806798, 1.0]]]
[['2, k, 0', [0.03009874, -0.03276597, 1.0]], ['2, k, 1', [0.02648555, 0.2182464, 1.0]], ['2, k, 2', [0.01781441, 0.4577395, 1.0]], ['2, k, 3', [0.03639479, 0.6336197, 1.0]], ['2, k, 4', [-0.1412655, 0.3680956, 1.0]], ['2, k, 5', [-0.2312264, 0.4104962, 1.0]], ['2, k, 6', [-0.04772181, 0.4973581, 1.0]], ['2, k, 7', [-0.03454479, 0.5143201, 1.0]], ['2, k, 8', [0.1840335, 0.3659803, 1.0]], ['2, k, 9', [0.3062543, 0.3483931, 1.0]], ['2, k, 10', [0.1353194, 0.4701568, 1.0]], ['2, k, 11', [0.07187285, 0.5115946, 1.0]], ['2, k, 12', [-0.05740031, -0.0335702, 1.0]], ['2, k, 13', [-0.1039096, -0.2791787, 1.0]], ['2, k, 14', [-0.07662345, -0.6051765, 1.0]], ['2, k, 15', [-0.0518418, -0.6579508, 1.0]], ['2, k, 16', [0.1145491, -0.03138147, 1.0]], ['2, k, 17', [0.1589746, -0.2813976, 1.0]], ['2, k, 18', [0.1090257, -0.5970263, 1.0]], ['2, k, 19', [0.09687468, -0.6493062, 1.0]], ['2, k, 20', [0.01906032, 0.3993725, 1.0]], ['2, k, 21', [0.03771598, 0.5422662, 1.0]], ['2, k, 22', [0.02227169, 0.5002487, 1.0]], ['2, k, 23', [0.009117782, 0.5338182, 1.0]], ['2, k, 24', [0.01451982, 0.4910108, 1.0]]]
