[['2, k, 0', [-0.225772, -0.385829, 1.0]], ['2, k, 1', [-0.236861, -0.0903687, 1.0]], ['2, k, 2', [-0.246282, 0.198376, 1.0]], ['2, k, 3', [-0.257005, 0.326329, 1.0]], ['2, k, 4', [-0.431671, 0.101559, 1.0]], ['2, k, 5', [-0.541913, -0.0689145, 1.0]], ['2, k, 6', [-0.461992, -0.248217, 1.0]], ['2, k, 7', [-0.416484, -0.294821, 1.0]], ['2, k, 8', [-0.071522, 0.100917, 1.0]], ['2, k, 9', [0.0806157, -0.0491929, 1.0]], ['2, k, 10', [0.00171044, -0.228319, 1.0]], ['2, k, 11', [-0.0443701, -0.266473, 1.0]], ['2, k, 12', [-0.304693, -0.380131, 1.0]], ['2, k, 13', [-0.36144, -0.691083, 1.0]], ['2, k, 14', [-0.378532, -1.03775, 1.0]], ['2, k, 15', [-0.400391, -1.10449, 1.0]], ['2, k, 16', [-0.140455, -0.380668, 1.0]], ['2, k, 17', [-0.085295, -0.704227, 1.0]], ['2, k, 18', [-0.057117, -1.05869, 1.0]], ['2, k, 19', [-0.0615845, -1.11426, 1.0]], ['2, k, 20', [-0.244209, 0.12715, 1.0]], ['2, k, 21', [-0.400787, -0.361607, 1.0]], ['2, k, 22', [-0.390205, -0.253878, 1.0]], ['2, k, 23', [-0.0341375, -0.350729, 1.0]], ['2, k, 24', [-0.0730238, -0.268599, 1.0]]]
[['2, k, 0', [-0.201634, -0.403255, 1.0]], ['2, k, 1', [-0.222696, -0.111794, 1.0]], ['2, k, 2', [-0.240284, 0.172039, 1.0]], ['2, k, 3', [-0.246409, 0.309687, 1.0]], ['2, k, 4', [-0.420184, 0.0526169, 1.0]], ['2, k, 5', [-0.540753, -0.131068, 1.0]], ['2, k, 6', [-0.423697, -0.284749, 1.0]], ['2, k, 7', [-0.376285, -0.325006, 1.0]], ['2, k, 8', [-0.0446208, 0.0751338, 1.0]], ['2, k, 9', [0.104591, -0.0780339, 1.0]], ['2, k, 10', [0.0295114, -0.258459, 1.0]], ['2, k, 11', [-0.00686627, -0.29768, 1.0]], ['2, k, 12', [-0.286361, -0.405102, 1.0]], ['2, k, 13', [-0.346193, -0.721389, 1.0]], ['2, k, 14', [-0.378677, -1.05405, 1.0]], ['2, k, 15', [-0.404963, -1.10896, 1.0]], ['2, k, 16', [-0.1108, -0.389476, 1.0]], ['2, k, 17', [-0.0679248, -0.706329, 1.0]], ['2, k, 18', [-0.0580267, -1.05637, 1.0]], ['2, k, 19', [-0.0606326, -1.1142, 1.0]], ['2, k, 20', [-0.23638, 0.102063, 1.0]], ['2, k, 21', [-0.338754, -0.389926, 1.0]], ['2, k, 22', [-0.34766, -0.279719, 1.0]], ['2, k, 23', [-0.0107478, -0.372714, 1.0]], ['2, k, 24', [-0.0322275, -0.266129, 1.0]]]
[['2, k, 0', [-0.196039, -0.403062, 1.0]], ['2, k, 1', [-0.218529, -0.111259, 1.0]], ['2, k, 2', [-0.23744, 0.172973, 1.0]], ['2, k, 3', [-0.241723, 0.311541, 1.0]], ['2, k, 4', [-0.415956, 0.0518887, 1.0]], ['2, k, 5', [-0.53562, -0.132191, 1.0]], ['2, k, 6', [-0.42109, -0.28747, 1.0]], ['2, k, 7', [-0.369304, -0.324974, 1.0]], ['2, k, 8', [-0.0401471, 0.0762494, 1.0]], ['2, k, 9', [0.111099, -0.0741274, 1.0]], ['2, k, 10', [0.0376261, -0.255414, 1.0]], ['2, k, 11', [-0.000472567, -0.298048, 1.0]], ['2, k, 12', [-0.280951, -0.405155, 1.0]], ['2, k, 13', [-0.343128, -0.723285, 1.0]], ['2, k, 14', [-0.378696, -1.0541, 1.0]], ['2, k, 15', [-0.405374, -1.10926, 1.0]], ['2, k, 16', [-0.105235, -0.389067, 1.0]], ['2, k, 17', [-0.0599356, -0.704399, 1.0]], ['2, k, 18', [-0.0580004, -1.05632, 1.0]], ['2, k, 19', [-0.0605223, -1.11443, 1.0]], ['2, k, 20', [-0.233221, 0.102886, 1.0]], ['2, k, 21', [-0.335091, -0.391978, 1.0]], ['2, k, 22', [-0.339282, -0.283854, 1.0]], ['2, k, 23', [-0.00359239, -0.372107, 1.0]], ['2, k, 24', [-0.0286137, -0.268655, 1.0]]]
[['2, k, 0', [-0.192249, -0.403086, 1.0]], ['2, k, 1', [-0.213923, -0.111097, 1.0]], ['2, k, 2', [-0.232094, 0.173519, 1.0]], ['2, k, 3', [-0.237177, 0.313398, 1.0]], ['2, k, 4', [-0.411553, 0.0506338, 1.0]], ['2, k, 5', [-0.531144, -0.134124, 1.0]], ['2, k, 6', [-0.415778, -0.288494, 1.0]], ['2, k, 7', [-0.36334, -0.324955, 1.0]], ['2, k, 8', [-0.0360657, 0.0780224, 1.0]], ['2, k, 9', [0.116271, -0.0697303, 1.0]], ['2, k, 10', [0.0442536, -0.251735, 1.0]], ['2, k, 11', [0.00597856, -0.298199, 1.0]], ['2, k, 12', [-0.277312, -0.405023, 1.0]], ['2, k, 13', [-0.337956, -0.729015, 1.0]], ['2, k, 14', [-0.378769, -1.05423, 1.0]], ['2, k, 15', [-0.405603, -1.10942, 1.0]], ['2, k, 16', [-0.101412, -0.389258, 1.0]], ['2, k, 17', [-0.0533166, -0.698944, 1.0]], ['2, k, 18', [-0.0583342, -1.05789, 1.0]], ['2, k, 19', [-0.0603725, -1.11448, 1.0]], ['2, k, 20', [-0.228003, 0.103321, 1.0]], ['2, k, 21', [-0.325801, -0.395259, 1.0]], ['2, k, 22', [-0.332391, -0.28443, 1.0]], ['2, k, 23', [0.00339275, -0.372149, 1.0]], ['2, k, 24', [-0.0243652, -0.265342, 1.0]]]
[['2, k, 0', [-0.18454, -0.403553, 1.0]], ['2, k, 1', [-0.20842, -0.111204, 1.0]], ['2, k, 2', [-0.228257, 0.173747, 1.0]], ['2, k, 3', [-0.231199, 0.316505, 1.0]], ['2, k, 4', [-0.406392, 0.0501583, 1.0]], ['2, k, 5', [-0.511356, -0.142401, 1.0]], ['2, k, 6', [-0.404302, -0.303248, 1.0]], ['2, k, 7', [-0.347263, -0.348452, 1.0]], ['2, k, 8', [-0.0326541, 0.0793557, 1.0]], ['2, k, 9', [0.121, -0.067551, 1.0]], ['2, k, 10', [0.0499813, -0.250206, 1.0]], ['2, k, 11', [0.0115394, -0.293664, 1.0]], ['2, k, 12', [-0.269921, -0.405744, 1.0]], ['2, k, 13', [-0.334391, -0.731161, 1.0]], ['2, k, 14', [-0.378677, -1.05445, 1.0]], ['2, k, 15', [-0.405747, -1.10953, 1.0]], ['2, k, 16', [-0.0936514, -0.389469, 1.0]], ['2, k, 17', [-0.0497822, -0.697515, 1.0]], ['2, k, 18', [-0.0584541, -1.0581, 1.0]], ['2, k, 19', [-0.0597701, -1.11473, 1.0]], ['2, k, 20', [-0.223781, 0.103468, 1.0]], ['2, k, 21', [-0.31228, -0.41377, 1.0]], ['2, k, 22', [-0.326696, -0.294562, 1.0]], ['2, k, 23', [0.00875458, -0.365887, 1.0]], ['2, k, 24', [-0.019663, -0.26282, 1.0]]]
[['2, k, 0', [-0.178989, -0.403468, 1.0]], ['2, k, 1', [-0.204503, -0.110834, 1.0]], ['2, k, 2', [-0.226151, 0.174325, 1.0]], ['2, k, 3', [-0.22726, 0.31728, 1.0]], ['2, k, 4', [-0.401295, 0.0501549, 1.0]], ['2, k, 5', [-0.506652, -0.143979, 1.0]], ['2, k, 6', [-0.394417, -0.301965, 1.0]], ['2, k, 7', [-0.339592, -0.349217, 1.0]], ['2, k, 8', [-0.0289959, 0.0806053, 1.0]], ['2, k, 9', [0.126164, -0.0651411, 1.0]], ['2, k, 10', [0.0556806, -0.248116, 1.0]], ['2, k, 11', [0.0161179, -0.295039, 1.0]], ['2, k, 12', [-0.264372, -0.406032, 1.0]], ['2, k, 13', [-0.329894, -0.731927, 1.0]], ['2, k, 14', [-0.378432, -1.0543, 1.0]], ['2, k, 15', [-0.404519, -1.10918, 1.0]], ['2, k, 16', [-0.0882597, -0.389033, 1.0]], ['2, k, 17', [-0.0450963, -0.697407, 1.0]], ['2, k, 18', [-0.0586861, -1.05835, 1.0]], ['2, k, 19', [-0.0593056, -1.11469, 1.0]], ['2, k, 20', [-0.22125, 0.104003, 1.0]], ['2, k, 21', [-0.30496, -0.412093, 1.0]], ['2, k, 22', [-0.318011, -0.29392, 1.0]], ['2, k, 23', [0.00953293, -0.364783, 1.0]], ['2, k, 24', [-0.0187378, -0.261104, 1.0]]]
[['2, k, 0', [-0.171117, -0.40317, 1.0]], ['2, k, 1', [-0.199702, -0.110143, 1.0]], ['2, k, 2', [-0.223579, 0.175388, 1.0]], ['2, k, 3', [-0.223258, 0.318295, 1.0]], ['2, k, 4', [-0.396764, 0.0497218, 1.0]], ['2, k, 5', [-0.498932, -0.146765, 1.0]], ['2, k, 6', [-0.385463, -0.304393, 1.0]], ['2, k, 7', [-0.331536, -0.350435, 1.0]], ['2, k, 8', [-0.024978, 0.0819419, 1.0]], ['2, k, 9', [0.130615, -0.0634039, 1.0]], ['2, k, 10', [0.0701883, -0.25152, 1.0]], ['2, k, 11', [0.0309422, -0.291567, 1.0]], ['2, k, 12', [-0.256689, -0.406117, 1.0]], ['2, k, 13', [-0.326573, -0.731941, 1.0]], ['2, k, 14', [-0.378214, -1.05425, 1.0]], ['2, k, 15', [-0.403784, -1.10895, 1.0]], ['2, k, 16', [-0.0804467, -0.38837, 1.0]], ['2, k, 17', [-0.0395374, -0.695645, 1.0]], ['2, k, 18', [-0.0587206, -1.0584, 1.0]], ['2, k, 19', [-0.0591071, -1.11466, 1.0]], ['2, k, 20', [-0.218215, 0.104955, 1.0]], ['2, k, 21', [-0.294076, -0.414521, 1.0]], ['2, k, 22', [-0.308128, -0.297424, 1.0]], ['2, k, 23', [0.0369059, -0.368848, 1.0]], ['2, k, 24', [0.000634387, -0.278135, 1.0]]]
[['2, k, 0', [-0.168273, -0.403755, 1.0]], ['2, k, 1', [-0.195617, -0.110336, 1.0]], ['2, k, 2', [-0.218594, 0.175797, 1.0]], ['2, k, 3', [-0.218598, 0.319418, 1.0]], ['2, k, 4', [-0.390441, 0.0499072, 1.0]], ['2, k, 5', [-0.495716, -0.146972, 1.0]], ['2, k, 6', [-0.379133, -0.302979, 1.0]], ['2, k, 7', [-0.327569, -0.344353, 1.0]], ['2, k, 8', [-0.0201417, 0.0822275, 1.0]], ['2, k, 9', [0.136959, -0.061279, 1.0]], ['2, k, 10', [0.0934216, -0.253518, 1.0]], ['2, k, 11', [0.040108, -0.282364, 1.0]], ['2, k, 12', [-0.253899, -0.406588, 1.0]], ['2, k, 13', [-0.324268, -0.731694, 1.0]], ['2, k, 14', [-0.378184, -1.05429, 1.0]], ['2, k, 15', [-0.403617, -1.10885, 1.0]], ['2, k, 16', [-0.0776417, -0.389063, 1.0]], ['2, k, 17', [-0.0363529, -0.696329, 1.0]], ['2, k, 18', [-0.0586787, -1.0583, 1.0]], ['2, k, 19', [-0.0588523, -1.11471, 1.0]], ['2, k, 20', [-0.213375, 0.105201, 1.0]], ['2, k, 21', [-0.293122, -0.406764, 1.0]], ['2, k, 22', [-0.306146, -0.290733, 1.0]], ['2, k, 23', [0.0424943, -0.363607, 1.0]], ['2, k, 24', [0.0119819, -0.258503, 1.0]]]
[['2, k, 0', [-0.160184, -0.404011, 1.0]], ['2, k, 1', [-0.190073, -0.110285, 1.0]], ['2, k, 2', [-0.215025, 0.176138, 1.0]], ['2, k, 3', [-0.214441, 0.320021, 1.0]], ['2, k, 4', [-0.385125, 0.0497823, 1.0]], ['2, k, 5', [-0.490387, -0.148967, 1.0]], ['2, k, 6', [-0.37316, -0.304357, 1.0]], ['2, k, 7', [-0.318332, -0.350348, 1.0]], ['2, k, 8', [-0.0172794, 0.0828889, 1.0]], ['2, k, 9', [0.141509, -0.0593044, 1.0]], ['2, k, 10', [0.0984237, -0.252242, 1.0]], ['2, k, 11', [0.0459623, -0.285213, 1.0]], ['2, k, 12', [-0.245897, -0.40759, 1.0]], ['2, k, 13', [-0.320592, -0.730052, 1.0]], ['2, k, 14', [-0.378047, -1.05398, 1.0]], ['2, k, 15', [-0.403157, -1.10859, 1.0]], ['2, k, 16', [-0.0696582, -0.388589, 1.0]], ['2, k, 17', [-0.0297762, -0.696447, 1.0]], ['2, k, 18', [-0.0587014, -1.05827, 1.0]], ['2, k, 19', [-0.0587355, -1.11478, 1.0]], ['2, k, 20', [-0.209363, 0.105474, 1.0]], ['2, k, 21', [-0.282604, -0.416054, 1.0]], ['2, k, 22', [-0.293352, -0.296156, 1.0]], ['2, k, 23', [0.0481613, -0.363406, 1.0]], ['2, k, 24', [0.018117, -0.261936, 1.0]]]
[['2, k, 0', [-0.155911, -0.4047, 1.0]], ['2, k, 1', [-0.186223, -0.110494, 1.0]], ['2, k, 2', [-0.211658, 0.176345, 1.0]], ['2, k, 3', [-0.210924, 0.320641, 1.0]], ['2, k, 4', [-0.380411, 0.0501157, 1.0]], ['2, k, 5', [-0.482688, -0.149286, 1.0]], ['2, k, 6', [-0.369067, -0.307964, 1.0]], ['2, k, 7', [-0.311989, -0.352744, 1.0]], ['2, k, 8', [-0.0133704, 0.0834084, 1.0]], ['2, k, 9', [0.144536, -0.0574157, 1.0]], ['2, k, 10', [0.0901108, -0.248034, 1.0]], ['2, k, 11', [0.0499755, -0.294605, 1.0]], ['2, k, 12', [-0.241155, -0.408476, 1.0]], ['2, k, 13', [-0.317549, -0.731156, 1.0]], ['2, k, 14', [-0.378212, -1.05416, 1.0]], ['2, k, 15', [-0.403099, -1.10852, 1.0]], ['2, k, 16', [-0.0659874, -0.38909, 1.0]], ['2, k, 17', [-0.0255244, -0.705079, 1.0]], ['2, k, 18', [-0.0586588, -1.05836, 1.0]], ['2, k, 19', [-0.0587332, -1.11477, 1.0]], ['2, k, 20', [-0.205888, 0.105581, 1.0]], ['2, k, 21', [-0.276984, -0.41705, 1.0]], ['2, k, 22', [-0.292918, -0.297989, 1.0]], ['2, k, 23', [0.0544898, -0.370092, 1.0]], ['2, k, 24', [0.0165604, -0.281065, 1.0]]]
[['2, k, 0', [-0.149946, -0.404764, 1.0]], ['2, k, 1', [-0.182165, -0.110317, 1.0]], ['2, k, 2', [-0.209739, 0.176678, 1.0]], ['2, k, 3', [-0.207483, 0.320805, 1.0]], ['2, k, 4', [-0.376745, 0.0505358, 1.0]], ['2, k, 5', [-0.47554, -0.151296, 1.0]], ['2, k, 6', [-0.362744, -0.311177, 1.0]], ['2, k, 7', [-0.304933, -0.360472, 1.0]], ['2, k, 8', [-0.00940671, 0.0833053, 1.0]], ['2, k, 9', [0.150827, -0.0550158, 1.0]], ['2, k, 10', [0.112511, -0.249473, 1.0]], ['2, k, 11', [0.0578367, -0.289527, 1.0]], ['2, k, 12', [-0.234643, -0.408762, 1.0]], ['2, k, 13', [-0.314448, -0.732541, 1.0]], ['2, k, 14', [-0.378225, -1.05409, 1.0]], ['2, k, 15', [-0.402985, -1.10841, 1.0]], ['2, k, 16', [-0.0607386, -0.388975, 1.0]], ['2, k, 17', [-0.0202939, -0.700225, 1.0]], ['2, k, 18', [-0.0589064, -1.05855, 1.0]], ['2, k, 19', [-0.0586899, -1.11469, 1.0]], ['2, k, 20', [-0.203511, 0.105889, 1.0]], ['2, k, 21', [-0.272584, -0.424339, 1.0]], ['2, k, 22', [-0.285609, -0.302404, 1.0]], ['2, k, 23', [0.0591502, -0.364806, 1.0]], ['2, k, 24', [0.026072, -0.258483, 1.0]]]
[['2, k, 0', [-0.144808, -0.405434, 1.0]], ['2, k, 1', [-0.177814, -0.110828, 1.0]], ['2, k, 2', [-0.206121, 0.176332, 1.0]], ['2, k, 3', [-0.203269, 0.319591, 1.0]], ['2, k, 4', [-0.371749, 0.0502298, 1.0]], ['2, k, 5', [-0.468137, -0.151951, 1.0]], ['2, k, 6', [-0.353967, -0.314007, 1.0]], ['2, k, 7', [-0.305415, -0.357655, 1.0]], ['2, k, 8', [-0.0066165, 0.0835544, 1.0]], ['2, k, 9', [0.154515, -0.0540177, 1.0]], ['2, k, 10', [0.112166, -0.247813, 1.0]], ['2, k, 11', [0.0624758, -0.291184, 1.0]], ['2, k, 12', [-0.229764, -0.409703, 1.0]], ['2, k, 13', [-0.310836, -0.731653, 1.0]], ['2, k, 14', [-0.378067, -1.0536, 1.0]], ['2, k, 15', [-0.401987, -1.10735, 1.0]], ['2, k, 16', [-0.0555553, -0.389347, 1.0]], ['2, k, 17', [-0.0166218, -0.701079, 1.0]], ['2, k, 18', [-0.0587779, -1.05868, 1.0]], ['2, k, 19', [-0.0587906, -1.11461, 1.0]], ['2, k, 20', [-0.199712, 0.105514, 1.0]], ['2, k, 21', [-0.280931, -0.421054, 1.0]], ['2, k, 22', [-0.286124, -0.30657, 1.0]], ['2, k, 23', [0.0619549, -0.36477, 1.0]], ['2, k, 24', [0.0308274, -0.258612, 1.0]]]
[['2, k, 0', [-0.139481, -0.405979, 1.0]], ['2, k, 1', [-0.173637, -0.111541, 1.0]], ['2, k, 2', [-0.203174, 0.175566, 1.0]], ['2, k, 3', [-0.199725, 0.31855, 1.0]], ['2, k, 4', [-0.367212, 0.0505506, 1.0]], ['2, k, 5', [-0.462041, -0.151881, 1.0]], ['2, k, 6', [-0.347429, -0.3134, 1.0]], ['2, k, 7', [-0.297732, -0.35993, 1.0]], ['2, k, 8', [-0.00419424, 0.0832906, 1.0]], ['2, k, 9', [0.158476, -0.0523836, 1.0]], ['2, k, 10', [0.113699, -0.245679, 1.0]], ['2, k, 11', [0.065173, -0.292132, 1.0]], ['2, k, 12', [-0.224479, -0.410342, 1.0]], ['2, k, 13', [-0.30746, -0.728525, 1.0]], ['2, k, 14', [-0.378093, -1.05327, 1.0]], ['2, k, 15', [-0.401481, -1.10715, 1.0]], ['2, k, 16', [-0.0503766, -0.389793, 1.0]], ['2, k, 17', [-0.0129163, -0.714787, 1.0]], ['2, k, 18', [-0.059158, -1.06006, 1.0]], ['2, k, 19', [-0.0588668, -1.11457, 1.0]], ['2, k, 20', [-0.196485, 0.104781, 1.0]], ['2, k, 21', [-0.269183, -0.421964, 1.0]], ['2, k, 22', [-0.27832, -0.306205, 1.0]], ['2, k, 23', [0.065333, -0.365409, 1.0]], ['2, k, 24', [0.028625, -0.259727, 1.0]]]
[['2, k, 0', [-0.134793, -0.406097, 1.0]], ['2, k, 1', [-0.16952, -0.111908, 1.0]], ['2, k, 2', [-0.199616, 0.175059, 1.0]], ['2, k, 3', [-0.19684, 0.318371, 1.0]], ['2, k, 4', [-0.362959, 0.0508055, 1.0]], ['2, k, 5', [-0.456452, -0.152138, 1.0]], ['2, k, 6', [-0.322505, -0.299179, 1.0]], ['2, k, 7', [-0.293789, -0.324604, 1.0]], ['2, k, 8', [-0.00144874, 0.0832238, 1.0]], ['2, k, 9', [0.163644, -0.0486919, 1.0]], ['2, k, 10', [0.114453, -0.240989, 1.0]], ['2, k, 11', [0.0752328, -0.289146, 1.0]], ['2, k, 12', [-0.219517, -0.410662, 1.0]], ['2, k, 13', [-0.303666, -0.727205, 1.0]], ['2, k, 14', [-0.378867, -1.05397, 1.0]], ['2, k, 15', [-0.401336, -1.1076, 1.0]], ['2, k, 16', [-0.046092, -0.389744, 1.0]], ['2, k, 17', [-0.0111523, -0.717095, 1.0]], ['2, k, 18', [-0.0589495, -1.06012, 1.0]], ['2, k, 19', [-0.0588192, -1.11459, 1.0]], ['2, k, 20', [-0.19281, 0.104315, 1.0]], ['2, k, 21', [-0.281545, -0.403007, 1.0]], ['2, k, 22', [-0.26831, -0.297975, 1.0]], ['2, k, 23', [0.084691, -0.365845, 1.0]], ['2, k, 24', [0.0426433, -0.272092, 1.0]]]
[['2, k, 0', [-0.130365, -0.406323, 1.0]], ['2, k, 1', [-0.166046, -0.112297, 1.0]], ['2, k, 2', [-0.196879, 0.174575, 1.0]], ['2, k, 3', [-0.193242, 0.317341, 1.0]], ['2, k, 4', [-0.358344, 0.0511187, 1.0]], ['2, k, 5', [-0.45052, -0.153109, 1.0]], ['2, k, 6', [-0.319398, -0.302357, 1.0]], ['2, k, 7', [-0.285942, -0.336533, 1.0]], ['2, k, 8', [-0.000232762, 0.0833004, 1.0]], ['2, k, 9', [0.165811, -0.0485343, 1.0]], ['2, k, 10', [0.116135, -0.24071, 1.0]], ['2, k, 11', [0.0800383, -0.291874, 1.0]], ['2, k, 12', [-0.215074, -0.410814, 1.0]], ['2, k, 13', [-0.300206, -0.725666, 1.0]], ['2, k, 14', [-0.379967, -1.05464, 1.0]], ['2, k, 15', [-0.40146, -1.10791, 1.0]], ['2, k, 16', [-0.0418325, -0.39005, 1.0]], ['2, k, 17', [-0.00772527, -0.714917, 1.0]], ['2, k, 18', [-0.0592705, -1.06036, 1.0]], ['2, k, 19', [-0.0584001, -1.11466, 1.0]], ['2, k, 20', [-0.189957, 0.103869, 1.0]], ['2, k, 21', [-0.266447, -0.407041, 1.0]], ['2, k, 22', [-0.259191, -0.295251, 1.0]], ['2, k, 23', [0.0889075, -0.367123, 1.0]], ['2, k, 24', [0.049662, -0.299583, 1.0]]]
[['2, k, 0', [-0.125744, -0.406436, 1.0]], ['2, k, 1', [-0.162329, -0.112478, 1.0]], ['2, k, 2', [-0.194494, 0.174419, 1.0]], ['2, k, 3', [-0.190526, 0.316035, 1.0]], ['2, k, 4', [-0.355336, 0.0510571, 1.0]], ['2, k, 5', [-0.444392, -0.155041, 1.0]], ['2, k, 6', [-0.316459, -0.306482, 1.0]], ['2, k, 7', [-0.277499, -0.347799, 1.0]], ['2, k, 8', [0.00182782, 0.0835679, 1.0]], ['2, k, 9', [0.170411, -0.0477322, 1.0]], ['2, k, 10', [0.128549, -0.241549, 1.0]], ['2, k, 11', [0.0805432, -0.28671, 1.0]], ['2, k, 12', [-0.210354, -0.411205, 1.0]], ['2, k, 13', [-0.297155, -0.728764, 1.0]], ['2, k, 14', [-0.380224, -1.05456, 1.0]], ['2, k, 15', [-0.401349, -1.10806, 1.0]], ['2, k, 16', [-0.0374382, -0.389895, 1.0]], ['2, k, 17', [-0.00221549, -0.7101, 1.0]], ['2, k, 18', [-0.0593023, -1.06058, 1.0]], ['2, k, 19', [-0.057158, -1.11543, 1.0]], ['2, k, 20', [-0.187249, 0.103699, 1.0]], ['2, k, 21', [-0.249232, -0.410592, 1.0]], ['2, k, 22', [-0.255649, -0.303145, 1.0]], ['2, k, 23', [0.0823662, -0.359897, 1.0]], ['2, k, 24', [0.0507558, -0.265722, 1.0]]]
[['2, k, 0', [-0.121773, -0.407043, 1.0]], ['2, k, 1', [-0.159102, -0.112815, 1.0]], ['2, k, 2', [-0.191929, 0.174264, 1.0]], ['2, k, 3', [-0.187798, 0.315257, 1.0]], ['2, k, 4', [-0.350876, 0.0506487, 1.0]], ['2, k, 5', [-0.43846, -0.157361, 1.0]], ['2, k, 6', [-0.311702, -0.309585, 1.0]], ['2, k, 7', [-0.271483, -0.347924, 1.0]], ['2, k, 8', [0.00387485, 0.0831704, 1.0]], ['2, k, 9', [0.173835, -0.0474387, 1.0]], ['2, k, 10', [0.132966, -0.241352, 1.0]], ['2, k, 11', [0.0844555, -0.28782, 1.0]], ['2, k, 12', [-0.205581, -0.412218, 1.0]], ['2, k, 13', [-0.293252, -0.731104, 1.0]], ['2, k, 14', [-0.379945, -1.05446, 1.0]], ['2, k, 15', [-0.401509, -1.10918, 1.0]], ['2, k, 16', [-0.034311, -0.390172, 1.0]], ['2, k, 17', [0.00182471, -0.708218, 1.0]], ['2, k, 18', [-0.0591281, -1.06011, 1.0]], ['2, k, 19', [-0.0571702, -1.11542, 1.0]], ['2, k, 20', [-0.184591, 0.103504, 1.0]], ['2, k, 21', [-0.244671, -0.412092, 1.0]], ['2, k, 22', [-0.248694, -0.302672, 1.0]], ['2, k, 23', [0.08816, -0.361836, 1.0]], ['2, k, 24', [0.0501731, -0.267306, 1.0]]]
[['2, k, 0', [-0.118552, -0.407861, 1.0]], ['2, k, 1', [-0.155458, -0.113823, 1.0]], ['2, k, 2', [-0.186835, 0.172663, 1.0]], ['2, k, 3', [-0.184722, 0.314107, 1.0]], ['2, k, 4', [-0.346867, 0.0508679, 1.0]], ['2, k, 5', [-0.434235, -0.158479, 1.0]], ['2, k, 6', [-0.308426, -0.311757, 1.0]], ['2, k, 7', [-0.269027, -0.352362, 1.0]], ['2, k, 8', [0.00621436, 0.082343, 1.0]], ['2, k, 9', [0.176626, -0.0473594, 1.0]], ['2, k, 10', [0.133524, -0.240711, 1.0]], ['2, k, 11', [0.0851927, -0.248077, 1.0]], ['2, k, 12', [-0.202436, -0.413149, 1.0]], ['2, k, 13', [-0.289888, -0.736086, 1.0]], ['2, k, 14', [-0.379822, -1.05486, 1.0]], ['2, k, 15', [-0.40137, -1.10932, 1.0]], ['2, k, 16', [-0.0311809, -0.390842, 1.0]], ['2, k, 17', [0.00552295, -0.707537, 1.0]], ['2, k, 18', [-0.0586997, -1.05897, 1.0]], ['2, k, 19', [-0.0571524, -1.11544, 1.0]], ['2, k, 20', [-0.179899, 0.102108, 1.0]], ['2, k, 21', [-0.244498, -0.414259, 1.0]], ['2, k, 22', [-0.245608, -0.300938, 1.0]], ['2, k, 23', [0.0424115, -0.309942, 1.0]], ['2, k, 24', [0.0422451, -0.194789, 1.0]]]
[['2, k, 0', [-0.114594, -0.408181, 1.0]], ['2, k, 1', [-0.152279, -0.114406, 1.0]], ['2, k, 2', [-0.184598, 0.172046, 1.0]], ['2, k, 3', [-0.182664, 0.313429, 1.0]], ['2, k, 4', [-0.342663, 0.0501819, 1.0]], ['2, k, 5', [-0.418396, -0.166514, 1.0]], ['2, k, 6', [-0.2911, -0.319201, 1.0]], ['2, k, 7', [-0.262804, -0.357801, 1.0]], ['2, k, 8', [0.00809494, 0.0819146, 1.0]], ['2, k, 9', [0.180336, -0.0462402, 1.0]], ['2, k, 10', [0.143252, -0.240348, 1.0]], ['2, k, 11', [0.0956844, -0.289146, 1.0]], ['2, k, 12', [-0.1982, -0.413495, 1.0]], ['2, k, 13', [-0.2884, -0.738322, 1.0]], ['2, k, 14', [-0.379387, -1.05494, 1.0]], ['2, k, 15', [-0.400498, -1.10898, 1.0]], ['2, k, 16', [-0.02763, -0.391143, 1.0]], ['2, k, 17', [0.00814651, -0.706466, 1.0]], ['2, k, 18', [-0.0584456, -1.05877, 1.0]], ['2, k, 19', [-0.0571293, -1.11549, 1.0]], ['2, k, 20', [-0.177457, 0.101508, 1.0]], ['2, k, 21', [-0.240638, -0.423394, 1.0]], ['2, k, 22', [-0.235889, -0.353139, 1.0]], ['2, k, 23', [0.104189, -0.361945, 1.0]], ['2, k, 24', [0.0646114, -0.279476, 1.0]]]
