[['2, k, 0', [-0.08226906, 0.03673389, 1.0]], ['2, k, 1', [-0.09265507, 0.3240295, 1.0]], ['2, k, 2', [-0.1032308, 0.602779, 1.0]], ['2, k, 3', [-0.08334772, 0.7256867, 1.0]], ['2, k, 4', [-0.251843, 0.4896794, 1.0]], ['2, k, 5', [-0.273711, 0.2586585, 1.0]], ['2, k, 6', [-0.2717401, 0.1039332, 1.0]], ['2, k, 7', [-0.2526486, 0.04009346, 1.0]], ['2, k, 8', [0.06339515, 0.4960074, 1.0]], ['2, k, 9', [0.09425052, 0.2626813, 1.0]], ['2, k, 10', [0.08716335, 0.08707553, 1.0]], ['2, k, 11', [0.06469145, 0.02634256, 1.0]], ['2, k, 12', [-0.1498861, 0.03449788, 1.0]], ['2, k, 13', [-0.1420338, -0.2988464, 1.0]], ['2, k, 14', [-0.1417429, -0.6392256, 1.0]], ['2, k, 15', [-0.129676, -0.7109342, 1.0]], ['2, k, 16', [-0.01268327, 0.03780149, 1.0]], ['2, k, 17', [-0.03451379, -0.2954347, 1.0]], ['2, k, 18', [-0.03995094, -0.6196849, 1.0]], ['2, k, 19', [-0.04380912, -0.6962036, 1.0]], ['2, k, 20', [-0.1006425, 0.5343123, 1.0]], ['2, k, 21', [-0.2221782, 0.001720143, 1.0]], ['2, k, 22', [-0.2438915, 0.05464271, 1.0]], ['2, k, 23', [0.0605037, -0.0266373, 1.0]], ['2, k, 24', [0.07228901, -0.03572657, 1.0]]]
[['2, k, 0', [-0.1110119, 0.02102724, 1.0]], ['2, k, 1', [-0.1296037, 0.306482, 1.0]], ['2, k, 2', [-0.1460874, 0.5846714, 1.0]], ['2, k, 3', [-0.1335431, 0.7064321, 1.0]], ['2, k, 4', [-0.2978771, 0.4664166, 1.0]], ['2, k, 5', [-0.3304797, 0.230698, 1.0]], ['2, k, 6', [-0.3374439, 0.001631722, 1.0]], ['2, k, 7', [-0.3413795, -0.06870256, 1.0]], ['2, k, 8', [0.02552562, 0.4760926, 1.0]], ['2, k, 9', [0.06053818, 0.2439307, 1.0]], ['2, k, 10', [0.09728535, 0.01126925, 1.0]], ['2, k, 11', [0.09362298, -0.06567657, 1.0]], ['2, k, 12', [-0.1757076, 0.01645998, 1.0]], ['2, k, 13', [-0.1862359, -0.30986, 1.0]], ['2, k, 14', [-0.1591137, -0.6270733, 1.0]], ['2, k, 15', [-0.1415602, -0.7036722, 1.0]], ['2, k, 16', [-0.04355415, 0.02492451, 1.0]], ['2, k, 17', [0.006093822, -0.2905901, 1.0]], ['2, k, 18', [-0.0150352, -0.6304888, 1.0]], ['2, k, 19', [0.004134327, -0.7095161, 1.0]], ['2, k, 20', [-0.142135, 0.5162902, 1.0]], ['2, k, 21', [-0.3263214, -0.1453146, 1.0]], ['2, k, 22', [-0.2894035, -0.04167643, 1.0]], ['2, k, 23', [0.103483, -0.1336697, 1.0]], ['2, k, 24', [0.1259799, -0.1014248, 1.0]]]
[['2, k, 0', [-0.1117085, 0.0214967, 1.0]], ['2, k, 1', [-0.1306681, 0.3069541, 1.0]], ['2, k, 2', [-0.1479466, 0.5850031, 1.0]], ['2, k, 3', [-0.1340345, 0.7069998, 1.0]], ['2, k, 4', [-0.2990656, 0.4665866, 1.0]], ['2, k, 5', [-0.333014, 0.2310514, 1.0]], ['2, k, 6', [-0.3399658, 0.000723738, 1.0]], ['2, k, 7', [-0.3471746, -0.06998363, 1.0]], ['2, k, 8', [0.0229786, 0.4745811, 1.0]], ['2, k, 9', [0.05825871, 0.2434713, 1.0]], ['2, k, 10', [0.09980471, 0.05091826, 1.0]], ['2, k, 11', [0.0985627, -0.02799801, 1.0]], ['2, k, 12', [-0.1762228, 0.0164658, 1.0]], ['2, k, 13', [-0.1882431, -0.3093829, 1.0]], ['2, k, 14', [-0.1593038, -0.6289533, 1.0]], ['2, k, 15', [-0.1394419, -0.7038879, 1.0]], ['2, k, 16', [-0.04436467, 0.0262808, 1.0]], ['2, k, 17', [0.02806746, -0.2852115, 1.0]], ['2, k, 18', [0.04983808, -0.6224043, 1.0]], ['2, k, 19', [0.0561907, -0.7042304, 1.0]], ['2, k, 20', [-0.1437506, 0.5166638, 1.0]], ['2, k, 21', [-0.3374141, -0.1458508, 1.0]], ['2, k, 22', [-0.3170397, -0.07912071, 1.0]], ['2, k, 23', [0.120538, -0.09341439, 1.0]], ['2, k, 24', [0.1283704, -0.04648528, 1.0]]]
[['2, k, 0', [-0.1125945, 0.02264586, 1.0]], ['2, k, 1', [-0.1318253, 0.3077424, 1.0]], ['2, k, 2', [-0.1494894, 0.5853428, 1.0]], ['2, k, 3', [-0.1344615, 0.7071658, 1.0]], ['2, k, 4', [-0.3009213, 0.4671075, 1.0]], ['2, k, 5', [-0.3359326, 0.231842, 1.0]], ['2, k, 6', [-0.3434808, -0.0004539816, 1.0]], ['2, k, 7', [-0.3508775, -0.07211785, 1.0]], ['2, k, 8', [0.02092375, 0.4736313, 1.0]], ['2, k, 9', [0.05623899, 0.2433492, 1.0]], ['2, k, 10', [0.1018613, 0.0501466, 1.0]], ['2, k, 11', [0.1018575, -0.02813074, 1.0]], ['2, k, 12', [-0.1770801, 0.01729419, 1.0]], ['2, k, 13', [-0.1898931, -0.3084655, 1.0]], ['2, k, 14', [-0.1594875, -0.6284089, 1.0]], ['2, k, 15', [-0.1368181, -0.7062854, 1.0]], ['2, k, 16', [-0.04515431, 0.02760363, 1.0]], ['2, k, 17', [0.04290236, -0.2732567, 1.0]], ['2, k, 18', [0.06422964, -0.6200197, 1.0]], ['2, k, 19', [0.1032715, -0.6904297, 1.0]], ['2, k, 20', [-0.1451929, 0.5171121, 1.0]], ['2, k, 21', [-0.3393089, -0.1464159, 1.0]], ['2, k, 22', [-0.2921096, -0.03206549, 1.0]], ['2, k, 23', [0.1222285, -0.09298153, 1.0]], ['2, k, 24', [0.1346772, -0.05987187, 1.0]]]
[['2, k, 0', [-0.1128099, 0.02437077, 1.0]], ['2, k, 1', [-0.1329254, 0.3087307, 1.0]], ['2, k, 2', [-0.1520458, 0.585803, 1.0]], ['2, k, 3', [-0.1353048, 0.707634, 1.0]], ['2, k, 4', [-0.3018895, 0.4672843, 1.0]], ['2, k, 5', [-0.3387055, 0.2324292, 1.0]], ['2, k, 6', [-0.3450576, -0.00106625, 1.0]], ['2, k, 7', [-0.3531528, -0.07340188, 1.0]], ['2, k, 8', [0.01929126, 0.4742827, 1.0]], ['2, k, 9', [0.05501134, 0.2441518, 1.0]], ['2, k, 10', [0.1016815, 0.05205837, 1.0]], ['2, k, 11', [0.1052696, -0.02626007, 1.0]], ['2, k, 12', [-0.1772326, 0.01818282, 1.0]], ['2, k, 13', [-0.1910666, -0.3079774, 1.0]], ['2, k, 14', [-0.159584, -0.6283594, 1.0]], ['2, k, 15', [-0.1423424, -0.7069758, 1.0]], ['2, k, 16', [-0.0454153, 0.03022554, 1.0]], ['2, k, 17', [0.05312027, -0.2649921, 1.0]], ['2, k, 18', [0.09824594, -0.6232362, 1.0]], ['2, k, 19', [0.1347404, -0.6931556, 1.0]], ['2, k, 20', [-0.1472825, 0.5177162, 1.0]], ['2, k, 21', [-0.3422674, -0.1461809, 1.0]], ['2, k, 22', [-0.3010344, -0.02577251, 1.0]], ['2, k, 23', [0.1262781, -0.08719861, 1.0]], ['2, k, 24', [0.148511, -0.0836968, 1.0]]]
[['2, k, 0', [-0.1140746, 0.02545303, 1.0]], ['2, k, 1', [-0.1342552, 0.3097978, 1.0]], ['2, k, 2', [-0.1533081, 0.5865827, 1.0]], ['2, k, 3', [-0.1355201, 0.7076998, 1.0]], ['2, k, 4', [-0.3037775, 0.4679788, 1.0]], ['2, k, 5', [-0.3409228, 0.2332546, 1.0]], ['2, k, 6', [-0.3482926, -0.002790678, 1.0]], ['2, k, 7', [-0.3549595, -0.07889573, 1.0]], ['2, k, 8', [0.01693134, 0.4730723, 1.0]], ['2, k, 9', [0.05315321, 0.2439202, 1.0]], ['2, k, 10', [0.1014613, 0.05426687, 1.0]], ['2, k, 11', [0.1075355, -0.02453717, 1.0]], ['2, k, 12', [-0.1786195, 0.01894598, 1.0]], ['2, k, 13', [-0.1911406, -0.3070263, 1.0]], ['2, k, 14', [-0.1600264, -0.6285558, 1.0]], ['2, k, 15', [-0.1430101, -0.7064925, 1.0]], ['2, k, 16', [-0.04650944, 0.03157817, 1.0]], ['2, k, 17', [0.06379422, -0.2597347, 1.0]], ['2, k, 18', [0.124629, -0.6114258, 1.0]], ['2, k, 19', [0.1635104, -0.6816195, 1.0]], ['2, k, 20', [-0.1486042, 0.5185774, 1.0]], ['2, k, 21', [-0.343937, -0.1521553, 1.0]], ['2, k, 22', [-0.321807, -0.09720898, 1.0]], ['2, k, 23', [0.1305733, -0.08839335, 1.0]], ['2, k, 24', [0.1320253, -0.009755541, 1.0]]]
[['2, k, 0', [-0.1145566, 0.02633201, 1.0]], ['2, k, 1', [-0.1353864, 0.3105999, 1.0]], ['2, k, 2', [-0.1553933, 0.5871575, 1.0]], ['2, k, 3', [-0.13651, 0.7081702, 1.0]], ['2, k, 4', [-0.3054281, 0.4683033, 1.0]], ['2, k, 5', [-0.3423469, 0.2335867, 1.0]], ['2, k, 6', [-0.3516026, -0.002317264, 1.0]], ['2, k, 7', [-0.359031, -0.07939287, 1.0]], ['2, k, 8', [0.01497286, 0.4725233, 1.0]], ['2, k, 9', [0.05205553, 0.2439592, 1.0]], ['2, k, 10', [0.1042853, 0.05573469, 1.0]], ['2, k, 11', [0.1116333, -0.0231571, 1.0]], ['2, k, 12', [-0.1792324, 0.01952365, 1.0]], ['2, k, 13', [-0.1924214, -0.3064837, 1.0]], ['2, k, 14', [-0.1604325, -0.6285315, 1.0]], ['2, k, 15', [-0.1445272, -0.7055779, 1.0]], ['2, k, 16', [-0.04680458, 0.03276071, 1.0]], ['2, k, 17', [0.0800582, -0.2579208, 1.0]], ['2, k, 18', [0.1494399, -0.6115077, 1.0]], ['2, k, 19', [0.1994804, -0.6777786, 1.0]], ['2, k, 20', [-0.1504485, 0.5192249, 1.0]], ['2, k, 21', [-0.344702, -0.1521827, 1.0]], ['2, k, 22', [-0.3248865, -0.06239547, 1.0]], ['2, k, 23', [0.1401479, -0.08891796, 1.0]], ['2, k, 24', [0.1327205, -0.004392314, 1.0]]]
[['2, k, 0', [-0.1149251, 0.02714557, 1.0]], ['2, k, 1', [-0.1358366, 0.3111094, 1.0]], ['2, k, 2', [-0.1559474, 0.5873706, 1.0]], ['2, k, 3', [-0.1369102, 0.7083852, 1.0]], ['2, k, 4', [-0.3064141, 0.4681166, 1.0]], ['2, k, 5', [-0.3439483, 0.2336413, 1.0]], ['2, k, 6', [-0.3528597, -0.002246051, 1.0]], ['2, k, 7', [-0.3596886, -0.07973002, 1.0]], ['2, k, 8', [0.0143797, 0.4723016, 1.0]], ['2, k, 9', [0.05151281, 0.2439712, 1.0]], ['2, k, 10', [0.10588, 0.0549767, 1.0]], ['2, k, 11', [0.1160985, -0.02214116, 1.0]], ['2, k, 12', [-0.1798564, 0.02036679, 1.0]], ['2, k, 13', [-0.1959376, -0.2893652, 1.0]], ['2, k, 14', [-0.1612289, -0.6314086, 1.0]], ['2, k, 15', [-0.1471033, -0.7049448, 1.0]], ['2, k, 16', [-0.04696697, 0.03351302, 1.0]], ['2, k, 17', [0.0870918, -0.2503186, 1.0]], ['2, k, 18', [0.1759059, -0.6042932, 1.0]], ['2, k, 19', [0.2418095, -0.6723029, 1.0]], ['2, k, 20', [-0.1509869, 0.5195123, 1.0]], ['2, k, 21', [-0.3448566, -0.1512441, 1.0]], ['2, k, 22', [-0.325427, -0.09007079, 1.0]], ['2, k, 23', [0.1437054, -0.08937262, 1.0]], ['2, k, 24', [0.133016, 0.009649063, 1.0]]]
[['2, k, 0', [-0.1155283, 0.02795806, 1.0]], ['2, k, 1', [-0.1360879, 0.3115264, 1.0]], ['2, k, 2', [-0.1560021, 0.5875261, 1.0]], ['2, k, 3', [-0.137669, 0.7087835, 1.0]], ['2, k, 4', [-0.3069956, 0.4678824, 1.0]], ['2, k, 5', [-0.3449244, 0.2335046, 1.0]], ['2, k, 6', [-0.3565761, -0.002069697, 1.0]], ['2, k, 7', [-0.3645293, -0.07406095, 1.0]], ['2, k, 8', [0.01376024, 0.4721574, 1.0]], ['2, k, 9', [0.05187861, 0.2440835, 1.0]], ['2, k, 10', [0.1118227, 0.05633885, 1.0]], ['2, k, 11', [0.1227745, -0.01966234, 1.0]], ['2, k, 12', [-0.1809163, 0.02123635, 1.0]], ['2, k, 13', [-0.1960444, -0.2845272, 1.0]], ['2, k, 14', [-0.1648516, -0.6239405, 1.0]], ['2, k, 15', [-0.1479319, -0.7014665, 1.0]], ['2, k, 16', [-0.04719842, 0.03426552, 1.0]], ['2, k, 17', [0.1179787, -0.2351706, 1.0]], ['2, k, 18', [0.2608969, -0.5678926, 1.0]], ['2, k, 19', [0.2789625, -0.6153885, 1.0]], ['2, k, 20', [-0.1510818, 0.5197095, 1.0]], ['2, k, 21', [-0.3562906, -0.1457893, 1.0]], ['2, k, 22', [-0.3278886, -0.08979259, 1.0]], ['2, k, 23', [0.1517848, -0.08393702, 1.0]], ['2, k, 24', [0.1524542, -0.02597252, 1.0]]]
[['2, k, 0', [-0.1148305, 0.02994051, 1.0]], ['2, k, 1', [-0.135815, 0.3125567, 1.0]], ['2, k, 2', [-0.1559244, 0.5878479, 1.0]], ['2, k, 3', [-0.1377132, 0.7109728, 1.0]], ['2, k, 4', [-0.3070461, 0.4680357, 1.0]], ['2, k, 5', [-0.3451745, 0.2337147, 1.0]], ['2, k, 6', [-0.357284, -0.001808264, 1.0]], ['2, k, 7', [-0.3634738, -0.07454833, 1.0]], ['2, k, 8', [0.01472455, 0.4732025, 1.0]], ['2, k, 9', [0.0526206, 0.244619, 1.0]], ['2, k, 10', [0.1175638, 0.05429333, 1.0]], ['2, k, 11', [0.1269222, -0.02324307, 1.0]], ['2, k, 12', [-0.1804664, 0.02293818, 1.0]], ['2, k, 13', [-0.1954324, -0.2795575, 1.0]], ['2, k, 14', [-0.1652846, -0.6226084, 1.0]], ['2, k, 15', [-0.1480795, -0.7000946, 1.0]], ['2, k, 16', [-0.04621752, 0.03640275, 1.0]], ['2, k, 17', [0.1215483, -0.2328548, 1.0]], ['2, k, 18', [0.2850699, -0.5780507, 1.0]], ['2, k, 19', [0.3030719, -0.6254017, 1.0]], ['2, k, 20', [-0.1509816, 0.5201616, 1.0]], ['2, k, 21', [-0.3537338, -0.1463618, 1.0]], ['2, k, 22', [-0.3270885, -0.06659888, 1.0]], ['2, k, 23', [0.1574432, -0.08833748, 1.0]], ['2, k, 24', [0.1420046, 0.01628326, 1.0]]]
[['2, k, 0', [-0.1150575, 0.03039283, 1.0]], ['2, k, 1', [-0.1357513, 0.3130331, 1.0]], ['2, k, 2', [-0.1555924, 0.5884327, 1.0]], ['2, k, 3', [-0.1374892, 0.7115688, 1.0]], ['2, k, 4', [-0.3067649, 0.4681118, 1.0]], ['2, k, 5', [-0.3450251, 0.2338347, 1.0]], ['2, k, 6', [-0.3574049, -0.001643876, 1.0]], ['2, k, 7', [-0.3613807, -0.07358661, 1.0]], ['2, k, 8', [0.01554989, 0.4734089, 1.0]], ['2, k, 9', [0.05510391, 0.244504, 1.0]], ['2, k, 10', [0.1203098, 0.05353004, 1.0]], ['2, k, 11', [0.1307935, -0.02524765, 1.0]], ['2, k, 12', [-0.1807676, 0.0235745, 1.0]], ['2, k, 13', [-0.1947611, -0.2800407, 1.0]], ['2, k, 14', [-0.16576, -0.6238295, 1.0]], ['2, k, 15', [-0.1480974, -0.7010315, 1.0]], ['2, k, 16', [-0.04636566, 0.03664912, 1.0]], ['2, k, 17', [0.1286895, -0.2386869, 1.0]], ['2, k, 18', [0.2904541, -0.5865707, 1.0]], ['2, k, 19', [0.3084149, -0.6337819, 1.0]], ['2, k, 20', [-0.1507495, 0.5206872, 1.0]], ['2, k, 21', [-0.3464373, -0.1456203, 1.0]], ['2, k, 22', [-0.3251402, -0.07731435, 1.0]], ['2, k, 23', [0.1574097, -0.08830723, 1.0]], ['2, k, 24', [0.1585839, -0.03790745, 1.0]]]
[['2, k, 0', [-0.1134486, 0.03102415, 1.0]], ['2, k, 1', [-0.1342712, 0.3137757, 1.0]], ['2, k, 2', [-0.1542071, 0.5890399, 1.0]], ['2, k, 3', [-0.1368387, 0.7128333, 1.0]], ['2, k, 4', [-0.3052216, 0.4679205, 1.0]], ['2, k, 5', [-0.3445667, 0.2338194, 1.0]], ['2, k, 6', [-0.3573633, -0.00169497, 1.0]], ['2, k, 7', [-0.3591422, -0.07422432, 1.0]], ['2, k, 8', [0.01631845, 0.4731952, 1.0]], ['2, k, 9', [0.05691789, 0.2446942, 1.0]], ['2, k, 10', [0.122391, 0.05355756, 1.0]], ['2, k, 11', [0.1325125, -0.0222202, 1.0]], ['2, k, 12', [-0.179635, 0.0239561, 1.0]], ['2, k, 13', [-0.1931245, -0.2767475, 1.0]], ['2, k, 14', [-0.1661128, -0.6239477, 1.0]], ['2, k, 15', [-0.1485988, -0.7007143, 1.0]], ['2, k, 16', [-0.04420265, 0.03751345, 1.0]], ['2, k, 17', [0.1296183, -0.2395786, 1.0]], ['2, k, 18', [0.2913713, -0.5875154, 1.0]], ['2, k, 19', [0.3089853, -0.6346991, 1.0]], ['2, k, 20', [-0.1493591, 0.5213429, 1.0]], ['2, k, 21', [-0.3459966, -0.1454297, 1.0]], ['2, k, 22', [-0.3233124, -0.07714415, 1.0]], ['2, k, 23', [0.1616443, -0.08961149, 1.0]], ['2, k, 24', [0.1442059, 0.02119634, 1.0]]]
[['2, k, 0', [-0.1118214, 0.03159322, 1.0]], ['2, k, 1', [-0.1325741, 0.3145255, 1.0]], ['2, k, 2', [-0.152355, 0.5897979, 1.0]], ['2, k, 3', [-0.1353579, 0.7134343, 1.0]], ['2, k, 4', [-0.3041849, 0.4683555, 1.0]], ['2, k, 5', [-0.343862, 0.2343758, 1.0]], ['2, k, 6', [-0.3572181, -0.001123388, 1.0]], ['2, k, 7', [-0.3558732, -0.0744748, 1.0]], ['2, k, 8', [0.01764404, 0.4734722, 1.0]], ['2, k, 9', [0.05929179, 0.245023, 1.0]], ['2, k, 10', [0.1359673, 0.02819398, 1.0]], ['2, k, 11', [0.1385258, -0.04764764, 1.0]], ['2, k, 12', [-0.1781579, 0.0244557, 1.0]], ['2, k, 13', [-0.192406, -0.2772003, 1.0]], ['2, k, 14', [-0.1653418, -0.6258044, 1.0]], ['2, k, 15', [-0.1489778, -0.7020737, 1.0]], ['2, k, 16', [-0.04248571, 0.0380855, 1.0]], ['2, k, 17', [0.1308193, -0.2416273, 1.0]], ['2, k, 18', [0.2904689, -0.5890459, 1.0]], ['2, k, 19', [0.3080197, -0.6362059, 1.0]], ['2, k, 20', [-0.1475638, 0.5221135, 1.0]], ['2, k, 21', [-0.3446445, -0.1458181, 1.0]], ['2, k, 22', [-0.3246901, -0.07556887, 1.0]], ['2, k, 23', [0.1700041, -0.1133552, 1.0]], ['2, k, 24', [0.1509232, -0.007780927, 1.0]]]
[['2, k, 0', [-0.1087887, 0.03260316, 1.0]], ['2, k, 1', [-0.1297939, 0.3154764, 1.0]], ['2, k, 2', [-0.1497455, 0.5905134, 1.0]], ['2, k, 3', [-0.1344818, 0.7138421, 1.0]], ['2, k, 4', [-0.3018561, 0.468619, 1.0]], ['2, k, 5', [-0.3416695, 0.2347591, 1.0]], ['2, k, 6', [-0.3546542, -0.0007921157, 1.0]], ['2, k, 7', [-0.3534945, -0.07380845, 1.0]], ['2, k, 8', [0.02456657, 0.4769148, 1.0]], ['2, k, 9', [0.06232063, 0.2467939, 1.0]], ['2, k, 10', [0.1389374, 0.02280643, 1.0]], ['2, k, 11', [0.1403052, -0.0551548, 1.0]], ['2, k, 12', [-0.1751098, 0.02578694, 1.0]], ['2, k, 13', [-0.1906816, -0.2772556, 1.0]], ['2, k, 14', [-0.1656575, -0.6288238, 1.0]], ['2, k, 15', [-0.1488705, -0.703207, 1.0]], ['2, k, 16', [-0.03952907, 0.03873638, 1.0]], ['2, k, 17', [0.1320221, -0.2442974, 1.0]], ['2, k, 18', [0.2898531, -0.5918273, 1.0]], ['2, k, 19', [0.3077137, -0.6388955, 1.0]], ['2, k, 20', [-0.1449282, 0.5229008, 1.0]], ['2, k, 21', [-0.3404222, -0.1448369, 1.0]], ['2, k, 22', [-0.3215373, -0.06774127, 1.0]], ['2, k, 23', [0.1677858, -0.121575, 1.0]], ['2, k, 24', [0.1709228, -0.06782754, 1.0]]]
[['2, k, 0', [-0.1067897, 0.03320587, 1.0]], ['2, k, 1', [-0.1269221, 0.3163132, 1.0]], ['2, k, 2', [-0.1457054, 0.5914762, 1.0]], ['2, k, 3', [-0.1327237, 0.7148572, 1.0]], ['2, k, 4', [-0.2993904, 0.4688219, 1.0]], ['2, k, 5', [-0.3382721, 0.2347642, 1.0]], ['2, k, 6', [-0.3496942, -0.0009590933, 1.0]], ['2, k, 7', [-0.3462982, -0.06993261, 1.0]], ['2, k, 8', [0.02636483, 0.476894, 1.0]], ['2, k, 9', [0.06488609, 0.2466184, 1.0]], ['2, k, 10', [0.1399789, 0.02201636, 1.0]], ['2, k, 11', [0.1428359, -0.05570231, 1.0]], ['2, k, 12', [-0.1731237, 0.026999, 1.0]], ['2, k, 13', [-0.1894855, -0.2770905, 1.0]], ['2, k, 14', [-0.1655741, -0.6299234, 1.0]], ['2, k, 15', [-0.1493877, -0.7039824, 1.0]], ['2, k, 16', [-0.03750652, 0.03877032, 1.0]], ['2, k, 17', [0.1324489, -0.2450735, 1.0]], ['2, k, 18', [0.2892438, -0.5926681, 1.0]], ['2, k, 19', [0.3070003, -0.6397158, 1.0]], ['2, k, 20', [-0.1412116, 0.5238474, 1.0]], ['2, k, 21', [-0.3367589, -0.1397707, 1.0]], ['2, k, 22', [-0.3149664, -0.06164135, 1.0]], ['2, k, 23', [0.1681236, -0.120708, 1.0]], ['2, k, 24', [0.1756766, -0.07815299, 1.0]]]
[['2, k, 0', [-0.1050785, 0.03343913, 1.0]], ['2, k, 1', [-0.1246865, 0.3166479, 1.0]], ['2, k, 2', [-0.1429392, 0.5918028, 1.0]], ['2, k, 3', [-0.1303636, 0.7158321, 1.0]], ['2, k, 4', [-0.2968686, 0.4697902, 1.0]], ['2, k, 5', [-0.3351207, 0.235547, 1.0]], ['2, k, 6', [-0.3469273, -0.0002035443, 1.0]], ['2, k, 7', [-0.3410172, -0.07147162, 1.0]], ['2, k, 8', [0.02796747, 0.4763771, 1.0]], ['2, k, 9', [0.06706747, 0.2459953, 1.0]], ['2, k, 10', [0.1392832, 0.04050395, 1.0]], ['2, k, 11', [0.1417203, -0.03721403, 1.0]], ['2, k, 12', [-0.1716589, 0.02745017, 1.0]], ['2, k, 13', [-0.1886756, -0.2758959, 1.0]], ['2, k, 14', [-0.1659439, -0.628821, 1.0]], ['2, k, 15', [-0.1491654, -0.7031214, 1.0]], ['2, k, 16', [-0.03558814, 0.03870164, 1.0]], ['2, k, 17', [0.1327251, -0.2450533, 1.0]], ['2, k, 18', [0.2866871, -0.5937321, 1.0]], ['2, k, 19', [0.3045291, -0.6407463, 1.0]], ['2, k, 20', [-0.1385738, 0.5241888, 1.0]], ['2, k, 21', [-0.3335695, -0.138854, 1.0]], ['2, k, 22', [-0.3090394, -0.07293922, 1.0]], ['2, k, 23', [0.1672342, -0.1014846, 1.0]], ['2, k, 24', [0.1693209, -0.05680275, 1.0]]]
[['2, k, 0', [-0.1015784, 0.03388949, 1.0]], ['2, k, 1', [-0.1224392, 0.3168859, 1.0]], ['2, k, 2', [-0.1417491, 0.5918177, 1.0]], ['2, k, 3', [-0.1285744, 0.7163117, 1.0]], ['2, k, 4', [-0.2951248, 0.4697438, 1.0]], ['2, k, 5', [-0.3328414, 0.2353477, 1.0]], ['2, k, 6', [-0.3398279, 0.0001240486, 1.0]], ['2, k, 7', [-0.3359899, -0.07150941, 1.0]], ['2, k, 8', [0.02920198, 0.4760392, 1.0]], ['2, k, 9', [0.06850155, 0.2456163, 1.0]], ['2, k, 10', [0.1407239, 0.04430204, 1.0]], ['2, k, 11', [0.1415982, -0.03181557, 1.0]], ['2, k, 12', [-0.1685711, 0.02776413, 1.0]], ['2, k, 13', [-0.1875022, -0.2741572, 1.0]], ['2, k, 14', [-0.1662621, -0.6285428, 1.0]], ['2, k, 15', [-0.1487348, -0.7026777, 1.0]], ['2, k, 16', [-0.03179923, 0.03923959, 1.0]], ['2, k, 17', [0.1334653, -0.2457881, 1.0]], ['2, k, 18', [0.287306, -0.5949075, 1.0]], ['2, k, 19', [0.305071, -0.6418631, 1.0]], ['2, k, 20', [-0.1371444, 0.5242556, 1.0]], ['2, k, 21', [-0.3305222, -0.1387236, 1.0]], ['2, k, 22', [-0.3087773, -0.07982054, 1.0]], ['2, k, 23', [0.1716754, -0.09461194, 1.0]], ['2, k, 24', [0.1576447, -0.004246037, 1.0]]]
[['2, k, 0', [-0.1007802, 0.03405447, 1.0]], ['2, k, 1', [-0.1218445, 0.3169818, 1.0]], ['2, k, 2', [-0.1413277, 0.5918226, 1.0]], ['2, k, 3', [-0.1268246, 0.7162978, 1.0]], ['2, k, 4', [-0.2928928, 0.4697013, 1.0]], ['2, k, 5', [-0.3311887, 0.2354145, 1.0]], ['2, k, 6', [-0.3367659, 0.001386591, 1.0]], ['2, k, 7', [-0.3322547, -0.06716839, 1.0]], ['2, k, 8', [0.03114763, 0.4776337, 1.0]], ['2, k, 9', [0.06926723, 0.2467218, 1.0]], ['2, k, 10', [0.1439563, 0.02602342, 1.0]], ['2, k, 11', [0.1450752, -0.05071469, 1.0]], ['2, k, 12', [-0.1676862, 0.02794947, 1.0]], ['2, k, 13', [-0.1870243, -0.2733796, 1.0]], ['2, k, 14', [-0.1661672, -0.628584, 1.0]], ['2, k, 15', [-0.1485309, -0.7026696, 1.0]], ['2, k, 16', [-0.03111312, 0.03936527, 1.0]], ['2, k, 17', [0.1341552, -0.2459679, 1.0]], ['2, k, 18', [0.2897183, -0.5944155, 1.0]], ['2, k, 19', [0.3076539, -0.6413516, 1.0]], ['2, k, 20', [-0.1366825, 0.5242858, 1.0]], ['2, k, 21', [-0.3202161, -0.1446511, 1.0]], ['2, k, 22', [-0.2967534, -0.09372051, 1.0]], ['2, k, 23', [0.1702985, -0.11312, 1.0]], ['2, k, 24', [0.1675159, -0.04380019, 1.0]]]
