[['2, k, 0', [-0.217103, -0.250998, 1.0]], ['2, k, 1', [-0.216973, 0.0381522, 1.0]], ['2, k, 2', [-0.215609, 0.320226, 1.0]], ['2, k, 3', [-0.220589, 0.448134, 1.0]], ['2, k, 4', [-0.400316, 0.239666, 1.0]], ['2, k, 5', [-0.562886, 0.0963905, 1.0]], ['2, k, 6', [-0.474529, -0.11521, 1.0]], ['2, k, 7', [-0.403701, -0.170785, 1.0]], ['2, k, 8', [-0.0497855, 0.234556, 1.0]], ['2, k, 9', [0.14005, 0.108811, 1.0]], ['2, k, 10', [0.0402838, -0.101267, 1.0]], ['2, k, 11', [-0.0155391, -0.140292, 1.0]], ['2, k, 12', [-0.29401, -0.246339, 1.0]], ['2, k, 13', [-0.383105, -0.643557, 1.0]], ['2, k, 14', [-0.44701, -1.01553, 1.0]], ['2, k, 15', [-0.473145, -1.07715, 1.0]], ['2, k, 16', [-0.134244, -0.248809, 1.0]], ['2, k, 17', [-0.0473163, -0.618466, 1.0]], ['2, k, 18', [0.0186346, -1.00142, 1.0]], ['2, k, 19', [0.0404053, -1.07129, 1.0]], ['2, k, 20', [-0.216166, 0.250744, 1.0]], ['2, k, 21', [-0.387517, -0.243062, 1.0]], ['2, k, 22', [-0.37324, -0.121487, 1.0]], ['2, k, 23', [-0.025872, -0.237133, 1.0]], ['2, k, 24', [-0.0431111, -0.124407, 1.0]]]
[['2, k, 0', [-0.227904, -0.472189, 1.0]], ['2, k, 1', [-0.227657, -0.235458, 1.0]], ['2, k, 2', [-0.226042, -0.00151438, 1.0]], ['2, k, 3', [-0.22657, 0.136828, 1.0]], ['2, k, 4', [-0.390141, -0.0561456, 1.0]], ['2, k, 5', [-0.574003, -0.165036, 1.0]], ['2, k, 6', [-0.463155, -0.345358, 1.0]], ['2, k, 7', [-0.408536, -0.390498, 1.0]], ['2, k, 8', [-0.0699721, -0.0643236, 1.0]], ['2, k, 9', [0.12345, -0.127294, 1.0]], ['2, k, 10', [0.018232, -0.291105, 1.0]], ['2, k, 11', [-0.0320612, -0.32584, 1.0]], ['2, k, 12', [-0.300139, -0.465631, 1.0]], ['2, k, 13', [-0.411348, -0.751091, 1.0]], ['2, k, 14', [-0.438155, -1.03134, 1.0]], ['2, k, 15', [-0.475039, -1.08788, 1.0]], ['2, k, 16', [-0.149862, -0.466699, 1.0]], ['2, k, 17', [0.0161178, -0.741621, 1.0]], ['2, k, 18', [0.00970783, -1.02104, 1.0]], ['2, k, 19', [0.0449996, -1.0731, 1.0]], ['2, k, 20', [-0.226696, -0.0595213, 1.0]], ['2, k, 21', [-0.450187, -0.453826, 1.0]], ['2, k, 22', [-0.37938, -0.436969, 1.0]], ['2, k, 23', [-0.0353828, -0.404936, 1.0]], ['2, k, 24', [-0.029357, -0.401935, 1.0]]]
[['2, k, 0', [-0.228703, -0.456585, 1.0]], ['2, k, 1', [-0.226778, -0.218006, 1.0]], ['2, k, 2', [-0.223313, 0.0176164, 1.0]], ['2, k, 3', [-0.226505, 0.158232, 1.0]], ['2, k, 4', [-0.390688, -0.036478, 1.0]], ['2, k, 5', [-0.574194, -0.144445, 1.0]], ['2, k, 6', [-0.470116, -0.328643, 1.0]], ['2, k, 7', [-0.409481, -0.32568, 1.0]], ['2, k, 8', [-0.0678763, -0.0466741, 1.0]], ['2, k, 9', [0.128142, -0.110742, 1.0]], ['2, k, 10', [-0.00399901, -0.255484, 1.0]], ['2, k, 11', [-0.035844, -0.292821, 1.0]], ['2, k, 12', [-0.30208, -0.449228, 1.0]], ['2, k, 13', [-0.409509, -0.742248, 1.0]], ['2, k, 14', [-0.438434, -1.03152, 1.0]], ['2, k, 15', [-0.475914, -1.08816, 1.0]], ['2, k, 16', [-0.149584, -0.45226, 1.0]], ['2, k, 17', [0.0123252, -0.734488, 1.0]], ['2, k, 18', [0.00992461, -1.02095, 1.0]], ['2, k, 19', [0.0449432, -1.07296, 1.0]], ['2, k, 20', [-0.224445, -0.0407926, 1.0]], ['2, k, 21', [-0.385363, -0.377996, 1.0]], ['2, k, 22', [-0.377046, -0.293944, 1.0]], ['2, k, 23', [-0.02332, -0.365326, 1.0]], ['2, k, 24', [-0.00476337, -0.30355, 1.0]]]
[['2, k, 0', [-0.227943, -0.44361, 1.0]], ['2, k, 1', [-0.226027, -0.1996, 1.0]], ['2, k, 2', [-0.222721, 0.0424175, 1.0]], ['2, k, 3', [-0.226699, 0.182688, 1.0]], ['2, k, 4', [-0.390433, -0.0173386, 1.0]], ['2, k, 5', [-0.576611, -0.126719, 1.0]], ['2, k, 6', [-0.469919, -0.315658, 1.0]], ['2, k, 7', [-0.41284, -0.360335, 1.0]], ['2, k, 8', [-0.0655245, -0.0264009, 1.0]], ['2, k, 9', [0.129111, -0.0955852, 1.0]], ['2, k, 10', [0.0150753, -0.249599, 1.0]], ['2, k, 11', [-0.0313055, -0.282227, 1.0]], ['2, k, 12', [-0.302289, -0.436798, 1.0]], ['2, k, 13', [-0.408408, -0.735092, 1.0]], ['2, k, 14', [-0.438526, -1.03161, 1.0]], ['2, k, 15', [-0.475498, -1.08793, 1.0]], ['2, k, 16', [-0.147772, -0.439046, 1.0]], ['2, k, 17', [0.00875798, -0.728646, 1.0]], ['2, k, 18', [0.010067, -1.02093, 1.0]], ['2, k, 19', [0.0449903, -1.07285, 1.0]], ['2, k, 20', [-0.223792, -0.017647, 1.0]], ['2, k, 21', [-0.447756, -0.443292, 1.0]], ['2, k, 22', [-0.371268, -0.365184, 1.0]], ['2, k, 23', [-0.0305676, -0.36616, 1.0]], ['2, k, 24', [-0.0149354, -0.330078, 1.0]]]
[['2, k, 0', [-0.227741, -0.425956, 1.0]], ['2, k, 1', [-0.225094, -0.178409, 1.0]], ['2, k, 2', [-0.221025, 0.0658753, 1.0]], ['2, k, 3', [-0.226215, 0.206351, 1.0]], ['2, k, 4', [-0.390021, 0.00260692, 1.0]], ['2, k, 5', [-0.580049, -0.104111, 1.0]], ['2, k, 6', [-0.473713, -0.301868, 1.0]], ['2, k, 7', [-0.404896, -0.321525, 1.0]], ['2, k, 8', [-0.0641415, -0.0060699, 1.0]], ['2, k, 9', [0.13387, -0.070699, 1.0]], ['2, k, 10', [0.0247694, -0.239776, 1.0]], ['2, k, 11', [-0.0311527, -0.26605, 1.0]], ['2, k, 12', [-0.302162, -0.419503, 1.0]], ['2, k, 13', [-0.405508, -0.725429, 1.0]], ['2, k, 14', [-0.438816, -1.03143, 1.0]], ['2, k, 15', [-0.475621, -1.08812, 1.0]], ['2, k, 16', [-0.147494, -0.42158, 1.0]], ['2, k, 17', [0.004992, -0.718616, 1.0]], ['2, k, 18', [0.0098405, -1.0175, 1.0]], ['2, k, 19', [0.0438969, -1.07086, 1.0]], ['2, k, 20', [-0.222287, 0.00539568, 1.0]], ['2, k, 21', [-0.412069, -0.396049, 1.0]], ['2, k, 22', [-0.359922, -0.313864, 1.0]], ['2, k, 23', [-0.0375019, -0.349422, 1.0]], ['2, k, 24', [-0.00178311, -0.263579, 1.0]]]
[['2, k, 0', [-0.229891, -0.409435, 1.0]], ['2, k, 1', [-0.226187, -0.159424, 1.0]], ['2, k, 2', [-0.221149, 0.0886123, 1.0]], ['2, k, 3', [-0.225355, 0.228559, 1.0]], ['2, k, 4', [-0.38902, 0.0256984, 1.0]], ['2, k, 5', [-0.57812, -0.0875695, 1.0]], ['2, k, 6', [-0.46076, -0.272347, 1.0]], ['2, k, 7', [-0.405609, -0.291988, 1.0]], ['2, k, 8', [-0.0641645, 0.0126451, 1.0]], ['2, k, 9', [0.133194, -0.0560168, 1.0]], ['2, k, 10', [0.0224383, -0.226853, 1.0]], ['2, k, 11', [-0.0314641, -0.257785, 1.0]], ['2, k, 12', [-0.305088, -0.402294, 1.0]], ['2, k, 13', [-0.402926, -0.716697, 1.0]], ['2, k, 14', [-0.438833, -1.03059, 1.0]], ['2, k, 15', [-0.474755, -1.08727, 1.0]], ['2, k, 16', [-0.148843, -0.406055, 1.0]], ['2, k, 17', [0.000720564, -0.709463, 1.0]], ['2, k, 18', [0.00985694, -1.01723, 1.0]], ['2, k, 19', [0.043869, -1.07066, 1.0]], ['2, k, 20', [-0.222662, 0.027061, 1.0]], ['2, k, 21', [-0.405208, -0.356692, 1.0]], ['2, k, 22', [-0.36858, -0.305924, 1.0]], ['2, k, 23', [-0.0200388, -0.356303, 1.0]], ['2, k, 24', [0.00419769, -0.229809, 1.0]]]
[['2, k, 0', [-0.228752, -0.393707, 1.0]], ['2, k, 1', [-0.225484, -0.14006, 1.0]], ['2, k, 2', [-0.22094, 0.110503, 1.0]], ['2, k, 3', [-0.224686, 0.25174, 1.0]], ['2, k, 4', [-0.391341, 0.0481043, 1.0]], ['2, k, 5', [-0.584071, -0.056963, 1.0]], ['2, k, 6', [-0.458973, -0.241226, 1.0]], ['2, k, 7', [-0.407669, -0.264426, 1.0]], ['2, k, 8', [-0.0628074, 0.0350942, 1.0]], ['2, k, 9', [0.132024, -0.0397612, 1.0]], ['2, k, 10', [0.0327608, -0.210525, 1.0]], ['2, k, 11', [-0.0247568, -0.238501, 1.0]], ['2, k, 12', [-0.304461, -0.386893, 1.0]], ['2, k, 13', [-0.400077, -0.706387, 1.0]], ['2, k, 14', [-0.440079, -1.03057, 1.0]], ['2, k, 15', [-0.47464, -1.0873, 1.0]], ['2, k, 16', [-0.147143, -0.390359, 1.0]], ['2, k, 17', [-0.00355103, -0.700845, 1.0]], ['2, k, 18', [0.00964511, -1.0165, 1.0]], ['2, k, 19', [0.0440598, -1.07039, 1.0]], ['2, k, 20', [-0.222313, 0.048469, 1.0]], ['2, k, 21', [-0.421747, -0.343691, 1.0]], ['2, k, 22', [-0.367965, -0.278666, 1.0]], ['2, k, 23', [-0.0304215, -0.324892, 1.0]], ['2, k, 24', [-0.0267132, -0.319774, 1.0]]]
[['2, k, 0', [-0.228442, -0.376391, 1.0]], ['2, k, 1', [-0.224347, -0.118601, 1.0]], ['2, k, 2', [-0.218824, 0.136153, 1.0]], ['2, k, 3', [-0.224074, 0.278621, 1.0]], ['2, k, 4', [-0.39145, 0.0700123, 1.0]], ['2, k, 5', [-0.589864, -0.0395747, 1.0]], ['2, k, 6', [-0.456946, -0.223446, 1.0]], ['2, k, 7', [-0.405753, -0.248478, 1.0]], ['2, k, 8', [-0.0608139, 0.0571669, 1.0]], ['2, k, 9', [0.132764, -0.0211492, 1.0]], ['2, k, 10', [0.00562197, -0.186352, 1.0]], ['2, k, 11', [-0.0332164, -0.219643, 1.0]], ['2, k, 12', [-0.304561, -0.368939, 1.0]], ['2, k, 13', [-0.397411, -0.69414, 1.0]], ['2, k, 14', [-0.440456, -1.02773, 1.0]], ['2, k, 15', [-0.475158, -1.08693, 1.0]], ['2, k, 16', [-0.14643, -0.374137, 1.0]], ['2, k, 17', [-0.00748301, -0.690482, 1.0]], ['2, k, 18', [0.00943276, -1.01629, 1.0]], ['2, k, 19', [0.0437715, -1.07012, 1.0]], ['2, k, 20', [-0.220455, 0.0730617, 1.0]], ['2, k, 21', [-0.382135, -0.299875, 1.0]], ['2, k, 22', [-0.366681, -0.219284, 1.0]], ['2, k, 23', [-0.0301528, -0.300737, 1.0]], ['2, k, 24', [0.00628301, -0.20425, 1.0]]]
[['2, k, 0', [-0.228787, -0.351034, 1.0]], ['2, k, 1', [-0.224247, -0.0944363, 1.0]], ['2, k, 2', [-0.218418, 0.157949, 1.0]], ['2, k, 3', [-0.223612, 0.300396, 1.0]], ['2, k, 4', [-0.391479, 0.0887863, 1.0]], ['2, k, 5', [-0.591215, -0.0223503, 1.0]], ['2, k, 6', [-0.445884, -0.190738, 1.0]], ['2, k, 7', [-0.410782, -0.235093, 1.0]], ['2, k, 8', [-0.059751, 0.0788997, 1.0]], ['2, k, 9', [0.134991, -0.00404623, 1.0]], ['2, k, 10', [0.0113734, -0.177807, 1.0]], ['2, k, 11', [-0.0329736, -0.209293, 1.0]], ['2, k, 12', [-0.303393, -0.344386, 1.0]], ['2, k, 13', [-0.392818, -0.670262, 1.0]], ['2, k, 14', [-0.44096, -1.02603, 1.0]], ['2, k, 15', [-0.475666, -1.08683, 1.0]], ['2, k, 16', [-0.148337, -0.348547, 1.0]], ['2, k, 17', [-0.0175845, -0.667187, 1.0]], ['2, k, 18', [0.00917469, -1.01665, 1.0]], ['2, k, 19', [0.0426161, -1.0717, 1.0]], ['2, k, 20', [-0.22011, 0.0955145, 1.0]], ['2, k, 21', [-0.395366, -0.299828, 1.0]], ['2, k, 22', [-0.370331, -0.216403, 1.0]], ['2, k, 23', [-0.0405362, -0.293026, 1.0]], ['2, k, 24', [0.00418513, -0.19506, 1.0]]]
[['2, k, 0', [-0.23162, -0.346928, 1.0]], ['2, k, 1', [-0.224827, -0.0851314, 1.0]], ['2, k, 2', [-0.217268, 0.177687, 1.0]], ['2, k, 3', [-0.223334, 0.318637, 1.0]], ['2, k, 4', [-0.390488, 0.105548, 1.0]], ['2, k, 5', [-0.591406, -0.0117791, 1.0]], ['2, k, 6', [-0.44338, -0.180994, 1.0]], ['2, k, 7', [-0.406708, -0.223117, 1.0]], ['2, k, 8', [-0.0589949, 0.0907505, 1.0]], ['2, k, 9', [0.137294, 0.0130482, 1.0]], ['2, k, 10', [0.0174104, -0.167363, 1.0]], ['2, k, 11', [-0.0312941, -0.19892, 1.0]], ['2, k, 12', [-0.305554, -0.339102, 1.0]], ['2, k, 13', [-0.426176, -0.654264, 1.0]], ['2, k, 14', [-0.473393, -1.09106, 1.0]], ['2, k, 15', [-0.472347, -1.14417, 1.0]], ['2, k, 16', [-0.151574, -0.345575, 1.0]], ['2, k, 17', [0.0250913, -0.64314, 1.0]], ['2, k, 18', [0.0671644, -1.0886, 1.0]], ['2, k, 19', [-0.00143149, -1.05946, 1.0]], ['2, k, 20', [-0.219493, 0.111742, 1.0]], ['2, k, 21', [-0.397986, -0.287838, 1.0]], ['2, k, 22', [-0.369215, -0.203666, 1.0]], ['2, k, 23', [-0.0269313, -0.293649, 1.0]], ['2, k, 24', [0.0103497, -0.175945, 1.0]]]
[['2, k, 0', [-0.230197, -0.322314, 1.0]], ['2, k, 1', [-0.224035, -0.0574678, 1.0]], ['2, k, 2', [-0.216883, 0.200006, 1.0]], ['2, k, 3', [-0.222378, 0.342521, 1.0]], ['2, k, 4', [-0.392994, 0.128281, 1.0]], ['2, k, 5', [-0.593942, 0.0065199, 1.0]], ['2, k, 6', [-0.45054, -0.167996, 1.0]], ['2, k, 7', [-0.409438, -0.208148, 1.0]], ['2, k, 8', [-0.0564704, 0.122908, 1.0]], ['2, k, 9', [0.140069, 0.0384958, 1.0]], ['2, k, 10', [0.0123755, -0.144793, 1.0]], ['2, k, 11', [-0.0334383, -0.183765, 1.0]], ['2, k, 12', [-0.304201, -0.315862, 1.0]], ['2, k, 13', [-0.388935, -0.650192, 1.0]], ['2, k, 14', [-0.437201, -1.01253, 1.0]], ['2, k, 15', [-0.476196, -1.08596, 1.0]], ['2, k, 16', [-0.150166, -0.320109, 1.0]], ['2, k, 17', [-0.0257235, -0.645984, 1.0]], ['2, k, 18', [0.00851931, -1.01274, 1.0]], ['2, k, 19', [0.0412901, -1.06956, 1.0]], ['2, k, 20', [-0.21892, 0.136799, 1.0]], ['2, k, 21', [-0.399188, -0.273025, 1.0]], ['2, k, 22', [-0.371806, -0.175013, 1.0]], ['2, k, 23', [-0.031353, -0.28088, 1.0]], ['2, k, 24', [0.0136289, -0.161374, 1.0]]]
[['2, k, 0', [-0.226952, -0.316535, 1.0]], ['2, k, 1', [-0.222666, -0.0476509, 1.0]], ['2, k, 2', [-0.218341, 0.218455, 1.0]], ['2, k, 3', [-0.222425, 0.357745, 1.0]], ['2, k, 4', [-0.392643, 0.138986, 1.0]], ['2, k, 5', [-0.592121, 0.0264946, 1.0]], ['2, k, 6', [-0.452448, -0.152707, 1.0]], ['2, k, 7', [-0.409432, -0.191166, 1.0]], ['2, k, 8', [-0.056176, 0.131503, 1.0]], ['2, k, 9', [0.140658, 0.050222, 1.0]], ['2, k, 10', [0.0365788, -0.141833, 1.0]], ['2, k, 11', [-0.0230933, -0.17288, 1.0]], ['2, k, 12', [-0.300742, -0.311053, 1.0]], ['2, k, 13', [-0.414005, -0.63193, 1.0]], ['2, k, 14', [-0.464969, -1.07321, 1.0]], ['2, k, 15', [-0.487364, -1.10323, 1.0]], ['2, k, 16', [-0.147286, -0.313572, 1.0]], ['2, k, 17', [0.00729942, -0.623972, 1.0]], ['2, k, 18', [0.0503041, -1.06942, 1.0]], ['2, k, 19', [0.0109186, -1.1116, 1.0]], ['2, k, 20', [-0.219486, 0.152415, 1.0]], ['2, k, 21', [-0.39701, -0.2499, 1.0]], ['2, k, 22', [-0.371094, -0.158755, 1.0]], ['2, k, 23', [-0.024343, -0.281929, 1.0]], ['2, k, 24', [0.0124308, -0.153983, 1.0]]]
[['2, k, 0', [-0.224258, -0.306929, 1.0]], ['2, k, 1', [-0.221438, -0.0348757, 1.0]], ['2, k, 2', [-0.218256, 0.232412, 1.0]], ['2, k, 3', [-0.222096, 0.374419, 1.0]], ['2, k, 4', [-0.393232, 0.154177, 1.0]], ['2, k, 5', [-0.59214, 0.0381263, 1.0]], ['2, k, 6', [-0.451194, -0.146368, 1.0]], ['2, k, 7', [-0.403575, -0.187741, 1.0]], ['2, k, 8', [-0.0546165, 0.146027, 1.0]], ['2, k, 9', [0.140558, 0.0588545, 1.0]], ['2, k, 10', [0.0386448, -0.136883, 1.0]], ['2, k, 11', [-0.0213741, -0.167101, 1.0]], ['2, k, 12', [-0.297541, -0.301657, 1.0]], ['2, k, 13', [-0.411753, -0.624208, 1.0]], ['2, k, 14', [-0.461785, -1.06409, 1.0]], ['2, k, 15', [-0.460548, -1.11706, 1.0]], ['2, k, 16', [-0.145151, -0.304155, 1.0]], ['2, k, 17', [0.00252162, -0.618913, 1.0]], ['2, k, 18', [0.0458793, -1.06415, 1.0]], ['2, k, 19', [0.0412205, -1.11697, 1.0]], ['2, k, 20', [-0.219191, 0.166425, 1.0]], ['2, k, 21', [-0.410148, -0.275999, 1.0]], ['2, k, 22', [-0.354862, -0.186404, 1.0]], ['2, k, 23', [-0.0248218, -0.270511, 1.0]], ['2, k, 24', [0.00531406, -0.154613, 1.0]]]
[['2, k, 0', [-0.232659, -0.296623, 1.0]], ['2, k, 1', [-0.225455, -0.0208792, 1.0]], ['2, k, 2', [-0.217433, 0.252028, 1.0]], ['2, k, 3', [-0.221406, 0.393764, 1.0]], ['2, k, 4', [-0.39396, 0.166319, 1.0]], ['2, k, 5', [-0.593324, 0.0495492, 1.0]], ['2, k, 6', [-0.445905, -0.128557, 1.0]], ['2, k, 7', [-0.40604, -0.170943, 1.0]], ['2, k, 8', [-0.0537219, 0.152963, 1.0]], ['2, k, 9', [0.139913, 0.0717182, 1.0]], ['2, k, 10', [0.021213, -0.119179, 1.0]], ['2, k, 11', [-0.0270543, -0.158297, 1.0]], ['2, k, 12', [-0.305109, -0.289204, 1.0]], ['2, k, 13', [-0.407232, -0.618939, 1.0]], ['2, k, 14', [-0.458143, -1.05974, 1.0]], ['2, k, 15', [-0.457204, -1.1121, 1.0]], ['2, k, 16', [-0.154172, -0.296019, 1.0]], ['2, k, 17', [0.000274422, -0.609944, 1.0]], ['2, k, 18', [0.0438142, -1.05504, 1.0]], ['2, k, 19', [0.0389265, -1.10732, 1.0]], ['2, k, 20', [-0.21974, 0.184366, 1.0]], ['2, k, 21', [-0.391087, -0.223089, 1.0]], ['2, k, 22', [-0.354976, -0.159623, 1.0]], ['2, k, 23', [-0.0306587, -0.254411, 1.0]], ['2, k, 24', [-0.00627508, -0.184835, 1.0]]]
[['2, k, 0', [-0.233676, -0.283173, 1.0]], ['2, k, 1', [-0.226215, -0.00685606, 1.0]], ['2, k, 2', [-0.217736, 0.264534, 1.0]], ['2, k, 3', [-0.221468, 0.405746, 1.0]], ['2, k, 4', [-0.393258, 0.177751, 1.0]], ['2, k, 5', [-0.594102, 0.0587203, 1.0]], ['2, k, 6', [-0.450465, -0.122474, 1.0]], ['2, k, 7', [-0.407765, -0.161226, 1.0]], ['2, k, 8', [-0.0520421, 0.169687, 1.0]], ['2, k, 9', [0.139136, 0.0817345, 1.0]], ['2, k, 10', [0.0292082, -0.115099, 1.0]], ['2, k, 11', [-0.0241171, -0.148505, 1.0]], ['2, k, 12', [-0.307988, -0.275912, 1.0]], ['2, k, 13', [-0.40338, -0.609932, 1.0]], ['2, k, 14', [-0.454574, -1.05195, 1.0]], ['2, k, 15', [-0.452725, -1.10399, 1.0]], ['2, k, 16', [-0.153235, -0.282816, 1.0]], ['2, k, 17', [-0.00593813, -0.601803, 1.0]], ['2, k, 18', [0.0384389, -1.04675, 1.0]], ['2, k, 19', [0.0443017, -1.11165, 1.0]], ['2, k, 20', [-0.220112, 0.197496, 1.0]], ['2, k, 21', [-0.420326, -0.252381, 1.0]], ['2, k, 22', [-0.371408, -0.168869, 1.0]], ['2, k, 23', [-0.0298746, -0.248829, 1.0]], ['2, k, 24', [0.00176907, -0.147347, 1.0]]]
[['2, k, 0', [-0.232981, -0.27329, 1.0]], ['2, k, 1', [-0.225723, 0.00334826, 1.0]], ['2, k, 2', [-0.217303, 0.275356, 1.0]], ['2, k, 3', [-0.220386, 0.417646, 1.0]], ['2, k, 4', [-0.394481, 0.190287, 1.0]], ['2, k, 5', [-0.594123, 0.0729558, 1.0]], ['2, k, 6', [-0.454876, -0.115045, 1.0]], ['2, k, 7', [-0.405166, -0.155948, 1.0]], ['2, k, 8', [-0.05051, 0.183547, 1.0]], ['2, k, 9', [0.139155, 0.088846, 1.0]], ['2, k, 10', [0.0200945, -0.105846, 1.0]], ['2, k, 11', [-0.026398, -0.144473, 1.0]], ['2, k, 12', [-0.308579, -0.266476, 1.0]], ['2, k, 13', [-0.402076, -0.603118, 1.0]], ['2, k, 14', [-0.453943, -1.0475, 1.0]], ['2, k, 15', [-0.451957, -1.09911, 1.0]], ['2, k, 16', [-0.151196, -0.272823, 1.0]], ['2, k, 17', [-0.0109833, -0.596051, 1.0]], ['2, k, 18', [0.0344717, -1.04047, 1.0]], ['2, k, 19', [0.046293, -1.10256, 1.0]], ['2, k, 20', [-0.21965, 0.208135, 1.0]], ['2, k, 21', [-0.405807, -0.249191, 1.0]], ['2, k, 22', [-0.353948, -0.150519, 1.0]], ['2, k, 23', [-0.0331891, -0.238916, 1.0]], ['2, k, 24', [-0.00261469, -0.16174, 1.0]]]
[['2, k, 0', [-0.233571, -0.267739, 1.0]], ['2, k, 1', [-0.225755, 0.0116675, 1.0]], ['2, k, 2', [-0.217083, 0.284772, 1.0]], ['2, k, 3', [-0.219849, 0.427101, 1.0]], ['2, k, 4', [-0.393498, 0.199847, 1.0]], ['2, k, 5', [-0.593056, 0.0782993, 1.0]], ['2, k, 6', [-0.446513, -0.103187, 1.0]], ['2, k, 7', [-0.404537, -0.141567, 1.0]], ['2, k, 8', [-0.0490492, 0.19441, 1.0]], ['2, k, 9', [0.140128, 0.0968661, 1.0]], ['2, k, 10', [0.0373351, -0.107773, 1.0]], ['2, k, 11', [-0.0231358, -0.148531, 1.0]], ['2, k, 12', [-0.31085, -0.260157, 1.0]], ['2, k, 13', [-0.399491, -0.597577, 1.0]], ['2, k, 14', [-0.454302, -1.04204, 1.0]], ['2, k, 15', [-0.481079, -1.10078, 1.0]], ['2, k, 16', [-0.149996, -0.268196, 1.0]], ['2, k, 17', [-0.0156554, -0.590756, 1.0]], ['2, k, 18', [0.0323749, -1.03529, 1.0]], ['2, k, 19', [0.0442664, -1.0897, 1.0]], ['2, k, 20', [-0.219484, 0.216538, 1.0]], ['2, k, 21', [-0.387157, -0.188037, 1.0]], ['2, k, 22', [-0.366901, -0.0893829, 1.0]], ['2, k, 23', [-0.0305783, -0.244172, 1.0]], ['2, k, 24', [-0.00348365, -0.184817, 1.0]]]
[['2, k, 0', [-0.22899, -0.264023, 1.0]], ['2, k, 1', [-0.223101, 0.0191462, 1.0]], ['2, k, 2', [-0.216817, 0.292957, 1.0]], ['2, k, 3', [-0.219329, 0.435914, 1.0]], ['2, k, 4', [-0.395178, 0.206016, 1.0]], ['2, k, 5', [-0.590855, 0.0832574, 1.0]], ['2, k, 6', [-0.448414, -0.100855, 1.0]], ['2, k, 7', [-0.406929, -0.140022, 1.0]], ['2, k, 8', [-0.0488443, 0.202953, 1.0]], ['2, k, 9', [0.142694, 0.105101, 1.0]], ['2, k, 10', [0.0169741, -0.0886302, 1.0]], ['2, k, 11', [-0.025225, -0.127382, 1.0]], ['2, k, 12', [-0.306505, -0.257832, 1.0]], ['2, k, 13', [-0.383446, -0.626825, 1.0]], ['2, k, 14', [-0.451846, -1.01505, 1.0]], ['2, k, 15', [-0.474117, -1.08562, 1.0]], ['2, k, 16', [-0.145238, -0.263029, 1.0]], ['2, k, 17', [-0.0415118, -0.630906, 1.0]], ['2, k, 18', [0.0110101, -1.0066, 1.0]], ['2, k, 19', [0.0403242, -1.0683, 1.0]], ['2, k, 20', [-0.218726, 0.224962, 1.0]], ['2, k, 21', [-0.414731, -0.231678, 1.0]], ['2, k, 22', [-0.36789, -0.141938, 1.0]], ['2, k, 23', [-0.0328928, -0.226118, 1.0]], ['2, k, 24', [0.0209453, -0.107306, 1.0]]]
[['2, k, 0', [-0.226287, -0.260942, 1.0]], ['2, k, 1', [-0.221994, 0.0232775, 1.0]], ['2, k, 2', [-0.216853, 0.2999, 1.0]], ['2, k, 3', [-0.219278, 0.442436, 1.0]], ['2, k, 4', [-0.3961, 0.211472, 1.0]], ['2, k, 5', [-0.590556, 0.0861631, 1.0]], ['2, k, 6', [-0.449387, -0.0987887, 1.0]], ['2, k, 7', [-0.407886, -0.136036, 1.0]], ['2, k, 8', [-0.0480053, 0.208038, 1.0]], ['2, k, 9', [0.143766, 0.110761, 1.0]], ['2, k, 10', [0.0223474, -0.0860476, 1.0]], ['2, k, 11', [-0.0241033, -0.124267, 1.0]], ['2, k, 12', [-0.303605, -0.255481, 1.0]], ['2, k, 13', [-0.383824, -0.628229, 1.0]], ['2, k, 14', [-0.451494, -1.01834, 1.0]], ['2, k, 15', [-0.474498, -1.08606, 1.0]], ['2, k, 16', [-0.142825, -0.259297, 1.0]], ['2, k, 17', [-0.0421046, -0.631203, 1.0]], ['2, k, 18', [0.011005, -1.00654, 1.0]], ['2, k, 19', [0.0403377, -1.06823, 1.0]], ['2, k, 20', [-0.218414, 0.231294, 1.0]], ['2, k, 21', [-0.414731, -0.231676, 1.0]], ['2, k, 22', [-0.371701, -0.145995, 1.0]], ['2, k, 23', [-0.031991, -0.221562, 1.0]], ['2, k, 24', [0.00593142, -0.13727, 1.0]]]
