[['2, k, 0', [-4.66914, 83.83082, 1.0]], ['2, k, 1', [-4.172043703037843, 112.66001825302499, 1.0]], ['2, k, 2', [-3.775412073251689, 134.39653010103882, 1.0]], ['2, k, 3', [-3.6562090545037997, 140.57057958948204, 1.0]], ['2, k, 4', [12.035526572661176, 129.35938568124553, 1.0]], ['2, k, 5', [31.355451723045498, 121.57708919077949, 1.0]], ['2, k, 6', [34.42757208810031, 143.00079280545071, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-21.253830387967717, 129.79640722950495, 1.0]], ['2, k, 9', [-40.83416467921042, 122.91333398346808, 1.0]], ['2, k, 10', [-43.01069833927828, 146.7050729838547, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.567856059776785, 83.78905394856326, 1.0]], ['2, k, 13', [0.19216450358640458, 44.172360930714476, 1.0]], ['2, k, 14', [0.12231419776071945, 9.550131745398922, 1.0]], ['2, k, 15', [-2.5515611759735983, 3.1509265886098703, 1.0]], ['2, k, 16', [-11.76968874819875, 83.84247488360211, 1.0]], ['2, k, 17', [-12.021864762700483, 45.821345510824614, 1.0]], ['2, k, 18', [-10.828393180267334, 9.916805565404474, 1.0]], ['2, k, 19', [-10.821546346433982, 7.196709877143854, 1.0]], ['2, k, 20', [-3.775412073251689, 134.39653010103882, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.3082380000000002, 85.453316, 1.0]], ['2, k, 1', [2.9077044795559512, 111.77933773860502, 1.0]], ['2, k, 2', [7.748170084065988, 131.53673334621726, 1.0]], ['2, k, 3', [9.145577914221477, 137.13557527044708, 1.0]], ['2, k, 4', [21.866594729445723, 128.07085321966247, 1.0]], ['2, k, 5', [40.06840708535059, 119.83053062378418, 1.0]], ['2, k, 6', [47.39366921233466, 137.63208398328828, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.777637104486104, 127.99961679970698, 1.0]], ['2, k, 9', [-31.393579526407805, 124.57938069786844, 1.0]], ['2, k, 10', [-41.175820561089324, 147.179438408191, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [4.039205586455026, 83.76446973602619, 1.0]], ['2, k, 13', [-1.0384774553346903, 49.322893642399926, 1.0]], ['2, k, 14', [-3.506567122667715, 11.579612519842279, 1.0]], ['2, k, 15', [-4.640271331927564, 8.547629530387878, 1.0]], ['2, k, 16', [-10.602670949656934, 87.15459636255031, 1.0]], ['2, k, 17', [-29.49430345705165, 121.7185693544256, 1.0]], ['2, k, 18', [-55.33797927602993, 154.82710166165208, 1.0]], ['2, k, 19', [-60.7855084019118, 161.0212784440473, 1.0]], ['2, k, 20', [7.748170084065988, 131.53673334621726, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.457916, 85.183574, 1.0]], ['2, k, 1', [2.8678665095053564, 111.41940408666305, 1.0]], ['2, k, 2', [7.769105695991293, 131.13189860102503, 1.0]], ['2, k, 3', [9.178782047974668, 136.71980944691305, 1.0]], ['2, k, 4', [21.846454840476866, 127.65995701759957, 1.0]], ['2, k, 5', [40.15216861131172, 119.52526932847867, 1.0]], ['2, k, 6', [47.3786359909093, 137.43475269373687, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.820171810410095, 127.65798169791448, 1.0]], ['2, k, 9', [-31.32115297721815, 124.32460137910905, 1.0]], ['2, k, 10', [-41.111083212584774, 146.83951102663303, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.847852222127922, 83.50720428877219, 1.0]], ['2, k, 13', [-1.2536012031283903, 49.29648080173377, 1.0]], ['2, k, 14', [-3.6307779578617327, 11.505629372974056, 1.0]], ['2, k, 15', [-4.775719774986054, 8.467996584310011, 1.0]], ['2, k, 16', [-10.745338772991971, 86.89859998072747, 1.0]], ['2, k, 17', [-29.413746215255202, 121.39711008230894, 1.0]], ['2, k, 18', [-55.22665849238452, 154.51643669827206, 1.0]], ['2, k, 19', [-60.6336429672008, 160.67276251642124, 1.0]], ['2, k, 20', [7.769105695991293, 131.13189860102503, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.589156, 84.959924, 1.0]], ['2, k, 1', [2.8436833744942165, 111.14001541626948, 1.0]], ['2, k, 2', [7.803865887007635, 130.82939058408246, 1.0]], ['2, k, 3', [9.225310740204518, 136.41190775785128, 1.0]], ['2, k, 4', [21.879388864603648, 127.36435882726425, 1.0]], ['2, k, 5', [40.25095651885823, 119.34199881859642, 1.0]], ['2, k, 6', [47.17296469495687, 136.89266020980833, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.809181720743242, 127.40967964578681, 1.0]], ['2, k, 9', [-31.221573682088533, 124.12247918868675, 1.0]], ['2, k, 10', [-41.025306916340654, 146.5518864689563, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.689010591891787, 83.28365951507688, 1.0]], ['2, k, 13', [-1.4238654321755941, 49.24247552376683, 1.0]], ['2, k, 14', [-3.7398089811216737, 11.424929353520824, 1.0]], ['2, k, 15', [-4.88428373582847, 8.381186099378318, 1.0]], ['2, k, 16', [-10.866480212124834, 86.69921633423245, 1.0]], ['2, k, 17', [-29.579682130159608, 120.87958548195306, 1.0]], ['2, k, 18', [-55.655255629163555, 153.82389267741385, 1.0]], ['2, k, 19', [-61.05541703544564, 159.84036818754498, 1.0]], ['2, k, 20', [7.803865887007635, 130.82939058408246, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.6748439999999993, 84.80268199999999, 1.0]], ['2, k, 1', [2.814481027427992, 110.96667230306758, 1.0]], ['2, k, 2', [7.748828606499485, 130.6684060397261, 1.0]], ['2, k, 3', [9.152159680235766, 136.25840089121408, 1.0]], ['2, k, 4', [21.781392323077725, 127.19017182724042, 1.0]], ['2, k, 5', [40.247515439103836, 119.19411401177285, 1.0]], ['2, k, 6', [47.126845850946644, 136.99916543762788, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.86877482625458, 127.31348517509817, 1.0]], ['2, k, 9', [-31.251111114816815, 124.10450708259847, 1.0]], ['2, k, 10', [-40.95934559460413, 146.45802197517142, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.599477318317308, 83.13118578139145, 1.0]], ['2, k, 13', [-1.4876217192259018, 49.19775508518581, 1.0]], ['2, k, 14', [-3.727552484698512, 11.376882990325377, 1.0]], ['2, k, 15', [-4.86299554945228, 8.332702689606101, 1.0]], ['2, k, 16', [-10.935730144738283, 86.55674912758013, 1.0]], ['2, k, 17', [-30.370325037408723, 120.01893006205307, 1.0]], ['2, k, 18', [-57.12148757193004, 152.4081069533356, 1.0]], ['2, k, 19', [-62.46535084766593, 158.0980947255688, 1.0]], ['2, k, 20', [7.748828606499485, 130.6684060397261, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.7760779999999996, 84.698654, 1.0]], ['2, k, 1', [2.73348577924039, 110.85943901295381, 1.0]], ['2, k, 2', [7.628912973688899, 130.57646161889306, 1.0]], ['2, k, 3', [9.014525002386595, 136.17355904991078, 1.0]], ['2, k, 4', [21.66627159454402, 127.09445020237546, 1.0]], ['2, k, 5', [40.14833516636455, 119.16305637745552, 1.0]], ['2, k, 6', [47.03687404893664, 137.32974321230827, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.945978134103608, 127.28558241871414, 1.0]], ['2, k, 9', [-31.30361394206491, 124.09722598504354, 1.0]], ['2, k, 10', [-40.967662429700226, 146.365524187831, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.4998121717966773, 83.03242771428317, 1.0]], ['2, k, 13', [-1.545253452409963, 49.16987896171936, 1.0]], ['2, k, 14', [-3.7128860687944356, 11.597482197389496, 1.0]], ['2, k, 15', [-4.835914354290213, 8.555155358302867, 1.0]], ['2, k, 16', [-11.029981545825521, 86.46422364952834, 1.0]], ['2, k, 17', [-31.03629749042313, 118.83469525087438, 1.0]], ['2, k, 18', [-58.63149435076946, 150.54132752747918, 1.0]], ['2, k, 19', [-63.74382082001827, 155.8179471668705, 1.0]], ['2, k, 20', [7.628912973688899, 130.57646161889306, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-3.9249920000000005, 84.68024199999999, 1.0]], ['2, k, 1', [2.5811183765915793, 110.8583510958094, 1.0]], ['2, k, 2', [7.43173169418037, 130.6111437964189, 1.0]], ['2, k, 3', [8.801579929886758, 136.22165968967312, 1.0]], ['2, k, 4', [21.503535345247776, 127.13664730044518, 1.0]], ['2, k, 5', [39.984970728616425, 119.34923695579658, 1.0]], ['2, k, 6', [46.85161319995901, 137.82928542392557, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.070654824314962, 127.35793416842719, 1.0]], ['2, k, 9', [-31.458252919367062, 124.09829246501576, 1.0]], ['2, k, 10', [-41.0721560039368, 146.33390529441016, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.3672929323993532, 83.03825493490264, 1.0]], ['2, k, 13', [-1.6063609788628623, 49.15561912542251, 1.0]], ['2, k, 14', [-3.705848228160954, 11.728795781865728, 1.0]], ['2, k, 15', [-4.822696752345932, 8.690651265300843, 1.0]], ['2, k, 16', [-11.196697522434231, 86.44109126991006, 1.0]], ['2, k, 17', [-31.659924707640418, 117.73226662268421, 1.0]], ['2, k, 18', [-60.390109586700675, 148.56088959840542, 1.0]], ['2, k, 19', [-65.14856466957563, 153.4961335480369, 1.0]], ['2, k, 20', [7.43173169418037, 130.6111437964189, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.085492, 84.72784199999998, 1.0]], ['2, k, 1', [2.394063775290263, 110.97133809557624, 1.0]], ['2, k, 2', [7.181055397373887, 130.80507058990872, 1.0]], ['2, k, 3', [8.530678210141545, 136.44293740276913, 1.0]], ['2, k, 4', [21.30108220529594, 127.32719338661826, 1.0]], ['2, k, 5', [39.78373067265784, 119.66414633070065, 1.0]], ['2, k, 6', [46.58445837968885, 138.35626117644202, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.218522509922073, 127.56564474220369, 1.0]], ['2, k, 9', [-31.717142872531156, 124.21529055852196, 1.0]], ['2, k, 10', [-41.281676623218104, 146.4411806041761, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.2369467587219933, 83.10314954683795, 1.0]], ['2, k, 13', [-1.632503317839964, 49.115905192538946, 1.0]], ['2, k, 14', [-3.6908250310744193, 11.872231400511723, 1.0]], ['2, k, 15', [-4.799197605572304, 8.83757545185109, 1.0]], ['2, k, 16', [-11.390021121947704, 86.48688328735558, 1.0]], ['2, k, 17', [-32.3417578600866, 116.88092915661116, 1.0]], ['2, k, 18', [-62.56793019457388, 146.50831193635372, 1.0]], ['2, k, 19', [-67.03361050865594, 152.22261055061222, 1.0]], ['2, k, 20', [7.181055397373887, 130.80507058990872, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.2616320000000005, 84.787848, 1.0]], ['2, k, 1', [2.158887962496424, 111.11400191484942, 1.0]], ['2, k, 2', [6.854222411461056, 131.05027518013952, 1.0]], ['2, k, 3', [8.174743230055181, 136.72138369765216, 1.0]], ['2, k, 4', [21.187315995384644, 127.52884952565024, 1.0]], ['2, k, 5', [39.53448971416283, 120.04570038752527, 1.0]], ['2, k, 6', [46.26378942200898, 138.87779758863206, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.269412875123162, 127.86357520700452, 1.0]], ['2, k, 9', [-31.924806667783063, 124.37290471114416, 1.0]], ['2, k, 10', [-41.3392042002425, 146.33034366395685, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.0912774985051845, 83.1650177389733, 1.0]], ['2, k, 13', [-1.63651761272427, 49.112902895200435, 1.0]], ['2, k, 14', [-3.685327516469308, 12.001031034784397, 1.0]], ['2, k, 15', [-4.617384355457382, 8.689307341487726, 1.0]], ['2, k, 16', [-11.59919740806583, 86.55317602981799, 1.0]], ['2, k, 17', [-34.24430015686599, 114.83492301569393, 1.0]], ['2, k, 18', [-66.80172107123728, 141.97318707110136, 1.0]], ['2, k, 19', [-70.95598587470955, 147.53233563229603, 1.0]], ['2, k, 20', [6.854222411461056, 131.05027518013952, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.603948, 84.96716999999998, 1.0]], ['2, k, 1', [1.7439920768677615, 111.41037759976837, 1.0]], ['2, k, 2', [6.340228564877786, 131.4706226993616, 1.0]], ['2, k, 3', [7.630444352839006, 137.17893251503773, 1.0]], ['2, k, 4', [20.74473564549175, 127.9424341566534, 1.0]], ['2, k, 5', [39.150337383256335, 120.59068659646239, 1.0]], ['2, k, 6', [45.98771942542613, 140.1379128034645, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.446225202491474, 128.31022719663216, 1.0]], ['2, k, 9', [-32.31189205530096, 124.64526058832489, 1.0]], ['2, k, 10', [-41.65670519224999, 146.5350844671615, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.7820576937732335, 83.32207974158698, 1.0]], ['2, k, 13', [-1.7798812012594603, 49.14049744725631, 1.0]], ['2, k, 14', [-3.82064808056282, 12.1086471992785, 1.0]], ['2, k, 15', [-4.73955935103486, 8.799344344399127, 1.0]], ['2, k, 16', [-11.977964134988778, 86.7470849460155, 1.0]], ['2, k, 17', [-37.71397385749328, 110.7738608906397, 1.0]], ['2, k, 18', [-73.52577216459937, 132.6448114767968, 1.0]], ['2, k, 19', [-77.71266254523326, 137.4194321937927, 1.0]], ['2, k, 20', [6.340228564877786, 131.4706226993616, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-4.89413, 85.174278, 1.0]], ['2, k, 1', [1.3531686099141753, 111.77496189065405, 1.0]], ['2, k, 2', [5.830578689373782, 132.00033144155233, 1.0]], ['2, k, 3', [7.085017183723391, 137.75726934739262, 1.0]], ['2, k, 4', [20.39158494408774, 128.4495180047382, 1.0]], ['2, k, 5', [38.86215186623564, 121.22328441035276, 1.0]], ['2, k, 6', [45.67808882984987, 141.19123647090117, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.625418048799812, 128.86303448448223, 1.0]], ['2, k, 9', [-32.67649030186569, 124.98198513874063, 1.0]], ['2, k, 10', [-41.92684343864587, 146.77317949135488, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.517867370113513, 83.51500921002543, 1.0]], ['2, k, 13', [-1.867965142537467, 49.14092939090146, 1.0]], ['2, k, 14', [-3.931026142486198, 12.006368417852585, 1.0]], ['2, k, 15', [-4.8381196380673535, 8.709467068795405, 1.0]], ['2, k, 16', [-12.265221017691696, 86.96234091724384, 1.0]], ['2, k, 17', [-41.02380519098379, 107.14135028065206, 1.0]], ['2, k, 18', [-77.37999519375167, 122.70587248371548, 1.0]], ['2, k, 19', [-81.56846877089077, 126.88673300531069, 1.0]], ['2, k, 20', [5.830578689373782, 132.00033144155233, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.104772, 85.38311999999999, 1.0]], ['2, k, 1', [1.0045262204021856, 112.12828185945081, 1.0]], ['2, k, 2', [5.33526424476928, 132.49320845158474, 1.0]], ['2, k, 3', [6.546000357520738, 138.2899465563031, 1.0]], ['2, k, 4', [19.867088471417283, 128.98905045800146, 1.0]], ['2, k, 5', [38.40863634662341, 121.85680050378346, 1.0]], ['2, k, 6', [45.23110451583124, 142.6008906987314, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.884741355053254, 129.34979238663848, 1.0]], ['2, k, 9', [-33.06065074350216, 125.25166602897556, 1.0]], ['2, k, 10', [-42.12992154165788, 146.77002958721656, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.3325751308100005, 83.74687215678469, 1.0]], ['2, k, 13', [-1.8660363097661001, 49.13027472876392, 1.0]], ['2, k, 14', [-3.951122596711165, 11.950732415391968, 1.0]], ['2, k, 15', [-4.837548318867626, 8.666728128179509, 1.0]], ['2, k, 16', [-12.448752069572691, 87.13934042695749, 1.0]], ['2, k, 17', [-43.81346314553616, 101.64915777426, 1.0]], ['2, k, 18', [-79.96863813398602, 109.8352452954228, 1.0]], ['2, k, 19', [-84.44791601249926, 113.39260182006443, 1.0]], ['2, k, 20', [5.33526424476928, 132.49320845158474, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.269084, 85.584994, 1.0]], ['2, k, 1', [0.6713256243763457, 112.45307047452218, 1.0]], ['2, k, 2', [4.830312938191947, 132.92815167055844, 1.0]], ['2, k, 3', [5.989881144096353, 138.7544538556433, 1.0]], ['2, k, 4', [19.196431076154546, 129.50187379002918, 1.0]], ['2, k, 5', [37.901713376640245, 122.44092838411804, 1.0]], ['2, k, 6', [44.751262459415166, 143.82120000843685, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-12.229116440905749, 129.75875280225932, 1.0]], ['2, k, 9', [-33.607016180408394, 125.43023740096707, 1.0]], ['2, k, 10', [-42.532026800099885, 146.85663308748684, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.181245019397405, 84.01061183914518, 1.0]], ['2, k, 13', [-1.8136750852806354, 49.18480023630435, 1.0]], ['2, k, 14', [-3.9258310798639795, 11.860784944262278, 1.0]], ['2, k, 15', [-4.7894793950494465, 8.590296994895906, 1.0]], ['2, k, 16', [-12.57893100656359, 87.26693301786028, 1.0]], ['2, k, 17', [-45.30115309452407, 95.3906617409636, 1.0]], ['2, k, 18', [-80.17615974343295, 96.62831603489546, 1.0]], ['2, k, 19', [-84.61213990241802, 99.2812604840634, 1.0]], ['2, k, 20', [4.830312938191947, 132.92815167055844, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.400564000000001, 85.80114, 1.0]], ['2, k, 1', [0.3390454568107417, 112.80269721571415, 1.0]], ['2, k, 2', [4.313270198773018, 133.41131191999796, 1.0]], ['2, k, 3', [5.418442864810836, 139.27273500319754, 1.0]], ['2, k, 4', [18.779843730438895, 129.99255217141842, 1.0]], ['2, k, 5', [37.81038894825917, 122.91978922859012, 1.0]], ['2, k, 6', [44.59055203480622, 144.98908006996675, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-12.2915595333791, 130.26148781497847, 1.0]], ['2, k, 9', [-33.8575374008894, 125.66491865606129, 1.0]], ['2, k, 10', [-42.756762658852594, 147.31788651427414, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.0531301656066354, 84.2856540412464, 1.0]], ['2, k, 13', [-1.7375518205348968, 49.17434071858878, 1.0]], ['2, k, 14', [-3.88264967065727, 11.68001995192867, 1.0]], ['2, k, 15', [-4.720682794496176, 8.421911519917618, 1.0]], ['2, k, 16', [-12.667311629398535, 87.38356400225327, 1.0]], ['2, k, 17', [-46.38074500640524, 88.93338882216496, 1.0]], ['2, k, 18', [-78.51436870045828, 83.96411014707631, 1.0]], ['2, k, 19', [-82.73695467547387, 85.7054251907255, 1.0]], ['2, k, 20', [4.313270198773018, 133.41131191999796, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.349486000000001, 85.92183, 1.0]], ['2, k, 1', [0.14285521315788596, 113.02829333913886, 1.0]], ['2, k, 2', [3.898310346926704, 133.73747075597382, 1.0]], ['2, k, 3', [4.9390612418500455, 139.62400866046605, 1.0]], ['2, k, 4', [18.547979824932124, 130.31323551152303, 1.0]], ['2, k, 5', [37.67424408870242, 123.30298691875092, 1.0]], ['2, k, 6', [44.2533621673938, 145.41329950579794, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-12.310242945633547, 130.60413795638092, 1.0]], ['2, k, 9', [-34.14865643113768, 125.70613963104648, 1.0]], ['2, k, 10', [-42.9701976516821, 147.45247296029805, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.101492485286686, 84.48534396733827, 1.0]], ['2, k, 13', [-1.4601790904998988, 49.24997408188368, 1.0]], ['2, k, 14', [-3.649531738181407, 11.512736941013756, 1.0]], ['2, k, 15', [-4.456455085441683, 8.26460710605074, 1.0]], ['2, k, 16', [-12.574536019086654, 87.38522772406122, 1.0]], ['2, k, 17', [-45.84968957870008, 82.03732115140151, 1.0]], ['2, k, 18', [-74.61321812579187, 71.74081276823047, 1.0]], ['2, k, 19', [-78.56474414541027, 72.62350715571122, 1.0]], ['2, k, 20', [3.898310346926704, 133.73747075597382, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.29682, 86.03372399999999, 1.0]], ['2, k, 1', [-0.07623705146775706, 113.2339899602577, 1.0]], ['2, k, 2', [3.44330331116802, 134.02397371795416, 1.0]], ['2, k, 3', [4.414669462574982, 139.927481924902, 1.0]], ['2, k, 4', [18.16112544877699, 130.63167400018466, 1.0]], ['2, k, 5', [37.456342941254434, 123.67415857822314, 1.0]], ['2, k, 6', [43.79663836977675, 145.73922748056822, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-12.887292772676133, 130.8050731723335, 1.0]], ['2, k, 9', [-34.61417788489068, 125.66920688862886, 1.0]], ['2, k, 10', [-43.33381248494356, 147.61999156521227, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.1646532064598656, 84.69611100337295, 1.0]], ['2, k, 13', [-1.1593468805454563, 49.33732261552507, 1.0]], ['2, k, 14', [-3.3992807584408604, 11.34712776306138, 1.0]], ['2, k, 15', [-4.172133044660162, 8.10866773971628, 1.0]], ['2, k, 16', [-12.500796802181442, 87.34919802323029, 1.0]], ['2, k, 17', [-43.88513330774865, 75.17299318491806, 1.0]], ['2, k, 18', [-70.21388210711449, 59.6145603516173, 1.0]], ['2, k, 19', [-73.42380714425266, 59.7023860065774, 1.0]], ['2, k, 20', [3.44330331116802, 134.02397371795416, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.215218, 86.124252, 1.0]], ['2, k, 1', [-0.2813430402549386, 113.44119117672848, 1.0]], ['2, k, 2', [2.9979295460581157, 134.3341742833974, 1.0]], ['2, k, 3', [3.8991682407036943, 140.25998909929967, 1.0]], ['2, k, 4', [18.009884863215113, 130.91054128983663, 1.0]], ['2, k, 5', [37.557693366271835, 123.96749158518728, 1.0]], ['2, k, 6', [43.60493482519026, 145.72749320772306, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-13.266440937839624, 131.05643935610638, 1.0]], ['2, k, 9', [-34.904407124012245, 125.6523612725677, 1.0]], ['2, k, 10', [-43.60807841540187, 148.05956719786846, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.246877056327219, 84.8524347575406, 1.0]], ['2, k, 13', [-0.8349619053743575, 49.27431861983641, 1.0]], ['2, k, 14', [-3.120874578175907, 11.150620126949413, 1.0]], ['2, k, 15', [-3.859028752452387, 7.9235867843274415, 1.0]], ['2, k, 16', [-12.405220197920546, 87.31095792403397, 1.0]], ['2, k, 17', [-40.899065734677166, 68.61882873496249, 1.0]], ['2, k, 18', [-63.92950986952257, 48.50137597500124, 1.0]], ['2, k, 19', [-66.3309479324335, 47.94456425457211, 1.0]], ['2, k, 20', [2.9979295460581157, 134.3341742833974, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
