[['2, k, 0', [-0.1777464, 0.06372119, 1.0]], ['2, k, 1', [-0.1580649, 0.3714483, 1.0]], ['2, k, 2', [-0.1371442, 0.6674296, 1.0]], ['2, k, 3', [-0.1263477, 0.8140655, 1.0]], ['2, k, 4', [-0.2965542, 0.544203, 1.0]], ['2, k, 5', [-0.356953, 0.2769324, 1.0]], ['2, k, 6', [-0.3768284, 0.02353721, 1.0]], ['2, k, 7', [-0.3781689, -0.008422405, 1.0]], ['2, k, 8', [0.03282049, 0.5534511, 1.0]], ['2, k, 9', [0.089185, 0.3220803, 1.0]], ['2, k, 10', [0.1093188, 0.1039241, 1.0]], ['2, k, 11', [0.1064892, 0.06622891, 1.0]], ['2, k, 12', [-0.2494552, 0.06432743, 1.0]], ['2, k, 13', [-0.3293739, -0.2943631, 1.0]], ['2, k, 14', [-0.3619438, -0.6472698, 1.0]], ['2, k, 15', [-0.3615621, -0.7173036, 1.0]], ['2, k, 16', [-0.1000488, 0.0613158, 1.0]], ['2, k, 17', [-0.1179145, -0.2945235, 1.0]], ['2, k, 18', [-0.1577598, -0.6438003, 1.0]], ['2, k, 19', [-0.1527992, -0.7225145, 1.0]], ['2, k, 20', [-0.1425012, 0.5950873, 1.0]], ['2, k, 21', [-0.4026376, -0.0481647, 1.0]], ['2, k, 22', [-0.4082341, -0.006800335, 1.0]], ['2, k, 23', [0.1129495, 0.002698874, 1.0]], ['2, k, 24', [0.147999, 0.05397909, 1.0]]]
[['2, k, 0', [-0.2232439, 0.04765025, 1.0]], ['2, k, 1', [-0.2144124, 0.3569141, 1.0]], ['2, k, 2', [-0.2057606, 0.6544141, 1.0]], ['2, k, 3', [-0.1899957, 0.7987725, 1.0]], ['2, k, 4', [-0.3500285, 0.5226604, 1.0]], ['2, k, 5', [-0.3992195, 0.2868472, 1.0]], ['2, k, 6', [-0.3722517, 0.06932756, 1.0]], ['2, k, 7', [-0.3642925, 0.002139943, 1.0]], ['2, k, 8', [-0.04039366, 0.5514675, 1.0]], ['2, k, 9', [0.0332274, 0.3248618, 1.0]], ['2, k, 10', [0.107265, 0.1179071, 1.0]], ['2, k, 11', [0.1131716, 0.07150792, 1.0]], ['2, k, 12', [-0.2908713, 0.04661533, 1.0]], ['2, k, 13', [-0.3951413, -0.3174652, 1.0]], ['2, k, 14', [-0.4451911, -0.6721767, 1.0]], ['2, k, 15', [-0.4392048, -0.7385878, 1.0]], ['2, k, 16', [-0.1481787, 0.04701506, 1.0]], ['2, k, 17', [-0.1585131, -0.2990882, 1.0]], ['2, k, 18', [-0.1963472, -0.6376256, 1.0]], ['2, k, 19', [-0.18483, -0.7218954, 1.0]], ['2, k, 20', [-0.2080396, 0.5816832, 1.0]], ['2, k, 21', [-0.3620856, -0.06442517, 1.0]], ['2, k, 22', [-0.3854856, -0.01333634, 1.0]], ['2, k, 23', [0.1155361, 0.0175095, 1.0]], ['2, k, 24', [0.1492034, 0.05755509, 1.0]]]
[['2, k, 0', [-0.2246135, 0.04752326, 1.0]], ['2, k, 1', [-0.2172539, 0.356911, 1.0]], ['2, k, 2', [-0.2101303, 0.6545906, 1.0]], ['2, k, 3', [-0.1941831, 0.7987049, 1.0]], ['2, k, 4', [-0.3539049, 0.5227972, 1.0]], ['2, k, 5', [-0.4018634, 0.2858612, 1.0]], ['2, k, 6', [-0.3759637, 0.06782553, 1.0]], ['2, k, 7', [-0.3663372, 0.008412619, 1.0]], ['2, k, 8', [-0.04372479, 0.5509738, 1.0]], ['2, k, 9', [0.03088738, 0.3253238, 1.0]], ['2, k, 10', [0.1057891, 0.1188277, 1.0]], ['2, k, 11', [0.1115481, 0.06951584, 1.0]], ['2, k, 12', [-0.2923077, 0.04637442, 1.0]], ['2, k, 13', [-0.3966187, -0.3183762, 1.0]], ['2, k, 14', [-0.4450678, -0.6720732, 1.0]], ['2, k, 15', [-0.4390142, -0.7386784, 1.0]], ['2, k, 16', [-0.1494441, 0.04699832, 1.0]], ['2, k, 17', [-0.159447, -0.2988716, 1.0]], ['2, k, 18', [-0.19677, -0.6377616, 1.0]], ['2, k, 19', [-0.1846947, -0.7218487, 1.0]], ['2, k, 20', [-0.2120278, 0.5818096, 1.0]], ['2, k, 21', [-0.366379, -0.06439332, 1.0]], ['2, k, 22', [-0.3858069, 0.01051219, 1.0]], ['2, k, 23', [0.1176635, 0.01440189, 1.0]], ['2, k, 24', [0.1478936, 0.05770371, 1.0]]]
[['2, k, 0', [-0.2261429, 0.04693755, 1.0]], ['2, k, 1', [-0.2199325, 0.3564408, 1.0]], ['2, k, 2', [-0.2137326, 0.6542857, 1.0]], ['2, k, 3', [-0.1976077, 0.7985881, 1.0]], ['2, k, 4', [-0.35274, 0.5223818, 1.0]], ['2, k, 5', [-0.4055005, 0.2852466, 1.0]], ['2, k, 6', [-0.3783127, 0.06700994, 1.0]], ['2, k, 7', [-0.3683404, 0.007546972, 1.0]], ['2, k, 8', [-0.04696472, 0.5507483, 1.0]], ['2, k, 9', [0.02757235, 0.3259757, 1.0]], ['2, k, 10', [0.10538, 0.1200445, 1.0]], ['2, k, 11', [0.1095286, 0.07378194, 1.0]], ['2, k, 12', [-0.29365, 0.04587426, 1.0]], ['2, k, 13', [-0.3975746, -0.3185482, 1.0]], ['2, k, 14', [-0.4451972, -0.6720615, 1.0]], ['2, k, 15', [-0.4389455, -0.738749, 1.0]], ['2, k, 16', [-0.1511121, 0.04636246, 1.0]], ['2, k, 17', [-0.1594967, -0.2985398, 1.0]], ['2, k, 18', [-0.1970738, -0.6374519, 1.0]], ['2, k, 19', [-0.184564, -0.7216958, 1.0]], ['2, k, 20', [-0.21542, 0.5814604, 1.0]], ['2, k, 21', [-0.3661942, -0.06725144, 1.0]], ['2, k, 22', [-0.3879027, 0.003874549, 1.0]], ['2, k, 23', [0.1363339, 0.04911024, 1.0]], ['2, k, 24', [0.1413108, 0.07317161, 1.0]]]
[['2, k, 0', [-0.228216, 0.04660149, 1.0]], ['2, k, 1', [-0.2225755, 0.3561862, 1.0]], ['2, k, 2', [-0.2165781, 0.6540994, 1.0]], ['2, k, 3', [-0.2011295, 0.798955, 1.0]], ['2, k, 4', [-0.3577972, 0.5209725, 1.0]], ['2, k, 5', [-0.4080409, 0.284621, 1.0]], ['2, k, 6', [-0.3798107, 0.06630938, 1.0]], ['2, k, 7', [-0.3724779, 0.00790516, 1.0]], ['2, k, 8', [-0.05023136, 0.5509844, 1.0]], ['2, k, 9', [0.02643076, 0.3261752, 1.0]], ['2, k, 10', [0.1040789, 0.120021, 1.0]], ['2, k, 11', [0.1104512, 0.07231024, 1.0]], ['2, k, 12', [-0.295577, 0.04535756, 1.0]], ['2, k, 13', [-0.3979696, -0.3191764, 1.0]], ['2, k, 14', [-0.4452477, -0.6720571, 1.0]], ['2, k, 15', [-0.4388879, -0.7390662, 1.0]], ['2, k, 16', [-0.1532704, 0.04622753, 1.0]], ['2, k, 17', [-0.1607215, -0.2995313, 1.0]], ['2, k, 18', [-0.1971518, -0.6370981, 1.0]], ['2, k, 19', [-0.1842072, -0.7213752, 1.0]], ['2, k, 20', [-0.2182406, 0.5812584, 1.0]], ['2, k, 21', [-0.3719993, -0.0647111, 1.0]], ['2, k, 22', [-0.3924587, 0.0005006214, 1.0]], ['2, k, 23', [0.1378815, 0.04674766, 1.0]], ['2, k, 24', [0.1468042, 0.06802753, 1.0]]]
[['2, k, 0', [-0.2297668, 0.04629833, 1.0]], ['2, k, 1', [-0.2252048, 0.3560034, 1.0]], ['2, k, 2', [-0.2202111, 0.6540819, 1.0]], ['2, k, 3', [-0.2045699, 0.7989188, 1.0]], ['2, k, 4', [-0.3606919, 0.5200751, 1.0]], ['2, k, 5', [-0.4099012, 0.2835749, 1.0]], ['2, k, 6', [-0.3819868, 0.06504593, 1.0]], ['2, k, 7', [-0.3734884, 0.007724409, 1.0]], ['2, k, 8', [-0.05368993, 0.5510277, 1.0]], ['2, k, 9', [0.0243694, 0.3261648, 1.0]], ['2, k, 10', [0.1039678, 0.1205047, 1.0]], ['2, k, 11', [0.1095904, 0.07243851, 1.0]], ['2, k, 12', [-0.2968257, 0.04499953, 1.0]], ['2, k, 13', [-0.3985147, -0.3190386, 1.0]], ['2, k, 14', [-0.4452362, -0.6718937, 1.0]], ['2, k, 15', [-0.4385725, -0.739255, 1.0]], ['2, k, 16', [-0.1550871, 0.04601609, 1.0]], ['2, k, 17', [-0.1610915, -0.2995174, 1.0]], ['2, k, 18', [-0.1975215, -0.6369989, 1.0]], ['2, k, 19', [-0.1839352, -0.7215944, 1.0]], ['2, k, 20', [-0.2216287, 0.5811973, 1.0]], ['2, k, 21', [-0.3726786, -0.06497525, 1.0]], ['2, k, 22', [-0.395765, -0.001332466, 1.0]], ['2, k, 23', [0.1434458, 0.04899836, 1.0]], ['2, k, 24', [0.144061, 0.06669503, 1.0]]]
[['2, k, 0', [-0.2310776, 0.04637, 1.0]], ['2, k, 1', [-0.2272899, 0.3560636, 1.0]], ['2, k, 2', [-0.2229261, 0.6540741, 1.0]], ['2, k, 3', [-0.2081056, 0.7994512, 1.0]], ['2, k, 4', [-0.362805, 0.5201963, 1.0]], ['2, k, 5', [-0.4116931, 0.2831967, 1.0]], ['2, k, 6', [-0.3835789, 0.06470012, 1.0]], ['2, k, 7', [-0.3745829, 0.007425824, 1.0]], ['2, k, 8', [-0.05606508, 0.5516554, 1.0]], ['2, k, 9', [0.02302272, 0.3268875, 1.0]], ['2, k, 10', [0.1033221, 0.1211876, 1.0]], ['2, k, 11', [0.1100747, 0.07247806, 1.0]], ['2, k, 12', [-0.2980037, 0.04494578, 1.0]], ['2, k, 13', [-0.3989537, -0.3179716, 1.0]], ['2, k, 14', [-0.4454526, -0.6720178, 1.0]], ['2, k, 15', [-0.4385031, -0.7395825, 1.0]], ['2, k, 16', [-0.1564829, 0.04622728, 1.0]], ['2, k, 17', [-0.1612408, -0.2996168, 1.0]], ['2, k, 18', [-0.1976853, -0.636241, 1.0]], ['2, k, 19', [-0.1838408, -0.7216513, 1.0]], ['2, k, 20', [-0.2241978, 0.5812119, 1.0]], ['2, k, 21', [-0.3714848, -0.06884498, 1.0]], ['2, k, 22', [-0.3913639, 0.003575095, 1.0]], ['2, k, 23', [0.137395, 0.04677592, 1.0]], ['2, k, 24', [0.149523, 0.06150048, 1.0]]]
[['2, k, 0', [-0.2319833, 0.04628852, 1.0]], ['2, k, 1', [-0.2287514, 0.3560682, 1.0]], ['2, k, 2', [-0.2248453, 0.6541723, 1.0]], ['2, k, 3', [-0.2119495, 0.7993574, 1.0]], ['2, k, 4', [-0.365128, 0.5199676, 1.0]], ['2, k, 5', [-0.4140538, 0.2826268, 1.0]], ['2, k, 6', [-0.3847386, 0.06436896, 1.0]], ['2, k, 7', [-0.3767608, 0.006681722, 1.0]], ['2, k, 8', [-0.0587589, 0.5526427, 1.0]], ['2, k, 9', [0.02209829, 0.3266672, 1.0]], ['2, k, 10', [0.1033, 0.1211187, 1.0]], ['2, k, 11', [0.1105416, 0.07287707, 1.0]], ['2, k, 12', [-0.2988908, 0.04470706, 1.0]], ['2, k, 13', [-0.3993664, -0.3175092, 1.0]], ['2, k, 14', [-0.445444, -0.6719503, 1.0]], ['2, k, 15', [-0.4384792, -0.7396807, 1.0]], ['2, k, 16', [-0.1573973, 0.0463211, 1.0]], ['2, k, 17', [-0.1632458, -0.2993225, 1.0]], ['2, k, 18', [-0.1979779, -0.6353586, 1.0]], ['2, k, 19', [-0.1838565, -0.7213975, 1.0]], ['2, k, 20', [-0.2260116, 0.5812867, 1.0]], ['2, k, 21', [-0.3749104, -0.0646102, 1.0]], ['2, k, 22', [-0.3962885, -0.00599674, 1.0]], ['2, k, 23', [0.1396396, 0.04615955, 1.0]], ['2, k, 24', [0.1465138, 0.06464496, 1.0]]]
[['2, k, 0', [-0.2326633, 0.04628009, 1.0]], ['2, k, 1', [-0.2304175, 0.3559667, 1.0]], ['2, k, 2', [-0.2276614, 0.6538946, 1.0]], ['2, k, 3', [-0.2136295, 0.799167, 1.0]], ['2, k, 4', [-0.3674736, 0.5193304, 1.0]], ['2, k, 5', [-0.4156029, 0.2827526, 1.0]], ['2, k, 6', [-0.3862136, 0.06446777, 1.0]], ['2, k, 7', [-0.376926, 0.007175427, 1.0]], ['2, k, 8', [-0.05945574, 0.5528185, 1.0]], ['2, k, 9', [0.02115268, 0.327558, 1.0]], ['2, k, 10', [0.1027673, 0.1219608, 1.0]], ['2, k, 11', [0.1116963, 0.07527572, 1.0]], ['2, k, 12', [-0.2995185, 0.04458662, 1.0]], ['2, k, 13', [-0.3994094, -0.3173116, 1.0]], ['2, k, 14', [-0.4454201, -0.6718554, 1.0]], ['2, k, 15', [-0.4384068, -0.7399384, 1.0]], ['2, k, 16', [-0.1581148, 0.04643811, 1.0]], ['2, k, 17', [-0.1643964, -0.2992975, 1.0]], ['2, k, 18', [-0.1980047, -0.63538, 1.0]], ['2, k, 19', [-0.1841932, -0.7212982, 1.0]], ['2, k, 20', [-0.228529, 0.5810609, 1.0]], ['2, k, 21', [-0.3762255, -0.06419151, 1.0]], ['2, k, 22', [-0.3972347, -0.001917037, 1.0]], ['2, k, 23', [0.1424771, 0.04853687, 1.0]], ['2, k, 24', [0.1521884, 0.06106317, 1.0]]]
[['2, k, 0', [-0.2336429, 0.04644103, 1.0]], ['2, k, 1', [-0.2313338, 0.3560613, 1.0]], ['2, k, 2', [-0.2283585, 0.6539173, 1.0]], ['2, k, 3', [-0.2156614, 0.7994711, 1.0]], ['2, k, 4', [-0.3687416, 0.5193803, 1.0]], ['2, k, 5', [-0.4167299, 0.282841, 1.0]], ['2, k, 6', [-0.3869476, 0.06456908, 1.0]], ['2, k, 7', [-0.3781306, 0.006936737, 1.0]], ['2, k, 8', [-0.06044739, 0.5532585, 1.0]], ['2, k, 9', [0.02105091, 0.3277762, 1.0]], ['2, k, 10', [0.1029307, 0.1221897, 1.0]], ['2, k, 11', [0.1106367, 0.07285362, 1.0]], ['2, k, 12', [-0.3004216, 0.04466283, 1.0]], ['2, k, 13', [-0.3995331, -0.3173953, 1.0]], ['2, k, 14', [-0.4454327, -0.671847, 1.0]], ['2, k, 15', [-0.4383542, -0.7402335, 1.0]], ['2, k, 16', [-0.1591245, 0.04667955, 1.0]], ['2, k, 17', [-0.1643454, -0.2993008, 1.0]], ['2, k, 18', [-0.1981624, -0.6353381, 1.0]], ['2, k, 19', [-0.1846305, -0.7212337, 1.0]], ['2, k, 20', [-0.2292877, 0.581101, 1.0]], ['2, k, 21', [-0.3758017, -0.06399726, 1.0]], ['2, k, 22', [-0.3969641, -0.00111364, 1.0]], ['2, k, 23', [0.141561, 0.04724878, 1.0]], ['2, k, 24', [0.143536, 0.07116578, 1.0]]]
[['2, k, 0', [-0.2350385, 0.04637061, 1.0]], ['2, k, 1', [-0.2324518, 0.3560786, 1.0]], ['2, k, 2', [-0.2290976, 0.653995, 1.0]], ['2, k, 3', [-0.2171792, 0.7996253, 1.0]], ['2, k, 4', [-0.3704178, 0.5193371, 1.0]], ['2, k, 5', [-0.4183284, 0.2822454, 1.0]], ['2, k, 6', [-0.3878416, 0.06399154, 1.0]], ['2, k, 7', [-0.3798063, 0.007524708, 1.0]], ['2, k, 8', [-0.06166476, 0.5527996, 1.0]], ['2, k, 9', [0.02070368, 0.3280492, 1.0]], ['2, k, 10', [0.1030944, 0.1225285, 1.0]], ['2, k, 11', [0.1099871, 0.07563552, 1.0]], ['2, k, 12', [-0.3019947, 0.04454641, 1.0]], ['2, k, 13', [-0.3998175, -0.3171194, 1.0]], ['2, k, 14', [-0.4457243, -0.6716931, 1.0]], ['2, k, 15', [-0.4383079, -0.7403659, 1.0]], ['2, k, 16', [-0.1603485, 0.04664809, 1.0]], ['2, k, 17', [-0.1660344, -0.299318, 1.0]], ['2, k, 18', [-0.1981975, -0.6352551, 1.0]], ['2, k, 19', [-0.1845059, -0.7214274, 1.0]], ['2, k, 20', [-0.2301227, 0.5811665, 1.0]], ['2, k, 21', [-0.3777829, -0.06351878, 1.0]], ['2, k, 22', [-0.3985103, 0.003984468, 1.0]], ['2, k, 23', [0.1244422, 0.04263572, 1.0]], ['2, k, 24', [0.1385348, 0.05514415, 1.0]]]
[['2, k, 0', [-0.2361787, 0.04640552, 1.0]], ['2, k, 1', [-0.2339974, 0.3562339, 1.0]], ['2, k, 2', [-0.2311077, 0.6543169, 1.0]], ['2, k, 3', [-0.2188219, 0.7998698, 1.0]], ['2, k, 4', [-0.3722061, 0.5192981, 1.0]], ['2, k, 5', [-0.4196533, 0.2825152, 1.0]], ['2, k, 6', [-0.3899251, 0.06403486, 1.0]], ['2, k, 7', [-0.3819669, 0.005697344, 1.0]], ['2, k, 8', [-0.06248374, 0.5528507, 1.0]], ['2, k, 9', [0.02057583, 0.3279099, 1.0]], ['2, k, 10', [0.1030271, 0.1223831, 1.0]], ['2, k, 11', [0.1107535, 0.074566, 1.0]], ['2, k, 12', [-0.3033161, 0.04446299, 1.0]], ['2, k, 13', [-0.4006925, -0.3174944, 1.0]], ['2, k, 14', [-0.4458255, -0.6717043, 1.0]], ['2, k, 15', [-0.4382356, -0.740491, 1.0]], ['2, k, 16', [-0.1613533, 0.04677721, 1.0]], ['2, k, 17', [-0.1655055, -0.2985427, 1.0]], ['2, k, 18', [-0.1982677, -0.635288, 1.0]], ['2, k, 19', [-0.1846718, -0.7215015, 1.0]], ['2, k, 20', [-0.2320153, 0.5814419, 1.0]], ['2, k, 21', [-0.3787679, -0.06446628, 1.0]], ['2, k, 22', [-0.4012774, 0.002441275, 1.0]], ['2, k, 23', [0.1275391, 0.04308716, 1.0]], ['2, k, 24', [0.1427843, 0.06197598, 1.0]]]
[['2, k, 0', [-0.236533, 0.0464894, 1.0]], ['2, k, 1', [-0.234595, 0.3563224, 1.0]], ['2, k, 2', [-0.2319782, 0.6544125, 1.0]], ['2, k, 3', [-0.2202863, 0.7997838, 1.0]], ['2, k, 4', [-0.3734536, 0.5192691, 1.0]], ['2, k, 5', [-0.4209132, 0.2823877, 1.0]], ['2, k, 6', [-0.3920228, 0.0636072, 1.0]], ['2, k, 7', [-0.3837462, 0.004414763, 1.0]], ['2, k, 8', [-0.06319781, 0.5529715, 1.0]], ['2, k, 9', [0.0205309, 0.3281954, 1.0]], ['2, k, 10', [0.1030601, 0.122722, 1.0]], ['2, k, 11', [0.1122711, 0.07308868, 1.0]], ['2, k, 12', [-0.3038079, 0.04442716, 1.0]], ['2, k, 13', [-0.4008397, -0.3173371, 1.0]], ['2, k, 14', [-0.4458525, -0.6715492, 1.0]], ['2, k, 15', [-0.4382355, -0.7404975, 1.0]], ['2, k, 16', [-0.1615822, 0.0469411, 1.0]], ['2, k, 17', [-0.1657299, -0.298085, 1.0]], ['2, k, 18', [-0.1983144, -0.6352915, 1.0]], ['2, k, 19', [-0.1847044, -0.7214594, 1.0]], ['2, k, 20', [-0.2328183, 0.5815364, 1.0]], ['2, k, 21', [-0.3823288, -0.0641765, 1.0]], ['2, k, 22', [-0.4053668, -0.006889957, 1.0]], ['2, k, 23', [0.1448207, 0.04558567, 1.0]], ['2, k, 24', [0.1476739, 0.06830709, 1.0]]]
[['2, k, 0', [-0.2372921, 0.04659506, 1.0]], ['2, k, 1', [-0.2352425, 0.3563778, 1.0]], ['2, k, 2', [-0.2324496, 0.6544254, 1.0]], ['2, k, 3', [-0.2213044, 0.799763, 1.0]], ['2, k, 4', [-0.3745248, 0.5198802, 1.0]], ['2, k, 5', [-0.4217343, 0.2822038, 1.0]], ['2, k, 6', [-0.3948086, 0.06334891, 1.0]], ['2, k, 7', [-0.3842786, -0.001954975, 1.0]], ['2, k, 8', [-0.06447279, 0.5532968, 1.0]], ['2, k, 9', [0.02075537, 0.3288133, 1.0]], ['2, k, 10', [0.1027743, 0.1230573, 1.0]], ['2, k, 11', [0.110767, 0.07646354, 1.0]], ['2, k, 12', [-0.3045744, 0.04450841, 1.0]], ['2, k, 13', [-0.4010336, -0.3171324, 1.0]], ['2, k, 14', [-0.4457569, -0.6715864, 1.0]], ['2, k, 15', [-0.4382099, -0.7406109, 1.0]], ['2, k, 16', [-0.1622701, 0.04706981, 1.0]], ['2, k, 17', [-0.1653145, -0.2974578, 1.0]], ['2, k, 18', [-0.1984066, -0.6351932, 1.0]], ['2, k, 19', [-0.1849518, -0.7213861, 1.0]], ['2, k, 20', [-0.2333359, 0.581559, 1.0]], ['2, k, 21', [-0.3776317, -0.06918149, 1.0]], ['2, k, 22', [-0.4046511, -0.01547148, 1.0]], ['2, k, 23', [0.1271661, 0.04297306, 1.0]], ['2, k, 24', [0.140315, 0.06099524, 1.0]]]
[['2, k, 0', [-0.2377893, 0.04669049, 1.0]], ['2, k, 1', [-0.2356792, 0.356422, 1.0]], ['2, k, 2', [-0.2328344, 0.6544359, 1.0]], ['2, k, 3', [-0.2222439, 0.7998459, 1.0]], ['2, k, 4', [-0.3751705, 0.5201727, 1.0]], ['2, k, 5', [-0.4224224, 0.2820929, 1.0]], ['2, k, 6', [-0.3966576, 0.06280859, 1.0]], ['2, k, 7', [-0.3871225, 0.002922951, 1.0]], ['2, k, 8', [-0.06468956, 0.553435, 1.0]], ['2, k, 9', [0.02074389, 0.3291249, 1.0]], ['2, k, 10', [0.1019529, 0.1230223, 1.0]], ['2, k, 11', [0.112223, 0.0762246, 1.0]], ['2, k, 12', [-0.305135, 0.04453153, 1.0]], ['2, k, 13', [-0.4014164, -0.3178246, 1.0]], ['2, k, 14', [-0.4457573, -0.6715891, 1.0]], ['2, k, 15', [-0.4382815, -0.7410383, 1.0]], ['2, k, 16', [-0.1626692, 0.04722372, 1.0]], ['2, k, 17', [-0.1651269, -0.2974451, 1.0]], ['2, k, 18', [-0.198434, -0.6354967, 1.0]], ['2, k, 19', [-0.1849062, -0.7213781, 1.0]], ['2, k, 20', [-0.2337296, 0.5815772, 1.0]], ['2, k, 21', [-0.3843004, -0.0651937, 1.0]], ['2, k, 22', [-0.4064415, -0.01161128, 1.0]], ['2, k, 23', [0.1382237, 0.04590153, 1.0]], ['2, k, 24', [0.1449035, 0.06363824, 1.0]]]
[['2, k, 0', [-0.2383539, 0.04663209, 1.0]], ['2, k, 1', [-0.2361666, 0.3564087, 1.0]], ['2, k, 2', [-0.2332842, 0.6544463, 1.0]], ['2, k, 3', [-0.2227488, 0.7997981, 1.0]], ['2, k, 4', [-0.3761684, 0.5205744, 1.0]], ['2, k, 5', [-0.4234878, 0.2831081, 1.0]], ['2, k, 6', [-0.3979349, 0.06395499, 1.0]], ['2, k, 7', [-0.3877046, -0.0004537824, 1.0]], ['2, k, 8', [-0.06481008, 0.5533291, 1.0]], ['2, k, 9', [0.02097121, 0.329237, 1.0]], ['2, k, 10', [0.101957, 0.123134, 1.0]], ['2, k, 11', [0.1128426, 0.07092781, 1.0]], ['2, k, 12', [-0.3058492, 0.04438291, 1.0]], ['2, k, 13', [-0.4014228, -0.317813, 1.0]], ['2, k, 14', [-0.4457711, -0.6715602, 1.0]], ['2, k, 15', [-0.4382398, -0.7410601, 1.0]], ['2, k, 16', [-0.163059, 0.0472392, 1.0]], ['2, k, 17', [-0.1652735, -0.2966917, 1.0]], ['2, k, 18', [-0.1984804, -0.6355646, 1.0]], ['2, k, 19', [-0.1857174, -0.7215946, 1.0]], ['2, k, 20', [-0.2341749, 0.5815823, 1.0]], ['2, k, 21', [-0.3799139, -0.06817773, 1.0]], ['2, k, 22', [-0.4158036, -0.01442357, 1.0]], ['2, k, 23', [0.1143598, 0.01509477, 1.0]], ['2, k, 24', [0.1531758, 0.05627209, 1.0]]]
[['2, k, 0', [-0.2383263, 0.0466892, 1.0]], ['2, k, 1', [-0.2362235, 0.3564145, 1.0]], ['2, k, 2', [-0.233565, 0.6543717, 1.0]], ['2, k, 3', [-0.2233724, 0.7996897, 1.0]], ['2, k, 4', [-0.3776091, 0.5206801, 1.0]], ['2, k, 5', [-0.4239139, 0.2824239, 1.0]], ['2, k, 6', [-0.398965, 0.06335796, 1.0]], ['2, k, 7', [-0.3879907, -0.003655779, 1.0]], ['2, k, 8', [-0.06497328, 0.5534801, 1.0]], ['2, k, 9', [0.02105404, 0.3297246, 1.0]], ['2, k, 10', [0.1019709, 0.123428, 1.0]], ['2, k, 11', [0.1130156, 0.0715702, 1.0]], ['2, k, 12', [-0.3058652, 0.04440119, 1.0]], ['2, k, 13', [-0.4013668, -0.3178422, 1.0]], ['2, k, 14', [-0.4457846, -0.6715667, 1.0]], ['2, k, 15', [-0.4381972, -0.7410484, 1.0]], ['2, k, 16', [-0.1629535, 0.04736758, 1.0]], ['2, k, 17', [-0.1652209, -0.2963643, 1.0]], ['2, k, 18', [-0.1985229, -0.6356655, 1.0]], ['2, k, 19', [-0.1845084, -0.7213379, 1.0]], ['2, k, 20', [-0.2343884, 0.5815383, 1.0]], ['2, k, 21', [-0.3853488, -0.06923238, 1.0]], ['2, k, 22', [-0.4101372, -0.0104261, 1.0]], ['2, k, 23', [0.1164972, 0.01388217, 1.0]], ['2, k, 24', [0.1552922, 0.05527683, 1.0]]]
[['2, k, 0', [-0.2384104, 0.04706265, 1.0]], ['2, k, 1', [-0.2362235, 0.3565109, 1.0]], ['2, k, 2', [-0.2335093, 0.6543577, 1.0]], ['2, k, 3', [-0.223417, 0.7997202, 1.0]], ['2, k, 4', [-0.3780187, 0.5213039, 1.0]], ['2, k, 5', [-0.424116, 0.2816317, 1.0]], ['2, k, 6', [-0.3989249, 0.0628373, 1.0]], ['2, k, 7', [-0.3888106, -0.002915789, 1.0]], ['2, k, 8', [-0.06443539, 0.5532359, 1.0]], ['2, k, 9', [0.02149601, 0.3297384, 1.0]], ['2, k, 10', [0.1020126, 0.1232781, 1.0]], ['2, k, 11', [0.1135008, 0.07194364, 1.0]], ['2, k, 12', [-0.3059522, 0.04472675, 1.0]], ['2, k, 13', [-0.4012957, -0.3179914, 1.0]], ['2, k, 14', [-0.4457861, -0.6719361, 1.0]], ['2, k, 15', [-0.4382033, -0.7410625, 1.0]], ['2, k, 16', [-0.1630202, 0.04775845, 1.0]], ['2, k, 17', [-0.1648865, -0.2962452, 1.0]], ['2, k, 18', [-0.1986256, -0.6354349, 1.0]], ['2, k, 19', [-0.184206, -0.7214032, 1.0]], ['2, k, 20', [-0.2343441, 0.581539, 1.0]], ['2, k, 21', [-0.3818773, -0.06993749, 1.0]], ['2, k, 22', [-0.4248438, -0.03315243, 1.0]], ['2, k, 23', [0.1136116, 0.01500058, 1.0]], ['2, k, 24', [0.1537682, 0.05318504, 1.0]]]
