[['2, k, 0', [-0.1523852, -0.1471368, 1.0]], ['2, k, 1', [-0.164325, 0.1084493, 1.0]], ['2, k, 2', [-0.1744495, 0.3590415, 1.0]], ['2, k, 3', [-0.1743936, 0.5064478, 1.0]], ['2, k, 4', [-0.3426741, 0.2327876, 1.0]], ['2, k, 5', [-0.4055997, 0.01832984, 1.0]], ['2, k, 6', [-0.3067407, -0.08458287, 1.0]], ['2, k, 7', [-0.2303596, -0.1037707, 1.0]], ['2, k, 8', [0.01533488, 0.250593, 1.0]], ['2, k, 9', [0.08389735, 0.03187588, 1.0]], ['2, k, 10', [0.006605603, -0.05898674, 1.0]], ['2, k, 11', [-0.05188078, -0.07343041, 1.0]], ['2, k, 12', [-0.2294617, -0.1480656, 1.0]], ['2, k, 13', [-0.3094765, -0.2064431, 1.0]], ['2, k, 14', [-0.2300075, -0.6166401, 1.0]], ['2, k, 15', [-0.2172136, -0.6929227, 1.0]], ['2, k, 16', [-0.07167128, -0.1421425, 1.0]], ['2, k, 17', [0.08992416, -0.2048197, 1.0]], ['2, k, 18', [-0.02087551, -0.6284893, 1.0]], ['2, k, 19', [-0.02821421, -0.694921, 1.0]], ['2, k, 20', [-0.1722542, 0.2972038, 1.0]], ['2, k, 21', [-0.1668825, -0.124702, 1.0]], ['2, k, 22', [-0.2619647, -0.123929, 1.0]], ['2, k, 23', [-0.1072284, -0.1182933, 1.0]], ['2, k, 24', [0.01920876, -0.1132584, 1.0]]]
[['2, k, 0', [-0.1715081, -0.1524018, 1.0]], ['2, k, 1', [-0.1739016, 0.1062975, 1.0]], ['2, k, 2', [-0.1754442, 0.358815, 1.0]], ['2, k, 3', [-0.1748397, 0.5039827, 1.0]], ['2, k, 4', [-0.3401375, 0.2336747, 1.0]], ['2, k, 5', [-0.4198639, 0.01486259, 1.0]], ['2, k, 6', [-0.293773, -0.07418409, 1.0]], ['2, k, 7', [-0.2227662, -0.08983673, 1.0]], ['2, k, 8', [0.008725648, 0.2425968, 1.0]], ['2, k, 9', [0.08041035, 0.0339005, 1.0]], ['2, k, 10', [0.01795413, -0.06084582, 1.0]], ['2, k, 11', [-0.03290101, -0.08333161, 1.0]], ['2, k, 12', [-0.2503615, -0.1503397, 1.0]], ['2, k, 13', [-0.3140657, -0.190171, 1.0]], ['2, k, 14', [-0.2226879, -0.6035455, 1.0]], ['2, k, 15', [-0.2082653, -0.6803811, 1.0]], ['2, k, 16', [-0.08854681, -0.1507466, 1.0]], ['2, k, 17', [0.1466622, -0.190505, 1.0]], ['2, k, 18', [0.0147462, -0.6052793, 1.0]], ['2, k, 19', [0.03275107, -0.6423816, 1.0]], ['2, k, 20', [-0.1751953, 0.2965163, 1.0]], ['2, k, 21', [-0.1501423, -0.1128983, 1.0]], ['2, k, 22', [-0.2386965, -0.1233641, 1.0]], ['2, k, 23', [-0.08000311, -0.1336539, 1.0]], ['2, k, 24', [0.03989458, -0.1179505, 1.0]]]
[['2, k, 0', [-0.1714485, -0.1527031, 1.0]], ['2, k, 1', [-0.1740633, 0.1061811, 1.0]], ['2, k, 2', [-0.1761607, 0.3588291, 1.0]], ['2, k, 3', [-0.1753159, 0.5039313, 1.0]], ['2, k, 4', [-0.3401529, 0.2335315, 1.0]], ['2, k, 5', [-0.4176204, 0.01413334, 1.0]], ['2, k, 6', [-0.2921689, -0.0746083, 1.0]], ['2, k, 7', [-0.2183322, -0.09228204, 1.0]], ['2, k, 8', [0.008640632, 0.24273, 1.0]], ['2, k, 9', [0.08156344, 0.0341962, 1.0]], ['2, k, 10', [0.0622585, -0.08407822, 1.0]], ['2, k, 11', [0.002400539, -0.08603524, 1.0]], ['2, k, 12', [-0.2502044, -0.1507372, 1.0]], ['2, k, 13', [-0.2904665, -0.2041167, 1.0]], ['2, k, 14', [-0.2073908, -0.6091951, 1.0]], ['2, k, 15', [-0.1863476, -0.6461184, 1.0]], ['2, k, 16', [-0.08855274, -0.150975, 1.0]], ['2, k, 17', [0.1470847, -0.1908506, 1.0]], ['2, k, 18', [0.01392933, -0.6062434, 1.0]], ['2, k, 19', [0.03195409, -0.6433333, 1.0]], ['2, k, 20', [-0.1757256, 0.2964816, 1.0]], ['2, k, 21', [-0.1427196, -0.1146905, 1.0]], ['2, k, 22', [-0.2399037, -0.1236445, 1.0]], ['2, k, 23', [-0.02530956, -0.1388628, 1.0]], ['2, k, 24', [0.08647288, -0.1024805, 1.0]]]
[['2, k, 0', [-0.1709923, -0.1531586, 1.0]], ['2, k, 1', [-0.1739241, 0.1060547, 1.0]], ['2, k, 2', [-0.176147, 0.3588266, 1.0]], ['2, k, 3', [-0.1754775, 0.503822, 1.0]], ['2, k, 4', [-0.3402628, 0.2330197, 1.0]], ['2, k, 5', [-0.4154544, 0.01219914, 1.0]], ['2, k, 6', [-0.2809418, -0.06811094, 1.0]], ['2, k, 7', [-0.2132763, -0.09209172, 1.0]], ['2, k, 8', [0.008851746, 0.2431919, 1.0]], ['2, k, 9', [0.08387161, 0.03446986, 1.0]], ['2, k, 10', [0.06268766, -0.08425307, 1.0]], ['2, k, 11', [0.002250615, -0.08659921, 1.0]], ['2, k, 12', [-0.2495043, -0.1514064, 1.0]], ['2, k, 13', [-0.2812303, -0.2050643, 1.0]], ['2, k, 14', [-0.1990041, -0.6078451, 1.0]], ['2, k, 15', [-0.1779469, -0.6448241, 1.0]], ['2, k, 16', [-0.08826495, -0.1512716, 1.0]], ['2, k, 17', [0.1473316, -0.1909862, 1.0]], ['2, k, 18', [0.0116155, -0.6096659, 1.0]], ['2, k, 19', [0.02981339, -0.6467066, 1.0]], ['2, k, 20', [-0.1756973, 0.2964671, 1.0]], ['2, k, 21', [-0.1418656, -0.1122306, 1.0]], ['2, k, 22', [-0.2306493, -0.1270149, 1.0]], ['2, k, 23', [-0.02941041, -0.1361321, 1.0]], ['2, k, 24', [0.08497988, -0.101624, 1.0]]]
[['2, k, 0', [-0.1659853, -0.1539414, 1.0]], ['2, k, 1', [-0.1722803, 0.1057553, 1.0]], ['2, k, 2', [-0.1757566, 0.3589519, 1.0]], ['2, k, 3', [-0.174372, 0.5044138, 1.0]], ['2, k, 4', [-0.3369758, 0.2334043, 1.0]], ['2, k, 5', [-0.4076861, 0.008621731, 1.0]], ['2, k, 6', [-0.2842687, -0.08007412, 1.0]], ['2, k, 7', [-0.207889, -0.08853971, 1.0]], ['2, k, 8', [0.009535861, 0.2440959, 1.0]], ['2, k, 9', [0.08866126, 0.03717498, 1.0]], ['2, k, 10', [0.01932857, -0.04615812, 1.0]], ['2, k, 11', [-0.0242824, -0.06838474, 1.0]], ['2, k, 12', [-0.2438693, -0.1525797, 1.0]], ['2, k, 13', [-0.2642819, -0.1970265, 1.0]], ['2, k, 14', [-0.2204757, -0.6133662, 1.0]], ['2, k, 15', [-0.2261963, -0.6904297, 1.0]], ['2, k, 16', [-0.08391717, -0.1516311, 1.0]], ['2, k, 17', [0.1474816, -0.191063, 1.0]], ['2, k, 18', [0.0115233, -0.6102274, 1.0]], ['2, k, 19', [0.03045683, -0.6472405, 1.0]], ['2, k, 20', [-0.1750629, 0.2964826, 1.0]], ['2, k, 21', [-0.1394179, -0.113961, 1.0]], ['2, k, 22', [-0.213568, -0.1234104, 1.0]], ['2, k, 23', [-0.05492178, -0.1044795, 1.0]], ['2, k, 24', [0.04674025, -0.1137023, 1.0]]]
[['2, k, 0', [-0.165973, -0.1539741, 1.0]], ['2, k, 1', [-0.1720631, 0.1057768, 1.0]], ['2, k, 2', [-0.1753371, 0.3591589, 1.0]], ['2, k, 3', [-0.1736642, 0.5043647, 1.0]], ['2, k, 4', [-0.3364488, 0.2335329, 1.0]], ['2, k, 5', [-0.4075805, 0.008821939, 1.0]], ['2, k, 6', [-0.2845408, -0.08021562, 1.0]], ['2, k, 7', [-0.2125585, -0.09003495, 1.0]], ['2, k, 8', [0.01002279, 0.2439695, 1.0]], ['2, k, 9', [0.0887, 0.03627321, 1.0]], ['2, k, 10', [0.06139805, -0.07317223, 1.0]], ['2, k, 11', [0.02189069, -0.08471539, 1.0]], ['2, k, 12', [-0.24383, -0.1525889, 1.0]], ['2, k, 13', [-0.2754237, -0.187074, 1.0]], ['2, k, 14', [-0.2666084, -0.6134221, 1.0]], ['2, k, 15', [-0.2532041, -0.6860331, 1.0]], ['2, k, 16', [-0.08391789, -0.1517154, 1.0]], ['2, k, 17', [0.1474064, -0.190976, 1.0]], ['2, k, 18', [0.01114183, -0.6107769, 1.0]], ['2, k, 19', [0.0302845, -0.6477845, 1.0]], ['2, k, 20', [-0.1746947, 0.2966366, 1.0]], ['2, k, 21', [-0.1544038, -0.1128079, 1.0]], ['2, k, 22', [-0.2274339, -0.1203773, 1.0]], ['2, k, 23', [0.01400234, -0.1415229, 1.0]], ['2, k, 24', [0.07476681, -0.0930829, 1.0]]]
[['2, k, 0', [-0.166125, -0.1539807, 1.0]], ['2, k, 1', [-0.171878, 0.1057949, 1.0]], ['2, k, 2', [-0.1744186, 0.3592671, 1.0]], ['2, k, 3', [-0.1709289, 0.5037045, 1.0]], ['2, k, 4', [-0.335792, 0.2339506, 1.0]], ['2, k, 5', [-0.407582, 0.008961271, 1.0]], ['2, k, 6', [-0.2847294, -0.08032297, 1.0]], ['2, k, 7', [-0.2146913, -0.09446604, 1.0]], ['2, k, 8', [0.01064538, 0.2439004, 1.0]], ['2, k, 9', [0.08867162, 0.03619197, 1.0]], ['2, k, 10', [0.01147257, -0.07639145, 1.0]], ['2, k, 11', [-0.02057733, -0.0917625, 1.0]], ['2, k, 12', [-0.2439699, -0.1524871, 1.0]], ['2, k, 13', [-0.2918875, -0.1823093, 1.0]], ['2, k, 14', [-0.3055626, -0.6081544, 1.0]], ['2, k, 15', [-0.3087187, -0.6851112, 1.0]], ['2, k, 16', [-0.08415925, -0.1518506, 1.0]], ['2, k, 17', [0.146618, -0.1931385, 1.0]], ['2, k, 18', [0.0115437, -0.6114208, 1.0]], ['2, k, 19', [0.03090552, -0.6484201, 1.0]], ['2, k, 20', [-0.174, 0.2967222, 1.0]], ['2, k, 21', [-0.1526174, -0.1072299, 1.0]], ['2, k, 22', [-0.2249161, -0.132383, 1.0]], ['2, k, 23', [-0.05530686, -0.1217263, 1.0]], ['2, k, 24', [0.02167785, -0.1168061, 1.0]]]
[['2, k, 0', [-0.166309, -0.1540128, 1.0]], ['2, k, 1', [-0.1717546, 0.1058059, 1.0]], ['2, k, 2', [-0.1738907, 0.3593655, 1.0]], ['2, k, 3', [-0.1696321, 0.5035904, 1.0]], ['2, k, 4', [-0.335418, 0.2340198, 1.0]], ['2, k, 5', [-0.4075505, 0.009779714, 1.0]], ['2, k, 6', [-0.2818795, -0.077911, 1.0]], ['2, k, 7', [-0.22863, -0.0890765, 1.0]], ['2, k, 8', [0.01099984, 0.2439491, 1.0]], ['2, k, 9', [0.08876003, 0.03525487, 1.0]], ['2, k, 10', [0.03930346, -0.06713524, 1.0]], ['2, k, 11', [-0.0114986, -0.08463636, 1.0]], ['2, k, 12', [-0.2441721, -0.1524151, 1.0]], ['2, k, 13', [-0.3139299, -0.1846572, 1.0]], ['2, k, 14', [-0.3644666, -0.6001814, 1.0]], ['2, k, 15', [-0.3716676, -0.6751131, 1.0]], ['2, k, 16', [-0.08437268, -0.1519856, 1.0]], ['2, k, 17', [0.1467011, -0.1917547, 1.0]], ['2, k, 18', [0.01285003, -0.6112185, 1.0]], ['2, k, 19', [0.03218942, -0.6482227, 1.0]], ['2, k, 20', [-0.1735846, 0.2967979, 1.0]], ['2, k, 21', [-0.157208, -0.1184185, 1.0]], ['2, k, 22', [-0.2569281, -0.1150177, 1.0]], ['2, k, 23', [-0.02827995, -0.1381294, 1.0]], ['2, k, 24', [0.06897821, -0.1008257, 1.0]]]
[['2, k, 0', [-0.1668307, -0.153723, 1.0]], ['2, k, 1', [-0.1714373, 0.1060249, 1.0]], ['2, k, 2', [-0.1724651, 0.3597584, 1.0]], ['2, k, 3', [-0.1651419, 0.5028133, 1.0]], ['2, k, 4', [-0.3339253, 0.2339494, 1.0]], ['2, k, 5', [-0.4078274, 0.01124937, 1.0]], ['2, k, 6', [-0.2904725, -0.08293092, 1.0]], ['2, k, 7', [-0.2471283, -0.09832805, 1.0]], ['2, k, 8', [0.01367213, 0.2427636, 1.0]], ['2, k, 9', [0.08833414, 0.03412588, 1.0]], ['2, k, 10', [0.0625413, -0.09011589, 1.0]], ['2, k, 11', [0.01426532, -0.1019443, 1.0]], ['2, k, 12', [-0.2448934, -0.1517432, 1.0]], ['2, k, 13', [-0.3757158, -0.2075643, 1.0]], ['2, k, 14', [-0.4694804, -0.5957647, 1.0]], ['2, k, 15', [-0.4976688, -0.6656532, 1.0]], ['2, k, 16', [-0.08475946, -0.1519522, 1.0]], ['2, k, 17', [0.1472068, -0.1903884, 1.0]], ['2, k, 18', [0.01328661, -0.610409, 1.0]], ['2, k, 19', [0.03272847, -0.6474195, 1.0]], ['2, k, 20', [-0.172505, 0.2971516, 1.0]], ['2, k, 21', [-0.1887198, -0.1240031, 1.0]], ['2, k, 22', [-0.2716289, -0.130692, 1.0]], ['2, k, 23', [0.001208084, -0.1538306, 1.0]], ['2, k, 24', [0.06287591, -0.09396774, 1.0]]]
[['2, k, 0', [-0.1673354, -0.1537855, 1.0]], ['2, k, 1', [-0.1711579, 0.1059645, 1.0]], ['2, k, 2', [-0.1712926, 0.3595928, 1.0]], ['2, k, 3', [-0.1621519, 0.5023954, 1.0]], ['2, k, 4', [-0.3316072, 0.23478, 1.0]], ['2, k, 5', [-0.4106829, 0.01408837, 1.0]], ['2, k, 6', [-0.3115259, -0.09784232, 1.0]], ['2, k, 7', [-0.2695286, -0.1055381, 1.0]], ['2, k, 8', [0.01478214, 0.2418109, 1.0]], ['2, k, 9', [0.08760086, 0.03354385, 1.0]], ['2, k, 10', [0.06270382, -0.09049351, 1.0]], ['2, k, 11', [0.01421289, -0.101636, 1.0]], ['2, k, 12', [-0.2456163, -0.1513664, 1.0]], ['2, k, 13', [-0.3921209, -0.2140643, 1.0]], ['2, k, 14', [-0.5427632, -0.6279414, 1.0]], ['2, k, 15', [-0.5605469, -0.6704102, 1.0]], ['2, k, 16', [-0.08517509, -0.1523478, 1.0]], ['2, k, 17', [0.1475586, -0.1896534, 1.0]], ['2, k, 18', [0.01359214, -0.6099811, 1.0]], ['2, k, 19', [0.03333779, -0.6469914, 1.0]], ['2, k, 20', [-0.1715869, 0.2970237, 1.0]], ['2, k, 21', [-0.2360949, -0.1768547, 1.0]], ['2, k, 22', [-0.3190686, -0.1031965, 1.0]], ['2, k, 23', [0.003305932, -0.1523672, 1.0]], ['2, k, 24', [0.04202715, -0.1158634, 1.0]]]
[['2, k, 0', [-0.1665211, -0.1530838, 1.0]], ['2, k, 1', [-0.1700192, 0.1062082, 1.0]], ['2, k, 2', [-0.1705203, 0.3595106, 1.0]], ['2, k, 3', [-0.1603003, 0.5018784, 1.0]], ['2, k, 4', [-0.3315002, 0.2350126, 1.0]], ['2, k, 5', [-0.4136942, 0.01562948, 1.0]], ['2, k, 6', [-0.3247903, -0.1042172, 1.0]], ['2, k, 7', [-0.2816485, -0.1128167, 1.0]], ['2, k, 8', [0.01611267, 0.2409163, 1.0]], ['2, k, 9', [0.08701216, 0.03219302, 1.0]], ['2, k, 10', [0.01000309, -0.07934758, 1.0]], ['2, k, 11', [-0.02009207, -0.0928458, 1.0]], ['2, k, 12', [-0.2444485, -0.1501951, 1.0]], ['2, k, 13', [-0.4260674, -0.2244781, 1.0]], ['2, k, 14', [-0.593761, -0.6086174, 1.0]], ['2, k, 15', [-0.5655179, -0.645277, 1.0]], ['2, k, 16', [-0.08463301, -0.1520333, 1.0]], ['2, k, 17', [0.1480226, -0.188657, 1.0]], ['2, k, 18', [0.01446954, -0.6077845, 1.0]], ['2, k, 19', [0.03420635, -0.6447932, 1.0]], ['2, k, 20', [-0.1707067, 0.2970079, 1.0]], ['2, k, 21', [-0.2411334, -0.1825379, 1.0]], ['2, k, 22', [-0.3227499, -0.1163302, 1.0]], ['2, k, 23', [-0.03974369, -0.1285629, 1.0]], ['2, k, 24', [0.01664418, -0.1238614, 1.0]]]
[['2, k, 0', [-0.1663334, -0.1528813, 1.0]], ['2, k, 1', [-0.1695544, 0.1064331, 1.0]], ['2, k, 2', [-0.1699317, 0.3597643, 1.0]], ['2, k, 3', [-0.1586389, 0.5018992, 1.0]], ['2, k, 4', [-0.3304523, 0.2356865, 1.0]], ['2, k, 5', [-0.416472, 0.01707385, 1.0]], ['2, k, 6', [-0.3198254, -0.1000231, 1.0]], ['2, k, 7', [-0.283256, -0.1073169, 1.0]], ['2, k, 8', [0.01674819, 0.2400409, 1.0]], ['2, k, 9', [0.08719116, 0.03211045, 1.0]], ['2, k, 10', [0.01148107, -0.07780425, 1.0]], ['2, k, 11', [-0.01864913, -0.0830109, 1.0]], ['2, k, 12', [-0.2443008, -0.1498802, 1.0]], ['2, k, 13', [-0.4521895, -0.2322376, 1.0]], ['2, k, 14', [-0.6427211, -0.5971661, 1.0]], ['2, k, 15', [-0.6134946, -0.6340295, 1.0]], ['2, k, 16', [-0.08441117, -0.151951, 1.0]], ['2, k, 17', [0.1486136, -0.1873651, 1.0]], ['2, k, 18', [0.01407018, -0.6077852, 1.0]], ['2, k, 19', [0.03417549, -0.6447756, 1.0]], ['2, k, 20', [-0.1701425, 0.2972548, 1.0]], ['2, k, 21', [-0.2334936, -0.1648158, 1.0]], ['2, k, 22', [-0.3264522, -0.1185158, 1.0]], ['2, k, 23', [-0.04174068, -0.1157045, 1.0]], ['2, k, 24', [0.02616477, -0.1021519, 1.0]]]
[['2, k, 0', [-0.1655263, -0.1528865, 1.0]], ['2, k, 1', [-0.167978, 0.1061273, 1.0]], ['2, k, 2', [-0.168062, 0.3590871, 1.0]], ['2, k, 3', [-0.1551684, 0.5007986, 1.0]], ['2, k, 4', [-0.329932, 0.236056, 1.0]], ['2, k, 5', [-0.4190272, 0.01768506, 1.0]], ['2, k, 6', [-0.3184832, -0.09827261, 1.0]], ['2, k, 7', [-0.288401, -0.1021058, 1.0]], ['2, k, 8', [0.01748651, 0.2389634, 1.0]], ['2, k, 9', [0.08682612, 0.03045157, 1.0]], ['2, k, 10', [0.01365366, -0.04856491, 1.0]], ['2, k, 11', [-0.04027574, -0.06562198, 1.0]], ['2, k, 12', [-0.2432066, -0.1497484, 1.0]], ['2, k, 13', [-0.4645787, -0.232293, 1.0]], ['2, k, 14', [-0.7129812, -0.621878, 1.0]], ['2, k, 15', [-0.7411504, -0.6737762, 1.0]], ['2, k, 16', [-0.08385825, -0.1520592, 1.0]], ['2, k, 17', [0.1489242, -0.1846755, 1.0]], ['2, k, 18', [0.0155874, -0.6020984, 1.0]], ['2, k, 19', [0.03577827, -0.6391472, 1.0]], ['2, k, 20', [-0.1683045, 0.296679, 1.0]], ['2, k, 21', [-0.2264168, -0.1471148, 1.0]], ['2, k, 22', [-0.3212773, -0.127513, 1.0]], ['2, k, 23', [-0.08214068, -0.1073039, 1.0]], ['2, k, 24', [0.02902209, -0.1126158, 1.0]]]
[['2, k, 0', [-0.166513, -0.152761, 1.0]], ['2, k, 1', [-0.1680539, 0.1060308, 1.0]], ['2, k, 2', [-0.1676777, 0.3587648, 1.0]], ['2, k, 3', [-0.1540773, 0.5006918, 1.0]], ['2, k, 4', [-0.3297319, 0.2373602, 1.0]], ['2, k, 5', [-0.4210933, 0.01885256, 1.0]], ['2, k, 6', [-0.3259653, -0.1017651, 1.0]], ['2, k, 7', [-0.2988232, -0.103774, 1.0]], ['2, k, 8', [0.01768258, 0.2376629, 1.0]], ['2, k, 9', [0.0861879, 0.0302324, 1.0]], ['2, k, 10', [0.01375765, -0.04521444, 1.0]], ['2, k, 11', [-0.0417789, -0.0631759, 1.0]], ['2, k, 12', [-0.2442207, -0.1492244, 1.0]], ['2, k, 13', [-0.4792266, -0.2324656, 1.0]], ['2, k, 14', [-0.7535955, -0.6154415, 1.0]], ['2, k, 15', [-0.7227537, -0.6521434, 1.0]], ['2, k, 16', [-0.08477131, -0.1522976, 1.0]], ['2, k, 17', [0.1493833, -0.1843792, 1.0]], ['2, k, 18', [0.01548649, -0.6019064, 1.0]], ['2, k, 19', [0.03577653, -0.6389512, 1.0]], ['2, k, 20', [-0.1680161, 0.2964212, 1.0]], ['2, k, 21', [-0.2381971, -0.1506116, 1.0]], ['2, k, 22', [-0.3353147, -0.1264521, 1.0]], ['2, k, 23', [-0.08513421, -0.110322, 1.0]], ['2, k, 24', [0.02925981, -0.1103533, 1.0]]]
[['2, k, 0', [-0.1659914, -0.152587, 1.0]], ['2, k, 1', [-0.1673981, 0.1060774, 1.0]], ['2, k, 2', [-0.1671551, 0.3586528, 1.0]], ['2, k, 3', [-0.1529773, 0.5004677, 1.0]], ['2, k, 4', [-0.3298348, 0.2378393, 1.0]], ['2, k, 5', [-0.4256194, 0.02095392, 1.0]], ['2, k, 6', [-0.3271838, -0.09854969, 1.0]], ['2, k, 7', [-0.2976317, -0.1028511, 1.0]], ['2, k, 8', [0.01763028, 0.2375314, 1.0]], ['2, k, 9', [0.08504575, 0.02974256, 1.0]], ['2, k, 10', [0.01518444, -0.04575559, 1.0]], ['2, k, 11', [-0.05161653, -0.07910103, 1.0]], ['2, k, 12', [-0.2436526, -0.1491351, 1.0]], ['2, k, 13', [-0.4984674, -0.2301799, 1.0]], ['2, k, 14', [-0.7910532, -0.5948992, 1.0]], ['2, k, 15', [-0.7594994, -0.631948, 1.0]], ['2, k, 16', [-0.08432057, -0.1520929, 1.0]], ['2, k, 17', [0.1496672, -0.1838312, 1.0]], ['2, k, 18', [0.01646254, -0.5999525, 1.0]], ['2, k, 19', [0.03703563, -0.6370102, 1.0]], ['2, k, 20', [-0.1674399, 0.2963493, 1.0]], ['2, k, 21', [-0.2207006, -0.1404865, 1.0]], ['2, k, 22', [-0.3327073, -0.1343441, 1.0]], ['2, k, 23', [-0.1024293, -0.1259015, 1.0]], ['2, k, 24', [0.01773325, -0.1283666, 1.0]]]
[['2, k, 0', [-0.1654769, -0.1526477, 1.0]], ['2, k, 1', [-0.1668275, 0.1059519, 1.0]], ['2, k, 2', [-0.1668251, 0.3583927, 1.0]], ['2, k, 3', [-0.1532064, 0.5000268, 1.0]], ['2, k, 4', [-0.3298711, 0.2380596, 1.0]], ['2, k, 5', [-0.4266568, 0.02156696, 1.0]], ['2, k, 6', [-0.3271529, -0.09748161, 1.0]], ['2, k, 7', [-0.2967228, -0.104954, 1.0]], ['2, k, 8', [0.01707218, 0.236987, 1.0]], ['2, k, 9', [0.08354502, 0.02828491, 1.0]], ['2, k, 10', [0.01443404, -0.04568304, 1.0]], ['2, k, 11', [-0.05142622, -0.0814532, 1.0]], ['2, k, 12', [-0.243037, -0.1493258, 1.0]], ['2, k, 13', [-0.5035532, -0.2309826, 1.0]], ['2, k, 14', [-0.7689438, -0.5518972, 1.0]], ['2, k, 15', [-0.7378268, -0.5895978, 1.0]], ['2, k, 16', [-0.08385726, -0.1520859, 1.0]], ['2, k, 17', [0.1496397, -0.1837382, 1.0]], ['2, k, 18', [0.01726821, -0.5999432, 1.0]], ['2, k, 19', [0.0377535, -0.6370195, 1.0]], ['2, k, 20', [-0.1670116, 0.2961343, 1.0]], ['2, k, 21', [-0.2224084, -0.139226, 1.0]], ['2, k, 22', [-0.3288895, -0.1382298, 1.0]], ['2, k, 23', [-0.1052899, -0.1277311, 1.0]], ['2, k, 24', [0.01920433, -0.1320388, 1.0]]]
[['2, k, 0', [-0.1653424, -0.1526417, 1.0]], ['2, k, 1', [-0.1668063, 0.1059526, 1.0]], ['2, k, 2', [-0.1670958, 0.358363, 1.0]], ['2, k, 3', [-0.1534218, 0.4999906, 1.0]], ['2, k, 4', [-0.3303323, 0.2381781, 1.0]], ['2, k, 5', [-0.4286091, 0.02268359, 1.0]], ['2, k, 6', [-0.3279269, -0.09656198, 1.0]], ['2, k, 7', [-0.2964277, -0.1071581, 1.0]], ['2, k, 8', [0.01663357, 0.236964, 1.0]], ['2, k, 9', [0.08312981, 0.02841687, 1.0]], ['2, k, 10', [0.01208725, -0.04578103, 1.0]], ['2, k, 11', [-0.05298757, -0.08161124, 1.0]], ['2, k, 12', [-0.242966, -0.1494047, 1.0]], ['2, k, 13', [-0.5086797, -0.2331392, 1.0]], ['2, k, 14', [-0.785274, -0.5833662, 1.0]], ['2, k, 15', [-0.753994, -0.6206821, 1.0]], ['2, k, 16', [-0.08366598, -0.1520034, 1.0]], ['2, k, 17', [0.1496125, -0.1835606, 1.0]], ['2, k, 18', [0.01727798, -0.599976, 1.0]], ['2, k, 19', [0.03774608, -0.6370616, 1.0]], ['2, k, 20', [-0.1671932, 0.2961164, 1.0]], ['2, k, 21', [-0.2206812, -0.1415241, 1.0]], ['2, k, 22', [-0.3323956, -0.1393226, 1.0]], ['2, k, 23', [-0.1121247, -0.1311954, 1.0]], ['2, k, 24', [0.01821903, -0.1285608, 1.0]]]
[['2, k, 0', [-0.1653149, -0.152682, 1.0]], ['2, k, 1', [-0.1667922, 0.1057412, 1.0]], ['2, k, 2', [-0.1671529, 0.3578289, 1.0]], ['2, k, 3', [-0.1537946, 0.499465, 1.0]], ['2, k, 4', [-0.3305031, 0.2381934, 1.0]], ['2, k, 5', [-0.4300868, 0.02290092, 1.0]], ['2, k, 6', [-0.328699, -0.09585617, 1.0]], ['2, k, 7', [-0.2947519, -0.1161184, 1.0]], ['2, k, 8', [0.01656827, 0.2369902, 1.0]], ['2, k, 9', [0.08224673, 0.02885298, 1.0]], ['2, k, 10', [0.005836244, -0.07626282, 1.0]], ['2, k, 11', [-0.05113643, -0.08952021, 1.0]], ['2, k, 12', [-0.2429228, -0.1494815, 1.0]], ['2, k, 13', [-0.5124888, -0.2386357, 1.0]], ['2, k, 14', [-0.7933341, -0.6192252, 1.0]], ['2, k, 15', [-0.8283858, -0.6712036, 1.0]], ['2, k, 16', [-0.0836594, -0.1520015, 1.0]], ['2, k, 17', [0.1496347, -0.1833433, 1.0]], ['2, k, 18', [0.01739466, -0.599364, 1.0]], ['2, k, 19', [0.03789634, -0.636454, 1.0]], ['2, k, 20', [-0.1672243, 0.2956842, 1.0]], ['2, k, 21', [-0.2301721, -0.1497764, 1.0]], ['2, k, 22', [-0.3510459, -0.164173, 1.0]], ['2, k, 23', [-0.1075522, -0.1307057, 1.0]], ['2, k, 24', [0.01675441, -0.1406775, 1.0]]]
