[['2, k, 0', [-0.20825, -0.500367, 1.0]], ['2, k, 1', [-0.223546, -0.193227, 1.0]], ['2, k, 2', [-0.236949, 0.107191, 1.0]], ['2, k, 3', [-0.228858, 0.250382, 1.0]], ['2, k, 4', [-0.381944, -0.0134991, 1.0]], ['2, k, 5', [-0.442188, -0.277018, 1.0]], ['2, k, 6', [-0.456062, -0.508536, 1.0]], ['2, k, 7', [-0.453687, -0.492531, 1.0]], ['2, k, 8', [-0.0605284, -0.00998125, 1.0]], ['2, k, 9', [0.00932179, -0.267798, 1.0]], ['2, k, 10', [0.0669941, -0.491192, 1.0]], ['2, k, 11', [0.0718953, -0.511846, 1.0]], ['2, k, 12', [-0.278398, -0.493576, 1.0]], ['2, k, 13', [-0.307306, -0.784313, 1.0]], ['2, k, 14', [-0.337961, -1.08761, 1.0]], ['2, k, 15', [-0.330811, -1.14844, 1.0]], ['2, k, 16', [-0.131785, -0.491982, 1.0]], ['2, k, 17', [-0.100273, -0.76685, 1.0]], ['2, k, 18', [-0.0884999, -1.04493, 1.0]], ['2, k, 19', [-0.0523682, -1.10254, 1.0]], ['2, k, 20', [-0.233914, 0.0330523, 1.0]], ['2, k, 21', [-0.458836, -0.555474, 1.0]], ['2, k, 22', [-0.407227, -0.489706, 1.0]], ['2, k, 23', [0.0579046, -0.533916, 1.0]], ['2, k, 24', [0.0266708, -0.516849, 1.0]]]
[['2, k, 0', [-0.199168, -0.426276, 1.0]], ['2, k, 1', [-0.22215, -0.141654, 1.0]], ['2, k, 2', [-0.245448, 0.13687, 1.0]], ['2, k, 3', [-0.232929, 0.266909, 1.0]], ['2, k, 4', [-0.368014, 0.0577266, 1.0]], ['2, k, 5', [-0.52616, 0.161527, 1.0]], ['2, k, 6', [-0.468808, 0.243599, 1.0]], ['2, k, 7', [-0.444259, 0.278137, 1.0]], ['2, k, 8', [-0.0847047, 0.0859724, 1.0]], ['2, k, 9', [0.0859612, 0.222174, 1.0]], ['2, k, 10', [0.107756, 0.328569, 1.0]], ['2, k, 11', [0.13054, 0.372544, 1.0]], ['2, k, 12', [-0.271157, -0.423381, 1.0]], ['2, k, 13', [-0.299494, -0.737311, 1.0]], ['2, k, 14', [-0.336261, -1.07607, 1.0]], ['2, k, 15', [-0.331763, -1.13794, 1.0]], ['2, k, 16', [-0.121026, -0.41632, 1.0]], ['2, k, 17', [-0.102306, -0.710641, 1.0]], ['2, k, 18', [-0.0856426, -1.04142, 1.0]], ['2, k, 19', [-0.0531023, -1.10099, 1.0]], ['2, k, 20', [-0.239852, 0.0679647, 1.0]], ['2, k, 21', [-0.407905, 0.304113, 1.0]], ['2, k, 22', [-0.393429, 0.274254, 1.0]], ['2, k, 23', [0.138187, 0.406655, 1.0]], ['2, k, 24', [0.0552483, 0.372343, 1.0]]]
[['2, k, 0', [-0.200065, -0.430385, 1.0]], ['2, k, 1', [-0.22279, -0.142636, 1.0]], ['2, k, 2', [-0.245414, 0.137604, 1.0]], ['2, k, 3', [-0.231158, 0.266266, 1.0]], ['2, k, 4', [-0.36818, 0.0577222, 1.0]], ['2, k, 5', [-0.527328, 0.147494, 1.0]], ['2, k, 6', [-0.46575, 0.221653, 1.0]], ['2, k, 7', [-0.438578, 0.254597, 1.0]], ['2, k, 8', [-0.0852848, 0.0827711, 1.0]], ['2, k, 9', [0.0883538, 0.19946, 1.0]], ['2, k, 10', [0.110084, 0.292399, 1.0]], ['2, k, 11', [0.134482, 0.339846, 1.0]], ['2, k, 12', [-0.271318, -0.42785, 1.0]], ['2, k, 13', [-0.301066, -0.742508, 1.0]], ['2, k, 14', [-0.336629, -1.07875, 1.0]], ['2, k, 15', [-0.331201, -1.13815, 1.0]], ['2, k, 16', [-0.122498, -0.41987, 1.0]], ['2, k, 17', [-0.102336, -0.710954, 1.0]], ['2, k, 18', [-0.0857369, -1.04158, 1.0]], ['2, k, 19', [-0.053228, -1.10104, 1.0]], ['2, k, 20', [-0.239972, 0.0684088, 1.0]], ['2, k, 21', [-0.393997, 0.2771, 1.0]], ['2, k, 22', [-0.399483, 0.241629, 1.0]], ['2, k, 23', [0.142088, 0.373912, 1.0]], ['2, k, 24', [0.0559426, 0.339805, 1.0]]]
[['2, k, 0', [-0.199864, -0.433137, 1.0]], ['2, k, 1', [-0.222636, -0.144025, 1.0]], ['2, k, 2', [-0.245017, 0.136961, 1.0]], ['2, k, 3', [-0.230521, 0.266008, 1.0]], ['2, k, 4', [-0.368144, 0.0569011, 1.0]], ['2, k, 5', [-0.527556, 0.13309, 1.0]], ['2, k, 6', [-0.466672, 0.201849, 1.0]], ['2, k, 7', [-0.437198, 0.231754, 1.0]], ['2, k, 8', [-0.0855689, 0.0822359, 1.0]], ['2, k, 9', [0.081479, 0.179703, 1.0]], ['2, k, 10', [0.120753, 0.26355, 1.0]], ['2, k, 11', [0.142267, 0.3051, 1.0]], ['2, k, 12', [-0.271089, -0.430926, 1.0]], ['2, k, 13', [-0.301327, -0.743317, 1.0]], ['2, k, 14', [-0.336499, -1.07883, 1.0]], ['2, k, 15', [-0.331196, -1.1381, 1.0]], ['2, k, 16', [-0.122381, -0.42211, 1.0]], ['2, k, 17', [-0.102888, -0.712375, 1.0]], ['2, k, 18', [-0.0857425, -1.04158, 1.0]], ['2, k, 19', [-0.0535261, -1.10117, 1.0]], ['2, k, 20', [-0.239697, 0.0677613, 1.0]], ['2, k, 21', [-0.390178, 0.253284, 1.0]], ['2, k, 22', [-0.390342, 0.22089, 1.0]], ['2, k, 23', [0.164448, 0.340061, 1.0]], ['2, k, 24', [0.0747019, 0.307505, 1.0]]]
[['2, k, 0', [-0.19947, -0.434851, 1.0]], ['2, k, 1', [-0.222102, -0.145603, 1.0]], ['2, k, 2', [-0.244047, 0.136234, 1.0]], ['2, k, 3', [-0.230413, 0.265049, 1.0]], ['2, k, 4', [-0.367976, 0.0564727, 1.0]], ['2, k, 5', [-0.525102, 0.114654, 1.0]], ['2, k, 6', [-0.465295, 0.176853, 1.0]], ['2, k, 7', [-0.435078, 0.207072, 1.0]], ['2, k, 8', [-0.0857775, 0.0816831, 1.0]], ['2, k, 9', [0.0837511, 0.154997, 1.0]], ['2, k, 10', [0.120971, 0.230939, 1.0]], ['2, k, 11', [0.145588, 0.27006, 1.0]], ['2, k, 12', [-0.270422, -0.432661, 1.0]], ['2, k, 13', [-0.301661, -0.743423, 1.0]], ['2, k, 14', [-0.336169, -1.07881, 1.0]], ['2, k, 15', [-0.33115, -1.13793, 1.0]], ['2, k, 16', [-0.12231, -0.42372, 1.0]], ['2, k, 17', [-0.102983, -0.71384, 1.0]], ['2, k, 18', [-0.0854939, -1.04161, 1.0]], ['2, k, 19', [-0.0536012, -1.10145, 1.0]], ['2, k, 20', [-0.238832, 0.0668027, 1.0]], ['2, k, 21', [-0.38962, 0.22795, 1.0]], ['2, k, 22', [-0.388885, 0.198384, 1.0]], ['2, k, 23', [0.149083, 0.303672, 1.0]], ['2, k, 24', [0.0743151, 0.271492, 1.0]]]
[['2, k, 0', [-0.203445, -0.438098, 1.0]], ['2, k, 1', [-0.224096, -0.147628, 1.0]], ['2, k, 2', [-0.244294, 0.135274, 1.0]], ['2, k, 3', [-0.232809, 0.264939, 1.0]], ['2, k, 4', [-0.371235, 0.0572454, 1.0]], ['2, k, 5', [-0.572423, 0.0501081, 1.0]], ['2, k, 6', [-0.46136, 0.163829, 1.0]], ['2, k, 7', [-0.430686, 0.183326, 1.0]], ['2, k, 8', [-0.0909157, 0.0720702, 1.0]], ['2, k, 9', [0.091628, 0.128308, 1.0]], ['2, k, 10', [0.122107, 0.192799, 1.0]], ['2, k, 11', [0.149402, 0.23329, 1.0]], ['2, k, 12', [-0.274366, -0.43584, 1.0]], ['2, k, 13', [-0.303575, -0.74675, 1.0]], ['2, k, 14', [-0.335999, -1.07886, 1.0]], ['2, k, 15', [-0.330969, -1.14002, 1.0]], ['2, k, 16', [-0.126218, -0.42692, 1.0]], ['2, k, 17', [-0.103217, -0.714589, 1.0]], ['2, k, 18', [-0.0856341, -1.04206, 1.0]], ['2, k, 19', [-0.0537457, -1.10134, 1.0]], ['2, k, 20', [-0.23947, 0.0656043, 1.0]], ['2, k, 21', [-0.386825, 0.200192, 1.0]], ['2, k, 22', [-0.375188, 0.178806, 1.0]], ['2, k, 23', [0.169973, 0.265845, 1.0]], ['2, k, 24', [0.0740332, 0.236126, 1.0]]]
[['2, k, 0', [-0.203072, -0.438583, 1.0]], ['2, k, 1', [-0.223735, -0.148671, 1.0]], ['2, k, 2', [-0.243283, 0.13277, 1.0]], ['2, k, 3', [-0.235696, 0.264887, 1.0]], ['2, k, 4', [-0.370426, 0.0564034, 1.0]], ['2, k, 5', [-0.556735, 0.0565493, 1.0]], ['2, k, 6', [-0.449388, 0.150376, 1.0]], ['2, k, 7', [-0.429136, 0.15785, 1.0]], ['2, k, 8', [-0.0908377, 0.0721836, 1.0]], ['2, k, 9', [0.0951761, 0.109555, 1.0]], ['2, k, 10', [0.122739, 0.168606, 1.0]], ['2, k, 11', [0.15169, 0.196119, 1.0]], ['2, k, 12', [-0.273795, -0.4365, 1.0]], ['2, k, 13', [-0.304429, -0.747606, 1.0]], ['2, k, 14', [-0.335992, -1.07946, 1.0]], ['2, k, 15', [-0.330856, -1.13927, 1.0]], ['2, k, 16', [-0.126045, -0.427239, 1.0]], ['2, k, 17', [-0.103254, -0.714594, 1.0]], ['2, k, 18', [-0.0859158, -1.04222, 1.0]], ['2, k, 19', [-0.0535802, -1.10115, 1.0]], ['2, k, 20', [-0.238701, 0.0635586, 1.0]], ['2, k, 21', [-0.3821, 0.170699, 1.0]], ['2, k, 22', [-0.386744, 0.141992, 1.0]], ['2, k, 23', [0.15373, 0.22886, 1.0]], ['2, k, 24', [0.0752158, 0.198644, 1.0]]]
[['2, k, 0', [-0.203119, -0.439514, 1.0]], ['2, k, 1', [-0.223799, -0.149334, 1.0]], ['2, k, 2', [-0.24327, 0.132302, 1.0]], ['2, k, 3', [-0.237683, 0.267982, 1.0]], ['2, k, 4', [-0.367846, 0.0537969, 1.0]], ['2, k, 5', [-0.509774, 0.0562822, 1.0]], ['2, k, 6', [-0.454976, 0.107391, 1.0]], ['2, k, 7', [-0.424681, 0.130566, 1.0]], ['2, k, 8', [-0.0907593, 0.0720267, 1.0]], ['2, k, 9', [0.0981198, 0.080614, 1.0]], ['2, k, 10', [0.125361, 0.129284, 1.0]], ['2, k, 11', [0.155958, 0.158122, 1.0]], ['2, k, 12', [-0.273916, -0.437141, 1.0]], ['2, k, 13', [-0.306134, -0.749559, 1.0]], ['2, k, 14', [-0.336185, -1.07988, 1.0]], ['2, k, 15', [-0.330842, -1.13928, 1.0]], ['2, k, 16', [-0.126019, -0.428468, 1.0]], ['2, k, 17', [-0.103127, -0.714689, 1.0]], ['2, k, 18', [-0.0863328, -1.04277, 1.0]], ['2, k, 19', [-0.053695, -1.10124, 1.0]], ['2, k, 20', [-0.23871, 0.0630577, 1.0]], ['2, k, 21', [-0.385843, 0.152841, 1.0]], ['2, k, 22', [-0.367009, 0.118535, 1.0]], ['2, k, 23', [0.185485, 0.189726, 1.0]], ['2, k, 24', [0.0805112, 0.161057, 1.0]]]
[['2, k, 0', [-0.208548, -0.452611, 1.0]], ['2, k, 1', [-0.226156, -0.152905, 1.0]], ['2, k, 2', [-0.244045, 0.13328, 1.0]], ['2, k, 3', [-0.238371, 0.268307, 1.0]], ['2, k, 4', [-0.364093, 0.0347361, 1.0]], ['2, k, 5', [-0.515508, 0.0412287, 1.0]], ['2, k, 6', [-0.456315, 0.080056, 1.0]], ['2, k, 7', [-0.421798, 0.101158, 1.0]], ['2, k, 8', [-0.0891501, 0.0564346, 1.0]], ['2, k, 9', [0.0976021, 0.0599311, 1.0]], ['2, k, 10', [0.128936, 0.101078, 1.0]], ['2, k, 11', [0.159435, 0.121059, 1.0]], ['2, k, 12', [-0.279655, -0.449408, 1.0]], ['2, k, 13', [-0.307254, -0.752321, 1.0]], ['2, k, 14', [-0.336465, -1.07995, 1.0]], ['2, k, 15', [-0.330883, -1.13783, 1.0]], ['2, k, 16', [-0.131025, -0.442, 1.0]], ['2, k, 17', [-0.102488, -0.717567, 1.0]], ['2, k, 18', [-0.0863326, -1.04278, 1.0]], ['2, k, 19', [-0.0536823, -1.10122, 1.0]], ['2, k, 20', [-0.239681, 0.0631352, 1.0]], ['2, k, 21', [-0.377776, 0.109659, 1.0]], ['2, k, 22', [-0.365725, 0.0931709, 1.0]], ['2, k, 23', [0.185851, 0.15217, 1.0]], ['2, k, 24', [0.0842795, 0.122913, 1.0]]]
[['2, k, 0', [-0.212402, -0.475729, 1.0]], ['2, k, 1', [-0.23127, -0.157624, 1.0]], ['2, k, 2', [-0.252897, 0.143848, 1.0]], ['2, k, 3', [-0.236794, 0.273217, 1.0]], ['2, k, 4', [-0.354119, 0.0184006, 1.0]], ['2, k, 5', [-0.528596, 0.00676622, 1.0]], ['2, k, 6', [-0.458931, 0.0492628, 1.0]], ['2, k, 7', [-0.419613, 0.0693289, 1.0]], ['2, k, 8', [-0.0969063, 0.0162849, 1.0]], ['2, k, 9', [0.0973353, 0.0133554, 1.0]], ['2, k, 10', [0.143996, 0.0598222, 1.0]], ['2, k, 11', [0.166435, 0.0841772, 1.0]], ['2, k, 12', [-0.284789, -0.473097, 1.0]], ['2, k, 13', [-0.308235, -0.756871, 1.0]], ['2, k, 14', [-0.336629, -1.08023, 1.0]], ['2, k, 15', [-0.330753, -1.13961, 1.0]], ['2, k, 16', [-0.133701, -0.464287, 1.0]], ['2, k, 17', [-0.102646, -0.727791, 1.0]], ['2, k, 18', [-0.0867659, -1.04279, 1.0]], ['2, k, 19', [-0.0538077, -1.10111, 1.0]], ['2, k, 20', [-0.246894, 0.0683782, 1.0]], ['2, k, 21', [-0.38007, 0.0779394, 1.0]], ['2, k, 22', [-0.371238, 0.0561674, 1.0]], ['2, k, 23', [0.189458, 0.100128, 1.0]], ['2, k, 24', [0.101195, 0.0846419, 1.0]]]
[['2, k, 0', [-0.213102, -0.4756, 1.0]], ['2, k, 1', [-0.231918, -0.160138, 1.0]], ['2, k, 2', [-0.250826, 0.140329, 1.0]], ['2, k, 3', [-0.237264, 0.269472, 1.0]], ['2, k, 4', [-0.353104, 0.0255166, 1.0]], ['2, k, 5', [-0.519619, -0.0236682, 1.0]], ['2, k, 6', [-0.449675, 0.0158325, 1.0]], ['2, k, 7', [-0.414292, 0.0357875, 1.0]], ['2, k, 8', [-0.0978819, 0.016457, 1.0]], ['2, k, 9', [0.0928142, 0.00792707, 1.0]], ['2, k, 10', [0.134245, 0.0360775, 1.0]], ['2, k, 11', [0.162058, 0.0483606, 1.0]], ['2, k, 12', [-0.285288, -0.472567, 1.0]], ['2, k, 13', [-0.309653, -0.765703, 1.0]], ['2, k, 14', [-0.336895, -1.08101, 1.0]], ['2, k, 15', [-0.330784, -1.13981, 1.0]], ['2, k, 16', [-0.134907, -0.46457, 1.0]], ['2, k, 17', [-0.102267, -0.735213, 1.0]], ['2, k, 18', [-0.0866948, -1.0426, 1.0]], ['2, k, 19', [-0.0541692, -1.10075, 1.0]], ['2, k, 20', [-0.245947, 0.0655362, 1.0]], ['2, k, 21', [-0.377797, 0.0410785, 1.0]], ['2, k, 22', [-0.346157, 0.0245518, 1.0]], ['2, k, 23', [0.187824, 0.0573467, 1.0]], ['2, k, 24', [0.0929284, 0.0458423, 1.0]]]
[['2, k, 0', [-0.214394, -0.473927, 1.0]], ['2, k, 1', [-0.232486, -0.160633, 1.0]], ['2, k, 2', [-0.250101, 0.138823, 1.0]], ['2, k, 3', [-0.237162, 0.267142, 1.0]], ['2, k, 4', [-0.354747, 0.0335596, 1.0]], ['2, k, 5', [-0.523576, -0.0365046, 1.0]], ['2, k, 6', [-0.44681, -0.00921164, 1.0]], ['2, k, 7', [-0.410474, -0.000350541, 1.0]], ['2, k, 8', [-0.0981414, 0.0180749, 1.0]], ['2, k, 9', [0.0945627, -0.0230414, 1.0]], ['2, k, 10', [0.14034, 0.00226638, 1.0]], ['2, k, 11', [0.167397, 0.0135248, 1.0]], ['2, k, 12', [-0.286093, -0.470399, 1.0]], ['2, k, 13', [-0.310801, -0.768631, 1.0]], ['2, k, 14', [-0.336834, -1.08103, 1.0]], ['2, k, 15', [-0.330707, -1.13937, 1.0]], ['2, k, 16', [-0.136674, -0.463181, 1.0]], ['2, k, 17', [-0.101951, -0.739391, 1.0]], ['2, k, 18', [-0.0868901, -1.04271, 1.0]], ['2, k, 19', [-0.0543338, -1.09996, 1.0]], ['2, k, 20', [-0.245748, 0.0644747, 1.0]], ['2, k, 21', [-0.368026, 0.00195926, 1.0]], ['2, k, 22', [-0.384359, -0.0242182, 1.0]], ['2, k, 23', [0.198853, 0.020919, 1.0]], ['2, k, 24', [0.0996855, 0.0101036, 1.0]]]
[['2, k, 0', [-0.213035, -0.46833, 1.0]], ['2, k, 1', [-0.232009, -0.160705, 1.0]], ['2, k, 2', [-0.249491, 0.135714, 1.0]], ['2, k, 3', [-0.237665, 0.263486, 1.0]], ['2, k, 4', [-0.358123, 0.0394027, 1.0]], ['2, k, 5', [-0.563312, 0.00224845, 1.0]], ['2, k, 6', [-0.450907, -0.0200357, 1.0]], ['2, k, 7', [-0.409827, -0.0332196, 1.0]], ['2, k, 8', [-0.0915456, 0.0310589, 1.0]], ['2, k, 9', [0.0936556, 0.00132134, 1.0]], ['2, k, 10', [0.124801, -0.0167107, 1.0]], ['2, k, 11', [0.153814, -0.0223904, 1.0]], ['2, k, 12', [-0.283712, -0.46502, 1.0]], ['2, k, 13', [-0.311221, -0.767946, 1.0]], ['2, k, 14', [-0.336895, -1.08128, 1.0]], ['2, k, 15', [-0.330795, -1.13929, 1.0]], ['2, k, 16', [-0.136159, -0.457267, 1.0]], ['2, k, 17', [-0.101599, -0.741299, 1.0]], ['2, k, 18', [-0.0869941, -1.0438, 1.0]], ['2, k, 19', [-0.0544323, -1.0998, 1.0]], ['2, k, 20', [-0.245258, 0.0624633, 1.0]], ['2, k, 21', [-0.362511, -0.0342264, 1.0]], ['2, k, 22', [-0.36032, -0.0286378, 1.0]], ['2, k, 23', [0.180628, -0.0234383, 1.0]], ['2, k, 24', [0.0751596, -0.0285152, 1.0]]]
[['2, k, 0', [-0.212094, -0.464801, 1.0]], ['2, k, 1', [-0.232109, -0.159562, 1.0]], ['2, k, 2', [-0.249971, 0.136233, 1.0]], ['2, k, 3', [-0.237826, 0.264205, 1.0]], ['2, k, 4', [-0.365922, 0.0415144, 1.0]], ['2, k, 5', [-0.507102, -0.0230315, 1.0]], ['2, k, 6', [-0.447311, -0.0426612, 1.0]], ['2, k, 7', [-0.411425, -0.0639913, 1.0]], ['2, k, 8', [-0.0896015, 0.0330323, 1.0]], ['2, k, 9', [0.0871115, -0.0338617, 1.0]], ['2, k, 10', [0.123862, -0.0415614, 1.0]], ['2, k, 11', [0.157319, -0.0540088, 1.0]], ['2, k, 12', [-0.282745, -0.461852, 1.0]], ['2, k, 13', [-0.310496, -0.758581, 1.0]], ['2, k, 14', [-0.337074, -1.08151, 1.0]], ['2, k, 15', [-0.331052, -1.13834, 1.0]], ['2, k, 16', [-0.135204, -0.453523, 1.0]], ['2, k, 17', [-0.101627, -0.741396, 1.0]], ['2, k, 18', [-0.0870809, -1.04391, 1.0]], ['2, k, 19', [-0.0547058, -1.09995, 1.0]], ['2, k, 20', [-0.245712, 0.0631418, 1.0]], ['2, k, 21', [-0.36569, -0.0651322, 1.0]], ['2, k, 22', [-0.361725, -0.0621362, 1.0]], ['2, k, 23', [0.177352, -0.0575622, 1.0]], ['2, k, 24', [0.0787342, -0.0621421, 1.0]]]
[['2, k, 0', [-0.212165, -0.463262, 1.0]], ['2, k, 1', [-0.232416, -0.158744, 1.0]], ['2, k, 2', [-0.250442, 0.136847, 1.0]], ['2, k, 3', [-0.237817, 0.264722, 1.0]], ['2, k, 4', [-0.368122, 0.0405545, 1.0]], ['2, k, 5', [-0.501917, -0.030462, 1.0]], ['2, k, 6', [-0.387216, -0.0978331, 1.0]], ['2, k, 7', [-0.35115, -0.0982848, 1.0]], ['2, k, 8', [-0.0883491, 0.0330535, 1.0]], ['2, k, 9', [0.0892121, -0.0523533, 1.0]], ['2, k, 10', [0.12812, -0.0741411, 1.0]], ['2, k, 11', [0.161052, -0.0859373, 1.0]], ['2, k, 12', [-0.282668, -0.460601, 1.0]], ['2, k, 13', [-0.311061, -0.75862, 1.0]], ['2, k, 14', [-0.336996, -1.08186, 1.0]], ['2, k, 15', [-0.331152, -1.13797, 1.0]], ['2, k, 16', [-0.135406, -0.451747, 1.0]], ['2, k, 17', [-0.101718, -0.742061, 1.0]], ['2, k, 18', [-0.0873439, -1.04458, 1.0]], ['2, k, 19', [-0.0550562, -1.10049, 1.0]], ['2, k, 20', [-0.246172, 0.0638284, 1.0]], ['2, k, 21', [-0.299204, -0.096979, 1.0]], ['2, k, 22', [-0.295751, -0.0987853, 1.0]], ['2, k, 23', [0.184311, -0.0904972, 1.0]], ['2, k, 24', [0.0810913, -0.0931147, 1.0]]]
[['2, k, 0', [-0.212357, -0.462886, 1.0]], ['2, k, 1', [-0.23262, -0.159053, 1.0]], ['2, k, 2', [-0.250611, 0.135454, 1.0]], ['2, k, 3', [-0.238107, 0.262774, 1.0]], ['2, k, 4', [-0.369772, 0.0391582, 1.0]], ['2, k, 5', [-0.549501, -0.0546515, 1.0]], ['2, k, 6', [-0.442172, -0.102505, 1.0]], ['2, k, 7', [-0.406869, -0.119236, 1.0]], ['2, k, 8', [-0.0889307, 0.029945, 1.0]], ['2, k, 9', [0.0837041, -0.0685326, 1.0]], ['2, k, 10', [0.122831, -0.0970546, 1.0]], ['2, k, 11', [0.154684, -0.116644, 1.0]], ['2, k, 12', [-0.282918, -0.460111, 1.0]], ['2, k, 13', [-0.311554, -0.758547, 1.0]], ['2, k, 14', [-0.336212, -1.08164, 1.0]], ['2, k, 15', [-0.331174, -1.13812, 1.0]], ['2, k, 16', [-0.135529, -0.45148, 1.0]], ['2, k, 17', [-0.101718, -0.742077, 1.0]], ['2, k, 18', [-0.0871157, -1.04379, 1.0]], ['2, k, 19', [-0.0547074, -1.10071, 1.0]], ['2, k, 20', [-0.246385, 0.0627563, 1.0]], ['2, k, 21', [-0.334629, -0.120967, 1.0]], ['2, k, 22', [-0.382384, -0.148555, 1.0]], ['2, k, 23', [0.173907, -0.123083, 1.0]], ['2, k, 24', [0.0740288, -0.123239, 1.0]]]
[['2, k, 0', [-0.212437, -0.462716, 1.0]], ['2, k, 1', [-0.232809, -0.159355, 1.0]], ['2, k, 2', [-0.250881, 0.134626, 1.0]], ['2, k, 3', [-0.238528, 0.261499, 1.0]], ['2, k, 4', [-0.371754, 0.0372314, 1.0]], ['2, k, 5', [-0.558156, -0.0381876, 1.0]], ['2, k, 6', [-0.441111, -0.122853, 1.0]], ['2, k, 7', [-0.414357, -0.143476, 1.0]], ['2, k, 8', [-0.0874932, 0.0294031, 1.0]], ['2, k, 9', [0.0800512, -0.078022, 1.0]], ['2, k, 10', [0.119304, -0.118366, 1.0]], ['2, k, 11', [0.15265, -0.145395, 1.0]], ['2, k, 12', [-0.283018, -0.459879, 1.0]], ['2, k, 13', [-0.311838, -0.758619, 1.0]], ['2, k, 14', [-0.336396, -1.08163, 1.0]], ['2, k, 15', [-0.331098, -1.13856, 1.0]], ['2, k, 16', [-0.135582, -0.451367, 1.0]], ['2, k, 17', [-0.100639, -0.73532, 1.0]], ['2, k, 18', [-0.0872857, -1.04358, 1.0]], ['2, k, 19', [-0.0536731, -1.1017, 1.0]], ['2, k, 20', [-0.246654, 0.0620672, 1.0]], ['2, k, 21', [-0.369907, -0.148546, 1.0]], ['2, k, 22', [-0.354084, -0.160014, 1.0]], ['2, k, 23', [0.171487, -0.153397, 1.0]], ['2, k, 24', [0.07517, -0.149862, 1.0]]]
[['2, k, 0', [-0.212856, -0.462639, 1.0]], ['2, k, 1', [-0.232932, -0.160043, 1.0]], ['2, k, 2', [-0.250383, 0.13287, 1.0]], ['2, k, 3', [-0.238775, 0.261046, 1.0]], ['2, k, 4', [-0.372334, 0.0360721, 1.0]], ['2, k, 5', [-0.560129, -0.0398305, 1.0]], ['2, k, 6', [-0.443849, -0.146445, 1.0]], ['2, k, 7', [-0.4168, -0.165649, 1.0]], ['2, k, 8', [-0.0867009, 0.028341, 1.0]], ['2, k, 9', [0.0757425, -0.0942665, 1.0]], ['2, k, 10', [0.121931, -0.145078, 1.0]], ['2, k, 11', [0.154826, -0.175135, 1.0]], ['2, k, 12', [-0.28353, -0.459665, 1.0]], ['2, k, 13', [-0.311725, -0.758474, 1.0]], ['2, k, 14', [-0.3365, -1.08142, 1.0]], ['2, k, 15', [-0.331189, -1.13809, 1.0]], ['2, k, 16', [-0.135942, -0.451396, 1.0]], ['2, k, 17', [-0.101032, -0.73299, 1.0]], ['2, k, 18', [-0.0872835, -1.04335, 1.0]], ['2, k, 19', [-0.0537707, -1.10124, 1.0]], ['2, k, 20', [-0.246364, 0.0606326, 1.0]], ['2, k, 21', [-0.373909, -0.172195, 1.0]], ['2, k, 22', [-0.348333, -0.16903, 1.0]], ['2, k, 23', [0.173491, -0.182379, 1.0]], ['2, k, 24', [0.0779664, -0.177521, 1.0]]]
[['2, k, 0', [-0.212907, -0.462653, 1.0]], ['2, k, 1', [-0.232955, -0.160822, 1.0]], ['2, k, 2', [-0.250308, 0.131555, 1.0]], ['2, k, 3', [-0.239037, 0.260803, 1.0]], ['2, k, 4', [-0.371775, 0.0374721, 1.0]], ['2, k, 5', [-0.561612, -0.0470214, 1.0]], ['2, k, 6', [-0.452761, -0.169059, 1.0]], ['2, k, 7', [-0.421207, -0.187217, 1.0]], ['2, k, 8', [-0.0856692, 0.0260999, 1.0]], ['2, k, 9', [0.0724531, -0.110579, 1.0]], ['2, k, 10', [0.117474, -0.168725, 1.0]], ['2, k, 11', [0.149266, -0.206466, 1.0]], ['2, k, 12', [-0.283532, -0.459663, 1.0]], ['2, k, 13', [-0.31099, -0.75793, 1.0]], ['2, k, 14', [-0.33692, -1.08091, 1.0]], ['2, k, 15', [-0.331197, -1.13787, 1.0]], ['2, k, 16', [-0.136092, -0.451477, 1.0]], ['2, k, 17', [-0.100872, -0.731878, 1.0]], ['2, k, 18', [-0.0870008, -1.04347, 1.0]], ['2, k, 19', [-0.0535503, -1.10126, 1.0]], ['2, k, 20', [-0.246315, 0.0594471, 1.0]], ['2, k, 21', [-0.381215, -0.195995, 1.0]], ['2, k, 22', [-0.356116, -0.19159, 1.0]], ['2, k, 23', [0.167918, -0.21746, 1.0]], ['2, k, 24', [0.0688042, -0.204004, 1.0]]]
