[['2, k, 0', [-0.257676, -0.411766, 1.0]], ['2, k, 1', [-0.275001, -0.113457, 1.0]], ['2, k, 2', [-0.289991, 0.177732, 1.0]], ['2, k, 3', [-0.27593, 0.295363, 1.0]], ['2, k, 4', [-0.456251, 0.0989376, 1.0]], ['2, k, 5', [-0.555549, -0.0619789, 1.0]], ['2, k, 6', [-0.474139, -0.226254, 1.0]], ['2, k, 7', [-0.433148, -0.281576, 1.0]], ['2, k, 8', [-0.0982587, 0.0847489, 1.0]], ['2, k, 9', [0.0191557, -0.0442626, 1.0]], ['2, k, 10', [-0.0658711, -0.212293, 1.0]], ['2, k, 11', [-0.119366, -0.253058, 1.0]], ['2, k, 12', [-0.335411, -0.402104, 1.0]], ['2, k, 13', [-0.388114, -0.727962, 1.0]], ['2, k, 14', [-0.408297, -1.09407, 1.0]], ['2, k, 15', [-0.434326, -1.16016, 1.0]], ['2, k, 16', [-0.171975, -0.408741, 1.0]], ['2, k, 17', [-0.129286, -0.72818, 1.0]], ['2, k, 18', [-0.0978905, -1.10023, 1.0]], ['2, k, 19', [-0.0762939, -1.1543, 1.0]], ['2, k, 20', [-0.286634, 0.105974, 1.0]], ['2, k, 21', [-0.452355, -0.384363, 1.0]], ['2, k, 22', [-0.408757, -0.312796, 1.0]], ['2, k, 23', [-0.149128, -0.326018, 1.0]], ['2, k, 24', [-0.157899, -0.211198, 1.0]]]
[['2, k, 0', [-0.301405, -0.406734, 1.0]], ['2, k, 1', [-0.282213, -0.115935, 1.0]], ['2, k, 2', [-0.263969, 0.171258, 1.0]], ['2, k, 3', [-0.219556, 0.281024, 1.0]], ['2, k, 4', [-0.424622, 0.0757322, 1.0]], ['2, k, 5', [-0.584024, -0.0531678, 1.0]], ['2, k, 6', [-0.516052, -0.231459, 1.0]], ['2, k, 7', [-0.465819, -0.275516, 1.0]], ['2, k, 8', [-0.0655764, 0.0621839, 1.0]], ['2, k, 9', [0.00952656, -0.0915317, 1.0]], ['2, k, 10', [-0.0888038, -0.254449, 1.0]], ['2, k, 11', [-0.128612, -0.292324, 1.0]], ['2, k, 12', [-0.377, -0.395536, 1.0]], ['2, k, 13', [-0.41718, -0.7235, 1.0]], ['2, k, 14', [-0.403248, -1.06193, 1.0]], ['2, k, 15', [-0.434145, -1.14723, 1.0]], ['2, k, 16', [-0.216761, -0.405837, 1.0]], ['2, k, 17', [-0.15524, -0.745849, 1.0]], ['2, k, 18', [-0.0923538, -1.08861, 1.0]], ['2, k, 19', [-0.0761839, -1.15995, 1.0]], ['2, k, 20', [-0.268024, 0.100902, 1.0]], ['2, k, 21', [-0.447833, -0.358933, 1.0]], ['2, k, 22', [-0.418131, -0.245448, 1.0]], ['2, k, 23', [-0.139516, -0.373563, 1.0]], ['2, k, 24', [-0.160318, -0.270076, 1.0]]]
[['2, k, 0', [-0.297719, -0.405004, 1.0]], ['2, k, 1', [-0.282302, -0.115812, 1.0]], ['2, k, 2', [-0.26642, 0.169565, 1.0]], ['2, k, 3', [-0.2241, 0.280664, 1.0]], ['2, k, 4', [-0.425707, 0.0764778, 1.0]], ['2, k, 5', [-0.582045, -0.0608696, 1.0]], ['2, k, 6', [-0.509584, -0.237207, 1.0]], ['2, k, 7', [-0.45675, -0.281323, 1.0]], ['2, k, 8', [-0.0733176, 0.0618093, 1.0]], ['2, k, 9', [0.0119151, -0.0890065, 1.0]], ['2, k, 10', [-0.085961, -0.252129, 1.0]], ['2, k, 11', [-0.12515, -0.293625, 1.0]], ['2, k, 12', [-0.373068, -0.394481, 1.0]], ['2, k, 13', [-0.414442, -0.72272, 1.0]], ['2, k, 14', [-0.403432, -1.06152, 1.0]], ['2, k, 15', [-0.434858, -1.14688, 1.0]], ['2, k, 16', [-0.213417, -0.403571, 1.0]], ['2, k, 17', [-0.151892, -0.737872, 1.0]], ['2, k, 18', [-0.0908225, -1.09021, 1.0]], ['2, k, 19', [-0.0954709, -1.15106, 1.0]], ['2, k, 20', [-0.269734, 0.0998113, 1.0]], ['2, k, 21', [-0.436613, -0.366448, 1.0]], ['2, k, 22', [-0.408164, -0.251505, 1.0]], ['2, k, 23', [-0.135297, -0.372801, 1.0]], ['2, k, 24', [-0.160067, -0.266716, 1.0]]]
[['2, k, 0', [-0.293569, -0.403316, 1.0]], ['2, k, 1', [-0.282289, -0.115598, 1.0]], ['2, k, 2', [-0.26926, 0.168335, 1.0]], ['2, k, 3', [-0.228603, 0.280904, 1.0]], ['2, k, 4', [-0.427067, 0.0770711, 1.0]], ['2, k, 5', [-0.580151, -0.0668083, 1.0]], ['2, k, 6', [-0.503024, -0.240975, 1.0]], ['2, k, 7', [-0.449751, -0.28227, 1.0]], ['2, k, 8', [-0.0726842, 0.0625731, 1.0]], ['2, k, 9', [0.0147886, -0.0832301, 1.0]], ['2, k, 10', [-0.0785105, -0.248684, 1.0]], ['2, k, 11', [-0.118795, -0.288189, 1.0]], ['2, k, 12', [-0.369021, -0.393763, 1.0]], ['2, k, 13', [-0.410695, -0.72415, 1.0]], ['2, k, 14', [-0.403499, -1.06163, 1.0]], ['2, k, 15', [-0.434348, -1.14638, 1.0]], ['2, k, 16', [-0.209282, -0.400857, 1.0]], ['2, k, 17', [-0.146229, -0.74203, 1.0]], ['2, k, 18', [-0.091529, -1.09226, 1.0]], ['2, k, 19', [-0.093774, -1.15219, 1.0]], ['2, k, 20', [-0.271712, 0.0989816, 1.0]], ['2, k, 21', [-0.428883, -0.367337, 1.0]], ['2, k, 22', [-0.401788, -0.253186, 1.0]], ['2, k, 23', [-0.127835, -0.365665, 1.0]], ['2, k, 24', [-0.155415, -0.270461, 1.0]]]
[['2, k, 0', [-0.287269, -0.402048, 1.0]], ['2, k, 1', [-0.281703, -0.11549, 1.0]], ['2, k, 2', [-0.271335, 0.167299, 1.0]], ['2, k, 3', [-0.23391, 0.280326, 1.0]], ['2, k, 4', [-0.427938, 0.0768918, 1.0]], ['2, k, 5', [-0.579292, -0.068747, 1.0]], ['2, k, 6', [-0.502626, -0.24158, 1.0]], ['2, k, 7', [-0.44616, -0.282192, 1.0]], ['2, k, 8', [-0.0758949, 0.0630989, 1.0]], ['2, k, 9', [0.0185558, -0.0757375, 1.0]], ['2, k, 10', [-0.0714981, -0.242376, 1.0]], ['2, k, 11', [-0.110453, -0.281346, 1.0]], ['2, k, 12', [-0.363341, -0.393018, 1.0]], ['2, k, 13', [-0.403385, -0.728393, 1.0]], ['2, k, 14', [-0.403376, -1.06178, 1.0]], ['2, k, 15', [-0.434186, -1.14633, 1.0]], ['2, k, 16', [-0.202604, -0.39908, 1.0]], ['2, k, 17', [-0.143296, -0.733491, 1.0]], ['2, k, 18', [-0.0913339, -1.09223, 1.0]], ['2, k, 19', [-0.0939041, -1.15045, 1.0]], ['2, k, 20', [-0.273004, 0.0982518, 1.0]], ['2, k, 21', [-0.436596, -0.371763, 1.0]], ['2, k, 22', [-0.397945, -0.261616, 1.0]], ['2, k, 23', [-0.117334, -0.359872, 1.0]], ['2, k, 24', [-0.148824, -0.269484, 1.0]]]
[['2, k, 0', [-0.28155, -0.400629, 1.0]], ['2, k, 1', [-0.280755, -0.115369, 1.0]], ['2, k, 2', [-0.272977, 0.166266, 1.0]], ['2, k, 3', [-0.238837, 0.280396, 1.0]], ['2, k, 4', [-0.428596, 0.0768571, 1.0]], ['2, k, 5', [-0.576556, -0.0756353, 1.0]], ['2, k, 6', [-0.49025, -0.243729, 1.0]], ['2, k, 7', [-0.434611, -0.283207, 1.0]], ['2, k, 8', [-0.0746677, 0.0641507, 1.0]], ['2, k, 9', [0.0173913, -0.082047, 1.0]], ['2, k, 10', [-0.0683077, -0.250909, 1.0]], ['2, k, 11', [-0.10722, -0.294529, 1.0]], ['2, k, 12', [-0.357014, -0.39237, 1.0]], ['2, k, 13', [-0.395947, -0.729043, 1.0]], ['2, k, 14', [-0.403014, -1.06215, 1.0]], ['2, k, 15', [-0.433433, -1.14435, 1.0]], ['2, k, 16', [-0.197589, -0.396999, 1.0]], ['2, k, 17', [-0.139421, -0.731341, 1.0]], ['2, k, 18', [-0.0915396, -1.09077, 1.0]], ['2, k, 19', [-0.0932189, -1.14866, 1.0]], ['2, k, 20', [-0.273963, 0.0975481, 1.0]], ['2, k, 21', [-0.415302, -0.370149, 1.0]], ['2, k, 22', [-0.386337, -0.257987, 1.0]], ['2, k, 23', [-0.109699, -0.37308, 1.0]], ['2, k, 24', [-0.14424, -0.278068, 1.0]]]
[['2, k, 0', [-0.273483, -0.401151, 1.0]], ['2, k, 1', [-0.274751, -0.115485, 1.0]], ['2, k, 2', [-0.271904, 0.165672, 1.0]], ['2, k, 3', [-0.242959, 0.280738, 1.0]], ['2, k, 4', [-0.429205, 0.0761882, 1.0]], ['2, k, 5', [-0.574006, -0.0768859, 1.0]], ['2, k, 6', [-0.478401, -0.239136, 1.0]], ['2, k, 7', [-0.42653, -0.278137, 1.0]], ['2, k, 8', [-0.0777094, 0.0646644, 1.0]], ['2, k, 9', [0.017994, -0.0837566, 1.0]], ['2, k, 10', [-0.0635576, -0.254854, 1.0]], ['2, k, 11', [-0.102399, -0.300298, 1.0]], ['2, k, 12', [-0.348848, -0.394785, 1.0]], ['2, k, 13', [-0.391688, -0.729189, 1.0]], ['2, k, 14', [-0.401402, -1.06711, 1.0]], ['2, k, 15', [-0.434264, -1.14763, 1.0]], ['2, k, 16', [-0.189537, -0.395738, 1.0]], ['2, k, 17', [-0.134599, -0.729739, 1.0]], ['2, k, 18', [-0.0915493, -1.09061, 1.0]], ['2, k, 19', [-0.0928936, -1.14855, 1.0]], ['2, k, 20', [-0.27257, 0.0969035, 1.0]], ['2, k, 21', [-0.407712, -0.366369, 1.0]], ['2, k, 22', [-0.373745, -0.25595, 1.0]], ['2, k, 23', [-0.105848, -0.378716, 1.0]], ['2, k, 24', [-0.149524, -0.304836, 1.0]]]
[['2, k, 0', [-0.265105, -0.401925, 1.0]], ['2, k, 1', [-0.274032, -0.115776, 1.0]], ['2, k, 2', [-0.275698, 0.164269, 1.0]], ['2, k, 3', [-0.248645, 0.280545, 1.0]], ['2, k, 4', [-0.430224, 0.0727543, 1.0]], ['2, k, 5', [-0.57067, -0.081556, 1.0]], ['2, k, 6', [-0.471175, -0.241428, 1.0]], ['2, k, 7', [-0.418937, -0.280596, 1.0]], ['2, k, 8', [-0.0811883, 0.0644315, 1.0]], ['2, k, 9', [0.047019, -0.0237265, 1.0]], ['2, k, 10', [-0.0268092, -0.210274, 1.0]], ['2, k, 11', [-0.075686, -0.253003, 1.0]], ['2, k, 12', [-0.340979, -0.397053, 1.0]], ['2, k, 13', [-0.385791, -0.732884, 1.0]], ['2, k, 14', [-0.401033, -1.06793, 1.0]], ['2, k, 15', [-0.434098, -1.14807, 1.0]], ['2, k, 16', [-0.180943, -0.394922, 1.0]], ['2, k, 17', [-0.125559, -0.733752, 1.0]], ['2, k, 18', [-0.0936349, -1.09017, 1.0]], ['2, k, 19', [-0.0903105, -1.14858, 1.0]], ['2, k, 20', [-0.274552, 0.0957764, 1.0]], ['2, k, 21', [-0.399506, -0.366042, 1.0]], ['2, k, 22', [-0.365444, -0.258142, 1.0]], ['2, k, 23', [-0.0899297, -0.334917, 1.0]], ['2, k, 24', [-0.115629, -0.22575, 1.0]]]
[['2, k, 0', [-0.257407, -0.402829, 1.0]], ['2, k, 1', [-0.272247, -0.116549, 1.0]], ['2, k, 2', [-0.277245, 0.163, 1.0]], ['2, k, 3', [-0.25287, 0.279506, 1.0]], ['2, k, 4', [-0.430867, 0.0700587, 1.0]], ['2, k, 5', [-0.568792, -0.0834228, 1.0]], ['2, k, 6', [-0.468357, -0.242798, 1.0]], ['2, k, 7', [-0.413385, -0.278927, 1.0]], ['2, k, 8', [-0.0830444, 0.0641189, 1.0]], ['2, k, 9', [0.0469864, -0.0237905, 1.0]], ['2, k, 10', [-0.0235763, -0.210492, 1.0]], ['2, k, 11', [-0.0705213, -0.253269, 1.0]], ['2, k, 12', [-0.333524, -0.399358, 1.0]], ['2, k, 13', [-0.378185, -0.735133, 1.0]], ['2, k, 14', [-0.400218, -1.07196, 1.0]], ['2, k, 15', [-0.434174, -1.15009, 1.0]], ['2, k, 16', [-0.173105, -0.394415, 1.0]], ['2, k, 17', [-0.118503, -0.729271, 1.0]], ['2, k, 18', [-0.0928559, -1.08897, 1.0]], ['2, k, 19', [-0.0871621, -1.14697, 1.0]], ['2, k, 20', [-0.275328, 0.094639, 1.0]], ['2, k, 21', [-0.391371, -0.367177, 1.0]], ['2, k, 22', [-0.363415, -0.257507, 1.0]], ['2, k, 23', [-0.0816634, -0.337077, 1.0]], ['2, k, 24', [-0.114383, -0.242897, 1.0]]]
[['2, k, 0', [-0.250131, -0.404187, 1.0]], ['2, k, 1', [-0.269664, -0.117576, 1.0]], ['2, k, 2', [-0.278024, 0.162269, 1.0]], ['2, k, 3', [-0.255822, 0.279076, 1.0]], ['2, k, 4', [-0.432334, 0.0684363, 1.0]], ['2, k, 5', [-0.567645, -0.0852723, 1.0]], ['2, k, 6', [-0.465275, -0.244326, 1.0]], ['2, k, 7', [-0.408966, -0.278423, 1.0]], ['2, k, 8', [-0.0796868, 0.0650764, 1.0]], ['2, k, 9', [0.0472812, -0.0238665, 1.0]], ['2, k, 10', [-0.0210333, -0.226799, 1.0]], ['2, k, 11', [-0.0698692, -0.278597, 1.0]], ['2, k, 12', [-0.326496, -0.402148, 1.0]], ['2, k, 13', [-0.373465, -0.737807, 1.0]], ['2, k, 14', [-0.399886, -1.07616, 1.0]], ['2, k, 15', [-0.435333, -1.15253, 1.0]], ['2, k, 16', [-0.165868, -0.394295, 1.0]], ['2, k, 17', [-0.110875, -0.729084, 1.0]], ['2, k, 18', [-0.0925505, -1.08582, 1.0]], ['2, k, 19', [-0.0864518, -1.14501, 1.0]], ['2, k, 20', [-0.275624, 0.0938663, 1.0]], ['2, k, 21', [-0.381971, -0.366958, 1.0]], ['2, k, 22', [-0.356541, -0.257331, 1.0]], ['2, k, 23', [-0.0685213, -0.361765, 1.0]], ['2, k, 24', [-0.107412, -0.26714, 1.0]]]
[['2, k, 0', [-0.240405, -0.405819, 1.0]], ['2, k, 1', [-0.265988, -0.118605, 1.0]], ['2, k, 2', [-0.278462, 0.161919, 1.0]], ['2, k, 3', [-0.259783, 0.277784, 1.0]], ['2, k, 4', [-0.432531, 0.066781, 1.0]], ['2, k, 5', [-0.56473, -0.085969, 1.0]], ['2, k, 6', [-0.462891, -0.244831, 1.0]], ['2, k, 7', [-0.406156, -0.274694, 1.0]], ['2, k, 8', [-0.0815355, 0.0643168, 1.0]], ['2, k, 9', [0.0484361, -0.022955, 1.0]], ['2, k, 10', [0.00676921, -0.206894, 1.0]], ['2, k, 11', [-0.0418281, -0.249062, 1.0]], ['2, k, 12', [-0.317211, -0.405825, 1.0]], ['2, k, 13', [-0.369251, -0.740643, 1.0]], ['2, k, 14', [-0.40507, -1.08789, 1.0]], ['2, k, 15', [-0.435352, -1.15402, 1.0]], ['2, k, 16', [-0.155751, -0.39382, 1.0]], ['2, k, 17', [-0.103582, -0.728031, 1.0]], ['2, k, 18', [-0.0910299, -1.08428, 1.0]], ['2, k, 19', [-0.0846257, -1.14413, 1.0]], ['2, k, 20', [-0.275658, 0.0934799, 1.0]], ['2, k, 21', [-0.379445, -0.370792, 1.0]], ['2, k, 22', [-0.354279, -0.260921, 1.0]], ['2, k, 23', [-0.053097, -0.339175, 1.0]], ['2, k, 24', [-0.0714014, -0.246983, 1.0]]]
[['2, k, 0', [-0.234283, -0.406571, 1.0]], ['2, k, 1', [-0.263119, -0.119307, 1.0]], ['2, k, 2', [-0.278918, 0.161584, 1.0]], ['2, k, 3', [-0.263197, 0.277716, 1.0]], ['2, k, 4', [-0.434554, 0.064197, 1.0]], ['2, k, 5', [-0.540049, -0.117029, 1.0]], ['2, k, 6', [-0.416159, -0.26132, 1.0]], ['2, k, 7', [-0.374445, -0.292527, 1.0]], ['2, k, 8', [-0.0790785, 0.0651815, 1.0]], ['2, k, 9', [0.0515792, -0.0231202, 1.0]], ['2, k, 10', [-0.0150886, -0.23196, 1.0]], ['2, k, 11', [-0.0613174, -0.286812, 1.0]], ['2, k, 12', [-0.311393, -0.407566, 1.0]], ['2, k, 13', [-0.365474, -0.742976, 1.0]], ['2, k, 14', [-0.402677, -1.08541, 1.0]], ['2, k, 15', [-0.436908, -1.15577, 1.0]], ['2, k, 16', [-0.149702, -0.393531, 1.0]], ['2, k, 17', [-0.096014, -0.732957, 1.0]], ['2, k, 18', [-0.0904944, -1.084, 1.0]], ['2, k, 19', [-0.0816335, -1.14422, 1.0]], ['2, k, 20', [-0.275686, 0.0931595, 1.0]], ['2, k, 21', [-0.330907, -0.37438, 1.0]], ['2, k, 22', [-0.328176, -0.266287, 1.0]], ['2, k, 23', [-0.0568846, -0.367019, 1.0]], ['2, k, 24', [-0.101586, -0.270338, 1.0]]]
[['2, k, 0', [-0.225551, -0.407359, 1.0]], ['2, k, 1', [-0.259863, -0.120025, 1.0]], ['2, k, 2', [-0.280071, 0.160791, 1.0]], ['2, k, 3', [-0.26591, 0.278047, 1.0]], ['2, k, 4', [-0.434321, 0.063682, 1.0]], ['2, k, 5', [-0.540377, -0.117649, 1.0]], ['2, k, 6', [-0.417513, -0.262357, 1.0]], ['2, k, 7', [-0.375499, -0.290947, 1.0]], ['2, k, 8', [-0.0776654, 0.0657199, 1.0]], ['2, k, 9', [0.0534828, -0.0232087, 1.0]], ['2, k, 10', [0.0025953, -0.20676, 1.0]], ['2, k, 11', [-0.0425455, -0.252848, 1.0]], ['2, k, 12', [-0.30243, -0.409393, 1.0]], ['2, k, 13', [-0.359463, -0.745247, 1.0]], ['2, k, 14', [-0.400319, -1.08377, 1.0]], ['2, k, 15', [-0.434888, -1.15634, 1.0]], ['2, k, 16', [-0.141466, -0.393215, 1.0]], ['2, k, 17', [-0.0904301, -0.73081, 1.0]], ['2, k, 18', [-0.0901049, -1.08174, 1.0]], ['2, k, 19', [-0.080138, -1.14334, 1.0]], ['2, k, 20', [-0.275759, 0.0925298, 1.0]], ['2, k, 21', [-0.347533, -0.36206, 1.0]], ['2, k, 22', [-0.328654, -0.270106, 1.0]], ['2, k, 23', [-0.0529228, -0.332853, 1.0]], ['2, k, 24', [-0.083746, -0.220544, 1.0]]]
[['2, k, 0', [-0.220006, -0.407514, 1.0]], ['2, k, 1', [-0.256881, -0.120301, 1.0]], ['2, k, 2', [-0.280309, 0.160671, 1.0]], ['2, k, 3', [-0.26867, 0.278432, 1.0]], ['2, k, 4', [-0.434168, 0.0630741, 1.0]], ['2, k, 5', [-0.539741, -0.119104, 1.0]], ['2, k, 6', [-0.415101, -0.262357, 1.0]], ['2, k, 7', [-0.372104, -0.291427, 1.0]], ['2, k, 8', [-0.0765644, 0.0663051, 1.0]], ['2, k, 9', [0.0555569, -0.0227367, 1.0]], ['2, k, 10', [0.00611412, -0.206774, 1.0]], ['2, k, 11', [-0.0377598, -0.253158, 1.0]], ['2, k, 12', [-0.29708, -0.410674, 1.0]], ['2, k, 13', [-0.354263, -0.745621, 1.0]], ['2, k, 14', [-0.399768, -1.08393, 1.0]], ['2, k, 15', [-0.434971, -1.15651, 1.0]], ['2, k, 16', [-0.13579, -0.392047, 1.0]], ['2, k, 17', [-0.085427, -0.730494, 1.0]], ['2, k, 18', [-0.089147, -1.07906, 1.0]], ['2, k, 19', [-0.0798563, -1.14116, 1.0]], ['2, k, 20', [-0.275706, 0.0924051, 1.0]], ['2, k, 21', [-0.340661, -0.359797, 1.0]], ['2, k, 22', [-0.3274, -0.267991, 1.0]], ['2, k, 23', [-0.047791, -0.331586, 1.0]], ['2, k, 24', [-0.0798464, -0.218912, 1.0]]]
[['2, k, 0', [-0.217726, -0.407858, 1.0]], ['2, k, 1', [-0.255993, -0.120539, 1.0]], ['2, k, 2', [-0.28335, 0.16007, 1.0]], ['2, k, 3', [-0.2706, 0.278408, 1.0]], ['2, k, 4', [-0.433979, 0.062509, 1.0]], ['2, k, 5', [-0.539625, -0.120247, 1.0]], ['2, k, 6', [-0.414441, -0.263278, 1.0]], ['2, k, 7', [-0.371813, -0.289514, 1.0]], ['2, k, 8', [-0.079683, 0.0664707, 1.0]], ['2, k, 9', [0.0579531, -0.0225412, 1.0]], ['2, k, 10', [0.00711215, -0.206256, 1.0]], ['2, k, 11', [-0.0348803, -0.252573, 1.0]], ['2, k, 12', [-0.295101, -0.411399, 1.0]], ['2, k, 13', [-0.349415, -0.745881, 1.0]], ['2, k, 14', [-0.398984, -1.08381, 1.0]], ['2, k, 15', [-0.435131, -1.15683, 1.0]], ['2, k, 16', [-0.133375, -0.391968, 1.0]], ['2, k, 17', [-0.0828183, -0.733138, 1.0]], ['2, k, 18', [-0.0890529, -1.07934, 1.0]], ['2, k, 19', [-0.0775881, -1.14459, 1.0]], ['2, k, 20', [-0.276807, 0.0917111, 1.0]], ['2, k, 21', [-0.343976, -0.36236, 1.0]], ['2, k, 22', [-0.324214, -0.269462, 1.0]], ['2, k, 23', [-0.0444818, -0.331041, 1.0]], ['2, k, 24', [-0.0769794, -0.21975, 1.0]]]
[['2, k, 0', [-0.214562, -0.408081, 1.0]], ['2, k, 1', [-0.25438, -0.120603, 1.0]], ['2, k, 2', [-0.28435, 0.16023, 1.0]], ['2, k, 3', [-0.272086, 0.279135, 1.0]], ['2, k, 4', [-0.434079, 0.0608465, 1.0]], ['2, k, 5', [-0.540272, -0.122684, 1.0]], ['2, k, 6', [-0.41223, -0.26384, 1.0]], ['2, k, 7', [-0.367346, -0.291607, 1.0]], ['2, k, 8', [-0.0772719, 0.0675015, 1.0]], ['2, k, 9', [0.0591201, -0.0239774, 1.0]], ['2, k, 10', [0.0105949, -0.208448, 1.0]], ['2, k, 11', [-0.0311735, -0.25758, 1.0]], ['2, k, 12', [-0.292458, -0.412008, 1.0]], ['2, k, 13', [-0.346984, -0.746248, 1.0]], ['2, k, 14', [-0.398587, -1.08384, 1.0]], ['2, k, 15', [-0.435327, -1.15665, 1.0]], ['2, k, 16', [-0.129866, -0.391715, 1.0]], ['2, k, 17', [-0.0805913, -0.733624, 1.0]], ['2, k, 18', [-0.0888711, -1.08006, 1.0]], ['2, k, 19', [-0.0763831, -1.14643, 1.0]], ['2, k, 20', [-0.276858, 0.0915392, 1.0]], ['2, k, 21', [-0.342728, -0.3655, 1.0]], ['2, k, 22', [-0.323119, -0.270249, 1.0]], ['2, k, 23', [-0.0393689, -0.336053, 1.0]], ['2, k, 24', [-0.0711535, -0.226095, 1.0]]]
[['2, k, 0', [-0.21082, -0.408353, 1.0]], ['2, k, 1', [-0.252569, -0.120681, 1.0]], ['2, k, 2', [-0.284358, 0.160235, 1.0]], ['2, k, 3', [-0.274705, 0.280463, 1.0]], ['2, k, 4', [-0.434038, 0.0608546, 1.0]], ['2, k, 5', [-0.538966, -0.123413, 1.0]], ['2, k, 6', [-0.41063, -0.264687, 1.0]], ['2, k, 7', [-0.368196, -0.289079, 1.0]], ['2, k, 8', [-0.0788844, 0.0681619, 1.0]], ['2, k, 9', [0.0602778, -0.024705, 1.0]], ['2, k, 10', [0.0115429, -0.209186, 1.0]], ['2, k, 11', [-0.0295315, -0.256826, 1.0]], ['2, k, 12', [-0.28901, -0.412896, 1.0]], ['2, k, 13', [-0.342848, -0.745176, 1.0]], ['2, k, 14', [-0.397339, -1.08329, 1.0]], ['2, k, 15', [-0.43574, -1.15702, 1.0]], ['2, k, 16', [-0.126079, -0.391318, 1.0]], ['2, k, 17', [-0.0752628, -0.725288, 1.0]], ['2, k, 18', [-0.0884095, -1.0791, 1.0]], ['2, k, 19', [-0.0758281, -1.14444, 1.0]], ['2, k, 20', [-0.276813, 0.0915265, 1.0]], ['2, k, 21', [-0.344658, -0.36732, 1.0]], ['2, k, 22', [-0.320928, -0.272799, 1.0]], ['2, k, 23', [-0.0372944, -0.334773, 1.0]], ['2, k, 24', [-0.0708552, -0.223716, 1.0]]]
[['2, k, 0', [-0.203963, -0.408755, 1.0]], ['2, k, 1', [-0.24968, -0.120561, 1.0]], ['2, k, 2', [-0.284357, 0.160334, 1.0]], ['2, k, 3', [-0.275551, 0.281829, 1.0]], ['2, k, 4', [-0.433681, 0.060758, 1.0]], ['2, k, 5', [-0.53729, -0.123938, 1.0]], ['2, k, 6', [-0.409046, -0.265502, 1.0]], ['2, k, 7', [-0.367796, -0.288016, 1.0]], ['2, k, 8', [-0.079568, 0.0691014, 1.0]], ['2, k, 9', [0.0620245, -0.0238265, 1.0]], ['2, k, 10', [0.0170872, -0.223036, 1.0]], ['2, k, 11', [-0.0285886, -0.275788, 1.0]], ['2, k, 12', [-0.281633, -0.413902, 1.0]], ['2, k, 13', [-0.339205, -0.744957, 1.0]], ['2, k, 14', [-0.397084, -1.08307, 1.0]], ['2, k, 15', [-0.435766, -1.15706, 1.0]], ['2, k, 16', [-0.120081, -0.391158, 1.0]], ['2, k, 17', [-0.0722136, -0.72892, 1.0]], ['2, k, 18', [-0.0879845, -1.08122, 1.0]], ['2, k, 19', [-0.0717229, -1.14936, 1.0]], ['2, k, 20', [-0.276665, 0.0915861, 1.0]], ['2, k, 21', [-0.346443, -0.369313, 1.0]], ['2, k, 22', [-0.32319, -0.269416, 1.0]], ['2, k, 23', [-0.0319766, -0.352452, 1.0]], ['2, k, 24', [-0.0657433, -0.248848, 1.0]]]
[['2, k, 0', [-0.200684, -0.40894, 1.0]], ['2, k, 1', [-0.24757, -0.120487, 1.0]], ['2, k, 2', [-0.284306, 0.160482, 1.0]], ['2, k, 3', [-0.276408, 0.282453, 1.0]], ['2, k, 4', [-0.433463, 0.0607374, 1.0]], ['2, k, 5', [-0.533767, -0.126422, 1.0]], ['2, k, 6', [-0.406449, -0.269063, 1.0]], ['2, k, 7', [-0.367123, -0.288674, 1.0]], ['2, k, 8', [-0.0799416, 0.0701421, 1.0]], ['2, k, 9', [0.0634631, -0.0230495, 1.0]], ['2, k, 10', [0.0245483, -0.209904, 1.0]], ['2, k, 11', [-0.0183499, -0.254205, 1.0]], ['2, k, 12', [-0.278499, -0.414481, 1.0]], ['2, k, 13', [-0.337396, -0.745553, 1.0]], ['2, k, 14', [-0.396517, -1.08246, 1.0]], ['2, k, 15', [-0.435772, -1.15709, 1.0]], ['2, k, 16', [-0.116776, -0.390906, 1.0]], ['2, k, 17', [-0.0705373, -0.73011, 1.0]], ['2, k, 18', [-0.0877505, -1.08254, 1.0]], ['2, k, 19', [-0.0715339, -1.14957, 1.0]], ['2, k, 20', [-0.276443, 0.0916548, 1.0]], ['2, k, 21', [-0.340382, -0.358831, 1.0]], ['2, k, 22', [-0.322157, -0.272713, 1.0]], ['2, k, 23', [-0.026206, -0.334239, 1.0]], ['2, k, 24', [-0.0545331, -0.234976, 1.0]]]
