[['2, k, 0', [-0.1401847, -0.2238491, 1.0]], ['2, k, 1', [-0.1349824, 0.0263218, 1.0]], ['2, k, 2', [-0.1285599, 0.2718373, 1.0]], ['2, k, 3', [-0.1253533, 0.40377, 1.0]], ['2, k, 4', [-0.2627106, 0.1654451, 1.0]], ['2, k, 5', [-0.2500691, -0.01961062, 1.0]], ['2, k, 6', [-0.1287857, -0.1440494, 1.0]], ['2, k, 7', [-0.08361498, -0.1740211, 1.0]], ['2, k, 8', [0.0178387, 0.1710281, 1.0]], ['2, k, 9', [0.02862818, -0.01790339, 1.0]], ['2, k, 10', [-0.02746493, -0.1216623, 1.0]], ['2, k, 11', [-0.0696507, -0.17391, 1.0]], ['2, k, 12', [-0.2018415, -0.2196136, 1.0]], ['2, k, 13', [-0.1965411, -0.329808, 1.0]], ['2, k, 14', [-0.193364, -0.6773231, 1.0]], ['2, k, 15', [-0.2595972, -0.7244982, 1.0]], ['2, k, 16', [-0.07509111, -0.22285, 1.0]], ['2, k, 17', [0.03384966, -0.3349289, 1.0]], ['2, k, 18', [0.04891938, -0.6707452, 1.0]], ['2, k, 19', [0.08146743, -0.727248, 1.0]], ['2, k, 20', [-0.1304615, 0.211073, 1.0]], ['2, k, 21', [-0.06638633, -0.2241495, 1.0]], ['2, k, 22', [-0.07216587, -0.2368535, 1.0]], ['2, k, 23', [-0.0689247, -0.2207828, 1.0]], ['2, k, 24', [-0.05131102, -0.1764567, 1.0]]]
[['2, k, 0', [-0.1481062, -0.1585406, 1.0]], ['2, k, 1', [-0.1388614, 0.07890906, 1.0]], ['2, k, 2', [-0.1299051, 0.3014157, 1.0]], ['2, k, 3', [-0.1389653, 0.4159612, 1.0]], ['2, k, 4', [-0.270669, 0.2233804, 1.0]], ['2, k, 5', [-0.2931605, 0.3872001, 1.0]], ['2, k, 6', [-0.1762407, 0.5829355, 1.0]], ['2, k, 7', [-0.1256273, 0.6574813, 1.0]], ['2, k, 8', [0.02649211, 0.2314448, 1.0]], ['2, k, 9', [0.03028365, 0.4452092, 1.0]], ['2, k, 10', [-0.05882406, 0.6236765, 1.0]], ['2, k, 11', [-0.08808696, 0.6741143, 1.0]], ['2, k, 12', [-0.2066679, -0.1540551, 1.0]], ['2, k, 13', [-0.1956209, -0.3180895, 1.0]], ['2, k, 14', [-0.1943356, -0.6691409, 1.0]], ['2, k, 15', [-0.2481816, -0.7315314, 1.0]], ['2, k, 16', [-0.0861614, -0.1590884, 1.0]], ['2, k, 17', [0.02838225, -0.3307802, 1.0]], ['2, k, 18', [0.05519449, -0.652614, 1.0]], ['2, k, 19', [0.07254966, -0.7178085, 1.0]], ['2, k, 20', [-0.1324368, 0.2473125, 1.0]], ['2, k, 21', [-0.07236767, 0.7069427, 1.0]], ['2, k, 22', [-0.1003075, 0.6390551, 1.0]], ['2, k, 23', [-0.1067952, 0.7278544, 1.0]], ['2, k, 24', [-0.07038672, 0.700097, 1.0]]]
[['2, k, 0', [-0.1486591, -0.1524145, 1.0]], ['2, k, 1', [-0.1391377, 0.07976847, 1.0]], ['2, k, 2', [-0.1300925, 0.3019037, 1.0]], ['2, k, 3', [-0.139279, 0.4164191, 1.0]], ['2, k, 4', [-0.2710286, 0.2255387, 1.0]], ['2, k, 5', [-0.2901164, 0.3901792, 1.0]], ['2, k, 6', [-0.1796255, 0.5915621, 1.0]], ['2, k, 7', [-0.1287561, 0.663066, 1.0]], ['2, k, 8', [0.0250911, 0.2363419, 1.0]], ['2, k, 9', [0.0289868, 0.4487937, 1.0]], ['2, k, 10', [-0.06184283, 0.6294706, 1.0]], ['2, k, 11', [-0.09099305, 0.6802102, 1.0]], ['2, k, 12', [-0.2065395, -0.1483693, 1.0]], ['2, k, 13', [-0.1955073, -0.3181037, 1.0]], ['2, k, 14', [-0.1936416, -0.6707222, 1.0]], ['2, k, 15', [-0.2512302, -0.7294561, 1.0]], ['2, k, 16', [-0.08737592, -0.1526678, 1.0]], ['2, k, 17', [0.02807659, -0.3302134, 1.0]], ['2, k, 18', [0.05425434, -0.6559942, 1.0]], ['2, k, 19', [0.07482708, -0.7213378, 1.0]], ['2, k, 20', [-0.1325971, 0.2477314, 1.0]], ['2, k, 21', [-0.07782461, 0.7137114, 1.0]], ['2, k, 22', [-0.09253637, 0.6479225, 1.0]], ['2, k, 23', [-0.1108337, 0.731491, 1.0]], ['2, k, 24', [-0.06980417, 0.7002094, 1.0]]]
[['2, k, 0', [-0.148697, -0.1524185, 1.0]], ['2, k, 1', [-0.1398268, 0.07988545, 1.0]], ['2, k, 2', [-0.1322021, 0.3034892, 1.0]], ['2, k, 3', [-0.1417463, 0.4179296, 1.0]], ['2, k, 4', [-0.2710157, 0.2256983, 1.0]], ['2, k, 5', [-0.2895537, 0.3908863, 1.0]], ['2, k, 6', [-0.1816096, 0.5944122, 1.0]], ['2, k, 7', [-0.1349468, 0.6677204, 1.0]], ['2, k, 8', [0.02460559, 0.2385294, 1.0]], ['2, k, 9', [0.02707582, 0.453233, 1.0]], ['2, k, 10', [-0.07011996, 0.6462311, 1.0]], ['2, k, 11', [-0.099026, 0.6892821, 1.0]], ['2, k, 12', [-0.2066648, -0.1483614, 1.0]], ['2, k, 13', [-0.1954414, -0.3180244, 1.0]], ['2, k, 14', [-0.1937676, -0.6707172, 1.0]], ['2, k, 15', [-0.2512379, -0.7294771, 1.0]], ['2, k, 16', [-0.08742399, -0.1527066, 1.0]], ['2, k, 17', [0.02791274, -0.3299045, 1.0]], ['2, k, 18', [0.04953575, -0.6590538, 1.0]], ['2, k, 19', [0.07474294, -0.7192539, 1.0]], ['2, k, 20', [-0.1341688, 0.2486529, 1.0]], ['2, k, 21', [-0.08133042, 0.7197694, 1.0]], ['2, k, 22', [-0.1056814, 0.6504357, 1.0]], ['2, k, 23', [-0.1133654, 0.7404338, 1.0]], ['2, k, 24', [-0.07645141, 0.7202038, 1.0]]]
[['2, k, 0', [-0.1487436, -0.1513965, 1.0]], ['2, k, 1', [-0.1400308, 0.08023752, 1.0]], ['2, k, 2', [-0.1324657, 0.3039019, 1.0]], ['2, k, 3', [-0.1420677, 0.4183029, 1.0]], ['2, k, 4', [-0.2721812, 0.2281122, 1.0]], ['2, k, 5', [-0.2896763, 0.3942227, 1.0]], ['2, k, 6', [-0.1824327, 0.5981604, 1.0]], ['2, k, 7', [-0.1270241, 0.6837071, 1.0]], ['2, k, 8', [0.02549037, 0.2404587, 1.0]], ['2, k, 9', [0.02735961, 0.4552226, 1.0]], ['2, k, 10', [-0.07302316, 0.6471466, 1.0]], ['2, k, 11', [-0.0999273, 0.6905005, 1.0]], ['2, k, 12', [-0.2067772, -0.14738, 1.0]], ['2, k, 13', [-0.1954488, -0.3180415, 1.0]], ['2, k, 14', [-0.1943208, -0.6707078, 1.0]], ['2, k, 15', [-0.1833006, -0.7162316, 1.0]], ['2, k, 16', [-0.08736911, -0.1516708, 1.0]], ['2, k, 17', [0.02800955, -0.3294368, 1.0]], ['2, k, 18', [0.05053033, -0.6581561, 1.0]], ['2, k, 19', [0.07627933, -0.7221446, 1.0]], ['2, k, 20', [-0.1344151, 0.2490077, 1.0]], ['2, k, 21', [-0.08945216, 0.7358934, 1.0]], ['2, k, 22', [-0.09579089, 0.6581523, 1.0]], ['2, k, 23', [-0.1213468, 0.7429242, 1.0]], ['2, k, 24', [-0.07312986, 0.7105516, 1.0]]]
[['2, k, 0', [-0.1475667, -0.1456383, 1.0]], ['2, k, 1', [-0.1406869, 0.08269802, 1.0]], ['2, k, 2', [-0.1341927, 0.3055753, 1.0]], ['2, k, 3', [-0.1439187, 0.4199556, 1.0]], ['2, k, 4', [-0.2725637, 0.2285036, 1.0]], ['2, k, 5', [-0.2905949, 0.3954907, 1.0]], ['2, k, 6', [-0.1843308, 0.5993691, 1.0]], ['2, k, 7', [-0.1532, 0.6598716, 1.0]], ['2, k, 8', [0.02766334, 0.2457213, 1.0]], ['2, k, 9', [0.0188998, 0.474651, 1.0]], ['2, k, 10', [-0.06866576, 0.6525868, 1.0]], ['2, k, 11', [-0.1001891, 0.6947502, 1.0]], ['2, k, 12', [-0.2049365, -0.1419864, 1.0]], ['2, k, 13', [-0.1954186, -0.3179949, 1.0]], ['2, k, 14', [-0.1945359, -0.6708432, 1.0]], ['2, k, 15', [-0.2341162, -0.7426428, 1.0]], ['2, k, 16', [-0.08681085, -0.1456034, 1.0]], ['2, k, 17', [0.02796789, -0.3294668, 1.0]], ['2, k, 18', [0.05390191, -0.6539906, 1.0]], ['2, k, 19', [0.07394329, -0.7178505, 1.0]], ['2, k, 20', [-0.1358295, 0.2507474, 1.0]], ['2, k, 21', [-0.1045886, 0.712909, 1.0]], ['2, k, 22', [-0.1280091, 0.6455364, 1.0]], ['2, k, 23', [-0.1182871, 0.7457749, 1.0]], ['2, k, 24', [-0.07701162, 0.7076223, 1.0]]]
[['2, k, 0', [-0.1475334, -0.1460226, 1.0]], ['2, k, 1', [-0.1420474, 0.0822799, 1.0]], ['2, k, 2', [-0.1389611, 0.3056583, 1.0]], ['2, k, 3', [-0.1488651, 0.4199691, 1.0]], ['2, k, 4', [-0.2728407, 0.2298295, 1.0]], ['2, k, 5', [-0.2915143, 0.3978459, 1.0]], ['2, k, 6', [-0.1880757, 0.6028433, 1.0]], ['2, k, 7', [-0.1357027, 0.6847026, 1.0]], ['2, k, 8', [0.02745158, 0.2509792, 1.0]], ['2, k, 9', [0.01966531, 0.4799302, 1.0]], ['2, k, 10', [-0.06737578, 0.6512291, 1.0]], ['2, k, 11', [-0.1015476, 0.6913927, 1.0]], ['2, k, 12', [-0.2049871, -0.1425531, 1.0]], ['2, k, 13', [-0.1952994, -0.318041, 1.0]], ['2, k, 14', [-0.194823, -0.6708642, 1.0]], ['2, k, 15', [-0.2252114, -0.7409288, 1.0]], ['2, k, 16', [-0.08667718, -0.1459807, 1.0]], ['2, k, 17', [0.0273072, -0.3291783, 1.0]], ['2, k, 18', [0.05586635, -0.652124, 1.0]], ['2, k, 19', [0.07298081, -0.7164795, 1.0]], ['2, k, 20', [-0.1396099, 0.2505868, 1.0]], ['2, k, 21', [-0.09837476, 0.7329761, 1.0]], ['2, k, 22', [-0.1001084, 0.6662029, 1.0]], ['2, k, 23', [-0.1250041, 0.7371064, 1.0]], ['2, k, 24', [-0.08220254, 0.7139181, 1.0]]]
[['2, k, 0', [-0.1056701, -0.1440618, 1.0]], ['2, k, 1', [-0.1348853, 0.08351197, 1.0]], ['2, k, 2', [-0.1396522, 0.3061999, 1.0]], ['2, k, 3', [-0.1495538, 0.4205079, 1.0]], ['2, k, 4', [-0.2734987, 0.2301022, 1.0]], ['2, k, 5', [-0.2910949, 0.4012151, 1.0]], ['2, k, 6', [-0.1889557, 0.6061893, 1.0]], ['2, k, 7', [-0.1320399, 0.6853276, 1.0]], ['2, k, 8', [0.0288133, 0.2524341, 1.0]], ['2, k, 9', [0.03150227, 0.4822426, 1.0]], ['2, k, 10', [-0.07155607, 0.6576898, 1.0]], ['2, k, 11', [-0.1033651, 0.6958126, 1.0]], ['2, k, 12', [-0.1655088, -0.1464248, 1.0]], ['2, k, 13', [-0.1952196, -0.3180334, 1.0]], ['2, k, 14', [-0.1952848, -0.6697149, 1.0]], ['2, k, 15', [-0.2221001, -0.7394885, 1.0]], ['2, k, 16', [-0.04233466, -0.1378362, 1.0]], ['2, k, 17', [0.02751067, -0.3294485, 1.0]], ['2, k, 18', [0.05818646, -0.6521153, 1.0]], ['2, k, 19', [0.07159359, -0.713935, 1.0]], ['2, k, 20', [-0.1395564, 0.2508908, 1.0]], ['2, k, 21', [-0.09611421, 0.7324716, 1.0]], ['2, k, 22', [-0.09297949, 0.662249, 1.0]], ['2, k, 23', [-0.1245268, 0.7422495, 1.0]], ['2, k, 24', [-0.09888412, 0.725596, 1.0]]]
[['2, k, 0', [-0.1086031, -0.1434643, 1.0]], ['2, k, 1', [-0.1344823, 0.08361018, 1.0]], ['2, k, 2', [-0.1397766, 0.306167, 1.0]], ['2, k, 3', [-0.1539357, 0.4250937, 1.0]], ['2, k, 4', [-0.2738964, 0.2311702, 1.0]], ['2, k, 5', [-0.2923512, 0.4019403, 1.0]], ['2, k, 6', [-0.1905628, 0.6066625, 1.0]], ['2, k, 7', [-0.1356838, 0.6859002, 1.0]], ['2, k, 8', [0.02717053, 0.2531309, 1.0]], ['2, k, 9', [0.0313107, 0.4834147, 1.0]], ['2, k, 10', [-0.07404476, 0.6587638, 1.0]], ['2, k, 11', [-0.1058492, 0.6946141, 1.0]], ['2, k, 12', [-0.1704538, -0.1453406, 1.0]], ['2, k, 13', [-0.1952863, -0.3182064, 1.0]], ['2, k, 14', [-0.1951828, -0.6700886, 1.0]], ['2, k, 15', [-0.2424286, -0.7368793, 1.0]], ['2, k, 16', [-0.04408988, -0.1376422, 1.0]], ['2, k, 17', [0.02738554, -0.3299261, 1.0]], ['2, k, 18', [0.05460877, -0.6564204, 1.0]], ['2, k, 19', [0.07348238, -0.7187611, 1.0]], ['2, k, 20', [-0.1395548, 0.2508919, 1.0]], ['2, k, 21', [-0.09806582, 0.74319, 1.0]], ['2, k, 22', [-0.08926161, 0.6662986, 1.0]], ['2, k, 23', [-0.1276414, 0.7390539, 1.0]], ['2, k, 24', [-0.08953118, 0.7248101, 1.0]]]
[['2, k, 0', [-0.1085196, -0.1419732, 1.0]], ['2, k, 1', [-0.1312571, 0.08466497, 1.0]], ['2, k, 2', [-0.1392173, 0.3060524, 1.0]], ['2, k, 3', [-0.1536515, 0.4260931, 1.0]], ['2, k, 4', [-0.2739373, 0.2321507, 1.0]], ['2, k, 5', [-0.2918871, 0.4076191, 1.0]], ['2, k, 6', [-0.1890345, 0.6113677, 1.0]], ['2, k, 7', [-0.1344394, 0.684881, 1.0]], ['2, k, 8', [0.02536184, 0.3080013, 1.0]], ['2, k, 9', [0.03074787, 0.5063934, 1.0]], ['2, k, 10', [-0.07593869, 0.6572359, 1.0]], ['2, k, 11', [-0.1065445, 0.6928867, 1.0]], ['2, k, 12', [-0.1703721, -0.1445647, 1.0]], ['2, k, 13', [-0.1951297, -0.3181623, 1.0]], ['2, k, 14', [-0.195329, -0.6700289, 1.0]], ['2, k, 15', [-0.2436102, -0.7358975, 1.0]], ['2, k, 16', [-0.04404115, -0.1353834, 1.0]], ['2, k, 17', [0.02731722, -0.3295869, 1.0]], ['2, k, 18', [0.05366274, -0.657812, 1.0]], ['2, k, 19', [0.07542281, -0.7188578, 1.0]], ['2, k, 20', [-0.1383411, 0.2509923, 1.0]], ['2, k, 21', [-0.09740458, 0.7421691, 1.0]], ['2, k, 22', [-0.0918245, 0.6655409, 1.0]], ['2, k, 23', [-0.125431, 0.7339702, 1.0]], ['2, k, 24', [-0.09426937, 0.7260391, 1.0]]]
[['2, k, 0', [-0.1089852, -0.1403037, 1.0]], ['2, k, 1', [-0.1307238, 0.08507552, 1.0]], ['2, k, 2', [-0.1393319, 0.3059468, 1.0]], ['2, k, 3', [-0.1546139, 0.4268132, 1.0]], ['2, k, 4', [-0.2744161, 0.2340209, 1.0]], ['2, k, 5', [-0.2926072, 0.4106332, 1.0]], ['2, k, 6', [-0.1887193, 0.6128408, 1.0]], ['2, k, 7', [-0.1349874, 0.6838509, 1.0]], ['2, k, 8', [0.022471, 0.3124561, 1.0]], ['2, k, 9', [0.03096355, 0.508514, 1.0]], ['2, k, 10', [-0.07509638, 0.655441, 1.0]], ['2, k, 11', [-0.1062385, 0.6906261, 1.0]], ['2, k, 12', [-0.1706326, -0.143501, 1.0]], ['2, k, 13', [-0.1951181, -0.318099, 1.0]], ['2, k, 14', [-0.1956738, -0.673686, 1.0]], ['2, k, 15', [-0.2482131, -0.7370198, 1.0]], ['2, k, 16', [-0.04473455, -0.1332371, 1.0]], ['2, k, 17', [0.02731634, -0.3295192, 1.0]], ['2, k, 18', [0.05701267, -0.6528242, 1.0]], ['2, k, 19', [0.07256593, -0.7116545, 1.0]], ['2, k, 20', [-0.1383338, 0.2509914, 1.0]], ['2, k, 21', [-0.1012416, 0.744486, 1.0]], ['2, k, 22', [-0.1063255, 0.6611689, 1.0]], ['2, k, 23', [-0.1252899, 0.7452872, 1.0]], ['2, k, 24', [-0.08315437, 0.7086989, 1.0]]]
[['2, k, 0', [-0.1096224, -0.1398562, 1.0]], ['2, k, 1', [-0.130075, 0.08515398, 1.0]], ['2, k, 2', [-0.1389119, 0.3056561, 1.0]], ['2, k, 3', [-0.1543464, 0.4270656, 1.0]], ['2, k, 4', [-0.2770634, 0.2433651, 1.0]], ['2, k, 5', [-0.2913481, 0.4124355, 1.0]], ['2, k, 6', [-0.176342, 0.6025649, 1.0]], ['2, k, 7', [-0.1578257, 0.6582488, 1.0]], ['2, k, 8', [0.02132989, 0.308524, 1.0]], ['2, k, 9', [0.02753061, 0.5125065, 1.0]], ['2, k, 10', [-0.07488226, 0.654021, 1.0]], ['2, k, 11', [-0.1055546, 0.6897138, 1.0]], ['2, k, 12', [-0.1714413, -0.142932, 1.0]], ['2, k, 13', [-0.1949367, -0.3178355, 1.0]], ['2, k, 14', [-0.1957628, -0.673474, 1.0]], ['2, k, 15', [-0.2493109, -0.7358558, 1.0]], ['2, k, 16', [-0.04517791, -0.1329791, 1.0]], ['2, k, 17', [0.02734099, -0.3297235, 1.0]], ['2, k, 18', [0.05746406, -0.6520385, 1.0]], ['2, k, 19', [0.07247978, -0.7122241, 1.0]], ['2, k, 20', [-0.1377029, 0.2508183, 1.0]], ['2, k, 21', [-0.1047632, 0.7110684, 1.0]], ['2, k, 22', [-0.1424838, 0.639725, 1.0]], ['2, k, 23', [-0.124549, 0.7350898, 1.0]], ['2, k, 24', [-0.09780166, 0.7237546, 1.0]]]
[['2, k, 0', [-0.1103459, -0.1396883, 1.0]], ['2, k, 1', [-0.1299342, 0.08517038, 1.0]], ['2, k, 2', [-0.1389033, 0.3056087, 1.0]], ['2, k, 3', [-0.1545555, 0.4274071, 1.0]], ['2, k, 4', [-0.2770961, 0.2461119, 1.0]], ['2, k, 5', [-0.2925175, 0.4151239, 1.0]], ['2, k, 6', [-0.1755711, 0.6046328, 1.0]], ['2, k, 7', [-0.1434051, 0.665048, 1.0]], ['2, k, 8', [0.02031269, 0.3069847, 1.0]], ['2, k, 9', [0.02719968, 0.5140263, 1.0]], ['2, k, 10', [-0.0742065, 0.6542977, 1.0]], ['2, k, 11', [-0.1062868, 0.6871729, 1.0]], ['2, k, 12', [-0.1725342, -0.1424922, 1.0]], ['2, k, 13', [-0.1948063, -0.3179029, 1.0]], ['2, k, 14', [-0.1958362, -0.6733794, 1.0]], ['2, k, 15', [-0.2126207, -0.7307948, 1.0]], ['2, k, 16', [-0.04570248, -0.1330492, 1.0]], ['2, k, 17', [0.02755809, -0.3301245, 1.0]], ['2, k, 18', [0.05235574, -0.6555812, 1.0]], ['2, k, 19', [0.07497162, -0.7167011, 1.0]], ['2, k, 20', [-0.1376426, 0.2507973, 1.0]], ['2, k, 21', [-0.08961277, 0.7134888, 1.0]], ['2, k, 22', [-0.09782521, 0.6754495, 1.0]], ['2, k, 23', [-0.1234913, 0.7379603, 1.0]], ['2, k, 24', [-0.08576836, 0.7160068, 1.0]]]
[['2, k, 0', [-0.1110693, -0.1394885, 1.0]], ['2, k, 1', [-0.1299393, 0.08519131, 1.0]], ['2, k, 2', [-0.1392915, 0.3055463, 1.0]], ['2, k, 3', [-0.1554859, 0.4278989, 1.0]], ['2, k, 4', [-0.2776856, 0.2473321, 1.0]], ['2, k, 5', [-0.2913868, 0.4513822, 1.0]], ['2, k, 6', [-0.1612394, 0.6315376, 1.0]], ['2, k, 7', [-0.1275715, 0.6810596, 1.0]], ['2, k, 8', [0.01944189, 0.3047146, 1.0]], ['2, k, 9', [0.0299417, 0.5139419, 1.0]], ['2, k, 10', [-0.07215931, 0.6533415, 1.0]], ['2, k, 11', [-0.1027773, 0.6878626, 1.0]], ['2, k, 12', [-0.1734627, -0.1421857, 1.0]], ['2, k, 13', [-0.1949944, -0.3179197, 1.0]], ['2, k, 14', [-0.1957763, -0.6732559, 1.0]], ['2, k, 15', [-0.2526214, -0.7335632, 1.0]], ['2, k, 16', [-0.04620017, -0.1329946, 1.0]], ['2, k, 17', [0.02755896, -0.3300095, 1.0]], ['2, k, 18', [0.05600591, -0.6517445, 1.0]], ['2, k, 19', [0.07296518, -0.7118362, 1.0]], ['2, k, 20', [-0.1377708, 0.2508043, 1.0]], ['2, k, 21', [-0.09445006, 0.7365963, 1.0]], ['2, k, 22', [-0.09152988, 0.658896, 1.0]], ['2, k, 23', [-0.1241782, 0.7350622, 1.0]], ['2, k, 24', [-0.09174852, 0.717222, 1.0]]]
[['2, k, 0', [-0.1112098, -0.139381, 1.0]], ['2, k, 1', [-0.1298825, 0.08524097, 1.0]], ['2, k, 2', [-0.1395214, 0.3055373, 1.0]], ['2, k, 3', [-0.1479051, 0.4116601, 1.0]], ['2, k, 4', [-0.278009, 0.248184, 1.0]], ['2, k, 5', [-0.2960494, 0.4221608, 1.0]], ['2, k, 6', [-0.1737094, 0.6101515, 1.0]], ['2, k, 7', [-0.1382452, 0.6671278, 1.0]], ['2, k, 8', [0.01926542, 0.3044315, 1.0]], ['2, k, 9', [0.03380373, 0.5075392, 1.0]], ['2, k, 10', [-0.07017925, 0.6522562, 1.0]], ['2, k, 11', [-0.1037161, 0.6868283, 1.0]], ['2, k, 12', [-0.1736959, -0.1419777, 1.0]], ['2, k, 13', [-0.1950525, -0.317684, 1.0]], ['2, k, 14', [-0.1959944, -0.6732417, 1.0]], ['2, k, 15', [-0.2192605, -0.7424545, 1.0]], ['2, k, 16', [-0.04628425, -0.1329629, 1.0]], ['2, k, 17', [0.027588, -0.3298788, 1.0]], ['2, k, 18', [0.05658983, -0.6512188, 1.0]], ['2, k, 19', [0.07285962, -0.7113737, 1.0]], ['2, k, 20', [-0.1378205, 0.2508259, 1.0]], ['2, k, 21', [-0.0864008, 0.7176638, 1.0]], ['2, k, 22', [-0.119598, 0.6498626, 1.0]], ['2, k, 23', [-0.1237867, 0.7404486, 1.0]], ['2, k, 24', [-0.08017329, 0.7174044, 1.0]]]
[['2, k, 0', [-0.1109424, -0.1371579, 1.0]], ['2, k, 1', [-0.1290497, 0.08599371, 1.0]], ['2, k, 2', [-0.1394341, 0.3054756, 1.0]], ['2, k, 3', [-0.1449164, 0.4081002, 1.0]], ['2, k, 4', [-0.2781946, 0.2486987, 1.0]], ['2, k, 5', [-0.2956937, 0.4247715, 1.0]], ['2, k, 6', [-0.1726786, 0.6118572, 1.0]], ['2, k, 7', [-0.1379599, 0.6692226, 1.0]], ['2, k, 8', [0.01795936, 0.3353734, 1.0]], ['2, k, 9', [0.03350144, 0.5085707, 1.0]], ['2, k, 10', [-0.07023574, 0.6527713, 1.0]], ['2, k, 11', [-0.102514, 0.6857187, 1.0]], ['2, k, 12', [-0.1729931, -0.1403153, 1.0]], ['2, k, 13', [-0.1950176, -0.3176376, 1.0]], ['2, k, 14', [-0.1961882, -0.6730446, 1.0]], ['2, k, 15', [-0.2464479, -0.7381194, 1.0]], ['2, k, 16', [-0.04645376, -0.129997, 1.0]], ['2, k, 17', [0.02772606, -0.330225, 1.0]], ['2, k, 18', [0.05717637, -0.650997, 1.0]], ['2, k, 19', [0.07273784, -0.7112182, 1.0]], ['2, k, 20', [-0.1375919, 0.2508743, 1.0]], ['2, k, 21', [-0.08554611, 0.7173819, 1.0]], ['2, k, 22', [-0.1122186, 0.6567296, 1.0]], ['2, k, 23', [-0.1274209, 0.7420142, 1.0]], ['2, k, 24', [-0.07219341, 0.6989344, 1.0]]]
[['2, k, 0', [-0.1109764, -0.1371619, 1.0]], ['2, k, 1', [-0.1288509, 0.08593621, 1.0]], ['2, k, 2', [-0.1394014, 0.3052609, 1.0]], ['2, k, 3', [-0.1436244, 0.4057628, 1.0]], ['2, k, 4', [-0.278194, 0.248916, 1.0]], ['2, k, 5', [-0.2907527, 0.4299787, 1.0]], ['2, k, 6', [-0.1692552, 0.6169906, 1.0]], ['2, k, 7', [-0.1344949, 0.6726871, 1.0]], ['2, k, 8', [0.01664519, 0.3188383, 1.0]], ['2, k, 9', [0.03541201, 0.506908, 1.0]], ['2, k, 10', [-0.07037502, 0.6523393, 1.0]], ['2, k, 11', [-0.1041254, 0.6846439, 1.0]], ['2, k, 12', [-0.1730209, -0.1403112, 1.0]], ['2, k, 13', [-0.1949982, -0.3175514, 1.0]], ['2, k, 14', [-0.1964795, -0.6726899, 1.0]], ['2, k, 15', [-0.252139, -0.7339772, 1.0]], ['2, k, 16', [-0.04648911, -0.1300453, 1.0]], ['2, k, 17', [0.02761251, -0.3299206, 1.0]], ['2, k, 18', [0.05375841, -0.6580591, 1.0]], ['2, k, 19', [0.07639059, -0.7201936, 1.0]], ['2, k, 20', [-0.1374933, 0.250754, 1.0]], ['2, k, 21', [-0.08733059, 0.7225267, 1.0]], ['2, k, 22', [-0.1106225, 0.6473574, 1.0]], ['2, k, 23', [-0.1196071, 0.7380477, 1.0]], ['2, k, 24', [-0.07697146, 0.7026128, 1.0]]]
[['2, k, 0', [-0.1116294, -0.1373616, 1.0]], ['2, k, 1', [-0.1287261, 0.08580897, 1.0]], ['2, k, 2', [-0.1391009, 0.3048736, 1.0]], ['2, k, 3', [-0.1420518, 0.4040682, 1.0]], ['2, k, 4', [-0.2783422, 0.2491617, 1.0]], ['2, k, 5', [-0.292141, 0.4194123, 1.0]], ['2, k, 6', [-0.1738067, 0.6090668, 1.0]], ['2, k, 7', [-0.1402958, 0.6691424, 1.0]], ['2, k, 8', [0.01775297, 0.3117235, 1.0]], ['2, k, 9', [0.04665332, 0.4787387, 1.0]], ['2, k, 10', [-0.07021111, 0.6525289, 1.0]], ['2, k, 11', [-0.103831, 0.6854231, 1.0]], ['2, k, 12', [-0.1738311, -0.1403658, 1.0]], ['2, k, 13', [-0.1948681, -0.3172235, 1.0]], ['2, k, 14', [-0.1966319, -0.6717893, 1.0]], ['2, k, 15', [-0.2421103, -0.7395409, 1.0]], ['2, k, 16', [-0.04707031, -0.1304738, 1.0]], ['2, k, 17', [0.02775867, -0.3300152, 1.0]], ['2, k, 18', [0.05149221, -0.6602271, 1.0]], ['2, k, 19', [0.07730929, -0.7212306, 1.0]], ['2, k, 20', [-0.1371852, 0.2504754, 1.0]], ['2, k, 21', [-0.09083619, 0.7174262, 1.0]], ['2, k, 22', [-0.124306, 0.6449117, 1.0]], ['2, k, 23', [-0.1228543, 0.7335411, 1.0]], ['2, k, 24', [-0.08434055, 0.7242231, 1.0]]]
