[['2, k, 0', [-0.056588, -0.724662, 1.0]], ['2, k, 1', [-0.0742109, -0.431279, 1.0]], ['2, k, 2', [-0.0910986, -0.142318, 1.0]], ['2, k, 3', [-0.0894597, 0.0235946, 1.0]], ['2, k, 4', [-0.240717, -0.233501, 1.0]], ['2, k, 5', [-0.370669, -0.182067, 1.0]], ['2, k, 6', [-0.126442, -0.140185, 1.0]], ['2, k, 7', [-0.103125, -0.0935504, 1.0]], ['2, k, 8', [0.0821035, -0.208493, 1.0]], ['2, k, 9', [0.269754, -0.195726, 1.0]], ['2, k, 10', [0.0521975, -0.155595, 1.0]], ['2, k, 11', [-0.0199911, -0.142491, 1.0]], ['2, k, 12', [-0.129367, -0.721397, 1.0]], ['2, k, 13', [-0.257911, -1.02203, 1.0]], ['2, k, 14', [-0.310488, -1.38679, 1.0]], ['2, k, 15', [-0.26384, -1.50012, 1.0]], ['2, k, 16', [0.0175917, -0.710088, 1.0]], ['2, k, 17', [0.181933, -0.989788, 1.0]], ['2, k, 18', [0.254031, -1.48092, 1.0]], ['2, k, 19', [0.127441, -1.48633, 1.0]], ['2, k, 20', [-0.0869934, -0.214017, 1.0]], ['2, k, 21', [-0.0298424, -0.0909227, 1.0]], ['2, k, 22', [-0.10884, -0.0970071, 1.0]], ['2, k, 23', [-0.0199097, -0.14191, 1.0]], ['2, k, 24', [-0.0198034, -0.141153, 1.0]]]
[['2, k, 0', [-0.0838633, -1.03883, 1.0]], ['2, k, 1', [-0.0787388, -0.783827, 1.0]], ['2, k, 2', [-0.0726545, -0.533671, 1.0]], ['2, k, 3', [-0.081235, -0.422409, 1.0]], ['2, k, 4', [-0.190476, -0.582356, 1.0]], ['2, k, 5', [-0.280426, -0.572811, 1.0]], ['2, k, 6', [-0.349779, -0.588608, 1.0]], ['2, k, 7', [-0.398573, -0.525953, 1.0]], ['2, k, 8', [0.0623505, -0.610466, 1.0]], ['2, k, 9', [0.201807, -0.615378, 1.0]], ['2, k, 10', [0.276869, -0.557246, 1.0]], ['2, k, 11', [0.322053, -0.51092, 1.0]], ['2, k, 12', [-0.147225, -1.02182, 1.0]], ['2, k, 13', [-0.369435, -1.03229, 1.0]], ['2, k, 14', [-0.366736, -1.41567, 1.0]], ['2, k, 15', [-0.362767, -1.46, 1.0]], ['2, k, 16', [-0.0187524, -1.03261, 1.0]], ['2, k, 17', [0.16606, -1.04906, 1.0]], ['2, k, 18', [0.193475, -1.40236, 1.0]], ['2, k, 19', [0.19138, -1.44659, 1.0]], ['2, k, 20', [-0.0743915, -0.595936, 1.0]], ['2, k, 21', [-0.405066, -0.506316, 1.0]], ['2, k, 22', [-0.451786, -0.522125, 1.0]], ['2, k, 23', [0.350881, -0.477146, 1.0]], ['2, k, 24', [0.258953, -0.484317, 1.0]]]
[['2, k, 0', [-0.0844107, -1.03959, 1.0]], ['2, k, 1', [-0.0790537, -0.784463, 1.0]], ['2, k, 2', [-0.0727539, -0.533714, 1.0]], ['2, k, 3', [-0.0822787, -0.42689, 1.0]], ['2, k, 4', [-0.190421, -0.580275, 1.0]], ['2, k, 5', [-0.283382, -0.575858, 1.0]], ['2, k, 6', [-0.349684, -0.557131, 1.0]], ['2, k, 7', [-0.398896, -0.532241, 1.0]], ['2, k, 8', [0.0616143, -0.609691, 1.0]], ['2, k, 9', [0.198465, -0.621342, 1.0]], ['2, k, 10', [0.273516, -0.559951, 1.0]], ['2, k, 11', [0.315794, -0.521514, 1.0]], ['2, k, 12', [-0.147748, -1.02252, 1.0]], ['2, k, 13', [-0.369783, -1.03348, 1.0]], ['2, k, 14', [-0.366477, -1.41489, 1.0]], ['2, k, 15', [-0.362155, -1.45918, 1.0]], ['2, k, 16', [-0.0193421, -1.03346, 1.0]], ['2, k, 17', [0.16454, -1.0537, 1.0]], ['2, k, 18', [0.193361, -1.40243, 1.0]], ['2, k, 19', [0.191621, -1.44661, 1.0]], ['2, k, 20', [-0.0745195, -0.596084, 1.0]], ['2, k, 21', [-0.40909, -0.515718, 1.0]], ['2, k, 22', [-0.440701, -0.565527, 1.0]], ['2, k, 23', [0.347758, -0.488256, 1.0]], ['2, k, 24', [0.250309, -0.494988, 1.0]]]
[['2, k, 0', [-0.0860322, -1.04144, 1.0]], ['2, k, 1', [-0.0810381, -0.792571, 1.0]], ['2, k, 2', [-0.074479, -0.549153, 1.0]], ['2, k, 3', [-0.0826064, -0.432, 1.0]], ['2, k, 4', [-0.190698, -0.578869, 1.0]], ['2, k, 5', [-0.286109, -0.577465, 1.0]], ['2, k, 6', [-0.356655, -0.571888, 1.0]], ['2, k, 7', [-0.402255, -0.530927, 1.0]], ['2, k, 8', [0.0586177, -0.614069, 1.0]], ['2, k, 9', [0.19785, -0.632639, 1.0]], ['2, k, 10', [0.273429, -0.565879, 1.0]], ['2, k, 11', [0.317135, -0.526758, 1.0]], ['2, k, 12', [-0.149251, -1.02387, 1.0]], ['2, k, 13', [-0.371589, -1.03434, 1.0]], ['2, k, 14', [-0.36616, -1.4157, 1.0]], ['2, k, 15', [-0.362736, -1.46076, 1.0]], ['2, k, 16', [-0.0209684, -1.03569, 1.0]], ['2, k, 17', [0.163392, -1.05494, 1.0]], ['2, k, 18', [0.19314, -1.40249, 1.0]], ['2, k, 19', [0.190509, -1.44744, 1.0]], ['2, k, 20', [-0.0763103, -0.609802, 1.0]], ['2, k, 21', [-0.412242, -0.518063, 1.0]], ['2, k, 22', [-0.447753, -0.533922, 1.0]], ['2, k, 23', [0.344732, -0.491436, 1.0]], ['2, k, 24', [0.255306, -0.499513, 1.0]]]
[['2, k, 0', [-0.0868319, -1.04329, 1.0]], ['2, k, 1', [-0.0822494, -0.796495, 1.0]], ['2, k, 2', [-0.0761057, -0.55292, 1.0]], ['2, k, 3', [-0.083733, -0.433831, 1.0]], ['2, k, 4', [-0.190903, -0.57935, 1.0]], ['2, k, 5', [-0.291412, -0.575664, 1.0]], ['2, k, 6', [-0.361939, -0.571311, 1.0]], ['2, k, 7', [-0.405606, -0.526122, 1.0]], ['2, k, 8', [0.0536853, -0.619085, 1.0]], ['2, k, 9', [0.196826, -0.638939, 1.0]], ['2, k, 10', [0.272364, -0.570104, 1.0]], ['2, k, 11', [0.315198, -0.527531, 1.0]], ['2, k, 12', [-0.150131, -1.02544, 1.0]], ['2, k, 13', [-0.371976, -1.03509, 1.0]], ['2, k, 14', [-0.364956, -1.42207, 1.0]], ['2, k, 15', [-0.361844, -1.46717, 1.0]], ['2, k, 16', [-0.0216288, -1.03771, 1.0]], ['2, k, 17', [0.162702, -1.05619, 1.0]], ['2, k, 18', [0.192247, -1.39943, 1.0]], ['2, k, 19', [0.189331, -1.44447, 1.0]], ['2, k, 20', [-0.077815, -0.613728, 1.0]], ['2, k, 21', [-0.41155, -0.514663, 1.0]], ['2, k, 22', [-0.452002, -0.559844, 1.0]], ['2, k, 23', [0.341793, -0.494824, 1.0]], ['2, k, 24', [0.254537, -0.5018, 1.0]]]
[['2, k, 0', [-0.0875553, -1.04437, 1.0]], ['2, k, 1', [-0.0824794, -0.797191, 1.0]], ['2, k, 2', [-0.0761353, -0.553028, 1.0]], ['2, k, 3', [-0.0845358, -0.435304, 1.0]], ['2, k, 4', [-0.194046, -0.577288, 1.0]], ['2, k, 5', [-0.294477, -0.57734, 1.0]], ['2, k, 6', [-0.367927, -0.550975, 1.0]], ['2, k, 7', [-0.409166, -0.517434, 1.0]], ['2, k, 8', [0.0527987, -0.619078, 1.0]], ['2, k, 9', [0.196648, -0.638993, 1.0]], ['2, k, 10', [0.267712, -0.570631, 1.0]], ['2, k, 11', [0.308958, -0.52322, 1.0]], ['2, k, 12', [-0.150619, -1.02637, 1.0]], ['2, k, 13', [-0.372912, -1.03565, 1.0]], ['2, k, 14', [-0.364157, -1.42241, 1.0]], ['2, k, 15', [-0.361394, -1.46743, 1.0]], ['2, k, 16', [-0.0225791, -1.03886, 1.0]], ['2, k, 17', [0.162452, -1.05664, 1.0]], ['2, k, 18', [0.192249, -1.39957, 1.0]], ['2, k, 19', [0.188993, -1.44452, 1.0]], ['2, k, 20', [-0.0778676, -0.613937, 1.0]], ['2, k, 21', [-0.415697, -0.50708, 1.0]], ['2, k, 22', [-0.45541, -0.519776, 1.0]], ['2, k, 23', [0.340179, -0.492625, 1.0]], ['2, k, 24', [0.237942, -0.499391, 1.0]]]
[['2, k, 0', [-0.0885115, -1.04398, 1.0]], ['2, k, 1', [-0.0830882, -0.797045, 1.0]], ['2, k, 2', [-0.0767018, -0.552744, 1.0]], ['2, k, 3', [-0.0853565, -0.434464, 1.0]], ['2, k, 4', [-0.198636, -0.574835, 1.0]], ['2, k, 5', [-0.296533, -0.576745, 1.0]], ['2, k, 6', [-0.366114, -0.555823, 1.0]], ['2, k, 7', [-0.413219, -0.507255, 1.0]], ['2, k, 8', [0.0499957, -0.619544, 1.0]], ['2, k, 9', [0.196209, -0.638886, 1.0]], ['2, k, 10', [0.245924, -0.580392, 1.0]], ['2, k, 11', [0.300116, -0.517384, 1.0]], ['2, k, 12', [-0.151263, -1.02583, 1.0]], ['2, k, 13', [-0.372689, -1.03544, 1.0]], ['2, k, 14', [-0.362178, -1.42074, 1.0]], ['2, k, 15', [-0.359381, -1.4657, 1.0]], ['2, k, 16', [-0.0243016, -1.03858, 1.0]], ['2, k, 17', [0.16171, -1.05655, 1.0]], ['2, k, 18', [0.192446, -1.3998, 1.0]], ['2, k, 19', [0.18924, -1.44469, 1.0]], ['2, k, 20', [-0.0784151, -0.613714, 1.0]], ['2, k, 21', [-0.419291, -0.495851, 1.0]], ['2, k, 22', [-0.462703, -0.519414, 1.0]], ['2, k, 23', [0.334758, -0.485135, 1.0]], ['2, k, 24', [0.229084, -0.492384, 1.0]]]
[['2, k, 0', [-0.0885329, -1.04216, 1.0]], ['2, k, 1', [-0.0832943, -0.793553, 1.0]], ['2, k, 2', [-0.0774906, -0.545466, 1.0]], ['2, k, 3', [-0.0872046, -0.42711, 1.0]], ['2, k, 4', [-0.198441, -0.574275, 1.0]], ['2, k, 5', [-0.313615, -0.564145, 1.0]], ['2, k, 6', [-0.379405, -0.539324, 1.0]], ['2, k, 7', [-0.417003, -0.491047, 1.0]], ['2, k, 8', [0.0491852, -0.6153, 1.0]], ['2, k, 9', [0.19315, -0.624737, 1.0]], ['2, k, 10', [0.25272, -0.568956, 1.0]], ['2, k, 11', [0.297394, -0.508966, 1.0]], ['2, k, 12', [-0.15144, -1.02427, 1.0]], ['2, k, 13', [-0.372407, -1.0352, 1.0]], ['2, k, 14', [-0.356622, -1.41695, 1.0]], ['2, k, 15', [-0.354373, -1.4617, 1.0]], ['2, k, 16', [-0.0240095, -1.03632, 1.0]], ['2, k, 17', [0.160258, -1.05285, 1.0]], ['2, k, 18', [0.19162, -1.39632, 1.0]], ['2, k, 19', [0.187924, -1.441, 1.0]], ['2, k, 20', [-0.0790059, -0.607614, 1.0]], ['2, k, 21', [-0.420478, -0.482548, 1.0]], ['2, k, 22', [-0.462941, -0.511213, 1.0]], ['2, k, 23', [0.323397, -0.475755, 1.0]], ['2, k, 24', [0.228301, -0.481116, 1.0]]]
[['2, k, 0', [-0.0887315, -1.03695, 1.0]], ['2, k, 1', [-0.083703, -0.787555, 1.0]], ['2, k, 2', [-0.0782187, -0.538604, 1.0]], ['2, k, 3', [-0.0891602, -0.406914, 1.0]], ['2, k, 4', [-0.197994, -0.574486, 1.0]], ['2, k, 5', [-0.309382, -0.534205, 1.0]], ['2, k, 6', [-0.367877, -0.526683, 1.0]], ['2, k, 7', [-0.418782, -0.474031, 1.0]], ['2, k, 8', [0.0501365, -0.611297, 1.0]], ['2, k, 9', [0.178804, -0.604222, 1.0]], ['2, k, 10', [0.239559, -0.535507, 1.0]], ['2, k, 11', [0.295254, -0.49233, 1.0]], ['2, k, 12', [-0.15235, -1.01915, 1.0]], ['2, k, 13', [-0.371277, -1.03405, 1.0]], ['2, k, 14', [-0.354037, -1.41382, 1.0]], ['2, k, 15', [-0.351418, -1.45846, 1.0]], ['2, k, 16', [-0.0233349, -1.03074, 1.0]], ['2, k, 17', [0.160619, -1.0502, 1.0]], ['2, k, 18', [0.189346, -1.40321, 1.0]], ['2, k, 19', [0.186075, -1.44772, 1.0]], ['2, k, 20', [-0.079654, -0.6009, 1.0]], ['2, k, 21', [-0.42853, -0.466184, 1.0]], ['2, k, 22', [-0.467498, -0.47387, 1.0]], ['2, k, 23', [0.324418, -0.459833, 1.0]], ['2, k, 24', [0.221812, -0.464555, 1.0]]]
[['2, k, 0', [-0.0885957, -1.02424, 1.0]], ['2, k, 1', [-0.0861655, -0.763514, 1.0]], ['2, k, 2', [-0.0847975, -0.499782, 1.0]], ['2, k, 3', [-0.0899449, -0.39339, 1.0]], ['2, k, 4', [-0.19857, -0.573997, 1.0]], ['2, k, 5', [-0.309843, -0.512771, 1.0]], ['2, k, 6', [-0.375738, -0.52378, 1.0]], ['2, k, 7', [-0.422671, -0.454853, 1.0]], ['2, k, 8', [0.0501804, -0.587178, 1.0]], ['2, k, 9', [0.175767, -0.589736, 1.0]], ['2, k, 10', [0.245886, -0.524319, 1.0]], ['2, k, 11', [0.29546, -0.473857, 1.0]], ['2, k, 12', [-0.153164, -1.00946, 1.0]], ['2, k, 13', [-0.36937, -1.03092, 1.0]], ['2, k, 14', [-0.353155, -1.40625, 1.0]], ['2, k, 15', [-0.348558, -1.44996, 1.0]], ['2, k, 16', [-0.0218696, -1.01528, 1.0]], ['2, k, 17', [0.160329, -1.04352, 1.0]], ['2, k, 18', [0.189691, -1.40477, 1.0]], ['2, k, 19', [0.188396, -1.44831, 1.0]], ['2, k, 20', [-0.0850767, -0.56601, 1.0]], ['2, k, 21', [-0.422778, -0.446754, 1.0]], ['2, k, 22', [-0.465596, -0.451788, 1.0]], ['2, k, 23', [0.322349, -0.439884, 1.0]], ['2, k, 24', [0.220942, -0.444324, 1.0]]]
[['2, k, 0', [-0.0934861, -0.99267, 1.0]], ['2, k, 1', [-0.0900956, -0.73897, 1.0]], ['2, k, 2', [-0.0867392, -0.485537, 1.0]], ['2, k, 3', [-0.0906575, -0.372854, 1.0]], ['2, k, 4', [-0.209788, -0.489505, 1.0]], ['2, k, 5', [-0.315142, -0.504216, 1.0]], ['2, k, 6', [-0.380922, -0.467933, 1.0]], ['2, k, 7', [-0.424921, -0.428001, 1.0]], ['2, k, 8', [0.0475005, -0.570669, 1.0]], ['2, k, 9', [0.16662, -0.547113, 1.0]], ['2, k, 10', [0.240301, -0.504339, 1.0]], ['2, k, 11', [0.292187, -0.450702, 1.0]], ['2, k, 12', [-0.156216, -0.96864, 1.0]], ['2, k, 13', [-0.366576, -1.0275, 1.0]], ['2, k, 14', [-0.352286, -1.40227, 1.0]], ['2, k, 15', [-0.352074, -1.44577, 1.0]], ['2, k, 16', [-0.0281209, -0.992238, 1.0]], ['2, k, 17', [0.160304, -1.03762, 1.0]], ['2, k, 18', [0.189166, -1.40348, 1.0]], ['2, k, 19', [0.183493, -1.4468, 1.0]], ['2, k, 20', [-0.0875585, -0.549086, 1.0]], ['2, k, 21', [-0.432015, -0.423976, 1.0]], ['2, k, 22', [-0.471433, -0.431743, 1.0]], ['2, k, 23', [0.321677, -0.416627, 1.0]], ['2, k, 24', [0.219349, -0.422145, 1.0]]]
[['2, k, 0', [-0.0919041, -0.989541, 1.0]], ['2, k, 1', [-0.0899374, -0.725804, 1.0]], ['2, k, 2', [-0.0904401, -0.455088, 1.0]], ['2, k, 3', [-0.0895029, -0.347443, 1.0]], ['2, k, 4', [-0.202654, -0.546383, 1.0]], ['2, k, 5', [-0.337821, -0.504142, 1.0]], ['2, k, 6', [-0.393463, -0.450457, 1.0]], ['2, k, 7', [-0.4257, -0.39997, 1.0]], ['2, k, 8', [0.0457634, -0.551341, 1.0]], ['2, k, 9', [0.166643, -0.517215, 1.0]], ['2, k, 10', [0.237822, -0.472186, 1.0]], ['2, k, 11', [0.29205, -0.422826, 1.0]], ['2, k, 12', [-0.156003, -0.968618, 1.0]], ['2, k, 13', [-0.364601, -1.01983, 1.0]], ['2, k, 14', [-0.352528, -1.39932, 1.0]], ['2, k, 15', [-0.35009, -1.44198, 1.0]], ['2, k, 16', [-0.0244221, -0.982534, 1.0]], ['2, k, 17', [0.158389, -1.03341, 1.0]], ['2, k, 18', [0.18868, -1.39858, 1.0]], ['2, k, 19', [0.185227, -1.44106, 1.0]], ['2, k, 20', [-0.0901296, -0.523292, 1.0]], ['2, k, 21', [-0.420698, -0.392598, 1.0]], ['2, k, 22', [-0.47533, -0.392516, 1.0]], ['2, k, 23', [0.315511, -0.390535, 1.0]], ['2, k, 24', [0.220477, -0.394704, 1.0]]]
[['2, k, 0', [-0.0890051, -0.97624, 1.0]], ['2, k, 1', [-0.0901963, -0.704326, 1.0]], ['2, k, 2', [-0.0926279, -0.434585, 1.0]], ['2, k, 3', [-0.0905197, -0.307854, 1.0]], ['2, k, 4', [-0.202938, -0.541047, 1.0]], ['2, k, 5', [-0.341723, -0.482588, 1.0]], ['2, k, 6', [-0.396185, -0.415335, 1.0]], ['2, k, 7', [-0.429049, -0.367969, 1.0]], ['2, k, 8', [0.0451072, -0.529592, 1.0]], ['2, k, 9', [0.172828, -0.498912, 1.0]], ['2, k, 10', [0.238866, -0.442643, 1.0]], ['2, k, 11', [0.290021, -0.391575, 1.0]], ['2, k, 12', [-0.154992, -0.962745, 1.0]], ['2, k, 13', [-0.363209, -1.01395, 1.0]], ['2, k, 14', [-0.343137, -1.4059, 1.0]], ['2, k, 15', [-0.339176, -1.44814, 1.0]], ['2, k, 16', [-0.0203824, -0.96575, 1.0]], ['2, k, 17', [0.158563, -1.02101, 1.0]], ['2, k, 18', [0.189118, -1.37506, 1.0]], ['2, k, 19', [0.187272, -1.41727, 1.0]], ['2, k, 20', [-0.0920554, -0.501733, 1.0]], ['2, k, 21', [-0.397379, -0.361052, 1.0]], ['2, k, 22', [-0.426633, -0.383608, 1.0]], ['2, k, 23', [0.319064, -0.357919, 1.0]], ['2, k, 24', [0.215256, -0.363954, 1.0]]]
[['2, k, 0', [-0.085133, -0.947071, 1.0]], ['2, k, 1', [-0.0988949, -0.665342, 1.0]], ['2, k, 2', [-0.115453, -0.384263, 1.0]], ['2, k, 3', [-0.0855642, -0.275814, 1.0]], ['2, k, 4', [-0.20165, -0.497391, 1.0]], ['2, k, 5', [-0.330133, -0.438416, 1.0]], ['2, k, 6', [-0.343594, -0.36966, 1.0]], ['2, k, 7', [-0.417251, -0.333245, 1.0]], ['2, k, 8', [0.0491275, -0.495317, 1.0]], ['2, k, 9', [0.175474, -0.460247, 1.0]], ['2, k, 10', [0.23864, -0.407419, 1.0]], ['2, k, 11', [0.290685, -0.355703, 1.0]], ['2, k, 12', [-0.153074, -0.935624, 1.0]], ['2, k, 13', [-0.356859, -1.00304, 1.0]], ['2, k, 14', [-0.348301, -1.39093, 1.0]], ['2, k, 15', [-0.344851, -1.43303, 1.0]], ['2, k, 16', [-0.0151802, -0.937457, 1.0]], ['2, k, 17', [0.1582, -1.0119, 1.0]], ['2, k, 18', [0.189264, -1.37423, 1.0]], ['2, k, 19', [0.186833, -1.4162, 1.0]], ['2, k, 20', [-0.111752, -0.453023, 1.0]], ['2, k, 21', [-0.426004, -0.328713, 1.0]], ['2, k, 22', [-0.468497, -0.334417, 1.0]], ['2, k, 23', [0.316615, -0.324352, 1.0]], ['2, k, 24', [0.21578, -0.329869, 1.0]]]
[['2, k, 0', [-0.0831166, -0.917649, 1.0]], ['2, k, 1', [-0.101435, -0.656903, 1.0]], ['2, k, 2', [-0.120845, -0.384889, 1.0]], ['2, k, 3', [-0.0894531, -0.238299, 1.0]], ['2, k, 4', [-0.203856, -0.468248, 1.0]], ['2, k, 5', [-0.322127, -0.394068, 1.0]], ['2, k, 6', [-0.390243, -0.347797, 1.0]], ['2, k, 7', [-0.426564, -0.297408, 1.0]], ['2, k, 8', [0.0485161, -0.475265, 1.0]], ['2, k, 9', [0.177404, -0.421732, 1.0]], ['2, k, 10', [0.236343, -0.398609, 1.0]], ['2, k, 11', [0.291166, -0.321895, 1.0]], ['2, k, 12', [-0.150701, -0.903692, 1.0]], ['2, k, 13', [-0.349762, -0.987514, 1.0]], ['2, k, 14', [-0.364597, -1.39578, 1.0]], ['2, k, 15', [-0.359398, -1.46639, 1.0]], ['2, k, 16', [-0.0135288, -0.909876, 1.0]], ['2, k, 17', [0.157532, -1.00149, 1.0]], ['2, k, 18', [0.187312, -1.36788, 1.0]], ['2, k, 19', [0.182119, -1.40942, 1.0]], ['2, k, 20', [-0.115753, -0.451889, 1.0]], ['2, k, 21', [-0.415092, -0.288753, 1.0]], ['2, k, 22', [-0.469527, -0.287147, 1.0]], ['2, k, 23', [0.316418, -0.289326, 1.0]], ['2, k, 24', [0.212462, -0.293222, 1.0]]]
[['2, k, 0', [-0.0868062, -0.883622, 1.0]], ['2, k, 1', [-0.0958973, -0.645416, 1.0]], ['2, k, 2', [-0.104039, -0.390176, 1.0]], ['2, k, 3', [-0.0920134, -0.231886, 1.0]], ['2, k, 4', [-0.20421, -0.434842, 1.0]], ['2, k, 5', [-0.330519, -0.368605, 1.0]], ['2, k, 6', [-0.401564, -0.323913, 1.0]], ['2, k, 7', [-0.428978, -0.25816, 1.0]], ['2, k, 8', [0.0523667, -0.446642, 1.0]], ['2, k, 9', [0.183384, -0.375294, 1.0]], ['2, k, 10', [0.243907, -0.319365, 1.0]], ['2, k, 11', [0.292572, -0.277257, 1.0]], ['2, k, 12', [-0.153618, -0.869844, 1.0]], ['2, k, 13', [-0.342656, -0.984099, 1.0]], ['2, k, 14', [-0.348979, -1.37457, 1.0]], ['2, k, 15', [-0.348622, -1.41733, 1.0]], ['2, k, 16', [-0.0179033, -0.877196, 1.0]], ['2, k, 17', [0.153567, -0.988505, 1.0]], ['2, k, 18', [0.187965, -1.36673, 1.0]], ['2, k, 19', [0.182427, -1.40934, 1.0]], ['2, k, 20', [-0.104581, -0.452756, 1.0]], ['2, k, 21', [-0.408466, -0.24862, 1.0]], ['2, k, 22', [-0.436106, -0.271258, 1.0]], ['2, k, 23', [0.316979, -0.250124, 1.0]], ['2, k, 24', [0.215446, -0.254388, 1.0]]]
[['2, k, 0', [-0.0820864, -0.83949, 1.0]], ['2, k, 1', [-0.0829241, -0.573403, 1.0]], ['2, k, 2', [-0.0836567, -0.312684, 1.0]], ['2, k, 3', [-0.0888683, -0.152706, 1.0]], ['2, k, 4', [-0.206034, -0.384336, 1.0]], ['2, k, 5', [-0.33533, -0.314295, 1.0]], ['2, k, 6', [-0.401447, -0.256316, 1.0]], ['2, k, 7', [-0.43079, -0.219672, 1.0]], ['2, k, 8', [0.0610352, -0.38749, 1.0]], ['2, k, 9', [0.157729, -0.334762, 1.0]], ['2, k, 10', [0.226524, -0.285393, 1.0]], ['2, k, 11', [0.286206, -0.237505, 1.0]], ['2, k, 12', [-0.147286, -0.82857, 1.0]], ['2, k, 13', [-0.32902, -0.967658, 1.0]], ['2, k, 14', [-0.364852, -1.38029, 1.0]], ['2, k, 15', [-0.331356, -1.43256, 1.0]], ['2, k, 16', [-0.0150324, -0.830345, 1.0]], ['2, k, 17', [0.150451, -0.97186, 1.0]], ['2, k, 18', [0.188065, -1.34923, 1.0]], ['2, k, 19', [0.1835, -1.38952, 1.0]], ['2, k, 20', [-0.0835544, -0.37762, 1.0]], ['2, k, 21', [-0.406834, -0.215701, 1.0]], ['2, k, 22', [-0.412389, -0.246091, 1.0]], ['2, k, 23', [0.313203, -0.215875, 1.0]], ['2, k, 24', [0.212547, -0.221448, 1.0]]]
[['2, k, 0', [-0.0770675, -0.812817, 1.0]], ['2, k, 1', [-0.0917889, -0.54411, 1.0]], ['2, k, 2', [-0.112764, -0.270036, 1.0]], ['2, k, 3', [-0.0847354, -0.118816, 1.0]], ['2, k, 4', [-0.206815, -0.353807, 1.0]], ['2, k, 5', [-0.340594, -0.283842, 1.0]], ['2, k, 6', [-0.406102, -0.226839, 1.0]], ['2, k, 7', [-0.431768, -0.181248, 1.0]], ['2, k, 8', [0.0618549, -0.355162, 1.0]], ['2, k, 9', [0.203815, -0.281901, 1.0]], ['2, k, 10', [0.247226, -0.2419, 1.0]], ['2, k, 11', [0.282984, -0.204174, 1.0]], ['2, k, 12', [-0.141515, -0.802176, 1.0]], ['2, k, 13', [-0.318922, -0.959041, 1.0]], ['2, k, 14', [-0.343386, -1.32318, 1.0]], ['2, k, 15', [-0.3414, -1.36232, 1.0]], ['2, k, 16', [-0.0108666, -0.804582, 1.0]], ['2, k, 17', [0.146739, -0.965965, 1.0]], ['2, k, 18', [0.18796, -1.33033, 1.0]], ['2, k, 19', [0.18406, -1.3692, 1.0]], ['2, k, 20', [-0.107107, -0.33811, 1.0]], ['2, k, 21', [-0.420804, -0.175838, 1.0]], ['2, k, 22', [-0.36001, -0.184883, 1.0]], ['2, k, 23', [0.306354, -0.188355, 1.0]], ['2, k, 24', [0.208732, -0.19231, 1.0]]]
[['2, k, 0', [-0.0756495, -0.791673, 1.0]], ['2, k, 1', [-0.0828766, -0.515766, 1.0]], ['2, k, 2', [-0.0885924, -0.240819, 1.0]], ['2, k, 3', [-0.0819076, -0.0840839, 1.0]], ['2, k, 4', [-0.206955, -0.341706, 1.0]], ['2, k, 5', [-0.342042, -0.248945, 1.0]], ['2, k, 6', [-0.406589, -0.191093, 1.0]], ['2, k, 7', [-0.433242, -0.148685, 1.0]], ['2, k, 8', [0.065378, -0.332009, 1.0]], ['2, k, 9', [0.206374, -0.262254, 1.0]], ['2, k, 10', [0.251827, -0.212165, 1.0]], ['2, k, 11', [0.2806, -0.175642, 1.0]], ['2, k, 12', [-0.139948, -0.78064, 1.0]], ['2, k, 13', [-0.311181, -0.953149, 1.0]], ['2, k, 14', [-0.339483, -1.3247, 1.0]], ['2, k, 15', [-0.336246, -1.36312, 1.0]], ['2, k, 16', [-0.00956836, -0.78397, 1.0]], ['2, k, 17', [0.146545, -0.955847, 1.0]], ['2, k, 18', [0.184228, -1.31935, 1.0]], ['2, k, 19', [0.181665, -1.35761, 1.0]], ['2, k, 20', [-0.0879433, -0.309805, 1.0]], ['2, k, 21', [-0.404692, -0.150678, 1.0]], ['2, k, 22', [-0.358834, -0.15643, 1.0]], ['2, k, 23', [0.307894, -0.170612, 1.0]], ['2, k, 24', [0.208577, -0.170669, 1.0]]]
[['2, k, 0', [-0.0764222, -0.75288, 1.0]], ['2, k, 1', [-0.0833296, -0.457176, 1.0]], ['2, k, 2', [-0.0895668, -0.170408, 1.0]], ['2, k, 3', [-0.0817521, -0.0462777, 1.0]], ['2, k, 4', [-0.20926, -0.285897, 1.0]], ['2, k, 5', [-0.344026, -0.221253, 1.0]], ['2, k, 6', [-0.404588, -0.172176, 1.0]], ['2, k, 7', [-0.432176, -0.12548, 1.0]], ['2, k, 8', [0.0699669, -0.297642, 1.0]], ['2, k, 9', [0.211389, -0.236151, 1.0]], ['2, k, 10', [0.247641, -0.195623, 1.0]], ['2, k, 11', [0.297038, -0.154824, 1.0]], ['2, k, 12', [-0.141701, -0.740458, 1.0]], ['2, k, 13', [-0.296568, -0.940421, 1.0]], ['2, k, 14', [-0.330214, -1.31453, 1.0]], ['2, k, 15', [-0.333149, -1.35013, 1.0]], ['2, k, 16', [-0.00936089, -0.747454, 1.0]], ['2, k, 17', [0.140555, -0.94251, 1.0]], ['2, k, 18', [0.181006, -1.3047, 1.0]], ['2, k, 19', [0.172403, -1.34018, 1.0]], ['2, k, 20', [-0.0881036, -0.241642, 1.0]], ['2, k, 21', [-0.402718, -0.131987, 1.0]], ['2, k, 22', [-0.361557, -0.135249, 1.0]], ['2, k, 23', [0.317881, -0.154577, 1.0]], ['2, k, 24', [0.282235, -0.148001, 1.0]]]
