[['2, k, 0', [0.0982251, -1.23659, 1.0]], ['2, k, 1', [0.0869044, -0.938218, 1.0]], ['2, k, 2', [0.0754581, -0.641953, 1.0]], ['2, k, 3', [0.0922469, -0.536549, 1.0]], ['2, k, 4', [0.0418407, -0.730536, 1.0]], ['2, k, 5', [0.241075, -0.711626, 1.0]], ['2, k, 6', [0.438867, -0.693196, 1.0]], ['2, k, 7', [0.515904, -0.67494, 1.0]], ['2, k, 8', [0.141702, -0.70938, 1.0]], ['2, k, 9', [0.342185, -0.702578, 1.0]], ['2, k, 10', [0.490182, -0.682084, 1.0]], ['2, k, 11', [0.520166, -0.672422, 1.0]], ['2, k, 12', [0.0744598, -1.22786, 1.0]], ['2, k, 13', [-0.00785428, -1.44413, 1.0]], ['2, k, 14', [-0.00937062, -1.7528, 1.0]], ['2, k, 15', [-0.0547299, -1.79328, 1.0]], ['2, k, 16', [0.119845, -1.21827, 1.0]], ['2, k, 17', [0.205992, -1.47265, 1.0]], ['2, k, 18', [0.240174, -1.77048, 1.0]], ['2, k, 19', [0.20224, -1.81353, 1.0]], ['2, k, 20', [0.0783523, -0.715892, 1.0]], ['2, k, 21', [0.561587, -0.666157, 1.0]], ['2, k, 22', [0.520347, -0.680181, 1.0]], ['2, k, 23', [0.563465, -0.665351, 1.0]], ['2, k, 24', [0.525571, -0.681045, 1.0]]]
[['2, k, 0', [0.141437, -1.23699, 1.0]], ['2, k, 1', [0.152205, -0.930843, 1.0]], ['2, k, 2', [0.160944, -0.62675, 1.0]], ['2, k, 3', [0.148361, -0.538487, 1.0]], ['2, k, 4', [0.105769, -0.728756, 1.0]], ['2, k, 5', [-0.122199, -0.71471, 1.0]], ['2, k, 6', [-0.349143, -0.691402, 1.0]], ['2, k, 7', [-0.395604, -0.681832, 1.0]], ['2, k, 8', [0.179983, -0.722985, 1.0]], ['2, k, 9', [-0.0482719, -0.720578, 1.0]], ['2, k, 10', [-0.273062, -0.699703, 1.0]], ['2, k, 11', [-0.320023, -0.698721, 1.0]], ['2, k, 12', [0.0805855, -1.23578, 1.0]], ['2, k, 13', [0.0751943, -1.50697, 1.0]], ['2, k, 14', [0.0516978, -1.76725, 1.0]], ['2, k, 15', [0.0701301, -1.80466, 1.0]], ['2, k, 16', [0.196648, -1.21072, 1.0]], ['2, k, 17', [0.210003, -1.44322, 1.0]], ['2, k, 18', [0.279853, -1.74586, 1.0]], ['2, k, 19', [0.321132, -1.78502, 1.0]], ['2, k, 20', [0.159037, -0.702629, 1.0]], ['2, k, 21', [-0.44736, -0.660539, 1.0]], ['2, k, 22', [-0.404701, -0.66671, 1.0]], ['2, k, 23', [-0.376437, -0.689553, 1.0]], ['2, k, 24', [-0.309721, -0.68057, 1.0]]]
[['2, k, 0', [0.141451, -1.23739, 1.0]], ['2, k, 1', [0.150802, -0.931149, 1.0]], ['2, k, 2', [0.156971, -0.626788, 1.0]], ['2, k, 3', [0.146033, -0.538244, 1.0]], ['2, k, 4', [0.101689, -0.730603, 1.0]], ['2, k, 5', [-0.126626, -0.71644, 1.0]], ['2, k, 6', [-0.353725, -0.694485, 1.0]], ['2, k, 7', [-0.403429, -0.683213, 1.0]], ['2, k, 8', [0.163803, -0.723248, 1.0]], ['2, k, 9', [-0.0643612, -0.720959, 1.0]], ['2, k, 10', [-0.290698, -0.697357, 1.0]], ['2, k, 11', [-0.337349, -0.698827, 1.0]], ['2, k, 12', [0.0804866, -1.23625, 1.0]], ['2, k, 13', [0.0796287, -1.50621, 1.0]], ['2, k, 14', [0.0530312, -1.76645, 1.0]], ['2, k, 15', [0.0742496, -1.80371, 1.0]], ['2, k, 16', [0.197315, -1.21127, 1.0]], ['2, k, 17', [0.209549, -1.44642, 1.0]], ['2, k, 18', [0.27948, -1.74552, 1.0]], ['2, k, 19', [0.324118, -1.78291, 1.0]], ['2, k, 20', [0.155778, -0.702763, 1.0]], ['2, k, 21', [-0.454599, -0.665702, 1.0]], ['2, k, 22', [-0.411641, -0.667131, 1.0]], ['2, k, 23', [-0.391489, -0.689611, 1.0]], ['2, k, 24', [-0.36173, -0.678772, 1.0]]]
[['2, k, 0', [0.138571, -1.2359, 1.0]], ['2, k, 1', [0.147015, -0.929614, 1.0]], ['2, k, 2', [0.15345, -0.625513, 1.0]], ['2, k, 3', [0.143154, -0.537717, 1.0]], ['2, k, 4', [0.0978338, -0.731123, 1.0]], ['2, k, 5', [-0.130409, -0.717128, 1.0]], ['2, k, 6', [-0.357434, -0.696178, 1.0]], ['2, k, 7', [-0.404063, -0.684927, 1.0]], ['2, k, 8', [0.160469, -0.723298, 1.0]], ['2, k, 9', [-0.067701, -0.721332, 1.0]], ['2, k, 10', [-0.293963, -0.697408, 1.0]], ['2, k, 11', [-0.345018, -0.700338, 1.0]], ['2, k, 12', [0.0776186, -1.23369, 1.0]], ['2, k, 13', [0.0760189, -1.50676, 1.0]], ['2, k, 14', [0.0470825, -1.76525, 1.0]], ['2, k, 15', [0.0664854, -1.80637, 1.0]], ['2, k, 16', [0.193575, -1.21034, 1.0]], ['2, k, 17', [0.208806, -1.45725, 1.0]], ['2, k, 18', [0.279433, -1.74563, 1.0]], ['2, k, 19', [0.324037, -1.78314, 1.0]], ['2, k, 20', [0.152087, -0.701402, 1.0]], ['2, k, 21', [-0.455128, -0.663768, 1.0]], ['2, k, 22', [-0.419362, -0.684868, 1.0]], ['2, k, 23', [-0.40038, -0.685252, 1.0]], ['2, k, 24', [-0.377889, -0.679545, 1.0]]]
[['2, k, 0', [0.138211, -1.23693, 1.0]], ['2, k, 1', [0.145551, -0.9305, 1.0]], ['2, k, 2', [0.150784, -0.626217, 1.0]], ['2, k, 3', [0.138904, -0.536971, 1.0]], ['2, k, 4', [0.094503, -0.731864, 1.0]], ['2, k, 5', [-0.133824, -0.717758, 1.0]], ['2, k, 6', [-0.360548, -0.696126, 1.0]], ['2, k, 7', [-0.406465, -0.685184, 1.0]], ['2, k, 8', [0.158901, -0.723325, 1.0]], ['2, k, 9', [-0.0692042, -0.721847, 1.0]], ['2, k, 10', [-0.295637, -0.698583, 1.0]], ['2, k, 11', [-0.345676, -0.699333, 1.0]], ['2, k, 12', [0.076593, -1.2366, 1.0]], ['2, k, 13', [0.0760236, -1.50966, 1.0]], ['2, k, 14', [0.0470901, -1.76823, 1.0]], ['2, k, 15', [0.0659387, -1.80917, 1.0]], ['2, k, 16', [0.19443, -1.21062, 1.0]], ['2, k, 17', [0.207418, -1.45547, 1.0]], ['2, k, 18', [0.278392, -1.74369, 1.0]], ['2, k, 19', [0.32261, -1.7813, 1.0]], ['2, k, 20', [0.149722, -0.702158, 1.0]], ['2, k, 21', [-0.462248, -0.662206, 1.0]], ['2, k, 22', [-0.428936, -0.678926, 1.0]], ['2, k, 23', [-0.399535, -0.685595, 1.0]], ['2, k, 24', [-0.364875, -0.676676, 1.0]]]
[['2, k, 0', [0.137454, -1.2371, 1.0]], ['2, k, 1', [0.143878, -0.930958, 1.0]], ['2, k, 2', [0.148453, -0.627009, 1.0]], ['2, k, 3', [0.135638, -0.537201, 1.0]], ['2, k, 4', [0.0935013, -0.732891, 1.0]], ['2, k, 5', [-0.134861, -0.719293, 1.0]], ['2, k, 6', [-0.361488, -0.69615, 1.0]], ['2, k, 7', [-0.408563, -0.68408, 1.0]], ['2, k, 8', [0.154868, -0.723654, 1.0]], ['2, k, 9', [-0.0732446, -0.722253, 1.0]], ['2, k, 10', [-0.29969, -0.698532, 1.0]], ['2, k, 11', [-0.386287, -0.691747, 1.0]], ['2, k, 12', [0.0760376, -1.23709, 1.0]], ['2, k, 13', [0.0823458, -1.50591, 1.0]], ['2, k, 14', [0.0543943, -1.76594, 1.0]], ['2, k, 15', [0.0733611, -1.8034, 1.0]], ['2, k, 16', [0.193837, -1.2105, 1.0]], ['2, k, 17', [0.205838, -1.45357, 1.0]], ['2, k, 18', [0.278125, -1.74377, 1.0]], ['2, k, 19', [0.322114, -1.78131, 1.0]], ['2, k, 20', [0.147523, -0.70286, 1.0]], ['2, k, 21', [-0.462845, -0.665103, 1.0]], ['2, k, 22', [-0.419818, -0.661196, 1.0]], ['2, k, 23', [-0.440492, -0.672733, 1.0]], ['2, k, 24', [-0.425079, -0.65938, 1.0]]]
[['2, k, 0', [0.132218, -1.23642, 1.0]], ['2, k, 1', [0.140901, -0.930469, 1.0]], ['2, k, 2', [0.147121, -0.626644, 1.0]], ['2, k, 3', [0.133027, -0.536806, 1.0]], ['2, k, 4', [0.0302464, -0.7315, 1.0]], ['2, k, 5', [-0.185556, -0.719165, 1.0]], ['2, k, 6', [-0.386428, -0.694401, 1.0]], ['2, k, 7', [-0.415931, -0.679618, 1.0]], ['2, k, 8', [0.15349, -0.723869, 1.0]], ['2, k, 9', [-0.0744069, -0.722219, 1.0]], ['2, k, 10', [-0.300635, -0.698782, 1.0]], ['2, k, 11', [-0.39232, -0.688527, 1.0]], ['2, k, 12', [0.0713322, -1.23689, 1.0]], ['2, k, 13', [0.0822296, -1.5058, 1.0]], ['2, k, 14', [0.0542744, -1.76576, 1.0]], ['2, k, 15', [0.0623009, -1.80253, 1.0]], ['2, k, 16', [0.188458, -1.20921, 1.0]], ['2, k, 17', [0.206031, -1.45383, 1.0]], ['2, k, 18', [0.278374, -1.74461, 1.0]], ['2, k, 19', [0.313011, -1.78815, 1.0]], ['2, k, 20', [0.145861, -0.702472, 1.0]], ['2, k, 21', [-0.459895, -0.661488, 1.0]], ['2, k, 22', [-0.422615, -0.683528, 1.0]], ['2, k, 23', [-0.446309, -0.668651, 1.0]], ['2, k, 24', [-0.401023, -0.682662, 1.0]]]
[['2, k, 0', [0.130033, -1.23707, 1.0]], ['2, k, 1', [0.13931, -0.930723, 1.0]], ['2, k, 2', [0.145601, -0.626591, 1.0]], ['2, k, 3', [0.131872, -0.536465, 1.0]], ['2, k, 4', [0.0302861, -0.731742, 1.0]], ['2, k, 5', [-0.192483, -0.716107, 1.0]], ['2, k, 6', [-0.388721, -0.691234, 1.0]], ['2, k, 7', [-0.414585, -0.673353, 1.0]], ['2, k, 8', [0.151501, -0.724458, 1.0]], ['2, k, 9', [-0.0756243, -0.721688, 1.0]], ['2, k, 10', [-0.299235, -0.701271, 1.0]], ['2, k, 11', [-0.336273, -0.696279, 1.0]], ['2, k, 12', [0.0696227, -1.23751, 1.0]], ['2, k, 13', [0.0719473, -1.5074, 1.0]], ['2, k, 14', [0.0503422, -1.76794, 1.0]], ['2, k, 15', [0.060454, -1.80407, 1.0]], ['2, k, 16', [0.186289, -1.20994, 1.0]], ['2, k, 17', [0.203703, -1.45097, 1.0]], ['2, k, 18', [0.278247, -1.74448, 1.0]], ['2, k, 19', [0.312871, -1.78643, 1.0]], ['2, k, 20', [0.144315, -0.702514, 1.0]], ['2, k, 21', [-0.444856, -0.656437, 1.0]], ['2, k, 22', [-0.419714, -0.654383, 1.0]], ['2, k, 23', [-0.398195, -0.674276, 1.0]], ['2, k, 24', [-0.388894, -0.700243, 1.0]]]
[['2, k, 0', [0.129495, -1.23739, 1.0]], ['2, k, 1', [0.138903, -0.930845, 1.0]], ['2, k, 2', [0.145175, -0.626638, 1.0]], ['2, k, 3', [0.131052, -0.536113, 1.0]], ['2, k, 4', [0.0304629, -0.731926, 1.0]], ['2, k, 5', [-0.190579, -0.715729, 1.0]], ['2, k, 6', [-0.352916, -0.695592, 1.0]], ['2, k, 7', [-0.389565, -0.67666, 1.0]], ['2, k, 8', [0.150395, -0.724714, 1.0]], ['2, k, 9', [-0.0755495, -0.72068, 1.0]], ['2, k, 10', [-0.294288, -0.698877, 1.0]], ['2, k, 11', [-0.381783, -0.679465, 1.0]], ['2, k, 12', [0.0691549, -1.23788, 1.0]], ['2, k, 13', [0.0692286, -1.50778, 1.0]], ['2, k, 14', [0.0488873, -1.76867, 1.0]], ['2, k, 15', [0.0593222, -1.80396, 1.0]], ['2, k, 16', [0.18586, -1.21025, 1.0]], ['2, k, 17', [0.203674, -1.45653, 1.0]], ['2, k, 18', [0.276611, -1.74231, 1.0]], ['2, k, 19', [0.31093, -1.7834, 1.0]], ['2, k, 20', [0.143881, -0.702582, 1.0]], ['2, k, 21', [-0.442788, -0.65579, 1.0]], ['2, k, 22', [-0.402029, -0.670319, 1.0]], ['2, k, 23', [-0.438098, -0.652603, 1.0]], ['2, k, 24', [-0.382659, -0.679092, 1.0]]]
[['2, k, 0', [0.128911, -1.23764, 1.0]], ['2, k, 1', [0.138763, -0.930871, 1.0]], ['2, k, 2', [0.145362, -0.626498, 1.0]], ['2, k, 3', [0.130778, -0.535307, 1.0]], ['2, k, 4', [0.031267, -0.731939, 1.0]], ['2, k, 5', [-0.184551, -0.717241, 1.0]], ['2, k, 6', [-0.345985, -0.68714, 1.0]], ['2, k, 7', [-0.377734, -0.66991, 1.0]], ['2, k, 8', [0.151238, -0.725809, 1.0]], ['2, k, 9', [-0.0704964, -0.71675, 1.0]], ['2, k, 10', [-0.290149, -0.693115, 1.0]], ['2, k, 11', [-0.354981, -0.679207, 1.0]], ['2, k, 12', [0.0683118, -1.23806, 1.0]], ['2, k, 13', [0.0686098, -1.50788, 1.0]], ['2, k, 14', [0.0482115, -1.76886, 1.0]], ['2, k, 15', [0.0583944, -1.8038, 1.0]], ['2, k, 16', [0.185624, -1.21062, 1.0]], ['2, k, 17', [0.203995, -1.45627, 1.0]], ['2, k, 18', [0.277166, -1.74338, 1.0]], ['2, k, 19', [0.311174, -1.78463, 1.0]], ['2, k, 20', [0.143918, -0.702508, 1.0]], ['2, k, 21', [-0.427907, -0.649611, 1.0]], ['2, k, 22', [-0.397074, -0.669266, 1.0]], ['2, k, 23', [-0.410907, -0.654028, 1.0]], ['2, k, 24', [-0.375209, -0.655421, 1.0]]]
[['2, k, 0', [0.128745, -1.23772, 1.0]], ['2, k, 1', [0.138735, -0.93098, 1.0]], ['2, k, 2', [0.145949, -0.626886, 1.0]], ['2, k, 3', [0.1309, -0.533943, 1.0]], ['2, k, 4', [0.0326452, -0.732623, 1.0]], ['2, k, 5', [-0.175274, -0.710892, 1.0]], ['2, k, 6', [-0.329102, -0.668883, 1.0]], ['2, k, 7', [-0.365437, -0.65515, 1.0]], ['2, k, 8', [0.15236, -0.725988, 1.0]], ['2, k, 9', [-0.0660514, -0.712523, 1.0]], ['2, k, 10', [-0.277007, -0.683232, 1.0]], ['2, k, 11', [-0.351458, -0.663238, 1.0]], ['2, k, 12', [0.0678087, -1.23831, 1.0]], ['2, k, 13', [0.0666846, -1.50838, 1.0]], ['2, k, 14', [0.0447162, -1.76897, 1.0]], ['2, k, 15', [0.0548295, -1.80465, 1.0]], ['2, k, 16', [0.185627, -1.21063, 1.0]], ['2, k, 17', [0.20466, -1.45583, 1.0]], ['2, k, 18', [0.275808, -1.74119, 1.0]], ['2, k, 19', [0.309789, -1.78279, 1.0]], ['2, k, 20', [0.144262, -0.702812, 1.0]], ['2, k, 21', [-0.403086, -0.643, 1.0]], ['2, k, 22', [-0.384191, -0.651728, 1.0]], ['2, k, 23', [-0.404628, -0.641164, 1.0]], ['2, k, 24', [-0.355678, -0.663602, 1.0]]]
[['2, k, 0', [0.127055, -1.23686, 1.0]], ['2, k, 1', [0.138628, -0.930964, 1.0]], ['2, k, 2', [0.146726, -0.627283, 1.0]], ['2, k, 3', [0.130563, -0.533675, 1.0]], ['2, k, 4', [0.0339032, -0.711917, 1.0]], ['2, k, 5', [-0.170804, -0.703316, 1.0]], ['2, k, 6', [-0.321343, -0.661186, 1.0]], ['2, k, 7', [-0.338414, -0.647541, 1.0]], ['2, k, 8', [0.154469, -0.72798, 1.0]], ['2, k, 9', [-0.0588681, -0.70776, 1.0]], ['2, k, 10', [-0.264383, -0.672784, 1.0]], ['2, k, 11', [-0.338347, -0.648968, 1.0]], ['2, k, 12', [0.066449, -1.23685, 1.0]], ['2, k, 13', [0.0626688, -1.50747, 1.0]], ['2, k, 14', [0.0440365, -1.76817, 1.0]], ['2, k, 15', [0.0584288, -1.80398, 1.0]], ['2, k, 16', [0.183972, -1.21025, 1.0]], ['2, k, 17', [0.206567, -1.45428, 1.0]], ['2, k, 18', [0.275582, -1.74158, 1.0]], ['2, k, 19', [0.311724, -1.78194, 1.0]], ['2, k, 20', [0.144622, -0.703016, 1.0]], ['2, k, 21', [-0.381663, -0.629912, 1.0]], ['2, k, 22', [-0.355229, -0.635118, 1.0]], ['2, k, 23', [-0.380001, -0.633493, 1.0]], ['2, k, 24', [-0.372341, -0.639533, 1.0]]]
[['2, k, 0', [0.123289, -1.2366, 1.0]], ['2, k, 1', [0.13813, -0.931136, 1.0]], ['2, k, 2', [0.148099, -0.627736, 1.0]], ['2, k, 3', [0.130504, -0.533034, 1.0]], ['2, k, 4', [0.0374278, -0.720471, 1.0]], ['2, k, 5', [-0.139602, -0.687129, 1.0]], ['2, k, 6', [-0.316862, -0.651648, 1.0]], ['2, k, 7', [-0.333893, -0.631125, 1.0]], ['2, k, 8', [0.159912, -0.727645, 1.0]], ['2, k, 9', [-0.046073, -0.704188, 1.0]], ['2, k, 10', [-0.235032, -0.672364, 1.0]], ['2, k, 11', [-0.294102, -0.6492, 1.0]], ['2, k, 12', [0.0633741, -1.2358, 1.0]], ['2, k, 13', [0.0583792, -1.50723, 1.0]], ['2, k, 14', [0.0415478, -1.76807, 1.0]], ['2, k, 15', [0.0574285, -1.80348, 1.0]], ['2, k, 16', [0.179939, -1.21086, 1.0]], ['2, k, 17', [0.208347, -1.45358, 1.0]], ['2, k, 18', [0.274883, -1.74092, 1.0]], ['2, k, 19', [0.311102, -1.78122, 1.0]], ['2, k, 20', [0.145361, -0.703326, 1.0]], ['2, k, 21', [-0.358776, -0.622617, 1.0]], ['2, k, 22', [-0.357695, -0.612614, 1.0]], ['2, k, 23', [-0.354745, -0.624536, 1.0]], ['2, k, 24', [-0.29936, -0.634365, 1.0]]]
[['2, k, 0', [0.123523, -1.23649, 1.0]], ['2, k, 1', [0.138561, -0.931448, 1.0]], ['2, k, 2', [0.149836, -0.628936, 1.0]], ['2, k, 3', [0.131409, -0.53247, 1.0]], ['2, k, 4', [0.0372802, -0.723874, 1.0]], ['2, k, 5', [-0.115758, -0.679328, 1.0]], ['2, k, 6', [-0.253975, -0.646328, 1.0]], ['2, k, 7', [-0.274167, -0.634661, 1.0]], ['2, k, 8', [0.177821, -0.729303, 1.0]], ['2, k, 9', [-0.0211366, -0.700306, 1.0]], ['2, k, 10', [-0.209218, -0.666516, 1.0]], ['2, k, 11', [-0.266314, -0.639281, 1.0]], ['2, k, 12', [0.0637864, -1.2357, 1.0]], ['2, k, 13', [0.0558247, -1.5073, 1.0]], ['2, k, 14', [0.0403372, -1.76839, 1.0]], ['2, k, 15', [0.0550975, -1.80327, 1.0]], ['2, k, 16', [0.180102, -1.21077, 1.0]], ['2, k, 17', [0.210535, -1.45431, 1.0]], ['2, k, 18', [0.275786, -1.74171, 1.0]], ['2, k, 19', [0.31048, -1.78318, 1.0]], ['2, k, 20', [0.146774, -0.704282, 1.0]], ['2, k, 21', [-0.315925, -0.61242, 1.0]], ['2, k, 22', [-0.294214, -0.608011, 1.0]], ['2, k, 23', [-0.312786, -0.611043, 1.0]], ['2, k, 24', [-0.271923, -0.621717, 1.0]]]
[['2, k, 0', [0.124022, -1.2365, 1.0]], ['2, k, 1', [0.139826, -0.93229, 1.0]], ['2, k, 2', [0.153401, -0.631136, 1.0]], ['2, k, 3', [0.131861, -0.532291, 1.0]], ['2, k, 4', [0.0370428, -0.726425, 1.0]], ['2, k, 5', [-0.11297, -0.677795, 1.0]], ['2, k, 6', [-0.287827, -0.647355, 1.0]], ['2, k, 7', [-0.275533, -0.616104, 1.0]], ['2, k, 8', [0.182838, -0.72878, 1.0]], ['2, k, 9', [-7.67296e-05, -0.698152, 1.0]], ['2, k, 10', [-0.186627, -0.656807, 1.0]], ['2, k, 11', [-0.224951, -0.635859, 1.0]], ['2, k, 12', [0.064278, -1.23575, 1.0]], ['2, k, 13', [0.0522243, -1.50775, 1.0]], ['2, k, 14', [0.0403139, -1.76904, 1.0]], ['2, k, 15', [0.0545192, -1.80362, 1.0]], ['2, k, 16', [0.180586, -1.21077, 1.0]], ['2, k, 17', [0.214027, -1.45413, 1.0]], ['2, k, 18', [0.273948, -1.74096, 1.0]], ['2, k, 19', [0.30614, -1.78416, 1.0]], ['2, k, 20', [0.149782, -0.706136, 1.0]], ['2, k, 21', [-0.263447, -0.612314, 1.0]], ['2, k, 22', [-0.311571, -0.62596, 1.0]], ['2, k, 23', [-0.266605, -0.610897, 1.0]], ['2, k, 24', [-0.219078, -0.635364, 1.0]]]
[['2, k, 0', [0.123648, -1.23649, 1.0]], ['2, k, 1', [0.140223, -0.932992, 1.0]], ['2, k, 2', [0.155215, -0.63269, 1.0]], ['2, k, 3', [0.132298, -0.53206, 1.0]], ['2, k, 4', [0.0361027, -0.728043, 1.0]], ['2, k, 5', [-0.105718, -0.685656, 1.0]], ['2, k, 6', [-0.257583, -0.629824, 1.0]], ['2, k, 7', [-0.248762, -0.61445, 1.0]], ['2, k, 8', [0.187527, -0.73022, 1.0]], ['2, k, 9', [0.0173716, -0.686986, 1.0]], ['2, k, 10', [-0.15609, -0.649442, 1.0]], ['2, k, 11', [-0.191503, -0.629734, 1.0]], ['2, k, 12', [0.0637819, -1.23529, 1.0]], ['2, k, 13', [0.050393, -1.50808, 1.0]], ['2, k, 14', [0.0395728, -1.76938, 1.0]], ['2, k, 15', [0.0519346, -1.80398, 1.0]], ['2, k, 16', [0.180418, -1.21098, 1.0]], ['2, k, 17', [0.217736, -1.45371, 1.0]], ['2, k, 18', [0.274439, -1.74177, 1.0]], ['2, k, 19', [0.303708, -1.7858, 1.0]], ['2, k, 20', [0.151253, -0.707471, 1.0]], ['2, k, 21', [-0.243351, -0.593754, 1.0]], ['2, k, 22', [-0.272644, -0.623135, 1.0]], ['2, k, 23', [-0.254479, -0.606931, 1.0]], ['2, k, 24', [-0.193152, -0.61409, 1.0]]]
[['2, k, 0', [0.123677, -1.23714, 1.0]], ['2, k, 1', [0.141389, -0.935952, 1.0]], ['2, k, 2', [0.158363, -0.638381, 1.0]], ['2, k, 3', [0.133298, -0.531573, 1.0]], ['2, k, 4', [0.0349062, -0.730629, 1.0]], ['2, k, 5', [-0.105031, -0.686798, 1.0]], ['2, k, 6', [-0.253997, -0.629171, 1.0]], ['2, k, 7', [-0.208816, -0.609628, 1.0]], ['2, k, 8', [0.192923, -0.730535, 1.0]], ['2, k, 9', [0.0292151, -0.689035, 1.0]], ['2, k, 10', [-0.140331, -0.643773, 1.0]], ['2, k, 11', [-0.164398, -0.621928, 1.0]], ['2, k, 12', [0.0636399, -1.23585, 1.0]], ['2, k, 13', [0.0489974, -1.50967, 1.0]], ['2, k, 14', [0.0367167, -1.77071, 1.0]], ['2, k, 15', [0.0471948, -1.80614, 1.0]], ['2, k, 16', [0.180628, -1.21166, 1.0]], ['2, k, 17', [0.22185, -1.45559, 1.0]], ['2, k, 18', [0.275548, -1.74577, 1.0]], ['2, k, 19', [0.302908, -1.79175, 1.0]], ['2, k, 20', [0.153995, -0.712479, 1.0]], ['2, k, 21', [-0.193379, -0.58832, 1.0]], ['2, k, 22', [-0.232639, -0.617016, 1.0]], ['2, k, 23', [-0.213357, -0.604841, 1.0]], ['2, k, 24', [-0.151009, -0.610329, 1.0]]]
[['2, k, 0', [0.124107, -1.23734, 1.0]], ['2, k, 1', [0.142047, -0.938137, 1.0]], ['2, k, 2', [0.159067, -0.643134, 1.0]], ['2, k, 3', [0.13468, -0.530936, 1.0]], ['2, k, 4', [0.0338104, -0.731956, 1.0]], ['2, k, 5', [-0.105144, -0.687463, 1.0]], ['2, k, 6', [-0.217276, -0.616777, 1.0]], ['2, k, 7', [-0.150351, -0.605877, 1.0]], ['2, k, 8', [0.197764, -0.73081, 1.0]], ['2, k, 9', [0.058304, -0.675237, 1.0]], ['2, k, 10', [-0.0955129, -0.631953, 1.0]], ['2, k, 11', [-0.124195, -0.619768, 1.0]], ['2, k, 12', [0.0641887, -1.23537, 1.0]], ['2, k, 13', [0.0478615, -1.51011, 1.0]], ['2, k, 14', [0.0360205, -1.77114, 1.0]], ['2, k, 15', [0.0463499, -1.80692, 1.0]], ['2, k, 16', [0.181049, -1.21219, 1.0]], ['2, k, 17', [0.224388, -1.45534, 1.0]], ['2, k, 18', [0.276808, -1.74618, 1.0]], ['2, k, 19', [0.303802, -1.79291, 1.0]], ['2, k, 20', [0.154798, -0.716583, 1.0]], ['2, k, 21', [-0.117437, -0.593419, 1.0]], ['2, k, 22', [-0.157456, -0.581414, 1.0]], ['2, k, 23', [-0.164187, -0.59617, 1.0]], ['2, k, 24', [-0.10421, -0.603236, 1.0]]]
[['2, k, 0', [0.124762, -1.23805, 1.0]], ['2, k, 1', [0.142351, -0.940664, 1.0]], ['2, k, 2', [0.158671, -0.647064, 1.0]], ['2, k, 3', [0.135143, -0.531588, 1.0]], ['2, k, 4', [0.0318317, -0.734316, 1.0]], ['2, k, 5', [0.0975927, -0.686697, 1.0]], ['2, k, 6', [-0.0974508, -0.640656, 1.0]], ['2, k, 7', [-0.116119, -0.61191, 1.0]], ['2, k, 8', [0.210083, -0.735581, 1.0]], ['2, k, 9', [0.100782, -0.687586, 1.0]], ['2, k, 10', [-0.0357951, -0.634512, 1.0]], ['2, k, 11', [-0.0877086, -0.612042, 1.0]], ['2, k, 12', [0.065054, -1.2356, 1.0]], ['2, k, 13', [0.0448331, -1.50924, 1.0]], ['2, k, 14', [0.034203, -1.76995, 1.0]], ['2, k, 15', [0.0461412, -1.80694, 1.0]], ['2, k, 16', [0.181554, -1.21319, 1.0]], ['2, k, 17', [0.228936, -1.45747, 1.0]], ['2, k, 18', [0.275736, -1.74916, 1.0]], ['2, k, 19', [0.302378, -1.79523, 1.0]], ['2, k, 20', [0.154661, -0.720222, 1.0]], ['2, k, 21', [-0.119127, -0.603684, 1.0]], ['2, k, 22', [-0.141443, -0.596189, 1.0]], ['2, k, 23', [-0.116789, -0.597919, 1.0]], ['2, k, 24', [-0.0523445, -0.615526, 1.0]]]
[['2, k, 0', [0.124248, -1.24082, 1.0]], ['2, k, 1', [0.141951, -0.943475, 1.0]], ['2, k, 2', [0.158534, -0.649052, 1.0]], ['2, k, 3', [0.135605, -0.5315, 1.0]], ['2, k, 4', [0.0308499, -0.735788, 1.0]], ['2, k, 5', [-0.131749, -0.759373, 1.0]], ['2, k, 6', [-0.349585, -0.699157, 1.0]], ['2, k, 7', [-0.416018, -0.657367, 1.0]], ['2, k, 8', [0.214655, -0.749799, 1.0]], ['2, k, 9', [0.111164, -0.684577, 1.0]], ['2, k, 10', [0.00439858, -0.62787, 1.0]], ['2, k, 11', [-0.0534971, -0.603924, 1.0]], ['2, k, 12', [0.0642808, -1.23831, 1.0]], ['2, k, 13', [0.0425515, -1.50048, 1.0]], ['2, k, 14', [0.0327338, -1.76194, 1.0]], ['2, k, 15', [0.0433502, -1.79975, 1.0]], ['2, k, 16', [0.181245, -1.21649, 1.0]], ['2, k, 17', [0.233474, -1.45935, 1.0]], ['2, k, 18', [0.276544, -1.74869, 1.0]], ['2, k, 19', [0.300654, -1.79479, 1.0]], ['2, k, 20', [0.154483, -0.722453, 1.0]], ['2, k, 21', [-0.456039, -0.63376, 1.0]], ['2, k, 22', [-0.465184, -0.628948, 1.0]], ['2, k, 23', [-0.0973347, -0.607957, 1.0]], ['2, k, 24', [-0.0120893, -0.594033, 1.0]]]
