[['2, k, 0', [0.173645, -1.03028, 1.0]], ['2, k, 1', [0.209115, -0.741331, 1.0]], ['2, k, 2', [0.24315, -0.455253, 1.0]], ['2, k, 3', [0.212829, -0.332202, 1.0]], ['2, k, 4', [0.0292393, -0.645588, 1.0]], ['2, k, 5', [-0.0478546, -0.51599, 1.0]], ['2, k, 6', [-0.351397, -0.530661, 1.0]], ['2, k, 7', [-0.440163, -0.527286, 1.0]], ['2, k, 8', [0.33626, -0.588145, 1.0]], ['2, k, 9', [0.225589, -0.449638, 1.0]], ['2, k, 10', [0.00571564, -0.487571, 1.0]], ['2, k, 11', [-0.0160751, -0.453606, 1.0]], ['2, k, 12', [0.102054, -1.0324, 1.0]], ['2, k, 13', [0.0485482, -1.4049, 1.0]], ['2, k, 14', [0.0604051, -1.67162, 1.0]], ['2, k, 15', [-0.0160371, -1.74431, 1.0]], ['2, k, 16', [0.241618, -1.00649, 1.0]], ['2, k, 17', [0.279754, -1.34082, 1.0]], ['2, k, 18', [0.286119, -1.4306, 1.0]], ['2, k, 19', [0.30015, -1.5304, 1.0]], ['2, k, 20', [0.234873, -0.526517, 1.0]], ['2, k, 21', [-0.488653, -0.518648, 1.0]], ['2, k, 22', [-0.385824, -0.554784, 1.0]], ['2, k, 23', [-0.0429999, -0.466558, 1.0]], ['2, k, 24', [0.00732758, -0.43848, 1.0]]]
[['2, k, 0', [0.138213, -1.06262, 1.0]], ['2, k, 1', [0.116333, -0.738741, 1.0]], ['2, k, 2', [0.0907802, -0.417799, 1.0]], ['2, k, 3', [0.128988, -0.320511, 1.0]], ['2, k, 4', [-0.0141821, -0.529546, 1.0]], ['2, k, 5', [0.195832, -0.459901, 1.0]], ['2, k, 6', [0.340405, -0.4034, 1.0]], ['2, k, 7', [0.417719, -0.389149, 1.0]], ['2, k, 8', [0.307801, -0.58673, 1.0]], ['2, k, 9', [0.525031, -0.546388, 1.0]], ['2, k, 10', [0.750675, -0.496768, 1.0]], ['2, k, 11', [0.808851, -0.473963, 1.0]], ['2, k, 12', [0.067426, -1.04328, 1.0]], ['2, k, 13', [0.0451964, -1.36832, 1.0]], ['2, k, 14', [0.0376276, -1.70503, 1.0]], ['2, k, 15', [0.0980722, -1.74932, 1.0]], ['2, k, 16', [0.20416, -1.05578, 1.0]], ['2, k, 17', [0.23756, -1.31379, 1.0]], ['2, k, 18', [0.288965, -1.64866, 1.0]], ['2, k, 19', [0.273174, -1.50755, 1.0]], ['2, k, 20', [0.0974066, -0.497691, 1.0]], ['2, k, 21', [0.467185, -0.390195, 1.0]], ['2, k, 22', [0.420927, -0.357792, 1.0]], ['2, k, 23', [0.845179, -0.467797, 1.0]], ['2, k, 24', [0.805952, -0.443884, 1.0]]]
[['2, k, 0', [0.139027, -1.0631, 1.0]], ['2, k, 1', [0.11476, -0.739017, 1.0]], ['2, k, 2', [0.0875985, -0.418218, 1.0]], ['2, k, 3', [0.12673, -0.321809, 1.0]], ['2, k, 4', [-0.0140784, -0.531445, 1.0]], ['2, k, 5', [0.195543, -0.461927, 1.0]], ['2, k, 6', [0.372999, -0.399817, 1.0]], ['2, k, 7', [0.444328, -0.389666, 1.0]], ['2, k, 8', [0.304317, -0.590221, 1.0]], ['2, k, 9', [0.478651, -0.54793, 1.0]], ['2, k, 10', [0.75091, -0.498275, 1.0]], ['2, k, 11', [0.807195, -0.479217, 1.0]], ['2, k, 12', [0.068304, -1.04407, 1.0]], ['2, k, 13', [0.0479946, -1.37465, 1.0]], ['2, k, 14', [0.038339, -1.71127, 1.0]], ['2, k, 15', [0.0988213, -1.75642, 1.0]], ['2, k, 16', [0.205207, -1.05601, 1.0]], ['2, k, 17', [0.219381, -1.36636, 1.0]], ['2, k, 18', [0.353927, -1.68017, 1.0]], ['2, k, 19', [0.292515, -1.54619, 1.0]], ['2, k, 20', [0.0946045, -0.498056, 1.0]], ['2, k, 21', [0.487735, -0.391529, 1.0]], ['2, k, 22', [0.433726, -0.361287, 1.0]], ['2, k, 23', [0.840737, -0.474643, 1.0]], ['2, k, 24', [0.799837, -0.456835, 1.0]]]
[['2, k, 0', [0.139795, -1.06312, 1.0]], ['2, k, 1', [0.114633, -0.738909, 1.0]], ['2, k, 2', [0.0868719, -0.418068, 1.0]], ['2, k, 3', [0.126216, -0.321314, 1.0]], ['2, k, 4', [-0.00773456, -0.529223, 1.0]], ['2, k, 5', [0.204892, -0.460762, 1.0]], ['2, k, 6', [0.373631, -0.401569, 1.0]], ['2, k, 7', [0.458354, -0.391396, 1.0]], ['2, k, 8', [0.304042, -0.590959, 1.0]], ['2, k, 9', [0.476665, -0.54942, 1.0]], ['2, k, 10', [0.749166, -0.504757, 1.0]], ['2, k, 11', [0.796917, -0.485798, 1.0]], ['2, k, 12', [0.070605, -1.0443, 1.0]], ['2, k, 13', [0.0477818, -1.37217, 1.0]], ['2, k, 14', [0.0436435, -1.70938, 1.0]], ['2, k, 15', [0.108173, -1.75132, 1.0]], ['2, k, 16', [0.205308, -1.05601, 1.0]], ['2, k, 17', [0.220478, -1.36684, 1.0]], ['2, k, 18', [0.352706, -1.68161, 1.0]], ['2, k, 19', [0.291699, -1.54725, 1.0]], ['2, k, 20', [0.0939989, -0.497909, 1.0]], ['2, k, 21', [0.504283, -0.39369, 1.0]], ['2, k, 22', [0.445075, -0.364251, 1.0]], ['2, k, 23', [0.832757, -0.472927, 1.0]], ['2, k, 24', [0.753779, -0.500594, 1.0]]]
[['2, k, 0', [0.140868, -1.06247, 1.0]], ['2, k, 1', [0.114675, -0.738641, 1.0]], ['2, k, 2', [0.0865279, -0.418012, 1.0]], ['2, k, 3', [0.125747, -0.321313, 1.0]], ['2, k, 4', [-0.0045853, -0.527065, 1.0]], ['2, k, 5', [0.208432, -0.460216, 1.0]], ['2, k, 6', [0.377514, -0.406019, 1.0]], ['2, k, 7', [0.468528, -0.393584, 1.0]], ['2, k, 8', [0.305505, -0.589252, 1.0]], ['2, k, 9', [0.472896, -0.555438, 1.0]], ['2, k, 10', [0.744104, -0.506335, 1.0]], ['2, k, 11', [0.792339, -0.487482, 1.0]], ['2, k, 12', [0.0722337, -1.0438, 1.0]], ['2, k, 13', [0.0493408, -1.37282, 1.0]], ['2, k, 14', [0.0427197, -1.7098, 1.0]], ['2, k, 15', [0.107353, -1.75289, 1.0]], ['2, k, 16', [0.205939, -1.05533, 1.0]], ['2, k, 17', [0.22332, -1.36769, 1.0]], ['2, k, 18', [0.344692, -1.68663, 1.0]], ['2, k, 19', [0.289928, -1.54918, 1.0]], ['2, k, 20', [0.0937428, -0.497798, 1.0]], ['2, k, 21', [0.513793, -0.397167, 1.0]], ['2, k, 22', [0.457809, -0.364815, 1.0]], ['2, k, 23', [0.828355, -0.474846, 1.0]], ['2, k, 24', [0.762422, -0.492395, 1.0]]]
[['2, k, 0', [0.141632, -1.06213, 1.0]], ['2, k, 1', [0.114516, -0.738311, 1.0]], ['2, k, 2', [0.0854355, -0.417528, 1.0]], ['2, k, 3', [0.124697, -0.321892, 1.0]], ['2, k, 4', [-0.00325218, -0.526197, 1.0]], ['2, k, 5', [0.214745, -0.456918, 1.0]], ['2, k, 6', [0.384734, -0.407446, 1.0]], ['2, k, 7', [0.478933, -0.397579, 1.0]], ['2, k, 8', [0.305765, -0.587679, 1.0]], ['2, k, 9', [0.474163, -0.557273, 1.0]], ['2, k, 10', [0.745081, -0.506668, 1.0]], ['2, k, 11', [0.795195, -0.484266, 1.0]], ['2, k, 12', [0.0732814, -1.04372, 1.0]], ['2, k, 13', [0.0497869, -1.37381, 1.0]], ['2, k, 14', [0.0408707, -1.71081, 1.0]], ['2, k, 15', [0.105173, -1.75455, 1.0]], ['2, k, 16', [0.206587, -1.0547, 1.0]], ['2, k, 17', [0.223342, -1.36742, 1.0]], ['2, k, 18', [0.346164, -1.68575, 1.0]], ['2, k, 19', [0.29012, -1.54893, 1.0]], ['2, k, 20', [0.0929187, -0.49735, 1.0]], ['2, k, 21', [0.522769, -0.39715, 1.0]], ['2, k, 22', [0.462827, -0.377564, 1.0]], ['2, k, 23', [0.827848, -0.481935, 1.0]], ['2, k, 24', [0.774061, -0.493268, 1.0]]]
[['2, k, 0', [0.141756, -1.06202, 1.0]], ['2, k, 1', [0.114289, -0.737942, 1.0]], ['2, k, 2', [0.0848908, -0.416977, 1.0]], ['2, k, 3', [0.124642, -0.3216, 1.0]], ['2, k, 4', [-0.00236206, -0.525732, 1.0]], ['2, k, 5', [0.220381, -0.460325, 1.0]], ['2, k, 6', [0.393004, -0.410158, 1.0]], ['2, k, 7', [0.484655, -0.400229, 1.0]], ['2, k, 8', [0.306498, -0.586049, 1.0]], ['2, k, 9', [0.475775, -0.55756, 1.0]], ['2, k, 10', [0.746639, -0.506494, 1.0]], ['2, k, 11', [0.794974, -0.48536, 1.0]], ['2, k, 12', [0.0735085, -1.04369, 1.0]], ['2, k, 13', [0.0504282, -1.37439, 1.0]], ['2, k, 14', [0.039799, -1.71176, 1.0]], ['2, k, 15', [0.103476, -1.75525, 1.0]], ['2, k, 16', [0.206625, -1.05458, 1.0]], ['2, k, 17', [0.224852, -1.37075, 1.0]], ['2, k, 18', [0.346357, -1.68979, 1.0]], ['2, k, 19', [0.291121, -1.55266, 1.0]], ['2, k, 20', [0.0924232, -0.496837, 1.0]], ['2, k, 21', [0.530156, -0.400312, 1.0]], ['2, k, 22', [0.475825, -0.372127, 1.0]], ['2, k, 23', [0.818463, -0.478326, 1.0]], ['2, k, 24', [0.773847, -0.489939, 1.0]]]
[['2, k, 0', [0.141822, -1.06196, 1.0]], ['2, k, 1', [0.114244, -0.737866, 1.0]], ['2, k, 2', [0.0848419, -0.416957, 1.0]], ['2, k, 3', [0.124491, -0.320919, 1.0]], ['2, k, 4', [-0.000912278, -0.524938, 1.0]], ['2, k, 5', [0.222707, -0.462517, 1.0]], ['2, k, 6', [0.397005, -0.412313, 1.0]], ['2, k, 7', [0.488018, -0.402702, 1.0]], ['2, k, 8', [0.307022, -0.585572, 1.0]], ['2, k, 9', [0.477722, -0.558386, 1.0]], ['2, k, 10', [0.748507, -0.506828, 1.0]], ['2, k, 11', [0.795057, -0.48445, 1.0]], ['2, k, 12', [0.0738752, -1.0436, 1.0]], ['2, k, 13', [0.0508276, -1.37572, 1.0]], ['2, k, 14', [0.0463263, -1.71215, 1.0]], ['2, k, 15', [0.112039, -1.75591, 1.0]], ['2, k, 16', [0.206577, -1.05445, 1.0]], ['2, k, 17', [0.225502, -1.37315, 1.0]], ['2, k, 18', [0.348324, -1.69185, 1.0]], ['2, k, 19', [0.292354, -1.55499, 1.0]], ['2, k, 20', [0.0923644, -0.496803, 1.0]], ['2, k, 21', [0.535738, -0.403211, 1.0]], ['2, k, 22', [0.482926, -0.373928, 1.0]], ['2, k, 23', [0.823282, -0.483484, 1.0]], ['2, k, 24', [0.778628, -0.47976, 1.0]]]
[['2, k, 0', [0.141868, -1.06184, 1.0]], ['2, k, 1', [0.114171, -0.737867, 1.0]], ['2, k, 2', [0.084634, -0.417204, 1.0]], ['2, k, 3', [0.124409, -0.321026, 1.0]], ['2, k, 4', [0.000420709, -0.524745, 1.0]], ['2, k, 5', [0.224064, -0.464788, 1.0]], ['2, k, 6', [0.399692, -0.414463, 1.0]], ['2, k, 7', [0.491907, -0.40568, 1.0]], ['2, k, 8', [0.307134, -0.585568, 1.0]], ['2, k, 9', [0.240384, -0.500994, 1.0]], ['2, k, 10', [0.502996, -0.439668, 1.0]], ['2, k, 11', [0.564573, -0.416948, 1.0]], ['2, k, 12', [0.0740962, -1.04352, 1.0]], ['2, k, 13', [0.0496321, -1.36822, 1.0]], ['2, k, 14', [0.041405, -1.70466, 1.0]], ['2, k, 15', [0.106527, -1.74962, 1.0]], ['2, k, 16', [0.206475, -1.05422, 1.0]], ['2, k, 17', [0.225831, -1.37343, 1.0]], ['2, k, 18', [0.348168, -1.69238, 1.0]], ['2, k, 19', [0.292419, -1.55545, 1.0]], ['2, k, 20', [0.0921867, -0.496962, 1.0]], ['2, k, 21', [0.538947, -0.40549, 1.0]], ['2, k, 22', [0.474606, -0.391619, 1.0]], ['2, k, 23', [0.592216, -0.416662, 1.0]], ['2, k, 24', [0.549203, -0.412299, 1.0]]]
[['2, k, 0', [0.141798, -1.06172, 1.0]], ['2, k, 1', [0.113954, -0.737764, 1.0]], ['2, k, 2', [0.0843357, -0.417167, 1.0]], ['2, k, 3', [0.124555, -0.320704, 1.0]], ['2, k, 4', [0.00271983, -0.523696, 1.0]], ['2, k, 5', [0.225626, -0.467128, 1.0]], ['2, k, 6', [0.401569, -0.416289, 1.0]], ['2, k, 7', [0.493717, -0.407827, 1.0]], ['2, k, 8', [0.307272, -0.585273, 1.0]], ['2, k, 9', [0.240389, -0.500724, 1.0]], ['2, k, 10', [0.502941, -0.439344, 1.0]], ['2, k, 11', [0.564542, -0.416615, 1.0]], ['2, k, 12', [0.0743064, -1.04336, 1.0]], ['2, k, 13', [0.0481525, -1.36526, 1.0]], ['2, k, 14', [0.0427334, -1.70151, 1.0]], ['2, k, 15', [0.109159, -1.74604, 1.0]], ['2, k, 16', [0.206121, -1.054, 1.0]], ['2, k, 17', [0.225794, -1.37352, 1.0]], ['2, k, 18', [0.347932, -1.69248, 1.0]], ['2, k, 19', [0.292298, -1.55559, 1.0]], ['2, k, 20', [0.0918921, -0.496904, 1.0]], ['2, k, 21', [0.546423, -0.41234, 1.0]], ['2, k, 22', [0.492507, -0.379276, 1.0]], ['2, k, 23', [0.592185, -0.41633, 1.0]], ['2, k, 24', [0.549202, -0.412282, 1.0]]]
[['2, k, 0', [0.14162, -1.06154, 1.0]], ['2, k, 1', [0.114023, -0.737785, 1.0]], ['2, k, 2', [0.0855996, -0.417854, 1.0]], ['2, k, 3', [0.125081, -0.320356, 1.0]], ['2, k, 4', [0.00328041, -0.523162, 1.0]], ['2, k, 5', [0.226529, -0.469329, 1.0]], ['2, k, 6', [0.402589, -0.417187, 1.0]], ['2, k, 7', [0.49234, -0.408659, 1.0]], ['2, k, 8', [0.309822, -0.585551, 1.0]], ['2, k, 9', [0.242355, -0.501064, 1.0]], ['2, k, 10', [0.504765, -0.439603, 1.0]], ['2, k, 11', [0.566394, -0.416864, 1.0]], ['2, k, 12', [0.0742096, -1.04316, 1.0]], ['2, k, 13', [0.0495652, -1.36944, 1.0]], ['2, k, 14', [0.0425292, -1.70571, 1.0]], ['2, k, 15', [0.108225, -1.75072, 1.0]], ['2, k, 16', [0.205784, -1.05385, 1.0]], ['2, k, 17', [0.226436, -1.37462, 1.0]], ['2, k, 18', [0.34848, -1.69366, 1.0]], ['2, k, 19', [0.292743, -1.55688, 1.0]], ['2, k, 20', [0.092682, -0.497336, 1.0]], ['2, k, 21', [0.546847, -0.412822, 1.0]], ['2, k, 22', [0.484104, -0.391364, 1.0]], ['2, k, 23', [0.594031, -0.416578, 1.0]], ['2, k, 24', [0.549585, -0.412281, 1.0]]]
[['2, k, 0', [0.14158, -1.06154, 1.0]], ['2, k, 1', [0.114096, -0.737893, 1.0]], ['2, k, 2', [0.0861557, -0.418369, 1.0]], ['2, k, 3', [0.126393, -0.320795, 1.0]], ['2, k, 4', [0.00384387, -0.523129, 1.0]], ['2, k, 5', [0.22672, -0.470038, 1.0]], ['2, k, 6', [0.401944, -0.418784, 1.0]], ['2, k, 7', [0.487323, -0.40977, 1.0]], ['2, k, 8', [0.310945, -0.585848, 1.0]], ['2, k, 9', [0.243221, -0.501394, 1.0]], ['2, k, 10', [0.505541, -0.439864, 1.0]], ['2, k, 11', [0.567199, -0.417114, 1.0]], ['2, k, 12', [0.0743093, -1.04312, 1.0]], ['2, k, 13', [0.0492138, -1.36743, 1.0]], ['2, k, 14', [0.0368401, -1.70359, 1.0]], ['2, k, 15', [0.101156, -1.75029, 1.0]], ['2, k, 16', [0.205616, -1.05392, 1.0]], ['2, k, 17', [0.225754, -1.37432, 1.0]], ['2, k, 18', [0.349755, -1.69277, 1.0]], ['2, k, 19', [0.293066, -1.55646, 1.0]], ['2, k, 20', [0.0930838, -0.497738, 1.0]], ['2, k, 21', [0.536814, -0.411629, 1.0]], ['2, k, 22', [0.474084, -0.394855, 1.0]], ['2, k, 23', [0.594833, -0.416828, 1.0]], ['2, k, 24', [0.54993, -0.412345, 1.0]]]
[['2, k, 0', [0.141347, -1.06137, 1.0]], ['2, k, 1', [0.114145, -0.737992, 1.0]], ['2, k, 2', [0.0869371, -0.419227, 1.0]], ['2, k, 3', [0.126859, -0.32049, 1.0]], ['2, k, 4', [0.00398271, -0.523313, 1.0]], ['2, k, 5', [0.220313, -0.473437, 1.0]], ['2, k, 6', [0.394479, -0.42354, 1.0]], ['2, k, 7', [0.480253, -0.412649, 1.0]], ['2, k, 8', [0.312157, -0.586444, 1.0]], ['2, k, 9', [0.244251, -0.502008, 1.0]], ['2, k, 10', [0.5065, -0.440421, 1.0]], ['2, k, 11', [0.568172, -0.417666, 1.0]], ['2, k, 12', [0.0741145, -1.04304, 1.0]], ['2, k, 13', [0.0513691, -1.37274, 1.0]], ['2, k, 14', [0.0359216, -1.70857, 1.0]], ['2, k, 15', [0.0992948, -1.7566, 1.0]], ['2, k, 16', [0.205218, -1.05366, 1.0]], ['2, k, 17', [0.225172, -1.37395, 1.0]], ['2, k, 18', [0.350619, -1.69195, 1.0]], ['2, k, 19', [0.293615, -1.55584, 1.0]], ['2, k, 20', [0.0936171, -0.49836, 1.0]], ['2, k, 21', [0.53005, -0.416992, 1.0]], ['2, k, 22', [0.469107, -0.39056, 1.0]], ['2, k, 23', [0.595802, -0.417378, 1.0]], ['2, k, 24', [0.55054, -0.412564, 1.0]]]
[['2, k, 0', [0.141366, -1.06208, 1.0]], ['2, k, 1', [0.114514, -0.738833, 1.0]], ['2, k, 2', [0.0878061, -0.420312, 1.0]], ['2, k, 3', [0.127866, -0.320784, 1.0]], ['2, k, 4', [0.00445169, -0.523848, 1.0]], ['2, k, 5', [0.219426, -0.474015, 1.0]], ['2, k, 6', [0.391333, -0.425266, 1.0]], ['2, k, 7', [0.466674, -0.415113, 1.0]], ['2, k, 8', [0.313343, -0.587248, 1.0]], ['2, k, 9', [0.224155, -0.49456, 1.0]], ['2, k, 10', [0.483379, -0.431354, 1.0]], ['2, k, 11', [0.54506, -0.408595, 1.0]], ['2, k, 12', [0.0742779, -1.04462, 1.0]], ['2, k, 13', [0.0518377, -1.37829, 1.0]], ['2, k, 14', [0.0356613, -1.71473, 1.0]], ['2, k, 15', [0.098759, -1.76176, 1.0]], ['2, k, 16', [0.205179, -1.05423, 1.0]], ['2, k, 17', [0.232377, -1.34241, 1.0]], ['2, k, 18', [0.310573, -1.67463, 1.0]], ['2, k, 19', [0.276911, -1.53107, 1.0]], ['2, k, 20', [0.0943794, -0.499422, 1.0]], ['2, k, 21', [0.514346, -0.41736, 1.0]], ['2, k, 22', [0.431903, -0.408054, 1.0]], ['2, k, 23', [0.572776, -0.408341, 1.0]], ['2, k, 24', [0.529857, -0.404019, 1.0]]]
[['2, k, 0', [0.141236, -1.06285, 1.0]], ['2, k, 1', [0.114924, -0.74049, 1.0]], ['2, k, 2', [0.0890357, -0.423167, 1.0]], ['2, k, 3', [0.129626, -0.321225, 1.0]], ['2, k, 4', [0.00432133, -0.524854, 1.0]], ['2, k, 5', [0.218955, -0.475259, 1.0]], ['2, k, 6', [0.384058, -0.427115, 1.0]], ['2, k, 7', [0.445189, -0.417834, 1.0]], ['2, k, 8', [0.314895, -0.589645, 1.0]], ['2, k, 9', [0.22301, -0.495657, 1.0]], ['2, k, 10', [0.481461, -0.431837, 1.0]], ['2, k, 11', [0.543142, -0.409079, 1.0]], ['2, k, 12', [0.0740946, -1.04526, 1.0]], ['2, k, 13', [0.0497906, -1.37033, 1.0]], ['2, k, 14', [0.0358568, -1.70732, 1.0]], ['2, k, 15', [0.0994346, -1.75315, 1.0]], ['2, k, 16', [0.205115, -1.0549, 1.0]], ['2, k, 17', [0.233395, -1.33619, 1.0]], ['2, k, 18', [0.300765, -1.67032, 1.0]], ['2, k, 19', [0.274609, -1.52553, 1.0]], ['2, k, 20', [0.0954096, -0.501998, 1.0]], ['2, k, 21', [0.492704, -0.419662, 1.0]], ['2, k, 22', [0.436064, -0.393928, 1.0]], ['2, k, 23', [0.570866, -0.408823, 1.0]], ['2, k, 24', [0.527957, -0.4045, 1.0]]]
[['2, k, 0', [0.142004, -1.063, 1.0]], ['2, k, 1', [0.115527, -0.74137, 1.0]], ['2, k, 2', [0.0893514, -0.424886, 1.0]], ['2, k, 3', [0.13206, -0.321884, 1.0]], ['2, k, 4', [0.00242461, -0.526435, 1.0]], ['2, k, 5', [0.21705, -0.476457, 1.0]], ['2, k, 6', [0.37212, -0.430334, 1.0]], ['2, k, 7', [0.426075, -0.420247, 1.0]], ['2, k, 8', [0.315471, -0.59111, 1.0]], ['2, k, 9', [0.220973, -0.496148, 1.0]], ['2, k, 10', [0.478925, -0.432031, 1.0]], ['2, k, 11', [0.540581, -0.409282, 1.0]], ['2, k, 12', [0.0747375, -1.04552, 1.0]], ['2, k, 13', [0.0512442, -1.37463, 1.0]], ['2, k, 14', [0.0360979, -1.71167, 1.0]], ['2, k, 15', [0.0987883, -1.75798, 1.0]], ['2, k, 16', [0.205841, -1.05488, 1.0]], ['2, k, 17', [0.233708, -1.3364, 1.0]], ['2, k, 18', [0.299394, -1.67088, 1.0]], ['2, k, 19', [0.274401, -1.52599, 1.0]], ['2, k, 20', [0.0958375, -0.503509, 1.0]], ['2, k, 21', [0.468878, -0.423517, 1.0]], ['2, k, 22', [0.391069, -0.407205, 1.0]], ['2, k, 23', [0.568316, -0.409027, 1.0]], ['2, k, 24', [0.525422, -0.404705, 1.0]]]
[['2, k, 0', [0.142668, -1.06317, 1.0]], ['2, k, 1', [0.116203, -0.742313, 1.0]], ['2, k, 2', [0.089973, -0.426661, 1.0]], ['2, k, 3', [0.134008, -0.322465, 1.0]], ['2, k, 4', [0.00177301, -0.527304, 1.0]], ['2, k, 5', [0.191266, -0.470896, 1.0]], ['2, k, 6', [0.35419, -0.433553, 1.0]], ['2, k, 7', [0.401065, -0.422091, 1.0]], ['2, k, 8', [0.316275, -0.592697, 1.0]], ['2, k, 9', [0.220564, -0.497107, 1.0]], ['2, k, 10', [0.47805, -0.432602, 1.0]], ['2, k, 11', [0.552758, -0.444234, 1.0]], ['2, k, 12', [0.0753345, -1.0457, 1.0]], ['2, k, 13', [0.0518656, -1.3751, 1.0]], ['2, k, 14', [0.0363579, -1.71229, 1.0]], ['2, k, 15', [0.0985194, -1.75881, 1.0]], ['2, k, 16', [0.206477, -1.05504, 1.0]], ['2, k, 17', [0.232641, -1.35656, 1.0]], ['2, k, 18', [0.31144, -1.68799, 1.0]], ['2, k, 19', [0.279428, -1.54438, 1.0]], ['2, k, 20', [0.0964974, -0.505087, 1.0]], ['2, k, 21', [0.441906, -0.426695, 1.0]], ['2, k, 22', [0.363362, -0.421303, 1.0]], ['2, k, 23', [0.580492, -0.443891, 1.0]], ['2, k, 24', [0.537606, -0.439455, 1.0]]]
[['2, k, 0', [0.143635, -1.06347, 1.0]], ['2, k, 1', [0.117332, -0.744313, 1.0]], ['2, k, 2', [0.0911204, -0.430877, 1.0]], ['2, k, 3', [0.135959, -0.323803, 1.0]], ['2, k, 4', [0.000703305, -0.527973, 1.0]], ['2, k, 5', [0.162292, -0.484212, 1.0]], ['2, k, 6', [0.332075, -0.437153, 1.0]], ['2, k, 7', [0.369846, -0.425068, 1.0]], ['2, k, 8', [0.317654, -0.596671, 1.0]], ['2, k, 9', [0.218501, -0.523517, 1.0]], ['2, k, 10', [0.439234, -0.524716, 1.0]], ['2, k, 11', [0.522422, -0.509047, 1.0]], ['2, k, 12', [0.0762599, -1.04594, 1.0]], ['2, k, 13', [0.0501182, -1.37104, 1.0]], ['2, k, 14', [0.0404655, -1.7089, 1.0]], ['2, k, 15', [0.104588, -1.75298, 1.0]], ['2, k, 16', [0.207348, -1.0554, 1.0]], ['2, k, 17', [0.232929, -1.35813, 1.0]], ['2, k, 18', [0.314755, -1.68935, 1.0]], ['2, k, 19', [0.280606, -1.54604, 1.0]], ['2, k, 20', [0.0976728, -0.508725, 1.0]], ['2, k, 21', [0.407317, -0.429174, 1.0]], ['2, k, 22', [0.361517, -0.445174, 1.0]], ['2, k, 23', [0.550305, -0.508523, 1.0]], ['2, k, 24', [0.50762, -0.503848, 1.0]]]
[['2, k, 0', [0.143908, -1.06309, 1.0]], ['2, k, 1', [0.117906, -0.744878, 1.0]], ['2, k, 2', [0.0921286, -0.432799, 1.0]], ['2, k, 3', [0.137248, -0.324998, 1.0]], ['2, k, 4', [-0.00440344, -0.53047, 1.0]], ['2, k, 5', [0.130033, -0.484073, 1.0]], ['2, k, 6', [0.31315, -0.433091, 1.0]], ['2, k, 7', [0.338618, -0.424932, 1.0]], ['2, k, 8', [0.318802, -0.598475, 1.0]], ['2, k, 9', [0.427616, -0.633489, 1.0]], ['2, k, 10', [0.678491, -0.515803, 1.0]], ['2, k, 11', [0.767252, -0.486864, 1.0]], ['2, k, 12', [0.0764557, -1.0457, 1.0]], ['2, k, 13', [0.0484919, -1.36763, 1.0]], ['2, k, 14', [0.0412125, -1.70566, 1.0]], ['2, k, 15', [0.0910281, -1.76255, 1.0]], ['2, k, 16', [0.207683, -1.05497, 1.0]], ['2, k, 17', [0.237642, -1.33421, 1.0]], ['2, k, 18', [0.294904, -1.66858, 1.0]], ['2, k, 19', [0.273858, -1.52403, 1.0]], ['2, k, 20', [0.0985702, -0.510292, 1.0]], ['2, k, 21', [0.375479, -0.428702, 1.0]], ['2, k, 22', [0.395089, -0.436581, 1.0]], ['2, k, 23', [0.808584, -0.463097, 1.0]], ['2, k, 24', [0.687531, -0.523746, 1.0]]]
[['2, k, 0', [0.144755, -1.0624, 1.0]], ['2, k, 1', [0.120184, -0.744451, 1.0]], ['2, k, 2', [0.0962362, -0.432051, 1.0]], ['2, k, 3', [0.139564, -0.326764, 1.0]], ['2, k, 4', [-0.0092384, -0.533579, 1.0]], ['2, k, 5', [0.140627, -0.480634, 1.0]], ['2, k, 6', [0.267322, -0.435422, 1.0]], ['2, k, 7', [0.310521, -0.425362, 1.0]], ['2, k, 8', [0.317557, -0.584629, 1.0]], ['2, k, 9', [0.586777, -0.537879, 1.0]], ['2, k, 10', [0.730454, -0.484137, 1.0]], ['2, k, 11', [0.808878, -0.475956, 1.0]], ['2, k, 12', [0.0767518, -1.04542, 1.0]], ['2, k, 13', [0.0499979, -1.37025, 1.0]], ['2, k, 14', [0.0416515, -1.70808, 1.0]], ['2, k, 15', [0.101407, -1.75321, 1.0]], ['2, k, 16', [0.20926, -1.05384, 1.0]], ['2, k, 17', [0.237677, -1.33337, 1.0]], ['2, k, 18', [0.298048, -1.66754, 1.0]], ['2, k, 19', [0.275988, -1.52281, 1.0]], ['2, k, 20', [0.102189, -0.509684, 1.0]], ['2, k, 21', [0.34532, -0.43091, 1.0]], ['2, k, 22', [0.364457, -0.442772, 1.0]], ['2, k, 23', [0.849215, -0.474498, 1.0]], ['2, k, 24', [0.805528, -0.448513, 1.0]]]
