[['2, k, 0', [-0.1999727, -0.1118183, 1.0]], ['2, k, 1', [-0.2017263, 0.1968983, 1.0]], ['2, k, 2', [-0.202726, 0.4939745, 1.0]], ['2, k, 3', [-0.2237872, 0.6205189, 1.0]], ['2, k, 4', [-0.3734791, 0.3630585, 1.0]], ['2, k, 5', [-0.4127777, 0.1045243, 1.0]], ['2, k, 6', [-0.4115573, -0.108031, 1.0]], ['2, k, 7', [-0.4033312, -0.1539655, 1.0]], ['2, k, 8', [-0.05161756, 0.3830652, 1.0]], ['2, k, 9', [0.00966847, 0.1339828, 1.0]], ['2, k, 10', [0.008710803, -0.07464657, 1.0]], ['2, k, 11', [-0.02351444, -0.1177787, 1.0]], ['2, k, 12', [-0.2732883, -0.1106206, 1.0]], ['2, k, 13', [-0.272324, -0.4600852, 1.0]], ['2, k, 14', [-0.2296663, -0.7720994, 1.0]], ['2, k, 15', [-0.2658098, -0.6978802, 1.0]], ['2, k, 16', [-0.1195495, -0.1090357, 1.0]], ['2, k, 17', [-0.06714382, -0.4854566, 1.0]], ['2, k, 18', [0.05905468, -0.7588683, 1.0]], ['2, k, 19', [0.003886718, -0.7158233, 1.0]], ['2, k, 20', [-0.2026678, 0.4213154, 1.0]], ['2, k, 21', [-0.3899538, -0.2299093, 1.0]], ['2, k, 22', [-0.4223124, -0.1508894, 1.0]], ['2, k, 23', [-0.02870081, -0.1636628, 1.0]], ['2, k, 24', [0.01392593, -0.1535405, 1.0]]]
[['2, k, 0', [-0.2078678, -0.02769199, 1.0]], ['2, k, 1', [-0.2034421, 0.2479285, 1.0]], ['2, k, 2', [-0.1973438, 0.5122857, 1.0]], ['2, k, 3', [-0.2009201, 0.6395332, 1.0]], ['2, k, 4', [-0.3647121, 0.5136904, 1.0]], ['2, k, 5', [-0.4321336, 0.7078859, 1.0]], ['2, k, 6', [-0.4612314, 0.9010236, 1.0]], ['2, k, 7', [-0.4821022, 0.9165039, 1.0]], ['2, k, 8', [-0.05886795, 0.425891, 1.0]], ['2, k, 9', [0.004694309, 0.1582648, 1.0]], ['2, k, 10', [0.02702808, -0.050866, 1.0]], ['2, k, 11', [0.01067315, -0.03457766, 1.0]], ['2, k, 12', [-0.2765628, -0.02511683, 1.0]], ['2, k, 13', [-0.278667, -0.4162342, 1.0]], ['2, k, 14', [-0.234778, -0.7294504, 1.0]], ['2, k, 15', [-0.3030997, -0.7253044, 1.0]], ['2, k, 16', [-0.1315094, -0.02946892, 1.0]], ['2, k, 17', [-0.08495187, -0.4309718, 1.0]], ['2, k, 18', [0.0322364, -0.712398, 1.0]], ['2, k, 19', [-0.001310371, -0.7590036, 1.0]], ['2, k, 20', [-0.1991407, 0.4475107, 1.0]], ['2, k, 21', [-0.4929209, 0.9463837, 1.0]], ['2, k, 22', [-0.5097948, 0.9023112, 1.0]], ['2, k, 23', [-0.002322312, -0.07419156, 1.0]], ['2, k, 24', [0.05076452, -0.01250579, 1.0]]]
[['2, k, 0', [-0.2079313, -0.02884341, 1.0]], ['2, k, 1', [-0.2033141, 0.2475077, 1.0]], ['2, k, 2', [-0.1972057, 0.5122353, 1.0]], ['2, k, 3', [-0.2015657, 0.6401424, 1.0]], ['2, k, 4', [-0.3643919, 0.5130512, 1.0]], ['2, k, 5', [-0.4361523, 0.7021224, 1.0]], ['2, k, 6', [-0.4696649, 0.8925698, 1.0]], ['2, k, 7', [-0.4888905, 0.9104756, 1.0]], ['2, k, 8', [-0.05888894, 0.4259804, 1.0]], ['2, k, 9', [0.004682304, 0.1583197, 1.0]], ['2, k, 10', [0.02714641, -0.05083842, 1.0]], ['2, k, 11', [-0.006821245, -0.08397023, 1.0]], ['2, k, 12', [-0.2766465, -0.02645204, 1.0]], ['2, k, 13', [-0.278453, -0.4166824, 1.0]], ['2, k, 14', [-0.234795, -0.7299438, 1.0]], ['2, k, 15', [-0.3032355, -0.7249626, 1.0]], ['2, k, 16', [-0.1315769, -0.03039765, 1.0]], ['2, k, 17', [-0.08489206, -0.431087, 1.0]], ['2, k, 18', [0.03383088, -0.711912, 1.0]], ['2, k, 19', [-0.0006318949, -0.7602718, 1.0]], ['2, k, 20', [-0.1990076, 0.4474193, 1.0]], ['2, k, 21', [-0.5122549, 0.9504493, 1.0]], ['2, k, 22', [-0.5285262, 0.9117889, 1.0]], ['2, k, 23', [-0.0083808, -0.1471404, 1.0]], ['2, k, 24', [0.01101024, -0.1086888, 1.0]]]
[['2, k, 0', [-0.2076188, -0.02969619, 1.0]], ['2, k, 1', [-0.2030558, 0.247164, 1.0]], ['2, k, 2', [-0.1970483, 0.5122209, 1.0]], ['2, k, 3', [-0.2017021, 0.6400988, 1.0]], ['2, k, 4', [-0.3639965, 0.5101116, 1.0]], ['2, k, 5', [-0.4385883, 0.6941451, 1.0]], ['2, k, 6', [-0.4768108, 0.88055, 1.0]], ['2, k, 7', [-0.4976452, 0.8977561, 1.0]], ['2, k, 8', [-0.05899265, 0.4262953, 1.0]], ['2, k, 9', [0.004577928, 0.1585206, 1.0]], ['2, k, 10', [0.02783985, -0.05060457, 1.0]], ['2, k, 11', [-0.009656951, -0.08699811, 1.0]], ['2, k, 12', [-0.2765194, -0.02709146, 1.0]], ['2, k, 13', [-0.2783518, -0.4167299, 1.0]], ['2, k, 14', [-0.2348219, -0.7300243, 1.0]], ['2, k, 15', [-0.3033389, -0.7247971, 1.0]], ['2, k, 16', [-0.1309695, -0.03159109, 1.0]], ['2, k, 17', [-0.08467836, -0.4319254, 1.0]], ['2, k, 18', [0.03208744, -0.7139323, 1.0]], ['2, k, 19', [-0.0003133565, -0.7613135, 1.0]], ['2, k, 20', [-0.1988312, 0.4473612, 1.0]], ['2, k, 21', [-0.5187995, 0.9329622, 1.0]], ['2, k, 22', [-0.531884, 0.8922802, 1.0]], ['2, k, 23', [-0.008135266, -0.1443362, 1.0]], ['2, k, 24', [0.005191523, -0.1208103, 1.0]]]
[['2, k, 0', [-0.2070707, -0.03227132, 1.0]], ['2, k, 1', [-0.2025537, 0.246081, 1.0]], ['2, k, 2', [-0.1966909, 0.5120799, 1.0]], ['2, k, 3', [-0.2017838, 0.640322, 1.0]], ['2, k, 4', [-0.3638572, 0.5061198, 1.0]], ['2, k, 5', [-0.4435126, 0.6670653, 1.0]], ['2, k, 6', [-0.4897924, 0.8671929, 1.0]], ['2, k, 7', [-0.5070587, 0.8847557, 1.0]], ['2, k, 8', [-0.05740303, 0.4235373, 1.0]], ['2, k, 9', [0.00472881, 0.158904, 1.0]], ['2, k, 10', [0.02835159, -0.050085, 1.0]], ['2, k, 11', [-0.01235163, -0.08827695, 1.0]], ['2, k, 12', [-0.276167, -0.02963144, 1.0]], ['2, k, 13', [-0.2783442, -0.4172582, 1.0]], ['2, k, 14', [-0.2346298, -0.730611, 1.0]], ['2, k, 15', [-0.3034507, -0.724677, 1.0]], ['2, k, 16', [-0.13027, -0.03411948, 1.0]], ['2, k, 17', [-0.08451184, -0.4330918, 1.0]], ['2, k, 18', [0.02182534, -0.7200913, 1.0]], ['2, k, 19', [0.01328872, -0.7664078, 1.0]], ['2, k, 20', [-0.1984434, 0.4470737, 1.0]], ['2, k, 21', [-0.5279953, 0.9241672, 1.0]], ['2, k, 22', [-0.5582155, 0.8944243, 1.0]], ['2, k, 23', [-0.01282977, -0.1427089, 1.0]], ['2, k, 24', [-0.001001166, -0.1402857, 1.0]]]
[['2, k, 0', [-0.2069637, -0.03567871, 1.0]], ['2, k, 1', [-0.2025133, 0.244998, 1.0]], ['2, k, 2', [-0.196694, 0.5120875, 1.0]], ['2, k, 3', [-0.2019468, 0.6403602, 1.0]], ['2, k, 4', [-0.3639728, 0.5019621, 1.0]], ['2, k, 5', [-0.4470921, 0.6513715, 1.0]], ['2, k, 6', [-0.501642, 0.8506594, 1.0]], ['2, k, 7', [-0.5195869, 0.8666316, 1.0]], ['2, k, 8', [-0.05646609, 0.4214826, 1.0]], ['2, k, 9', [0.004837731, 0.1588575, 1.0]], ['2, k, 10', [0.02900121, -0.0501138, 1.0]], ['2, k, 11', [-0.02394667, -0.1109803, 1.0]], ['2, k, 12', [-0.2763108, -0.03293725, 1.0]], ['2, k, 13', [-0.2779691, -0.4180844, 1.0]], ['2, k, 14', [-0.2350646, -0.7317047, 1.0]], ['2, k, 15', [-0.3039455, -0.721613, 1.0]], ['2, k, 16', [-0.1299648, -0.0374817, 1.0]], ['2, k, 17', [-0.0843221, -0.4340081, 1.0]], ['2, k, 18', [0.03069639, -0.7168044, 1.0]], ['2, k, 19', [-0.0004925597, -0.7607596, 1.0]], ['2, k, 20', [-0.1984368, 0.4469667, 1.0]], ['2, k, 21', [-0.543531, 0.9058743, 1.0]], ['2, k, 22', [-0.5572169, 0.8611485, 1.0]], ['2, k, 23', [-0.03431763, -0.1584012, 1.0]], ['2, k, 24', [-0.01221403, -0.1587283, 1.0]]]
[['2, k, 0', [-0.2060588, -0.03990329, 1.0]], ['2, k, 1', [-0.2018474, 0.2430143, 1.0]], ['2, k, 2', [-0.1960825, 0.5120715, 1.0]], ['2, k, 3', [-0.20184, 0.6400979, 1.0]], ['2, k, 4', [-0.3637398, 0.4963327, 1.0]], ['2, k, 5', [-0.4511437, 0.630223, 1.0]], ['2, k, 6', [-0.5044579, 0.7928593, 1.0]], ['2, k, 7', [-0.5268087, 0.8317173, 1.0]], ['2, k, 8', [-0.05589777, 0.4174841, 1.0]], ['2, k, 9', [0.00496146, 0.1587974, 1.0]], ['2, k, 10', [0.02884489, -0.0501578, 1.0]], ['2, k, 11', [-0.02408096, -0.1108644, 1.0]], ['2, k, 12', [-0.275582, -0.03705862, 1.0]], ['2, k, 13', [-0.2776472, -0.4194313, 1.0]], ['2, k, 14', [-0.2345299, -0.7331336, 1.0]], ['2, k, 15', [-0.3035856, -0.7190314, 1.0]], ['2, k, 16', [-0.1289755, -0.04153975, 1.0]], ['2, k, 17', [-0.0841512, -0.4359635, 1.0]], ['2, k, 18', [0.02216101, -0.7229737, 1.0]], ['2, k, 19', [0.0130619, -0.7620896, 1.0]], ['2, k, 20', [-0.1978185, 0.4464194, 1.0]], ['2, k, 21', [-0.5476468, 0.8954794, 1.0]], ['2, k, 22', [-0.5673407, 0.8283769, 1.0]], ['2, k, 23', [-0.03242863, -0.1591315, 1.0]], ['2, k, 24', [-0.01831166, -0.1652517, 1.0]]]
[['2, k, 0', [-0.2059766, -0.04293411, 1.0]], ['2, k, 1', [-0.2017575, 0.2414855, 1.0]], ['2, k, 2', [-0.1960725, 0.5125518, 1.0]], ['2, k, 3', [-0.2016875, 0.6399612, 1.0]], ['2, k, 4', [-0.3633039, 0.4942431, 1.0]], ['2, k, 5', [-0.4542736, 0.618411, 1.0]], ['2, k, 6', [-0.511893, 0.7749409, 1.0]], ['2, k, 7', [-0.5385959, 0.7995643, 1.0]], ['2, k, 8', [-0.05590279, 0.4152582, 1.0]], ['2, k, 9', [0.005414099, 0.1595266, 1.0]], ['2, k, 10', [0.02878575, -0.0495194, 1.0]], ['2, k, 11', [-0.02369769, -0.109901, 1.0]], ['2, k, 12', [-0.27554, -0.03887495, 1.0]], ['2, k, 13', [-0.2777, -0.4201941, 1.0]], ['2, k, 14', [-0.2347146, -0.7341756, 1.0]], ['2, k, 15', [-0.3036811, -0.7168835, 1.0]], ['2, k, 16', [-0.1288925, -0.04585455, 1.0]], ['2, k, 17', [-0.08395057, -0.4390877, 1.0]], ['2, k, 18', [0.02491634, -0.7252985, 1.0]], ['2, k, 19', [0.0001847614, -0.7532451, 1.0]], ['2, k, 20', [-0.1977615, 0.4462966, 1.0]], ['2, k, 21', [-0.5575911, 0.8426355, 1.0]], ['2, k, 22', [-0.5865393, 0.803916, 1.0]], ['2, k, 23', [-0.02956034, -0.1543139, 1.0]], ['2, k, 24', [-0.01052977, -0.1562204, 1.0]]]
[['2, k, 0', [-0.2054202, -0.04589973, 1.0]], ['2, k, 1', [-0.2011489, 0.2402654, 1.0]], ['2, k, 2', [-0.1952349, 0.5130105, 1.0]], ['2, k, 3', [-0.2015672, 0.6394576, 1.0]], ['2, k, 4', [-0.3624161, 0.4899644, 1.0]], ['2, k, 5', [-0.4623002, 0.5900603, 1.0]], ['2, k, 6', [-0.5255466, 0.7288375, 1.0]], ['2, k, 7', [-0.5474491, 0.7595767, 1.0]], ['2, k, 8', [-0.0556627, 0.4118035, 1.0]], ['2, k, 9', [0.005836785, 0.1590293, 1.0]], ['2, k, 10', [0.02939171, -0.05001812, 1.0]], ['2, k, 11', [-0.02400423, -0.11049, 1.0]], ['2, k, 12', [-0.2750341, -0.04125552, 1.0]], ['2, k, 13', [-0.2767148, -0.4227843, 1.0]], ['2, k, 14', [-0.2348885, -0.7369345, 1.0]], ['2, k, 15', [-0.3026338, -0.7136933, 1.0]], ['2, k, 16', [-0.1283552, -0.04913041, 1.0]], ['2, k, 17', [-0.08369823, -0.4471005, 1.0]], ['2, k, 18', [0.02837784, -0.731051, 1.0]], ['2, k, 19', [-0.006116968, -0.735571, 1.0]], ['2, k, 20', [-0.1969921, 0.4462841, 1.0]], ['2, k, 21', [-0.5622001, 0.7945403, 1.0]], ['2, k, 22', [-0.5963046, 0.7608029, 1.0]], ['2, k, 23', [-0.03182973, -0.1554053, 1.0]], ['2, k, 24', [-0.01170095, -0.156168, 1.0]]]
[['2, k, 0', [-0.2047745, -0.05079928, 1.0]], ['2, k, 1', [-0.2010947, 0.2386395, 1.0]], ['2, k, 2', [-0.1957681, 0.5138433, 1.0]], ['2, k, 3', [-0.2012198, 0.6392595, 1.0]], ['2, k, 4', [-0.3590619, 0.4770468, 1.0]], ['2, k, 5', [-0.4635156, 0.558679, 1.0]], ['2, k, 6', [-0.5317727, 0.6807551, 1.0]], ['2, k, 7', [-0.5540906, 0.7101836, 1.0]], ['2, k, 8', [-0.05526946, 0.4091528, 1.0]], ['2, k, 9', [0.006014489, 0.1587332, 1.0]], ['2, k, 10', [0.02934475, -0.05026246, 1.0]], ['2, k, 11', [-0.02397263, -0.109963, 1.0]], ['2, k, 12', [-0.2747802, -0.04596007, 1.0]], ['2, k, 13', [-0.2766293, -0.4246006, 1.0]], ['2, k, 14', [-0.2348057, -0.7387559, 1.0]], ['2, k, 15', [-0.3016385, -0.7123238, 1.0]], ['2, k, 16', [-0.1273492, -0.05404989, 1.0]], ['2, k, 17', [-0.08440062, -0.4518255, 1.0]], ['2, k, 18', [0.02702518, -0.7358423, 1.0]], ['2, k, 19', [-0.003029758, -0.7264841, 1.0]], ['2, k, 20', [-0.1973275, 0.4464462, 1.0]], ['2, k, 21', [-0.575402, 0.747383, 1.0]], ['2, k, 22', [-0.6016849, 0.7106452, 1.0]], ['2, k, 23', [-0.03046573, -0.1546335, 1.0]], ['2, k, 24', [-0.01176298, -0.1559212, 1.0]]]
[['2, k, 0', [-0.204011, -0.05435609, 1.0]], ['2, k, 1', [-0.2008506, 0.2370822, 1.0]], ['2, k, 2', [-0.1960499, 0.5144274, 1.0]], ['2, k, 3', [-0.2007965, 0.6387633, 1.0]], ['2, k, 4', [-0.3578402, 0.4722286, 1.0]], ['2, k, 5', [-0.4697653, 0.5183012, 1.0]], ['2, k, 6', [-0.5285906, 0.650463, 1.0]], ['2, k, 7', [-0.5610942, 0.6614932, 1.0]], ['2, k, 8', [-0.05488009, 0.407386, 1.0]], ['2, k, 9', [0.006305416, 0.1579292, 1.0]], ['2, k, 10', [0.02943379, -0.05091174, 1.0]], ['2, k, 11', [-0.02416767, -0.1109415, 1.0]], ['2, k, 12', [-0.2741767, -0.05007439, 1.0]], ['2, k, 13', [-0.2755719, -0.4293262, 1.0]], ['2, k, 14', [-0.2344593, -0.7431537, 1.0]], ['2, k, 15', [-0.2976091, -0.7088189, 1.0]], ['2, k, 16', [-0.1265067, -0.05693002, 1.0]], ['2, k, 17', [-0.08459157, -0.453937, 1.0]], ['2, k, 18', [0.02989422, -0.7360746, 1.0]], ['2, k, 19', [-0.006513096, -0.7247971, 1.0]], ['2, k, 20', [-0.1974624, 0.4465016, 1.0]], ['2, k, 21', [-0.5761043, 0.6886095, 1.0]], ['2, k, 22', [-0.6078047, 0.6616744, 1.0]], ['2, k, 23', [-0.03494083, -0.1608139, 1.0]], ['2, k, 24', [-0.0151768, -0.1606787, 1.0]]]
[['2, k, 0', [-0.2012009, -0.06200358, 1.0]], ['2, k, 1', [-0.1999032, 0.2343919, 1.0]], ['2, k, 2', [-0.1960955, 0.5146843, 1.0]], ['2, k, 3', [-0.2003764, 0.6383677, 1.0]], ['2, k, 4', [-0.3510348, 0.4383937, 1.0]], ['2, k, 5', [-0.4683996, 0.4912665, 1.0]], ['2, k, 6', [-0.5332268, 0.5735618, 1.0]], ['2, k, 7', [-0.5672523, 0.6045389, 1.0]], ['2, k, 8', [-0.05399526, 0.4064653, 1.0]], ['2, k, 9', [0.00680002, 0.1571224, 1.0]], ['2, k, 10', [0.02950255, -0.0516833, 1.0]], ['2, k, 11', [-0.02365591, -0.1114319, 1.0]], ['2, k, 12', [-0.2725036, -0.05737399, 1.0]], ['2, k, 13', [-0.2749229, -0.4313534, 1.0]], ['2, k, 14', [-0.2350494, -0.7449294, 1.0]], ['2, k, 15', [-0.2952908, -0.7078558, 1.0]], ['2, k, 16', [-0.122587, -0.06459478, 1.0]], ['2, k, 17', [-0.08452339, -0.458676, 1.0]], ['2, k, 18', [0.03281461, -0.7394466, 1.0]], ['2, k, 19', [-0.002728194, -0.7238238, 1.0]], ['2, k, 20', [-0.1973148, 0.4462101, 1.0]], ['2, k, 21', [-0.5911829, 0.6273595, 1.0]], ['2, k, 22', [-0.6133832, 0.6085995, 1.0]], ['2, k, 23', [-0.03448821, -0.1606174, 1.0]], ['2, k, 24', [-0.01152739, -0.1558828, 1.0]]]
[['2, k, 0', [-0.200214, -0.0690935, 1.0]], ['2, k, 1', [-0.199586, 0.2315013, 1.0]], ['2, k, 2', [-0.1963854, 0.5148853, 1.0]], ['2, k, 3', [-0.1999872, 0.638182, 1.0]], ['2, k, 4', [-0.3495987, 0.4361037, 1.0]], ['2, k, 5', [-0.4625026, 0.4374639, 1.0]], ['2, k, 6', [-0.5339354, 0.5103136, 1.0]], ['2, k, 7', [-0.5575827, 0.5365006, 1.0]], ['2, k, 8', [-0.05269824, 0.3943401, 1.0]], ['2, k, 9', [0.007305456, 0.1564848, 1.0]], ['2, k, 10', [0.02903597, -0.05224365, 1.0]], ['2, k, 11', [-0.02359394, -0.1107035, 1.0]], ['2, k, 12', [-0.2718998, -0.06437863, 1.0]], ['2, k, 13', [-0.2746935, -0.432578, 1.0]], ['2, k, 14', [-0.2350408, -0.7464353, 1.0]], ['2, k, 15', [-0.2947536, -0.7064561, 1.0]], ['2, k, 16', [-0.1212933, -0.07138911, 1.0]], ['2, k, 17', [-0.08409391, -0.4636267, 1.0]], ['2, k, 18', [0.03304797, -0.7443763, 1.0]], ['2, k, 19', [-0.001718726, -0.7147853, 1.0]], ['2, k, 20', [-0.1974548, 0.4457994, 1.0]], ['2, k, 21', [-0.5843283, 0.5581132, 1.0]], ['2, k, 22', [-0.5980482, 0.5379218, 1.0]], ['2, k, 23', [-0.0346056, -0.1568698, 1.0]], ['2, k, 24', [-0.008960021, -0.1524478, 1.0]]]
[['2, k, 0', [-0.1992074, -0.07290863, 1.0]], ['2, k, 1', [-0.199415, 0.2293303, 1.0]], ['2, k, 2', [-0.1971603, 0.5150607, 1.0]], ['2, k, 3', [-0.199636, 0.6379969, 1.0]], ['2, k, 4', [-0.3458796, 0.4299338, 1.0]], ['2, k, 5', [-0.464749, 0.4075531, 1.0]], ['2, k, 6', [-0.5290794, 0.4955533, 1.0]], ['2, k, 7', [-0.5473248, 0.4739161, 1.0]], ['2, k, 8', [-0.05192231, 0.3959235, 1.0]], ['2, k, 9', [0.00780947, 0.1558137, 1.0]], ['2, k, 10', [0.02938011, -0.05300796, 1.0]], ['2, k, 11', [-0.02359236, -0.1137999, 1.0]], ['2, k, 12', [-0.2710483, -0.06857711, 1.0]], ['2, k, 13', [-0.2740822, -0.4355997, 1.0]], ['2, k, 14', [-0.2348563, -0.7494715, 1.0]], ['2, k, 15', [-0.2921005, -0.7052346, 1.0]], ['2, k, 16', [-0.1202034, -0.07467998, 1.0]], ['2, k, 17', [-0.08407746, -0.4650237, 1.0]], ['2, k, 18', [0.0447005, -0.7394261, 1.0]], ['2, k, 19', [-0.008069374, -0.7242354, 1.0]], ['2, k, 20', [-0.197966, 0.445384, 1.0]], ['2, k, 21', [-0.5701885, 0.4890091, 1.0]], ['2, k, 22', [-0.5947369, 0.4795864, 1.0]], ['2, k, 23', [-0.0345518, -0.1602067, 1.0]], ['2, k, 24', [-0.01103019, -0.1558073, 1.0]]]
[['2, k, 0', [-0.1982643, -0.08006694, 1.0]], ['2, k, 1', [-0.1994467, 0.2256868, 1.0]], ['2, k, 2', [-0.1977799, 0.5145967, 1.0]], ['2, k, 3', [-0.1993693, 0.6376505, 1.0]], ['2, k, 4', [-0.3449951, 0.4215572, 1.0]], ['2, k, 5', [-0.4671445, 0.3637388, 1.0]], ['2, k, 6', [-0.5215119, 0.4273884, 1.0]], ['2, k, 7', [-0.5347473, 0.4125456, 1.0]], ['2, k, 8', [-0.05116277, 0.3925067, 1.0]], ['2, k, 9', [0.008457676, 0.153714, 1.0]], ['2, k, 10', [0.02903912, -0.05503086, 1.0]], ['2, k, 11', [-0.02377598, -0.1146569, 1.0]], ['2, k, 12', [-0.2704165, -0.07593463, 1.0]], ['2, k, 13', [-0.2734861, -0.4396137, 1.0]], ['2, k, 14', [-0.2340755, -0.7533954, 1.0]], ['2, k, 15', [-0.2888671, -0.7038601, 1.0]], ['2, k, 16', [-0.1189945, -0.08138435, 1.0]], ['2, k, 17', [-0.08263396, -0.4684753, 1.0]], ['2, k, 18', [0.04494059, -0.7431153, 1.0]], ['2, k, 19', [-0.006496832, -0.7207552, 1.0]], ['2, k, 20', [-0.1984828, 0.4443778, 1.0]], ['2, k, 21', [-0.5570077, 0.4204505, 1.0]], ['2, k, 22', [-0.5846316, 0.4132948, 1.0]], ['2, k, 23', [-0.03297535, -0.159591, 1.0]], ['2, k, 24', [-0.01289606, -0.1620684, 1.0]]]
[['2, k, 0', [-0.1980735, -0.08424812, 1.0]], ['2, k, 1', [-0.1998439, 0.2226819, 1.0]], ['2, k, 2', [-0.1987443, 0.513827, 1.0]], ['2, k, 3', [-0.1993977, 0.6375439, 1.0]], ['2, k, 4', [-0.3450966, 0.4125841, 1.0]], ['2, k, 5', [-0.4658639, 0.3297466, 1.0]], ['2, k, 6', [-0.5187614, 0.3702457, 1.0]], ['2, k, 7', [-0.5338722, 0.3581733, 1.0]], ['2, k, 8', [-0.04993669, 0.3905289, 1.0]], ['2, k, 9', [0.008616557, 0.1531449, 1.0]], ['2, k, 10', [0.02855371, -0.05568158, 1.0]], ['2, k, 11', [-0.02384465, -0.1128314, 1.0]], ['2, k, 12', [-0.2705156, -0.0803431, 1.0]], ['2, k, 13', [-0.2724913, -0.4490943, 1.0]], ['2, k, 14', [-0.232799, -0.762683, 1.0]], ['2, k, 15', [-0.2819069, -0.703792, 1.0]], ['2, k, 16', [-0.1185448, -0.08518592, 1.0]], ['2, k, 17', [-0.08208893, -0.4696255, 1.0]], ['2, k, 18', [0.04847474, -0.7422781, 1.0]], ['2, k, 19', [-0.005641695, -0.7231907, 1.0]], ['2, k, 20', [-0.1993377, 0.4430769, 1.0]], ['2, k, 21', [-0.5466088, 0.3496505, 1.0]], ['2, k, 22', [-0.5823342, 0.3759453, 1.0]], ['2, k, 23', [-0.03177591, -0.1539871, 1.0]], ['2, k, 24', [-0.009023158, -0.1533951, 1.0]]]
[['2, k, 0', [-0.1978944, -0.08682474, 1.0]], ['2, k, 1', [-0.2000894, 0.2205976, 1.0]], ['2, k, 2', [-0.1994354, 0.5131006, 1.0]], ['2, k, 3', [-0.1993445, 0.6373432, 1.0]], ['2, k, 4', [-0.3452273, 0.4071647, 1.0]], ['2, k, 5', [-0.4626324, 0.3022194, 1.0]], ['2, k, 6', [-0.5156669, 0.3110902, 1.0]], ['2, k, 7', [-0.5300934, 0.3013971, 1.0]], ['2, k, 8', [-0.04928786, 0.388757, 1.0]], ['2, k, 9', [0.01021575, 0.1498654, 1.0]], ['2, k, 10', [0.02693125, -0.05886972, 1.0]], ['2, k, 11', [-0.02439709, -0.116541, 1.0]], ['2, k, 12', [-0.2705737, -0.08311016, 1.0]], ['2, k, 13', [-0.2724108, -0.4539061, 1.0]], ['2, k, 14', [-0.231888, -0.7671623, 1.0]], ['2, k, 15', [-0.2786824, -0.7050675, 1.0]], ['2, k, 16', [-0.1181481, -0.0875017, 1.0]], ['2, k, 17', [-0.08105493, -0.4718158, 1.0]], ['2, k, 18', [0.03543965, -0.7518193, 1.0]], ['2, k, 19', [0.002398297, -0.7069137, 1.0]], ['2, k, 20', [-0.1999433, 0.4419922, 1.0]], ['2, k, 21', [-0.5293579, 0.2810861, 1.0]], ['2, k, 22', [-0.5721762, 0.3156689, 1.0]], ['2, k, 23', [-0.0328899, -0.1619226, 1.0]], ['2, k, 24', [-0.01570682, -0.1644507, 1.0]]]
[['2, k, 0', [-0.1969333, -0.08965243, 1.0]], ['2, k, 1', [-0.2000581, 0.2185708, 1.0]], ['2, k, 2', [-0.2001777, 0.5122924, 1.0]], ['2, k, 3', [-0.1994416, 0.6372914, 1.0]], ['2, k, 4', [-0.3463748, 0.4014979, 1.0]], ['2, k, 5', [-0.4589829, 0.2678078, 1.0]], ['2, k, 6', [-0.5029414, 0.24544, 1.0]], ['2, k, 7', [-0.5191851, 0.2464524, 1.0]], ['2, k, 8', [-0.04879215, 0.3880284, 1.0]], ['2, k, 9', [0.01044167, 0.149002, 1.0]], ['2, k, 10', [0.02791816, -0.05995779, 1.0]], ['2, k, 11', [-0.02367904, -0.1156608, 1.0]], ['2, k, 12', [-0.2696933, -0.08606918, 1.0]], ['2, k, 13', [-0.2724265, -0.4564567, 1.0]], ['2, k, 14', [-0.2315202, -0.7696844, 1.0]], ['2, k, 15', [-0.2769929, -0.7057617, 1.0]], ['2, k, 16', [-0.1171388, -0.09008956, 1.0]], ['2, k, 17', [-0.08077177, -0.4724188, 1.0]], ['2, k, 18', [0.03692766, -0.7519385, 1.0]], ['2, k, 19', [0.000106886, -0.7085753, 1.0]], ['2, k, 20', [-0.2005188, 0.4408743, 1.0]], ['2, k, 21', [-0.514935, 0.2270508, 1.0]], ['2, k, 22', [-0.5810587, 0.2560062, 1.0]], ['2, k, 23', [-0.03473487, -0.1569821, 1.0]], ['2, k, 24', [-0.008384799, -0.1529961, 1.0]]]
