[['2, k, 0', [-0.714564, -1.02258, 1.0]], ['2, k, 1', [-0.728061, -0.735323, 1.0]], ['2, k, 2', [-0.738806, -0.450528, 1.0]], ['2, k, 3', [-0.757616, -0.310117, 1.0]], ['2, k, 4', [-0.891174, -0.495124, 1.0]], ['2, k, 5', [-0.982594, -0.304049, 1.0]], ['2, k, 6', [-1.05116, -0.107588, 1.0]], ['2, k, 7', [-1.08384, -0.0199946, 1.0]], ['2, k, 8', [-0.583573, -0.477559, 1.0]], ['2, k, 9', [-0.493638, -0.35098, 1.0]], ['2, k, 10', [-0.476488, -0.205242, 1.0]], ['2, k, 11', [-0.443436, -0.131926, 1.0]], ['2, k, 12', [-0.777525, -1.01668, 1.0]], ['2, k, 13', [-0.90548, -1.25589, 1.0]], ['2, k, 14', [-0.887596, -1.54159, 1.0]], ['2, k, 15', [-0.862712, -1.58001, 1.0]], ['2, k, 16', [-0.637759, -1.00867, 1.0]], ['2, k, 17', [-0.53711, -1.28417, 1.0]], ['2, k, 18', [-0.559382, -1.50023, 1.0]], ['2, k, 19', [-0.532227, -1.56152, 1.0]], ['2, k, 20', [-0.736619, -0.521506, 1.0]], ['2, k, 21', [-1.09408, 0.0425926, 1.0]], ['2, k, 22', [-1.11476, 0.0243922, 1.0]], ['2, k, 23', [-0.408746, -0.0697055, 1.0]], ['2, k, 24', [-0.459387, -0.136694, 1.0]]]
[['2, k, 0', [-0.697267, -1.00518, 1.0]], ['2, k, 1', [-0.710365, -0.71959, 1.0]], ['2, k, 2', [-0.722688, -0.437307, 1.0]], ['2, k, 3', [-0.746916, -0.312783, 1.0]], ['2, k, 4', [-0.874374, -0.480988, 1.0]], ['2, k, 5', [-1.00842, -0.238087, 1.0]], ['2, k, 6', [-1.09155, -0.0478816, 1.0]], ['2, k, 7', [-1.1124, 0.0410994, 1.0]], ['2, k, 8', [-0.551969, -0.480402, 1.0]], ['2, k, 9', [-0.488036, -0.256861, 1.0]], ['2, k, 10', [-0.407445, 0.00888021, 1.0]], ['2, k, 11', [-0.411916, 0.103534, 1.0]], ['2, k, 12', [-0.75946, -0.995902, 1.0]], ['2, k, 13', [-0.82574, -1.30125, 1.0]], ['2, k, 14', [-0.896895, -1.59414, 1.0]], ['2, k, 15', [-0.892566, -1.63269, 1.0]], ['2, k, 16', [-0.621497, -0.99512, 1.0]], ['2, k, 17', [-0.570645, -1.26933, 1.0]], ['2, k, 18', [-0.536572, -1.52719, 1.0]], ['2, k, 19', [-0.500446, -1.58046, 1.0]], ['2, k, 20', [-0.72008, -0.507737, 1.0]], ['2, k, 21', [-1.11733, 0.0871594, 1.0]], ['2, k, 22', [-1.05422, 0.0648881, 1.0]], ['2, k, 23', [-0.420976, 0.166994, 1.0]], ['2, k, 24', [-0.444258, 0.130304, 1.0]]]
[['2, k, 0', [-0.698273, -1.00597, 1.0]], ['2, k, 1', [-0.711126, -0.720257, 1.0]], ['2, k, 2', [-0.722938, -0.437695, 1.0]], ['2, k, 3', [-0.750728, -0.312191, 1.0]], ['2, k, 4', [-0.877059, -0.482345, 1.0]], ['2, k, 5', [-1.01497, -0.242128, 1.0]], ['2, k, 6', [-1.10183, -0.052498, 1.0]], ['2, k, 7', [-1.12379, 0.0316895, 1.0]], ['2, k, 8', [-0.558303, -0.475737, 1.0]], ['2, k, 9', [-0.490451, -0.255153, 1.0]], ['2, k, 10', [-0.417878, 0.00611426, 1.0]], ['2, k, 11', [-0.4207, 0.0946542, 1.0]], ['2, k, 12', [-0.760762, -0.997308, 1.0]], ['2, k, 13', [-0.826215, -1.30236, 1.0]], ['2, k, 14', [-0.897378, -1.59309, 1.0]], ['2, k, 15', [-0.894698, -1.63081, 1.0]], ['2, k, 16', [-0.622169, -0.995354, 1.0]], ['2, k, 17', [-0.571403, -1.26798, 1.0]], ['2, k, 18', [-0.536671, -1.52641, 1.0]], ['2, k, 19', [-0.502015, -1.58, 1.0]], ['2, k, 20', [-0.720429, -0.50817, 1.0]], ['2, k, 21', [-1.12399, 0.0791611, 1.0]], ['2, k, 22', [-1.07433, 0.0693499, 1.0]], ['2, k, 23', [-0.423084, 0.1592, 1.0]], ['2, k, 24', [-0.443062, 0.125618, 1.0]]]
[['2, k, 0', [-0.699088, -1.00577, 1.0]], ['2, k, 1', [-0.71465, -0.721171, 1.0]], ['2, k, 2', [-0.73061, -0.44091, 1.0]], ['2, k, 3', [-0.756492, -0.311631, 1.0]], ['2, k, 4', [-0.882587, -0.485212, 1.0]], ['2, k, 5', [-1.01788, -0.266717, 1.0]], ['2, k, 6', [-1.10983, -0.0776436, 1.0]], ['2, k, 7', [-1.139, 0.0117841, 1.0]], ['2, k, 8', [-0.561446, -0.4735, 1.0]], ['2, k, 9', [-0.499596, -0.254823, 1.0]], ['2, k, 10', [-0.424688, 0.00637795, 1.0]], ['2, k, 11', [-0.43008, 0.100336, 1.0]], ['2, k, 12', [-0.76141, -0.997229, 1.0]], ['2, k, 13', [-0.826696, -1.30288, 1.0]], ['2, k, 14', [-0.897524, -1.59309, 1.0]], ['2, k, 15', [-0.896626, -1.62981, 1.0]], ['2, k, 16', [-0.622951, -0.994889, 1.0]], ['2, k, 17', [-0.572106, -1.267, 1.0]], ['2, k, 18', [-0.536625, -1.52539, 1.0]], ['2, k, 19', [-0.503776, -1.57919, 1.0]], ['2, k, 20', [-0.72692, -0.510654, 1.0]], ['2, k, 21', [-1.14783, 0.0618975, 1.0]], ['2, k, 22', [-1.09963, 0.0550772, 1.0]], ['2, k, 23', [-0.435442, 0.167762, 1.0]], ['2, k, 24', [-0.457738, 0.1309, 1.0]]]
[['2, k, 0', [-0.699853, -1.00511, 1.0]], ['2, k, 1', [-0.716066, -0.719782, 1.0]], ['2, k, 2', [-0.732124, -0.438039, 1.0]], ['2, k, 3', [-0.762586, -0.311288, 1.0]], ['2, k, 4', [-0.886844, -0.486927, 1.0]], ['2, k, 5', [-1.02127, -0.271684, 1.0]], ['2, k, 6', [-1.11731, -0.0805485, 1.0]], ['2, k, 7', [-1.15137, 0.00910216, 1.0]], ['2, k, 8', [-0.577995, -0.462466, 1.0]], ['2, k, 9', [-0.50413, -0.25161, 1.0]], ['2, k, 10', [-0.446426, 0.00790018, 1.0]], ['2, k, 11', [-0.446145, 0.105577, 1.0]], ['2, k, 12', [-0.762477, -0.997088, 1.0]], ['2, k, 13', [-0.827018, -1.30373, 1.0]], ['2, k, 14', [-0.897583, -1.59315, 1.0]], ['2, k, 15', [-0.901472, -1.62752, 1.0]], ['2, k, 16', [-0.623556, -0.993578, 1.0]], ['2, k, 17', [-0.57238, -1.27244, 1.0]], ['2, k, 18', [-0.535976, -1.52564, 1.0]], ['2, k, 19', [-0.507811, -1.58102, 1.0]], ['2, k, 20', [-0.728465, -0.508226, 1.0]], ['2, k, 21', [-1.15463, 0.0607407, 1.0]], ['2, k, 22', [-1.11079, 0.0506789, 1.0]], ['2, k, 23', [-0.446203, 0.167563, 1.0]], ['2, k, 24', [-0.461905, 0.139318, 1.0]]]
[['2, k, 0', [-0.700032, -1.00507, 1.0]], ['2, k, 1', [-0.718823, -0.720024, 1.0]], ['2, k, 2', [-0.739658, -0.438632, 1.0]], ['2, k, 3', [-0.766538, -0.310999, 1.0]], ['2, k, 4', [-0.890503, -0.48965, 1.0]], ['2, k, 5', [-1.02853, -0.279783, 1.0]], ['2, k, 6', [-1.13146, -0.0846357, 1.0]], ['2, k, 7', [-1.16782, -0.00609707, 1.0]], ['2, k, 8', [-0.58014, -0.459498, 1.0]], ['2, k, 9', [-0.511367, -0.230922, 1.0]], ['2, k, 10', [-0.457544, 0.00724018, 1.0]], ['2, k, 11', [-0.461078, 0.102945, 1.0]], ['2, k, 12', [-0.762628, -0.997252, 1.0]], ['2, k, 13', [-0.827349, -1.30521, 1.0]], ['2, k, 14', [-0.897474, -1.59423, 1.0]], ['2, k, 15', [-0.903153, -1.62821, 1.0]], ['2, k, 16', [-0.623638, -0.993113, 1.0]], ['2, k, 17', [-0.572688, -1.2735, 1.0]], ['2, k, 18', [-0.535995, -1.52572, 1.0]], ['2, k, 19', [-0.509733, -1.58143, 1.0]], ['2, k, 20', [-0.734673, -0.50872, 1.0]], ['2, k, 21', [-1.18177, 0.0437959, 1.0]], ['2, k, 22', [-1.1296, 0.0411604, 1.0]], ['2, k, 23', [-0.4574, 0.166654, 1.0]], ['2, k, 24', [-0.471624, 0.134687, 1.0]]]
[['2, k, 0', [-0.700493, -1.00535, 1.0]], ['2, k, 1', [-0.720478, -0.721501, 1.0]], ['2, k, 2', [-0.741689, -0.441667, 1.0]], ['2, k, 3', [-0.77414, -0.311881, 1.0]], ['2, k, 4', [-0.89707, -0.494408, 1.0]], ['2, k, 5', [-1.03572, -0.29325, 1.0]], ['2, k, 6', [-1.15067, -0.0887222, 1.0]], ['2, k, 7', [-1.17956, -0.0082171, 1.0]], ['2, k, 8', [-0.577975, -0.461139, 1.0]], ['2, k, 9', [-0.517023, -0.22458, 1.0]], ['2, k, 10', [-0.48875, 0.0626205, 1.0]], ['2, k, 11', [-0.500266, 0.126503, 1.0]], ['2, k, 12', [-0.762922, -0.997529, 1.0]], ['2, k, 13', [-0.827793, -1.31102, 1.0]], ['2, k, 14', [-0.897484, -1.59439, 1.0]], ['2, k, 15', [-0.903673, -1.6275, 1.0]], ['2, k, 16', [-0.624141, -0.993205, 1.0]], ['2, k, 17', [-0.57297, -1.276, 1.0]], ['2, k, 18', [-0.535482, -1.52577, 1.0]], ['2, k, 19', [-0.509309, -1.58115, 1.0]], ['2, k, 20', [-0.736706, -0.511338, 1.0]], ['2, k, 21', [-1.18792, 0.0394607, 1.0]], ['2, k, 22', [-1.13302, 0.0328589, 1.0]], ['2, k, 23', [-0.525788, 0.176036, 1.0]], ['2, k, 24', [-0.563735, 0.151658, 1.0]]]
[['2, k, 0', [-0.70065, -1.00618, 1.0]], ['2, k, 1', [-0.721692, -0.721758, 1.0]], ['2, k, 2', [-0.743592, -0.441087, 1.0]], ['2, k, 3', [-0.781794, -0.311446, 1.0]], ['2, k, 4', [-0.901503, -0.497443, 1.0]], ['2, k, 5', [-1.04276, -0.303919, 1.0]], ['2, k, 6', [-1.16626, -0.0944723, 1.0]], ['2, k, 7', [-1.20055, -0.0270897, 1.0]], ['2, k, 8', [-0.577556, -0.461976, 1.0]], ['2, k, 9', [-0.523859, -0.221518, 1.0]], ['2, k, 10', [-0.492289, 0.0593856, 1.0]], ['2, k, 11', [-0.511381, 0.150627, 1.0]], ['2, k, 12', [-0.762692, -0.998936, 1.0]], ['2, k, 13', [-0.828008, -1.31386, 1.0]], ['2, k, 14', [-0.897718, -1.59427, 1.0]], ['2, k, 15', [-0.904622, -1.62629, 1.0]], ['2, k, 16', [-0.624534, -0.993465, 1.0]], ['2, k, 17', [-0.572967, -1.2759, 1.0]], ['2, k, 18', [-0.536396, -1.5249, 1.0]], ['2, k, 19', [-0.511411, -1.58046, 1.0]], ['2, k, 20', [-0.73845, -0.511006, 1.0]], ['2, k, 21', [-1.21749, 0.0229705, 1.0]], ['2, k, 22', [-1.16627, 0.0207639, 1.0]], ['2, k, 23', [-0.52231, 0.203342, 1.0]], ['2, k, 24', [-0.570031, 0.148334, 1.0]]]
[['2, k, 0', [-0.700398, -1.00686, 1.0]], ['2, k, 1', [-0.724727, -0.724592, 1.0]], ['2, k, 2', [-0.752344, -0.448396, 1.0]], ['2, k, 3', [-0.78931, -0.312373, 1.0]], ['2, k, 4', [-0.901431, -0.497471, 1.0]], ['2, k, 5', [-1.05155, -0.309519, 1.0]], ['2, k, 6', [-1.18588, -0.0961156, 1.0]], ['2, k, 7', [-1.21659, -0.0315275, 1.0]], ['2, k, 8', [-0.579933, -0.462337, 1.0]], ['2, k, 9', [-0.535798, -0.202997, 1.0]], ['2, k, 10', [-0.503593, 0.0580202, 1.0]], ['2, k, 11', [-0.527991, 0.150349, 1.0]], ['2, k, 12', [-0.761398, -1.00096, 1.0]], ['2, k, 13', [-0.827721, -1.31463, 1.0]], ['2, k, 14', [-0.895265, -1.63838, 1.0]], ['2, k, 15', [-0.899196, -1.66865, 1.0]], ['2, k, 16', [-0.625079, -0.99306, 1.0]], ['2, k, 17', [-0.572749, -1.27569, 1.0]], ['2, k, 18', [-0.535831, -1.52558, 1.0]], ['2, k, 19', [-0.511366, -1.58142, 1.0]], ['2, k, 20', [-0.745592, -0.517015, 1.0]], ['2, k, 21', [-1.23257, 0.0119753, 1.0]], ['2, k, 22', [-1.1562, 0.00418652, 1.0]], ['2, k, 23', [-0.541989, 0.203419, 1.0]], ['2, k, 24', [-0.568613, 0.155502, 1.0]]]
[['2, k, 0', [-0.700108, -1.00859, 1.0]], ['2, k, 1', [-0.724447, -0.725252, 1.0]], ['2, k, 2', [-0.75061, -0.448183, 1.0]], ['2, k, 3', [-0.800444, -0.313518, 1.0]], ['2, k, 4', [-0.901493, -0.49758, 1.0]], ['2, k, 5', [-1.06277, -0.320417, 1.0]], ['2, k, 6', [-1.21378, -0.101061, 1.0]], ['2, k, 7', [-1.23944, -0.0513079, 1.0]], ['2, k, 8', [-0.581869, -0.461627, 1.0]], ['2, k, 9', [-0.54935, -0.186792, 1.0]], ['2, k, 10', [-0.529172, 0.058339, 1.0]], ['2, k, 11', [-0.552248, 0.153912, 1.0]], ['2, k, 12', [-0.761061, -1.00364, 1.0]], ['2, k, 13', [-0.826878, -1.31679, 1.0]], ['2, k, 14', [-0.893675, -1.58835, 1.0]], ['2, k, 15', [-0.900963, -1.61876, 1.0]], ['2, k, 16', [-0.624911, -0.993802, 1.0]], ['2, k, 17', [-0.570625, -1.27935, 1.0]], ['2, k, 18', [-0.535761, -1.52566, 1.0]], ['2, k, 19', [-0.512666, -1.58049, 1.0]], ['2, k, 20', [-0.744554, -0.517106, 1.0]], ['2, k, 21', [-1.26426, -0.0150532, 1.0]], ['2, k, 22', [-1.19984, -0.0102529, 1.0]], ['2, k, 23', [-0.562291, 0.211641, 1.0]], ['2, k, 24', [-0.59378, 0.160844, 1.0]]]
[['2, k, 0', [-0.697766, -1.01034, 1.0]], ['2, k, 1', [-0.7223, -0.726766, 1.0]], ['2, k, 2', [-0.746689, -0.4489, 1.0]], ['2, k, 3', [-0.804847, -0.313929, 1.0]], ['2, k, 4', [-0.901727, -0.498272, 1.0]], ['2, k, 5', [-1.06693, -0.366764, 1.0]], ['2, k, 6', [-1.22236, -0.130057, 1.0]], ['2, k, 7', [-1.25183, -0.0674079, 1.0]], ['2, k, 8', [-0.586142, -0.462363, 1.0]], ['2, k, 9', [-0.567212, -0.172178, 1.0]], ['2, k, 10', [-0.549781, 0.0610621, 1.0]], ['2, k, 11', [-0.576157, 0.15398, 1.0]], ['2, k, 12', [-0.758952, -1.00625, 1.0]], ['2, k, 13', [-0.825881, -1.31785, 1.0]], ['2, k, 14', [-0.891613, -1.65212, 1.0]], ['2, k, 15', [-0.897143, -1.68599, 1.0]], ['2, k, 16', [-0.622284, -0.994716, 1.0]], ['2, k, 17', [-0.568304, -1.28056, 1.0]], ['2, k, 18', [-0.535526, -1.52562, 1.0]], ['2, k, 19', [-0.514657, -1.58002, 1.0]], ['2, k, 20', [-0.741196, -0.518073, 1.0]], ['2, k, 21', [-1.25613, -0.0160436, 1.0]], ['2, k, 22', [-1.20366, -0.0245153, 1.0]], ['2, k, 23', [-0.591881, 0.211068, 1.0]], ['2, k, 24', [-0.622305, 0.156832, 1.0]]]
[['2, k, 0', [-0.694718, -1.01158, 1.0]], ['2, k, 1', [-0.719364, -0.726143, 1.0]], ['2, k, 2', [-0.740839, -0.44385, 1.0]], ['2, k, 3', [-0.814082, -0.315845, 1.0]], ['2, k, 4', [-0.905128, -0.506548, 1.0]], ['2, k, 5', [-1.08551, -0.367093, 1.0]], ['2, k, 6', [-1.24583, -0.15493, 1.0]], ['2, k, 7', [-1.27391, -0.0961266, 1.0]], ['2, k, 8', [-0.598786, -0.46195, 1.0]], ['2, k, 9', [-0.582008, -0.171689, 1.0]], ['2, k, 10', [-0.572509, 0.063595, 1.0]], ['2, k, 11', [-0.603261, 0.155586, 1.0]], ['2, k, 12', [-0.756277, -1.00901, 1.0]], ['2, k, 13', [-0.824161, -1.32065, 1.0]], ['2, k, 14', [-0.894486, -1.61994, 1.0]], ['2, k, 15', [-0.90589, -1.64838, 1.0]], ['2, k, 16', [-0.618116, -0.99451, 1.0]], ['2, k, 17', [-0.561397, -1.28051, 1.0]], ['2, k, 18', [-0.53427, -1.52686, 1.0]], ['2, k, 19', [-0.52045, -1.58103, 1.0]], ['2, k, 20', [-0.736204, -0.514487, 1.0]], ['2, k, 21', [-1.29389, -0.0558193, 1.0]], ['2, k, 22', [-1.22627, -0.0492855, 1.0]], ['2, k, 23', [-0.614615, 0.210402, 1.0]], ['2, k, 24', [-0.647844, 0.153032, 1.0]]]
[['2, k, 0', [-0.691566, -1.01252, 1.0]], ['2, k, 1', [-0.718149, -0.726608, 1.0]], ['2, k, 2', [-0.740633, -0.443998, 1.0]], ['2, k, 3', [-0.826319, -0.318681, 1.0]], ['2, k, 4', [-0.906944, -0.511867, 1.0]], ['2, k, 5', [-1.08713, -0.374631, 1.0]], ['2, k, 6', [-1.25611, -0.211317, 1.0]], ['2, k, 7', [-1.29483, -0.12779, 1.0]], ['2, k, 8', [-0.601422, -0.462782, 1.0]], ['2, k, 9', [-0.602467, -0.17217, 1.0]], ['2, k, 10', [-0.604565, 0.0634963, 1.0]], ['2, k, 11', [-0.631164, 0.156591, 1.0]], ['2, k, 12', [-0.753685, -1.01054, 1.0]], ['2, k, 13', [-0.822076, -1.32048, 1.0]], ['2, k, 14', [-0.890484, -1.63656, 1.0]], ['2, k, 15', [-0.902054, -1.66567, 1.0]], ['2, k, 16', [-0.614737, -0.994567, 1.0]], ['2, k, 17', [-0.555066, -1.27794, 1.0]], ['2, k, 18', [-0.51462, -1.57836, 1.0]], ['2, k, 19', [-0.500248, -1.6289, 1.0]], ['2, k, 20', [-0.735804, -0.514657, 1.0]], ['2, k, 21', [-1.32019, -0.0789496, 1.0]], ['2, k, 22', [-1.26605, -0.0764324, 1.0]], ['2, k, 23', [-0.640896, 0.209861, 1.0]], ['2, k, 24', [-0.673774, 0.152616, 1.0]]]
[['2, k, 0', [-0.687701, -1.0138, 1.0]], ['2, k, 1', [-0.716806, -0.727346, 1.0]], ['2, k, 2', [-0.74054, -0.44444, 1.0]], ['2, k, 3', [-0.837742, -0.322069, 1.0]], ['2, k, 4', [-0.911343, -0.515294, 1.0]], ['2, k, 5', [-1.09928, -0.387406, 1.0]], ['2, k, 6', [-1.26782, -0.221651, 1.0]], ['2, k, 7', [-1.31437, -0.15747, 1.0]], ['2, k, 8', [-0.605101, -0.463346, 1.0]], ['2, k, 9', [-0.621765, -0.17894, 1.0]], ['2, k, 10', [-0.624701, 0.0619901, 1.0]], ['2, k, 11', [-0.665029, 0.155217, 1.0]], ['2, k, 12', [-0.749727, -1.01294, 1.0]], ['2, k, 13', [-0.818934, -1.32163, 1.0]], ['2, k, 14', [-0.888207, -1.6222, 1.0]], ['2, k, 15', [-0.902247, -1.65026, 1.0]], ['2, k, 16', [-0.611209, -0.99471, 1.0]], ['2, k, 17', [-0.552861, -1.28068, 1.0]], ['2, k, 18', [-0.514716, -1.58032, 1.0]], ['2, k, 19', [-0.50295, -1.63119, 1.0]], ['2, k, 20', [-0.735462, -0.51508, 1.0]], ['2, k, 21', [-1.34299, -0.111505, 1.0]], ['2, k, 22', [-1.29174, -0.101422, 1.0]], ['2, k, 23', [-0.688923, 0.209156, 1.0]], ['2, k, 24', [-0.702601, 0.173617, 1.0]]]
[['2, k, 0', [-0.684756, -1.01103, 1.0]], ['2, k, 1', [-0.716525, -0.726672, 1.0]], ['2, k, 2', [-0.741788, -0.444097, 1.0]], ['2, k, 3', [-0.845868, -0.330983, 1.0]], ['2, k, 4', [-0.917067, -0.522312, 1.0]], ['2, k, 5', [-1.11121, -0.405373, 1.0]], ['2, k, 6', [-1.28782, -0.246614, 1.0]], ['2, k, 7', [-1.33512, -0.178677, 1.0]], ['2, k, 8', [-0.609113, -0.459031, 1.0]], ['2, k, 9', [-0.628942, -0.172456, 1.0]], ['2, k, 10', [-0.660268, 0.0395818, 1.0]], ['2, k, 11', [-0.691316, 0.136915, 1.0]], ['2, k, 12', [-0.74129, -1.01193, 1.0]], ['2, k, 13', [-0.81472, -1.32112, 1.0]], ['2, k, 14', [-0.88699, -1.62067, 1.0]], ['2, k, 15', [-0.903704, -1.64806, 1.0]], ['2, k, 16', [-0.608233, -0.985862, 1.0]], ['2, k, 17', [-0.548341, -1.2847, 1.0]], ['2, k, 18', [-0.514197, -1.58231, 1.0]], ['2, k, 19', [-0.505947, -1.63342, 1.0]], ['2, k, 20', [-0.736036, -0.514722, 1.0]], ['2, k, 21', [-1.36198, -0.136895, 1.0]], ['2, k, 22', [-1.31108, -0.124283, 1.0]], ['2, k, 23', [-0.719272, 0.192465, 1.0]], ['2, k, 24', [-0.733254, 0.166421, 1.0]]]
[['2, k, 0', [-0.671435, -1.02544, 1.0]], ['2, k, 1', [-0.719343, -0.731467, 1.0]], ['2, k, 2', [-0.775427, -0.449533, 1.0]], ['2, k, 3', [-0.853443, -0.334382, 1.0]], ['2, k, 4', [-0.920583, -0.527461, 1.0]], ['2, k, 5', [-1.13629, -0.421407, 1.0]], ['2, k, 6', [-1.29999, -0.29223, 1.0]], ['2, k, 7', [-1.35091, -0.210993, 1.0]], ['2, k, 8', [-0.613888, -0.459529, 1.0]], ['2, k, 9', [-0.638429, -0.173286, 1.0]], ['2, k, 10', [-0.681233, 0.0486898, 1.0]], ['2, k, 11', [-0.724233, 0.143795, 1.0]], ['2, k, 12', [-0.729554, -1.03128, 1.0]], ['2, k, 13', [-0.810552, -1.32382, 1.0]], ['2, k, 14', [-0.876349, -1.65833, 1.0]], ['2, k, 15', [-0.892121, -1.68913, 1.0]], ['2, k, 16', [-0.590475, -1.00733, 1.0]], ['2, k, 17', [-0.538176, -1.29594, 1.0]], ['2, k, 18', [-0.514184, -1.58357, 1.0]], ['2, k, 19', [-0.510687, -1.63423, 1.0]], ['2, k, 20', [-0.758082, -0.520284, 1.0]], ['2, k, 21', [-1.37929, -0.162467, 1.0]], ['2, k, 22', [-1.33661, -0.156612, 1.0]], ['2, k, 23', [-0.748173, 0.200543, 1.0]], ['2, k, 24', [-0.759192, 0.164038, 1.0]]]
[['2, k, 0', [-0.66837, -1.01875, 1.0]], ['2, k, 1', [-0.720302, -0.730967, 1.0]], ['2, k, 2', [-0.777238, -0.449812, 1.0]], ['2, k, 3', [-0.859343, -0.33613, 1.0]], ['2, k, 4', [-0.924873, -0.545652, 1.0]], ['2, k, 5', [-1.18354, -0.42438, 1.0]], ['2, k, 6', [-1.33669, -0.269667, 1.0]], ['2, k, 7', [-1.37233, -0.222168, 1.0]], ['2, k, 8', [-0.615132, -0.452961, 1.0]], ['2, k, 9', [-0.664459, -0.168486, 1.0]], ['2, k, 10', [-0.727993, 0.083933, 1.0]], ['2, k, 11', [-0.776374, 0.160616, 1.0]], ['2, k, 12', [-0.724345, -1.01928, 1.0]], ['2, k, 13', [-0.807097, -1.32853, 1.0]], ['2, k, 14', [-0.87719, -1.66213, 1.0]], ['2, k, 15', [-0.897884, -1.69108, 1.0]], ['2, k, 16', [-0.591264, -0.993592, 1.0]], ['2, k, 17', [-0.535905, -1.29739, 1.0]], ['2, k, 18', [-0.510676, -1.60279, 1.0]], ['2, k, 19', [-0.512057, -1.65414, 1.0]], ['2, k, 20', [-0.761252, -0.520215, 1.0]], ['2, k, 21', [-1.39778, -0.192843, 1.0]], ['2, k, 22', [-1.33064, -0.16701, 1.0]], ['2, k, 23', [-0.812959, 0.209974, 1.0]], ['2, k, 24', [-0.829965, 0.143675, 1.0]]]
[['2, k, 0', [-0.667707, -1.01521, 1.0]], ['2, k, 1', [-0.719664, -0.730769, 1.0]], ['2, k, 2', [-0.771016, -0.451899, 1.0]], ['2, k, 3', [-0.870536, -0.342867, 1.0]], ['2, k, 4', [-0.924876, -0.545534, 1.0]], ['2, k, 5', [-1.13094, -0.501378, 1.0]], ['2, k, 6', [-1.30804, -0.364109, 1.0]], ['2, k, 7', [-1.39018, -0.252252, 1.0]], ['2, k, 8', [-0.615601, -0.452114, 1.0]], ['2, k, 9', [-0.683422, -0.169818, 1.0]], ['2, k, 10', [-0.758911, 0.0856719, 1.0]], ['2, k, 11', [-0.808772, 0.157948, 1.0]], ['2, k, 12', [-0.723781, -1.01745, 1.0]], ['2, k, 13', [-0.804421, -1.33133, 1.0]], ['2, k, 14', [-0.87733, -1.66428, 1.0]], ['2, k, 15', [-0.89852, -1.69296, 1.0]], ['2, k, 16', [-0.593105, -0.985171, 1.0]], ['2, k, 17', [-0.534322, -1.29809, 1.0]], ['2, k, 18', [-0.510476, -1.60295, 1.0]], ['2, k, 19', [-0.512281, -1.65367, 1.0]], ['2, k, 20', [-0.758257, -0.521108, 1.0]], ['2, k, 21', [-1.41459, -0.225185, 1.0]], ['2, k, 22', [-1.33553, -0.190959, 1.0]], ['2, k, 23', [-0.834214, 0.207289, 1.0]], ['2, k, 24', [-0.850832, 0.143323, 1.0]]]
[['2, k, 0', [-0.666512, -1.01473, 1.0]], ['2, k, 1', [-0.708668, -0.732051, 1.0]], ['2, k, 2', [-0.734651, -0.456478, 1.0]], ['2, k, 3', [-0.864786, -0.356358, 1.0]], ['2, k, 4', [-0.924811, -0.545733, 1.0]], ['2, k, 5', [-1.13206, -0.53605, 1.0]], ['2, k, 6', [-1.31058, -0.377221, 1.0]], ['2, k, 7', [-1.40778, -0.268741, 1.0]], ['2, k, 8', [-0.62144, -0.456532, 1.0]], ['2, k, 9', [-0.705774, -0.178964, 1.0]], ['2, k, 10', [-0.800057, 0.089955, 1.0]], ['2, k, 11', [-0.852605, 0.148677, 1.0]], ['2, k, 12', [-0.722482, -1.01814, 1.0]], ['2, k, 13', [-0.801675, -1.34142, 1.0]], ['2, k, 14', [-0.879117, -1.67333, 1.0]], ['2, k, 15', [-0.901559, -1.70111, 1.0]], ['2, k, 16', [-0.59262, -0.985017, 1.0]], ['2, k, 17', [-0.528966, -1.30408, 1.0]], ['2, k, 18', [-0.505455, -1.61521, 1.0]], ['2, k, 19', [-0.508258, -1.66334, 1.0]], ['2, k, 20', [-0.730274, -0.524849, 1.0]], ['2, k, 21', [-1.43747, -0.249615, 1.0]], ['2, k, 22', [-1.34147, -0.204872, 1.0]], ['2, k, 23', [-0.883372, 0.194106, 1.0]], ['2, k, 24', [-0.91435, 0.119577, 1.0]]]
