[['2, k, 0', [-0.361038, -0.701322, 1.0]], ['2, k, 1', [-0.349396, -0.402934, 1.0]], ['2, k, 2', [-0.336663, -0.108373, 1.0]], ['2, k, 3', [-0.346075, 0.0245835, 1.0]], ['2, k, 4', [-0.468967, -0.152067, 1.0]], ['2, k, 5', [-0.586493, 0.0612883, 1.0]], ['2, k, 6', [-0.666617, 0.318806, 1.0]], ['2, k, 7', [-0.664271, 0.366082, 1.0]], ['2, k, 8', [-0.184778, -0.143881, 1.0]], ['2, k, 9', [-0.0219326, 0.0505852, 1.0]], ['2, k, 10', [0.0666919, 0.2423, 1.0]], ['2, k, 11', [0.0832932, 0.345507, 1.0]], ['2, k, 12', [-0.421979, -0.696156, 1.0]], ['2, k, 13', [-0.484578, -1.00211, 1.0]], ['2, k, 14', [-0.509969, -1.3498, 1.0]], ['2, k, 15', [-0.478246, -1.25179, 1.0]], ['2, k, 16', [-0.292863, -0.692432, 1.0]], ['2, k, 17', [-0.0815939, -0.928084, 1.0]], ['2, k, 18', [-0.061334, -1.18914, 1.0]], ['2, k, 19', [-0.132856, -1.06996, 1.0]], ['2, k, 20', [-0.340055, -0.181541, 1.0]], ['2, k, 21', [-0.670352, 0.419254, 1.0]], ['2, k, 22', [-0.696242, 0.37222, 1.0]], ['2, k, 23', [0.10491, 0.413163, 1.0]], ['2, k, 24', [0.110264, 0.34874, 1.0]]]
[['2, k, 0', [-0.360601, -0.675169, 1.0]], ['2, k, 1', [-0.283224, -0.409694, 1.0]], ['2, k, 2', [-0.204574, -0.151885, 1.0]], ['2, k, 3', [-0.101034, -0.0598212, 1.0]], ['2, k, 4', [-0.335129, -0.199668, 1.0]], ['2, k, 5', [-0.227284, -0.0190742, 1.0]], ['2, k, 6', [-0.0220439, 0.0822516, 1.0]], ['2, k, 7', [0.0467417, 0.0750065, 1.0]], ['2, k, 8', [-0.121813, -0.311381, 1.0]], ['2, k, 9', [0.018102, -0.460264, 1.0]], ['2, k, 10', [0.184843, -0.570901, 1.0]], ['2, k, 11', [0.251796, -0.613778, 1.0]], ['2, k, 12', [-0.411158, -0.644768, 1.0]], ['2, k, 13', [-0.491963, -0.899169, 1.0]], ['2, k, 14', [-0.520569, -1.1544, 1.0]], ['2, k, 15', [-0.498504, -1.24122, 1.0]], ['2, k, 16', [-0.304746, -0.694439, 1.0]], ['2, k, 17', [-0.231553, -0.926395, 1.0]], ['2, k, 18', [-0.182979, -1.1666, 1.0]], ['2, k, 19', [-0.126445, -1.20572, 1.0]], ['2, k, 20', [-0.224354, -0.216089, 1.0]], ['2, k, 21', [0.111717, 0.0920221, 1.0]], ['2, k, 22', [0.0703322, 0.0648989, 1.0]], ['2, k, 23', [0.311042, -0.640402, 1.0]], ['2, k, 24', [0.306382, -0.608197, 1.0]]]
[['2, k, 0', [-0.363296, -0.675053, 1.0]], ['2, k, 1', [-0.28252, -0.41021, 1.0]], ['2, k, 2', [-0.196134, -0.153367, 1.0]], ['2, k, 3', [-0.0999642, -0.0611417, 1.0]], ['2, k, 4', [-0.334397, -0.200249, 1.0]], ['2, k, 5', [-0.227599, -0.0191329, 1.0]], ['2, k, 6', [-0.0221782, 0.0822306, 1.0]], ['2, k, 7', [0.0500774, 0.0728372, 1.0]], ['2, k, 8', [-0.123117, -0.31493, 1.0]], ['2, k, 9', [0.0163538, -0.462178, 1.0]], ['2, k, 10', [0.181098, -0.575473, 1.0]], ['2, k, 11', [0.251923, -0.619302, 1.0]], ['2, k, 12', [-0.413142, -0.644011, 1.0]], ['2, k, 13', [-0.493808, -0.898323, 1.0]], ['2, k, 14', [-0.520523, -1.15491, 1.0]], ['2, k, 15', [-0.502139, -1.24621, 1.0]], ['2, k, 16', [-0.307816, -0.694758, 1.0]], ['2, k, 17', [-0.233323, -0.926987, 1.0]], ['2, k, 18', [-0.188875, -1.16563, 1.0]], ['2, k, 19', [-0.133061, -1.2054, 1.0]], ['2, k, 20', [-0.218612, -0.217307, 1.0]], ['2, k, 21', [0.111319, 0.0916853, 1.0]], ['2, k, 22', [0.0676153, 0.0633186, 1.0]], ['2, k, 23', [0.307701, -0.645349, 1.0]], ['2, k, 24', [0.308495, -0.614142, 1.0]]]
[['2, k, 0', [-0.36711, -0.675071, 1.0]], ['2, k, 1', [-0.284097, -0.410493, 1.0]], ['2, k, 2', [-0.198494, -0.152777, 1.0]], ['2, k, 3', [-0.0995544, -0.0630379, 1.0]], ['2, k, 4', [-0.333471, -0.198602, 1.0]], ['2, k, 5', [-0.224989, -0.0206621, 1.0]], ['2, k, 6', [-0.0199664, 0.0809552, 1.0]], ['2, k, 7', [0.0506146, 0.0746853, 1.0]], ['2, k, 8', [-0.124425, -0.316189, 1.0]], ['2, k, 9', [0.00916246, -0.464308, 1.0]], ['2, k, 10', [0.175657, -0.574857, 1.0]], ['2, k, 11', [0.242655, -0.615538, 1.0]], ['2, k, 12', [-0.417656, -0.643694, 1.0]], ['2, k, 13', [-0.495449, -0.898522, 1.0]], ['2, k, 14', [-0.520718, -1.1551, 1.0]], ['2, k, 15', [-0.503696, -1.24699, 1.0]], ['2, k, 16', [-0.312812, -0.694728, 1.0]], ['2, k, 17', [-0.235669, -0.928274, 1.0]], ['2, k, 18', [-0.190113, -1.16673, 1.0]], ['2, k, 19', [-0.134274, -1.20648, 1.0]], ['2, k, 20', [-0.220413, -0.216994, 1.0]], ['2, k, 21', [0.111465, 0.0918214, 1.0]], ['2, k, 22', [0.0681326, 0.0652683, 1.0]], ['2, k, 23', [0.296961, -0.646349, 1.0]], ['2, k, 24', [0.300987, -0.610431, 1.0]]]
[['2, k, 0', [-0.369208, -0.67633, 1.0]], ['2, k, 1', [-0.285171, -0.411303, 1.0]], ['2, k, 2', [-0.199605, -0.152575, 1.0]], ['2, k, 3', [-0.101, -0.0620077, 1.0]], ['2, k, 4', [-0.333026, -0.199439, 1.0]], ['2, k, 5', [-0.224685, -0.0216751, 1.0]], ['2, k, 6', [-0.0196344, 0.0800506, 1.0]], ['2, k, 7', [0.0519742, 0.0789576, 1.0]], ['2, k, 8', [-0.125441, -0.317011, 1.0]], ['2, k, 9', [0.00925312, -0.464981, 1.0]], ['2, k, 10', [0.175545, -0.575302, 1.0]], ['2, k, 11', [0.244068, -0.612221, 1.0]], ['2, k, 12', [-0.41976, -0.644883, 1.0]], ['2, k, 13', [-0.496271, -0.89851, 1.0]], ['2, k, 14', [-0.521483, -1.1561, 1.0]], ['2, k, 15', [-0.504539, -1.24786, 1.0]], ['2, k, 16', [-0.313908, -0.695608, 1.0]], ['2, k, 17', [-0.237721, -0.928316, 1.0]], ['2, k, 18', [-0.192049, -1.16638, 1.0]], ['2, k, 19', [-0.135888, -1.20644, 1.0]], ['2, k, 20', [-0.221366, -0.21704, 1.0]], ['2, k, 21', [0.110916, 0.105155, 1.0]], ['2, k, 22', [0.0900063, 0.0735449, 1.0]], ['2, k, 23', [0.293789, -0.640113, 1.0]], ['2, k, 24', [0.295989, -0.605336, 1.0]]]
[['2, k, 0', [-0.369832, -0.675891, 1.0]], ['2, k, 1', [-0.286387, -0.410944, 1.0]], ['2, k, 2', [-0.202728, -0.151455, 1.0]], ['2, k, 3', [-0.109217, -0.0583491, 1.0]], ['2, k, 4', [-0.33297, -0.199861, 1.0]], ['2, k, 5', [-0.176839, 0.00514495, 1.0]], ['2, k, 6', [0.0284506, 0.106494, 1.0]], ['2, k, 7', [0.0981068, 0.100902, 1.0]], ['2, k, 8', [-0.126445, -0.312903, 1.0]], ['2, k, 9', [0.00856713, -0.465211, 1.0]], ['2, k, 10', [0.175307, -0.57425, 1.0]], ['2, k, 11', [0.245905, -0.602722, 1.0]], ['2, k, 12', [-0.420399, -0.644492, 1.0]], ['2, k, 13', [-0.497273, -0.898639, 1.0]], ['2, k, 14', [-0.525484, -1.21644, 1.0]], ['2, k, 15', [-0.506691, -1.3023, 1.0]], ['2, k, 16', [-0.314432, -0.694858, 1.0]], ['2, k, 17', [-0.238704, -0.928827, 1.0]], ['2, k, 18', [-0.193095, -1.16707, 1.0]], ['2, k, 19', [-0.137225, -1.20708, 1.0]], ['2, k, 20', [-0.223811, -0.21612, 1.0]], ['2, k, 21', [0.157855, 0.124202, 1.0]], ['2, k, 22', [0.115607, 0.0935882, 1.0]], ['2, k, 23', [0.306412, -0.631202, 1.0]], ['2, k, 24', [0.301196, -0.596293, 1.0]]]
[['2, k, 0', [-0.371502, -0.676252, 1.0]], ['2, k, 1', [-0.28885, -0.411538, 1.0]], ['2, k, 2', [-0.206359, -0.151582, 1.0]], ['2, k, 3', [-0.114045, -0.0541936, 1.0]], ['2, k, 4', [-0.332729, -0.200084, 1.0]], ['2, k, 5', [-0.159601, 0.0174749, 1.0]], ['2, k, 6', [0.0232442, 0.100427, 1.0]], ['2, k, 7', [0.0972868, 0.110137, 1.0]], ['2, k, 8', [-0.127319, -0.313448, 1.0]], ['2, k, 9', [0.00256484, -0.453796, 1.0]], ['2, k, 10', [0.169, -0.562611, 1.0]], ['2, k, 11', [0.237402, -0.583286, 1.0]], ['2, k, 12', [-0.421968, -0.644829, 1.0]], ['2, k, 13', [-0.497659, -0.899186, 1.0]], ['2, k, 14', [-0.524537, -1.16334, 1.0]], ['2, k, 15', [-0.506275, -1.25444, 1.0]], ['2, k, 16', [-0.315952, -0.695263, 1.0]], ['2, k, 17', [-0.23965, -0.928549, 1.0]], ['2, k, 18', [-0.193968, -1.16708, 1.0]], ['2, k, 19', [-0.138113, -1.20694, 1.0]], ['2, k, 20', [-0.227077, -0.216345, 1.0]], ['2, k, 21', [0.157706, 0.128813, 1.0]], ['2, k, 22', [0.15864, 0.097698, 1.0]], ['2, k, 23', [0.287471, -0.615687, 1.0]], ['2, k, 24', [0.291582, -0.581908, 1.0]]]
[['2, k, 0', [-0.371588, -0.67601, 1.0]], ['2, k, 1', [-0.290696, -0.410107, 1.0]], ['2, k, 2', [-0.212592, -0.147115, 1.0]], ['2, k, 3', [-0.117591, -0.0483644, 1.0]], ['2, k, 4', [-0.333042, -0.200168, 1.0]], ['2, k, 5', [-0.157009, 0.015064, 1.0]], ['2, k, 6', [0.0217854, 0.0998992, 1.0]], ['2, k, 7', [0.10092, 0.123765, 1.0]], ['2, k, 8', [-0.13024, -0.312876, 1.0]], ['2, k, 9', [0.00347855, -0.450979, 1.0]], ['2, k, 10', [0.241205, -0.567591, 1.0]], ['2, k, 11', [0.30069, -0.578108, 1.0]], ['2, k, 12', [-0.422066, -0.64438, 1.0]], ['2, k, 13', [-0.498445, -0.898094, 1.0]], ['2, k, 14', [-0.52429, -1.16235, 1.0]], ['2, k, 15', [-0.506964, -1.25425, 1.0]], ['2, k, 16', [-0.315935, -0.694872, 1.0]], ['2, k, 17', [-0.24018, -0.928942, 1.0]], ['2, k, 18', [-0.1947, -1.16769, 1.0]], ['2, k, 19', [-0.139095, -1.20757, 1.0]], ['2, k, 20', [-0.23197, -0.212717, 1.0]], ['2, k, 21', [0.154243, 0.14388, 1.0]], ['2, k, 22', [0.152684, 0.0998994, 1.0]], ['2, k, 23', [0.352795, -0.60567, 1.0]], ['2, k, 24', [0.337922, -0.557867, 1.0]]]
[['2, k, 0', [-0.370966, -0.676147, 1.0]], ['2, k, 1', [-0.290815, -0.409691, 1.0]], ['2, k, 2', [-0.213769, -0.145247, 1.0]], ['2, k, 3', [-0.132046, -0.0579881, 1.0]], ['2, k, 4', [-0.334258, -0.19937, 1.0]], ['2, k, 5', [-0.148653, 0.00769965, 1.0]], ['2, k, 6', [0.0583138, 0.138553, 1.0]], ['2, k, 7', [0.13514, 0.145367, 1.0]], ['2, k, 8', [-0.137641, -0.297704, 1.0]], ['2, k, 9', [0.0070875, -0.440182, 1.0]], ['2, k, 10', [0.186371, -0.523098, 1.0]], ['2, k, 11', [0.259354, -0.543875, 1.0]], ['2, k, 12', [-0.421278, -0.645363, 1.0]], ['2, k, 13', [-0.498216, -0.896657, 1.0]], ['2, k, 14', [-0.523653, -1.15721, 1.0]], ['2, k, 15', [-0.506408, -1.24964, 1.0]], ['2, k, 16', [-0.313346, -0.694308, 1.0]], ['2, k, 17', [-0.241316, -0.927456, 1.0]], ['2, k, 18', [-0.195097, -1.16631, 1.0]], ['2, k, 19', [-0.139362, -1.20596, 1.0]], ['2, k, 20', [-0.232857, -0.211215, 1.0]], ['2, k, 21', [0.190662, 0.149347, 1.0]], ['2, k, 22', [0.156078, 0.114639, 1.0]], ['2, k, 23', [0.316301, -0.572522, 1.0]], ['2, k, 24', [0.305967, -0.537727, 1.0]]]
[['2, k, 0', [-0.36872, -0.675437, 1.0]], ['2, k, 1', [-0.29095, -0.40866, 1.0]], ['2, k, 2', [-0.216598, -0.143618, 1.0]], ['2, k, 3', [-0.138486, -0.053763, 1.0]], ['2, k, 4', [-0.338232, -0.198443, 1.0]], ['2, k, 5', [-0.125038, -0.0200605, 1.0]], ['2, k, 6', [-0.00698221, 0.143734, 1.0]], ['2, k, 7', [0.0440442, 0.152062, 1.0]], ['2, k, 8', [-0.138906, -0.29443, 1.0]], ['2, k, 9', [0.00822202, -0.422199, 1.0]], ['2, k, 10', [0.192889, -0.490044, 1.0]], ['2, k, 11', [0.264992, -0.513255, 1.0]], ['2, k, 12', [-0.418354, -0.645607, 1.0]], ['2, k, 13', [-0.497345, -0.896896, 1.0]], ['2, k, 14', [-0.509733, -1.20169, 1.0]], ['2, k, 15', [-0.488252, -1.27894, 1.0]], ['2, k, 16', [-0.310017, -0.692201, 1.0]], ['2, k, 17', [-0.241711, -0.926489, 1.0]], ['2, k, 18', [-0.195111, -1.16542, 1.0]], ['2, k, 19', [-0.13813, -1.20479, 1.0]], ['2, k, 20', [-0.234927, -0.209663, 1.0]], ['2, k, 21', [0.103553, 0.189832, 1.0]], ['2, k, 22', [0.093107, 0.154019, 1.0]], ['2, k, 23', [0.323094, -0.529387, 1.0]], ['2, k, 24', [0.290155, -0.506625, 1.0]]]
[['2, k, 0', [-0.362735, -0.671222, 1.0]], ['2, k, 1', [-0.290838, -0.407589, 1.0]], ['2, k, 2', [-0.219821, -0.14378, 1.0]], ['2, k, 3', [-0.145851, -0.0494269, 1.0]], ['2, k, 4', [-0.339715, -0.196284, 1.0]], ['2, k, 5', [-0.167547, 0.0220562, 1.0]], ['2, k, 6', [0.0513755, 0.172582, 1.0]], ['2, k, 7', [0.119454, 0.187091, 1.0]], ['2, k, 8', [-0.141115, -0.281172, 1.0]], ['2, k, 9', [0.010525, -0.40135, 1.0]], ['2, k, 10', [0.195251, -0.46979, 1.0]], ['2, k, 11', [0.271135, -0.477174, 1.0]], ['2, k, 12', [-0.413606, -0.643484, 1.0]], ['2, k, 13', [-0.494533, -0.898839, 1.0]], ['2, k, 14', [-0.509656, -1.20292, 1.0]], ['2, k, 15', [-0.457955, -1.25485, 1.0]], ['2, k, 16', [-0.304206, -0.686124, 1.0]], ['2, k, 17', [-0.2412, -0.926005, 1.0]], ['2, k, 18', [-0.194462, -1.16487, 1.0]], ['2, k, 19', [-0.135951, -1.2039, 1.0]], ['2, k, 20', [-0.23702, -0.209373, 1.0]], ['2, k, 21', [0.160244, 0.198581, 1.0]], ['2, k, 22', [0.15299, 0.146563, 1.0]], ['2, k, 23', [0.323812, -0.491412, 1.0]], ['2, k, 24', [0.291393, -0.468464, 1.0]]]
[['2, k, 0', [-0.358568, -0.668496, 1.0]], ['2, k, 1', [-0.293036, -0.401914, 1.0]], ['2, k, 2', [-0.234566, -0.132564, 1.0]], ['2, k, 3', [-0.149499, -0.0433102, 1.0]], ['2, k, 4', [-0.34054, -0.195028, 1.0]], ['2, k, 5', [-0.17283, 0.0267981, 1.0]], ['2, k, 6', [0.0386777, 0.2, 1.0]], ['2, k, 7', [0.099161, 0.216073, 1.0]], ['2, k, 8', [-0.138622, -0.280575, 1.0]], ['2, k, 9', [0.0216828, -0.385623, 1.0]], ['2, k, 10', [0.214991, -0.427023, 1.0]], ['2, k, 11', [0.284459, -0.437873, 1.0]], ['2, k, 12', [-0.410378, -0.641409, 1.0]], ['2, k, 13', [-0.484833, -0.928849, 1.0]], ['2, k, 14', [-0.508638, -1.20623, 1.0]], ['2, k, 15', [-0.448831, -1.2477, 1.0]], ['2, k, 16', [-0.29898, -0.682546, 1.0]], ['2, k, 17', [-0.239795, -0.925719, 1.0]], ['2, k, 18', [-0.193734, -1.17325, 1.0]], ['2, k, 19', [-0.134551, -1.21216, 1.0]], ['2, k, 20', [-0.248156, -0.199677, 1.0]], ['2, k, 21', [0.142024, 0.2217, 1.0]], ['2, k, 22', [0.133608, 0.172142, 1.0]], ['2, k, 23', [0.339101, -0.442755, 1.0]], ['2, k, 24', [0.287912, -0.424245, 1.0]]]
[['2, k, 0', [-0.352357, -0.662788, 1.0]], ['2, k, 1', [-0.294663, -0.39443, 1.0]], ['2, k, 2', [-0.242252, -0.123944, 1.0]], ['2, k, 3', [-0.15421, -0.0360855, 1.0]], ['2, k, 4', [-0.345525, -0.171056, 1.0]], ['2, k, 5', [-0.184479, 0.0555385, 1.0]], ['2, k, 6', [0.0302585, 0.224061, 1.0]], ['2, k, 7', [0.0755678, 0.243449, 1.0]], ['2, k, 8', [-0.136865, -0.278981, 1.0]], ['2, k, 9', [0.0374333, -0.355073, 1.0]], ['2, k, 10', [0.231586, -0.398554, 1.0]], ['2, k, 11', [0.30598, -0.392687, 1.0]], ['2, k, 12', [-0.403079, -0.634851, 1.0]], ['2, k, 13', [-0.471374, -0.904393, 1.0]], ['2, k, 14', [-0.508792, -1.20412, 1.0]], ['2, k, 15', [-0.463905, -1.12148, 1.0]], ['2, k, 16', [-0.294481, -0.67812, 1.0]], ['2, k, 17', [-0.234514, -0.921923, 1.0]], ['2, k, 18', [-0.192483, -1.17799, 1.0]], ['2, k, 19', [-0.133442, -1.21708, 1.0]], ['2, k, 20', [-0.25469, -0.191194, 1.0]], ['2, k, 21', [0.112187, 0.257548, 1.0]], ['2, k, 22', [0.121716, 0.180248, 1.0]], ['2, k, 23', [0.36406, -0.389684, 1.0]], ['2, k, 24', [0.356274, -0.376998, 1.0]]]
[['2, k, 0', [-0.344197, -0.658379, 1.0]], ['2, k, 1', [-0.294101, -0.390508, 1.0]], ['2, k, 2', [-0.245212, -0.120144, 1.0]], ['2, k, 3', [-0.164269, -0.0238582, 1.0]], ['2, k, 4', [-0.345182, -0.172823, 1.0]], ['2, k, 5', [-0.195112, 0.0610539, 1.0]], ['2, k, 6', [0.00491007, 0.24747, 1.0]], ['2, k, 7', [0.0461003, 0.273826, 1.0]], ['2, k, 8', [-0.134321, -0.277156, 1.0]], ['2, k, 9', [0.0489057, -0.324177, 1.0]], ['2, k, 10', [0.244706, -0.364936, 1.0]], ['2, k, 11', [0.318245, -0.342643, 1.0]], ['2, k, 12', [-0.397063, -0.632272, 1.0]], ['2, k, 13', [-0.465819, -0.896644, 1.0]], ['2, k, 14', [-0.5005, -1.19098, 1.0]], ['2, k, 15', [-0.467293, -1.25455, 1.0]], ['2, k, 16', [-0.284286, -0.671675, 1.0]], ['2, k, 17', [-0.226134, -0.919519, 1.0]], ['2, k, 18', [-0.191549, -1.18338, 1.0]], ['2, k, 19', [-0.133888, -1.22349, 1.0]], ['2, k, 20', [-0.256856, -0.187481, 1.0]], ['2, k, 21', [0.0752722, 0.296484, 1.0]], ['2, k, 22', [0.0919925, 0.224467, 1.0]], ['2, k, 23', [0.379842, -0.333142, 1.0]], ['2, k, 24', [0.323866, -0.326621, 1.0]]]
[['2, k, 0', [-0.332402, -0.650835, 1.0]], ['2, k, 1', [-0.29323, -0.370168, 1.0]], ['2, k, 2', [-0.262316, -0.0787114, 1.0]], ['2, k, 3', [-0.171144, -0.0104041, 1.0]], ['2, k, 4', [-0.347677, -0.165175, 1.0]], ['2, k, 5', [-0.223444, 0.0830284, 1.0]], ['2, k, 6', [-0.0576129, 0.273876, 1.0]], ['2, k, 7', [-0.00414227, 0.30676, 1.0]], ['2, k, 8', [-0.136053, -0.248488, 1.0]], ['2, k, 9', [0.0484983, -0.300881, 1.0]], ['2, k, 10', [0.246846, -0.290292, 1.0]], ['2, k, 11', [0.321792, -0.288752, 1.0]], ['2, k, 12', [-0.384265, -0.627731, 1.0]], ['2, k, 13', [-0.455469, -0.91147, 1.0]], ['2, k, 14', [-0.498038, -1.19388, 1.0]], ['2, k, 15', [-0.450758, -1.2494, 1.0]], ['2, k, 16', [-0.272339, -0.660221, 1.0]], ['2, k, 17', [-0.220166, -0.916259, 1.0]], ['2, k, 18', [-0.189008, -1.18564, 1.0]], ['2, k, 19', [-0.130955, -1.22566, 1.0]], ['2, k, 20', [-0.268852, -0.152074, 1.0]], ['2, k, 21', [0.040078, 0.322945, 1.0]], ['2, k, 22', [0.0384944, 0.291532, 1.0]], ['2, k, 23', [0.381832, -0.270672, 1.0]], ['2, k, 24', [0.333826, -0.26907, 1.0]]]
[['2, k, 0', [-0.320369, -0.651092, 1.0]], ['2, k, 1', [-0.293046, -0.368459, 1.0]], ['2, k, 2', [-0.266838, -0.0771831, 1.0]], ['2, k, 3', [-0.207393, 0.0207811, 1.0]], ['2, k, 4', [-0.348781, -0.170007, 1.0]], ['2, k, 5', [-0.265198, 0.0947261, 1.0]], ['2, k, 6', [-0.0895937, 0.298142, 1.0]], ['2, k, 7', [-0.0375633, 0.33594, 1.0]], ['2, k, 8', [-0.135324, -0.238757, 1.0]], ['2, k, 9', [0.054073, -0.268164, 1.0]], ['2, k, 10', [0.255612, -0.255659, 1.0]], ['2, k, 11', [0.33062, -0.231139, 1.0]], ['2, k, 12', [-0.373877, -0.63034, 1.0]], ['2, k, 13', [-0.448735, -0.906316, 1.0]], ['2, k, 14', [-0.496637, -1.1978, 1.0]], ['2, k, 15', [-0.450657, -1.25395, 1.0]], ['2, k, 16', [-0.255356, -0.658648, 1.0]], ['2, k, 17', [-0.205712, -0.920506, 1.0]], ['2, k, 18', [-0.18504, -1.17722, 1.0]], ['2, k, 19', [-0.128317, -1.21846, 1.0]], ['2, k, 20', [-0.272151, -0.150128, 1.0]], ['2, k, 21', [-0.00682577, 0.359844, 1.0]], ['2, k, 22', [0.015981, 0.293108, 1.0]], ['2, k, 23', [0.390459, -0.211452, 1.0]], ['2, k, 24', [0.34438, -0.215234, 1.0]]]
[['2, k, 0', [-0.308425, -0.642138, 1.0]], ['2, k, 1', [-0.291287, -0.354921, 1.0]], ['2, k, 2', [-0.275476, -0.062976, 1.0]], ['2, k, 3', [-0.239068, 0.0440742, 1.0]], ['2, k, 4', [-0.359904, -0.167923, 1.0]], ['2, k, 5', [-0.280688, 0.0981264, 1.0]], ['2, k, 6', [-0.157119, 0.306868, 1.0]], ['2, k, 7', [-0.104647, 0.359475, 1.0]], ['2, k, 8', [-0.135412, -0.227099, 1.0]], ['2, k, 9', [0.0583901, -0.23621, 1.0]], ['2, k, 10', [0.254416, -0.195478, 1.0]], ['2, k, 11', [0.326841, -0.169136, 1.0]], ['2, k, 12', [-0.363091, -0.624946, 1.0]], ['2, k, 13', [-0.442889, -0.905651, 1.0]], ['2, k, 14', [-0.495137, -1.20094, 1.0]], ['2, k, 15', [-0.45113, -1.25877, 1.0]], ['2, k, 16', [-0.246726, -0.647644, 1.0]], ['2, k, 17', [-0.201312, -0.91619, 1.0]], ['2, k, 18', [-0.178666, -1.1734, 1.0]], ['2, k, 19', [-0.12438, -1.20088, 1.0]], ['2, k, 20', [-0.278636, -0.135793, 1.0]], ['2, k, 21', [-0.0667691, 0.389346, 1.0]], ['2, k, 22', [-0.0640176, 0.352299, 1.0]], ['2, k, 23', [0.384255, -0.121143, 1.0]], ['2, k, 24', [0.333203, -0.147808, 1.0]]]
[['2, k, 0', [-0.299307, -0.649883, 1.0]], ['2, k, 1', [-0.290748, -0.3567, 1.0]], ['2, k, 2', [-0.279142, -0.0660302, 1.0]], ['2, k, 3', [-0.256539, 0.0463086, 1.0]], ['2, k, 4', [-0.360441, -0.171196, 1.0]], ['2, k, 5', [-0.308633, 0.101188, 1.0]], ['2, k, 6', [-0.195442, 0.328733, 1.0]], ['2, k, 7', [-0.146684, 0.383603, 1.0]], ['2, k, 8', [-0.1342, -0.219978, 1.0]], ['2, k, 9', [0.0607189, -0.20869, 1.0]], ['2, k, 10', [0.236886, -0.1228, 1.0]], ['2, k, 11', [0.310164, -0.114281, 1.0]], ['2, k, 12', [-0.352952, -0.638527, 1.0]], ['2, k, 13', [-0.434874, -0.903741, 1.0]], ['2, k, 14', [-0.491969, -1.20337, 1.0]], ['2, k, 15', [-0.451021, -1.26193, 1.0]], ['2, k, 16', [-0.235903, -0.653347, 1.0]], ['2, k, 17', [-0.190251, -0.909661, 1.0]], ['2, k, 18', [-0.17058, -1.1745, 1.0]], ['2, k, 19', [-0.132927, -1.19665, 1.0]], ['2, k, 20', [-0.281145, -0.138329, 1.0]], ['2, k, 21', [-0.111503, 0.411058, 1.0]], ['2, k, 22', [-0.105875, 0.374827, 1.0]], ['2, k, 23', [0.36203, -0.0813879, 1.0]], ['2, k, 24', [0.302074, -0.103576, 1.0]]]
[['2, k, 0', [-0.295977, -0.647591, 1.0]], ['2, k, 1', [-0.290647, -0.356867, 1.0]], ['2, k, 2', [-0.282276, -0.0702083, 1.0]], ['2, k, 3', [-0.274575, 0.0448129, 1.0]], ['2, k, 4', [-0.375305, -0.175825, 1.0]], ['2, k, 5', [-0.337906, 0.0988284, 1.0]], ['2, k, 6', [-0.257236, 0.334137, 1.0]], ['2, k, 7', [-0.208008, 0.394707, 1.0]], ['2, k, 8', [-0.131675, -0.205165, 1.0]], ['2, k, 9', [0.0598125, -0.167241, 1.0]], ['2, k, 10', [0.242391, -0.085489, 1.0]], ['2, k, 11', [0.314728, -0.0442929, 1.0]], ['2, k, 12', [-0.351786, -0.636853, 1.0]], ['2, k, 13', [-0.425915, -0.903799, 1.0]], ['2, k, 14', [-0.479419, -1.19213, 1.0]], ['2, k, 15', [-0.442408, -1.25102, 1.0]], ['2, k, 16', [-0.230886, -0.648441, 1.0]], ['2, k, 17', [-0.183446, -0.904679, 1.0]], ['2, k, 18', [-0.166139, -1.1753, 1.0]], ['2, k, 19', [-0.114934, -1.21845, 1.0]], ['2, k, 20', [-0.283202, -0.140957, 1.0]], ['2, k, 21', [-0.170727, 0.431131, 1.0]], ['2, k, 22', [-0.168009, 0.393425, 1.0]], ['2, k, 23', [0.366879, -0.000400508, 1.0]], ['2, k, 24', [0.297342, -0.0345551, 1.0]]]
