[['2, k, 0', [-0.0709786, -0.392478, 1.0]], ['2, k, 1', [-0.041389, -0.0543901, 1.0]], ['2, k, 2', [-0.0122444, 0.276814, 1.0]], ['2, k, 3', [-0.00415679, 0.426162, 1.0]], ['2, k, 4', [-0.185639, 0.190484, 1.0]], ['2, k, 5', [-0.301314, 0.109687, 1.0]], ['2, k, 6', [-0.286676, 0.0108928, 1.0]], ['2, k, 7', [-0.262313, -0.056847, 1.0]], ['2, k, 8', [0.149353, 0.172837, 1.0]], ['2, k, 9', [0.250519, 0.0727334, 1.0]], ['2, k, 10', [0.260338, -0.000401198, 1.0]], ['2, k, 11', [0.230252, -0.0597996, 1.0]], ['2, k, 12', [-0.146371, -0.383871, 1.0]], ['2, k, 13', [-0.209164, -0.720353, 1.0]], ['2, k, 14', [-0.166177, -0.71903, 1.0]], ['2, k, 15', [-0.123055, -0.788013, 1.0]], ['2, k, 16', [0.00607465, -0.391907, 1.0]], ['2, k, 17', [0.218427, -0.661841, 1.0]], ['2, k, 18', [0.0732138, -0.709667, 1.0]], ['2, k, 19', [0.0488406, -0.793376, 1.0]], ['2, k, 20', [-0.0194765, 0.194957, 1.0]], ['2, k, 21', [-0.253904, -0.0974933, 1.0]], ['2, k, 22', [-0.292189, -0.0477861, 1.0]], ['2, k, 23', [0.225712, -0.108188, 1.0]], ['2, k, 24', [0.266271, -0.0570109, 1.0]]]
[['2, k, 0', [-0.0457302, -0.508148, 1.0]], ['2, k, 1', [-0.0283578, -0.196508, 1.0]], ['2, k, 2', [-0.0112491, 0.111132, 1.0]], ['2, k, 3', [-0.000174127, 0.249961, 1.0]], ['2, k, 4', [-0.14662, -0.0185706, 1.0]], ['2, k, 5', [-0.185702, -0.101687, 1.0]], ['2, k, 6', [-0.188676, 0.0550195, 1.0]], ['2, k, 7', [-0.169053, 0.127935, 1.0]], ['2, k, 8', [0.125517, 0.0032243, 1.0]], ['2, k, 9', [0.239591, 0.0251988, 1.0]], ['2, k, 10', [0.257615, 0.114314, 1.0]], ['2, k, 11', [0.263961, 0.151773, 1.0]], ['2, k, 12', [-0.122004, -0.502191, 1.0]], ['2, k, 13', [-0.273719, -0.700237, 1.0]], ['2, k, 14', [-0.390083, -0.993046, 1.0]], ['2, k, 15', [-0.31018, -1.07896, 1.0]], ['2, k, 16', [0.0315412, -0.503678, 1.0]], ['2, k, 17', [0.184601, -0.716348, 1.0]], ['2, k, 18', [0.214095, -1.04189, 1.0]], ['2, k, 19', [0.219324, -1.10465, 1.0]], ['2, k, 20', [-0.0154979, 0.0348472, 1.0]], ['2, k, 21', [-0.144872, 0.136368, 1.0]], ['2, k, 22', [-0.184377, 0.149396, 1.0]], ['2, k, 23', [0.297649, 0.134273, 1.0]], ['2, k, 24', [0.238151, 0.167027, 1.0]]]
[['2, k, 0', [-0.0413554, -0.488738, 1.0]], ['2, k, 1', [-0.0261522, -0.172405, 1.0]], ['2, k, 2', [-0.0112668, 0.142744, 1.0]], ['2, k, 3', [0.00460785, 0.294745, 1.0]], ['2, k, 4', [-0.147235, -0.00091276, 1.0]], ['2, k, 5', [-0.157208, 0.0620061, 1.0]], ['2, k, 6', [-0.184129, 0.122511, 1.0]], ['2, k, 7', [-0.171017, 0.158293, 1.0]], ['2, k, 8', [0.127282, 0.046572, 1.0]], ['2, k, 9', [0.227247, 0.0674287, 1.0]], ['2, k, 10', [0.256541, 0.141305, 1.0]], ['2, k, 11', [0.262756, 0.17561, 1.0]], ['2, k, 12', [-0.116553, -0.486907, 1.0]], ['2, k, 13', [-0.285012, -0.680533, 1.0]], ['2, k, 14', [-0.387527, -0.985676, 1.0]], ['2, k, 15', [-0.323353, -1.08976, 1.0]], ['2, k, 16', [0.0344773, -0.480077, 1.0]], ['2, k, 17', [0.182082, -0.712989, 1.0]], ['2, k, 18', [0.209244, -1.03725, 1.0]], ['2, k, 19', [0.217356, -1.09873, 1.0]], ['2, k, 20', [-0.0149136, 0.0643249, 1.0]], ['2, k, 21', [-0.153439, 0.169176, 1.0]], ['2, k, 22', [-0.18687, 0.182258, 1.0]], ['2, k, 23', [0.272978, 0.18061, 1.0]], ['2, k, 24', [0.228933, 0.189768, 1.0]]]
[['2, k, 0', [-0.0408974, -0.461332, 1.0]], ['2, k, 1', [-0.0265856, -0.170533, 1.0]], ['2, k, 2', [-0.0136923, 0.13329, 1.0]], ['2, k, 3', [0.00244937, 0.298643, 1.0]], ['2, k, 4', [-0.148442, 0.0358204, 1.0]], ['2, k, 5', [-0.120103, -0.101104, 1.0]], ['2, k, 6', [-0.17653, 0.0729903, 1.0]], ['2, k, 7', [-0.177447, 0.185073, 1.0]], ['2, k, 8', [0.12741, 0.0833626, 1.0]], ['2, k, 9', [0.228557, 0.0760766, 1.0]], ['2, k, 10', [0.254153, 0.154034, 1.0]], ['2, k, 11', [0.261974, 0.200722, 1.0]], ['2, k, 12', [-0.113072, -0.459535, 1.0]], ['2, k, 13', [-0.291929, -0.667732, 1.0]], ['2, k, 14', [-0.307469, -0.997218, 1.0]], ['2, k, 15', [-0.296835, -1.05799, 1.0]], ['2, k, 16', [0.0320656, -0.4537, 1.0]], ['2, k, 17', [0.171149, -0.719413, 1.0]], ['2, k, 18', [0.167247, -1.0491, 1.0]], ['2, k, 19', [0.15749, -0.913943, 1.0]], ['2, k, 20', [-0.0163608, 0.0604218, 1.0]], ['2, k, 21', [-0.157368, 0.204793, 1.0]], ['2, k, 22', [-0.188223, 0.212661, 1.0]], ['2, k, 23', [0.277992, 0.216846, 1.0]], ['2, k, 24', [0.230832, 0.219212, 1.0]]]
[['2, k, 0', [-0.0372832, -0.455486, 1.0]], ['2, k, 1', [-0.0259543, -0.165255, 1.0]], ['2, k, 2', [-0.0148128, 0.133324, 1.0]], ['2, k, 3', [0.00100116, 0.302696, 1.0]], ['2, k, 4', [-0.150445, 0.063296, 1.0]], ['2, k, 5', [-0.157167, 0.12226, 1.0]], ['2, k, 6', [-0.18334, 0.179846, 1.0]], ['2, k, 7', [-0.168168, 0.213912, 1.0]], ['2, k, 8', [0.127305, 0.0866583, 1.0]], ['2, k, 9', [0.229055, 0.10768, 1.0]], ['2, k, 10', [0.244004, 0.204178, 1.0]], ['2, k, 11', [0.256649, 0.227369, 1.0]], ['2, k, 12', [-0.108742, -0.453429, 1.0]], ['2, k, 13', [-0.290238, -0.667523, 1.0]], ['2, k, 14', [-0.28763, -0.996961, 1.0]], ['2, k, 15', [-0.28176, -1.0573, 1.0]], ['2, k, 16', [0.0351074, -0.447864, 1.0]], ['2, k, 17', [0.17104, -0.722709, 1.0]], ['2, k, 18', [0.168487, -1.0519, 1.0]], ['2, k, 19', [0.16969, -1.11185, 1.0]], ['2, k, 20', [-0.0171367, 0.0608524, 1.0]], ['2, k, 21', [-0.147148, 0.222668, 1.0]], ['2, k, 22', [-0.180541, 0.238146, 1.0]], ['2, k, 23', [0.269662, 0.237742, 1.0]], ['2, k, 24', [0.216025, 0.239681, 1.0]]]
[['2, k, 0', [-0.0312584, -0.433155, 1.0]], ['2, k, 1', [-0.0237988, -0.147285, 1.0]], ['2, k, 2', [-0.0153968, 0.138906, 1.0]], ['2, k, 3', [-0.0023554, 0.311373, 1.0]], ['2, k, 4', [-0.149418, 0.0896094, 1.0]], ['2, k, 5', [-0.214572, 0.160337, 1.0]], ['2, k, 6', [-0.202861, 0.196142, 1.0]], ['2, k, 7', [-0.174511, 0.237635, 1.0]], ['2, k, 8', [0.126869, 0.101406, 1.0]], ['2, k, 9', [0.209755, 0.172928, 1.0]], ['2, k, 10', [0.246258, 0.205555, 1.0]], ['2, k, 11', [0.259755, 0.246943, 1.0]], ['2, k, 12', [-0.0990475, -0.427362, 1.0]], ['2, k, 13', [-0.29296, -0.641449, 1.0]], ['2, k, 14', [-0.259337, -0.971468, 1.0]], ['2, k, 15', [-0.254923, -1.03172, 1.0]], ['2, k, 16', [0.0378322, -0.429339, 1.0]], ['2, k, 17', [0.140546, -0.736465, 1.0]], ['2, k, 18', [0.158684, -1.0635, 1.0]], ['2, k, 19', [0.155161, -0.924187, 1.0]], ['2, k, 20', [-0.01742, 0.0677464, 1.0]], ['2, k, 21', [-0.146562, 0.247676, 1.0]], ['2, k, 22', [-0.17764, 0.259765, 1.0]], ['2, k, 23', [0.2707, 0.254385, 1.0]], ['2, k, 24', [0.230959, 0.261842, 1.0]]]
[['2, k, 0', [-0.0315102, -0.405477, 1.0]], ['2, k, 1', [-0.0240809, -0.115539, 1.0]], ['2, k, 2', [-0.0165092, 0.172331, 1.0]], ['2, k, 3', [-0.0018851, 0.343074, 1.0]], ['2, k, 4', [-0.148022, 0.103855, 1.0]], ['2, k, 5', [-0.215768, 0.167442, 1.0]], ['2, k, 6', [-0.205218, 0.219414, 1.0]], ['2, k, 7', [-0.172895, 0.260785, 1.0]], ['2, k, 8', [0.125064, 0.115502, 1.0]], ['2, k, 9', [0.213321, 0.175647, 1.0]], ['2, k, 10', [0.251539, 0.231955, 1.0]], ['2, k, 11', [0.259339, 0.272156, 1.0]], ['2, k, 12', [-0.101671, -0.397025, 1.0]], ['2, k, 13', [-0.2598, -0.590013, 1.0]], ['2, k, 14', [-0.255703, -0.922478, 1.0]], ['2, k, 15', [-0.251034, -0.984726, 1.0]], ['2, k, 16', [0.0391153, -0.40578, 1.0]], ['2, k, 17', [0.134494, -0.710121, 1.0]], ['2, k, 18', [0.0269757, -0.982535, 1.0]], ['2, k, 19', [0.103342, -0.875963, 1.0]], ['2, k, 20', [-0.0183912, 0.101101, 1.0]], ['2, k, 21', [-0.149423, 0.274584, 1.0]], ['2, k, 22', [-0.178754, 0.283328, 1.0]], ['2, k, 23', [0.267115, 0.282523, 1.0]], ['2, k, 24', [0.227856, 0.291786, 1.0]]]
[['2, k, 0', [-0.0289649, -0.403586, 1.0]], ['2, k, 1', [-0.022182, -0.108072, 1.0]], ['2, k, 2', [-0.0141204, 0.189916, 1.0]], ['2, k, 3', [0.000363481, 0.361014, 1.0]], ['2, k, 4', [-0.147493, 0.129868, 1.0]], ['2, k, 5', [-0.224086, 0.212035, 1.0]], ['2, k, 6', [-0.204123, 0.247285, 1.0]], ['2, k, 7', [-0.17023, 0.281502, 1.0]], ['2, k, 8', [0.125031, 0.133471, 1.0]], ['2, k, 9', [0.215379, 0.178036, 1.0]], ['2, k, 10', [0.252807, 0.242789, 1.0]], ['2, k, 11', [0.259743, 0.28918, 1.0]], ['2, k, 12', [-0.0987867, -0.396649, 1.0]], ['2, k, 13', [-0.268358, -0.598799, 1.0]], ['2, k, 14', [-0.252484, -0.929329, 1.0]], ['2, k, 15', [-0.248311, -0.990036, 1.0]], ['2, k, 16', [0.0414205, -0.402579, 1.0]], ['2, k, 17', [0.153327, -0.709501, 1.0]], ['2, k, 18', [-0.138734, -0.793938, 1.0]], ['2, k, 19', [-0.00942138, -0.788719, 1.0]], ['2, k, 20', [-0.0161895, 0.115237, 1.0]], ['2, k, 21', [-0.14499, 0.292615, 1.0]], ['2, k, 22', [-0.183556, 0.301875, 1.0]], ['2, k, 23', [0.258719, 0.306748, 1.0]], ['2, k, 24', [0.228386, 0.29506, 1.0]]]
[['2, k, 0', [-0.0282377, -0.400215, 1.0]], ['2, k, 1', [-0.0191374, -0.0668523, 1.0]], ['2, k, 2', [-0.0110601, 0.262709, 1.0]], ['2, k, 3', [0.00199552, 0.398557, 1.0]], ['2, k, 4', [-0.147345, 0.128476, 1.0]], ['2, k, 5', [-0.212376, 0.210926, 1.0]], ['2, k, 6', [-0.210096, 0.254098, 1.0]], ['2, k, 7', [-0.175046, 0.30125, 1.0]], ['2, k, 8', [0.124787, 0.137204, 1.0]], ['2, k, 9', [0.220655, 0.196155, 1.0]], ['2, k, 10', [0.253379, 0.257485, 1.0]], ['2, k, 11', [0.262777, 0.30583, 1.0]], ['2, k, 12', [-0.097716, -0.393887, 1.0]], ['2, k, 13', [-0.266864, -0.591918, 1.0]], ['2, k, 14', [-0.241261, -0.919114, 1.0]], ['2, k, 15', [-0.236516, -0.978931, 1.0]], ['2, k, 16', [0.0418534, -0.398323, 1.0]], ['2, k, 17', [0.154046, -0.70378, 1.0]], ['2, k, 18', [-0.129458, -0.814657, 1.0]], ['2, k, 19', [-0.00646086, -0.777582, 1.0]], ['2, k, 20', [-0.0129878, 0.182286, 1.0]], ['2, k, 21', [-0.145103, 0.308541, 1.0]], ['2, k, 22', [-0.181416, 0.3229, 1.0]], ['2, k, 23', [0.275911, 0.322379, 1.0]], ['2, k, 24', [0.229585, 0.318259, 1.0]]]
[['2, k, 0', [-0.0303199, -0.393169, 1.0]], ['2, k, 1', [-0.0197781, -0.0633829, 1.0]], ['2, k, 2', [-0.0108744, 0.263356, 1.0]], ['2, k, 3', [0.00393222, 0.407879, 1.0]], ['2, k, 4', [-0.147344, 0.128476, 1.0]], ['2, k, 5', [-0.212893, 0.212461, 1.0]], ['2, k, 6', [-0.20378, 0.268676, 1.0]], ['2, k, 7', [-0.176399, 0.314051, 1.0]], ['2, k, 8', [0.125286, 0.139937, 1.0]], ['2, k, 9', [0.22568, 0.192059, 1.0]], ['2, k, 10', [0.254366, 0.270275, 1.0]], ['2, k, 11', [0.2605, 0.321076, 1.0]], ['2, k, 12', [-0.0993009, -0.387554, 1.0]], ['2, k, 13', [-0.259455, -0.587295, 1.0]], ['2, k, 14', [-0.233961, -0.909833, 1.0]], ['2, k, 15', [-0.228857, -0.969676, 1.0]], ['2, k, 16', [0.0392662, -0.390719, 1.0]], ['2, k, 17', [0.139957, -0.704913, 1.0]], ['2, k, 18', [-0.153575, -0.741436, 1.0]], ['2, k, 19', [-0.0295658, -0.745909, 1.0]], ['2, k, 20', [-0.0129257, 0.18301, 1.0]], ['2, k, 21', [-0.151315, 0.327487, 1.0]], ['2, k, 22', [-0.187379, 0.338671, 1.0]], ['2, k, 23', [0.262051, 0.341359, 1.0]], ['2, k, 24', [0.227138, 0.327376, 1.0]]]
[['2, k, 0', [-0.0265062, -0.385311, 1.0]], ['2, k, 1', [-0.0195918, -0.0646468, 1.0]], ['2, k, 2', [-0.0148024, 0.235348, 1.0]], ['2, k, 3', [0.0035295, 0.405176, 1.0]], ['2, k, 4', [-0.145396, 0.146161, 1.0]], ['2, k, 5', [-0.212243, 0.221354, 1.0]], ['2, k, 6', [-0.201534, 0.280692, 1.0]], ['2, k, 7', [-0.178161, 0.32845, 1.0]], ['2, k, 8', [0.126202, 0.14472, 1.0]], ['2, k, 9', [0.226578, 0.192023, 1.0]], ['2, k, 10', [0.254412, 0.283395, 1.0]], ['2, k, 11', [0.253604, 0.33164, 1.0]], ['2, k, 12', [-0.098124, -0.379999, 1.0]], ['2, k, 13', [-0.150443, -0.615851, 1.0]], ['2, k, 14', [-0.193032, -0.924555, 1.0]], ['2, k, 15', [-0.189562, -0.984323, 1.0]], ['2, k, 16', [0.0464323, -0.382216, 1.0]], ['2, k, 17', [0.0625474, -0.698884, 1.0]], ['2, k, 18', [0.123116, -1.00337, 1.0]], ['2, k, 19', [0.107082, -0.863365, 1.0]], ['2, k, 20', [-0.0152441, 0.164376, 1.0]], ['2, k, 21', [-0.156386, 0.34363, 1.0]], ['2, k, 22', [-0.188664, 0.354645, 1.0]], ['2, k, 23', [0.265493, 0.347953, 1.0]], ['2, k, 24', [0.216086, 0.344935, 1.0]]]
[['2, k, 0', [-0.0216412, -0.36556, 1.0]], ['2, k, 1', [-0.0167719, -0.0474243, 1.0]], ['2, k, 2', [-0.0108817, 0.273647, 1.0]], ['2, k, 3', [0.0059141, 0.41646, 1.0]], ['2, k, 4', [-0.145736, 0.151775, 1.0]], ['2, k, 5', [-0.2326, 0.214204, 1.0]], ['2, k, 6', [-0.202716, 0.287202, 1.0]], ['2, k, 7', [-0.181085, 0.340549, 1.0]], ['2, k, 8', [0.126552, 0.147904, 1.0]], ['2, k, 9', [0.235083, 0.192536, 1.0]], ['2, k, 10', [0.254849, 0.291634, 1.0]], ['2, k, 11', [0.254018, 0.342587, 1.0]], ['2, k, 12', [-0.0972635, -0.360516, 1.0]], ['2, k, 13', [-0.283632, -0.581569, 1.0]], ['2, k, 14', [-0.20647, -0.897106, 1.0]], ['2, k, 15', [-0.203228, -0.957801, 1.0]], ['2, k, 16', [0.0547659, -0.36283, 1.0]], ['2, k, 17', [0.153571, -0.612642, 1.0]], ['2, k, 18', [0.103277, -0.934543, 1.0]], ['2, k, 19', [0.103353, -0.994778, 1.0]], ['2, k, 20', [-0.0124663, 0.191438, 1.0]], ['2, k, 21', [-0.15505, 0.35561, 1.0]], ['2, k, 22', [-0.186811, 0.364261, 1.0]], ['2, k, 23', [0.271315, 0.361632, 1.0]], ['2, k, 24', [0.213892, 0.356409, 1.0]]]
[['2, k, 0', [-0.0220969, -0.364671, 1.0]], ['2, k, 1', [-0.0164094, -0.0533622, 1.0]], ['2, k, 2', [-0.00813409, 0.23139, 1.0]], ['2, k, 3', [0.00487527, 0.405574, 1.0]], ['2, k, 4', [-0.145653, 0.152123, 1.0]], ['2, k, 5', [-0.234903, 0.217056, 1.0]], ['2, k, 6', [-0.197782, 0.302538, 1.0]], ['2, k, 7', [-0.181154, 0.349222, 1.0]], ['2, k, 8', [0.127011, 0.150932, 1.0]], ['2, k, 9', [0.235241, 0.195428, 1.0]], ['2, k, 10', [0.256135, 0.300665, 1.0]], ['2, k, 11', [0.255187, 0.351139, 1.0]], ['2, k, 12', [-0.0970071, -0.359414, 1.0]], ['2, k, 13', [-0.151929, -0.595982, 1.0]], ['2, k, 14', [-0.181387, -0.896505, 1.0]], ['2, k, 15', [-0.177677, -0.957818, 1.0]], ['2, k, 16', [0.053482, -0.362179, 1.0]], ['2, k, 17', [0.126659, -0.686765, 1.0]], ['2, k, 18', [-0.12284, -0.855871, 1.0]], ['2, k, 19', [-0.00734523, -0.801103, 1.0]], ['2, k, 20', [-0.0105771, 0.165415, 1.0]], ['2, k, 21', [-0.15796, 0.366186, 1.0]], ['2, k, 22', [-0.217077, 0.372441, 1.0]], ['2, k, 23', [0.268238, 0.369561, 1.0]], ['2, k, 24', [0.217384, 0.363664, 1.0]]]
[['2, k, 0', [-0.0220969, -0.365476, 1.0]], ['2, k, 1', [-0.0160749, -0.0499293, 1.0]], ['2, k, 2', [-0.00824502, 0.279432, 1.0]], ['2, k, 3', [0.00636414, 0.423795, 1.0]], ['2, k, 4', [-0.145431, 0.152336, 1.0]], ['2, k, 5', [-0.24163, 0.216585, 1.0]], ['2, k, 6', [-0.199028, 0.306169, 1.0]], ['2, k, 7', [-0.182573, 0.354008, 1.0]], ['2, k, 8', [0.127182, 0.152951, 1.0]], ['2, k, 9', [0.237024, 0.198035, 1.0]], ['2, k, 10', [0.257138, 0.305908, 1.0]], ['2, k, 11', [0.258238, 0.354335, 1.0]], ['2, k, 12', [-0.0959321, -0.360381, 1.0]], ['2, k, 13', [-0.085664, -0.489699, 1.0]], ['2, k, 14', [-0.147654, -0.790623, 1.0]], ['2, k, 15', [-0.143496, -0.850907, 1.0]], ['2, k, 16', [0.0525354, -0.362932, 1.0]], ['2, k, 17', [0.0399826, -0.644997, 1.0]], ['2, k, 18', [0.096563, -0.950703, 1.0]], ['2, k, 19', [0.0900116, -0.815614, 1.0]], ['2, k, 20', [-0.0101446, 0.190667, 1.0]], ['2, k, 21', [-0.156574, 0.373318, 1.0]], ['2, k, 22', [-0.22393, 0.375676, 1.0]], ['2, k, 23', [0.26691, 0.372509, 1.0]], ['2, k, 24', [0.218463, 0.369009, 1.0]]]
[['2, k, 0', [-0.0220417, -0.365072, 1.0]], ['2, k, 1', [-0.0154691, -0.0484251, 1.0]], ['2, k, 2', [-0.00764391, 0.278786, 1.0]], ['2, k, 3', [0.00705336, 0.424231, 1.0]], ['2, k, 4', [-0.14558, 0.153131, 1.0]], ['2, k, 5', [-0.24128, 0.217887, 1.0]], ['2, k, 6', [-0.19979, 0.309292, 1.0]], ['2, k, 7', [-0.18214, 0.35789, 1.0]], ['2, k, 8', [0.127585, 0.154194, 1.0]], ['2, k, 9', [0.239027, 0.20103, 1.0]], ['2, k, 10', [0.257094, 0.309311, 1.0]], ['2, k, 11', [0.260852, 0.359437, 1.0]], ['2, k, 12', [-0.0956179, -0.359938, 1.0]], ['2, k, 13', [-0.144579, -0.596225, 1.0]], ['2, k, 14', [-0.179363, -0.891903, 1.0]], ['2, k, 15', [-0.175041, -0.951342, 1.0]], ['2, k, 16', [0.0522263, -0.362621, 1.0]], ['2, k, 17', [0.0619472, -0.673383, 1.0]], ['2, k, 18', [0.10129, -0.970206, 1.0]], ['2, k, 19', [0.089611, -0.830515, 1.0]], ['2, k, 20', [-0.0095724, 0.19145, 1.0]], ['2, k, 21', [-0.161719, 0.378164, 1.0]], ['2, k, 22', [-0.198201, 0.378905, 1.0]], ['2, k, 23', [0.270664, 0.38131, 1.0]], ['2, k, 24', [0.219914, 0.373408, 1.0]]]
[['2, k, 0', [-0.0221521, -0.36508, 1.0]], ['2, k, 1', [-0.0156504, -0.0471778, 1.0]], ['2, k, 2', [-0.00815754, 0.278479, 1.0]], ['2, k, 3', [0.00746165, 0.425312, 1.0]], ['2, k, 4', [-0.14601, 0.155563, 1.0]], ['2, k, 5', [-0.245478, 0.224352, 1.0]], ['2, k, 6', [-0.199787, 0.312932, 1.0]], ['2, k, 7', [-0.184063, 0.360574, 1.0]], ['2, k, 8', [0.127848, 0.154491, 1.0]], ['2, k, 9', [0.238905, 0.201815, 1.0]], ['2, k, 10', [0.257992, 0.312109, 1.0]], ['2, k, 11', [0.262076, 0.361859, 1.0]], ['2, k, 12', [-0.0956255, -0.359829, 1.0]], ['2, k, 13', [-0.144625, -0.596527, 1.0]], ['2, k, 14', [-0.179057, -0.891975, 1.0]], ['2, k, 15', [-0.17604, -0.951218, 1.0]], ['2, k, 16', [0.0519376, -0.362825, 1.0]], ['2, k, 17', [0.06182, -0.6733, 1.0]], ['2, k, 18', [0.103054, -0.967982, 1.0]], ['2, k, 19', [0.0896173, -0.828559, 1.0]], ['2, k, 20', [-0.0101114, 0.193251, 1.0]], ['2, k, 21', [-0.15819, 0.380062, 1.0]], ['2, k, 22', [-0.204838, 0.381214, 1.0]], ['2, k, 23', [0.26778, 0.383248, 1.0]], ['2, k, 24', [0.219009, 0.370943, 1.0]]]
[['2, k, 0', [-0.0221541, -0.36395, 1.0]], ['2, k, 1', [-0.0152126, -0.0538515, 1.0]], ['2, k, 2', [-0.00678637, 0.222914, 1.0]], ['2, k, 3', [0.0058381, 0.398356, 1.0]], ['2, k, 4', [-0.145846, 0.156742, 1.0]], ['2, k, 5', [-0.246563, 0.22454, 1.0]], ['2, k, 6', [-0.199558, 0.315507, 1.0]], ['2, k, 7', [-0.186137, 0.360847, 1.0]], ['2, k, 8', [0.128113, 0.154836, 1.0]], ['2, k, 9', [0.229396, 0.220263, 1.0]], ['2, k, 10', [0.258956, 0.314485, 1.0]], ['2, k, 11', [0.262968, 0.361794, 1.0]], ['2, k, 12', [-0.0952731, -0.35846, 1.0]], ['2, k, 13', [-0.145786, -0.596653, 1.0]], ['2, k, 14', [-0.178609, -0.892658, 1.0]], ['2, k, 15', [-0.17578, -0.952429, 1.0]], ['2, k, 16', [0.0515866, -0.361933, 1.0]], ['2, k, 17', [0.180246, -0.611477, 1.0]], ['2, k, 18', [0.0956179, -0.918935, 1.0]], ['2, k, 19', [0.0956515, -0.978424, 1.0]], ['2, k, 20', [-0.00894172, 0.158871, 1.0]], ['2, k, 21', [-0.167398, 0.379812, 1.0]], ['2, k, 22', [-0.214442, 0.368517, 1.0]], ['2, k, 23', [0.269298, 0.379679, 1.0]], ['2, k, 24', [0.220205, 0.373288, 1.0]]]
[['2, k, 0', [-0.0222824, -0.363796, 1.0]], ['2, k, 1', [-0.0147226, -0.0496007, 1.0]], ['2, k, 2', [-0.00376636, 0.278074, 1.0]], ['2, k, 3', [0.00826264, 0.425702, 1.0]], ['2, k, 4', [-0.145647, 0.16147, 1.0]], ['2, k, 5', [-0.242577, 0.223996, 1.0]], ['2, k, 6', [-0.200072, 0.317171, 1.0]], ['2, k, 7', [-0.1887, 0.362753, 1.0]], ['2, k, 8', [0.128361, 0.155512, 1.0]], ['2, k, 9', [0.230211, 0.224538, 1.0]], ['2, k, 10', [0.26053, 0.316254, 1.0]], ['2, k, 11', [0.266416, 0.364941, 1.0]], ['2, k, 12', [-0.0953058, -0.358189, 1.0]], ['2, k, 13', [-0.104163, -0.593222, 1.0]], ['2, k, 14', [-0.16897, -0.884133, 1.0]], ['2, k, 15', [-0.167795, -0.942637, 1.0]], ['2, k, 16', [0.0512406, -0.362013, 1.0]], ['2, k, 17', [0.180794, -0.612102, 1.0]], ['2, k, 18', [0.0934754, -0.918578, 1.0]], ['2, k, 19', [0.091969, -0.976748, 1.0]], ['2, k, 20', [-0.00672801, 0.191636, 1.0]], ['2, k, 21', [-0.16346, 0.378886, 1.0]], ['2, k, 22', [-0.209602, 0.376239, 1.0]], ['2, k, 23', [0.278841, 0.38212, 1.0]], ['2, k, 24', [0.227997, 0.371955, 1.0]]]
[['2, k, 0', [-0.0223447, -0.363773, 1.0]], ['2, k, 1', [-0.0146876, -0.0551732, 1.0]], ['2, k, 2', [-0.00622315, 0.225671, 1.0]], ['2, k, 3', [0.00589755, 0.401478, 1.0]], ['2, k, 4', [-0.146072, 0.162218, 1.0]], ['2, k, 5', [-0.241662, 0.224474, 1.0]], ['2, k, 6', [-0.20109, 0.318182, 1.0]], ['2, k, 7', [-0.188476, 0.361719, 1.0]], ['2, k, 8', [0.128657, 0.155806, 1.0]], ['2, k, 9', [0.230114, 0.225323, 1.0]], ['2, k, 10', [0.261204, 0.317486, 1.0]], ['2, k, 11', [0.267015, 0.363813, 1.0]], ['2, k, 12', [-0.0953204, -0.358104, 1.0]], ['2, k, 13', [-0.128431, -0.478364, 1.0]], ['2, k, 14', [-0.166195, -0.780805, 1.0]], ['2, k, 15', [-0.165387, -0.840977, 1.0]], ['2, k, 16', [0.0511184, -0.362073, 1.0]], ['2, k, 17', [0.196347, -0.602952, 1.0]], ['2, k, 18', [0.0968413, -0.906607, 1.0]], ['2, k, 19', [0.0949076, -0.96574, 1.0]], ['2, k, 20', [-0.00791536, 0.162921, 1.0]], ['2, k, 21', [-0.161572, 0.381655, 1.0]], ['2, k, 22', [-0.207801, 0.380269, 1.0]], ['2, k, 23', [0.275603, 0.390971, 1.0]], ['2, k, 24', [0.222792, 0.372017, 1.0]]]
