[['2, k, 0', [0.0155907, -0.353432, 1.0]], ['2, k, 1', [0.0161744, -0.0203778, 1.0]], ['2, k, 2', [0.016673, 0.305625, 1.0]], ['2, k, 3', [0.0470309, 0.461239, 1.0]], ['2, k, 4', [-0.143709, 0.203132, 1.0]], ['2, k, 5', [-0.182777, -0.0366728, 1.0]], ['2, k, 6', [-0.10563, -0.198134, 1.0]], ['2, k, 7', [-0.0265695, -0.253165, 1.0]], ['2, k, 8', [0.191174, 0.196022, 1.0]], ['2, k, 9', [0.220198, -0.0375338, 1.0]], ['2, k, 10', [0.122362, -0.234629, 1.0]], ['2, k, 11', [0.0532395, -0.286601, 1.0]], ['2, k, 12', [-0.0608205, -0.347604, 1.0]], ['2, k, 13', [-0.127905, -0.749085, 1.0]], ['2, k, 14', [-0.137111, -1.13145, 1.0]], ['2, k, 15', [-0.170654, -1.20215, 1.0]], ['2, k, 16', [0.091621, -0.350795, 1.0]], ['2, k, 17', [0.149595, -0.743639, 1.0]], ['2, k, 18', [0.183382, -1.11658, 1.0]], ['2, k, 19', [0.144775, -1.19336, 1.0]], ['2, k, 20', [0.0165632, 0.225105, 1.0]], ['2, k, 21', [0.00545907, -0.318684, 1.0]], ['2, k, 22', [0.00667716, -0.213086, 1.0]], ['2, k, 23', [0.027797, -0.344791, 1.0]], ['2, k, 24', [0.0101345, -0.240015, 1.0]]]
[['2, k, 0', [0.0183481, -0.670216, 1.0]], ['2, k, 1', [0.022788, -0.430866, 1.0]], ['2, k, 2', [0.0275212, -0.193662, 1.0]], ['2, k, 3', [0.0304544, -0.0496679, 1.0]], ['2, k, 4', [-0.0863311, -0.201174, 1.0]], ['2, k, 5', [-0.104796, -0.207394, 1.0]], ['2, k, 6', [-0.129937, -0.216853, 1.0]], ['2, k, 7', [-0.114488, -0.216386, 1.0]], ['2, k, 8', [0.124286, -0.248945, 1.0]], ['2, k, 9', [0.211508, -0.288072, 1.0]], ['2, k, 10', [0.230638, -0.26257, 1.0]], ['2, k, 11', [0.153561, -0.226482, 1.0]], ['2, k, 12', [-0.0568487, -0.657634, 1.0]], ['2, k, 13', [-0.209252, -0.769078, 1.0]], ['2, k, 14', [-0.14575, -1.13041, 1.0]], ['2, k, 15', [-0.165177, -1.21253, 1.0]], ['2, k, 16', [0.0931974, -0.671705, 1.0]], ['2, k, 17', [0.208227, -0.783811, 1.0]], ['2, k, 18', [0.192785, -1.16298, 1.0]], ['2, k, 19', [0.208331, -1.19176, 1.0]], ['2, k, 20', [0.0263031, -0.25267, 1.0]], ['2, k, 21', [-0.0992343, -0.226032, 1.0]], ['2, k, 22', [-0.141667, -0.20915, 1.0]], ['2, k, 23', [0.134276, -0.228069, 1.0]], ['2, k, 24', [0.120699, -0.216719, 1.0]]]
[['2, k, 0', [0.0173631, -0.682283, 1.0]], ['2, k, 1', [0.0216627, -0.447492, 1.0]], ['2, k, 2', [0.0259539, -0.215362, 1.0]], ['2, k, 3', [0.0309478, -0.0612203, 1.0]], ['2, k, 4', [-0.0897416, -0.207312, 1.0]], ['2, k, 5', [-0.106255, -0.212706, 1.0]], ['2, k, 6', [-0.129002, -0.23724, 1.0]], ['2, k, 7', [-0.116912, -0.232611, 1.0]], ['2, k, 8', [0.124445, -0.249065, 1.0]], ['2, k, 9', [0.212391, -0.301557, 1.0]], ['2, k, 10', [0.229687, -0.269172, 1.0]], ['2, k, 11', [0.154265, -0.242375, 1.0]], ['2, k, 12', [-0.0586302, -0.667843, 1.0]], ['2, k, 13', [-0.207401, -0.772844, 1.0]], ['2, k, 14', [-0.145423, -1.13138, 1.0]], ['2, k, 15', [-0.203338, -1.20356, 1.0]], ['2, k, 16', [0.0931514, -0.682471, 1.0]], ['2, k, 17', [0.208732, -0.786808, 1.0]], ['2, k, 18', [0.195395, -1.16407, 1.0]], ['2, k, 19', [0.202749, -1.19348, 1.0]], ['2, k, 20', [0.0248938, -0.273093, 1.0]], ['2, k, 21', [-0.0978067, -0.237532, 1.0]], ['2, k, 22', [-0.144298, -0.216589, 1.0]], ['2, k, 23', [0.133243, -0.247592, 1.0]], ['2, k, 24', [0.113054, -0.246848, 1.0]]]
[['2, k, 0', [0.0221142, -0.697089, 1.0]], ['2, k, 1', [0.0244107, -0.459026, 1.0]], ['2, k, 2', [0.0270229, -0.223509, 1.0]], ['2, k, 3', [0.0302549, -0.0753634, 1.0]], ['2, k, 4', [-0.0926834, -0.242056, 1.0]], ['2, k, 5', [-0.102049, -0.239627, 1.0]], ['2, k, 6', [-0.129922, -0.251646, 1.0]], ['2, k, 7', [-0.108556, -0.243855, 1.0]], ['2, k, 8', [0.125248, -0.24993, 1.0]], ['2, k, 9', [0.214483, -0.306129, 1.0]], ['2, k, 10', [0.231311, -0.272435, 1.0]], ['2, k, 11', [0.153797, -0.254729, 1.0]], ['2, k, 12', [-0.0545608, -0.689646, 1.0]], ['2, k, 13', [-0.207725, -0.775813, 1.0]], ['2, k, 14', [-0.14236, -1.13383, 1.0]], ['2, k, 15', [-0.166118, -1.20868, 1.0]], ['2, k, 16', [0.0979376, -0.691343, 1.0]], ['2, k, 17', [0.209934, -0.791561, 1.0]], ['2, k, 18', [0.194763, -1.16581, 1.0]], ['2, k, 19', [0.20351, -1.19407, 1.0]], ['2, k, 20', [0.0263463, -0.282075, 1.0]], ['2, k, 21', [-0.0981988, -0.254223, 1.0]], ['2, k, 22', [-0.146392, -0.243713, 1.0]], ['2, k, 23', [0.133711, -0.264012, 1.0]], ['2, k, 24', [0.112493, -0.262889, 1.0]]]
[['2, k, 0', [0.0233243, -0.700924, 1.0]], ['2, k, 1', [0.0232086, -0.466015, 1.0]], ['2, k, 2', [0.0214506, -0.235042, 1.0]], ['2, k, 3', [0.0294276, -0.0823619, 1.0]], ['2, k, 4', [-0.0946218, -0.251847, 1.0]], ['2, k, 5', [-0.103301, -0.246713, 1.0]], ['2, k, 6', [-0.130867, -0.254817, 1.0]], ['2, k, 7', [-0.108498, -0.253231, 1.0]], ['2, k, 8', [0.125934, -0.251534, 1.0]], ['2, k, 9', [0.210499, -0.329569, 1.0]], ['2, k, 10', [0.228811, -0.295399, 1.0]], ['2, k, 11', [0.152771, -0.267867, 1.0]], ['2, k, 12', [-0.0539229, -0.694414, 1.0]], ['2, k, 13', [-0.207981, -0.78164, 1.0]], ['2, k, 14', [-0.141856, -1.139, 1.0]], ['2, k, 15', [-0.166813, -1.21457, 1.0]], ['2, k, 16', [0.0997284, -0.693896, 1.0]], ['2, k, 17', [0.209724, -0.792308, 1.0]], ['2, k, 18', [0.193149, -1.16542, 1.0]], ['2, k, 19', [0.203996, -1.19472, 1.0]], ['2, k, 20', [0.0220881, -0.292382, 1.0]], ['2, k, 21', [-0.0960177, -0.263615, 1.0]], ['2, k, 22', [-0.146285, -0.247111, 1.0]], ['2, k, 23', [0.134619, -0.271013, 1.0]], ['2, k, 24', [0.115408, -0.257223, 1.0]]]
[['2, k, 0', [0.0258982, -0.704292, 1.0]], ['2, k, 1', [0.0247088, -0.469917, 1.0]], ['2, k, 2', [0.0223188, -0.238584, 1.0]], ['2, k, 3', [0.0298114, -0.0868838, 1.0]], ['2, k, 4', [-0.0944249, -0.254223, 1.0]], ['2, k, 5', [-0.103328, -0.249691, 1.0]], ['2, k, 6', [-0.130755, -0.258437, 1.0]], ['2, k, 7', [-0.110467, -0.256726, 1.0]], ['2, k, 8', [0.127946, -0.254908, 1.0]], ['2, k, 9', [0.21102, -0.333843, 1.0]], ['2, k, 10', [0.228512, -0.298807, 1.0]], ['2, k, 11', [0.151868, -0.275714, 1.0]], ['2, k, 12', [-0.0516647, -0.69745, 1.0]], ['2, k, 13', [-0.205922, -0.782296, 1.0]], ['2, k, 14', [-0.141694, -1.14146, 1.0]], ['2, k, 15', [-0.168067, -1.21608, 1.0]], ['2, k, 16', [0.102632, -0.697033, 1.0]], ['2, k, 17', [0.208747, -0.791258, 1.0]], ['2, k, 18', [0.18788, -1.16254, 1.0]], ['2, k, 19', [0.206539, -1.19956, 1.0]], ['2, k, 20', [0.0230613, -0.296097, 1.0]], ['2, k, 21', [-0.0961485, -0.26869, 1.0]], ['2, k, 22', [-0.145207, -0.256187, 1.0]], ['2, k, 23', [0.134936, -0.280162, 1.0]], ['2, k, 24', [0.115439, -0.273943, 1.0]]]
[['2, k, 0', [0.0233293, -0.704286, 1.0]], ['2, k, 1', [0.0231282, -0.471039, 1.0]], ['2, k, 2', [0.0217222, -0.240218, 1.0]], ['2, k, 3', [0.0302759, -0.0892753, 1.0]], ['2, k, 4', [-0.0944531, -0.255529, 1.0]], ['2, k, 5', [-0.103453, -0.251709, 1.0]], ['2, k, 6', [-0.142674, -0.269287, 1.0]], ['2, k, 7', [-0.108161, -0.260237, 1.0]], ['2, k, 8', [0.128964, -0.256777, 1.0]], ['2, k, 9', [0.212188, -0.3365, 1.0]], ['2, k, 10', [0.186829, -0.286372, 1.0]], ['2, k, 11', [0.153435, -0.281327, 1.0]], ['2, k, 12', [-0.0548855, -0.696672, 1.0]], ['2, k, 13', [-0.203359, -0.782035, 1.0]], ['2, k, 14', [-0.140834, -1.13972, 1.0]], ['2, k, 15', [-0.195082, -1.21564, 1.0]], ['2, k, 16', [0.100686, -0.697409, 1.0]], ['2, k, 17', [0.207537, -0.789322, 1.0]], ['2, k, 18', [0.186568, -1.16037, 1.0]], ['2, k, 19', [0.204194, -1.20237, 1.0]], ['2, k, 20', [0.0222141, -0.297641, 1.0]], ['2, k, 21', [-0.0944232, -0.279243, 1.0]], ['2, k, 22', [-0.144643, -0.253327, 1.0]], ['2, k, 23', [0.137105, -0.285279, 1.0]], ['2, k, 24', [0.118616, -0.277854, 1.0]]]
[['2, k, 0', [0.0243832, -0.703329, 1.0]], ['2, k, 1', [0.02456, -0.470047, 1.0]], ['2, k, 2', [0.023991, -0.238937, 1.0]], ['2, k, 3', [0.0304165, -0.0888941, 1.0]], ['2, k, 4', [-0.0945637, -0.248721, 1.0]], ['2, k, 5', [-0.103494, -0.248645, 1.0]], ['2, k, 6', [-0.143859, -0.269405, 1.0]], ['2, k, 7', [-0.110778, -0.258245, 1.0]], ['2, k, 8', [0.129515, -0.257504, 1.0]], ['2, k, 9', [0.212673, -0.337099, 1.0]], ['2, k, 10', [0.187122, -0.286374, 1.0]], ['2, k, 11', [0.1573, -0.279734, 1.0]], ['2, k, 12', [-0.0533331, -0.694329, 1.0]], ['2, k, 13', [-0.202785, -0.782147, 1.0]], ['2, k, 14', [-0.138593, -1.13729, 1.0]], ['2, k, 15', [-0.174557, -1.21676, 1.0]], ['2, k, 16', [0.101476, -0.697203, 1.0]], ['2, k, 17', [0.207146, -0.789408, 1.0]], ['2, k, 18', [0.185492, -1.16067, 1.0]], ['2, k, 19', [0.20412, -1.20246, 1.0]], ['2, k, 20', [0.0242103, -0.296464, 1.0]], ['2, k, 21', [-0.0971477, -0.267481, 1.0]], ['2, k, 22', [-0.142961, -0.254443, 1.0]], ['2, k, 23', [0.132908, -0.295281, 1.0]], ['2, k, 24', [0.114529, -0.294614, 1.0]]]
[['2, k, 0', [0.0243262, -0.697259, 1.0]], ['2, k, 1', [0.0259295, -0.463759, 1.0]], ['2, k, 2', [0.0271726, -0.231758, 1.0]], ['2, k, 3', [0.0304776, -0.0841726, 1.0]], ['2, k, 4', [-0.0942178, -0.245514, 1.0]], ['2, k, 5', [-0.102621, -0.248131, 1.0]], ['2, k, 6', [-0.129028, -0.261429, 1.0]], ['2, k, 7', [-0.109518, -0.25709, 1.0]], ['2, k, 8', [0.129845, -0.257592, 1.0]], ['2, k, 9', [0.21982, -0.331748, 1.0]], ['2, k, 10', [0.19142, -0.275581, 1.0]], ['2, k, 11', [0.156586, -0.277446, 1.0]], ['2, k, 12', [-0.0533154, -0.686761, 1.0]], ['2, k, 13', [-0.200152, -0.781125, 1.0]], ['2, k, 14', [-0.139352, -1.13608, 1.0]], ['2, k, 15', [-0.167808, -1.22261, 1.0]], ['2, k, 16', [0.101395, -0.692642, 1.0]], ['2, k, 17', [0.204678, -0.787921, 1.0]], ['2, k, 18', [0.184265, -1.1611, 1.0]], ['2, k, 19', [0.204748, -1.20266, 1.0]], ['2, k, 20', [0.0268817, -0.289581, 1.0]], ['2, k, 21', [-0.0937407, -0.271888, 1.0]], ['2, k, 22', [-0.14671, -0.245656, 1.0]], ['2, k, 23', [0.149783, -0.302061, 1.0]], ['2, k, 24', [0.141226, -0.247622, 1.0]]]
[['2, k, 0', [0.0271916, -0.677041, 1.0]], ['2, k, 1', [0.0271583, -0.445356, 1.0]], ['2, k, 2', [0.0270381, -0.215369, 1.0]], ['2, k, 3', [0.0309123, -0.069232, 1.0]], ['2, k, 4', [-0.0933654, -0.242359, 1.0]], ['2, k, 5', [-0.102054, -0.246366, 1.0]], ['2, k, 6', [-0.147043, -0.262383, 1.0]], ['2, k, 7', [-0.108062, -0.251561, 1.0]], ['2, k, 8', [0.130908, -0.253553, 1.0]], ['2, k, 9', [0.227882, -0.309436, 1.0]], ['2, k, 10', [0.201399, -0.253958, 1.0]], ['2, k, 11', [0.15785, -0.268967, 1.0]], ['2, k, 12', [-0.048292, -0.661014, 1.0]], ['2, k, 13', [-0.193733, -0.773459, 1.0]], ['2, k, 14', [-0.139249, -1.13608, 1.0]], ['2, k, 15', [-0.162959, -1.22364, 1.0]], ['2, k, 16', [0.102631, -0.677138, 1.0]], ['2, k, 17', [0.201477, -0.788137, 1.0]], ['2, k, 18', [0.185018, -1.16517, 1.0]], ['2, k, 19', [0.203252, -1.19892, 1.0]], ['2, k, 20', [0.0270773, -0.272646, 1.0]], ['2, k, 21', [-0.0947435, -0.263709, 1.0]], ['2, k, 22', [-0.140334, -0.236637, 1.0]], ['2, k, 23', [0.145522, -0.301826, 1.0]], ['2, k, 24', [0.139967, -0.238869, 1.0]]]
[['2, k, 0', [0.0282388, -0.663598, 1.0]], ['2, k, 1', [0.02771, -0.428942, 1.0]], ['2, k, 2', [0.0269865, -0.195652, 1.0]], ['2, k, 3', [0.0299707, -0.0400739, 1.0]], ['2, k, 4', [-0.0915086, -0.199883, 1.0]], ['2, k, 5', [-0.100262, -0.221438, 1.0]], ['2, k, 6', [-0.146012, -0.257724, 1.0]], ['2, k, 7', [-0.10676, -0.240202, 1.0]], ['2, k, 8', [0.143152, -0.223187, 1.0]], ['2, k, 9', [0.226093, -0.30166, 1.0]], ['2, k, 10', [0.2032, -0.249833, 1.0]], ['2, k, 11', [0.159997, -0.255347, 1.0]], ['2, k, 12', [-0.0480699, -0.652324, 1.0]], ['2, k, 13', [-0.192748, -0.771777, 1.0]], ['2, k, 14', [-0.139848, -1.13656, 1.0]], ['2, k, 15', [-0.166826, -1.21351, 1.0]], ['2, k, 16', [0.104359, -0.660224, 1.0]], ['2, k, 17', [0.195608, -0.785038, 1.0]], ['2, k, 18', [0.183967, -1.16707, 1.0]], ['2, k, 19', [0.174167, -1.24712, 1.0]], ['2, k, 20', [0.0271943, -0.253776, 1.0]], ['2, k, 21', [-0.0904857, -0.273748, 1.0]], ['2, k, 22', [-0.113611, -0.216287, 1.0]], ['2, k, 23', [0.144753, -0.287592, 1.0]], ['2, k, 24', [0.134563, -0.231798, 1.0]]]
[['2, k, 0', [0.0284854, -0.640765, 1.0]], ['2, k, 1', [0.0281755, -0.404081, 1.0]], ['2, k, 2', [0.0277242, -0.169432, 1.0]], ['2, k, 3', [0.0314404, -0.0138918, 1.0]], ['2, k, 4', [-0.091927, -0.186952, 1.0]], ['2, k, 5', [-0.0989243, -0.21074, 1.0]], ['2, k, 6', [-0.122896, -0.230165, 1.0]], ['2, k, 7', [-0.103701, -0.227083, 1.0]], ['2, k, 8', [0.144641, -0.214857, 1.0]], ['2, k, 9', [0.234552, -0.269179, 1.0]], ['2, k, 10', [0.20902, -0.249421, 1.0]], ['2, k, 11', [0.161184, -0.237985, 1.0]], ['2, k, 12', [-0.0469893, -0.629787, 1.0]], ['2, k, 13', [-0.189484, -0.767958, 1.0]], ['2, k, 14', [-0.140023, -1.13649, 1.0]], ['2, k, 15', [-0.167073, -1.21236, 1.0]], ['2, k, 16', [0.10348, -0.638171, 1.0]], ['2, k, 17', [0.191101, -0.779974, 1.0]], ['2, k, 18', [0.183305, -1.16748, 1.0]], ['2, k, 19', [0.210317, -1.20026, 1.0]], ['2, k, 20', [0.0278616, -0.227813, 1.0]], ['2, k, 21', [-0.0948688, -0.246197, 1.0]], ['2, k, 22', [-0.119315, -0.230512, 1.0]], ['2, k, 23', [0.148634, -0.267309, 1.0]], ['2, k, 24', [0.150528, -0.207086, 1.0]]]
[['2, k, 0', [0.0244143, -0.615984, 1.0]], ['2, k, 1', [0.0226435, -0.37552, 1.0]], ['2, k, 2', [0.0205682, -0.136801, 1.0]], ['2, k, 3', [0.0340182, 0.0147072, 1.0]], ['2, k, 4', [-0.0905296, -0.166455, 1.0]], ['2, k, 5', [-0.0992269, -0.186625, 1.0]], ['2, k, 6', [-0.149215, -0.216265, 1.0]], ['2, k, 7', [-0.105537, -0.205347, 1.0]], ['2, k, 8', [0.144766, -0.174295, 1.0]], ['2, k, 9', [0.227317, -0.255758, 1.0]], ['2, k, 10', [0.208375, -0.245584, 1.0]], ['2, k, 11', [0.162278, -0.218534, 1.0]], ['2, k, 12', [-0.0504023, -0.605926, 1.0]], ['2, k, 13', [-0.186313, -0.763825, 1.0]], ['2, k, 14', [-0.140428, -1.13587, 1.0]], ['2, k, 15', [-0.163409, -1.20935, 1.0]], ['2, k, 16', [0.0986966, -0.612723, 1.0]], ['2, k, 17', [0.191308, -0.78024, 1.0]], ['2, k, 18', [0.185148, -1.17231, 1.0]], ['2, k, 19', [0.210897, -1.20184, 1.0]], ['2, k, 20', [0.0211251, -0.19622, 1.0]], ['2, k, 21', [-0.0858739, -0.227504, 1.0]], ['2, k, 22', [-0.129984, -0.217429, 1.0]], ['2, k, 23', [0.141312, -0.235383, 1.0]], ['2, k, 24', [0.170717, -0.190544, 1.0]]]
[['2, k, 0', [0.0249367, -0.592691, 1.0]], ['2, k, 1', [0.0256295, -0.351722, 1.0]], ['2, k, 2', [0.0261904, -0.113057, 1.0]], ['2, k, 3', [0.0354293, 0.0411416, 1.0]], ['2, k, 4', [-0.0920798, -0.126461, 1.0]], ['2, k, 5', [-0.100532, -0.158174, 1.0]], ['2, k, 6', [-0.128082, -0.187124, 1.0]], ['2, k, 7', [-0.104481, -0.185004, 1.0]], ['2, k, 8', [0.147183, -0.159743, 1.0]], ['2, k, 9', [0.233145, -0.222017, 1.0]], ['2, k, 10', [0.166222, -0.212911, 1.0]], ['2, k, 11', [0.1625, -0.194592, 1.0]], ['2, k, 12', [-0.0489953, -0.580976, 1.0]], ['2, k, 13', [-0.184958, -0.751434, 1.0]], ['2, k, 14', [-0.167603, -1.16033, 1.0]], ['2, k, 15', [-0.172691, -1.23919, 1.0]], ['2, k, 16', [0.0984012, -0.591709, 1.0]], ['2, k, 17', [0.194379, -0.775536, 1.0]], ['2, k, 18', [0.189567, -1.17514, 1.0]], ['2, k, 19', [0.208653, -1.2041, 1.0]], ['2, k, 20', [0.026076, -0.172394, 1.0]], ['2, k, 21', [-0.0846153, -0.212617, 1.0]], ['2, k, 22', [-0.122548, -0.203509, 1.0]], ['2, k, 23', [0.170456, -0.217627, 1.0]], ['2, k, 24', [0.13881, -0.172602, 1.0]]]
[['2, k, 0', [0.0261522, -0.568912, 1.0]], ['2, k, 1', [0.0286475, -0.319258, 1.0]], ['2, k, 2', [0.0314499, -0.0706523, 1.0]], ['2, k, 3', [0.0354088, 0.0728071, 1.0]], ['2, k, 4', [-0.0952008, -0.0873301, 1.0]], ['2, k, 5', [-0.101156, -0.128063, 1.0]], ['2, k, 6', [-0.127143, -0.172201, 1.0]], ['2, k, 7', [-0.103161, -0.16349, 1.0]], ['2, k, 8', [0.151274, -0.111295, 1.0]], ['2, k, 9', [0.2412, -0.168614, 1.0]], ['2, k, 10', [0.177009, -0.169141, 1.0]], ['2, k, 11', [0.161336, -0.171448, 1.0]], ['2, k, 12', [-0.0470066, -0.557407, 1.0]], ['2, k, 13', [-0.182589, -0.752548, 1.0]], ['2, k, 14', [-0.166659, -1.16072, 1.0]], ['2, k, 15', [-0.16913, -1.23814, 1.0]], ['2, k, 16', [0.0987694, -0.568108, 1.0]], ['2, k, 17', [0.198557, -0.764995, 1.0]], ['2, k, 18', [0.196029, -1.1721, 1.0]], ['2, k, 19', [0.189677, -1.24938, 1.0]], ['2, k, 20', [0.0307358, -0.132561, 1.0]], ['2, k, 21', [-0.0896614, -0.189188, 1.0]], ['2, k, 22', [-0.129287, -0.174531, 1.0]], ['2, k, 23', [0.141666, -0.1999, 1.0]], ['2, k, 24', [0.122889, -0.202707, 1.0]]]
[['2, k, 0', [0.0256896, -0.556991, 1.0]], ['2, k, 1', [0.0278513, -0.302372, 1.0]], ['2, k, 2', [0.0299537, -0.0494586, 1.0]], ['2, k, 3', [0.035376, 0.103478, 1.0]], ['2, k, 4', [-0.0938283, -0.0657167, 1.0]], ['2, k, 5', [-0.163461, -0.13784, 1.0]], ['2, k, 6', [-0.14612, -0.166891, 1.0]], ['2, k, 7', [-0.101138, -0.141578, 1.0]], ['2, k, 8', [0.153668, -0.0806091, 1.0]], ['2, k, 9', [0.243443, -0.139798, 1.0]], ['2, k, 10', [0.172093, -0.207626, 1.0]], ['2, k, 11', [0.160453, -0.148303, 1.0]], ['2, k, 12', [-0.0457322, -0.547311, 1.0]], ['2, k, 13', [-0.184002, -0.753831, 1.0]], ['2, k, 14', [-0.171419, -1.167, 1.0]], ['2, k, 15', [-0.17412, -1.24327, 1.0]], ['2, k, 16', [0.0963462, -0.554158, 1.0]], ['2, k, 17', [0.202513, -0.759397, 1.0]], ['2, k, 18', [0.201524, -1.17006, 1.0]], ['2, k, 19', [0.194826, -1.24628, 1.0]], ['2, k, 20', [0.0294512, -0.112319, 1.0]], ['2, k, 21', [-0.0800015, -0.168461, 1.0]], ['2, k, 22', [-0.124411, -0.124933, 1.0]], ['2, k, 23', [0.164513, -0.168664, 1.0]], ['2, k, 24', [0.192772, -0.164829, 1.0]]]
[['2, k, 0', [0.0271607, -0.534901, 1.0]], ['2, k, 1', [0.0286599, -0.273037, 1.0]], ['2, k, 2', [0.0297973, -0.0129375, 1.0]], ['2, k, 3', [0.0364916, 0.138188, 1.0]], ['2, k, 4', [-0.0952721, -0.0284161, 1.0]], ['2, k, 5', [-0.157877, -0.122324, 1.0]], ['2, k, 6', [-0.176192, -0.126661, 1.0]], ['2, k, 7', [-0.10179, -0.118397, 1.0]], ['2, k, 8', [0.152548, -0.0553967, 1.0]], ['2, k, 9', [0.247716, -0.12787, 1.0]], ['2, k, 10', [0.215525, -0.106684, 1.0]], ['2, k, 11', [0.161836, -0.124589, 1.0]], ['2, k, 12', [-0.0424466, -0.525208, 1.0]], ['2, k, 13', [-0.184657, -0.747303, 1.0]], ['2, k, 14', [-0.17364, -1.16411, 1.0]], ['2, k, 15', [-0.161986, -1.2004, 1.0]], ['2, k, 16', [0.0961501, -0.533134, 1.0]], ['2, k, 17', [0.206782, -0.758498, 1.0]], ['2, k, 18', [0.207097, -1.17516, 1.0]], ['2, k, 19', [0.198334, -1.24944, 1.0]], ['2, k, 20', [0.0295638, -0.0775963, 1.0]], ['2, k, 21', [-0.0886078, -0.145592, 1.0]], ['2, k, 22', [-0.093463, -0.0923185, 1.0]], ['2, k, 23', [0.139963, -0.147933, 1.0]], ['2, k, 24', [0.143585, -0.158304, 1.0]]]
[['2, k, 0', [0.0237404, -0.48689, 1.0]], ['2, k, 1', [0.0266449, -0.232737, 1.0]], ['2, k, 2', [0.0291599, 0.0178677, 1.0]], ['2, k, 3', [0.0351465, 0.167595, 1.0]], ['2, k, 4', [-0.0946945, -0.0140196, 1.0]], ['2, k, 5', [-0.157813, -0.0916246, 1.0]], ['2, k, 6', [-0.174811, -0.113278, 1.0]], ['2, k, 7', [-0.102112, -0.0976433, 1.0]], ['2, k, 8', [0.150221, -0.0324896, 1.0]], ['2, k, 9', [0.244062, -0.0981674, 1.0]], ['2, k, 10', [0.210726, -0.0913916, 1.0]], ['2, k, 11', [0.159466, -0.1026, 1.0]], ['2, k, 12', [-0.0483994, -0.48007, 1.0]], ['2, k, 13', [-0.179321, -0.737479, 1.0]], ['2, k, 14', [-0.170236, -1.15915, 1.0]], ['2, k, 15', [-0.172682, -1.2347, 1.0]], ['2, k, 16', [0.0954877, -0.482929, 1.0]], ['2, k, 17', [0.201296, -0.746841, 1.0]], ['2, k, 18', [0.203684, -1.16624, 1.0]], ['2, k, 19', [0.191485, -1.19464, 1.0]], ['2, k, 20', [0.0285931, -0.0443516, 1.0]], ['2, k, 21', [-0.083536, -0.111378, 1.0]], ['2, k, 22', [-0.132816, -0.0924457, 1.0]], ['2, k, 23', [0.148719, -0.130681, 1.0]], ['2, k, 24', [0.19133, -0.125016, 1.0]]]
[['2, k, 0', [0.0227538, -0.475122, 1.0]], ['2, k, 1', [0.0250352, -0.214088, 1.0]], ['2, k, 2', [0.0268715, 0.0458209, 1.0]], ['2, k, 3', [0.0361283, 0.197332, 1.0]], ['2, k, 4', [-0.0942166, 0.00650199, 1.0]], ['2, k, 5', [-0.164557, -0.0662879, 1.0]], ['2, k, 6', [-0.165476, -0.07556, 1.0]], ['2, k, 7', [-0.0989007, -0.071795, 1.0]], ['2, k, 8', [0.148729, -0.0071275, 1.0]], ['2, k, 9', [0.242218, -0.076181, 1.0]], ['2, k, 10', [0.168162, -0.0904779, 1.0]], ['2, k, 11', [0.158492, -0.0804569, 1.0]], ['2, k, 12', [-0.0493038, -0.466732, 1.0]], ['2, k, 13', [-0.178514, -0.730942, 1.0]], ['2, k, 14', [-0.17095, -1.15457, 1.0]], ['2, k, 15', [-0.168783, -1.22885, 1.0]], ['2, k, 16', [0.0943922, -0.472939, 1.0]], ['2, k, 17', [0.206431, -0.74143, 1.0]], ['2, k, 18', [0.207665, -1.16423, 1.0]], ['2, k, 19', [0.205783, -1.23841, 1.0]], ['2, k, 20', [0.0264601, -0.0188222, 1.0]], ['2, k, 21', [-0.0811889, -0.115624, 1.0]], ['2, k, 22', [-0.109696, -0.0967756, 1.0]], ['2, k, 23', [0.133946, -0.116372, 1.0]], ['2, k, 24', [0.128372, -0.119211, 1.0]]]
[['2, k, 0', [0.0217665, -0.449126, 1.0]], ['2, k, 1', [0.0242192, -0.183982, 1.0]], ['2, k, 2', [0.0265095, 0.0766926, 1.0]], ['2, k, 3', [0.0344384, 0.232563, 1.0]], ['2, k, 4', [-0.0899663, 0.0583725, 1.0]], ['2, k, 5', [-0.160223, -0.0274897, 1.0]], ['2, k, 6', [-0.172492, -0.0608697, 1.0]], ['2, k, 7', [-0.0978405, -0.0474431, 1.0]], ['2, k, 8', [0.147046, 0.0252545, 1.0]], ['2, k, 9', [0.23773, -0.0481063, 1.0]], ['2, k, 10', [0.170115, -0.0696748, 1.0]], ['2, k, 11', [0.158932, -0.0580979, 1.0]], ['2, k, 12', [-0.0516796, -0.439971, 1.0]], ['2, k, 13', [-0.173604, -0.723828, 1.0]], ['2, k, 14', [-0.170464, -1.15111, 1.0]], ['2, k, 15', [-0.1763, -1.22441, 1.0]], ['2, k, 16', [0.0947036, -0.448627, 1.0]], ['2, k, 17', [0.208054, -0.731321, 1.0]], ['2, k, 18', [0.207942, -1.15671, 1.0]], ['2, k, 19', [0.193603, -1.1947, 1.0]], ['2, k, 20', [0.0259653, 0.0121751, 1.0]], ['2, k, 21', [-0.0751908, -0.0729279, 1.0]], ['2, k, 22', [-0.0677696, -0.0798252, 1.0]], ['2, k, 23', [0.16109, -0.0830879, 1.0]], ['2, k, 24', [0.195068, -0.0745295, 1.0]]]
