[['2, k, 0', [-0.380733, -0.713059, 1.0]], ['2, k, 1', [-0.394684, -0.417275, 1.0]], ['2, k, 2', [-0.406241, -0.126217, 1.0]], ['2, k, 3', [-0.39002, 0.01265, 1.0]], ['2, k, 4', [-0.502248, -0.192799, 1.0]], ['2, k, 5', [-0.544931, -0.272132, 1.0]], ['2, k, 6', [-0.439519, -0.288554, 1.0]], ['2, k, 7', [-0.357039, -0.262049, 1.0]], ['2, k, 8', [-0.252659, -0.222773, 1.0]], ['2, k, 9', [-0.129867, -0.307587, 1.0]], ['2, k, 10', [0.0285645, -0.298247, 1.0]], ['2, k, 11', [0.142637, -0.274841, 1.0]], ['2, k, 12', [-0.432582, -0.69691, 1.0]], ['2, k, 13', [-0.583541, -0.890618, 1.0]], ['2, k, 14', [-0.487621, -1.10877, 1.0]], ['2, k, 15', [-0.500347, -1.18747, 1.0]], ['2, k, 16', [-0.31885, -0.710373, 1.0]], ['2, k, 17', [-0.202193, -0.987028, 1.0]], ['2, k, 18', [-0.230738, -1.23489, 1.0]], ['2, k, 19', [-0.183245, -1.29896, 1.0]], ['2, k, 20', [-0.403764, -0.198385, 1.0]], ['2, k, 21', [-0.332653, -0.262042, 1.0]], ['2, k, 22', [-0.37737, -0.253199, 1.0]], ['2, k, 23', [0.159189, -0.265009, 1.0]], ['2, k, 24', [0.129447, -0.274137, 1.0]]]
[['2, k, 0', [-0.376265, -0.678788, 1.0]], ['2, k, 1', [-0.386277, -0.405587, 1.0]], ['2, k, 2', [-0.394293, -0.136673, 1.0]], ['2, k, 3', [-0.412768, 0.0115872, 1.0]], ['2, k, 4', [-0.571291, -0.226727, 1.0]], ['2, k, 5', [-0.739127, -0.328979, 1.0]], ['2, k, 6', [-0.878852, -0.354887, 1.0]], ['2, k, 7', [-0.928653, -0.338166, 1.0]], ['2, k, 8', [-0.264657, -0.205225, 1.0]], ['2, k, 9', [-0.206361, -0.286453, 1.0]], ['2, k, 10', [-0.293581, -0.287667, 1.0]], ['2, k, 11', [-0.333955, -0.280792, 1.0]], ['2, k, 12', [-0.435567, -0.674999, 1.0]], ['2, k, 13', [-0.480125, -0.948384, 1.0]], ['2, k, 14', [-0.504469, -1.1721, 1.0]], ['2, k, 15', [-0.528959, -1.20651, 1.0]], ['2, k, 16', [-0.308533, -0.664568, 1.0]], ['2, k, 17', [-0.243612, -0.960159, 1.0]], ['2, k, 18', [-0.229571, -1.25726, 1.0]], ['2, k, 19', [-0.247598, -1.30877, 1.0]], ['2, k, 20', [-0.392725, -0.203369, 1.0]], ['2, k, 21', [-0.961824, -0.337344, 1.0]], ['2, k, 22', [-0.844141, -0.333378, 1.0]], ['2, k, 23', [-0.346806, -0.28123, 1.0]], ['2, k, 24', [-0.402455, -0.29268, 1.0]]]
[['2, k, 0', [-0.376394, -0.678837, 1.0]], ['2, k, 1', [-0.386585, -0.405655, 1.0]], ['2, k, 2', [-0.394825, -0.136769, 1.0]], ['2, k, 3', [-0.412779, 0.0115985, 1.0]], ['2, k, 4', [-0.571252, -0.226803, 1.0]], ['2, k, 5', [-0.738348, -0.329145, 1.0]], ['2, k, 6', [-0.876102, -0.356138, 1.0]], ['2, k, 7', [-0.925835, -0.33831, 1.0]], ['2, k, 8', [-0.264768, -0.205361, 1.0]], ['2, k, 9', [-0.201975, -0.287131, 1.0]], ['2, k, 10', [-0.289025, -0.291913, 1.0]], ['2, k, 11', [-0.327152, -0.281487, 1.0]], ['2, k, 12', [-0.435679, -0.675043, 1.0]], ['2, k, 13', [-0.480218, -0.948749, 1.0]], ['2, k, 14', [-0.502752, -1.22439, 1.0]], ['2, k, 15', [-0.538771, -1.1709, 1.0]], ['2, k, 16', [-0.308575, -0.664615, 1.0]], ['2, k, 17', [-0.243644, -0.960223, 1.0]], ['2, k, 18', [-0.217452, -1.23898, 1.0]], ['2, k, 19', [-0.232119, -1.28133, 1.0]], ['2, k, 20', [-0.393182, -0.203455, 1.0]], ['2, k, 21', [-0.959006, -0.336594, 1.0]], ['2, k, 22', [-0.844505, -0.332384, 1.0]], ['2, k, 23', [-0.342272, -0.281968, 1.0]], ['2, k, 24', [-0.394025, -0.294625, 1.0]]]
[['2, k, 0', [-0.376411, -0.678823, 1.0]], ['2, k, 1', [-0.386555, -0.405666, 1.0]], ['2, k, 2', [-0.394607, -0.136872, 1.0]], ['2, k, 3', [-0.41289, 0.0117842, 1.0]], ['2, k, 4', [-0.571332, -0.227146, 1.0]], ['2, k, 5', [-0.737102, -0.329422, 1.0]], ['2, k, 6', [-0.867261, -0.358269, 1.0]], ['2, k, 7', [-0.921455, -0.337804, 1.0]], ['2, k, 8', [-0.264732, -0.205626, 1.0]], ['2, k, 9', [-0.176557, -0.289856, 1.0]], ['2, k, 10', [-0.271103, -0.289392, 1.0]], ['2, k, 11', [-0.315838, -0.281658, 1.0]], ['2, k, 12', [-0.435696, -0.67504, 1.0]], ['2, k, 13', [-0.480216, -0.948713, 1.0]], ['2, k, 14', [-0.496628, -1.17265, 1.0]], ['2, k, 15', [-0.519011, -1.20941, 1.0]], ['2, k, 16', [-0.308536, -0.664586, 1.0]], ['2, k, 17', [-0.24365, -0.960265, 1.0]], ['2, k, 18', [-0.23763, -1.24452, 1.0]], ['2, k, 19', [-0.257322, -1.29779, 1.0]], ['2, k, 20', [-0.39302, -0.203529, 1.0]], ['2, k, 21', [-0.953543, -0.335419, 1.0]], ['2, k, 22', [-0.842464, -0.332312, 1.0]], ['2, k, 23', [-0.327622, -0.281544, 1.0]], ['2, k, 24', [-0.388301, -0.293166, 1.0]]]
[['2, k, 0', [-0.376496, -0.678821, 1.0]], ['2, k, 1', [-0.386646, -0.405664, 1.0]], ['2, k, 2', [-0.394721, -0.136871, 1.0]], ['2, k, 3', [-0.412865, 0.0118636, 1.0]], ['2, k, 4', [-0.571284, -0.227165, 1.0]], ['2, k, 5', [-0.735652, -0.329683, 1.0]], ['2, k, 6', [-0.865628, -0.359179, 1.0]], ['2, k, 7', [-0.916093, -0.334254, 1.0]], ['2, k, 8', [-0.263064, -0.207073, 1.0]], ['2, k, 9', [-0.177831, -0.28792, 1.0]], ['2, k, 10', [-0.267259, -0.290262, 1.0]], ['2, k, 11', [-0.304142, -0.282253, 1.0]], ['2, k, 12', [-0.435799, -0.675014, 1.0]], ['2, k, 13', [-0.480233, -0.948716, 1.0]], ['2, k, 14', [-0.503016, -1.21356, 1.0]], ['2, k, 15', [-0.538095, -1.18369, 1.0]], ['2, k, 16', [-0.308568, -0.664647, 1.0]], ['2, k, 17', [-0.243629, -0.960233, 1.0]], ['2, k, 18', [-0.233758, -1.24493, 1.0]], ['2, k, 19', [-0.250827, -1.29865, 1.0]], ['2, k, 20', [-0.393122, -0.203528, 1.0]], ['2, k, 21', [-0.950625, -0.331974, 1.0]], ['2, k, 22', [-0.837592, -0.329385, 1.0]], ['2, k, 23', [-0.319225, -0.285119, 1.0]], ['2, k, 24', [-0.373964, -0.292586, 1.0]]]
[['2, k, 0', [-0.376647, -0.67884, 1.0]], ['2, k, 1', [-0.386645, -0.405661, 1.0]], ['2, k, 2', [-0.394535, -0.136808, 1.0]], ['2, k, 3', [-0.412752, 0.0119791, 1.0]], ['2, k, 4', [-0.571039, -0.226866, 1.0]], ['2, k, 5', [-0.734878, -0.328509, 1.0]], ['2, k, 6', [-0.861867, -0.35827, 1.0]], ['2, k, 7', [-0.912237, -0.32999, 1.0]], ['2, k, 8', [-0.261783, -0.208221, 1.0]], ['2, k, 9', [-0.174754, -0.288565, 1.0]], ['2, k, 10', [-0.257026, -0.295599, 1.0]], ['2, k, 11', [-0.293273, -0.281772, 1.0]], ['2, k, 12', [-0.436098, -0.674979, 1.0]], ['2, k, 13', [-0.480166, -0.948572, 1.0]], ['2, k, 14', [-0.504859, -1.18082, 1.0]], ['2, k, 15', [-0.520135, -1.24231, 1.0]], ['2, k, 16', [-0.308656, -0.664796, 1.0]], ['2, k, 17', [-0.243594, -0.960053, 1.0]], ['2, k, 18', [-0.22614, -1.24158, 1.0]], ['2, k, 19', [-0.239812, -1.29484, 1.0]], ['2, k, 20', [-0.393008, -0.203487, 1.0]], ['2, k, 21', [-0.943829, -0.33065, 1.0]], ['2, k, 22', [-0.839986, -0.327894, 1.0]], ['2, k, 23', [-0.302911, -0.283155, 1.0]], ['2, k, 24', [-0.366616, -0.292376, 1.0]]]
[['2, k, 0', [-0.376786, -0.678769, 1.0]], ['2, k, 1', [-0.38746, -0.404867, 1.0]], ['2, k, 2', [-0.39685, -0.134172, 1.0]], ['2, k, 3', [-0.412436, 0.0121276, 1.0]], ['2, k, 4', [-0.570946, -0.226628, 1.0]], ['2, k, 5', [-0.73429, -0.32733, 1.0]], ['2, k, 6', [-0.857979, -0.357265, 1.0]], ['2, k, 7', [-0.906773, -0.327142, 1.0]], ['2, k, 8', [-0.260676, -0.209053, 1.0]], ['2, k, 9', [-0.17256, -0.288607, 1.0]], ['2, k, 10', [-0.195707, -0.290709, 1.0]], ['2, k, 11', [-0.272421, -0.28112, 1.0]], ['2, k, 12', [-0.436491, -0.67463, 1.0]], ['2, k, 13', [-0.480224, -0.948446, 1.0]], ['2, k, 14', [-0.506222, -1.17032, 1.0]], ['2, k, 15', [-0.5139, -1.23695, 1.0]], ['2, k, 16', [-0.308738, -0.664809, 1.0]], ['2, k, 17', [-0.243592, -0.959515, 1.0]], ['2, k, 18', [-0.213915, -1.22781, 1.0]], ['2, k, 19', [-0.223328, -1.27165, 1.0]], ['2, k, 20', [-0.394848, -0.201417, 1.0]], ['2, k, 21', [-0.935699, -0.328213, 1.0]], ['2, k, 22', [-0.843841, -0.326253, 1.0]], ['2, k, 23', [-0.291895, -0.284162, 1.0]], ['2, k, 24', [-0.341005, -0.290531, 1.0]]]
[['2, k, 0', [-0.376805, -0.678753, 1.0]], ['2, k, 1', [-0.387468, -0.404903, 1.0]], ['2, k, 2', [-0.396695, -0.134674, 1.0]], ['2, k, 3', [-0.412086, 0.0122805, 1.0]], ['2, k, 4', [-0.570075, -0.226497, 1.0]], ['2, k, 5', [-0.735683, -0.329389, 1.0]], ['2, k, 6', [-0.854811, -0.357739, 1.0]], ['2, k, 7', [-0.898209, -0.322541, 1.0]], ['2, k, 8', [-0.259673, -0.209806, 1.0]], ['2, k, 9', [-0.173247, -0.286238, 1.0]], ['2, k, 10', [-0.306787, -0.290538, 1.0]], ['2, k, 11', [-0.294711, -0.284375, 1.0]], ['2, k, 12', [-0.436772, -0.674462, 1.0]], ['2, k, 13', [-0.48029, -0.948331, 1.0]], ['2, k, 14', [-0.509936, -1.22049, 1.0]], ['2, k, 15', [-0.513398, -1.14344, 1.0]], ['2, k, 16', [-0.308509, -0.664857, 1.0]], ['2, k, 17', [-0.243907, -0.958763, 1.0]], ['2, k, 18', [-0.205847, -1.25706, 1.0]], ['2, k, 19', [-0.212114, -1.30611, 1.0]], ['2, k, 20', [-0.394768, -0.201717, 1.0]], ['2, k, 21', [-0.923188, -0.324583, 1.0]], ['2, k, 22', [-0.822228, -0.319922, 1.0]], ['2, k, 23', [-0.272408, -0.286549, 1.0]], ['2, k, 24', [-0.372185, -0.293188, 1.0]]]
[['2, k, 0', [-0.376829, -0.678845, 1.0]], ['2, k, 1', [-0.38803, -0.404827, 1.0]], ['2, k, 2', [-0.398087, -0.134152, 1.0]], ['2, k, 3', [-0.41169, 0.0123184, 1.0]], ['2, k, 4', [-0.568813, -0.226417, 1.0]], ['2, k, 5', [-0.73208, -0.33007, 1.0]], ['2, k, 6', [-0.841731, -0.353875, 1.0]], ['2, k, 7', [-0.887438, -0.321314, 1.0]], ['2, k, 8', [-0.258115, -0.210894, 1.0]], ['2, k, 9', [-0.173448, -0.287821, 1.0]], ['2, k, 10', [-0.213649, -0.303234, 1.0]], ['2, k, 11', [-0.25289, -0.281977, 1.0]], ['2, k, 12', [-0.436896, -0.674521, 1.0]], ['2, k, 13', [-0.480377, -0.948569, 1.0]], ['2, k, 14', [-0.503251, -1.17038, 1.0]], ['2, k, 15', [-0.519478, -1.2346, 1.0]], ['2, k, 16', [-0.308176, -0.665439, 1.0]], ['2, k, 17', [-0.244049, -0.958561, 1.0]], ['2, k, 18', [-0.242267, -1.17842, 1.0]], ['2, k, 19', [-0.255621, -1.22869, 1.0]], ['2, k, 20', [-0.395936, -0.201319, 1.0]], ['2, k, 21', [-0.917335, -0.320916, 1.0]], ['2, k, 22', [-0.818391, -0.31692, 1.0]], ['2, k, 23', [-0.255325, -0.282933, 1.0]], ['2, k, 24', [-0.334211, -0.292805, 1.0]]]
[['2, k, 0', [-0.376858, -0.67892, 1.0]], ['2, k, 1', [-0.388083, -0.40499, 1.0]], ['2, k, 2', [-0.3981, -0.134779, 1.0]], ['2, k, 3', [-0.410917, 0.0128577, 1.0]], ['2, k, 4', [-0.568529, -0.226797, 1.0]], ['2, k, 5', [-0.730207, -0.329267, 1.0]], ['2, k, 6', [-0.829219, -0.351107, 1.0]], ['2, k, 7', [-0.8726, -0.314511, 1.0]], ['2, k, 8', [-0.257281, -0.21122, 1.0]], ['2, k, 9', [-0.155582, -0.281436, 1.0]], ['2, k, 10', [-0.207978, -0.300475, 1.0]], ['2, k, 11', [-0.235917, -0.279759, 1.0]], ['2, k, 12', [-0.436985, -0.674568, 1.0]], ['2, k, 13', [-0.48035, -0.947894, 1.0]], ['2, k, 14', [-0.503339, -1.16981, 1.0]], ['2, k, 15', [-0.514046, -1.23499, 1.0]], ['2, k, 16', [-0.308058, -0.665745, 1.0]], ['2, k, 17', [-0.24416, -0.95855, 1.0]], ['2, k, 18', [-0.230008, -1.23429, 1.0]], ['2, k, 19', [-0.238887, -1.28161, 1.0]], ['2, k, 20', [-0.39597, -0.201774, 1.0]], ['2, k, 21', [-0.898416, -0.315793, 1.0]], ['2, k, 22', [-0.805717, -0.313547, 1.0]], ['2, k, 23', [-0.234658, -0.282119, 1.0]], ['2, k, 24', [-0.31729, -0.289384, 1.0]]]
[['2, k, 0', [-0.376811, -0.679004, 1.0]], ['2, k, 1', [-0.388006, -0.405081, 1.0]], ['2, k, 2', [-0.397784, -0.135058, 1.0]], ['2, k, 3', [-0.41058, 0.0130866, 1.0]], ['2, k, 4', [-0.567866, -0.22619, 1.0]], ['2, k, 5', [-0.726445, -0.326153, 1.0]], ['2, k, 6', [-0.819903, -0.346261, 1.0]], ['2, k, 7', [-0.86263, -0.310283, 1.0]], ['2, k, 8', [-0.256579, -0.211655, 1.0]], ['2, k, 9', [-0.156359, -0.293809, 1.0]], ['2, k, 10', [-0.227919, -0.287709, 1.0]], ['2, k, 11', [-0.227047, -0.281274, 1.0]], ['2, k, 12', [-0.437032, -0.674658, 1.0]], ['2, k, 13', [-0.480473, -0.94676, 1.0]], ['2, k, 14', [-0.503062, -1.16885, 1.0]], ['2, k, 15', [-0.513267, -1.2325, 1.0]], ['2, k, 16', [-0.307841, -0.665884, 1.0]], ['2, k, 17', [-0.244236, -0.958481, 1.0]], ['2, k, 18', [-0.229902, -1.23345, 1.0]], ['2, k, 19', [-0.237466, -1.28171, 1.0]], ['2, k, 20', [-0.395732, -0.201996, 1.0]], ['2, k, 21', [-0.885926, -0.310704, 1.0]], ['2, k, 22', [-0.794687, -0.311519, 1.0]], ['2, k, 23', [-0.217796, -0.280506, 1.0]], ['2, k, 24', [-0.307831, -0.287336, 1.0]]]
[['2, k, 0', [-0.376824, -0.679059, 1.0]], ['2, k, 1', [-0.387958, -0.405129, 1.0]], ['2, k, 2', [-0.397416, -0.135204, 1.0]], ['2, k, 3', [-0.410161, 0.0130477, 1.0]], ['2, k, 4', [-0.566626, -0.22595, 1.0]], ['2, k, 5', [-0.720285, -0.32424, 1.0]], ['2, k, 6', [-0.814315, -0.34097, 1.0]], ['2, k, 7', [-0.84108, -0.307105, 1.0]], ['2, k, 8', [-0.255866, -0.212343, 1.0]], ['2, k, 9', [-0.154925, -0.295381, 1.0]], ['2, k, 10', [-0.323874, -0.294375, 1.0]], ['2, k, 11', [-0.330425, -0.288789, 1.0]], ['2, k, 12', [-0.437092, -0.674644, 1.0]], ['2, k, 13', [-0.480572, -0.94665, 1.0]], ['2, k, 14', [-0.505004, -1.21656, 1.0]], ['2, k, 15', [-0.520135, -1.13322, 1.0]], ['2, k, 16', [-0.307736, -0.666186, 1.0]], ['2, k, 17', [-0.244252, -0.958489, 1.0]], ['2, k, 18', [-0.228551, -1.23459, 1.0]], ['2, k, 19', [-0.234315, -1.28372, 1.0]], ['2, k, 20', [-0.395474, -0.202116, 1.0]], ['2, k, 21', [-0.862055, -0.306329, 1.0]], ['2, k, 22', [-0.763478, -0.303784, 1.0]], ['2, k, 23', [-0.376299, -0.289645, 1.0]], ['2, k, 24', [-0.396456, -0.286825, 1.0]]]
[['2, k, 0', [-0.37667, -0.679173, 1.0]], ['2, k, 1', [-0.387925, -0.405142, 1.0]], ['2, k, 2', [-0.397391, -0.135204, 1.0]], ['2, k, 3', [-0.409581, 0.0133443, 1.0]], ['2, k, 4', [-0.565794, -0.225447, 1.0]], ['2, k, 5', [-0.717316, -0.321418, 1.0]], ['2, k, 6', [-0.797289, -0.335548, 1.0]], ['2, k, 7', [-0.816932, -0.299304, 1.0]], ['2, k, 8', [-0.254918, -0.213974, 1.0]], ['2, k, 9', [-0.150301, -0.296677, 1.0]], ['2, k, 10', [-0.304585, -0.295182, 1.0]], ['2, k, 11', [-0.347954, -0.288117, 1.0]], ['2, k, 12', [-0.437065, -0.674675, 1.0]], ['2, k, 13', [-0.480725, -0.947111, 1.0]], ['2, k, 14', [-0.506774, -1.2195, 1.0]], ['2, k, 15', [-0.53527, -1.27656, 1.0]], ['2, k, 16', [-0.3072, -0.666448, 1.0]], ['2, k, 17', [-0.244403, -0.958287, 1.0]], ['2, k, 18', [-0.225901, -1.24344, 1.0]], ['2, k, 19', [-0.228931, -1.29265, 1.0]], ['2, k, 20', [-0.395448, -0.20212, 1.0]], ['2, k, 21', [-0.835334, -0.297777, 1.0]], ['2, k, 22', [-0.732603, -0.29999, 1.0]], ['2, k, 23', [-0.420998, -0.288314, 1.0]], ['2, k, 24', [-0.33417, -0.277781, 1.0]]]
[['2, k, 0', [-0.37665, -0.679182, 1.0]], ['2, k, 1', [-0.387897, -0.405152, 1.0]], ['2, k, 2', [-0.397299, -0.135252, 1.0]], ['2, k, 3', [-0.409004, 0.013605, 1.0]], ['2, k, 4', [-0.564754, -0.223914, 1.0]], ['2, k, 5', [-0.709926, -0.31919, 1.0]], ['2, k, 6', [-0.789365, -0.331563, 1.0]], ['2, k, 7', [-0.811987, -0.295227, 1.0]], ['2, k, 8', [-0.254515, -0.214112, 1.0]], ['2, k, 9', [-0.1143, -0.269073, 1.0]], ['2, k, 10', [-0.210072, -0.283148, 1.0]], ['2, k, 11', [-0.159425, -0.27555, 1.0]], ['2, k, 12', [-0.437187, -0.67436, 1.0]], ['2, k, 13', [-0.480691, -0.946559, 1.0]], ['2, k, 14', [-0.5028, -1.16726, 1.0]], ['2, k, 15', [-0.51399, -1.21155, 1.0]], ['2, k, 16', [-0.306848, -0.666704, 1.0]], ['2, k, 17', [-0.244484, -0.957179, 1.0]], ['2, k, 18', [-0.221149, -1.24635, 1.0]], ['2, k, 19', [-0.221282, -1.29865, 1.0]], ['2, k, 20', [-0.39537, -0.202158, 1.0]], ['2, k, 21', [-0.828919, -0.294822, 1.0]], ['2, k, 22', [-0.737645, -0.294047, 1.0]], ['2, k, 23', [-0.128655, -0.274923, 1.0]], ['2, k, 24', [-0.233682, -0.278227, 1.0]]]
[['2, k, 0', [-0.37664, -0.679198, 1.0]], ['2, k, 1', [-0.387849, -0.40519, 1.0]], ['2, k, 2', [-0.397173, -0.135334, 1.0]], ['2, k, 3', [-0.408407, 0.0140278, 1.0]], ['2, k, 4', [-0.563593, -0.222882, 1.0]], ['2, k, 5', [-0.704985, -0.317076, 1.0]], ['2, k, 6', [-0.785485, -0.32376, 1.0]], ['2, k, 7', [-0.800062, -0.288854, 1.0]], ['2, k, 8', [-0.254005, -0.214534, 1.0]], ['2, k, 9', [-0.113729, -0.269102, 1.0]], ['2, k, 10', [-0.152875, -0.273727, 1.0]], ['2, k, 11', [-0.121305, -0.272158, 1.0]], ['2, k, 12', [-0.437247, -0.674235, 1.0]], ['2, k, 13', [-0.480604, -0.946756, 1.0]], ['2, k, 14', [-0.515334, -1.22929, 1.0]], ['2, k, 15', [-0.521572, -1.26004, 1.0]], ['2, k, 16', [-0.306563, -0.667012, 1.0]], ['2, k, 17', [-0.244578, -0.956902, 1.0]], ['2, k, 18', [-0.220872, -1.24143, 1.0]], ['2, k, 19', [-0.219518, -1.29554, 1.0]], ['2, k, 20', [-0.395262, -0.202231, 1.0]], ['2, k, 21', [-0.814442, -0.287867, 1.0]], ['2, k, 22', [-0.738795, -0.289036, 1.0]], ['2, k, 23', [-0.0881622, -0.273407, 1.0]], ['2, k, 24', [-0.181463, -0.273211, 1.0]]]
[['2, k, 0', [-0.376738, -0.679151, 1.0]], ['2, k, 1', [-0.387863, -0.405182, 1.0]], ['2, k, 2', [-0.397185, -0.135328, 1.0]], ['2, k, 3', [-0.408013, 0.0140775, 1.0]], ['2, k, 4', [-0.562487, -0.221896, 1.0]], ['2, k, 5', [-0.70013, -0.312577, 1.0]], ['2, k, 6', [-0.772543, -0.320273, 1.0]], ['2, k, 7', [-0.782272, -0.281854, 1.0]], ['2, k, 8', [-0.251178, -0.21644, 1.0]], ['2, k, 9', [-0.110239, -0.283553, 1.0]], ['2, k, 10', [-0.145859, -0.279063, 1.0]], ['2, k, 11', [-0.109685, -0.271363, 1.0]], ['2, k, 12', [-0.437703, -0.673717, 1.0]], ['2, k, 13', [-0.48061, -0.946932, 1.0]], ['2, k, 14', [-0.512002, -1.16819, 1.0]], ['2, k, 15', [-0.520941, -1.20916, 1.0]], ['2, k, 16', [-0.306543, -0.66706, 1.0]], ['2, k, 17', [-0.244483, -0.957843, 1.0]], ['2, k, 18', [-0.213266, -1.24937, 1.0]], ['2, k, 19', [-0.205789, -1.30828, 1.0]], ['2, k, 20', [-0.395274, -0.202224, 1.0]], ['2, k, 21', [-0.788229, -0.282408, 1.0]], ['2, k, 22', [-0.718868, -0.281815, 1.0]], ['2, k, 23', [-0.0836129, -0.26608, 1.0]], ['2, k, 24', [-0.179292, -0.272281, 1.0]]]
[['2, k, 0', [-0.376658, -0.679074, 1.0]], ['2, k, 1', [-0.387837, -0.405186, 1.0]], ['2, k, 2', [-0.397153, -0.135462, 1.0]], ['2, k, 3', [-0.407634, 0.0140469, 1.0]], ['2, k, 4', [-0.56114, -0.220085, 1.0]], ['2, k, 5', [-0.687672, -0.311127, 1.0]], ['2, k, 6', [-0.756061, -0.315012, 1.0]], ['2, k, 7', [-0.763906, -0.277413, 1.0]], ['2, k, 8', [-0.248789, -0.217506, 1.0]], ['2, k, 9', [-0.126027, -0.262594, 1.0]], ['2, k, 10', [-0.16419, -0.276248, 1.0]], ['2, k, 11', [-0.110821, -0.270544, 1.0]], ['2, k, 12', [-0.437572, -0.673309, 1.0]], ['2, k, 13', [-0.480714, -0.94616, 1.0]], ['2, k, 14', [-0.510813, -1.16738, 1.0]], ['2, k, 15', [-0.516508, -1.20949, 1.0]], ['2, k, 16', [-0.306113, -0.666997, 1.0]], ['2, k, 17', [-0.24436, -0.957791, 1.0]], ['2, k, 18', [-0.227901, -1.23425, 1.0]], ['2, k, 19', [-0.221871, -1.28441, 1.0]], ['2, k, 20', [-0.395239, -0.202314, 1.0]], ['2, k, 21', [-0.774234, -0.277629, 1.0]], ['2, k, 22', [-0.70419, -0.277753, 1.0]], ['2, k, 23', [-0.0742359, -0.273598, 1.0]], ['2, k, 24', [-0.179954, -0.272324, 1.0]]]
[['2, k, 0', [-0.376672, -0.679013, 1.0]], ['2, k, 1', [-0.38788, -0.405166, 1.0]], ['2, k, 2', [-0.397285, -0.135517, 1.0]], ['2, k, 3', [-0.407248, 0.0145168, 1.0]], ['2, k, 4', [-0.560442, -0.218992, 1.0]], ['2, k, 5', [-0.68558, -0.310404, 1.0]], ['2, k, 6', [-0.744159, -0.31162, 1.0]], ['2, k, 7', [-0.747216, -0.272116, 1.0]], ['2, k, 8', [-0.248563, -0.217828, 1.0]], ['2, k, 9', [-0.115243, -0.299627, 1.0]], ['2, k, 10', [-0.125538, -0.283782, 1.0]], ['2, k, 11', [-0.0694387, -0.267877, 1.0]], ['2, k, 12', [-0.437659, -0.672965, 1.0]], ['2, k, 13', [-0.480624, -0.946184, 1.0]], ['2, k, 14', [-0.506222, -1.16798, 1.0]], ['2, k, 15', [-0.509022, -1.21054, 1.0]], ['2, k, 16', [-0.306088, -0.667007, 1.0]], ['2, k, 17', [-0.243956, -0.958908, 1.0]], ['2, k, 18', [-0.229338, -1.23563, 1.0]], ['2, k, 19', [-0.222285, -1.28574, 1.0]], ['2, k, 20', [-0.395342, -0.202344, 1.0]], ['2, k, 21', [-0.752302, -0.272996, 1.0]], ['2, k, 22', [-0.683554, -0.271305, 1.0]], ['2, k, 23', [-0.0309688, -0.265357, 1.0]], ['2, k, 24', [-0.134329, -0.269746, 1.0]]]
[['2, k, 0', [-0.376681, -0.678968, 1.0]], ['2, k, 1', [-0.387865, -0.405155, 1.0]], ['2, k, 2', [-0.397204, -0.135565, 1.0]], ['2, k, 3', [-0.406869, 0.0148263, 1.0]], ['2, k, 4', [-0.560565, -0.218973, 1.0]], ['2, k, 5', [-0.683952, -0.309298, 1.0]], ['2, k, 6', [-0.728433, -0.30548, 1.0]], ['2, k, 7', [-0.726233, -0.268494, 1.0]], ['2, k, 8', [-0.24755, -0.217772, 1.0]], ['2, k, 9', [-0.113667, -0.297118, 1.0]], ['2, k, 10', [-0.124632, -0.282895, 1.0]], ['2, k, 11', [-0.0509006, -0.266314, 1.0]], ['2, k, 12', [-0.437736, -0.672516, 1.0]], ['2, k, 13', [-0.480667, -0.945014, 1.0]], ['2, k, 14', [-0.504504, -1.1676, 1.0]], ['2, k, 15', [-0.506268, -1.20856, 1.0]], ['2, k, 16', [-0.30606, -0.667129, 1.0]], ['2, k, 17', [-0.244119, -0.958794, 1.0]], ['2, k, 18', [-0.229982, -1.24054, 1.0]], ['2, k, 19', [-0.222929, -1.28948, 1.0]], ['2, k, 20', [-0.39528, -0.202375, 1.0]], ['2, k, 21', [-0.721709, -0.266911, 1.0]], ['2, k, 22', [-0.659596, -0.267937, 1.0]], ['2, k, 23', [-0.027714, -0.268076, 1.0]], ['2, k, 24', [-0.125338, -0.26862, 1.0]]]
