[['2, k, 0', [-0.155316, -0.225001, 1.0]], ['2, k, 1', [-0.154834, 0.105931, 1.0]], ['2, k, 2', [-0.153391, 0.42709, 1.0]], ['2, k, 3', [-0.150384, 0.585222, 1.0]], ['2, k, 4', [-0.349207, 0.312461, 1.0]], ['2, k, 5', [-0.401241, 0.0953505, 1.0]], ['2, k, 6', [-0.333561, -0.0944925, 1.0]], ['2, k, 7', [-0.267716, -0.16678, 1.0]], ['2, k, 8', [0.0330655, 0.314029, 1.0]], ['2, k, 9', [0.0928888, 0.103864, 1.0]], ['2, k, 10', [0.0312145, -0.0719908, 1.0]], ['2, k, 11', [-0.0374855, -0.145441, 1.0]], ['2, k, 12', [-0.2402, -0.221842, 1.0]], ['2, k, 13', [-0.279684, -0.628046, 1.0]], ['2, k, 14', [-0.315365, -1.00917, 1.0]], ['2, k, 15', [-0.362305, -1.08691, 1.0]], ['2, k, 16', [-0.065611, -0.2212, 1.0]], ['2, k, 17', [-0.00507125, -0.637173, 1.0]], ['2, k, 18', [0.0359364, -1.01933, 1.0]], ['2, k, 19', [0.0688477, -1.0752, 1.0]], ['2, k, 20', [-0.153918, 0.348208, 1.0]], ['2, k, 21', [-0.218262, -0.245175, 1.0]], ['2, k, 22', [-0.216216, -0.0969362, 1.0]], ['2, k, 23', [-0.0888809, -0.223733, 1.0]], ['2, k, 24', [-0.0956611, -0.0783165, 1.0]]]
[['2, k, 0', [-0.0436417, -0.250625, 1.0]], ['2, k, 1', [-0.0874669, 0.0732721, 1.0]], ['2, k, 2', [-0.126101, 0.388638, 1.0]], ['2, k, 3', [-0.124454, 0.545764, 1.0]], ['2, k, 4', [-0.306426, 0.261143, 1.0]], ['2, k, 5', [-0.443625, 0.0692549, 1.0]], ['2, k, 6', [-0.347421, -0.114909, 1.0]], ['2, k, 7', [-0.288589, -0.154801, 1.0]], ['2, k, 8', [0.0905114, 0.31299, 1.0]], ['2, k, 9', [0.273931, 0.193693, 1.0]], ['2, k, 10', [0.237085, -0.0159059, 1.0]], ['2, k, 11', [0.194089, -0.0714907, 1.0]], ['2, k, 12', [-0.132695, -0.259643, 1.0]], ['2, k, 13', [-0.203388, -0.645666, 1.0]], ['2, k, 14', [-0.31359, -1.02975, 1.0]], ['2, k, 15', [-0.363749, -1.09354, 1.0]], ['2, k, 16', [0.0467454, -0.23387, 1.0]], ['2, k, 17', [0.0763733, -0.617, 1.0]], ['2, k, 18', [0.0477626, -1.02456, 1.0]], ['2, k, 19', [0.0785698, -1.08833, 1.0]], ['2, k, 20', [-0.116145, 0.310153, 1.0]], ['2, k, 21', [-0.227007, -0.241276, 1.0]], ['2, k, 22', [-0.217196, -0.0986672, 1.0]], ['2, k, 23', [0.163052, -0.152533, 1.0]], ['2, k, 24', [0.13066, -0.0556663, 1.0]]]
[['2, k, 0', [-0.0447357, -0.248627, 1.0]], ['2, k, 1', [-0.0886298, 0.0746537, 1.0]], ['2, k, 2', [-0.128266, 0.389682, 1.0]], ['2, k, 3', [-0.126745, 0.545764, 1.0]], ['2, k, 4', [-0.307262, 0.261653, 1.0]], ['2, k, 5', [-0.44364, 0.0694377, 1.0]], ['2, k, 6', [-0.34814, -0.114856, 1.0]], ['2, k, 7', [-0.287773, -0.153998, 1.0]], ['2, k, 8', [0.0881635, 0.317055, 1.0]], ['2, k, 9', [0.272736, 0.19778, 1.0]], ['2, k, 10', [0.236092, -0.0139209, 1.0]], ['2, k, 11', [0.192506, -0.0690714, 1.0]], ['2, k, 12', [-0.133651, -0.257933, 1.0]], ['2, k, 13', [-0.202508, -0.64205, 1.0]], ['2, k, 14', [-0.311161, -1.02491, 1.0]], ['2, k, 15', [-0.364032, -1.09357, 1.0]], ['2, k, 16', [0.0455464, -0.231645, 1.0]], ['2, k, 17', [0.0759865, -0.617247, 1.0]], ['2, k, 18', [0.0482248, -1.02463, 1.0]], ['2, k, 19', [0.0788182, -1.08846, 1.0]], ['2, k, 20', [-0.117943, 0.311328, 1.0]], ['2, k, 21', [-0.227042, -0.24073, 1.0]], ['2, k, 22', [-0.217764, -0.0989283, 1.0]], ['2, k, 23', [0.163423, -0.154353, 1.0]], ['2, k, 24', [0.128455, -0.0458573, 1.0]]]
[['2, k, 0', [-0.0457288, -0.246321, 1.0]], ['2, k, 1', [-0.0892862, 0.0761238, 1.0]], ['2, k, 2', [-0.129201, 0.390545, 1.0]], ['2, k, 3', [-0.128252, 0.546126, 1.0]], ['2, k, 4', [-0.30786, 0.262075, 1.0]], ['2, k, 5', [-0.443176, 0.0712819, 1.0]], ['2, k, 6', [-0.302121, -0.150074, 1.0]], ['2, k, 7', [-0.230593, -0.202066, 1.0]], ['2, k, 8', [0.0851713, 0.320654, 1.0]], ['2, k, 9', [0.271929, 0.201025, 1.0]], ['2, k, 10', [0.234218, -0.0120975, 1.0]], ['2, k, 11', [0.189953, -0.0690024, 1.0]], ['2, k, 12', [-0.13465, -0.255418, 1.0]], ['2, k, 13', [-0.204906, -0.645931, 1.0]], ['2, k, 14', [-0.310432, -1.02677, 1.0]], ['2, k, 15', [-0.363719, -1.09375, 1.0]], ['2, k, 16', [0.0445948, -0.229643, 1.0]], ['2, k, 17', [0.0760654, -0.617913, 1.0]], ['2, k, 18', [0.0480447, -1.02561, 1.0]], ['2, k, 19', [0.0788574, -1.08857, 1.0]], ['2, k, 20', [-0.118755, 0.312259, 1.0]], ['2, k, 21', [-0.210979, -0.296239, 1.0]], ['2, k, 22', [-0.188675, -0.17038, 1.0]], ['2, k, 23', [0.158489, -0.15383, 1.0]], ['2, k, 24', [0.131678, -0.0532966, 1.0]]]
[['2, k, 0', [-0.046627, -0.244168, 1.0]], ['2, k, 1', [-0.0896575, 0.0775652, 1.0]], ['2, k, 2', [-0.129655, 0.391399, 1.0]], ['2, k, 3', [-0.129798, 0.546274, 1.0]], ['2, k, 4', [-0.308701, 0.263288, 1.0]], ['2, k, 5', [-0.443406, 0.0727933, 1.0]], ['2, k, 6', [-0.342967, -0.106372, 1.0]], ['2, k, 7', [-0.282775, -0.149332, 1.0]], ['2, k, 8', [0.0838409, 0.323184, 1.0]], ['2, k, 9', [0.27143, 0.203817, 1.0]], ['2, k, 10', [0.232536, -0.0103754, 1.0]], ['2, k, 11', [0.190208, -0.064617, 1.0]], ['2, k, 12', [-0.135422, -0.252975, 1.0]], ['2, k, 13', [-0.204674, -0.639463, 1.0]], ['2, k, 14', [-0.310091, -1.02337, 1.0]], ['2, k, 15', [-0.363819, -1.09369, 1.0]], ['2, k, 16', [0.0436108, -0.227842, 1.0]], ['2, k, 17', [0.0748107, -0.61782, 1.0]], ['2, k, 18', [0.0478704, -1.02569, 1.0]], ['2, k, 19', [0.078783, -1.08834, 1.0]], ['2, k, 20', [-0.119176, 0.313105, 1.0]], ['2, k, 21', [-0.224255, -0.235173, 1.0]], ['2, k, 22', [-0.215636, -0.0972465, 1.0]], ['2, k, 23', [0.161001, -0.142327, 1.0]], ['2, k, 24', [0.134462, -0.0577262, 1.0]]]
[['2, k, 0', [-0.0485645, -0.241995, 1.0]], ['2, k, 1', [-0.0907322, 0.079151, 1.0]], ['2, k, 2', [-0.130623, 0.392555, 1.0]], ['2, k, 3', [-0.130959, 0.546243, 1.0]], ['2, k, 4', [-0.310017, 0.265441, 1.0]], ['2, k, 5', [-0.444897, 0.0761319, 1.0]], ['2, k, 6', [-0.346126, -0.103965, 1.0]], ['2, k, 7', [-0.284893, -0.142824, 1.0]], ['2, k, 8', [0.0825298, 0.325391, 1.0]], ['2, k, 9', [0.271169, 0.205722, 1.0]], ['2, k, 10', [0.231346, -0.00735652, 1.0]], ['2, k, 11', [0.187327, -0.0609033, 1.0]], ['2, k, 12', [-0.137295, -0.250861, 1.0]], ['2, k, 13', [-0.20594, -0.63651, 1.0]], ['2, k, 14', [-0.309871, -1.02163, 1.0]], ['2, k, 15', [-0.363916, -1.09315, 1.0]], ['2, k, 16', [0.0416672, -0.225705, 1.0]], ['2, k, 17', [0.0740078, -0.61741, 1.0]], ['2, k, 18', [0.0487399, -1.02409, 1.0]], ['2, k, 19', [0.0785154, -1.08732, 1.0]], ['2, k, 20', [-0.120125, 0.314344, 1.0]], ['2, k, 21', [-0.232845, -0.230239, 1.0]], ['2, k, 22', [-0.217357, -0.0946584, 1.0]], ['2, k, 23', [0.159348, -0.141463, 1.0]], ['2, k, 24', [0.122738, -0.0428447, 1.0]]]
[['2, k, 0', [-0.0521271, -0.238919, 1.0]], ['2, k, 1', [-0.0920741, 0.0811217, 1.0]], ['2, k, 2', [-0.131093, 0.393752, 1.0]], ['2, k, 3', [-0.131733, 0.547005, 1.0]], ['2, k, 4', [-0.311091, 0.267512, 1.0]], ['2, k, 5', [-0.445512, 0.0808772, 1.0]], ['2, k, 6', [-0.358536, -0.103122, 1.0]], ['2, k, 7', [-0.296683, -0.137336, 1.0]], ['2, k, 8', [0.0817029, 0.327072, 1.0]], ['2, k, 9', [0.270131, 0.208194, 1.0]], ['2, k, 10', [0.230136, -0.00603563, 1.0]], ['2, k, 11', [0.186146, -0.0600993, 1.0]], ['2, k, 12', [-0.140769, -0.247685, 1.0]], ['2, k, 13', [-0.207951, -0.635478, 1.0]], ['2, k, 14', [-0.309838, -1.02153, 1.0]], ['2, k, 15', [-0.363865, -1.09312, 1.0]], ['2, k, 16', [0.0381164, -0.222848, 1.0]], ['2, k, 17', [0.0696664, -0.622423, 1.0]], ['2, k, 18', [0.0478629, -1.02391, 1.0]], ['2, k, 19', [0.0783176, -1.08721, 1.0]], ['2, k, 20', [-0.120757, 0.315598, 1.0]], ['2, k, 21', [-0.237001, -0.232532, 1.0]], ['2, k, 22', [-0.227824, -0.10382, 1.0]], ['2, k, 23', [0.157151, -0.143036, 1.0]], ['2, k, 24', [0.131013, -0.054809, 1.0]]]
[['2, k, 0', [-0.0563801, -0.236242, 1.0]], ['2, k, 1', [-0.0937805, 0.0828016, 1.0]], ['2, k, 2', [-0.13145, 0.394612, 1.0]], ['2, k, 3', [-0.132251, 0.546938, 1.0]], ['2, k, 4', [-0.312525, 0.271211, 1.0]], ['2, k, 5', [-0.447343, 0.0869109, 1.0]], ['2, k, 6', [-0.360675, -0.0975396, 1.0]], ['2, k, 7', [-0.301282, -0.131871, 1.0]], ['2, k, 8', [0.080955, 0.328674, 1.0]], ['2, k, 9', [0.269911, 0.208608, 1.0]], ['2, k, 10', [0.228553, -0.00553138, 1.0]], ['2, k, 11', [0.18453, -0.0596922, 1.0]], ['2, k, 12', [-0.14513, -0.244067, 1.0]], ['2, k, 13', [-0.210711, -0.631525, 1.0]], ['2, k, 14', [-0.309786, -1.0216, 1.0]], ['2, k, 15', [-0.364016, -1.09295, 1.0]], ['2, k, 16', [0.0340963, -0.221078, 1.0]], ['2, k, 17', [0.0688273, -0.621493, 1.0]], ['2, k, 18', [0.046771, -1.02168, 1.0]], ['2, k, 19', [0.0783405, -1.08653, 1.0]], ['2, k, 20', [-0.121352, 0.316573, 1.0]], ['2, k, 21', [-0.243026, -0.217437, 1.0]], ['2, k, 22', [-0.240215, -0.108409, 1.0]], ['2, k, 23', [0.153798, -0.14237, 1.0]], ['2, k, 24', [0.132704, -0.054897, 1.0]]]
[['2, k, 0', [-0.059559, -0.234248, 1.0]], ['2, k, 1', [-0.0955163, 0.0845033, 1.0]], ['2, k, 2', [-0.132315, 0.396247, 1.0]], ['2, k, 3', [-0.132284, 0.547269, 1.0]], ['2, k, 4', [-0.313311, 0.27424, 1.0]], ['2, k, 5', [-0.448973, 0.0968449, 1.0]], ['2, k, 6', [-0.36441, -0.0886379, 1.0]], ['2, k, 7', [-0.308274, -0.127459, 1.0]], ['2, k, 8', [0.0805622, 0.329984, 1.0]], ['2, k, 9', [0.269141, 0.210197, 1.0]], ['2, k, 10', [0.225445, -0.00479867, 1.0]], ['2, k, 11', [0.180555, -0.0581337, 1.0]], ['2, k, 12', [-0.148149, -0.242164, 1.0]], ['2, k, 13', [-0.216154, -0.630292, 1.0]], ['2, k, 14', [-0.309918, -1.02177, 1.0]], ['2, k, 15', [-0.364046, -1.09293, 1.0]], ['2, k, 16', [0.0308761, -0.219136, 1.0]], ['2, k, 17', [0.0626732, -0.626842, 1.0]], ['2, k, 18', [0.0458464, -1.02158, 1.0]], ['2, k, 19', [0.0784468, -1.08691, 1.0]], ['2, k, 20', [-0.122461, 0.31826, 1.0]], ['2, k, 21', [-0.248137, -0.211368, 1.0]], ['2, k, 22', [-0.254854, -0.102893, 1.0]], ['2, k, 23', [0.148654, -0.135867, 1.0]], ['2, k, 24', [0.126216, -0.0550197, 1.0]]]
[['2, k, 0', [-0.064251, -0.231469, 1.0]], ['2, k, 1', [-0.0970369, 0.0859534, 1.0]], ['2, k, 2', [-0.132062, 0.396766, 1.0]], ['2, k, 3', [-0.132156, 0.546788, 1.0]], ['2, k, 4', [-0.314505, 0.277837, 1.0]], ['2, k, 5', [-0.450452, 0.0995404, 1.0]], ['2, k, 6', [-0.366561, -0.084951, 1.0]], ['2, k, 7', [-0.313971, -0.117629, 1.0]], ['2, k, 8', [0.0801078, 0.331205, 1.0]], ['2, k, 9', [0.268851, 0.210555, 1.0]], ['2, k, 10', [0.222542, -0.00494462, 1.0]], ['2, k, 11', [0.175022, -0.0577463, 1.0]], ['2, k, 12', [-0.152368, -0.23937, 1.0]], ['2, k, 13', [-0.219862, -0.630472, 1.0]], ['2, k, 14', [-0.309963, -1.02173, 1.0]], ['2, k, 15', [-0.364279, -1.09267, 1.0]], ['2, k, 16', [0.025819, -0.216522, 1.0]], ['2, k, 17', [0.0617322, -0.62563, 1.0]], ['2, k, 18', [0.0453167, -1.02073, 1.0]], ['2, k, 19', [0.0784334, -1.08701, 1.0]], ['2, k, 20', [-0.122624, 0.318891, 1.0]], ['2, k, 21', [-0.255078, -0.201162, 1.0]], ['2, k, 22', [-0.243141, -0.0668296, 1.0]], ['2, k, 23', [0.142996, -0.136705, 1.0]], ['2, k, 24', [0.112424, -0.0415846, 1.0]]]
[['2, k, 0', [-0.0681062, -0.229488, 1.0]], ['2, k, 1', [-0.0982792, 0.0869184, 1.0]], ['2, k, 2', [-0.131594, 0.397284, 1.0]], ['2, k, 3', [-0.13179, 0.546578, 1.0]], ['2, k, 4', [-0.315342, 0.281202, 1.0]], ['2, k, 5', [-0.454009, 0.108056, 1.0]], ['2, k, 6', [-0.370995, -0.0767462, 1.0]], ['2, k, 7', [-0.31665, -0.11407, 1.0]], ['2, k, 8', [0.0794713, 0.331669, 1.0]], ['2, k, 9', [0.267793, 0.212443, 1.0]], ['2, k, 10', [0.22063, -0.00436009, 1.0]], ['2, k, 11', [0.175154, -0.0556544, 1.0]], ['2, k, 12', [-0.156384, -0.236307, 1.0]], ['2, k, 13', [-0.223349, -0.630579, 1.0]], ['2, k, 14', [-0.309901, -1.02157, 1.0]], ['2, k, 15', [-0.363598, -1.09179, 1.0]], ['2, k, 16', [0.0221718, -0.21557, 1.0]], ['2, k, 17', [0.0581235, -0.622995, 1.0]], ['2, k, 18', [0.045216, -1.01854, 1.0]], ['2, k, 19', [0.0781198, -1.08657, 1.0]], ['2, k, 20', [-0.122823, 0.319641, 1.0]], ['2, k, 21', [-0.25726, -0.193371, 1.0]], ['2, k, 22', [-0.244572, -0.0632822, 1.0]], ['2, k, 23', [0.139508, -0.135568, 1.0]], ['2, k, 24', [0.119415, -0.0529688, 1.0]]]
[['2, k, 0', [-0.0727196, -0.226944, 1.0]], ['2, k, 1', [-0.100243, 0.0882836, 1.0]], ['2, k, 2', [-0.131482, 0.39751, 1.0]], ['2, k, 3', [-0.131515, 0.546669, 1.0]], ['2, k, 4', [-0.316275, 0.284046, 1.0]], ['2, k, 5', [-0.458502, 0.116111, 1.0]], ['2, k, 6', [-0.372487, -0.0723596, 1.0]], ['2, k, 7', [-0.31497, -0.112094, 1.0]], ['2, k, 8', [0.0789006, 0.331578, 1.0]], ['2, k, 9', [0.267588, 0.212157, 1.0]], ['2, k, 10', [0.218284, -0.00427668, 1.0]], ['2, k, 11', [0.169792, -0.0564325, 1.0]], ['2, k, 12', [-0.160797, -0.233186, 1.0]], ['2, k, 13', [-0.226268, -0.628611, 1.0]], ['2, k, 14', [-0.310391, -1.0219, 1.0]], ['2, k, 15', [-0.36359, -1.09135, 1.0]], ['2, k, 16', [0.0175348, -0.213745, 1.0]], ['2, k, 17', [0.0559034, -0.621863, 1.0]], ['2, k, 18', [0.0441155, -1.0147, 1.0]], ['2, k, 19', [0.0775195, -1.08634, 1.0]], ['2, k, 20', [-0.123049, 0.320071, 1.0]], ['2, k, 21', [-0.255999, -0.188757, 1.0]], ['2, k, 22', [-0.249289, -0.0553449, 1.0]], ['2, k, 23', [0.134191, -0.136593, 1.0]], ['2, k, 24', [0.112867, -0.0509764, 1.0]]]
[['2, k, 0', [-0.0762925, -0.224741, 1.0]], ['2, k, 1', [-0.101775, 0.0897041, 1.0]], ['2, k, 2', [-0.131128, 0.398279, 1.0]], ['2, k, 3', [-0.130526, 0.546322, 1.0]], ['2, k, 4', [-0.31762, 0.286749, 1.0]], ['2, k, 5', [-0.461118, 0.118641, 1.0]], ['2, k, 6', [-0.378484, -0.0683362, 1.0]], ['2, k, 7', [-0.31824, -0.108985, 1.0]], ['2, k, 8', [0.0778489, 0.331201, 1.0]], ['2, k, 9', [0.266709, 0.211127, 1.0]], ['2, k, 10', [0.216195, -0.00420516, 1.0]], ['2, k, 11', [0.166996, -0.0560482, 1.0]], ['2, k, 12', [-0.164634, -0.23003, 1.0]], ['2, k, 13', [-0.228248, -0.62629, 1.0]], ['2, k, 14', [-0.3107, -1.02227, 1.0]], ['2, k, 15', [-0.36325, -1.09098, 1.0]], ['2, k, 16', [0.0143312, -0.212445, 1.0]], ['2, k, 17', [0.0518834, -0.619925, 1.0]], ['2, k, 18', [0.0443097, -1.0139, 1.0]], ['2, k, 19', [0.0773411, -1.08537, 1.0]], ['2, k, 20', [-0.123271, 0.321032, 1.0]], ['2, k, 21', [-0.260122, -0.179591, 1.0]], ['2, k, 22', [-0.254813, -0.0528024, 1.0]], ['2, k, 23', [0.127488, -0.136742, 1.0]], ['2, k, 24', [0.119567, -0.047154, 1.0]]]
[['2, k, 0', [-0.0813067, -0.223084, 1.0]], ['2, k, 1', [-0.104035, 0.0908252, 1.0]], ['2, k, 2', [-0.131174, 0.398692, 1.0]], ['2, k, 3', [-0.129851, 0.545403, 1.0]], ['2, k, 4', [-0.318746, 0.289627, 1.0]], ['2, k, 5', [-0.463886, 0.122575, 1.0]], ['2, k, 6', [-0.380327, -0.0669373, 1.0]], ['2, k, 7', [-0.320104, -0.106919, 1.0]], ['2, k, 8', [0.077024, 0.330215, 1.0]], ['2, k, 9', [0.265361, 0.209859, 1.0]], ['2, k, 10', [0.211467, -0.00511067, 1.0]], ['2, k, 11', [0.162527, -0.0577313, 1.0]], ['2, k, 12', [-0.169639, -0.227821, 1.0]], ['2, k, 13', [-0.233835, -0.629299, 1.0]], ['2, k, 14', [-0.310886, -1.02209, 1.0]], ['2, k, 15', [-0.362945, -1.09081, 1.0]], ['2, k, 16', [0.00949045, -0.211445, 1.0]], ['2, k, 17', [0.0476319, -0.616301, 1.0]], ['2, k, 18', [0.0448575, -1.01173, 1.0]], ['2, k, 19', [0.0764462, -1.08327, 1.0]], ['2, k, 20', [-0.123807, 0.321708, 1.0]], ['2, k, 21', [-0.264311, -0.178475, 1.0]], ['2, k, 22', [-0.259242, -0.0489834, 1.0]], ['2, k, 23', [0.122324, -0.136875, 1.0]], ['2, k, 24', [0.107554, -0.0513354, 1.0]]]
[['2, k, 0', [-0.0850375, -0.222147, 1.0]], ['2, k, 1', [-0.106154, 0.0913411, 1.0]], ['2, k, 2', [-0.131563, 0.398518, 1.0]], ['2, k, 3', [-0.129181, 0.544562, 1.0]], ['2, k, 4', [-0.320065, 0.292245, 1.0]], ['2, k, 5', [-0.466997, 0.127914, 1.0]], ['2, k, 6', [-0.379958, -0.0670375, 1.0]], ['2, k, 7', [-0.321278, -0.105279, 1.0]], ['2, k, 8', [0.07529, 0.328762, 1.0]], ['2, k, 9', [0.264381, 0.208405, 1.0]], ['2, k, 10', [0.207785, -0.00574269, 1.0]], ['2, k, 11', [0.158814, -0.0571123, 1.0]], ['2, k, 12', [-0.173489, -0.22677, 1.0]], ['2, k, 13', [-0.235851, -0.627444, 1.0]], ['2, k, 14', [-0.311333, -1.02185, 1.0]], ['2, k, 15', [-0.364209, -1.09056, 1.0]], ['2, k, 16', [0.00598866, -0.210702, 1.0]], ['2, k, 17', [0.0444421, -0.616194, 1.0]], ['2, k, 18', [0.0441471, -1.0077, 1.0]], ['2, k, 19', [0.0755922, -1.08228, 1.0]], ['2, k, 20', [-0.12457, 0.321914, 1.0]], ['2, k, 21', [-0.269423, -0.18059, 1.0]], ['2, k, 22', [-0.260431, -0.0539795, 1.0]], ['2, k, 23', [0.116471, -0.137591, 1.0]], ['2, k, 24', [0.107101, -0.0530221, 1.0]]]
[['2, k, 0', [-0.090299, -0.220556, 1.0]], ['2, k, 1', [-0.108436, 0.0919777, 1.0]], ['2, k, 2', [-0.13153, 0.398328, 1.0]], ['2, k, 3', [-0.128938, 0.544613, 1.0]], ['2, k, 4', [-0.321278, 0.294835, 1.0]], ['2, k, 5', [-0.469588, 0.133342, 1.0]], ['2, k, 6', [-0.384788, -0.0630605, 1.0]], ['2, k, 7', [-0.328618, -0.100816, 1.0]], ['2, k, 8', [0.0752603, 0.328697, 1.0]], ['2, k, 9', [0.262168, 0.205938, 1.0]], ['2, k, 10', [0.203526, -0.0065471, 1.0]], ['2, k, 11', [0.153882, -0.0577193, 1.0]], ['2, k, 12', [-0.178744, -0.223875, 1.0]], ['2, k, 13', [-0.23845, -0.626189, 1.0]], ['2, k, 14', [-0.312228, -1.02155, 1.0]], ['2, k, 15', [-0.364033, -1.09016, 1.0]], ['2, k, 16', [0.000748536, -0.210371, 1.0]], ['2, k, 17', [0.0414342, -0.622332, 1.0]], ['2, k, 18', [0.0443721, -1.00604, 1.0]], ['2, k, 19', [0.0758902, -1.08224, 1.0]], ['2, k, 20', [-0.124965, 0.322028, 1.0]], ['2, k, 21', [-0.277364, -0.175226, 1.0]], ['2, k, 22', [-0.266807, -0.0486955, 1.0]], ['2, k, 23', [0.110932, -0.137185, 1.0]], ['2, k, 24', [0.0970356, -0.0532201, 1.0]]]
[['2, k, 0', [-0.09568, -0.219576, 1.0]], ['2, k, 1', [-0.11177, 0.0927699, 1.0]], ['2, k, 2', [-0.13225, 0.398471, 1.0]], ['2, k, 3', [-0.128566, 0.544543, 1.0]], ['2, k, 4', [-0.32249, 0.296838, 1.0]], ['2, k, 5', [-0.472115, 0.135544, 1.0]], ['2, k, 6', [-0.396153, -0.0579151, 1.0]], ['2, k, 7', [-0.335598, -0.0976732, 1.0]], ['2, k, 8', [0.0737818, 0.325985, 1.0]], ['2, k, 9', [0.258914, 0.200979, 1.0]], ['2, k, 10', [0.200207, -0.00722927, 1.0]], ['2, k, 11', [0.14985, -0.055571, 1.0]], ['2, k, 12', [-0.184284, -0.222562, 1.0]], ['2, k, 13', [-0.240661, -0.62494, 1.0]], ['2, k, 14', [-0.313059, -1.02093, 1.0]], ['2, k, 15', [-0.362942, -1.08864, 1.0]], ['2, k, 16', [-0.00422189, -0.209824, 1.0]], ['2, k, 17', [0.0404187, -0.622156, 1.0]], ['2, k, 18', [0.0443989, -1.00595, 1.0]], ['2, k, 19', [0.0760491, -1.08262, 1.0]], ['2, k, 20', [-0.12624, 0.322452, 1.0]], ['2, k, 21', [-0.2858, -0.168471, 1.0]], ['2, k, 22', [-0.274445, -0.0441535, 1.0]], ['2, k, 23', [0.105532, -0.137293, 1.0]], ['2, k, 24', [0.0934686, -0.0493938, 1.0]]]
[['2, k, 0', [-0.10135, -0.218616, 1.0]], ['2, k, 1', [-0.115262, 0.0937208, 1.0]], ['2, k, 2', [-0.133167, 0.398956, 1.0]], ['2, k, 3', [-0.128111, 0.54406, 1.0]], ['2, k, 4', [-0.323876, 0.300198, 1.0]], ['2, k, 5', [-0.475301, 0.141412, 1.0]], ['2, k, 6', [-0.396468, -0.057776, 1.0]], ['2, k, 7', [-0.339696, -0.0943795, 1.0]], ['2, k, 8', [0.0723177, 0.324447, 1.0]], ['2, k, 9', [0.257216, 0.199182, 1.0]], ['2, k, 10', [0.193601, -0.00882996, 1.0]], ['2, k, 11', [0.142823, -0.060071, 1.0]], ['2, k, 12', [-0.189495, -0.221065, 1.0]], ['2, k, 13', [-0.244471, -0.62284, 1.0]], ['2, k, 14', [-0.313557, -1.02066, 1.0]], ['2, k, 15', [-0.36298, -1.08853, 1.0]], ['2, k, 16', [-0.0101985, -0.209512, 1.0]], ['2, k, 17', [0.0393494, -0.62149, 1.0]], ['2, k, 18', [0.0443203, -1.00493, 1.0]], ['2, k, 19', [0.0749559, -1.08293, 1.0]], ['2, k, 20', [-0.127805, 0.323177, 1.0]], ['2, k, 21', [-0.292812, -0.169715, 1.0]], ['2, k, 22', [-0.277094, -0.0428244, 1.0]], ['2, k, 23', [0.0997771, -0.141057, 1.0]], ['2, k, 24', [0.0951971, -0.0505864, 1.0]]]
[['2, k, 0', [-0.106528, -0.217463, 1.0]], ['2, k, 1', [-0.117103, 0.0940358, 1.0]], ['2, k, 2', [-0.132876, 0.398599, 1.0]], ['2, k, 3', [-0.127218, 0.542811, 1.0]], ['2, k, 4', [-0.325209, 0.302775, 1.0]], ['2, k, 5', [-0.480878, 0.145339, 1.0]], ['2, k, 6', [-0.39546, -0.0565091, 1.0]], ['2, k, 7', [-0.341628, -0.0939768, 1.0]], ['2, k, 8', [0.0718992, 0.323424, 1.0]], ['2, k, 9', [0.253987, 0.192407, 1.0]], ['2, k, 10', [0.189068, -0.00940021, 1.0]], ['2, k, 11', [0.139275, -0.0598605, 1.0]], ['2, k, 12', [-0.194106, -0.219444, 1.0]], ['2, k, 13', [-0.246508, -0.622097, 1.0]], ['2, k, 14', [-0.313771, -1.02022, 1.0]], ['2, k, 15', [-0.36299, -1.08848, 1.0]], ['2, k, 16', [-0.0158373, -0.208943, 1.0]], ['2, k, 17', [0.0370082, -0.619587, 1.0]], ['2, k, 18', [0.0438515, -1.00454, 1.0]], ['2, k, 19', [0.0740188, -1.08278, 1.0]], ['2, k, 20', [-0.128233, 0.323174, 1.0]], ['2, k, 21', [-0.298034, -0.174736, 1.0]], ['2, k, 22', [-0.279122, -0.0509379, 1.0]], ['2, k, 23', [0.0901951, -0.138718, 1.0]], ['2, k, 24', [0.0924255, -0.048906, 1.0]]]
