[['2, k, 0', [-0.3862378, 0.0132187, 1.0]], ['2, k, 1', [-0.4083534, 0.3190156, 1.0]], ['2, k, 2', [-0.4267578, 0.613198, 1.0]], ['2, k, 3', [-0.4340899, 0.7451192, 1.0]], ['2, k, 4', [-0.5916142, 0.5008054, 1.0]], ['2, k, 5', [-0.6807894, 0.2816125, 1.0]], ['2, k, 6', [-0.712876, 0.08253676, 1.0]], ['2, k, 7', [-0.7046758, 0.005836233, 1.0]], ['2, k, 8', [-0.2381437, 0.5398116, 1.0]], ['2, k, 9', [-0.07664528, 0.3450318, 1.0]], ['2, k, 10', [0.08363557, 0.2106993, 1.0]], ['2, k, 11', [0.1505894, 0.150733, 1.0]], ['2, k, 12', [-0.4595175, 0.01180558, 1.0]], ['2, k, 13', [-0.4593029, -0.3557069, 1.0]], ['2, k, 14', [-0.473561, -0.6591592, 1.0]], ['2, k, 15', [-0.492016, -0.7275943, 1.0]], ['2, k, 16', [-0.300689, 0.01362923, 1.0]], ['2, k, 17', [-0.2653981, -0.3803467, 1.0]], ['2, k, 18', [-0.1972235, -0.6399236, 1.0]], ['2, k, 19', [-0.1662023, -0.7027251, 1.0]], ['2, k, 20', [-0.422751, 0.5412056, 1.0]], ['2, k, 21', [-0.6967811, -0.07626096, 1.0]], ['2, k, 22', [-0.6441124, -0.01029154, 1.0]], ['2, k, 23', [0.2045108, 0.09991357, 1.0]], ['2, k, 24', [0.1347357, 0.1579733, 1.0]]]
[['2, k, 0', [-0.4001916, 0.04745983, 1.0]], ['2, k, 1', [-0.4006698, 0.3405819, 1.0]], ['2, k, 2', [-0.396571, 0.6242893, 1.0]], ['2, k, 3', [-0.4011075, 0.757013, 1.0]], ['2, k, 4', [-0.5769106, 0.6004875, 1.0]], ['2, k, 5', [-0.7455767, 0.7109842, 1.0]], ['2, k, 6', [-0.872363, 0.8206031, 1.0]], ['2, k, 7', [-0.8838525, 0.8335932, 1.0]], ['2, k, 8', [-0.225728, 0.54356, 1.0]], ['2, k, 9', [-0.1144777, 0.3456743, 1.0]], ['2, k, 10', [-0.1529698, 0.1400863, 1.0]], ['2, k, 11', [-0.2006368, 0.1030504, 1.0]], ['2, k, 12', [-0.4736697, 0.05293277, 1.0]], ['2, k, 13', [-0.469751, -0.3395357, 1.0]], ['2, k, 14', [-0.4706859, -0.6607662, 1.0]], ['2, k, 15', [-0.4905714, -0.7274421, 1.0]], ['2, k, 16', [-0.3141935, 0.04063998, 1.0]], ['2, k, 17', [-0.27483, -0.3749662, 1.0]], ['2, k, 18', [-0.189983, -0.6656159, 1.0]], ['2, k, 19', [-0.1573259, -0.7164558, 1.0]], ['2, k, 20', [-0.3980971, 0.5549138, 1.0]], ['2, k, 21', [-0.9121289, 0.880347, 1.0]], ['2, k, 22', [-0.8758397, 0.8474725, 1.0]], ['2, k, 23', [-0.2224707, 0.05110223, 1.0]], ['2, k, 24', [-0.2492563, 0.1387673, 1.0]]]
[['2, k, 0', [-0.398677, 0.04564466, 1.0]], ['2, k, 1', [-0.3985852, 0.3398167, 1.0]], ['2, k, 2', [-0.3938836, 0.6240293, 1.0]], ['2, k, 3', [-0.3981199, 0.7558303, 1.0]], ['2, k, 4', [-0.5739263, 0.5950263, 1.0]], ['2, k, 5', [-0.764546, 0.6924563, 1.0]], ['2, k, 6', [-0.9071621, 0.7907137, 1.0]], ['2, k, 7', [-0.9187588, 0.7995887, 1.0]], ['2, k, 8', [-0.2234372, 0.5417613, 1.0]], ['2, k, 9', [-0.1125709, 0.3451792, 1.0]], ['2, k, 10', [-0.1522496, 0.1401894, 1.0]], ['2, k, 11', [-0.2007053, 0.1025695, 1.0]], ['2, k, 12', [-0.4722522, 0.05127869, 1.0]], ['2, k, 13', [-0.4699605, -0.3392898, 1.0]], ['2, k, 14', [-0.470687, -0.6607826, 1.0]], ['2, k, 15', [-0.4903661, -0.7274532, 1.0]], ['2, k, 16', [-0.3125755, 0.03866366, 1.0]], ['2, k, 17', [-0.2725646, -0.3753749, 1.0]], ['2, k, 18', [-0.1878398, -0.6666847, 1.0]], ['2, k, 19', [-0.1563642, -0.7192667, 1.0]], ['2, k, 20', [-0.3955903, 0.5545208, 1.0]], ['2, k, 21', [-0.9489066, 0.8464996, 1.0]], ['2, k, 22', [-0.9079388, 0.7962186, 1.0]], ['2, k, 23', [-0.2203315, 0.04987599, 1.0]], ['2, k, 24', [-0.2497257, 0.1381133, 1.0]]]
[['2, k, 0', [-0.397407, 0.04410205, 1.0]], ['2, k, 1', [-0.3978596, 0.3395414, 1.0]], ['2, k, 2', [-0.3938124, 0.6245888, 1.0]], ['2, k, 3', [-0.3958358, 0.755289, 1.0]], ['2, k, 4', [-0.5708053, 0.5889389, 1.0]], ['2, k, 5', [-0.7783464, 0.6587923, 1.0]], ['2, k, 6', [-0.9203058, 0.7337979, 1.0]], ['2, k, 7', [-0.9595545, 0.7610129, 1.0]], ['2, k, 8', [-0.2220815, 0.5409252, 1.0]], ['2, k, 9', [-0.1107488, 0.344822, 1.0]], ['2, k, 10', [-0.1499064, 0.1398203, 1.0]], ['2, k, 11', [-0.2003171, 0.1033243, 1.0]], ['2, k, 12', [-0.4710597, 0.04981905, 1.0]], ['2, k, 13', [-0.4701127, -0.3393267, 1.0]], ['2, k, 14', [-0.4707674, -0.6608027, 1.0]], ['2, k, 15', [-0.4906702, -0.7276959, 1.0]], ['2, k, 16', [-0.3112373, 0.03705422, 1.0]], ['2, k, 17', [-0.2736483, -0.3756373, 1.0]], ['2, k, 18', [-0.1884656, -0.6616757, 1.0]], ['2, k, 19', [-0.1581981, -0.71612, 1.0]], ['2, k, 20', [-0.3953393, 0.5548537, 1.0]], ['2, k, 21', [-1.01419, 0.8163646, 1.0]], ['2, k, 22', [-0.9457086, 0.7616548, 1.0]], ['2, k, 23', [-0.2208076, 0.05068849, 1.0]], ['2, k, 24', [-0.2244418, 0.1497855, 1.0]]]
[['2, k, 0', [-0.3958867, 0.04219911, 1.0]], ['2, k, 1', [-0.3966201, 0.3385889, 1.0]], ['2, k, 2', [-0.393221, 0.6243163, 1.0]], ['2, k, 3', [-0.3929533, 0.7543766, 1.0]], ['2, k, 4', [-0.568469, 0.5836831, 1.0]], ['2, k, 5', [-0.7697324, 0.6100328, 1.0]], ['2, k, 6', [-0.919736, 0.6589745, 1.0]], ['2, k, 7', [-0.9587592, 0.679015, 1.0]], ['2, k, 8', [-0.2191381, 0.5404344, 1.0]], ['2, k, 9', [-0.1069939, 0.3441395, 1.0]], ['2, k, 10', [-0.1495527, 0.1401481, 1.0]], ['2, k, 11', [-0.200141, 0.1038352, 1.0]], ['2, k, 12', [-0.4697697, 0.04818561, 1.0]], ['2, k, 13', [-0.4699601, -0.3393585, 1.0]], ['2, k, 14', [-0.4707299, -0.6608701, 1.0]], ['2, k, 15', [-0.4900782, -0.7275901, 1.0]], ['2, k, 16', [-0.3094915, 0.03489571, 1.0]], ['2, k, 17', [-0.2736308, -0.3758565, 1.0]], ['2, k, 18', [-0.187018, -0.6642028, 1.0]], ['2, k, 19', [-0.1569543, -0.7200212, 1.0]], ['2, k, 20', [-0.3945879, 0.554441, 1.0]], ['2, k, 21', [-1.006451, 0.7196947, 1.0]], ['2, k, 22', [-0.9593745, 0.6834682, 1.0]], ['2, k, 23', [-0.1925198, 0.02277446, 1.0]], ['2, k, 24', [-0.2497016, 0.1224988, 1.0]]]
[['2, k, 0', [-0.3948988, 0.03988624, 1.0]], ['2, k, 1', [-0.3960752, 0.3378715, 1.0]], ['2, k, 2', [-0.3930853, 0.6243426, 1.0]], ['2, k, 3', [-0.389915, 0.7531387, 1.0]], ['2, k, 4', [-0.5665007, 0.5761659, 1.0]], ['2, k, 5', [-0.7800027, 0.5863535, 1.0]], ['2, k, 6', [-0.941577, 0.6002766, 1.0]], ['2, k, 7', [-0.9978845, 0.6132985, 1.0]], ['2, k, 8', [-0.2170836, 0.5403473, 1.0]], ['2, k, 9', [-0.1063478, 0.3436362, 1.0]], ['2, k, 10', [-0.1479164, 0.1387652, 1.0]], ['2, k, 11', [-0.2006635, 0.1013309, 1.0]], ['2, k, 12', [-0.4689553, 0.04606023, 1.0]], ['2, k, 13', [-0.470163, -0.3408573, 1.0]], ['2, k, 14', [-0.470941, -0.6612247, 1.0]], ['2, k, 15', [-0.4903524, -0.7277266, 1.0]], ['2, k, 16', [-0.3083339, 0.03244131, 1.0]], ['2, k, 17', [-0.2726856, -0.3752976, 1.0]], ['2, k, 18', [-0.18832, -0.6638788, 1.0]], ['2, k, 19', [-0.157195, -0.7190055, 1.0]], ['2, k, 20', [-0.3943764, 0.554339, 1.0]], ['2, k, 21', [-1.061057, 0.6477179, 1.0]], ['2, k, 22', [-0.9927189, 0.6253207, 1.0]], ['2, k, 23', [-0.2303061, 0.00547233, 1.0]], ['2, k, 24', [-0.2512599, 0.1333254, 1.0]]]
[['2, k, 0', [-0.3927289, 0.03706702, 1.0]], ['2, k, 1', [-0.3942406, 0.3362271, 1.0]], ['2, k, 2', [-0.3920737, 0.6238259, 1.0]], ['2, k, 3', [-0.3874193, 0.7523224, 1.0]], ['2, k, 4', [-0.5663172, 0.5712551, 1.0]], ['2, k, 5', [-0.7762857, 0.5390626, 1.0]], ['2, k, 6', [-0.9361536, 0.5258396, 1.0]], ['2, k, 7', [-0.9952883, 0.5248268, 1.0]], ['2, k, 8', [-0.2137033, 0.5391412, 1.0]], ['2, k, 9', [-0.1029088, 0.3409415, 1.0]], ['2, k, 10', [-0.1490939, 0.1378189, 1.0]], ['2, k, 11', [-0.2012363, 0.1009484, 1.0]], ['2, k, 12', [-0.4668059, 0.04303364, 1.0]], ['2, k, 13', [-0.4689309, -0.3419686, 1.0]], ['2, k, 14', [-0.4709621, -0.6611971, 1.0]], ['2, k, 15', [-0.4895366, -0.7274084, 1.0]], ['2, k, 16', [-0.3061738, 0.0298712, 1.0]], ['2, k, 17', [-0.2705642, -0.375401, 1.0]], ['2, k, 18', [-0.1662953, -0.7102532, 1.0]], ['2, k, 19', [-0.1608304, -0.7284763, 1.0]], ['2, k, 20', [-0.3931423, 0.5535703, 1.0]], ['2, k, 21', [-1.065503, 0.5435953, 1.0]], ['2, k, 22', [-0.9867654, 0.5228707, 1.0]], ['2, k, 23', [-0.2296242, 0.008633963, 1.0]], ['2, k, 24', [-0.2526091, 0.1351727, 1.0]]]
[['2, k, 0', [-0.3912044, 0.03443077, 1.0]], ['2, k, 1', [-0.3931732, 0.3349693, 1.0]], ['2, k, 2', [-0.3915614, 0.6235938, 1.0]], ['2, k, 3', [-0.3852471, 0.7517393, 1.0]], ['2, k, 4', [-0.5645619, 0.5609216, 1.0]], ['2, k, 5', [-0.7737881, 0.508719, 1.0]], ['2, k, 6', [-0.9352204, 0.4501587, 1.0]], ['2, k, 7', [-0.9984985, 0.4355976, 1.0]], ['2, k, 8', [-0.2115395, 0.5384181, 1.0]], ['2, k, 9', [-0.1021829, 0.3395232, 1.0]], ['2, k, 10', [-0.1485059, 0.1365085, 1.0]], ['2, k, 11', [-0.2019144, 0.0977307, 1.0]], ['2, k, 12', [-0.4654942, 0.04025814, 1.0]], ['2, k, 13', [-0.4691001, -0.3425942, 1.0]], ['2, k, 14', [-0.4709967, -0.66121, 1.0]], ['2, k, 15', [-0.4908093, -0.7277723, 1.0]], ['2, k, 16', [-0.3044687, 0.02743416, 1.0]], ['2, k, 17', [-0.2690532, -0.374795, 1.0]], ['2, k, 18', [-0.1910335, -0.6536987, 1.0]], ['2, k, 19', [-0.1636183, -0.7042576, 1.0]], ['2, k, 20', [-0.3925, 0.5531241, 1.0]], ['2, k, 21', [-1.069099, 0.4473848, 1.0]], ['2, k, 22', [-0.9864753, 0.4320291, 1.0]], ['2, k, 23', [-0.2289177, 0.005477846, 1.0]], ['2, k, 24', [-0.2510909, 0.1276028, 1.0]]]
[['2, k, 0', [-0.389539, 0.03157867, 1.0]], ['2, k, 1', [-0.3915938, 0.3329501, 1.0]], ['2, k, 2', [-0.3904807, 0.6226541, 1.0]], ['2, k, 3', [-0.3830113, 0.7508221, 1.0]], ['2, k, 4', [-0.5635051, 0.5551312, 1.0]], ['2, k, 5', [-0.7632928, 0.4605051, 1.0]], ['2, k, 6', [-0.9173311, 0.3782036, 1.0]], ['2, k, 7', [-0.9377177, 0.3664866, 1.0]], ['2, k, 8', [-0.2104256, 0.5373694, 1.0]], ['2, k, 9', [-0.1010659, 0.3375396, 1.0]], ['2, k, 10', [-0.1480266, 0.1347115, 1.0]], ['2, k, 11', [-0.2028116, 0.09271201, 1.0]], ['2, k, 12', [-0.4636746, 0.03690253, 1.0]], ['2, k, 13', [-0.4691141, -0.3433026, 1.0]], ['2, k, 14', [-0.4709966, -0.6612522, 1.0]], ['2, k, 15', [-0.4909471, -0.7278729, 1.0]], ['2, k, 16', [-0.3030057, 0.02512769, 1.0]], ['2, k, 17', [-0.2688898, -0.3748267, 1.0]], ['2, k, 18', [-0.1899987, -0.6585734, 1.0]], ['2, k, 19', [-0.160381, -0.711088, 1.0]], ['2, k, 20', [-0.3912593, 0.5519049, 1.0]], ['2, k, 21', [-0.9892514, 0.3316488, 1.0]], ['2, k, 22', [-0.9629122, 0.3408277, 1.0]], ['2, k, 23', [-0.2351005, -0.002343236, 1.0]], ['2, k, 24', [-0.251048, 0.1279785, 1.0]]]
[['2, k, 0', [-0.3886123, 0.02909491, 1.0]], ['2, k, 1', [-0.3908764, 0.3316275, 1.0]], ['2, k, 2', [-0.3900933, 0.6222874, 1.0]], ['2, k, 3', [-0.3816377, 0.7503505, 1.0]], ['2, k, 4', [-0.5641462, 0.549659, 1.0]], ['2, k, 5', [-0.755186, 0.4261947, 1.0]], ['2, k, 6', [-0.8942271, 0.301087, 1.0]], ['2, k, 7', [-0.9168729, 0.286507, 1.0]], ['2, k, 8', [-0.2087765, 0.5368786, 1.0]], ['2, k, 9', [-0.1014212, 0.3374221, 1.0]], ['2, k, 10', [-0.1480192, 0.1345355, 1.0]], ['2, k, 11', [-0.2044642, 0.0922316, 1.0]], ['2, k, 12', [-0.4628243, 0.03425281, 1.0]], ['2, k, 13', [-0.4684527, -0.3441708, 1.0]], ['2, k, 14', [-0.4714208, -0.6615932, 1.0]], ['2, k, 15', [-0.4913134, -0.7282244, 1.0]], ['2, k, 16', [-0.3020458, 0.0228968, 1.0]], ['2, k, 17', [-0.2716889, -0.3758466, 1.0]], ['2, k, 18', [-0.1645609, -0.7137164, 1.0]], ['2, k, 19', [-0.1700542, -0.7131009, 1.0]], ['2, k, 20', [-0.3907832, 0.5513278, 1.0]], ['2, k, 21', [-0.9873345, 0.2400604, 1.0]], ['2, k, 22', [-0.9300253, 0.2538681, 1.0]], ['2, k, 23', [-0.2355639, -0.006376124, 1.0]], ['2, k, 24', [-0.2508092, 0.12717, 1.0]]]
[['2, k, 0', [-0.3870332, 0.02689754, 1.0]], ['2, k, 1', [-0.3900857, 0.3302717, 1.0]], ['2, k, 2', [-0.3899314, 0.6218088, 1.0]], ['2, k, 3', [-0.3808354, 0.7498624, 1.0]], ['2, k, 4', [-0.562138, 0.5423689, 1.0]], ['2, k, 5', [-0.7359839, 0.3789028, 1.0]], ['2, k, 6', [-0.8644974, 0.2386255, 1.0]], ['2, k, 7', [-0.8674012, 0.2230067, 1.0]], ['2, k, 8', [-0.2079462, 0.5366387, 1.0]], ['2, k, 9', [-0.1013092, 0.3373895, 1.0]], ['2, k, 10', [-0.1479561, 0.1346472, 1.0]], ['2, k, 11', [-0.205213, 0.09240893, 1.0]], ['2, k, 12', [-0.4610424, 0.03152034, 1.0]], ['2, k, 13', [-0.4679003, -0.345278, 1.0]], ['2, k, 14', [-0.471514, -0.6617463, 1.0]], ['2, k, 15', [-0.4908399, -0.727915, 1.0]], ['2, k, 16', [-0.3006927, 0.02123405, 1.0]], ['2, k, 17', [-0.2689488, -0.3778327, 1.0]], ['2, k, 18', [-0.1940336, -0.6651872, 1.0]], ['2, k, 19', [-0.156203, -0.7178563, 1.0]], ['2, k, 20', [-0.3904896, 0.5506375, 1.0]], ['2, k, 21', [-0.92949, 0.1513341, 1.0]], ['2, k, 22', [-0.8709401, 0.1759712, 1.0]], ['2, k, 23', [-0.234554, -0.00638958, 1.0]], ['2, k, 24', [-0.2507623, 0.1270254, 1.0]]]
[['2, k, 0', [-0.3858667, 0.0248218, 1.0]], ['2, k, 1', [-0.3897243, 0.3290324, 1.0]], ['2, k, 2', [-0.3901032, 0.621295, 1.0]], ['2, k, 3', [-0.3803372, 0.7494192, 1.0]], ['2, k, 4', [-0.5615664, 0.5362165, 1.0]], ['2, k, 5', [-0.7153004, 0.3415435, 1.0]], ['2, k, 6', [-0.8256593, 0.1752292, 1.0]], ['2, k, 7', [-0.8205481, 0.1658459, 1.0]], ['2, k, 8', [-0.2077031, 0.5364304, 1.0]], ['2, k, 9', [-0.10277, 0.3372973, 1.0]], ['2, k, 10', [-0.1479892, 0.1343067, 1.0]], ['2, k, 11', [-0.2052922, 0.09318706, 1.0]], ['2, k, 12', [-0.459874, 0.02902108, 1.0]], ['2, k, 13', [-0.4679208, -0.345451, 1.0]], ['2, k, 14', [-0.4713376, -0.6615651, 1.0]], ['2, k, 15', [-0.4902298, -0.7275536, 1.0]], ['2, k, 16', [-0.2995757, 0.0196136, 1.0]], ['2, k, 17', [-0.2682711, -0.378063, 1.0]], ['2, k, 18', [-0.1624583, -0.7122411, 1.0]], ['2, k, 19', [-0.1742262, -0.7396958, 1.0]], ['2, k, 20', [-0.3905532, 0.5499633, 1.0]], ['2, k, 21', [-0.8456811, 0.1099783, 1.0]], ['2, k, 22', [-0.8062714, 0.1233855, 1.0]], ['2, k, 23', [-0.2328022, -0.006011479, 1.0]], ['2, k, 24', [-0.2512809, 0.1267869, 1.0]]]
[['2, k, 0', [-0.3846069, 0.02295752, 1.0]], ['2, k, 1', [-0.3891269, 0.3275507, 1.0]], ['2, k, 2', [-0.3901249, 0.6204208, 1.0]], ['2, k, 3', [-0.3801179, 0.7490729, 1.0]], ['2, k, 4', [-0.5622866, 0.5293287, 1.0]], ['2, k, 5', [-0.6981273, 0.3244275, 1.0]], ['2, k, 6', [-0.7606204, 0.1129181, 1.0]], ['2, k, 7', [-0.7704348, 0.07602326, 1.0]], ['2, k, 8', [-0.2076195, 0.5365017, 1.0]], ['2, k, 9', [-0.1037354, 0.3362567, 1.0]], ['2, k, 10', [-0.1481661, 0.1329875, 1.0]], ['2, k, 11', [-0.2069248, 0.09172702, 1.0]], ['2, k, 12', [-0.4585294, 0.02639242, 1.0]], ['2, k, 13', [-0.4680045, -0.3466511, 1.0]], ['2, k, 14', [-0.4713329, -0.6614466, 1.0]], ['2, k, 15', [-0.4900283, -0.7275516, 1.0]], ['2, k, 16', [-0.2983698, 0.01836034, 1.0]], ['2, k, 17', [-0.2678264, -0.3779866, 1.0]], ['2, k, 18', [-0.1893253, -0.6483371, 1.0]], ['2, k, 19', [-0.1634129, -0.7056251, 1.0]], ['2, k, 20', [-0.3904334, 0.5489172, 1.0]], ['2, k, 21', [-0.8159872, -0.002872493, 1.0]], ['2, k, 22', [-0.7378265, 0.04493341, 1.0]], ['2, k, 23', [-0.2346969, -0.00864736, 1.0]], ['2, k, 24', [-0.2511997, 0.126872, 1.0]]]
[['2, k, 0', [-0.3840551, 0.02218105, 1.0]], ['2, k, 1', [-0.3890013, 0.3268353, 1.0]], ['2, k, 2', [-0.3904738, 0.6197789, 1.0]], ['2, k, 3', [-0.3803069, 0.7488008, 1.0]], ['2, k, 4', [-0.5623453, 0.5265305, 1.0]], ['2, k, 5', [-0.6721956, 0.3070619, 1.0]], ['2, k, 6', [-0.7113414, 0.100743, 1.0]], ['2, k, 7', [-0.708193, 0.05279991, 1.0]], ['2, k, 8', [-0.2078342, 0.5367567, 1.0]], ['2, k, 9', [-0.1063264, 0.3367065, 1.0]], ['2, k, 10', [-0.1479766, 0.1336181, 1.0]], ['2, k, 11', [-0.2071111, 0.09339173, 1.0]], ['2, k, 12', [-0.4579662, 0.02524818, 1.0]], ['2, k, 13', [-0.4678131, -0.34761, 1.0]], ['2, k, 14', [-0.4713175, -0.6614392, 1.0]], ['2, k, 15', [-0.4901819, -0.7278671, 1.0]], ['2, k, 16', [-0.297828, 0.01789371, 1.0]], ['2, k, 17', [-0.2678176, -0.3776816, 1.0]], ['2, k, 18', [-0.1899681, -0.6486289, 1.0]], ['2, k, 19', [-0.1635234, -0.7056747, 1.0]], ['2, k, 20', [-0.3906429, 0.5482526, 1.0]], ['2, k, 21', [-0.7077354, -0.01744423, 1.0]], ['2, k, 22', [-0.670336, 0.009292332, 1.0]], ['2, k, 23', [-0.2363506, -0.008854369, 1.0]], ['2, k, 24', [-0.2530646, 0.1100992, 1.0]]]
[['2, k, 0', [-0.3841781, 0.02149124, 1.0]], ['2, k, 1', [-0.3893354, 0.326146, 1.0]], ['2, k, 2', [-0.391205, 0.6191338, 1.0]], ['2, k, 3', [-0.3812209, 0.7481093, 1.0]], ['2, k, 4', [-0.562737, 0.5255014, 1.0]], ['2, k, 5', [-0.6597561, 0.2926353, 1.0]], ['2, k, 6', [-0.6684201, 0.08178903, 1.0]], ['2, k, 7', [-0.6525785, 0.03508944, 1.0]], ['2, k, 8', [-0.2084249, 0.5371426, 1.0]], ['2, k, 9', [-0.1081876, 0.3364629, 1.0]], ['2, k, 10', [-0.1486519, 0.1329392, 1.0]], ['2, k, 11', [-0.2089612, 0.09058456, 1.0]], ['2, k, 12', [-0.4583106, 0.02440756, 1.0]], ['2, k, 13', [-0.4675559, -0.3475747, 1.0]], ['2, k, 14', [-0.4713545, -0.6614463, 1.0]], ['2, k, 15', [-0.4898518, -0.7276614, 1.0]], ['2, k, 16', [-0.2977934, 0.01743877, 1.0]], ['2, k, 17', [-0.2678088, -0.3773408, 1.0]], ['2, k, 18', [-0.186327, -0.6580763, 1.0]], ['2, k, 19', [-0.1610686, -0.7126713, 1.0]], ['2, k, 20', [-0.3912457, 0.5475827, 1.0]], ['2, k, 21', [-0.6520433, -0.06221076, 1.0]], ['2, k, 22', [-0.5871267, 0.04164531, 1.0]], ['2, k, 23', [-0.2332667, -0.00945093, 1.0]], ['2, k, 24', [-0.251617, 0.1208111, 1.0]]]
[['2, k, 0', [-0.3850071, 0.02033301, 1.0]], ['2, k, 1', [-0.3903427, 0.3250695, 1.0]], ['2, k, 2', [-0.3930521, 0.6182467, 1.0]], ['2, k, 3', [-0.3862589, 0.7473104, 1.0]], ['2, k, 4', [-0.5638646, 0.5233331, 1.0]], ['2, k, 5', [-0.6559848, 0.2929347, 1.0]], ['2, k, 6', [-0.6626414, 0.08202317, 1.0]], ['2, k, 7', [-0.6408324, 0.05036611, 1.0]], ['2, k, 8', [-0.2102644, 0.5373468, 1.0]], ['2, k, 9', [-0.1095403, 0.3374172, 1.0]], ['2, k, 10', [-0.1498336, 0.1336962, 1.0]], ['2, k, 11', [-0.2107376, 0.08438811, 1.0]], ['2, k, 12', [-0.4596677, 0.02316993, 1.0]], ['2, k, 13', [-0.4672454, -0.3479128, 1.0]], ['2, k, 14', [-0.4717114, -0.6608737, 1.0]], ['2, k, 15', [-0.4907457, -0.727545, 1.0]], ['2, k, 16', [-0.2981932, 0.01646302, 1.0]], ['2, k, 17', [-0.2671268, -0.3782853, 1.0]], ['2, k, 18', [-0.1793558, -0.6677969, 1.0]], ['2, k, 19', [-0.1602409, -0.7186339, 1.0]], ['2, k, 20', [-0.3928073, 0.5466117, 1.0]], ['2, k, 21', [-0.6104416, -0.006373178, 1.0]], ['2, k, 22', [-0.5906079, 0.03748462, 1.0]], ['2, k, 23', [-0.2377891, -0.01936698, 1.0]], ['2, k, 24', [-0.251204, 0.1224414, 1.0]]]
[['2, k, 0', [-0.3846455, 0.02016219, 1.0]], ['2, k, 1', [-0.3905348, 0.324941, 1.0]], ['2, k, 2', [-0.3949379, 0.6180108, 1.0]], ['2, k, 3', [-0.3896414, 0.747657, 1.0]], ['2, k, 4', [-0.5658172, 0.5226802, 1.0]], ['2, k, 5', [-0.6584487, 0.2938397, 1.0]], ['2, k, 6', [-0.6885602, 0.08670943, 1.0]], ['2, k, 7', [-0.6812704, 0.06059483, 1.0]], ['2, k, 8', [-0.2118558, 0.5383713, 1.0]], ['2, k, 9', [-0.109884, 0.3381293, 1.0]], ['2, k, 10', [-0.1499101, 0.1343009, 1.0]], ['2, k, 11', [-0.2094802, 0.08459347, 1.0]], ['2, k, 12', [-0.4594218, 0.02292044, 1.0]], ['2, k, 13', [-0.4670178, -0.3480011, 1.0]], ['2, k, 14', [-0.4716452, -0.6606564, 1.0]], ['2, k, 15', [-0.4906694, -0.7275197, 1.0]], ['2, k, 16', [-0.2976246, 0.01643911, 1.0]], ['2, k, 17', [-0.2671378, -0.3782855, 1.0]], ['2, k, 18', [-0.1819082, -0.6700021, 1.0]], ['2, k, 19', [-0.1577401, -0.7218471, 1.0]], ['2, k, 20', [-0.3941035, 0.5463684, 1.0]], ['2, k, 21', [-0.6514523, -0.03347202, 1.0]], ['2, k, 22', [-0.6240776, 0.01805545, 1.0]], ['2, k, 23', [-0.2354846, -0.01850774, 1.0]], ['2, k, 24', [-0.2513554, 0.1210463, 1.0]]]
[['2, k, 0', [-0.3831106, 0.02000612, 1.0]], ['2, k, 1', [-0.3905558, 0.3249054, 1.0]], ['2, k, 2', [-0.3965922, 0.6180177, 1.0]], ['2, k, 3', [-0.392267, 0.7479982, 1.0]], ['2, k, 4', [-0.5672706, 0.5219215, 1.0]], ['2, k, 5', [-0.6750935, 0.3039043, 1.0]], ['2, k, 6', [-0.724984, 0.1028277, 1.0]], ['2, k, 7', [-0.7259522, 0.06053706, 1.0]], ['2, k, 8', [-0.2127645, 0.5387507, 1.0]], ['2, k, 9', [-0.1096914, 0.3382946, 1.0]], ['2, k, 10', [-0.1499299, 0.1343813, 1.0]], ['2, k, 11', [-0.2079374, 0.08761261, 1.0]], ['2, k, 12', [-0.4583778, 0.02236205, 1.0]], ['2, k, 13', [-0.4667984, -0.3485274, 1.0]], ['2, k, 14', [-0.4716269, -0.6607455, 1.0]], ['2, k, 15', [-0.4898238, -0.7273675, 1.0]], ['2, k, 16', [-0.295388, 0.01691464, 1.0]], ['2, k, 17', [-0.267181, -0.3781815, 1.0]], ['2, k, 18', [-0.1834338, -0.6705549, 1.0]], ['2, k, 19', [-0.1567566, -0.7236832, 1.0]], ['2, k, 20', [-0.3951553, 0.5463266, 1.0]], ['2, k, 21', [-0.7246929, -0.02461466, 1.0]], ['2, k, 22', [-0.6845452, 0.007744053, 1.0]], ['2, k, 23', [-0.2356915, -0.01440923, 1.0]], ['2, k, 24', [-0.251122, 0.1315492, 1.0]]]
