[['2, k, 0', [-0.02230368, -0.2149433, 1.0]], ['2, k, 1', [-0.02754188, 0.04259909, 1.0]], ['2, k, 2', [-0.03306685, 0.2935066, 1.0]], ['2, k, 3', [-0.03129727, 0.4343277, 1.0]], ['2, k, 4', [-0.1886587, 0.2046124, 1.0]], ['2, k, 5', [-0.1781151, -0.00634769, 1.0]], ['2, k, 6', [-0.08884724, -0.1662672, 1.0]], ['2, k, 7', [-0.04495376, -0.2215343, 1.0]], ['2, k, 8', [0.1216434, 0.2051761, 1.0]], ['2, k, 9', [0.09721313, -0.01249761, 1.0]], ['2, k, 10', [0.01471989, -0.165313, 1.0]], ['2, k, 11', [-0.02091168, -0.211632, 1.0]], ['2, k, 12', [-0.1002197, -0.2121303, 1.0]], ['2, k, 13', [-0.1838996, -0.3812805, 1.0]], ['2, k, 14', [-0.2353195, -0.7175215, 1.0]], ['2, k, 15', [-0.2071742, -0.754514, 1.0]], ['2, k, 16', [0.05610355, -0.2121866, 1.0]], ['2, k, 17', [0.08682985, -0.3967883, 1.0]], ['2, k, 18', [0.1016226, -0.7335044, 1.0]], ['2, k, 19', [0.08117583, -0.7598532, 1.0]], ['2, k, 20', [-0.03163421, 0.231685, 1.0]], ['2, k, 21', [-0.02082595, -0.2677088, 1.0]], ['2, k, 22', [-0.01814516, -0.1840844, 1.0]], ['2, k, 23', [-0.0580541, -0.2649991, 1.0]], ['2, k, 24', [0.02181885, -0.2417027, 1.0]]]
[['2, k, 0', [-0.03571126, -0.127357, 1.0]], ['2, k, 1', [-0.03962259, 0.1022647, 1.0]], ['2, k, 2', [-0.04364933, 0.3274674, 1.0]], ['2, k, 3', [-0.03320508, 0.4546459, 1.0]], ['2, k, 4', [-0.1610028, 0.2662782, 1.0]], ['2, k, 5', [-0.1452405, 0.4798022, 1.0]], ['2, k, 6', [-0.06209271, 0.6842604, 1.0]], ['2, k, 7', [-0.03724432, 0.7469485, 1.0]], ['2, k, 8', [0.124095, 0.2161284, 1.0]], ['2, k, 9', [0.08568735, 0.4032264, 1.0]], ['2, k, 10', [0.009093566, 0.621298, 1.0]], ['2, k, 11', [-0.03511856, 0.7667827, 1.0]], ['2, k, 12', [-0.1087963, -0.1221874, 1.0]], ['2, k, 13', [-0.1796712, -0.3540397, 1.0]], ['2, k, 14', [-0.2350298, -0.7214221, 1.0]], ['2, k, 15', [-0.2135826, -0.7595508, 1.0]], ['2, k, 16', [0.03821022, -0.1290837, 1.0]], ['2, k, 17', [0.08044612, -0.3582467, 1.0]], ['2, k, 18', [0.1037138, -0.7324912, 1.0]], ['2, k, 19', [0.08140619, -0.764755, 1.0]], ['2, k, 20', [-0.0428229, 0.2719993, 1.0]], ['2, k, 21', [-0.01934803, 0.8125469, 1.0]], ['2, k, 22', [-0.005021989, 0.7245998, 1.0]], ['2, k, 23', [-0.0556143, 0.824058, 1.0]], ['2, k, 24', [-0.006460531, 0.7791021, 1.0]]]
[['2, k, 0', [-0.03600941, -0.1267347, 1.0]], ['2, k, 1', [-0.03957362, 0.1024686, 1.0]], ['2, k, 2', [-0.04328363, 0.3274431, 1.0]], ['2, k, 3', [-0.03290791, 0.4547671, 1.0]], ['2, k, 4', [-0.1613705, 0.2726952, 1.0]], ['2, k, 5', [-0.1444824, 0.4910975, 1.0]], ['2, k, 6', [-0.05090167, 0.6937162, 1.0]], ['2, k, 7', [-0.02947566, 0.7599711, 1.0]], ['2, k, 8', [0.1244471, 0.216307, 1.0]], ['2, k, 9', [0.09357526, 0.4412657, 1.0]], ['2, k, 10', [0.01696683, 0.645417, 1.0]], ['2, k, 11', [-0.03275838, 0.7789902, 1.0]], ['2, k, 12', [-0.1089935, -0.120751, 1.0]], ['2, k, 13', [-0.1796323, -0.353548, 1.0]], ['2, k, 14', [-0.2332799, -0.7209076, 1.0]], ['2, k, 15', [-0.2110062, -0.7590737, 1.0]], ['2, k, 16', [0.03789488, -0.1288912, 1.0]], ['2, k, 17', [0.0804367, -0.3579269, 1.0]], ['2, k, 18', [0.1037136, -0.7324824, 1.0]], ['2, k, 19', [0.08135371, -0.7647973, 1.0]], ['2, k, 20', [-0.04257084, 0.2720395, 1.0]], ['2, k, 21', [-0.02635174, 0.8226672, 1.0]], ['2, k, 22', [0.006748811, 0.7285492, 1.0]], ['2, k, 23', [-0.05316127, 0.8364545, 1.0]], ['2, k, 24', [-0.000748904, 0.7798682, 1.0]]]
[['2, k, 0', [-0.03682854, -0.1274744, 1.0]], ['2, k, 1', [-0.03985627, 0.1019575, 1.0]], ['2, k, 2', [-0.04323371, 0.3266145, 1.0]], ['2, k, 3', [-0.03303055, 0.4541605, 1.0]], ['2, k, 4', [-0.1627772, 0.271385, 1.0]], ['2, k, 5', [-0.1455552, 0.4930879, 1.0]], ['2, k, 6', [-0.05293823, 0.6948774, 1.0]], ['2, k, 7', [-0.03108166, 0.7602284, 1.0]], ['2, k, 8', [0.1249636, 0.2161029, 1.0]], ['2, k, 9', [0.09367486, 0.4414988, 1.0]], ['2, k, 10', [0.01500875, 0.6743747, 1.0]], ['2, k, 11', [-0.0251902, 0.7436948, 1.0]], ['2, k, 12', [-0.1100953, -0.121416, 1.0]], ['2, k, 13', [-0.1789048, -0.353552, 1.0]], ['2, k, 14', [-0.2283525, -0.7229519, 1.0]], ['2, k, 15', [-0.2062054, -0.7595482, 1.0]], ['2, k, 16', [0.03722516, -0.1299918, 1.0]], ['2, k, 17', [0.08130723, -0.3578912, 1.0]], ['2, k, 18', [0.1040047, -0.7315922, 1.0]], ['2, k, 19', [0.08127141, -0.7647641, 1.0]], ['2, k, 20', [-0.04259365, 0.2713142, 1.0]], ['2, k, 21', [-0.02416187, 0.8262296, 1.0]], ['2, k, 22', [0.005139572, 0.7309243, 1.0]], ['2, k, 23', [-0.04139683, 0.8007392, 1.0]], ['2, k, 24', [0.0008006563, 0.7726166, 1.0]]]
[['2, k, 0', [-0.03704567, -0.1243916, 1.0]], ['2, k, 1', [-0.03973652, 0.1030489, 1.0]], ['2, k, 2', [-0.04299193, 0.3267082, 1.0]], ['2, k, 3', [-0.03285372, 0.4543324, 1.0]], ['2, k, 4', [-0.164736, 0.2780005, 1.0]], ['2, k, 5', [-0.1518099, 0.4922512, 1.0]], ['2, k, 6', [-0.05417256, 0.6976939, 1.0]], ['2, k, 7', [-0.03134475, 0.7661366, 1.0]], ['2, k, 8', [0.1249847, 0.2162957, 1.0]], ['2, k, 9', [0.09432954, 0.4422195, 1.0]], ['2, k, 10', [0.01544608, 0.6754771, 1.0]], ['2, k, 11', [-0.02520282, 0.7467486, 1.0]], ['2, k, 12', [-0.1095744, -0.1173263, 1.0]], ['2, k, 13', [-0.1783847, -0.3514953, 1.0]], ['2, k, 14', [-0.2204141, -0.7196537, 1.0]], ['2, k, 15', [-0.2107652, -0.7657962, 1.0]], ['2, k, 16', [0.03649103, -0.1277894, 1.0]], ['2, k, 17', [0.0815763, -0.3565104, 1.0]], ['2, k, 18', [0.1027267, -0.7319084, 1.0]], ['2, k, 19', [0.0804377, -0.7645382, 1.0]], ['2, k, 20', [-0.04237381, 0.2715361, 1.0]], ['2, k, 21', [-0.02228219, 0.835862, 1.0]], ['2, k, 22', [0.006137302, 0.7328374, 1.0]], ['2, k, 23', [-0.03972923, 0.8061225, 1.0]], ['2, k, 24', [0.001959721, 0.7723296, 1.0]]]
[['2, k, 0', [-0.03742784, -0.1238549, 1.0]], ['2, k, 1', [-0.03971928, 0.1032027, 1.0]], ['2, k, 2', [-0.04255569, 0.3266005, 1.0]], ['2, k, 3', [-0.03262206, 0.4543077, 1.0]], ['2, k, 4', [-0.1637864, 0.2796443, 1.0]], ['2, k, 5', [-0.1463764, 0.5079148, 1.0]], ['2, k, 6', [-0.05482098, 0.7011165, 1.0]], ['2, k, 7', [-0.03021919, 0.7717513, 1.0]], ['2, k, 8', [0.1250156, 0.2163689, 1.0]], ['2, k, 9', [0.08763383, 0.409756, 1.0]], ['2, k, 10', [0.01729928, 0.6417729, 1.0]], ['2, k, 11', [-0.01501177, 0.7172955, 1.0]], ['2, k, 12', [-0.1097911, -0.1167736, 1.0]], ['2, k, 13', [-0.1782122, -0.3513474, 1.0]], ['2, k, 14', [-0.2247873, -0.7214903, 1.0]], ['2, k, 15', [-0.2144321, -0.76568, 1.0]], ['2, k, 16', [0.03593273, -0.1273262, 1.0]], ['2, k, 17', [0.08152851, -0.3562962, 1.0]], ['2, k, 18', [0.1026464, -0.7320012, 1.0]], ['2, k, 19', [0.08073665, -0.7644057, 1.0]], ['2, k, 20', [-0.04210197, 0.2715295, 1.0]], ['2, k, 21', [-0.02332329, 0.8425115, 1.0]], ['2, k, 22', [0.005414895, 0.7413857, 1.0]], ['2, k, 23', [-0.03746327, 0.7758232, 1.0]], ['2, k, 24', [0.007753058, 0.7664512, 1.0]]]
[['2, k, 0', [-0.03726127, -0.1244282, 1.0]], ['2, k, 1', [-0.03970252, 0.1029285, 1.0]], ['2, k, 2', [-0.04258009, 0.3261977, 1.0]], ['2, k, 3', [-0.03270736, 0.4539977, 1.0]], ['2, k, 4', [-0.1631321, 0.2805031, 1.0]], ['2, k, 5', [-0.1398501, 0.510814, 1.0]], ['2, k, 6', [-0.05719442, 0.705164, 1.0]], ['2, k, 7', [-0.03276494, 0.7725279, 1.0]], ['2, k, 8', [0.1252526, 0.2163894, 1.0]], ['2, k, 9', [0.09716172, 0.4508209, 1.0]], ['2, k, 10', [0.01409232, 0.6816076, 1.0]], ['2, k, 11', [-0.02553843, 0.7595463, 1.0]], ['2, k, 12', [-0.1095503, -0.1173255, 1.0]], ['2, k, 13', [-0.1782231, -0.3512545, 1.0]], ['2, k, 14', [-0.2250286, -0.7217478, 1.0]], ['2, k, 15', [-0.2018091, -0.7577396, 1.0]], ['2, k, 16', [0.03611689, -0.1284371, 1.0]], ['2, k, 17', [0.08186819, -0.3573339, 1.0]], ['2, k, 18', [0.1034683, -0.7343448, 1.0]], ['2, k, 19', [0.08074383, -0.7643788, 1.0]], ['2, k, 20', [-0.04209661, 0.2711684, 1.0]], ['2, k, 21', [-0.02369347, 0.8395263, 1.0]], ['2, k, 22', [0.002260663, 0.7425561, 1.0]], ['2, k, 23', [-0.04489164, 0.8203007, 1.0]], ['2, k, 24', [0.008656512, 0.7732415, 1.0]]]
[['2, k, 0', [-0.03660491, -0.1293027, 1.0]], ['2, k, 1', [-0.03937786, 0.1018612, 1.0]], ['2, k, 2', [-0.04240462, 0.3261523, 1.0]], ['2, k, 3', [-0.03262492, 0.4539938, 1.0]], ['2, k, 4', [-0.1631774, 0.28133, 1.0]], ['2, k, 5', [-0.1395683, 0.5122001, 1.0]], ['2, k, 6', [-0.05532781, 0.7056484, 1.0]], ['2, k, 7', [-0.03211348, 0.7802295, 1.0]], ['2, k, 8', [0.1253417, 0.216466, 1.0]], ['2, k, 9', [0.0971976, 0.4508349, 1.0]], ['2, k, 10', [0.01545127, 0.6842614, 1.0]], ['2, k, 11', [-0.02561747, 0.7616392, 1.0]], ['2, k, 12', [-0.109408, -0.1228896, 1.0]], ['2, k, 13', [-0.1787869, -0.3580738, 1.0]], ['2, k, 14', [-0.2266628, -0.7218133, 1.0]], ['2, k, 15', [-0.2024774, -0.7559922, 1.0]], ['2, k, 16', [0.03716568, -0.1325857, 1.0]], ['2, k, 17', [0.08218622, -0.3588689, 1.0]], ['2, k, 18', [0.1035728, -0.7338586, 1.0]], ['2, k, 19', [0.08040022, -0.7641926, 1.0]], ['2, k, 20', [-0.0418789, 0.2709965, 1.0]], ['2, k, 21', [-0.02533643, 0.8498149, 1.0]], ['2, k, 22', [0.004170625, 0.7499145, 1.0]], ['2, k, 23', [-0.04462593, 0.8221608, 1.0]], ['2, k, 24', [0.009137887, 0.774671, 1.0]]]
[['2, k, 0', [-0.03673372, -0.1295059, 1.0]], ['2, k, 1', [-0.03935777, 0.1018281, 1.0]], ['2, k, 2', [-0.04209562, 0.3262671, 1.0]], ['2, k, 3', [-0.03236401, 0.454171, 1.0]], ['2, k, 4', [-0.1631136, 0.2827457, 1.0]], ['2, k, 5', [-0.1394632, 0.5148734, 1.0]], ['2, k, 6', [-0.05554736, 0.7080832, 1.0]], ['2, k, 7', [-0.03320873, 0.782406, 1.0]], ['2, k, 8', [0.1253634, 0.2164046, 1.0]], ['2, k, 9', [0.09751674, 0.4508534, 1.0]], ['2, k, 10', [0.01621944, 0.6851516, 1.0]], ['2, k, 11', [-0.02450916, 0.7603932, 1.0]], ['2, k, 12', [-0.1094398, -0.1230923, 1.0]], ['2, k, 13', [-0.1786257, -0.356026, 1.0]], ['2, k, 14', [-0.2273056, -0.7215526, 1.0]], ['2, k, 15', [-0.2028091, -0.7553055, 1.0]], ['2, k, 16', [0.03672798, -0.1330432, 1.0]], ['2, k, 17', [0.08216955, -0.3592279, 1.0]], ['2, k, 18', [0.1051412, -0.733614, 1.0]], ['2, k, 19', [0.08036164, -0.7641578, 1.0]], ['2, k, 20', [-0.04166672, 0.2710404, 1.0]], ['2, k, 21', [-0.02620775, 0.8521401, 1.0]], ['2, k, 22', [0.002921408, 0.7566239, 1.0]], ['2, k, 23', [-0.04397891, 0.820787, 1.0]], ['2, k, 24', [0.005029499, 0.7851455, 1.0]]]
[['2, k, 0', [-0.03685576, -0.1290042, 1.0]], ['2, k, 1', [-0.03932758, 0.1019941, 1.0]], ['2, k, 2', [-0.04193239, 0.3263722, 1.0]], ['2, k, 3', [-0.03223855, 0.4543269, 1.0]], ['2, k, 4', [-0.1666333, 0.3074365, 1.0]], ['2, k, 5', [-0.1458808, 0.5329391, 1.0]], ['2, k, 6', [-0.05647693, 0.7085273, 1.0]], ['2, k, 7', [-0.03257049, 0.7829569, 1.0]], ['2, k, 8', [0.1256598, 0.21618, 1.0]], ['2, k, 9', [0.09981734, 0.4502108, 1.0]], ['2, k, 10', [0.01618123, 0.6854471, 1.0]], ['2, k, 11', [-0.02404894, 0.7606066, 1.0]], ['2, k, 12', [-0.1092056, -0.1217737, 1.0]], ['2, k, 13', [-0.1791041, -0.3542209, 1.0]], ['2, k, 14', [-0.2255254, -0.7226084, 1.0]], ['2, k, 15', [-0.2042064, -0.7564145, 1.0]], ['2, k, 16', [0.03632891, -0.1327531, 1.0]], ['2, k, 17', [0.08216365, -0.3592193, 1.0]], ['2, k, 18', [0.1051519, -0.7336262, 1.0]], ['2, k, 19', [0.08150353, -0.7634263, 1.0]], ['2, k, 20', [-0.04152908, 0.2711551, 1.0]], ['2, k, 21', [-0.0259678, 0.8524264, 1.0]], ['2, k, 22', [0.002027814, 0.7515954, 1.0]], ['2, k, 23', [-0.04426993, 0.8216786, 1.0]], ['2, k, 24', [0.00291012, 0.7892515, 1.0]]]
[['2, k, 0', [-0.03731982, -0.1281487, 1.0]], ['2, k, 1', [-0.03915593, 0.1027, 1.0]], ['2, k, 2', [-0.04076057, 0.3274817, 1.0]], ['2, k, 3', [-0.03114753, 0.4555765, 1.0]], ['2, k, 4', [-0.1671859, 0.3076835, 1.0]], ['2, k, 5', [-0.1435894, 0.5389438, 1.0]], ['2, k, 6', [-0.0568068, 0.7085823, 1.0]], ['2, k, 7', [-0.0329495, 0.7844359, 1.0]], ['2, k, 8', [0.1257479, 0.2158652, 1.0]], ['2, k, 9', [0.09991604, 0.4503195, 1.0]], ['2, k, 10', [0.01932766, 0.688134, 1.0]], ['2, k, 11', [-0.02422339, 0.7636676, 1.0]], ['2, k, 12', [-0.1098549, -0.1201289, 1.0]], ['2, k, 13', [-0.1789527, -0.3533052, 1.0]], ['2, k, 14', [-0.2267149, -0.7228451, 1.0]], ['2, k, 15', [-0.2049474, -0.7558753, 1.0]], ['2, k, 16', [0.03601024, -0.1323999, 1.0]], ['2, k, 17', [0.08208203, -0.3592555, 1.0]], ['2, k, 18', [0.1045679, -0.7332518, 1.0]], ['2, k, 19', [0.08163964, -0.7634136, 1.0]], ['2, k, 20', [-0.04064011, 0.2721394, 1.0]], ['2, k, 21', [-0.02517066, 0.8557855, 1.0]], ['2, k, 22', [0.002886061, 0.7505237, 1.0]], ['2, k, 23', [-0.04215221, 0.8249736, 1.0]], ['2, k, 24', [0.001499098, 0.8015885, 1.0]]]
[['2, k, 0', [-0.03919646, -0.1255325, 1.0]], ['2, k, 1', [-0.03935709, 0.1030944, 1.0]], ['2, k, 2', [-0.04052043, 0.3273336, 1.0]], ['2, k, 3', [-0.03106383, 0.4554498, 1.0]], ['2, k, 4', [-0.1690217, 0.3234866, 1.0]], ['2, k, 5', [-0.1442072, 0.5388845, 1.0]], ['2, k, 6', [-0.05743885, 0.7087765, 1.0]], ['2, k, 7', [-0.03340504, 0.781379, 1.0]], ['2, k, 8', [0.1257107, 0.2157888, 1.0]], ['2, k, 9', [0.08928394, 0.4140261, 1.0]], ['2, k, 10', [0.01840655, 0.6519476, 1.0]], ['2, k, 11', [-0.01488185, 0.7289913, 1.0]], ['2, k, 12', [-0.1110734, -0.1169987, 1.0]], ['2, k, 13', [-0.1789014, -0.3517908, 1.0]], ['2, k, 14', [-0.2205624, -0.7220514, 1.0]], ['2, k, 15', [-0.2042169, -0.7597659, 1.0]], ['2, k, 16', [0.03352275, -0.1303755, 1.0]], ['2, k, 17', [0.08166571, -0.3580648, 1.0]], ['2, k, 18', [0.1042541, -0.7331947, 1.0]], ['2, k, 19', [0.08097242, -0.7631128, 1.0]], ['2, k, 20', [-0.04053983, 0.2721183, 1.0]], ['2, k, 21', [-0.02546322, 0.8534972, 1.0]], ['2, k, 22', [0.002697712, 0.7536833, 1.0]], ['2, k, 23', [-0.03803744, 0.7875783, 1.0]], ['2, k, 24', [0.007653973, 0.7672071, 1.0]]]
[['2, k, 0', [-0.03933557, -0.1252673, 1.0]], ['2, k, 1', [-0.03936967, 0.1031736, 1.0]], ['2, k, 2', [-0.04040062, 0.3272746, 1.0]], ['2, k, 3', [-0.03102977, 0.4554098, 1.0]], ['2, k, 4', [-0.1656516, 0.3167459, 1.0]], ['2, k, 5', [-0.1448738, 0.538157, 1.0]], ['2, k, 6', [-0.05832737, 0.7085993, 1.0]], ['2, k, 7', [-0.03333444, 0.7815651, 1.0]], ['2, k, 8', [0.1258469, 0.21571, 1.0]], ['2, k, 9', [0.08915611, 0.4143381, 1.0]], ['2, k, 10', [0.0177437, 0.6528042, 1.0]], ['2, k, 11', [-0.01407027, 0.7294732, 1.0]], ['2, k, 12', [-0.1112422, -0.1166326, 1.0]], ['2, k, 13', [-0.1791227, -0.3512553, 1.0]], ['2, k, 14', [-0.2228221, -0.7231716, 1.0]], ['2, k, 15', [-0.2041992, -0.7573721, 1.0]], ['2, k, 16', [0.03342601, -0.1302228, 1.0]], ['2, k, 17', [0.08167462, -0.3579851, 1.0]], ['2, k, 18', [0.1044905, -0.7322378, 1.0]], ['2, k, 19', [0.08140619, -0.7628468, 1.0]], ['2, k, 20', [-0.04046093, 0.2721016, 1.0]], ['2, k, 21', [-0.02551474, 0.8545582, 1.0]], ['2, k, 22', [0.00321869, 0.7511718, 1.0]], ['2, k, 23', [-0.03804948, 0.7876225, 1.0]], ['2, k, 24', [0.005593461, 0.7790877, 1.0]]]
[['2, k, 0', [-0.03862581, -0.1250394, 1.0]], ['2, k, 1', [-0.03827458, 0.1045296, 1.0]], ['2, k, 2', [-0.03847881, 0.3301836, 1.0]], ['2, k, 3', [-0.02919185, 0.4585179, 1.0]], ['2, k, 4', [-0.1644387, 0.3141282, 1.0]], ['2, k, 5', [-0.1447764, 0.5381136, 1.0]], ['2, k, 6', [-0.0585773, 0.7090622, 1.0]], ['2, k, 7', [-0.03344684, 0.7814701, 1.0]], ['2, k, 8', [0.1257644, 0.2157108, 1.0]], ['2, k, 9', [0.08898199, 0.4144207, 1.0]], ['2, k, 10', [0.01743306, 0.6529498, 1.0]], ['2, k, 11', [-0.01436488, 0.7297336, 1.0]], ['2, k, 12', [-0.1104871, -0.1163226, 1.0]], ['2, k, 13', [-0.1791126, -0.3511682, 1.0]], ['2, k, 14', [-0.2274903, -0.7210109, 1.0]], ['2, k, 15', [-0.2072786, -0.7561641, 1.0]], ['2, k, 16', [0.03475386, -0.1300056, 1.0]], ['2, k, 17', [0.08175046, -0.3570821, 1.0]], ['2, k, 18', [0.1045617, -0.7322075, 1.0]], ['2, k, 19', [0.08134494, -0.7625139, 1.0]], ['2, k, 20', [-0.03868136, 0.2745847, 1.0]], ['2, k, 21', [-0.02603208, 0.8545895, 1.0]], ['2, k, 22', [0.005999251, 0.7663662, 1.0]], ['2, k, 23', [-0.03699359, 0.7877699, 1.0]], ['2, k, 24', [0.005595565, 0.7649484, 1.0]]]
[['2, k, 0', [-0.03800031, -0.1246927, 1.0]], ['2, k, 1', [-0.03807539, 0.1046192, 1.0]], ['2, k, 2', [-0.03842225, 0.3300061, 1.0]], ['2, k, 3', [-0.02919531, 0.4583446, 1.0]], ['2, k, 4', [-0.1646813, 0.3124653, 1.0]], ['2, k, 5', [-0.1431982, 0.5436567, 1.0]], ['2, k, 6', [-0.05848157, 0.7101437, 1.0]], ['2, k, 7', [-0.03327166, 0.7805576, 1.0]], ['2, k, 8', [0.1256749, 0.2158822, 1.0]], ['2, k, 9', [0.09836607, 0.4519354, 1.0]], ['2, k, 10', [0.01699292, 0.6898967, 1.0]], ['2, k, 11', [-0.02460307, 0.764419, 1.0]], ['2, k, 12', [-0.1099513, -0.1162099, 1.0]], ['2, k, 13', [-0.1789642, -0.3504477, 1.0]], ['2, k, 14', [-0.2291988, -0.7204573, 1.0]], ['2, k, 15', [-0.2080688, -0.7562685, 1.0]], ['2, k, 16', [0.03538563, -0.1295153, 1.0]], ['2, k, 17', [0.0817742, -0.3568274, 1.0]], ['2, k, 18', [0.1045169, -0.7320477, 1.0]], ['2, k, 19', [0.08132251, -0.7624147, 1.0]], ['2, k, 20', [-0.03858549, 0.2744756, 1.0]], ['2, k, 21', [-0.02549481, 0.8493901, 1.0]], ['2, k, 22', [0.004182533, 0.7562041, 1.0]], ['2, k, 23', [-0.04396437, 0.8234826, 1.0]], ['2, k, 24', [-0.03994358, 0.7531641, 1.0]]]
[['2, k, 0', [-0.03844398, -0.124745, 1.0]], ['2, k, 1', [-0.03821589, 0.1048093, 1.0]], ['2, k, 2', [-0.03833801, 0.3303352, 1.0]], ['2, k, 3', [-0.02916531, 0.4587161, 1.0]], ['2, k, 4', [-0.1649749, 0.3110989, 1.0]], ['2, k, 5', [-0.1430625, 0.5422529, 1.0]], ['2, k, 6', [-0.04424227, 0.7436531, 1.0]], ['2, k, 7', [-0.03340627, 0.7899219, 1.0]], ['2, k, 8', [0.1256198, 0.2160774, 1.0]], ['2, k, 9', [0.08773427, 0.4157025, 1.0]], ['2, k, 10', [0.01642293, 0.6554008, 1.0]], ['2, k, 11', [-0.01633812, 0.7324132, 1.0]], ['2, k, 12', [-0.1103425, -0.1163472, 1.0]], ['2, k, 13', [-0.1790849, -0.350343, 1.0]], ['2, k, 14', [-0.2287824, -0.7210667, 1.0]], ['2, k, 15', [-0.2135668, -0.7577364, 1.0]], ['2, k, 16', [0.03477717, -0.1295163, 1.0]], ['2, k, 17', [0.08171251, -0.356673, 1.0]], ['2, k, 18', [0.1044818, -0.7321029, 1.0]], ['2, k, 19', [0.08117656, -0.7622991, 1.0]], ['2, k, 20', [-0.03854997, 0.2747521, 1.0]], ['2, k, 21', [-0.03557602, 0.8569506, 1.0]], ['2, k, 22', [0.003876923, 0.7631674, 1.0]], ['2, k, 23', [-0.03544557, 0.7923893, 1.0]], ['2, k, 24', [-0.05080717, 0.7083823, 1.0]]]
[['2, k, 0', [-0.03919401, -0.1259923, 1.0]], ['2, k, 1', [-0.03865435, 0.1042653, 1.0]], ['2, k, 2', [-0.03857867, 0.3299657, 1.0]], ['2, k, 3', [-0.02946262, 0.4583582, 1.0]], ['2, k, 4', [-0.1658867, 0.310528, 1.0]], ['2, k, 5', [-0.1453247, 0.5369452, 1.0]], ['2, k, 6', [-0.05543984, 0.7174828, 1.0]], ['2, k, 7', [-0.03458137, 0.784211, 1.0]], ['2, k, 8', [0.1248821, 0.2157396, 1.0]], ['2, k, 9', [0.08740522, 0.4152914, 1.0]], ['2, k, 10', [0.01612558, 0.6545358, 1.0]], ['2, k, 11', [-0.01638506, 0.7307491, 1.0]], ['2, k, 12', [-0.1109722, -0.116974, 1.0]], ['2, k, 13', [-0.1792191, -0.3505861, 1.0]], ['2, k, 14', [-0.22746, -0.722032, 1.0]], ['2, k, 15', [-0.2128618, -0.7579226, 1.0]], ['2, k, 16', [0.03379667, -0.1318267, 1.0]], ['2, k, 17', [0.08194287, -0.3578314, 1.0]], ['2, k, 18', [0.1043973, -0.7318451, 1.0]], ['2, k, 19', [0.08111794, -0.7621707, 1.0]], ['2, k, 20', [-0.03880582, 0.2743575, 1.0]], ['2, k, 21', [-0.03049587, 0.8493019, 1.0]], ['2, k, 22', [0.0007942105, 0.7525145, 1.0]], ['2, k, 23', [-0.03343511, 0.7910768, 1.0]], ['2, k, 24', [-0.05126765, 0.7072359, 1.0]]]
[['2, k, 0', [-0.04011558, -0.1262577, 1.0]], ['2, k, 1', [-0.03912183, 0.1040854, 1.0]], ['2, k, 2', [-0.03873088, 0.3297178, 1.0]], ['2, k, 3', [-0.02966123, 0.4581182, 1.0]], ['2, k, 4', [-0.1675139, 0.3088487, 1.0]], ['2, k, 5', [-0.1461499, 0.5342265, 1.0]], ['2, k, 6', [-0.05639914, 0.7150345, 1.0]], ['2, k, 7', [-0.03493901, 0.7842009, 1.0]], ['2, k, 8', [0.1248528, 0.2158058, 1.0]], ['2, k, 9', [0.08740751, 0.4151849, 1.0]], ['2, k, 10', [0.01562336, 0.6541179, 1.0]], ['2, k, 11', [-0.01555385, 0.7295557, 1.0]], ['2, k, 12', [-0.1119116, -0.1172142, 1.0]], ['2, k, 13', [-0.179415, -0.3505136, 1.0]], ['2, k, 14', [-0.2153346, -0.7168841, 1.0]], ['2, k, 15', [-0.2148151, -0.7672174, 1.0]], ['2, k, 16', [0.03278249, -0.132127, 1.0]], ['2, k, 17', [0.08262596, -0.3571541, 1.0]], ['2, k, 18', [0.1049304, -0.7315761, 1.0]], ['2, k, 19', [0.08070399, -0.7621782, 1.0]], ['2, k, 20', [-0.03899861, 0.2741361, 1.0]], ['2, k, 21', [-0.03187995, 0.8498512, 1.0]], ['2, k, 22', [0.0009037645, 0.752566, 1.0]], ['2, k, 23', [-0.02958355, 0.792331, 1.0]], ['2, k, 24', [-0.04296889, 0.6987596, 1.0]]]
