[['2, k, 0', [-0.326227, -0.365823, 1.0]], ['2, k, 1', [-0.345657, -0.0867824, 1.0]], ['2, k, 2', [-0.362411, 0.186604, 1.0]], ['2, k, 3', [-0.382635, 0.274465, 1.0]], ['2, k, 4', [-0.51731, 0.0644765, 1.0]], ['2, k, 5', [-0.631513, -0.0381354, 1.0]], ['2, k, 6', [-0.527832, 0.13169, 1.0]], ['2, k, 7', [-0.488692, 0.193963, 1.0]], ['2, k, 8', [-0.218352, 0.126217, 1.0]], ['2, k, 9', [-0.109218, 0.0303111, 1.0]], ['2, k, 10', [-0.103508, -0.1233, 1.0]], ['2, k, 11', [-0.148788, -0.156034, 1.0]], ['2, k, 12', [-0.389773, -0.374824, 1.0]], ['2, k, 13', [-0.442924, -0.649158, 1.0]], ['2, k, 14', [-0.456708, -1.00782, 1.0]], ['2, k, 15', [-0.463135, -1.08887, 1.0]], ['2, k, 16', [-0.253738, -0.346809, 1.0]], ['2, k, 17', [-0.202467, -0.56855, 1.0]], ['2, k, 18', [-0.189714, -0.97539, 1.0]], ['2, k, 19', [-0.172756, -1.02224, 1.0]], ['2, k, 20', [-0.358685, 0.119136, 1.0]], ['2, k, 21', [-0.458791, 0.260538, 1.0]], ['2, k, 22', [-0.434031, 0.223412, 1.0]], ['2, k, 23', [-0.140863, -0.24178, 1.0]], ['2, k, 24', [-0.16582, -0.17648, 1.0]]]
[['2, k, 0', [-0.326803, -0.356346, 1.0]], ['2, k, 1', [-0.321354, -0.119417, 1.0]], ['2, k, 2', [-0.315644, 0.11398, 1.0]], ['2, k, 3', [-0.316056, 0.255635, 1.0]], ['2, k, 4', [-0.469263, 0.062846, 1.0]], ['2, k, 5', [-0.575578, -0.0450082, 1.0]], ['2, k, 6', [-0.472157, -0.232204, 1.0]], ['2, k, 7', [-0.480628, -0.306322, 1.0]], ['2, k, 8', [-0.173367, 0.0458766, 1.0]], ['2, k, 9', [-0.00834389, 0.0064575, 1.0]], ['2, k, 10', [-0.136558, -0.162047, 1.0]], ['2, k, 11', [-0.196003, -0.210079, 1.0]], ['2, k, 12', [-0.390513, -0.350017, 1.0]], ['2, k, 13', [-0.430791, -0.695911, 1.0]], ['2, k, 14', [-0.46516, -1.04458, 1.0]], ['2, k, 15', [-0.474917, -1.10812, 1.0]], ['2, k, 16', [-0.254818, -0.353538, 1.0]], ['2, k, 17', [-0.191107, -0.641244, 1.0]], ['2, k, 18', [-0.152436, -0.939463, 1.0]], ['2, k, 19', [-0.162083, -0.991461, 1.0]], ['2, k, 20', [-0.317202, 0.0562385, 1.0]], ['2, k, 21', [-0.473703, -0.342837, 1.0]], ['2, k, 22', [-0.468631, -0.27127, 1.0]], ['2, k, 23', [-0.210481, -0.27852, 1.0]], ['2, k, 24', [-0.149253, -0.220397, 1.0]]]
[['2, k, 0', [-0.335445, -0.356262, 1.0]], ['2, k, 1', [-0.32839, -0.118753, 1.0]], ['2, k, 2', [-0.320272, 0.114841, 1.0]], ['2, k, 3', [-0.318138, 0.255934, 1.0]], ['2, k, 4', [-0.474102, 0.0645315, 1.0]], ['2, k, 5', [-0.58228, -0.0445494, 1.0]], ['2, k, 6', [-0.4762, -0.231138, 1.0]], ['2, k, 7', [-0.487011, -0.308056, 1.0]], ['2, k, 8', [-0.176916, 0.0450192, 1.0]], ['2, k, 9', [-0.0237463, 0.00721151, 1.0]], ['2, k, 10', [-0.133352, -0.167585, 1.0]], ['2, k, 11', [-0.198309, -0.217987, 1.0]], ['2, k, 12', [-0.398753, -0.348949, 1.0]], ['2, k, 13', [-0.439674, -0.696515, 1.0]], ['2, k, 14', [-0.467276, -1.0443, 1.0]], ['2, k, 15', [-0.475422, -1.10867, 1.0]], ['2, k, 16', [-0.263619, -0.354459, 1.0]], ['2, k, 17', [-0.234418, -0.650615, 1.0]], ['2, k, 18', [-0.156315, -0.941195, 1.0]], ['2, k, 19', [-0.166639, -0.992945, 1.0]], ['2, k, 20', [-0.322524, 0.0570895, 1.0]], ['2, k, 21', [-0.477911, -0.341364, 1.0]], ['2, k, 22', [-0.480081, -0.273057, 1.0]], ['2, k, 23', [-0.198835, -0.289502, 1.0]], ['2, k, 24', [-0.164937, -0.220479, 1.0]]]
[['2, k, 0', [-0.347088, -0.355598, 1.0]], ['2, k, 1', [-0.33517, -0.117592, 1.0]], ['2, k, 2', [-0.323229, 0.116022, 1.0]], ['2, k, 3', [-0.32033, 0.256533, 1.0]], ['2, k, 4', [-0.505503, 0.0724399, 1.0]], ['2, k, 5', [-0.587202, -0.058904, 1.0]], ['2, k, 6', [-0.47151, -0.242171, 1.0]], ['2, k, 7', [-0.479466, -0.323929, 1.0]], ['2, k, 8', [-0.179885, 0.0447481, 1.0]], ['2, k, 9', [-0.027884, 0.0083788, 1.0]], ['2, k, 10', [-0.133665, -0.167773, 1.0]], ['2, k, 11', [-0.202312, -0.215835, 1.0]], ['2, k, 12', [-0.40964, -0.348481, 1.0]], ['2, k, 13', [-0.445528, -0.696782, 1.0]], ['2, k, 14', [-0.469841, -1.04454, 1.0]], ['2, k, 15', [-0.476822, -1.10933, 1.0]], ['2, k, 16', [-0.275568, -0.353559, 1.0]], ['2, k, 17', [-0.234439, -0.649872, 1.0]], ['2, k, 18', [-0.165122, -0.94872, 1.0]], ['2, k, 19', [-0.176424, -1.00003, 1.0]], ['2, k, 20', [-0.326334, 0.0583068, 1.0]], ['2, k, 21', [-0.469759, -0.347911, 1.0]], ['2, k, 22', [-0.46242, -0.306029, 1.0]], ['2, k, 23', [-0.20348, -0.28792, 1.0]], ['2, k, 24', [-0.172532, -0.223979, 1.0]]]
[['2, k, 0', [-0.355108, -0.35583, 1.0]], ['2, k, 1', [-0.339725, -0.117367, 1.0]], ['2, k, 2', [-0.324659, 0.116424, 1.0]], ['2, k, 3', [-0.321895, 0.257083, 1.0]], ['2, k, 4', [-0.507613, 0.0731468, 1.0]], ['2, k, 5', [-0.60057, -0.0520682, 1.0]], ['2, k, 6', [-0.486711, -0.236976, 1.0]], ['2, k, 7', [-0.489854, -0.314941, 1.0]], ['2, k, 8', [-0.18241, 0.0449138, 1.0]], ['2, k, 9', [-0.0722668, -0.0369378, 1.0]], ['2, k, 10', [-0.198414, -0.209239, 1.0]], ['2, k, 11', [-0.241237, -0.25886, 1.0]], ['2, k, 12', [-0.418203, -0.348176, 1.0]], ['2, k, 13', [-0.452559, -0.696605, 1.0]], ['2, k, 14', [-0.47201, -1.04559, 1.0]], ['2, k, 15', [-0.477024, -1.11015, 1.0]], ['2, k, 16', [-0.28286, -0.354265, 1.0]], ['2, k, 17', [-0.234518, -0.650503, 1.0]], ['2, k, 18', [-0.164585, -0.950171, 1.0]], ['2, k, 19', [-0.130089, -1.02412, 1.0]], ['2, k, 20', [-0.328455, 0.0587036, 1.0]], ['2, k, 21', [-0.472523, -0.334471, 1.0]], ['2, k, 22', [-0.44339, -0.317552, 1.0]], ['2, k, 23', [-0.259735, -0.327392, 1.0]], ['2, k, 24', [-0.194749, -0.269342, 1.0]]]
[['2, k, 0', [-0.363192, -0.356946, 1.0]], ['2, k, 1', [-0.346031, -0.116414, 1.0]], ['2, k, 2', [-0.329182, 0.119188, 1.0]], ['2, k, 3', [-0.323467, 0.25835, 1.0]], ['2, k, 4', [-0.511485, 0.074656, 1.0]], ['2, k, 5', [-0.616148, -0.0360302, 1.0]], ['2, k, 6', [-0.499538, -0.218463, 1.0]], ['2, k, 7', [-0.509979, -0.296401, 1.0]], ['2, k, 8', [-0.185975, 0.0454034, 1.0]], ['2, k, 9', [-0.072409, -0.0370651, 1.0]], ['2, k, 10', [-0.200402, -0.208222, 1.0]], ['2, k, 11', [-0.247858, -0.25694, 1.0]], ['2, k, 12', [-0.425976, -0.349007, 1.0]], ['2, k, 13', [-0.459885, -0.698219, 1.0]], ['2, k, 14', [-0.473158, -1.04638, 1.0]], ['2, k, 15', [-0.478534, -1.11059, 1.0]], ['2, k, 16', [-0.290995, -0.355633, 1.0]], ['2, k, 17', [-0.237613, -0.65356, 1.0]], ['2, k, 18', [-0.165797, -0.951055, 1.0]], ['2, k, 19', [-0.176987, -1.00173, 1.0]], ['2, k, 20', [-0.333433, 0.0609957, 1.0]], ['2, k, 21', [-0.505885, -0.330991, 1.0]], ['2, k, 22', [-0.499939, -0.247952, 1.0]], ['2, k, 23', [-0.261797, -0.328058, 1.0]], ['2, k, 24', [-0.200882, -0.269619, 1.0]]]
[['2, k, 0', [-0.370839, -0.357715, 1.0]], ['2, k, 1', [-0.351998, -0.115168, 1.0]], ['2, k, 2', [-0.333459, 0.122159, 1.0]], ['2, k, 3', [-0.32562, 0.26042, 1.0]], ['2, k, 4', [-0.51522, 0.0758397, 1.0]], ['2, k, 5', [-0.619788, -0.0343091, 1.0]], ['2, k, 6', [-0.506198, -0.218433, 1.0]], ['2, k, 7', [-0.518172, -0.297149, 1.0]], ['2, k, 8', [-0.188909, 0.0457315, 1.0]], ['2, k, 9', [-0.0761234, -0.0398977, 1.0]], ['2, k, 10', [-0.207538, -0.209354, 1.0]], ['2, k, 11', [-0.255883, -0.258375, 1.0]], ['2, k, 12', [-0.433733, -0.349161, 1.0]], ['2, k, 13', [-0.463618, -0.696416, 1.0]], ['2, k, 14', [-0.474093, -1.04593, 1.0]], ['2, k, 15', [-0.478822, -1.11057, 1.0]], ['2, k, 16', [-0.29833, -0.356961, 1.0]], ['2, k, 17', [-0.242152, -0.653275, 1.0]], ['2, k, 18', [-0.169017, -0.953099, 1.0]], ['2, k, 19', [-0.179888, -1.00331, 1.0]], ['2, k, 20', [-0.338124, 0.0635263, 1.0]], ['2, k, 21', [-0.51048, -0.330899, 1.0]], ['2, k, 22', [-0.509928, -0.239414, 1.0]], ['2, k, 23', [-0.271503, -0.327665, 1.0]], ['2, k, 24', [-0.213217, -0.287785, 1.0]]]
[['2, k, 0', [-0.377494, -0.358107, 1.0]], ['2, k, 1', [-0.356668, -0.114345, 1.0]], ['2, k, 2', [-0.336572, 0.1241, 1.0]], ['2, k, 3', [-0.327065, 0.262219, 1.0]], ['2, k, 4', [-0.518197, 0.0779453, 1.0]], ['2, k, 5', [-0.623201, -0.0349805, 1.0]], ['2, k, 6', [-0.514856, -0.221832, 1.0]], ['2, k, 7', [-0.527808, -0.29443, 1.0]], ['2, k, 8', [-0.190802, 0.0468662, 1.0]], ['2, k, 9', [-0.0868633, -0.0461046, 1.0]], ['2, k, 10', [-0.215736, -0.21699, 1.0]], ['2, k, 11', [-0.262078, -0.265252, 1.0]], ['2, k, 12', [-0.440703, -0.349548, 1.0]], ['2, k, 13', [-0.468984, -0.699386, 1.0]], ['2, k, 14', [-0.477527, -1.0509, 1.0]], ['2, k, 15', [-0.478846, -1.11117, 1.0]], ['2, k, 16', [-0.304486, -0.35734, 1.0]], ['2, k, 17', [-0.243983, -0.656292, 1.0]], ['2, k, 18', [-0.172592, -0.947171, 1.0]], ['2, k, 19', [-0.183068, -0.997014, 1.0]], ['2, k, 20', [-0.341553, 0.0651529, 1.0]], ['2, k, 21', [-0.521282, -0.33195, 1.0]], ['2, k, 22', [-0.520541, -0.249794, 1.0]], ['2, k, 23', [-0.281338, -0.33337, 1.0]], ['2, k, 24', [-0.217584, -0.296169, 1.0]]]
[['2, k, 0', [-0.384578, -0.356912, 1.0]], ['2, k, 1', [-0.362342, -0.112011, 1.0]], ['2, k, 2', [-0.340604, 0.127768, 1.0]], ['2, k, 3', [-0.328393, 0.26525, 1.0]], ['2, k, 4', [-0.523218, 0.0822778, 1.0]], ['2, k, 5', [-0.626522, -0.0433089, 1.0]], ['2, k, 6', [-0.51526, -0.228697, 1.0]], ['2, k, 7', [-0.533225, -0.299607, 1.0]], ['2, k, 8', [-0.192478, 0.0488539, 1.0]], ['2, k, 9', [-0.090176, -0.0475506, 1.0]], ['2, k, 10', [-0.219091, -0.218212, 1.0]], ['2, k, 11', [-0.266899, -0.265162, 1.0]], ['2, k, 12', [-0.44737, -0.347956, 1.0]], ['2, k, 13', [-0.473665, -0.700999, 1.0]], ['2, k, 14', [-0.478345, -1.04758, 1.0]], ['2, k, 15', [-0.478749, -1.11137, 1.0]], ['2, k, 16', [-0.311754, -0.356572, 1.0]], ['2, k, 17', [-0.245169, -0.654742, 1.0]], ['2, k, 18', [-0.173922, -0.944865, 1.0]], ['2, k, 19', [-0.184322, -0.994311, 1.0]], ['2, k, 20', [-0.346017, 0.0684554, 1.0]], ['2, k, 21', [-0.527957, -0.340517, 1.0]], ['2, k, 22', [-0.524845, -0.25571, 1.0]], ['2, k, 23', [-0.282357, -0.333472, 1.0]], ['2, k, 24', [-0.226523, -0.294992, 1.0]]]
[['2, k, 0', [-0.389877, -0.357028, 1.0]], ['2, k, 1', [-0.36509, -0.110519, 1.0]], ['2, k, 2', [-0.341684, 0.130899, 1.0]], ['2, k, 3', [-0.330528, 0.26885, 1.0]], ['2, k, 4', [-0.526793, 0.0851671, 1.0]], ['2, k, 5', [-0.633418, -0.0365841, 1.0]], ['2, k, 6', [-0.521605, -0.222127, 1.0]], ['2, k, 7', [-0.539042, -0.293565, 1.0]], ['2, k, 8', [-0.194363, 0.0510341, 1.0]], ['2, k, 9', [-0.092041, -0.0479868, 1.0]], ['2, k, 10', [-0.220601, -0.218934, 1.0]], ['2, k, 11', [-0.268791, -0.270331, 1.0]], ['2, k, 12', [-0.453242, -0.347087, 1.0]], ['2, k, 13', [-0.477808, -0.700118, 1.0]], ['2, k, 14', [-0.47982, -1.04822, 1.0]], ['2, k, 15', [-0.479582, -1.11136, 1.0]], ['2, k, 16', [-0.316431, -0.357546, 1.0]], ['2, k, 17', [-0.24777, -0.654247, 1.0]], ['2, k, 18', [-0.173381, -0.94336, 1.0]], ['2, k, 19', [-0.183536, -0.992426, 1.0]], ['2, k, 20', [-0.347486, 0.0710138, 1.0]], ['2, k, 21', [-0.532714, -0.334421, 1.0]], ['2, k, 22', [-0.534396, -0.246332, 1.0]], ['2, k, 23', [-0.284171, -0.339452, 1.0]], ['2, k, 24', [-0.22979, -0.294703, 1.0]]]
[['2, k, 0', [-0.39411, -0.356614, 1.0]], ['2, k, 1', [-0.367513, -0.108518, 1.0]], ['2, k, 2', [-0.342678, 0.13508, 1.0]], ['2, k, 3', [-0.331846, 0.273236, 1.0]], ['2, k, 4', [-0.52968, 0.0891255, 1.0]], ['2, k, 5', [-0.642614, -0.0293632, 1.0]], ['2, k, 6', [-0.532893, -0.216274, 1.0]], ['2, k, 7', [-0.545667, -0.283966, 1.0]], ['2, k, 8', [-0.195983, 0.0535229, 1.0]], ['2, k, 9', [-0.0945946, -0.0475631, 1.0]], ['2, k, 10', [-0.222477, -0.218916, 1.0]], ['2, k, 11', [-0.271316, -0.270918, 1.0]], ['2, k, 12', [-0.457864, -0.345975, 1.0]], ['2, k, 13', [-0.482952, -0.697582, 1.0]], ['2, k, 14', [-0.480251, -1.04538, 1.0]], ['2, k, 15', [-0.480143, -1.11161, 1.0]], ['2, k, 16', [-0.320129, -0.357846, 1.0]], ['2, k, 17', [-0.249711, -0.654816, 1.0]], ['2, k, 18', [-0.174023, -0.942462, 1.0]], ['2, k, 19', [-0.183973, -0.991079, 1.0]], ['2, k, 20', [-0.348875, 0.0744518, 1.0]], ['2, k, 21', [-0.54377, -0.327446, 1.0]], ['2, k, 22', [-0.536211, -0.239862, 1.0]], ['2, k, 23', [-0.286803, -0.339136, 1.0]], ['2, k, 24', [-0.238665, -0.293168, 1.0]]]
[['2, k, 0', [-0.398396, -0.356455, 1.0]], ['2, k, 1', [-0.370094, -0.105499, 1.0]], ['2, k, 2', [-0.343652, 0.141931, 1.0]], ['2, k, 3', [-0.332953, 0.277813, 1.0]], ['2, k, 4', [-0.531464, 0.0933909, 1.0]], ['2, k, 5', [-0.646752, -0.0274463, 1.0]], ['2, k, 6', [-0.538122, -0.214913, 1.0]], ['2, k, 7', [-0.548988, -0.279028, 1.0]], ['2, k, 8', [-0.197668, 0.0583042, 1.0]], ['2, k, 9', [-0.0972815, -0.0475378, 1.0]], ['2, k, 10', [-0.223782, -0.219528, 1.0]], ['2, k, 11', [-0.271729, -0.270367, 1.0]], ['2, k, 12', [-0.462851, -0.345189, 1.0]], ['2, k, 13', [-0.485176, -0.698266, 1.0]], ['2, k, 14', [-0.480053, -1.04509, 1.0]], ['2, k, 15', [-0.47973, -1.11235, 1.0]], ['2, k, 16', [-0.323587, -0.35826, 1.0]], ['2, k, 17', [-0.247358, -0.654858, 1.0]], ['2, k, 18', [-0.171293, -0.968796, 1.0]], ['2, k, 19', [-0.180825, -1.01645, 1.0]], ['2, k, 20', [-0.350352, 0.0801282, 1.0]], ['2, k, 21', [-0.541721, -0.322301, 1.0]], ['2, k, 22', [-0.537504, -0.24219, 1.0]], ['2, k, 23', [-0.282939, -0.336284, 1.0]], ['2, k, 24', [-0.243549, -0.295757, 1.0]]]
[['2, k, 0', [-0.402004, -0.35645, 1.0]], ['2, k, 1', [-0.373001, -0.102102, 1.0]], ['2, k, 2', [-0.345779, 0.149442, 1.0]], ['2, k, 3', [-0.334346, 0.285177, 1.0]], ['2, k, 4', [-0.533817, 0.0969474, 1.0]], ['2, k, 5', [-0.649808, -0.0255763, 1.0]], ['2, k, 6', [-0.543471, -0.214422, 1.0]], ['2, k, 7', [-0.551855, -0.273674, 1.0]], ['2, k, 8', [-0.198849, 0.0634772, 1.0]], ['2, k, 9', [-0.0990189, -0.0474995, 1.0]], ['2, k, 10', [-0.226637, -0.219413, 1.0]], ['2, k, 11', [-0.273904, -0.267818, 1.0]], ['2, k, 12', [-0.466772, -0.344732, 1.0]], ['2, k, 13', [-0.48825, -0.699428, 1.0]], ['2, k, 14', [-0.48042, -1.0451, 1.0]], ['2, k, 15', [-0.479536, -1.11352, 1.0]], ['2, k, 16', [-0.326715, -0.358704, 1.0]], ['2, k, 17', [-0.249437, -0.656354, 1.0]], ['2, k, 18', [-0.18046, -0.981608, 1.0]], ['2, k, 19', [-0.132292, -1.04932, 1.0]], ['2, k, 20', [-0.352717, 0.0865432, 1.0]], ['2, k, 21', [-0.545123, -0.322787, 1.0]], ['2, k, 22', [-0.542802, -0.234302, 1.0]], ['2, k, 23', [-0.276569, -0.336232, 1.0]], ['2, k, 24', [-0.238052, -0.294448, 1.0]]]
[['2, k, 0', [-0.403115, -0.358196, 1.0]], ['2, k, 1', [-0.374366, -0.100219, 1.0]], ['2, k, 2', [-0.347139, 0.154964, 1.0]], ['2, k, 3', [-0.336237, 0.290365, 1.0]], ['2, k, 4', [-0.532212, 0.0959064, 1.0]], ['2, k, 5', [-0.651438, -0.0255314, 1.0]], ['2, k, 6', [-0.546134, -0.214981, 1.0]], ['2, k, 7', [-0.548622, -0.261082, 1.0]], ['2, k, 8', [-0.199951, 0.0660266, 1.0]], ['2, k, 9', [-0.100334, -0.0471952, 1.0]], ['2, k, 10', [-0.228004, -0.219527, 1.0]], ['2, k, 11', [-0.27309, -0.264371, 1.0]], ['2, k, 12', [-0.468683, -0.346762, 1.0]], ['2, k, 13', [-0.489612, -0.699439, 1.0]], ['2, k, 14', [-0.478594, -1.04212, 1.0]], ['2, k, 15', [-0.479574, -1.11236, 1.0]], ['2, k, 16', [-0.327062, -0.360162, 1.0]], ['2, k, 17', [-0.251039, -0.656965, 1.0]], ['2, k, 18', [-0.182245, -0.987144, 1.0]], ['2, k, 19', [-0.131732, -1.05092, 1.0]], ['2, k, 20', [-0.354078, 0.0910202, 1.0]], ['2, k, 21', [-0.539058, -0.302778, 1.0]], ['2, k, 22', [-0.543149, -0.234078, 1.0]], ['2, k, 23', [-0.270481, -0.332895, 1.0]], ['2, k, 24', [-0.241683, -0.27637, 1.0]]]
[['2, k, 0', [-0.4043, -0.35715, 1.0]], ['2, k, 1', [-0.375878, -0.0970401, 1.0]], ['2, k, 2', [-0.34868, 0.161081, 1.0]], ['2, k, 3', [-0.336376, 0.296678, 1.0]], ['2, k, 4', [-0.533601, 0.102298, 1.0]], ['2, k, 5', [-0.652951, -0.0253865, 1.0]], ['2, k, 6', [-0.564718, -0.223122, 1.0]], ['2, k, 7', [-0.564382, -0.282527, 1.0]], ['2, k, 8', [-0.200861, 0.0701125, 1.0]], ['2, k, 9', [-0.102586, -0.0486654, 1.0]], ['2, k, 10', [-0.231757, -0.221068, 1.0]], ['2, k, 11', [-0.27517, -0.264378, 1.0]], ['2, k, 12', [-0.470116, -0.345693, 1.0]], ['2, k, 13', [-0.489391, -0.700337, 1.0]], ['2, k, 14', [-0.478576, -1.04214, 1.0]], ['2, k, 15', [-0.480219, -1.11194, 1.0]], ['2, k, 16', [-0.327842, -0.35915, 1.0]], ['2, k, 17', [-0.251215, -0.659152, 1.0]], ['2, k, 18', [-0.18821, -0.97535, 1.0]], ['2, k, 19', [-0.137182, -1.04266, 1.0]], ['2, k, 20', [-0.355595, 0.0963153, 1.0]], ['2, k, 21', [-0.52577, -0.347325, 1.0]], ['2, k, 22', [-0.520741, -0.261677, 1.0]], ['2, k, 23', [-0.284578, -0.332825, 1.0]], ['2, k, 24', [-0.246185, -0.291696, 1.0]]]
[['2, k, 0', [-0.404836, -0.356422, 1.0]], ['2, k, 1', [-0.376883, -0.0936268, 1.0]], ['2, k, 2', [-0.349558, 0.167676, 1.0]], ['2, k, 3', [-0.33681, 0.300951, 1.0]], ['2, k, 4', [-0.534518, 0.107026, 1.0]], ['2, k, 5', [-0.65446, -0.0252933, 1.0]], ['2, k, 6', [-0.580538, -0.229628, 1.0]], ['2, k, 7', [-0.580373, -0.276832, 1.0]], ['2, k, 8', [-0.201371, 0.0762296, 1.0]], ['2, k, 9', [-0.103508, -0.0490949, 1.0]], ['2, k, 10', [-0.238951, -0.217337, 1.0]], ['2, k, 11', [-0.276306, -0.257151, 1.0]], ['2, k, 12', [-0.470749, -0.345045, 1.0]], ['2, k, 13', [-0.488716, -0.703708, 1.0]], ['2, k, 14', [-0.478065, -1.04216, 1.0]], ['2, k, 15', [-0.480357, -1.11216, 1.0]], ['2, k, 16', [-0.328213, -0.358348, 1.0]], ['2, k, 17', [-0.248785, -0.680297, 1.0]], ['2, k, 18', [-0.185491, -0.980021, 1.0]], ['2, k, 19', [-0.135318, -1.04803, 1.0]], ['2, k, 20', [-0.356559, 0.102188, 1.0]], ['2, k, 21', [-0.574331, -0.320606, 1.0]], ['2, k, 22', [-0.541882, -0.234249, 1.0]], ['2, k, 23', [-0.288915, -0.326083, 1.0]], ['2, k, 24', [-0.241126, -0.290588, 1.0]]]
[['2, k, 0', [-0.404629, -0.355511, 1.0]], ['2, k, 1', [-0.377439, -0.0901324, 1.0]], ['2, k, 2', [-0.35019, 0.174012, 1.0]], ['2, k, 3', [-0.337993, 0.307196, 1.0]], ['2, k, 4', [-0.534541, 0.110548, 1.0]], ['2, k, 5', [-0.656249, -0.024253, 1.0]], ['2, k, 6', [-0.580439, -0.227804, 1.0]], ['2, k, 7', [-0.582319, -0.278626, 1.0]], ['2, k, 8', [-0.20141, 0.0798533, 1.0]], ['2, k, 9', [-0.103845, -0.0474233, 1.0]], ['2, k, 10', [-0.241847, -0.213695, 1.0]], ['2, k, 11', [-0.275785, -0.254112, 1.0]], ['2, k, 12', [-0.470927, -0.344894, 1.0]], ['2, k, 13', [-0.488186, -0.706388, 1.0]], ['2, k, 14', [-0.47831, -1.04244, 1.0]], ['2, k, 15', [-0.480331, -1.11237, 1.0]], ['2, k, 16', [-0.327531, -0.356616, 1.0]], ['2, k, 17', [-0.248258, -0.684171, 1.0]], ['2, k, 18', [-0.191733, -0.970372, 1.0]], ['2, k, 19', [-0.140754, -1.03907, 1.0]], ['2, k, 20', [-0.357192, 0.107769, 1.0]], ['2, k, 21', [-0.574118, -0.319937, 1.0]], ['2, k, 22', [-0.549709, -0.233976, 1.0]], ['2, k, 23', [-0.293281, -0.330169, 1.0]], ['2, k, 24', [-0.239828, -0.296162, 1.0]]]
[['2, k, 0', [-0.40376, -0.355651, 1.0]], ['2, k, 1', [-0.37748, -0.0876387, 1.0]], ['2, k, 2', [-0.350491, 0.180078, 1.0]], ['2, k, 3', [-0.338197, 0.312794, 1.0]], ['2, k, 4', [-0.534985, 0.11363, 1.0]], ['2, k, 5', [-0.65667, -0.0240318, 1.0]], ['2, k, 6', [-0.580334, -0.227269, 1.0]], ['2, k, 7', [-0.590677, -0.280688, 1.0]], ['2, k, 8', [-0.201032, 0.0833795, 1.0]], ['2, k, 9', [-0.103797, -0.045056, 1.0]], ['2, k, 10', [-0.240656, -0.212268, 1.0]], ['2, k, 11', [-0.271621, -0.250295, 1.0]], ['2, k, 12', [-0.470273, -0.345476, 1.0]], ['2, k, 13', [-0.486187, -0.703854, 1.0]], ['2, k, 14', [-0.47787, -1.04076, 1.0]], ['2, k, 15', [-0.480508, -1.1119, 1.0]], ['2, k, 16', [-0.326456, -0.356335, 1.0]], ['2, k, 17', [-0.24507, -0.696796, 1.0]], ['2, k, 18', [-0.191724, -0.978134, 1.0]], ['2, k, 19', [-0.138088, -1.04447, 1.0]], ['2, k, 20', [-0.357447, 0.112912, 1.0]], ['2, k, 21', [-0.594007, -0.327286, 1.0]], ['2, k, 22', [-0.556657, -0.251161, 1.0]], ['2, k, 23', [-0.274669, -0.292471, 1.0]], ['2, k, 24', [-0.238158, -0.297588, 1.0]]]
[['2, k, 0', [-0.401699, -0.355513, 1.0]], ['2, k, 1', [-0.377092, -0.0852637, 1.0]], ['2, k, 2', [-0.350793, 0.18407, 1.0]], ['2, k, 3', [-0.338578, 0.317604, 1.0]], ['2, k, 4', [-0.535208, 0.115688, 1.0]], ['2, k, 5', [-0.664002, -0.017458, 1.0]], ['2, k, 6', [-0.59753, -0.223573, 1.0]], ['2, k, 7', [-0.598205, -0.272373, 1.0]], ['2, k, 8', [-0.200042, 0.0880419, 1.0]], ['2, k, 9', [-0.104047, -0.044416, 1.0]], ['2, k, 10', [-0.239676, -0.212625, 1.0]], ['2, k, 11', [-0.2685, -0.251865, 1.0]], ['2, k, 12', [-0.468405, -0.346134, 1.0]], ['2, k, 13', [-0.483854, -0.705346, 1.0]], ['2, k, 14', [-0.477592, -1.0408, 1.0]], ['2, k, 15', [-0.480102, -1.11126, 1.0]], ['2, k, 16', [-0.32422, -0.355431, 1.0]], ['2, k, 17', [-0.246069, -0.695126, 1.0]], ['2, k, 18', [-0.192874, -0.975103, 1.0]], ['2, k, 19', [-0.139464, -1.04217, 1.0]], ['2, k, 20', [-0.357578, 0.116566, 1.0]], ['2, k, 21', [-0.599724, -0.321731, 1.0]], ['2, k, 22', [-0.572603, -0.235839, 1.0]], ['2, k, 23', [-0.270326, -0.294755, 1.0]], ['2, k, 24', [-0.234351, -0.297091, 1.0]]]
