[['2, k, 0', [0.008727935, -0.2838817, 1.0]], ['2, k, 1', [0.005426928, 0.004742882, 1.0]], ['2, k, 2', [0.001255335, 0.2862461, 1.0]], ['2, k, 3', [-0.002901898, 0.412008, 1.0]], ['2, k, 4', [-0.1692698, 0.1926721, 1.0]], ['2, k, 5', [-0.2219714, -0.01960447, 1.0]], ['2, k, 6', [-0.1693738, -0.1151368, 1.0]], ['2, k, 7', [-0.1300637, -0.1476512, 1.0]], ['2, k, 8', [0.1726328, 0.2012624, 1.0]], ['2, k, 9', [0.2263448, -0.01125327, 1.0]], ['2, k, 10', [0.1863708, -0.1258647, 1.0]], ['2, k, 11', [0.146896, -0.1659453, 1.0]], ['2, k, 12', [-0.07872359, -0.2815683, 1.0]], ['2, k, 13', [-0.1179606, -0.2590267, 1.0]], ['2, k, 14', [-0.1087489, -0.6166271, 1.0]], ['2, k, 15', [-0.09053782, -0.6949875, 1.0]], ['2, k, 16', [0.09593834, -0.2792684, 1.0]], ['2, k, 17', [0.1678033, -0.262007, 1.0]], ['2, k, 18', [0.09542736, -0.6156834, 1.0]], ['2, k, 19', [0.1246832, -0.6997724, 1.0]], ['2, k, 20', [0.002422506, 0.2168124, 1.0]], ['2, k, 21', [-0.1118015, -0.1836135, 1.0]], ['2, k, 22', [-0.1501805, -0.169786, 1.0]], ['2, k, 23', [0.1396897, -0.2081147, 1.0]], ['2, k, 24', [0.1068203, -0.1540805, 1.0]]]
[['2, k, 0', [0.02020791, -0.2869129, 1.0]], ['2, k, 1', [0.003985121, 0.004856063, 1.0]], ['2, k, 2', [-0.01118617, 0.2897959, 1.0]], ['2, k, 3', [-0.0184996, 0.4184281, 1.0]], ['2, k, 4', [-0.1777226, 0.1817914, 1.0]], ['2, k, 5', [-0.2222159, -0.0325304, 1.0]], ['2, k, 6', [-0.1662363, -0.155422, 1.0]], ['2, k, 7', [-0.1111059, -0.1397975, 1.0]], ['2, k, 8', [0.1639187, 0.1966792, 1.0]], ['2, k, 9', [0.224275, -0.01322413, 1.0]], ['2, k, 10', [0.1963894, -0.1092451, 1.0]], ['2, k, 11', [0.1595534, -0.1471672, 1.0]], ['2, k, 12', [-0.06905636, -0.2877946, 1.0]], ['2, k, 13', [-0.1217169, -0.2463249, 1.0]], ['2, k, 14', [-0.1278637, -0.6037936, 1.0]], ['2, k, 15', [-0.1152813, -0.6851716, 1.0]], ['2, k, 16', [0.1090648, -0.278828, 1.0]], ['2, k, 17', [0.2680821, -0.2649992, 1.0]], ['2, k, 18', [0.3481071, -0.6243711, 1.0]], ['2, k, 19', [0.3990325, -0.683503, 1.0]], ['2, k, 20', [-0.007333016, 0.2194677, 1.0]], ['2, k, 21', [-0.09261128, -0.1755867, 1.0]], ['2, k, 22', [-0.1588302, -0.138887, 1.0]], ['2, k, 23', [0.1819094, -0.1926017, 1.0]], ['2, k, 24', [0.09234828, -0.1731204, 1.0]]]
[['2, k, 0', [0.02032561, -0.2867466, 1.0]], ['2, k, 1', [0.004079731, 0.005113923, 1.0]], ['2, k, 2', [-0.01118572, 0.2902409, 1.0]], ['2, k, 3', [-0.01854436, 0.4185902, 1.0]], ['2, k, 4', [-0.1777502, 0.1818042, 1.0]], ['2, k, 5', [-0.2221458, -0.03253799, 1.0]], ['2, k, 6', [-0.1661195, -0.1527097, 1.0]], ['2, k, 7', [-0.1123129, -0.1373476, 1.0]], ['2, k, 8', [0.163766, 0.1967555, 1.0]], ['2, k, 9', [0.224254, -0.01285324, 1.0]], ['2, k, 10', [0.197337, -0.1080632, 1.0]], ['2, k, 11', [0.1573392, -0.1497137, 1.0]], ['2, k, 12', [-0.06897505, -0.287679, 1.0]], ['2, k, 13', [-0.1217056, -0.2463157, 1.0]], ['2, k, 14', [-0.1279112, -0.603719, 1.0]], ['2, k, 15', [-0.1155336, -0.6850952, 1.0]], ['2, k, 16', [0.1092122, -0.2786139, 1.0]], ['2, k, 17', [0.2665007, -0.2609104, 1.0]], ['2, k, 18', [0.3371278, -0.6224675, 1.0]], ['2, k, 19', [0.384682, -0.6847039, 1.0]], ['2, k, 20', [-0.007313155, 0.2198571, 1.0]], ['2, k, 21', [-0.09996457, -0.1696129, 1.0]], ['2, k, 22', [-0.1542762, -0.1337497, 1.0]], ['2, k, 23', [0.1838218, -0.1944884, 1.0]], ['2, k, 24', [0.09752146, -0.1871509, 1.0]]]
[['2, k, 0', [0.02035301, -0.2867373, 1.0]], ['2, k, 1', [0.004122865, 0.005121356, 1.0]], ['2, k, 2', [-0.0111497, 0.2902489, 1.0]], ['2, k, 3', [-0.01862397, 0.4191866, 1.0]], ['2, k, 4', [-0.1776861, 0.1819556, 1.0]], ['2, k, 5', [-0.2220933, -0.03237878, 1.0]], ['2, k, 6', [-0.1629719, -0.1379377, 1.0]], ['2, k, 7', [-0.1145803, -0.12833, 1.0]], ['2, k, 8', [0.1637794, 0.1966926, 1.0]], ['2, k, 9', [0.2242783, -0.01324356, 1.0]], ['2, k, 10', [0.1980529, -0.1084185, 1.0]], ['2, k, 11', [0.1683626, -0.1370111, 1.0]], ['2, k, 12', [-0.06892974, -0.287661, 1.0]], ['2, k, 13', [-0.121696, -0.2462791, 1.0]], ['2, k, 14', [-0.1283627, -0.6036532, 1.0]], ['2, k, 15', [-0.1155319, -0.6849224, 1.0]], ['2, k, 16', [0.109223, -0.2786127, 1.0]], ['2, k, 17', [0.263081, -0.2522751, 1.0]], ['2, k, 18', [0.3205546, -0.6162574, 1.0]], ['2, k, 19', [0.3649232, -0.6866437, 1.0]], ['2, k, 20', [-0.007281006, 0.2198646, 1.0]], ['2, k, 21', [-0.1084768, -0.1597027, 1.0]], ['2, k, 22', [-0.1631448, -0.1119437, 1.0]], ['2, k, 23', [0.1914192, -0.1696769, 1.0]], ['2, k, 24', [0.1328074, -0.1597348, 1.0]]]
[['2, k, 0', [0.02038847, -0.2867018, 1.0]], ['2, k, 1', [0.004149252, 0.005148943, 1.0]], ['2, k, 2', [-0.01114377, 0.290271, 1.0]], ['2, k, 3', [-0.01899779, 0.4193517, 1.0]], ['2, k, 4', [-0.1776411, 0.1819606, 1.0]], ['2, k, 5', [-0.2220259, -0.0323668, 1.0]], ['2, k, 6', [-0.1620758, -0.1356558, 1.0]], ['2, k, 7', [-0.1142271, -0.1309078, 1.0]], ['2, k, 8', [0.1637911, 0.196642, 1.0]], ['2, k, 9', [0.2244869, -0.0130063, 1.0]], ['2, k, 10', [0.1981397, -0.1082185, 1.0]], ['2, k, 11', [0.1570134, -0.1512147, 1.0]], ['2, k, 12', [-0.06885391, -0.2876249, 1.0]], ['2, k, 13', [-0.1216848, -0.2463016, 1.0]], ['2, k, 14', [-0.1289428, -0.6037952, 1.0]], ['2, k, 15', [-0.1150144, -0.6849911, 1.0]], ['2, k, 16', [0.1092338, -0.2785848, 1.0]], ['2, k, 17', [0.262046, -0.2512725, 1.0]], ['2, k, 18', [0.3082331, -0.6170485, 1.0]], ['2, k, 19', [0.3438913, -0.6859154, 1.0]], ['2, k, 20', [-0.007273587, 0.2198872, 1.0]], ['2, k, 21', [-0.1036225, -0.1581946, 1.0]], ['2, k, 22', [-0.1695794, -0.1667186, 1.0]], ['2, k, 23', [0.1853011, -0.19262, 1.0]], ['2, k, 24', [0.09969616, -0.1854821, 1.0]]]
[['2, k, 0', [0.02026638, -0.2866724, 1.0]], ['2, k, 1', [0.004124135, 0.005155084, 1.0]], ['2, k, 2', [-0.01114656, 0.2902711, 1.0]], ['2, k, 3', [-0.01894003, 0.4195028, 1.0]], ['2, k, 4', [-0.1776521, 0.1819275, 1.0]], ['2, k, 5', [-0.2219374, -0.03240821, 1.0]], ['2, k, 6', [-0.1614905, -0.1342668, 1.0]], ['2, k, 7', [-0.1135868, -0.128641, 1.0]], ['2, k, 8', [0.1637186, 0.196614, 1.0]], ['2, k, 9', [0.2243039, -0.01330789, 1.0]], ['2, k, 10', [0.1982384, -0.1084128, 1.0]], ['2, k, 11', [0.1551303, -0.1505825, 1.0]], ['2, k, 12', [-0.0689457, -0.2875926, 1.0]], ['2, k, 13', [-0.1216647, -0.245949, 1.0]], ['2, k, 14', [-0.1281893, -0.6034563, 1.0]], ['2, k, 15', [-0.1150097, -0.684944, 1.0]], ['2, k, 16', [0.109049, -0.2785608, 1.0]], ['2, k, 17', [0.2597763, -0.2479529, 1.0]], ['2, k, 18', [0.2906595, -0.6150424, 1.0]], ['2, k, 19', [0.3214377, -0.6863642, 1.0]], ['2, k, 20', [-0.007282196, 0.2198884, 1.0]], ['2, k, 21', [-0.1112125, -0.1578995, 1.0]], ['2, k, 22', [-0.1694783, -0.1666193, 1.0]], ['2, k, 23', [0.1894477, -0.1893493, 1.0]], ['2, k, 24', [0.1014352, -0.1876099, 1.0]]]
[['2, k, 0', [0.02040388, -0.2864716, 1.0]], ['2, k, 1', [0.003981171, 0.005559246, 1.0]], ['2, k, 2', [-0.01202061, 0.2912267, 1.0]], ['2, k, 3', [-0.01914562, 0.4197286, 1.0]], ['2, k, 4', [-0.1777781, 0.1818112, 1.0]], ['2, k, 5', [-0.2220335, -0.03252962, 1.0]], ['2, k, 6', [-0.1615032, -0.1335889, 1.0]], ['2, k, 7', [-0.1130418, -0.1273294, 1.0]], ['2, k, 8', [0.1635766, 0.1966766, 1.0]], ['2, k, 9', [0.2238554, -0.01327453, 1.0]], ['2, k, 10', [0.1977211, -0.1080594, 1.0]], ['2, k, 11', [0.1713449, -0.1377588, 1.0]], ['2, k, 12', [-0.06888266, -0.287506, 1.0]], ['2, k, 13', [-0.121659, -0.24595, 1.0]], ['2, k, 14', [-0.128235, -0.6034395, 1.0]], ['2, k, 15', [-0.1150126, -0.6847808, 1.0]], ['2, k, 16', [0.1092784, -0.2782069, 1.0]], ['2, k, 17', [0.2573501, -0.2464642, 1.0]], ['2, k, 18', [0.2785424, -0.6141905, 1.0]], ['2, k, 19', [0.3097535, -0.688597, 1.0]], ['2, k, 20', [-0.007936836, 0.2206864, 1.0]], ['2, k, 21', [-0.1101377, -0.1565108, 1.0]], ['2, k, 22', [-0.164279, -0.1205469, 1.0]], ['2, k, 23', [0.186909, -0.1688521, 1.0]], ['2, k, 24', [0.1313658, -0.1508507, 1.0]]]
[['2, k, 0', [0.02029972, -0.2864312, 1.0]], ['2, k, 1', [0.003916916, 0.005608717, 1.0]], ['2, k, 2', [-0.01205937, 0.2912712, 1.0]], ['2, k, 3', [-0.01914097, 0.4197088, 1.0]], ['2, k, 4', [-0.1777959, 0.1818409, 1.0]], ['2, k, 5', [-0.2218923, -0.03252815, 1.0]], ['2, k, 6', [-0.1607853, -0.132466, 1.0]], ['2, k, 7', [-0.1154143, -0.1277683, 1.0]], ['2, k, 8', [0.1635997, 0.1968211, 1.0]], ['2, k, 9', [0.224365, -0.01316174, 1.0]], ['2, k, 10', [0.1974265, -0.1084986, 1.0]], ['2, k, 11', [0.1561296, -0.1487861, 1.0]], ['2, k, 12', [-0.06898421, -0.2874522, 1.0]], ['2, k, 13', [-0.1215295, -0.2458012, 1.0]], ['2, k, 14', [-0.1282926, -0.6032968, 1.0]], ['2, k, 15', [-0.1150231, -0.6846787, 1.0]], ['2, k, 16', [0.1091043, -0.278174, 1.0]], ['2, k, 17', [0.2549292, -0.245502, 1.0]], ['2, k, 18', [0.2644329, -0.6135317, 1.0]], ['2, k, 19', [0.2779008, -0.6916697, 1.0]], ['2, k, 20', [-0.007988784, 0.220736, 1.0]], ['2, k, 21', [-0.1106997, -0.1558258, 1.0]], ['2, k, 22', [-0.1704914, -0.1562692, 1.0]], ['2, k, 23', [0.1874072, -0.1866001, 1.0]], ['2, k, 24', [0.09965561, -0.1854057, 1.0]]]
[['2, k, 0', [0.01987276, -0.2864786, 1.0]], ['2, k, 1', [0.003863546, 0.005627993, 1.0]], ['2, k, 2', [-0.01201464, 0.2913319, 1.0]], ['2, k, 3', [-0.01913575, 0.4198573, 1.0]], ['2, k, 4', [-0.1779586, 0.1817386, 1.0]], ['2, k, 5', [-0.2219189, -0.03265169, 1.0]], ['2, k, 6', [-0.1598247, -0.1314676, 1.0]], ['2, k, 7', [-0.118807, -0.1585039, 1.0]], ['2, k, 8', [0.1636573, 0.1967646, 1.0]], ['2, k, 9', [0.2244032, -0.01325721, 1.0]], ['2, k, 10', [0.1985416, -0.1089585, 1.0]], ['2, k, 11', [0.1562187, -0.1495576, 1.0]], ['2, k, 12', [-0.06938677, -0.2874604, 1.0]], ['2, k, 13', [-0.1214517, -0.2459401, 1.0]], ['2, k, 14', [-0.1285366, -0.6033542, 1.0]], ['2, k, 15', [-0.1152016, -0.6847784, 1.0]], ['2, k, 16', [0.1086618, -0.2782722, 1.0]], ['2, k, 17', [0.2513314, -0.2445093, 1.0]], ['2, k, 18', [0.2461987, -0.6127586, 1.0]], ['2, k, 19', [0.2612835, -0.6929283, 1.0]], ['2, k, 20', [-0.007982427, 0.2207719, 1.0]], ['2, k, 21', [-0.09709863, -0.1999347, 1.0]], ['2, k, 22', [-0.1682995, -0.1761916, 1.0]], ['2, k, 23', [0.1868119, -0.1881477, 1.0]], ['2, k, 24', [0.1002247, -0.1851047, 1.0]]]
[['2, k, 0', [0.01904256, -0.2862387, 1.0]], ['2, k, 1', [0.003577804, 0.005827841, 1.0]], ['2, k, 2', [-0.01203253, 0.2914757, 1.0]], ['2, k, 3', [-0.01877946, 0.4201682, 1.0]], ['2, k, 4', [-0.1781583, 0.1817965, 1.0]], ['2, k, 5', [-0.2219969, -0.0326336, 1.0]], ['2, k, 6', [-0.1608975, -0.1369977, 1.0]], ['2, k, 7', [-0.1173838, -0.1579144, 1.0]], ['2, k, 8', [0.1636515, 0.1967503, 1.0]], ['2, k, 9', [0.2244361, -0.01319841, 1.0]], ['2, k, 10', [0.1997035, -0.1089778, 1.0]], ['2, k, 11', [0.1583623, -0.1476787, 1.0]], ['2, k, 12', [-0.07024188, -0.2870903, 1.0]], ['2, k, 13', [-0.121434, -0.2460031, 1.0]], ['2, k, 14', [-0.1278507, -0.6032647, 1.0]], ['2, k, 15', [-0.1151766, -0.6846932, 1.0]], ['2, k, 16', [0.1077488, -0.2781506, 1.0]], ['2, k, 17', [0.2474606, -0.2438743, 1.0]], ['2, k, 18', [0.2256465, -0.6115971, 1.0]], ['2, k, 19', [0.2419045, -0.6959511, 1.0]], ['2, k, 20', [-0.00805272, 0.2209259, 1.0]], ['2, k, 21', [-0.1009277, -0.2005574, 1.0]], ['2, k, 22', [-0.1624647, -0.1732151, 1.0]], ['2, k, 23', [0.1916581, -0.1856135, 1.0]], ['2, k, 24', [0.1480711, -0.1805026, 1.0]]]
[['2, k, 0', [0.01800901, -0.2862528, 1.0]], ['2, k, 1', [0.003316646, 0.005844376, 1.0]], ['2, k, 2', [-0.01201968, 0.2914872, 1.0]], ['2, k, 3', [-0.01869282, 0.420244, 1.0]], ['2, k, 4', [-0.1780915, 0.1819445, 1.0]], ['2, k, 5', [-0.2221013, -0.03244282, 1.0]], ['2, k, 6', [-0.1604993, -0.1342517, 1.0]], ['2, k, 7', [-0.1180416, -0.1565404, 1.0]], ['2, k, 8', [0.1636323, 0.1967336, 1.0]], ['2, k, 9', [0.2245206, -0.01340735, 1.0]], ['2, k, 10', [0.1995481, -0.1096885, 1.0]], ['2, k, 11', [0.1555914, -0.1499022, 1.0]], ['2, k, 12', [-0.07115506, -0.2869475, 1.0]], ['2, k, 13', [-0.1214906, -0.2460426, 1.0]], ['2, k, 14', [-0.1268887, -0.603133, 1.0]], ['2, k, 15', [-0.1154306, -0.6842084, 1.0]], ['2, k, 16', [0.1065717, -0.2783665, 1.0]], ['2, k, 17', [0.2427577, -0.2435398, 1.0]], ['2, k, 18', [0.2121071, -0.611106, 1.0]], ['2, k, 19', [0.2249588, -0.6913939, 1.0]], ['2, k, 20', [-0.008076814, 0.2209366, 1.0]], ['2, k, 21', [-0.1033154, -0.1979302, 1.0]], ['2, k, 22', [-0.1673238, -0.1754946, 1.0]], ['2, k, 23', [0.1820246, -0.1926144, 1.0]], ['2, k, 24', [0.09823261, -0.1848811, 1.0]]]
[['2, k, 0', [0.0177508, -0.2862141, 1.0]], ['2, k, 1', [0.003203775, 0.005910564, 1.0]], ['2, k, 2', [-0.01198923, 0.2915712, 1.0]], ['2, k, 3', [-0.01864171, 0.420311, 1.0]], ['2, k, 4', [-0.1777984, 0.1821875, 1.0]], ['2, k, 5', [-0.2221281, -0.03213111, 1.0]], ['2, k, 6', [-0.1615756, -0.1380254, 1.0]], ['2, k, 7', [-0.1179184, -0.1592927, 1.0]], ['2, k, 8', [0.1635462, 0.1967891, 1.0]], ['2, k, 9', [0.2246226, -0.01344865, 1.0]], ['2, k, 10', [0.2000338, -0.1102265, 1.0]], ['2, k, 11', [0.1633113, -0.1480092, 1.0]], ['2, k, 12', [-0.07142946, -0.2868583, 1.0]], ['2, k, 13', [-0.1214636, -0.2460757, 1.0]], ['2, k, 14', [-0.1270951, -0.6031294, 1.0]], ['2, k, 15', [-0.1147074, -0.6835318, 1.0]], ['2, k, 16', [0.1062993, -0.2783826, 1.0]], ['2, k, 17', [0.2382523, -0.2430836, 1.0]], ['2, k, 18', [0.1926624, -0.608994, 1.0]], ['2, k, 19', [0.20894, -0.6919979, 1.0]], ['2, k, 20', [-0.008088266, 0.2210137, 1.0]], ['2, k, 21', [-0.1040721, -0.2010437, 1.0]], ['2, k, 22', [-0.1686879, -0.1753732, 1.0]], ['2, k, 23', [0.1822632, -0.1893286, 1.0]], ['2, k, 24', [0.09909043, -0.1814702, 1.0]]]
[['2, k, 0', [0.01717309, -0.2858234, 1.0]], ['2, k, 1', [0.003036534, 0.006246772, 1.0]], ['2, k, 2', [-0.01182267, 0.2919491, 1.0]], ['2, k, 3', [-0.01848555, 0.4206936, 1.0]], ['2, k, 4', [-0.177677, 0.1823953, 1.0]], ['2, k, 5', [-0.22215, -0.03189465, 1.0]], ['2, k, 6', [-0.1617099, -0.1343204, 1.0]], ['2, k, 7', [-0.109345, -0.1523273, 1.0]], ['2, k, 8', [0.1631601, 0.1977876, 1.0]], ['2, k, 9', [0.2248545, -0.01357136, 1.0]], ['2, k, 10', [0.2000101, -0.1104285, 1.0]], ['2, k, 11', [0.1618375, -0.1489552, 1.0]], ['2, k, 12', [-0.07197926, -0.2864526, 1.0]], ['2, k, 13', [-0.1215373, -0.2461557, 1.0]], ['2, k, 14', [-0.1268872, -0.6032359, 1.0]], ['2, k, 15', [-0.1143264, -0.6834061, 1.0]], ['2, k, 16', [0.1057514, -0.2780381, 1.0]], ['2, k, 17', [0.2345775, -0.2434707, 1.0]], ['2, k, 18', [0.191401, -0.6096034, 1.0]], ['2, k, 19', [0.1977917, -0.6884302, 1.0]], ['2, k, 20', [-0.008023748, 0.2213596, 1.0]], ['2, k, 21', [-0.09760421, -0.1959762, 1.0]], ['2, k, 22', [-0.1584024, -0.1706871, 1.0]], ['2, k, 23', [0.178785, -0.1908563, 1.0]], ['2, k, 24', [0.1061937, -0.1611801, 1.0]]]
[['2, k, 0', [0.01685259, -0.285693, 1.0]], ['2, k, 1', [0.002976371, 0.006336915, 1.0]], ['2, k, 2', [-0.0117143, 0.2920824, 1.0]], ['2, k, 3', [-0.01847334, 0.4206848, 1.0]], ['2, k, 4', [-0.1777657, 0.182499, 1.0]], ['2, k, 5', [-0.2220877, -0.03182587, 1.0]], ['2, k, 6', [-0.1619447, -0.1338779, 1.0]], ['2, k, 7', [-0.1090827, -0.1531587, 1.0]], ['2, k, 8', [0.1631655, 0.1978865, 1.0]], ['2, k, 9', [0.2248481, -0.01357927, 1.0]], ['2, k, 10', [0.1993877, -0.110729, 1.0]], ['2, k, 11', [0.15788, -0.1500622, 1.0]], ['2, k, 12', [-0.07222982, -0.2863078, 1.0]], ['2, k, 13', [-0.1216997, -0.2465203, 1.0]], ['2, k, 14', [-0.1271432, -0.6035684, 1.0]], ['2, k, 15', [-0.1136027, -0.6831782, 1.0]], ['2, k, 16', [0.1053821, -0.2779453, 1.0]], ['2, k, 17', [0.2302081, -0.2437772, 1.0]], ['2, k, 18', [0.1886206, -0.609661, 1.0]], ['2, k, 19', [0.1895853, -0.6876441, 1.0]], ['2, k, 20', [-0.007982628, 0.2214618, 1.0]], ['2, k, 21', [-0.098185, -0.1949289, 1.0]], ['2, k, 22', [-0.1636845, -0.17356, 1.0]], ['2, k, 23', [0.1728974, -0.1942077, 1.0]], ['2, k, 24', [0.09484416, -0.16092, 1.0]]]
[['2, k, 0', [0.01679187, -0.285717, 1.0]], ['2, k, 1', [0.002879324, 0.006319208, 1.0]], ['2, k, 2', [-0.01176502, 0.2920646, 1.0]], ['2, k, 3', [-0.01845289, 0.4206487, 1.0]], ['2, k, 4', [-0.1777645, 0.1824993, 1.0]], ['2, k, 5', [-0.2221627, -0.03180303, 1.0]], ['2, k, 6', [-0.1623279, -0.1322174, 1.0]], ['2, k, 7', [-0.1214275, -0.159181, 1.0]], ['2, k, 8', [0.1630521, 0.197968, 1.0]], ['2, k, 9', [0.2248847, -0.01352521, 1.0]], ['2, k, 10', [0.199488, -0.1120348, 1.0]], ['2, k, 11', [0.1591681, -0.14945, 1.0]], ['2, k, 12', [-0.07227903, -0.2863265, 1.0]], ['2, k, 13', [-0.1217727, -0.2466193, 1.0]], ['2, k, 14', [-0.1277164, -0.603817, 1.0]], ['2, k, 15', [-0.113087, -0.6832994, 1.0]], ['2, k, 16', [0.1052765, -0.2779931, 1.0]], ['2, k, 17', [0.2264467, -0.2443236, 1.0]], ['2, k, 18', [0.1872009, -0.61022, 1.0]], ['2, k, 19', [0.1809682, -0.6885895, 1.0]], ['2, k, 20', [-0.008048999, 0.2214465, 1.0]], ['2, k, 21', [-0.106279, -0.2017995, 1.0]], ['2, k, 22', [-0.1741309, -0.1775477, 1.0]], ['2, k, 23', [0.177093, -0.1922847, 1.0]], ['2, k, 24', [0.0988729, -0.1514651, 1.0]]]
[['2, k, 0', [0.01657739, -0.2857042, 1.0]], ['2, k, 1', [0.002845533, 0.006303503, 1.0]], ['2, k, 2', [-0.01168832, 0.2919831, 1.0]], ['2, k, 3', [-0.01843754, 0.4206964, 1.0]], ['2, k, 4', [-0.1777802, 0.1825099, 1.0]], ['2, k, 5', [-0.2236553, -0.03143163, 1.0]], ['2, k, 6', [-0.165164, -0.1244451, 1.0]], ['2, k, 7', [-0.1227115, -0.1515481, 1.0]], ['2, k, 8', [0.1630284, 0.1986616, 1.0]], ['2, k, 9', [0.2249222, -0.01357401, 1.0]], ['2, k, 10', [0.1994462, -0.1126495, 1.0]], ['2, k, 11', [0.1586966, -0.1490925, 1.0]], ['2, k, 12', [-0.07239019, -0.2863165, 1.0]], ['2, k, 13', [-0.1220984, -0.2478059, 1.0]], ['2, k, 14', [-0.1275591, -0.6049283, 1.0]], ['2, k, 15', [-0.1124109, -0.683633, 1.0]], ['2, k, 16', [0.1049671, -0.27798, 1.0]], ['2, k, 17', [0.2236855, -0.2453884, 1.0]], ['2, k, 18', [0.1867705, -0.6111199, 1.0]], ['2, k, 19', [0.1794651, -0.6887713, 1.0]], ['2, k, 20', [-0.008024856, 0.2214061, 1.0]], ['2, k, 21', [-0.1067556, -0.1919571, 1.0]], ['2, k, 22', [-0.1720245, -0.1727645, 1.0]], ['2, k, 23', [0.1785804, -0.1915643, 1.0]], ['2, k, 24', [0.09958706, -0.1475819, 1.0]]]
[['2, k, 0', [0.01632508, -0.2856001, 1.0]], ['2, k, 1', [0.002714318, 0.006481652, 1.0]], ['2, k, 2', [-0.01162621, 0.2922158, 1.0]], ['2, k, 3', [-0.01828952, 0.4208882, 1.0]], ['2, k, 4', [-0.1777814, 0.1825562, 1.0]], ['2, k, 5', [-0.2236633, -0.0313812, 1.0]], ['2, k, 6', [-0.1655413, -0.1240763, 1.0]], ['2, k, 7', [-0.1177308, -0.1608666, 1.0]], ['2, k, 8', [0.1630026, 0.1987421, 1.0]], ['2, k, 9', [0.2248145, -0.01343858, 1.0]], ['2, k, 10', [0.1979324, -0.1132092, 1.0]], ['2, k, 11', [0.1571853, -0.1505, 1.0]], ['2, k, 12', [-0.07264715, -0.2861999, 1.0]], ['2, k, 13', [-0.1221067, -0.2478978, 1.0]], ['2, k, 14', [-0.127585, -0.6048705, 1.0]], ['2, k, 15', [-0.1124567, -0.683381, 1.0]], ['2, k, 16', [0.104741, -0.2778928, 1.0]], ['2, k, 17', [0.2212291, -0.2465404, 1.0]], ['2, k, 18', [0.1877884, -0.6115174, 1.0]], ['2, k, 19', [0.1799234, -0.6933041, 1.0]], ['2, k, 20', [-0.008017141, 0.221622, 1.0]], ['2, k, 21', [-0.1092777, -0.2024791, 1.0]], ['2, k, 22', [-0.1884138, -0.194182, 1.0]], ['2, k, 23', [0.1781826, -0.1926176, 1.0]], ['2, k, 24', [0.09931967, -0.151889, 1.0]]]
[['2, k, 0', [0.01620317, -0.2855712, 1.0]], ['2, k, 1', [0.00262083, 0.00649356, 1.0]], ['2, k, 2', [-0.01169045, 0.2922077, 1.0]], ['2, k, 3', [-0.01810404, 0.420799, 1.0]], ['2, k, 4', [-0.1780271, 0.1826207, 1.0]], ['2, k, 5', [-0.2236177, -0.03140388, 1.0]], ['2, k, 6', [-0.1645928, -0.1223057, 1.0]], ['2, k, 7', [-0.118395, -0.1467187, 1.0]], ['2, k, 8', [0.1628554, 0.198842, 1.0]], ['2, k, 9', [0.2243833, -0.01362811, 1.0]], ['2, k, 10', [0.1975798, -0.1135388, 1.0]], ['2, k, 11', [0.1587365, -0.1493761, 1.0]], ['2, k, 12', [-0.07273041, -0.2861868, 1.0]], ['2, k, 13', [-0.1221543, -0.2481258, 1.0]], ['2, k, 14', [-0.1277196, -0.605094, 1.0]], ['2, k, 15', [-0.1124261, -0.6835178, 1.0]], ['2, k, 16', [0.1045982, -0.2778483, 1.0]], ['2, k, 17', [0.2197908, -0.2482289, 1.0]], ['2, k, 18', [0.1873175, -0.6132857, 1.0]], ['2, k, 19', [0.1800972, -0.694102, 1.0]], ['2, k, 20', [-0.008081983, 0.2216221, 1.0]], ['2, k, 21', [-0.1041308, -0.1832593, 1.0]], ['2, k, 22', [-0.1630211, -0.1468707, 1.0]], ['2, k, 23', [0.1739187, -0.1956889, 1.0]], ['2, k, 24', [0.09935717, -0.1547649, 1.0]]]
[['2, k, 0', [0.01587634, -0.2857519, 1.0]], ['2, k, 1', [0.002177943, 0.006239578, 1.0]], ['2, k, 2', [-0.01217137, 0.291824, 1.0]], ['2, k, 3', [-0.01804392, 0.4207198, 1.0]], ['2, k, 4', [-0.1781412, 0.1825941, 1.0]], ['2, k, 5', [-0.2235651, -0.031461, 1.0]], ['2, k, 6', [-0.1655903, -0.1316168, 1.0]], ['2, k, 7', [-0.1212231, -0.146758, 1.0]], ['2, k, 8', [0.1628899, 0.1988503, 1.0]], ['2, k, 9', [0.2241356, -0.01305552, 1.0]], ['2, k, 10', [0.1974949, -0.1139526, 1.0]], ['2, k, 11', [0.1578585, -0.1496068, 1.0]], ['2, k, 12', [-0.07294467, -0.2862863, 1.0]], ['2, k, 13', [-0.1221761, -0.2484235, 1.0]], ['2, k, 14', [-0.1277688, -0.6053659, 1.0]], ['2, k, 15', [-0.1122578, -0.6834315, 1.0]], ['2, k, 16', [0.1041669, -0.2781259, 1.0]], ['2, k, 17', [0.2189253, -0.248861, 1.0]], ['2, k, 18', [0.1875857, -0.6138318, 1.0]], ['2, k, 19', [0.1836103, -0.6961371, 1.0]], ['2, k, 20', [-0.008554806, 0.2212848, 1.0]], ['2, k, 21', [-0.1040495, -0.181324, 1.0]], ['2, k, 22', [-0.1641121, -0.1754905, 1.0]], ['2, k, 23', [0.1768274, -0.1937488, 1.0]], ['2, k, 24', [0.1080571, -0.165786, 1.0]]]
