[['2, k, 0', [-0.06224107, 0.03058346, 1.0]], ['2, k, 1', [-0.07360443, 0.323933, 1.0]], ['2, k, 2', [-0.08354165, 0.6079013, 1.0]], ['2, k, 3', [-0.0550818, 0.7318259, 1.0]], ['2, k, 4', [-0.2379662, 0.4880771, 1.0]], ['2, k, 5', [-0.2514471, 0.2555884, 1.0]], ['2, k, 6', [-0.2309065, 0.03510206, 1.0]], ['2, k, 7', [-0.2431532, -0.02437934, 1.0]], ['2, k, 8', [0.08056878, 0.4802485, 1.0]], ['2, k, 9', [0.1085299, 0.2441802, 1.0]], ['2, k, 10', [0.1092767, 0.009028348, 1.0]], ['2, k, 11', [0.09273475, -0.05705172, 1.0]], ['2, k, 12', [-0.1281131, 0.02874167, 1.0]], ['2, k, 13', [-0.1515748, -0.2938246, 1.0]], ['2, k, 14', [-0.1504884, -0.6315817, 1.0]], ['2, k, 15', [-0.1356523, -0.7066007, 1.0]], ['2, k, 16', [0.005427762, 0.03146925, 1.0]], ['2, k, 17', [-0.03132643, -0.2921453, 1.0]], ['2, k, 18', [-0.03783481, -0.5972515, 1.0]], ['2, k, 19', [-0.04309088, -0.6931578, 1.0]], ['2, k, 20', [-0.08112361, 0.5381966, 1.0]], ['2, k, 21', [-0.2450515, -0.08410754, 1.0]], ['2, k, 22', [-0.2090447, -0.05097267, 1.0]], ['2, k, 23', [0.07718684, -0.1315394, 1.0]], ['2, k, 24', [0.1312793, -0.08209053, 1.0]]]
[['2, k, 0', [-0.07840818, 0.07653394, 1.0]], ['2, k, 1', [-0.08437119, 0.3507705, 1.0]], ['2, k, 2', [-0.09174973, 0.6205471, 1.0]], ['2, k, 3', [-0.08526494, 0.7431923, 1.0]], ['2, k, 4', [-0.2268018, 0.5948069, 1.0]], ['2, k, 5', [-0.2675106, 0.8088208, 1.0]], ['2, k, 6', [-0.1965214, 1.031072, 1.0]], ['2, k, 7', [-0.1786624, 1.113256, 1.0]], ['2, k, 8', [0.05990871, 0.497671, 1.0]], ['2, k, 9', [0.110943, 0.2669031, 1.0]], ['2, k, 10', [0.114002, 0.03059249, 1.0]], ['2, k, 11', [0.09685533, -0.02252619, 1.0]], ['2, k, 12', [-0.1413639, 0.07932729, 1.0]], ['2, k, 13', [-0.1479333, -0.2474523, 1.0]], ['2, k, 14', [-0.1488663, -0.633425, 1.0]], ['2, k, 15', [-0.1369984, -0.7084419, 1.0]], ['2, k, 16', [-0.01357542, 0.07235744, 1.0]], ['2, k, 17', [-0.0250405, -0.2533259, 1.0]], ['2, k, 18', [-0.03886997, -0.6023863, 1.0]], ['2, k, 19', [-0.04080806, -0.6957645, 1.0]], ['2, k, 20', [-0.08985264, 0.5539241, 1.0]], ['2, k, 21', [-0.1538196, 1.184889, 1.0]], ['2, k, 22', [-0.2090669, 1.126691, 1.0]], ['2, k, 23', [0.09933068, -0.08749303, 1.0]], ['2, k, 24', [0.1292898, -0.02697166, 1.0]]]
[['2, k, 0', [-0.08068842, 0.07858226, 1.0]], ['2, k, 1', [-0.08623738, 0.3519197, 1.0]], ['2, k, 2', [-0.09266436, 0.6203956, 1.0]], ['2, k, 3', [-0.08525555, 0.7432618, 1.0]], ['2, k, 4', [-0.2263843, 0.5942551, 1.0]], ['2, k, 5', [-0.2673422, 0.8084615, 1.0]], ['2, k, 6', [-0.2052629, 0.9919605, 1.0]], ['2, k, 7', [-0.1825667, 1.082282, 1.0]], ['2, k, 8', [0.06005106, 0.4977931, 1.0]], ['2, k, 9', [0.1109967, 0.2668956, 1.0]], ['2, k, 10', [0.1137536, 0.0306045, 1.0]], ['2, k, 11', [0.09560808, -0.02917275, 1.0]], ['2, k, 12', [-0.1433118, 0.0818907, 1.0]], ['2, k, 13', [-0.1487076, -0.2452181, 1.0]], ['2, k, 14', [-0.1496667, -0.6329136, 1.0]], ['2, k, 15', [-0.1368617, -0.7078483, 1.0]], ['2, k, 16', [-0.01639073, 0.07386722, 1.0]], ['2, k, 17', [-0.02529482, -0.2518556, 1.0]], ['2, k, 18', [-0.03846706, -0.602551, 1.0]], ['2, k, 19', [-0.04062768, -0.695449, 1.0]], ['2, k, 20', [-0.09095787, 0.5540593, 1.0]], ['2, k, 21', [-0.1572897, 1.148878, 1.0]], ['2, k, 22', [-0.2033438, 1.124247, 1.0]], ['2, k, 23', [0.09269115, -0.1005345, 1.0]], ['2, k, 24', [0.1291746, -0.02948089, 1.0]]]
[['2, k, 0', [-0.0830164, 0.08396614, 1.0]], ['2, k, 1', [-0.08691199, 0.354127, 1.0]], ['2, k, 2', [-0.09239866, 0.620433, 1.0]], ['2, k, 3', [-0.08502854, 0.7429391, 1.0]], ['2, k, 4', [-0.2275897, 0.6007637, 1.0]], ['2, k, 5', [-0.2676338, 0.8145961, 1.0]], ['2, k, 6', [-0.2040593, 0.9943388, 1.0]], ['2, k, 7', [-0.1805173, 1.080799, 1.0]], ['2, k, 8', [0.06018186, 0.4983587, 1.0]], ['2, k, 9', [0.1109355, 0.2674815, 1.0]], ['2, k, 10', [0.1126542, 0.03119882, 1.0]], ['2, k, 11', [0.09531489, -0.02735076, 1.0]], ['2, k, 12', [-0.145601, 0.08725847, 1.0]], ['2, k, 13', [-0.1492532, -0.2401191, 1.0]], ['2, k, 14', [-0.1496483, -0.6329512, 1.0]], ['2, k, 15', [-0.1367977, -0.7079032, 1.0]], ['2, k, 16', [-0.01846559, 0.07873002, 1.0]], ['2, k, 17', [-0.0250161, -0.2468261, 1.0]], ['2, k, 18', [-0.03833696, -0.604247, 1.0]], ['2, k, 19', [-0.04069687, -0.6955051, 1.0]], ['2, k, 20', [-0.09086344, 0.5544688, 1.0]], ['2, k, 21', [-0.1609183, 1.147841, 1.0]], ['2, k, 22', [-0.2076124, 1.099206, 1.0]], ['2, k, 23', [0.09010163, -0.09545247, 1.0]], ['2, k, 24', [0.1281699, -0.05245748, 1.0]]]
[['2, k, 0', [-0.08332366, 0.08484029, 1.0]], ['2, k, 1', [-0.08703939, 0.3549725, 1.0]], ['2, k, 2', [-0.09204455, 0.6204739, 1.0]], ['2, k, 3', [-0.08503177, 0.7429266, 1.0]], ['2, k, 4', [-0.226933, 0.5992137, 1.0]], ['2, k, 5', [-0.2674513, 0.8139719, 1.0]], ['2, k, 6', [-0.2025648, 0.9956329, 1.0]], ['2, k, 7', [-0.1766061, 1.082885, 1.0]], ['2, k, 8', [0.06035175, 0.4984876, 1.0]], ['2, k, 9', [0.1108296, 0.267455, 1.0]], ['2, k, 10', [0.1128137, 0.03129866, 1.0]], ['2, k, 11', [0.09447091, -0.02843019, 1.0]], ['2, k, 12', [-0.1460866, 0.08809635, 1.0]], ['2, k, 13', [-0.1516935, -0.2397012, 1.0]], ['2, k, 14', [-0.1500503, -0.6330221, 1.0]], ['2, k, 15', [-0.1369144, -0.7078384, 1.0]], ['2, k, 16', [-0.01855677, 0.07953734, 1.0]], ['2, k, 17', [-0.0255576, -0.2459792, 1.0]], ['2, k, 18', [-0.03846538, -0.6032323, 1.0]], ['2, k, 19', [-0.04052266, -0.6942263, 1.0]], ['2, k, 20', [-0.09065627, 0.5547798, 1.0]], ['2, k, 21', [-0.1585051, 1.149012, 1.0]], ['2, k, 22', [-0.2001391, 1.096847, 1.0]], ['2, k, 23', [0.09220635, -0.09536748, 1.0]], ['2, k, 24', [0.1304185, -0.05435384, 1.0]]]
[['2, k, 0', [-0.08374126, 0.08537232, 1.0]], ['2, k, 1', [-0.08786873, 0.3555216, 1.0]], ['2, k, 2', [-0.09296484, 0.6204304, 1.0]], ['2, k, 3', [-0.08499205, 0.7429193, 1.0]], ['2, k, 4', [-0.2261901, 0.5978041, 1.0]], ['2, k, 5', [-0.2670715, 0.8131199, 1.0]], ['2, k, 6', [-0.1993548, 0.9962623, 1.0]], ['2, k, 7', [-0.1699599, 1.074311, 1.0]], ['2, k, 8', [0.06020653, 0.4974331, 1.0]], ['2, k, 9', [0.1106908, 0.2665529, 1.0]], ['2, k, 10', [0.1125905, 0.03042256, 1.0]], ['2, k, 11', [0.09525717, -0.02714744, 1.0]], ['2, k, 12', [-0.146526, 0.08859164, 1.0]], ['2, k, 13', [-0.1515224, -0.239201, 1.0]], ['2, k, 14', [-0.1508827, -0.6329769, 1.0]], ['2, k, 15', [-0.1355525, -0.7073252, 1.0]], ['2, k, 16', [-0.01892379, 0.0800833, 1.0]], ['2, k, 17', [-0.02564303, -0.2453736, 1.0]], ['2, k, 18', [-0.03895728, -0.6034759, 1.0]], ['2, k, 19', [-0.042352, -0.6940554, 1.0]], ['2, k, 20', [-0.09157117, 0.554954, 1.0]], ['2, k, 21', [-0.1447977, 1.132796, 1.0]], ['2, k, 22', [-0.1898644, 1.120708, 1.0]], ['2, k, 23', [0.09395902, -0.09384834, 1.0]], ['2, k, 24', [0.1301262, -0.03982252, 1.0]]]
[['2, k, 0', [-0.08432762, 0.08575375, 1.0]], ['2, k, 1', [-0.08874413, 0.355962, 1.0]], ['2, k, 2', [-0.09371549, 0.6204289, 1.0]], ['2, k, 3', [-0.08498344, 0.7429269, 1.0]], ['2, k, 4', [-0.2258176, 0.5970074, 1.0]], ['2, k, 5', [-0.2670709, 0.81236, 1.0]], ['2, k, 6', [-0.1990855, 0.9959559, 1.0]], ['2, k, 7', [-0.1705691, 1.078151, 1.0]], ['2, k, 8', [0.06009591, 0.4970804, 1.0]], ['2, k, 9', [0.1104125, 0.2661625, 1.0]], ['2, k, 10', [0.1122928, 0.0301355, 1.0]], ['2, k, 11', [0.0932158, -0.02482258, 1.0]], ['2, k, 12', [-0.1470701, 0.08904866, 1.0]], ['2, k, 13', [-0.1518954, -0.2388621, 1.0]], ['2, k, 14', [-0.1512754, -0.6325167, 1.0]], ['2, k, 15', [-0.1356463, -0.7071205, 1.0]], ['2, k, 16', [-0.01972746, 0.0804803, 1.0]], ['2, k, 17', [-0.02608639, -0.2449199, 1.0]], ['2, k, 18', [-0.03838776, -0.6021529, 1.0]], ['2, k, 19', [-0.04238067, -0.6941283, 1.0]], ['2, k, 20', [-0.09239072, 0.5551118, 1.0]], ['2, k, 21', [-0.1494243, 1.146321, 1.0]], ['2, k, 22', [-0.1907834, 1.118563, 1.0]], ['2, k, 23', [0.09415075, -0.088145, 1.0]], ['2, k, 24', [0.1259722, -0.03212734, 1.0]]]
[['2, k, 0', [-0.0861562, 0.08916432, 1.0]], ['2, k, 1', [-0.08972025, 0.3578156, 1.0]], ['2, k, 2', [-0.09389824, 0.6207353, 1.0]], ['2, k, 3', [-0.08479791, 0.7428695, 1.0]], ['2, k, 4', [-0.2264703, 0.601554, 1.0]], ['2, k, 5', [-0.2670145, 0.8165341, 1.0]], ['2, k, 6', [-0.1988431, 0.995154, 1.0]], ['2, k, 7', [-0.1732083, 1.079736, 1.0]], ['2, k, 8', [0.06029659, 0.4967813, 1.0]], ['2, k, 9', [0.11033, 0.2660797, 1.0]], ['2, k, 10', [0.1120218, 0.0300969, 1.0]], ['2, k, 11', [0.09410166, -0.02608935, 1.0]], ['2, k, 12', [-0.1486058, 0.09261983, 1.0]], ['2, k, 13', [-0.1519926, -0.2357059, 1.0]], ['2, k, 14', [-0.1526763, -0.6313182, 1.0]], ['2, k, 15', [-0.1357872, -0.7057986, 1.0]], ['2, k, 16', [-0.02193102, 0.0839112, 1.0]], ['2, k, 17', [-0.02710944, -0.2410523, 1.0]], ['2, k, 18', [-0.03702888, -0.5974932, 1.0]], ['2, k, 19', [-0.04314167, -0.6937752, 1.0]], ['2, k, 20', [-0.09274863, 0.5557626, 1.0]], ['2, k, 21', [-0.146099, 1.145991, 1.0]], ['2, k, 22', [-0.1894896, 1.117883, 1.0]], ['2, k, 23', [0.08759898, -0.09470002, 1.0]], ['2, k, 24', [0.129861, -0.05400467, 1.0]]]
[['2, k, 0', [-0.08653046, 0.08903418, 1.0]], ['2, k, 1', [-0.09084642, 0.3580402, 1.0]], ['2, k, 2', [-0.09577613, 0.6210186, 1.0]], ['2, k, 3', [-0.08543069, 0.7432055, 1.0]], ['2, k, 4', [-0.2272008, 0.5919965, 1.0]], ['2, k, 5', [-0.2614945, 0.8059277, 1.0]], ['2, k, 6', [-0.1951891, 1.027965, 1.0]], ['2, k, 7', [-0.1765179, 1.107531, 1.0]], ['2, k, 8', [0.06022035, 0.496103, 1.0]], ['2, k, 9', [0.1101208, 0.2654411, 1.0]], ['2, k, 10', [0.1118854, 0.02945867, 1.0]], ['2, k, 11', [0.09477159, -0.02385546, 1.0]], ['2, k, 12', [-0.1490312, 0.09227851, 1.0]], ['2, k, 13', [-0.1518804, -0.2361872, 1.0]], ['2, k, 14', [-0.1527276, -0.6313318, 1.0]], ['2, k, 15', [-0.1359441, -0.7066077, 1.0]], ['2, k, 16', [-0.02221899, 0.08388004, 1.0]], ['2, k, 17', [-0.02832749, -0.2413798, 1.0]], ['2, k, 18', [-0.03816703, -0.5991525, 1.0]], ['2, k, 19', [-0.04328386, -0.6937153, 1.0]], ['2, k, 20', [-0.09449299, 0.5561208, 1.0]], ['2, k, 21', [-0.1613708, 1.18645, 1.0]], ['2, k, 22', [-0.211363, 1.104984, 1.0]], ['2, k, 23', [0.09775463, -0.09217044, 1.0]], ['2, k, 24', [0.1288564, -0.03147, 1.0]]]
[['2, k, 0', [-0.08725698, 0.08917338, 1.0]], ['2, k, 1', [-0.09123483, 0.3584796, 1.0]], ['2, k, 2', [-0.09586154, 0.6217825, 1.0]], ['2, k, 3', [-0.08612575, 0.7434506, 1.0]], ['2, k, 4', [-0.2269288, 0.5925115, 1.0]], ['2, k, 5', [-0.2557327, 0.8011789, 1.0]], ['2, k, 6', [-0.1983651, 1.022608, 1.0]], ['2, k, 7', [-0.1825761, 1.112445, 1.0]], ['2, k, 8', [0.06023588, 0.4966582, 1.0]], ['2, k, 9', [0.1098348, 0.2657624, 1.0]], ['2, k, 10', [0.1118687, 0.02979387, 1.0]], ['2, k, 11', [0.09396833, -0.02524205, 1.0]], ['2, k, 12', [-0.1494476, 0.09237444, 1.0]], ['2, k, 13', [-0.1518738, -0.2359678, 1.0]], ['2, k, 14', [-0.1521388, -0.6308857, 1.0]], ['2, k, 15', [-0.1360928, -0.7059648, 1.0]], ['2, k, 16', [-0.02362561, 0.08402275, 1.0]], ['2, k, 17', [-0.02846041, -0.2418616, 1.0]], ['2, k, 18', [-0.03742861, -0.5964124, 1.0]], ['2, k, 19', [-0.04328063, -0.6938429, 1.0]], ['2, k, 20', [-0.09470477, 0.5568454, 1.0]], ['2, k, 21', [-0.1693607, 1.184181, 1.0]], ['2, k, 22', [-0.2198264, 1.121408, 1.0]], ['2, k, 23', [0.08463576, -0.09437459, 1.0]], ['2, k, 24', [0.1268608, -0.03630264, 1.0]]]
[['2, k, 0', [-0.08722903, 0.08885866, 1.0]], ['2, k, 1', [-0.09156114, 0.3584448, 1.0]], ['2, k, 2', [-0.0966481, 0.6217989, 1.0]], ['2, k, 3', [-0.0866413, 0.7435512, 1.0]], ['2, k, 4', [-0.2274784, 0.5897042, 1.0]], ['2, k, 5', [-0.2526732, 0.7963461, 1.0]], ['2, k, 6', [-0.2006656, 1.016694, 1.0]], ['2, k, 7', [-0.1846504, 1.105176, 1.0]], ['2, k, 8', [0.06030336, 0.4972238, 1.0]], ['2, k, 9', [0.1094778, 0.2660616, 1.0]], ['2, k, 10', [0.1111896, 0.03002254, 1.0]], ['2, k, 11', [0.09366299, -0.02526301, 1.0]], ['2, k, 12', [-0.1494629, 0.0919893, 1.0]], ['2, k, 13', [-0.1518821, -0.2362639, 1.0]], ['2, k, 14', [-0.1511523, -0.6313751, 1.0]], ['2, k, 15', [-0.1365862, -0.7064931, 1.0]], ['2, k, 16', [-0.02339623, 0.08368648, 1.0]], ['2, k, 17', [-0.02893345, -0.2424148, 1.0]], ['2, k, 18', [-0.03747205, -0.5965177, 1.0]], ['2, k, 19', [-0.04310787, -0.6941876, 1.0]], ['2, k, 20', [-0.09536717, 0.5568829, 1.0]], ['2, k, 21', [-0.1797714, 1.169042, 1.0]], ['2, k, 22', [-0.2161189, 1.129794, 1.0]], ['2, k, 23', [0.09906588, -0.1022415, 1.0]], ['2, k, 24', [0.1282211, -0.02831023, 1.0]]]
[['2, k, 0', [-0.08756019, 0.0881971, 1.0]], ['2, k, 1', [-0.09214971, 0.3582705, 1.0]], ['2, k, 2', [-0.09742568, 0.6217805, 1.0]], ['2, k, 3', [-0.08725822, 0.743596, 1.0]], ['2, k, 4', [-0.2268108, 0.587284, 1.0]], ['2, k, 5', [-0.2489796, 0.7898225, 1.0]], ['2, k, 6', [-0.2040231, 1.006961, 1.0]], ['2, k, 7', [-0.1896025, 1.092784, 1.0]], ['2, k, 8', [0.06022899, 0.4974044, 1.0]], ['2, k, 9', [0.1092619, 0.2661985, 1.0]], ['2, k, 10', [0.1112184, 0.03016965, 1.0]], ['2, k, 11', [0.09391966, -0.02288221, 1.0]], ['2, k, 12', [-0.149751, 0.09121524, 1.0]], ['2, k, 13', [-0.1520238, -0.236874, 1.0]], ['2, k, 14', [-0.1511462, -0.6313491, 1.0]], ['2, k, 15', [-0.1366858, -0.7064972, 1.0]], ['2, k, 16', [-0.02368125, 0.0830851, 1.0]], ['2, k, 17', [-0.02879653, -0.24316, 1.0]], ['2, k, 18', [-0.03756315, -0.5968103, 1.0]], ['2, k, 19', [-0.04446509, -0.694374, 1.0]], ['2, k, 20', [-0.09610608, 0.5568582, 1.0]], ['2, k, 21', [-0.1750631, 1.167128, 1.0]], ['2, k, 22', [-0.175851, 1.118146, 1.0]], ['2, k, 23', [0.08909632, -0.09227512, 1.0]], ['2, k, 24', [0.1282169, -0.04152748, 1.0]]]
[['2, k, 0', [-0.08837528, 0.08501171, 1.0]], ['2, k, 1', [-0.09302025, 0.3571396, 1.0]], ['2, k, 2', [-0.09850881, 0.6213644, 1.0]], ['2, k, 3', [-0.08759174, 0.743562, 1.0]], ['2, k, 4', [-0.2269516, 0.5871065, 1.0]], ['2, k, 5', [-0.2458172, 0.7822216, 1.0]], ['2, k, 6', [-0.2059506, 0.9951278, 1.0]], ['2, k, 7', [-0.1986207, 1.045866, 1.0]], ['2, k, 8', [0.06035116, 0.4978534, 1.0]], ['2, k, 9', [0.108911, 0.2663588, 1.0]], ['2, k, 10', [0.1112966, 0.03036204, 1.0]], ['2, k, 11', [0.09568037, -0.0196329, 1.0]], ['2, k, 12', [-0.1512706, 0.08835926, 1.0]], ['2, k, 13', [-0.1521649, -0.2397577, 1.0]], ['2, k, 14', [-0.1515192, -0.6303107, 1.0]], ['2, k, 15', [-0.1367111, -0.7057425, 1.0]], ['2, k, 16', [-0.02363749, 0.07900076, 1.0]], ['2, k, 17', [-0.029074, -0.2466832, 1.0]], ['2, k, 18', [-0.03816766, -0.5959224, 1.0]], ['2, k, 19', [-0.04439135, -0.6943317, 1.0]], ['2, k, 20', [-0.09712465, 0.5563077, 1.0]], ['2, k, 21', [-0.1818036, 1.106352, 1.0]], ['2, k, 22', [-0.2284016, 1.093951, 1.0]], ['2, k, 23', [0.09865573, -0.08217807, 1.0]], ['2, k, 24', [0.1287621, -0.02567663, 1.0]]]
[['2, k, 0', [-0.08796415, 0.08507717, 1.0]], ['2, k, 1', [-0.09309336, 0.3570925, 1.0]], ['2, k, 2', [-0.0991405, 0.6210401, 1.0]], ['2, k, 3', [-0.08722645, 0.7439412, 1.0]], ['2, k, 4', [-0.2264466, 0.5878993, 1.0]], ['2, k, 5', [-0.2445588, 0.7747608, 1.0]], ['2, k, 6', [-0.2086113, 0.9790486, 1.0]], ['2, k, 7', [-0.1987995, 1.05532, 1.0]], ['2, k, 8', [0.0602391, 0.498152, 1.0]], ['2, k, 9', [0.1087896, 0.2666193, 1.0]], ['2, k, 10', [0.112882, 0.03059002, 1.0]], ['2, k, 11', [0.0946324, -0.02452828, 1.0]], ['2, k, 12', [-0.1506493, 0.08834667, 1.0]], ['2, k, 13', [-0.152068, -0.2396485, 1.0]], ['2, k, 14', [-0.150977, -0.6303051, 1.0]], ['2, k, 15', [-0.1368493, -0.705947, 1.0]], ['2, k, 16', [-0.02291387, 0.07934938, 1.0]], ['2, k, 17', [-0.02889138, -0.2467905, 1.0]], ['2, k, 18', [-0.03794761, -0.5959941, 1.0]], ['2, k, 19', [-0.04426115, -0.6944429, 1.0]], ['2, k, 20', [-0.09757031, 0.5561036, 1.0]], ['2, k, 21', [-0.1927317, 1.121074, 1.0]], ['2, k, 22', [-0.2320826, 1.062782, 1.0]], ['2, k, 23', [0.09116285, -0.08777508, 1.0]], ['2, k, 24', [0.1279831, -0.03650006, 1.0]]]
[['2, k, 0', [-0.08703688, 0.08143166, 1.0]], ['2, k, 1', [-0.09329296, 0.3556179, 1.0]], ['2, k, 2', [-0.09972129, 0.6205798, 1.0]], ['2, k, 3', [-0.08725607, 0.7439415, 1.0]], ['2, k, 4', [-0.2257589, 0.581404, 1.0]], ['2, k, 5', [-0.2406691, 0.7186705, 1.0]], ['2, k, 6', [-0.2131606, 0.9028521, 1.0]], ['2, k, 7', [-0.2048721, 0.9790879, 1.0]], ['2, k, 8', [0.06080393, 0.4978044, 1.0]], ['2, k, 9', [0.1088572, 0.2659544, 1.0]], ['2, k, 10', [0.1127652, 0.03000889, 1.0]], ['2, k, 11', [0.09375048, -0.02257093, 1.0]], ['2, k, 12', [-0.150321, 0.0849892, 1.0]], ['2, k, 13', [-0.1517386, -0.2424622, 1.0]], ['2, k, 14', [-0.150919, -0.6303428, 1.0]], ['2, k, 15', [-0.1369154, -0.7060115, 1.0]], ['2, k, 16', [-0.02106592, 0.07485321, 1.0]], ['2, k, 17', [-0.02876496, -0.2517335, 1.0]], ['2, k, 18', [-0.03808989, -0.5962828, 1.0]], ['2, k, 19', [-0.04350424, -0.693891, 1.0]], ['2, k, 20', [-0.09807403, 0.5554829, 1.0]], ['2, k, 21', [-0.2045624, 1.031801, 1.0]], ['2, k, 22', [-0.2424842, 0.9729048, 1.0]], ['2, k, 23', [0.08904007, -0.09550335, 1.0]], ['2, k, 24', [0.1251692, -0.04094606, 1.0]]]
[['2, k, 0', [-0.08580171, 0.07815692, 1.0]], ['2, k, 1', [-0.09331965, 0.3543615, 1.0]], ['2, k, 2', [-0.1001925, 0.6204048, 1.0]], ['2, k, 3', [-0.08700777, 0.7442089, 1.0]], ['2, k, 4', [-0.2222931, 0.5693868, 1.0]], ['2, k, 5', [-0.2405304, 0.7021502, 1.0]], ['2, k, 6', [-0.2143238, 0.8702275, 1.0]], ['2, k, 7', [-0.2073753, 0.9407929, 1.0]], ['2, k, 8', [0.0606769, 0.4983419, 1.0]], ['2, k, 9', [0.1083832, 0.2664212, 1.0]], ['2, k, 10', [0.112616, 0.0306088, 1.0]], ['2, k, 11', [0.09326232, -0.02324604, 1.0]], ['2, k, 12', [-0.1498802, 0.08219771, 1.0]], ['2, k, 13', [-0.1516597, -0.2449125, 1.0]], ['2, k, 14', [-0.1516014, -0.6294386, 1.0]], ['2, k, 15', [-0.1368598, -0.7050799, 1.0]], ['2, k, 16', [-0.01886181, 0.07132603, 1.0]], ['2, k, 17', [-0.02875853, -0.2558742, 1.0]], ['2, k, 18', [-0.04046912, -0.6005366, 1.0]], ['2, k, 19', [-0.04455234, -0.694044, 1.0]], ['2, k, 20', [-0.09846559, 0.5551342, 1.0]], ['2, k, 21', [-0.2047943, 0.9994301, 1.0]], ['2, k, 22', [-0.2478147, 0.9446983, 1.0]], ['2, k, 23', [0.08574204, -0.09219936, 1.0]], ['2, k, 24', [0.1256045, -0.04155447, 1.0]]]
[['2, k, 0', [-0.08485461, 0.07633572, 1.0]], ['2, k, 1', [-0.09318007, 0.3534879, 1.0]], ['2, k, 2', [-0.1004936, 0.6202891, 1.0]], ['2, k, 3', [-0.08672251, 0.7445142, 1.0]], ['2, k, 4', [-0.221352, 0.5620496, 1.0]], ['2, k, 5', [-0.2412971, 0.6747005, 1.0]], ['2, k, 6', [-0.2142655, 0.8189653, 1.0]], ['2, k, 7', [-0.2105726, 0.8910812, 1.0]], ['2, k, 8', [0.06074801, 0.4981072, 1.0]], ['2, k, 9', [0.1078063, 0.2659441, 1.0]], ['2, k, 10', [0.1124984, 0.0301948, 1.0]], ['2, k, 11', [0.09278689, -0.02230834, 1.0]], ['2, k, 12', [-0.1491783, 0.08008565, 1.0]], ['2, k, 13', [-0.1516423, -0.2466635, 1.0]], ['2, k, 14', [-0.1522672, -0.628871, 1.0]], ['2, k, 15', [-0.1371278, -0.7043775, 1.0]], ['2, k, 16', [-0.01765322, 0.0698032, 1.0]], ['2, k, 17', [-0.02922749, -0.2576605, 1.0]], ['2, k, 18', [-0.04023397, -0.6000204, 1.0]], ['2, k, 19', [-0.04432037, -0.6938132, 1.0]], ['2, k, 20', [-0.09868468, 0.5548763, 1.0]], ['2, k, 21', [-0.2044402, 0.937142, 1.0]], ['2, k, 22', [-0.2502045, 0.8971344, 1.0]], ['2, k, 23', [0.09177691, -0.06225676, 1.0]], ['2, k, 24', [0.1266878, -0.03090204, 1.0]]]
[['2, k, 0', [-0.0822693, 0.07388753, 1.0]], ['2, k, 1', [-0.09087224, 0.3518111, 1.0]], ['2, k, 2', [-0.09870851, 0.6197938, 1.0]], ['2, k, 3', [-0.08614458, 0.7439131, 1.0]], ['2, k, 4', [-0.2220926, 0.5540026, 1.0]], ['2, k, 5', [-0.2397826, 0.5969793, 1.0]], ['2, k, 6', [-0.2123694, 0.7026063, 1.0]], ['2, k, 7', [-0.2137482, 0.7594886, 1.0]], ['2, k, 8', [0.06104481, 0.4982444, 1.0]], ['2, k, 9', [0.1075435, 0.2658489, 1.0]], ['2, k, 10', [0.1121491, 0.03018051, 1.0]], ['2, k, 11', [0.09301726, -0.02310143, 1.0]], ['2, k, 12', [-0.1467924, 0.07661161, 1.0]], ['2, k, 13', [-0.1514584, -0.2498267, 1.0]], ['2, k, 14', [-0.1526046, -0.6277968, 1.0]], ['2, k, 15', [-0.1369207, -0.7032945, 1.0]], ['2, k, 16', [-0.01509018, 0.06868844, 1.0]], ['2, k, 17', [-0.02926635, -0.2593243, 1.0]], ['2, k, 18', [-0.03975541, -0.5984208, 1.0]], ['2, k, 19', [-0.04481126, -0.6940253, 1.0]], ['2, k, 20', [-0.09680526, 0.5541039, 1.0]], ['2, k, 21', [-0.2106985, 0.7994264, 1.0]], ['2, k, 22', [-0.2546793, 0.7569851, 1.0]], ['2, k, 23', [0.1091149, -0.09912488, 1.0]], ['2, k, 24', [0.12942, -0.05167971, 1.0]]]
