[['2, k, 0', [0.07524143, -0.3568166, 1.0]], ['2, k, 1', [0.0638667, -0.1115858, 1.0]], ['2, k, 2', [0.05289306, 0.1285809, 1.0]], ['2, k, 3', [0.04082249, 0.2614909, 1.0]], ['2, k, 4', [-0.0925017, 0.04524726, 1.0]], ['2, k, 5', [-0.1059603, -0.1288864, 1.0]], ['2, k, 6', [-0.1248835, -0.1616565, 1.0]], ['2, k, 7', [-0.118465, -0.1041855, 1.0]], ['2, k, 8', [0.2099783, 0.0685965, 1.0]], ['2, k, 9', [0.2489127, -0.1605368, 1.0]], ['2, k, 10', [0.1859111, -0.01296089, 1.0]], ['2, k, 11', [0.1665088, 0.03608371, 1.0]], ['2, k, 12', [-0.001006623, -0.3566053, 1.0]], ['2, k, 13', [-0.1070571, -0.2972499, 1.0]], ['2, k, 14', [-0.1153414, -0.6216234, 1.0]], ['2, k, 15', [-0.1696412, -0.6688889, 1.0]], ['2, k, 16', [0.149235, -0.3439462, 1.0]], ['2, k, 17', [0.1758345, -0.3238586, 1.0]], ['2, k, 18', [0.1575543, -0.6309925, 1.0]], ['2, k, 19', [0.1413133, -0.6758721, 1.0]], ['2, k, 20', [0.05592863, 0.06937585, 1.0]], ['2, k, 21', [-0.1193165, -0.1275794, 1.0]], ['2, k, 22', [-0.1245181, -0.05986318, 1.0]], ['2, k, 23', [0.145489, 0.07605064, 1.0]], ['2, k, 24', [0.2216351, 0.06323282, 1.0]]]
[['2, k, 0', [-0.04152278, -0.2162335, 1.0]], ['2, k, 1', [-0.04061574, 0.0412227, 1.0]], ['2, k, 2', [-0.03864108, 0.2935248, 1.0]], ['2, k, 3', [-0.03168714, 0.4349148, 1.0]], ['2, k, 4', [-0.1932948, 0.1972522, 1.0]], ['2, k, 5', [-0.2211489, 0.00678128, 1.0]], ['2, k, 6', [-0.3315099, -0.06098291, 1.0]], ['2, k, 7', [-0.3514538, -0.05065461, 1.0]], ['2, k, 8', [0.1228582, 0.2062392, 1.0]], ['2, k, 9', [0.1554319, -0.03830427, 1.0]], ['2, k, 10', [0.1292529, -0.2051535, 1.0]], ['2, k, 11', [0.1242643, -0.2554157, 1.0]], ['2, k, 12', [-0.1193376, -0.2116324, 1.0]], ['2, k, 13', [-0.1816028, -0.3735532, 1.0]], ['2, k, 14', [-0.2231824, -0.7177129, 1.0]], ['2, k, 15', [-0.2037407, -0.7667651, 1.0]], ['2, k, 16', [0.03713289, -0.2146538, 1.0]], ['2, k, 17', [0.0698449, -0.3705368, 1.0]], ['2, k, 18', [0.09582601, -0.7218913, 1.0]], ['2, k, 19', [0.04005366, -0.7554183, 1.0]], ['2, k, 20', [-0.03943589, 0.2314338, 1.0]], ['2, k, 21', [-0.3105258, -0.02418663, 1.0]], ['2, k, 22', [-0.3852116, -0.1029293, 1.0]], ['2, k, 23', [0.1056669, -0.3115376, 1.0]], ['2, k, 24', [0.1609135, -0.2661662, 1.0]]]
[['2, k, 0', [-0.04146663, -0.21615, 1.0]], ['2, k, 1', [-0.04053644, 0.0412492, 1.0]], ['2, k, 2', [-0.03856483, 0.2934689, 1.0]], ['2, k, 3', [-0.03179161, 0.4349234, 1.0]], ['2, k, 4', [-0.1925336, 0.197608, 1.0]], ['2, k, 5', [-0.2206087, 0.007008981, 1.0]], ['2, k, 6', [-0.2079175, -0.06822021, 1.0]], ['2, k, 7', [-0.2157141, -0.05793634, 1.0]], ['2, k, 8', [0.1229093, 0.2063114, 1.0]], ['2, k, 9', [0.1550379, -0.03552072, 1.0]], ['2, k, 10', [0.1260891, -0.2047362, 1.0]], ['2, k, 11', [0.1209479, -0.254245, 1.0]], ['2, k, 12', [-0.1192668, -0.2115517, 1.0]], ['2, k, 13', [-0.1817275, -0.373113, 1.0]], ['2, k, 14', [-0.2242288, -0.7180514, 1.0]], ['2, k, 15', [-0.2034441, -0.7667766, 1.0]], ['2, k, 16', [0.03718198, -0.2146219, 1.0]], ['2, k, 17', [0.06976575, -0.3707375, 1.0]], ['2, k, 18', [0.0954065, -0.7224982, 1.0]], ['2, k, 19', [0.0441216, -0.7571796, 1.0]], ['2, k, 20', [-0.03934462, 0.2313915, 1.0]], ['2, k, 21', [-0.2127137, -0.06542955, 1.0]], ['2, k, 22', [-0.24487, -0.03983308, 1.0]], ['2, k, 23', [0.1033967, -0.3094182, 1.0]], ['2, k, 24', [0.1597445, -0.2687555, 1.0]]]
[['2, k, 0', [-0.04132181, -0.2160052, 1.0]], ['2, k, 1', [-0.04042576, 0.04134044, 1.0]], ['2, k, 2', [-0.03853108, 0.2934582, 1.0]], ['2, k, 3', [-0.03202565, 0.4347923, 1.0]], ['2, k, 4', [-0.193452, 0.1971201, 1.0]], ['2, k, 5', [-0.2232612, 0.006738553, 1.0]], ['2, k, 6', [-0.2136384, -0.07156123, 1.0]], ['2, k, 7', [-0.215334, -0.08717335, 1.0]], ['2, k, 8', [0.1231356, 0.2065499, 1.0]], ['2, k, 9', [0.1506953, -0.02668948, 1.0]], ['2, k, 10', [0.1143935, -0.2095888, 1.0]], ['2, k, 11', [0.1024751, -0.2634403, 1.0]], ['2, k, 12', [-0.1190155, -0.211476, 1.0]], ['2, k, 13', [-0.1814145, -0.3733532, 1.0]], ['2, k, 14', [-0.2249373, -0.7194787, 1.0]], ['2, k, 15', [-0.2036826, -0.768501, 1.0]], ['2, k, 16', [0.037244, -0.2144253, 1.0]], ['2, k, 17', [0.06988405, -0.3727983, 1.0]], ['2, k, 18', [0.09536096, -0.7229769, 1.0]], ['2, k, 19', [0.04678816, -0.7593998, 1.0]], ['2, k, 20', [-0.0392828, 0.231395, 1.0]], ['2, k, 21', [-0.2093682, -0.09719659, 1.0]], ['2, k, 22', [-0.255721, -0.04338062, 1.0]], ['2, k, 23', [0.0904928, -0.3146857, 1.0]], ['2, k, 24', [0.1426873, -0.2792405, 1.0]]]
[['2, k, 0', [-0.04122192, -0.2158761, 1.0]], ['2, k, 1', [-0.04033508, 0.04145703, 1.0]], ['2, k, 2', [-0.03847567, 0.2935215, 1.0]], ['2, k, 3', [-0.03217932, 0.4348305, 1.0]], ['2, k, 4', [-0.1946746, 0.1965677, 1.0]], ['2, k, 5', [-0.2245869, 0.005115353, 1.0]], ['2, k, 6', [-0.2211398, -0.08281156, 1.0]], ['2, k, 7', [-0.2216835, -0.10512, 1.0]], ['2, k, 8', [0.1232009, 0.2066092, 1.0]], ['2, k, 9', [0.1509555, -0.02679451, 1.0]], ['2, k, 10', [0.1141724, -0.2097334, 1.0]], ['2, k, 11', [0.1006319, -0.2642581, 1.0]], ['2, k, 12', [-0.1187353, -0.2115081, 1.0]], ['2, k, 13', [-0.181426, -0.3733499, 1.0]], ['2, k, 14', [-0.2241877, -0.7183506, 1.0]], ['2, k, 15', [-0.2038889, -0.7679608, 1.0]], ['2, k, 16', [0.03727167, -0.2141789, 1.0]], ['2, k, 17', [0.07034404, -0.3739493, 1.0]], ['2, k, 18', [0.09580965, -0.7222462, 1.0]], ['2, k, 19', [0.0443795, -0.7575313, 1.0]], ['2, k, 20', [-0.03920926, 0.2314632, 1.0]], ['2, k, 21', [-0.2096623, -0.1211441, 1.0]], ['2, k, 22', [-0.2574826, -0.06607263, 1.0]], ['2, k, 23', [0.09074137, -0.3193745, 1.0]], ['2, k, 24', [0.1294395, -0.2856995, 1.0]]]
[['2, k, 0', [-0.0409477, -0.2157904, 1.0]], ['2, k, 1', [-0.0403107, 0.04151007, 1.0]], ['2, k, 2', [-0.0386399, 0.2935617, 1.0]], ['2, k, 3', [-0.03242816, 0.4349576, 1.0]], ['2, k, 4', [-0.1959133, 0.1962205, 1.0]], ['2, k, 5', [-0.2184092, -0.01336314, 1.0]], ['2, k, 6', [-0.2227383, -0.1209707, 1.0]], ['2, k, 7', [-0.2182924, -0.1351869, 1.0]], ['2, k, 8', [0.1232437, 0.2067409, 1.0]], ['2, k, 9', [0.1493495, -0.02531672, 1.0]], ['2, k, 10', [0.1164982, -0.210395, 1.0]], ['2, k, 11', [0.1060133, -0.2635947, 1.0]], ['2, k, 12', [-0.1183605, -0.2115418, 1.0]], ['2, k, 13', [-0.1815223, -0.3755273, 1.0]], ['2, k, 14', [-0.2242106, -0.7183407, 1.0]], ['2, k, 15', [-0.2037626, -0.7678343, 1.0]], ['2, k, 16', [0.03748446, -0.2140093, 1.0]], ['2, k, 17', [0.07019767, -0.3729048, 1.0]], ['2, k, 18', [0.09629754, -0.7223707, 1.0]], ['2, k, 19', [0.0461765, -0.7583228, 1.0]], ['2, k, 20', [-0.03927486, 0.2314938, 1.0]], ['2, k, 21', [-0.2119803, -0.1472305, 1.0]], ['2, k, 22', [-0.2570599, -0.09063052, 1.0]], ['2, k, 23', [0.09267394, -0.3172844, 1.0]], ['2, k, 24', [0.1272808, -0.2992441, 1.0]]]
[['2, k, 0', [-0.04081894, -0.2153054, 1.0]], ['2, k, 1', [-0.04026367, 0.04154794, 1.0]], ['2, k, 2', [-0.03868999, 0.2930099, 1.0]], ['2, k, 3', [-0.03263512, 0.4349538, 1.0]], ['2, k, 4', [-0.1965192, 0.195751, 1.0]], ['2, k, 5', [-0.2248755, -0.01428287, 1.0]], ['2, k, 6', [-0.2283267, -0.1191398, 1.0]], ['2, k, 7', [-0.2201033, -0.1489679, 1.0]], ['2, k, 8', [0.123273, 0.2069083, 1.0]], ['2, k, 9', [0.1545443, -0.03843616, 1.0]], ['2, k, 10', [0.1180637, -0.2241548, 1.0]], ['2, k, 11', [0.1060319, -0.2757392, 1.0]], ['2, k, 12', [-0.1184171, -0.2113364, 1.0]], ['2, k, 13', [-0.1814426, -0.3756282, 1.0]], ['2, k, 14', [-0.224941, -0.7182212, 1.0]], ['2, k, 15', [-0.2083697, -0.7688636, 1.0]], ['2, k, 16', [0.03797276, -0.212997, 1.0]], ['2, k, 17', [0.07045887, -0.3735058, 1.0]], ['2, k, 18', [0.09671678, -0.7220216, 1.0]], ['2, k, 19', [0.04490122, -0.7572688, 1.0]], ['2, k, 20', [-0.03926573, 0.2311679, 1.0]], ['2, k, 21', [-0.2158485, -0.1689982, 1.0]], ['2, k, 22', [-0.2594323, -0.1052537, 1.0]], ['2, k, 23', [0.09281328, -0.3327081, 1.0]], ['2, k, 24', [0.1317728, -0.3015786, 1.0]]]
[['2, k, 0', [-0.04056621, -0.214805, 1.0]], ['2, k, 1', [-0.04014688, 0.04172096, 1.0]], ['2, k, 2', [-0.03868009, 0.2929919, 1.0]], ['2, k, 3', [-0.03275225, 0.4349783, 1.0]], ['2, k, 4', [-0.1968679, 0.1956236, 1.0]], ['2, k, 5', [-0.2281661, -0.01382945, 1.0]], ['2, k, 6', [-0.2068341, -0.1354642, 1.0]], ['2, k, 7', [-0.2100122, -0.1803697, 1.0]], ['2, k, 8', [0.1230947, 0.2071455, 1.0]], ['2, k, 9', [0.1546291, -0.03673499, 1.0]], ['2, k, 10', [0.1135822, -0.2212951, 1.0]], ['2, k, 11', [0.1015082, -0.2729462, 1.0]], ['2, k, 12', [-0.1183777, -0.2111423, 1.0]], ['2, k, 13', [-0.180587, -0.3784893, 1.0]], ['2, k, 14', [-0.2290002, -0.7187611, 1.0]], ['2, k, 15', [-0.2047379, -0.7647516, 1.0]], ['2, k, 16', [0.03853118, -0.2121989, 1.0]], ['2, k, 17', [0.07051208, -0.373327, 1.0]], ['2, k, 18', [0.09662598, -0.7214939, 1.0]], ['2, k, 19', [0.04766826, -0.7578914, 1.0]], ['2, k, 20', [-0.03923804, 0.2311714, 1.0]], ['2, k, 21', [-0.2117399, -0.1875442, 1.0]], ['2, k, 22', [-0.257377, -0.1221729, 1.0]], ['2, k, 23', [0.09004851, -0.3270731, 1.0]], ['2, k, 24', [0.1282872, -0.3003527, 1.0]]]
[['2, k, 0', [-0.04048194, -0.2146587, 1.0]], ['2, k, 1', [-0.04008288, 0.0418206, 1.0]], ['2, k, 2', [-0.03867519, 0.2929987, 1.0]], ['2, k, 3', [-0.0329213, 0.4350268, 1.0]], ['2, k, 4', [-0.1951856, 0.1963843, 1.0]], ['2, k, 5', [-0.2293647, -0.01357707, 1.0]], ['2, k, 6', [-0.2090883, -0.1420014, 1.0]], ['2, k, 7', [-0.2080683, -0.1941393, 1.0]], ['2, k, 8', [0.1231039, 0.2074504, 1.0]], ['2, k, 9', [0.1493981, -0.02915972, 1.0]], ['2, k, 10', [0.1143818, -0.2151126, 1.0]], ['2, k, 11', [0.1049166, -0.2674221, 1.0]], ['2, k, 12', [-0.1182191, -0.2110703, 1.0]], ['2, k, 13', [-0.1804465, -0.3796113, 1.0]], ['2, k, 14', [-0.2290872, -0.7185136, 1.0]], ['2, k, 15', [-0.202881, -0.7641176, 1.0]], ['2, k, 16', [0.03853999, -0.2120051, 1.0]], ['2, k, 17', [0.07020321, -0.3720316, 1.0]], ['2, k, 18', [0.09668526, -0.7214553, 1.0]], ['2, k, 19', [0.05025582, -0.7603261, 1.0]], ['2, k, 20', [-0.03922218, 0.2311871, 1.0]], ['2, k, 21', [-0.2034714, -0.2144006, 1.0]], ['2, k, 22', [-0.2557325, -0.1366292, 1.0]], ['2, k, 23', [0.09331979, -0.3225872, 1.0]], ['2, k, 24', [0.1315053, -0.2981638, 1.0]]]
[['2, k, 0', [-0.0403414, -0.2146131, 1.0]], ['2, k, 1', [-0.04006888, 0.04186203, 1.0]], ['2, k, 2', [-0.03877532, 0.2930319, 1.0]], ['2, k, 3', [-0.03303987, 0.4351182, 1.0]], ['2, k, 4', [-0.1961641, 0.1956665, 1.0]], ['2, k, 5', [-0.2293283, -0.01324593, 1.0]], ['2, k, 6', [-0.2145073, -0.1674775, 1.0]], ['2, k, 7', [-0.2064997, -0.2330073, 1.0]], ['2, k, 8', [0.1231677, 0.2075504, 1.0]], ['2, k, 9', [0.1501168, -0.02898324, 1.0]], ['2, k, 10', [0.1163349, -0.2166483, 1.0]], ['2, k, 11', [0.1080405, -0.2665851, 1.0]], ['2, k, 12', [-0.1179973, -0.2111124, 1.0]], ['2, k, 13', [-0.1805075, -0.3778072, 1.0]], ['2, k, 14', [-0.2295216, -0.7184577, 1.0]], ['2, k, 15', [-0.205786, -0.7650405, 1.0]], ['2, k, 16', [0.03860684, -0.2119246, 1.0]], ['2, k, 17', [0.06968916, -0.3727239, 1.0]], ['2, k, 18', [0.09568644, -0.721091, 1.0]], ['2, k, 19', [0.04536219, -0.7572576, 1.0]], ['2, k, 20', [-0.03926397, 0.23121, 1.0]], ['2, k, 21', [-0.1732518, -0.273186, 1.0]], ['2, k, 22', [-0.2505303, -0.1479946, 1.0]], ['2, k, 23', [0.09480719, -0.3224981, 1.0]], ['2, k, 24', [0.1369036, -0.2950562, 1.0]]]
[['2, k, 0', [-0.04031457, -0.2141777, 1.0]], ['2, k, 1', [-0.04004252, 0.04210016, 1.0]], ['2, k, 2', [-0.03879007, 0.2930792, 1.0]], ['2, k, 3', [-0.03324511, 0.4353103, 1.0]], ['2, k, 4', [-0.1967368, 0.1955893, 1.0]], ['2, k, 5', [-0.230572, -0.01099414, 1.0]], ['2, k, 6', [-0.2121437, -0.1718168, 1.0]], ['2, k, 7', [-0.2050746, -0.2393286, 1.0]], ['2, k, 8', [0.1232884, 0.2076806, 1.0]], ['2, k, 9', [0.1489565, -0.02839765, 1.0]], ['2, k, 10', [0.1179748, -0.2174483, 1.0]], ['2, k, 11', [0.1096421, -0.2681522, 1.0]], ['2, k, 12', [-0.1181112, -0.2108778, 1.0]], ['2, k, 13', [-0.1806129, -0.3766292, 1.0]], ['2, k, 14', [-0.2287939, -0.717666, 1.0]], ['2, k, 15', [-0.2050946, -0.7638074, 1.0]], ['2, k, 16', [0.03883615, -0.2112853, 1.0]], ['2, k, 17', [0.07009608, -0.3755854, 1.0]], ['2, k, 18', [0.09524122, -0.7207111, 1.0]], ['2, k, 19', [0.04726131, -0.7589978, 1.0]], ['2, k, 20', [-0.03926593, 0.2312784, 1.0]], ['2, k, 21', [-0.1714574, -0.2773211, 1.0]], ['2, k, 22', [-0.189933, -0.2118821, 1.0]], ['2, k, 23', [0.1014812, -0.3326427, 1.0]], ['2, k, 24', [0.1485438, -0.2825937, 1.0]]]
[['2, k, 0', [-0.04020174, -0.2142159, 1.0]], ['2, k, 1', [-0.03996982, 0.04207436, 1.0]], ['2, k, 2', [-0.03881198, 0.2929797, 1.0]], ['2, k, 3', [-0.03348465, 0.4352255, 1.0]], ['2, k, 4', [-0.1972152, 0.1954603, 1.0]], ['2, k, 5', [-0.2306671, -0.01136062, 1.0]], ['2, k, 6', [-0.2143787, -0.1824972, 1.0]], ['2, k, 7', [-0.2085329, -0.2464361, 1.0]], ['2, k, 8', [0.1233163, 0.2077187, 1.0]], ['2, k, 9', [0.1494495, -0.02804629, 1.0]], ['2, k, 10', [0.1267287, -0.2031232, 1.0]], ['2, k, 11', [0.1216492, -0.2548691, 1.0]], ['2, k, 12', [-0.1179178, -0.2109621, 1.0]], ['2, k, 13', [-0.1805577, -0.3761213, 1.0]], ['2, k, 14', [-0.2278949, -0.717301, 1.0]], ['2, k, 15', [-0.2045852, -0.7639565, 1.0]], ['2, k, 16', [0.03889117, -0.2113215, 1.0]], ['2, k, 17', [0.07071123, -0.3747917, 1.0]], ['2, k, 18', [0.09659645, -0.7219055, 1.0]], ['2, k, 19', [0.04353401, -0.7561901, 1.0]], ['2, k, 20', [-0.03924859, 0.2311963, 1.0]], ['2, k, 21', [-0.1837, -0.2860685, 1.0]], ['2, k, 22', [-0.26046, -0.2866467, 1.0]], ['2, k, 23', [0.1013969, -0.3024984, 1.0]], ['2, k, 24', [0.1606214, -0.2686568, 1.0]]]
[['2, k, 0', [-0.0402374, -0.2142322, 1.0]], ['2, k, 1', [-0.04002648, 0.04205685, 1.0]], ['2, k, 2', [-0.03896249, 0.2928826, 1.0]], ['2, k, 3', [-0.03375791, 0.4351414, 1.0]], ['2, k, 4', [-0.1974572, 0.1953251, 1.0]], ['2, k, 5', [-0.2308356, -0.01141093, 1.0]], ['2, k, 6', [-0.2144355, -0.1840491, 1.0]], ['2, k, 7', [-0.2052681, -0.2389065, 1.0]], ['2, k, 8', [0.123364, 0.207793, 1.0]], ['2, k, 9', [0.1540288, -0.04648443, 1.0]], ['2, k, 10', [0.104012, -0.2262719, 1.0]], ['2, k, 11', [0.09194662, -0.2779524, 1.0]], ['2, k, 12', [-0.1179426, -0.2110275, 1.0]], ['2, k, 13', [-0.1804781, -0.3743878, 1.0]], ['2, k, 14', [-0.2357367, -0.7153384, 1.0]], ['2, k, 15', [-0.203719, -0.7574916, 1.0]], ['2, k, 16', [0.03881786, -0.2113248, 1.0]], ['2, k, 17', [0.0707115, -0.3730762, 1.0]], ['2, k, 18', [0.09476393, -0.7221141, 1.0]], ['2, k, 19', [0.04262462, -0.7569067, 1.0]], ['2, k, 20', [-0.03936297, 0.2311184, 1.0]], ['2, k, 21', [-0.2069902, -0.2921978, 1.0]], ['2, k, 22', [-0.2300848, -0.2379487, 1.0]], ['2, k, 23', [0.08370533, -0.3316005, 1.0]], ['2, k, 24', [0.1284059, -0.2895525, 1.0]]]
[['2, k, 0', [-0.04041272, -0.2140444, 1.0]], ['2, k, 1', [-0.04005836, 0.0421345, 1.0]], ['2, k, 2', [-0.03895861, 0.2928794, 1.0]], ['2, k, 3', [-0.03402526, 0.4350936, 1.0]], ['2, k, 4', [-0.1977985, 0.1951275, 1.0]], ['2, k, 5', [-0.2254743, -0.01784897, 1.0]], ['2, k, 6', [-0.2134151, -0.1889081, 1.0]], ['2, k, 7', [-0.2051669, -0.2426805, 1.0]], ['2, k, 8', [0.1231059, 0.2077413, 1.0]], ['2, k, 9', [0.1546836, -0.03642177, 1.0]], ['2, k, 10', [0.1071792, -0.2211587, 1.0]], ['2, k, 11', [0.09853312, -0.2696099, 1.0]], ['2, k, 12', [-0.1183741, -0.2108987, 1.0]], ['2, k, 13', [-0.1806731, -0.3741859, 1.0]], ['2, k, 14', [-0.2331812, -0.7168472, 1.0]], ['2, k, 15', [-0.2035602, -0.75844, 1.0]], ['2, k, 16', [0.03879726, -0.2110987, 1.0]], ['2, k, 17', [0.07050639, -0.3736115, 1.0]], ['2, k, 18', [0.09495048, -0.7217763, 1.0]], ['2, k, 19', [0.0432171, -0.7573401, 1.0]], ['2, k, 20', [-0.03936078, 0.2311234, 1.0]], ['2, k, 21', [-0.2112073, -0.2978943, 1.0]], ['2, k, 22', [-0.2272565, -0.2562875, 1.0]], ['2, k, 23', [0.09533677, -0.3298238, 1.0]], ['2, k, 24', [0.1363332, -0.2838854, 1.0]]]
[['2, k, 0', [-0.04057303, -0.2138354, 1.0]], ['2, k, 1', [-0.04021516, 0.04225912, 1.0]], ['2, k, 2', [-0.03922075, 0.2928097, 1.0]], ['2, k, 3', [-0.03451266, 0.4349718, 1.0]], ['2, k, 4', [-0.1978868, 0.1951116, 1.0]], ['2, k, 5', [-0.2271322, -0.01741701, 1.0]], ['2, k, 6', [-0.2136618, -0.1883065, 1.0]], ['2, k, 7', [-0.2045522, -0.24086, 1.0]], ['2, k, 8', [0.1229646, 0.2077615, 1.0]], ['2, k, 9', [0.154533, -0.03512356, 1.0]], ['2, k, 10', [0.1159463, -0.2237811, 1.0]], ['2, k, 11', [0.1069976, -0.2730315, 1.0]], ['2, k, 12', [-0.1187982, -0.2106102, 1.0]], ['2, k, 13', [-0.1806543, -0.3735516, 1.0]], ['2, k, 14', [-0.2224671, -0.7174973, 1.0]], ['2, k, 15', [-0.2058583, -0.767764, 1.0]], ['2, k, 16', [0.03878028, -0.2109782, 1.0]], ['2, k, 17', [0.07057641, -0.3733839, 1.0]], ['2, k, 18', [0.0947842, -0.72173, 1.0]], ['2, k, 19', [0.04476104, -0.7589059, 1.0]], ['2, k, 20', [-0.03957963, 0.2311091, 1.0]], ['2, k, 21', [-0.2069706, -0.2931585, 1.0]], ['2, k, 22', [-0.245054, -0.1805406, 1.0]], ['2, k, 23', [0.09819869, -0.3339065, 1.0]], ['2, k, 24', [0.1457289, -0.2891187, 1.0]]]
[['2, k, 0', [-0.04057806, -0.213718, 1.0]], ['2, k, 1', [-0.04020005, 0.04236268, 1.0]], ['2, k, 2', [-0.0392109, 0.2928432, 1.0]], ['2, k, 3', [-0.03464434, 0.4349326, 1.0]], ['2, k, 4', [-0.1984904, 0.1947595, 1.0]], ['2, k, 5', [-0.2305293, -0.01626919, 1.0]], ['2, k, 6', [-0.2140057, -0.1866925, 1.0]], ['2, k, 7', [-0.2042001, -0.2384702, 1.0]], ['2, k, 8', [0.1227809, 0.2077748, 1.0]], ['2, k, 9', [0.1543349, -0.03428414, 1.0]], ['2, k, 10', [0.1149075, -0.2217959, 1.0]], ['2, k, 11', [0.105681, -0.2700419, 1.0]], ['2, k, 12', [-0.118853, -0.2105946, 1.0]], ['2, k, 13', [-0.1805264, -0.3733145, 1.0]], ['2, k, 14', [-0.2234035, -0.7175009, 1.0]], ['2, k, 15', [-0.2059215, -0.767377, 1.0]], ['2, k, 16', [0.03887751, -0.2106765, 1.0]], ['2, k, 17', [0.07055206, -0.3731108, 1.0]], ['2, k, 18', [0.09461764, -0.7219509, 1.0]], ['2, k, 19', [0.04192039, -0.7576354, 1.0]], ['2, k, 20', [-0.03956463, 0.2311552, 1.0]], ['2, k, 21', [-0.2062645, -0.2924588, 1.0]], ['2, k, 22', [-0.2258445, -0.2368805, 1.0]], ['2, k, 23', [0.09619459, -0.3294173, 1.0]], ['2, k, 24', [0.1451841, -0.2831997, 1.0]]]
[['2, k, 0', [-0.04053631, -0.2142054, 1.0]], ['2, k, 1', [-0.0402648, 0.04219649, 1.0]], ['2, k, 2', [-0.03965851, 0.2927738, 1.0]], ['2, k, 3', [-0.03588627, 0.4343701, 1.0]], ['2, k, 4', [-0.1967383, 0.1958371, 1.0]], ['2, k, 5', [-0.2335565, -0.01763314, 1.0]], ['2, k, 6', [-0.2144857, -0.1885184, 1.0]], ['2, k, 7', [-0.2040466, -0.2405597, 1.0]], ['2, k, 8', [0.1227, 0.2087131, 1.0]], ['2, k, 9', [0.1541724, -0.03074817, 1.0]], ['2, k, 10', [0.1242369, -0.2257151, 1.0]], ['2, k, 11', [0.1176718, -0.274881, 1.0]], ['2, k, 12', [-0.1183179, -0.2114757, 1.0]], ['2, k, 13', [-0.1811992, -0.3728728, 1.0]], ['2, k, 14', [-0.2292634, -0.7145294, 1.0]], ['2, k, 15', [-0.2063424, -0.761552, 1.0]], ['2, k, 16', [0.03851083, -0.2112623, 1.0]], ['2, k, 17', [0.0699966, -0.3722511, 1.0]], ['2, k, 18', [0.09152251, -0.7211804, 1.0]], ['2, k, 19', [0.03953119, -0.7570106, 1.0]], ['2, k, 20', [-0.03987769, 0.2310198, 1.0]], ['2, k, 21', [-0.2044211, -0.2947838, 1.0]], ['2, k, 22', [-0.2280847, -0.2380266, 1.0]], ['2, k, 23', [0.1022583, -0.33675, 1.0]], ['2, k, 24', [0.1567766, -0.2941299, 1.0]]]
[['2, k, 0', [-0.04057586, -0.2140299, 1.0]], ['2, k, 1', [-0.04027447, 0.04226385, 1.0]], ['2, k, 2', [-0.03965982, 0.2927792, 1.0]], ['2, k, 3', [-0.03591221, 0.434365, 1.0]], ['2, k, 4', [-0.1971033, 0.1958651, 1.0]], ['2, k, 5', [-0.2336739, -0.01751416, 1.0]], ['2, k, 6', [-0.2152151, -0.1873709, 1.0]], ['2, k, 7', [-0.2041473, -0.239077, 1.0]], ['2, k, 8', [0.1227524, 0.2086687, 1.0]], ['2, k, 9', [0.1513406, -0.02993179, 1.0]], ['2, k, 10', [0.1240955, -0.2243285, 1.0]], ['2, k, 11', [0.1172518, -0.2733551, 1.0]], ['2, k, 12', [-0.11852, -0.2111966, 1.0]], ['2, k, 13', [-0.181137, -0.3728418, 1.0]], ['2, k, 14', [-0.2288468, -0.714025, 1.0]], ['2, k, 15', [-0.2062147, -0.7618758, 1.0]], ['2, k, 16', [0.03856125, -0.2111355, 1.0]], ['2, k, 17', [0.06991598, -0.3729969, 1.0]], ['2, k, 18', [0.09184846, -0.7213411, 1.0]], ['2, k, 19', [0.03959216, -0.7571617, 1.0]], ['2, k, 20', [-0.03987934, 0.2310344, 1.0]], ['2, k, 21', [-0.2027353, -0.2925623, 1.0]], ['2, k, 22', [-0.2232103, -0.2693297, 1.0]], ['2, k, 23', [0.100224, -0.336176, 1.0]], ['2, k, 24', [0.1436195, -0.3084224, 1.0]]]
