[['2, k, 0', [-0.106919, -0.365049, 1.0]], ['2, k, 1', [-0.105729, -0.0560417, 1.0]], ['2, k, 2', [-0.103882, 0.245356, 1.0]], ['2, k, 3', [-0.0953268, 0.385931, 1.0]], ['2, k, 4', [-0.295796, 0.176628, 1.0]], ['2, k, 5', [-0.40083, 0.00371404, 1.0]], ['2, k, 6', [-0.272584, -0.144488, 1.0]], ['2, k, 7', [-0.265836, -0.181285, 1.0]], ['2, k, 8', [0.086344, 0.16644, 1.0]], ['2, k, 9', [0.2271, 0.0335756, 1.0]], ['2, k, 10', [0.144135, -0.144779, 1.0]], ['2, k, 11', [0.0870421, -0.202684, 1.0]], ['2, k, 12', [-0.192521, -0.357238, 1.0]], ['2, k, 13', [-0.244226, -0.707808, 1.0]], ['2, k, 14', [-0.282889, -1.06034, 1.0]], ['2, k, 15', [-0.292725, -1.10645, 1.0]], ['2, k, 16', [-0.0181124, -0.36194, 1.0]], ['2, k, 17', [0.0458947, -0.70347, 1.0]], ['2, k, 18', [0.0898967, -1.04265, 1.0]], ['2, k, 19', [0.108887, -1.09766, 1.0]], ['2, k, 20', [-0.104458, 0.17112, 1.0]], ['2, k, 21', [-0.254943, -0.226664, 1.0]], ['2, k, 22', [-0.235296, -0.144412, 1.0]], ['2, k, 23', [0.102588, -0.29215, 1.0]], ['2, k, 24', [0.0647283, -0.21402, 1.0]]]
[['2, k, 0', [-0.0973267, -0.387619, 1.0]], ['2, k, 1', [-0.0695876, -0.136321, 1.0]], ['2, k, 2', [-0.0514452, 0.107013, 1.0]], ['2, k, 3', [-0.0092234, 0.24113, 1.0]], ['2, k, 4', [-0.231235, 0.0688892, 1.0]], ['2, k, 5', [-0.369647, -0.0140854, 1.0]], ['2, k, 6', [-0.278067, -0.169333, 1.0]], ['2, k, 7', [-0.261319, -0.233636, 1.0]], ['2, k, 8', [0.125312, 0.0641566, 1.0]], ['2, k, 9', [0.224947, -0.0390521, 1.0]], ['2, k, 10', [0.107495, -0.177287, 1.0]], ['2, k, 11', [0.0630137, -0.205229, 1.0]], ['2, k, 12', [-0.184995, -0.379535, 1.0]], ['2, k, 13', [-0.241411, -0.712467, 1.0]], ['2, k, 14', [-0.281587, -1.05259, 1.0]], ['2, k, 15', [-0.302904, -1.10399, 1.0]], ['2, k, 16', [-0.00709596, -0.384878, 1.0]], ['2, k, 17', [0.0593314, -0.712992, 1.0]], ['2, k, 18', [0.0945195, -1.03496, 1.0]], ['2, k, 19', [0.113895, -1.09509, 1.0]], ['2, k, 20', [-0.0556736, 0.04795, 1.0]], ['2, k, 21', [-0.279058, -0.270682, 1.0]], ['2, k, 22', [-0.308274, -0.25271, 1.0]], ['2, k, 23', [0.0443133, -0.249609, 1.0]], ['2, k, 24', [0.0653776, -0.250411, 1.0]]]
[['2, k, 0', [-0.107254, -0.389375, 1.0]], ['2, k, 1', [-0.0753607, -0.134617, 1.0]], ['2, k, 2', [-0.051889, 0.112347, 1.0]], ['2, k, 3', [-0.00199181, 0.246046, 1.0]], ['2, k, 4', [-0.230658, 0.0701889, 1.0]], ['2, k, 5', [-0.37141, -0.011016, 1.0]], ['2, k, 6', [-0.292742, -0.15788, 1.0]], ['2, k, 7', [-0.272558, -0.21821, 1.0]], ['2, k, 8', [0.126446, 0.0599548, 1.0]], ['2, k, 9', [0.221686, -0.0408021, 1.0]], ['2, k, 10', [0.10145, -0.176495, 1.0]], ['2, k, 11', [0.0571502, -0.20268, 1.0]], ['2, k, 12', [-0.193939, -0.379323, 1.0]], ['2, k, 13', [-0.249781, -0.709308, 1.0]], ['2, k, 14', [-0.28298, -1.05019, 1.0]], ['2, k, 15', [-0.302857, -1.10375, 1.0]], ['2, k, 16', [-0.0178371, -0.388782, 1.0]], ['2, k, 17', [0.0538104, -0.713425, 1.0]], ['2, k, 18', [0.0938263, -1.03542, 1.0]], ['2, k, 19', [0.113449, -1.09515, 1.0]], ['2, k, 20', [-0.0571631, 0.0514556, 1.0]], ['2, k, 21', [-0.266846, -0.250118, 1.0]], ['2, k, 22', [-0.328403, -0.234595, 1.0]], ['2, k, 23', [0.0421596, -0.248682, 1.0]], ['2, k, 24', [0.0646642, -0.234471, 1.0]]]
[['2, k, 0', [-0.119223, -0.391004, 1.0]], ['2, k, 1', [-0.0796253, -0.135107, 1.0]], ['2, k, 2', [-0.0515667, 0.112654, 1.0]], ['2, k, 3', [0.00481987, 0.250087, 1.0]], ['2, k, 4', [-0.229827, 0.0725213, 1.0]], ['2, k, 5', [-0.371752, -0.0105514, 1.0]], ['2, k, 6', [-0.326213, -0.185719, 1.0]], ['2, k, 7', [-0.297028, -0.234264, 1.0]], ['2, k, 8', [0.125953, 0.057867, 1.0]], ['2, k, 9', [0.215266, -0.0459255, 1.0]], ['2, k, 10', [0.0791907, -0.187099, 1.0]], ['2, k, 11', [0.0364125, -0.225318, 1.0]], ['2, k, 12', [-0.206651, -0.379505, 1.0]], ['2, k, 13', [-0.259634, -0.710894, 1.0]], ['2, k, 14', [-0.284748, -1.04897, 1.0]], ['2, k, 15', [-0.302554, -1.10362, 1.0]], ['2, k, 16', [-0.0286493, -0.391496, 1.0]], ['2, k, 17', [0.0480385, -0.71339, 1.0]], ['2, k, 18', [0.0923556, -1.03616, 1.0]], ['2, k, 19', [0.112211, -1.09459, 1.0]], ['2, k, 20', [-0.0572451, 0.0515495, 1.0]], ['2, k, 21', [-0.309761, -0.298181, 1.0]], ['2, k, 22', [-0.351497, -0.234403, 1.0]], ['2, k, 23', [0.0234704, -0.267091, 1.0]], ['2, k, 24', [0.0464788, -0.254379, 1.0]]]
[['2, k, 0', [-0.125965, -0.391216, 1.0]], ['2, k, 1', [-0.0839538, -0.131197, 1.0]], ['2, k, 2', [-0.0496383, 0.126689, 1.0]], ['2, k, 3', [0.011674, 0.255922, 1.0]], ['2, k, 4', [-0.22931, 0.0745649, 1.0]], ['2, k, 5', [-0.373767, -0.0109995, 1.0]], ['2, k, 6', [-0.32544, -0.185942, 1.0]], ['2, k, 7', [-0.297672, -0.237248, 1.0]], ['2, k, 8', [0.126521, 0.0573033, 1.0]], ['2, k, 9', [0.209131, -0.0489633, 1.0]], ['2, k, 10', [0.0756519, -0.189095, 1.0]], ['2, k, 11', [0.0297193, -0.219506, 1.0]], ['2, k, 12', [-0.213413, -0.378566, 1.0]], ['2, k, 13', [-0.265721, -0.709122, 1.0]], ['2, k, 14', [-0.286368, -1.04865, 1.0]], ['2, k, 15', [-0.302157, -1.10402, 1.0]], ['2, k, 16', [-0.0352531, -0.392767, 1.0]], ['2, k, 17', [0.0411405, -0.717284, 1.0]], ['2, k, 18', [0.0902357, -1.03645, 1.0]], ['2, k, 19', [0.11216, -1.0948, 1.0]], ['2, k, 20', [-0.0580039, 0.0616198, 1.0]], ['2, k, 21', [-0.313811, -0.302045, 1.0]], ['2, k, 22', [-0.361171, -0.237752, 1.0]], ['2, k, 23', [0.0136178, -0.26162, 1.0]], ['2, k, 24', [0.0346201, -0.257573, 1.0]]]
[['2, k, 0', [-0.137967, -0.391411, 1.0]], ['2, k, 1', [-0.0880952, -0.131317, 1.0]], ['2, k, 2', [-0.0493628, 0.126355, 1.0]], ['2, k, 3', [0.0162272, 0.261974, 1.0]], ['2, k, 4', [-0.22901, 0.0769545, 1.0]], ['2, k, 5', [-0.381539, -0.00728231, 1.0]], ['2, k, 6', [-0.325379, -0.182372, 1.0]], ['2, k, 7', [-0.301507, -0.231934, 1.0]], ['2, k, 8', [0.126126, 0.0567184, 1.0]], ['2, k, 9', [0.199529, -0.056006, 1.0]], ['2, k, 10', [0.0722322, -0.191525, 1.0]], ['2, k, 11', [0.0258648, -0.213489, 1.0]], ['2, k, 12', [-0.225186, -0.377119, 1.0]], ['2, k, 13', [-0.273812, -0.70592, 1.0]], ['2, k, 14', [-0.28802, -1.04858, 1.0]], ['2, k, 15', [-0.30221, -1.10425, 1.0]], ['2, k, 16', [-0.0470858, -0.394531, 1.0]], ['2, k, 17', [0.0334189, -0.721902, 1.0]], ['2, k, 18', [0.0890978, -1.03778, 1.0]], ['2, k, 19', [0.112246, -1.09594, 1.0]], ['2, k, 20', [-0.0580801, 0.0615745, 1.0]], ['2, k, 21', [-0.308628, -0.29279, 1.0]], ['2, k, 22', [-0.365968, -0.235866, 1.0]], ['2, k, 23', [0.0078496, -0.258524, 1.0]], ['2, k, 24', [0.0300921, -0.244393, 1.0]]]
[['2, k, 0', [-0.148477, -0.392118, 1.0]], ['2, k, 1', [-0.092634, -0.131384, 1.0]], ['2, k, 2', [-0.0489977, 0.126178, 1.0]], ['2, k, 3', [0.0191196, 0.266373, 1.0]], ['2, k, 4', [-0.229131, 0.0789668, 1.0]], ['2, k, 5', [-0.390161, -0.000542055, 1.0]], ['2, k, 6', [-0.367375, -0.180229, 1.0]], ['2, k, 7', [-0.337669, -0.235349, 1.0]], ['2, k, 8', [0.126003, 0.0567946, 1.0]], ['2, k, 9', [0.192454, -0.0588805, 1.0]], ['2, k, 10', [0.0526919, -0.199559, 1.0]], ['2, k, 11', [0.0101372, -0.23157, 1.0]], ['2, k, 12', [-0.235659, -0.3777, 1.0]], ['2, k, 13', [-0.282444, -0.70652, 1.0]], ['2, k, 14', [-0.290371, -1.04876, 1.0]], ['2, k, 15', [-0.303075, -1.10559, 1.0]], ['2, k, 16', [-0.0573592, -0.395372, 1.0]], ['2, k, 17', [0.0173939, -0.72241, 1.0]], ['2, k, 18', [0.0878145, -1.03824, 1.0]], ['2, k, 19', [0.111978, -1.09629, 1.0]], ['2, k, 20', [-0.0582087, 0.0615758, 1.0]], ['2, k, 21', [-0.367128, -0.29567, 1.0]], ['2, k, 22', [-0.385262, -0.222312, 1.0]], ['2, k, 23', [0.00714741, -0.29313, 1.0]], ['2, k, 24', [0.019244, -0.252734, 1.0]]]
[['2, k, 0', [-0.158972, -0.391578, 1.0]], ['2, k, 1', [-0.0992163, -0.124368, 1.0]], ['2, k, 2', [-0.047314, 0.146143, 1.0]], ['2, k, 3', [0.0213338, 0.272062, 1.0]], ['2, k, 4', [-0.229727, 0.0808745, 1.0]], ['2, k, 5', [-0.393152, 0.0010019, 1.0]], ['2, k, 6', [-0.36622, -0.178887, 1.0]], ['2, k, 7', [-0.342956, -0.233591, 1.0]], ['2, k, 8', [0.125355, 0.0571248, 1.0]], ['2, k, 9', [0.182594, -0.0642339, 1.0]], ['2, k, 10', [0.072187, -0.191028, 1.0]], ['2, k, 11', [0.0272899, -0.204655, 1.0]], ['2, k, 12', [-0.246019, -0.376559, 1.0]], ['2, k, 13', [-0.289929, -0.705216, 1.0]], ['2, k, 14', [-0.293545, -1.04837, 1.0]], ['2, k, 15', [-0.303312, -1.10573, 1.0]], ['2, k, 16', [-0.0676085, -0.39539, 1.0]], ['2, k, 17', [0.0128033, -0.722993, 1.0]], ['2, k, 18', [0.0860922, -1.03774, 1.0]], ['2, k, 19', [0.111756, -1.09573, 1.0]], ['2, k, 20', [-0.0603175, 0.0775719, 1.0]], ['2, k, 21', [-0.377316, -0.297482, 1.0]], ['2, k, 22', [-0.397449, -0.218963, 1.0]], ['2, k, 23', [0.00858477, -0.249582, 1.0]], ['2, k, 24', [0.025958, -0.225974, 1.0]]]
[['2, k, 0', [-0.167019, -0.391881, 1.0]], ['2, k, 1', [-0.103328, -0.119575, 1.0]], ['2, k, 2', [-0.0466427, 0.15468, 1.0]], ['2, k, 3', [0.0223064, 0.280724, 1.0]], ['2, k, 4', [-0.230743, 0.0834305, 1.0]], ['2, k, 5', [-0.395967, 0.00207304, 1.0]], ['2, k, 6', [-0.365821, -0.180572, 1.0]], ['2, k, 7', [-0.341969, -0.236598, 1.0]], ['2, k, 8', [0.124243, 0.0572597, 1.0]], ['2, k, 9', [0.173083, -0.0689359, 1.0]], ['2, k, 10', [0.0674644, -0.198448, 1.0]], ['2, k, 11', [0.0191946, -0.204753, 1.0]], ['2, k, 12', [-0.25316, -0.376137, 1.0]], ['2, k, 13', [-0.297144, -0.702975, 1.0]], ['2, k, 14', [-0.295979, -1.04836, 1.0]], ['2, k, 15', [-0.303302, -1.10572, 1.0]], ['2, k, 16', [-0.0761714, -0.396457, 1.0]], ['2, k, 17', [0.00903955, -0.723674, 1.0]], ['2, k, 18', [0.0837451, -1.03962, 1.0]], ['2, k, 19', [0.111747, -1.09638, 1.0]], ['2, k, 20', [-0.0610352, 0.0859931, 1.0]], ['2, k, 21', [-0.356641, -0.305978, 1.0]], ['2, k, 22', [-0.405513, -0.224779, 1.0]], ['2, k, 23', [0.0120558, -0.229574, 1.0]], ['2, k, 24', [0.0328444, -0.209364, 1.0]]]
[['2, k, 0', [-0.174272, -0.392084, 1.0]], ['2, k, 1', [-0.106936, -0.115981, 1.0]], ['2, k, 2', [-0.0468924, 0.161278, 1.0]], ['2, k, 3', [0.0229564, 0.287113, 1.0]], ['2, k, 4', [-0.230936, 0.0932713, 1.0]], ['2, k, 5', [-0.399894, 0.00412374, 1.0]], ['2, k, 6', [-0.370229, -0.179523, 1.0]], ['2, k, 7', [-0.348068, -0.236096, 1.0]], ['2, k, 8', [0.122342, 0.0571686, 1.0]], ['2, k, 9', [0.168294, -0.0703663, 1.0]], ['2, k, 10', [0.0637791, -0.201397, 1.0]], ['2, k, 11', [0.0119663, -0.20996, 1.0]], ['2, k, 12', [-0.259225, -0.374739, 1.0]], ['2, k, 13', [-0.298962, -0.703088, 1.0]], ['2, k, 14', [-0.297091, -1.04736, 1.0]], ['2, k, 15', [-0.303118, -1.1062, 1.0]], ['2, k, 16', [-0.0846234, -0.398503, 1.0]], ['2, k, 17', [0.00374584, -0.725321, 1.0]], ['2, k, 18', [0.0825252, -1.0401, 1.0]], ['2, k, 19', [0.111493, -1.09643, 1.0]], ['2, k, 20', [-0.0621804, 0.0919913, 1.0]], ['2, k, 21', [-0.364247, -0.304292, 1.0]], ['2, k, 22', [-0.410512, -0.223403, 1.0]], ['2, k, 23', [0.00866535, -0.226513, 1.0]], ['2, k, 24', [0.0259773, -0.210087, 1.0]]]
[['2, k, 0', [-0.180703, -0.392282, 1.0]], ['2, k, 1', [-0.109526, -0.114583, 1.0]], ['2, k, 2', [-0.0467566, 0.161943, 1.0]], ['2, k, 3', [0.0220071, 0.296951, 1.0]], ['2, k, 4', [-0.231193, 0.0985058, 1.0]], ['2, k, 5', [-0.402045, 0.00375911, 1.0]], ['2, k, 6', [-0.374992, -0.185608, 1.0]], ['2, k, 7', [-0.354801, -0.242388, 1.0]], ['2, k, 8', [0.120352, 0.057806, 1.0]], ['2, k, 9', [0.161443, -0.0721157, 1.0]], ['2, k, 10', [0.0575058, -0.201883, 1.0]], ['2, k, 11', [0.013321, -0.209062, 1.0]], ['2, k, 12', [-0.265516, -0.37368, 1.0]], ['2, k, 13', [-0.301512, -0.7058, 1.0]], ['2, k, 14', [-0.298911, -1.04823, 1.0]], ['2, k, 15', [-0.303444, -1.10706, 1.0]], ['2, k, 16', [-0.0908803, -0.399763, 1.0]], ['2, k, 17', [-0.000169418, -0.727025, 1.0]], ['2, k, 18', [0.081494, -1.04102, 1.0]], ['2, k, 19', [0.111338, -1.09704, 1.0]], ['2, k, 20', [-0.0623759, 0.0927672, 1.0]], ['2, k, 21', [-0.35197, -0.308451, 1.0]], ['2, k, 22', [-0.41038, -0.231914, 1.0]], ['2, k, 23', [0.00172724, -0.22606, 1.0]], ['2, k, 24', [0.0224413, -0.206085, 1.0]]]
[['2, k, 0', [-0.184989, -0.392208, 1.0]], ['2, k, 1', [-0.111177, -0.111922, 1.0]], ['2, k, 2', [-0.0436212, 0.17147, 1.0]], ['2, k, 3', [0.0195938, 0.303765, 1.0]], ['2, k, 4', [-0.231773, 0.102595, 1.0]], ['2, k, 5', [-0.417187, 0.076162, 1.0]], ['2, k, 6', [-0.382029, -0.138795, 1.0]], ['2, k, 7', [-0.352896, -0.200635, 1.0]], ['2, k, 8', [0.112799, 0.060318, 1.0]], ['2, k, 9', [0.1557, -0.0732733, 1.0]], ['2, k, 10', [0.0574386, -0.206492, 1.0]], ['2, k, 11', [0.0157026, -0.212449, 1.0]], ['2, k, 12', [-0.269222, -0.372693, 1.0]], ['2, k, 13', [-0.305001, -0.707006, 1.0]], ['2, k, 14', [-0.299259, -1.04835, 1.0]], ['2, k, 15', [-0.302885, -1.10667, 1.0]], ['2, k, 16', [-0.0956134, -0.400565, 1.0]], ['2, k, 17', [-0.000710181, -0.726869, 1.0]], ['2, k, 18', [0.080108, -1.04075, 1.0]], ['2, k, 19', [0.111, -1.09648, 1.0]], ['2, k, 20', [-0.0611699, 0.1006, 1.0]], ['2, k, 21', [-0.366744, -0.269498, 1.0]], ['2, k, 22', [-0.413095, -0.204893, 1.0]], ['2, k, 23', [0.0155922, -0.213851, 1.0]], ['2, k, 24', [0.0249853, -0.209785, 1.0]]]
[['2, k, 0', [-0.188241, -0.393348, 1.0]], ['2, k, 1', [-0.113249, -0.111324, 1.0]], ['2, k, 2', [-0.0439114, 0.171401, 1.0]], ['2, k, 3', [0.0165715, 0.309981, 1.0]], ['2, k, 4', [-0.232596, 0.106897, 1.0]], ['2, k, 5', [-0.457851, 0.132642, 1.0]], ['2, k, 6', [-0.407592, -0.0689799, 1.0]], ['2, k, 7', [-0.372778, -0.132128, 1.0]], ['2, k, 8', [0.110683, 0.0613293, 1.0]], ['2, k, 9', [0.152625, -0.0729666, 1.0]], ['2, k, 10', [0.0131346, -0.190989, 1.0]], ['2, k, 11', [-0.0112405, -0.215074, 1.0]], ['2, k, 12', [-0.27227, -0.37297, 1.0]], ['2, k, 13', [-0.307528, -0.709438, 1.0]], ['2, k, 14', [-0.300281, -1.04967, 1.0]], ['2, k, 15', [-0.302218, -1.10703, 1.0]], ['2, k, 16', [-0.0989164, -0.402554, 1.0]], ['2, k, 17', [-0.00445331, -0.729522, 1.0]], ['2, k, 18', [0.0786629, -1.04332, 1.0]], ['2, k, 19', [0.111124, -1.09749, 1.0]], ['2, k, 20', [-0.0615335, 0.100678, 1.0]], ['2, k, 21', [-0.357091, -0.194936, 1.0]], ['2, k, 22', [-0.408162, -0.159456, 1.0]], ['2, k, 23', [-0.0254168, -0.253404, 1.0]], ['2, k, 24', [0.0141153, -0.210992, 1.0]]]
[['2, k, 0', [-0.191574, -0.392261, 1.0]], ['2, k, 1', [-0.116954, -0.104718, 1.0]], ['2, k, 2', [-0.0484552, 0.188939, 1.0]], ['2, k, 3', [0.0136231, 0.317207, 1.0]], ['2, k, 4', [-0.235673, 0.139765, 1.0]], ['2, k, 5', [-0.428036, 0.0637593, 1.0]], ['2, k, 6', [-0.400517, -0.125669, 1.0]], ['2, k, 7', [-0.371182, -0.179671, 1.0]], ['2, k, 8', [0.0954869, 0.0731516, 1.0]], ['2, k, 9', [0.147653, -0.0731614, 1.0]], ['2, k, 10', [0.0140888, -0.196351, 1.0]], ['2, k, 11', [-0.0109645, -0.214806, 1.0]], ['2, k, 12', [-0.27492, -0.371177, 1.0]], ['2, k, 13', [-0.308164, -0.710942, 1.0]], ['2, k, 14', [-0.300961, -1.05016, 1.0]], ['2, k, 15', [-0.302035, -1.10754, 1.0]], ['2, k, 16', [-0.10277, -0.40207, 1.0]], ['2, k, 17', [-0.00361594, -0.737581, 1.0]], ['2, k, 18', [0.078218, -1.04726, 1.0]], ['2, k, 19', [0.110956, -1.09877, 1.0]], ['2, k, 20', [-0.0658874, 0.115954, 1.0]], ['2, k, 21', [-0.383111, -0.248279, 1.0]], ['2, k, 22', [-0.414716, -0.174111, 1.0]], ['2, k, 23', [-0.0253815, -0.249669, 1.0]], ['2, k, 24', [0.00605645, -0.219377, 1.0]]]
[['2, k, 0', [-0.196407, -0.39202, 1.0]], ['2, k, 1', [-0.12114, -0.10001, 1.0]], ['2, k, 2', [-0.0521281, 0.194343, 1.0]], ['2, k, 3', [0.00859735, 0.326376, 1.0]], ['2, k, 4', [-0.236415, 0.142289, 1.0]], ['2, k, 5', [-0.428245, 0.0637593, 1.0]], ['2, k, 6', [-0.402172, -0.125877, 1.0]], ['2, k, 7', [-0.372879, -0.178271, 1.0]], ['2, k, 8', [0.0942222, 0.0744921, 1.0]], ['2, k, 9', [0.120341, -0.0923174, 1.0]], ['2, k, 10', [-0.012011, -0.220023, 1.0]], ['2, k, 11', [-0.0283068, -0.240377, 1.0]], ['2, k, 12', [-0.279389, -0.369723, 1.0]], ['2, k, 13', [-0.31023, -0.708823, 1.0]], ['2, k, 14', [-0.301722, -1.05018, 1.0]], ['2, k, 15', [-0.302259, -1.10743, 1.0]], ['2, k, 16', [-0.107774, -0.402912, 1.0]], ['2, k, 17', [-0.00397671, -0.738626, 1.0]], ['2, k, 18', [0.0779141, -1.04719, 1.0]], ['2, k, 19', [0.110959, -1.09872, 1.0]], ['2, k, 20', [-0.0695397, 0.121392, 1.0]], ['2, k, 21', [-0.385997, -0.248688, 1.0]], ['2, k, 22', [-0.422861, -0.148823, 1.0]], ['2, k, 23', [-0.0253712, -0.249568, 1.0]], ['2, k, 24', [-0.0200134, -0.255244, 1.0]]]
[['2, k, 0', [-0.198265, -0.391799, 1.0]], ['2, k, 1', [-0.122526, -0.0982962, 1.0]], ['2, k, 2', [-0.0526764, 0.195837, 1.0]], ['2, k, 3', [0.00488046, 0.331669, 1.0]], ['2, k, 4', [-0.237718, 0.145416, 1.0]], ['2, k, 5', [-0.429029, 0.0643532, 1.0]], ['2, k, 6', [-0.404388, -0.125628, 1.0]], ['2, k, 7', [-0.375279, -0.178711, 1.0]], ['2, k, 8', [0.0929902, 0.0759547, 1.0]], ['2, k, 9', [0.11808, -0.0935568, 1.0]], ['2, k, 10', [-0.015811, -0.221478, 1.0]], ['2, k, 11', [-0.0219976, -0.246399, 1.0]], ['2, k, 12', [-0.281198, -0.36912, 1.0]], ['2, k, 13', [-0.312345, -0.710011, 1.0]], ['2, k, 14', [-0.302187, -1.05032, 1.0]], ['2, k, 15', [-0.301631, -1.10707, 1.0]], ['2, k, 16', [-0.109605, -0.40312, 1.0]], ['2, k, 17', [-0.0044029, -0.741071, 1.0]], ['2, k, 18', [0.0771718, -1.04897, 1.0]], ['2, k, 19', [0.111285, -1.09936, 1.0]], ['2, k, 20', [-0.0702096, 0.122944, 1.0]], ['2, k, 21', [-0.390099, -0.248302, 1.0]], ['2, k, 22', [-0.42011, -0.185721, 1.0]], ['2, k, 23', [-0.0252171, -0.248051, 1.0]], ['2, k, 24', [-0.0217888, -0.244059, 1.0]]]
[['2, k, 0', [-0.202247, -0.390554, 1.0]], ['2, k, 1', [-0.124877, -0.0957748, 1.0]], ['2, k, 2', [-0.0540049, 0.198836, 1.0]], ['2, k, 3', [0.000843799, 0.336891, 1.0]], ['2, k, 4', [-0.239433, 0.148815, 1.0]], ['2, k, 5', [-0.430688, 0.0653986, 1.0]], ['2, k, 6', [-0.405114, -0.124929, 1.0]], ['2, k, 7', [-0.378211, -0.179631, 1.0]], ['2, k, 8', [0.091523, 0.077991, 1.0]], ['2, k, 9', [0.102162, -0.10559, 1.0]], ['2, k, 10', [-0.0222884, -0.240444, 1.0]], ['2, k, 11', [-0.0635948, -0.285546, 1.0]], ['2, k, 12', [-0.286057, -0.367204, 1.0]], ['2, k, 13', [-0.312183, -0.711192, 1.0]], ['2, k, 14', [-0.302321, -1.05038, 1.0]], ['2, k, 15', [-0.302019, -1.10743, 1.0]], ['2, k, 16', [-0.112674, -0.402432, 1.0]], ['2, k, 17', [-0.00524058, -0.744272, 1.0]], ['2, k, 18', [0.0763938, -1.05025, 1.0]], ['2, k, 19', [0.111435, -1.09959, 1.0]], ['2, k, 20', [-0.0716825, 0.125736, 1.0]], ['2, k, 21', [-0.394105, -0.24823, 1.0]], ['2, k, 22', [-0.42183, -0.189883, 1.0]], ['2, k, 23', [-0.0666539, -0.287088, 1.0]], ['2, k, 24', [-0.0630169, -0.282952, 1.0]]]
[['2, k, 0', [-0.20554, -0.389281, 1.0]], ['2, k, 1', [-0.127201, -0.0932363, 1.0]], ['2, k, 2', [-0.0551195, 0.201484, 1.0]], ['2, k, 3', [-0.00541118, 0.345424, 1.0]], ['2, k, 4', [-0.241717, 0.153027, 1.0]], ['2, k, 5', [-0.435656, 0.0665781, 1.0]], ['2, k, 6', [-0.404981, -0.12422, 1.0]], ['2, k, 7', [-0.374377, -0.176432, 1.0]], ['2, k, 8', [0.0900842, 0.0799954, 1.0]], ['2, k, 9', [0.100175, -0.106691, 1.0]], ['2, k, 10', [-0.011662, -0.250671, 1.0]], ['2, k, 11', [-0.0487677, -0.298815, 1.0]], ['2, k, 12', [-0.289515, -0.365706, 1.0]], ['2, k, 13', [-0.313837, -0.709501, 1.0]], ['2, k, 14', [-0.302594, -1.0499, 1.0]], ['2, k, 15', [-0.302024, -1.10743, 1.0]], ['2, k, 16', [-0.115615, -0.401434, 1.0]], ['2, k, 17', [-0.00703216, -0.74311, 1.0]], ['2, k, 18', [0.0757833, -1.05164, 1.0]], ['2, k, 19', [0.111648, -1.10005, 1.0]], ['2, k, 20', [-0.0729783, 0.12827, 1.0]], ['2, k, 21', [-0.383231, -0.246568, 1.0]], ['2, k, 22', [-0.415834, -0.200874, 1.0]], ['2, k, 23', [-0.0518853, -0.300306, 1.0]], ['2, k, 24', [-0.0483254, -0.296105, 1.0]]]
[['2, k, 0', [-0.207023, -0.389302, 1.0]], ['2, k, 1', [-0.128746, -0.0917809, 1.0]], ['2, k, 2', [-0.0566465, 0.204143, 1.0]], ['2, k, 3', [-0.0113301, 0.352517, 1.0]], ['2, k, 4', [-0.24454, 0.156363, 1.0]], ['2, k, 5', [-0.439337, 0.0641869, 1.0]], ['2, k, 6', [-0.403972, -0.12669, 1.0]], ['2, k, 7', [-0.390579, -0.200084, 1.0]], ['2, k, 8', [0.0887578, 0.0817947, 1.0]], ['2, k, 9', [0.104982, -0.0979565, 1.0]], ['2, k, 10', [0.000317453, -0.245906, 1.0]], ['2, k, 11', [-0.03439, -0.295359, 1.0]], ['2, k, 12', [-0.290622, -0.365573, 1.0]], ['2, k, 13', [-0.314905, -0.711407, 1.0]], ['2, k, 14', [-0.302614, -1.04993, 1.0]], ['2, k, 15', [-0.301408, -1.10732, 1.0]], ['2, k, 16', [-0.11745, -0.401669, 1.0]], ['2, k, 17', [-0.00802093, -0.745215, 1.0]], ['2, k, 18', [0.0747849, -1.05281, 1.0]], ['2, k, 19', [0.111746, -1.10017, 1.0]], ['2, k, 20', [-0.0745032, 0.130658, 1.0]], ['2, k, 21', [-0.410757, -0.263831, 1.0]], ['2, k, 22', [-0.430678, -0.201364, 1.0]], ['2, k, 23', [-0.0375639, -0.296863, 1.0]], ['2, k, 24', [-0.0340778, -0.292678, 1.0]]]
