[['2, k, 0', [-0.4323968, 0.009324869, 1.0]], ['2, k, 1', [-0.4388397, 0.302359, 1.0]], ['2, k, 2', [-0.4441147, 0.5858672, 1.0]], ['2, k, 3', [-0.453214, 0.7128099, 1.0]], ['2, k, 4', [-0.6122437, 0.4959933, 1.0]], ['2, k, 5', [-0.6813629, 0.2614751, 1.0]], ['2, k, 6', [-0.6351021, 0.04177187, 1.0]], ['2, k, 7', [-0.6243739, -0.01876846, 1.0]], ['2, k, 8', [-0.2623823, 0.5168933, 1.0]], ['2, k, 9', [-0.1443913, 0.3123117, 1.0]], ['2, k, 10', [-0.032025, 0.1329346, 1.0]], ['2, k, 11', [-0.006454293, 0.0761029, 1.0]], ['2, k, 12', [-0.50828, 0.004479602, 1.0]], ['2, k, 13', [-0.4866926, -0.3574467, 1.0]], ['2, k, 14', [-0.4704877, -0.6634525, 1.0]], ['2, k, 15', [-0.4930406, -0.7275459, 1.0]], ['2, k, 16', [-0.3431613, 0.01398023, 1.0]], ['2, k, 17', [-0.3151247, -0.3618503, 1.0]], ['2, k, 18', [-0.3034228, -0.6484439, 1.0]], ['2, k, 19', [-0.2875857, -0.7040949, 1.0]], ['2, k, 20', [-0.4432338, 0.5164203, 1.0]], ['2, k, 21', [-0.6060372, -0.1061471, 1.0]], ['2, k, 22', [-0.5977564, 0.01005106, 1.0]], ['2, k, 23', [0.03507611, 0.02454817, 1.0]], ['2, k, 24', [0.009895625, 0.01879819, 1.0]]]
[['2, k, 0', [-0.430071, 0.02151388, 1.0]], ['2, k, 1', [-0.432961, 0.3181766, 1.0]], ['2, k, 2', [-0.4353727, 0.6055583, 1.0]], ['2, k, 3', [-0.4240661, 0.738889, 1.0]], ['2, k, 4', [-0.5878593, 0.5038875, 1.0]], ['2, k, 5', [-0.6640002, 0.2646494, 1.0]], ['2, k, 6', [-0.6185193, 0.05344395, 1.0]], ['2, k, 7', [-0.6016948, -0.007483987, 1.0]], ['2, k, 8', [-0.2519626, 0.5154755, 1.0]], ['2, k, 9', [-0.1429039, 0.3141873, 1.0]], ['2, k, 10', [-0.03064439, 0.1344102, 1.0]], ['2, k, 11', [-0.01653564, 0.100241, 1.0]], ['2, k, 12', [-0.5024663, 0.01679379, 1.0]], ['2, k, 13', [-0.4967031, -0.3579504, 1.0]], ['2, k, 14', [-0.4736178, -0.6758642, 1.0]], ['2, k, 15', [-0.4888272, -0.7300532, 1.0]], ['2, k, 16', [-0.3441779, 0.02564795, 1.0]], ['2, k, 17', [-0.3398818, -0.3693115, 1.0]], ['2, k, 18', [-0.3242955, -0.6612731, 1.0]], ['2, k, 19', [-0.3243014, -0.7199172, 1.0]], ['2, k, 20', [-0.4352954, 0.5350769, 1.0]], ['2, k, 21', [-0.5686494, -0.08424066, 1.0]], ['2, k, 22', [-0.5829399, 0.02035045, 1.0]], ['2, k, 23', [0.03237912, 0.02331093, 1.0]], ['2, k, 24', [0.002239266, 0.02271467, 1.0]]]
[['2, k, 0', [-0.4311587, 0.02164043, 1.0]], ['2, k, 1', [-0.4340135, 0.3183926, 1.0]], ['2, k, 2', [-0.4357728, 0.6056352, 1.0]], ['2, k, 3', [-0.4242814, 0.7389158, 1.0]], ['2, k, 4', [-0.5883241, 0.5040284, 1.0]], ['2, k, 5', [-0.6645904, 0.265055, 1.0]], ['2, k, 6', [-0.6189072, 0.05343715, 1.0]], ['2, k, 7', [-0.6040008, -0.007987601, 1.0]], ['2, k, 8', [-0.2521764, 0.5152789, 1.0]], ['2, k, 9', [-0.1433774, 0.3137534, 1.0]], ['2, k, 10', [-0.03041076, 0.1344345, 1.0]], ['2, k, 11', [-0.0166551, 0.1006704, 1.0]], ['2, k, 12', [-0.503624, 0.01690212, 1.0]], ['2, k, 13', [-0.4973052, -0.3581758, 1.0]], ['2, k, 14', [-0.4738978, -0.6762058, 1.0]], ['2, k, 15', [-0.4888274, -0.7303699, 1.0]], ['2, k, 16', [-0.34516, 0.025774, 1.0]], ['2, k, 17', [-0.3401796, -0.3697722, 1.0]], ['2, k, 18', [-0.3250744, -0.6612895, 1.0]], ['2, k, 19', [-0.3246265, -0.720166, 1.0]], ['2, k, 20', [-0.4358352, 0.5351995, 1.0]], ['2, k, 21', [-0.5719188, -0.08712648, 1.0]], ['2, k, 22', [-0.5837685, 0.01529547, 1.0]], ['2, k, 23', [0.02611687, 0.01924266, 1.0]], ['2, k, 24', [-0.03457762, 0.07815997, 1.0]]]
[['2, k, 0', [-0.4316673, 0.02181291, 1.0]], ['2, k, 1', [-0.4349723, 0.31863, 1.0]], ['2, k, 2', [-0.4367136, 0.6057425, 1.0]], ['2, k, 3', [-0.4245759, 0.7389055, 1.0]], ['2, k, 4', [-0.5886113, 0.5040118, 1.0]], ['2, k, 5', [-0.6653435, 0.2650045, 1.0]], ['2, k, 6', [-0.6197455, 0.05380069, 1.0]], ['2, k, 7', [-0.6064304, -0.009725846, 1.0]], ['2, k, 8', [-0.2524341, 0.5153295, 1.0]], ['2, k, 9', [-0.1439846, 0.3135113, 1.0]], ['2, k, 10', [-0.03050615, 0.1345196, 1.0]], ['2, k, 11', [-0.01853326, 0.1038435, 1.0]], ['2, k, 12', [-0.5041029, 0.0170198, 1.0]], ['2, k, 13', [-0.4977179, -0.3582844, 1.0]], ['2, k, 14', [-0.4740685, -0.6761962, 1.0]], ['2, k, 15', [-0.4889665, -0.7305468, 1.0]], ['2, k, 16', [-0.3456849, 0.02599967, 1.0]], ['2, k, 17', [-0.3402051, -0.3699522, 1.0]], ['2, k, 18', [-0.3253616, -0.6607038, 1.0]], ['2, k, 19', [-0.3256302, -0.7200674, 1.0]], ['2, k, 20', [-0.4367898, 0.535358, 1.0]], ['2, k, 21', [-0.5779633, -0.08877926, 1.0]], ['2, k, 22', [-0.5862182, 0.009632046, 1.0]], ['2, k, 23', [0.03041751, 0.02132329, 1.0]], ['2, k, 24', [-0.02380297, 0.06047475, 1.0]]]
[['2, k, 0', [-0.4324121, 0.02191654, 1.0]], ['2, k, 1', [-0.435691, 0.3187138, 1.0]], ['2, k, 2', [-0.4370984, 0.6057062, 1.0]], ['2, k, 3', [-0.4249988, 0.7388694, 1.0]], ['2, k, 4', [-0.5888951, 0.5039153, 1.0]], ['2, k, 5', [-0.6665929, 0.2658478, 1.0]], ['2, k, 6', [-0.6206644, 0.05407125, 1.0]], ['2, k, 7', [-0.6089141, -0.008888121, 1.0]], ['2, k, 8', [-0.2527124, 0.5155016, 1.0]], ['2, k, 9', [-0.1443215, 0.3135542, 1.0]], ['2, k, 10', [-0.03078024, 0.1345959, 1.0]], ['2, k, 11', [-0.01850946, 0.1032459, 1.0]], ['2, k, 12', [-0.504684, 0.01710527, 1.0]], ['2, k, 13', [-0.4979964, -0.3589433, 1.0]], ['2, k, 14', [-0.4738629, -0.6770135, 1.0]], ['2, k, 15', [-0.4891421, -0.7311087, 1.0]], ['2, k, 16', [-0.3465752, 0.02610522, 1.0]], ['2, k, 17', [-0.3396973, -0.371099, 1.0]], ['2, k, 18', [-0.3264254, -0.6614324, 1.0]], ['2, k, 19', [-0.3251828, -0.7199594, 1.0]], ['2, k, 20', [-0.4372614, 0.5353603, 1.0]], ['2, k, 21', [-0.578753, -0.08849541, 1.0]], ['2, k, 22', [-0.5876444, 0.01184701, 1.0]], ['2, k, 23', [0.03047095, 0.02136157, 1.0]], ['2, k, 24', [-0.02217991, 0.05979002, 1.0]]]
[['2, k, 0', [-0.4332268, 0.02175728, 1.0]], ['2, k, 1', [-0.4363469, 0.3185962, 1.0]], ['2, k, 2', [-0.4374309, 0.6055818, 1.0]], ['2, k, 3', [-0.4254515, 0.7388895, 1.0]], ['2, k, 4', [-0.5898045, 0.5038347, 1.0]], ['2, k, 5', [-0.6673128, 0.2652214, 1.0]], ['2, k, 6', [-0.6230284, 0.05447789, 1.0]], ['2, k, 7', [-0.6132018, -0.009275726, 1.0]], ['2, k, 8', [-0.2531696, 0.5151184, 1.0]], ['2, k, 9', [-0.144547, 0.3133292, 1.0]], ['2, k, 10', [-0.03355438, 0.1327601, 1.0]], ['2, k, 11', [-0.01762799, 0.1008133, 1.0]], ['2, k, 12', [-0.5054788, 0.01687904, 1.0]], ['2, k, 13', [-0.4983642, -0.3589367, 1.0]], ['2, k, 14', [-0.4737938, -0.6769724, 1.0]], ['2, k, 15', [-0.4902268, -0.7310444, 1.0]], ['2, k, 16', [-0.347395, 0.0260112, 1.0]], ['2, k, 17', [-0.339455, -0.3705294, 1.0]], ['2, k, 18', [-0.3253056, -0.6613579, 1.0]], ['2, k, 19', [-0.318891, -0.7164853, 1.0]], ['2, k, 20', [-0.4376694, 0.5352437, 1.0]], ['2, k, 21', [-0.5855373, -0.0887538, 1.0]], ['2, k, 22', [-0.5919572, 0.005227013, 1.0]], ['2, k, 23', [0.02599334, 0.02253805, 1.0]], ['2, k, 24', [-0.01272291, 0.04184398, 1.0]]]
[['2, k, 0', [-0.4337537, 0.02173552, 1.0]], ['2, k, 1', [-0.4369393, 0.3186106, 1.0]], ['2, k, 2', [-0.4379079, 0.6055636, 1.0]], ['2, k, 3', [-0.426059, 0.7387836, 1.0]], ['2, k, 4', [-0.5902486, 0.5036532, 1.0]], ['2, k, 5', [-0.6682158, 0.2654226, 1.0]], ['2, k, 6', [-0.6242751, 0.05409065, 1.0]], ['2, k, 7', [-0.6159443, -0.01111513, 1.0]], ['2, k, 8', [-0.2540757, 0.5147197, 1.0]], ['2, k, 9', [-0.1444694, 0.31323, 1.0]], ['2, k, 10', [-0.03351646, 0.1326209, 1.0]], ['2, k, 11', [-0.01840237, 0.1007844, 1.0]], ['2, k, 12', [-0.5059366, 0.01677601, 1.0]], ['2, k, 13', [-0.4985878, -0.3588273, 1.0]], ['2, k, 14', [-0.4737795, -0.6770643, 1.0]], ['2, k, 15', [-0.4910318, -0.7310972, 1.0]], ['2, k, 16', [-0.3479823, 0.02608116, 1.0]], ['2, k, 17', [-0.3387101, -0.3716694, 1.0]], ['2, k, 18', [-0.3179765, -0.6591719, 1.0]], ['2, k, 19', [-0.3067394, -0.7110879, 1.0]], ['2, k, 20', [-0.4381825, 0.5352456, 1.0]], ['2, k, 21', [-0.5898519, -0.09295519, 1.0]], ['2, k, 22', [-0.5950296, 0.01608383, 1.0]], ['2, k, 23', [0.0222621, 0.01308217, 1.0]], ['2, k, 24', [-0.02981541, 0.07018333, 1.0]]]
[['2, k, 0', [-0.4345982, 0.02172615, 1.0]], ['2, k, 1', [-0.4378065, 0.3184875, 1.0]], ['2, k, 2', [-0.4386862, 0.6052421, 1.0]], ['2, k, 3', [-0.4265915, 0.7386687, 1.0]], ['2, k, 4', [-0.5913332, 0.5034561, 1.0]], ['2, k, 5', [-0.670842, 0.2660444, 1.0]], ['2, k, 6', [-0.6261503, 0.05292655, 1.0]], ['2, k, 7', [-0.6191593, -0.01161038, 1.0]], ['2, k, 8', [-0.2545005, 0.5146836, 1.0]], ['2, k, 9', [-0.1446232, 0.3122438, 1.0]], ['2, k, 10', [-0.03264396, 0.1322745, 1.0]], ['2, k, 11', [-0.01798886, 0.1012257, 1.0]], ['2, k, 12', [-0.50669, 0.01674827, 1.0]], ['2, k, 13', [-0.4982184, -0.3594629, 1.0]], ['2, k, 14', [-0.4712071, -0.6752654, 1.0]], ['2, k, 15', [-0.4920737, -0.7301754, 1.0]], ['2, k, 16', [-0.3488936, 0.02608217, 1.0]], ['2, k, 17', [-0.3354739, -0.3699973, 1.0]], ['2, k, 18', [-0.3070132, -0.6496487, 1.0]], ['2, k, 19', [-0.2886396, -0.7077384, 1.0]], ['2, k, 20', [-0.438982, 0.5349866, 1.0]], ['2, k, 21', [-0.5927599, -0.09195986, 1.0]], ['2, k, 22', [-0.5966141, 0.003852143, 1.0]], ['2, k, 23', [0.03045654, 0.02135536, 1.0]], ['2, k, 24', [0.003203248, 0.02270698, 1.0]]]
[['2, k, 0', [-0.4353121, 0.02070269, 1.0]], ['2, k, 1', [-0.4385102, 0.3179029, 1.0]], ['2, k, 2', [-0.4394858, 0.6048895, 1.0]], ['2, k, 3', [-0.4274014, 0.7384255, 1.0]], ['2, k, 4', [-0.5930064, 0.5032266, 1.0]], ['2, k, 5', [-0.6727051, 0.2648471, 1.0]], ['2, k, 6', [-0.6296801, 0.05147357, 1.0]], ['2, k, 7', [-0.6232569, -0.01272518, 1.0]], ['2, k, 8', [-0.2559101, 0.5129514, 1.0]], ['2, k, 9', [-0.1452112, 0.3125535, 1.0]], ['2, k, 10', [-0.03271481, 0.1329293, 1.0]], ['2, k, 11', [-0.01792439, 0.100194, 1.0]], ['2, k, 12', [-0.5072657, 0.01646388, 1.0]], ['2, k, 13', [-0.4946695, -0.3634166, 1.0]], ['2, k, 14', [-0.4747422, -0.6734509, 1.0]], ['2, k, 15', [-0.491803, -0.7287999, 1.0]], ['2, k, 16', [-0.3498281, 0.02372181, 1.0]], ['2, k, 17', [-0.3173036, -0.3702676, 1.0]], ['2, k, 18', [-0.2763729, -0.6387193, 1.0]], ['2, k, 19', [-0.2402492, -0.704483, 1.0]], ['2, k, 20', [-0.4397474, 0.534583, 1.0]], ['2, k, 21', [-0.5966897, -0.0935951, 1.0]], ['2, k, 22', [-0.6001187, 0.001806489, 1.0]], ['2, k, 23', [0.02383665, 0.01694851, 1.0]], ['2, k, 24', [-0.02021472, 0.04674728, 1.0]]]
[['2, k, 0', [-0.4351763, 0.02014178, 1.0]], ['2, k, 1', [-0.4386473, 0.3176512, 1.0]], ['2, k, 2', [-0.440026, 0.6046989, 1.0]], ['2, k, 3', [-0.4278059, 0.7383326, 1.0]], ['2, k, 4', [-0.5936126, 0.5031765, 1.0]], ['2, k, 5', [-0.6740611, 0.2654952, 1.0]], ['2, k, 6', [-0.6312898, 0.05159708, 1.0]], ['2, k, 7', [-0.6240752, -0.01182175, 1.0]], ['2, k, 8', [-0.2565872, 0.5126483, 1.0]], ['2, k, 9', [-0.14547, 0.3127051, 1.0]], ['2, k, 10', [-0.03295217, 0.1330996, 1.0]], ['2, k, 11', [-0.01854759, 0.1011536, 1.0]], ['2, k, 12', [-0.5072442, 0.01642228, 1.0]], ['2, k, 13', [-0.4941952, -0.3632827, 1.0]], ['2, k, 14', [-0.4757732, -0.6736163, 1.0]], ['2, k, 15', [-0.4919339, -0.7289759, 1.0]], ['2, k, 16', [-0.3494934, 0.02225744, 1.0]], ['2, k, 17', [-0.313133, -0.3704019, 1.0]], ['2, k, 18', [-0.2473411, -0.6368052, 1.0]], ['2, k, 19', [-0.2049528, -0.696447, 1.0]], ['2, k, 20', [-0.440154, 0.5343718, 1.0]], ['2, k, 21', [-0.597783, -0.09292879, 1.0]], ['2, k, 22', [-0.6022385, 0.007678714, 1.0]], ['2, k, 23', [0.03159482, 0.02573093, 1.0]], ['2, k, 24', [-0.02602845, 0.06314404, 1.0]]]
[['2, k, 0', [-0.4348935, 0.01965611, 1.0]], ['2, k, 1', [-0.4386978, 0.3174177, 1.0]], ['2, k, 2', [-0.4405165, 0.6045017, 1.0]], ['2, k, 3', [-0.4283769, 0.7379985, 1.0]], ['2, k, 4', [-0.5949685, 0.5034327, 1.0]], ['2, k, 5', [-0.676113, 0.2658478, 1.0]], ['2, k, 6', [-0.634289, 0.05253897, 1.0]], ['2, k, 7', [-0.6266679, -0.008817133, 1.0]], ['2, k, 8', [-0.257017, 0.5123158, 1.0]], ['2, k, 9', [-0.1454364, 0.3125772, 1.0]], ['2, k, 10', [-0.03297095, 0.1329401, 1.0]], ['2, k, 11', [-0.01895227, 0.1001731, 1.0]], ['2, k, 12', [-0.5070744, 0.01635469, 1.0]], ['2, k, 13', [-0.4944332, -0.3618264, 1.0]], ['2, k, 14', [-0.4758619, -0.6715434, 1.0]], ['2, k, 15', [-0.4914699, -0.7287934, 1.0]], ['2, k, 16', [-0.3491296, 0.02120357, 1.0]], ['2, k, 17', [-0.3032338, -0.3696687, 1.0]], ['2, k, 18', [-0.2389759, -0.6650795, 1.0]], ['2, k, 19', [-0.1778748, -0.6977556, 1.0]], ['2, k, 20', [-0.4405, 0.5341527, 1.0]], ['2, k, 21', [-0.6006361, -0.08854926, 1.0]], ['2, k, 22', [-0.6042413, 0.01335658, 1.0]], ['2, k, 23', [0.01924106, 0.0158063, 1.0]], ['2, k, 24', [-0.03307569, 0.07243475, 1.0]]]
[['2, k, 0', [-0.4341535, 0.01914731, 1.0]], ['2, k, 1', [-0.4387157, 0.3173661, 1.0]], ['2, k, 2', [-0.441173, 0.6045604, 1.0]], ['2, k, 3', [-0.4289284, 0.7378454, 1.0]], ['2, k, 4', [-0.5962134, 0.5035484, 1.0]], ['2, k, 5', [-0.6787856, 0.2665855, 1.0]], ['2, k, 6', [-0.6353717, 0.05174543, 1.0]], ['2, k, 7', [-0.6279421, -0.009193394, 1.0]], ['2, k, 8', [-0.2580311, 0.5121457, 1.0]], ['2, k, 9', [-0.1453244, 0.3123434, 1.0]], ['2, k, 10', [-0.03282485, 0.1327287, 1.0]], ['2, k, 11', [-0.0199915, 0.1009192, 1.0]], ['2, k, 12', [-0.5064164, 0.01632708, 1.0]], ['2, k, 13', [-0.4994549, -0.3405938, 1.0]], ['2, k, 14', [-0.4767499, -0.6705968, 1.0]], ['2, k, 15', [-0.4913931, -0.727633, 1.0]], ['2, k, 16', [-0.3483409, 0.02022639, 1.0]], ['2, k, 17', [-0.2888091, -0.3678357, 1.0]], ['2, k, 18', [-0.2198542, -0.6210949, 1.0]], ['2, k, 19', [-0.1701933, -0.6942115, 1.0]], ['2, k, 20', [-0.4409132, 0.5341564, 1.0]], ['2, k, 21', [-0.6017021, -0.09255857, 1.0]], ['2, k, 22', [-0.6078991, 0.02156668, 1.0]], ['2, k, 23', [0.02695729, 0.02068901, 1.0]], ['2, k, 24', [0.007507947, 0.0211922, 1.0]]]
[['2, k, 0', [-0.433278, 0.01847779, 1.0]], ['2, k, 1', [-0.4388245, 0.3172597, 1.0]], ['2, k, 2', [-0.4425961, 0.6046317, 1.0]], ['2, k, 3', [-0.429869, 0.7379194, 1.0]], ['2, k, 4', [-0.5972641, 0.5036802, 1.0]], ['2, k, 5', [-0.6810969, 0.2675377, 1.0]], ['2, k, 6', [-0.6373288, 0.05228557, 1.0]], ['2, k, 7', [-0.6301814, -0.008584098, 1.0]], ['2, k, 8', [-0.2590773, 0.5119134, 1.0]], ['2, k, 9', [-0.1467, 0.3120605, 1.0]], ['2, k, 10', [-0.03291416, 0.1332733, 1.0]], ['2, k, 11', [-0.01904118, 0.09982114, 1.0]], ['2, k, 12', [-0.5055106, 0.01610608, 1.0]], ['2, k, 13', [-0.5008677, -0.3341092, 1.0]], ['2, k, 14', [-0.47846, -0.6692367, 1.0]], ['2, k, 15', [-0.4915758, -0.7279758, 1.0]], ['2, k, 16', [-0.347578, 0.01930926, 1.0]], ['2, k, 17', [-0.2687835, -0.3628776, 1.0]], ['2, k, 18', [-0.2009438, -0.6207016, 1.0]], ['2, k, 19', [-0.135119, -0.6923481, 1.0]], ['2, k, 20', [-0.4418773, 0.5341462, 1.0]], ['2, k, 21', [-0.6027243, -0.09189141, 1.0]], ['2, k, 22', [-0.6110048, 0.0216524, 1.0]], ['2, k, 23', [0.01927064, 0.01582019, 1.0]], ['2, k, 24', [-0.01422402, 0.04344769, 1.0]]]
[['2, k, 0', [-0.4322929, 0.01781188, 1.0]], ['2, k, 1', [-0.4388673, 0.3171566, 1.0]], ['2, k, 2', [-0.4435614, 0.6046829, 1.0]], ['2, k, 3', [-0.4308236, 0.7376733, 1.0]], ['2, k, 4', [-0.5983632, 0.5034816, 1.0]], ['2, k, 5', [-0.6825324, 0.2677783, 1.0]], ['2, k, 6', [-0.6384763, 0.05193629, 1.0]], ['2, k, 7', [-0.6315057, -0.00913696, 1.0]], ['2, k, 8', [-0.26069, 0.5114199, 1.0]], ['2, k, 9', [-0.1478349, 0.3122916, 1.0]], ['2, k, 10', [-0.03432473, 0.1333434, 1.0]], ['2, k, 11', [-0.01922797, 0.1010303, 1.0]], ['2, k, 12', [-0.50453, 0.01581953, 1.0]], ['2, k, 13', [-0.5008104, -0.3340051, 1.0]], ['2, k, 14', [-0.4777508, -0.6692088, 1.0]], ['2, k, 15', [-0.4909357, -0.7269751, 1.0]], ['2, k, 16', [-0.346651, 0.01841164, 1.0]], ['2, k, 17', [-0.2634377, -0.3595072, 1.0]], ['2, k, 18', [-0.1766747, -0.6322944, 1.0]], ['2, k, 19', [-0.1286196, -0.6934541, 1.0]], ['2, k, 20', [-0.4425399, 0.5341272, 1.0]], ['2, k, 21', [-0.6061817, -0.09340322, 1.0]], ['2, k, 22', [-0.6144116, 0.02446281, 1.0]], ['2, k, 23', [0.03716039, 0.03034614, 1.0]], ['2, k, 24', [-0.02011195, 0.05281933, 1.0]]]
[['2, k, 0', [-0.4316188, 0.01756406, 1.0]], ['2, k, 1', [-0.4389413, 0.3171137, 1.0]], ['2, k, 2', [-0.4447074, 0.6048218, 1.0]], ['2, k, 3', [-0.4317635, 0.7376651, 1.0]], ['2, k, 4', [-0.5992436, 0.5032727, 1.0]], ['2, k, 5', [-0.6838608, 0.2672444, 1.0]], ['2, k, 6', [-0.6399796, 0.05182841, 1.0]], ['2, k, 7', [-0.632978, -0.01337273, 1.0]], ['2, k, 8', [-0.2614069, 0.5112845, 1.0]], ['2, k, 9', [-0.1478639, 0.3122251, 1.0]], ['2, k, 10', [-0.03429173, 0.1333139, 1.0]], ['2, k, 11', [-0.01823775, 0.09789139, 1.0]], ['2, k, 12', [-0.5037072, 0.015814, 1.0]], ['2, k, 13', [-0.5001395, -0.3261234, 1.0]], ['2, k, 14', [-0.4770012, -0.6684949, 1.0]], ['2, k, 15', [-0.4904053, -0.7265999, 1.0]], ['2, k, 16', [-0.3461417, 0.01806409, 1.0]], ['2, k, 17', [-0.2571102, -0.3545087, 1.0]], ['2, k, 18', [-0.1686616, -0.6308414, 1.0]], ['2, k, 19', [-0.1266206, -0.6907473, 1.0]], ['2, k, 20', [-0.4433815, 0.5342039, 1.0]], ['2, k, 21', [-0.6064255, -0.09804814, 1.0]], ['2, k, 22', [-0.6033871, -0.02173112, 1.0]], ['2, k, 23', [0.02749593, 0.01829948, 1.0]], ['2, k, 24', [-0.002542118, 0.02574787, 1.0]]]
[['2, k, 0', [-0.4309984, 0.01688942, 1.0]], ['2, k, 1', [-0.4390727, 0.3169378, 1.0]], ['2, k, 2', [-0.4456198, 0.6047667, 1.0]], ['2, k, 3', [-0.4326153, 0.7374617, 1.0]], ['2, k, 4', [-0.6001073, 0.5029395, 1.0]], ['2, k, 5', [-0.6851886, 0.265642, 1.0]], ['2, k, 6', [-0.6415195, 0.05153394, 1.0]], ['2, k, 7', [-0.6339994, -0.01391348, 1.0]], ['2, k, 8', [-0.2619486, 0.5109249, 1.0]], ['2, k, 9', [-0.1491355, 0.3116153, 1.0]], ['2, k, 10', [-0.03406867, 0.1336988, 1.0]], ['2, k, 11', [-0.01992938, 0.1003048, 1.0]], ['2, k, 12', [-0.5030566, 0.01558464, 1.0]], ['2, k, 13', [-0.4990914, -0.32592, 1.0]], ['2, k, 14', [-0.4755307, -0.6696947, 1.0]], ['2, k, 15', [-0.490297, -0.7267808, 1.0]], ['2, k, 16', [-0.3455903, 0.01703496, 1.0]], ['2, k, 17', [-0.2532473, -0.3522315, 1.0]], ['2, k, 18', [-0.161618, -0.632924, 1.0]], ['2, k, 19', [-0.1231616, -0.6888731, 1.0]], ['2, k, 20', [-0.4440831, 0.5341071, 1.0]], ['2, k, 21', [-0.6072164, -0.09804302, 1.0]], ['2, k, 22', [-0.6114556, 0.01805276, 1.0]], ['2, k, 23', [0.02706524, 0.02257611, 1.0]], ['2, k, 24', [-0.02749522, 0.06227127, 1.0]]]
[['2, k, 0', [-0.4295499, 0.01679203, 1.0]], ['2, k, 1', [-0.4390763, 0.3168664, 1.0]], ['2, k, 2', [-0.4465307, 0.6045456, 1.0]], ['2, k, 3', [-0.4332737, 0.7371678, 1.0]], ['2, k, 4', [-0.6009601, 0.5028874, 1.0]], ['2, k, 5', [-0.6856538, 0.2654548, 1.0]], ['2, k, 6', [-0.6423435, 0.05108214, 1.0]], ['2, k, 7', [-0.6341966, -0.01441026, 1.0]], ['2, k, 8', [-0.2625404, 0.5109836, 1.0]], ['2, k, 9', [-0.1501734, 0.31179, 1.0]], ['2, k, 10', [-0.03439286, 0.1343691, 1.0]], ['2, k, 11', [-0.01945125, 0.1010133, 1.0]], ['2, k, 12', [-0.501354, 0.01558387, 1.0]], ['2, k, 13', [-0.5002976, -0.324056, 1.0]], ['2, k, 14', [-0.4749128, -0.6695653, 1.0]], ['2, k, 15', [-0.4891021, -0.726151, 1.0]], ['2, k, 16', [-0.3444121, 0.01697826, 1.0]], ['2, k, 17', [-0.2508063, -0.3506558, 1.0]], ['2, k, 18', [-0.1607533, -0.6326187, 1.0]], ['2, k, 19', [-0.1226412, -0.6880235, 1.0]], ['2, k, 20', [-0.4446988, 0.5339401, 1.0]], ['2, k, 21', [-0.6083572, -0.0983914, 1.0]], ['2, k, 22', [-0.6141269, 0.02316017, 1.0]], ['2, k, 23', [0.03628837, 0.02435586, 1.0]], ['2, k, 24', [-0.02176673, 0.05381207, 1.0]]]
[['2, k, 0', [-0.4291102, 0.01638617, 1.0]], ['2, k, 1', [-0.4391437, 0.3166943, 1.0]], ['2, k, 2', [-0.4470162, 0.6044032, 1.0]], ['2, k, 3', [-0.4339049, 0.7368767, 1.0]], ['2, k, 4', [-0.6012076, 0.5025624, 1.0]], ['2, k, 5', [-0.6862187, 0.2654074, 1.0]], ['2, k, 6', [-0.6428671, 0.04888317, 1.0]], ['2, k, 7', [-0.6337018, -0.01562404, 1.0]], ['2, k, 8', [-0.2634584, 0.5107048, 1.0]], ['2, k, 9', [-0.1503493, 0.3119136, 1.0]], ['2, k, 10', [-0.03490702, 0.1342571, 1.0]], ['2, k, 11', [-0.02015488, 0.1017364, 1.0]], ['2, k, 12', [-0.5007416, 0.01543234, 1.0]], ['2, k, 13', [-0.4997668, -0.3242698, 1.0]], ['2, k, 14', [-0.4750243, -0.6685717, 1.0]], ['2, k, 15', [-0.489264, -0.7258862, 1.0]], ['2, k, 16', [-0.3441556, 0.01641725, 1.0]], ['2, k, 17', [-0.2487908, -0.3512417, 1.0]], ['2, k, 18', [-0.1546564, -0.6352264, 1.0]], ['2, k, 19', [-0.1189776, -0.6918483, 1.0]], ['2, k, 20', [-0.4450961, 0.5337944, 1.0]], ['2, k, 21', [-0.6065616, -0.1089096, 1.0]], ['2, k, 22', [-0.6101303, 0.01195667, 1.0]], ['2, k, 23', [0.03449793, 0.02818578, 1.0]], ['2, k, 24', [-0.02336243, 0.05594775, 1.0]]]
