[['2, k, 0', [-34.61232, 87.0821, 1.0]], ['2, k, 1', [-35.17557906171444, 117.23992891107719, 1.0]], ['2, k, 2', [-35.45830029006222, 139.97407800829382, 1.0]], ['2, k, 3', [-35.48029364755702, 146.4199725146249, 1.0]], ['2, k, 4', [-16.47542188084357, 137.39565513674333, 1.0]], ['2, k, 5', [3.032645651874663, 130.88081504660678, 1.0]], ['2, k, 6', [18.848873734182234, 147.35294916242427, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-50.087254512971604, 135.22836899390913, 1.0]], ['2, k, 9', [-76.36307702712432, 142.58798931045044, 1.0]], ['2, k, 10', [-80.00172786154589, 165.43365231790858, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-28.182299630060534, 86.69717268350195, 1.0]], ['2, k, 13', [-12.952936597351737, 50.38222666410587, 1.0]], ['2, k, 14', [-0.07604228168304239, 15.001935727642724, 1.0]], ['2, k, 15', [6.675319722805576, 11.664107953434524, 1.0]], ['2, k, 16', [-40.09016523964386, 87.20060166881781, 1.0]], ['2, k, 17', [-53.575541461701484, 51.18066089950299, 1.0]], ['2, k, 18', [-72.37627256685687, 14.962840101265165, 1.0]], ['2, k, 19', [-65.77396887759674, 11.508561083789198, 1.0]], ['2, k, 20', [-35.45830029006222, 139.97407800829382, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-20.429144, 60.218336, 1.0]], ['2, k, 1', [-15.046937662846117, 86.49000890023544, 1.0]], ['2, k, 2', [-10.739223116416424, 106.4836551471587, 1.0]], ['2, k, 3', [-9.426278834448148, 112.17768572952075, 1.0]], ['2, k, 4', [7.129713171337238, 105.10809617260531, 1.0]], ['2, k, 5', [30.474311662180163, 98.39017250169175, 1.0]], ['2, k, 6', [42.48027903816657, 115.38077323528258, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-24.31045097960741, 104.30455548652621, 1.0]], ['2, k, 9', [-50.889305059751116, 109.78514472280575, 1.0]], ['2, k, 10', [-49.27304245127904, 131.35407058936352, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-12.663317530374705, 59.62774897169169, 1.0]], ['2, k, 13', [19.644297659967876, 64.89877636148965, 1.0]], ['2, k, 14', [27.78150473779378, 33.1603347252821, 1.0]], ['2, k, 15', [31.0882938115332, 32.707181867816956, 1.0]], ['2, k, 16', [-27.71475919630577, 61.426472860955755, 1.0]], ['2, k, 17', [-31.863280355956395, 27.511472211995446, 1.0]], ['2, k, 18', [-72.51038580864606, 23.815769267492332, 1.0]], ['2, k, 19', [-70.4377847279736, 18.063419311003546, 1.0]], ['2, k, 20', [-10.739223116416424, 106.4836551471587, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-20.938409999999998, 62.807764, 1.0]], ['2, k, 1', [-15.551393353168475, 89.20435520242211, 1.0]], ['2, k, 2', [-11.238368709579591, 109.27477791265679, 1.0]], ['2, k, 3', [-9.923933159922786, 114.98328898835571, 1.0]], ['2, k, 4', [6.576447203057269, 108.00701249438845, 1.0]], ['2, k, 5', [30.367144459944768, 100.93580804188299, 1.0]], ['2, k, 6', [42.17346976348976, 118.04760085434692, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-24.762575526552624, 107.19489362861164, 1.0]], ['2, k, 9', [-52.38269442276014, 112.63674989053652, 1.0]], ['2, k, 10', [-51.02097765882262, 134.31421814636403, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-13.12564156178809, 62.16727314972922, 1.0]], ['2, k, 13', [19.854377530005497, 64.0260101814072, 1.0]], ['2, k, 14', [28.476258511628686, 32.24203236773564, 1.0]], ['2, k, 15', [32.41480391646686, 31.570124148407203, 1.0]], ['2, k, 16', [-28.191653113558903, 63.99550356009477, 1.0]], ['2, k, 17', [-32.948405866789415, 30.08051102507298, 1.0]], ['2, k, 18', [-73.54072877789527, 24.37730450441703, 1.0]], ['2, k, 19', [-71.16304835487313, 18.500295704858477, 1.0]], ['2, k, 20', [-11.238368709579591, 109.27477791265679, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-21.53921, 65.25892200000001, 1.0]], ['2, k, 1', [-16.156754041537653, 91.8223932004443, 1.0]], ['2, k, 2', [-11.846501754432078, 112.00800832183108, 1.0]], ['2, k, 3', [-10.533223065088759, 117.74398797824298, 1.0]], ['2, k, 4', [5.879707665799463, 110.83312911019058, 1.0]], ['2, k, 5', [30.180450310594544, 103.37987571779324, 1.0]], ['2, k, 6', [41.87149482944367, 120.69631273412446, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-25.351839958214477, 110.02710893783127, 1.0]], ['2, k, 9', [-54.156313096848756, 115.42193866139353, 1.0]], ['2, k, 10', [-53.02703302447595, 137.35940779407042, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-13.675449582562873, 64.56178881700595, 1.0]], ['2, k, 13', [19.589328134519125, 62.95171865695625, 1.0]], ['2, k, 14', [28.63106554870995, 31.211074481145477, 1.0]], ['2, k, 15', [32.863468053164155, 30.319725061936385, 1.0]], ['2, k, 16', [-28.753691238202038, 66.42736090790409, 1.0]], ['2, k, 17', [-34.04099073315555, 32.613463169030595, 1.0]], ['2, k, 18', [-74.42144618594148, 24.809113844925722, 1.0]], ['2, k, 19', [-71.6183994905349, 18.554454289662885, 1.0]], ['2, k, 20', [-11.846501754432078, 112.00800832183108, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-22.105608, 67.556952, 1.0]], ['2, k, 1', [-16.743977397384292, 94.24737510573705, 1.0]], ['2, k, 2', [-12.451015650219542, 114.51191135173183, 1.0]], ['2, k, 3', [-11.143719948933747, 120.2671792542733, 1.0]], ['2, k, 4', [5.281823055344004, 113.44202354180052, 1.0]], ['2, k, 5', [30.00652783712613, 105.5841341359294, 1.0]], ['2, k, 6', [41.626360480933926, 123.11531934480188, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-25.97572692427229, 112.66225007121427, 1.0]], ['2, k, 9', [-55.80024074488299, 117.92038983102537, 1.0]], ['2, k, 10', [-54.93081441276437, 140.3211492925037, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-14.204467886053404, 66.80105549867466, 1.0]], ['2, k, 13', [18.932709211741777, 61.70450226245815, 1.0]], ['2, k, 14', [28.358985694204407, 29.9704252261227, 1.0]], ['2, k, 15', [32.85189941972527, 28.817765510959084, 1.0]], ['2, k, 16', [-29.283385971514328, 68.70927089500103, 1.0]], ['2, k, 17', [-35.11600789043622, 34.88803790324141, 1.0]], ['2, k, 18', [-75.1230204634206, 24.936344398761637, 1.0]], ['2, k, 19', [-72.08862868937685, 18.74931193890402, 1.0]], ['2, k, 20', [-12.451015650219542, 114.51191135173183, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-22.729704, 69.78072999999999, 1.0]], ['2, k, 1', [-17.405751317164412, 96.51185325678692, 1.0]], ['2, k, 2', [-13.144626993399648, 116.76310323946427, 1.0]], ['2, k, 3', [-11.847088247273462, 122.51175073055124, 1.0]], ['2, k, 4', [4.7840062124408735, 115.79881317047402, 1.0]], ['2, k, 5', [29.70153551487327, 107.53020275305992, 1.0]], ['2, k, 6', [41.27402980690575, 125.2573185069376, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-26.610895062109854, 115.07557813667394, 1.0]], ['2, k, 9', [-56.86105600071164, 120.07582631533839, 1.0]], ['2, k, 10', [-56.31505944874422, 142.84063535441206, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-14.80716690045183, 68.8916791199484, 1.0]], ['2, k, 13', [17.81703571078656, 60.40767415444979, 1.0]], ['2, k, 14', [27.691539338711507, 28.558914017900495, 1.0]], ['2, k, 15', [32.42097561452672, 27.123720881243035, 1.0]], ['2, k, 16', [-29.830424086050307, 70.96761709444588, 1.0]], ['2, k, 17', [-36.251215529915314, 37.1939455622042, 1.0]], ['2, k, 18', [-75.73254334754103, 25.10904495186592, 1.0]], ['2, k, 19', [-72.48615244638526, 18.984682165585788, 1.0]], ['2, k, 20', [-13.144626993399648, 116.76310323946427, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-23.455894, 71.81618399999999, 1.0]], ['2, k, 1', [-18.167778140893198, 98.62728986765359, 1.0]], ['2, k, 2', [-13.947904923385325, 118.88491527825224, 1.0]], ['2, k, 3', [-12.667725830004022, 124.6294147686346, 1.0]], ['2, k, 4', [4.048201686179304, 118.0031781665942, 1.0]], ['2, k, 5', [29.157866577919986, 109.29565942922329, 1.0]], ['2, k, 6', [40.644492403213576, 127.13887223691168, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-27.419082881950878, 117.33672761112784, 1.0]], ['2, k, 9', [-58.03153879266178, 122.17895913599477, 1.0]], ['2, k, 10', [-57.849395386864785, 145.2175283748801, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-15.516805269061544, 70.7716796233991, 1.0]], ['2, k, 13', [16.286553331457, 59.17134178887004, 1.0]], ['2, k, 14', [26.656640460558336, 27.17574631683131, 1.0]], ['2, k, 15', [31.605468123843394, 25.450565799852143, 1.0]], ['2, k, 16', [-30.461254933740214, 73.01856957526145, 1.0]], ['2, k, 17', [-37.4808463708132, 39.33771256059216, 1.0]], ['2, k, 18', [-76.30090807980372, 25.166618322680087, 1.0]], ['2, k, 19', [-72.85346891903623, 19.09913041203719, 1.0]], ['2, k, 20', [-13.947904923385325, 118.88491527825224, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-24.081116, 73.412548, 1.0]], ['2, k, 1', [-18.928997206233014, 100.2688980414261, 1.0]], ['2, k, 2', [-14.845964669595787, 120.54832374306032, 1.0]], ['2, k, 3', [-13.620543646558549, 126.30291811319177, 1.0]], ['2, k, 4', [3.2793360731417387, 119.66575177635268, 1.0]], ['2, k, 5', [28.485729440450633, 110.60692891390096, 1.0]], ['2, k, 6', [39.85134708373914, 128.5607723855886, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.335903871556926, 119.04795905662559, 1.0]], ['2, k, 9', [-59.20123517900855, 123.95423094106154, 1.0]], ['2, k, 10', [-59.20148775655042, 147.1702610746897, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-16.124814421803478, 72.30833560510099, 1.0]], ['2, k, 13', [14.578993096802694, 57.84462985888551, 1.0]], ['2, k, 14', [25.38700018210171, 25.73186471364948, 1.0]], ['2, k, 15', [30.4721445330498, 23.72726403222213, 1.0]], ['2, k, 16', [-31.027111323516504, 74.59497237932496, 1.0]], ['2, k, 17', [-38.56469682547423, 41.01190501060102, 1.0]], ['2, k, 18', [-76.59190576115836, 24.830294777558088, 1.0]], ['2, k, 19', [-72.95625243738708, 18.851580439011908, 1.0]], ['2, k, 20', [-14.845964669595787, 120.54832374306032, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-24.628196, 74.859182, 1.0]], ['2, k, 1', [-19.654535726525204, 101.7701472195023, 1.0]], ['2, k, 2', [-15.716368827420352, 122.09274064264578, 1.0]], ['2, k, 3', [-14.53799236272966, 127.8586180155696, 1.0]], ['2, k, 4', [2.426041241659142, 121.2074321383506, 1.0]], ['2, k, 5', [27.6817523526743, 111.89018422040931, 1.0]], ['2, k, 6', [38.978561140208384, 129.96503337001147, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-29.3823194800289, 120.60490700948623, 1.0]], ['2, k, 9', [-60.04173796401089, 125.5833345475258, 1.0]], ['2, k, 10', [-60.149790379954545, 148.79279651141712, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-16.681392792502436, 73.72398397900514, 1.0]], ['2, k, 13', [12.676513359016052, 56.58769667210244, 1.0]], ['2, k, 14', [23.898013925172656, 24.094087803281504, 1.0]], ['2, k, 15', [28.989370546173177, 21.84334498359948, 1.0]], ['2, k, 16', [-31.510694246835214, 75.98981582788842, 1.0]], ['2, k, 17', [-39.44326747362877, 42.505127204366794, 1.0]], ['2, k, 18', [-76.60743178916789, 24.460605809414314, 1.0]], ['2, k, 19', [-72.78812146950901, 18.581082206844044, 1.0]], ['2, k, 20', [-15.716368827420352, 122.09274064264578, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.279674, 76.318524, 1.0]], ['2, k, 1', [-20.483824909052608, 103.35343809859316, 1.0]], ['2, k, 2', [-16.683934207567507, 123.76806313523299, 1.0]], ['2, k, 3', [-15.54625165180991, 129.55713523132303, 1.0]], ['2, k, 4', [1.5303115939349006, 122.85586268383757, 1.0]], ['2, k, 5', [26.6756196864017, 113.3635614504173, 1.0]], ['2, k, 6', [38.10121072007723, 131.85622981350213, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-30.476089505083205, 122.2753127560999, 1.0]], ['2, k, 9', [-59.89101936244269, 127.17702978877627, 1.0]], ['2, k, 10', [-60.08940993842826, 149.8890980792675, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-17.366491438396228, 75.13287053349211, 1.0]], ['2, k, 13', [10.470801669608601, 55.51141174002227, 1.0]], ['2, k, 14', [22.060300290089735, 22.481013822551937, 1.0]], ['2, k, 15', [27.446806124346132, 19.749969512982275, 1.0]], ['2, k, 16', [-32.09585857561571, 77.39938078885265, 1.0]], ['2, k, 17', [-40.43211778662821, 44.044102238012876, 1.0]], ['2, k, 18', [-76.59723265940787, 24.129665017793677, 1.0]], ['2, k, 19', [-72.60933528766759, 18.357130286963155, 1.0]], ['2, k, 20', [-16.683934207567507, 123.76806313523299, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.834724, 77.442624, 1.0]], ['2, k, 1', [-21.225273314332433, 104.62381792475853, 1.0]], ['2, k, 2', [-17.564784468737447, 125.16606431622307, 1.0]], ['2, k, 3', [-16.467255603783194, 130.9900952430384, 1.0]], ['2, k, 4', [0.7670627154224672, 124.19210963716249, 1.0]], ['2, k, 5', [25.878321322747198, 114.57171067232687, 1.0]], ['2, k, 6', [37.49452040187193, 133.55312340584976, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-31.467557430731922, 123.64025729726816, 1.0]], ['2, k, 9', [-59.73342675427133, 128.53668872103103, 1.0]], ['2, k, 10', [-59.92886378532081, 150.89005627298437, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-17.975803834995247, 76.27312237004767, 1.0]], ['2, k, 13', [8.311973219925477, 54.476032329275256, 1.0]], ['2, k, 14', [20.21781238580966, 20.943760016322628, 1.0]], ['2, k, 15', [26.4411399275142, 18.16459655636105, 1.0]], ['2, k, 16', [-32.61051634804414, 78.4711880168954, 1.0]], ['2, k, 17', [-41.279280196380704, 45.268637731852, 1.0]], ['2, k, 18', [-76.27780124495143, 23.46467651458911, 1.0]], ['2, k, 19', [-72.15801285358494, 17.802163397714647, 1.0]], ['2, k, 20', [-17.564784468737447, 125.16606431622307, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-26.377186000000002, 78.38175600000001, 1.0]], ['2, k, 1', [-21.960573098160733, 105.76547211303425, 1.0]], ['2, k, 2', [-18.44356443007988, 126.47877527385245, 1.0]], ['2, k, 3', [-17.38660054211612, 132.3496784103651, 1.0]], ['2, k, 4', [0.007004694375478238, 125.46525809924458, 1.0]], ['2, k, 5', [25.18981039143776, 115.67515763024292, 1.0]], ['2, k, 6', [37.038867992476455, 135.1056665825122, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-32.47892204460561, 124.93094369222244, 1.0]], ['2, k, 9', [-59.59816170634231, 129.7970900203489, 1.0]], ['2, k, 10', [-59.81800681305319, 151.88602728864242, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-18.607321183043812, 77.26498490701115, 1.0]], ['2, k, 13', [6.221409134215946, 53.643668943757916, 1.0]], ['2, k, 14', [18.39709476369864, 19.608130671396367, 1.0]], ['2, k, 15', [24.896153762496873, 16.292030158599605, 1.0]], ['2, k, 16', [-33.11482431008029, 79.34314709472946, 1.0]], ['2, k, 17', [-42.022880871646976, 46.31308465955545, 1.0]], ['2, k, 18', [-75.70480149335683, 22.66561253985335, 1.0]], ['2, k, 19', [-71.35796160022986, 17.265719610420675, 1.0]], ['2, k, 20', [-18.44356443007988, 126.47877527385245, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-27.046398, 79.41766, 1.0]], ['2, k, 1', [-22.817739401395404, 107.02593733595, 1.0]], ['2, k, 2', [-19.444556344104075, 127.90361015094082, 1.0]], ['2, k, 3', [-18.428477482744725, 133.81737519115143, 1.0]], ['2, k, 4', [-0.850652560551314, 126.84293666027253, 1.0]], ['2, k, 5', [24.414665568315975, 116.86987638296809, 1.0]], ['2, k, 6', [36.46559337429417, 136.7077872549557, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-33.64094702965821, 126.31263632263307, 1.0]], ['2, k, 9', [-59.53038181471629, 131.1279454285937, 1.0]], ['2, k, 10', [-59.7623027585494, 152.9087476077197, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-19.377527849747246, 78.31834969067613, 1.0]], ['2, k, 13', [4.0770021372154766, 53.115369028395264, 1.0]], ['2, k, 14', [16.467531790540164, 18.527517927383293, 1.0]], ['2, k, 15', [22.802210688903717, 15.068139403693547, 1.0]], ['2, k, 16', [-33.734967872783415, 80.31188309922325, 1.0]], ['2, k, 17', [-42.79201494454477, 47.4118879548704, 1.0]], ['2, k, 18', [-74.99115838103927, 21.925325529444994, 1.0]], ['2, k, 19', [-70.32014870422469, 17.071933298561014, 1.0]], ['2, k, 20', [-19.444556344104075, 127.90361015094082, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-27.687384, 80.29074800000001, 1.0]], ['2, k, 1', [-23.64098969735099, 108.1149417208232, 1.0]], ['2, k, 2', [-20.40852033599654, 129.13851804385072, 1.0]], ['2, k, 3', [-19.432637521042537, 135.09048066378034, 1.0]], ['2, k, 4', [-1.6150022546715128, 128.02577240839454, 1.0]], ['2, k, 5', [23.695796538619504, 117.80033688608384, 1.0]], ['2, k, 6', [35.86666348019074, 137.87028648164144, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-34.70831580349161, 127.51191774182709, 1.0]], ['2, k, 9', [-59.676836023479815, 132.3349173765345, 1.0]], ['2, k, 10', [-59.95052044370063, 153.87628665753957, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.106242900862973, 79.2055149501942, 1.0]], ['2, k, 13', [2.0939097474731696, 52.65884143217349, 1.0]], ['2, k, 14', [14.636788677680721, 17.644890370704005, 1.0]], ['2, k, 15', [20.846431007916152, 14.066254562718868, 1.0]], ['2, k, 16', [-34.33692439794541, 81.13603699366665, 1.0]], ['2, k, 17', [-43.53649054163315, 48.35452902158388, 1.0]], ['2, k, 18', [-74.47002115969737, 21.4600124891339, 1.0]], ['2, k, 19', [-69.71990883431751, 16.721113077285793, 1.0]], ['2, k, 20', [-20.40852033599654, 129.13851804385072, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-28.277088000000003, 80.96355600000001, 1.0]], ['2, k, 1', [-24.413607818358354, 108.93422710563708, 1.0]], ['2, k, 2', [-21.322760243670647, 130.05089365613668, 1.0]], ['2, k, 3', [-20.38730168180232, 136.0276796897366, 1.0]], ['2, k, 4', [-2.354160520720818, 128.88262745802538, 1.0]], ['2, k, 5', [23.04205455935974, 118.35556919976224, 1.0]], ['2, k, 6', [35.146696967099345, 138.2417244602203, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-35.70748228026827, 128.4159851887791, 1.0]], ['2, k, 9', [-60.7013935526979, 133.54820044301064, 1.0]], ['2, k, 10', [-61.080789270205294, 155.10524379982792, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.778457173533223, 79.90097441984615, 1.0]], ['2, k, 13', [0.3777011933932961, 52.40745257699105, 1.0]], ['2, k, 14', [13.12707613584653, 17.135850182184626, 1.0]], ['2, k, 15', [19.265529561907034, 13.474479383720757, 1.0]], ['2, k, 16', [-34.89939439935752, 81.77501319423334, 1.0]], ['2, k, 17', [-44.24768770988726, 49.09178833986176, 1.0]], ['2, k, 18', [-73.93916146364455, 20.9695510791071, 1.0]], ['2, k, 19', [-69.12280051235567, 16.34001156154256, 1.0]], ['2, k, 20', [-21.322760243670647, 130.05089365613668, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-28.895840000000003, 81.56541200000001, 1.0]], ['2, k, 1', [-25.201844501371607, 109.71433467041379, 1.0]], ['2, k, 2', [-22.243099545536296, 130.95158722230218, 1.0]], ['2, k, 3', [-21.344831898303, 136.96106906509465, 1.0]], ['2, k, 4', [-3.092980336827708, 129.7179173752887, 1.0]], ['2, k, 5', [22.270381793168468, 118.9950195272841, 1.0]], ['2, k, 6', [34.398841429204865, 138.93484234389595, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-36.70014225426128, 129.30238480265078, 1.0]], ['2, k, 9', [-61.62509011102719, 134.7213362055539, 1.0]], ['2, k, 10', [-62.060865106036076, 156.2719619161522, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-21.47917201185308, 80.51053564609225, 1.0]], ['2, k, 13', [-1.1931997229811202, 52.277663936683254, 1.0]], ['2, k, 14', [11.680237532118307, 16.9206740886192, 1.0]], ['2, k, 15', [17.760546071421437, 13.208128984116314, 1.0]], ['2, k, 16', [-35.482215538996925, 82.34995152952777, 1.0]], ['2, k, 17', [-44.831939532245855, 49.58336006489919, 1.0]], ['2, k, 18', [-73.53109328984594, 20.546454302061232, 1.0]], ['2, k, 19', [-68.61776258241336, 16.015402569566408, 1.0]], ['2, k, 20', [-22.243099545536296, 130.95158722230218, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-29.490336000000003, 82.028138, 1.0]], ['2, k, 1', [-25.955655594799254, 110.30057667793997, 1.0]], ['2, k, 2', [-23.117001817785606, 131.6227297812411, 1.0]], ['2, k, 3', [-22.252346390213706, 137.65585553495612, 1.0]], ['2, k, 4', [-3.821357044808046, 130.34459189114105, 1.0]], ['2, k, 5', [21.46686180035312, 119.41977815860643, 1.0]], ['2, k, 6', [33.56163404783844, 139.30427765493016, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-37.638859437711176, 129.94266789372767, 1.0]], ['2, k, 9', [-62.48107968750877, 135.67634566424906, 1.0]], ['2, k, 10', [-63.022429911526125, 157.22074987961213, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-22.11864286587071, 80.97524246256052, 1.0]], ['2, k, 13', [-2.5311179046740833, 52.17284485769187, 1.0]], ['2, k, 14', [10.44786654678747, 16.787821475968286, 1.0]], ['2, k, 15', [16.503691341576378, 13.049201425802131, 1.0]], ['2, k, 16', [-36.0472763648971, 82.80037596409908, 1.0]], ['2, k, 17', [-45.478500524318825, 49.8125883850849, 1.0]], ['2, k, 18', [-73.32064978443402, 20.033390706119462, 1.0]], ['2, k, 19', [-68.31094750280498, 15.590029922629313, 1.0]], ['2, k, 20', [-23.117001817785606, 131.6227297812411, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
