[['2, k, 0', [0.04645272, 0.0195498, 1.0]], ['2, k, 1', [0.0387469, 0.3332238, 1.0]], ['2, k, 2', [0.0301867, 0.6327986, 1.0]], ['2, k, 3', [0.001921402, 0.7558084, 1.0]], ['2, k, 4', [-0.1293862, 0.511609, 1.0]], ['2, k, 5', [-0.1802143, 0.2716625, 1.0]], ['2, k, 6', [-0.1741084, 0.05455881, 1.0]], ['2, k, 7', [-0.1819666, 0.02592206, 1.0]], ['2, k, 8', [0.1933989, 0.5394887, 1.0]], ['2, k, 9', [0.2974334, 0.2721183, 1.0]], ['2, k, 10', [0.3753896, 0.03730566, 1.0]], ['2, k, 11', [0.4092949, -0.01729961, 1.0]], ['2, k, 12', [-0.02624401, 0.02078147, 1.0]], ['2, k, 13', [-0.05228677, -0.3752542, 1.0]], ['2, k, 14', [-0.06155614, -0.6936809, 1.0]], ['2, k, 15', [-0.09039534, -0.7472429, 1.0]], ['2, k, 16', [0.1178247, 0.01816454, 1.0]], ['2, k, 17', [0.1618337, -0.4334534, 1.0]], ['2, k, 18', [0.2185818, -0.7055503, 1.0]], ['2, k, 19', [0.2350676, -0.7450269, 1.0]], ['2, k, 20', [0.03237807, 0.5598874, 1.0]], ['2, k, 21', [-0.1946066, -0.006540171, 1.0]], ['2, k, 22', [-0.2015948, 0.04963336, 1.0]], ['2, k, 23', [0.4509463, -0.07360091, 1.0]], ['2, k, 24', [0.3841762, -0.05093737, 1.0]]]
[['2, k, 0', [0.05331972, 0.02018991, 1.0]], ['2, k, 1', [0.04852112, 0.3323504, 1.0]], ['2, k, 2', [0.04304357, 0.6306067, 1.0]], ['2, k, 3', [0.02023567, 0.7482298, 1.0]], ['2, k, 4', [-0.1218476, 0.5176741, 1.0]], ['2, k, 5', [-0.1656092, 0.263118, 1.0]], ['2, k, 6', [-0.1703955, 0.05404311, 1.0]], ['2, k, 7', [-0.1822867, 0.02420861, 1.0]], ['2, k, 8', [0.2119981, 0.5364734, 1.0]], ['2, k, 9', [0.2373013, 0.2545939, 1.0]], ['2, k, 10', [0.283558, 0.0377757, 1.0]], ['2, k, 11', [0.2910185, 0.02333998, 1.0]], ['2, k, 12', [-0.01895012, 0.0208624, 1.0]], ['2, k, 13', [-0.05469782, -0.3762592, 1.0]], ['2, k, 14', [-0.05268075, -0.6883598, 1.0]], ['2, k, 15', [-0.09301767, -0.7474827, 1.0]], ['2, k, 16', [0.1235496, 0.01852576, 1.0]], ['2, k, 17', [0.164349, -0.4243791, 1.0]], ['2, k, 18', [0.2213453, -0.7063079, 1.0]], ['2, k, 19', [0.2358359, -0.7419585, 1.0]], ['2, k, 20', [0.04452113, 0.5580185, 1.0]], ['2, k, 21', [-0.1951626, -0.01142288, 1.0]], ['2, k, 22', [-0.1880997, 0.04061805, 1.0]], ['2, k, 23', [0.3201061, -0.01519748, 1.0]], ['2, k, 24', [0.260262, 0.02628277, 1.0]]]
[['2, k, 0', [0.05356151, 0.02021138, 1.0]], ['2, k, 1', [0.04834996, 0.3320197, 1.0]], ['2, k, 2', [0.04222627, 0.6297432, 1.0]], ['2, k, 3', [0.02127769, 0.7470214, 1.0]], ['2, k, 4', [-0.1223104, 0.5182126, 1.0]], ['2, k, 5', [-0.1656808, 0.262928, 1.0]], ['2, k, 6', [-0.1703378, 0.05432934, 1.0]], ['2, k, 7', [-0.1831078, 0.0236626, 1.0]], ['2, k, 8', [0.2117938, 0.5360399, 1.0]], ['2, k, 9', [0.2363679, 0.2552616, 1.0]], ['2, k, 10', [0.2830998, 0.03827086, 1.0]], ['2, k, 11', [0.2973299, 0.01746291, 1.0]], ['2, k, 12', [-0.01867364, 0.02088357, 1.0]], ['2, k, 13', [-0.05507213, -0.3759547, 1.0]], ['2, k, 14', [-0.05288664, -0.6882036, 1.0]], ['2, k, 15', [-0.0920638, -0.7427452, 1.0]], ['2, k, 16', [0.1237276, 0.01857151, 1.0]], ['2, k, 17', [0.164287, -0.4245341, 1.0]], ['2, k, 18', [0.2328184, -0.7087737, 1.0]], ['2, k, 19', [0.2335078, -0.7467772, 1.0]], ['2, k, 20', [0.04387763, 0.5573021, 1.0]], ['2, k, 21', [-0.2000188, -0.01616948, 1.0]], ['2, k, 22', [-0.2184194, 0.03841422, 1.0]], ['2, k, 23', [0.3243479, -0.01685326, 1.0]], ['2, k, 24', [0.2700021, 0.02703218, 1.0]]]
[['2, k, 0', [0.05357452, 0.02022982, 1.0]], ['2, k, 1', [0.04838441, 0.3319052, 1.0]], ['2, k, 2', [0.04237713, 0.6294009, 1.0]], ['2, k, 3', [0.02226875, 0.7451871, 1.0]], ['2, k, 4', [-0.1228023, 0.5182647, 1.0]], ['2, k, 5', [-0.1658888, 0.2632489, 1.0]], ['2, k, 6', [-0.1703367, 0.0543395, 1.0]], ['2, k, 7', [-0.1823569, 0.02395272, 1.0]], ['2, k, 8', [0.2118575, 0.5359218, 1.0]], ['2, k, 9', [0.235649, 0.2551691, 1.0]], ['2, k, 10', [0.2743241, 0.04534608, 1.0]], ['2, k, 11', [0.2817934, 0.02173061, 1.0]], ['2, k, 12', [-0.01866011, 0.02087697, 1.0]], ['2, k, 13', [-0.05515384, -0.3761509, 1.0]], ['2, k, 14', [-0.0525284, -0.6880258, 1.0]], ['2, k, 15', [-0.09249521, -0.7492177, 1.0]], ['2, k, 16', [0.1237249, 0.01867221, 1.0]], ['2, k, 17', [0.163914, -0.4249186, 1.0]], ['2, k, 18', [0.2349503, -0.7103295, 1.0]], ['2, k, 19', [0.2315571, -0.7490972, 1.0]], ['2, k, 20', [0.04398303, 0.5570198, 1.0]], ['2, k, 21', [-0.1948609, -0.01374567, 1.0]], ['2, k, 22', [-0.1934062, 0.0424354, 1.0]], ['2, k, 23', [0.321379, -0.01598933, 1.0]], ['2, k, 24', [0.2588217, 0.02368701, 1.0]]]
[['2, k, 0', [0.05372524, 0.02021773, 1.0]], ['2, k, 1', [0.048249, 0.3315824, 1.0]], ['2, k, 2', [0.0419829, 0.628823, 1.0]], ['2, k, 3', [0.02304921, 0.7441243, 1.0]], ['2, k, 4', [-0.1231823, 0.5186568, 1.0]], ['2, k, 5', [-0.1661455, 0.263167, 1.0]], ['2, k, 6', [-0.1704579, 0.0537295, 1.0]], ['2, k, 7', [-0.182526, 0.024217, 1.0]], ['2, k, 8', [0.2120919, 0.5361363, 1.0]], ['2, k, 9', [0.2349025, 0.2553196, 1.0]], ['2, k, 10', [0.2756067, 0.04575653, 1.0]], ['2, k, 11', [0.2840662, 0.01821595, 1.0]], ['2, k, 12', [-0.01846529, 0.02093888, 1.0]], ['2, k, 13', [-0.05519626, -0.376271, 1.0]], ['2, k, 14', [-0.05239214, -0.6883093, 1.0]], ['2, k, 15', [-0.09340049, -0.7485186, 1.0]], ['2, k, 16', [0.1237974, 0.01858028, 1.0]], ['2, k, 17', [0.1638691, -0.4254588, 1.0]], ['2, k, 18', [0.2372204, -0.7103031, 1.0]], ['2, k, 19', [0.2404526, -0.745527, 1.0]], ['2, k, 20', [0.04364236, 0.5564976, 1.0]], ['2, k, 21', [-0.1891742, -0.01598153, 1.0]], ['2, k, 22', [-0.1878214, 0.04356071, 1.0]], ['2, k, 23', [0.3153135, -0.02101928, 1.0]], ['2, k, 24', [0.2506241, 0.02165023, 1.0]]]
[['2, k, 0', [0.05387402, 0.02026074, 1.0]], ['2, k, 1', [0.04827158, 0.3313482, 1.0]], ['2, k, 2', [0.04195217, 0.6283975, 1.0]], ['2, k, 3', [0.02382834, 0.7431098, 1.0]], ['2, k, 4', [-0.1234532, 0.5190219, 1.0]], ['2, k, 5', [-0.1664098, 0.2629412, 1.0]], ['2, k, 6', [-0.170507, 0.05379844, 1.0]], ['2, k, 7', [-0.1829149, 0.02408548, 1.0]], ['2, k, 8', [0.2125392, 0.5364015, 1.0]], ['2, k, 9', [0.2341699, 0.255965, 1.0]], ['2, k, 10', [0.2780182, 0.04517917, 1.0]], ['2, k, 11', [0.2898228, 0.0195375, 1.0]], ['2, k, 12', [-0.01837812, 0.02106046, 1.0]], ['2, k, 13', [-0.05570975, -0.3765009, 1.0]], ['2, k, 14', [-0.05288505, -0.6888409, 1.0]], ['2, k, 15', [-0.09327684, -0.7483424, 1.0]], ['2, k, 16', [0.1240167, 0.0185238, 1.0]], ['2, k, 17', [0.163745, -0.4254831, 1.0]], ['2, k, 18', [0.22545, -0.7104769, 1.0]], ['2, k, 19', [0.2258945, -0.7434814, 1.0]], ['2, k, 20', [0.04361733, 0.556114, 1.0]], ['2, k, 21', [-0.1615308, -0.03565865, 1.0]], ['2, k, 22', [-0.1933143, 0.03741333, 1.0]], ['2, k, 23', [0.3226235, -0.01600531, 1.0]], ['2, k, 24', [0.2620644, 0.03101543, 1.0]]]
[['2, k, 0', [0.05383561, 0.02054221, 1.0]], ['2, k, 1', [0.04831332, 0.3313075, 1.0]], ['2, k, 2', [0.04214681, 0.6280806, 1.0]], ['2, k, 3', [0.02469659, 0.7418236, 1.0]], ['2, k, 4', [-0.1235211, 0.5190932, 1.0]], ['2, k, 5', [-0.166538, 0.2628234, 1.0]], ['2, k, 6', [-0.1707526, 0.05283318, 1.0]], ['2, k, 7', [-0.1833939, 0.02378604, 1.0]], ['2, k, 8', [0.2124709, 0.5363964, 1.0]], ['2, k, 9', [0.2340276, 0.2563801, 1.0]], ['2, k, 10', [0.2785364, 0.04415468, 1.0]], ['2, k, 11', [0.2878597, 0.01844114, 1.0]], ['2, k, 12', [-0.01842282, 0.02117852, 1.0]], ['2, k, 13', [-0.05565155, -0.3767885, 1.0]], ['2, k, 14', [-0.05236797, -0.6886071, 1.0]], ['2, k, 15', [-0.09295265, -0.7478564, 1.0]], ['2, k, 16', [0.1239992, 0.01903392, 1.0]], ['2, k, 17', [0.1637005, -0.4258539, 1.0]], ['2, k, 18', [0.2236282, -0.7095167, 1.0]], ['2, k, 19', [0.2265206, -0.7432341, 1.0]], ['2, k, 20', [0.04376463, 0.5558673, 1.0]], ['2, k, 21', [-0.1650384, -0.03545985, 1.0]], ['2, k, 22', [-0.1854271, 0.03288149, 1.0]], ['2, k, 23', [0.3178371, -0.02212627, 1.0]], ['2, k, 24', [0.2588011, 0.0290383, 1.0]]]
[['2, k, 0', [0.05407644, 0.02100068, 1.0]], ['2, k, 1', [0.04837893, 0.3312606, 1.0]], ['2, k, 2', [0.04215797, 0.6278268, 1.0]], ['2, k, 3', [0.02511683, 0.741127, 1.0]], ['2, k, 4', [-0.1236744, 0.5191357, 1.0]], ['2, k, 5', [-0.166849, 0.2631074, 1.0]], ['2, k, 6', [-0.1707698, 0.05283358, 1.0]], ['2, k, 7', [-0.1825622, 0.02439348, 1.0]], ['2, k, 8', [0.212291, 0.5363908, 1.0]], ['2, k, 9', [0.2334638, 0.2569053, 1.0]], ['2, k, 10', [0.2785569, 0.04554588, 1.0]], ['2, k, 11', [0.2913795, 0.02017007, 1.0]], ['2, k, 12', [-0.01805162, 0.0213474, 1.0]], ['2, k, 13', [-0.05577146, -0.376842, 1.0]], ['2, k, 14', [-0.05269225, -0.6903653, 1.0]], ['2, k, 15', [-0.09293794, -0.7478895, 1.0]], ['2, k, 16', [0.1240913, 0.01980614, 1.0]], ['2, k, 17', [0.1635713, -0.4264897, 1.0]], ['2, k, 18', [0.2233439, -0.7094534, 1.0]], ['2, k, 19', [0.2268467, -0.7434223, 1.0]], ['2, k, 20', [0.04378198, 0.5556502, 1.0]], ['2, k, 21', [-0.1994426, -0.01510692, 1.0]], ['2, k, 22', [-0.2017164, 0.03906926, 1.0]], ['2, k, 23', [0.3201351, -0.01633698, 1.0]], ['2, k, 24', [0.2598695, 0.03085082, 1.0]]]
[['2, k, 0', [0.05387729, 0.02112317, 1.0]], ['2, k, 1', [0.04834934, 0.3311216, 1.0]], ['2, k, 2', [0.04230186, 0.6274763, 1.0]], ['2, k, 3', [0.02545877, 0.7403695, 1.0]], ['2, k, 4', [-0.1238443, 0.5191332, 1.0]], ['2, k, 5', [-0.1668527, 0.263097, 1.0]], ['2, k, 6', [-0.1708217, 0.05295682, 1.0]], ['2, k, 7', [-0.1823235, 0.02466413, 1.0]], ['2, k, 8', [0.2123024, 0.5363848, 1.0]], ['2, k, 9', [0.2330461, 0.2568941, 1.0]], ['2, k, 10', [0.2781991, 0.04493311, 1.0]], ['2, k, 11', [0.2947057, 0.01877615, 1.0]], ['2, k, 12', [-0.01820863, 0.02146805, 1.0]], ['2, k, 13', [-0.05577982, -0.3767009, 1.0]], ['2, k, 14', [-0.05226231, -0.6899689, 1.0]], ['2, k, 15', [-0.09274677, -0.7477258, 1.0]], ['2, k, 16', [0.1238631, 0.01991803, 1.0]], ['2, k, 17', [0.1629504, -0.42766, 1.0]], ['2, k, 18', [0.2234028, -0.7094623, 1.0]], ['2, k, 19', [0.2278416, -0.7435043, 1.0]], ['2, k, 20', [0.04387759, 0.5553566, 1.0]], ['2, k, 21', [-0.2023693, -0.01420796, 1.0]], ['2, k, 22', [-0.2009831, 0.04215269, 1.0]], ['2, k, 23', [0.3219094, -0.01789043, 1.0]], ['2, k, 24', [0.2629534, 0.03172605, 1.0]]]
[['2, k, 0', [0.05359, 0.02165368, 1.0]], ['2, k, 1', [0.04806656, 0.3312486, 1.0]], ['2, k, 2', [0.04208909, 0.6273291, 1.0]], ['2, k, 3', [0.02584111, 0.7402388, 1.0]], ['2, k, 4', [-0.1240036, 0.5193809, 1.0]], ['2, k, 5', [-0.167234, 0.2634911, 1.0]], ['2, k, 6', [-0.1708623, 0.05301121, 1.0]], ['2, k, 7', [-0.1835488, 0.02303001, 1.0]], ['2, k, 8', [0.212158, 0.5363786, 1.0]], ['2, k, 9', [0.2324972, 0.2584457, 1.0]], ['2, k, 10', [0.2783198, 0.04508847, 1.0]], ['2, k, 11', [0.2957921, 0.01702213, 1.0]], ['2, k, 12', [-0.01842243, 0.02189484, 1.0]], ['2, k, 13', [-0.05582653, -0.376294, 1.0]], ['2, k, 14', [-0.05186765, -0.6895337, 1.0]], ['2, k, 15', [-0.09245525, -0.7473099, 1.0]], ['2, k, 16', [0.1235114, 0.02053581, 1.0]], ['2, k, 17', [0.16228, -0.4272225, 1.0]], ['2, k, 18', [0.2308848, -0.7085818, 1.0]], ['2, k, 19', [0.2256749, -0.7445813, 1.0]], ['2, k, 20', [0.04364339, 0.5552633, 1.0]], ['2, k, 21', [-0.2000366, -0.01636089, 1.0]], ['2, k, 22', [-0.1963368, 0.03215765, 1.0]], ['2, k, 23', [0.3234775, -0.01605033, 1.0]], ['2, k, 24', [0.2591376, 0.03214188, 1.0]]]
[['2, k, 0', [0.05352244, 0.02177495, 1.0]], ['2, k, 1', [0.04793231, 0.3312016, 1.0]], ['2, k, 2', [0.04193044, 0.6271598, 1.0]], ['2, k, 3', [0.02595762, 0.7399092, 1.0]], ['2, k, 4', [-0.1240032, 0.519352, 1.0]], ['2, k, 5', [-0.1673093, 0.2635299, 1.0]], ['2, k, 6', [-0.1708476, 0.05297813, 1.0]], ['2, k, 7', [-0.1829518, 0.02472448, 1.0]], ['2, k, 8', [0.2120311, 0.536557, 1.0]], ['2, k, 9', [0.2322692, 0.258781, 1.0]], ['2, k, 10', [0.2785169, 0.04475789, 1.0]], ['2, k, 11', [0.2956171, 0.0146839, 1.0]], ['2, k, 12', [-0.01852477, 0.02203603, 1.0]], ['2, k, 13', [-0.05188143, -0.3769637, 1.0]], ['2, k, 14', [-0.05218485, -0.690026, 1.0]], ['2, k, 15', [-0.09242282, -0.7473702, 1.0]], ['2, k, 16', [0.1234932, 0.02062664, 1.0]], ['2, k, 17', [0.1619673, -0.4270426, 1.0]], ['2, k, 18', [0.2283946, -0.7087145, 1.0]], ['2, k, 19', [0.2265374, -0.7441728, 1.0]], ['2, k, 20', [0.04348787, 0.5551203, 1.0]], ['2, k, 21', [-0.2032934, -0.008735185, 1.0]], ['2, k, 22', [-0.1948993, 0.03815498, 1.0]], ['2, k, 23', [0.3203941, -0.02231165, 1.0]], ['2, k, 24', [0.2617648, 0.03010129, 1.0]]]
[['2, k, 0', [0.05340992, 0.02215609, 1.0]], ['2, k, 1', [0.04783949, 0.331247, 1.0]], ['2, k, 2', [0.04187895, 0.6269634, 1.0]], ['2, k, 3', [0.02606139, 0.7397917, 1.0]], ['2, k, 4', [-0.1241388, 0.5196525, 1.0]], ['2, k, 5', [-0.1673985, 0.26343, 1.0]], ['2, k, 6', [-0.1707435, 0.05247102, 1.0]], ['2, k, 7', [-0.1829571, 0.02488894, 1.0]], ['2, k, 8', [0.2118543, 0.5369387, 1.0]], ['2, k, 9', [0.2320839, 0.25958, 1.0]], ['2, k, 10', [0.2784841, 0.04725011, 1.0]], ['2, k, 11', [0.2949912, 0.01929973, 1.0]], ['2, k, 12', [-0.01865107, 0.0223398, 1.0]], ['2, k, 13', [-0.05276763, -0.3771272, 1.0]], ['2, k, 14', [-0.05279447, -0.6906322, 1.0]], ['2, k, 15', [-0.09247208, -0.7477932, 1.0]], ['2, k, 16', [0.1234018, 0.02107458, 1.0]], ['2, k, 17', [0.1617556, -0.4272686, 1.0]], ['2, k, 18', [0.222961, -0.7105429, 1.0]], ['2, k, 19', [0.2310762, -0.7444873, 1.0]], ['2, k, 20', [0.04342471, 0.5549763, 1.0]], ['2, k, 21', [-0.2035855, -0.007047888, 1.0]], ['2, k, 22', [-0.217025, 0.03767888, 1.0]], ['2, k, 23', [0.3214022, -0.01233204, 1.0]], ['2, k, 24', [0.258518, 0.03407044, 1.0]]]
[['2, k, 0', [0.05335626, 0.02234587, 1.0]], ['2, k, 1', [0.04764386, 0.3313089, 1.0]], ['2, k, 2', [0.04156898, 0.6268846, 1.0]], ['2, k, 3', [0.02612415, 0.7396482, 1.0]], ['2, k, 4', [-0.1243706, 0.5195897, 1.0]], ['2, k, 5', [-0.1678073, 0.2638477, 1.0]], ['2, k, 6', [-0.1707483, 0.05251785, 1.0]], ['2, k, 7', [-0.1823883, 0.02407536, 1.0]], ['2, k, 8', [0.2117941, 0.5373209, 1.0]], ['2, k, 9', [0.2320154, 0.2602521, 1.0]], ['2, k, 10', [0.2788113, 0.0465709, 1.0]], ['2, k, 11', [0.2925944, 0.01896733, 1.0]], ['2, k, 12', [-0.01874642, 0.02251943, 1.0]], ['2, k, 13', [-0.05469872, -0.3769379, 1.0]], ['2, k, 14', [-0.05311438, -0.6907604, 1.0]], ['2, k, 15', [-0.09225054, -0.7478116, 1.0]], ['2, k, 16', [0.1234086, 0.0212645, 1.0]], ['2, k, 17', [0.1613677, -0.4277497, 1.0]], ['2, k, 18', [0.2314704, -0.7117103, 1.0]], ['2, k, 19', [0.2278561, -0.7481144, 1.0]], ['2, k, 20', [0.04313904, 0.5549317, 1.0]], ['2, k, 21', [-0.2028953, -0.01406376, 1.0]], ['2, k, 22', [-0.2110945, 0.04529168, 1.0]], ['2, k, 23', [0.3217691, -0.01622117, 1.0]], ['2, k, 24', [0.2607976, 0.03271123, 1.0]]]
[['2, k, 0', [0.05266716, 0.02220882, 1.0]], ['2, k, 1', [0.04718419, 0.33118, 1.0]], ['2, k, 2', [0.04132467, 0.6267503, 1.0]], ['2, k, 3', [0.02614648, 0.739484, 1.0]], ['2, k, 4', [-0.1245833, 0.519832, 1.0]], ['2, k, 5', [-0.1678229, 0.2638611, 1.0]], ['2, k, 6', [-0.170928, 0.05297299, 1.0]], ['2, k, 7', [-0.1822675, 0.02474914, 1.0]], ['2, k, 8', [0.2114039, 0.5376096, 1.0]], ['2, k, 9', [0.2320743, 0.2602956, 1.0]], ['2, k, 10', [0.2750944, 0.04935917, 1.0]], ['2, k, 11', [0.2839004, 0.02686081, 1.0]], ['2, k, 12', [-0.01953197, 0.022803, 1.0]], ['2, k, 13', [-0.05495491, -0.3760943, 1.0]], ['2, k, 14', [-0.05310567, -0.6907583, 1.0]], ['2, k, 15', [-0.09291494, -0.7474718, 1.0]], ['2, k, 16', [0.1226509, 0.02061075, 1.0]], ['2, k, 17', [0.161533, -0.4275651, 1.0]], ['2, k, 18', [0.2268611, -0.7101254, 1.0]], ['2, k, 19', [0.2289547, -0.7467015, 1.0]], ['2, k, 20', [0.04283829, 0.5547987, 1.0]], ['2, k, 21', [-0.1976141, -0.01827214, 1.0]], ['2, k, 22', [-0.1964927, 0.04259295, 1.0]], ['2, k, 23', [0.3233343, -0.008980666, 1.0]], ['2, k, 24', [0.2588758, 0.03430783, 1.0]]]
[['2, k, 0', [0.05266887, 0.0223726, 1.0]], ['2, k, 1', [0.04689387, 0.3312552, 1.0]], ['2, k, 2', [0.04063841, 0.6266652, 1.0]], ['2, k, 3', [0.02607086, 0.7394196, 1.0]], ['2, k, 4', [-0.12496, 0.5200893, 1.0]], ['2, k, 5', [-0.1679115, 0.2639906, 1.0]], ['2, k, 6', [-0.170972, 0.05297918, 1.0]], ['2, k, 7', [-0.1826861, 0.02376583, 1.0]], ['2, k, 8', [0.2112212, 0.5380327, 1.0]], ['2, k, 9', [0.2319739, 0.2606201, 1.0]], ['2, k, 10', [0.276128, 0.04891239, 1.0]], ['2, k, 11', [0.2843496, 0.02293297, 1.0]], ['2, k, 12', [-0.01956145, 0.02294965, 1.0]], ['2, k, 13', [-0.05202378, -0.3755673, 1.0]], ['2, k, 14', [-0.05341209, -0.6905832, 1.0]], ['2, k, 15', [-0.09446232, -0.7492237, 1.0]], ['2, k, 16', [0.12271, 0.02079552, 1.0]], ['2, k, 17', [0.161642, -0.4277331, 1.0]], ['2, k, 18', [0.2310438, -0.7090873, 1.0]], ['2, k, 19', [0.2267971, -0.747696, 1.0]], ['2, k, 20', [0.04225746, 0.5547586, 1.0]], ['2, k, 21', [-0.2001918, -0.01757212, 1.0]], ['2, k, 22', [-0.2030871, 0.05236086, 1.0]], ['2, k, 23', [0.2961346, -0.05838004, 1.0]], ['2, k, 24', [0.251124, 0.007615632, 1.0]]]
[['2, k, 0', [0.05335377, 0.02255233, 1.0]], ['2, k, 1', [0.04692904, 0.3313395, 1.0]], ['2, k, 2', [0.04001928, 0.6266812, 1.0]], ['2, k, 3', [0.02600761, 0.7393018, 1.0]], ['2, k, 4', [-0.1255086, 0.5200836, 1.0]], ['2, k, 5', [-0.1680425, 0.2640054, 1.0]], ['2, k, 6', [-0.1713401, 0.05082363, 1.0]], ['2, k, 7', [-0.183528, 0.02400881, 1.0]], ['2, k, 8', [0.21089, 0.5383643, 1.0]], ['2, k, 9', [0.2319698, 0.2604228, 1.0]], ['2, k, 10', [0.274253, 0.0416196, 1.0]], ['2, k, 11', [0.2810592, 0.02417439, 1.0]], ['2, k, 12', [-0.01884635, 0.02306327, 1.0]], ['2, k, 13', [-0.05225081, -0.3757459, 1.0]], ['2, k, 14', [-0.05365214, -0.6903123, 1.0]], ['2, k, 15', [-0.09266379, -0.74865, 1.0]], ['2, k, 16', [0.1233547, 0.02105244, 1.0]], ['2, k, 17', [0.1611295, -0.4299865, 1.0]], ['2, k, 18', [0.2345766, -0.7099713, 1.0]], ['2, k, 19', [0.2247868, -0.7487467, 1.0]], ['2, k, 20', [0.04182168, 0.5547913, 1.0]], ['2, k, 21', [-0.2025352, -0.01015119, 1.0]], ['2, k, 22', [-0.203244, 0.04470409, 1.0]], ['2, k, 23', [0.3197015, -0.009584064, 1.0]], ['2, k, 24', [0.2636361, 0.01636894, 1.0]]]
[['2, k, 0', [0.05279109, 0.02254517, 1.0]], ['2, k, 1', [0.04651286, 0.3313668, 1.0]], ['2, k, 2', [0.0397844, 0.6267575, 1.0]], ['2, k, 3', [0.02551326, 0.7393525, 1.0]], ['2, k, 4', [-0.1258668, 0.5202224, 1.0]], ['2, k, 5', [-0.1681541, 0.2648609, 1.0]], ['2, k, 6', [-0.1714904, 0.05125643, 1.0]], ['2, k, 7', [-0.1829401, 0.02220952, 1.0]], ['2, k, 8', [0.2108233, 0.5385837, 1.0]], ['2, k, 9', [0.2319352, 0.2604412, 1.0]], ['2, k, 10', [0.2816443, 0.02240874, 1.0]], ['2, k, 11', [0.2940555, 0.00775269, 1.0]], ['2, k, 12', [-0.0193789, 0.02317623, 1.0]], ['2, k, 13', [-0.05323498, -0.3760906, 1.0]], ['2, k, 14', [-0.05392456, -0.6897172, 1.0]], ['2, k, 15', [-0.09183593, -0.7479049, 1.0]], ['2, k, 16', [0.1227802, 0.02092899, 1.0]], ['2, k, 17', [0.1611358, -0.4298953, 1.0]], ['2, k, 18', [0.2364255, -0.7098224, 1.0]], ['2, k, 19', [0.2235795, -0.7482473, 1.0]], ['2, k, 20', [0.04153025, 0.5548524, 1.0]], ['2, k, 21', [-0.2020082, -0.02126122, 1.0]], ['2, k, 22', [-0.1932479, 0.04070256, 1.0]], ['2, k, 23', [0.3013936, -0.043605, 1.0]], ['2, k, 24', [0.2585031, 0.01808076, 1.0]]]
[['2, k, 0', [0.05272076, 0.02265891, 1.0]], ['2, k, 1', [0.04636074, 0.3313838, 1.0]], ['2, k, 2', [0.03958638, 0.6266026, 1.0]], ['2, k, 3', [0.02515722, 0.7394267, 1.0]], ['2, k, 4', [-0.1259168, 0.520202, 1.0]], ['2, k, 5', [-0.1685074, 0.2656394, 1.0]], ['2, k, 6', [-0.1713984, 0.05184523, 1.0]], ['2, k, 7', [-0.1830478, 0.02476086, 1.0]], ['2, k, 8', [0.210875, 0.5394396, 1.0]], ['2, k, 9', [0.2318214, 0.2605232, 1.0]], ['2, k, 10', [0.2809357, 0.02853549, 1.0]], ['2, k, 11', [0.2948859, 0.01239591, 1.0]], ['2, k, 12', [-0.01948806, 0.02325043, 1.0]], ['2, k, 13', [-0.05357872, -0.3764886, 1.0]], ['2, k, 14', [-0.05378183, -0.6909832, 1.0]], ['2, k, 15', [-0.09374384, -0.7480608, 1.0]], ['2, k, 16', [0.1227746, 0.02109556, 1.0]], ['2, k, 17', [0.161181, -0.4291924, 1.0]], ['2, k, 18', [0.2290466, -0.705974, 1.0]], ['2, k, 19', [0.2255913, -0.7453961, 1.0]], ['2, k, 20', [0.04133725, 0.5547435, 1.0]], ['2, k, 21', [-0.2036602, -0.01465419, 1.0]], ['2, k, 22', [-0.2015185, 0.05008407, 1.0]], ['2, k, 23', [0.3018971, -0.04125332, 1.0]], ['2, k, 24', [0.2688877, 0.02363642, 1.0]]]
[['2, k, 0', [0.05237409, 0.02267901, 1.0]], ['2, k, 1', [0.04601666, 0.3315394, 1.0]], ['2, k, 2', [0.03930578, 0.6270211, 1.0]], ['2, k, 3', [0.02452979, 0.7396197, 1.0]], ['2, k, 4', [-0.126174, 0.520245, 1.0]], ['2, k, 5', [-0.1685678, 0.2654642, 1.0]], ['2, k, 6', [-0.1714913, 0.05187583, 1.0]], ['2, k, 7', [-0.1824797, 0.02465056, 1.0]], ['2, k, 8', [0.2105974, 0.5395659, 1.0]], ['2, k, 9', [0.2317041, 0.2604617, 1.0]], ['2, k, 10', [0.2808466, 0.03177702, 1.0]], ['2, k, 11', [0.2942989, 0.01434753, 1.0]], ['2, k, 12', [-0.01983272, 0.0233602, 1.0]], ['2, k, 13', [-0.05432919, -0.3767591, 1.0]], ['2, k, 14', [-0.05339282, -0.6906456, 1.0]], ['2, k, 15', [-0.09514217, -0.7473686, 1.0]], ['2, k, 16', [0.122428, 0.02103379, 1.0]], ['2, k, 17', [0.161361, -0.4290563, 1.0]], ['2, k, 18', [0.2338598, -0.7082732, 1.0]], ['2, k, 19', [0.2236462, -0.7473826, 1.0]], ['2, k, 20', [0.04102495, 0.5550828, 1.0]], ['2, k, 21', [-0.2030247, -0.0119239, 1.0]], ['2, k, 22', [-0.1966819, 0.05224862, 1.0]], ['2, k, 23', [0.3247495, -0.01769017, 1.0]], ['2, k, 24', [0.2630879, 0.02119719, 1.0]]]
