[['2, k, 0', [0.01986079, -0.2602932, 1.0]], ['2, k, 1', [0.008092734, 0.03691999, 1.0]], ['2, k, 2', [-0.003596419, 0.3245149, 1.0]], ['2, k, 3', [-0.01092628, 0.4545212, 1.0]], ['2, k, 4', [-0.1706606, 0.1964287, 1.0]], ['2, k, 5', [-0.2241163, -0.0373035, 1.0]], ['2, k, 6', [-0.263596, -0.1987273, 1.0]], ['2, k, 7', [-0.2914131, -0.2538366, 1.0]], ['2, k, 8', [0.1781906, 0.222677, 1.0]], ['2, k, 9', [0.2657134, -0.01319094, 1.0]], ['2, k, 10', [0.26271, -0.1354822, 1.0]], ['2, k, 11', [0.2574813, -0.1851349, 1.0]], ['2, k, 12', [-0.06776484, -0.2607774, 1.0]], ['2, k, 13', [-0.1268124, -0.2711277, 1.0]], ['2, k, 14', [-0.1165902, -0.6131475, 1.0]], ['2, k, 15', [-0.1529272, -0.6990362, 1.0]], ['2, k, 16', [0.1064722, -0.2536846, 1.0]], ['2, k, 17', [0.1724195, -0.2757881, 1.0]], ['2, k, 18', [0.1419767, -0.6189464, 1.0]], ['2, k, 19', [0.1860174, -0.7014222, 1.0]], ['2, k, 20', [-0.0008488133, 0.253709, 1.0]], ['2, k, 21', [-0.3166849, -0.3268431, 1.0]], ['2, k, 22', [-0.2839262, -0.2910227, 1.0]], ['2, k, 23', [0.2431029, -0.2176839, 1.0]], ['2, k, 24', [0.2365488, -0.172534, 1.0]]]
[['2, k, 0', [-0.001063753, -0.2629918, 1.0]], ['2, k, 1', [0.008039202, 0.03187485, 1.0]], ['2, k, 2', [0.01942629, 0.3190486, 1.0]], ['2, k, 3', [0.04643833, 0.4364851, 1.0]], ['2, k, 4', [-0.156773, 0.2330677, 1.0]], ['2, k, 5', [-0.4131639, 0.2305735, 1.0]], ['2, k, 6', [-0.6429098, 0.2561786, 1.0]], ['2, k, 7', [-0.7247146, 0.2533157, 1.0]], ['2, k, 8', [0.1972802, 0.2057395, 1.0]], ['2, k, 9', [0.267838, 0.01686537, 1.0]], ['2, k, 10', [0.2254654, -0.1000624, 1.0]], ['2, k, 11', [0.1747135, -0.1335982, 1.0]], ['2, k, 12', [-0.08861704, -0.2545008, 1.0]], ['2, k, 13', [-0.1288079, -0.2773185, 1.0]], ['2, k, 14', [-0.1157876, -0.6187986, 1.0]], ['2, k, 15', [-0.1552021, -0.7034408, 1.0]], ['2, k, 16', [0.08610839, -0.264064, 1.0]], ['2, k, 17', [0.1707124, -0.2734641, 1.0]], ['2, k, 18', [0.1463028, -0.6178008, 1.0]], ['2, k, 19', [0.1863217, -0.7021919, 1.0]], ['2, k, 20', [0.0164351, 0.2482273, 1.0]], ['2, k, 21', [-0.7997839, 0.2391609, 1.0]], ['2, k, 22', [-0.6989191, 0.2876371, 1.0]], ['2, k, 23', [0.152292, -0.1701922, 1.0]], ['2, k, 24', [0.1215019, -0.1178731, 1.0]]]
[['2, k, 0', [-0.001293457, -0.2626909, 1.0]], ['2, k, 1', [0.008070484, 0.03204409, 1.0]], ['2, k, 2', [0.01948912, 0.3191649, 1.0]], ['2, k, 3', [0.04626909, 0.4366148, 1.0]], ['2, k, 4', [-0.1570623, 0.2353261, 1.0]], ['2, k, 5', [-0.4119419, 0.2606573, 1.0]], ['2, k, 6', [-0.6468291, 0.316025, 1.0]], ['2, k, 7', [-0.7167196, 0.3336077, 1.0]], ['2, k, 8', [0.1973305, 0.2057509, 1.0]], ['2, k, 9', [0.2675034, 0.01717581, 1.0]], ['2, k, 10', [0.2278213, -0.1058095, 1.0]], ['2, k, 11', [0.176108, -0.1385836, 1.0]], ['2, k, 12', [-0.08883759, -0.2539992, 1.0]], ['2, k, 13', [-0.1288584, -0.2773167, 1.0]], ['2, k, 14', [-0.1171499, -0.6187597, 1.0]], ['2, k, 15', [-0.1560834, -0.7036615, 1.0]], ['2, k, 16', [0.08592194, -0.2639265, 1.0]], ['2, k, 17', [0.1705781, -0.2740743, 1.0]], ['2, k, 18', [0.1462396, -0.6183751, 1.0]], ['2, k, 19', [0.186522, -0.7026402, 1.0]], ['2, k, 20', [0.01650358, 0.2483648, 1.0]], ['2, k, 21', [-0.7888526, 0.3299628, 1.0]], ['2, k, 22', [-0.6963084, 0.3753335, 1.0]], ['2, k, 23', [0.1565138, -0.1715363, 1.0]], ['2, k, 24', [0.1217312, -0.1179389, 1.0]]]
[['2, k, 0', [-0.001661588, -0.2613026, 1.0]], ['2, k, 1', [0.008033904, 0.03259549, 1.0]], ['2, k, 2', [0.01944765, 0.3192669, 1.0]], ['2, k, 3', [0.04551809, 0.4368827, 1.0]], ['2, k, 4', [-0.1578024, 0.2392606, 1.0]], ['2, k, 5', [-0.4079796, 0.2938171, 1.0]], ['2, k, 6', [-0.6241568, 0.3734103, 1.0]], ['2, k, 7', [-0.70303, 0.403972, 1.0]], ['2, k, 8', [0.1974863, 0.2059004, 1.0]], ['2, k, 9', [0.2669731, 0.01795661, 1.0]], ['2, k, 10', [0.2095255, -0.1148788, 1.0]], ['2, k, 11', [0.1583417, -0.148522, 1.0]], ['2, k, 12', [-0.08891908, -0.2521955, 1.0]], ['2, k, 13', [-0.1289389, -0.277443, 1.0]], ['2, k, 14', [-0.1186732, -0.6188464, 1.0]], ['2, k, 15', [-0.1567823, -0.7041244, 1.0]], ['2, k, 16', [0.0853681, -0.262897, 1.0]], ['2, k, 17', [0.170517, -0.2740951, 1.0]], ['2, k, 18', [0.1462825, -0.6184308, 1.0]], ['2, k, 19', [0.1862661, -0.7028302, 1.0]], ['2, k, 20', [0.01646856, 0.2485481, 1.0]], ['2, k, 21', [-0.7802269, 0.4172557, 1.0]], ['2, k, 22', [-0.6833258, 0.4497384, 1.0]], ['2, k, 23', [0.1324005, -0.1860014, 1.0]], ['2, k, 24', [0.107226, -0.1202283, 1.0]]]
[['2, k, 0', [-0.001829768, -0.2603828, 1.0]], ['2, k, 1', [0.007347911, 0.03337703, 1.0]], ['2, k, 2', [0.01714757, 0.3200714, 1.0]], ['2, k, 3', [0.04259172, 0.4373847, 1.0]], ['2, k, 4', [-0.1592044, 0.2440892, 1.0]], ['2, k, 5', [-0.4000819, 0.327798, 1.0]], ['2, k, 6', [-0.5896997, 0.4305744, 1.0]], ['2, k, 7', [-0.6733107, 0.4709098, 1.0]], ['2, k, 8', [0.1964331, 0.206144, 1.0]], ['2, k, 9', [0.2665269, 0.01831974, 1.0]], ['2, k, 10', [0.2124714, -0.1134553, 1.0]], ['2, k, 11', [0.1610179, -0.145824, 1.0]], ['2, k, 12', [-0.08890902, -0.2510203, 1.0]], ['2, k, 13', [-0.12906, -0.27746, 1.0]], ['2, k, 14', [-0.1190212, -0.6189678, 1.0]], ['2, k, 15', [-0.1542864, -0.7052845, 1.0]], ['2, k, 16', [0.08506108, -0.2621571, 1.0]], ['2, k, 17', [0.1704693, -0.2741491, 1.0]], ['2, k, 18', [0.1463084, -0.6184945, 1.0]], ['2, k, 19', [0.1862884, -0.7028941, 1.0]], ['2, k, 20', [0.0147379, 0.2493698, 1.0]], ['2, k, 21', [-0.7429988, 0.4862154, 1.0]], ['2, k, 22', [-0.6480724, 0.5103667, 1.0]], ['2, k, 23', [0.1390154, -0.1807349, 1.0]], ['2, k, 24', [0.1067724, -0.1368689, 1.0]]]
[['2, k, 0', [-0.00179026, -0.2590663, 1.0]], ['2, k, 1', [0.006376476, 0.03462387, 1.0]], ['2, k, 2', [0.01393159, 0.3214131, 1.0]], ['2, k, 3', [0.03814671, 0.4377526, 1.0]], ['2, k, 4', [-0.1593559, 0.2454834, 1.0]], ['2, k, 5', [-0.384739, 0.3493017, 1.0]], ['2, k, 6', [-0.5739279, 0.4973221, 1.0]], ['2, k, 7', [-0.6520981, 0.5416902, 1.0]], ['2, k, 8', [0.1963626, 0.2071396, 1.0]], ['2, k, 9', [0.2666182, 0.01981642, 1.0]], ['2, k, 10', [0.216319, -0.1138628, 1.0]], ['2, k, 11', [0.1650511, -0.1451551, 1.0]], ['2, k, 12', [-0.08877858, -0.2497296, 1.0]], ['2, k, 13', [-0.1290127, -0.2778295, 1.0]], ['2, k, 14', [-0.120368, -0.6194551, 1.0]], ['2, k, 15', [-0.1570923, -0.7052699, 1.0]], ['2, k, 16', [0.08504476, -0.2609347, 1.0]], ['2, k, 17', [0.1703753, -0.2741348, 1.0]], ['2, k, 18', [0.1472678, -0.6186864, 1.0]], ['2, k, 19', [0.1864503, -0.7034321, 1.0]], ['2, k, 20', [0.01223157, 0.2507173, 1.0]], ['2, k, 21', [-0.7133943, 0.5706456, 1.0]], ['2, k, 22', [-0.6149982, 0.5739425, 1.0]], ['2, k, 23', [0.1374429, -0.178838, 1.0]], ['2, k, 24', [0.1148834, -0.1167125, 1.0]]]
[['2, k, 0', [-0.001876888, -0.2587526, 1.0]], ['2, k, 1', [0.006311543, 0.03468569, 1.0]], ['2, k, 2', [0.01385326, 0.3213263, 1.0]], ['2, k, 3', [0.03326899, 0.4379398, 1.0]], ['2, k, 4', [-0.1593373, 0.2461694, 1.0]], ['2, k, 5', [-0.3673792, 0.3936472, 1.0]], ['2, k, 6', [-0.5507599, 0.5645536, 1.0]], ['2, k, 7', [-0.6130669, 0.6078055, 1.0]], ['2, k, 8', [0.1962811, 0.2076369, 1.0]], ['2, k, 9', [0.2670447, 0.02054115, 1.0]], ['2, k, 10', [0.2170582, -0.1140939, 1.0]], ['2, k, 11', [0.1665743, -0.1447993, 1.0]], ['2, k, 12', [-0.08876274, -0.2494298, 1.0]], ['2, k, 13', [-0.1291638, -0.2777502, 1.0]], ['2, k, 14', [-0.1204979, -0.6191441, 1.0]], ['2, k, 15', [-0.1561134, -0.7054867, 1.0]], ['2, k, 16', [0.08486377, -0.2606116, 1.0]], ['2, k, 17', [0.1703489, -0.2739961, 1.0]], ['2, k, 18', [0.1470636, -0.6184664, 1.0]], ['2, k, 19', [0.1862962, -0.703193, 1.0]], ['2, k, 20', [0.01216204, 0.2506798, 1.0]], ['2, k, 21', [-0.6747304, 0.6442247, 1.0]], ['2, k, 22', [-0.5802059, 0.6425589, 1.0]], ['2, k, 23', [0.1480357, -0.1801134, 1.0]], ['2, k, 24', [0.1136705, -0.1196561, 1.0]]]
[['2, k, 0', [-0.001893317, -0.2583833, 1.0]], ['2, k, 1', [0.00598363, 0.03477071, 1.0]], ['2, k, 2', [0.01270735, 0.3208144, 1.0]], ['2, k, 3', [0.02748661, 0.4389993, 1.0]], ['2, k, 4', [-0.15925, 0.2471776, 1.0]], ['2, k, 5', [-0.3558065, 0.40938, 1.0]], ['2, k, 6', [-0.4763907, 0.5906851, 1.0]], ['2, k, 7', [-0.5416389, 0.6538274, 1.0]], ['2, k, 8', [0.1960637, 0.2083179, 1.0]], ['2, k, 9', [0.2666574, 0.02120866, 1.0]], ['2, k, 10', [0.2173847, -0.114265, 1.0]], ['2, k, 11', [0.1671844, -0.1441109, 1.0]], ['2, k, 12', [-0.08865367, -0.2491399, 1.0]], ['2, k, 13', [-0.1291765, -0.2777398, 1.0]], ['2, k, 14', [-0.1212515, -0.6191896, 1.0]], ['2, k, 15', [-0.1557731, -0.7059397, 1.0]], ['2, k, 16', [0.0847137, -0.2601287, 1.0]], ['2, k, 17', [0.1703693, -0.2739761, 1.0]], ['2, k, 18', [0.1469815, -0.6184598, 1.0]], ['2, k, 19', [0.1861341, -0.7032217, 1.0]], ['2, k, 20', [0.01124833, 0.2503821, 1.0]], ['2, k, 21', [-0.5948752, 0.6953002, 1.0]], ['2, k, 22', [-0.5266951, 0.6963782, 1.0]], ['2, k, 23', [0.1387361, -0.1792815, 1.0]], ['2, k, 24', [0.1135108, -0.120451, 1.0]]]
[['2, k, 0', [-0.001855119, -0.2576936, 1.0]], ['2, k, 1', [0.005640606, 0.03516597, 1.0]], ['2, k, 2', [0.01195808, 0.3209717, 1.0]], ['2, k, 3', [0.02340475, 0.4405896, 1.0]], ['2, k, 4', [-0.1581696, 0.2491382, 1.0]], ['2, k, 5', [-0.3233643, 0.4340821, 1.0]], ['2, k, 6', [-0.439687, 0.6399479, 1.0]], ['2, k, 7', [-0.4888245, 0.7021535, 1.0]], ['2, k, 8', [0.1917012, 0.2119358, 1.0]], ['2, k, 9', [0.2671994, 0.02228649, 1.0]], ['2, k, 10', [0.2180648, -0.1133943, 1.0]], ['2, k, 11', [0.171683, -0.1429329, 1.0]], ['2, k, 12', [-0.08851749, -0.2485102, 1.0]], ['2, k, 13', [-0.1290867, -0.2780207, 1.0]], ['2, k, 14', [-0.1213198, -0.6194825, 1.0]], ['2, k, 15', [-0.1561887, -0.7059736, 1.0]], ['2, k, 16', [0.08466426, -0.2593625, 1.0]], ['2, k, 17', [0.1703674, -0.2739743, 1.0]], ['2, k, 18', [0.1470971, -0.618508, 1.0]], ['2, k, 19', [0.1854526, -0.7036177, 1.0]], ['2, k, 20', [0.01059367, 0.2506028, 1.0]], ['2, k, 21', [-0.5431286, 0.7527795, 1.0]], ['2, k, 22', [-0.4686276, 0.7375702, 1.0]], ['2, k, 23', [0.1568168, -0.1769522, 1.0]], ['2, k, 24', [0.1139379, -0.1197271, 1.0]]]
[['2, k, 0', [-0.001888991, -0.2573572, 1.0]], ['2, k, 1', [0.005057063, 0.03525927, 1.0]], ['2, k, 2', [0.01016086, 0.3204216, 1.0]], ['2, k, 3', [0.018197, 0.4423848, 1.0]], ['2, k, 4', [-0.1540236, 0.2567119, 1.0]], ['2, k, 5', [-0.302232, 0.4517605, 1.0]], ['2, k, 6', [-0.3830398, 0.6503056, 1.0]], ['2, k, 7', [-0.4216005, 0.7212807, 1.0]], ['2, k, 8', [0.1903678, 0.2133035, 1.0]], ['2, k, 9', [0.2676868, 0.0237592, 1.0]], ['2, k, 10', [0.2356195, -0.09402139, 1.0]], ['2, k, 11', [0.1911896, -0.1279007, 1.0]], ['2, k, 12', [-0.08841646, -0.2480834, 1.0]], ['2, k, 13', [-0.1290691, -0.2780733, 1.0]], ['2, k, 14', [-0.1214221, -0.6194853, 1.0]], ['2, k, 15', [-0.1571901, -0.7057376, 1.0]], ['2, k, 16', [0.0845446, -0.2591287, 1.0]], ['2, k, 17', [0.1703951, -0.273987, 1.0]], ['2, k, 18', [0.1470744, -0.6185167, 1.0]], ['2, k, 19', [0.1855146, -0.70359, 1.0]], ['2, k, 20', [0.009118166, 0.2502617, 1.0]], ['2, k, 21', [-0.4715944, 0.7742615, 1.0]], ['2, k, 22', [-0.4126786, 0.767428, 1.0]], ['2, k, 23', [0.1849358, -0.1740964, 1.0]], ['2, k, 24', [0.1386518, -0.1212997, 1.0]]]
[['2, k, 0', [-0.002147642, -0.2545575, 1.0]], ['2, k, 1', [0.003999976, 0.03692733, 1.0]], ['2, k, 2', [0.008623606, 0.3212765, 1.0]], ['2, k, 3', [0.01185486, 0.4444321, 1.0]], ['2, k, 4', [-0.154402, 0.2631679, 1.0]], ['2, k, 5', [-0.2807425, 0.4795132, 1.0]], ['2, k, 6', [-0.3266647, 0.656038, 1.0]], ['2, k, 7', [-0.3673005, 0.7446607, 1.0]], ['2, k, 8', [0.1897387, 0.2137412, 1.0]], ['2, k, 9', [0.2669843, 0.02456083, 1.0]], ['2, k, 10', [0.2312812, -0.09818762, 1.0]], ['2, k, 11', [0.1835082, -0.1402162, 1.0]], ['2, k, 12', [-0.08819327, -0.2450106, 1.0]], ['2, k, 13', [-0.1290081, -0.2782812, 1.0]], ['2, k, 14', [-0.1216002, -0.6198778, 1.0]], ['2, k, 15', [-0.1570461, -0.7060609, 1.0]], ['2, k, 16', [0.08387055, -0.2566772, 1.0]], ['2, k, 17', [0.1704272, -0.2739579, 1.0]], ['2, k, 18', [0.1467517, -0.6185102, 1.0]], ['2, k, 19', [0.1852647, -0.7035536, 1.0]], ['2, k, 20', [0.007674539, 0.2512871, 1.0]], ['2, k, 21', [-0.4096685, 0.8029328, 1.0]], ['2, k, 22', [-0.3641063, 0.759958, 1.0]], ['2, k, 23', [0.1767387, -0.1763322, 1.0]], ['2, k, 24', [0.1272987, -0.1208301, 1.0]]]
[['2, k, 0', [-0.002092683, -0.2526777, 1.0]], ['2, k, 1', [0.003358905, 0.03809825, 1.0]], ['2, k, 2', [0.007465386, 0.3219021, 1.0]], ['2, k, 3', [0.007727379, 0.4466059, 1.0]], ['2, k, 4', [-0.1549065, 0.2631909, 1.0]], ['2, k, 5', [-0.2675489, 0.4780002, 1.0]], ['2, k, 6', [-0.2896817, 0.6963692, 1.0]], ['2, k, 7', [-0.3220083, 0.7791646, 1.0]], ['2, k, 8', [0.1876353, 0.2153922, 1.0]], ['2, k, 9', [0.2668012, 0.02509012, 1.0]], ['2, k, 10', [0.2327918, -0.1022111, 1.0]], ['2, k, 11', [0.1848995, -0.1407954, 1.0]], ['2, k, 12', [-0.08793512, -0.2435413, 1.0]], ['2, k, 13', [-0.1289273, -0.2784207, 1.0]], ['2, k, 14', [-0.1199837, -0.6193958, 1.0]], ['2, k, 15', [-0.1566846, -0.7053263, 1.0]], ['2, k, 16', [0.08368631, -0.2544693, 1.0]], ['2, k, 17', [0.1706181, -0.2738928, 1.0]], ['2, k, 18', [0.1468332, -0.6184259, 1.0]], ['2, k, 19', [0.1853098, -0.7034843, 1.0]], ['2, k, 20', [0.006631961, 0.2520333, 1.0]], ['2, k, 21', [-0.357805, 0.8425978, 1.0]], ['2, k, 22', [-0.351401, 0.8116096, 1.0]], ['2, k, 23', [0.1803725, -0.1780154, 1.0]], ['2, k, 24', [0.1282466, -0.1208435, 1.0]]]
[['2, k, 0', [-0.001983861, -0.2519118, 1.0]], ['2, k, 1', [0.002781667, 0.03893874, 1.0]], ['2, k, 2', [0.006022596, 0.3227648, 1.0]], ['2, k, 3', [0.001205432, 0.4478167, 1.0]], ['2, k, 4', [-0.1550818, 0.2626652, 1.0]], ['2, k, 5', [-0.248871, 0.4741318, 1.0]], ['2, k, 6', [-0.2538349, 0.6930469, 1.0]], ['2, k, 7', [-0.2677155, 0.7796991, 1.0]], ['2, k, 8', [0.1857547, 0.2163626, 1.0]], ['2, k, 9', [0.2668788, 0.02518671, 1.0]], ['2, k, 10', [0.2252834, -0.1103042, 1.0]], ['2, k, 11', [0.1809947, -0.1478137, 1.0]], ['2, k, 12', [-0.08781963, -0.2430584, 1.0]], ['2, k, 13', [-0.1288719, -0.2783195, 1.0]], ['2, k, 14', [-0.120912, -0.6195247, 1.0]], ['2, k, 15', [-0.1165945, -0.6552092, 1.0]], ['2, k, 16', [0.0837853, -0.2534533, 1.0]], ['2, k, 17', [0.1707923, -0.2738232, 1.0]], ['2, k, 18', [0.1469011, -0.6183736, 1.0]], ['2, k, 19', [0.1853008, -0.7034645, 1.0]], ['2, k, 20', [0.005402646, 0.2528933, 1.0]], ['2, k, 21', [-0.2988385, 0.8436675, 1.0]], ['2, k, 22', [-0.2855206, 0.7975982, 1.0]], ['2, k, 23', [0.1707684, -0.180769, 1.0]], ['2, k, 24', [0.1284445, -0.1188833, 1.0]]]
[['2, k, 0', [-0.001901148, -0.2497521, 1.0]], ['2, k, 1', [0.002029573, 0.04024012, 1.0]], ['2, k, 2', [0.004717787, 0.3234265, 1.0]], ['2, k, 3', [-0.008639111, 0.4502752, 1.0]], ['2, k, 4', [-0.1564193, 0.264147, 1.0]], ['2, k, 5', [-0.2089167, 0.5116584, 1.0]], ['2, k, 6', [-0.213191, 0.7498016, 1.0]], ['2, k, 7', [-0.226954, 0.7996005, 1.0]], ['2, k, 8', [0.1803969, 0.2189509, 1.0]], ['2, k, 9', [0.2663929, 0.02634522, 1.0]], ['2, k, 10', [0.2424821, -0.09812921, 1.0]], ['2, k, 11', [0.196602, -0.1338617, 1.0]], ['2, k, 12', [-0.08749697, -0.2415863, 1.0]], ['2, k, 13', [-0.1287878, -0.2783796, 1.0]], ['2, k, 14', [-0.1246992, -0.6193243, 1.0]], ['2, k, 15', [-0.1210032, -0.6550385, 1.0]], ['2, k, 16', [0.08356586, -0.2505313, 1.0]], ['2, k, 17', [0.1708156, -0.273856, 1.0]], ['2, k, 18', [0.1470798, -0.6184837, 1.0]], ['2, k, 19', [0.1853471, -0.7036266, 1.0]], ['2, k, 20', [0.004221777, 0.2536921, 1.0]], ['2, k, 21', [-0.2469006, 0.8707963, 1.0]], ['2, k, 22', [-0.2403867, 0.8389335, 1.0]], ['2, k, 23', [0.1917713, -0.1776883, 1.0]], ['2, k, 24', [0.1449832, -0.1223288, 1.0]]]
[['2, k, 0', [-0.001280107, -0.2485044, 1.0]], ['2, k, 1', [-0.001774986, 0.04262332, 1.0]], ['2, k, 2', [-0.01127996, 0.3276774, 1.0]], ['2, k, 3', [-0.01468752, 0.45028, 1.0]], ['2, k, 4', [-0.1567312, 0.2624965, 1.0]], ['2, k, 5', [-0.2050159, 0.4989202, 1.0]], ['2, k, 6', [-0.1757582, 0.7035255, 1.0]], ['2, k, 7', [-0.1861391, 0.78329, 1.0]], ['2, k, 8', [0.1771389, 0.220837, 1.0]], ['2, k, 9', [0.2660326, 0.02657029, 1.0]], ['2, k, 10', [0.2423442, -0.09779043, 1.0]], ['2, k, 11', [0.1960988, -0.1341562, 1.0]], ['2, k, 12', [-0.08704221, -0.2410703, 1.0]], ['2, k, 13', [-0.1287219, -0.2782983, 1.0]], ['2, k, 14', [-0.1274281, -0.6193597, 1.0]], ['2, k, 15', [-0.1241067, -0.6551592, 1.0]], ['2, k, 16', [0.08460154, -0.2479023, 1.0]], ['2, k, 17', [0.1707568, -0.2736322, 1.0]], ['2, k, 18', [0.1475707, -0.6185341, 1.0]], ['2, k, 19', [0.1854696, -0.7038196, 1.0]], ['2, k, 20', [-0.008067721, 0.2575003, 1.0]], ['2, k, 21', [-0.1948496, 0.8495833, 1.0]], ['2, k, 22', [-0.1721444, 0.7763404, 1.0]], ['2, k, 23', [0.1918165, -0.1777505, 1.0]], ['2, k, 24', [0.1455168, -0.1239825, 1.0]]]
[['2, k, 0', [-0.001090025, -0.243663, 1.0]], ['2, k, 1', [-0.003811924, 0.0464621, 1.0]], ['2, k, 2', [-0.01239864, 0.3295018, 1.0]], ['2, k, 3', [-0.0580463, 0.4517764, 1.0]], ['2, k, 4', [-0.1571227, 0.261166, 1.0]], ['2, k, 5', [-0.1905129, 0.512561, 1.0]], ['2, k, 6', [-0.1511153, 0.7512657, 1.0]], ['2, k, 7', [-0.1531078, 0.8042867, 1.0]], ['2, k, 8', [0.1748283, 0.2223542, 1.0]], ['2, k, 9', [0.2655611, 0.02737819, 1.0]], ['2, k, 10', [0.2420832, -0.09678534, 1.0]], ['2, k, 11', [0.1954347, -0.133952, 1.0]], ['2, k, 12', [-0.08654304, -0.2375393, 1.0]], ['2, k, 13', [-0.128654, -0.2781483, 1.0]], ['2, k, 14', [-0.1278383, -0.6191355, 1.0]], ['2, k, 15', [-0.1249744, -0.6549805, 1.0]], ['2, k, 16', [0.08439792, -0.2416552, 1.0]], ['2, k, 17', [0.1706547, -0.2736672, 1.0]], ['2, k, 18', [0.1475806, -0.6186321, 1.0]], ['2, k, 19', [0.1855378, -0.703891, 1.0]], ['2, k, 20', [-0.009650747, 0.2598198, 1.0]], ['2, k, 21', [-0.1569293, 0.8728057, 1.0]], ['2, k, 22', [-0.1543925, 0.8322538, 1.0]], ['2, k, 23', [0.1954271, -0.1801776, 1.0]], ['2, k, 24', [0.1450849, -0.1247879, 1.0]]]
[['2, k, 0', [-0.0008254764, -0.2400311, 1.0]], ['2, k, 1', [-0.006318764, 0.05026491, 1.0]], ['2, k, 2', [-0.01602894, 0.3329767, 1.0]], ['2, k, 3', [-0.0585998, 0.4562955, 1.0]], ['2, k, 4', [-0.1578247, 0.2600523, 1.0]], ['2, k, 5', [-0.1887427, 0.511712, 1.0]], ['2, k, 6', [-0.1412427, 0.7359067, 1.0]], ['2, k, 7', [-0.1275206, 0.8007247, 1.0]], ['2, k, 8', [0.1737875, 0.2237825, 1.0]], ['2, k, 9', [0.263143, 0.04022586, 1.0]], ['2, k, 10', [0.2423725, -0.09318237, 1.0]], ['2, k, 11', [0.1962404, -0.132933, 1.0]], ['2, k, 12', [-0.08623129, -0.2345209, 1.0]], ['2, k, 13', [-0.1284966, -0.2779366, 1.0]], ['2, k, 14', [-0.1280302, -0.6189963, 1.0]], ['2, k, 15', [-0.1254201, -0.6548524, 1.0]], ['2, k, 16', [0.08462371, -0.2376218, 1.0]], ['2, k, 17', [0.1707523, -0.2740019, 1.0]], ['2, k, 18', [0.1477402, -0.6189401, 1.0]], ['2, k, 19', [0.1854282, -0.7041332, 1.0]], ['2, k, 20', [-0.01327179, 0.2634488, 1.0]], ['2, k, 21', [-0.1303797, 0.8754781, 1.0]], ['2, k, 22', [-0.1376047, 0.8287323, 1.0]], ['2, k, 23', [0.1944983, -0.1779714, 1.0]], ['2, k, 24', [0.1454087, -0.1242417, 1.0]]]
[['2, k, 0', [0.0004240582, -0.2333422, 1.0]], ['2, k, 1', [-0.01175879, 0.05662433, 1.0]], ['2, k, 2', [-0.0303199, 0.3400977, 1.0]], ['2, k, 3', [-0.08615756, 0.4703305, 1.0]], ['2, k, 4', [-0.1581034, 0.2594163, 1.0]], ['2, k, 5', [-0.1724034, 0.5123602, 1.0]], ['2, k, 6', [-0.135256, 0.7343943, 1.0]], ['2, k, 7', [-0.1118994, 0.801865, 1.0]], ['2, k, 8', [0.1688212, 0.2273792, 1.0]], ['2, k, 9', [0.2635933, 0.04164824, 1.0]], ['2, k, 10', [0.2425314, -0.09305412, 1.0]], ['2, k, 11', [0.198471, -0.1322903, 1.0]], ['2, k, 12', [-0.0850568, -0.2301096, 1.0]], ['2, k, 13', [-0.128271, -0.2773665, 1.0]], ['2, k, 14', [-0.1279911, -0.6186869, 1.0]], ['2, k, 15', [-0.1260366, -0.6545951, 1.0]], ['2, k, 16', [0.08579873, -0.2292765, 1.0]], ['2, k, 17', [0.1709118, -0.274179, 1.0]], ['2, k, 18', [0.1476454, -0.6191283, 1.0]], ['2, k, 19', [0.1853135, -0.7039901, 1.0]], ['2, k, 20', [-0.02519182, 0.2703975, 1.0]], ['2, k, 21', [-0.1106463, 0.8753938, 1.0]], ['2, k, 22', [-0.1235225, 0.8236684, 1.0]], ['2, k, 23', [0.1906445, -0.1777827, 1.0]], ['2, k, 24', [0.1437152, -0.1188595, 1.0]]]
[['2, k, 0', [0.00125022, -0.2314129, 1.0]], ['2, k, 1', [-0.01276397, 0.05796457, 1.0]], ['2, k, 2', [-0.03178588, 0.3407654, 1.0]], ['2, k, 3', [-0.08263497, 0.4692779, 1.0]], ['2, k, 4', [-0.1582713, 0.2589589, 1.0]], ['2, k, 5', [-0.1667662, 0.5122404, 1.0]], ['2, k, 6', [-0.1280231, 0.7331318, 1.0]], ['2, k, 7', [-0.1061351, 0.8021982, 1.0]], ['2, k, 8', [0.1663973, 0.2291089, 1.0]], ['2, k, 9', [0.2633404, 0.04353839, 1.0]], ['2, k, 10', [0.2394681, -0.1029951, 1.0]], ['2, k, 11', [0.1935532, -0.1389214, 1.0]], ['2, k, 12', [-0.08417208, -0.2286369, 1.0]], ['2, k, 13', [-0.1282464, -0.2771675, 1.0]], ['2, k, 14', [-0.1268658, -0.6185727, 1.0]], ['2, k, 15', [-0.1252731, -0.654498, 1.0]], ['2, k, 16', [0.08658376, -0.2269996, 1.0]], ['2, k, 17', [0.1710177, -0.2741016, 1.0]], ['2, k, 18', [0.1469284, -0.6188556, 1.0]], ['2, k, 19', [0.1855002, -0.7038465, 1.0]], ['2, k, 20', [-0.0266829, 0.2712285, 1.0]], ['2, k, 21', [-0.1013265, 0.8746625, 1.0]], ['2, k, 22', [-0.115829, 0.8352801, 1.0]], ['2, k, 23', [0.1988718, -0.1805208, 1.0]], ['2, k, 24', [0.1452392, -0.1284502, 1.0]]]
