[['2, k, 0', [-0.398347, -0.259495, 1.0]], ['2, k, 1', [-0.38234, 0.0660601, 1.0]], ['2, k, 2', [-0.364297, 0.382837, 1.0]], ['2, k, 3', [-0.356104, 0.539543, 1.0]], ['2, k, 4', [-0.53579, 0.283889, 1.0]], ['2, k, 5', [-0.690305, 0.288098, 1.0]], ['2, k, 6', [-0.656662, 0.348342, 1.0]], ['2, k, 7', [-0.646079, 0.388021, 1.0]], ['2, k, 8', [-0.184101, 0.30196, 1.0]], ['2, k, 9', [0.00572371, 0.327711, 1.0]], ['2, k, 10', [0.00627638, 0.384085, 1.0]], ['2, k, 11', [-0.0103872, 0.400509, 1.0]], ['2, k, 12', [-0.472617, -0.259724, 1.0]], ['2, k, 13', [-0.507368, -0.579081, 1.0]], ['2, k, 14', [-0.542117, -1.02587, 1.0]], ['2, k, 15', [-0.553223, -1.08984, 1.0]], ['2, k, 16', [-0.312245, -0.251569, 1.0]], ['2, k, 17', [-0.284147, -0.638759, 1.0]], ['2, k, 18', [-0.280045, -1.02815, 1.0]], ['2, k, 19', [-0.251709, -1.09766, 1.0]], ['2, k, 20', [-0.36917, 0.304944, 1.0]], ['2, k, 21', [-0.622006, 0.410443, 1.0]], ['2, k, 22', [-0.679504, 0.432235, 1.0]], ['2, k, 23', [-0.0310271, 0.408197, 1.0]], ['2, k, 24', [-0.0312998, 0.445459, 1.0]]]
[['2, k, 0', [-0.354673, -0.26148, 1.0]], ['2, k, 1', [-0.38018, 0.0217383, 1.0]], ['2, k, 2', [-0.401926, 0.283655, 1.0]], ['2, k, 3', [-0.418167, 0.458492, 1.0]], ['2, k, 4', [-0.575942, 0.272285, 1.0]], ['2, k, 5', [-0.76858, 0.190418, 1.0]], ['2, k, 6', [-0.970141, 0.238508, 1.0]], ['2, k, 7', [-1.00044, 0.265408, 1.0]], ['2, k, 8', [-0.23607, 0.25959, 1.0]], ['2, k, 9', [-0.379936, 0.349489, 1.0]], ['2, k, 10', [-0.60651, 0.426402, 1.0]], ['2, k, 11', [-0.664693, 0.458678, 1.0]], ['2, k, 12', [-0.412505, -0.254874, 1.0]], ['2, k, 13', [-0.469555, -0.676865, 1.0]], ['2, k, 14', [-0.542498, -1.0274, 1.0]], ['2, k, 15', [-0.553099, -1.08796, 1.0]], ['2, k, 16', [-0.286645, -0.260653, 1.0]], ['2, k, 17', [-0.252248, -0.689367, 1.0]], ['2, k, 18', [-0.275577, -1.04074, 1.0]], ['2, k, 19', [-0.256325, -1.09635, 1.0]], ['2, k, 20', [-0.397114, 0.221349, 1.0]], ['2, k, 21', [-1.04195, 0.292956, 1.0]], ['2, k, 22', [-0.991111, 0.282011, 1.0]], ['2, k, 23', [-0.718969, 0.473791, 1.0]], ['2, k, 24', [-0.682962, 0.423026, 1.0]]]
[['2, k, 0', [-0.355418, -0.260849, 1.0]], ['2, k, 1', [-0.385232, 0.0238781, 1.0]], ['2, k, 2', [-0.41831, 0.29892, 1.0]], ['2, k, 3', [-0.421262, 0.471114, 1.0]], ['2, k, 4', [-0.57521, 0.277519, 1.0]], ['2, k, 5', [-0.764835, 0.190579, 1.0]], ['2, k, 6', [-0.968986, 0.251366, 1.0]], ['2, k, 7', [-0.996496, 0.27288, 1.0]], ['2, k, 8', [-0.236657, 0.259074, 1.0]], ['2, k, 9', [-0.370724, 0.350927, 1.0]], ['2, k, 10', [-0.582077, 0.428177, 1.0]], ['2, k, 11', [-0.647168, 0.461838, 1.0]], ['2, k, 12', [-0.413949, -0.254043, 1.0]], ['2, k, 13', [-0.471114, -0.675955, 1.0]], ['2, k, 14', [-0.542158, -1.02743, 1.0]], ['2, k, 15', [-0.553327, -1.08806, 1.0]], ['2, k, 16', [-0.286878, -0.260143, 1.0]], ['2, k, 17', [-0.253083, -0.69008, 1.0]], ['2, k, 18', [-0.275947, -1.04132, 1.0]], ['2, k, 19', [-0.256306, -1.09638, 1.0]], ['2, k, 20', [-0.409708, 0.230723, 1.0]], ['2, k, 21', [-1.03754, 0.301267, 1.0]], ['2, k, 22', [-0.990842, 0.28559, 1.0]], ['2, k, 23', [-0.698571, 0.476998, 1.0]], ['2, k, 24', [-0.674656, 0.426951, 1.0]]]
[['2, k, 0', [-0.356514, -0.259756, 1.0]], ['2, k, 1', [-0.384448, 0.023665, 1.0]], ['2, k, 2', [-0.4046, 0.294857, 1.0]], ['2, k, 3', [-0.414195, 0.468331, 1.0]], ['2, k, 4', [-0.576463, 0.283067, 1.0]], ['2, k, 5', [-0.768521, 0.195251, 1.0]], ['2, k, 6', [-0.964876, 0.262935, 1.0]], ['2, k, 7', [-0.99395, 0.286264, 1.0]], ['2, k, 8', [-0.236889, 0.257323, 1.0]], ['2, k, 9', [-0.357096, 0.354724, 1.0]], ['2, k, 10', [-0.575957, 0.435094, 1.0]], ['2, k, 11', [-0.625949, 0.466384, 1.0]], ['2, k, 12', [-0.415749, -0.252883, 1.0]], ['2, k, 13', [-0.471999, -0.674455, 1.0]], ['2, k, 14', [-0.541302, -1.0256, 1.0]], ['2, k, 15', [-0.553926, -1.08711, 1.0]], ['2, k, 16', [-0.287436, -0.258885, 1.0]], ['2, k, 17', [-0.253899, -0.689877, 1.0]], ['2, k, 18', [-0.275923, -1.04145, 1.0]], ['2, k, 19', [-0.256599, -1.0953, 1.0]], ['2, k, 20', [-0.401649, 0.228462, 1.0]], ['2, k, 21', [-1.03786, 0.316858, 1.0]], ['2, k, 22', [-0.981692, 0.301256, 1.0]], ['2, k, 23', [-0.674472, 0.483529, 1.0]], ['2, k, 24', [-0.662698, 0.433332, 1.0]]]
[['2, k, 0', [-0.358907, -0.258194, 1.0]], ['2, k, 1', [-0.383545, 0.025453, 1.0]], ['2, k, 2', [-0.397928, 0.30252, 1.0]], ['2, k, 3', [-0.407053, 0.476826, 1.0]], ['2, k, 4', [-0.575925, 0.285932, 1.0]], ['2, k, 5', [-0.775684, 0.207371, 1.0]], ['2, k, 6', [-0.959582, 0.270811, 1.0]], ['2, k, 7', [-0.988689, 0.304587, 1.0]], ['2, k, 8', [-0.235634, 0.257865, 1.0]], ['2, k, 9', [-0.348083, 0.35656, 1.0]], ['2, k, 10', [-0.549677, 0.440781, 1.0]], ['2, k, 11', [-0.604123, 0.473083, 1.0]], ['2, k, 12', [-0.417779, -0.251233, 1.0]], ['2, k, 13', [-0.473173, -0.672836, 1.0]], ['2, k, 14', [-0.540809, -1.02496, 1.0]], ['2, k, 15', [-0.553922, -1.0871, 1.0]], ['2, k, 16', [-0.290355, -0.257219, 1.0]], ['2, k, 17', [-0.254228, -0.690077, 1.0]], ['2, k, 18', [-0.275873, -1.04117, 1.0]], ['2, k, 19', [-0.256824, -1.09519, 1.0]], ['2, k, 20', [-0.396105, 0.234346, 1.0]], ['2, k, 21', [-1.02036, 0.328784, 1.0]], ['2, k, 22', [-0.952399, 0.362455, 1.0]], ['2, k, 23', [-0.648427, 0.4905, 1.0]], ['2, k, 24', [-0.643213, 0.440644, 1.0]]]
[['2, k, 0', [-0.360013, -0.257155, 1.0]], ['2, k, 1', [-0.383276, 0.0273224, 1.0]], ['2, k, 2', [-0.397604, 0.305244, 1.0]], ['2, k, 3', [-0.404737, 0.479757, 1.0]], ['2, k, 4', [-0.574347, 0.290489, 1.0]], ['2, k, 5', [-0.776626, 0.215627, 1.0]], ['2, k, 6', [-0.949783, 0.282169, 1.0]], ['2, k, 7', [-0.980758, 0.31545, 1.0]], ['2, k, 8', [-0.234387, 0.258034, 1.0]], ['2, k, 9', [-0.334915, 0.359106, 1.0]], ['2, k, 10', [-0.518945, 0.445517, 1.0]], ['2, k, 11', [-0.580605, 0.480773, 1.0]], ['2, k, 12', [-0.418961, -0.250324, 1.0]], ['2, k, 13', [-0.475277, -0.672717, 1.0]], ['2, k, 14', [-0.540893, -1.02494, 1.0]], ['2, k, 15', [-0.554011, -1.08723, 1.0]], ['2, k, 16', [-0.291366, -0.255763, 1.0]], ['2, k, 17', [-0.257146, -0.691102, 1.0]], ['2, k, 18', [-0.275931, -1.04111, 1.0]], ['2, k, 19', [-0.256824, -1.0952, 1.0]], ['2, k, 20', [-0.395487, 0.236826, 1.0]], ['2, k, 21', [-1.01395, 0.343991, 1.0]], ['2, k, 22', [-0.946758, 0.372203, 1.0]], ['2, k, 23', [-0.625526, 0.496903, 1.0]], ['2, k, 24', [-0.614775, 0.446833, 1.0]]]
[['2, k, 0', [-0.364717, -0.256428, 1.0]], ['2, k, 1', [-0.385758, 0.0322788, 1.0]], ['2, k, 2', [-0.400456, 0.31699, 1.0]], ['2, k, 3', [-0.403614, 0.490964, 1.0]], ['2, k, 4', [-0.571663, 0.290523, 1.0]], ['2, k, 5', [-0.7789, 0.228195, 1.0]], ['2, k, 6', [-0.944755, 0.303138, 1.0]], ['2, k, 7', [-0.974964, 0.331099, 1.0]], ['2, k, 8', [-0.233366, 0.257435, 1.0]], ['2, k, 9', [-0.332118, 0.361703, 1.0]], ['2, k, 10', [-0.491781, 0.451633, 1.0]], ['2, k, 11', [-0.542361, 0.481916, 1.0]], ['2, k, 12', [-0.422265, -0.249538, 1.0]], ['2, k, 13', [-0.480836, -0.672565, 1.0]], ['2, k, 14', [-0.541911, -1.02667, 1.0]], ['2, k, 15', [-0.554028, -1.08755, 1.0]], ['2, k, 16', [-0.297108, -0.255518, 1.0]], ['2, k, 17', [-0.259355, -0.691774, 1.0]], ['2, k, 18', [-0.277045, -1.04211, 1.0]], ['2, k, 19', [-0.256859, -1.09519, 1.0]], ['2, k, 20', [-0.397744, 0.24646, 1.0]], ['2, k, 21', [-1.01361, 0.360509, 1.0]], ['2, k, 22', [-0.936111, 0.385474, 1.0]], ['2, k, 23', [-0.590209, 0.503913, 1.0]], ['2, k, 24', [-0.584408, 0.447351, 1.0]]]
[['2, k, 0', [-0.36654, -0.255825, 1.0]], ['2, k, 1', [-0.387898, 0.0370643, 1.0]], ['2, k, 2', [-0.40366, 0.327338, 1.0]], ['2, k, 3', [-0.402156, 0.501121, 1.0]], ['2, k, 4', [-0.56867, 0.290739, 1.0]], ['2, k, 5', [-0.777182, 0.233595, 1.0]], ['2, k, 6', [-0.931232, 0.319553, 1.0]], ['2, k, 7', [-0.968028, 0.350677, 1.0]], ['2, k, 8', [-0.232098, 0.256416, 1.0]], ['2, k, 9', [-0.319835, 0.367149, 1.0]], ['2, k, 10', [-0.466654, 0.455218, 1.0]], ['2, k, 11', [-0.513382, 0.488382, 1.0]], ['2, k, 12', [-0.426552, -0.24849, 1.0]], ['2, k, 13', [-0.484877, -0.671917, 1.0]], ['2, k, 14', [-0.542111, -1.02644, 1.0]], ['2, k, 15', [-0.554234, -1.08758, 1.0]], ['2, k, 16', [-0.297706, -0.255079, 1.0]], ['2, k, 17', [-0.260403, -0.691021, 1.0]], ['2, k, 18', [-0.277076, -1.04218, 1.0]], ['2, k, 19', [-0.257026, -1.09516, 1.0]], ['2, k, 20', [-0.400482, 0.255555, 1.0]], ['2, k, 21', [-0.987602, 0.378194, 1.0]], ['2, k, 22', [-0.914924, 0.400286, 1.0]], ['2, k, 23', [-0.556906, 0.507129, 1.0]], ['2, k, 24', [-0.582974, 0.473734, 1.0]]]
[['2, k, 0', [-0.372174, -0.253244, 1.0]], ['2, k, 1', [-0.389803, 0.0411048, 1.0]], ['2, k, 2', [-0.403339, 0.331129, 1.0]], ['2, k, 3', [-0.399932, 0.505269, 1.0]], ['2, k, 4', [-0.561473, 0.299194, 1.0]], ['2, k, 5', [-0.77241, 0.269056, 1.0]], ['2, k, 6', [-0.929567, 0.330826, 1.0]], ['2, k, 7', [-0.958748, 0.372909, 1.0]], ['2, k, 8', [-0.232607, 0.256666, 1.0]], ['2, k, 9', [-0.287917, 0.372758, 1.0]], ['2, k, 10', [-0.429626, 0.463532, 1.0]], ['2, k, 11', [-0.480142, 0.49284, 1.0]], ['2, k, 12', [-0.435909, -0.244464, 1.0]], ['2, k, 13', [-0.488541, -0.67188, 1.0]], ['2, k, 14', [-0.542065, -1.02636, 1.0]], ['2, k, 15', [-0.55427, -1.08761, 1.0]], ['2, k, 16', [-0.300136, -0.253647, 1.0]], ['2, k, 17', [-0.262349, -0.69122, 1.0]], ['2, k, 18', [-0.277079, -1.04217, 1.0]], ['2, k, 19', [-0.257458, -1.09481, 1.0]], ['2, k, 20', [-0.400603, 0.25954, 1.0]], ['2, k, 21', [-0.973244, 0.395884, 1.0]], ['2, k, 22', [-0.880864, 0.420054, 1.0]], ['2, k, 23', [-0.518575, 0.51181, 1.0]], ['2, k, 24', [-0.553111, 0.483709, 1.0]]]
[['2, k, 0', [-0.375455, -0.251798, 1.0]], ['2, k, 1', [-0.390067, 0.0417423, 1.0]], ['2, k, 2', [-0.402245, 0.331123, 1.0]], ['2, k, 3', [-0.396695, 0.505798, 1.0]], ['2, k, 4', [-0.552963, 0.297737, 1.0]], ['2, k, 5', [-0.764443, 0.269121, 1.0]], ['2, k, 6', [-0.904339, 0.356222, 1.0]], ['2, k, 7', [-0.945191, 0.383835, 1.0]], ['2, k, 8', [-0.230581, 0.255172, 1.0]], ['2, k, 9', [-0.264571, 0.372858, 1.0]], ['2, k, 10', [-0.392435, 0.464545, 1.0]], ['2, k, 11', [-0.443892, 0.496744, 1.0]], ['2, k, 12', [-0.438509, -0.243353, 1.0]], ['2, k, 13', [-0.491243, -0.672088, 1.0]], ['2, k, 14', [-0.541982, -1.02638, 1.0]], ['2, k, 15', [-0.55431, -1.08761, 1.0]], ['2, k, 16', [-0.303558, -0.251941, 1.0]], ['2, k, 17', [-0.265019, -0.690349, 1.0]], ['2, k, 18', [-0.277102, -1.04216, 1.0]], ['2, k, 19', [-0.257598, -1.09487, 1.0]], ['2, k, 20', [-0.39995, 0.259713, 1.0]], ['2, k, 21', [-0.961577, 0.414248, 1.0]], ['2, k, 22', [-0.873936, 0.430461, 1.0]], ['2, k, 23', [-0.485589, 0.514415, 1.0]], ['2, k, 24', [-0.520316, 0.490318, 1.0]]]
[['2, k, 0', [-0.377945, -0.247379, 1.0]], ['2, k, 1', [-0.390076, 0.0448095, 1.0]], ['2, k, 2', [-0.400375, 0.332735, 1.0]], ['2, k, 3', [-0.396925, 0.507767, 1.0]], ['2, k, 4', [-0.552483, 0.295071, 1.0]], ['2, k, 5', [-0.760662, 0.285333, 1.0]], ['2, k, 6', [-0.900101, 0.375557, 1.0]], ['2, k, 7', [-0.932882, 0.404815, 1.0]], ['2, k, 8', [-0.224149, 0.261637, 1.0]], ['2, k, 9', [-0.245992, 0.37196, 1.0]], ['2, k, 10', [-0.355945, 0.466172, 1.0]], ['2, k, 11', [-0.403565, 0.500047, 1.0]], ['2, k, 12', [-0.441557, -0.239299, 1.0]], ['2, k, 13', [-0.495504, -0.670025, 1.0]], ['2, k, 14', [-0.542017, -1.02619, 1.0]], ['2, k, 15', [-0.55486, -1.08723, 1.0]], ['2, k, 16', [-0.30473, -0.247568, 1.0]], ['2, k, 17', [-0.26638, -0.688756, 1.0]], ['2, k, 18', [-0.277488, -1.0419, 1.0]], ['2, k, 19', [-0.257644, -1.09487, 1.0]], ['2, k, 20', [-0.398509, 0.261658, 1.0]], ['2, k, 21', [-0.939693, 0.430001, 1.0]], ['2, k, 22', [-0.855507, 0.440852, 1.0]], ['2, k, 23', [-0.438392, 0.523643, 1.0]], ['2, k, 24', [-0.481938, 0.49734, 1.0]]]
[['2, k, 0', [-0.381085, -0.243751, 1.0]], ['2, k, 1', [-0.390546, 0.0485846, 1.0]], ['2, k, 2', [-0.398211, 0.33619, 1.0]], ['2, k, 3', [-0.4182, 0.475139, 1.0]], ['2, k, 4', [-0.556035, 0.294613, 1.0]], ['2, k, 5', [-0.760496, 0.292362, 1.0]], ['2, k, 6', [-0.882801, 0.387726, 1.0]], ['2, k, 7', [-0.915174, 0.420181, 1.0]], ['2, k, 8', [-0.222521, 0.257973, 1.0]], ['2, k, 9', [-0.227551, 0.373429, 1.0]], ['2, k, 10', [-0.327344, 0.470553, 1.0]], ['2, k, 11', [-0.373427, 0.505219, 1.0]], ['2, k, 12', [-0.447417, -0.234383, 1.0]], ['2, k, 13', [-0.499251, -0.668057, 1.0]], ['2, k, 14', [-0.542015, -1.02603, 1.0]], ['2, k, 15', [-0.554637, -1.08641, 1.0]], ['2, k, 16', [-0.305482, -0.245354, 1.0]], ['2, k, 17', [-0.26813, -0.687941, 1.0]], ['2, k, 18', [-0.277639, -1.04238, 1.0]], ['2, k, 19', [-0.257764, -1.09526, 1.0]], ['2, k, 20', [-0.39698, 0.265212, 1.0]], ['2, k, 21', [-0.914373, 0.445132, 1.0]], ['2, k, 22', [-0.824263, 0.452987, 1.0]], ['2, k, 23', [-0.412537, 0.518092, 1.0]], ['2, k, 24', [-0.455355, 0.501462, 1.0]]]
[['2, k, 0', [-0.383275, -0.235887, 1.0]], ['2, k, 1', [-0.385127, 0.0720559, 1.0]], ['2, k, 2', [-0.376597, 0.381272, 1.0]], ['2, k, 3', [-0.41911, 0.493156, 1.0]], ['2, k, 4', [-0.557291, 0.296868, 1.0]], ['2, k, 5', [-0.756088, 0.301423, 1.0]], ['2, k, 6', [-0.865764, 0.401944, 1.0]], ['2, k, 7', [-0.893712, 0.433322, 1.0]], ['2, k, 8', [-0.231362, 0.2777, 1.0]], ['2, k, 9', [-0.192848, 0.358904, 1.0]], ['2, k, 10', [-0.305762, 0.473644, 1.0]], ['2, k, 11', [-0.337889, 0.506312, 1.0]], ['2, k, 12', [-0.451513, -0.227446, 1.0]], ['2, k, 13', [-0.502934, -0.667035, 1.0]], ['2, k, 14', [-0.542247, -1.02637, 1.0]], ['2, k, 15', [-0.553259, -1.08631, 1.0]], ['2, k, 16', [-0.304997, -0.236253, 1.0]], ['2, k, 17', [-0.269662, -0.687194, 1.0]], ['2, k, 18', [-0.27772, -1.04227, 1.0]], ['2, k, 19', [-0.257368, -1.09549, 1.0]], ['2, k, 20', [-0.379914, 0.304661, 1.0]], ['2, k, 21', [-0.887523, 0.459854, 1.0]], ['2, k, 22', [-0.804113, 0.460664, 1.0]], ['2, k, 23', [-0.368491, 0.522749, 1.0]], ['2, k, 24', [-0.426547, 0.503317, 1.0]]]
[['2, k, 0', [-0.385421, -0.228024, 1.0]], ['2, k, 1', [-0.381054, 0.0830242, 1.0]], ['2, k, 2', [-0.370542, 0.388193, 1.0]], ['2, k, 3', [-0.407112, 0.502898, 1.0]], ['2, k, 4', [-0.557117, 0.301204, 1.0]], ['2, k, 5', [-0.749055, 0.309057, 1.0]], ['2, k, 6', [-0.855051, 0.409649, 1.0]], ['2, k, 7', [-0.878814, 0.44375, 1.0]], ['2, k, 8', [-0.232991, 0.281122, 1.0]], ['2, k, 9', [-0.183983, 0.358776, 1.0]], ['2, k, 10', [-0.254143, 0.469387, 1.0]], ['2, k, 11', [-0.288562, 0.505671, 1.0]], ['2, k, 12', [-0.455063, -0.219329, 1.0]], ['2, k, 13', [-0.508714, -0.66412, 1.0]], ['2, k, 14', [-0.542997, -1.02623, 1.0]], ['2, k, 15', [-0.553409, -1.08637, 1.0]], ['2, k, 16', [-0.305352, -0.228856, 1.0]], ['2, k, 17', [-0.27088, -0.685797, 1.0]], ['2, k, 18', [-0.278283, -1.04115, 1.0]], ['2, k, 19', [-0.257422, -1.0952, 1.0]], ['2, k, 20', [-0.37377, 0.313024, 1.0]], ['2, k, 21', [-0.863173, 0.47314, 1.0]], ['2, k, 22', [-0.809937, 0.460161, 1.0]], ['2, k, 23', [-0.319011, 0.529752, 1.0]], ['2, k, 24', [-0.357552, 0.505832, 1.0]]]
[['2, k, 0', [-0.383013, -0.219786, 1.0]], ['2, k, 1', [-0.379258, 0.0868314, 1.0]], ['2, k, 2', [-0.37026, 0.388649, 1.0]], ['2, k, 3', [-0.397401, 0.511942, 1.0]], ['2, k, 4', [-0.552552, 0.307241, 1.0]], ['2, k, 5', [-0.745216, 0.31929, 1.0]], ['2, k, 6', [-0.851035, 0.406456, 1.0]], ['2, k, 7', [-0.856403, 0.455744, 1.0]], ['2, k, 8', [-0.230677, 0.279525, 1.0]], ['2, k, 9', [-0.166696, 0.356506, 1.0]], ['2, k, 10', [-0.230398, 0.468753, 1.0]], ['2, k, 11', [-0.255541, 0.506481, 1.0]], ['2, k, 12', [-0.454528, -0.209623, 1.0]], ['2, k, 13', [-0.510687, -0.663231, 1.0]], ['2, k, 14', [-0.543103, -1.02626, 1.0]], ['2, k, 15', [-0.553332, -1.08677, 1.0]], ['2, k, 16', [-0.301001, -0.221956, 1.0]], ['2, k, 17', [-0.27234, -0.685412, 1.0]], ['2, k, 18', [-0.278347, -1.04156, 1.0]], ['2, k, 19', [-0.257449, -1.09521, 1.0]], ['2, k, 20', [-0.373188, 0.31405, 1.0]], ['2, k, 21', [-0.837331, 0.483984, 1.0]], ['2, k, 22', [-0.79778, 0.454923, 1.0]], ['2, k, 23', [-0.278734, 0.529179, 1.0]], ['2, k, 24', [-0.330366, 0.507516, 1.0]]]
[['2, k, 0', [-0.382192, -0.217006, 1.0]], ['2, k, 1', [-0.378534, 0.0885364, 1.0]], ['2, k, 2', [-0.370177, 0.388827, 1.0]], ['2, k, 3', [-0.385808, 0.525553, 1.0]], ['2, k, 4', [-0.551118, 0.30742, 1.0]], ['2, k, 5', [-0.738496, 0.329585, 1.0]], ['2, k, 6', [-0.820967, 0.418509, 1.0]], ['2, k, 7', [-0.828636, 0.465656, 1.0]], ['2, k, 8', [-0.22691, 0.282396, 1.0]], ['2, k, 9', [-0.151214, 0.356848, 1.0]], ['2, k, 10', [-0.19557, 0.470168, 1.0]], ['2, k, 11', [-0.218311, 0.507195, 1.0]], ['2, k, 12', [-0.453909, -0.206983, 1.0]], ['2, k, 13', [-0.51188, -0.662399, 1.0]], ['2, k, 14', [-0.543623, -1.02523, 1.0]], ['2, k, 15', [-0.558394, -1.08397, 1.0]], ['2, k, 16', [-0.299574, -0.218976, 1.0]], ['2, k, 17', [-0.274246, -0.687418, 1.0]], ['2, k, 18', [-0.27836, -1.04194, 1.0]], ['2, k, 19', [-0.257572, -1.09549, 1.0]], ['2, k, 20', [-0.37297, 0.314516, 1.0]], ['2, k, 21', [-0.810987, 0.493747, 1.0]], ['2, k, 22', [-0.749848, 0.477972, 1.0]], ['2, k, 23', [-0.232912, 0.53225, 1.0]], ['2, k, 24', [-0.287086, 0.509044, 1.0]]]
[['2, k, 0', [-0.382596, -0.21671, 1.0]], ['2, k, 1', [-0.378661, 0.0885294, 1.0]], ['2, k, 2', [-0.370496, 0.388138, 1.0]], ['2, k, 3', [-0.383808, 0.527731, 1.0]], ['2, k, 4', [-0.550148, 0.308806, 1.0]], ['2, k, 5', [-0.727539, 0.335789, 1.0]], ['2, k, 6', [-0.793545, 0.438297, 1.0]], ['2, k, 7', [-0.805832, 0.470358, 1.0]], ['2, k, 8', [-0.225074, 0.283599, 1.0]], ['2, k, 9', [-0.132011, 0.356067, 1.0]], ['2, k, 10', [-0.165841, 0.470369, 1.0]], ['2, k, 11', [-0.183975, 0.506388, 1.0]], ['2, k, 12', [-0.454013, -0.206917, 1.0]], ['2, k, 13', [-0.513607, -0.66037, 1.0]], ['2, k, 14', [-0.544388, -1.02567, 1.0]], ['2, k, 15', [-0.558288, -1.08424, 1.0]], ['2, k, 16', [-0.3003, -0.218737, 1.0]], ['2, k, 17', [-0.275065, -0.685056, 1.0]], ['2, k, 18', [-0.278506, -1.0406, 1.0]], ['2, k, 19', [-0.257495, -1.0955, 1.0]], ['2, k, 20', [-0.373164, 0.314144, 1.0]], ['2, k, 21', [-0.78118, 0.49852, 1.0]], ['2, k, 22', [-0.721924, 0.480021, 1.0]], ['2, k, 23', [-0.207268, 0.531314, 1.0]], ['2, k, 24', [-0.254275, 0.506385, 1.0]]]
[['2, k, 0', [-0.383703, -0.217874, 1.0]], ['2, k, 1', [-0.378903, 0.0883642, 1.0]], ['2, k, 2', [-0.37056, 0.388108, 1.0]], ['2, k, 3', [-0.38203, 0.528888, 1.0]], ['2, k, 4', [-0.548839, 0.308812, 1.0]], ['2, k, 5', [-0.71438, 0.3399, 1.0]], ['2, k, 6', [-0.7794, 0.42784, 1.0]], ['2, k, 7', [-0.780112, 0.47672, 1.0]], ['2, k, 8', [-0.22433, 0.284359, 1.0]], ['2, k, 9', [-0.120253, 0.354438, 1.0]], ['2, k, 10', [-0.131872, 0.46874, 1.0]], ['2, k, 11', [-0.149936, 0.504926, 1.0]], ['2, k, 12', [-0.454963, -0.20794, 1.0]], ['2, k, 13', [-0.51572, -0.65622, 1.0]], ['2, k, 14', [-0.544767, -1.02576, 1.0]], ['2, k, 15', [-0.55821, -1.0841, 1.0]], ['2, k, 16', [-0.301567, -0.220685, 1.0]], ['2, k, 17', [-0.276376, -0.685856, 1.0]], ['2, k, 18', [-0.278609, -1.03978, 1.0]], ['2, k, 19', [-0.257628, -1.0954, 1.0]], ['2, k, 20', [-0.37324, 0.314117, 1.0]], ['2, k, 21', [-0.74731, 0.504035, 1.0]], ['2, k, 22', [-0.696918, 0.483224, 1.0]], ['2, k, 23', [-0.158772, 0.528618, 1.0]], ['2, k, 24', [-0.220328, 0.506333, 1.0]]]
[['2, k, 0', [-0.38519, -0.219271, 1.0]], ['2, k, 1', [-0.378914, 0.0884647, 1.0]], ['2, k, 2', [-0.369691, 0.389012, 1.0]], ['2, k, 3', [-0.379735, 0.529261, 1.0]], ['2, k, 4', [-0.546624, 0.309762, 1.0]], ['2, k, 5', [-0.703611, 0.339542, 1.0]], ['2, k, 6', [-0.753399, 0.428216, 1.0]], ['2, k, 7', [-0.755377, 0.479214, 1.0]], ['2, k, 8', [-0.223462, 0.286188, 1.0]], ['2, k, 9', [-0.105918, 0.355737, 1.0]], ['2, k, 10', [-0.107483, 0.468165, 1.0]], ['2, k, 11', [-0.116211, 0.504674, 1.0]], ['2, k, 12', [-0.456107, -0.209492, 1.0]], ['2, k, 13', [-0.516321, -0.656113, 1.0]], ['2, k, 14', [-0.545632, -1.02635, 1.0]], ['2, k, 15', [-0.557535, -1.08426, 1.0]], ['2, k, 16', [-0.303355, -0.221957, 1.0]], ['2, k, 17', [-0.278332, -0.68743, 1.0]], ['2, k, 18', [-0.27946, -1.03978, 1.0]], ['2, k, 19', [-0.258042, -1.09545, 1.0]], ['2, k, 20', [-0.372586, 0.314847, 1.0]], ['2, k, 21', [-0.723771, 0.513155, 1.0]], ['2, k, 22', [-0.679324, 0.484955, 1.0]], ['2, k, 23', [-0.119581, 0.527645, 1.0]], ['2, k, 24', [-0.18159, 0.507982, 1.0]]]
