[['2, k, 0', [-0.0651639, -0.548305, 1.0]], ['2, k, 1', [-0.0666263, -0.243217, 1.0]], ['2, k, 2', [-0.0677269, 0.0561273, 1.0]], ['2, k, 3', [-0.0504173, 0.199379, 1.0]], ['2, k, 4', [-0.251264, -0.0461087, 1.0]], ['2, k, 5', [-0.338014, -0.273972, 1.0]], ['2, k, 6', [-0.401271, -0.457621, 1.0]], ['2, k, 7', [-0.409374, -0.474699, 1.0]], ['2, k, 8', [0.114354, -0.0780621, 1.0]], ['2, k, 9', [0.207508, -0.288879, 1.0]], ['2, k, 10', [0.278367, -0.465556, 1.0]], ['2, k, 11', [0.274621, -0.471848, 1.0]], ['2, k, 12', [-0.147598, -0.533985, 1.0]], ['2, k, 13', [-0.168596, -0.810848, 1.0]], ['2, k, 14', [-0.191879, -1.12115, 1.0]], ['2, k, 15', [-0.20874, -1.20215, 1.0]], ['2, k, 16', [0.018949, -0.548619, 1.0]], ['2, k, 17', [0.0478616, -0.814423, 1.0]], ['2, k, 18', [0.0862519, -1.14196, 1.0]], ['2, k, 19', [0.118958, -1.21484, 1.0]], ['2, k, 20', [-0.067515, -0.0179453, 1.0]], ['2, k, 21', [-0.427747, -0.5146, 1.0]], ['2, k, 22', [-0.353704, -0.493555, 1.0]], ['2, k, 23', [0.30276, -0.501132, 1.0]], ['2, k, 24', [0.304184, -0.448791, 1.0]]]
[['2, k, 0', [-0.0682476, -0.458098, 1.0]], ['2, k, 1', [-0.064367, -0.178647, 1.0]], ['2, k, 2', [-0.0603089, 0.0961875, 1.0]], ['2, k, 3', [-0.0616113, 0.232088, 1.0]], ['2, k, 4', [-0.244672, 0.0698176, 1.0]], ['2, k, 5', [-0.363435, 0.260937, 1.0]], ['2, k, 6', [-0.397157, 0.454094, 1.0]], ['2, k, 7', [-0.412385, 0.482386, 1.0]], ['2, k, 8', [0.109889, 0.048882, 1.0]], ['2, k, 9', [0.229093, 0.235395, 1.0]], ['2, k, 10', [0.276943, 0.430708, 1.0]], ['2, k, 11', [0.279444, 0.471275, 1.0]], ['2, k, 12', [-0.151921, -0.452411, 1.0]], ['2, k, 13', [-0.163459, -0.769419, 1.0]], ['2, k, 14', [-0.191984, -1.12131, 1.0]], ['2, k, 15', [-0.208067, -1.20033, 1.0]], ['2, k, 16', [0.0174044, -0.451912, 1.0]], ['2, k, 17', [0.0415076, -0.764997, 1.0]], ['2, k, 18', [0.0861465, -1.12253, 1.0]], ['2, k, 19', [0.107572, -1.1969, 1.0]], ['2, k, 20', [-0.0613074, 0.0280978, 1.0]], ['2, k, 21', [-0.420926, 0.526733, 1.0]], ['2, k, 22', [-0.348327, 0.495976, 1.0]], ['2, k, 23', [0.28925, 0.514875, 1.0]], ['2, k, 24', [0.226579, 0.490813, 1.0]]]
[['2, k, 0', [-0.0681271, -0.4583, 1.0]], ['2, k, 1', [-0.0644239, -0.178719, 1.0]], ['2, k, 2', [-0.060793, 0.0960944, 1.0]], ['2, k, 3', [-0.0618817, 0.231935, 1.0]], ['2, k, 4', [-0.244449, 0.0690285, 1.0]], ['2, k, 5', [-0.36493, 0.261854, 1.0]], ['2, k, 6', [-0.400185, 0.454677, 1.0]], ['2, k, 7', [-0.414084, 0.478612, 1.0]], ['2, k, 8', [0.109879, 0.0488631, 1.0]], ['2, k, 9', [0.228862, 0.234815, 1.0]], ['2, k, 10', [0.276779, 0.430124, 1.0]], ['2, k, 11', [0.279207, 0.472481, 1.0]], ['2, k, 12', [-0.151773, -0.45264, 1.0]], ['2, k, 13', [-0.163595, -0.769662, 1.0]], ['2, k, 14', [-0.192067, -1.1214, 1.0]], ['2, k, 15', [-0.208025, -1.2004, 1.0]], ['2, k, 16', [0.01751, -0.452121, 1.0]], ['2, k, 17', [0.0414843, -0.765177, 1.0]], ['2, k, 18', [0.0859923, -1.12274, 1.0]], ['2, k, 19', [0.107009, -1.1963, 1.0]], ['2, k, 20', [-0.0616558, 0.0280178, 1.0]], ['2, k, 21', [-0.422241, 0.526466, 1.0]], ['2, k, 22', [-0.34998, 0.496197, 1.0]], ['2, k, 23', [0.285848, 0.514527, 1.0]], ['2, k, 24', [0.22584, 0.493071, 1.0]]]
[['2, k, 0', [-0.0684231, -0.458367, 1.0]], ['2, k, 1', [-0.0647429, -0.178777, 1.0]], ['2, k, 2', [-0.0610908, 0.0959014, 1.0]], ['2, k, 3', [-0.062073, 0.231462, 1.0]], ['2, k, 4', [-0.244981, 0.0705669, 1.0]], ['2, k, 5', [-0.36552, 0.261542, 1.0]], ['2, k, 6', [-0.401952, 0.45404, 1.0]], ['2, k, 7', [-0.414821, 0.476912, 1.0]], ['2, k, 8', [0.109877, 0.0488437, 1.0]], ['2, k, 9', [0.228784, 0.234517, 1.0]], ['2, k, 10', [0.276434, 0.429897, 1.0]], ['2, k, 11', [0.278691, 0.470856, 1.0]], ['2, k, 12', [-0.152009, -0.452703, 1.0]], ['2, k, 13', [-0.163656, -0.769839, 1.0]], ['2, k, 14', [-0.192445, -1.12235, 1.0]], ['2, k, 15', [-0.208134, -1.20032, 1.0]], ['2, k, 16', [0.017062, -0.452199, 1.0]], ['2, k, 17', [0.0415282, -0.765216, 1.0]], ['2, k, 18', [0.0853868, -1.12372, 1.0]], ['2, k, 19', [0.107093, -1.19577, 1.0]], ['2, k, 20', [-0.0619842, 0.0278835, 1.0]], ['2, k, 21', [-0.42044, 0.517765, 1.0]], ['2, k, 22', [-0.349543, 0.4959, 1.0]], ['2, k, 23', [0.281421, 0.516309, 1.0]], ['2, k, 24', [0.223777, 0.492308, 1.0]]]
[['2, k, 0', [-0.0685621, -0.458609, 1.0]], ['2, k, 1', [-0.0648409, -0.1789, 1.0]], ['2, k, 2', [-0.0611452, 0.095818, 1.0]], ['2, k, 3', [-0.0622483, 0.231407, 1.0]], ['2, k, 4', [-0.244881, 0.0693211, 1.0]], ['2, k, 5', [-0.366024, 0.257709, 1.0]], ['2, k, 6', [-0.403016, 0.450227, 1.0]], ['2, k, 7', [-0.417048, 0.474626, 1.0]], ['2, k, 8', [0.109818, 0.0486406, 1.0]], ['2, k, 9', [0.228375, 0.233727, 1.0]], ['2, k, 10', [0.275513, 0.429255, 1.0]], ['2, k, 11', [0.276661, 0.469699, 1.0]], ['2, k, 12', [-0.152157, -0.452959, 1.0]], ['2, k, 13', [-0.163714, -0.770101, 1.0]], ['2, k, 14', [-0.192214, -1.12274, 1.0]], ['2, k, 15', [-0.208201, -1.20037, 1.0]], ['2, k, 16', [0.0169093, -0.452445, 1.0]], ['2, k, 17', [0.0411094, -0.765449, 1.0]], ['2, k, 18', [0.0854112, -1.12384, 1.0]], ['2, k, 19', [0.10747, -1.19591, 1.0]], ['2, k, 20', [-0.0620525, 0.0277954, 1.0]], ['2, k, 21', [-0.423974, 0.515505, 1.0]], ['2, k, 22', [-0.356777, 0.492793, 1.0]], ['2, k, 23', [0.282127, 0.513854, 1.0]], ['2, k, 24', [0.21701, 0.489805, 1.0]]]
[['2, k, 0', [-0.068769, -0.458868, 1.0]], ['2, k, 1', [-0.0650833, -0.179076, 1.0]], ['2, k, 2', [-0.0614062, 0.0956574, 1.0]], ['2, k, 3', [-0.0622951, 0.231171, 1.0]], ['2, k, 4', [-0.244923, 0.0682939, 1.0]], ['2, k, 5', [-0.366513, 0.256617, 1.0]], ['2, k, 6', [-0.403248, 0.448571, 1.0]], ['2, k, 7', [-0.417011, 0.473099, 1.0]], ['2, k, 8', [0.109817, 0.0484121, 1.0]], ['2, k, 9', [0.232093, 0.239096, 1.0]], ['2, k, 10', [0.275546, 0.435449, 1.0]], ['2, k, 11', [0.276737, 0.467457, 1.0]], ['2, k, 12', [-0.152392, -0.453187, 1.0]], ['2, k, 13', [-0.163741, -0.770431, 1.0]], ['2, k, 14', [-0.192155, -1.12298, 1.0]], ['2, k, 15', [-0.208198, -1.20032, 1.0]], ['2, k, 16', [0.0166499, -0.452805, 1.0]], ['2, k, 17', [0.0412197, -0.765717, 1.0]], ['2, k, 18', [0.0855962, -1.12446, 1.0]], ['2, k, 19', [0.108974, -1.1968, 1.0]], ['2, k, 20', [-0.0623184, 0.0276374, 1.0]], ['2, k, 21', [-0.427292, 0.515556, 1.0]], ['2, k, 22', [-0.354205, 0.487886, 1.0]], ['2, k, 23', [0.285097, 0.511674, 1.0]], ['2, k, 24', [0.217723, 0.486681, 1.0]]]
[['2, k, 0', [-0.0683446, -0.459504, 1.0]], ['2, k, 1', [-0.0650168, -0.179401, 1.0]], ['2, k, 2', [-0.0615088, 0.0954295, 1.0]], ['2, k, 3', [-0.0622963, 0.230965, 1.0]], ['2, k, 4', [-0.244729, 0.0673432, 1.0]], ['2, k, 5', [-0.367975, 0.256787, 1.0]], ['2, k, 6', [-0.404042, 0.447348, 1.0]], ['2, k, 7', [-0.418751, 0.467605, 1.0]], ['2, k, 8', [0.109764, 0.048199, 1.0]], ['2, k, 9', [0.23018, 0.235648, 1.0]], ['2, k, 10', [0.275215, 0.431494, 1.0]], ['2, k, 11', [0.275425, 0.466807, 1.0]], ['2, k, 12', [-0.151724, -0.454127, 1.0]], ['2, k, 13', [-0.163764, -0.771522, 1.0]], ['2, k, 14', [-0.192152, -1.12279, 1.0]], ['2, k, 15', [-0.208148, -1.20031, 1.0]], ['2, k, 16', [0.0168942, -0.453184, 1.0]], ['2, k, 17', [0.0411881, -0.76613, 1.0]], ['2, k, 18', [0.0852635, -1.12497, 1.0]], ['2, k, 19', [0.108881, -1.19683, 1.0]], ['2, k, 20', [-0.0623869, 0.0274052, 1.0]], ['2, k, 21', [-0.427359, 0.513663, 1.0]], ['2, k, 22', [-0.353937, 0.483184, 1.0]], ['2, k, 23', [0.281039, 0.510578, 1.0]], ['2, k, 24', [0.216863, 0.484772, 1.0]]]
[['2, k, 0', [-0.0684966, -0.459583, 1.0]], ['2, k, 1', [-0.0652617, -0.179515, 1.0]], ['2, k, 2', [-0.0618675, 0.0952174, 1.0]], ['2, k, 3', [-0.0625782, 0.23069, 1.0]], ['2, k, 4', [-0.245033, 0.0676393, 1.0]], ['2, k, 5', [-0.368396, 0.254757, 1.0]], ['2, k, 6', [-0.403741, 0.443688, 1.0]], ['2, k, 7', [-0.418408, 0.463355, 1.0]], ['2, k, 8', [0.109707, 0.0479926, 1.0]], ['2, k, 9', [0.229044, 0.233875, 1.0]], ['2, k, 10', [0.275638, 0.428711, 1.0]], ['2, k, 11', [0.273774, 0.464435, 1.0]], ['2, k, 12', [-0.151822, -0.454168, 1.0]], ['2, k, 13', [-0.163705, -0.771545, 1.0]], ['2, k, 14', [-0.192196, -1.12359, 1.0]], ['2, k, 15', [-0.208158, -1.2004, 1.0]], ['2, k, 16', [0.0166351, -0.453308, 1.0]], ['2, k, 17', [0.04091, -0.766183, 1.0]], ['2, k, 18', [0.085217, -1.12521, 1.0]], ['2, k, 19', [0.108569, -1.19747, 1.0]], ['2, k, 20', [-0.062725, 0.0272267, 1.0]], ['2, k, 21', [-0.429793, 0.50976, 1.0]], ['2, k, 22', [-0.351809, 0.47983, 1.0]], ['2, k, 23', [0.278988, 0.507291, 1.0]], ['2, k, 24', [0.215799, 0.480858, 1.0]]]
[['2, k, 0', [-0.0685182, -0.460039, 1.0]], ['2, k, 1', [-0.0654102, -0.179726, 1.0]], ['2, k, 2', [-0.0620966, 0.0951565, 1.0]], ['2, k, 3', [-0.0626473, 0.230585, 1.0]], ['2, k, 4', [-0.245262, 0.0674068, 1.0]], ['2, k, 5', [-0.367692, 0.2464, 1.0]], ['2, k, 6', [-0.415804, 0.429662, 1.0]], ['2, k, 7', [-0.424434, 0.475687, 1.0]], ['2, k, 8', [0.109642, 0.047763, 1.0]], ['2, k, 9', [0.228546, 0.233107, 1.0]], ['2, k, 10', [0.275234, 0.427404, 1.0]], ['2, k, 11', [0.273465, 0.461397, 1.0]], ['2, k, 12', [-0.151564, -0.454963, 1.0]], ['2, k, 13', [-0.163883, -0.772537, 1.0]], ['2, k, 14', [-0.192315, -1.12343, 1.0]], ['2, k, 15', [-0.208186, -1.20047, 1.0]], ['2, k, 16', [0.0164553, -0.453515, 1.0]], ['2, k, 17', [0.0410786, -0.766382, 1.0]], ['2, k, 18', [0.0852441, -1.12525, 1.0]], ['2, k, 19', [0.108355, -1.19675, 1.0]], ['2, k, 20', [-0.0629426, 0.0271379, 1.0]], ['2, k, 21', [-0.4384, 0.503029, 1.0]], ['2, k, 22', [-0.363723, 0.477, 1.0]], ['2, k, 23', [0.281783, 0.504246, 1.0]], ['2, k, 24', [0.214241, 0.478235, 1.0]]]
[['2, k, 0', [-0.0689828, -0.460579, 1.0]], ['2, k, 1', [-0.0655113, -0.179992, 1.0]], ['2, k, 2', [-0.0619655, 0.0950303, 1.0]], ['2, k, 3', [-0.0626944, 0.23035, 1.0]], ['2, k, 4', [-0.245065, 0.06565, 1.0]], ['2, k, 5', [-0.367743, 0.243437, 1.0]], ['2, k, 6', [-0.414373, 0.42636, 1.0]], ['2, k, 7', [-0.423737, 0.452169, 1.0]], ['2, k, 8', [0.109653, 0.0474262, 1.0]], ['2, k, 9', [0.227464, 0.230939, 1.0]], ['2, k, 10', [0.274722, 0.423887, 1.0]], ['2, k, 11', [0.273344, 0.457863, 1.0]], ['2, k, 12', [-0.152119, -0.455629, 1.0]], ['2, k, 13', [-0.164021, -0.77331, 1.0]], ['2, k, 14', [-0.192451, -1.12315, 1.0]], ['2, k, 15', [-0.208292, -1.20063, 1.0]], ['2, k, 16', [0.0160734, -0.453889, 1.0]], ['2, k, 17', [0.0408915, -0.766683, 1.0]], ['2, k, 18', [0.0853105, -1.12524, 1.0]], ['2, k, 19', [0.108375, -1.19693, 1.0]], ['2, k, 20', [-0.0628655, 0.0269879, 1.0]], ['2, k, 21', [-0.431778, 0.494075, 1.0]], ['2, k, 22', [-0.361425, 0.467011, 1.0]], ['2, k, 23', [0.28492, 0.498338, 1.0]], ['2, k, 24', [0.212072, 0.473394, 1.0]]]
[['2, k, 0', [-0.068904, -0.461796, 1.0]], ['2, k, 1', [-0.0657187, -0.180621, 1.0]], ['2, k, 2', [-0.0623569, 0.0948328, 1.0]], ['2, k, 3', [-0.0626288, 0.229862, 1.0]], ['2, k, 4', [-0.245537, 0.0655236, 1.0]], ['2, k, 5', [-0.367241, 0.236457, 1.0]], ['2, k, 6', [-0.409228, 0.419779, 1.0]], ['2, k, 7', [-0.420778, 0.444765, 1.0]], ['2, k, 8', [0.109646, 0.0470553, 1.0]], ['2, k, 9', [0.22613, 0.22767, 1.0]], ['2, k, 10', [0.27432, 0.41812, 1.0]], ['2, k, 11', [0.27467, 0.450655, 1.0]], ['2, k, 12', [-0.151843, -0.456955, 1.0]], ['2, k, 13', [-0.164271, -0.774974, 1.0]], ['2, k, 14', [-0.192473, -1.12314, 1.0]], ['2, k, 15', [-0.20828, -1.20062, 1.0]], ['2, k, 16', [0.0159405, -0.454904, 1.0]], ['2, k, 17', [0.0409139, -0.767923, 1.0]], ['2, k, 18', [0.0852116, -1.12502, 1.0]], ['2, k, 19', [0.108176, -1.19696, 1.0]], ['2, k, 20', [-0.0632232, 0.0266992, 1.0]], ['2, k, 21', [-0.427526, 0.486172, 1.0]], ['2, k, 22', [-0.351768, 0.458347, 1.0]], ['2, k, 23', [0.290142, 0.492957, 1.0]], ['2, k, 24', [0.211584, 0.465977, 1.0]]]
[['2, k, 0', [-0.0691621, -0.462936, 1.0]], ['2, k, 1', [-0.065797, -0.181093, 1.0]], ['2, k, 2', [-0.0622847, 0.0948446, 1.0]], ['2, k, 3', [-0.062675, 0.22966, 1.0]], ['2, k, 4', [-0.245255, 0.0648655, 1.0]], ['2, k, 5', [-0.3671, 0.231774, 1.0]], ['2, k, 6', [-0.416041, 0.409122, 1.0]], ['2, k, 7', [-0.423243, 0.438008, 1.0]], ['2, k, 8', [0.109461, 0.0464061, 1.0]], ['2, k, 9', [0.225273, 0.224482, 1.0]], ['2, k, 10', [0.273013, 0.412473, 1.0]], ['2, k, 11', [0.275876, 0.444414, 1.0]], ['2, k, 12', [-0.152085, -0.457657, 1.0]], ['2, k, 13', [-0.164841, -0.775403, 1.0]], ['2, k, 14', [-0.192464, -1.12306, 1.0]], ['2, k, 15', [-0.20834, -1.20088, 1.0]], ['2, k, 16', [0.0156757, -0.456572, 1.0]], ['2, k, 17', [0.0410139, -0.769764, 1.0]], ['2, k, 18', [0.0851626, -1.12483, 1.0]], ['2, k, 19', [0.108252, -1.19697, 1.0]], ['2, k, 20', [-0.0631932, 0.0265914, 1.0]], ['2, k, 21', [-0.424165, 0.476825, 1.0]], ['2, k, 22', [-0.356139, 0.447207, 1.0]], ['2, k, 23', [0.288017, 0.481984, 1.0]], ['2, k, 24', [0.221331, 0.458262, 1.0]]]
[['2, k, 0', [-0.0695323, -0.464544, 1.0]], ['2, k, 1', [-0.0663749, -0.182306, 1.0]], ['2, k, 2', [-0.0629977, 0.0940434, 1.0]], ['2, k, 3', [-0.0623561, 0.228605, 1.0]], ['2, k, 4', [-0.244788, 0.063343, 1.0]], ['2, k, 5', [-0.367644, 0.225151, 1.0]], ['2, k, 6', [-0.415565, 0.400022, 1.0]], ['2, k, 7', [-0.421836, 0.425758, 1.0]], ['2, k, 8', [0.108812, 0.0455604, 1.0]], ['2, k, 9', [0.225148, 0.219669, 1.0]], ['2, k, 10', [0.274108, 0.406154, 1.0]], ['2, k, 11', [0.274123, 0.44881, 1.0]], ['2, k, 12', [-0.152444, -0.458984, 1.0]], ['2, k, 13', [-0.165393, -0.776688, 1.0]], ['2, k, 14', [-0.192649, -1.12346, 1.0]], ['2, k, 15', [-0.208402, -1.20103, 1.0]], ['2, k, 16', [0.0152988, -0.458292, 1.0]], ['2, k, 17', [0.0409838, -0.771453, 1.0]], ['2, k, 18', [0.0852279, -1.12536, 1.0]], ['2, k, 19', [0.1083, -1.19714, 1.0]], ['2, k, 20', [-0.0638814, 0.0256949, 1.0]], ['2, k, 21', [-0.420591, 0.462196, 1.0]], ['2, k, 22', [-0.359859, 0.436878, 1.0]], ['2, k, 23', [0.28967, 0.473482, 1.0]], ['2, k, 24', [0.225023, 0.452967, 1.0]]]
[['2, k, 0', [-0.0708733, -0.466465, 1.0]], ['2, k, 1', [-0.067391, -0.183447, 1.0]], ['2, k, 2', [-0.0636873, 0.0935291, 1.0]], ['2, k, 3', [-0.062311, 0.227835, 1.0]], ['2, k, 4', [-0.245432, 0.0600066, 1.0]], ['2, k, 5', [-0.368811, 0.218136, 1.0]], ['2, k, 6', [-0.419518, 0.38601, 1.0]], ['2, k, 7', [-0.424078, 0.409556, 1.0]], ['2, k, 8', [0.108934, 0.0446312, 1.0]], ['2, k, 9', [0.225655, 0.216159, 1.0]], ['2, k, 10', [0.253135, 0.395901, 1.0]], ['2, k, 11', [0.269946, 0.421618, 1.0]], ['2, k, 12', [-0.153663, -0.461048, 1.0]], ['2, k, 13', [-0.165644, -0.779407, 1.0]], ['2, k, 14', [-0.192622, -1.12352, 1.0]], ['2, k, 15', [-0.208421, -1.20103, 1.0]], ['2, k, 16', [0.0138801, -0.459951, 1.0]], ['2, k, 17', [0.0410611, -0.773458, 1.0]], ['2, k, 18', [0.0854003, -1.12435, 1.0]], ['2, k, 19', [0.108021, -1.19661, 1.0]], ['2, k, 20', [-0.0646528, 0.0250471, 1.0]], ['2, k, 21', [-0.431764, 0.447237, 1.0]], ['2, k, 22', [-0.352719, 0.424024, 1.0]], ['2, k, 23', [0.286683, 0.455217, 1.0]], ['2, k, 24', [0.208754, 0.437872, 1.0]]]
[['2, k, 0', [-0.0707813, -0.469034, 1.0]], ['2, k, 1', [-0.0673758, -0.184294, 1.0]], ['2, k, 2', [-0.0637108, 0.0936608, 1.0]], ['2, k, 3', [-0.0621623, 0.22774, 1.0]], ['2, k, 4', [-0.245076, 0.0565154, 1.0]], ['2, k, 5', [-0.370398, 0.207565, 1.0]], ['2, k, 6', [-0.424177, 0.370192, 1.0]], ['2, k, 7', [-0.426822, 0.39068, 1.0]], ['2, k, 8', [0.108621, 0.0406578, 1.0]], ['2, k, 9', [0.227908, 0.210562, 1.0]], ['2, k, 10', [0.271856, 0.381987, 1.0]], ['2, k, 11', [0.272246, 0.404546, 1.0]], ['2, k, 12', [-0.153441, -0.463478, 1.0]], ['2, k, 13', [-0.165762, -0.781991, 1.0]], ['2, k, 14', [-0.192415, -1.12365, 1.0]], ['2, k, 15', [-0.208373, -1.2009, 1.0]], ['2, k, 16', [0.0137952, -0.462537, 1.0]], ['2, k, 17', [0.0415353, -0.776321, 1.0]], ['2, k, 18', [0.0854964, -1.12361, 1.0]], ['2, k, 19', [0.107959, -1.19656, 1.0]], ['2, k, 20', [-0.0646693, 0.0249831, 1.0]], ['2, k, 21', [-0.429079, 0.427964, 1.0]], ['2, k, 22', [-0.362133, 0.401731, 1.0]], ['2, k, 23', [0.286193, 0.438762, 1.0]], ['2, k, 24', [0.210651, 0.414497, 1.0]]]
[['2, k, 0', [-0.0701757, -0.471987, 1.0]], ['2, k, 1', [-0.067252, -0.185612, 1.0]], ['2, k, 2', [-0.0638682, 0.0935516, 1.0]], ['2, k, 3', [-0.0618056, 0.227166, 1.0]], ['2, k, 4', [-0.244551, 0.052376, 1.0]], ['2, k, 5', [-0.373286, 0.199178, 1.0]], ['2, k, 6', [-0.42744, 0.358236, 1.0]], ['2, k, 7', [-0.428326, 0.370306, 1.0]], ['2, k, 8', [0.109104, 0.0395523, 1.0]], ['2, k, 9', [0.228935, 0.200563, 1.0]], ['2, k, 10', [0.275156, 0.37041, 1.0]], ['2, k, 11', [0.274463, 0.382355, 1.0]], ['2, k, 12', [-0.152917, -0.465695, 1.0]], ['2, k, 13', [-0.165774, -0.784314, 1.0]], ['2, k, 14', [-0.192464, -1.12389, 1.0]], ['2, k, 15', [-0.208393, -1.20094, 1.0]], ['2, k, 16', [0.0144326, -0.466225, 1.0]], ['2, k, 17', [0.041479, -0.780599, 1.0]], ['2, k, 18', [0.0854988, -1.12428, 1.0]], ['2, k, 19', [0.108043, -1.19733, 1.0]], ['2, k, 20', [-0.0647739, 0.024629, 1.0]], ['2, k, 21', [-0.429531, 0.40774, 1.0]], ['2, k, 22', [-0.351485, 0.380641, 1.0]], ['2, k, 23', [0.284744, 0.413497, 1.0]], ['2, k, 24', [0.215985, 0.392588, 1.0]]]
[['2, k, 0', [-0.0697619, -0.474925, 1.0]], ['2, k, 1', [-0.0679348, -0.187743, 1.0]], ['2, k, 2', [-0.0659372, 0.0924637, 1.0]], ['2, k, 3', [-0.0614812, 0.224916, 1.0]], ['2, k, 4', [-0.244296, 0.0486382, 1.0]], ['2, k, 5', [-0.376396, 0.18517, 1.0]], ['2, k, 6', [-0.427951, 0.334323, 1.0]], ['2, k, 7', [-0.430026, 0.342416, 1.0]], ['2, k, 8', [0.109578, 0.0366347, 1.0]], ['2, k, 9', [0.232983, 0.186614, 1.0]], ['2, k, 10', [0.277164, 0.347023, 1.0]], ['2, k, 11', [0.272809, 0.35873, 1.0]], ['2, k, 12', [-0.152273, -0.468116, 1.0]], ['2, k, 13', [-0.165487, -0.786308, 1.0]], ['2, k, 14', [-0.192461, -1.12387, 1.0]], ['2, k, 15', [-0.208576, -1.20107, 1.0]], ['2, k, 16', [0.0145122, -0.469758, 1.0]], ['2, k, 17', [0.041811, -0.784606, 1.0]], ['2, k, 18', [0.0857574, -1.12498, 1.0]], ['2, k, 19', [0.108021, -1.19749, 1.0]], ['2, k, 20', [-0.06645, 0.0232339, 1.0]], ['2, k, 21', [-0.42324, 0.376283, 1.0]], ['2, k, 22', [-0.380945, 0.358202, 1.0]], ['2, k, 23', [0.285575, 0.385535, 1.0]], ['2, k, 24', [0.221701, 0.370724, 1.0]]]
[['2, k, 0', [-0.0686213, -0.47741, 1.0]], ['2, k, 1', [-0.067041, -0.189398, 1.0]], ['2, k, 2', [-0.0652264, 0.0918045, 1.0]], ['2, k, 3', [-0.0613156, 0.223584, 1.0]], ['2, k, 4', [-0.243749, 0.0463959, 1.0]], ['2, k, 5', [-0.37444, 0.155443, 1.0]], ['2, k, 6', [-0.426165, 0.304921, 1.0]], ['2, k, 7', [-0.430841, 0.314096, 1.0]], ['2, k, 8', [0.110125, 0.0348757, 1.0]], ['2, k, 9', [0.235137, 0.153049, 1.0]], ['2, k, 10', [0.273594, 0.316279, 1.0]], ['2, k, 11', [0.273561, 0.328945, 1.0]], ['2, k, 12', [-0.150868, -0.470855, 1.0]], ['2, k, 13', [-0.165738, -0.788597, 1.0]], ['2, k, 14', [-0.192471, -1.12388, 1.0]], ['2, k, 15', [-0.208556, -1.20108, 1.0]], ['2, k, 16', [0.0153704, -0.471833, 1.0]], ['2, k, 17', [0.0424944, -0.786606, 1.0]], ['2, k, 18', [0.0860054, -1.12534, 1.0]], ['2, k, 19', [0.108145, -1.19804, 1.0]], ['2, k, 20', [-0.0657052, 0.0223183, 1.0]], ['2, k, 21', [-0.42557, 0.346097, 1.0]], ['2, k, 22', [-0.37823, 0.325947, 1.0]], ['2, k, 23', [0.284851, 0.358858, 1.0]], ['2, k, 24', [0.224027, 0.337679, 1.0]]]
[['2, k, 0', [-0.0683696, -0.482214, 1.0]], ['2, k, 1', [-0.0670361, -0.191521, 1.0]], ['2, k, 2', [-0.0653675, 0.0915165, 1.0]], ['2, k, 3', [-0.0612643, 0.222603, 1.0]], ['2, k, 4', [-0.244251, 0.0322873, 1.0]], ['2, k, 5', [-0.373475, 0.13554, 1.0]], ['2, k, 6', [-0.429946, 0.264059, 1.0]], ['2, k, 7', [-0.439057, 0.280903, 1.0]], ['2, k, 8', [0.113116, 0.0284719, 1.0]], ['2, k, 9', [0.236866, 0.139983, 1.0]], ['2, k, 10', [0.273694, 0.283423, 1.0]], ['2, k, 11', [0.272028, 0.298853, 1.0]], ['2, k, 12', [-0.150367, -0.475898, 1.0]], ['2, k, 13', [-0.166105, -0.791444, 1.0]], ['2, k, 14', [-0.19253, -1.12156, 1.0]], ['2, k, 15', [-0.208506, -1.20045, 1.0]], ['2, k, 16', [0.0153794, -0.476206, 1.0]], ['2, k, 17', [0.0431819, -0.791095, 1.0]], ['2, k, 18', [0.0858643, -1.12514, 1.0]], ['2, k, 19', [0.108367, -1.19721, 1.0]], ['2, k, 20', [-0.0658183, 0.021635, 1.0]], ['2, k, 21', [-0.448134, 0.312628, 1.0]], ['2, k, 22', [-0.400468, 0.294869, 1.0]], ['2, k, 23', [0.289614, 0.324749, 1.0]], ['2, k, 24', [0.217624, 0.308838, 1.0]]]
