[['2, k, 0', [0.00168018, -0.41605, 1.0]], ['2, k, 1', [-0.00683684, -0.115051, 1.0]], ['2, k, 2', [-0.0151593, 0.180513, 1.0]], ['2, k, 3', [0.00979424, 0.331502, 1.0]], ['2, k, 4', [-0.167775, 0.0946215, 1.0]], ['2, k, 5', [-0.250431, -0.158849, 1.0]], ['2, k, 6', [-0.333758, -0.392787, 1.0]], ['2, k, 7', [-0.35152, -0.443047, 1.0]], ['2, k, 8', [0.15722, 0.0822704, 1.0]], ['2, k, 9', [0.247591, -0.161193, 1.0]], ['2, k, 10', [0.333771, -0.384439, 1.0]], ['2, k, 11', [0.34179, -0.444839, 1.0]], ['2, k, 12', [-0.0722478, -0.408711, 1.0]], ['2, k, 13', [-0.111811, -0.856371, 1.0]], ['2, k, 14', [-0.124337, -1.22106, 1.0]], ['2, k, 15', [-0.0668204, -1.27016, 1.0]], ['2, k, 16', [0.0755637, -0.414283, 1.0]], ['2, k, 17', [0.107907, -0.85138, 1.0]], ['2, k, 18', [0.144618, -1.20231, 1.0]], ['2, k, 19', [0.159123, -1.25886, 1.0]], ['2, k, 20', [-0.013107, 0.107359, 1.0]], ['2, k, 21', [-0.380978, -0.481755, 1.0]], ['2, k, 22', [-0.281852, -0.461552, 1.0]], ['2, k, 23', [0.384911, -0.487725, 1.0]], ['2, k, 24', [0.374831, -0.410559, 1.0]]]
[['2, k, 0', [0.00140214, -0.406965, 1.0]], ['2, k, 1', [-0.00134549, -0.104701, 1.0]], ['2, k, 2', [-0.00258203, 0.188596, 1.0]], ['2, k, 3', [0.00374889, 0.290314, 1.0]], ['2, k, 4', [-0.13356, 0.159616, 1.0]], ['2, k, 5', [-0.237283, 0.12635, 1.0]], ['2, k, 6', [-0.300076, 0.0837601, 1.0]], ['2, k, 7', [-0.371592, 0.104965, 1.0]], ['2, k, 8', [0.134952, 0.159635, 1.0]], ['2, k, 9', [0.242579, 0.0320007, 1.0]], ['2, k, 10', [0.307137, 0.0660206, 1.0]], ['2, k, 11', [0.363353, 0.0945783, 1.0]], ['2, k, 12', [-0.0717353, -0.404451, 1.0]], ['2, k, 13', [-0.0923775, -0.816257, 1.0]], ['2, k, 14', [-0.139157, -1.11223, 1.0]], ['2, k, 15', [-0.0823894, -1.18895, 1.0]], ['2, k, 16', [0.0762356, -0.408172, 1.0]], ['2, k, 17', [0.0935394, -0.766627, 1.0]], ['2, k, 18', [0.131376, -1.1054, 1.0]], ['2, k, 19', [0.0974806, -1.18987, 1.0]], ['2, k, 20', [-0.00242477, 0.116102, 1.0]], ['2, k, 21', [-0.458034, 0.103343, 1.0]], ['2, k, 22', [-0.341634, 0.0859289, 1.0]], ['2, k, 23', [0.405717, 0.0792295, 1.0]], ['2, k, 24', [0.340363, 0.0775975, 1.0]]]
[['2, k, 0', [0.00207584, -0.408486, 1.0]], ['2, k, 1', [-0.000504106, -0.104935, 1.0]], ['2, k, 2', [-0.00130801, 0.191583, 1.0]], ['2, k, 3', [-0.00463352, 0.317095, 1.0]], ['2, k, 4', [-0.128396, 0.0931647, 1.0]], ['2, k, 5', [-0.244379, 0.109972, 1.0]], ['2, k, 6', [-0.314823, 0.126889, 1.0]], ['2, k, 7', [-0.351322, 0.158558, 1.0]], ['2, k, 8', [0.137455, 0.0911815, 1.0]], ['2, k, 9', [0.254095, 0.0870144, 1.0]], ['2, k, 10', [0.321479, 0.094269, 1.0]], ['2, k, 11', [0.367132, 0.151293, 1.0]], ['2, k, 12', [-0.0711655, -0.405588, 1.0]], ['2, k, 13', [-0.0973955, -0.776417, 1.0]], ['2, k, 14', [-0.139122, -1.10778, 1.0]], ['2, k, 15', [-0.139008, -1.14758, 1.0]], ['2, k, 16', [0.0766183, -0.408486, 1.0]], ['2, k, 17', [0.0968497, -0.764625, 1.0]], ['2, k, 18', [0.131591, -1.10558, 1.0]], ['2, k, 19', [0.0945718, -1.19049, 1.0]], ['2, k, 20', [-0.00122621, 0.117944, 1.0]], ['2, k, 21', [-0.39128, 0.146807, 1.0]], ['2, k, 22', [-0.26149, 0.158859, 1.0]], ['2, k, 23', [0.419061, 0.131917, 1.0]], ['2, k, 24', [0.359609, 0.128939, 1.0]]]
[['2, k, 0', [0.00343941, -0.403447, 1.0]], ['2, k, 1', [2.51752e-06, -0.104883, 1.0]], ['2, k, 2', [-0.000442449, 0.188384, 1.0]], ['2, k, 3', [0.000530381, 0.32712, 1.0]], ['2, k, 4', [-0.129481, 0.0976163, 1.0]], ['2, k, 5', [-0.249396, 0.145778, 1.0]], ['2, k, 6', [-0.334902, 0.178539, 1.0]], ['2, k, 7', [-0.360113, 0.213406, 1.0]], ['2, k, 8', [0.135312, 0.101998, 1.0]], ['2, k, 9', [0.249854, 0.0961618, 1.0]], ['2, k, 10', [0.326321, 0.141331, 1.0]], ['2, k, 11', [0.347688, 0.20585, 1.0]], ['2, k, 12', [-0.0690563, -0.399756, 1.0]], ['2, k, 13', [-0.0983879, -0.772686, 1.0]], ['2, k, 14', [-0.139464, -1.10638, 1.0]], ['2, k, 15', [-0.138283, -1.14608, 1.0]], ['2, k, 16', [0.0770032, -0.399312, 1.0]], ['2, k, 17', [0.0975042, -0.762211, 1.0]], ['2, k, 18', [0.130261, -1.10029, 1.0]], ['2, k, 19', [0.0946547, -1.18976, 1.0]], ['2, k, 20', [-0.000488548, 0.116193, 1.0]], ['2, k, 21', [-0.410362, 0.204294, 1.0]], ['2, k, 22', [-0.279789, 0.214753, 1.0]], ['2, k, 23', [0.388131, 0.183706, 1.0]], ['2, k, 24', [0.264486, 0.199685, 1.0]]]
[['2, k, 0', [0.00336867, -0.403721, 1.0]], ['2, k, 1', [-5.17297e-05, -0.106402, 1.0]], ['2, k, 2', [-0.00125655, 0.184839, 1.0]], ['2, k, 3', [-0.00205222, 0.306723, 1.0]], ['2, k, 4', [-0.129312, 0.0979593, 1.0]], ['2, k, 5', [-0.251548, 0.149719, 1.0]], ['2, k, 6', [-0.341829, 0.226597, 1.0]], ['2, k, 7', [-0.361398, 0.262782, 1.0]], ['2, k, 8', [0.134813, 0.10163, 1.0]], ['2, k, 9', [0.242124, 0.146879, 1.0]], ['2, k, 10', [0.309376, 0.195558, 1.0]], ['2, k, 11', [0.354989, 0.257225, 1.0]], ['2, k, 12', [-0.0692485, -0.40006, 1.0]], ['2, k, 13', [-0.0978315, -0.771396, 1.0]], ['2, k, 14', [-0.137745, -1.09287, 1.0]], ['2, k, 15', [-0.11259, -1.18284, 1.0]], ['2, k, 16', [0.0767645, -0.399841, 1.0]], ['2, k, 17', [0.0982236, -0.761076, 1.0]], ['2, k, 18', [0.130199, -1.10048, 1.0]], ['2, k, 19', [0.0928979, -1.18968, 1.0]], ['2, k, 20', [-0.00104402, 0.113039, 1.0]], ['2, k, 21', [-0.41962, 0.261577, 1.0]], ['2, k, 22', [-0.283615, 0.262593, 1.0]], ['2, k, 23', [0.386016, 0.263305, 1.0]], ['2, k, 24', [0.275786, 0.255574, 1.0]]]
[['2, k, 0', [0.00468618, -0.400692, 1.0]], ['2, k, 1', [0.00263727, -0.104533, 1.0]], ['2, k, 2', [0.00279947, 0.186088, 1.0]], ['2, k, 3', [-0.00117832, 0.309699, 1.0]], ['2, k, 4', [-0.129409, 0.102419, 1.0]], ['2, k, 5', [-0.257992, 0.166087, 1.0]], ['2, k, 6', [-0.342555, 0.257304, 1.0]], ['2, k, 7', [-0.362655, 0.310854, 1.0]], ['2, k, 8', [0.133769, 0.107404, 1.0]], ['2, k, 9', [0.255641, 0.187223, 1.0]], ['2, k, 10', [0.317287, 0.246315, 1.0]], ['2, k, 11', [0.349709, 0.311078, 1.0]], ['2, k, 12', [-0.0678632, -0.397086, 1.0]], ['2, k, 13', [-0.0976076, -0.768944, 1.0]], ['2, k, 14', [-0.138038, -1.09438, 1.0]], ['2, k, 15', [-0.136978, -1.13413, 1.0]], ['2, k, 16', [0.0777253, -0.396534, 1.0]], ['2, k, 17', [0.0972194, -0.75617, 1.0]], ['2, k, 18', [0.130539, -1.10009, 1.0]], ['2, k, 19', [0.129003, -1.13983, 1.0]], ['2, k, 20', [0.00257716, 0.114344, 1.0]], ['2, k, 21', [-0.424066, 0.31209, 1.0]], ['2, k, 22', [-0.28853, 0.311939, 1.0]], ['2, k, 23', [0.360437, 0.320765, 1.0]], ['2, k, 24', [0.281007, 0.302356, 1.0]]]
[['2, k, 0', [0.00509101, -0.397431, 1.0]], ['2, k, 1', [0.00305414, -0.102357, 1.0]], ['2, k, 2', [0.00280338, 0.187332, 1.0]], ['2, k, 3', [-0.000513501, 0.316761, 1.0]], ['2, k, 4', [-0.129923, 0.109792, 1.0]], ['2, k, 5', [-0.25133, 0.184789, 1.0]], ['2, k, 6', [-0.336908, 0.319541, 1.0]], ['2, k, 7', [-0.362178, 0.356352, 1.0]], ['2, k, 8', [0.134654, 0.111128, 1.0]], ['2, k, 9', [0.259538, 0.185887, 1.0]], ['2, k, 10', [0.323447, 0.292201, 1.0]], ['2, k, 11', [0.349539, 0.362092, 1.0]], ['2, k, 12', [-0.0672557, -0.393645, 1.0]], ['2, k, 13', [-0.0976001, -0.76884, 1.0]], ['2, k, 14', [-0.139745, -1.09859, 1.0]], ['2, k, 15', [-0.139183, -1.13825, 1.0]], ['2, k, 16', [0.0777686, -0.393278, 1.0]], ['2, k, 17', [0.100219, -0.742288, 1.0]], ['2, k, 18', [0.130624, -1.10013, 1.0]], ['2, k, 19', [0.0776978, -1.18359, 1.0]], ['2, k, 20', [0.00269455, 0.115734, 1.0]], ['2, k, 21', [-0.421509, 0.366414, 1.0]], ['2, k, 22', [-0.277822, 0.369945, 1.0]], ['2, k, 23', [0.368921, 0.364944, 1.0]], ['2, k, 24', [0.249043, 0.366676, 1.0]]]
[['2, k, 0', [0.00496408, -0.394233, 1.0]], ['2, k, 1', [0.00333894, -0.100546, 1.0]], ['2, k, 2', [0.00297897, 0.188095, 1.0]], ['2, k, 3', [-0.00026959, 0.31953, 1.0]], ['2, k, 4', [-0.13062, 0.111822, 1.0]], ['2, k, 5', [-0.264493, 0.232141, 1.0]], ['2, k, 6', [-0.346545, 0.349007, 1.0]], ['2, k, 7', [-0.364572, 0.402964, 1.0]], ['2, k, 8', [0.133217, 0.111461, 1.0]], ['2, k, 9', [0.263154, 0.194947, 1.0]], ['2, k, 10', [0.320637, 0.340547, 1.0]], ['2, k, 11', [0.356875, 0.403433, 1.0]], ['2, k, 12', [-0.0675166, -0.389256, 1.0]], ['2, k, 13', [-0.106104, -0.744779, 1.0]], ['2, k, 14', [-0.140694, -1.10008, 1.0]], ['2, k, 15', [-0.140696, -1.13964, 1.0]], ['2, k, 16', [0.0776452, -0.391044, 1.0]], ['2, k, 17', [0.10295, -0.730425, 1.0]], ['2, k, 18', [0.130888, -1.0987, 1.0]], ['2, k, 19', [0.0757377, -1.17889, 1.0]], ['2, k, 20', [0.00292203, 0.116694, 1.0]], ['2, k, 21', [-0.404705, 0.434028, 1.0]], ['2, k, 22', [-0.292671, 0.412332, 1.0]], ['2, k, 23', [0.416066, 0.416086, 1.0]], ['2, k, 24', [0.283858, 0.411498, 1.0]]]
[['2, k, 0', [0.00508482, -0.392935, 1.0]], ['2, k, 1', [0.00287143, -0.0995174, 1.0]], ['2, k, 2', [0.00163306, 0.18888, 1.0]], ['2, k, 3', [-0.000492252, 0.320446, 1.0]], ['2, k, 4', [-0.132016, 0.113109, 1.0]], ['2, k, 5', [-0.264568, 0.240331, 1.0]], ['2, k, 6', [-0.344555, 0.398453, 1.0]], ['2, k, 7', [-0.364536, 0.446886, 1.0]], ['2, k, 8', [0.130473, 0.110922, 1.0]], ['2, k, 9', [0.266983, 0.246978, 1.0]], ['2, k, 10', [0.329732, 0.388485, 1.0]], ['2, k, 11', [0.350991, 0.447107, 1.0]], ['2, k, 12', [-0.0675275, -0.388651, 1.0]], ['2, k, 13', [-0.10534, -0.746816, 1.0]], ['2, k, 14', [-0.141761, -1.12348, 1.0]], ['2, k, 15', [-0.145109, -1.16285, 1.0]], ['2, k, 16', [0.0778976, -0.388829, 1.0]], ['2, k, 17', [0.102208, -0.740063, 1.0]], ['2, k, 18', [0.131811, -1.09982, 1.0]], ['2, k, 19', [0.125824, -1.13944, 1.0]], ['2, k, 20', [0.00185497, 0.117515, 1.0]], ['2, k, 21', [-0.375558, 0.480186, 1.0]], ['2, k, 22', [-0.287501, 0.460116, 1.0]], ['2, k, 23', [0.409, 0.487331, 1.0]], ['2, k, 24', [0.257094, 0.46206, 1.0]]]
[['2, k, 0', [0.00509464, -0.392089, 1.0]], ['2, k, 1', [0.00241028, -0.099576, 1.0]], ['2, k, 2', [0.000391306, 0.187985, 1.0]], ['2, k, 3', [-0.000343742, 0.319838, 1.0]], ['2, k, 4', [-0.131984, 0.112698, 1.0]], ['2, k, 5', [-0.259894, 0.253885, 1.0]], ['2, k, 6', [-0.35256, 0.449123, 1.0]], ['2, k, 7', [-0.364624, 0.48427, 1.0]], ['2, k, 8', [0.131301, 0.110437, 1.0]], ['2, k, 9', [0.267192, 0.256145, 1.0]], ['2, k, 10', [0.330661, 0.418838, 1.0]], ['2, k, 11', [0.347168, 0.495046, 1.0]], ['2, k, 12', [-0.0679283, -0.388064, 1.0]], ['2, k, 13', [-0.105847, -0.746438, 1.0]], ['2, k, 14', [-0.1399, -1.11343, 1.0]], ['2, k, 15', [-0.0944996, -1.19171, 1.0]], ['2, k, 16', [0.0783743, -0.387722, 1.0]], ['2, k, 17', [0.101342, -0.741228, 1.0]], ['2, k, 18', [0.131909, -1.09894, 1.0]], ['2, k, 19', [0.126236, -1.13849, 1.0]], ['2, k, 20', [0.000901893, 0.116886, 1.0]], ['2, k, 21', [-0.422642, 0.517758, 1.0]], ['2, k, 22', [-0.293754, 0.499923, 1.0]], ['2, k, 23', [0.376393, 0.529636, 1.0]], ['2, k, 24', [0.250424, 0.504579, 1.0]]]
[['2, k, 0', [0.00492145, -0.391498, 1.0]], ['2, k, 1', [0.0022735, -0.0993467, 1.0]], ['2, k, 2', [0.000219376, 0.187905, 1.0]], ['2, k, 3', [-0.000330874, 0.319822, 1.0]], ['2, k, 4', [-0.132163, 0.111886, 1.0]], ['2, k, 5', [-0.258809, 0.26113, 1.0]], ['2, k, 6', [-0.348813, 0.467713, 1.0]], ['2, k, 7', [-0.369656, 0.523819, 1.0]], ['2, k, 8', [0.130762, 0.106865, 1.0]], ['2, k, 9', [0.268737, 0.272181, 1.0]], ['2, k, 10', [0.332274, 0.470328, 1.0]], ['2, k, 11', [0.347369, 0.532718, 1.0]], ['2, k, 12', [-0.0686653, -0.387342, 1.0]], ['2, k, 13', [-0.105205, -0.746669, 1.0]], ['2, k, 14', [-0.14038, -1.11034, 1.0]], ['2, k, 15', [-0.0863587, -1.18873, 1.0]], ['2, k, 16', [0.078527, -0.387276, 1.0]], ['2, k, 17', [0.10155, -0.742272, 1.0]], ['2, k, 18', [0.132742, -1.10012, 1.0]], ['2, k, 19', [0.126687, -1.1396, 1.0]], ['2, k, 20', [0.000729425, 0.116852, 1.0]], ['2, k, 21', [-0.403024, 0.556043, 1.0]], ['2, k, 22', [-0.304778, 0.538257, 1.0]], ['2, k, 23', [0.384338, 0.570966, 1.0]], ['2, k, 24', [0.255467, 0.543088, 1.0]]]
[['2, k, 0', [0.00444729, -0.39087, 1.0]], ['2, k, 1', [0.0023571, -0.0988355, 1.0]], ['2, k, 2', [0.000727636, 0.188167, 1.0]], ['2, k, 3', [0.000107273, 0.320341, 1.0]], ['2, k, 4', [-0.132062, 0.111588, 1.0]], ['2, k, 5', [-0.252545, 0.271437, 1.0]], ['2, k, 6', [-0.347306, 0.486973, 1.0]], ['2, k, 7', [-0.369171, 0.544442, 1.0]], ['2, k, 8', [0.129796, 0.105144, 1.0]], ['2, k, 9', [0.259639, 0.295268, 1.0]], ['2, k, 10', [0.340149, 0.499771, 1.0]], ['2, k, 11', [0.34673, 0.563858, 1.0]], ['2, k, 12', [-0.0689595, -0.386891, 1.0]], ['2, k, 13', [-0.105558, -0.745649, 1.0]], ['2, k, 14', [-0.138717, -1.11555, 1.0]], ['2, k, 15', [-0.142486, -1.15486, 1.0]], ['2, k, 16', [0.0778418, -0.386483, 1.0]], ['2, k, 17', [0.106453, -0.725894, 1.0]], ['2, k, 18', [0.132637, -1.10036, 1.0]], ['2, k, 19', [0.126247, -1.13984, 1.0]], ['2, k, 20', [0.00113726, 0.117167, 1.0]], ['2, k, 21', [-0.396696, 0.588719, 1.0]], ['2, k, 22', [-0.274003, 0.567854, 1.0]], ['2, k, 23', [0.384636, 0.60445, 1.0]], ['2, k, 24', [0.257793, 0.584385, 1.0]]]
[['2, k, 0', [0.0036201, -0.391476, 1.0]], ['2, k, 1', [0.00294988, -0.0999523, 1.0]], ['2, k, 2', [0.0038548, 0.185975, 1.0]], ['2, k, 3', [0.000883801, 0.319846, 1.0]], ['2, k, 4', [-0.13248, 0.113035, 1.0]], ['2, k, 5', [-0.255902, 0.281938, 1.0]], ['2, k, 6', [-0.366132, 0.516795, 1.0]], ['2, k, 7', [-0.370623, 0.571513, 1.0]], ['2, k, 8', [0.128916, 0.103783, 1.0]], ['2, k, 9', [0.260903, 0.303569, 1.0]], ['2, k, 10', [0.327747, 0.522089, 1.0]], ['2, k, 11', [0.346855, 0.600054, 1.0]], ['2, k, 12', [-0.0693973, -0.387057, 1.0]], ['2, k, 13', [-0.104781, -0.746773, 1.0]], ['2, k, 14', [-0.138246, -1.11743, 1.0]], ['2, k, 15', [-0.142756, -1.15685, 1.0]], ['2, k, 16', [0.0763037, -0.388083, 1.0]], ['2, k, 17', [0.106426, -0.725792, 1.0]], ['2, k, 18', [0.132255, -1.10067, 1.0]], ['2, k, 19', [0.125133, -1.14027, 1.0]], ['2, k, 20', [0.00348925, 0.115271, 1.0]], ['2, k, 21', [-0.40251, 0.616375, 1.0]], ['2, k, 22', [-0.28123, 0.597865, 1.0]], ['2, k, 23', [0.380159, 0.643765, 1.0]], ['2, k, 24', [0.255718, 0.618136, 1.0]]]
[['2, k, 0', [0.00368379, -0.388535, 1.0]], ['2, k, 1', [0.00299466, -0.0991337, 1.0]], ['2, k, 2', [0.0034866, 0.185095, 1.0]], ['2, k, 3', [0.000597726, 0.320249, 1.0]], ['2, k, 4', [-0.133452, 0.117567, 1.0]], ['2, k, 5', [-0.285172, 0.317746, 1.0]], ['2, k, 6', [-0.349734, 0.538413, 1.0]], ['2, k, 7', [-0.371707, 0.609355, 1.0]], ['2, k, 8', [0.128787, 0.103409, 1.0]], ['2, k, 9', [0.25907, 0.318091, 1.0]], ['2, k, 10', [0.324561, 0.532829, 1.0]], ['2, k, 11', [0.345585, 0.625038, 1.0]], ['2, k, 12', [-0.0692052, -0.384128, 1.0]], ['2, k, 13', [-0.098219, -0.802323, 1.0]], ['2, k, 14', [-0.138253, -1.11754, 1.0]], ['2, k, 15', [-0.0854289, -1.19187, 1.0]], ['2, k, 16', [0.0763136, -0.385209, 1.0]], ['2, k, 17', [0.108511, -0.722016, 1.0]], ['2, k, 18', [0.132255, -1.10067, 1.0]], ['2, k, 19', [0.12524, -1.14029, 1.0]], ['2, k, 20', [0.00326993, 0.114829, 1.0]], ['2, k, 21', [-0.385875, 0.653777, 1.0]], ['2, k, 22', [-0.291865, 0.627222, 1.0]], ['2, k, 23', [0.381178, 0.66927, 1.0]], ['2, k, 24', [0.262012, 0.64731, 1.0]]]
[['2, k, 0', [0.00381094, -0.387993, 1.0]], ['2, k, 1', [0.00287061, -0.0988993, 1.0]], ['2, k, 2', [0.00292372, 0.185014, 1.0]], ['2, k, 3', [-0.00056733, 0.319729, 1.0]], ['2, k, 4', [-0.134177, 0.119926, 1.0]], ['2, k, 5', [-0.292264, 0.332034, 1.0]], ['2, k, 6', [-0.352917, 0.556626, 1.0]], ['2, k, 7', [-0.369873, 0.633495, 1.0]], ['2, k, 8', [0.127122, 0.101837, 1.0]], ['2, k, 9', [0.258485, 0.327143, 1.0]], ['2, k, 10', [0.324098, 0.577062, 1.0]], ['2, k, 11', [0.337174, 0.650282, 1.0]], ['2, k, 12', [-0.0690603, -0.383684, 1.0]], ['2, k, 13', [-0.108037, -0.737075, 1.0]], ['2, k, 14', [-0.139784, -1.11063, 1.0]], ['2, k, 15', [-0.144603, -1.15011, 1.0]], ['2, k, 16', [0.0764353, -0.384525, 1.0]], ['2, k, 17', [0.108472, -0.721958, 1.0]], ['2, k, 18', [0.132516, -1.10159, 1.0]], ['2, k, 19', [0.125067, -1.14119, 1.0]], ['2, k, 20', [0.00282361, 0.114804, 1.0]], ['2, k, 21', [-0.377586, 0.67506, 1.0]], ['2, k, 22', [-0.288042, 0.654437, 1.0]], ['2, k, 23', [0.368725, 0.686497, 1.0]], ['2, k, 24', [0.254661, 0.668745, 1.0]]]
[['2, k, 0', [0.00245625, -0.386236, 1.0]], ['2, k, 1', [0.00178451, -0.0983588, 1.0]], ['2, k, 2', [0.00171851, 0.18437, 1.0]], ['2, k, 3', [-0.00181139, 0.320155, 1.0]], ['2, k, 4', [-0.136355, 0.127532, 1.0]], ['2, k, 5', [-0.290342, 0.338882, 1.0]], ['2, k, 6', [-0.35144, 0.574979, 1.0]], ['2, k, 7', [-0.372142, 0.647166, 1.0]], ['2, k, 8', [0.109487, 0.101916, 1.0]], ['2, k, 9', [0.246237, 0.348323, 1.0]], ['2, k, 10', [0.321773, 0.589455, 1.0]], ['2, k, 11', [0.333625, 0.665383, 1.0]], ['2, k, 12', [-0.0699308, -0.381895, 1.0]], ['2, k, 13', [-0.106919, -0.735016, 1.0]], ['2, k, 14', [-0.13932, -1.1094, 1.0]], ['2, k, 15', [-0.15209, -1.14893, 1.0]], ['2, k, 16', [0.0746706, -0.38273, 1.0]], ['2, k, 17', [0.107216, -0.719235, 1.0]], ['2, k, 18', [0.132727, -1.10166, 1.0]], ['2, k, 19', [0.117329, -1.14129, 1.0]], ['2, k, 20', [0.00167868, 0.11446, 1.0]], ['2, k, 21', [-0.388638, 0.689739, 1.0]], ['2, k, 22', [-0.292958, 0.672661, 1.0]], ['2, k, 23', [0.346731, 0.718284, 1.0]], ['2, k, 24', [0.24969, 0.690057, 1.0]]]
[['2, k, 0', [0.00110621, -0.380547, 1.0]], ['2, k, 1', [0.00251247, -0.0972378, 1.0]], ['2, k, 2', [0.00448237, 0.18286, 1.0]], ['2, k, 3', [-0.00148584, 0.319115, 1.0]], ['2, k, 4', [-0.142984, 0.146819, 1.0]], ['2, k, 5', [-0.289396, 0.344752, 1.0]], ['2, k, 6', [-0.362109, 0.617717, 1.0]], ['2, k, 7', [-0.374885, 0.660011, 1.0]], ['2, k, 8', [0.109735, 0.101955, 1.0]], ['2, k, 9', [0.243648, 0.354611, 1.0]], ['2, k, 10', [0.322588, 0.608654, 1.0]], ['2, k, 11', [0.341037, 0.691709, 1.0]], ['2, k, 12', [-0.0699001, -0.376236, 1.0]], ['2, k, 13', [-0.103607, -0.741137, 1.0]], ['2, k, 14', [-0.138501, -1.11112, 1.0]], ['2, k, 15', [-0.151992, -1.15057, 1.0]], ['2, k, 16', [0.0716859, -0.376574, 1.0]], ['2, k, 17', [0.106158, -0.736182, 1.0]], ['2, k, 18', [0.132658, -1.10155, 1.0]], ['2, k, 19', [0.0982056, -1.19043, 1.0]], ['2, k, 20', [0.003723, 0.113767, 1.0]], ['2, k, 21', [-0.393081, 0.707211, 1.0]], ['2, k, 22', [-0.295898, 0.687408, 1.0]], ['2, k, 23', [0.382121, 0.738481, 1.0]], ['2, k, 24', [0.263338, 0.708781, 1.0]]]
[['2, k, 0', [0.00103408, -0.375726, 1.0]], ['2, k, 1', [0.00259713, -0.0949744, 1.0]], ['2, k, 2', [0.00452713, 0.183144, 1.0]], ['2, k, 3', [-0.00191559, 0.319283, 1.0]], ['2, k, 4', [-0.141757, 0.143182, 1.0]], ['2, k, 5', [-0.289883, 0.349047, 1.0]], ['2, k, 6', [-0.357706, 0.599612, 1.0]], ['2, k, 7', [-0.375582, 0.674233, 1.0]], ['2, k, 8', [0.11073, 0.101994, 1.0]], ['2, k, 9', [0.243466, 0.359352, 1.0]], ['2, k, 10', [0.322097, 0.628263, 1.0]], ['2, k, 11', [0.343192, 0.700923, 1.0]], ['2, k, 12', [-0.069476, -0.37147, 1.0]], ['2, k, 13', [-0.103411, -0.738416, 1.0]], ['2, k, 14', [-0.137942, -1.10958, 1.0]], ['2, k, 15', [-0.15126, -1.149, 1.0]], ['2, k, 16', [0.0711274, -0.37047, 1.0]], ['2, k, 17', [0.106619, -0.725636, 1.0]], ['2, k, 18', [0.132347, -1.1017, 1.0]], ['2, k, 19', [0.0961596, -1.19043, 1.0]], ['2, k, 20', [0.00381706, 0.114344, 1.0]], ['2, k, 21', [-0.388893, 0.722173, 1.0]], ['2, k, 22', [-0.299979, 0.69763, 1.0]], ['2, k, 23', [0.39518, 0.750795, 1.0]], ['2, k, 24', [0.288484, 0.731212, 1.0]]]
[['2, k, 0', [0.000801571, -0.373996, 1.0]], ['2, k, 1', [0.00310724, -0.0937955, 1.0]], ['2, k, 2', [0.00577482, 0.183418, 1.0]], ['2, k, 3', [-0.001732, 0.319677, 1.0]], ['2, k, 4', [-0.140473, 0.140657, 1.0]], ['2, k, 5', [-0.285407, 0.3719, 1.0]], ['2, k, 6', [-0.359507, 0.609283, 1.0]], ['2, k, 7', [-0.374804, 0.6785, 1.0]], ['2, k, 8', [0.111641, 0.102264, 1.0]], ['2, k, 9', [0.242987, 0.363842, 1.0]], ['2, k, 10', [0.314536, 0.633145, 1.0]], ['2, k, 11', [0.332063, 0.716741, 1.0]], ['2, k, 12', [-0.0703932, -0.364579, 1.0]], ['2, k, 13', [-0.103276, -0.734902, 1.0]], ['2, k, 14', [-0.138583, -1.11353, 1.0]], ['2, k, 15', [-0.206048, -1.17611, 1.0]], ['2, k, 16', [0.0708224, -0.367104, 1.0]], ['2, k, 17', [0.106079, -0.722734, 1.0]], ['2, k, 18', [0.132224, -1.1019, 1.0]], ['2, k, 19', [0.0930494, -1.18951, 1.0]], ['2, k, 20', [0.00490801, 0.114845, 1.0]], ['2, k, 21', [-0.413092, 0.722716, 1.0]], ['2, k, 22', [-0.294888, 0.709136, 1.0]], ['2, k, 23', [0.36862, 0.766578, 1.0]], ['2, k, 24', [0.246253, 0.740287, 1.0]]]
[['2, k, 0', [0.00100394, -0.369115, 1.0]], ['2, k, 1', [0.00313271, -0.0923141, 1.0]], ['2, k, 2', [0.00564217, 0.182968, 1.0]], ['2, k, 3', [-0.00176227, 0.319392, 1.0]], ['2, k, 4', [-0.140378, 0.140662, 1.0]], ['2, k, 5', [-0.289029, 0.391352, 1.0]], ['2, k, 6', [-0.363988, 0.632634, 1.0]], ['2, k, 7', [-0.379843, 0.6954, 1.0]], ['2, k, 8', [0.111697, 0.102385, 1.0]], ['2, k, 9', [0.241464, 0.367429, 1.0]], ['2, k, 10', [0.315866, 0.637118, 1.0]], ['2, k, 11', [0.340636, 0.725693, 1.0]], ['2, k, 12', [-0.06921, -0.360256, 1.0]], ['2, k, 13', [-0.102775, -0.734971, 1.0]], ['2, k, 14', [-0.136887, -1.11225, 1.0]], ['2, k, 15', [-0.150278, -1.15166, 1.0]], ['2, k, 16', [0.070595, -0.364765, 1.0]], ['2, k, 17', [0.106088, -0.721092, 1.0]], ['2, k, 18', [0.132072, -1.10259, 1.0]], ['2, k, 19', [0.116083, -1.14212, 1.0]], ['2, k, 20', [0.00485161, 0.114807, 1.0]], ['2, k, 21', [-0.41078, 0.737169, 1.0]], ['2, k, 22', [-0.296865, 0.719374, 1.0]], ['2, k, 23', [0.38204, 0.778416, 1.0]], ['2, k, 24', [0.291172, 0.75461, 1.0]]]
