[['2, k, 0', [0.0377507, -0.451163, 1.0]], ['2, k, 1', [0.0301378, -0.119005, 1.0]], ['2, k, 2', [0.0225468, 0.206658, 1.0]], ['2, k, 3', [0.0306951, 0.354101, 1.0]], ['2, k, 4', [-0.14818, 0.10436, 1.0]], ['2, k, 5', [-0.208681, -0.166055, 1.0]], ['2, k, 6', [-0.227903, -0.400676, 1.0]], ['2, k, 7', [-0.225118, -0.46332, 1.0]], ['2, k, 8', [0.199532, 0.0945446, 1.0]], ['2, k, 9', [0.278006, -0.156919, 1.0]], ['2, k, 10', [0.278619, -0.385686, 1.0]], ['2, k, 11', [0.283091, -0.448078, 1.0]], ['2, k, 12', [-0.0418356, -0.443533, 1.0]], ['2, k, 13', [0.0144575, -0.901491, 1.0]], ['2, k, 14', [-0.0690587, -1.21454, 1.0]], ['2, k, 15', [-0.163537, -1.28526, 1.0]], ['2, k, 16', [0.116432, -0.447994, 1.0]], ['2, k, 17', [0.0939117, -0.919294, 1.0]], ['2, k, 18', [0.146395, -1.23535, 1.0]], ['2, k, 19', [0.152974, -1.28938, 1.0]], ['2, k, 20', [0.0244468, 0.126141, 1.0]], ['2, k, 21', [-0.231457, -0.526262, 1.0]], ['2, k, 22', [-0.168288, -0.493172, 1.0]], ['2, k, 23', [0.299193, -0.499087, 1.0]], ['2, k, 24', [0.240022, -0.467836, 1.0]]]
[['2, k, 0', [0.0249573, -0.45979, 1.0]], ['2, k, 1', [0.0138439, -0.0924449, 1.0]], ['2, k, 2', [0.00373233, 0.265289, 1.0]], ['2, k, 3', [-0.0722923, 0.284412, 1.0]], ['2, k, 4', [-0.0838438, 0.0544304, 1.0]], ['2, k, 5', [0.0723884, 0.130458, 1.0]], ['2, k, 6', [0.284936, 0.154696, 1.0]], ['2, k, 7', [0.346402, 0.167985, 1.0]], ['2, k, 8', [0.142939, 0.113966, 1.0]], ['2, k, 9', [0.361193, 0.137762, 1.0]], ['2, k, 10', [0.369895, 0.139369, 1.0]], ['2, k, 11', [0.365449, 0.167096, 1.0]], ['2, k, 12', [-0.0403478, -0.448952, 1.0]], ['2, k, 13', [-0.0424206, -0.836084, 1.0]], ['2, k, 14', [-0.0429057, -1.13781, 1.0]], ['2, k, 15', [-0.0938392, -1.19122, 1.0]], ['2, k, 16', [0.0899273, -0.466036, 1.0]], ['2, k, 17', [0.101565, -0.788406, 1.0]], ['2, k, 18', [0.0978111, -1.1227, 1.0]], ['2, k, 19', [0.132115, -1.18802, 1.0]], ['2, k, 20', [0.00620221, 0.177267, 1.0]], ['2, k, 21', [0.379019, 0.164467, 1.0]], ['2, k, 22', [0.32112, 0.153558, 1.0]], ['2, k, 23', [0.340809, 0.172172, 1.0]], ['2, k, 24', [0.395846, 0.159729, 1.0]]]
[['2, k, 0', [0.0254995, -0.459349, 1.0]], ['2, k, 1', [0.014353, -0.0945839, 1.0]], ['2, k, 2', [0.00337794, 0.257632, 1.0]], ['2, k, 3', [-0.0665296, 0.290586, 1.0]], ['2, k, 4', [-0.0789775, 0.072243, 1.0]], ['2, k, 5', [0.064434, 0.130583, 1.0]], ['2, k, 6', [0.257027, 0.1649, 1.0]], ['2, k, 7', [0.330262, 0.167334, 1.0]], ['2, k, 8', [0.143303, 0.109368, 1.0]], ['2, k, 9', [0.35922, 0.137976, 1.0]], ['2, k, 10', [0.555002, 0.202713, 1.0]], ['2, k, 11', [0.63259, 0.210566, 1.0]], ['2, k, 12', [-0.0396124, -0.447848, 1.0]], ['2, k, 13', [-0.0451, -0.771127, 1.0]], ['2, k, 14', [-0.0427464, -1.12445, 1.0]], ['2, k, 15', [-0.0991845, -1.19096, 1.0]], ['2, k, 16', [0.0906241, -0.464926, 1.0]], ['2, k, 17', [0.101623, -0.787387, 1.0]], ['2, k, 18', [0.100152, -1.12684, 1.0]], ['2, k, 19', [0.134511, -1.19389, 1.0]], ['2, k, 20', [0.00617717, 0.171006, 1.0]], ['2, k, 21', [0.369133, 0.16688, 1.0]], ['2, k, 22', [0.284905, 0.149351, 1.0]], ['2, k, 23', [0.670996, 0.208936, 1.0]], ['2, k, 24', [0.663429, 0.219039, 1.0]]]
[['2, k, 0', [0.0278038, -0.456037, 1.0]], ['2, k, 1', [0.0149105, -0.0936999, 1.0]], ['2, k, 2', [0.00314407, 0.258422, 1.0]], ['2, k, 3', [-0.0668382, 0.292244, 1.0]], ['2, k, 4', [-0.080718, 0.0706301, 1.0]], ['2, k, 5', [0.0582616, 0.125797, 1.0]], ['2, k, 6', [0.253452, 0.168782, 1.0]], ['2, k, 7', [0.305344, 0.167513, 1.0]], ['2, k, 8', [0.143276, 0.110321, 1.0]], ['2, k, 9', [0.358514, 0.139319, 1.0]], ['2, k, 10', [0.557322, 0.203521, 1.0]], ['2, k, 11', [0.628748, 0.204111, 1.0]], ['2, k, 12', [-0.0381498, -0.447418, 1.0]], ['2, k, 13', [-0.0409764, -0.843792, 1.0]], ['2, k, 14', [-0.0425786, -1.14616, 1.0]], ['2, k, 15', [-0.0790922, -1.20119, 1.0]], ['2, k, 16', [0.0950319, -0.451354, 1.0]], ['2, k, 17', [0.100825, -0.774776, 1.0]], ['2, k, 18', [0.0994322, -1.12171, 1.0]], ['2, k, 19', [0.135496, -1.18995, 1.0]], ['2, k, 20', [0.00612961, 0.171701, 1.0]], ['2, k, 21', [0.345704, 0.169289, 1.0]], ['2, k, 22', [0.250648, 0.147846, 1.0]], ['2, k, 23', [0.608115, 0.208377, 1.0]], ['2, k, 24', [0.671069, 0.20951, 1.0]]]
[['2, k, 0', [0.0286036, -0.453777, 1.0]], ['2, k, 1', [0.0150649, -0.0931956, 1.0]], ['2, k, 2', [0.00303619, 0.258612, 1.0]], ['2, k, 3', [-0.0678906, 0.2932, 1.0]], ['2, k, 4', [-0.080954, 0.070091, 1.0]], ['2, k, 5', [-0.000403472, 0.130424, 1.0]], ['2, k, 6', [0.196781, 0.161544, 1.0]], ['2, k, 7', [0.288778, 0.166888, 1.0]], ['2, k, 8', [0.143229, 0.111054, 1.0]], ['2, k, 9', [0.360765, 0.140556, 1.0]], ['2, k, 10', [0.550699, 0.20165, 1.0]], ['2, k, 11', [0.625055, 0.203371, 1.0]], ['2, k, 12', [-0.0378078, -0.446961, 1.0]], ['2, k, 13', [-0.0459653, -0.786951, 1.0]], ['2, k, 14', [-0.042194, -1.12414, 1.0]], ['2, k, 15', [-0.071928, -1.18935, 1.0]], ['2, k, 16', [0.095767, -0.447396, 1.0]], ['2, k, 17', [0.101214, -0.773127, 1.0]], ['2, k, 18', [0.103079, -1.12559, 1.0]], ['2, k, 19', [0.134901, -1.19044, 1.0]], ['2, k, 20', [0.00606991, 0.171896, 1.0]], ['2, k, 21', [0.330175, 0.165957, 1.0]], ['2, k, 22', [0.228225, 0.147812, 1.0]], ['2, k, 23', [0.65971, 0.192918, 1.0]], ['2, k, 24', [0.664401, 0.21467, 1.0]]]
[['2, k, 0', [0.0305726, -0.45148, 1.0]], ['2, k, 1', [0.0154643, -0.0927711, 1.0]], ['2, k, 2', [0.00282606, 0.258698, 1.0]], ['2, k, 3', [-0.0693256, 0.29425, 1.0]], ['2, k, 4', [-0.0819568, 0.0674998, 1.0]], ['2, k, 5', [-0.00198915, 0.129076, 1.0]], ['2, k, 6', [0.149776, 0.169035, 1.0]], ['2, k, 7', [0.259864, 0.166355, 1.0]], ['2, k, 8', [0.143198, 0.111463, 1.0]], ['2, k, 9', [0.363648, 0.14318, 1.0]], ['2, k, 10', [0.568745, 0.205555, 1.0]], ['2, k, 11', [0.616774, 0.202984, 1.0]], ['2, k, 12', [-0.0369939, -0.446612, 1.0]], ['2, k, 13', [-0.0462711, -0.787734, 1.0]], ['2, k, 14', [-0.0456042, -1.12299, 1.0]], ['2, k, 15', [-0.0685656, -1.18964, 1.0]], ['2, k, 16', [0.0984075, -0.443253, 1.0]], ['2, k, 17', [0.101862, -0.766894, 1.0]], ['2, k, 18', [0.102386, -1.12575, 1.0]], ['2, k, 19', [0.132547, -1.18715, 1.0]], ['2, k, 20', [0.00602178, 0.172017, 1.0]], ['2, k, 21', [0.302021, 0.192898, 1.0]], ['2, k, 22', [0.194997, 0.145925, 1.0]], ['2, k, 23', [0.652887, 0.203736, 1.0]], ['2, k, 24', [0.626455, 0.21307, 1.0]]]
[['2, k, 0', [0.0306361, -0.451477, 1.0]], ['2, k, 1', [0.0156135, -0.0926956, 1.0]], ['2, k, 2', [0.00281164, 0.258966, 1.0]], ['2, k, 3', [-0.0696151, 0.294761, 1.0]], ['2, k, 4', [-0.081753, 0.0567105, 1.0]], ['2, k, 5', [-0.0354611, 0.132393, 1.0]], ['2, k, 6', [0.133182, 0.166634, 1.0]], ['2, k, 7', [0.234074, 0.168169, 1.0]], ['2, k, 8', [0.144087, 0.106176, 1.0]], ['2, k, 9', [0.390427, 0.143971, 1.0]], ['2, k, 10', [0.554681, 0.183145, 1.0]], ['2, k, 11', [0.606369, 0.199884, 1.0]], ['2, k, 12', [-0.0370205, -0.44675, 1.0]], ['2, k, 13', [-0.032654, -0.818675, 1.0]], ['2, k, 14', [-0.044569, -1.12445, 1.0]], ['2, k, 15', [-0.0698777, -1.18993, 1.0]], ['2, k, 16', [0.0986003, -0.44331, 1.0]], ['2, k, 17', [0.104308, -0.766274, 1.0]], ['2, k, 18', [0.100962, -1.12742, 1.0]], ['2, k, 19', [0.132515, -1.18728, 1.0]], ['2, k, 20', [0.00605473, 0.172203, 1.0]], ['2, k, 21', [0.297189, 0.177653, 1.0]], ['2, k, 22', [0.170302, 0.147443, 1.0]], ['2, k, 23', [0.650607, 0.209544, 1.0]], ['2, k, 24', [0.63996, 0.210576, 1.0]]]
[['2, k, 0', [0.0310301, -0.4519, 1.0]], ['2, k, 1', [0.0182949, -0.0954019, 1.0]], ['2, k, 2', [0.00931488, 0.251507, 1.0]], ['2, k, 3', [0.0552914, 0.369792, 1.0]], ['2, k, 4', [-0.0828864, 0.0520084, 1.0]], ['2, k, 5', [-0.0474678, 0.133574, 1.0]], ['2, k, 6', [0.101331, 0.155631, 1.0]], ['2, k, 7', [0.214556, 0.167473, 1.0]], ['2, k, 8', [0.147149, 0.0761317, 1.0]], ['2, k, 9', [0.392238, 0.144563, 1.0]], ['2, k, 10', [0.572614, 0.190968, 1.0]], ['2, k, 11', [0.598819, 0.198009, 1.0]], ['2, k, 12', [-0.0380294, -0.447844, 1.0]], ['2, k, 13', [-0.0345255, -0.813552, 1.0]], ['2, k, 14', [-0.0425454, -1.11805, 1.0]], ['2, k, 15', [-0.0771141, -1.1925, 1.0]], ['2, k, 16', [0.101538, -0.444225, 1.0]], ['2, k, 17', [0.104547, -0.766751, 1.0]], ['2, k, 18', [0.0961811, -1.12914, 1.0]], ['2, k, 19', [0.13338, -1.18758, 1.0]], ['2, k, 20', [0.0114777, 0.16597, 1.0]], ['2, k, 21', [0.265355, 0.170511, 1.0]], ['2, k, 22', [0.146091, 0.147071, 1.0]], ['2, k, 23', [0.634397, 0.196988, 1.0]], ['2, k, 24', [0.659693, 0.200918, 1.0]]]
[['2, k, 0', [0.0312942, -0.45174, 1.0]], ['2, k, 1', [0.018314, -0.09547, 1.0]], ['2, k, 2', [0.00798425, 0.250965, 1.0]], ['2, k, 3', [0.054942, 0.369957, 1.0]], ['2, k, 4', [-0.086422, 0.0471694, 1.0]], ['2, k, 5', [-0.071374, 0.134445, 1.0]], ['2, k, 6', [0.0624038, 0.151736, 1.0]], ['2, k, 7', [0.196525, 0.166933, 1.0]], ['2, k, 8', [0.160004, 0.0916698, 1.0]], ['2, k, 9', [0.387059, 0.146728, 1.0]], ['2, k, 10', [0.501549, 0.18419, 1.0]], ['2, k, 11', [0.576618, 0.197486, 1.0]], ['2, k, 12', [-0.0382814, -0.447902, 1.0]], ['2, k, 13', [-0.0327615, -0.818686, 1.0]], ['2, k, 14', [-0.0430711, -1.12057, 1.0]], ['2, k, 15', [-0.0710345, -1.19163, 1.0]], ['2, k, 16', [0.102693, -0.443742, 1.0]], ['2, k, 17', [0.104461, -0.766647, 1.0]], ['2, k, 18', [0.0982058, -1.13619, 1.0]], ['2, k, 19', [0.132178, -1.18932, 1.0]], ['2, k, 20', [0.0108264, 0.165587, 1.0]], ['2, k, 21', [0.24844, 0.174853, 1.0]], ['2, k, 22', [0.133532, 0.149704, 1.0]], ['2, k, 23', [0.617753, 0.205101, 1.0]], ['2, k, 24', [0.58954, 0.211699, 1.0]]]
[['2, k, 0', [0.0320754, -0.452065, 1.0]], ['2, k, 1', [0.0202488, -0.0966873, 1.0]], ['2, k, 2', [0.00962498, 0.250011, 1.0]], ['2, k, 3', [0.0488789, 0.371115, 1.0]], ['2, k, 4', [-0.0884926, 0.0433115, 1.0]], ['2, k, 5', [-0.0733443, 0.129271, 1.0]], ['2, k, 6', [0.0642805, 0.150945, 1.0]], ['2, k, 7', [0.186846, 0.167651, 1.0]], ['2, k, 8', [0.160101, 0.0924401, 1.0]], ['2, k, 9', [0.379152, 0.148216, 1.0]], ['2, k, 10', [0.492323, 0.182568, 1.0]], ['2, k, 11', [0.56668, 0.195774, 1.0]], ['2, k, 12', [-0.038584, -0.448546, 1.0]], ['2, k, 13', [-0.0362105, -0.822099, 1.0]], ['2, k, 14', [-0.041345, -1.12414, 1.0]], ['2, k, 15', [-0.0659595, -1.19188, 1.0]], ['2, k, 16', [0.105256, -0.444371, 1.0]], ['2, k, 17', [0.106015, -0.767871, 1.0]], ['2, k, 18', [0.0984959, -1.13551, 1.0]], ['2, k, 19', [0.133449, -1.18903, 1.0]], ['2, k, 20', [0.0124699, 0.164516, 1.0]], ['2, k, 21', [0.227398, 0.180458, 1.0]], ['2, k, 22', [0.12413, 0.15216, 1.0]], ['2, k, 23', [0.615949, 0.19214, 1.0]], ['2, k, 24', [0.559639, 0.221447, 1.0]]]
[['2, k, 0', [0.0321885, -0.452268, 1.0]], ['2, k, 1', [0.0202027, -0.0965628, 1.0]], ['2, k, 2', [0.00839715, 0.252641, 1.0]], ['2, k, 3', [0.0500233, 0.374428, 1.0]], ['2, k, 4', [-0.0899439, 0.0406327, 1.0]], ['2, k, 5', [-0.0777645, 0.124097, 1.0]], ['2, k, 6', [0.0375651, 0.12144, 1.0]], ['2, k, 7', [0.169499, 0.167864, 1.0]], ['2, k, 8', [0.15718, 0.0891178, 1.0]], ['2, k, 9', [0.373716, 0.148078, 1.0]], ['2, k, 10', [0.501283, 0.184891, 1.0]], ['2, k, 11', [0.56088, 0.196424, 1.0]], ['2, k, 12', [-0.0395197, -0.44935, 1.0]], ['2, k, 13', [-0.0356242, -0.816107, 1.0]], ['2, k, 14', [-0.0407254, -1.11796, 1.0]], ['2, k, 15', [-0.071641, -1.19207, 1.0]], ['2, k, 16', [0.105978, -0.444667, 1.0]], ['2, k, 17', [0.105963, -0.768001, 1.0]], ['2, k, 18', [0.0976509, -1.13392, 1.0]], ['2, k, 19', [0.134967, -1.18709, 1.0]], ['2, k, 20', [0.0116488, 0.166129, 1.0]], ['2, k, 21', [0.208709, 0.170852, 1.0]], ['2, k, 22', [0.106658, 0.153546, 1.0]], ['2, k, 23', [0.613243, 0.201428, 1.0]], ['2, k, 24', [0.617536, 0.201028, 1.0]]]
[['2, k, 0', [0.0323079, -0.452585, 1.0]], ['2, k, 1', [0.0200661, -0.0964491, 1.0]], ['2, k, 2', [0.00735576, 0.254157, 1.0]], ['2, k, 3', [0.0479425, 0.377757, 1.0]], ['2, k, 4', [-0.0903156, 0.038583, 1.0]], ['2, k, 5', [-0.0816025, 0.127007, 1.0]], ['2, k, 6', [0.0657476, 0.155094, 1.0]], ['2, k, 7', [0.160517, 0.169354, 1.0]], ['2, k, 8', [0.156106, 0.0888056, 1.0]], ['2, k, 9', [0.374607, 0.145526, 1.0]], ['2, k, 10', [0.508433, 0.182014, 1.0]], ['2, k, 11', [0.551793, 0.195594, 1.0]], ['2, k, 12', [-0.0402507, -0.450024, 1.0]], ['2, k, 13', [-0.0383377, -0.811904, 1.0]], ['2, k, 14', [-0.0418197, -1.12043, 1.0]], ['2, k, 15', [-0.0742898, -1.19339, 1.0]], ['2, k, 16', [0.106781, -0.445212, 1.0]], ['2, k, 17', [0.106257, -0.768313, 1.0]], ['2, k, 18', [0.0967874, -1.13415, 1.0]], ['2, k, 19', [0.137689, -1.18802, 1.0]], ['2, k, 20', [0.0108109, 0.167228, 1.0]], ['2, k, 21', [0.209387, 0.178503, 1.0]], ['2, k, 22', [0.103488, 0.157985, 1.0]], ['2, k, 23', [0.595774, 0.200641, 1.0]], ['2, k, 24', [0.612294, 0.200156, 1.0]]]
[['2, k, 0', [0.0324648, -0.452532, 1.0]], ['2, k, 1', [0.0211346, -0.0969517, 1.0]], ['2, k, 2', [0.0107663, 0.251739, 1.0]], ['2, k, 3', [0.0464752, 0.378102, 1.0]], ['2, k, 4', [-0.0907647, 0.0385101, 1.0]], ['2, k, 5', [-0.0946838, 0.121238, 1.0]], ['2, k, 6', [0.00385288, 0.128096, 1.0]], ['2, k, 7', [0.120441, 0.168068, 1.0]], ['2, k, 8', [0.155711, 0.0885458, 1.0]], ['2, k, 9', [0.375435, 0.145137, 1.0]], ['2, k, 10', [0.509141, 0.180074, 1.0]], ['2, k, 11', [0.546558, 0.194048, 1.0]], ['2, k, 12', [-0.0403462, -0.449989, 1.0]], ['2, k, 13', [-0.0414395, -0.832837, 1.0]], ['2, k, 14', [-0.0394443, -1.13498, 1.0]], ['2, k, 15', [-0.0743588, -1.1931, 1.0]], ['2, k, 16', [0.107285, -0.445053, 1.0]], ['2, k, 17', [0.10656, -0.768188, 1.0]], ['2, k, 18', [0.0966606, -1.12418, 1.0]], ['2, k, 19', [0.134711, -1.1882, 1.0]], ['2, k, 20', [0.0133903, 0.165502, 1.0]], ['2, k, 21', [0.159954, 0.18487, 1.0]], ['2, k, 22', [0.0562601, 0.154337, 1.0]], ['2, k, 23', [0.582292, 0.186892, 1.0]], ['2, k, 24', [0.625962, 0.195316, 1.0]]]
[['2, k, 0', [0.032454, -0.452365, 1.0]], ['2, k, 1', [0.021465, -0.0949001, 1.0]], ['2, k, 2', [0.0116761, 0.258014, 1.0]], ['2, k, 3', [0.0486308, 0.386111, 1.0]], ['2, k, 4', [-0.0907599, 0.0369404, 1.0]], ['2, k, 5', [-0.0961463, 0.11821, 1.0]], ['2, k, 6', [-0.00558025, 0.123318, 1.0]], ['2, k, 7', [0.101104, 0.168451, 1.0]], ['2, k, 8', [0.156072, 0.0896172, 1.0]], ['2, k, 9', [0.37214, 0.14617, 1.0]], ['2, k, 10', [0.480392, 0.176487, 1.0]], ['2, k, 11', [0.528494, 0.19132, 1.0]], ['2, k, 12', [-0.0409385, -0.449566, 1.0]], ['2, k, 13', [-0.0355367, -0.807029, 1.0]], ['2, k, 14', [-0.0385106, -1.12013, 1.0]], ['2, k, 15', [-0.0872633, -1.19325, 1.0]], ['2, k, 16', [0.107393, -0.444673, 1.0]], ['2, k, 17', [0.109775, -0.76793, 1.0]], ['2, k, 18', [0.0986437, -1.1219, 1.0]], ['2, k, 19', [0.134156, -1.18788, 1.0]], ['2, k, 20', [0.0141219, 0.170568, 1.0]], ['2, k, 21', [0.135602, 0.189652, 1.0]], ['2, k, 22', [0.036398, 0.155112, 1.0]], ['2, k, 23', [0.573609, 0.19148, 1.0]], ['2, k, 24', [0.580709, 0.200581, 1.0]]]
[['2, k, 0', [0.0328664, -0.451892, 1.0]], ['2, k, 1', [0.022865, -0.0970763, 1.0]], ['2, k, 2', [0.0157925, 0.245039, 1.0]], ['2, k, 3', [0.0403915, 0.377985, 1.0]], ['2, k, 4', [-0.0913015, 0.0371848, 1.0]], ['2, k, 5', [-0.10961, 0.122289, 1.0]], ['2, k, 6', [-0.0116249, 0.125376, 1.0]], ['2, k, 7', [0.0748792, 0.168472, 1.0]], ['2, k, 8', [0.159683, 0.094856, 1.0]], ['2, k, 9', [0.367717, 0.149218, 1.0]], ['2, k, 10', [0.496367, 0.173666, 1.0]], ['2, k, 11', [0.522602, 0.191109, 1.0]], ['2, k, 12', [-0.040977, -0.449469, 1.0]], ['2, k, 13', [-0.0391505, -0.795166, 1.0]], ['2, k, 14', [-0.0380565, -1.10875, 1.0]], ['2, k, 15', [-0.0786826, -1.18984, 1.0]], ['2, k, 16', [0.108381, -0.443698, 1.0]], ['2, k, 17', [0.109773, -0.766686, 1.0]], ['2, k, 18', [0.0973034, -1.11007, 1.0]], ['2, k, 19', [0.134535, -1.18699, 1.0]], ['2, k, 20', [0.0174135, 0.161332, 1.0]], ['2, k, 21', [0.110226, 0.180754, 1.0]], ['2, k, 22', [0.00908822, 0.153841, 1.0]], ['2, k, 23', [0.575771, 0.202164, 1.0]], ['2, k, 24', [0.593971, 0.189487, 1.0]]]
[['2, k, 0', [0.033401, -0.451338, 1.0]], ['2, k, 1', [0.0291914, -0.115598, 1.0]], ['2, k, 2', [0.0289315, 0.187351, 1.0]], ['2, k, 3', [0.0343029, 0.354649, 1.0]], ['2, k, 4', [-0.0913792, 0.0368763, 1.0]], ['2, k, 5', [-0.107721, 0.114473, 1.0]], ['2, k, 6', [-0.0230103, 0.128629, 1.0]], ['2, k, 7', [0.0552288, 0.165785, 1.0]], ['2, k, 8', [0.159899, 0.0986115, 1.0]], ['2, k, 9', [0.356441, 0.148456, 1.0]], ['2, k, 10', [0.491994, 0.17295, 1.0]], ['2, k, 11', [0.512551, 0.188848, 1.0]], ['2, k, 12', [-0.0407549, -0.44919, 1.0]], ['2, k, 13', [-0.0392431, -0.848245, 1.0]], ['2, k, 14', [-0.037278, -1.15007, 1.0]], ['2, k, 15', [-0.0783121, -1.19699, 1.0]], ['2, k, 16', [0.108976, -0.442852, 1.0]], ['2, k, 17', [0.11102, -0.765782, 1.0]], ['2, k, 18', [0.0941297, -1.12335, 1.0]], ['2, k, 19', [0.135537, -1.1888, 1.0]], ['2, k, 20', [0.0299948, 0.109536, 1.0]], ['2, k, 21', [0.0928391, 0.160917, 1.0]], ['2, k, 22', [-0.00637818, 0.153667, 1.0]], ['2, k, 23', [0.548817, 0.178305, 1.0]], ['2, k, 24', [0.601266, 0.185704, 1.0]]]
[['2, k, 0', [0.0349156, -0.449459, 1.0]], ['2, k, 1', [0.0373266, -0.148828, 1.0]], ['2, k, 2', [0.0383248, 0.12552, 1.0]], ['2, k, 3', [0.0344259, 0.312965, 1.0]], ['2, k, 4', [-0.0918781, 0.0376683, 1.0]], ['2, k, 5', [-0.108002, 0.115031, 1.0]], ['2, k, 6', [-0.0244252, 0.130173, 1.0]], ['2, k, 7', [0.0275592, 0.165677, 1.0]], ['2, k, 8', [0.158869, 0.100218, 1.0]], ['2, k, 9', [0.35883, 0.140973, 1.0]], ['2, k, 10', [0.439347, 0.16834, 1.0]], ['2, k, 11', [0.492907, 0.187052, 1.0]], ['2, k, 12', [-0.0400268, -0.447885, 1.0]], ['2, k, 13', [-0.0370284, -0.835349, 1.0]], ['2, k, 14', [-0.0357041, -1.13705, 1.0]], ['2, k, 15', [-0.0767004, -1.19128, 1.0]], ['2, k, 16', [0.110597, -0.440832, 1.0]], ['2, k, 17', [0.111755, -0.763569, 1.0]], ['2, k, 18', [0.093666, -1.12494, 1.0]], ['2, k, 19', [0.136501, -1.18917, 1.0]], ['2, k, 20', [0.0385672, 0.0557267, 1.0]], ['2, k, 21', [0.0695006, 0.170285, 1.0]], ['2, k, 22', [-0.031503, 0.154223, 1.0]], ['2, k, 23', [0.535478, 0.185649, 1.0]], ['2, k, 24', [0.559539, 0.188041, 1.0]]]
[['2, k, 0', [0.0354889, -0.448546, 1.0]], ['2, k, 1', [0.036281, -0.147656, 1.0]], ['2, k, 2', [0.0296539, 0.143226, 1.0]], ['2, k, 3', [0.0314051, 0.331183, 1.0]], ['2, k, 4', [-0.0917847, 0.0375852, 1.0]], ['2, k, 5', [-0.107873, 0.114931, 1.0]], ['2, k, 6', [-0.0693084, 0.116405, 1.0]], ['2, k, 7', [-0.0105585, 0.164705, 1.0]], ['2, k, 8', [0.15828, 0.101743, 1.0]], ['2, k, 9', [0.355619, 0.143895, 1.0]], ['2, k, 10', [0.447596, 0.154194, 1.0]], ['2, k, 11', [0.487464, 0.187065, 1.0]], ['2, k, 12', [-0.0398607, -0.447369, 1.0]], ['2, k, 13', [-0.032253, -0.782986, 1.0]], ['2, k, 14', [-0.0365156, -1.12281, 1.0]], ['2, k, 15', [-0.111418, -1.19693, 1.0]], ['2, k, 16', [0.111524, -0.439372, 1.0]], ['2, k, 17', [0.111757, -0.761598, 1.0]], ['2, k, 18', [0.099092, -1.11339, 1.0]], ['2, k, 19', [0.135463, -1.18821, 1.0]], ['2, k, 20', [0.0318069, 0.0693182, 1.0]], ['2, k, 21', [0.0270524, 0.168473, 1.0]], ['2, k, 22', [-0.0872498, 0.150802, 1.0]], ['2, k, 23', [0.535023, 0.201378, 1.0]], ['2, k, 24', [0.563922, 0.186494, 1.0]]]
[['2, k, 0', [0.0356498, -0.446317, 1.0]], ['2, k, 1', [0.0341076, -0.141605, 1.0]], ['2, k, 2', [0.0264184, 0.159637, 1.0]], ['2, k, 3', [0.0306938, 0.346998, 1.0]], ['2, k, 4', [-0.0903911, 0.0397232, 1.0]], ['2, k, 5', [-0.106566, 0.116653, 1.0]], ['2, k, 6', [-0.0785304, 0.128975, 1.0]], ['2, k, 7', [-0.0244582, 0.164639, 1.0]], ['2, k, 8', [0.158407, 0.101035, 1.0]], ['2, k, 9', [0.353663, 0.143607, 1.0]], ['2, k, 10', [0.435062, 0.154938, 1.0]], ['2, k, 11', [0.479346, 0.185358, 1.0]], ['2, k, 12', [-0.0400787, -0.445367, 1.0]], ['2, k, 13', [-0.0327942, -0.78364, 1.0]], ['2, k, 14', [-0.0344651, -1.12809, 1.0]], ['2, k, 15', [-0.0782139, -1.1954, 1.0]], ['2, k, 16', [0.111782, -0.436987, 1.0]], ['2, k, 17', [0.111651, -0.760264, 1.0]], ['2, k, 18', [0.100004, -1.10976, 1.0]], ['2, k, 19', [0.134431, -1.18891, 1.0]], ['2, k, 20', [0.0283309, 0.0846976, 1.0]], ['2, k, 21', [0.00882769, 0.16727, 1.0]], ['2, k, 22', [-0.0952702, 0.154533, 1.0]], ['2, k, 23', [0.524667, 0.190134, 1.0]], ['2, k, 24', [0.572008, 0.183587, 1.0]]]
[['2, k, 0', [0.0366677, -0.443403, 1.0]], ['2, k, 1', [0.0332006, -0.13608, 1.0]], ['2, k, 2', [0.0251778, 0.167832, 1.0]], ['2, k, 3', [0.0305823, 0.354906, 1.0]], ['2, k, 4', [-0.0896376, 0.0412567, 1.0]], ['2, k, 5', [-0.105764, 0.118032, 1.0]], ['2, k, 6', [-0.107551, 0.145689, 1.0]], ['2, k, 7', [-0.04459, 0.165228, 1.0]], ['2, k, 8', [0.156852, 0.102499, 1.0]], ['2, k, 9', [0.335667, 0.145873, 1.0]], ['2, k, 10', [0.471007, 0.167342, 1.0]], ['2, k, 11', [0.48495, 0.18514, 1.0]], ['2, k, 12', [-0.0395221, -0.443233, 1.0]], ['2, k, 13', [-0.0336871, -0.80751, 1.0]], ['2, k, 14', [-0.0345038, -1.12808, 1.0]], ['2, k, 15', [-0.077973, -1.19539, 1.0]], ['2, k, 16', [0.112897, -0.433563, 1.0]], ['2, k, 17', [0.11178, -0.756356, 1.0]], ['2, k, 18', [0.0979144, -1.12237, 1.0]], ['2, k, 19', [0.134738, -1.18913, 1.0]], ['2, k, 20', [0.0271643, 0.0924568, 1.0]], ['2, k, 21', [-0.0111996, 0.163473, 1.0]], ['2, k, 22', [-0.120087, 0.151395, 1.0]], ['2, k, 23', [0.557397, 0.183634, 1.0]], ['2, k, 24', [0.487753, 0.202591, 1.0]]]
