[['2, k, 0', [-0.0147218, -0.383151, 1.0]], ['2, k, 1', [-0.0221024, -0.0872587, 1.0]], ['2, k, 2', [-0.0292535, 0.20333, 1.0]], ['2, k, 3', [-0.0252605, 0.358559, 1.0]], ['2, k, 4', [-0.170362, 0.119489, 1.0]], ['2, k, 5', [-0.241153, 0.0182285, 1.0]], ['2, k, 6', [-0.307923, -0.0867698, 1.0]], ['2, k, 7', [-0.338334, -0.155493, 1.0]], ['2, k, 8', [0.124958, 0.110129, 1.0]], ['2, k, 9', [0.213278, -0.0256408, 1.0]], ['2, k, 10', [0.256164, -0.161181, 1.0]], ['2, k, 11', [0.275297, -0.213782, 1.0]], ['2, k, 12', [-0.0816888, -0.376921, 1.0]], ['2, k, 13', [-0.141798, -0.809015, 1.0]], ['2, k, 14', [-0.15163, -1.1805, 1.0]], ['2, k, 15', [-0.171283, -1.25966, 1.0]], ['2, k, 16', [0.0525588, -0.381168, 1.0]], ['2, k, 17', [0.111055, -0.767968, 1.0]], ['2, k, 18', [0.149154, -1.17055, 1.0]], ['2, k, 19', [0.158432, -1.23095, 1.0]], ['2, k, 20', [-0.0275016, 0.131411, 1.0]], ['2, k, 21', [-0.348715, -0.199397, 1.0]], ['2, k, 22', [-0.374332, -0.140742, 1.0]], ['2, k, 23', [0.258666, -0.261311, 1.0]], ['2, k, 24', [0.240569, -0.202024, 1.0]]]
[['2, k, 0', [0.016762, -0.441248, 1.0]], ['2, k, 1', [0.00879477, -0.161498, 1.0]], ['2, k, 2', [0.00418794, 0.112857, 1.0]], ['2, k, 3', [-0.0098299, 0.223953, 1.0]], ['2, k, 4', [-0.142786, 0.050623, 1.0]], ['2, k, 5', [-0.247323, -0.101918, 1.0]], ['2, k, 6', [-0.170096, -0.23952, 1.0]], ['2, k, 7', [-0.114392, -0.291189, 1.0]], ['2, k, 8', [0.1619, 0.0279055, 1.0]], ['2, k, 9', [0.306478, -0.0838142, 1.0]], ['2, k, 10', [0.156215, -0.177003, 1.0]], ['2, k, 11', [0.156811, -0.17035, 1.0]], ['2, k, 12', [-0.0448581, -0.440253, 1.0]], ['2, k, 13', [-0.0923492, -0.806816, 1.0]], ['2, k, 14', [-0.1485, -1.10541, 1.0]], ['2, k, 15', [-0.160475, -1.13982, 1.0]], ['2, k, 16', [0.0782153, -0.43262, 1.0]], ['2, k, 17', [0.119467, -0.760402, 1.0]], ['2, k, 18', [0.142428, -1.11784, 1.0]], ['2, k, 19', [0.127714, -1.15217, 1.0]], ['2, k, 20', [0.0048773, 0.0449454, 1.0]], ['2, k, 21', [-0.0978811, -0.347415, 1.0]], ['2, k, 22', [-0.0871451, -0.229573, 1.0]], ['2, k, 23', [0.138636, -0.182135, 1.0]], ['2, k, 24', [0.151406, -0.195295, 1.0]]]
[['2, k, 0', [0.0220953, -0.440143, 1.0]], ['2, k, 1', [0.0173883, -0.161429, 1.0]], ['2, k, 2', [0.0146634, 0.111761, 1.0]], ['2, k, 3', [-0.00638727, 0.222418, 1.0]], ['2, k, 4', [-0.141451, 0.0509538, 1.0]], ['2, k, 5', [-0.238855, -0.103831, 1.0]], ['2, k, 6', [-0.166226, -0.239398, 1.0]], ['2, k, 7', [-0.110513, -0.289413, 1.0]], ['2, k, 8', [0.168296, 0.0286796, 1.0]], ['2, k, 9', [0.308314, -0.0822823, 1.0]], ['2, k, 10', [0.15947, -0.175827, 1.0]], ['2, k, 11', [0.162208, -0.167712, 1.0]], ['2, k, 12', [-0.0397328, -0.439934, 1.0]], ['2, k, 13', [-0.0911759, -0.80695, 1.0]], ['2, k, 14', [-0.148144, -1.10597, 1.0]], ['2, k, 15', [-0.160256, -1.14034, 1.0]], ['2, k, 16', [0.0837724, -0.430736, 1.0]], ['2, k, 17', [0.135598, -0.810122, 1.0]], ['2, k, 18', [0.14623, -1.11604, 1.0]], ['2, k, 19', [0.131346, -1.15035, 1.0]], ['2, k, 20', [0.0151703, 0.044138, 1.0]], ['2, k, 21', [-0.0923899, -0.344916, 1.0]], ['2, k, 22', [-0.0863629, -0.228344, 1.0]], ['2, k, 23', [0.143612, -0.183496, 1.0]], ['2, k, 24', [0.15535, -0.197801, 1.0]]]
[['2, k, 0', [0.0283833, -0.440061, 1.0]], ['2, k, 1', [0.0215322, -0.161559, 1.0]], ['2, k, 2', [0.0168647, 0.111672, 1.0]], ['2, k, 3', [-0.00438391, 0.221519, 1.0]], ['2, k, 4', [-0.139888, 0.0512026, 1.0]], ['2, k, 5', [-0.235561, -0.101737, 1.0]], ['2, k, 6', [-0.164528, -0.237213, 1.0]], ['2, k, 7', [-0.104188, -0.288498, 1.0]], ['2, k, 8', [0.173659, 0.0299893, 1.0]], ['2, k, 9', [0.312214, -0.0760813, 1.0]], ['2, k, 10', [0.163098, -0.177357, 1.0]], ['2, k, 11', [0.165613, -0.166194, 1.0]], ['2, k, 12', [-0.0330226, -0.440203, 1.0]], ['2, k, 13', [-0.0888761, -0.809557, 1.0]], ['2, k, 14', [-0.148435, -1.10891, 1.0]], ['2, k, 15', [-0.161061, -1.14322, 1.0]], ['2, k, 16', [0.0893489, -0.430384, 1.0]], ['2, k, 17', [0.135991, -0.75977, 1.0]], ['2, k, 18', [0.146418, -1.11638, 1.0]], ['2, k, 19', [0.131017, -1.15065, 1.0]], ['2, k, 20', [0.017781, 0.0440316, 1.0]], ['2, k, 21', [-0.0870592, -0.345378, 1.0]], ['2, k, 22', [-0.0864278, -0.300987, 1.0]], ['2, k, 23', [0.143617, -0.177951, 1.0]], ['2, k, 24', [0.142958, -0.181281, 1.0]]]
[['2, k, 0', [0.0352031, -0.438246, 1.0]], ['2, k, 1', [0.0270327, -0.161037, 1.0]], ['2, k, 2', [0.0212116, 0.111408, 1.0]], ['2, k, 3', [-0.00384155, 0.22161, 1.0]], ['2, k, 4', [-0.130333, 0.0512738, 1.0]], ['2, k, 5', [-0.22643, -0.102866, 1.0]], ['2, k, 6', [-0.154228, -0.236704, 1.0]], ['2, k, 7', [-0.0941802, -0.291198, 1.0]], ['2, k, 8', [0.179211, 0.0394846, 1.0]], ['2, k, 9', [0.31364, -0.0734703, 1.0]], ['2, k, 10', [0.165896, -0.177544, 1.0]], ['2, k, 11', [0.162304, -0.174113, 1.0]], ['2, k, 12', [-0.0261799, -0.438879, 1.0]], ['2, k, 13', [-0.0859006, -0.792992, 1.0]], ['2, k, 14', [-0.146956, -1.10529, 1.0]], ['2, k, 15', [-0.159062, -1.13967, 1.0]], ['2, k, 16', [0.0960341, -0.428147, 1.0]], ['2, k, 17', [0.144626, -0.80664, 1.0]], ['2, k, 18', [0.148, -1.11684, 1.0]], ['2, k, 19', [0.133118, -1.15113, 1.0]], ['2, k, 20', [0.022378, 0.0439444, 1.0]], ['2, k, 21', [-0.0724702, -0.342303, 1.0]], ['2, k, 22', [-0.0716571, -0.229207, 1.0]], ['2, k, 23', [0.143497, -0.184735, 1.0]], ['2, k, 24', [0.149912, -0.196198, 1.0]]]
[['2, k, 0', [0.0423859, -0.438117, 1.0]], ['2, k, 1', [0.0319577, -0.159357, 1.0]], ['2, k, 2', [0.0262288, 0.115823, 1.0]], ['2, k, 3', [0.00196763, 0.227088, 1.0]], ['2, k, 4', [-0.129959, 0.0547173, 1.0]], ['2, k, 5', [-0.214787, -0.104305, 1.0]], ['2, k, 6', [-0.1237, -0.257894, 1.0]], ['2, k, 7', [-0.069955, -0.311395, 1.0]], ['2, k, 8', [0.182225, 0.0376414, 1.0]], ['2, k, 9', [0.331661, -0.0554835, 1.0]], ['2, k, 10', [0.185467, -0.155484, 1.0]], ['2, k, 11', [0.184784, -0.157697, 1.0]], ['2, k, 12', [-0.0192117, -0.438144, 1.0]], ['2, k, 13', [-0.0829942, -0.818437, 1.0]], ['2, k, 14', [-0.149549, -1.12039, 1.0]], ['2, k, 15', [-0.162395, -1.1547, 1.0]], ['2, k, 16', [0.103164, -0.428609, 1.0]], ['2, k, 17', [0.148484, -0.761227, 1.0]], ['2, k, 18', [0.149397, -1.11702, 1.0]], ['2, k, 19', [0.133742, -1.15137, 1.0]], ['2, k, 20', [0.027322, 0.047393, 1.0]], ['2, k, 21', [-0.0385103, -0.360357, 1.0]], ['2, k, 22', [-0.038712, -0.248736, 1.0]], ['2, k, 23', [0.166256, -0.166605, 1.0]], ['2, k, 24', [0.195216, -0.205406, 1.0]]]
[['2, k, 0', [0.0477425, -0.437353, 1.0]], ['2, k, 1', [0.0350613, -0.159317, 1.0]], ['2, k, 2', [0.0272088, 0.115286, 1.0]], ['2, k, 3', [0.00613415, 0.225049, 1.0]], ['2, k, 4', [-0.127691, 0.0577784, 1.0]], ['2, k, 5', [-0.211891, -0.106316, 1.0]], ['2, k, 6', [-0.123923, -0.259657, 1.0]], ['2, k, 7', [-0.0668905, -0.319049, 1.0]], ['2, k, 8', [0.183148, 0.0383653, 1.0]], ['2, k, 9', [0.333393, -0.0512519, 1.0]], ['2, k, 10', [0.187292, -0.151529, 1.0]], ['2, k, 11', [0.184918, -0.151732, 1.0]], ['2, k, 12', [-0.01485, -0.436874, 1.0]], ['2, k, 13', [-0.0690973, -0.776958, 1.0]], ['2, k, 14', [-0.146038, -1.10817, 1.0]], ['2, k, 15', [-0.159165, -1.14264, 1.0]], ['2, k, 16', [0.109743, -0.428591, 1.0]], ['2, k, 17', [0.156372, -0.748019, 1.0]], ['2, k, 18', [0.151044, -1.11425, 1.0]], ['2, k, 19', [0.135122, -1.14868, 1.0]], ['2, k, 20', [0.0287004, 0.0470428, 1.0]], ['2, k, 21', [-0.0425361, -0.367084, 1.0]], ['2, k, 22', [-0.0390722, -0.252126, 1.0]], ['2, k, 23', [0.166128, -0.162997, 1.0]], ['2, k, 24', [0.193674, -0.194707, 1.0]]]
[['2, k, 0', [0.0575552, -0.432671, 1.0]], ['2, k, 1', [0.0405371, -0.158188, 1.0]], ['2, k, 2', [0.0287113, 0.114525, 1.0]], ['2, k, 3', [0.00790324, 0.223484, 1.0]], ['2, k, 4', [-0.125828, 0.0583691, 1.0]], ['2, k, 5', [-0.208496, -0.106113, 1.0]], ['2, k, 6', [-0.122903, -0.259705, 1.0]], ['2, k, 7', [-0.0631631, -0.31617, 1.0]], ['2, k, 8', [0.185449, 0.0415889, 1.0]], ['2, k, 9', [0.335403, -0.0494396, 1.0]], ['2, k, 10', [0.194356, -0.158148, 1.0]], ['2, k, 11', [0.19106, -0.159426, 1.0]], ['2, k, 12', [-0.00458531, -0.433091, 1.0]], ['2, k, 13', [-0.0696747, -0.788833, 1.0]], ['2, k, 14', [-0.14098, -1.10547, 1.0]], ['2, k, 15', [-0.154189, -1.14007, 1.0]], ['2, k, 16', [0.118768, -0.422862, 1.0]], ['2, k, 17', [0.159193, -0.746172, 1.0]], ['2, k, 18', [0.152076, -1.11289, 1.0]], ['2, k, 19', [0.13611, -1.14745, 1.0]], ['2, k, 20', [0.0308958, 0.0466348, 1.0]], ['2, k, 21', [-0.0401609, -0.366689, 1.0]], ['2, k, 22', [-0.0402523, -0.250791, 1.0]], ['2, k, 23', [0.180001, -0.179256, 1.0]], ['2, k, 24', [0.208971, -0.212518, 1.0]]]
[['2, k, 0', [0.0613018, -0.433751, 1.0]], ['2, k, 1', [0.0445512, -0.15806, 1.0]], ['2, k, 2', [0.0305623, 0.114796, 1.0]], ['2, k, 3', [0.0113056, 0.222962, 1.0]], ['2, k, 4', [-0.12367, 0.0575615, 1.0]], ['2, k, 5', [-0.201844, -0.106891, 1.0]], ['2, k, 6', [-0.12469, -0.232887, 1.0]], ['2, k, 7', [-0.0673937, -0.282945, 1.0]], ['2, k, 8', [0.189584, 0.0375113, 1.0]], ['2, k, 9', [0.335398, -0.0453837, 1.0]], ['2, k, 10', [0.196283, -0.156751, 1.0]], ['2, k, 11', [0.189431, -0.157934, 1.0]], ['2, k, 12', [-0.000547813, -0.433807, 1.0]], ['2, k, 13', [-0.0678648, -0.787366, 1.0]], ['2, k, 14', [-0.140625, -1.10544, 1.0]], ['2, k, 15', [-0.153857, -1.14008, 1.0]], ['2, k, 16', [0.121939, -0.42424, 1.0]], ['2, k, 17', [0.16196, -0.746228, 1.0]], ['2, k, 18', [0.152927, -1.11291, 1.0]], ['2, k, 19', [0.155353, -1.18206, 1.0]], ['2, k, 20', [0.0335031, 0.0469806, 1.0]], ['2, k, 21', [-0.0451443, -0.343449, 1.0]], ['2, k, 22', [-0.0440805, -0.223983, 1.0]], ['2, k, 23', [0.173676, -0.173903, 1.0]], ['2, k, 24', [0.206299, -0.209393, 1.0]]]
[['2, k, 0', [0.0665659, -0.433963, 1.0]], ['2, k, 1', [0.0488798, -0.156451, 1.0]], ['2, k, 2', [0.0334069, 0.117108, 1.0]], ['2, k, 3', [0.0143338, 0.22437, 1.0]], ['2, k, 4', [-0.116558, 0.0568018, 1.0]], ['2, k, 5', [-0.200747, -0.106856, 1.0]], ['2, k, 6', [-0.12374, -0.232945, 1.0]], ['2, k, 7', [-0.0612797, -0.284512, 1.0]], ['2, k, 8', [0.191945, 0.0399236, 1.0]], ['2, k, 9', [0.339944, -0.041985, 1.0]], ['2, k, 10', [0.2006, -0.154877, 1.0]], ['2, k, 11', [0.198548, -0.160452, 1.0]], ['2, k, 12', [0.00456136, -0.434385, 1.0]], ['2, k, 13', [-0.0635968, -0.784828, 1.0]], ['2, k, 14', [-0.139558, -1.10554, 1.0]], ['2, k, 15', [-0.152364, -1.14032, 1.0]], ['2, k, 16', [0.12711, -0.424144, 1.0]], ['2, k, 17', [0.160942, -0.79964, 1.0]], ['2, k, 18', [0.154563, -1.11041, 1.0]], ['2, k, 19', [0.138991, -1.14517, 1.0]], ['2, k, 20', [0.0368345, 0.0492139, 1.0]], ['2, k, 21', [-0.0405244, -0.338986, 1.0]], ['2, k, 22', [-0.0386588, -0.224068, 1.0]], ['2, k, 23', [0.186313, -0.183187, 1.0]], ['2, k, 24', [0.21833, -0.216606, 1.0]]]
[['2, k, 0', [0.072999, -0.434877, 1.0]], ['2, k, 1', [0.0535441, -0.156877, 1.0]], ['2, k, 2', [0.0359036, 0.116848, 1.0]], ['2, k, 3', [0.0157969, 0.224318, 1.0]], ['2, k, 4', [-0.113578, 0.0582255, 1.0]], ['2, k, 5', [-0.199081, -0.106757, 1.0]], ['2, k, 6', [-0.121631, -0.230242, 1.0]], ['2, k, 7', [-0.0583022, -0.283233, 1.0]], ['2, k, 8', [0.193597, 0.0409866, 1.0]], ['2, k, 9', [0.342082, -0.0387693, 1.0]], ['2, k, 10', [0.204004, -0.153399, 1.0]], ['2, k, 11', [0.200524, -0.157125, 1.0]], ['2, k, 12', [0.0103347, -0.435327, 1.0]], ['2, k, 13', [-0.0595669, -0.782098, 1.0]], ['2, k, 14', [-0.1392, -1.10625, 1.0]], ['2, k, 15', [-0.151763, -1.1412, 1.0]], ['2, k, 16', [0.134104, -0.425053, 1.0]], ['2, k, 17', [0.180651, -0.731016, 1.0]], ['2, k, 18', [0.154938, -1.11077, 1.0]], ['2, k, 19', [0.155692, -1.18168, 1.0]], ['2, k, 20', [0.039887, 0.0489504, 1.0]], ['2, k, 21', [-0.0368422, -0.341434, 1.0]], ['2, k, 22', [-0.0375461, -0.221637, 1.0]], ['2, k, 23', [0.188598, -0.180126, 1.0]], ['2, k, 24', [0.214606, -0.210589, 1.0]]]
[['2, k, 0', [0.0781437, -0.433136, 1.0]], ['2, k, 1', [0.0545486, -0.156076, 1.0]], ['2, k, 2', [0.0353945, 0.117133, 1.0]], ['2, k, 3', [0.0171222, 0.224351, 1.0]], ['2, k, 4', [-0.115028, 0.0579719, 1.0]], ['2, k, 5', [-0.195884, -0.106792, 1.0]], ['2, k, 6', [-0.119031, -0.230389, 1.0]], ['2, k, 7', [-0.0560823, -0.282823, 1.0]], ['2, k, 8', [0.193521, 0.0421792, 1.0]], ['2, k, 9', [0.339514, -0.0452231, 1.0]], ['2, k, 10', [0.202854, -0.16312, 1.0]], ['2, k, 11', [0.199458, -0.167447, 1.0]], ['2, k, 12', [0.016587, -0.433729, 1.0]], ['2, k, 13', [-0.0558364, -0.783692, 1.0]], ['2, k, 14', [-0.139097, -1.10648, 1.0]], ['2, k, 15', [-0.151575, -1.14166, 1.0]], ['2, k, 16', [0.138062, -0.423256, 1.0]], ['2, k, 17', [0.182299, -0.74067, 1.0]], ['2, k, 18', [0.155915, -1.11014, 1.0]], ['2, k, 19', [0.156152, -1.18178, 1.0]], ['2, k, 20', [0.0397305, 0.0491779, 1.0]], ['2, k, 21', [-0.0381146, -0.346078, 1.0]], ['2, k, 22', [-0.0382095, -0.227149, 1.0]], ['2, k, 23', [0.190924, -0.191967, 1.0]], ['2, k, 24', [0.219057, -0.228446, 1.0]]]
[['2, k, 0', [0.0823968, -0.431715, 1.0]], ['2, k, 1', [0.059004, -0.155137, 1.0]], ['2, k, 2', [0.0377854, 0.117375, 1.0]], ['2, k, 3', [0.0187805, 0.225206, 1.0]], ['2, k, 4', [-0.11154, 0.0600284, 1.0]], ['2, k, 5', [-0.190787, -0.107203, 1.0]], ['2, k, 6', [-0.0789002, -0.26834, 1.0]], ['2, k, 7', [-0.0285521, -0.322219, 1.0]], ['2, k, 8', [0.195778, 0.0445299, 1.0]], ['2, k, 9', [0.346436, -0.0340743, 1.0]], ['2, k, 10', [0.209903, -0.152805, 1.0]], ['2, k, 11', [0.205716, -0.157926, 1.0]], ['2, k, 12', [0.0209841, -0.432325, 1.0]], ['2, k, 13', [-0.0464186, -0.794179, 1.0]], ['2, k, 14', [-0.137052, -1.10727, 1.0]], ['2, k, 15', [-0.149165, -1.14264, 1.0]], ['2, k, 16', [0.142041, -0.421884, 1.0]], ['2, k, 17', [0.18291, -0.743085, 1.0]], ['2, k, 18', [0.157534, -1.10806, 1.0]], ['2, k, 19', [0.156611, -1.1811, 1.0]], ['2, k, 20', [0.0426447, 0.0496168, 1.0]], ['2, k, 21', [0.0068774, -0.356259, 1.0]], ['2, k, 22', [-0.000710762, -0.260556, 1.0]], ['2, k, 23', [0.188696, -0.177197, 1.0]], ['2, k, 24', [0.217951, -0.208115, 1.0]]]
[['2, k, 0', [0.0897633, -0.432685, 1.0]], ['2, k, 1', [0.0633326, -0.154533, 1.0]], ['2, k, 2', [0.0389352, 0.118263, 1.0]], ['2, k, 3', [0.0203636, 0.2258, 1.0]], ['2, k, 4', [-0.105273, 0.0550062, 1.0]], ['2, k, 5', [-0.188074, -0.106323, 1.0]], ['2, k, 6', [-0.106815, -0.228688, 1.0]], ['2, k, 7', [-0.0451302, -0.274565, 1.0]], ['2, k, 8', [0.195649, 0.0448903, 1.0]], ['2, k, 9', [0.347703, -0.0324798, 1.0]], ['2, k, 10', [0.211161, -0.151325, 1.0]], ['2, k, 11', [0.20699, -0.160251, 1.0]], ['2, k, 12', [0.0283474, -0.432821, 1.0]], ['2, k, 13', [-0.0436068, -0.795188, 1.0]], ['2, k, 14', [-0.136712, -1.10698, 1.0]], ['2, k, 15', [-0.147372, -1.14261, 1.0]], ['2, k, 16', [0.149211, -0.423326, 1.0]], ['2, k, 17', [0.187149, -0.738391, 1.0]], ['2, k, 18', [0.158334, -1.10668, 1.0]], ['2, k, 19', [0.157032, -1.18106, 1.0]], ['2, k, 20', [0.0445701, 0.0506395, 1.0]], ['2, k, 21', [-0.0199959, -0.334687, 1.0]], ['2, k, 22', [-0.0221693, -0.219724, 1.0]], ['2, k, 23', [0.18957, -0.180053, 1.0]], ['2, k, 24', [0.228531, -0.225385, 1.0]]]
[['2, k, 0', [0.0955619, -0.433192, 1.0]], ['2, k, 1', [0.0666127, -0.154003, 1.0]], ['2, k, 2', [0.0398955, 0.119099, 1.0]], ['2, k, 3', [0.021132, 0.226557, 1.0]], ['2, k, 4', [-0.104716, 0.0554018, 1.0]], ['2, k, 5', [-0.186431, -0.104721, 1.0]], ['2, k, 6', [-0.10574, -0.228911, 1.0]], ['2, k, 7', [-0.0410069, -0.275244, 1.0]], ['2, k, 8', [0.196668, 0.0449466, 1.0]], ['2, k, 9', [0.349365, -0.0288642, 1.0]], ['2, k, 10', [0.212827, -0.147856, 1.0]], ['2, k, 11', [0.208109, -0.157235, 1.0]], ['2, k, 12', [0.0349127, -0.433267, 1.0]], ['2, k, 13', [-0.04178, -0.79218, 1.0]], ['2, k, 14', [-0.136516, -1.10691, 1.0]], ['2, k, 15', [-0.147306, -1.14284, 1.0]], ['2, k, 16', [0.154194, -0.423911, 1.0]], ['2, k, 17', [0.189882, -0.745142, 1.0]], ['2, k, 18', [0.159777, -1.10472, 1.0]], ['2, k, 19', [0.159594, -1.18198, 1.0]], ['2, k, 20', [0.0460495, 0.0515014, 1.0]], ['2, k, 21', [-0.0182345, -0.340042, 1.0]], ['2, k, 22', [-0.0216769, -0.218817, 1.0]], ['2, k, 23', [0.199177, -0.183412, 1.0]], ['2, k, 24', [0.226609, -0.220596, 1.0]]]
[['2, k, 0', [0.0990057, -0.434243, 1.0]], ['2, k, 1', [0.0693055, -0.153267, 1.0]], ['2, k, 2', [0.0415515, 0.121234, 1.0]], ['2, k, 3', [0.023325, 0.228446, 1.0]], ['2, k, 4', [-0.103294, 0.0541539, 1.0]], ['2, k, 5', [-0.183279, -0.104518, 1.0]], ['2, k, 6', [-0.104428, -0.228692, 1.0]], ['2, k, 7', [-0.0392884, -0.273397, 1.0]], ['2, k, 8', [0.195829, 0.0458711, 1.0]], ['2, k, 9', [0.34862, -0.0256222, 1.0]], ['2, k, 10', [0.212105, -0.144724, 1.0]], ['2, k, 11', [0.207339, -0.15469, 1.0]], ['2, k, 12', [0.037861, -0.434393, 1.0]], ['2, k, 13', [-0.039947, -0.789467, 1.0]], ['2, k, 14', [-0.136382, -1.10766, 1.0]], ['2, k, 15', [-0.146966, -1.1438, 1.0]], ['2, k, 16', [0.158081, -0.424884, 1.0]], ['2, k, 17', [0.190813, -0.743457, 1.0]], ['2, k, 18', [0.160813, -1.10059, 1.0]], ['2, k, 19', [0.159703, -1.18154, 1.0]], ['2, k, 20', [0.0479915, 0.0532881, 1.0]], ['2, k, 21', [-0.0173941, -0.338731, 1.0]], ['2, k, 22', [-0.0212842, -0.223352, 1.0]], ['2, k, 23', [0.188475, -0.170895, 1.0]], ['2, k, 24', [0.223124, -0.205976, 1.0]]]
[['2, k, 0', [0.102199, -0.435065, 1.0]], ['2, k, 1', [0.0707771, -0.152123, 1.0]], ['2, k, 2', [0.042189, 0.124901, 1.0]], ['2, k, 3', [0.0258194, 0.233537, 1.0]], ['2, k, 4', [-0.101555, 0.05451, 1.0]], ['2, k, 5', [-0.18272, -0.104046, 1.0]], ['2, k, 6', [-0.102124, -0.22813, 1.0]], ['2, k, 7', [-0.0352138, -0.272868, 1.0]], ['2, k, 8', [0.195703, 0.0461031, 1.0]], ['2, k, 9', [0.349457, -0.023928, 1.0]], ['2, k, 10', [0.212931, -0.14307, 1.0]], ['2, k, 11', [0.191599, -0.167462, 1.0]], ['2, k, 12', [0.0405294, -0.435459, 1.0]], ['2, k, 13', [-0.037865, -0.790388, 1.0]], ['2, k, 14', [-0.135062, -1.10637, 1.0]], ['2, k, 15', [-0.145183, -1.14283, 1.0]], ['2, k, 16', [0.161763, -0.42545, 1.0]], ['2, k, 17', [0.192761, -0.749657, 1.0]], ['2, k, 18', [0.162355, -1.09511, 1.0]], ['2, k, 19', [0.161106, -1.17308, 1.0]], ['2, k, 20', [0.0488491, 0.0558529, 1.0]], ['2, k, 21', [-0.017835, -0.340007, 1.0]], ['2, k, 22', [-0.0202027, -0.226354, 1.0]], ['2, k, 23', [0.125328, -0.211875, 1.0]], ['2, k, 24', [0.225183, -0.203476, 1.0]]]
[['2, k, 0', [0.104799, -0.434104, 1.0]], ['2, k, 1', [0.072402, -0.150069, 1.0]], ['2, k, 2', [0.042809, 0.128574, 1.0]], ['2, k, 3', [0.0271788, 0.238323, 1.0]], ['2, k, 4', [-0.100474, 0.0538013, 1.0]], ['2, k, 5', [-0.181393, -0.102482, 1.0]], ['2, k, 6', [-0.100052, -0.227611, 1.0]], ['2, k, 7', [-0.0305925, -0.262958, 1.0]], ['2, k, 8', [0.195366, 0.0465078, 1.0]], ['2, k, 9', [0.370762, 0.0102458, 1.0]], ['2, k, 10', [0.234999, -0.111965, 1.0]], ['2, k, 11', [0.240904, -0.140599, 1.0]], ['2, k, 12', [0.0430857, -0.43438, 1.0]], ['2, k, 13', [-0.0348554, -0.792723, 1.0]], ['2, k, 14', [-0.135077, -1.10709, 1.0]], ['2, k, 15', [-0.145042, -1.14386, 1.0]], ['2, k, 16', [0.16432, -0.424686, 1.0]], ['2, k, 17', [0.201492, -0.726557, 1.0]], ['2, k, 18', [0.166979, -1.07591, 1.0]], ['2, k, 19', [0.154177, -1.11299, 1.0]], ['2, k, 20', [0.0497637, 0.0589791, 1.0]], ['2, k, 21', [-0.0148159, -0.318476, 1.0]], ['2, k, 22', [-0.00992257, -0.22484, 1.0]], ['2, k, 23', [0.230965, -0.159737, 1.0]], ['2, k, 24', [0.254828, -0.185801, 1.0]]]
[['2, k, 0', [0.108027, -0.431028, 1.0]], ['2, k, 1', [0.0739906, -0.147519, 1.0]], ['2, k, 2', [0.0426973, 0.13036, 1.0]], ['2, k, 3', [0.0273902, 0.240325, 1.0]], ['2, k, 4', [-0.0997999, 0.0533863, 1.0]], ['2, k, 5', [-0.182765, -0.100393, 1.0]], ['2, k, 6', [-0.0574837, -0.267336, 1.0]], ['2, k, 7', [-0.00534064, -0.323642, 1.0]], ['2, k, 8', [0.195196, 0.0477424, 1.0]], ['2, k, 9', [0.372109, 0.0103126, 1.0]], ['2, k, 10', [0.235949, -0.110507, 1.0]], ['2, k, 11', [0.240723, -0.140051, 1.0]], ['2, k, 12', [0.0462112, -0.431874, 1.0]], ['2, k, 13', [-0.0351019, -0.792947, 1.0]], ['2, k, 14', [-0.135806, -1.10912, 1.0]], ['2, k, 15', [-0.145509, -1.14611, 1.0]], ['2, k, 16', [0.167558, -0.421076, 1.0]], ['2, k, 17', [0.199633, -0.729397, 1.0]], ['2, k, 18', [0.166974, -1.07593, 1.0]], ['2, k, 19', [0.154428, -1.11326, 1.0]], ['2, k, 20', [0.0500412, 0.0610891, 1.0]], ['2, k, 21', [0.0142689, -0.359734, 1.0]], ['2, k, 22', [0.0268117, -0.266645, 1.0]], ['2, k, 23', [0.230491, -0.159267, 1.0]], ['2, k, 24', [0.257288, -0.194559, 1.0]]]
[['2, k, 0', [0.110449, -0.42972, 1.0]], ['2, k, 1', [0.0747738, -0.144512, 1.0]], ['2, k, 2', [0.0414394, 0.136513, 1.0]], ['2, k, 3', [0.0289315, 0.246627, 1.0]], ['2, k, 4', [-0.0992742, 0.0536808, 1.0]], ['2, k, 5', [-0.182962, -0.0996757, 1.0]], ['2, k, 6', [-0.0932641, -0.229304, 1.0]], ['2, k, 7', [-0.0276167, -0.266002, 1.0]], ['2, k, 8', [0.19523, 0.0482452, 1.0]], ['2, k, 9', [0.371924, 0.0103506, 1.0]], ['2, k, 10', [0.235803, -0.110602, 1.0]], ['2, k, 11', [0.2384, -0.139632, 1.0]], ['2, k, 12', [0.0487325, -0.430399, 1.0]], ['2, k, 13', [-0.0351753, -0.792983, 1.0]], ['2, k, 14', [-0.135882, -1.10911, 1.0]], ['2, k, 15', [-0.145334, -1.1464, 1.0]], ['2, k, 16', [0.169827, -0.420004, 1.0]], ['2, k, 17', [0.201503, -0.725029, 1.0]], ['2, k, 18', [0.168551, -1.07813, 1.0]], ['2, k, 19', [0.15624, -1.11573, 1.0]], ['2, k, 20', [0.0495274, 0.0662815, 1.0]], ['2, k, 21', [-0.00845163, -0.310004, 1.0]], ['2, k, 22', [-0.00212671, -0.223291, 1.0]], ['2, k, 23', [0.229837, -0.161198, 1.0]], ['2, k, 24', [0.256748, -0.19281, 1.0]]]
