[['2, k, 0', [0.0582143, -0.438272, 1.0]], ['2, k, 1', [0.0503105, -0.146482, 1.0]], ['2, k, 2', [0.0423576, 0.140488, 1.0]], ['2, k, 3', [0.0576131, 0.281857, 1.0]], ['2, k, 4', [-0.0829057, 0.0744725, 1.0]], ['2, k, 5', [-0.16685, 0.192312, 1.0]], ['2, k, 6', [-0.203271, 0.381659, 1.0]], ['2, k, 7', [-0.216112, 0.417954, 1.0]], ['2, k, 8', [0.197643, 0.0916301, 1.0]], ['2, k, 9', [0.293779, 0.265658, 1.0]], ['2, k, 10', [0.347047, 0.460028, 1.0]], ['2, k, 11', [0.36256, 0.524435, 1.0]], ['2, k, 12', [-0.00614473, -0.437656, 1.0]], ['2, k, 13', [-0.144799, -0.689529, 1.0]], ['2, k, 14', [-0.059967, -0.88157, 1.0]], ['2, k, 15', [-0.0600072, -0.992089, 1.0]], ['2, k, 16', [0.121357, -0.429794, 1.0]], ['2, k, 17', [0.135369, -0.712182, 1.0]], ['2, k, 18', [0.137928, -0.878106, 1.0]], ['2, k, 19', [0.142235, -0.987986, 1.0]], ['2, k, 20', [0.0443609, 0.0693979, 1.0]], ['2, k, 21', [-0.237662, 0.465037, 1.0]], ['2, k, 22', [-0.196099, 0.436846, 1.0]], ['2, k, 23', [0.389036, 0.566294, 1.0]], ['2, k, 24', [0.322433, 0.548406, 1.0]]]
[['2, k, 0', [0.0435221, -0.429377, 1.0]], ['2, k, 1', [0.0377111, -0.142345, 1.0]], ['2, k, 2', [0.0352742, 0.136723, 1.0]], ['2, k, 3', [0.0580936, 0.271474, 1.0]], ['2, k, 4', [-0.0718295, 0.07123, 1.0]], ['2, k, 5', [-0.0946754, -0.0415527, 1.0]], ['2, k, 6', [-0.0484313, -0.107594, 1.0]], ['2, k, 7', [-0.0358033, -0.116847, 1.0]], ['2, k, 8', [0.193733, 0.0692348, 1.0]], ['2, k, 9', [0.356935, -0.015194, 1.0]], ['2, k, 10', [0.478492, -0.045792, 1.0]], ['2, k, 11', [0.575149, -0.0689802, 1.0]], ['2, k, 12', [-0.0147402, -0.421665, 1.0]], ['2, k, 13', [-0.0612863, -0.664241, 1.0]], ['2, k, 14', [-0.0555963, -0.895064, 1.0]], ['2, k, 15', [-0.114007, -0.957296, 1.0]], ['2, k, 16', [0.0977981, -0.422061, 1.0]], ['2, k, 17', [0.140433, -0.679063, 1.0]], ['2, k, 18', [0.147779, -0.900072, 1.0]], ['2, k, 19', [0.185785, -0.948916, 1.0]], ['2, k, 20', [0.0356998, 0.067971, 1.0]], ['2, k, 21', [-0.0567684, -0.119046, 1.0]], ['2, k, 22', [-0.0964015, -0.115515, 1.0]], ['2, k, 23', [0.60472, -0.0708277, 1.0]], ['2, k, 24', [0.623172, -0.0540662, 1.0]]]
[['2, k, 0', [0.0438169, -0.429853, 1.0]], ['2, k, 1', [0.0395051, -0.145007, 1.0]], ['2, k, 2', [0.0371792, 0.133315, 1.0]], ['2, k, 3', [0.0601581, 0.270484, 1.0]], ['2, k, 4', [-0.0710866, 0.0686316, 1.0]], ['2, k, 5', [-0.102408, -0.0402703, 1.0]], ['2, k, 6', [-0.0936605, -0.124122, 1.0]], ['2, k, 7', [-0.109024, -0.121009, 1.0]], ['2, k, 8', [0.197616, 0.0636135, 1.0]], ['2, k, 9', [0.342175, -0.0163886, 1.0]], ['2, k, 10', [0.456281, -0.0577906, 1.0]], ['2, k, 11', [0.542928, -0.0764725, 1.0]], ['2, k, 12', [-0.0149785, -0.423579, 1.0]], ['2, k, 13', [-0.0614745, -0.66748, 1.0]], ['2, k, 14', [-0.0554743, -0.895364, 1.0]], ['2, k, 15', [-0.091472, -0.971558, 1.0]], ['2, k, 16', [0.100425, -0.424406, 1.0]], ['2, k, 17', [0.141537, -0.680691, 1.0]], ['2, k, 18', [0.148622, -0.899388, 1.0]], ['2, k, 19', [0.179973, -0.948384, 1.0]], ['2, k, 20', [0.037698, 0.0645474, 1.0]], ['2, k, 21', [-0.152342, -0.131249, 1.0]], ['2, k, 22', [-0.156658, -0.115024, 1.0]], ['2, k, 23', [0.599194, -0.0704233, 1.0]], ['2, k, 24', [0.561396, -0.0472621, 1.0]]]
[['2, k, 0', [0.0441456, -0.430242, 1.0]], ['2, k, 1', [0.0423761, -0.147606, 1.0]], ['2, k, 2', [0.0426865, 0.128647, 1.0]], ['2, k, 3', [0.0612116, 0.268453, 1.0]], ['2, k, 4', [-0.0714478, 0.0660726, 1.0]], ['2, k, 5', [-0.119665, -0.0437718, 1.0]], ['2, k, 6', [-0.123683, -0.114064, 1.0]], ['2, k, 7', [-0.168705, -0.119461, 1.0]], ['2, k, 8', [0.197925, 0.0650508, 1.0]], ['2, k, 9', [0.337984, -0.0182014, 1.0]], ['2, k, 10', [0.435092, -0.0701738, 1.0]], ['2, k, 11', [0.509992, -0.082712, 1.0]], ['2, k, 12', [-0.0150119, -0.425154, 1.0]], ['2, k, 13', [-0.0463381, -0.667903, 1.0]], ['2, k, 14', [-0.0527121, -0.903644, 1.0]], ['2, k, 15', [-0.103438, -0.971306, 1.0]], ['2, k, 16', [0.102595, -0.425802, 1.0]], ['2, k, 17', [0.136644, -0.680456, 1.0]], ['2, k, 18', [0.14934, -0.900744, 1.0]], ['2, k, 19', [0.178784, -0.94973, 1.0]], ['2, k, 20', [0.0425469, 0.0603448, 1.0]], ['2, k, 21', [-0.232926, -0.130487, 1.0]], ['2, k, 22', [-0.156301, -0.14408, 1.0]], ['2, k, 23', [0.57005, -0.0836226, 1.0]], ['2, k, 24', [0.556614, -0.0714987, 1.0]]]
[['2, k, 0', [0.0442883, -0.430514, 1.0]], ['2, k, 1', [0.0437535, -0.14848, 1.0]], ['2, k, 2', [0.0450542, 0.127865, 1.0]], ['2, k, 3', [0.0617164, 0.267873, 1.0]], ['2, k, 4', [-0.0719531, 0.0656025, 1.0]], ['2, k, 5', [-0.149378, -0.0592266, 1.0]], ['2, k, 6', [-0.205949, -0.102089, 1.0]], ['2, k, 7', [-0.209817, -0.114133, 1.0]], ['2, k, 8', [0.197089, 0.0613854, 1.0]], ['2, k, 9', [0.324445, -0.0214836, 1.0]], ['2, k, 10', [0.446497, -0.0667915, 1.0]], ['2, k, 11', [0.493792, -0.0886952, 1.0]], ['2, k, 12', [-0.0156166, -0.426374, 1.0]], ['2, k, 13', [-0.0450136, -0.671117, 1.0]], ['2, k, 14', [-0.0526199, -0.90399, 1.0]], ['2, k, 15', [-0.10799, -0.967038, 1.0]], ['2, k, 16', [0.104084, -0.4267, 1.0]], ['2, k, 17', [0.13813, -0.680365, 1.0]], ['2, k, 18', [0.150922, -0.90109, 1.0]], ['2, k, 19', [0.147976, -1.01731, 1.0]], ['2, k, 20', [0.0446805, 0.0594842, 1.0]], ['2, k, 21', [-0.270058, -0.125727, 1.0]], ['2, k, 22', [-0.206315, -0.139147, 1.0]], ['2, k, 23', [0.556941, -0.0960511, 1.0]], ['2, k, 24', [0.519052, -0.078508, 1.0]]]
[['2, k, 0', [0.0449135, -0.430332, 1.0]], ['2, k, 1', [0.0487939, -0.149837, 1.0]], ['2, k, 2', [0.0549576, 0.124482, 1.0]], ['2, k, 3', [0.0642047, 0.263848, 1.0]], ['2, k, 4', [-0.073468, 0.0593634, 1.0]], ['2, k, 5', [-0.177349, -0.0298358, 1.0]], ['2, k, 6', [-0.271577, -0.0994371, 1.0]], ['2, k, 7', [-0.301143, -0.104047, 1.0]], ['2, k, 8', [0.19928, 0.0607384, 1.0]], ['2, k, 9', [0.279272, -0.000909798, 1.0]], ['2, k, 10', [0.307688, -0.051627, 1.0]], ['2, k, 11', [0.316883, -0.104367, 1.0]], ['2, k, 12', [-0.015395, -0.425089, 1.0]], ['2, k, 13', [-0.0451801, -0.673407, 1.0]], ['2, k, 14', [-0.050953, -0.904404, 1.0]], ['2, k, 15', [-0.124962, -0.949634, 1.0]], ['2, k, 16', [0.106831, -0.426504, 1.0]], ['2, k, 17', [0.140793, -0.677544, 1.0]], ['2, k, 18', [0.156464, -0.909348, 1.0]], ['2, k, 19', [0.152607, -0.95823, 1.0]], ['2, k, 20', [0.0533529, 0.0566013, 1.0]], ['2, k, 21', [-0.351492, -0.100273, 1.0]], ['2, k, 22', [-0.34369, -0.114445, 1.0]], ['2, k, 23', [0.342872, -0.122456, 1.0]], ['2, k, 24', [0.259376, -0.100902, 1.0]]]
[['2, k, 0', [0.0453613, -0.42984, 1.0]], ['2, k, 1', [0.0506769, -0.149367, 1.0]], ['2, k, 2', [0.0581149, 0.124971, 1.0]], ['2, k, 3', [0.0644756, 0.262572, 1.0]], ['2, k, 4', [-0.0732474, 0.0623295, 1.0]], ['2, k, 5', [-0.219439, -0.0507116, 1.0]], ['2, k, 6', [-0.310013, -0.117608, 1.0]], ['2, k, 7', [-0.328105, -0.101046, 1.0]], ['2, k, 8', [0.199036, 0.0601468, 1.0]], ['2, k, 9', [0.271785, 0.00494369, 1.0]], ['2, k, 10', [0.30123, -0.047647, 1.0]], ['2, k, 11', [0.286132, -0.10199, 1.0]], ['2, k, 12', [-0.0151474, -0.423854, 1.0]], ['2, k, 13', [-0.0418566, -0.674084, 1.0]], ['2, k, 14', [-0.0497441, -0.904919, 1.0]], ['2, k, 15', [-0.121062, -0.953124, 1.0]], ['2, k, 16', [0.108506, -0.425032, 1.0]], ['2, k, 17', [0.141455, -0.673527, 1.0]], ['2, k, 18', [0.156466, -0.909405, 1.0]], ['2, k, 19', [0.146103, -1.02512, 1.0]], ['2, k, 20', [0.0562169, 0.0570751, 1.0]], ['2, k, 21', [-0.358138, -0.0947858, 1.0]], ['2, k, 22', [-0.366461, -0.113352, 1.0]], ['2, k, 23', [0.319063, -0.109641, 1.0]], ['2, k, 24', [0.241876, -0.118077, 1.0]]]
[['2, k, 0', [0.0452744, -0.430563, 1.0]], ['2, k, 1', [0.0546962, -0.149235, 1.0]], ['2, k, 2', [0.072244, 0.129492, 1.0]], ['2, k, 3', [0.0646759, 0.26258, 1.0]], ['2, k, 4', [-0.0735869, 0.0666035, 1.0]], ['2, k, 5', [-0.199158, -0.0159633, 1.0]], ['2, k, 6', [-0.32424, -0.106606, 1.0]], ['2, k, 7', [-0.380458, -0.0932104, 1.0]], ['2, k, 8', [0.195092, 0.0348201, 1.0]], ['2, k, 9', [0.279968, -0.00372477, 1.0]], ['2, k, 10', [0.239071, -0.0634284, 1.0]], ['2, k, 11', [0.216488, -0.104192, 1.0]], ['2, k, 12', [-0.0157255, -0.425532, 1.0]], ['2, k, 13', [-0.0422238, -0.677532, 1.0]], ['2, k, 14', [-0.0501272, -0.905548, 1.0]], ['2, k, 15', [-0.0782744, -0.984381, 1.0]], ['2, k, 16', [0.107265, -0.428389, 1.0]], ['2, k, 17', [0.142524, -0.673936, 1.0]], ['2, k, 18', [0.156306, -0.910151, 1.0]], ['2, k, 19', [0.150509, -1.02576, 1.0]], ['2, k, 20', [0.0672797, 0.0600903, 1.0]], ['2, k, 21', [-0.424405, -0.0907485, 1.0]], ['2, k, 22', [-0.431445, -0.0975281, 1.0]], ['2, k, 23', [0.200131, -0.132512, 1.0]], ['2, k, 24', [0.170015, -0.104698, 1.0]]]
[['2, k, 0', [0.0454626, -0.430496, 1.0]], ['2, k, 1', [0.0584014, -0.147925, 1.0]], ['2, k, 2', [0.0773274, 0.131584, 1.0]], ['2, k, 3', [0.0650568, 0.261842, 1.0]], ['2, k, 4', [-0.0721501, 0.066347, 1.0]], ['2, k, 5', [-0.223913, -0.0309412, 1.0]], ['2, k, 6', [-0.36314, -0.110089, 1.0]], ['2, k, 7', [-0.405435, -0.0952958, 1.0]], ['2, k, 8', [0.19472, 0.0352573, 1.0]], ['2, k, 9', [0.266651, -0.0160559, 1.0]], ['2, k, 10', [0.213072, -0.0568153, 1.0]], ['2, k, 11', [0.157773, -0.102058, 1.0]], ['2, k, 12', [-0.0153072, -0.425126, 1.0]], ['2, k, 13', [-0.0424738, -0.677209, 1.0]], ['2, k, 14', [-0.0478511, -0.904312, 1.0]], ['2, k, 15', [-0.0741528, -0.952213, 1.0]], ['2, k, 16', [0.107311, -0.428248, 1.0]], ['2, k, 17', [0.143307, -0.672759, 1.0]], ['2, k, 18', [0.153086, -0.90741, 1.0]], ['2, k, 19', [0.146533, -1.02327, 1.0]], ['2, k, 20', [0.0724348, 0.0621743, 1.0]], ['2, k, 21', [-0.448965, -0.0901526, 1.0]], ['2, k, 22', [-0.452821, -0.0907683, 1.0]], ['2, k, 23', [0.162506, -0.100781, 1.0]], ['2, k, 24', [0.104555, -0.101814, 1.0]]]
[['2, k, 0', [0.0458213, -0.430081, 1.0]], ['2, k, 1', [0.0603422, -0.14791, 1.0]], ['2, k, 2', [0.0796981, 0.130315, 1.0]], ['2, k, 3', [0.0657244, 0.26165, 1.0]], ['2, k, 4', [-0.0695964, 0.0619559, 1.0]], ['2, k, 5', [-0.230792, -0.0177361, 1.0]], ['2, k, 6', [-0.388986, -0.103057, 1.0]], ['2, k, 7', [-0.428161, -0.0928553, 1.0]], ['2, k, 8', [0.193131, 0.0369679, 1.0]], ['2, k, 9', [0.240462, -0.0156802, 1.0]], ['2, k, 10', [0.169916, -0.0593046, 1.0]], ['2, k, 11', [0.093084, -0.100003, 1.0]], ['2, k, 12', [-0.014341, -0.424409, 1.0]], ['2, k, 13', [-0.0422652, -0.676791, 1.0]], ['2, k, 14', [-0.0472504, -0.904153, 1.0]], ['2, k, 15', [-0.0773884, -0.95181, 1.0]], ['2, k, 16', [0.107133, -0.4271, 1.0]], ['2, k, 17', [0.143954, -0.670913, 1.0]], ['2, k, 18', [0.15378, -0.907748, 1.0]], ['2, k, 19', [0.147229, -1.02348, 1.0]], ['2, k, 20', [0.0747376, 0.0613133, 1.0]], ['2, k, 21', [-0.472119, -0.0974956, 1.0]], ['2, k, 22', [-0.48192, -0.0936194, 1.0]], ['2, k, 23', [0.0866925, -0.100636, 1.0]], ['2, k, 24', [0.0299016, -0.0994774, 1.0]]]
[['2, k, 0', [0.0460214, -0.428465, 1.0]], ['2, k, 1', [0.0619719, -0.146918, 1.0]], ['2, k, 2', [0.0819322, 0.130419, 1.0]], ['2, k, 3', [0.0682913, 0.26091, 1.0]], ['2, k, 4', [-0.0701981, 0.0615535, 1.0]], ['2, k, 5', [-0.238217, -0.0341271, 1.0]], ['2, k, 6', [-0.393194, -0.090614, 1.0]], ['2, k, 7', [-0.464852, -0.089292, 1.0]], ['2, k, 8', [0.192889, 0.0399796, 1.0]], ['2, k, 9', [0.201369, -0.0255878, 1.0]], ['2, k, 10', [0.143975, -0.0738717, 1.0]], ['2, k, 11', [0.0488493, -0.0981256, 1.0]], ['2, k, 12', [-0.0137238, -0.422515, 1.0]], ['2, k, 13', [-0.0417053, -0.674765, 1.0]], ['2, k, 14', [-0.0439903, -0.901352, 1.0]], ['2, k, 15', [-0.0765344, -0.948879, 1.0]], ['2, k, 16', [0.106538, -0.425504, 1.0]], ['2, k, 17', [0.1439, -0.669055, 1.0]], ['2, k, 18', [0.155342, -0.908349, 1.0]], ['2, k, 19', [0.151584, -1.02402, 1.0]], ['2, k, 20', [0.0768555, 0.0616776, 1.0]], ['2, k, 21', [-0.519285, -0.0789362, 1.0]], ['2, k, 22', [-0.483212, -0.101159, 1.0]], ['2, k, 23', [0.030074, -0.096585, 1.0]], ['2, k, 24', [0.01644, -0.0866013, 1.0]]]
[['2, k, 0', [0.0462373, -0.426107, 1.0]], ['2, k, 1', [0.0607735, -0.146595, 1.0]], ['2, k, 2', [0.0734283, 0.127397, 1.0]], ['2, k, 3', [0.0688359, 0.262281, 1.0]], ['2, k, 4', [-0.069268, 0.0614693, 1.0]], ['2, k, 5', [-0.245582, -0.0305156, 1.0]], ['2, k, 6', [-0.456655, -0.0922368, 1.0]], ['2, k, 7', [-0.50577, -0.0826202, 1.0]], ['2, k, 8', [0.194479, 0.0427184, 1.0]], ['2, k, 9', [0.186549, -0.0257444, 1.0]], ['2, k, 10', [0.104397, -0.0634873, 1.0]], ['2, k, 11', [-0.00414347, -0.0961395, 1.0]], ['2, k, 12', [-0.0126585, -0.420199, 1.0]], ['2, k, 13', [-0.0391172, -0.672939, 1.0]], ['2, k, 14', [-0.0424244, -0.892499, 1.0]], ['2, k, 15', [-0.0783684, -0.939891, 1.0]], ['2, k, 16', [0.105159, -0.422177, 1.0]], ['2, k, 17', [0.1461, -0.665259, 1.0]], ['2, k, 18', [0.156689, -0.909276, 1.0]], ['2, k, 19', [0.175282, -0.990259, 1.0]], ['2, k, 20', [0.0710147, 0.0599889, 1.0]], ['2, k, 21', [-0.541889, -0.0807039, 1.0]], ['2, k, 22', [-0.500854, -0.0933635, 1.0]], ['2, k, 23', [-0.0223744, -0.0949842, 1.0]], ['2, k, 24', [-0.0399347, -0.0941231, 1.0]]]
[['2, k, 0', [0.046283, -0.425163, 1.0]], ['2, k, 1', [0.0620757, -0.145948, 1.0]], ['2, k, 2', [0.0783915, 0.127781, 1.0]], ['2, k, 3', [0.0697909, 0.260426, 1.0]], ['2, k, 4', [-0.068917, 0.0606866, 1.0]], ['2, k, 5', [-0.253383, -0.0292375, 1.0]], ['2, k, 6', [-0.476669, -0.08259, 1.0]], ['2, k, 7', [-0.503735, -0.0828262, 1.0]], ['2, k, 8', [0.195493, 0.0404914, 1.0]], ['2, k, 9', [0.143114, -0.039139, 1.0]], ['2, k, 10', [0.0476824, -0.0803218, 1.0]], ['2, k, 11', [-0.0343621, -0.0932745, 1.0]], ['2, k, 12', [-0.0117002, -0.418143, 1.0]], ['2, k, 13', [-0.0380882, -0.671409, 1.0]], ['2, k, 14', [-0.0435899, -0.894513, 1.0]], ['2, k, 15', [-0.081749, -0.941721, 1.0]], ['2, k, 16', [0.104092, -0.421365, 1.0]], ['2, k, 17', [0.146638, -0.66369, 1.0]], ['2, k, 18', [0.156869, -0.914173, 1.0]], ['2, k, 19', [0.164518, -0.997049, 1.0]], ['2, k, 20', [0.0744929, 0.0603462, 1.0]], ['2, k, 21', [-0.549965, -0.0711505, 1.0]], ['2, k, 22', [-0.456522, -0.0789012, 1.0]], ['2, k, 23', [-0.0427429, -0.0916008, 1.0]], ['2, k, 24', [-0.0547244, -0.087499, 1.0]]]
[['2, k, 0', [0.0472069, -0.422563, 1.0]], ['2, k, 1', [0.0658227, -0.143582, 1.0]], ['2, k, 2', [0.0869541, 0.130077, 1.0]], ['2, k, 3', [0.06943, 0.260381, 1.0]], ['2, k, 4', [-0.067705, 0.0597554, 1.0]], ['2, k, 5', [-0.249469, -0.0246554, 1.0]], ['2, k, 6', [-0.464611, -0.0996208, 1.0]], ['2, k, 7', [-0.517022, -0.0791753, 1.0]], ['2, k, 8', [0.205853, 0.0407665, 1.0]], ['2, k, 9', [0.125303, -0.0454989, 1.0]], ['2, k, 10', [-0.000824352, -0.0715143, 1.0]], ['2, k, 11', [-0.106299, -0.0962678, 1.0]], ['2, k, 12', [-0.00772468, -0.414141, 1.0]], ['2, k, 13', [-0.0364845, -0.667978, 1.0]], ['2, k, 14', [-0.045579, -0.902168, 1.0]], ['2, k, 15', [-0.0958155, -0.948244, 1.0]], ['2, k, 16', [0.103186, -0.41958, 1.0]], ['2, k, 17', [0.149339, -0.661416, 1.0]], ['2, k, 18', [0.156704, -0.912869, 1.0]], ['2, k, 19', [0.104537, -0.958867, 1.0]], ['2, k, 20', [0.0815712, 0.0625505, 1.0]], ['2, k, 21', [-0.572617, -0.0652241, 1.0]], ['2, k, 22', [-0.518302, -0.0874714, 1.0]], ['2, k, 23', [-0.131947, -0.094345, 1.0]], ['2, k, 24', [-0.138659, -0.0767401, 1.0]]]
[['2, k, 0', [0.0479416, -0.418918, 1.0]], ['2, k, 1', [0.0684793, -0.141058, 1.0]], ['2, k, 2', [0.0917859, 0.131339, 1.0]], ['2, k, 3', [0.0685738, 0.260833, 1.0]], ['2, k, 4', [-0.0713627, 0.0579297, 1.0]], ['2, k, 5', [-0.275104, -0.0394768, 1.0]], ['2, k, 6', [-0.511757, -0.0691314, 1.0]], ['2, k, 7', [-0.530178, -0.0695874, 1.0]], ['2, k, 8', [0.205827, 0.0394817, 1.0]], ['2, k, 9', [0.0724487, -0.0457853, 1.0]], ['2, k, 10', [-0.0663042, -0.0750562, 1.0]], ['2, k, 11', [-0.149827, -0.0934675, 1.0]], ['2, k, 12', [-0.00536783, -0.410639, 1.0]], ['2, k, 13', [-0.0391338, -0.664781, 1.0]], ['2, k, 14', [-0.0478859, -0.903953, 1.0]], ['2, k, 15', [-0.100213, -0.949892, 1.0]], ['2, k, 16', [0.101902, -0.416266, 1.0]], ['2, k, 17', [0.147516, -0.657969, 1.0]], ['2, k, 18', [0.157171, -0.912274, 1.0]], ['2, k, 19', [0.102887, -0.958157, 1.0]], ['2, k, 20', [0.0859057, 0.0641484, 1.0]], ['2, k, 21', [-0.589271, -0.0716758, 1.0]], ['2, k, 22', [-0.545235, -0.0807199, 1.0]], ['2, k, 23', [-0.182326, -0.101845, 1.0]], ['2, k, 24', [-0.129004, -0.0606681, 1.0]]]
[['2, k, 0', [0.0457484, -0.425364, 1.0]], ['2, k, 1', [0.0689087, -0.142664, 1.0]], ['2, k, 2', [0.0928891, 0.131524, 1.0]], ['2, k, 3', [0.0680247, 0.260293, 1.0]], ['2, k, 4', [-0.0726396, 0.0574817, 1.0]], ['2, k, 5', [-0.261923, -0.0339266, 1.0]], ['2, k, 6', [-0.466091, -0.0724227, 1.0]], ['2, k, 7', [-0.516728, -0.0788473, 1.0]], ['2, k, 8', [0.191118, 0.0160423, 1.0]], ['2, k, 9', [0.052999, -0.0501648, 1.0]], ['2, k, 10', [-0.136092, -0.0870432, 1.0]], ['2, k, 11', [-0.185117, -0.0937351, 1.0]], ['2, k, 12', [-0.00616297, -0.419795, 1.0]], ['2, k, 13', [-0.0418977, -0.678781, 1.0]], ['2, k, 14', [-0.0470236, -0.90305, 1.0]], ['2, k, 15', [-0.107958, -0.948008, 1.0]], ['2, k, 16', [0.0923781, -0.434461, 1.0]], ['2, k, 17', [0.148849, -0.661427, 1.0]], ['2, k, 18', [0.156945, -0.911968, 1.0]], ['2, k, 19', [0.156175, -1.02778, 1.0]], ['2, k, 20', [0.0867736, 0.0639289, 1.0]], ['2, k, 21', [-0.561466, -0.0713243, 1.0]], ['2, k, 22', [-0.518862, -0.0924936, 1.0]], ['2, k, 23', [-0.222546, -0.10245, 1.0]], ['2, k, 24', [-0.227253, -0.0842915, 1.0]]]
[['2, k, 0', [0.0453399, -0.426547, 1.0]], ['2, k, 1', [0.0685068, -0.143808, 1.0]], ['2, k, 2', [0.0920338, 0.13153, 1.0]], ['2, k, 3', [0.0674694, 0.260043, 1.0]], ['2, k, 4', [-0.0717561, 0.057678, 1.0]], ['2, k, 5', [-0.254078, -0.0273608, 1.0]], ['2, k, 6', [-0.455178, -0.0706563, 1.0]], ['2, k, 7', [-0.507789, -0.0799208, 1.0]], ['2, k, 8', [0.193178, 0.0211831, 1.0]], ['2, k, 9', [0.0449479, -0.0496884, 1.0]], ['2, k, 10', [-0.112563, -0.0826036, 1.0]], ['2, k, 11', [-0.210422, -0.0923346, 1.0]], ['2, k, 12', [-0.00658034, -0.419647, 1.0]], ['2, k, 13', [-0.0342286, -0.680617, 1.0]], ['2, k, 14', [-0.0480866, -0.905489, 1.0]], ['2, k, 15', [-0.05953, -0.987999, 1.0]], ['2, k, 16', [0.0924363, -0.435458, 1.0]], ['2, k, 17', [0.15054, -0.659193, 1.0]], ['2, k, 18', [0.157541, -0.912626, 1.0]], ['2, k, 19', [0.095395, -0.957692, 1.0]], ['2, k, 20', [0.0861079, 0.0634595, 1.0]], ['2, k, 21', [-0.557756, -0.0691769, 1.0]], ['2, k, 22', [-0.50559, -0.0962183, 1.0]], ['2, k, 23', [-0.244045, -0.0926932, 1.0]], ['2, k, 24', [-0.25489, -0.0829581, 1.0]]]
[['2, k, 0', [0.0451485, -0.427377, 1.0]], ['2, k, 1', [0.0680588, -0.144427, 1.0]], ['2, k, 2', [0.0907603, 0.131993, 1.0]], ['2, k, 3', [0.0652219, 0.260273, 1.0]], ['2, k, 4', [-0.0954484, 0.0462709, 1.0]], ['2, k, 5', [-0.260955, -0.0241281, 1.0]], ['2, k, 6', [-0.449934, -0.0866203, 1.0]], ['2, k, 7', [-0.500907, -0.074065, 1.0]], ['2, k, 8', [0.185985, 0.0188727, 1.0]], ['2, k, 9', [0.0128139, -0.0505096, 1.0]], ['2, k, 10', [-0.176395, -0.0945489, 1.0]], ['2, k, 11', [-0.23528, -0.0889102, 1.0]], ['2, k, 12', [-0.00506399, -0.420141, 1.0]], ['2, k, 13', [-0.0439514, -0.681504, 1.0]], ['2, k, 14', [-0.0484571, -0.905743, 1.0]], ['2, k, 15', [-0.0568281, -0.988643, 1.0]], ['2, k, 16', [0.0914417, -0.435411, 1.0]], ['2, k, 17', [0.150499, -0.658426, 1.0]], ['2, k, 18', [0.157592, -0.912357, 1.0]], ['2, k, 19', [0.0888962, -0.956647, 1.0]], ['2, k, 20', [0.0851119, 0.0635264, 1.0]], ['2, k, 21', [-0.546292, -0.0687648, 1.0]], ['2, k, 22', [-0.515885, -0.0917782, 1.0]], ['2, k, 23', [-0.263472, -0.0841652, 1.0]], ['2, k, 24', [-0.247393, -0.0984091, 1.0]]]
[['2, k, 0', [0.0444816, -0.428639, 1.0]], ['2, k, 1', [0.0677143, -0.14538, 1.0]], ['2, k, 2', [0.0908475, 0.132156, 1.0]], ['2, k, 3', [0.0642009, 0.259917, 1.0]], ['2, k, 4', [-0.101655, 0.0407754, 1.0]], ['2, k, 5', [-0.263734, -0.0216074, 1.0]], ['2, k, 6', [-0.450091, -0.0623187, 1.0]], ['2, k, 7', [-0.492102, -0.0653559, 1.0]], ['2, k, 8', [0.182897, 0.0173845, 1.0]], ['2, k, 9', [0.00988923, -0.0473399, 1.0]], ['2, k, 10', [-0.159213, -0.0875673, 1.0]], ['2, k, 11', [-0.26042, -0.0840427, 1.0]], ['2, k, 12', [-0.00405079, -0.42181, 1.0]], ['2, k, 13', [-0.0501042, -0.684711, 1.0]], ['2, k, 14', [-0.048508, -0.905738, 1.0]], ['2, k, 15', [-0.0691916, -0.986524, 1.0]], ['2, k, 16', [0.0880272, -0.436046, 1.0]], ['2, k, 17', [0.149094, -0.653957, 1.0]], ['2, k, 18', [0.158161, -0.911001, 1.0]], ['2, k, 19', [0.0884831, -0.955237, 1.0]], ['2, k, 20', [0.0850856, 0.0633326, 1.0]], ['2, k, 21', [-0.537366, -0.0647175, 1.0]], ['2, k, 22', [-0.479151, -0.0890793, 1.0]], ['2, k, 23', [-0.292777, -0.0849252, 1.0]], ['2, k, 24', [-0.292473, -0.10364, 1.0]]]
