[['2, k, 0', [-0.3805821, 0.008953178, 1.0]], ['2, k, 1', [-0.4068137, 0.3180874, 1.0]], ['2, k, 2', [-0.4300006, 0.6154908, 1.0]], ['2, k, 3', [-0.4440552, 0.750295, 1.0]], ['2, k, 4', [-0.601098, 0.4999654, 1.0]], ['2, k, 5', [-0.6771548, 0.293181, 1.0]], ['2, k, 6', [-0.6100245, 0.09337856, 1.0]], ['2, k, 7', [-0.5958892, 0.02937037, 1.0]], ['2, k, 8', [-0.2486613, 0.5339963, 1.0]], ['2, k, 9', [-0.1561728, 0.3239677, 1.0]], ['2, k, 10', [-0.1695682, 0.1354849, 1.0]], ['2, k, 11', [-0.1776822, 0.08511947, 1.0]], ['2, k, 12', [-0.4547597, 0.006841994, 1.0]], ['2, k, 13', [-0.4584133, -0.3530506, 1.0]], ['2, k, 14', [-0.4712783, -0.6519879, 1.0]], ['2, k, 15', [-0.4906688, -0.7272795, 1.0]], ['2, k, 16', [-0.294267, 0.01035195, 1.0]], ['2, k, 17', [-0.2594261, -0.3919059, 1.0]], ['2, k, 18', [-0.1874009, -0.6647576, 1.0]], ['2, k, 19', [-0.1592859, -0.7118418, 1.0]], ['2, k, 20', [-0.4246708, 0.5427124, 1.0]], ['2, k, 21', [-0.5986623, -0.04132006, 1.0]], ['2, k, 22', [-0.6226319, 0.06478098, 1.0]], ['2, k, 23', [-0.1267198, 0.01736545, 1.0]], ['2, k, 24', [-0.2428797, 0.03176742, 1.0]]]
[['2, k, 0', [-0.3871853, 0.01568025, 1.0]], ['2, k, 1', [-0.4115105, 0.3205439, 1.0]], ['2, k, 2', [-0.4323688, 0.6166711, 1.0]], ['2, k, 3', [-0.4341379, 0.7511809, 1.0]], ['2, k, 4', [-0.5979756, 0.5019044, 1.0]], ['2, k, 5', [-0.6816439, 0.2805164, 1.0]], ['2, k, 6', [-0.632759, 0.07454699, 1.0]], ['2, k, 7', [-0.6056944, 0.0302217, 1.0]], ['2, k, 8', [-0.24401, 0.5536953, 1.0]], ['2, k, 9', [-0.08927343, 0.4038017, 1.0]], ['2, k, 10', [-0.1488915, 0.5934869, 1.0]], ['2, k, 11', [-0.1788778, 0.5849457, 1.0]], ['2, k, 12', [-0.4611735, 0.01428509, 1.0]], ['2, k, 13', [-0.4554956, -0.3557874, 1.0]], ['2, k, 14', [-0.4733201, -0.6530491, 1.0]], ['2, k, 15', [-0.4894922, -0.7260028, 1.0]], ['2, k, 16', [-0.3009108, 0.0166294, 1.0]], ['2, k, 17', [-0.2710958, -0.3775458, 1.0]], ['2, k, 18', [-0.1924279, -0.6415722, 1.0]], ['2, k, 19', [-0.1610209, -0.7050493, 1.0]], ['2, k, 20', [-0.4275844, 0.5440632, 1.0]], ['2, k, 21', [-0.5642505, -0.0753122, 1.0]], ['2, k, 22', [-0.658313, 0.04493888, 1.0]], ['2, k, 23', [-0.1962762, 0.6522388, 1.0]], ['2, k, 24', [-0.2473134, 0.5526053, 1.0]]]
[['2, k, 0', [-0.3872026, 0.01573745, 1.0]], ['2, k, 1', [-0.4115037, 0.3206491, 1.0]], ['2, k, 2', [-0.4323576, 0.6166823, 1.0]], ['2, k, 3', [-0.4341655, 0.7512169, 1.0]], ['2, k, 4', [-0.5979787, 0.501971, 1.0]], ['2, k, 5', [-0.6816491, 0.28052, 1.0]], ['2, k, 6', [-0.632984, 0.07452696, 1.0]], ['2, k, 7', [-0.6053057, 0.0296558, 1.0]], ['2, k, 8', [-0.2439263, 0.5533315, 1.0]], ['2, k, 9', [-0.0893931, 0.4033507, 1.0]], ['2, k, 10', [-0.1497738, 0.5923122, 1.0]], ['2, k, 11', [-0.1783088, 0.5824482, 1.0]], ['2, k, 12', [-0.4611849, 0.01433794, 1.0]], ['2, k, 13', [-0.4555076, -0.3556932, 1.0]], ['2, k, 14', [-0.4734926, -0.652903, 1.0]], ['2, k, 15', [-0.4892403, -0.7258584, 1.0]], ['2, k, 16', [-0.3009343, 0.01668212, 1.0]], ['2, k, 17', [-0.2706072, -0.3750256, 1.0]], ['2, k, 18', [-0.1949641, -0.636095, 1.0]], ['2, k, 19', [-0.1613597, -0.7043734, 1.0]], ['2, k, 20', [-0.4275779, 0.5440928, 1.0]], ['2, k, 21', [-0.5658084, -0.07552522, 1.0]], ['2, k, 22', [-0.6545631, 0.0296831, 1.0]], ['2, k, 23', [-0.1921927, 0.643805, 1.0]], ['2, k, 24', [-0.2470281, 0.5538793, 1.0]]]
[['2, k, 0', [-0.3872568, 0.01572026, 1.0]], ['2, k, 1', [-0.4114788, 0.3206573, 1.0]], ['2, k, 2', [-0.4322404, 0.6166148, 1.0]], ['2, k, 3', [-0.4341531, 0.7512503, 1.0]], ['2, k, 4', [-0.597981, 0.5020408, 1.0]], ['2, k, 5', [-0.6821105, 0.2806027, 1.0]], ['2, k, 6', [-0.6332802, 0.07464336, 1.0]], ['2, k, 7', [-0.6050317, 0.02769699, 1.0]], ['2, k, 8', [-0.2436974, 0.5529145, 1.0]], ['2, k, 9', [-0.09092352, 0.401353, 1.0]], ['2, k, 10', [-0.1503881, 0.5894518, 1.0]], ['2, k, 11', [-0.1789239, 0.5765246, 1.0]], ['2, k, 12', [-0.4612858, 0.01434194, 1.0]], ['2, k, 13', [-0.4554851, -0.355794, 1.0]], ['2, k, 14', [-0.4740778, -0.6523893, 1.0]], ['2, k, 15', [-0.4900004, -0.726254, 1.0]], ['2, k, 16', [-0.3009506, 0.01664336, 1.0]], ['2, k, 17', [-0.2699007, -0.3751785, 1.0]], ['2, k, 18', [-0.1940327, -0.6368303, 1.0]], ['2, k, 19', [-0.1622934, -0.7035569, 1.0]], ['2, k, 20', [-0.4275038, 0.5440599, 1.0]], ['2, k, 21', [-0.5659567, -0.0798454, 1.0]], ['2, k, 22', [-0.666829, 0.05945722, 1.0]], ['2, k, 23', [-0.195494, 0.6408879, 1.0]], ['2, k, 24', [-0.2452373, 0.5461793, 1.0]]]
[['2, k, 0', [-0.3873639, 0.01572003, 1.0]], ['2, k, 1', [-0.4114693, 0.3207074, 1.0]], ['2, k, 2', [-0.4321235, 0.6166351, 1.0]], ['2, k, 3', [-0.4341484, 0.7512555, 1.0]], ['2, k, 4', [-0.5979884, 0.5020441, 1.0]], ['2, k, 5', [-0.6820869, 0.2809278, 1.0]], ['2, k, 6', [-0.6336217, 0.07486619, 1.0]], ['2, k, 7', [-0.6055781, 0.02923909, 1.0]], ['2, k, 8', [-0.244449, 0.5518498, 1.0]], ['2, k, 9', [-0.09254313, 0.3995585, 1.0]], ['2, k, 10', [-0.1510733, 0.5857876, 1.0]], ['2, k, 11', [-0.2113358, 0.5895934, 1.0]], ['2, k, 12', [-0.4614685, 0.01437095, 1.0]], ['2, k, 13', [-0.4554669, -0.3557712, 1.0]], ['2, k, 14', [-0.4741734, -0.6525278, 1.0]], ['2, k, 15', [-0.4895093, -0.7255485, 1.0]], ['2, k, 16', [-0.3010015, 0.01662111, 1.0]], ['2, k, 17', [-0.269915, -0.3750817, 1.0]], ['2, k, 18', [-0.1942148, -0.6372791, 1.0]], ['2, k, 19', [-0.1622956, -0.7035406, 1.0]], ['2, k, 20', [-0.4274298, 0.5440907, 1.0]], ['2, k, 21', [-0.5647855, -0.07504035, 1.0]], ['2, k, 22', [-0.6551522, 0.03784921, 1.0]], ['2, k, 23', [-0.2673737, 0.634562, 1.0]], ['2, k, 24', [-0.2851074, 0.5454406, 1.0]]]
[['2, k, 0', [-0.3874083, 0.01573295, 1.0]], ['2, k, 1', [-0.4114815, 0.3207797, 1.0]], ['2, k, 2', [-0.4320999, 0.6166904, 1.0]], ['2, k, 3', [-0.4341052, 0.7512836, 1.0]], ['2, k, 4', [-0.5980153, 0.5020502, 1.0]], ['2, k, 5', [-0.682116, 0.28122, 1.0]], ['2, k, 6', [-0.6339999, 0.0751254, 1.0]], ['2, k, 7', [-0.6074644, 0.03039668, 1.0]], ['2, k, 8', [-0.2451864, 0.5512448, 1.0]], ['2, k, 9', [-0.09447133, 0.3979075, 1.0]], ['2, k, 10', [-0.1524303, 0.5808217, 1.0]], ['2, k, 11', [-0.2113566, 0.5899503, 1.0]], ['2, k, 12', [-0.4615431, 0.01437416, 1.0]], ['2, k, 13', [-0.4554696, -0.3556337, 1.0]], ['2, k, 14', [-0.4740933, -0.6526074, 1.0]], ['2, k, 15', [-0.4893478, -0.7254439, 1.0]], ['2, k, 16', [-0.301024, 0.01663807, 1.0]], ['2, k, 17', [-0.2697961, -0.3748706, 1.0]], ['2, k, 18', [-0.1946564, -0.6363682, 1.0]], ['2, k, 19', [-0.162508, -0.7035774, 1.0]], ['2, k, 20', [-0.4274177, 0.5441524, 1.0]], ['2, k, 21', [-0.5681899, -0.07935332, 1.0]], ['2, k, 22', [-0.6613196, 0.05470986, 1.0]], ['2, k, 23', [-0.2546784, 0.6396165, 1.0]], ['2, k, 24', [-0.2822921, 0.5477333, 1.0]]]
[['2, k, 0', [-0.3881713, 0.01474341, 1.0]], ['2, k, 1', [-0.4115745, 0.320547, 1.0]], ['2, k, 2', [-0.4319266, 0.6165478, 1.0]], ['2, k, 3', [-0.4336721, 0.7512728, 1.0]], ['2, k, 4', [-0.5980952, 0.5019589, 1.0]], ['2, k, 5', [-0.6821501, 0.2812259, 1.0]], ['2, k, 6', [-0.634536, 0.07499462, 1.0]], ['2, k, 7', [-0.6067516, 0.03058605, 1.0]], ['2, k, 8', [-0.245323, 0.5423961, 1.0]], ['2, k, 9', [-0.09288218, 0.3909878, 1.0]], ['2, k, 10', [-0.1463846, 0.5556312, 1.0]], ['2, k, 11', [-0.1697182, 0.5862929, 1.0]], ['2, k, 12', [-0.4623443, 0.01367511, 1.0]], ['2, k, 13', [-0.4554743, -0.355642, 1.0]], ['2, k, 14', [-0.4737176, -0.6524393, 1.0]], ['2, k, 15', [-0.489854, -0.7261559, 1.0]], ['2, k, 16', [-0.3017283, 0.01530511, 1.0]], ['2, k, 17', [-0.269777, -0.3747089, 1.0]], ['2, k, 18', [-0.1937849, -0.6401399, 1.0]], ['2, k, 19', [-0.1626517, -0.7041812, 1.0]], ['2, k, 20', [-0.4273342, 0.5440153, 1.0]], ['2, k, 21', [-0.5668883, -0.07936905, 1.0]], ['2, k, 22', [-0.652892, 0.037644, 1.0]], ['2, k, 23', [-0.2052526, 0.6513011, 1.0]], ['2, k, 24', [-0.2158507, 0.5479427, 1.0]]]
[['2, k, 0', [-0.3886704, 0.01418825, 1.0]], ['2, k, 1', [-0.4116217, 0.3204804, 1.0]], ['2, k, 2', [-0.4317862, 0.6165451, 1.0]], ['2, k, 3', [-0.433181, 0.7512878, 1.0]], ['2, k, 4', [-0.5981163, 0.5019857, 1.0]], ['2, k, 5', [-0.6822305, 0.2810317, 1.0]], ['2, k, 6', [-0.6348374, 0.07478689, 1.0]], ['2, k, 7', [-0.6060332, 0.03019584, 1.0]], ['2, k, 8', [-0.2457517, 0.5413703, 1.0]], ['2, k, 9', [-0.09348835, 0.3426795, 1.0]], ['2, k, 10', [-0.1354886, 0.5253584, 1.0]], ['2, k, 11', [-0.1487629, 0.5782516, 1.0]], ['2, k, 12', [-0.4626252, 0.01337428, 1.0]], ['2, k, 13', [-0.4554899, -0.3556064, 1.0]], ['2, k, 14', [-0.4737174, -0.6523401, 1.0]], ['2, k, 15', [-0.4894786, -0.7263597, 1.0]], ['2, k, 16', [-0.3024883, 0.01444255, 1.0]], ['2, k, 17', [-0.2697205, -0.3747306, 1.0]], ['2, k, 18', [-0.1937225, -0.6406595, 1.0]], ['2, k, 19', [-0.1624752, -0.7044579, 1.0]], ['2, k, 20', [-0.4272756, 0.5439935, 1.0]], ['2, k, 21', [-0.5674285, -0.0807623, 1.0]], ['2, k, 22', [-0.6567159, 0.04561581, 1.0]], ['2, k, 23', [-0.1734195, 0.6398617, 1.0]], ['2, k, 24', [-0.1793548, 0.5506575, 1.0]]]
[['2, k, 0', [-0.3895352, 0.01284027, 1.0]], ['2, k, 1', [-0.4116355, 0.3201423, 1.0]], ['2, k, 2', [-0.4312581, 0.6163743, 1.0]], ['2, k, 3', [-0.432848, 0.7513671, 1.0]], ['2, k, 4', [-0.5977116, 0.5019932, 1.0]], ['2, k, 5', [-0.6822649, 0.2809898, 1.0]], ['2, k, 6', [-0.6348795, 0.07476322, 1.0]], ['2, k, 7', [-0.6090076, 0.0325363, 1.0]], ['2, k, 8', [-0.2454922, 0.5378755, 1.0]], ['2, k, 9', [-0.1102005, 0.305599, 1.0]], ['2, k, 10', [-0.1176578, 0.4827192, 1.0]], ['2, k, 11', [-0.1260691, 0.5399021, 1.0]], ['2, k, 12', [-0.4634137, 0.01213801, 1.0]], ['2, k, 13', [-0.4554902, -0.3556099, 1.0]], ['2, k, 14', [-0.473754, -0.6522388, 1.0]], ['2, k, 15', [-0.4892729, -0.7261941, 1.0]], ['2, k, 16', [-0.3033922, 0.01303615, 1.0]], ['2, k, 17', [-0.2725436, -0.3778672, 1.0]], ['2, k, 18', [-0.1939417, -0.6376648, 1.0]], ['2, k, 19', [-0.162478, -0.7044609, 1.0]], ['2, k, 20', [-0.4269574, 0.5438046, 1.0]], ['2, k, 21', [-0.5716659, -0.06954459, 1.0]], ['2, k, 22', [-0.6432886, 0.02836704, 1.0]], ['2, k, 23', [-0.1461418, 0.594523, 1.0]], ['2, k, 24', [-0.1542707, 0.5087193, 1.0]]]
[['2, k, 0', [-0.3898693, 0.01211417, 1.0]], ['2, k, 1', [-0.4117037, 0.3199735, 1.0]], ['2, k, 2', [-0.4311914, 0.6163842, 1.0]], ['2, k, 3', [-0.432409, 0.7512754, 1.0]], ['2, k, 4', [-0.5975323, 0.5020819, 1.0]], ['2, k, 5', [-0.6819142, 0.2816307, 1.0]], ['2, k, 6', [-0.6355242, 0.07521871, 1.0]], ['2, k, 7', [-0.6108826, 0.03636481, 1.0]], ['2, k, 8', [-0.2457449, 0.5368888, 1.0]], ['2, k, 9', [-0.115115, 0.3039027, 1.0]], ['2, k, 10', [-0.1076359, 0.4426618, 1.0]], ['2, k, 11', [-0.1061309, 0.4879815, 1.0]], ['2, k, 12', [-0.4636616, 0.01155561, 1.0]], ['2, k, 13', [-0.4555212, -0.356265, 1.0]], ['2, k, 14', [-0.4741596, -0.6526139, 1.0]], ['2, k, 15', [-0.489794, -0.7268994, 1.0]], ['2, k, 16', [-0.3037984, 0.0121962, 1.0]], ['2, k, 17', [-0.2717996, -0.3791631, 1.0]], ['2, k, 18', [-0.1946859, -0.6381421, 1.0]], ['2, k, 19', [-0.1625268, -0.7044738, 1.0]], ['2, k, 20', [-0.4269285, 0.5437754, 1.0]], ['2, k, 21', [-0.5736649, -0.07611819, 1.0]], ['2, k, 22', [-0.6570357, 0.04233214, 1.0]], ['2, k, 23', [-0.1106446, 0.5292735, 1.0]], ['2, k, 24', [-0.1376654, 0.476315, 1.0]]]
[['2, k, 0', [-0.3904553, 0.01156112, 1.0]], ['2, k, 1', [-0.4119585, 0.3196832, 1.0]], ['2, k, 2', [-0.4312273, 0.616275, 1.0]], ['2, k, 3', [-0.4323387, 0.751271, 1.0]], ['2, k, 4', [-0.5976688, 0.502134, 1.0]], ['2, k, 5', [-0.6820096, 0.2814429, 1.0]], ['2, k, 6', [-0.635707, 0.07501689, 1.0]], ['2, k, 7', [-0.6104653, 0.03554301, 1.0]], ['2, k, 8', [-0.2466422, 0.5353121, 1.0]], ['2, k, 9', [-0.1472693, 0.356337, 1.0]], ['2, k, 10', [-0.0895151, 0.3615887, 1.0]], ['2, k, 11', [-0.0733971, 0.3663937, 1.0]], ['2, k, 12', [-0.4646449, 0.01080028, 1.0]], ['2, k, 13', [-0.4560418, -0.3572175, 1.0]], ['2, k, 14', [-0.4741978, -0.6528353, 1.0]], ['2, k, 15', [-0.4900118, -0.7270283, 1.0]], ['2, k, 16', [-0.3041387, 0.01177756, 1.0]], ['2, k, 17', [-0.2712494, -0.3802848, 1.0]], ['2, k, 18', [-0.1948525, -0.6373584, 1.0]], ['2, k, 19', [-0.1626991, -0.7043895, 1.0]], ['2, k, 20', [-0.4269925, 0.543649, 1.0]], ['2, k, 21', [-0.5749896, -0.06702029, 1.0]], ['2, k, 22', [-0.6610147, 0.0512621, 1.0]], ['2, k, 23', [-0.03516585, 0.4049178, 1.0]], ['2, k, 24', [-0.07655625, 0.3490375, 1.0]]]
[['2, k, 0', [-0.3906792, 0.01124956, 1.0]], ['2, k, 1', [-0.4120948, 0.3194549, 1.0]], ['2, k, 2', [-0.4312138, 0.6161699, 1.0]], ['2, k, 3', [-0.4322852, 0.7513167, 1.0]], ['2, k, 4', [-0.5977911, 0.5021771, 1.0]], ['2, k, 5', [-0.6820548, 0.2818812, 1.0]], ['2, k, 6', [-0.6358556, 0.07545669, 1.0]], ['2, k, 7', [-0.6093956, 0.03645253, 1.0]], ['2, k, 8', [-0.2468132, 0.534918, 1.0]], ['2, k, 9', [-0.1389291, 0.3677684, 1.0]], ['2, k, 10', [-0.0949611, 0.317955, 1.0]], ['2, k, 11', [-0.08533448, 0.3122918, 1.0]], ['2, k, 12', [-0.4650297, 0.01046057, 1.0]], ['2, k, 13', [-0.456798, -0.3577026, 1.0]], ['2, k, 14', [-0.474296, -0.6529596, 1.0]], ['2, k, 15', [-0.4903327, -0.7269769, 1.0]], ['2, k, 16', [-0.3042069, 0.01145313, 1.0]], ['2, k, 17', [-0.2706435, -0.381092, 1.0]], ['2, k, 18', [-0.1939835, -0.6383355, 1.0]], ['2, k, 19', [-0.1616954, -0.7055643, 1.0]], ['2, k, 20', [-0.4270091, 0.5435202, 1.0]], ['2, k, 21', [-0.5709188, -0.0693579, 1.0]], ['2, k, 22', [-0.6526284, 0.04115702, 1.0]], ['2, k, 23', [-0.04377189, 0.3104716, 1.0]], ['2, k, 24', [-0.1036011, 0.2812431, 1.0]]]
[['2, k, 0', [-0.3909025, 0.01107684, 1.0]], ['2, k, 1', [-0.412172, 0.3193066, 1.0]], ['2, k, 2', [-0.4310478, 0.616055, 1.0]], ['2, k, 3', [-0.4322919, 0.7513105, 1.0]], ['2, k, 4', [-0.5977344, 0.5022404, 1.0]], ['2, k, 5', [-0.6820484, 0.2817857, 1.0]], ['2, k, 6', [-0.6358973, 0.0753282, 1.0]], ['2, k, 7', [-0.6089155, 0.03695718, 1.0]], ['2, k, 8', [-0.2468867, 0.5347393, 1.0]], ['2, k, 9', [-0.1386633, 0.3680911, 1.0]], ['2, k, 10', [-0.1136953, 0.2706252, 1.0]], ['2, k, 11', [-0.09349765, 0.2559734, 1.0]], ['2, k, 12', [-0.4652935, 0.01031118, 1.0]], ['2, k, 13', [-0.4573345, -0.3577985, 1.0]], ['2, k, 14', [-0.4743026, -0.652948, 1.0]], ['2, k, 15', [-0.4900905, -0.727064, 1.0]], ['2, k, 16', [-0.3044074, 0.01123236, 1.0]], ['2, k, 17', [-0.2725982, -0.3822311, 1.0]], ['2, k, 18', [-0.1936495, -0.6394234, 1.0]], ['2, k, 19', [-0.1617419, -0.7058754, 1.0]], ['2, k, 20', [-0.4269141, 0.5433987, 1.0]], ['2, k, 21', [-0.5729514, -0.05888335, 1.0]], ['2, k, 22', [-0.6519093, 0.04545338, 1.0]], ['2, k, 23', [-0.06402811, 0.2100281, 1.0]], ['2, k, 24', [-0.1287854, 0.2290021, 1.0]]]
[['2, k, 0', [-0.3910103, 0.01088637, 1.0]], ['2, k, 1', [-0.4122021, 0.3190564, 1.0]], ['2, k, 2', [-0.4307884, 0.6157516, 1.0]], ['2, k, 3', [-0.4324036, 0.7513394, 1.0]], ['2, k, 4', [-0.597815, 0.5021535, 1.0]], ['2, k, 5', [-0.6819881, 0.2817546, 1.0]], ['2, k, 6', [-0.6358923, 0.07530309, 1.0]], ['2, k, 7', [-0.6086994, 0.03723448, 1.0]], ['2, k, 8', [-0.2469404, 0.5344211, 1.0]], ['2, k, 9', [-0.138089, 0.3677923, 1.0]], ['2, k, 10', [-0.114553, 0.249944, 1.0]], ['2, k, 11', [-0.09761716, 0.2140548, 1.0]], ['2, k, 12', [-0.4655024, 0.01002699, 1.0]], ['2, k, 13', [-0.4577093, -0.3577619, 1.0]], ['2, k, 14', [-0.4741968, -0.6526954, 1.0]], ['2, k, 15', [-0.4899132, -0.726967, 1.0]], ['2, k, 16', [-0.3044573, 0.01105912, 1.0]], ['2, k, 17', [-0.2732926, -0.3828831, 1.0]], ['2, k, 18', [-0.194032, -0.6376234, 1.0]], ['2, k, 19', [-0.1614889, -0.7057595, 1.0]], ['2, k, 20', [-0.4267418, 0.5431056, 1.0]], ['2, k, 21', [-0.5752119, -0.06554803, 1.0]], ['2, k, 22', [-0.648783, 0.04160847, 1.0]], ['2, k, 23', [-0.06192343, 0.157229, 1.0]], ['2, k, 24', [-0.04718244, 0.2521589, 1.0]]]
[['2, k, 0', [-0.3912699, 0.01046383, 1.0]], ['2, k, 1', [-0.4123041, 0.3187477, 1.0]], ['2, k, 2', [-0.4306847, 0.6155667, 1.0]], ['2, k, 3', [-0.4324848, 0.7511193, 1.0]], ['2, k, 4', [-0.5978492, 0.5021711, 1.0]], ['2, k, 5', [-0.6819364, 0.2813461, 1.0]], ['2, k, 6', [-0.6345918, 0.07527029, 1.0]], ['2, k, 7', [-0.608443, 0.03551449, 1.0]], ['2, k, 8', [-0.2470489, 0.5338044, 1.0]], ['2, k, 9', [-0.1406347, 0.366612, 1.0]], ['2, k, 10', [-0.1163372, 0.2202059, 1.0]], ['2, k, 11', [-0.1043809, 0.1836285, 1.0]], ['2, k, 12', [-0.4658497, 0.009560756, 1.0]], ['2, k, 13', [-0.4583925, -0.3577769, 1.0]], ['2, k, 14', [-0.4740722, -0.652855, 1.0]], ['2, k, 15', [-0.4902764, -0.7271706, 1.0]], ['2, k, 16', [-0.3046192, 0.01067989, 1.0]], ['2, k, 17', [-0.27281, -0.3831731, 1.0]], ['2, k, 18', [-0.1939725, -0.6376561, 1.0]], ['2, k, 19', [-0.1616177, -0.7058144, 1.0]], ['2, k, 20', [-0.4266866, 0.5428921, 1.0]], ['2, k, 21', [-0.5719251, -0.06623945, 1.0]], ['2, k, 22', [-0.6529562, 0.04138308, 1.0]], ['2, k, 23', [-0.06656145, 0.1269774, 1.0]], ['2, k, 24', [-0.05236572, 0.222799, 1.0]]]
[['2, k, 0', [-0.3911896, 0.01040325, 1.0]], ['2, k, 1', [-0.4121644, 0.3186399, 1.0]], ['2, k, 2', [-0.430436, 0.6154984, 1.0]], ['2, k, 3', [-0.432692, 0.7511427, 1.0]], ['2, k, 4', [-0.5978767, 0.5022448, 1.0]], ['2, k, 5', [-0.6819083, 0.2812854, 1.0]], ['2, k, 6', [-0.6343445, 0.07535286, 1.0]], ['2, k, 7', [-0.6071665, 0.03438208, 1.0]], ['2, k, 8', [-0.2470872, 0.5334929, 1.0]], ['2, k, 9', [-0.1435823, 0.3658746, 1.0]], ['2, k, 10', [-0.120151, 0.2058125, 1.0]], ['2, k, 11', [-0.1120071, 0.162416, 1.0]], ['2, k, 12', [-0.4658219, 0.009502253, 1.0]], ['2, k, 13', [-0.458172, -0.3579759, 1.0]], ['2, k, 14', [-0.4736875, -0.6527053, 1.0]], ['2, k, 15', [-0.4899206, -0.7270622, 1.0]], ['2, k, 16', [-0.3043525, 0.01063947, 1.0]], ['2, k, 17', [-0.2723379, -0.3836134, 1.0]], ['2, k, 18', [-0.1942109, -0.6397277, 1.0]], ['2, k, 19', [-0.1617522, -0.7060484, 1.0]], ['2, k, 20', [-0.4264539, 0.5428119, 1.0]], ['2, k, 21', [-0.5674782, -0.06616655, 1.0]], ['2, k, 22', [-0.6518292, 0.04384211, 1.0]], ['2, k, 23', [-0.07876968, 0.1023862, 1.0]], ['2, k, 24', [-0.05945993, 0.2047596, 1.0]]]
[['2, k, 0', [-0.3912383, 0.01033925, 1.0]], ['2, k, 1', [-0.4122393, 0.3184906, 1.0]], ['2, k, 2', [-0.4304762, 0.6153029, 1.0]], ['2, k, 3', [-0.4326286, 0.7509889, 1.0]], ['2, k, 4', [-0.5979474, 0.502268, 1.0]], ['2, k, 5', [-0.6820103, 0.2809635, 1.0]], ['2, k, 6', [-0.6341515, 0.07508931, 1.0]], ['2, k, 7', [-0.607885, 0.03473976, 1.0]], ['2, k, 8', [-0.2469933, 0.5333332, 1.0]], ['2, k, 9', [-0.147161, 0.3601302, 1.0]], ['2, k, 10', [-0.1251262, 0.1932164, 1.0]], ['2, k, 11', [-0.1143368, 0.1499278, 1.0]], ['2, k, 12', [-0.465881, 0.009432711, 1.0]], ['2, k, 13', [-0.4581787, -0.35826, 1.0]], ['2, k, 14', [-0.4737938, -0.6527078, 1.0]], ['2, k, 15', [-0.489731, -0.7270612, 1.0]], ['2, k, 16', [-0.304412, 0.01055426, 1.0]], ['2, k, 17', [-0.2733427, -0.3859585, 1.0]], ['2, k, 18', [-0.1926624, -0.6440785, 1.0]], ['2, k, 19', [-0.1617722, -0.7060893, 1.0]], ['2, k, 20', [-0.4264996, 0.542629, 1.0]], ['2, k, 21', [-0.5717368, -0.06614493, 1.0]], ['2, k, 22', [-0.6536388, 0.04721656, 1.0]], ['2, k, 23', [-0.08593041, 0.08552487, 1.0]], ['2, k, 24', [-0.06069375, 0.1940001, 1.0]]]
[['2, k, 0', [-0.3913045, 0.01011766, 1.0]], ['2, k, 1', [-0.4122347, 0.3181921, 1.0]], ['2, k, 2', [-0.4302929, 0.6150058, 1.0]], ['2, k, 3', [-0.4325372, 0.7507086, 1.0]], ['2, k, 4', [-0.5979844, 0.5022856, 1.0]], ['2, k, 5', [-0.6819962, 0.2803985, 1.0]], ['2, k, 6', [-0.6339898, 0.0745393, 1.0]], ['2, k, 7', [-0.6068544, 0.03133732, 1.0]], ['2, k, 8', [-0.2470302, 0.532562, 1.0]], ['2, k, 9', [-0.1478185, 0.3571714, 1.0]], ['2, k, 10', [-0.1267834, 0.1872108, 1.0]], ['2, k, 11', [-0.1149756, 0.1411832, 1.0]], ['2, k, 12', [-0.465956, 0.00918512, 1.0]], ['2, k, 13', [-0.4584064, -0.35814, 1.0]], ['2, k, 14', [-0.4740007, -0.6519389, 1.0]], ['2, k, 15', [-0.4893806, -0.7266114, 1.0]], ['2, k, 16', [-0.30447, 0.01031043, 1.0]], ['2, k, 17', [-0.2735259, -0.3862244, 1.0]], ['2, k, 18', [-0.1928124, -0.6470122, 1.0]], ['2, k, 19', [-0.1616424, -0.7061683, 1.0]], ['2, k, 20', [-0.4263591, 0.54233, 1.0]], ['2, k, 21', [-0.5691673, -0.07636835, 1.0]], ['2, k, 22', [-0.6446464, 0.03790812, 1.0]], ['2, k, 23', [-0.07647491, 0.07445574, 1.0]], ['2, k, 24', [-0.06434593, 0.1878542, 1.0]]]
