[['2, k, 0', [0.1501954, -0.008177675, 1.0]], ['2, k, 1', [0.1556887, 0.3069738, 1.0]], ['2, k, 2', [0.1605845, 0.6118718, 1.0]], ['2, k, 3', [0.1471489, 0.7532835, 1.0]], ['2, k, 4', [-0.01918318, 0.4986825, 1.0]], ['2, k, 5', [-0.06197544, 0.2516079, 1.0]], ['2, k, 6', [-0.05830207, 0.003963704, 1.0]], ['2, k, 7', [-0.04231108, -0.05879861, 1.0]], ['2, k, 8', [0.3334177, 0.4897058, 1.0]], ['2, k, 9', [0.3758206, 0.2340013, 1.0]], ['2, k, 10', [0.3632106, -0.02257729, 1.0]], ['2, k, 11', [0.3536881, -0.09857262, 1.0]], ['2, k, 12', [0.06904323, -0.006567335, 1.0]], ['2, k, 13', [0.07308795, -0.3234951, 1.0]], ['2, k, 14', [0.1016525, -0.646989, 1.0]], ['2, k, 15', [0.02113342, -0.7075195, 1.0]], ['2, k, 16', [0.2267366, -0.009442842, 1.0]], ['2, k, 17', [0.2428527, -0.3434594, 1.0]], ['2, k, 18', [0.2300307, -0.6541198, 1.0]], ['2, k, 19', [0.2188845, -0.7273027, 1.0]], ['2, k, 20', [0.159495, 0.5370626, 1.0]], ['2, k, 21', [-0.04459211, -0.1393935, 1.0]], ['2, k, 22', [-0.003790505, -0.07730018, 1.0]], ['2, k, 23', [0.3522178, -0.1766309, 1.0]], ['2, k, 24', [0.3975312, -0.111069, 1.0]]]
[['2, k, 0', [0.1726276, 0.0306998, 1.0]], ['2, k, 1', [0.1640279, 0.3304144, 1.0]], ['2, k, 2', [0.1541165, 0.6199528, 1.0]], ['2, k, 3', [0.1606803, 0.7600878, 1.0]], ['2, k, 4', [-0.009060781, 0.5022271, 1.0]], ['2, k, 5', [-0.06076762, 0.2536287, 1.0]], ['2, k, 6', [-0.0565015, 0.00732348, 1.0]], ['2, k, 7', [-0.03935756, -0.04608762, 1.0]], ['2, k, 8', [0.3257247, 0.5988159, 1.0]], ['2, k, 9', [0.3966752, 0.8080907, 1.0]], ['2, k, 10', [0.3609864, 1.016703, 1.0]], ['2, k, 11', [0.3410463, 1.098655, 1.0]], ['2, k, 12', [0.09206115, 0.02662347, 1.0]], ['2, k, 13', [0.06396864, -0.2926719, 1.0]], ['2, k, 14', [0.1018, -0.6479179, 1.0]], ['2, k, 15', [0.05360985, -0.7263489, 1.0]], ['2, k, 16', [0.2477925, 0.0341395, 1.0]], ['2, k, 17', [0.2396121, -0.3321668, 1.0]], ['2, k, 18', [0.2307834, -0.6570158, 1.0]], ['2, k, 19', [0.2226911, -0.7273267, 1.0]], ['2, k, 20', [0.15674, 0.5490099, 1.0]], ['2, k, 21', [-0.03826608, -0.1297311, 1.0]], ['2, k, 22', [0.0003695238, -0.04038994, 1.0]], ['2, k, 23', [0.3391419, 1.184041, 1.0]], ['2, k, 24', [0.3778631, 1.10545, 1.0]]]
[['2, k, 0', [0.17211, 0.03071082, 1.0]], ['2, k, 1', [0.1635147, 0.3304927, 1.0]], ['2, k, 2', [0.1537801, 0.6200924, 1.0]], ['2, k, 3', [0.1603988, 0.7600228, 1.0]], ['2, k, 4', [-0.00950363, 0.5017728, 1.0]], ['2, k, 5', [-0.06076014, 0.2534877, 1.0]], ['2, k, 6', [-0.05660537, 0.008332481, 1.0]], ['2, k, 7', [-0.04044218, -0.04387975, 1.0]], ['2, k, 8', [0.3256859, 0.598424, 1.0]], ['2, k, 9', [0.3987385, 0.7851182, 1.0]], ['2, k, 10', [0.3658069, 1.009064, 1.0]], ['2, k, 11', [0.3485344, 1.091127, 1.0]], ['2, k, 12', [0.09128371, 0.02673088, 1.0]], ['2, k, 13', [0.06387214, -0.292968, 1.0]], ['2, k, 14', [0.1015413, -0.6479808, 1.0]], ['2, k, 15', [0.05331882, -0.7264353, 1.0]], ['2, k, 16', [0.247458, 0.03406375, 1.0]], ['2, k, 17', [0.2391454, -0.3369473, 1.0]], ['2, k, 18', [0.2303681, -0.6573578, 1.0]], ['2, k, 19', [0.2233566, -0.727547, 1.0]], ['2, k, 20', [0.1563323, 0.5491406, 1.0]], ['2, k, 21', [-0.03798068, -0.1307422, 1.0]], ['2, k, 22', [0.0008950726, -0.04314992, 1.0]], ['2, k, 23', [0.3302222, 1.172507, 1.0]], ['2, k, 24', [0.3828803, 1.114512, 1.0]]]
[['2, k, 0', [0.1715062, 0.03019721, 1.0]], ['2, k, 1', [0.1632429, 0.3304135, 1.0]], ['2, k, 2', [0.1535081, 0.6203821, 1.0]], ['2, k, 3', [0.1600105, 0.7598957, 1.0]], ['2, k, 4', [-0.01075598, 0.502019, 1.0]], ['2, k, 5', [-0.06078222, 0.2534491, 1.0]], ['2, k, 6', [-0.05675372, 0.008646144, 1.0]], ['2, k, 7', [-0.03955206, -0.05165242, 1.0]], ['2, k, 8', [0.3250818, 0.5958442, 1.0]], ['2, k, 9', [0.3971012, 0.7860031, 1.0]], ['2, k, 10', [0.3716961, 0.9998441, 1.0]], ['2, k, 11', [0.3536704, 1.07663, 1.0]], ['2, k, 12', [0.09041459, 0.02610958, 1.0]], ['2, k, 13', [0.06356026, -0.2938822, 1.0]], ['2, k, 14', [0.1013264, -0.6485282, 1.0]], ['2, k, 15', [0.05242939, -0.726697, 1.0]], ['2, k, 16', [0.2470649, 0.03360526, 1.0]], ['2, k, 17', [0.2392819, -0.3374846, 1.0]], ['2, k, 18', [0.2259474, -0.6597061, 1.0]], ['2, k, 19', [0.2247732, -0.7277333, 1.0]], ['2, k, 20', [0.1560407, 0.549295, 1.0]], ['2, k, 21', [-0.0385484, -0.1348835, 1.0]], ['2, k, 22', [0.0003030156, -0.0555246, 1.0]], ['2, k, 23', [0.3435158, 1.133496, 1.0]], ['2, k, 24', [0.3812143, 1.113826, 1.0]]]
[['2, k, 0', [0.1712676, 0.0300405, 1.0]], ['2, k, 1', [0.1631139, 0.3303649, 1.0]], ['2, k, 2', [0.1534625, 0.6203732, 1.0]], ['2, k, 3', [0.1597902, 0.7600693, 1.0]], ['2, k, 4', [-0.01146904, 0.5018966, 1.0]], ['2, k, 5', [-0.0610971, 0.2540483, 1.0]], ['2, k, 6', [-0.05708803, 0.008665428, 1.0]], ['2, k, 7', [-0.04029157, -0.04833285, 1.0]], ['2, k, 8', [0.3248124, 0.5947599, 1.0]], ['2, k, 9', [0.3964179, 0.7849641, 1.0]], ['2, k, 10', [0.354224, 1.027398, 1.0]], ['2, k, 11', [0.3605035, 1.071107, 1.0]], ['2, k, 12', [0.08998789, 0.02602566, 1.0]], ['2, k, 13', [0.06330786, -0.2937375, 1.0]], ['2, k, 14', [0.1012269, -0.6483701, 1.0]], ['2, k, 15', [0.05183535, -0.7267824, 1.0]], ['2, k, 16', [0.2469482, 0.03336246, 1.0]], ['2, k, 17', [0.2391196, -0.3378729, 1.0]], ['2, k, 18', [0.2258687, -0.6597743, 1.0]], ['2, k, 19', [0.2244263, -0.7279336, 1.0]], ['2, k, 20', [0.1559832, 0.5492829, 1.0]], ['2, k, 21', [-0.03934027, -0.1309083, 1.0]], ['2, k, 22', [0.0004164643, -0.05107999, 1.0]], ['2, k, 23', [0.3451657, 1.141745, 1.0]], ['2, k, 24', [0.3938247, 1.077756, 1.0]]]
[['2, k, 0', [0.1704818, 0.028779, 1.0]], ['2, k, 1', [0.1630652, 0.3303656, 1.0]], ['2, k, 2', [0.1539091, 0.6213562, 1.0]], ['2, k, 3', [0.1591893, 0.7601855, 1.0]], ['2, k, 4', [-0.0115563, 0.5017472, 1.0]], ['2, k, 5', [-0.06129796, 0.2535922, 1.0]], ['2, k, 6', [-0.05736916, 0.008856025, 1.0]], ['2, k, 7', [-0.0408964, -0.04650094, 1.0]], ['2, k, 8', [0.3198507, 0.5791132, 1.0]], ['2, k, 9', [0.3966565, 0.7724375, 1.0]], ['2, k, 10', [0.3846181, 0.9749908, 1.0]], ['2, k, 11', [0.3675112, 1.049426, 1.0]], ['2, k, 12', [0.08885136, 0.02498508, 1.0]], ['2, k, 13', [0.06325269, -0.2940339, 1.0]], ['2, k, 14', [0.1010615, -0.6489821, 1.0]], ['2, k, 15', [0.03911907, -0.7166846, 1.0]], ['2, k, 16', [0.2465029, 0.03177487, 1.0]], ['2, k, 17', [0.2389011, -0.3400664, 1.0]], ['2, k, 18', [0.2252751, -0.6607324, 1.0]], ['2, k, 19', [0.2242987, -0.7284599, 1.0]], ['2, k, 20', [0.1562108, 0.5498526, 1.0]], ['2, k, 21', [-0.04333042, -0.1297017, 1.0]], ['2, k, 22', [0.0001485312, -0.0508465, 1.0]], ['2, k, 23', [0.3518926, 1.116679, 1.0]], ['2, k, 24', [0.3909492, 1.067676, 1.0]]]
[['2, k, 0', [0.1698332, 0.02780373, 1.0]], ['2, k, 1', [0.1629163, 0.3303158, 1.0]], ['2, k, 2', [0.1540156, 0.6218672, 1.0]], ['2, k, 3', [0.1584914, 0.7605876, 1.0]], ['2, k, 4', [-0.01355629, 0.5013747, 1.0]], ['2, k, 5', [-0.06122791, 0.2534059, 1.0]], ['2, k, 6', [-0.05766916, 0.00948292, 1.0]], ['2, k, 7', [-0.04032423, -0.05239833, 1.0]], ['2, k, 8', [0.319194, 0.5757661, 1.0]], ['2, k, 9', [0.4052147, 0.7521607, 1.0]], ['2, k, 10', [0.3865549, 0.9706745, 1.0]], ['2, k, 11', [0.3760429, 1.028676, 1.0]], ['2, k, 12', [0.08794156, 0.02412407, 1.0]], ['2, k, 13', [0.06224851, -0.2910124, 1.0]], ['2, k, 14', [0.100876, -0.6467258, 1.0]], ['2, k, 15', [0.0429057, -0.7204396, 1.0]], ['2, k, 16', [0.2460925, 0.03062692, 1.0]], ['2, k, 17', [0.23895, -0.3400937, 1.0]], ['2, k, 18', [0.2257805, -0.6601944, 1.0]], ['2, k, 19', [0.2246521, -0.7280836, 1.0]], ['2, k, 20', [0.1562408, 0.5501714, 1.0]], ['2, k, 21', [-0.03901425, -0.1347293, 1.0]], ['2, k, 22', [0.000499462, -0.04780786, 1.0]], ['2, k, 23', [0.3608389, 1.07557, 1.0]], ['2, k, 24', [0.4042819, 1.051677, 1.0]]]
[['2, k, 0', [0.1693316, 0.02646929, 1.0]], ['2, k, 1', [0.1628915, 0.3302458, 1.0]], ['2, k, 2', [0.1545882, 0.6228842, 1.0]], ['2, k, 3', [0.1584099, 0.7607927, 1.0]], ['2, k, 4', [-0.01440989, 0.500477, 1.0]], ['2, k, 5', [-0.06172849, 0.2537554, 1.0]], ['2, k, 6', [-0.05788772, 0.009914087, 1.0]], ['2, k, 7', [-0.04145619, -0.04926926, 1.0]], ['2, k, 8', [0.318191, 0.5714388, 1.0]], ['2, k, 9', [0.4069911, 0.7422155, 1.0]], ['2, k, 10', [0.391933, 0.9491128, 1.0]], ['2, k, 11', [0.3858809, 1.008034, 1.0]], ['2, k, 12', [0.08712979, 0.02290186, 1.0]], ['2, k, 13', [0.06216043, -0.2909702, 1.0]], ['2, k, 14', [0.1007669, -0.6466476, 1.0]], ['2, k, 15', [0.04792491, -0.7234627, 1.0]], ['2, k, 16', [0.2458863, 0.02911629, 1.0]], ['2, k, 17', [0.2391672, -0.3404094, 1.0]], ['2, k, 18', [0.226954, -0.657621, 1.0]], ['2, k, 19', [0.2253845, -0.7254281, 1.0]], ['2, k, 20', [0.1566102, 0.5508295, 1.0]], ['2, k, 21', [-0.04085169, -0.1303834, 1.0]], ['2, k, 22', [9.292323e-05, -0.05265836, 1.0]], ['2, k, 23', [0.3902546, 1.061016, 1.0]], ['2, k, 24', [0.4273225, 1.045813, 1.0]]]
[['2, k, 0', [0.1690317, 0.02487644, 1.0]], ['2, k, 1', [0.1628559, 0.3297517, 1.0]], ['2, k, 2', [0.1548489, 0.6230281, 1.0]], ['2, k, 3', [0.1578991, 0.7611138, 1.0]], ['2, k, 4', [-0.01525782, 0.4999163, 1.0]], ['2, k, 5', [-0.06183199, 0.2538903, 1.0]], ['2, k, 6', [-0.05799916, 0.009923253, 1.0]], ['2, k, 7', [-0.04121144, -0.04595889, 1.0]], ['2, k, 8', [0.3163116, 0.5665537, 1.0]], ['2, k, 9', [0.4060989, 0.7226716, 1.0]], ['2, k, 10', [0.3957987, 0.9177501, 1.0]], ['2, k, 11', [0.3929121, 0.9724836, 1.0]], ['2, k, 12', [0.08646861, 0.02135698, 1.0]], ['2, k, 13', [0.06207746, -0.2909176, 1.0]], ['2, k, 14', [0.1007144, -0.6466146, 1.0]], ['2, k, 15', [0.05151177, -0.7247993, 1.0]], ['2, k, 16', [0.2459837, 0.02748398, 1.0]], ['2, k, 17', [0.2393424, -0.3405511, 1.0]], ['2, k, 18', [0.2270314, -0.6573284, 1.0]], ['2, k, 19', [0.2222543, -0.7249175, 1.0]], ['2, k, 20', [0.1568046, 0.5508652, 1.0]], ['2, k, 21', [-0.03871815, -0.1303875, 1.0]], ['2, k, 22', [-0.0007660624, -0.04846992, 1.0]], ['2, k, 23', [0.3918993, 1.029085, 1.0]], ['2, k, 24', [0.4329902, 0.9866735, 1.0]]]
[['2, k, 0', [0.1687621, 0.02407451, 1.0]], ['2, k, 1', [0.1626616, 0.3294218, 1.0]], ['2, k, 2', [0.1548723, 0.6232426, 1.0]], ['2, k, 3', [0.1572628, 0.7612131, 1.0]], ['2, k, 4', [-0.01707028, 0.4992387, 1.0]], ['2, k, 5', [-0.06201321, 0.2539191, 1.0]], ['2, k, 6', [-0.05815835, 0.0100063, 1.0]], ['2, k, 7', [-0.04248546, -0.04481304, 1.0]], ['2, k, 8', [0.3176395, 0.5689459, 1.0]], ['2, k, 9', [0.4091815, 0.6993377, 1.0]], ['2, k, 10', [0.4015957, 0.8750718, 1.0]], ['2, k, 11', [0.4007533, 0.9311893, 1.0]], ['2, k, 12', [0.08637926, 0.02044784, 1.0]], ['2, k, 13', [0.06204193, -0.2909684, 1.0]], ['2, k, 14', [0.1008598, -0.6466385, 1.0]], ['2, k, 15', [0.05675394, -0.7253281, 1.0]], ['2, k, 16', [0.2456378, 0.02682903, 1.0]], ['2, k, 17', [0.239608, -0.3428157, 1.0]], ['2, k, 18', [0.2265849, -0.6572601, 1.0]], ['2, k, 19', [0.2170026, -0.7282079, 1.0]], ['2, k, 20', [0.156801, 0.5509957, 1.0]], ['2, k, 21', [-0.03934849, -0.1309106, 1.0]], ['2, k, 22', [-0.0006274044, -0.04858357, 1.0]], ['2, k, 23', [0.4094453, 0.9756482, 1.0]], ['2, k, 24', [0.443837, 0.9242541, 1.0]]]
[['2, k, 0', [0.1686503, 0.02336716, 1.0]], ['2, k, 1', [0.1622999, 0.3293138, 1.0]], ['2, k, 2', [0.1543301, 0.6241809, 1.0]], ['2, k, 3', [0.1562219, 0.7614976, 1.0]], ['2, k, 4', [-0.01773858, 0.4989364, 1.0]], ['2, k, 5', [-0.06205954, 0.2544246, 1.0]], ['2, k, 6', [-0.05879471, 0.01356998, 1.0]], ['2, k, 7', [-0.04208889, -0.04473215, 1.0]], ['2, k, 8', [0.318669, 0.5706805, 1.0]], ['2, k, 9', [0.4107256, 0.6724539, 1.0]], ['2, k, 10', [0.4084359, 0.8270057, 1.0]], ['2, k, 11', [0.4088641, 0.8820211, 1.0]], ['2, k, 12', [0.08648045, 0.01975065, 1.0]], ['2, k, 13', [0.06288276, -0.2928393, 1.0]], ['2, k, 14', [0.1009867, -0.6481559, 1.0]], ['2, k, 15', [0.05387597, -0.7260516, 1.0]], ['2, k, 16', [0.2453822, 0.02615794, 1.0]], ['2, k, 17', [0.2396513, -0.3433863, 1.0]], ['2, k, 18', [0.2240503, -0.6593876, 1.0]], ['2, k, 19', [0.2194669, -0.7309654, 1.0]], ['2, k, 20', [0.156342, 0.5516865, 1.0]], ['2, k, 21', [-0.04140922, -0.1301464, 1.0]], ['2, k, 22', [-0.001277962, -0.04851044, 1.0]], ['2, k, 23', [0.4080192, 0.9204593, 1.0]], ['2, k, 24', [0.4462295, 0.9029144, 1.0]]]
[['2, k, 0', [0.1680232, 0.0202801, 1.0]], ['2, k, 1', [0.1621366, 0.3286312, 1.0]], ['2, k, 2', [0.1545548, 0.6248474, 1.0]], ['2, k, 3', [0.1558522, 0.7617695, 1.0]], ['2, k, 4', [-0.0183972, 0.4986272, 1.0]], ['2, k, 5', [-0.06211875, 0.2553045, 1.0]], ['2, k, 6', [-0.05868698, 0.01359072, 1.0]], ['2, k, 7', [-0.04128585, -0.04373651, 1.0]], ['2, k, 8', [0.3140522, 0.5547154, 1.0]], ['2, k, 9', [0.4114046, 0.6471173, 1.0]], ['2, k, 10', [0.4125048, 0.7795599, 1.0]], ['2, k, 11', [0.4174718, 0.8304348, 1.0]], ['2, k, 12', [0.08537338, 0.01675407, 1.0]], ['2, k, 13', [0.0628805, -0.2928486, 1.0]], ['2, k, 14', [0.1012063, -0.6483795, 1.0]], ['2, k, 15', [0.05424296, -0.7261633, 1.0]], ['2, k, 16', [0.2452503, 0.02305727, 1.0]], ['2, k, 17', [0.2398052, -0.3434663, 1.0]], ['2, k, 18', [0.2235312, -0.6580322, 1.0]], ['2, k, 19', [0.2230843, -0.7303794, 1.0]], ['2, k, 20', [0.1564754, 0.5520282, 1.0]], ['2, k, 21', [-0.04075626, -0.1245299, 1.0]], ['2, k, 22', [-0.0001226692, -0.05813305, 1.0]], ['2, k, 23', [0.4287472, 0.8660095, 1.0]], ['2, k, 24', [0.4673248, 0.87212, 1.0]]]
[['2, k, 0', [0.1674199, 0.01874378, 1.0]], ['2, k, 1', [0.1614989, 0.3278135, 1.0]], ['2, k, 2', [0.1540978, 0.6247562, 1.0]], ['2, k, 3', [0.1551362, 0.7620068, 1.0]], ['2, k, 4', [-0.01882991, 0.498952, 1.0]], ['2, k, 5', [-0.06227514, 0.2554415, 1.0]], ['2, k, 6', [-0.05831065, 0.01371983, 1.0]], ['2, k, 7', [-0.04098734, -0.04306104, 1.0]], ['2, k, 8', [0.3129079, 0.5500227, 1.0]], ['2, k, 9', [0.4105938, 0.615138, 1.0]], ['2, k, 10', [0.4177462, 0.7275301, 1.0]], ['2, k, 11', [0.4206423, 0.7634512, 1.0]], ['2, k, 12', [0.08478318, 0.01566415, 1.0]], ['2, k, 13', [0.06297127, -0.2928549, 1.0]], ['2, k, 14', [0.1012714, -0.6482547, 1.0]], ['2, k, 15', [0.05421988, -0.7260292, 1.0]], ['2, k, 16', [0.2447133, 0.02109902, 1.0]], ['2, k, 17', [0.2399252, -0.3442464, 1.0]], ['2, k, 18', [0.2243021, -0.6577463, 1.0]], ['2, k, 19', [0.2258726, -0.7288481, 1.0]], ['2, k, 20', [0.1560089, 0.5518335, 1.0]], ['2, k, 21', [-0.03718724, -0.1245427, 1.0]], ['2, k, 22', [-0.001040908, -0.05512885, 1.0]], ['2, k, 23', [0.4325059, 0.7828286, 1.0]], ['2, k, 24', [0.4579729, 0.7945604, 1.0]]]
[['2, k, 0', [0.1662902, 0.01701433, 1.0]], ['2, k, 1', [0.1608272, 0.3272355, 1.0]], ['2, k, 2', [0.153827, 0.6249366, 1.0]], ['2, k, 3', [0.1548982, 0.76228, 1.0]], ['2, k, 4', [-0.01911537, 0.4986658, 1.0]], ['2, k, 5', [-0.06242637, 0.255596, 1.0]], ['2, k, 6', [-0.05799813, 0.01421811, 1.0]], ['2, k, 7', [-0.04088998, -0.04269661, 1.0]], ['2, k, 8', [0.3117442, 0.5472941, 1.0]], ['2, k, 9', [0.4135247, 0.5761721, 1.0]], ['2, k, 10', [0.422894, 0.6518157, 1.0]], ['2, k, 11', [0.4233695, 0.6951028, 1.0]], ['2, k, 12', [0.0835951, 0.01410647, 1.0]], ['2, k, 13', [0.06659249, -0.2981682, 1.0]], ['2, k, 14', [0.1029936, -0.655331, 1.0]], ['2, k, 15', [0.04757821, -0.7296591, 1.0]], ['2, k, 16', [0.2437014, 0.01929972, 1.0]], ['2, k, 17', [0.2398977, -0.347933, 1.0]], ['2, k, 18', [0.2235019, -0.6578775, 1.0]], ['2, k, 19', [0.226575, -0.7286396, 1.0]], ['2, k, 20', [0.1556843, 0.5519023, 1.0]], ['2, k, 21', [-0.03665476, -0.1244844, 1.0]], ['2, k, 22', [-0.001652683, -0.05733676, 1.0]], ['2, k, 23', [0.4238502, 0.7062522, 1.0]], ['2, k, 24', [0.465174, 0.7089564, 1.0]]]
[['2, k, 0', [0.1652928, 0.01555214, 1.0]], ['2, k, 1', [0.1598733, 0.326335, 1.0]], ['2, k, 2', [0.1531449, 0.6248705, 1.0]], ['2, k, 3', [0.1544869, 0.7624449, 1.0]], ['2, k, 4', [-0.01942673, 0.4985308, 1.0]], ['2, k, 5', [-0.06285482, 0.2563565, 1.0]], ['2, k, 6', [-0.05734149, 0.01363693, 1.0]], ['2, k, 7', [-0.03954921, -0.03859941, 1.0]], ['2, k, 8', [0.3110551, 0.5458694, 1.0]], ['2, k, 9', [0.4227818, 0.5382923, 1.0]], ['2, k, 10', [0.4201438, 0.591167, 1.0]], ['2, k, 11', [0.4232097, 0.6206275, 1.0]], ['2, k, 12', [0.08267196, 0.01263407, 1.0]], ['2, k, 13', [0.06753669, -0.3014782, 1.0]], ['2, k, 14', [0.1038344, -0.6584086, 1.0]], ['2, k, 15', [0.03486396, -0.7167922, 1.0]], ['2, k, 16', [0.2426948, 0.01792578, 1.0]], ['2, k, 17', [0.2395621, -0.3501502, 1.0]], ['2, k, 18', [0.2235614, -0.6578302, 1.0]], ['2, k, 19', [0.2267877, -0.7287354, 1.0]], ['2, k, 20', [0.1549463, 0.5516756, 1.0]], ['2, k, 21', [-0.03729008, -0.1245815, 1.0]], ['2, k, 22', [-0.0009530876, -0.04063839, 1.0]], ['2, k, 23', [0.4153883, 0.631069, 1.0]], ['2, k, 24', [0.4614962, 0.620344, 1.0]]]
[['2, k, 0', [0.1652622, 0.01364291, 1.0]], ['2, k, 1', [0.1597077, 0.3256216, 1.0]], ['2, k, 2', [0.1530093, 0.6249318, 1.0]], ['2, k, 3', [0.1541876, 0.7624855, 1.0]], ['2, k, 4', [-0.01969353, 0.4983989, 1.0]], ['2, k, 5', [-0.06327658, 0.2561186, 1.0]], ['2, k, 6', [-0.05721401, 0.01371859, 1.0]], ['2, k, 7', [-0.04006741, -0.04508797, 1.0]], ['2, k, 8', [0.3107023, 0.5429553, 1.0]], ['2, k, 9', [0.4188317, 0.5261713, 1.0]], ['2, k, 10', [0.4165796, 0.518665, 1.0]], ['2, k, 11', [0.4237876, 0.5454545, 1.0]], ['2, k, 12', [0.08263762, 0.0108957, 1.0]], ['2, k, 13', [0.0675393, -0.3014588, 1.0]], ['2, k, 14', [0.1031514, -0.6580737, 1.0]], ['2, k, 15', [0.05790728, -0.7254317, 1.0]], ['2, k, 16', [0.2426804, 0.01594291, 1.0]], ['2, k, 17', [0.2398978, -0.3509561, 1.0]], ['2, k, 18', [0.2276135, -0.6566355, 1.0]], ['2, k, 19', [0.224898, -0.7272393, 1.0]], ['2, k, 20', [0.1548086, 0.5516167, 1.0]], ['2, k, 21', [-0.03794103, -0.1299443, 1.0]], ['2, k, 22', [-0.0004755523, -0.06116862, 1.0]], ['2, k, 23', [0.4403389, 0.551605, 1.0]], ['2, k, 24', [0.4631363, 0.5402529, 1.0]]]
[['2, k, 0', [0.1648117, 0.01244156, 1.0]], ['2, k, 1', [0.1592982, 0.3248744, 1.0]], ['2, k, 2', [0.1527737, 0.6248023, 1.0]], ['2, k, 3', [0.153777, 0.7627966, 1.0]], ['2, k, 4', [-0.02019228, 0.4980937, 1.0]], ['2, k, 5', [-0.06356859, 0.2558136, 1.0]], ['2, k, 6', [-0.05679524, 0.01384028, 1.0]], ['2, k, 7', [-0.04080888, -0.0405172, 1.0]], ['2, k, 8', [0.3109403, 0.5417346, 1.0]], ['2, k, 9', [0.4045658, 0.4807422, 1.0]], ['2, k, 10', [0.4172765, 0.4666171, 1.0]], ['2, k, 11', [0.4196106, 0.4709702, 1.0]], ['2, k, 12', [0.08225886, 0.009855065, 1.0]], ['2, k, 13', [0.06873854, -0.3033932, 1.0]], ['2, k, 14', [0.1018993, -0.6594643, 1.0]], ['2, k, 15', [0.05747827, -0.7282384, 1.0]], ['2, k, 16', [0.2421808, 0.01462854, 1.0]], ['2, k, 17', [0.2399244, -0.350924, 1.0]], ['2, k, 18', [0.2276679, -0.6566404, 1.0]], ['2, k, 19', [0.213313, -0.7314783, 1.0]], ['2, k, 20', [0.1545314, 0.5513719, 1.0]], ['2, k, 21', [-0.03839769, -0.1251366, 1.0]], ['2, k, 22', [-0.0004015891, -0.03976073, 1.0]], ['2, k, 23', [0.4542827, 0.4649973, 1.0]], ['2, k, 24', [0.4513597, 0.4600735, 1.0]]]
[['2, k, 0', [0.1644857, 0.01121038, 1.0]], ['2, k, 1', [0.1590958, 0.3242028, 1.0]], ['2, k, 2', [0.1527239, 0.6247172, 1.0]], ['2, k, 3', [0.1532823, 0.7629308, 1.0]], ['2, k, 4', [-0.02040308, 0.4983045, 1.0]], ['2, k, 5', [-0.06375199, 0.2561244, 1.0]], ['2, k, 6', [-0.05661651, 0.01373308, 1.0]], ['2, k, 7', [-0.04056788, -0.04203664, 1.0]], ['2, k, 8', [0.3114659, 0.5390738, 1.0]], ['2, k, 9', [0.4133618, 0.4356206, 1.0]], ['2, k, 10', [0.4065042, 0.413672, 1.0]], ['2, k, 11', [0.4126017, 0.3969786, 1.0]], ['2, k, 12', [0.08202545, 0.008834904, 1.0]], ['2, k, 13', [0.07192083, -0.3094746, 1.0]], ['2, k, 14', [0.1010202, -0.6566695, 1.0]], ['2, k, 15', [0.05230707, -0.7294175, 1.0]], ['2, k, 16', [0.2417685, 0.01319415, 1.0]], ['2, k, 17', [0.2399973, -0.3516011, 1.0]], ['2, k, 18', [0.2268632, -0.6570852, 1.0]], ['2, k, 19', [0.2180812, -0.7303662, 1.0]], ['2, k, 20', [0.1544502, 0.5511858, 1.0]], ['2, k, 21', [-0.03938046, -0.1266599, 1.0]], ['2, k, 22', [-0.002426266, -0.03805408, 1.0]], ['2, k, 23', [0.4174787, 0.3965638, 1.0]], ['2, k, 24', [0.4412726, 0.3863026, 1.0]]]
[['2, k, 0', [0.164139, 0.0100967, 1.0]], ['2, k, 1', [0.1591429, 0.3237072, 1.0]], ['2, k, 2', [0.152935, 0.6246415, 1.0]], ['2, k, 3', [0.1531625, 0.7629411, 1.0]], ['2, k, 4', [-0.02059702, 0.4985608, 1.0]], ['2, k, 5', [-0.06373889, 0.2556368, 1.0]], ['2, k, 6', [-0.05682041, 0.01455213, 1.0]], ['2, k, 7', [-0.04031605, -0.04278632, 1.0]], ['2, k, 8', [0.3116979, 0.5373377, 1.0]], ['2, k, 9', [0.4015889, 0.4058246, 1.0]], ['2, k, 10', [0.391333, 0.4237978, 1.0]], ['2, k, 11', [0.4044115, 0.330535, 1.0]], ['2, k, 12', [0.08166531, 0.007869394, 1.0]], ['2, k, 13', [0.07415075, -0.3129213, 1.0]], ['2, k, 14', [0.1014833, -0.6526513, 1.0]], ['2, k, 15', [0.05356267, -0.7280236, 1.0]], ['2, k, 16', [0.2414351, 0.01192689, 1.0]], ['2, k, 17', [0.2399864, -0.3546633, 1.0]], ['2, k, 18', [0.2273981, -0.6575844, 1.0]], ['2, k, 19', [0.2202183, -0.7295555, 1.0]], ['2, k, 20', [0.1546104, 0.5510516, 1.0]], ['2, k, 21', [-0.03423677, -0.1251653, 1.0]], ['2, k, 22', [-0.0006591434, -0.06169458, 1.0]], ['2, k, 23', [0.42364, 0.3178797, 1.0]], ['2, k, 24', [0.431971, 0.3148589, 1.0]]]
