[['2, k, 0', [0.212205, -1.11582, 1.0]], ['2, k, 1', [0.217632, -0.839189, 1.0]], ['2, k, 2', [0.221988, -0.564744, 1.0]], ['2, k, 3', [0.233521, -0.423824, 1.0]], ['2, k, 4', [0.0568046, -0.667866, 1.0]], ['2, k, 5', [-0.0909144, -0.811749, 1.0]], ['2, k, 6', [-0.0177411, -0.9663, 1.0]], ['2, k, 7', [0.0204161, -0.976785, 1.0]], ['2, k, 8', [0.391661, -0.660554, 1.0]], ['2, k, 9', [0.547666, -0.810881, 1.0]], ['2, k, 10', [0.436942, -0.940185, 1.0]], ['2, k, 11', [0.385402, -0.96175, 1.0]], ['2, k, 12', [0.133468, -1.1042, 1.0]], ['2, k, 13', [0.134586, -1.35132, 1.0]], ['2, k, 14', [0.138172, -1.7142, 1.0]], ['2, k, 15', [0.118857, -1.74914, 1.0]], ['2, k, 16', [0.28594, -1.10105, 1.0]], ['2, k, 17', [0.326201, -1.35239, 1.0]], ['2, k, 18', [0.383801, -1.70221, 1.0]], ['2, k, 19', [0.3755, -1.74031, 1.0]], ['2, k, 20', [0.221088, -0.633205, 1.0]], ['2, k, 21', [0.0341387, -1.03337, 1.0]], ['2, k, 22', [0.0567851, -0.93578, 1.0]], ['2, k, 23', [0.35615, -1.0148, 1.0]], ['2, k, 24', [0.349635, -0.910244, 1.0]]]
[['2, k, 0', [0.322198, -1.12283, 1.0]], ['2, k, 1', [0.306269, -0.831089, 1.0]], ['2, k, 2', [0.290259, -0.540496, 1.0]], ['2, k, 3', [0.3081, -0.40889, 1.0]], ['2, k, 4', [0.136194, -0.636035, 1.0]], ['2, k, 5', [-0.0294825, -0.774806, 1.0]], ['2, k, 6', [0.0633262, -0.939127, 1.0]], ['2, k, 7', [0.112638, -0.971735, 1.0]], ['2, k, 8', [0.474133, -0.643952, 1.0]], ['2, k, 9', [0.582492, -0.792258, 1.0]], ['2, k, 10', [0.514459, -0.922693, 1.0]], ['2, k, 11', [0.477964, -0.939788, 1.0]], ['2, k, 12', [0.243172, -1.10828, 1.0]], ['2, k, 13', [0.212985, -1.3517, 1.0]], ['2, k, 14', [0.172013, -1.73213, 1.0]], ['2, k, 15', [0.182257, -1.76765, 1.0]], ['2, k, 16', [0.393698, -1.11101, 1.0]], ['2, k, 17', [0.41763, -1.3677, 1.0]], ['2, k, 18', [0.456101, -1.735, 1.0]], ['2, k, 19', [0.478942, -1.76506, 1.0]], ['2, k, 20', [0.294005, -0.613082, 1.0]], ['2, k, 21', [0.135932, -1.03067, 1.0]], ['2, k, 22', [0.150504, -0.935985, 1.0]], ['2, k, 23', [0.449991, -0.997108, 1.0]], ['2, k, 24', [0.438456, -0.905637, 1.0]]]
[['2, k, 0', [0.322106, -1.12246, 1.0]], ['2, k, 1', [0.306761, -0.831087, 1.0]], ['2, k, 2', [0.290797, -0.540766, 1.0]], ['2, k, 3', [0.308985, -0.409564, 1.0]], ['2, k, 4', [0.136688, -0.6362, 1.0]], ['2, k, 5', [-0.0305842, -0.777502, 1.0]], ['2, k, 6', [0.0634857, -0.939299, 1.0]], ['2, k, 7', [0.113707, -0.973153, 1.0]], ['2, k, 8', [0.474776, -0.64463, 1.0]], ['2, k, 9', [0.584571, -0.79295, 1.0]], ['2, k, 10', [0.520835, -0.928486, 1.0]], ['2, k, 11', [0.477918, -0.939207, 1.0]], ['2, k, 12', [0.242681, -1.10792, 1.0]], ['2, k, 13', [0.21294, -1.35038, 1.0]], ['2, k, 14', [0.172386, -1.73175, 1.0]], ['2, k, 15', [0.181537, -1.76746, 1.0]], ['2, k, 16', [0.394038, -1.11061, 1.0]], ['2, k, 17', [0.417217, -1.36588, 1.0]], ['2, k, 18', [0.455052, -1.73486, 1.0]], ['2, k, 19', [0.476733, -1.76491, 1.0]], ['2, k, 20', [0.2945, -0.613258, 1.0]], ['2, k, 21', [0.140103, -1.03172, 1.0]], ['2, k, 22', [0.152201, -0.936437, 1.0]], ['2, k, 23', [0.450979, -1.00069, 1.0]], ['2, k, 24', [0.442888, -0.90813, 1.0]]]
[['2, k, 0', [0.321889, -1.1222, 1.0]], ['2, k, 1', [0.307145, -0.831002, 1.0]], ['2, k, 2', [0.291513, -0.540916, 1.0]], ['2, k, 3', [0.309847, -0.4096, 1.0]], ['2, k, 4', [0.137205, -0.63666, 1.0]], ['2, k, 5', [-0.0301522, -0.779209, 1.0]], ['2, k, 6', [0.0639031, -0.94003, 1.0]], ['2, k, 7', [0.112451, -0.972038, 1.0]], ['2, k, 8', [0.476448, -0.645541, 1.0]], ['2, k, 9', [0.585191, -0.797195, 1.0]], ['2, k, 10', [0.512613, -0.920384, 1.0]], ['2, k, 11', [0.473773, -0.941129, 1.0]], ['2, k, 12', [0.242244, -1.10763, 1.0]], ['2, k, 13', [0.212827, -1.34951, 1.0]], ['2, k, 14', [0.172587, -1.73163, 1.0]], ['2, k, 15', [0.181023, -1.76716, 1.0]], ['2, k, 16', [0.394122, -1.11039, 1.0]], ['2, k, 17', [0.416313, -1.36533, 1.0]], ['2, k, 18', [0.452847, -1.7344, 1.0]], ['2, k, 19', [0.473805, -1.76561, 1.0]], ['2, k, 20', [0.295063, -0.613325, 1.0]], ['2, k, 21', [0.137031, -1.03029, 1.0]], ['2, k, 22', [0.151712, -0.934577, 1.0]], ['2, k, 23', [0.4418, -0.993415, 1.0]], ['2, k, 24', [0.437431, -0.904189, 1.0]]]
[['2, k, 0', [0.321559, -1.12164, 1.0]], ['2, k, 1', [0.307436, -0.830879, 1.0]], ['2, k, 2', [0.291857, -0.541096, 1.0]], ['2, k, 3', [0.310222, -0.409744, 1.0]], ['2, k, 4', [0.137207, -0.636885, 1.0]], ['2, k, 5', [-0.029712, -0.780555, 1.0]], ['2, k, 6', [0.0639819, -0.940175, 1.0]], ['2, k, 7', [0.111576, -0.972558, 1.0]], ['2, k, 8', [0.477423, -0.646238, 1.0]], ['2, k, 9', [0.58728, -0.797242, 1.0]], ['2, k, 10', [0.511443, -0.919336, 1.0]], ['2, k, 11', [0.472378, -0.939269, 1.0]], ['2, k, 12', [0.241655, -1.1074, 1.0]], ['2, k, 13', [0.211458, -1.34871, 1.0]], ['2, k, 14', [0.169907, -1.73126, 1.0]], ['2, k, 15', [0.177313, -1.76668, 1.0]], ['2, k, 16', [0.394065, -1.10943, 1.0]], ['2, k, 17', [0.415738, -1.36437, 1.0]], ['2, k, 18', [0.451577, -1.73359, 1.0]], ['2, k, 19', [0.471763, -1.76496, 1.0]], ['2, k, 20', [0.295469, -0.613463, 1.0]], ['2, k, 21', [0.139915, -1.03046, 1.0]], ['2, k, 22', [0.151152, -0.933262, 1.0]], ['2, k, 23', [0.441107, -0.991863, 1.0]], ['2, k, 24', [0.429505, -0.896608, 1.0]]]
[['2, k, 0', [0.320234, -1.12173, 1.0]], ['2, k, 1', [0.307211, -0.831017, 1.0]], ['2, k, 2', [0.292109, -0.541333, 1.0]], ['2, k, 3', [0.310924, -0.40997, 1.0]], ['2, k, 4', [0.137382, -0.637473, 1.0]], ['2, k, 5', [-0.0296313, -0.782894, 1.0]], ['2, k, 6', [0.0639989, -0.939595, 1.0]], ['2, k, 7', [0.111651, -0.974532, 1.0]], ['2, k, 8', [0.478256, -0.64699, 1.0]], ['2, k, 9', [0.590508, -0.796498, 1.0]], ['2, k, 10', [0.511077, -0.918757, 1.0]], ['2, k, 11', [0.473008, -0.938197, 1.0]], ['2, k, 12', [0.240093, -1.10757, 1.0]], ['2, k, 13', [0.210814, -1.34775, 1.0]], ['2, k, 14', [0.170329, -1.73152, 1.0]], ['2, k, 15', [0.176647, -1.76708, 1.0]], ['2, k, 16', [0.392972, -1.10942, 1.0]], ['2, k, 17', [0.414913, -1.3634, 1.0]], ['2, k, 18', [0.451322, -1.73339, 1.0]], ['2, k, 19', [0.470432, -1.76511, 1.0]], ['2, k, 20', [0.295637, -0.613623, 1.0]], ['2, k, 21', [0.137008, -1.03015, 1.0]], ['2, k, 22', [0.150521, -0.9321, 1.0]], ['2, k, 23', [0.442541, -0.986272, 1.0]], ['2, k, 24', [0.430804, -0.897226, 1.0]]]
[['2, k, 0', [0.318522, -1.12161, 1.0]], ['2, k, 1', [0.306616, -0.831138, 1.0]], ['2, k, 2', [0.292143, -0.541532, 1.0]], ['2, k, 3', [0.311336, -0.410242, 1.0]], ['2, k, 4', [0.137374, -0.63774, 1.0]], ['2, k, 5', [-0.029568, -0.783852, 1.0]], ['2, k, 6', [0.0632724, -0.939896, 1.0]], ['2, k, 7', [0.109183, -0.973738, 1.0]], ['2, k, 8', [0.477567, -0.647574, 1.0]], ['2, k, 9', [0.593787, -0.795524, 1.0]], ['2, k, 10', [0.50979, -0.92031, 1.0]], ['2, k, 11', [0.472879, -0.939041, 1.0]], ['2, k, 12', [0.238324, -1.10758, 1.0]], ['2, k, 13', [0.208928, -1.34669, 1.0]], ['2, k, 14', [0.16797, -1.73145, 1.0]], ['2, k, 15', [0.172508, -1.76698, 1.0]], ['2, k, 16', [0.391356, -1.10911, 1.0]], ['2, k, 17', [0.412932, -1.36024, 1.0]], ['2, k, 18', [0.449514, -1.73316, 1.0]], ['2, k, 19', [0.467047, -1.76505, 1.0]], ['2, k, 20', [0.295639, -0.613773, 1.0]], ['2, k, 21', [0.134234, -1.03019, 1.0]], ['2, k, 22', [0.143259, -0.934116, 1.0]], ['2, k, 23', [0.439457, -0.990479, 1.0]], ['2, k, 24', [0.431432, -0.902094, 1.0]]]
[['2, k, 0', [0.316381, -1.12124, 1.0]], ['2, k, 1', [0.305897, -0.831059, 1.0]], ['2, k, 2', [0.292176, -0.541659, 1.0]], ['2, k, 3', [0.311769, -0.41047, 1.0]], ['2, k, 4', [0.137338, -0.637882, 1.0]], ['2, k, 5', [-0.0290893, -0.784401, 1.0]], ['2, k, 6', [0.0567576, -0.949412, 1.0]], ['2, k, 7', [0.101002, -0.971184, 1.0]], ['2, k, 8', [0.477271, -0.64805, 1.0]], ['2, k, 9', [0.595037, -0.796228, 1.0]], ['2, k, 10', [0.510475, -0.920431, 1.0]], ['2, k, 11', [0.471343, -0.93842, 1.0]], ['2, k, 12', [0.236073, -1.10727, 1.0]], ['2, k, 13', [0.207493, -1.34505, 1.0]], ['2, k, 14', [0.167361, -1.73157, 1.0]], ['2, k, 15', [0.17048, -1.76643, 1.0]], ['2, k, 16', [0.389333, -1.10865, 1.0]], ['2, k, 17', [0.411705, -1.35981, 1.0]], ['2, k, 18', [0.44932, -1.73207, 1.0]], ['2, k, 19', [0.465661, -1.76503, 1.0]], ['2, k, 20', [0.295628, -0.613807, 1.0]], ['2, k, 21', [0.120108, -1.03685, 1.0]], ['2, k, 22', [0.134313, -0.934822, 1.0]], ['2, k, 23', [0.43944, -0.990629, 1.0]], ['2, k, 24', [0.431404, -0.898374, 1.0]]]
[['2, k, 0', [0.314084, -1.12072, 1.0]], ['2, k, 1', [0.305032, -0.83103, 1.0]], ['2, k, 2', [0.292144, -0.54202, 1.0]], ['2, k, 3', [0.31189, -0.41073, 1.0]], ['2, k, 4', [0.136481, -0.638267, 1.0]], ['2, k, 5', [-0.0298073, -0.78616, 1.0]], ['2, k, 6', [0.0559978, -0.94711, 1.0]], ['2, k, 7', [0.101965, -0.973817, 1.0]], ['2, k, 8', [0.476486, -0.648281, 1.0]], ['2, k, 9', [0.596023, -0.796412, 1.0]], ['2, k, 10', [0.509597, -0.921024, 1.0]], ['2, k, 11', [0.470381, -0.939562, 1.0]], ['2, k, 12', [0.23335, -1.10698, 1.0]], ['2, k, 13', [0.205744, -1.34346, 1.0]], ['2, k, 14', [0.166721, -1.73161, 1.0]], ['2, k, 15', [0.168289, -1.76606, 1.0]], ['2, k, 16', [0.3874, -1.10787, 1.0]], ['2, k, 17', [0.409872, -1.35797, 1.0]], ['2, k, 18', [0.447866, -1.73123, 1.0]], ['2, k, 19', [0.46258, -1.76453, 1.0]], ['2, k, 20', [0.295539, -0.613955, 1.0]], ['2, k, 21', [0.118924, -1.0355, 1.0]], ['2, k, 22', [0.135607, -0.937115, 1.0]], ['2, k, 23', [0.435509, -0.991579, 1.0]], ['2, k, 24', [0.431989, -0.900426, 1.0]]]
[['2, k, 0', [0.311628, -1.12026, 1.0]], ['2, k, 1', [0.303779, -0.830929, 1.0]], ['2, k, 2', [0.291942, -0.542262, 1.0]], ['2, k, 3', [0.312223, -0.411006, 1.0]], ['2, k, 4', [0.135651, -0.6384, 1.0]], ['2, k, 5', [-0.0299667, -0.786194, 1.0]], ['2, k, 6', [0.0549047, -0.945975, 1.0]], ['2, k, 7', [0.100392, -0.973927, 1.0]], ['2, k, 8', [0.474812, -0.648088, 1.0]], ['2, k, 9', [0.5981, -0.797038, 1.0]], ['2, k, 10', [0.508681, -0.920174, 1.0]], ['2, k, 11', [0.475291, -0.931921, 1.0]], ['2, k, 12', [0.230857, -1.1068, 1.0]], ['2, k, 13', [0.202395, -1.34231, 1.0]], ['2, k, 14', [0.161719, -1.73164, 1.0]], ['2, k, 15', [0.161234, -1.76487, 1.0]], ['2, k, 16', [0.384963, -1.10706, 1.0]], ['2, k, 17', [0.408439, -1.35573, 1.0]], ['2, k, 18', [0.448192, -1.7303, 1.0]], ['2, k, 19', [0.461417, -1.76349, 1.0]], ['2, k, 20', [0.295284, -0.614092, 1.0]], ['2, k, 21', [0.118425, -1.03434, 1.0]], ['2, k, 22', [0.130351, -0.938874, 1.0]], ['2, k, 23', [0.440938, -0.979858, 1.0]], ['2, k, 24', [0.427648, -0.889464, 1.0]]]
[['2, k, 0', [0.308158, -1.1199, 1.0]], ['2, k, 1', [0.301821, -0.830845, 1.0]], ['2, k, 2', [0.291518, -0.542503, 1.0]], ['2, k, 3', [0.312315, -0.411165, 1.0]], ['2, k, 4', [0.133357, -0.639419, 1.0]], ['2, k, 5', [-0.0301247, -0.786374, 1.0]], ['2, k, 6', [0.0536522, -0.944809, 1.0]], ['2, k, 7', [0.0987983, -0.973854, 1.0]], ['2, k, 8', [0.472323, -0.647809, 1.0]], ['2, k, 9', [0.599262, -0.796491, 1.0]], ['2, k, 10', [0.507772, -0.920613, 1.0]], ['2, k, 11', [0.473052, -0.932792, 1.0]], ['2, k, 12', [0.227135, -1.10687, 1.0]], ['2, k, 13', [0.199922, -1.34141, 1.0]], ['2, k, 14', [0.16087, -1.73204, 1.0]], ['2, k, 15', [0.158542, -1.76495, 1.0]], ['2, k, 16', [0.381795, -1.10628, 1.0]], ['2, k, 17', [0.405425, -1.35249, 1.0]], ['2, k, 18', [0.446036, -1.72971, 1.0]], ['2, k, 19', [0.457232, -1.76268, 1.0]], ['2, k, 20', [0.29469, -0.614277, 1.0]], ['2, k, 21', [0.114088, -1.03487, 1.0]], ['2, k, 22', [0.131284, -0.937025, 1.0]], ['2, k, 23', [0.434479, -0.97833, 1.0]], ['2, k, 24', [0.426384, -0.890533, 1.0]]]
[['2, k, 0', [0.301081, -1.12012, 1.0]], ['2, k, 1', [0.298681, -0.8314, 1.0]], ['2, k, 2', [0.291129, -0.54318, 1.0]], ['2, k, 3', [0.312025, -0.411416, 1.0]], ['2, k, 4', [0.132187, -0.639708, 1.0]], ['2, k, 5', [-0.0307338, -0.786217, 1.0]], ['2, k, 6', [0.0551539, -0.940996, 1.0]], ['2, k, 7', [0.0973887, -0.969492, 1.0]], ['2, k, 8', [0.470846, -0.648276, 1.0]], ['2, k, 9', [0.600441, -0.795489, 1.0]], ['2, k, 10', [0.507612, -0.920638, 1.0]], ['2, k, 11', [0.467986, -0.936085, 1.0]], ['2, k, 12', [0.220067, -1.1067, 1.0]], ['2, k, 13', [0.195833, -1.34118, 1.0]], ['2, k, 14', [0.161249, -1.73311, 1.0]], ['2, k, 15', [0.158467, -1.76424, 1.0]], ['2, k, 16', [0.37477, -1.10693, 1.0]], ['2, k, 17', [0.398653, -1.35084, 1.0]], ['2, k, 18', [0.440208, -1.73087, 1.0]], ['2, k, 19', [0.449937, -1.76255, 1.0]], ['2, k, 20', [0.293836, -0.614973, 1.0]], ['2, k, 21', [0.113869, -1.02576, 1.0]], ['2, k, 22', [0.132503, -0.928793, 1.0]], ['2, k, 23', [0.43229, -0.983223, 1.0]], ['2, k, 24', [0.423858, -0.891665, 1.0]]]
[['2, k, 0', [0.296989, -1.12008, 1.0]], ['2, k, 1', [0.295588, -0.831677, 1.0]], ['2, k, 2', [0.290007, -0.543886, 1.0]], ['2, k, 3', [0.311483, -0.412145, 1.0]], ['2, k, 4', [0.129243, -0.640684, 1.0]], ['2, k, 5', [-0.031373, -0.786342, 1.0]], ['2, k, 6', [0.0548861, -0.941716, 1.0]], ['2, k, 7', [0.0931837, -0.971806, 1.0]], ['2, k, 8', [0.46768, -0.648524, 1.0]], ['2, k, 9', [0.600342, -0.795185, 1.0]], ['2, k, 10', [0.507096, -0.921466, 1.0]], ['2, k, 11', [0.46639, -0.937024, 1.0]], ['2, k, 12', [0.215448, -1.10692, 1.0]], ['2, k, 13', [0.193553, -1.33947, 1.0]], ['2, k, 14', [0.16215, -1.73413, 1.0]], ['2, k, 15', [0.15782, -1.76385, 1.0]], ['2, k, 16', [0.371207, -1.10667, 1.0]], ['2, k, 17', [0.396243, -1.34888, 1.0]], ['2, k, 18', [0.439918, -1.73038, 1.0]], ['2, k, 19', [0.447765, -1.76198, 1.0]], ['2, k, 20', [0.292203, -0.615632, 1.0]], ['2, k, 21', [0.108116, -1.03035, 1.0]], ['2, k, 22', [0.126336, -0.933207, 1.0]], ['2, k, 23', [0.430548, -0.9842, 1.0]], ['2, k, 24', [0.423018, -0.893321, 1.0]]]
[['2, k, 0', [0.291536, -1.12047, 1.0]], ['2, k, 1', [0.292516, -0.832169, 1.0]], ['2, k, 2', [0.289225, -0.544547, 1.0]], ['2, k, 3', [0.310966, -0.412607, 1.0]], ['2, k, 4', [0.128441, -0.640797, 1.0]], ['2, k, 5', [-0.0323059, -0.786971, 1.0]], ['2, k, 6', [0.0462284, -0.950852, 1.0]], ['2, k, 7', [0.0856911, -0.97449, 1.0]], ['2, k, 8', [0.464972, -0.648957, 1.0]], ['2, k, 9', [0.60013, -0.795752, 1.0]], ['2, k, 10', [0.506087, -0.923049, 1.0]], ['2, k, 11', [0.46676, -0.93579, 1.0]], ['2, k, 12', [0.210297, -1.10717, 1.0]], ['2, k, 13', [0.188986, -1.34043, 1.0]], ['2, k, 14', [0.158559, -1.73454, 1.0]], ['2, k, 15', [0.153191, -1.76399, 1.0]], ['2, k, 16', [0.365734, -1.10719, 1.0]], ['2, k, 17', [0.392758, -1.3458, 1.0]], ['2, k, 18', [0.440414, -1.7306, 1.0]], ['2, k, 19', [0.447563, -1.7611, 1.0]], ['2, k, 20', [0.290894, -0.616298, 1.0]], ['2, k, 21', [0.0951695, -1.03855, 1.0]], ['2, k, 22', [0.112993, -0.943276, 1.0]], ['2, k, 23', [0.428642, -0.984806, 1.0]], ['2, k, 24', [0.424971, -0.90189, 1.0]]]
[['2, k, 0', [0.286629, -1.12044, 1.0]], ['2, k, 1', [0.289653, -0.832541, 1.0]], ['2, k, 2', [0.288441, -0.545264, 1.0]], ['2, k, 3', [0.310385, -0.412948, 1.0]], ['2, k, 4', [0.125992, -0.640634, 1.0]], ['2, k, 5', [-0.0340049, -0.78688, 1.0]], ['2, k, 6', [0.0431693, -0.947716, 1.0]], ['2, k, 7', [0.0840028, -0.972889, 1.0]], ['2, k, 8', [0.46197, -0.649842, 1.0]], ['2, k, 9', [0.599962, -0.795952, 1.0]], ['2, k, 10', [0.504486, -0.920862, 1.0]], ['2, k, 11', [0.448458, -0.942668, 1.0]], ['2, k, 12', [0.205326, -1.10705, 1.0]], ['2, k, 13', [0.186158, -1.34049, 1.0]], ['2, k, 14', [0.159084, -1.73481, 1.0]], ['2, k, 15', [0.152471, -1.76417, 1.0]], ['2, k, 16', [0.360959, -1.10726, 1.0]], ['2, k, 17', [0.387148, -1.34316, 1.0]], ['2, k, 18', [0.43434, -1.73103, 1.0]], ['2, k, 19', [0.439498, -1.76127, 1.0]], ['2, k, 20', [0.289615, -0.616972, 1.0]], ['2, k, 21', [0.0951329, -1.03826, 1.0]], ['2, k, 22', [0.111036, -0.942383, 1.0]], ['2, k, 23', [0.414019, -0.99571, 1.0]], ['2, k, 24', [0.409877, -0.900234, 1.0]]]
[['2, k, 0', [0.28074, -1.12016, 1.0]], ['2, k, 1', [0.286138, -0.832681, 1.0]], ['2, k, 2', [0.287227, -0.545938, 1.0]], ['2, k, 3', [0.309794, -0.413295, 1.0]], ['2, k, 4', [0.123859, -0.640797, 1.0]], ['2, k, 5', [-0.03488, -0.786375, 1.0]], ['2, k, 6', [0.0419259, -0.946444, 1.0]], ['2, k, 7', [0.0811362, -0.970953, 1.0]], ['2, k, 8', [0.459656, -0.650581, 1.0]], ['2, k, 9', [0.598314, -0.796442, 1.0]], ['2, k, 10', [0.502216, -0.920682, 1.0]], ['2, k, 11', [0.448645, -0.942246, 1.0]], ['2, k, 12', [0.198964, -1.10692, 1.0]], ['2, k, 13', [0.181751, -1.34143, 1.0]], ['2, k, 14', [0.157836, -1.73511, 1.0]], ['2, k, 15', [0.150684, -1.764, 1.0]], ['2, k, 16', [0.355345, -1.10682, 1.0]], ['2, k, 17', [0.384475, -1.34326, 1.0]], ['2, k, 18', [0.435851, -1.72961, 1.0]], ['2, k, 19', [0.440772, -1.76014, 1.0]], ['2, k, 20', [0.287845, -0.617527, 1.0]], ['2, k, 21', [0.0898721, -1.03226, 1.0]], ['2, k, 22', [0.108105, -0.935268, 1.0]], ['2, k, 23', [0.415041, -0.995608, 1.0]], ['2, k, 24', [0.409432, -0.902586, 1.0]]]
[['2, k, 0', [0.275409, -1.12007, 1.0]], ['2, k, 1', [0.282642, -0.832823, 1.0]], ['2, k, 2', [0.286032, -0.546423, 1.0]], ['2, k, 3', [0.308682, -0.413577, 1.0]], ['2, k, 4', [0.121425, -0.640649, 1.0]], ['2, k, 5', [-0.0351773, -0.786132, 1.0]], ['2, k, 6', [0.0397857, -0.947486, 1.0]], ['2, k, 7', [0.0756929, -0.971161, 1.0]], ['2, k, 8', [0.457087, -0.65153, 1.0]], ['2, k, 9', [0.597949, -0.797317, 1.0]], ['2, k, 10', [0.492673, -0.920127, 1.0]], ['2, k, 11', [0.450172, -0.939055, 1.0]], ['2, k, 12', [0.193768, -1.10687, 1.0]], ['2, k, 13', [0.178201, -1.34202, 1.0]], ['2, k, 14', [0.15689, -1.73533, 1.0]], ['2, k, 15', [0.149271, -1.76408, 1.0]], ['2, k, 16', [0.350244, -1.1067, 1.0]], ['2, k, 17', [0.378593, -1.34198, 1.0]], ['2, k, 18', [0.429118, -1.72993, 1.0]], ['2, k, 19', [0.432876, -1.76001, 1.0]], ['2, k, 20', [0.286016, -0.617966, 1.0]], ['2, k, 21', [0.0840385, -1.0322, 1.0]], ['2, k, 22', [0.10315, -0.940159, 1.0]], ['2, k, 23', [0.40848, -0.985332, 1.0]], ['2, k, 24', [0.403631, -0.897059, 1.0]]]
[['2, k, 0', [0.270424, -1.12001, 1.0]], ['2, k, 1', [0.278938, -0.833332, 1.0]], ['2, k, 2', [0.283989, -0.547647, 1.0]], ['2, k, 3', [0.306648, -0.414341, 1.0]], ['2, k, 4', [0.117309, -0.642015, 1.0]], ['2, k, 5', [-0.0356489, -0.786389, 1.0]], ['2, k, 6', [0.0388254, -0.947341, 1.0]], ['2, k, 7', [0.0727308, -0.971537, 1.0]], ['2, k, 8', [0.451072, -0.651946, 1.0]], ['2, k, 9', [0.593414, -0.803922, 1.0]], ['2, k, 10', [0.486589, -0.923476, 1.0]], ['2, k, 11', [0.424758, -0.946672, 1.0]], ['2, k, 12', [0.188863, -1.10679, 1.0]], ['2, k, 13', [0.172515, -1.34367, 1.0]], ['2, k, 14', [0.150155, -1.73474, 1.0]], ['2, k, 15', [0.139789, -1.76502, 1.0]], ['2, k, 16', [0.345407, -1.10665, 1.0]], ['2, k, 17', [0.373854, -1.34156, 1.0]], ['2, k, 18', [0.424556, -1.72973, 1.0]], ['2, k, 19', [0.426085, -1.76067, 1.0]], ['2, k, 20', [0.283464, -0.619011, 1.0]], ['2, k, 21', [0.0801287, -1.03196, 1.0]], ['2, k, 22', [0.100423, -0.938071, 1.0]], ['2, k, 23', [0.383162, -0.988129, 1.0]], ['2, k, 24', [0.389261, -0.888526, 1.0]]]
[['2, k, 0', [0.261304, -1.12029, 1.0]], ['2, k, 1', [0.273146, -0.834363, 1.0]], ['2, k, 2', [0.281391, -0.549306, 1.0]], ['2, k, 3', [0.304273, -0.415398, 1.0]], ['2, k, 4', [0.113818, -0.642072, 1.0]], ['2, k, 5', [-0.0368661, -0.7861, 1.0]], ['2, k, 6', [0.0373705, -0.946754, 1.0]], ['2, k, 7', [0.067407, -0.973725, 1.0]], ['2, k, 8', [0.448572, -0.653119, 1.0]], ['2, k, 9', [0.59134, -0.805521, 1.0]], ['2, k, 10', [0.484214, -0.92483, 1.0]], ['2, k, 11', [0.424226, -0.945904, 1.0]], ['2, k, 12', [0.179691, -1.10632, 1.0]], ['2, k, 13', [0.166551, -1.34471, 1.0]], ['2, k, 14', [0.149223, -1.73449, 1.0]], ['2, k, 15', [0.138557, -1.7655, 1.0]], ['2, k, 16', [0.336545, -1.10766, 1.0]], ['2, k, 17', [0.368852, -1.34189, 1.0]], ['2, k, 18', [0.425514, -1.72936, 1.0]], ['2, k, 19', [0.427028, -1.76038, 1.0]], ['2, k, 20', [0.280017, -0.62056, 1.0]], ['2, k, 21', [0.0740118, -1.03387, 1.0]], ['2, k, 22', [0.0929801, -0.939201, 1.0]], ['2, k, 23', [0.381089, -0.982869, 1.0]], ['2, k, 24', [0.385334, -0.888283, 1.0]]]
[['2, k, 0', [0.253919, -1.12033, 1.0]], ['2, k, 1', [0.268364, -0.834779, 1.0]], ['2, k, 2', [0.279316, -0.550177, 1.0]], ['2, k, 3', [0.302183, -0.415485, 1.0]], ['2, k, 4', [0.110151, -0.64242, 1.0]], ['2, k, 5', [-0.0420116, -0.784915, 1.0]], ['2, k, 6', [0.0327417, -0.941266, 1.0]], ['2, k, 7', [0.0643956, -0.971219, 1.0]], ['2, k, 8', [0.444655, -0.654014, 1.0]], ['2, k, 9', [0.589125, -0.807366, 1.0]], ['2, k, 10', [0.481079, -0.927391, 1.0]], ['2, k, 11', [0.432062, -0.940877, 1.0]], ['2, k, 12', [0.172951, -1.10614, 1.0]], ['2, k, 13', [0.160404, -1.3472, 1.0]], ['2, k, 14', [0.144157, -1.73421, 1.0]], ['2, k, 15', [0.132111, -1.76576, 1.0]], ['2, k, 16', [0.328593, -1.10794, 1.0]], ['2, k, 17', [0.364964, -1.34154, 1.0]], ['2, k, 18', [0.427864, -1.72795, 1.0]], ['2, k, 19', [0.429198, -1.75945, 1.0]], ['2, k, 20', [0.277244, -0.62133, 1.0]], ['2, k, 21', [0.0729848, -1.02787, 1.0]], ['2, k, 22', [0.093105, -0.92879, 1.0]], ['2, k, 23', [0.383089, -0.974735, 1.0]], ['2, k, 24', [0.389732, -0.88606, 1.0]]]
