[['2, k, 0', [-0.258651, -0.474012, 1.0]], ['2, k, 1', [-0.263422, -0.179654, 1.0]], ['2, k, 2', [-0.266436, 0.108365, 1.0]], ['2, k, 3', [-0.284031, 0.255705, 1.0]], ['2, k, 4', [-0.460757, 0.0202642, 1.0]], ['2, k, 5', [-0.574345, -0.132322, 1.0]], ['2, k, 6', [-0.410367, -0.168164, 1.0]], ['2, k, 7', [-0.345854, -0.176998, 1.0]], ['2, k, 8', [-0.0790104, 0.0212204, 1.0]], ['2, k, 9', [0.08207, -0.09229, 1.0]], ['2, k, 10', [-0.000829089, -0.263295, 1.0]], ['2, k, 11', [-0.0517396, -0.296759, 1.0]], ['2, k, 12', [-0.341943, -0.467209, 1.0]], ['2, k, 13', [-0.41367, -0.771653, 1.0]], ['2, k, 14', [-0.470296, -1.08442, 1.0]], ['2, k, 15', [-0.530802, -1.14534, 1.0]], ['2, k, 16', [-0.167776, -0.466987, 1.0]], ['2, k, 17', [-0.0981064, -0.784354, 1.0]], ['2, k, 18', [-0.0296182, -1.1055, 1.0]], ['2, k, 19', [0.0214822, -1.15148, 1.0]], ['2, k, 20', [-0.265984, 0.0372562, 1.0]], ['2, k, 21', [-0.298817, -0.189029, 1.0]], ['2, k, 22', [-0.326767, -0.110045, 1.0]], ['2, k, 23', [-0.0592645, -0.383444, 1.0]], ['2, k, 24', [-0.0841319, -0.271636, 1.0]]]
[['2, k, 0', [-0.332909, -0.4699, 1.0]], ['2, k, 1', [-0.314608, -0.176792, 1.0]], ['2, k, 2', [-0.293016, 0.107263, 1.0]], ['2, k, 3', [-0.315795, 0.256639, 1.0]], ['2, k, 4', [-0.510535, 0.030514, 1.0]], ['2, k, 5', [-0.613862, -0.120786, 1.0]], ['2, k, 6', [-0.5195, -0.285002, 1.0]], ['2, k, 7', [-0.472784, -0.336724, 1.0]], ['2, k, 8', [-0.116268, 0.00713479, 1.0]], ['2, k, 9', [0.0329235, -0.135742, 1.0]], ['2, k, 10', [-0.0621118, -0.296091, 1.0]], ['2, k, 11', [-0.114076, -0.3277, 1.0]], ['2, k, 12', [-0.411738, -0.459517, 1.0]], ['2, k, 13', [-0.476223, -0.758749, 1.0]], ['2, k, 14', [-0.48839, -1.07773, 1.0]], ['2, k, 15', [-0.530264, -1.1422, 1.0]], ['2, k, 16', [-0.24459, -0.467123, 1.0]], ['2, k, 17', [-0.132857, -0.778557, 1.0]], ['2, k, 18', [-0.0436562, -1.08768, 1.0]], ['2, k, 19', [0.0148937, -1.14505, 1.0]], ['2, k, 20', [-0.298322, 0.0374326, 1.0]], ['2, k, 21', [-0.41488, -0.392705, 1.0]], ['2, k, 22', [-0.51957, -0.387983, 1.0]], ['2, k, 23', [-0.11679, -0.414825, 1.0]], ['2, k, 24', [-0.0975532, -0.397176, 1.0]]]
[['2, k, 0', [-0.329637, -0.471464, 1.0]], ['2, k, 1', [-0.313604, -0.177337, 1.0]], ['2, k, 2', [-0.293116, 0.107434, 1.0]], ['2, k, 3', [-0.315837, 0.25658, 1.0]], ['2, k, 4', [-0.510083, 0.029989, 1.0]], ['2, k, 5', [-0.614159, -0.121325, 1.0]], ['2, k, 6', [-0.52227, -0.286339, 1.0]], ['2, k, 7', [-0.474786, -0.33802, 1.0]], ['2, k, 8', [-0.116171, 0.00750272, 1.0]], ['2, k, 9', [0.0345571, -0.133247, 1.0]], ['2, k, 10', [-0.060046, -0.294051, 1.0]], ['2, k, 11', [-0.110717, -0.327861, 1.0]], ['2, k, 12', [-0.408412, -0.461419, 1.0]], ['2, k, 13', [-0.473611, -0.760463, 1.0]], ['2, k, 14', [-0.487898, -1.07854, 1.0]], ['2, k, 15', [-0.530208, -1.1426, 1.0]], ['2, k, 16', [-0.241474, -0.46828, 1.0]], ['2, k, 17', [-0.131601, -0.779888, 1.0]], ['2, k, 18', [-0.0440799, -1.08776, 1.0]], ['2, k, 19', [0.0151382, -1.14478, 1.0]], ['2, k, 20', [-0.298301, 0.0374364, 1.0]], ['2, k, 21', [-0.417283, -0.398483, 1.0]], ['2, k, 22', [-0.522934, -0.379825, 1.0]], ['2, k, 23', [-0.111524, -0.415716, 1.0]], ['2, k, 24', [-0.142076, -0.307865, 1.0]]]
[['2, k, 0', [-0.325712, -0.472924, 1.0]], ['2, k, 1', [-0.311579, -0.178043, 1.0]], ['2, k, 2', [-0.29294, 0.107547, 1.0]], ['2, k, 3', [-0.315836, 0.25656, 1.0]], ['2, k, 4', [-0.509375, 0.0292944, 1.0]], ['2, k, 5', [-0.613883, -0.122871, 1.0]], ['2, k, 6', [-0.521882, -0.286407, 1.0]], ['2, k, 7', [-0.473889, -0.338009, 1.0]], ['2, k, 8', [-0.115924, 0.00790476, 1.0]], ['2, k, 9', [0.0363491, -0.130684, 1.0]], ['2, k, 10', [-0.0571664, -0.29237, 1.0]], ['2, k, 11', [-0.107798, -0.327349, 1.0]], ['2, k, 12', [-0.404469, -0.463314, 1.0]], ['2, k, 13', [-0.471057, -0.762342, 1.0]], ['2, k, 14', [-0.487942, -1.07927, 1.0]], ['2, k, 15', [-0.530599, -1.14316, 1.0]], ['2, k, 16', [-0.237668, -0.469258, 1.0]], ['2, k, 17', [-0.129068, -0.783017, 1.0]], ['2, k, 18', [-0.0446724, -1.08751, 1.0]], ['2, k, 19', [0.0149675, -1.14447, 1.0]], ['2, k, 20', [-0.298019, 0.03744, 1.0]], ['2, k, 21', [-0.415808, -0.394547, 1.0]], ['2, k, 22', [-0.51296, -0.398802, 1.0]], ['2, k, 23', [-0.109998, -0.412893, 1.0]], ['2, k, 24', [-0.142484, -0.305437, 1.0]]]
[['2, k, 0', [-0.321993, -0.474426, 1.0]], ['2, k, 1', [-0.309334, -0.17883, 1.0]], ['2, k, 2', [-0.292686, 0.10765, 1.0]], ['2, k, 3', [-0.315782, 0.25659, 1.0]], ['2, k, 4', [-0.508772, 0.0287601, 1.0]], ['2, k, 5', [-0.613921, -0.122697, 1.0]], ['2, k, 6', [-0.528228, -0.288349, 1.0]], ['2, k, 7', [-0.483894, -0.337371, 1.0]], ['2, k, 8', [-0.115585, 0.00845868, 1.0]], ['2, k, 9', [0.0380221, -0.128867, 1.0]], ['2, k, 10', [-0.0611232, -0.287439, 1.0]], ['2, k, 11', [-0.110556, -0.321651, 1.0]], ['2, k, 12', [-0.400682, -0.465374, 1.0]], ['2, k, 13', [-0.468621, -0.764729, 1.0]], ['2, k, 14', [-0.487731, -1.07933, 1.0]], ['2, k, 15', [-0.530629, -1.1431, 1.0]], ['2, k, 16', [-0.234104, -0.470166, 1.0]], ['2, k, 17', [-0.125534, -0.787062, 1.0]], ['2, k, 18', [-0.0450548, -1.08716, 1.0]], ['2, k, 19', [0.0147071, -1.14443, 1.0]], ['2, k, 20', [-0.297477, 0.0374216, 1.0]], ['2, k, 21', [-0.440922, -0.400585, 1.0]], ['2, k, 22', [-0.529203, -0.37671, 1.0]], ['2, k, 23', [-0.12342, -0.402751, 1.0]], ['2, k, 24', [-0.148522, -0.284199, 1.0]]]
[['2, k, 0', [-0.31795, -0.475889, 1.0]], ['2, k, 1', [-0.308, -0.179359, 1.0]], ['2, k, 2', [-0.292749, 0.10776, 1.0]], ['2, k, 3', [-0.31563, 0.256584, 1.0]], ['2, k, 4', [-0.507816, 0.0282324, 1.0]], ['2, k, 5', [-0.614138, -0.122757, 1.0]], ['2, k, 6', [-0.544867, -0.295378, 1.0]], ['2, k, 7', [-0.510359, -0.340997, 1.0]], ['2, k, 8', [-0.115227, 0.00913864, 1.0]], ['2, k, 9', [0.039429, -0.12677, 1.0]], ['2, k, 10', [-0.060166, -0.284381, 1.0]], ['2, k, 11', [-0.112669, -0.3225, 1.0]], ['2, k, 12', [-0.396652, -0.467371, 1.0]], ['2, k, 13', [-0.464461, -0.766369, 1.0]], ['2, k, 14', [-0.486768, -1.07992, 1.0]], ['2, k, 15', [-0.530804, -1.14287, 1.0]], ['2, k, 16', [-0.230147, -0.47104, 1.0]], ['2, k, 17', [-0.121984, -0.790439, 1.0]], ['2, k, 18', [-0.0458828, -1.0863, 1.0]], ['2, k, 19', [0.0141813, -1.14396, 1.0]], ['2, k, 20', [-0.297438, 0.0374248, 1.0]], ['2, k, 21', [-0.506431, -0.418121, 1.0]], ['2, k, 22', [-0.533064, -0.39911, 1.0]], ['2, k, 23', [-0.141275, -0.39866, 1.0]], ['2, k, 24', [-0.15298, -0.273516, 1.0]]]
[['2, k, 0', [-0.313668, -0.477086, 1.0]], ['2, k, 1', [-0.306069, -0.179934, 1.0]], ['2, k, 2', [-0.292708, 0.107841, 1.0]], ['2, k, 3', [-0.315496, 0.256571, 1.0]], ['2, k, 4', [-0.505607, 0.0274453, 1.0]], ['2, k, 5', [-0.612731, -0.125867, 1.0]], ['2, k, 6', [-0.526423, -0.28721, 1.0]], ['2, k, 7', [-0.486926, -0.324978, 1.0]], ['2, k, 8', [-0.114666, 0.00968045, 1.0]], ['2, k, 9', [0.0428643, -0.122094, 1.0]], ['2, k, 10', [-0.0504232, -0.284017, 1.0]], ['2, k, 11', [-0.103059, -0.32188, 1.0]], ['2, k, 12', [-0.39255, -0.46919, 1.0]], ['2, k, 13', [-0.459088, -0.77069, 1.0]], ['2, k, 14', [-0.486489, -1.08036, 1.0]], ['2, k, 15', [-0.529784, -1.14212, 1.0]], ['2, k, 16', [-0.225749, -0.471571, 1.0]], ['2, k, 17', [-0.120287, -0.791937, 1.0]], ['2, k, 18', [-0.0458577, -1.08576, 1.0]], ['2, k, 19', [0.0140013, -1.14396, 1.0]], ['2, k, 20', [-0.2972, 0.0374167, 1.0]], ['2, k, 21', [-0.463222, -0.403, 1.0]], ['2, k, 22', [-0.524271, -0.384807, 1.0]], ['2, k, 23', [-0.120823, -0.400904, 1.0]], ['2, k, 24', [-0.140872, -0.277275, 1.0]]]
[['2, k, 0', [-0.30942, -0.477981, 1.0]], ['2, k, 1', [-0.303641, -0.180717, 1.0]], ['2, k, 2', [-0.292577, 0.107808, 1.0]], ['2, k, 3', [-0.31546, 0.256483, 1.0]], ['2, k, 4', [-0.503455, 0.026897, 1.0]], ['2, k, 5', [-0.611691, -0.12774, 1.0]], ['2, k, 6', [-0.539624, -0.29949, 1.0]], ['2, k, 7', [-0.502091, -0.338157, 1.0]], ['2, k, 8', [-0.113966, 0.0101785, 1.0]], ['2, k, 9', [0.0460864, -0.117859, 1.0]], ['2, k, 10', [-0.0301321, -0.288629, 1.0]], ['2, k, 11', [-0.0899068, -0.330393, 1.0]], ['2, k, 12', [-0.38852, -0.470754, 1.0]], ['2, k, 13', [-0.455592, -0.772266, 1.0]], ['2, k, 14', [-0.486491, -1.08125, 1.0]], ['2, k, 15', [-0.529546, -1.1422, 1.0]], ['2, k, 16', [-0.221345, -0.471743, 1.0]], ['2, k, 17', [-0.117839, -0.793103, 1.0]], ['2, k, 18', [-0.0454781, -1.08595, 1.0]], ['2, k, 19', [0.0142223, -1.14432, 1.0]], ['2, k, 20', [-0.296546, 0.037174, 1.0]], ['2, k, 21', [-0.496445, -0.419378, 1.0]], ['2, k, 22', [-0.519012, -0.406891, 1.0]], ['2, k, 23', [-0.0927139, -0.411737, 1.0]], ['2, k, 24', [-0.120268, -0.299128, 1.0]]]
[['2, k, 0', [-0.30398, -0.478619, 1.0]], ['2, k, 1', [-0.300346, -0.181626, 1.0]], ['2, k, 2', [-0.292047, 0.107521, 1.0]], ['2, k, 3', [-0.315297, 0.256161, 1.0]], ['2, k, 4', [-0.501825, 0.0255173, 1.0]], ['2, k, 5', [-0.611754, -0.127594, 1.0]], ['2, k, 6', [-0.539211, -0.299144, 1.0]], ['2, k, 7', [-0.498475, -0.338773, 1.0]], ['2, k, 8', [-0.112497, 0.0109035, 1.0]], ['2, k, 9', [0.0477249, -0.115743, 1.0]], ['2, k, 10', [-0.0261367, -0.287572, 1.0]], ['2, k, 11', [-0.0841476, -0.331515, 1.0]], ['2, k, 12', [-0.383706, -0.47195, 1.0]], ['2, k, 13', [-0.447764, -0.772558, 1.0]], ['2, k, 14', [-0.486035, -1.08125, 1.0]], ['2, k, 15', [-0.529852, -1.14143, 1.0]], ['2, k, 16', [-0.215416, -0.471714, 1.0]], ['2, k, 17', [-0.113142, -0.795456, 1.0]], ['2, k, 18', [-0.0444808, -1.0859, 1.0]], ['2, k, 19', [0.0143415, -1.1449, 1.0]], ['2, k, 20', [-0.295224, 0.0365836, 1.0]], ['2, k, 21', [-0.494225, -0.421468, 1.0]], ['2, k, 22', [-0.468512, -0.31, 1.0]], ['2, k, 23', [-0.0806456, -0.411472, 1.0]], ['2, k, 24', [-0.115938, -0.30658, 1.0]]]
[['2, k, 0', [-0.299216, -0.478867, 1.0]], ['2, k, 1', [-0.297961, -0.182075, 1.0]], ['2, k, 2', [-0.291822, 0.107384, 1.0]], ['2, k, 3', [-0.315002, 0.255753, 1.0]], ['2, k, 4', [-0.499773, 0.0245823, 1.0]], ['2, k, 5', [-0.611664, -0.127505, 1.0]], ['2, k, 6', [-0.507572, -0.279078, 1.0]], ['2, k, 7', [-0.483133, -0.310057, 1.0]], ['2, k, 8', [-0.111125, 0.0118174, 1.0]], ['2, k, 9', [0.0512398, -0.111879, 1.0]], ['2, k, 10', [-0.0240751, -0.28309, 1.0]], ['2, k, 11', [-0.0801501, -0.325383, 1.0]], ['2, k, 12', [-0.379292, -0.472741, 1.0]], ['2, k, 13', [-0.444782, -0.77327, 1.0]], ['2, k, 14', [-0.485376, -1.08142, 1.0]], ['2, k, 15', [-0.529719, -1.14158, 1.0]], ['2, k, 16', [-0.210427, -0.471381, 1.0]], ['2, k, 17', [-0.11157, -0.794997, 1.0]], ['2, k, 18', [-0.0443214, -1.08594, 1.0]], ['2, k, 19', [0.0141941, -1.14469, 1.0]], ['2, k, 20', [-0.294474, 0.0362837, 1.0]], ['2, k, 21', [-0.463061, -0.3925, 1.0]], ['2, k, 22', [-0.443812, -0.285164, 1.0]], ['2, k, 23', [-0.0755733, -0.405101, 1.0]], ['2, k, 24', [-0.114965, -0.304931, 1.0]]]
[['2, k, 0', [-0.293981, -0.478835, 1.0]], ['2, k, 1', [-0.295106, -0.182313, 1.0]], ['2, k, 2', [-0.291341, 0.107261, 1.0]], ['2, k, 3', [-0.314511, 0.255371, 1.0]], ['2, k, 4', [-0.497495, 0.0239823, 1.0]], ['2, k, 5', [-0.611011, -0.127251, 1.0]], ['2, k, 6', [-0.507706, -0.279361, 1.0]], ['2, k, 7', [-0.479528, -0.313205, 1.0]], ['2, k, 8', [-0.109198, 0.0127613, 1.0]], ['2, k, 9', [0.0536368, -0.108931, 1.0]], ['2, k, 10', [-0.0231181, -0.279458, 1.0]], ['2, k, 11', [-0.0761964, -0.318166, 1.0]], ['2, k, 12', [-0.374607, -0.473271, 1.0]], ['2, k, 13', [-0.443057, -0.774254, 1.0]], ['2, k, 14', [-0.485008, -1.08238, 1.0]], ['2, k, 15', [-0.527763, -1.14143, 1.0]], ['2, k, 16', [-0.204803, -0.470725, 1.0]], ['2, k, 17', [-0.107674, -0.79369, 1.0]], ['2, k, 18', [-0.0441852, -1.08593, 1.0]], ['2, k, 19', [0.0141788, -1.14467, 1.0]], ['2, k, 20', [-0.293358, 0.0360525, 1.0]], ['2, k, 21', [-0.453925, -0.391012, 1.0]], ['2, k, 22', [-0.438331, -0.287237, 1.0]], ['2, k, 23', [-0.0756642, -0.398366, 1.0]], ['2, k, 24', [-0.112599, -0.305016, 1.0]]]
[['2, k, 0', [-0.288568, -0.478937, 1.0]], ['2, k, 1', [-0.291371, -0.182781, 1.0]], ['2, k, 2', [-0.289974, 0.106806, 1.0]], ['2, k, 3', [-0.314216, 0.255123, 1.0]], ['2, k, 4', [-0.494067, 0.024205, 1.0]], ['2, k, 5', [-0.599604, -0.139329, 1.0]], ['2, k, 6', [-0.500041, -0.293916, 1.0]], ['2, k, 7', [-0.467961, -0.325707, 1.0]], ['2, k, 8', [-0.10931, 0.0126193, 1.0]], ['2, k, 9', [0.0560653, -0.106135, 1.0]], ['2, k, 10', [-0.0213049, -0.276363, 1.0]], ['2, k, 11', [-0.0724499, -0.318086, 1.0]], ['2, k, 12', [-0.369681, -0.473923, 1.0]], ['2, k, 13', [-0.44046, -0.774296, 1.0]], ['2, k, 14', [-0.483799, -1.0822, 1.0]], ['2, k, 15', [-0.527374, -1.14088, 1.0]], ['2, k, 16', [-0.199067, -0.470244, 1.0]], ['2, k, 17', [-0.103758, -0.791154, 1.0]], ['2, k, 18', [-0.0433041, -1.08647, 1.0]], ['2, k, 19', [0.0142156, -1.14505, 1.0]], ['2, k, 20', [-0.291214, 0.0354857, 1.0]], ['2, k, 21', [-0.449538, -0.405819, 1.0]], ['2, k, 22', [-0.435562, -0.295422, 1.0]], ['2, k, 23', [-0.069279, -0.398788, 1.0]], ['2, k, 24', [-0.108644, -0.299243, 1.0]]]
[['2, k, 0', [-0.284102, -0.47899, 1.0]], ['2, k, 1', [-0.28852, -0.182983, 1.0]], ['2, k, 2', [-0.289046, 0.106632, 1.0]], ['2, k, 3', [-0.313726, 0.254858, 1.0]], ['2, k, 4', [-0.492474, 0.023851, 1.0]], ['2, k, 5', [-0.594616, -0.14534, 1.0]], ['2, k, 6', [-0.497002, -0.300989, 1.0]], ['2, k, 7', [-0.461681, -0.330841, 1.0]], ['2, k, 8', [-0.109329, 0.0125356, 1.0]], ['2, k, 9', [0.0577835, -0.103942, 1.0]], ['2, k, 10', [-0.0196073, -0.274227, 1.0]], ['2, k, 11', [-0.0693908, -0.319084, 1.0]], ['2, k, 12', [-0.365332, -0.474634, 1.0]], ['2, k, 13', [-0.436334, -0.775118, 1.0]], ['2, k, 14', [-0.482811, -1.08235, 1.0]], ['2, k, 15', [-0.527894, -1.14138, 1.0]], ['2, k, 16', [-0.194586, -0.469651, 1.0]], ['2, k, 17', [-0.0977928, -0.779089, 1.0]], ['2, k, 18', [-0.0422958, -1.08619, 1.0]], ['2, k, 19', [0.0142776, -1.14518, 1.0]], ['2, k, 20', [-0.28972, 0.0352515, 1.0]], ['2, k, 21', [-0.436929, -0.40742, 1.0]], ['2, k, 22', [-0.426898, -0.29677, 1.0]], ['2, k, 23', [-0.0674802, -0.397357, 1.0]], ['2, k, 24', [-0.106479, -0.296371, 1.0]]]
[['2, k, 0', [-0.278935, -0.478592, 1.0]], ['2, k, 1', [-0.284637, -0.183, 1.0]], ['2, k, 2', [-0.28695, 0.106356, 1.0]], ['2, k, 3', [-0.312584, 0.254432, 1.0]], ['2, k, 4', [-0.490068, 0.02323, 1.0]], ['2, k, 5', [-0.591295, -0.148859, 1.0]], ['2, k, 6', [-0.495526, -0.306134, 1.0]], ['2, k, 7', [-0.457453, -0.33646, 1.0]], ['2, k, 8', [-0.109302, 0.0125105, 1.0]], ['2, k, 9', [0.0600391, -0.101381, 1.0]], ['2, k, 10', [-0.0197698, -0.270485, 1.0]], ['2, k, 11', [-0.0705653, -0.312129, 1.0]], ['2, k, 12', [-0.360727, -0.474837, 1.0]], ['2, k, 13', [-0.431735, -0.775834, 1.0]], ['2, k, 14', [-0.482767, -1.08261, 1.0]], ['2, k, 15', [-0.527494, -1.14132, 1.0]], ['2, k, 16', [-0.189005, -0.468614, 1.0]], ['2, k, 17', [-0.096257, -0.778265, 1.0]], ['2, k, 18', [-0.0422808, -1.0862, 1.0]], ['2, k, 19', [0.0140457, -1.14479, 1.0]], ['2, k, 20', [-0.287036, 0.0349859, 1.0]], ['2, k, 21', [-0.435433, -0.418315, 1.0]], ['2, k, 22', [-0.422292, -0.303074, 1.0]], ['2, k, 23', [-0.0819262, -0.388239, 1.0]], ['2, k, 24', [-0.111396, -0.279048, 1.0]]]
[['2, k, 0', [-0.274122, -0.478136, 1.0]], ['2, k, 1', [-0.282052, -0.182888, 1.0]], ['2, k, 2', [-0.286218, 0.106291, 1.0]], ['2, k, 3', [-0.311913, 0.254226, 1.0]], ['2, k, 4', [-0.487979, 0.0226703, 1.0]], ['2, k, 5', [-0.592851, -0.143288, 1.0]], ['2, k, 6', [-0.498896, -0.302318, 1.0]], ['2, k, 7', [-0.459426, -0.335254, 1.0]], ['2, k, 8', [-0.109256, 0.0125045, 1.0]], ['2, k, 9', [0.0620776, -0.098429, 1.0]], ['2, k, 10', [-0.0146591, -0.269065, 1.0]], ['2, k, 11', [-0.0649798, -0.313569, 1.0]], ['2, k, 12', [-0.356252, -0.47497, 1.0]], ['2, k, 13', [-0.428341, -0.777313, 1.0]], ['2, k, 14', [-0.482778, -1.08267, 1.0]], ['2, k, 15', [-0.527222, -1.14135, 1.0]], ['2, k, 16', [-0.184009, -0.467571, 1.0]], ['2, k, 17', [-0.0938578, -0.77684, 1.0]], ['2, k, 18', [-0.0407253, -1.08664, 1.0]], ['2, k, 19', [0.0146031, -1.14506, 1.0]], ['2, k, 20', [-0.285866, 0.0349307, 1.0]], ['2, k, 21', [-0.435314, -0.417368, 1.0]], ['2, k, 22', [-0.424749, -0.304381, 1.0]], ['2, k, 23', [-0.0691749, -0.39087, 1.0]], ['2, k, 24', [-0.103603, -0.283549, 1.0]]]
[['2, k, 0', [-0.267276, -0.476889, 1.0]], ['2, k, 1', [-0.277908, -0.18217, 1.0]], ['2, k, 2', [-0.28479, 0.106531, 1.0]], ['2, k, 3', [-0.311476, 0.254149, 1.0]], ['2, k, 4', [-0.484686, 0.0218131, 1.0]], ['2, k, 5', [-0.583592, -0.153243, 1.0]], ['2, k, 6', [-0.497425, -0.317226, 1.0]], ['2, k, 7', [-0.4521, -0.355388, 1.0]], ['2, k, 8', [-0.103935, 0.0156, 1.0]], ['2, k, 9', [0.0638124, -0.0956167, 1.0]], ['2, k, 10', [-0.0131701, -0.266179, 1.0]], ['2, k, 11', [-0.0614038, -0.312015, 1.0]], ['2, k, 12', [-0.349944, -0.474776, 1.0]], ['2, k, 13', [-0.42547, -0.777831, 1.0]], ['2, k, 14', [-0.482624, -1.0828, 1.0]], ['2, k, 15', [-0.524631, -1.14135, 1.0]], ['2, k, 16', [-0.176744, -0.465227, 1.0]], ['2, k, 17', [-0.0901665, -0.773911, 1.0]], ['2, k, 18', [-0.0401947, -1.08675, 1.0]], ['2, k, 19', [0.0146415, -1.1449, 1.0]], ['2, k, 20', [-0.283747, 0.0352668, 1.0]], ['2, k, 21', [-0.429047, -0.4345, 1.0]], ['2, k, 22', [-0.4226, -0.315503, 1.0]], ['2, k, 23', [-0.0646079, -0.3899, 1.0]], ['2, k, 24', [-0.101057, -0.276632, 1.0]]]
[['2, k, 0', [-0.262886, -0.475619, 1.0]], ['2, k, 1', [-0.274577, -0.18152, 1.0]], ['2, k, 2', [-0.283032, 0.106638, 1.0]], ['2, k, 3', [-0.310784, 0.254146, 1.0]], ['2, k, 4', [-0.481863, 0.0212058, 1.0]], ['2, k, 5', [-0.581404, -0.155754, 1.0]], ['2, k, 6', [-0.499388, -0.322483, 1.0]], ['2, k, 7', [-0.450554, -0.362872, 1.0]], ['2, k, 8', [-0.101468, 0.0171882, 1.0]], ['2, k, 9', [0.0665094, -0.0919033, 1.0]], ['2, k, 10', [-0.0112517, -0.26213, 1.0]], ['2, k, 11', [-0.0580502, -0.306849, 1.0]], ['2, k, 12', [-0.345696, -0.474097, 1.0]], ['2, k, 13', [-0.421665, -0.777016, 1.0]], ['2, k, 14', [-0.48234, -1.08284, 1.0]], ['2, k, 15', [-0.525764, -1.14274, 1.0]], ['2, k, 16', [-0.172404, -0.463431, 1.0]], ['2, k, 17', [-0.0873281, -0.771401, 1.0]], ['2, k, 18', [-0.0391102, -1.08727, 1.0]], ['2, k, 19', [0.0146219, -1.14496, 1.0]], ['2, k, 20', [-0.281513, 0.0354822, 1.0]], ['2, k, 21', [-0.432891, -0.442789, 1.0]], ['2, k, 22', [-0.423411, -0.323767, 1.0]], ['2, k, 23', [-0.0629016, -0.384002, 1.0]], ['2, k, 24', [-0.0995473, -0.273533, 1.0]]]
[['2, k, 0', [-0.256507, -0.473644, 1.0]], ['2, k, 1', [-0.271568, -0.180418, 1.0]], ['2, k, 2', [-0.282419, 0.106998, 1.0]], ['2, k, 3', [-0.310083, 0.254183, 1.0]], ['2, k, 4', [-0.479914, 0.0210212, 1.0]], ['2, k, 5', [-0.578231, -0.158657, 1.0]], ['2, k, 6', [-0.500652, -0.328771, 1.0]], ['2, k, 7', [-0.4527, -0.368342, 1.0]], ['2, k, 8', [-0.0995333, 0.0182243, 1.0]], ['2, k, 9', [0.0682522, -0.0906815, 1.0]], ['2, k, 10', [-0.00980479, -0.260744, 1.0]], ['2, k, 11', [-0.0547613, -0.306459, 1.0]], ['2, k, 12', [-0.339612, -0.472966, 1.0]], ['2, k, 13', [-0.419524, -0.777425, 1.0]], ['2, k, 14', [-0.482281, -1.08322, 1.0]], ['2, k, 15', [-0.524356, -1.14196, 1.0]], ['2, k, 16', [-0.165882, -0.460649, 1.0]], ['2, k, 17', [-0.0817765, -0.763054, 1.0]], ['2, k, 18', [-0.0382063, -1.08656, 1.0]], ['2, k, 19', [0.0144024, -1.14497, 1.0]], ['2, k, 20', [-0.280408, 0.0360024, 1.0]], ['2, k, 21', [-0.440642, -0.450165, 1.0]], ['2, k, 22', [-0.430739, -0.33352, 1.0]], ['2, k, 23', [-0.0618639, -0.382559, 1.0]], ['2, k, 24', [-0.0960813, -0.268416, 1.0]]]
[['2, k, 0', [-0.251197, -0.472186, 1.0]], ['2, k, 1', [-0.268524, -0.17974, 1.0]], ['2, k, 2', [-0.281537, 0.107084, 1.0]], ['2, k, 3', [-0.309366, 0.254295, 1.0]], ['2, k, 4', [-0.476922, 0.0199554, 1.0]], ['2, k, 5', [-0.574617, -0.161799, 1.0]], ['2, k, 6', [-0.421485, -0.168055, 1.0]], ['2, k, 7', [-0.356261, -0.171029, 1.0]], ['2, k, 8', [-0.0978828, 0.019164, 1.0]], ['2, k, 9', [0.0712992, -0.0880117, 1.0]], ['2, k, 10', [-0.00661064, -0.257716, 1.0]], ['2, k, 11', [-0.0540828, -0.306006, 1.0]], ['2, k, 12', [-0.334619, -0.472288, 1.0]], ['2, k, 13', [-0.41585, -0.775259, 1.0]], ['2, k, 14', [-0.481944, -1.08293, 1.0]], ['2, k, 15', [-0.524227, -1.14183, 1.0]], ['2, k, 16', [-0.16043, -0.45844, 1.0]], ['2, k, 17', [-0.0768618, -0.75586, 1.0]], ['2, k, 18', [-0.0363056, -1.08574, 1.0]], ['2, k, 19', [0.0141866, -1.14576, 1.0]], ['2, k, 20', [-0.279024, 0.0361993, 1.0]], ['2, k, 21', [-0.301906, -0.180741, 1.0]], ['2, k, 22', [-0.341634, -0.0990699, 1.0]], ['2, k, 23', [-0.0715811, -0.379141, 1.0]], ['2, k, 24', [-0.0958984, -0.261375, 1.0]]]
