[['2, k, 0', [0.0246618, -0.341418, 1.0]], ['2, k, 1', [0.0221992, -0.0179044, 1.0]], ['2, k, 2', [0.0196966, 0.298717, 1.0]], ['2, k, 3', [0.0236434, 0.418468, 1.0]], ['2, k, 4', [-0.123191, 0.254457, 1.0]], ['2, k, 5', [-0.0122958, -0.0116994, 1.0]], ['2, k, 6', [-0.187522, 0.0462821, 1.0]], ['2, k, 7', [-0.205677, 0.143824, 1.0]], ['2, k, 8', [0.134938, 0.208869, 1.0]], ['2, k, 9', [0.160721, -0.0816214, 1.0]], ['2, k, 10', [0.235802, 0.0319068, 1.0]], ['2, k, 11', [0.222665, 0.139668, 1.0]], ['2, k, 12', [-0.0343868, -0.326999, 1.0]], ['2, k, 13', [-0.0721665, -0.75524, 1.0]], ['2, k, 14', [-0.0818607, -1.08967, 1.0]], ['2, k, 15', [-0.0818477, -1.12788, 1.0]], ['2, k, 16', [0.0831277, -0.347762, 1.0]], ['2, k, 17', [0.10568, -0.742361, 1.0]], ['2, k, 18', [0.107085, -1.0748, 1.0]], ['2, k, 19', [0.105103, -1.11324, 1.0]], ['2, k, 20', [0.020332, 0.220499, 1.0]], ['2, k, 21', [-0.276394, 0.127963, 1.0]], ['2, k, 22', [-0.147579, 0.135124, 1.0]], ['2, k, 23', [0.203724, 0.135641, 1.0]], ['2, k, 24', [0.275468, 0.144997, 1.0]]]
[['2, k, 0', [0.0209093, -0.311747, 1.0]], ['2, k, 1', [0.0254035, -0.0095474, 1.0]], ['2, k, 2', [0.0300775, 0.286089, 1.0]], ['2, k, 3', [0.0278502, 0.419872, 1.0]], ['2, k, 4', [-0.127455, 0.258026, 1.0]], ['2, k, 5', [-0.255141, 0.499157, 1.0]], ['2, k, 6', [-0.231407, 0.760225, 1.0]], ['2, k, 7', [-0.217605, 0.82777, 1.0]], ['2, k, 8', [0.175816, 0.250509, 1.0]], ['2, k, 9', [0.288558, 0.489138, 1.0]], ['2, k, 10', [0.266171, 0.753401, 1.0]], ['2, k, 11', [0.241999, 0.826366, 1.0]], ['2, k, 12', [-0.0467314, -0.308215, 1.0]], ['2, k, 13', [-0.0720339, -0.710728, 1.0]], ['2, k, 14', [-0.0895301, -1.09437, 1.0]], ['2, k, 15', [-0.0927405, -1.17679, 1.0]], ['2, k, 16', [0.088756, -0.309072, 1.0]], ['2, k, 17', [0.106804, -0.705444, 1.0]], ['2, k, 18', [0.105907, -1.09062, 1.0]], ['2, k, 19', [0.114347, -1.16708, 1.0]], ['2, k, 20', [0.0289198, 0.213047, 1.0]], ['2, k, 21', [-0.171406, 0.878884, 1.0]], ['2, k, 22', [-0.281031, 0.842292, 1.0]], ['2, k, 23', [0.21846, 0.879115, 1.0]], ['2, k, 24', [0.309347, 0.840088, 1.0]]]
[['2, k, 0', [0.0209184, -0.31181, 1.0]], ['2, k, 1', [0.0254387, -0.00964047, 1.0]], ['2, k, 2', [0.0301175, 0.28601, 1.0]], ['2, k, 3', [0.0283592, 0.420108, 1.0]], ['2, k, 4', [-0.127414, 0.257938, 1.0]], ['2, k, 5', [-0.255338, 0.498961, 1.0]], ['2, k, 6', [-0.231258, 0.760173, 1.0]], ['2, k, 7', [-0.217174, 0.825592, 1.0]], ['2, k, 8', [0.175891, 0.250453, 1.0]], ['2, k, 9', [0.289068, 0.490212, 1.0]], ['2, k, 10', [0.266098, 0.753704, 1.0]], ['2, k, 11', [0.243994, 0.82051, 1.0]], ['2, k, 12', [-0.0468454, -0.308232, 1.0]], ['2, k, 13', [-0.0720107, -0.710946, 1.0]], ['2, k, 14', [-0.087382, -1.09747, 1.0]], ['2, k, 15', [-0.0925014, -1.17688, 1.0]], ['2, k, 16', [0.0888289, -0.309198, 1.0]], ['2, k, 17', [0.106737, -0.705362, 1.0]], ['2, k, 18', [0.105355, -1.09201, 1.0]], ['2, k, 19', [0.115179, -1.16775, 1.0]], ['2, k, 20', [0.0289605, 0.212961, 1.0]], ['2, k, 21', [-0.178103, 0.877634, 1.0]], ['2, k, 22', [-0.280438, 0.842251, 1.0]], ['2, k, 23', [0.20979, 0.873748, 1.0]], ['2, k, 24', [0.306396, 0.834913, 1.0]]]
[['2, k, 0', [0.0209612, -0.312357, 1.0]], ['2, k, 1', [0.0253885, -0.00990436, 1.0]], ['2, k, 2', [0.0299756, 0.285925, 1.0]], ['2, k, 3', [0.0285505, 0.419736, 1.0]], ['2, k, 4', [-0.127451, 0.257221, 1.0]], ['2, k, 5', [-0.255683, 0.498331, 1.0]], ['2, k, 6', [-0.231588, 0.756849, 1.0]], ['2, k, 7', [-0.217261, 0.820862, 1.0]], ['2, k, 8', [0.175857, 0.250549, 1.0]], ['2, k, 9', [0.289316, 0.490003, 1.0]], ['2, k, 10', [0.26591, 0.753688, 1.0]], ['2, k, 11', [0.245809, 0.809924, 1.0]], ['2, k, 12', [-0.046973, -0.308835, 1.0]], ['2, k, 13', [-0.0717767, -0.71115, 1.0]], ['2, k, 14', [-0.0845124, -1.10429, 1.0]], ['2, k, 15', [-0.0936021, -1.17733, 1.0]], ['2, k, 16', [0.0889501, -0.309575, 1.0]], ['2, k, 17', [0.106642, -0.703877, 1.0]], ['2, k, 18', [0.107843, -1.09044, 1.0]], ['2, k, 19', [0.116801, -1.16834, 1.0]], ['2, k, 20', [0.0288465, 0.212839, 1.0]], ['2, k, 21', [-0.165968, 0.873924, 1.0]], ['2, k, 22', [-0.276724, 0.838144, 1.0]], ['2, k, 23', [0.219781, 0.863722, 1.0]], ['2, k, 24', [0.311713, 0.831451, 1.0]]]
[['2, k, 0', [0.0211227, -0.312404, 1.0]], ['2, k, 1', [0.0254293, -0.00997752, 1.0]], ['2, k, 2', [0.0299185, 0.285773, 1.0]], ['2, k, 3', [0.0296925, 0.420448, 1.0]], ['2, k, 4', [-0.127408, 0.256979, 1.0]], ['2, k, 5', [-0.256597, 0.49613, 1.0]], ['2, k, 6', [-0.232938, 0.747741, 1.0]], ['2, k, 7', [-0.220763, 0.816782, 1.0]], ['2, k, 8', [0.175913, 0.250563, 1.0]], ['2, k, 9', [0.289837, 0.490044, 1.0]], ['2, k, 10', [0.267463, 0.751192, 1.0]], ['2, k, 11', [0.246279, 0.804314, 1.0]], ['2, k, 12', [-0.0469115, -0.308842, 1.0]], ['2, k, 13', [-0.0716356, -0.711521, 1.0]], ['2, k, 14', [-0.0830312, -1.10376, 1.0]], ['2, k, 15', [-0.09361, -1.17728, 1.0]], ['2, k, 16', [0.0891967, -0.309622, 1.0]], ['2, k, 17', [0.106585, -0.702991, 1.0]], ['2, k, 18', [0.107338, -1.09081, 1.0]], ['2, k, 19', [0.121943, -1.17068, 1.0]], ['2, k, 20', [0.0288244, 0.212712, 1.0]], ['2, k, 21', [-0.178705, 0.867677, 1.0]], ['2, k, 22', [-0.28833, 0.82913, 1.0]], ['2, k, 23', [0.217405, 0.85863, 1.0]], ['2, k, 24', [0.308227, 0.827094, 1.0]]]
[['2, k, 0', [0.0212368, -0.312554, 1.0]], ['2, k, 1', [0.0254584, -0.0100336, 1.0]], ['2, k, 2', [0.0299034, 0.285771, 1.0]], ['2, k, 3', [0.0300526, 0.420825, 1.0]], ['2, k, 4', [-0.127435, 0.256786, 1.0]], ['2, k, 5', [-0.256491, 0.493887, 1.0]], ['2, k, 6', [-0.233112, 0.734733, 1.0]], ['2, k, 7', [-0.213735, 0.811433, 1.0]], ['2, k, 8', [0.175877, 0.25063, 1.0]], ['2, k, 9', [0.289869, 0.471813, 1.0]], ['2, k, 10', [0.265286, 0.74337, 1.0]], ['2, k, 11', [0.245319, 0.79752, 1.0]], ['2, k, 12', [-0.0465601, -0.311964, 1.0]], ['2, k, 13', [-0.0715133, -0.711392, 1.0]], ['2, k, 14', [-0.0826816, -1.10375, 1.0]], ['2, k, 15', [-0.0931912, -1.17723, 1.0]], ['2, k, 16', [0.0894975, -0.30822, 1.0]], ['2, k, 17', [0.108068, -0.698787, 1.0]], ['2, k, 18', [0.106585, -1.08966, 1.0]], ['2, k, 19', [0.12208, -1.16976, 1.0]], ['2, k, 20', [0.028819, 0.2127, 1.0]], ['2, k, 21', [-0.174696, 0.859754, 1.0]], ['2, k, 22', [-0.274975, 0.823263, 1.0]], ['2, k, 23', [0.217733, 0.853149, 1.0]], ['2, k, 24', [0.306223, 0.809586, 1.0]]]
[['2, k, 0', [0.021255, -0.312607, 1.0]], ['2, k, 1', [0.025462, -0.0100704, 1.0]], ['2, k, 2', [0.0298752, 0.285765, 1.0]], ['2, k, 3', [0.0308942, 0.421006, 1.0]], ['2, k, 4', [-0.127469, 0.256308, 1.0]], ['2, k, 5', [-0.257449, 0.492636, 1.0]], ['2, k, 6', [-0.230212, 0.739658, 1.0]], ['2, k, 7', [-0.213878, 0.802719, 1.0]], ['2, k, 8', [0.175906, 0.250678, 1.0]], ['2, k, 9', [0.290807, 0.4739, 1.0]], ['2, k, 10', [0.264463, 0.734831, 1.0]], ['2, k, 11', [0.243572, 0.787094, 1.0]], ['2, k, 12', [-0.0466404, -0.312109, 1.0]], ['2, k, 13', [-0.0714344, -0.711377, 1.0]], ['2, k, 14', [-0.0827505, -1.10488, 1.0]], ['2, k, 15', [-0.0954847, -1.17774, 1.0]], ['2, k, 16', [0.0895765, -0.308136, 1.0]], ['2, k, 17', [0.108074, -0.698738, 1.0]], ['2, k, 18', [0.105883, -1.09006, 1.0]], ['2, k, 19', [0.121538, -1.17002, 1.0]], ['2, k, 20', [0.0288013, 0.212685, 1.0]], ['2, k, 21', [-0.18047, 0.847105, 1.0]], ['2, k, 22', [-0.277117, 0.814412, 1.0]], ['2, k, 23', [0.212039, 0.837125, 1.0]], ['2, k, 24', [0.302372, 0.803566, 1.0]]]
[['2, k, 0', [0.0211093, -0.31295, 1.0]], ['2, k, 1', [0.0256145, -0.0100862, 1.0]], ['2, k, 2', [0.0307758, 0.286698, 1.0]], ['2, k, 3', [0.0313067, 0.420673, 1.0]], ['2, k, 4', [-0.127297, 0.255848, 1.0]], ['2, k, 5', [-0.255098, 0.474985, 1.0]], ['2, k, 6', [-0.223503, 0.735809, 1.0]], ['2, k, 7', [-0.210539, 0.791748, 1.0]], ['2, k, 8', [0.17596, 0.250511, 1.0]], ['2, k, 9', [0.29144, 0.47542, 1.0]], ['2, k, 10', [0.262452, 0.72393, 1.0]], ['2, k, 11', [0.243578, 0.77682, 1.0]], ['2, k, 12', [-0.0471402, -0.31421, 1.0]], ['2, k, 13', [-0.0713232, -0.712033, 1.0]], ['2, k, 14', [-0.0819289, -1.105, 1.0]], ['2, k, 15', [-0.0947604, -1.1783, 1.0]], ['2, k, 16', [0.0894038, -0.307751, 1.0]], ['2, k, 17', [0.108328, -0.697328, 1.0]], ['2, k, 18', [0.105289, -1.08968, 1.0]], ['2, k, 19', [0.116669, -1.16689, 1.0]], ['2, k, 20', [0.0294495, 0.213272, 1.0]], ['2, k, 21', [-0.175174, 0.832816, 1.0]], ['2, k, 22', [-0.274094, 0.803053, 1.0]], ['2, k, 23', [0.217592, 0.821955, 1.0]], ['2, k, 24', [0.303018, 0.791562, 1.0]]]
[['2, k, 0', [0.0211606, -0.313141, 1.0]], ['2, k, 1', [0.0256797, -0.0101639, 1.0]], ['2, k, 2', [0.0307945, 0.286696, 1.0]], ['2, k, 3', [0.0311276, 0.421276, 1.0]], ['2, k, 4', [-0.127268, 0.255565, 1.0]], ['2, k, 5', [-0.255352, 0.476322, 1.0]], ['2, k, 6', [-0.226467, 0.726912, 1.0]], ['2, k, 7', [-0.211423, 0.774755, 1.0]], ['2, k, 8', [0.176041, 0.250509, 1.0]], ['2, k, 9', [0.28962, 0.453556, 1.0]], ['2, k, 10', [0.262343, 0.719438, 1.0]], ['2, k, 11', [0.24732, 0.758896, 1.0]], ['2, k, 12', [-0.0470353, -0.315198, 1.0]], ['2, k, 13', [-0.0711477, -0.712658, 1.0]], ['2, k, 14', [-0.081723, -1.1042, 1.0]], ['2, k, 15', [-0.0949853, -1.17785, 1.0]], ['2, k, 16', [0.0894104, -0.307141, 1.0]], ['2, k, 17', [0.108318, -0.696203, 1.0]], ['2, k, 18', [0.105007, -1.08855, 1.0]], ['2, k, 19', [0.117436, -1.16691, 1.0]], ['2, k, 20', [0.0294809, 0.21326, 1.0]], ['2, k, 21', [-0.16578, 0.818019, 1.0]], ['2, k, 22', [-0.27064, 0.788771, 1.0]], ['2, k, 23', [0.224121, 0.80678, 1.0]], ['2, k, 24', [0.307352, 0.768362, 1.0]]]
[['2, k, 0', [0.0208681, -0.313157, 1.0]], ['2, k, 1', [0.0254506, -0.009395, 1.0]], ['2, k, 2', [0.0307732, 0.28915, 1.0]], ['2, k, 3', [0.0315331, 0.42251, 1.0]], ['2, k, 4', [-0.127199, 0.254911, 1.0]], ['2, k, 5', [-0.253523, 0.466468, 1.0]], ['2, k, 6', [-0.230835, 0.706961, 1.0]], ['2, k, 7', [-0.213236, 0.761338, 1.0]], ['2, k, 8', [0.176064, 0.250159, 1.0]], ['2, k, 9', [0.289526, 0.440976, 1.0]], ['2, k, 10', [0.260051, 0.703855, 1.0]], ['2, k, 11', [0.24746, 0.740209, 1.0]], ['2, k, 12', [-0.0472484, -0.315433, 1.0]], ['2, k, 13', [-0.0711887, -0.714213, 1.0]], ['2, k, 14', [-0.0818766, -1.10566, 1.0]], ['2, k, 15', [-0.0980918, -1.17872, 1.0]], ['2, k, 16', [0.0887351, -0.306214, 1.0]], ['2, k, 17', [0.108317, -0.696163, 1.0]], ['2, k, 18', [0.113058, -1.09463, 1.0]], ['2, k, 19', [0.119178, -1.16881, 1.0]], ['2, k, 20', [0.029403, 0.215236, 1.0]], ['2, k, 21', [-0.165751, 0.804746, 1.0]], ['2, k, 22', [-0.276934, 0.77593, 1.0]], ['2, k, 23', [0.228047, 0.789531, 1.0]], ['2, k, 24', [0.316599, 0.746799, 1.0]]]
[['2, k, 0', [0.0211732, -0.313807, 1.0]], ['2, k, 1', [0.0258527, -0.00919104, 1.0]], ['2, k, 2', [0.0310109, 0.290714, 1.0]], ['2, k, 3', [0.0313641, 0.424653, 1.0]], ['2, k, 4', [-0.127372, 0.254773, 1.0]], ['2, k, 5', [-0.252064, 0.455387, 1.0]], ['2, k, 6', [-0.224658, 0.680442, 1.0]], ['2, k, 7', [-0.213611, 0.741154, 1.0]], ['2, k, 8', [0.175964, 0.249976, 1.0]], ['2, k, 9', [0.290233, 0.430749, 1.0]], ['2, k, 10', [0.263975, 0.652224, 1.0]], ['2, k, 11', [0.246555, 0.720721, 1.0]], ['2, k, 12', [-0.0469733, -0.316366, 1.0]], ['2, k, 13', [-0.0711045, -0.714702, 1.0]], ['2, k, 14', [-0.0811638, -1.10444, 1.0]], ['2, k, 15', [-0.0963972, -1.17801, 1.0]], ['2, k, 16', [0.0889738, -0.306279, 1.0]], ['2, k, 17', [0.108256, -0.696744, 1.0]], ['2, k, 18', [0.109201, -1.09329, 1.0]], ['2, k, 19', [0.117037, -1.16863, 1.0]], ['2, k, 20', [0.0297191, 0.216434, 1.0]], ['2, k, 21', [-0.193677, 0.787887, 1.0]], ['2, k, 22', [-0.256829, 0.770674, 1.0]], ['2, k, 23', [0.228395, 0.770819, 1.0]], ['2, k, 24', [0.285388, 0.745084, 1.0]]]
[['2, k, 0', [0.0215818, -0.316874, 1.0]], ['2, k, 1', [0.0251744, -0.00965832, 1.0]], ['2, k, 2', [0.0284229, 0.292442, 1.0]], ['2, k, 3', [0.0312447, 0.424998, 1.0]], ['2, k, 4', [-0.127935, 0.248587, 1.0]], ['2, k, 5', [-0.255481, 0.45087, 1.0]], ['2, k, 6', [-0.224302, 0.670038, 1.0]], ['2, k, 7', [-0.208476, 0.726196, 1.0]], ['2, k, 8', [0.175974, 0.244441, 1.0]], ['2, k, 9', [0.288986, 0.42013, 1.0]], ['2, k, 10', [0.259959, 0.652458, 1.0]], ['2, k, 11', [0.240842, 0.713743, 1.0]], ['2, k, 12', [-0.0469251, -0.317244, 1.0]], ['2, k, 13', [-0.0708169, -0.7154, 1.0]], ['2, k, 14', [-0.0806335, -1.10438, 1.0]], ['2, k, 15', [-0.0965771, -1.17844, 1.0]], ['2, k, 16', [0.0898737, -0.311373, 1.0]], ['2, k, 17', [0.103777, -0.726292, 1.0]], ['2, k, 18', [0.106768, -1.09228, 1.0]], ['2, k, 19', [0.124733, -1.17, 1.0]], ['2, k, 20', [0.0277539, 0.2175, 1.0]], ['2, k, 21', [-0.160101, 0.768251, 1.0]], ['2, k, 22', [-0.269348, 0.744672, 1.0]], ['2, k, 23', [0.212145, 0.753719, 1.0]], ['2, k, 24', [0.293954, 0.721911, 1.0]]]
[['2, k, 0', [0.021703, -0.316669, 1.0]], ['2, k, 1', [0.0257806, -0.00906626, 1.0]], ['2, k, 2', [0.0296389, 0.293082, 1.0]], ['2, k, 3', [0.0322068, 0.42733, 1.0]], ['2, k, 4', [-0.127949, 0.248613, 1.0]], ['2, k, 5', [-0.258428, 0.457563, 1.0]], ['2, k, 6', [-0.21019, 0.672122, 1.0]], ['2, k, 7', [-0.207563, 0.709467, 1.0]], ['2, k, 8', [0.175474, 0.244876, 1.0]], ['2, k, 9', [0.289862, 0.412531, 1.0]], ['2, k, 10', [0.261143, 0.633255, 1.0]], ['2, k, 11', [0.24457, 0.693982, 1.0]], ['2, k, 12', [-0.0469031, -0.314693, 1.0]], ['2, k, 13', [-0.0708408, -0.714666, 1.0]], ['2, k, 14', [-0.0810522, -1.10456, 1.0]], ['2, k, 15', [-0.0957191, -1.17749, 1.0]], ['2, k, 16', [0.0902423, -0.312545, 1.0]], ['2, k, 17', [0.105971, -0.693794, 1.0]], ['2, k, 18', [0.107182, -1.08658, 1.0]], ['2, k, 19', [0.109174, -1.12103, 1.0]], ['2, k, 20', [0.0287901, 0.218207, 1.0]], ['2, k, 21', [-0.169621, 0.751858, 1.0]], ['2, k, 22', [-0.265305, 0.726277, 1.0]], ['2, k, 23', [0.224158, 0.738551, 1.0]], ['2, k, 24', [0.27784, 0.711707, 1.0]]]
[['2, k, 0', [0.0228737, -0.319378, 1.0]], ['2, k, 1', [0.025779, -0.00957431, 1.0]], ['2, k, 2', [0.0285234, 0.294221, 1.0]], ['2, k, 3', [0.0317315, 0.427952, 1.0]], ['2, k, 4', [-0.127833, 0.243022, 1.0]], ['2, k, 5', [-0.247939, 0.412826, 1.0]], ['2, k, 6', [-0.21588, 0.630752, 1.0]], ['2, k, 7', [-0.202227, 0.68685, 1.0]], ['2, k, 8', [0.175494, 0.24487, 1.0]], ['2, k, 9', [0.289514, 0.402975, 1.0]], ['2, k, 10', [0.261128, 0.612149, 1.0]], ['2, k, 11', [0.24491, 0.67173, 1.0]], ['2, k, 12', [-0.0460493, -0.317217, 1.0]], ['2, k, 13', [-0.0706515, -0.716448, 1.0]], ['2, k, 14', [-0.0809646, -1.10492, 1.0]], ['2, k, 15', [-0.0957518, -1.1773, 1.0]], ['2, k, 16', [0.0914613, -0.314796, 1.0]], ['2, k, 17', [0.101859, -0.724512, 1.0]], ['2, k, 18', [0.10716, -1.08611, 1.0]], ['2, k, 19', [0.108739, -1.12045, 1.0]], ['2, k, 20', [0.0279944, 0.218898, 1.0]], ['2, k, 21', [-0.163088, 0.729792, 1.0]], ['2, k, 22', [-0.262872, 0.700689, 1.0]], ['2, k, 23', [0.211875, 0.7084, 1.0]], ['2, k, 24', [0.296996, 0.678845, 1.0]]]
[['2, k, 0', [0.0226971, -0.319277, 1.0]], ['2, k, 1', [0.0254596, -0.00907101, 1.0]], ['2, k, 2', [0.0282616, 0.295146, 1.0]], ['2, k, 3', [0.0317282, 0.431559, 1.0]], ['2, k, 4', [-0.127676, 0.243095, 1.0]], ['2, k, 5', [-0.248879, 0.411428, 1.0]], ['2, k, 6', [-0.212346, 0.621722, 1.0]], ['2, k, 7', [-0.198788, 0.672202, 1.0]], ['2, k, 8', [0.174807, 0.239794, 1.0]], ['2, k, 9', [0.28995, 0.385691, 1.0]], ['2, k, 10', [0.26262, 0.601007, 1.0]], ['2, k, 11', [0.248138, 0.656262, 1.0]], ['2, k, 12', [-0.0464278, -0.316808, 1.0]], ['2, k, 13', [-0.0700909, -0.716699, 1.0]], ['2, k, 14', [-0.0855814, -1.1089, 1.0]], ['2, k, 15', [-0.0955034, -1.17703, 1.0]], ['2, k, 16', [0.0913915, -0.314806, 1.0]], ['2, k, 17', [0.106714, -0.695242, 1.0]], ['2, k, 18', [0.106307, -1.08569, 1.0]], ['2, k, 19', [0.108548, -1.11985, 1.0]], ['2, k, 20', [0.0276716, 0.219779, 1.0]], ['2, k, 21', [-0.15382, 0.700387, 1.0]], ['2, k, 22', [-0.252423, 0.680175, 1.0]], ['2, k, 23', [0.227892, 0.693926, 1.0]], ['2, k, 24', [0.300716, 0.658525, 1.0]]]
[['2, k, 0', [0.0227256, -0.320421, 1.0]], ['2, k, 1', [0.0257187, -0.00895044, 1.0]], ['2, k, 2', [0.0288372, 0.296561, 1.0]], ['2, k, 3', [0.0330525, 0.434702, 1.0]], ['2, k, 4', [-0.12745, 0.24319, 1.0]], ['2, k, 5', [-0.246382, 0.396899, 1.0]], ['2, k, 6', [-0.213408, 0.597774, 1.0]], ['2, k, 7', [-0.196084, 0.645274, 1.0]], ['2, k, 8', [0.174686, 0.239999, 1.0]], ['2, k, 9', [0.289721, 0.371867, 1.0]], ['2, k, 10', [0.260589, 0.577559, 1.0]], ['2, k, 11', [0.248838, 0.632636, 1.0]], ['2, k, 12', [-0.0464273, -0.317797, 1.0]], ['2, k, 13', [-0.0700552, -0.715806, 1.0]], ['2, k, 14', [-0.0866305, -1.11271, 1.0]], ['2, k, 15', [-0.0948462, -1.17752, 1.0]], ['2, k, 16', [0.0914298, -0.315909, 1.0]], ['2, k, 17', [0.106691, -0.694291, 1.0]], ['2, k, 18', [0.103835, -1.08554, 1.0]], ['2, k, 19', [0.106093, -1.11959, 1.0]], ['2, k, 20', [0.0281273, 0.220818, 1.0]], ['2, k, 21', [-0.147246, 0.673718, 1.0]], ['2, k, 22', [-0.251459, 0.656412, 1.0]], ['2, k, 23', [0.228125, 0.667614, 1.0]], ['2, k, 24', [0.313617, 0.631855, 1.0]]]
[['2, k, 0', [0.0220271, -0.32309, 1.0]], ['2, k, 1', [0.0254774, -0.0095272, 1.0]], ['2, k, 2', [0.0287833, 0.297028, 1.0]], ['2, k, 3', [0.032623, 0.435024, 1.0]], ['2, k, 4', [-0.126782, 0.243028, 1.0]], ['2, k, 5', [-0.24502, 0.379191, 1.0]], ['2, k, 6', [-0.208909, 0.574511, 1.0]], ['2, k, 7', [-0.193883, 0.617353, 1.0]], ['2, k, 8', [0.174482, 0.235296, 1.0]], ['2, k, 9', [0.290168, 0.361103, 1.0]], ['2, k, 10', [0.265392, 0.549369, 1.0]], ['2, k, 11', [0.249707, 0.596541, 1.0]], ['2, k, 12', [-0.0470786, -0.3202, 1.0]], ['2, k, 13', [-0.0658846, -0.749407, 1.0]], ['2, k, 14', [-0.0830072, -1.11093, 1.0]], ['2, k, 15', [-0.0968667, -1.17821, 1.0]], ['2, k, 16', [0.0907056, -0.318684, 1.0]], ['2, k, 17', [0.106883, -0.694131, 1.0]], ['2, k, 18', [0.104502, -1.08656, 1.0]], ['2, k, 19', [0.113839, -1.16821, 1.0]], ['2, k, 20', [0.0280324, 0.221079, 1.0]], ['2, k, 21', [-0.145017, 0.642649, 1.0]], ['2, k, 22', [-0.245469, 0.625635, 1.0]], ['2, k, 23', [0.220411, 0.636121, 1.0]], ['2, k, 24', [0.287752, 0.61193, 1.0]]]
[['2, k, 0', [0.022008, -0.323347, 1.0]], ['2, k, 1', [0.025582, -0.0100027, 1.0]], ['2, k, 2', [0.0291818, 0.296773, 1.0]], ['2, k, 3', [0.0324224, 0.437267, 1.0]], ['2, k, 4', [-0.121075, 0.229019, 1.0]], ['2, k, 5', [-0.244202, 0.371033, 1.0]], ['2, k, 6', [-0.214586, 0.531483, 1.0]], ['2, k, 7', [-0.197204, 0.584523, 1.0]], ['2, k, 8', [0.171296, 0.233202, 1.0]], ['2, k, 9', [0.296909, 0.32858, 1.0]], ['2, k, 10', [0.270119, 0.522083, 1.0]], ['2, k, 11', [0.252231, 0.572095, 1.0]], ['2, k, 12', [-0.0476704, -0.32227, 1.0]], ['2, k, 13', [-0.0658723, -0.732962, 1.0]], ['2, k, 14', [-0.083152, -1.11118, 1.0]], ['2, k, 15', [-0.0960495, -1.17853, 1.0]], ['2, k, 16', [0.090879, -0.318454, 1.0]], ['2, k, 17', [0.106987, -0.692715, 1.0]], ['2, k, 18', [0.104585, -1.08643, 1.0]], ['2, k, 19', [0.115249, -1.16883, 1.0]], ['2, k, 20', [0.0283317, 0.220784, 1.0]], ['2, k, 21', [-0.155855, 0.613922, 1.0]], ['2, k, 22', [-0.253569, 0.589981, 1.0]], ['2, k, 23', [0.232158, 0.60583, 1.0]], ['2, k, 24', [0.311752, 0.577646, 1.0]]]
[['2, k, 0', [0.0220023, -0.323381, 1.0]], ['2, k, 1', [0.0258538, -0.00979183, 1.0]], ['2, k, 2', [0.0301066, 0.297624, 1.0]], ['2, k, 3', [0.0322772, 0.437255, 1.0]], ['2, k, 4', [-0.122061, 0.225143, 1.0]], ['2, k, 5', [-0.243373, 0.356873, 1.0]], ['2, k, 6', [-0.211609, 0.511228, 1.0]], ['2, k, 7', [-0.194316, 0.551162, 1.0]], ['2, k, 8', [0.171626, 0.233304, 1.0]], ['2, k, 9', [0.296081, 0.308656, 1.0]], ['2, k, 10', [0.273384, 0.493711, 1.0]], ['2, k, 11', [0.25355, 0.537415, 1.0]], ['2, k, 12', [-0.0480482, -0.323684, 1.0]], ['2, k, 13', [-0.066509, -0.732796, 1.0]], ['2, k, 14', [-0.0833037, -1.11032, 1.0]], ['2, k, 15', [-0.096844, -1.1786, 1.0]], ['2, k, 16', [0.0912125, -0.317117, 1.0]], ['2, k, 17', [0.106621, -0.731166, 1.0]], ['2, k, 18', [0.10462, -1.08673, 1.0]], ['2, k, 19', [0.106222, -1.12057, 1.0]], ['2, k, 20', [0.0290536, 0.221461, 1.0]], ['2, k, 21', [-0.161188, 0.580444, 1.0]], ['2, k, 22', [-0.250354, 0.55814, 1.0]], ['2, k, 23', [0.242494, 0.571669, 1.0]], ['2, k, 24', [0.306451, 0.547404, 1.0]]]
[['2, k, 0', [0.0218045, -0.323599, 1.0]], ['2, k, 1', [0.0254647, -0.00952287, 1.0]], ['2, k, 2', [0.0292334, 0.298867, 1.0]], ['2, k, 3', [0.0326464, 0.43979, 1.0]], ['2, k, 4', [-0.120417, 0.222475, 1.0]], ['2, k, 5', [-0.243701, 0.338317, 1.0]], ['2, k, 6', [-0.211679, 0.47399, 1.0]], ['2, k, 7', [-0.194619, 0.519194, 1.0]], ['2, k, 8', [0.172791, 0.229445, 1.0]], ['2, k, 9', [0.291259, 0.299186, 1.0]], ['2, k, 10', [0.273533, 0.439721, 1.0]], ['2, k, 11', [0.252996, 0.509099, 1.0]], ['2, k, 12', [-0.0486679, -0.325056, 1.0]], ['2, k, 13', [-0.067795, -0.732251, 1.0]], ['2, k, 14', [-0.0816799, -1.1094, 1.0]], ['2, k, 15', [-0.0970601, -1.17975, 1.0]], ['2, k, 16', [0.0911245, -0.316804, 1.0]], ['2, k, 17', [0.105548, -0.690514, 1.0]], ['2, k, 18', [0.104258, -1.08635, 1.0]], ['2, k, 19', [0.114613, -1.16874, 1.0]], ['2, k, 20', [0.0283214, 0.222438, 1.0]], ['2, k, 21', [-0.149575, 0.543625, 1.0]], ['2, k, 22', [-0.249603, 0.524236, 1.0]], ['2, k, 23', [0.228211, 0.539942, 1.0]], ['2, k, 24', [0.325362, 0.516385, 1.0]]]
