[['2, k, 0', [0.264927, -1.1843, 1.0]], ['2, k, 1', [0.259954, -0.883579, 1.0]], ['2, k, 2', [0.25386, -0.585236, 1.0]], ['2, k, 3', [0.258612, -0.444732, 1.0]], ['2, k, 4', [0.101071, -0.67223, 1.0]], ['2, k, 5', [0.145594, -0.831422, 1.0]], ['2, k, 6', [0.215819, -0.779839, 1.0]], ['2, k, 7', [0.242702, -0.750431, 1.0]], ['2, k, 8', [0.409983, -0.670701, 1.0]], ['2, k, 9', [0.527884, -0.805572, 1.0]], ['2, k, 10', [0.335354, -0.775205, 1.0]], ['2, k, 11', [0.27187, -0.766221, 1.0]], ['2, k, 12', [0.19137, -1.17018, 1.0]], ['2, k, 13', [0.0971976, -1.49088, 1.0]], ['2, k, 14', [0.215594, -1.39379, 1.0]], ['2, k, 15', [0.17518, -1.41331, 1.0]], ['2, k, 16', [0.331977, -1.16937, 1.0]], ['2, k, 17', [0.456833, -1.4607, 1.0]], ['2, k, 18', [0.2442, -1.40481, 1.0]], ['2, k, 19', [0.315664, -1.41619, 1.0]], ['2, k, 20', [0.255588, -0.659645, 1.0]], ['2, k, 21', [0.294639, -0.74727, 1.0]], ['2, k, 22', [0.168648, -0.739391, 1.0]], ['2, k, 23', [0.270783, -0.763159, 1.0]], ['2, k, 24', [0.269366, -0.759165, 1.0]]]
[['2, k, 0', [0.254343, -1.12415, 1.0]], ['2, k, 1', [0.25291, -0.846723, 1.0]], ['2, k, 2', [0.250336, -0.571676, 1.0]], ['2, k, 3', [0.255302, -0.432557, 1.0]], ['2, k, 4', [0.0969357, -0.667748, 1.0]], ['2, k, 5', [-0.0475005, -0.744582, 1.0]], ['2, k, 6', [-0.0923803, -0.715516, 1.0]], ['2, k, 7', [-0.112854, -0.705345, 1.0]], ['2, k, 8', [0.406584, -0.671508, 1.0]], ['2, k, 9', [0.521471, -0.759103, 1.0]], ['2, k, 10', [0.557397, -0.734564, 1.0]], ['2, k, 11', [0.581586, -0.709287, 1.0]], ['2, k, 12', [0.181716, -1.11355, 1.0]], ['2, k, 13', [0.157125, -1.42552, 1.0]], ['2, k, 14', [0.128047, -1.84081, 1.0]], ['2, k, 15', [0.115157, -1.86707, 1.0]], ['2, k, 16', [0.32085, -1.10814, 1.0]], ['2, k, 17', [0.375299, -1.41554, 1.0]], ['2, k, 18', [0.449507, -1.82492, 1.0]], ['2, k, 19', [0.454592, -1.85184, 1.0]], ['2, k, 20', [0.251173, -0.640231, 1.0]], ['2, k, 21', [-0.109172, -0.7032, 1.0]], ['2, k, 22', [-0.047086, -0.697347, 1.0]], ['2, k, 23', [0.608782, -0.712266, 1.0]], ['2, k, 24', [0.50746, -0.707024, 1.0]]]
[['2, k, 0', [0.254151, -1.12401, 1.0]], ['2, k, 1', [0.252744, -0.846633, 1.0]], ['2, k, 2', [0.250218, -0.571641, 1.0]], ['2, k, 3', [0.255076, -0.432582, 1.0]], ['2, k, 4', [0.0969165, -0.667635, 1.0]], ['2, k, 5', [-0.0463058, -0.744147, 1.0]], ['2, k, 6', [-0.0931636, -0.715772, 1.0]], ['2, k, 7', [-0.114732, -0.704609, 1.0]], ['2, k, 8', [0.406179, -0.670844, 1.0]], ['2, k, 9', [0.520683, -0.758551, 1.0]], ['2, k, 10', [0.556612, -0.73444, 1.0]], ['2, k, 11', [0.582346, -0.709481, 1.0]], ['2, k, 12', [0.181564, -1.11342, 1.0]], ['2, k, 13', [0.157404, -1.42543, 1.0]], ['2, k, 14', [0.128876, -1.84075, 1.0]], ['2, k, 15', [0.116296, -1.86719, 1.0]], ['2, k, 16', [0.320631, -1.10799, 1.0]], ['2, k, 17', [0.375379, -1.41533, 1.0]], ['2, k, 18', [0.449968, -1.82465, 1.0]], ['2, k, 19', [0.455334, -1.85146, 1.0]], ['2, k, 20', [0.251042, -0.640185, 1.0]], ['2, k, 21', [-0.113375, -0.702923, 1.0]], ['2, k, 22', [-0.045145, -0.697391, 1.0]], ['2, k, 23', [0.60419, -0.71388, 1.0]], ['2, k, 24', [0.507575, -0.707515, 1.0]]]
[['2, k, 0', [0.254113, -1.12393, 1.0]], ['2, k, 1', [0.252655, -0.846578, 1.0]], ['2, k, 2', [0.250051, -0.571609, 1.0]], ['2, k, 3', [0.254545, -0.43269, 1.0]], ['2, k, 4', [0.0969051, -0.667531, 1.0]], ['2, k, 5', [-0.0456309, -0.743523, 1.0]], ['2, k, 6', [-0.0938232, -0.715816, 1.0]], ['2, k, 7', [-0.11431, -0.704241, 1.0]], ['2, k, 8', [0.405452, -0.670076, 1.0]], ['2, k, 9', [0.519763, -0.757775, 1.0]], ['2, k, 10', [0.556004, -0.734153, 1.0]], ['2, k, 11', [0.582308, -0.709217, 1.0]], ['2, k, 12', [0.181538, -1.11332, 1.0]], ['2, k, 13', [0.157363, -1.42532, 1.0]], ['2, k, 14', [0.128819, -1.84065, 1.0]], ['2, k, 15', [0.116439, -1.86719, 1.0]], ['2, k, 16', [0.320574, -1.10791, 1.0]], ['2, k, 17', [0.372914, -1.41569, 1.0]], ['2, k, 18', [0.444415, -1.82556, 1.0]], ['2, k, 19', [0.449417, -1.85247, 1.0]], ['2, k, 20', [0.250898, -0.640148, 1.0]], ['2, k, 21', [-0.111053, -0.704593, 1.0]], ['2, k, 22', [-0.0477272, -0.69792, 1.0]], ['2, k, 23', [0.605337, -0.710668, 1.0]], ['2, k, 24', [0.507488, -0.706924, 1.0]]]
[['2, k, 0', [0.253931, -1.12384, 1.0]], ['2, k, 1', [0.252487, -0.846567, 1.0]], ['2, k, 2', [0.249854, -0.57167, 1.0]], ['2, k, 3', [0.254337, -0.432664, 1.0]], ['2, k, 4', [0.0961995, -0.667656, 1.0]], ['2, k, 5', [-0.0445232, -0.742937, 1.0]], ['2, k, 6', [-0.0865096, -0.722626, 1.0]], ['2, k, 7', [-0.114813, -0.703719, 1.0]], ['2, k, 8', [0.405894, -0.673674, 1.0]], ['2, k, 9', [0.52246, -0.759536, 1.0]], ['2, k, 10', [0.556918, -0.734453, 1.0]], ['2, k, 11', [0.580631, -0.708139, 1.0]], ['2, k, 12', [0.181239, -1.11294, 1.0]], ['2, k, 13', [0.157482, -1.42498, 1.0]], ['2, k, 14', [0.129471, -1.84037, 1.0]], ['2, k, 15', [0.116242, -1.86725, 1.0]], ['2, k, 16', [0.320359, -1.1079, 1.0]], ['2, k, 17', [0.373701, -1.41553, 1.0]], ['2, k, 18', [0.446482, -1.82519, 1.0]], ['2, k, 19', [0.450769, -1.85189, 1.0]], ['2, k, 20', [0.25071, -0.640192, 1.0]], ['2, k, 21', [-0.123346, -0.701163, 1.0]], ['2, k, 22', [-0.0418214, -0.696984, 1.0]], ['2, k, 23', [0.607203, -0.713951, 1.0]], ['2, k, 24', [0.503533, -0.705391, 1.0]]]
[['2, k, 0', [0.253907, -1.1239, 1.0]], ['2, k, 1', [0.25241, -0.84659, 1.0]], ['2, k, 2', [0.249671, -0.571635, 1.0]], ['2, k, 3', [0.254155, -0.432517, 1.0]], ['2, k, 4', [0.0962101, -0.667466, 1.0]], ['2, k, 5', [-0.0442219, -0.74273, 1.0]], ['2, k, 6', [-0.0872716, -0.721931, 1.0]], ['2, k, 7', [-0.114761, -0.703431, 1.0]], ['2, k, 8', [0.406212, -0.675406, 1.0]], ['2, k, 9', [0.523788, -0.760523, 1.0]], ['2, k, 10', [0.557187, -0.734585, 1.0]], ['2, k, 11', [0.579335, -0.708306, 1.0]], ['2, k, 12', [0.181205, -1.11301, 1.0]], ['2, k, 13', [0.157412, -1.42509, 1.0]], ['2, k, 14', [0.129355, -1.8405, 1.0]], ['2, k, 15', [0.115953, -1.8673, 1.0]], ['2, k, 16', [0.320343, -1.108, 1.0]], ['2, k, 17', [0.375022, -1.41541, 1.0]], ['2, k, 18', [0.449517, -1.8248, 1.0]], ['2, k, 19', [0.453933, -1.85133, 1.0]], ['2, k, 20', [0.250559, -0.640178, 1.0]], ['2, k, 21', [-0.114034, -0.701126, 1.0]], ['2, k, 22', [-0.0492812, -0.697559, 1.0]], ['2, k, 23', [0.602484, -0.710016, 1.0]], ['2, k, 24', [0.506305, -0.705908, 1.0]]]
[['2, k, 0', [0.253901, -1.12389, 1.0]], ['2, k, 1', [0.252195, -0.846446, 1.0]], ['2, k, 2', [0.249021, -0.571254, 1.0]], ['2, k, 3', [0.25401, -0.432371, 1.0]], ['2, k, 4', [0.0961886, -0.667408, 1.0]], ['2, k, 5', [-0.0435256, -0.742636, 1.0]], ['2, k, 6', [-0.0986903, -0.717268, 1.0]], ['2, k, 7', [-0.116719, -0.704099, 1.0]], ['2, k, 8', [0.40498, -0.67148, 1.0]], ['2, k, 9', [0.520594, -0.758075, 1.0]], ['2, k, 10', [0.555793, -0.733854, 1.0]], ['2, k, 11', [0.580003, -0.707465, 1.0]], ['2, k, 12', [0.181212, -1.11304, 1.0]], ['2, k, 13', [0.157479, -1.42513, 1.0]], ['2, k, 14', [0.129496, -1.84057, 1.0]], ['2, k, 15', [0.116703, -1.86675, 1.0]], ['2, k, 16', [0.320313, -1.10789, 1.0]], ['2, k, 17', [0.374013, -1.4155, 1.0]], ['2, k, 18', [0.447252, -1.82513, 1.0]], ['2, k, 19', [0.451924, -1.85136, 1.0]], ['2, k, 20', [0.250037, -0.639869, 1.0]], ['2, k, 21', [-0.104038, -0.703177, 1.0]], ['2, k, 22', [-0.044906, -0.697339, 1.0]], ['2, k, 23', [0.608389, -0.717599, 1.0]], ['2, k, 24', [0.50434, -0.705259, 1.0]]]
[['2, k, 0', [0.25357, -1.1239, 1.0]], ['2, k, 1', [0.251952, -0.846387, 1.0]], ['2, k, 2', [0.248903, -0.57111, 1.0]], ['2, k, 3', [0.253667, -0.432237, 1.0]], ['2, k, 4', [0.0959628, -0.667059, 1.0]], ['2, k, 5', [-0.0432073, -0.742341, 1.0]], ['2, k, 6', [-0.0987061, -0.717244, 1.0]], ['2, k, 7', [-0.118077, -0.7052, 1.0]], ['2, k, 8', [0.405169, -0.673617, 1.0]], ['2, k, 9', [0.522162, -0.758757, 1.0]], ['2, k, 10', [0.555607, -0.733581, 1.0]], ['2, k, 11', [0.575631, -0.706508, 1.0]], ['2, k, 12', [0.180926, -1.11298, 1.0]], ['2, k, 13', [0.157289, -1.4251, 1.0]], ['2, k, 14', [0.129427, -1.84056, 1.0]], ['2, k, 15', [0.116164, -1.86636, 1.0]], ['2, k, 16', [0.319967, -1.10798, 1.0]], ['2, k, 17', [0.373772, -1.41557, 1.0]], ['2, k, 18', [0.447138, -1.82518, 1.0]], ['2, k, 19', [0.451137, -1.85058, 1.0]], ['2, k, 20', [0.24988, -0.639752, 1.0]], ['2, k, 21', [-0.111094, -0.700717, 1.0]], ['2, k, 22', [-0.0470851, -0.696105, 1.0]], ['2, k, 23', [0.60056, -0.708542, 1.0]], ['2, k, 24', [0.499941, -0.704061, 1.0]]]
[['2, k, 0', [0.253611, -1.12399, 1.0]], ['2, k, 1', [0.251927, -0.84639, 1.0]], ['2, k, 2', [0.248824, -0.571036, 1.0]], ['2, k, 3', [0.253536, -0.432203, 1.0]], ['2, k, 4', [0.0959959, -0.66697, 1.0]], ['2, k, 5', [-0.0429204, -0.742319, 1.0]], ['2, k, 6', [-0.098715, -0.717301, 1.0]], ['2, k, 7', [-0.11835, -0.704175, 1.0]], ['2, k, 8', [0.405952, -0.675501, 1.0]], ['2, k, 9', [0.523943, -0.759171, 1.0]], ['2, k, 10', [0.555191, -0.733058, 1.0]], ['2, k, 11', [0.57564, -0.705253, 1.0]], ['2, k, 12', [0.180984, -1.11309, 1.0]], ['2, k, 13', [0.157013, -1.42521, 1.0]], ['2, k, 14', [0.128723, -1.84063, 1.0]], ['2, k, 15', [0.115163, -1.86578, 1.0]], ['2, k, 16', [0.320006, -1.10805, 1.0]], ['2, k, 17', [0.374326, -1.41556, 1.0]], ['2, k, 18', [0.448345, -1.82502, 1.0]], ['2, k, 19', [0.452095, -1.84988, 1.0]], ['2, k, 20', [0.249815, -0.639701, 1.0]], ['2, k, 21', [-0.110381, -0.701424, 1.0]], ['2, k, 22', [-0.0466311, -0.698195, 1.0]], ['2, k, 23', [0.599836, -0.707682, 1.0]], ['2, k, 24', [0.496821, -0.703003, 1.0]]]
[['2, k, 0', [0.253697, -1.12418, 1.0]], ['2, k, 1', [0.251846, -0.846483, 1.0]], ['2, k, 2', [0.248544, -0.571044, 1.0]], ['2, k, 3', [0.253358, -0.432009, 1.0]], ['2, k, 4', [0.0960912, -0.666758, 1.0]], ['2, k, 5', [-0.0428252, -0.74208, 1.0]], ['2, k, 6', [-0.0974798, -0.716703, 1.0]], ['2, k, 7', [-0.118039, -0.704187, 1.0]], ['2, k, 8', [0.406348, -0.676917, 1.0]], ['2, k, 9', [0.525217, -0.759073, 1.0]], ['2, k, 10', [0.554325, -0.732224, 1.0]], ['2, k, 11', [0.575798, -0.701701, 1.0]], ['2, k, 12', [0.181132, -1.11333, 1.0]], ['2, k, 13', [0.157018, -1.42544, 1.0]], ['2, k, 14', [0.128551, -1.84086, 1.0]], ['2, k, 15', [0.114841, -1.86641, 1.0]], ['2, k, 16', [0.320102, -1.10828, 1.0]], ['2, k, 17', [0.374484, -1.41575, 1.0]], ['2, k, 18', [0.448582, -1.82516, 1.0]], ['2, k, 19', [0.452138, -1.84942, 1.0]], ['2, k, 20', [0.249591, -0.639736, 1.0]], ['2, k, 21', [-0.109196, -0.703818, 1.0]], ['2, k, 22', [-0.0503249, -0.692046, 1.0]], ['2, k, 23', [0.594673, -0.710904, 1.0]], ['2, k, 24', [0.499306, -0.699538, 1.0]]]
[['2, k, 0', [0.253851, -1.1256, 1.0]], ['2, k, 1', [0.252042, -0.847688, 1.0]], ['2, k, 2', [0.248936, -0.572107, 1.0]], ['2, k, 3', [0.252626, -0.431978, 1.0]], ['2, k, 4', [0.0962644, -0.666545, 1.0]], ['2, k, 5', [-0.0422664, -0.739516, 1.0]], ['2, k, 6', [-0.0976964, -0.714599, 1.0]], ['2, k, 7', [-0.119003, -0.700187, 1.0]], ['2, k, 8', [0.406945, -0.678717, 1.0]], ['2, k, 9', [0.527091, -0.756582, 1.0]], ['2, k, 10', [0.55137, -0.727998, 1.0]], ['2, k, 11', [0.569099, -0.697764, 1.0]], ['2, k, 12', [0.181194, -1.11483, 1.0]], ['2, k, 13', [0.152948, -1.48444, 1.0]], ['2, k, 14', [0.127847, -1.84458, 1.0]], ['2, k, 15', [0.114473, -1.86461, 1.0]], ['2, k, 16', [0.320374, -1.10954, 1.0]], ['2, k, 17', [0.385864, -1.47351, 1.0]], ['2, k, 18', [0.4508, -1.82829, 1.0]], ['2, k, 19', [0.453445, -1.8477, 1.0]], ['2, k, 20', [0.249917, -0.640845, 1.0]], ['2, k, 21', [-0.112335, -0.695887, 1.0]], ['2, k, 22', [-0.0512623, -0.694757, 1.0]], ['2, k, 23', [0.598389, -0.70074, 1.0]], ['2, k, 24', [0.491373, -0.695505, 1.0]]]
[['2, k, 0', [0.254207, -1.12629, 1.0]], ['2, k, 1', [0.25234, -0.848328, 1.0]], ['2, k, 2', [0.249195, -0.572658, 1.0]], ['2, k, 3', [0.252712, -0.432204, 1.0]], ['2, k, 4', [0.0962999, -0.666547, 1.0]], ['2, k, 5', [-0.0423933, -0.739068, 1.0]], ['2, k, 6', [-0.0445666, -0.709503, 1.0]], ['2, k, 7', [-0.107775, -0.6989, 1.0]], ['2, k, 8', [0.407138, -0.679133, 1.0]], ['2, k, 9', [0.527922, -0.754813, 1.0]], ['2, k, 10', [0.55188, -0.726507, 1.0]], ['2, k, 11', [0.569709, -0.696073, 1.0]], ['2, k, 12', [0.181623, -1.11558, 1.0]], ['2, k, 13', [0.152293, -1.48508, 1.0]], ['2, k, 14', [0.126169, -1.84514, 1.0]], ['2, k, 15', [0.112587, -1.86455, 1.0]], ['2, k, 16', [0.320659, -1.11016, 1.0]], ['2, k, 17', [0.387673, -1.47382, 1.0]], ['2, k, 18', [0.454053, -1.82831, 1.0]], ['2, k, 19', [0.45682, -1.84725, 1.0]], ['2, k, 20', [0.250186, -0.641422, 1.0]], ['2, k, 21', [-0.133775, -0.697896, 1.0]], ['2, k, 22', [-0.037787, -0.691302, 1.0]], ['2, k, 23', [0.591925, -0.695953, 1.0]], ['2, k, 24', [0.488138, -0.694265, 1.0]]]
[['2, k, 0', [0.254716, -1.12717, 1.0]], ['2, k, 1', [0.25242, -0.848884, 1.0]], ['2, k, 2', [0.248988, -0.572977, 1.0]], ['2, k, 3', [0.252994, -0.432622, 1.0]], ['2, k, 4', [0.0965126, -0.666552, 1.0]], ['2, k, 5', [-0.0417113, -0.738105, 1.0]], ['2, k, 6', [-0.0937684, -0.707032, 1.0]], ['2, k, 7', [-0.117269, -0.698364, 1.0]], ['2, k, 8', [0.407265, -0.679827, 1.0]], ['2, k, 9', [0.528631, -0.753731, 1.0]], ['2, k, 10', [0.551824, -0.725601, 1.0]], ['2, k, 11', [0.567662, -0.696932, 1.0]], ['2, k, 12', [0.182234, -1.11671, 1.0]], ['2, k, 13', [0.150959, -1.486, 1.0]], ['2, k, 14', [0.123, -1.84581, 1.0]], ['2, k, 15', [0.109112, -1.86424, 1.0]], ['2, k, 16', [0.321074, -1.1108, 1.0]], ['2, k, 17', [0.389885, -1.47406, 1.0]], ['2, k, 18', [0.457963, -1.82812, 1.0]], ['2, k, 19', [0.460892, -1.84632, 1.0]], ['2, k, 20', [0.250041, -0.641792, 1.0]], ['2, k, 21', [-0.126044, -0.696435, 1.0]], ['2, k, 22', [-0.0570446, -0.693093, 1.0]], ['2, k, 23', [0.592981, -0.696893, 1.0]], ['2, k, 24', [0.487741, -0.693848, 1.0]]]
[['2, k, 0', [0.254951, -1.12784, 1.0]], ['2, k, 1', [0.252839, -0.849763, 1.0]], ['2, k, 2', [0.249622, -0.574045, 1.0]], ['2, k, 3', [0.252846, -0.433255, 1.0]], ['2, k, 4', [0.0966622, -0.666637, 1.0]], ['2, k, 5', [-0.0417128, -0.737039, 1.0]], ['2, k, 6', [-0.0961733, -0.707862, 1.0]], ['2, k, 7', [-0.116972, -0.699321, 1.0]], ['2, k, 8', [0.40762, -0.680392, 1.0]], ['2, k, 9', [0.550171, -0.74118, 1.0]], ['2, k, 10', [0.560203, -0.717855, 1.0]], ['2, k, 11', [0.568756, -0.69668, 1.0]], ['2, k, 12', [0.182495, -1.11762, 1.0]], ['2, k, 13', [0.150665, -1.48669, 1.0]], ['2, k, 14', [0.122181, -1.84629, 1.0]], ['2, k, 15', [0.108302, -1.86331, 1.0]], ['2, k, 16', [0.321281, -1.11125, 1.0]], ['2, k, 17', [0.391451, -1.47409, 1.0]], ['2, k, 18', [0.460814, -1.82777, 1.0]], ['2, k, 19', [0.463748, -1.84484, 1.0]], ['2, k, 20', [0.25062, -0.642816, 1.0]], ['2, k, 21', [-0.113137, -0.697075, 1.0]], ['2, k, 22', [-0.050191, -0.693371, 1.0]], ['2, k, 23', [0.590579, -0.698236, 1.0]], ['2, k, 24', [0.487201, -0.693719, 1.0]]]
[['2, k, 0', [0.255334, -1.12851, 1.0]], ['2, k, 1', [0.253024, -0.850253, 1.0]], ['2, k, 2', [0.249665, -0.574364, 1.0]], ['2, k, 3', [0.253219, -0.433808, 1.0]], ['2, k, 4', [0.0967168, -0.666906, 1.0]], ['2, k, 5', [-0.0414815, -0.736634, 1.0]], ['2, k, 6', [-0.097238, -0.708469, 1.0]], ['2, k, 7', [-0.115626, -0.698661, 1.0]], ['2, k, 8', [0.407633, -0.680798, 1.0]], ['2, k, 9', [0.551516, -0.742916, 1.0]], ['2, k, 10', [0.560751, -0.717729, 1.0]], ['2, k, 11', [0.570468, -0.698069, 1.0]], ['2, k, 12', [0.18284, -1.11848, 1.0]], ['2, k, 13', [0.150298, -1.48748, 1.0]], ['2, k, 14', [0.121145, -1.84703, 1.0]], ['2, k, 15', [0.107214, -1.86389, 1.0]], ['2, k, 16', [0.321693, -1.11173, 1.0]], ['2, k, 17', [0.398791, -1.47279, 1.0]], ['2, k, 18', [0.474715, -1.82477, 1.0]], ['2, k, 19', [0.478569, -1.83975, 1.0]], ['2, k, 20', [0.250693, -0.643176, 1.0]], ['2, k, 21', [-0.111277, -0.698069, 1.0]], ['2, k, 22', [-0.0507825, -0.691192, 1.0]], ['2, k, 23', [0.595272, -0.698098, 1.0]], ['2, k, 24', [0.488683, -0.69607, 1.0]]]
[['2, k, 0', [0.255973, -1.12905, 1.0]], ['2, k, 1', [0.253697, -0.850856, 1.0]], ['2, k, 2', [0.250349, -0.575016, 1.0]], ['2, k, 3', [0.252971, -0.434676, 1.0]], ['2, k, 4', [0.0969443, -0.667107, 1.0]], ['2, k, 5', [-0.0397049, -0.737051, 1.0]], ['2, k, 6', [-0.0967061, -0.709329, 1.0]], ['2, k, 7', [-0.119722, -0.698864, 1.0]], ['2, k, 8', [0.407867, -0.681388, 1.0]], ['2, k, 9', [0.553165, -0.743907, 1.0]], ['2, k, 10', [0.563391, -0.718073, 1.0]], ['2, k, 11', [0.571818, -0.700202, 1.0]], ['2, k, 12', [0.183508, -1.11913, 1.0]], ['2, k, 13', [0.148896, -1.48795, 1.0]], ['2, k, 14', [0.117789, -1.84733, 1.0]], ['2, k, 15', [0.103507, -1.86389, 1.0]], ['2, k, 16', [0.322289, -1.11213, 1.0]], ['2, k, 17', [0.397812, -1.47341, 1.0]], ['2, k, 18', [0.472249, -1.8256, 1.0]], ['2, k, 19', [0.475694, -1.84008, 1.0]], ['2, k, 20', [0.251378, -0.643818, 1.0]], ['2, k, 21', [-0.107239, -0.700429, 1.0]], ['2, k, 22', [-0.0537547, -0.687413, 1.0]], ['2, k, 23', [0.59615, -0.702659, 1.0]], ['2, k, 24', [0.493273, -0.696641, 1.0]]]
[['2, k, 0', [0.256365, -1.12967, 1.0]], ['2, k, 1', [0.254272, -0.852139, 1.0]], ['2, k, 2', [0.251175, -0.577171, 1.0]], ['2, k, 3', [0.252827, -0.435689, 1.0]], ['2, k, 4', [0.0973001, -0.667478, 1.0]], ['2, k, 5', [-0.0394784, -0.737311, 1.0]], ['2, k, 6', [-0.0967631, -0.710012, 1.0]], ['2, k, 7', [-0.116795, -0.701459, 1.0]], ['2, k, 8', [0.408213, -0.681899, 1.0]], ['2, k, 9', [0.525585, -0.757958, 1.0]], ['2, k, 10', [0.555346, -0.727632, 1.0]], ['2, k, 11', [0.577821, -0.702299, 1.0]], ['2, k, 12', [0.183812, -1.11984, 1.0]], ['2, k, 13', [0.148805, -1.48858, 1.0]], ['2, k, 14', [0.117328, -1.84789, 1.0]], ['2, k, 15', [0.103057, -1.86416, 1.0]], ['2, k, 16', [0.322779, -1.11262, 1.0]], ['2, k, 17', [0.398791, -1.47346, 1.0]], ['2, k, 18', [0.473693, -1.82523, 1.0]], ['2, k, 19', [0.47703, -1.83841, 1.0]], ['2, k, 20', [0.252134, -0.645732, 1.0]], ['2, k, 21', [-0.111143, -0.698708, 1.0]], ['2, k, 22', [-0.0527788, -0.696221, 1.0]], ['2, k, 23', [0.601555, -0.704482, 1.0]], ['2, k, 24', [0.497878, -0.700067, 1.0]]]
[['2, k, 0', [0.256341, -1.13028, 1.0]], ['2, k, 1', [0.254304, -0.853031, 1.0]], ['2, k, 2', [0.251253, -0.578285, 1.0]], ['2, k, 3', [0.25343, -0.436752, 1.0]], ['2, k, 4', [0.0974679, -0.667866, 1.0]], ['2, k, 5', [-0.0393236, -0.737758, 1.0]], ['2, k, 6', [-0.0958219, -0.711089, 1.0]], ['2, k, 7', [-0.118845, -0.702089, 1.0]], ['2, k, 8', [0.408452, -0.682736, 1.0]], ['2, k, 9', [0.55073, -0.748775, 1.0]], ['2, k, 10', [0.563913, -0.720542, 1.0]], ['2, k, 11', [0.572004, -0.704767, 1.0]], ['2, k, 12', [0.183812, -1.12062, 1.0]], ['2, k, 13', [0.145556, -1.48882, 1.0]], ['2, k, 14', [0.110999, -1.84763, 1.0]], ['2, k, 15', [0.09629, -1.86253, 1.0]], ['2, k, 16', [0.322738, -1.11304, 1.0]], ['2, k, 17', [0.398881, -1.47352, 1.0]], ['2, k, 18', [0.473908, -1.82496, 1.0]], ['2, k, 19', [0.477071, -1.83711, 1.0]], ['2, k, 20', [0.252203, -0.646797, 1.0]], ['2, k, 21', [-0.111777, -0.698796, 1.0]], ['2, k, 22', [-0.0473335, -0.695604, 1.0]], ['2, k, 23', [0.597963, -0.708863, 1.0]], ['2, k, 24', [0.491545, -0.702243, 1.0]]]
[['2, k, 0', [0.256328, -1.13128, 1.0]], ['2, k, 1', [0.254417, -0.854072, 1.0]], ['2, k, 2', [0.251485, -0.579303, 1.0]], ['2, k, 3', [0.253746, -0.438445, 1.0]], ['2, k, 4', [0.0976419, -0.668562, 1.0]], ['2, k, 5', [-0.0391299, -0.738425, 1.0]], ['2, k, 6', [-0.0965805, -0.712232, 1.0]], ['2, k, 7', [-0.117231, -0.703789, 1.0]], ['2, k, 8', [0.408586, -0.683451, 1.0]], ['2, k, 9', [0.552104, -0.749811, 1.0]], ['2, k, 10', [0.563045, -0.722435, 1.0]], ['2, k, 11', [0.572903, -0.707384, 1.0]], ['2, k, 12', [0.183874, -1.12171, 1.0]], ['2, k, 13', [0.142364, -1.48939, 1.0]], ['2, k, 14', [0.104722, -1.84775, 1.0]], ['2, k, 15', [0.0897133, -1.86172, 1.0]], ['2, k, 16', [0.32267, -1.11393, 1.0]], ['2, k, 17', [0.400159, -1.47368, 1.0]], ['2, k, 18', [0.476463, -1.82446, 1.0]], ['2, k, 19', [0.479734, -1.83529, 1.0]], ['2, k, 20', [0.252407, -0.647827, 1.0]], ['2, k, 21', [-0.110131, -0.701156, 1.0]], ['2, k, 22', [-0.0514805, -0.697976, 1.0]], ['2, k, 23', [0.597645, -0.710596, 1.0]], ['2, k, 24', [0.493586, -0.705979, 1.0]]]
[['2, k, 0', [0.256693, -1.1321, 1.0]], ['2, k, 1', [0.25488, -0.85516, 1.0]], ['2, k, 2', [0.252042, -0.580652, 1.0]], ['2, k, 3', [0.254624, -0.43978, 1.0]], ['2, k, 4', [0.0980055, -0.669147, 1.0]], ['2, k, 5', [-0.0386202, -0.73939, 1.0]], ['2, k, 6', [-0.0964811, -0.713186, 1.0]], ['2, k, 7', [-0.119831, -0.705438, 1.0]], ['2, k, 8', [0.408726, -0.683233, 1.0]], ['2, k, 9', [0.552619, -0.751138, 1.0]], ['2, k, 10', [0.569663, -0.724249, 1.0]], ['2, k, 11', [0.580651, -0.709779, 1.0]], ['2, k, 12', [0.184276, -1.12256, 1.0]], ['2, k, 13', [0.139498, -1.48972, 1.0]], ['2, k, 14', [0.0987611, -1.84762, 1.0]], ['2, k, 15', [0.0833287, -1.86081, 1.0]], ['2, k, 16', [0.322986, -1.11467, 1.0]], ['2, k, 17', [0.401492, -1.47382, 1.0]], ['2, k, 18', [0.478767, -1.82404, 1.0]], ['2, k, 19', [0.482031, -1.83388, 1.0]], ['2, k, 20', [0.252941, -0.649114, 1.0]], ['2, k, 21', [-0.110234, -0.703811, 1.0]], ['2, k, 22', [-0.0752953, -0.703576, 1.0]], ['2, k, 23', [0.597803, -0.709501, 1.0]], ['2, k, 24', [0.503776, -0.707417, 1.0]]]
