[['2, k, 0', [-0.30545, -0.200873, 1.0]], ['2, k, 1', [-0.296022, 0.116038, 1.0]], ['2, k, 2', [-0.285065, 0.424218, 1.0]], ['2, k, 3', [-0.32279, 0.575414, 1.0]], ['2, k, 4', [-0.496958, 0.363804, 1.0]], ['2, k, 5', [-0.600755, 0.175179, 1.0]], ['2, k, 6', [-0.311813, 0.115015, 1.0]], ['2, k, 7', [-0.21634, 0.0952101, 1.0]], ['2, k, 8', [-0.104338, 0.329437, 1.0]], ['2, k, 9', [0.0889555, 0.164035, 1.0]], ['2, k, 10', [0.0324086, -0.0427039, 1.0]], ['2, k, 11', [-0.0486682, -0.0837145, 1.0]], ['2, k, 12', [-0.390565, -0.189915, 1.0]], ['2, k, 13', [-0.379725, -0.59245, 1.0]], ['2, k, 14', [-0.381645, -0.990695, 1.0]], ['2, k, 15', [-0.408447, -1.05664, 1.0]], ['2, k, 16', [-0.211435, -0.206037, 1.0]], ['2, k, 17', [-0.179829, -0.637293, 1.0]], ['2, k, 18', [-0.130666, -1.00775, 1.0]], ['2, k, 19', [-0.13562, -1.07129, 1.0]], ['2, k, 20', [-0.288077, 0.348452, 1.0]], ['2, k, 21', [-0.215459, 0.0948224, 1.0]], ['2, k, 22', [-0.21431, 0.0943167, 1.0]], ['2, k, 23', [-0.0759611, -0.159301, 1.0]], ['2, k, 24', [-0.0836559, -0.0636008, 1.0]]]
[['2, k, 0', [-0.27354, -0.430235, 1.0]], ['2, k, 1', [-0.278349, -0.145649, 1.0]], ['2, k, 2', [-0.281248, 0.132637, 1.0]], ['2, k, 3', [-0.298694, 0.273209, 1.0]], ['2, k, 4', [-0.481788, 0.0754815, 1.0]], ['2, k, 5', [-0.629787, -0.0777844, 1.0]], ['2, k, 6', [-0.527802, -0.233837, 1.0]], ['2, k, 7', [-0.522138, -0.255592, 1.0]], ['2, k, 8', [-0.0959599, 0.0648468, 1.0]], ['2, k, 9', [0.0994042, -0.0841479, 1.0]], ['2, k, 10', [-0.0109244, -0.276167, 1.0]], ['2, k, 11', [-0.0606848, -0.314177, 1.0]], ['2, k, 12', [-0.364578, -0.426707, 1.0]], ['2, k, 13', [-0.405039, -0.802232, 1.0]], ['2, k, 14', [-0.359302, -1.01822, 1.0]], ['2, k, 15', [-0.417254, -1.06659, 1.0]], ['2, k, 16', [-0.174765, -0.42169, 1.0]], ['2, k, 17', [-0.0853625, -0.789457, 1.0]], ['2, k, 18', [-0.140326, -1.00807, 1.0]], ['2, k, 19', [-0.131025, -1.06819, 1.0]], ['2, k, 20', [-0.280854, 0.063965, 1.0]], ['2, k, 21', [-0.513822, -0.28556, 1.0]], ['2, k, 22', [-0.532, -0.250228, 1.0]], ['2, k, 23', [-0.0674463, -0.389285, 1.0]], ['2, k, 24', [-0.0312454, -0.317223, 1.0]]]
[['2, k, 0', [-0.273283, -0.433289, 1.0]], ['2, k, 1', [-0.278678, -0.149538, 1.0]], ['2, k, 2', [-0.282247, 0.127954, 1.0]], ['2, k, 3', [-0.29846, 0.268055, 1.0]], ['2, k, 4', [-0.481432, 0.0709303, 1.0]], ['2, k, 5', [-0.629693, -0.0864383, 1.0]], ['2, k, 6', [-0.534999, -0.243525, 1.0]], ['2, k, 7', [-0.520964, -0.258211, 1.0]], ['2, k, 8', [-0.0962647, 0.061594, 1.0]], ['2, k, 9', [0.0993776, -0.0875042, 1.0]], ['2, k, 10', [-0.010813, -0.276372, 1.0]], ['2, k, 11', [-0.0609959, -0.313259, 1.0]], ['2, k, 12', [-0.364358, -0.429683, 1.0]], ['2, k, 13', [-0.404194, -0.804971, 1.0]], ['2, k, 14', [-0.35813, -1.01856, 1.0]], ['2, k, 15', [-0.417381, -1.06638, 1.0]], ['2, k, 16', [-0.174481, -0.424791, 1.0]], ['2, k, 17', [-0.0845698, -0.791613, 1.0]], ['2, k, 18', [-0.140429, -1.00856, 1.0]], ['2, k, 19', [-0.131074, -1.06823, 1.0]], ['2, k, 20', [-0.281677, 0.0594718, 1.0]], ['2, k, 21', [-0.518158, -0.289682, 1.0]], ['2, k, 22', [-0.537517, -0.254129, 1.0]], ['2, k, 23', [-0.0711136, -0.385752, 1.0]], ['2, k, 24', [-0.0221377, -0.307437, 1.0]]]
[['2, k, 0', [-0.272859, -0.436116, 1.0]], ['2, k, 1', [-0.277956, -0.153427, 1.0]], ['2, k, 2', [-0.2811, 0.122741, 1.0]], ['2, k, 3', [-0.298347, 0.263384, 1.0]], ['2, k, 4', [-0.481284, 0.0675625, 1.0]], ['2, k, 5', [-0.629407, -0.0880276, 1.0]], ['2, k, 6', [-0.526367, -0.241691, 1.0]], ['2, k, 7', [-0.514768, -0.264265, 1.0]], ['2, k, 8', [-0.0962507, 0.0576738, 1.0]], ['2, k, 9', [0.0990066, -0.0891297, 1.0]], ['2, k, 10', [-0.0105983, -0.276617, 1.0]], ['2, k, 11', [-0.0610405, -0.311231, 1.0]], ['2, k, 12', [-0.36403, -0.432558, 1.0]], ['2, k, 13', [-0.403505, -0.807318, 1.0]], ['2, k, 14', [-0.356674, -1.01905, 1.0]], ['2, k, 15', [-0.417283, -1.06638, 1.0]], ['2, k, 16', [-0.173987, -0.427458, 1.0]], ['2, k, 17', [-0.0830496, -0.793348, 1.0]], ['2, k, 18', [-0.14115, -1.01074, 1.0]], ['2, k, 19', [-0.130887, -1.06919, 1.0]], ['2, k, 20', [-0.28065, 0.0546072, 1.0]], ['2, k, 21', [-0.519721, -0.294392, 1.0]], ['2, k, 22', [-0.521965, -0.258466, 1.0]], ['2, k, 23', [-0.0748558, -0.378933, 1.0]], ['2, k, 24', [-0.0538985, -0.349233, 1.0]]]
[['2, k, 0', [-0.272599, -0.439023, 1.0]], ['2, k, 1', [-0.277743, -0.156439, 1.0]], ['2, k, 2', [-0.280941, 0.119784, 1.0]], ['2, k, 3', [-0.298053, 0.259645, 1.0]], ['2, k, 4', [-0.480913, 0.0641599, 1.0]], ['2, k, 5', [-0.628882, -0.0904959, 1.0]], ['2, k, 6', [-0.514248, -0.239636, 1.0]], ['2, k, 7', [-0.516577, -0.269668, 1.0]], ['2, k, 8', [-0.0966482, 0.0543371, 1.0]], ['2, k, 9', [0.0990051, -0.0905442, 1.0]], ['2, k, 10', [-0.0103205, -0.274822, 1.0]], ['2, k, 11', [-0.0594077, -0.311272, 1.0]], ['2, k, 12', [-0.363747, -0.435599, 1.0]], ['2, k, 13', [-0.40315, -0.809682, 1.0]], ['2, k, 14', [-0.356959, -1.01992, 1.0]], ['2, k, 15', [-0.417236, -1.06633, 1.0]], ['2, k, 16', [-0.173767, -0.430143, 1.0]], ['2, k, 17', [-0.0822446, -0.795446, 1.0]], ['2, k, 18', [-0.141671, -1.01191, 1.0]], ['2, k, 19', [-0.130691, -1.07007, 1.0]], ['2, k, 20', [-0.280476, 0.0516253, 1.0]], ['2, k, 21', [-0.514518, -0.314442, 1.0]], ['2, k, 22', [-0.525283, -0.260279, 1.0]], ['2, k, 23', [-0.0741353, -0.380446, 1.0]], ['2, k, 24', [-0.0289609, -0.316757, 1.0]]]
[['2, k, 0', [-0.272607, -0.441339, 1.0]], ['2, k, 1', [-0.277291, -0.159571, 1.0]], ['2, k, 2', [-0.280002, 0.115733, 1.0]], ['2, k, 3', [-0.29762, 0.255698, 1.0]], ['2, k, 4', [-0.480425, 0.0614319, 1.0]], ['2, k, 5', [-0.628052, -0.0926036, 1.0]], ['2, k, 6', [-0.512771, -0.240116, 1.0]], ['2, k, 7', [-0.515281, -0.274951, 1.0]], ['2, k, 8', [-0.0963917, 0.0511899, 1.0]], ['2, k, 9', [0.098917, -0.0926029, 1.0]], ['2, k, 10', [-0.0101656, -0.273878, 1.0]], ['2, k, 11', [-0.0580648, -0.310472, 1.0]], ['2, k, 12', [-0.363781, -0.437622, 1.0]], ['2, k, 13', [-0.402208, -0.811372, 1.0]], ['2, k, 14', [-0.360081, -1.02802, 1.0]], ['2, k, 15', [-0.417172, -1.06629, 1.0]], ['2, k, 16', [-0.173758, -0.432706, 1.0]], ['2, k, 17', [-0.0813887, -0.796891, 1.0]], ['2, k, 18', [-0.141392, -1.01216, 1.0]], ['2, k, 19', [-0.1308, -1.07034, 1.0]], ['2, k, 20', [-0.279668, 0.0478191, 1.0]], ['2, k, 21', [-0.512347, -0.305703, 1.0]], ['2, k, 22', [-0.532667, -0.261974, 1.0]], ['2, k, 23', [-0.074954, -0.379428, 1.0]], ['2, k, 24', [-0.0232858, -0.315234, 1.0]]]
[['2, k, 0', [-0.272155, -0.442835, 1.0]], ['2, k, 1', [-0.27756, -0.16181, 1.0]], ['2, k, 2', [-0.28122, 0.112504, 1.0]], ['2, k, 3', [-0.297546, 0.252259, 1.0]], ['2, k, 4', [-0.479769, 0.0587616, 1.0]], ['2, k, 5', [-0.627817, -0.0939269, 1.0]], ['2, k, 6', [-0.51185, -0.240417, 1.0]], ['2, k, 7', [-0.514381, -0.268387, 1.0]], ['2, k, 8', [-0.0964569, 0.0479543, 1.0]], ['2, k, 9', [0.0988193, -0.0935304, 1.0]], ['2, k, 10', [0.0142254, -0.26478, 1.0]], ['2, k, 11', [-0.0423791, -0.293849, 1.0]], ['2, k, 12', [-0.363312, -0.439189, 1.0]], ['2, k, 13', [-0.40167, -0.812587, 1.0]], ['2, k, 14', [-0.358846, -1.02662, 1.0]], ['2, k, 15', [-0.41716, -1.06636, 1.0]], ['2, k, 16', [-0.173344, -0.434086, 1.0]], ['2, k, 17', [-0.0807918, -0.797701, 1.0]], ['2, k, 18', [-0.141663, -1.01217, 1.0]], ['2, k, 19', [-0.130678, -1.07002, 1.0]], ['2, k, 20', [-0.280611, 0.0448541, 1.0]], ['2, k, 21', [-0.517391, -0.295228, 1.0]], ['2, k, 22', [-0.520695, -0.264611, 1.0]], ['2, k, 23', [-0.061252, -0.343209, 1.0]], ['2, k, 24', [-0.0495913, -0.340815, 1.0]]]
[['2, k, 0', [-0.271997, -0.445039, 1.0]], ['2, k, 1', [-0.277637, -0.165791, 1.0]], ['2, k, 2', [-0.281553, 0.106489, 1.0]], ['2, k, 3', [-0.297247, 0.248943, 1.0]], ['2, k, 4', [-0.479394, 0.0561976, 1.0]], ['2, k, 5', [-0.627119, -0.0961187, 1.0]], ['2, k, 6', [-0.51054, -0.241448, 1.0]], ['2, k, 7', [-0.515223, -0.271037, 1.0]], ['2, k, 8', [-0.096892, 0.044343, 1.0]], ['2, k, 9', [0.0989549, -0.0961285, 1.0]], ['2, k, 10', [-0.0100616, -0.285511, 1.0]], ['2, k, 11', [-0.0590155, -0.325884, 1.0]], ['2, k, 12', [-0.363223, -0.44124, 1.0]], ['2, k, 13', [-0.401756, -0.813898, 1.0]], ['2, k, 14', [-0.358789, -1.02635, 1.0]], ['2, k, 15', [-0.417241, -1.06637, 1.0]], ['2, k, 16', [-0.173126, -0.436389, 1.0]], ['2, k, 17', [-0.0793463, -0.798792, 1.0]], ['2, k, 18', [-0.141532, -1.01278, 1.0]], ['2, k, 19', [-0.131682, -1.07108, 1.0]], ['2, k, 20', [-0.280881, 0.0393523, 1.0]], ['2, k, 21', [-0.509921, -0.300598, 1.0]], ['2, k, 22', [-0.528141, -0.260395, 1.0]], ['2, k, 23', [-0.064406, -0.392926, 1.0]], ['2, k, 24', [-0.0286438, -0.324973, 1.0]]]
[['2, k, 0', [-0.271268, -0.446732, 1.0]], ['2, k, 1', [-0.27722, -0.167862, 1.0]], ['2, k, 2', [-0.281377, 0.104402, 1.0]], ['2, k, 3', [-0.296512, 0.246082, 1.0]], ['2, k, 4', [-0.479208, 0.0533582, 1.0]], ['2, k, 5', [-0.62646, -0.0965589, 1.0]], ['2, k, 6', [-0.51047, -0.241546, 1.0]], ['2, k, 7', [-0.517831, -0.268922, 1.0]], ['2, k, 8', [-0.0969317, 0.0422625, 1.0]], ['2, k, 9', [0.0988806, -0.0989802, 1.0]], ['2, k, 10', [-0.0105515, -0.285567, 1.0]], ['2, k, 11', [-0.0590481, -0.3228, 1.0]], ['2, k, 12', [-0.362405, -0.443246, 1.0]], ['2, k, 13', [-0.401538, -0.815416, 1.0]], ['2, k, 14', [-0.358019, -1.02579, 1.0]], ['2, k, 15', [-0.41715, -1.06646, 1.0]], ['2, k, 16', [-0.172511, -0.437763, 1.0]], ['2, k, 17', [-0.0782357, -0.799875, 1.0]], ['2, k, 18', [-0.141943, -1.01422, 1.0]], ['2, k, 19', [-0.131443, -1.07143, 1.0]], ['2, k, 20', [-0.280653, 0.0372392, 1.0]], ['2, k, 21', [-0.520962, -0.297826, 1.0]], ['2, k, 22', [-0.526342, -0.267065, 1.0]], ['2, k, 23', [-0.0645137, -0.389923, 1.0]], ['2, k, 24', [-0.000618, -0.300898, 1.0]]]
[['2, k, 0', [-0.270674, -0.448146, 1.0]], ['2, k, 1', [-0.277116, -0.169759, 1.0]], ['2, k, 2', [-0.28171, 0.102109, 1.0]], ['2, k, 3', [-0.296201, 0.244133, 1.0]], ['2, k, 4', [-0.478428, 0.0508121, 1.0]], ['2, k, 5', [-0.625984, -0.0974876, 1.0]], ['2, k, 6', [-0.509983, -0.241893, 1.0]], ['2, k, 7', [-0.51624, -0.272572, 1.0]], ['2, k, 8', [-0.097466, 0.0402579, 1.0]], ['2, k, 9', [0.0987344, -0.101485, 1.0]], ['2, k, 10', [-0.0110667, -0.281841, 1.0]], ['2, k, 11', [-0.0578853, -0.318468, 1.0]], ['2, k, 12', [-0.361869, -0.444756, 1.0]], ['2, k, 13', [-0.401631, -0.816276, 1.0]], ['2, k, 14', [-0.357326, -1.02537, 1.0]], ['2, k, 15', [-0.417105, -1.06641, 1.0]], ['2, k, 16', [-0.171891, -0.439036, 1.0]], ['2, k, 17', [-0.0777103, -0.800652, 1.0]], ['2, k, 18', [-0.141833, -1.01434, 1.0]], ['2, k, 19', [-0.131509, -1.07135, 1.0]], ['2, k, 20', [-0.280876, 0.0350402, 1.0]], ['2, k, 21', [-0.503363, -0.329558, 1.0]], ['2, k, 22', [-0.529027, -0.267092, 1.0]], ['2, k, 23', [-0.064442, -0.393143, 1.0]], ['2, k, 24', [-0.0267484, -0.321498, 1.0]]]
[['2, k, 0', [-0.272419, -0.448628, 1.0]], ['2, k, 1', [-0.276594, -0.173162, 1.0]], ['2, k, 2', [-0.280579, 0.0987076, 1.0]], ['2, k, 3', [-0.295705, 0.241527, 1.0]], ['2, k, 4', [-0.478274, 0.0497809, 1.0]], ['2, k, 5', [-0.625653, -0.0984259, 1.0]], ['2, k, 6', [-0.509498, -0.242274, 1.0]], ['2, k, 7', [-0.512927, -0.277098, 1.0]], ['2, k, 8', [-0.098032, 0.0380491, 1.0]], ['2, k, 9', [0.098533, -0.103031, 1.0]], ['2, k, 10', [-0.0112224, -0.282171, 1.0]], ['2, k, 11', [-0.059113, -0.317995, 1.0]], ['2, k, 12', [-0.361604, -0.444369, 1.0]], ['2, k, 13', [-0.399779, -0.803165, 1.0]], ['2, k, 14', [-0.357032, -1.02508, 1.0]], ['2, k, 15', [-0.417146, -1.06646, 1.0]], ['2, k, 16', [-0.175879, -0.44063, 1.0]], ['2, k, 17', [-0.07987, -0.784346, 1.0]], ['2, k, 18', [-0.142082, -1.0155, 1.0]], ['2, k, 19', [-0.131177, -1.07163, 1.0]], ['2, k, 20', [-0.279997, 0.0320946, 1.0]], ['2, k, 21', [-0.508734, -0.324274, 1.0]], ['2, k, 22', [-0.519538, -0.270501, 1.0]], ['2, k, 23', [-0.0661797, -0.388899, 1.0]], ['2, k, 24', [-0.0200966, -0.315863, 1.0]]]
[['2, k, 0', [-0.267273, -0.455588, 1.0]], ['2, k, 1', [-0.273751, -0.177054, 1.0]], ['2, k, 2', [-0.280058, 0.0980906, 1.0]], ['2, k, 3', [-0.295229, 0.238996, 1.0]], ['2, k, 4', [-0.478356, 0.049376, 1.0]], ['2, k, 5', [-0.629164, -0.107885, 1.0]], ['2, k, 6', [-0.504603, -0.247781, 1.0]], ['2, k, 7', [-0.509441, -0.282976, 1.0]], ['2, k, 8', [-0.0985812, 0.0370528, 1.0]], ['2, k, 9', [0.099058, -0.102661, 1.0]], ['2, k, 10', [-0.00130251, -0.279786, 1.0]], ['2, k, 11', [-0.0528768, -0.311268, 1.0]], ['2, k, 12', [-0.354113, -0.453362, 1.0]], ['2, k, 13', [-0.392336, -0.630226, 1.0]], ['2, k, 14', [-0.357719, -1.01865, 1.0]], ['2, k, 15', [-0.416773, -1.06645, 1.0]], ['2, k, 16', [-0.172618, -0.445684, 1.0]], ['2, k, 17', [-0.0940726, -0.61849, 1.0]], ['2, k, 18', [-0.142456, -1.01474, 1.0]], ['2, k, 19', [-0.131081, -1.07158, 1.0]], ['2, k, 20', [-0.278967, 0.0306988, 1.0]], ['2, k, 21', [-0.508625, -0.316415, 1.0]], ['2, k, 22', [-0.515378, -0.262814, 1.0]], ['2, k, 23', [-0.0647069, -0.384201, 1.0]], ['2, k, 24', [-0.00856615, -0.306784, 1.0]]]
[['2, k, 0', [-0.267782, -0.457981, 1.0]], ['2, k, 1', [-0.273327, -0.178803, 1.0]], ['2, k, 2', [-0.278856, 0.0970245, 1.0]], ['2, k, 3', [-0.294897, 0.23512, 1.0]], ['2, k, 4', [-0.478262, 0.0490116, 1.0]], ['2, k, 5', [-0.630274, -0.109269, 1.0]], ['2, k, 6', [-0.504925, -0.248137, 1.0]], ['2, k, 7', [-0.513235, -0.274939, 1.0]], ['2, k, 8', [-0.0992906, 0.0364483, 1.0]], ['2, k, 9', [0.0996069, -0.102169, 1.0]], ['2, k, 10', [0.00134479, -0.278928, 1.0]], ['2, k, 11', [-0.0520243, -0.311661, 1.0]], ['2, k, 12', [-0.354374, -0.454624, 1.0]], ['2, k, 13', [-0.392336, -0.629996, 1.0]], ['2, k, 14', [-0.358521, -1.01376, 1.0]], ['2, k, 15', [-0.416749, -1.06645, 1.0]], ['2, k, 16', [-0.173516, -0.449089, 1.0]], ['2, k, 17', [-0.0941274, -0.618513, 1.0]], ['2, k, 18', [-0.142286, -1.01414, 1.0]], ['2, k, 19', [-0.130665, -1.07118, 1.0]], ['2, k, 20', [-0.277783, 0.0292745, 1.0]], ['2, k, 21', [-0.512796, -0.302501, 1.0]], ['2, k, 22', [-0.519647, -0.263378, 1.0]], ['2, k, 23', [-0.0647754, -0.38552, 1.0]], ['2, k, 24', [0.00187011, -0.298408, 1.0]]]
[['2, k, 0', [-0.265351, -0.458965, 1.0]], ['2, k, 1', [-0.271731, -0.180177, 1.0]], ['2, k, 2', [-0.277683, 0.0952417, 1.0]], ['2, k, 3', [-0.294486, 0.232424, 1.0]], ['2, k, 4', [-0.477943, 0.0484868, 1.0]], ['2, k, 5', [-0.630605, -0.10983, 1.0]], ['2, k, 6', [-0.504926, -0.248226, 1.0]], ['2, k, 7', [-0.50956, -0.275489, 1.0]], ['2, k, 8', [-0.0996698, 0.0357493, 1.0]], ['2, k, 9', [0.10023, -0.101896, 1.0]], ['2, k, 10', [0.00392041, -0.278317, 1.0]], ['2, k, 11', [-0.0510399, -0.311248, 1.0]], ['2, k, 12', [-0.352527, -0.455556, 1.0]], ['2, k, 13', [-0.39225, -0.629772, 1.0]], ['2, k, 14', [-0.35866, -1.01364, 1.0]], ['2, k, 15', [-0.416231, -1.06663, 1.0]], ['2, k, 16', [-0.170799, -0.449978, 1.0]], ['2, k, 17', [-0.0941253, -0.618511, 1.0]], ['2, k, 18', [-0.142377, -1.0138, 1.0]], ['2, k, 19', [-0.130311, -1.07089, 1.0]], ['2, k, 20', [-0.276484, 0.0274147, 1.0]], ['2, k, 21', [-0.509267, -0.298839, 1.0]], ['2, k, 22', [-0.525709, -0.268644, 1.0]], ['2, k, 23', [-0.0646023, -0.386746, 1.0]], ['2, k, 24', [-0.0110374, -0.309217, 1.0]]]
[['2, k, 0', [-0.264349, -0.459791, 1.0]], ['2, k, 1', [-0.270651, -0.181156, 1.0]], ['2, k, 2', [-0.276137, 0.0937146, 1.0]], ['2, k, 3', [-0.294268, 0.231694, 1.0]], ['2, k, 4', [-0.47768, 0.0479578, 1.0]], ['2, k, 5', [-0.631172, -0.110533, 1.0]], ['2, k, 6', [-0.50463, -0.248378, 1.0]], ['2, k, 7', [-0.512875, -0.27477, 1.0]], ['2, k, 8', [-0.0998067, 0.0351265, 1.0]], ['2, k, 9', [0.100504, -0.101995, 1.0]], ['2, k, 10', [0.00528729, -0.27808, 1.0]], ['2, k, 11', [-0.0512449, -0.310724, 1.0]], ['2, k, 12', [-0.351922, -0.456281, 1.0]], ['2, k, 13', [-0.392101, -0.629646, 1.0]], ['2, k, 14', [-0.357602, -1.01234, 1.0]], ['2, k, 15', [-0.415971, -1.06639, 1.0]], ['2, k, 16', [-0.169456, -0.450828, 1.0]], ['2, k, 17', [-0.0941295, -0.618511, 1.0]], ['2, k, 18', [-0.142887, -1.01315, 1.0]], ['2, k, 19', [-0.130187, -1.07059, 1.0]], ['2, k, 20', [-0.275112, 0.026018, 1.0]], ['2, k, 21', [-0.512529, -0.302707, 1.0]], ['2, k, 22', [-0.519698, -0.263764, 1.0]], ['2, k, 23', [-0.0694435, -0.377736, 1.0]], ['2, k, 24', [-0.02384, -0.320663, 1.0]]]
[['2, k, 0', [-0.263589, -0.460346, 1.0]], ['2, k, 1', [-0.270303, -0.181748, 1.0]], ['2, k, 2', [-0.275977, 0.0931607, 1.0]], ['2, k, 3', [-0.29382, 0.2302, 1.0]], ['2, k, 4', [-0.477291, 0.0472783, 1.0]], ['2, k, 5', [-0.63152, -0.110681, 1.0]], ['2, k, 6', [-0.504601, -0.247863, 1.0]], ['2, k, 7', [-0.511854, -0.276442, 1.0]], ['2, k, 8', [-0.0999698, 0.034787, 1.0]], ['2, k, 9', [0.100873, -0.102241, 1.0]], ['2, k, 10', [0.00706205, -0.27778, 1.0]], ['2, k, 11', [-0.0514219, -0.308069, 1.0]], ['2, k, 12', [-0.351396, -0.456775, 1.0]], ['2, k, 13', [-0.392062, -0.629547, 1.0]], ['2, k, 14', [-0.358084, -1.01299, 1.0]], ['2, k, 15', [-0.415852, -1.06648, 1.0]], ['2, k, 16', [-0.16851, -0.451408, 1.0]], ['2, k, 17', [-0.0940479, -0.61851, 1.0]], ['2, k, 18', [-0.142976, -1.01306, 1.0]], ['2, k, 19', [-0.129938, -1.07041, 1.0]], ['2, k, 20', [-0.274902, 0.0253696, 1.0]], ['2, k, 21', [-0.504923, -0.312647, 1.0]], ['2, k, 22', [-0.521136, -0.265966, 1.0]], ['2, k, 23', [-0.0696321, -0.372671, 1.0]], ['2, k, 24', [-0.0251458, -0.322198, 1.0]]]
[['2, k, 0', [-0.263595, -0.460705, 1.0]], ['2, k, 1', [-0.27025, -0.182292, 1.0]], ['2, k, 2', [-0.275769, 0.0924141, 1.0]], ['2, k, 3', [-0.293489, 0.229315, 1.0]], ['2, k, 4', [-0.476857, 0.0469046, 1.0]], ['2, k, 5', [-0.631988, -0.111319, 1.0]], ['2, k, 6', [-0.504286, -0.248321, 1.0]], ['2, k, 7', [-0.512676, -0.275396, 1.0]], ['2, k, 8', [-0.100042, 0.0342463, 1.0]], ['2, k, 9', [0.101335, -0.1025, 1.0]], ['2, k, 10', [0.00780641, -0.277633, 1.0]], ['2, k, 11', [-0.0487979, -0.306167, 1.0]], ['2, k, 12', [-0.351451, -0.45705, 1.0]], ['2, k, 13', [-0.391971, -0.629478, 1.0]], ['2, k, 14', [-0.357695, -1.01238, 1.0]], ['2, k, 15', [-0.415836, -1.06657, 1.0]], ['2, k, 16', [-0.168472, -0.451831, 1.0]], ['2, k, 17', [-0.0940552, -0.618509, 1.0]], ['2, k, 18', [-0.142949, -1.01285, 1.0]], ['2, k, 19', [-0.129884, -1.07039, 1.0]], ['2, k, 20', [-0.274713, 0.0245869, 1.0]], ['2, k, 21', [-0.511714, -0.307204, 1.0]], ['2, k, 22', [-0.523184, -0.269569, 1.0]], ['2, k, 23', [-0.0682931, -0.379383, 1.0]], ['2, k, 24', [-0.0184281, -0.31632, 1.0]]]
[['2, k, 0', [-0.26318, -0.461025, 1.0]], ['2, k, 1', [-0.269829, -0.182888, 1.0]], ['2, k, 2', [-0.275257, 0.0914445, 1.0]], ['2, k, 3', [-0.293269, 0.228526, 1.0]], ['2, k, 4', [-0.476639, 0.0465096, 1.0]], ['2, k, 5', [-0.632203, -0.111316, 1.0]], ['2, k, 6', [-0.504103, -0.247898, 1.0]], ['2, k, 7', [-0.512012, -0.275797, 1.0]], ['2, k, 8', [-0.100028, 0.0332835, 1.0]], ['2, k, 9', [0.102456, -0.102949, 1.0]], ['2, k, 10', [0.00841289, -0.277518, 1.0]], ['2, k, 11', [-0.0484334, -0.305749, 1.0]], ['2, k, 12', [-0.351099, -0.457317, 1.0]], ['2, k, 13', [-0.391872, -0.629412, 1.0]], ['2, k, 14', [-0.358239, -1.01257, 1.0]], ['2, k, 15', [-0.415643, -1.06642, 1.0]], ['2, k, 16', [-0.168031, -0.452181, 1.0]], ['2, k, 17', [-0.0941059, -0.618354, 1.0]], ['2, k, 18', [-0.142934, -1.01275, 1.0]], ['2, k, 19', [-0.129825, -1.07034, 1.0]], ['2, k, 20', [-0.274213, 0.0236688, 1.0]], ['2, k, 21', [-0.508469, -0.304709, 1.0]], ['2, k, 22', [-0.521698, -0.267877, 1.0]], ['2, k, 23', [-0.0659306, -0.368907, 1.0]], ['2, k, 24', [-0.0193639, -0.316675, 1.0]]]
[['2, k, 0', [-0.262632, -0.461155, 1.0]], ['2, k, 1', [-0.269325, -0.183317, 1.0]], ['2, k, 2', [-0.274743, 0.0906195, 1.0]], ['2, k, 3', [-0.293087, 0.227713, 1.0]], ['2, k, 4', [-0.476156, 0.0461788, 1.0]], ['2, k, 5', [-0.632441, -0.111446, 1.0]], ['2, k, 6', [-0.503812, -0.248003, 1.0]], ['2, k, 7', [-0.507548, -0.284322, 1.0]], ['2, k, 8', [-0.100038, 0.0331205, 1.0]], ['2, k, 9', [0.102799, -0.103188, 1.0]], ['2, k, 10', [0.00912222, -0.277194, 1.0]], ['2, k, 11', [-0.0486554, -0.307472, 1.0]], ['2, k, 12', [-0.350726, -0.457373, 1.0]], ['2, k, 13', [-0.391636, -0.629242, 1.0]], ['2, k, 14', [-0.35762, -1.01343, 1.0]], ['2, k, 15', [-0.414898, -1.06676, 1.0]], ['2, k, 16', [-0.167337, -0.45238, 1.0]], ['2, k, 17', [-0.0940903, -0.618342, 1.0]], ['2, k, 18', [-0.142924, -1.01272, 1.0]], ['2, k, 19', [-0.129769, -1.0703, 1.0]], ['2, k, 20', [-0.273686, 0.0229006, 1.0]], ['2, k, 21', [-0.502079, -0.335049, 1.0]], ['2, k, 22', [-0.51367, -0.275403, 1.0]], ['2, k, 23', [-0.0647449, -0.376495, 1.0]], ['2, k, 24', [-0.025121, -0.325119, 1.0]]]
