[['2, k, 0', [-0.179335, -0.330881, 1.0]], ['2, k, 1', [-0.175102, -0.0411708, 1.0]], ['2, k, 2', [-0.16995, 0.242304, 1.0]], ['2, k, 3', [-0.170194, 0.360436, 1.0]], ['2, k, 4', [-0.344879, 0.15461, 1.0]], ['2, k, 5', [-0.404741, 0.0220453, 1.0]], ['2, k, 6', [-0.452045, -0.0658461, 1.0]], ['2, k, 7', [-0.471599, -0.0954748, 1.0]], ['2, k, 8', [-0.00797819, 0.149415, 1.0]], ['2, k, 9', [0.0801222, 0.0324702, 1.0]], ['2, k, 10', [0.11202, -0.0817669, 1.0]], ['2, k, 11', [0.129015, -0.0829921, 1.0]], ['2, k, 12', [-0.253633, -0.325298, 1.0]], ['2, k, 13', [-0.324586, -0.621633, 1.0]], ['2, k, 14', [-0.312924, -0.749436, 1.0]], ['2, k, 15', [-0.31539, -0.864959, 1.0]], ['2, k, 16', [-0.100295, -0.327738, 1.0]], ['2, k, 17', [-0.0527482, -0.625834, 1.0]], ['2, k, 18', [-0.0401986, -0.748973, 1.0]], ['2, k, 19', [-0.0296109, -0.863846, 1.0]], ['2, k, 20', [-0.171402, 0.172364, 1.0]], ['2, k, 21', [-0.47525, -0.104891, 1.0]], ['2, k, 22', [-0.513625, -0.0860506, 1.0]], ['2, k, 23', [0.14042, -0.0858784, 1.0]], ['2, k, 24', [0.188714, -0.0675205, 1.0]]]
[['2, k, 0', [-0.173573, -0.392033, 1.0]], ['2, k, 1', [-0.161265, -0.131888, 1.0]], ['2, k, 2', [-0.149183, 0.127739, 1.0]], ['2, k, 3', [-0.135828, 0.256027, 1.0]], ['2, k, 4', [-0.300107, 0.0686281, 1.0]], ['2, k, 5', [-0.42683, -0.00343376, 1.0]], ['2, k, 6', [-0.454165, 0.00456, 1.0]], ['2, k, 7', [-0.44559, 0.0391431, 1.0]], ['2, k, 8', [0.00601121, 0.0445404, 1.0]], ['2, k, 9', [0.129654, -0.0062921, 1.0]], ['2, k, 10', [0.184557, -0.021258, 1.0]], ['2, k, 11', [0.180991, 0.0285159, 1.0]], ['2, k, 12', [-0.242941, -0.380811, 1.0]], ['2, k, 13', [-0.34473, -0.610366, 1.0]], ['2, k, 14', [-0.329872, -0.843482, 1.0]], ['2, k, 15', [-0.331866, -0.905388, 1.0]], ['2, k, 16', [-0.0989979, -0.392438, 1.0]], ['2, k, 17', [0.00835154, -0.611457, 1.0]], ['2, k, 18', [-0.0342346, -0.817225, 1.0]], ['2, k, 19', [-0.0396561, -0.879192, 1.0]], ['2, k, 20', [-0.152266, 0.0632439, 1.0]], ['2, k, 21', [-0.423584, 0.0479616, 1.0]], ['2, k, 22', [-0.476212, 0.0547794, 1.0]], ['2, k, 23', [0.189005, 0.046189, 1.0]], ['2, k, 24', [0.123947, 0.038673, 1.0]]]
[['2, k, 0', [-0.173329, -0.380998, 1.0]], ['2, k, 1', [-0.161776, -0.0885693, 1.0]], ['2, k, 2', [-0.149904, 0.194589, 1.0]], ['2, k, 3', [-0.131832, 0.311237, 1.0]], ['2, k, 4', [-0.298049, 0.0806265, 1.0]], ['2, k, 5', [-0.430512, 0.0217793, 1.0]], ['2, k, 6', [-0.446058, 0.0602395, 1.0]], ['2, k, 7', [-0.443739, 0.0898833, 1.0]], ['2, k, 8', [0.00508021, 0.050233, 1.0]], ['2, k, 9', [0.117855, 0.040472, 1.0]], ['2, k, 10', [0.182442, 0.0387027, 1.0]], ['2, k, 11', [0.183584, 0.0874457, 1.0]], ['2, k, 12', [-0.244231, -0.369515, 1.0]], ['2, k, 13', [-0.33906, -0.606064, 1.0]], ['2, k, 14', [-0.322767, -0.851052, 1.0]], ['2, k, 15', [-0.324994, -0.911303, 1.0]], ['2, k, 16', [-0.0977949, -0.382766, 1.0]], ['2, k, 17', [0.00663534, -0.608854, 1.0]], ['2, k, 18', [-0.0266599, -0.821926, 1.0]], ['2, k, 19', [-0.0323067, -0.882276, 1.0]], ['2, k, 20', [-0.153008, 0.125604, 1.0]], ['2, k, 21', [-0.425854, 0.103427, 1.0]], ['2, k, 22', [-0.469616, 0.119357, 1.0]], ['2, k, 23', [0.184275, 0.105767, 1.0]], ['2, k, 24', [0.118611, 0.0972614, 1.0]]]
[['2, k, 0', [-0.167341, -0.36188, 1.0]], ['2, k, 1', [-0.161023, -0.0801198, 1.0]], ['2, k, 2', [-0.151369, 0.199436, 1.0]], ['2, k, 3', [-0.13394, 0.325264, 1.0]], ['2, k, 4', [-0.296968, 0.0808264, 1.0]], ['2, k, 5', [-0.433562, 0.0568475, 1.0]], ['2, k, 6', [-0.443548, 0.108378, 1.0]], ['2, k, 7', [-0.441706, 0.136009, 1.0]], ['2, k, 8', [0.00912871, 0.0842388, 1.0]], ['2, k, 9', [0.129998, 0.0819146, 1.0]], ['2, k, 10', [0.194601, 0.0890363, 1.0]], ['2, k, 11', [0.192326, 0.143125, 1.0]], ['2, k, 12', [-0.239288, -0.354402, 1.0]], ['2, k, 13', [-0.334337, -0.603218, 1.0]], ['2, k, 14', [-0.319893, -0.847686, 1.0]], ['2, k, 15', [-0.321248, -0.907289, 1.0]], ['2, k, 16', [-0.0910083, -0.359796, 1.0]], ['2, k, 17', [-0.000377527, -0.605481, 1.0]], ['2, k, 18', [-0.0148461, -0.832414, 1.0]], ['2, k, 19', [-0.0197228, -0.892012, 1.0]], ['2, k, 20', [-0.153998, 0.130582, 1.0]], ['2, k, 21', [-0.419323, 0.154285, 1.0]], ['2, k, 22', [-0.477529, 0.158479, 1.0]], ['2, k, 23', [0.195048, 0.167427, 1.0]], ['2, k, 24', [0.126977, 0.154546, 1.0]]]
[['2, k, 0', [-0.165615, -0.333025, 1.0]], ['2, k, 1', [-0.160253, -0.0615698, 1.0]], ['2, k, 2', [-0.152263, 0.206911, 1.0]], ['2, k, 3', [-0.138708, 0.339165, 1.0]], ['2, k, 4', [-0.301476, 0.13093, 1.0]], ['2, k, 5', [-0.439057, 0.0965936, 1.0]], ['2, k, 6', [-0.434388, 0.146608, 1.0]], ['2, k, 7', [-0.434262, 0.181385, 1.0]], ['2, k, 8', [0.00944077, 0.133425, 1.0]], ['2, k, 9', [0.146518, 0.116905, 1.0]], ['2, k, 10', [0.218625, 0.165451, 1.0]], ['2, k, 11', [0.196125, 0.196253, 1.0]], ['2, k, 12', [-0.235624, -0.321771, 1.0]], ['2, k, 13', [-0.319102, -0.580427, 1.0]], ['2, k, 14', [-0.319494, -0.850815, 1.0]], ['2, k, 15', [-0.31666, -0.909869, 1.0]], ['2, k, 16', [-0.0912141, -0.335776, 1.0]], ['2, k, 17', [-0.00815308, -0.592782, 1.0]], ['2, k, 18', [-0.00890939, -0.845309, 1.0]], ['2, k, 19', [-0.00964754, -0.904291, 1.0]], ['2, k, 20', [-0.154597, 0.140151, 1.0]], ['2, k, 21', [-0.397968, 0.200122, 1.0]], ['2, k, 22', [-0.466535, 0.209704, 1.0]], ['2, k, 23', [0.184647, 0.21942, 1.0]], ['2, k, 24', [0.133168, 0.208748, 1.0]]]
[['2, k, 0', [-0.162353, -0.315097, 1.0]], ['2, k, 1', [-0.158056, -0.0431081, 1.0]], ['2, k, 2', [-0.151661, 0.226019, 1.0]], ['2, k, 3', [-0.138067, 0.357047, 1.0]], ['2, k, 4', [-0.300476, 0.146973, 1.0]], ['2, k, 5', [-0.419774, 0.124221, 1.0]], ['2, k, 6', [-0.439235, 0.17648, 1.0]], ['2, k, 7', [-0.437467, 0.216588, 1.0]], ['2, k, 8', [0.00831759, 0.142046, 1.0]], ['2, k, 9', [0.147811, 0.131892, 1.0]], ['2, k, 10', [0.200087, 0.190012, 1.0]], ['2, k, 11', [0.196881, 0.239302, 1.0]], ['2, k, 12', [-0.233979, -0.30842, 1.0]], ['2, k, 13', [-0.310388, -0.568281, 1.0]], ['2, k, 14', [-0.337388, -0.908281, 1.0]], ['2, k, 15', [-0.335413, -0.964246, 1.0]], ['2, k, 16', [-0.0864711, -0.313709, 1.0]], ['2, k, 17', [-0.0157073, -0.577638, 1.0]], ['2, k, 18', [-0.0146645, -0.844746, 1.0]], ['2, k, 19', [-0.0163588, -0.901237, 1.0]], ['2, k, 20', [-0.153544, 0.158738, 1.0]], ['2, k, 21', [-0.417771, 0.240841, 1.0]], ['2, k, 22', [-0.476195, 0.231998, 1.0]], ['2, k, 23', [0.193789, 0.265105, 1.0]], ['2, k, 24', [0.136395, 0.254512, 1.0]]]
[['2, k, 0', [-0.159991, -0.309231, 1.0]], ['2, k, 1', [-0.155133, -0.0359052, 1.0]], ['2, k, 2', [-0.149789, 0.230727, 1.0]], ['2, k, 3', [-0.137858, 0.361737, 1.0]], ['2, k, 4', [-0.298066, 0.156493, 1.0]], ['2, k, 5', [-0.419775, 0.126894, 1.0]], ['2, k, 6', [-0.443913, 0.19137, 1.0]], ['2, k, 7', [-0.430574, 0.255104, 1.0]], ['2, k, 8', [0.0101341, 0.151107, 1.0]], ['2, k, 9', [0.14394, 0.161552, 1.0]], ['2, k, 10', [0.198514, 0.230716, 1.0]], ['2, k, 11', [0.203837, 0.278625, 1.0]], ['2, k, 12', [-0.231647, -0.303042, 1.0]], ['2, k, 13', [-0.288368, -0.60602, 1.0]], ['2, k, 14', [-0.32165, -0.845957, 1.0]], ['2, k, 15', [-0.320677, -0.90225, 1.0]], ['2, k, 16', [-0.0841282, -0.307382, 1.0]], ['2, k, 17', [-0.0363932, -0.608602, 1.0]], ['2, k, 18', [-0.0145749, -0.853305, 1.0]], ['2, k, 19', [-0.0171144, -0.909427, 1.0]], ['2, k, 20', [-0.151308, 0.164501, 1.0]], ['2, k, 21', [-0.402641, 0.275314, 1.0]], ['2, k, 22', [-0.469903, 0.276929, 1.0]], ['2, k, 23', [0.225306, 0.316111, 1.0]], ['2, k, 24', [0.149315, 0.283335, 1.0]]]
[['2, k, 0', [-0.158148, -0.303442, 1.0]], ['2, k, 1', [-0.154458, -0.0264166, 1.0]], ['2, k, 2', [-0.150603, 0.245973, 1.0]], ['2, k, 3', [-0.137846, 0.374069, 1.0]], ['2, k, 4', [-0.296352, 0.166573, 1.0]], ['2, k, 5', [-0.422748, 0.147662, 1.0]], ['2, k, 6', [-0.447081, 0.207785, 1.0]], ['2, k, 7', [-0.432694, 0.280289, 1.0]], ['2, k, 8', [0.0114134, 0.16303, 1.0]], ['2, k, 9', [0.151733, 0.184416, 1.0]], ['2, k, 10', [0.202504, 0.259891, 1.0]], ['2, k, 11', [0.205943, 0.312219, 1.0]], ['2, k, 12', [-0.22979, -0.29782, 1.0]], ['2, k, 13', [-0.287588, -0.604655, 1.0]], ['2, k, 14', [-0.32102, -0.843756, 1.0]], ['2, k, 15', [-0.320177, -0.899776, 1.0]], ['2, k, 16', [-0.082398, -0.301198, 1.0]], ['2, k, 17', [-0.036779, -0.606505, 1.0]], ['2, k, 18', [-0.0130262, -0.919116, 1.0]], ['2, k, 19', [-0.015708, -0.974363, 1.0]], ['2, k, 20', [-0.151673, 0.178486, 1.0]], ['2, k, 21', [-0.409607, 0.309209, 1.0]], ['2, k, 22', [-0.475884, 0.294863, 1.0]], ['2, k, 23', [0.209028, 0.343019, 1.0]], ['2, k, 24', [0.14663, 0.322329, 1.0]]]
[['2, k, 0', [-0.156573, -0.299325, 1.0]], ['2, k, 1', [-0.153862, -0.0216016, 1.0]], ['2, k, 2', [-0.150619, 0.25123, 1.0]], ['2, k, 3', [-0.137621, 0.378021, 1.0]], ['2, k, 4', [-0.29639, 0.170382, 1.0]], ['2, k, 5', [-0.42391, 0.158123, 1.0]], ['2, k, 6', [-0.437601, 0.261969, 1.0]], ['2, k, 7', [-0.432183, 0.307034, 1.0]], ['2, k, 8', [0.0115368, 0.164195, 1.0]], ['2, k, 9', [0.154144, 0.197293, 1.0]], ['2, k, 10', [0.203717, 0.288815, 1.0]], ['2, k, 11', [0.207587, 0.343646, 1.0]], ['2, k, 12', [-0.228371, -0.294163, 1.0]], ['2, k, 13', [-0.283187, -0.599039, 1.0]], ['2, k, 14', [-0.322492, -0.831867, 1.0]], ['2, k, 15', [-0.321469, -0.887784, 1.0]], ['2, k, 16', [-0.0807146, -0.296739, 1.0]], ['2, k, 17', [-0.0388261, -0.604166, 1.0]], ['2, k, 18', [-0.00905256, -0.87723, 1.0]], ['2, k, 19', [-0.0116042, -0.932634, 1.0]], ['2, k, 20', [-0.151552, 0.183678, 1.0]], ['2, k, 21', [-0.411884, 0.332855, 1.0]], ['2, k, 22', [-0.473551, 0.321691, 1.0]], ['2, k, 23', [0.211388, 0.376336, 1.0]], ['2, k, 24', [0.148298, 0.357738, 1.0]]]
[['2, k, 0', [-0.15601, -0.296407, 1.0]], ['2, k, 1', [-0.153835, -0.0175465, 1.0]], ['2, k, 2', [-0.151032, 0.256494, 1.0]], ['2, k, 3', [-0.137344, 0.381917, 1.0]], ['2, k, 4', [-0.296431, 0.177322, 1.0]], ['2, k, 5', [-0.427194, 0.169538, 1.0]], ['2, k, 6', [-0.437838, 0.272351, 1.0]], ['2, k, 7', [-0.432501, 0.32651, 1.0]], ['2, k, 8', [0.0112057, 0.165646, 1.0]], ['2, k, 9', [0.15794, 0.220787, 1.0]], ['2, k, 10', [0.20443, 0.317647, 1.0]], ['2, k, 11', [0.204972, 0.370929, 1.0]], ['2, k, 12', [-0.227785, -0.291358, 1.0]], ['2, k, 13', [-0.281174, -0.598761, 1.0]], ['2, k, 14', [-0.326673, -0.832549, 1.0]], ['2, k, 15', [-0.325191, -0.888232, 1.0]], ['2, k, 16', [-0.0801979, -0.2938, 1.0]], ['2, k, 17', [-0.039755, -0.601026, 1.0]], ['2, k, 18', [-0.021705, -0.831081, 1.0]], ['2, k, 19', [-0.0237015, -0.886742, 1.0]], ['2, k, 20', [-0.151852, 0.188648, 1.0]], ['2, k, 21', [-0.412662, 0.356496, 1.0]], ['2, k, 22', [-0.477063, 0.338838, 1.0]], ['2, k, 23', [0.20895, 0.405146, 1.0]], ['2, k, 24', [0.140146, 0.375123, 1.0]]]
[['2, k, 0', [-0.155704, -0.294833, 1.0]], ['2, k, 1', [-0.153802, -0.0150748, 1.0]], ['2, k, 2', [-0.151247, 0.259535, 1.0]], ['2, k, 3', [-0.136984, 0.384325, 1.0]], ['2, k, 4', [-0.29624, 0.179301, 1.0]], ['2, k, 5', [-0.429123, 0.17968, 1.0]], ['2, k, 6', [-0.434634, 0.292429, 1.0]], ['2, k, 7', [-0.430487, 0.343667, 1.0]], ['2, k, 8', [0.0110344, 0.167712, 1.0]], ['2, k, 9', [0.1573, 0.227059, 1.0]], ['2, k, 10', [0.204358, 0.337511, 1.0]], ['2, k, 11', [0.203962, 0.393599, 1.0]], ['2, k, 12', [-0.227423, -0.289492, 1.0]], ['2, k, 13', [-0.279084, -0.59717, 1.0]], ['2, k, 14', [-0.322205, -0.916, 1.0]], ['2, k, 15', [-0.32069, -1.0264, 1.0]], ['2, k, 16', [-0.0799528, -0.292538, 1.0]], ['2, k, 17', [-0.0419198, -0.593116, 1.0]], ['2, k, 18', [-0.0239554, -0.828801, 1.0]], ['2, k, 19', [-0.0255896, -0.884385, 1.0]], ['2, k, 20', [-0.15201, 0.191612, 1.0]], ['2, k, 21', [-0.401703, 0.377333, 1.0]], ['2, k, 22', [-0.468752, 0.354607, 1.0]], ['2, k, 23', [0.206091, 0.427179, 1.0]], ['2, k, 24', [0.143916, 0.399508, 1.0]]]
[['2, k, 0', [-0.15448, -0.290544, 1.0]], ['2, k, 1', [-0.153165, -0.0111878, 1.0]], ['2, k, 2', [-0.151068, 0.26245, 1.0]], ['2, k, 3', [-0.136701, 0.387046, 1.0]], ['2, k, 4', [-0.296086, 0.180238, 1.0]], ['2, k, 5', [-0.430016, 0.183208, 1.0]], ['2, k, 6', [-0.435433, 0.306904, 1.0]], ['2, k, 7', [-0.432254, 0.35766, 1.0]], ['2, k, 8', [0.0153684, 0.191317, 1.0]], ['2, k, 9', [0.163309, 0.238553, 1.0]], ['2, k, 10', [0.204865, 0.353182, 1.0]], ['2, k, 11', [0.203853, 0.410438, 1.0]], ['2, k, 12', [-0.225949, -0.286693, 1.0]], ['2, k, 13', [-0.27796, -0.595516, 1.0]], ['2, k, 14', [-0.332665, -0.900285, 1.0]], ['2, k, 15', [-0.320792, -1.00505, 1.0]], ['2, k, 16', [-0.0790075, -0.286519, 1.0]], ['2, k, 17', [-0.0437866, -0.585996, 1.0]], ['2, k, 18', [-0.0268637, -0.822166, 1.0]], ['2, k, 19', [-0.0284831, -0.877714, 1.0]], ['2, k, 20', [-0.151733, 0.194833, 1.0]], ['2, k, 21', [-0.410973, 0.387093, 1.0]], ['2, k, 22', [-0.478159, 0.376845, 1.0]], ['2, k, 23', [0.204731, 0.445766, 1.0]], ['2, k, 24', [0.142466, 0.419251, 1.0]]]
[['2, k, 0', [-0.154639, -0.289574, 1.0]], ['2, k, 1', [-0.153377, -0.00980241, 1.0]], ['2, k, 2', [-0.151323, 0.264096, 1.0]], ['2, k, 3', [-0.136665, 0.388539, 1.0]], ['2, k, 4', [-0.296309, 0.180892, 1.0]], ['2, k, 5', [-0.430823, 0.186376, 1.0]], ['2, k, 6', [-0.43597, 0.312002, 1.0]], ['2, k, 7', [-0.432304, 0.366583, 1.0]], ['2, k, 8', [0.0144103, 0.18736, 1.0]], ['2, k, 9', [0.161577, 0.246532, 1.0]], ['2, k, 10', [0.205847, 0.366471, 1.0]], ['2, k, 11', [0.203903, 0.423669, 1.0]], ['2, k, 12', [-0.226237, -0.285879, 1.0]], ['2, k, 13', [-0.275075, -0.584046, 1.0]], ['2, k, 14', [-0.315849, -0.814596, 1.0]], ['2, k, 15', [-0.314985, -0.92741, 1.0]], ['2, k, 16', [-0.079035, -0.285525, 1.0]], ['2, k, 17', [-0.0454018, -0.58036, 1.0]], ['2, k, 18', [-0.0327407, -0.815699, 1.0]], ['2, k, 19', [-0.0341458, -0.871258, 1.0]], ['2, k, 20', [-0.151978, 0.196437, 1.0]], ['2, k, 21', [-0.397366, 0.401581, 1.0]], ['2, k, 22', [-0.471955, 0.381295, 1.0]], ['2, k, 23', [0.207768, 0.460289, 1.0]], ['2, k, 24', [0.144342, 0.431577, 1.0]]]
[['2, k, 0', [-0.154722, -0.288586, 1.0]], ['2, k, 1', [-0.153802, -0.0087899, 1.0]], ['2, k, 2', [-0.152043, 0.264993, 1.0]], ['2, k, 3', [-0.136707, 0.389525, 1.0]], ['2, k, 4', [-0.296564, 0.181956, 1.0]], ['2, k, 5', [-0.432442, 0.191946, 1.0]], ['2, k, 6', [-0.436956, 0.3168, 1.0]], ['2, k, 7', [-0.432353, 0.372331, 1.0]], ['2, k, 8', [0.0136178, 0.185055, 1.0]], ['2, k, 9', [0.161062, 0.251371, 1.0]], ['2, k, 10', [0.205732, 0.375061, 1.0]], ['2, k, 11', [0.203575, 0.431847, 1.0]], ['2, k, 12', [-0.226256, -0.284999, 1.0]], ['2, k, 13', [-0.274898, -0.584971, 1.0]], ['2, k, 14', [-0.332104, -0.889396, 1.0]], ['2, k, 15', [-0.320145, -1.00118, 1.0]], ['2, k, 16', [-0.0791779, -0.284523, 1.0]], ['2, k, 17', [-0.0460154, -0.57633, 1.0]], ['2, k, 18', [-0.0336108, -0.811652, 1.0]], ['2, k, 19', [-0.0349481, -0.867248, 1.0]], ['2, k, 20', [-0.152632, 0.197386, 1.0]], ['2, k, 21', [-0.406371, 0.408205, 1.0]], ['2, k, 22', [-0.4676, 0.381964, 1.0]], ['2, k, 23', [0.208969, 0.467533, 1.0]], ['2, k, 24', [0.145251, 0.439817, 1.0]]]
[['2, k, 0', [-0.155027, -0.287898, 1.0]], ['2, k, 1', [-0.154418, -0.00759621, 1.0]], ['2, k, 2', [-0.153012, 0.266679, 1.0]], ['2, k, 3', [-0.136689, 0.391244, 1.0]], ['2, k, 4', [-0.29673, 0.18256, 1.0]], ['2, k, 5', [-0.434199, 0.196149, 1.0]], ['2, k, 6', [-0.437697, 0.319727, 1.0]], ['2, k, 7', [-0.432642, 0.375024, 1.0]], ['2, k, 8', [0.0131809, 0.183595, 1.0]], ['2, k, 9', [0.160727, 0.253734, 1.0]], ['2, k, 10', [0.206136, 0.379008, 1.0]], ['2, k, 11', [0.203438, 0.43604, 1.0]], ['2, k, 12', [-0.226467, -0.284384, 1.0]], ['2, k, 13', [-0.274267, -0.582314, 1.0]], ['2, k, 14', [-0.30611, -0.920979, 1.0]], ['2, k, 15', [-0.304449, -0.97551, 1.0]], ['2, k, 16', [-0.0795651, -0.283819, 1.0]], ['2, k, 17', [-0.0464614, -0.575992, 1.0]], ['2, k, 18', [-0.033312, -0.812521, 1.0]], ['2, k, 19', [-0.0347167, -0.868124, 1.0]], ['2, k, 20', [-0.153511, 0.198967, 1.0]], ['2, k, 21', [-0.411083, 0.409314, 1.0]], ['2, k, 22', [-0.477762, 0.39017, 1.0]], ['2, k, 23', [0.205723, 0.472188, 1.0]], ['2, k, 24', [0.143577, 0.445859, 1.0]]]
[['2, k, 0', [-0.155287, -0.287128, 1.0]], ['2, k, 1', [-0.154768, -0.00677453, 1.0]], ['2, k, 2', [-0.153434, 0.267458, 1.0]], ['2, k, 3', [-0.137044, 0.391421, 1.0]], ['2, k, 4', [-0.296873, 0.183034, 1.0]], ['2, k, 5', [-0.434432, 0.196553, 1.0]], ['2, k, 6', [-0.437888, 0.322021, 1.0]], ['2, k, 7', [-0.432142, 0.37525, 1.0]], ['2, k, 8', [0.0133473, 0.18405, 1.0]], ['2, k, 9', [0.161647, 0.255267, 1.0]], ['2, k, 10', [0.206324, 0.382365, 1.0]], ['2, k, 11', [0.202678, 0.43845, 1.0]], ['2, k, 12', [-0.226611, -0.283823, 1.0]], ['2, k, 13', [-0.273586, -0.581974, 1.0]], ['2, k, 14', [-0.319999, -0.892343, 1.0]], ['2, k, 15', [-0.31657, -1.00403, 1.0]], ['2, k, 16', [-0.0799529, -0.282863, 1.0]], ['2, k, 17', [-0.0468104, -0.575356, 1.0]], ['2, k, 18', [-0.0331379, -0.812217, 1.0]], ['2, k, 19', [-0.0348276, -0.867842, 1.0]], ['2, k, 20', [-0.153917, 0.199771, 1.0]], ['2, k, 21', [-0.400729, 0.411251, 1.0]], ['2, k, 22', [-0.465262, 0.390532, 1.0]], ['2, k, 23', [0.202411, 0.474649, 1.0]], ['2, k, 24', [0.144932, 0.445404, 1.0]]]
[['2, k, 0', [-0.155258, -0.286568, 1.0]], ['2, k, 1', [-0.154791, -0.0066334, 1.0]], ['2, k, 2', [-0.153493, 0.267307, 1.0]], ['2, k, 3', [-0.137308, 0.390761, 1.0]], ['2, k, 4', [-0.297043, 0.183256, 1.0]], ['2, k, 5', [-0.43517, 0.197047, 1.0]], ['2, k, 6', [-0.438064, 0.322285, 1.0]], ['2, k, 7', [-0.431832, 0.37254, 1.0]], ['2, k, 8', [0.0134845, 0.184798, 1.0]], ['2, k, 9', [0.162495, 0.255856, 1.0]], ['2, k, 10', [0.206265, 0.382904, 1.0]], ['2, k, 11', [0.202731, 0.435619, 1.0]], ['2, k, 12', [-0.226528, -0.283289, 1.0]], ['2, k, 13', [-0.272914, -0.581191, 1.0]], ['2, k, 14', [-0.311575, -0.812829, 1.0]], ['2, k, 15', [-0.311382, -0.925692, 1.0]], ['2, k, 16', [-0.0799618, -0.282321, 1.0]], ['2, k, 17', [-0.047045, -0.574457, 1.0]], ['2, k, 18', [-0.0335255, -0.811147, 1.0]], ['2, k, 19', [-0.0352658, -0.866775, 1.0]], ['2, k, 20', [-0.153966, 0.199692, 1.0]], ['2, k, 21', [-0.408463, 0.406937, 1.0]], ['2, k, 22', [-0.474519, 0.382608, 1.0]], ['2, k, 23', [0.206433, 0.471011, 1.0]], ['2, k, 24', [0.143376, 0.444326, 1.0]]]
[['2, k, 0', [-0.155345, -0.286337, 1.0]], ['2, k, 1', [-0.154882, -0.00661763, 1.0]], ['2, k, 2', [-0.153625, 0.267131, 1.0]], ['2, k, 3', [-0.137699, 0.389303, 1.0]], ['2, k, 4', [-0.29718, 0.183202, 1.0]], ['2, k, 5', [-0.435479, 0.19671, 1.0]], ['2, k, 6', [-0.438161, 0.321954, 1.0]], ['2, k, 7', [-0.431772, 0.365871, 1.0]], ['2, k, 8', [0.0135439, 0.185342, 1.0]], ['2, k, 9', [0.163043, 0.256061, 1.0]], ['2, k, 10', [0.206346, 0.382831, 1.0]], ['2, k, 11', [0.202346, 0.430729, 1.0]], ['2, k, 12', [-0.226577, -0.283099, 1.0]], ['2, k, 13', [-0.273135, -0.581015, 1.0]], ['2, k, 14', [-0.312466, -0.813951, 1.0]], ['2, k, 15', [-0.312843, -0.926765, 1.0]], ['2, k, 16', [-0.0800824, -0.282057, 1.0]], ['2, k, 17', [-0.0489008, -0.571368, 1.0]], ['2, k, 18', [-0.034853, -0.807968, 1.0]], ['2, k, 19', [-0.0364535, -0.863625, 1.0]], ['2, k, 20', [-0.15408, 0.199577, 1.0]], ['2, k, 21', [-0.409, 0.398229, 1.0]], ['2, k, 22', [-0.47188, 0.38011, 1.0]], ['2, k, 23', [0.204247, 0.466019, 1.0]], ['2, k, 24', [0.14446, 0.437939, 1.0]]]
[['2, k, 0', [-0.155346, -0.2862, 1.0]], ['2, k, 1', [-0.154867, -0.00655742, 1.0]], ['2, k, 2', [-0.153573, 0.266895, 1.0]], ['2, k, 3', [-0.137933, 0.389085, 1.0]], ['2, k, 4', [-0.297702, 0.183101, 1.0]], ['2, k, 5', [-0.436348, 0.194688, 1.0]], ['2, k, 6', [-0.438032, 0.319287, 1.0]], ['2, k, 7', [-0.431344, 0.354714, 1.0]], ['2, k, 8', [0.0143873, 0.190195, 1.0]], ['2, k, 9', [0.166745, 0.25513, 1.0]], ['2, k, 10', [0.206976, 0.37886, 1.0]], ['2, k, 11', [0.202865, 0.419828, 1.0]], ['2, k, 12', [-0.226536, -0.282878, 1.0]], ['2, k, 13', [-0.273274, -0.580927, 1.0]], ['2, k, 14', [-0.313185, -0.82041, 1.0]], ['2, k, 15', [-0.311863, -0.876025, 1.0]], ['2, k, 16', [-0.0801033, -0.281977, 1.0]], ['2, k, 17', [-0.0490276, -0.57171, 1.0]], ['2, k, 18', [-0.0345389, -0.808096, 1.0]], ['2, k, 19', [-0.0363932, -0.863812, 1.0]], ['2, k, 20', [-0.15404, 0.199442, 1.0]], ['2, k, 21', [-0.406562, 0.386542, 1.0]], ['2, k, 22', [-0.468758, 0.368987, 1.0]], ['2, k, 23', [0.20462, 0.454291, 1.0]], ['2, k, 24', [0.143314, 0.423584, 1.0]]]
