[['2, k, 0', [-0.197237, -0.436064, 1.0]], ['2, k, 1', [-0.200451, -0.134394, 1.0]], ['2, k, 2', [-0.202289, 0.160704, 1.0]], ['2, k, 3', [-0.206346, 0.288295, 1.0]], ['2, k, 4', [-0.337182, 0.0857952, 1.0]], ['2, k, 5', [-0.439121, 0.0249627, 1.0]], ['2, k, 6', [-0.376215, -0.00262719, 1.0]], ['2, k, 7', [-0.342023, -0.0193744, 1.0]], ['2, k, 8', [-0.0453039, 0.0782351, 1.0]], ['2, k, 9', [0.0653412, 0.0455775, 1.0]], ['2, k, 10', [0.0739484, 0.0113373, 1.0]], ['2, k, 11', [0.112189, -0.00192781, 1.0]], ['2, k, 12', [-0.26088, -0.428011, 1.0]], ['2, k, 13', [-0.257941, -0.6699, 1.0]], ['2, k, 14', [-0.269549, -1.0594, 1.0]], ['2, k, 15', [-0.265625, -1.13086, 1.0]], ['2, k, 16', [-0.127872, -0.431469, 1.0]], ['2, k, 17', [-0.0607896, -0.686863, 1.0]], ['2, k, 18', [-0.0490618, -1.07237, 1.0]], ['2, k, 19', [-0.0382385, -1.13184, 1.0]], ['2, k, 20', [-0.202066, 0.0878947, 1.0]], ['2, k, 21', [-0.281041, -0.0193458, 1.0]], ['2, k, 22', [-0.297162, -0.00912481, 1.0]], ['2, k, 23', [0.14084, -0.00317254, 1.0]], ['2, k, 24', [0.169196, 0.00371748, 1.0]]]
[['2, k, 0', [-0.166077, -0.429742, 1.0]], ['2, k, 1', [-0.161442, -0.115727, 1.0]], ['2, k, 2', [-0.152287, 0.195945, 1.0]], ['2, k, 3', [-0.172089, 0.311764, 1.0]], ['2, k, 4', [-0.310277, 0.112764, 1.0]], ['2, k, 5', [-0.481151, 0.104236, 1.0]], ['2, k, 6', [-0.662865, 0.117562, 1.0]], ['2, k, 7', [-0.704841, 0.134616, 1.0]], ['2, k, 8', [-0.065165, 0.076517, 1.0]], ['2, k, 9', [-0.216341, 0.00433985, 1.0]], ['2, k, 10', [-0.444877, -0.0139034, 1.0]], ['2, k, 11', [-0.526392, -0.00955359, 1.0]], ['2, k, 12', [-0.207786, -0.423817, 1.0]], ['2, k, 13', [-0.244375, -0.746199, 1.0]], ['2, k, 14', [-0.264843, -1.08821, 1.0]], ['2, k, 15', [-0.266856, -1.12855, 1.0]], ['2, k, 16', [-0.113127, -0.423216, 1.0]], ['2, k, 17', [-0.0458823, -0.731899, 1.0]], ['2, k, 18', [-0.0316273, -1.07706, 1.0]], ['2, k, 19', [-0.046581, -1.12164, 1.0]], ['2, k, 20', [-0.154856, 0.118704, 1.0]], ['2, k, 21', [-0.754959, 0.139367, 1.0]], ['2, k, 22', [-0.697825, 0.109194, 1.0]], ['2, k, 23', [-0.580369, -0.00261847, 1.0]], ['2, k, 24', [-0.542762, 0.0249843, 1.0]]]
[['2, k, 0', [-0.164319, -0.429825, 1.0]], ['2, k, 1', [-0.159552, -0.114606, 1.0]], ['2, k, 2', [-0.151669, 0.196792, 1.0]], ['2, k, 3', [-0.170459, 0.312975, 1.0]], ['2, k, 4', [-0.310096, 0.114679, 1.0]], ['2, k, 5', [-0.482351, 0.105206, 1.0]], ['2, k, 6', [-0.658522, 0.1232, 1.0]], ['2, k, 7', [-0.675285, 0.134243, 1.0]], ['2, k, 8', [-0.0663839, 0.0760365, 1.0]], ['2, k, 9', [-0.223584, 0.00466359, 1.0]], ['2, k, 10', [-0.457979, -0.0105676, 1.0]], ['2, k, 11', [-0.539912, -0.00595897, 1.0]], ['2, k, 12', [-0.203491, -0.423507, 1.0]], ['2, k, 13', [-0.242207, -0.74622, 1.0]], ['2, k, 14', [-0.2638, -1.0891, 1.0]], ['2, k, 15', [-0.266868, -1.12856, 1.0]], ['2, k, 16', [-0.113818, -0.423571, 1.0]], ['2, k, 17', [-0.04511, -0.731874, 1.0]], ['2, k, 18', [-0.0320657, -1.07675, 1.0]], ['2, k, 19', [-0.0481192, -1.11941, 1.0]], ['2, k, 20', [-0.153919, 0.119732, 1.0]], ['2, k, 21', [-0.729855, 0.143171, 1.0]], ['2, k, 22', [-0.680936, 0.128268, 1.0]], ['2, k, 23', [-0.594202, 0.00233878, 1.0]], ['2, k, 24', [-0.55331, 0.024567, 1.0]]]
[['2, k, 0', [-0.163006, -0.427654, 1.0]], ['2, k, 1', [-0.157821, -0.111718, 1.0]], ['2, k, 2', [-0.150594, 0.198653, 1.0]], ['2, k, 3', [-0.169219, 0.315096, 1.0]], ['2, k, 4', [-0.300436, 0.121646, 1.0]], ['2, k, 5', [-0.481002, 0.101843, 1.0]], ['2, k, 6', [-0.660459, 0.126617, 1.0]], ['2, k, 7', [-0.666525, 0.136832, 1.0]], ['2, k, 8', [-0.0685936, 0.0755954, 1.0]], ['2, k, 9', [-0.232898, 0.00647471, 1.0]], ['2, k, 10', [-0.469898, -0.00874422, 1.0]], ['2, k, 11', [-0.555261, -0.00276727, 1.0]], ['2, k, 12', [-0.199586, -0.420225, 1.0]], ['2, k, 13', [-0.240957, -0.746075, 1.0]], ['2, k, 14', [-0.26359, -1.08934, 1.0]], ['2, k, 15', [-0.267111, -1.12784, 1.0]], ['2, k, 16', [-0.115315, -0.421499, 1.0]], ['2, k, 17', [-0.0446578, -0.732264, 1.0]], ['2, k, 18', [-0.0316678, -1.07493, 1.0]], ['2, k, 19', [-0.0480849, -1.11876, 1.0]], ['2, k, 20', [-0.152628, 0.121957, 1.0]], ['2, k, 21', [-0.725905, 0.145008, 1.0]], ['2, k, 22', [-0.677745, 0.120411, 1.0]], ['2, k, 23', [-0.610959, 0.00478718, 1.0]], ['2, k, 24', [-0.572896, 0.0318018, 1.0]]]
[['2, k, 0', [-0.159802, -0.426631, 1.0]], ['2, k, 1', [-0.155994, -0.110431, 1.0]], ['2, k, 2', [-0.150047, 0.1997, 1.0]], ['2, k, 3', [-0.166198, 0.316684, 1.0]], ['2, k, 4', [-0.300095, 0.122031, 1.0]], ['2, k, 5', [-0.450294, 0.103304, 1.0]], ['2, k, 6', [-0.627706, 0.123274, 1.0]], ['2, k, 7', [-0.660314, 0.140999, 1.0]], ['2, k, 8', [-0.0724689, 0.0748438, 1.0]], ['2, k, 9', [-0.292534, 0.0197975, 1.0]], ['2, k, 10', [-0.48192, -0.00508986, 1.0]], ['2, k, 11', [-0.546295, -0.00235091, 1.0]], ['2, k, 12', [-0.19424, -0.419449, 1.0]], ['2, k, 13', [-0.239829, -0.746183, 1.0]], ['2, k, 14', [-0.26375, -1.0902, 1.0]], ['2, k, 15', [-0.266835, -1.128, 1.0]], ['2, k, 16', [-0.115105, -0.421055, 1.0]], ['2, k, 17', [-0.0439483, -0.732059, 1.0]], ['2, k, 18', [-0.0317408, -1.07332, 1.0]], ['2, k, 19', [-0.0486666, -1.11761, 1.0]], ['2, k, 20', [-0.151794, 0.123094, 1.0]], ['2, k, 21', [-0.721805, 0.14745, 1.0]], ['2, k, 22', [-0.667892, 0.122587, 1.0]], ['2, k, 23', [-0.608675, 0.00833985, 1.0]], ['2, k, 24', [-0.586003, 0.00762998, 1.0]]]
[['2, k, 0', [-0.159113, -0.425769, 1.0]], ['2, k, 1', [-0.154987, -0.10922, 1.0]], ['2, k, 2', [-0.149082, 0.200863, 1.0]], ['2, k, 3', [-0.164268, 0.318088, 1.0]], ['2, k, 4', [-0.301926, 0.122372, 1.0]], ['2, k, 5', [-0.485431, 0.111989, 1.0]], ['2, k, 6', [-0.667115, 0.129273, 1.0]], ['2, k, 7', [-0.671908, 0.144846, 1.0]], ['2, k, 8', [-0.0755359, 0.074818, 1.0]], ['2, k, 9', [-0.296341, 0.0192171, 1.0]], ['2, k, 10', [-0.492866, -0.00190508, 1.0]], ['2, k, 11', [-0.564676, 0.00236501, 1.0]], ['2, k, 12', [-0.191783, -0.417776, 1.0]], ['2, k, 13', [-0.239076, -0.746515, 1.0]], ['2, k, 14', [-0.263611, -1.09015, 1.0]], ['2, k, 15', [-0.263834, -1.12668, 1.0]], ['2, k, 16', [-0.115979, -0.418598, 1.0]], ['2, k, 17', [-0.0436248, -0.733772, 1.0]], ['2, k, 18', [-0.0310216, -1.07538, 1.0]], ['2, k, 19', [-0.0489926, -1.11904, 1.0]], ['2, k, 20', [-0.150782, 0.124317, 1.0]], ['2, k, 21', [-0.710239, 0.145404, 1.0]], ['2, k, 22', [-0.652964, 0.116845, 1.0]], ['2, k, 23', [-0.625214, 0.0110463, 1.0]], ['2, k, 24', [-0.590612, 0.0185962, 1.0]]]
[['2, k, 0', [-0.158066, -0.425427, 1.0]], ['2, k, 1', [-0.153851, -0.108671, 1.0]], ['2, k, 2', [-0.148129, 0.201461, 1.0]], ['2, k, 3', [-0.161829, 0.318927, 1.0]], ['2, k, 4', [-0.302064, 0.1221, 1.0]], ['2, k, 5', [-0.450642, 0.110762, 1.0]], ['2, k, 6', [-0.631278, 0.129134, 1.0]], ['2, k, 7', [-0.64693, 0.146716, 1.0]], ['2, k, 8', [-0.0785108, 0.0727577, 1.0]], ['2, k, 9', [-0.297945, 0.0196404, 1.0]], ['2, k, 10', [-0.501229, 0.000944956, 1.0]], ['2, k, 11', [-0.573724, 0.00475099, 1.0]], ['2, k, 12', [-0.1894, -0.418076, 1.0]], ['2, k, 13', [-0.238811, -0.746908, 1.0]], ['2, k, 14', [-0.263752, -1.09045, 1.0]], ['2, k, 15', [-0.263216, -1.12694, 1.0]], ['2, k, 16', [-0.115781, -0.417956, 1.0]], ['2, k, 17', [-0.0431016, -0.733579, 1.0]], ['2, k, 18', [-0.0310103, -1.075, 1.0]], ['2, k, 19', [-0.0508057, -1.11874, 1.0]], ['2, k, 20', [-0.149759, 0.124925, 1.0]], ['2, k, 21', [-0.685004, 0.156665, 1.0]], ['2, k, 22', [-0.644126, 0.12865, 1.0]], ['2, k, 23', [-0.6357, 0.00831016, 1.0]], ['2, k, 24', [-0.56369, 0.0186261, 1.0]]]
[['2, k, 0', [-0.157592, -0.425133, 1.0]], ['2, k, 1', [-0.152906, -0.108024, 1.0]], ['2, k, 2', [-0.146794, 0.202378, 1.0]], ['2, k, 3', [-0.158942, 0.32002, 1.0]], ['2, k, 4', [-0.301902, 0.122143, 1.0]], ['2, k, 5', [-0.428548, 0.118276, 1.0]], ['2, k, 6', [-0.602108, 0.13111, 1.0]], ['2, k, 7', [-0.618911, 0.146567, 1.0]], ['2, k, 8', [-0.0809129, 0.0719496, 1.0]], ['2, k, 9', [-0.301577, 0.019845, 1.0]], ['2, k, 10', [-0.505511, 0.00332161, 1.0]], ['2, k, 11', [-0.573229, 0.00697438, 1.0]], ['2, k, 12', [-0.187797, -0.418188, 1.0]], ['2, k, 13', [-0.238399, -0.747418, 1.0]], ['2, k, 14', [-0.263423, -1.09014, 1.0]], ['2, k, 15', [-0.263842, -1.12663, 1.0]], ['2, k, 16', [-0.116249, -0.416423, 1.0]], ['2, k, 17', [-0.0428278, -0.733691, 1.0]], ['2, k, 18', [-0.0304337, -1.07672, 1.0]], ['2, k, 19', [-0.0486192, -1.12188, 1.0]], ['2, k, 20', [-0.148507, 0.125794, 1.0]], ['2, k, 21', [-0.667172, 0.157464, 1.0]], ['2, k, 22', [-0.629605, 0.131054, 1.0]], ['2, k, 23', [-0.638251, 0.0166546, 1.0]], ['2, k, 24', [-0.62143, 0.0363745, 1.0]]]
[['2, k, 0', [-0.157229, -0.424818, 1.0]], ['2, k, 1', [-0.152582, -0.107663, 1.0]], ['2, k, 2', [-0.14665, 0.202666, 1.0]], ['2, k, 3', [-0.157222, 0.320425, 1.0]], ['2, k, 4', [-0.302108, 0.122069, 1.0]], ['2, k, 5', [-0.455283, 0.117345, 1.0]], ['2, k, 6', [-0.650888, 0.137551, 1.0]], ['2, k, 7', [-0.657422, 0.163469, 1.0]], ['2, k, 8', [-0.0829038, 0.0714728, 1.0]], ['2, k, 9', [-0.301611, 0.0189121, 1.0]], ['2, k, 10', [-0.512615, 0.00652775, 1.0]], ['2, k, 11', [-0.583317, 0.0105306, 1.0]], ['2, k, 12', [-0.187288, -0.418278, 1.0]], ['2, k, 13', [-0.238139, -0.747792, 1.0]], ['2, k, 14', [-0.263442, -1.09, 1.0]], ['2, k, 15', [-0.264442, -1.12601, 1.0]], ['2, k, 16', [-0.116547, -0.415539, 1.0]], ['2, k, 17', [-0.0429773, -0.734132, 1.0]], ['2, k, 18', [-0.0303832, -1.07647, 1.0]], ['2, k, 19', [-0.0480708, -1.11965, 1.0]], ['2, k, 20', [-0.148307, 0.126113, 1.0]], ['2, k, 21', [-0.664063, 0.16737, 1.0]], ['2, k, 22', [-0.651609, 0.156738, 1.0]], ['2, k, 23', [-0.648047, 0.0232626, 1.0]], ['2, k, 24', [-0.628834, 0.0444111, 1.0]]]
[['2, k, 0', [-0.157034, -0.424483, 1.0]], ['2, k, 1', [-0.152174, -0.107175, 1.0]], ['2, k, 2', [-0.146101, 0.203142, 1.0]], ['2, k, 3', [-0.154373, 0.321015, 1.0]], ['2, k, 4', [-0.302093, 0.122083, 1.0]], ['2, k, 5', [-0.453309, 0.117451, 1.0]], ['2, k, 6', [-0.629983, 0.155733, 1.0]], ['2, k, 7', [-0.630758, 0.161096, 1.0]], ['2, k, 8', [-0.0848413, 0.0712073, 1.0]], ['2, k, 9', [-0.303903, 0.0169454, 1.0]], ['2, k, 10', [-0.516866, 0.00845295, 1.0]], ['2, k, 11', [-0.590481, 0.011803, 1.0]], ['2, k, 12', [-0.187328, -0.418185, 1.0]], ['2, k, 13', [-0.237818, -0.748444, 1.0]], ['2, k, 14', [-0.263424, -1.08997, 1.0]], ['2, k, 15', [-0.263763, -1.12537, 1.0]], ['2, k, 16', [-0.11683, -0.415149, 1.0]], ['2, k, 17', [-0.043247, -0.734473, 1.0]], ['2, k, 18', [-0.0300629, -1.07772, 1.0]], ['2, k, 19', [-0.048086, -1.12211, 1.0]], ['2, k, 20', [-0.147786, 0.126607, 1.0]], ['2, k, 21', [-0.649152, 0.168209, 1.0]], ['2, k, 22', [-0.623408, 0.143849, 1.0]], ['2, k, 23', [-0.65522, 0.0253078, 1.0]], ['2, k, 24', [-0.630964, 0.0391945, 1.0]]]
[['2, k, 0', [-0.156985, -0.424053, 1.0]], ['2, k, 1', [-0.151883, -0.106709, 1.0]], ['2, k, 2', [-0.145621, 0.203543, 1.0]], ['2, k, 3', [-0.151946, 0.321465, 1.0]], ['2, k, 4', [-0.301966, 0.122185, 1.0]], ['2, k, 5', [-0.45033, 0.119601, 1.0]], ['2, k, 6', [-0.635127, 0.152751, 1.0]], ['2, k, 7', [-0.631846, 0.164802, 1.0]], ['2, k, 8', [-0.0870065, 0.0708457, 1.0]], ['2, k, 9', [-0.328836, 0.0275034, 1.0]], ['2, k, 10', [-0.520668, 0.0110261, 1.0]], ['2, k, 11', [-0.589422, 0.0118783, 1.0]], ['2, k, 12', [-0.187764, -0.417879, 1.0]], ['2, k, 13', [-0.237615, -0.748494, 1.0]], ['2, k, 14', [-0.263569, -1.09059, 1.0]], ['2, k, 15', [-0.264107, -1.12564, 1.0]], ['2, k, 16', [-0.117164, -0.414758, 1.0]], ['2, k, 17', [-0.0438682, -0.73578, 1.0]], ['2, k, 18', [-0.02968, -1.07819, 1.0]], ['2, k, 19', [-0.0473796, -1.12291, 1.0]], ['2, k, 20', [-0.147349, 0.127031, 1.0]], ['2, k, 21', [-0.632182, 0.168518, 1.0]], ['2, k, 22', [-0.626633, 0.163442, 1.0]], ['2, k, 23', [-0.655337, 0.0225626, 1.0]], ['2, k, 24', [-0.637751, 0.042349, 1.0]]]
[['2, k, 0', [-0.156521, -0.423946, 1.0]], ['2, k, 1', [-0.151382, -0.10656, 1.0]], ['2, k, 2', [-0.145189, 0.203684, 1.0]], ['2, k, 3', [-0.148791, 0.321647, 1.0]], ['2, k, 4', [-0.301909, 0.122162, 1.0]], ['2, k, 5', [-0.442808, 0.122049, 1.0]], ['2, k, 6', [-0.634151, 0.154437, 1.0]], ['2, k, 7', [-0.698543, 0.165404, 1.0]], ['2, k, 8', [-0.088502, 0.0701102, 1.0]], ['2, k, 9', [-0.329216, 0.0206316, 1.0]], ['2, k, 10', [-0.538628, 0.0136791, 1.0]], ['2, k, 11', [-0.617599, 0.0189923, 1.0]], ['2, k, 12', [-0.187242, -0.418202, 1.0]], ['2, k, 13', [-0.237073, -0.748824, 1.0]], ['2, k, 14', [-0.263403, -1.08996, 1.0]], ['2, k, 15', [-0.264726, -1.12545, 1.0]], ['2, k, 16', [-0.117114, -0.414696, 1.0]], ['2, k, 17', [-0.0446479, -0.736527, 1.0]], ['2, k, 18', [-0.0297068, -1.07842, 1.0]], ['2, k, 19', [-0.047353, -1.12301, 1.0]], ['2, k, 20', [-0.146895, 0.127179, 1.0]], ['2, k, 21', [-0.698659, 0.169123, 1.0]], ['2, k, 22', [-0.692824, 0.16405, 1.0]], ['2, k, 23', [-0.679822, 0.027982, 1.0]], ['2, k, 24', [-0.640877, 0.0375976, 1.0]]]
[['2, k, 0', [-0.15621, -0.424069, 1.0]], ['2, k, 1', [-0.150464, -0.106649, 1.0]], ['2, k, 2', [-0.143483, 0.203692, 1.0]], ['2, k, 3', [-0.147018, 0.321597, 1.0]], ['2, k, 4', [-0.30116, 0.121986, 1.0]], ['2, k, 5', [-0.434865, 0.125393, 1.0]], ['2, k, 6', [-0.626902, 0.163166, 1.0]], ['2, k, 7', [-0.691515, 0.175932, 1.0]], ['2, k, 8', [-0.0898459, 0.0699653, 1.0]], ['2, k, 9', [-0.330694, 0.0196924, 1.0]], ['2, k, 10', [-0.543764, 0.0146739, 1.0]], ['2, k, 11', [-0.620125, 0.0208531, 1.0]], ['2, k, 12', [-0.186939, -0.418143, 1.0]], ['2, k, 13', [-0.237009, -0.749071, 1.0]], ['2, k, 14', [-0.263181, -1.08981, 1.0]], ['2, k, 15', [-0.265429, -1.12479, 1.0]], ['2, k, 16', [-0.11704, -0.415509, 1.0]], ['2, k, 17', [-0.044816, -0.737409, 1.0]], ['2, k, 18', [-0.0298179, -1.07858, 1.0]], ['2, k, 19', [-0.0476036, -1.12467, 1.0]], ['2, k, 20', [-0.1454, 0.127161, 1.0]], ['2, k, 21', [-0.691652, 0.179612, 1.0]], ['2, k, 22', [-0.685846, 0.17449, 1.0]], ['2, k, 23', [-0.679926, 0.0319583, 1.0]], ['2, k, 24', [-0.650692, 0.0558022, 1.0]]]
[['2, k, 0', [-0.156323, -0.424068, 1.0]], ['2, k, 1', [-0.150397, -0.106542, 1.0]], ['2, k, 2', [-0.143236, 0.203894, 1.0]], ['2, k, 3', [-0.144679, 0.321787, 1.0]], ['2, k, 4', [-0.301104, 0.122004, 1.0]], ['2, k, 5', [-0.428763, 0.128977, 1.0]], ['2, k, 6', [-0.624924, 0.167601, 1.0]], ['2, k, 7', [-0.690901, 0.180655, 1.0]], ['2, k, 8', [-0.0911635, 0.0698058, 1.0]], ['2, k, 9', [-0.332311, 0.0187702, 1.0]], ['2, k, 10', [-0.546388, 0.016153, 1.0]], ['2, k, 11', [-0.625465, 0.0222857, 1.0]], ['2, k, 12', [-0.187615, -0.417874, 1.0]], ['2, k, 13', [-0.236831, -0.749251, 1.0]], ['2, k, 14', [-0.26306, -1.0898, 1.0]], ['2, k, 15', [-0.265735, -1.12459, 1.0]], ['2, k, 16', [-0.117367, -0.415919, 1.0]], ['2, k, 17', [-0.045237, -0.737571, 1.0]], ['2, k, 18', [-0.0297456, -1.07882, 1.0]], ['2, k, 19', [-0.0475402, -1.12469, 1.0]], ['2, k, 20', [-0.145197, 0.127341, 1.0]], ['2, k, 21', [-0.691042, 0.184319, 1.0]], ['2, k, 22', [-0.685241, 0.179175, 1.0]], ['2, k, 23', [-0.686007, 0.0335323, 1.0]], ['2, k, 24', [-0.655808, 0.0582275, 1.0]]]
[['2, k, 0', [-0.156369, -0.424171, 1.0]], ['2, k, 1', [-0.150398, -0.106644, 1.0]], ['2, k, 2', [-0.143216, 0.20379, 1.0]], ['2, k, 3', [-0.142962, 0.321627, 1.0]], ['2, k, 4', [-0.301113, 0.121903, 1.0]], ['2, k, 5', [-0.425833, 0.131348, 1.0]], ['2, k, 6', [-0.580504, 0.201369, 1.0]], ['2, k, 7', [-0.574089, 0.19515, 1.0]], ['2, k, 8', [-0.0918622, 0.0695907, 1.0]], ['2, k, 9', [-0.334241, 0.0193263, 1.0]], ['2, k, 10', [-0.548326, 0.0176652, 1.0]], ['2, k, 11', [-0.627538, 0.0234616, 1.0]], ['2, k, 12', [-0.188186, -0.417861, 1.0]], ['2, k, 13', [-0.236841, -0.749254, 1.0]], ['2, k, 14', [-0.262141, -1.08931, 1.0]], ['2, k, 15', [-0.266976, -1.12514, 1.0]], ['2, k, 16', [-0.117517, -0.416553, 1.0]], ['2, k, 17', [-0.04476, -0.736772, 1.0]], ['2, k, 18', [-0.0299547, -1.07797, 1.0]], ['2, k, 19', [-0.0493816, -1.12003, 1.0]], ['2, k, 20', [-0.145179, 0.127239, 1.0]], ['2, k, 21', [-0.581756, 0.20038, 1.0]], ['2, k, 22', [-0.569072, 0.185868, 1.0]], ['2, k, 23', [-0.689375, 0.0339659, 1.0]], ['2, k, 24', [-0.657272, 0.060387, 1.0]]]
[['2, k, 0', [-0.156391, -0.424126, 1.0]], ['2, k, 1', [-0.149741, -0.106584, 1.0]], ['2, k, 2', [-0.141573, 0.203804, 1.0]], ['2, k, 3', [-0.141231, 0.321553, 1.0]], ['2, k, 4', [-0.299928, 0.121727, 1.0]], ['2, k, 5', [-0.421148, 0.135312, 1.0]], ['2, k, 6', [-0.589737, 0.196242, 1.0]], ['2, k, 7', [-0.585549, 0.197977, 1.0]], ['2, k, 8', [-0.0942486, 0.0683649, 1.0]], ['2, k, 9', [-0.337042, 0.0178171, 1.0]], ['2, k, 10', [-0.551442, 0.0184328, 1.0]], ['2, k, 11', [-0.634574, 0.0257825, 1.0]], ['2, k, 12', [-0.188247, -0.417915, 1.0]], ['2, k, 13', [-0.236663, -0.748939, 1.0]], ['2, k, 14', [-0.262157, -1.08959, 1.0]], ['2, k, 15', [-0.264115, -1.12646, 1.0]], ['2, k, 16', [-0.117628, -0.416569, 1.0]], ['2, k, 17', [-0.0446321, -0.737265, 1.0]], ['2, k, 18', [-0.0322196, -1.08128, 1.0]], ['2, k, 19', [-0.0509641, -1.12405, 1.0]], ['2, k, 20', [-0.143809, 0.127273, 1.0]], ['2, k, 21', [-0.584496, 0.201324, 1.0]], ['2, k, 22', [-0.580484, 0.188688, 1.0]], ['2, k, 23', [-0.69825, 0.0368422, 1.0]], ['2, k, 24', [-0.660138, 0.0609402, 1.0]]]
[['2, k, 0', [-0.156577, -0.423732, 1.0]], ['2, k, 1', [-0.149695, -0.106357, 1.0]], ['2, k, 2', [-0.141436, 0.203863, 1.0]], ['2, k, 3', [-0.139284, 0.321603, 1.0]], ['2, k, 4', [-0.299839, 0.121707, 1.0]], ['2, k, 5', [-0.374365, 0.150092, 1.0]], ['2, k, 6', [-0.549173, 0.181794, 1.0]], ['2, k, 7', [-0.547415, 0.187365, 1.0]], ['2, k, 8', [-0.095581, 0.0682262, 1.0]], ['2, k, 9', [-0.339288, 0.0183088, 1.0]], ['2, k, 10', [-0.553182, 0.0193905, 1.0]], ['2, k, 11', [-0.631322, 0.0256824, 1.0]], ['2, k, 12', [-0.188682, -0.417662, 1.0]], ['2, k, 13', [-0.236537, -0.748695, 1.0]], ['2, k, 14', [-0.261288, -1.08902, 1.0]], ['2, k, 15', [-0.265589, -1.12698, 1.0]], ['2, k, 16', [-0.117786, -0.416381, 1.0]], ['2, k, 17', [-0.0447419, -0.737317, 1.0]], ['2, k, 18', [-0.0330927, -1.08348, 1.0]], ['2, k, 19', [-0.048999, -1.12699, 1.0]], ['2, k, 20', [-0.143684, 0.127371, 1.0]], ['2, k, 21', [-0.575807, 0.197195, 1.0]], ['2, k, 22', [-0.53645, 0.157287, 1.0]], ['2, k, 23', [-0.695454, 0.0368804, 1.0]], ['2, k, 24', [-0.663409, 0.0594934, 1.0]]]
[['2, k, 0', [-0.15639, -0.423801, 1.0]], ['2, k, 1', [-0.149148, -0.106778, 1.0]], ['2, k, 2', [-0.140544, 0.202844, 1.0]], ['2, k, 3', [-0.138514, 0.320503, 1.0]], ['2, k, 4', [-0.299011, 0.120641, 1.0]], ['2, k, 5', [-0.373201, 0.150595, 1.0]], ['2, k, 6', [-0.545986, 0.180796, 1.0]], ['2, k, 7', [-0.546727, 0.19001, 1.0]], ['2, k, 8', [-0.095861, 0.0682954, 1.0]], ['2, k, 9', [-0.339931, 0.0187242, 1.0]], ['2, k, 10', [-0.553862, 0.0192751, 1.0]], ['2, k, 11', [-0.632393, 0.0251238, 1.0]], ['2, k, 12', [-0.188629, -0.417673, 1.0]], ['2, k, 13', [-0.236442, -0.748542, 1.0]], ['2, k, 14', [-0.26125, -1.0889, 1.0]], ['2, k, 15', [-0.266034, -1.12645, 1.0]], ['2, k, 16', [-0.117715, -0.416496, 1.0]], ['2, k, 17', [-0.0448472, -0.736706, 1.0]], ['2, k, 18', [-0.0330274, -1.08144, 1.0]], ['2, k, 19', [-0.0538587, -1.12417, 1.0]], ['2, k, 20', [-0.142872, 0.126523, 1.0]], ['2, k, 21', [-0.576232, 0.197335, 1.0]], ['2, k, 22', [-0.566026, 0.191416, 1.0]], ['2, k, 23', [-0.696063, 0.0366949, 1.0]], ['2, k, 24', [-0.661572, 0.0620265, 1.0]]]
[['2, k, 0', [-0.156769, -0.422454, 1.0]], ['2, k, 1', [-0.149111, -0.106458, 1.0]], ['2, k, 2', [-0.140247, 0.202369, 1.0]], ['2, k, 3', [-0.137268, 0.319982, 1.0]], ['2, k, 4', [-0.298705, 0.120101, 1.0]], ['2, k, 5', [-0.359367, 0.15081, 1.0]], ['2, k, 6', [-0.530758, 0.177241, 1.0]], ['2, k, 7', [-0.532835, 0.188666, 1.0]], ['2, k, 8', [-0.0968783, 0.0675041, 1.0]], ['2, k, 9', [-0.341336, 0.0186587, 1.0]], ['2, k, 10', [-0.554415, 0.0195115, 1.0]], ['2, k, 11', [-0.632962, 0.0242953, 1.0]], ['2, k, 12', [-0.189153, -0.416385, 1.0]], ['2, k, 13', [-0.236419, -0.748301, 1.0]], ['2, k, 14', [-0.261416, -1.0891, 1.0]], ['2, k, 15', [-0.26611, -1.12639, 1.0]], ['2, k, 16', [-0.118157, -0.415606, 1.0]], ['2, k, 17', [-0.0447554, -0.735496, 1.0]], ['2, k, 18', [-0.0326182, -1.08072, 1.0]], ['2, k, 19', [-0.0535221, -1.12318, 1.0]], ['2, k, 20', [-0.142639, 0.126253, 1.0]], ['2, k, 21', [-0.57095, 0.205507, 1.0]], ['2, k, 22', [-0.524089, 0.158669, 1.0]], ['2, k, 23', [-0.697482, 0.036002, 1.0]], ['2, k, 24', [-0.661314, 0.0648559, 1.0]]]
