[['2, k, 0', [0.147829, -0.2794733, 1.0]], ['2, k, 1', [0.1739951, 0.02835876, 1.0]], ['2, k, 2', [0.1980196, 0.3253316, 1.0]], ['2, k, 3', [0.1872369, 0.4812439, 1.0]], ['2, k, 4', [-0.002763673, 0.2092416, 1.0]], ['2, k, 5', [-0.07550285, -0.05265777, 1.0]], ['2, k, 6', [-0.1292102, -0.03334881, 1.0]], ['2, k, 7', [-0.1492866, -0.04752405, 1.0]], ['2, k, 8', [0.3781556, 0.2151179, 1.0]], ['2, k, 9', [0.4700944, -0.011497, 1.0]], ['2, k, 10', [0.3948031, -0.07396264, 1.0]], ['2, k, 11', [0.3706338, -0.1368742, 1.0]], ['2, k, 12', [0.04860014, -0.271194, 1.0]], ['2, k, 13', [-0.03011636, -0.321834, 1.0]], ['2, k, 14', [0.08416534, -0.6967438, 1.0]], ['2, k, 15', [0.06615677, -0.7539378, 1.0]], ['2, k, 16', [0.241607, -0.2781385, 1.0]], ['2, k, 17', [0.3438563, -0.3004382, 1.0]], ['2, k, 18', [0.3107826, -0.6827298, 1.0]], ['2, k, 19', [0.333223, -0.7547221, 1.0]], ['2, k, 20', [0.192341, 0.2524519, 1.0]], ['2, k, 21', [-0.1915766, -0.02040352, 1.0]], ['2, k, 22', [-0.1771365, -0.003316398, 1.0]], ['2, k, 23', [0.402273, -0.1597908, 1.0]], ['2, k, 24', [0.3508899, -0.07501809, 1.0]]]
[['2, k, 0', [0.1458843, -0.2832443, 1.0]], ['2, k, 1', [0.1777977, 0.0268368, 1.0]], ['2, k, 2', [0.2082414, 0.3262253, 1.0]], ['2, k, 3', [0.2140953, 0.4826167, 1.0]], ['2, k, 4', [0.03185221, 0.2154451, 1.0]], ['2, k, 5', [-0.0481858, -0.01148561, 1.0]], ['2, k, 6', [-0.08685827, -0.12512, 1.0]], ['2, k, 7', [-0.08457212, -0.1595699, 1.0]], ['2, k, 8', [0.3855751, 0.2117477, 1.0]], ['2, k, 9', [0.4601043, -0.03771932, 1.0]], ['2, k, 10', [0.3454451, -0.1497915, 1.0]], ['2, k, 11', [0.3144535, -0.1661307, 1.0]], ['2, k, 12', [0.04522539, -0.2680878, 1.0]], ['2, k, 13', [-0.0329067, -0.3235101, 1.0]], ['2, k, 14', [0.07974111, -0.697959, 1.0]], ['2, k, 15', [0.06665167, -0.7525942, 1.0]], ['2, k, 16', [0.2414843, -0.2880093, 1.0]], ['2, k, 17', [0.3459115, -0.2918762, 1.0]], ['2, k, 18', [0.3128258, -0.6748785, 1.0]], ['2, k, 19', [0.3329263, -0.7520623, 1.0]], ['2, k, 20', [0.2009141, 0.2527651, 1.0]], ['2, k, 21', [-0.1109552, -0.1810628, 1.0]], ['2, k, 22', [-0.1376043, -0.1008931, 1.0]], ['2, k, 23', [0.3064192, -0.2220417, 1.0]], ['2, k, 24', [0.2535324, -0.1520494, 1.0]]]
[['2, k, 0', [0.1458841, -0.2832356, 1.0]], ['2, k, 1', [0.1778605, 0.02685508, 1.0]], ['2, k, 2', [0.2084076, 0.3262415, 1.0]], ['2, k, 3', [0.2136695, 0.482522, 1.0]], ['2, k, 4', [0.03169611, 0.2153178, 1.0]], ['2, k, 5', [-0.04807102, -0.01186643, 1.0]], ['2, k, 6', [-0.08996402, -0.1365993, 1.0]], ['2, k, 7', [-0.08306631, -0.1719061, 1.0]], ['2, k, 8', [0.3857243, 0.2114361, 1.0]], ['2, k, 9', [0.4597549, -0.03773449, 1.0]], ['2, k, 10', [0.3449897, -0.1491819, 1.0]], ['2, k, 11', [0.3145633, -0.1666438, 1.0]], ['2, k, 12', [0.04522876, -0.2680976, 1.0]], ['2, k, 13', [-0.03435546, -0.3185087, 1.0]], ['2, k, 14', [0.07822355, -0.6933993, 1.0]], ['2, k, 15', [0.06643438, -0.7525495, 1.0]], ['2, k, 16', [0.2414742, -0.2879632, 1.0]], ['2, k, 17', [0.3459263, -0.2919472, 1.0]], ['2, k, 18', [0.3124266, -0.6746416, 1.0]], ['2, k, 19', [0.3326437, -0.7514843, 1.0]], ['2, k, 20', [0.2010538, 0.252781, 1.0]], ['2, k, 21', [-0.109714, -0.2014478, 1.0]], ['2, k, 22', [-0.1334016, -0.1130798, 1.0]], ['2, k, 23', [0.3053467, -0.2223879, 1.0]], ['2, k, 24', [0.2554755, -0.1467782, 1.0]]]
[['2, k, 0', [0.1458814, -0.2832193, 1.0]], ['2, k, 1', [0.1778451, 0.02682564, 1.0]], ['2, k, 2', [0.2083131, 0.3260728, 1.0]], ['2, k, 3', [0.2136191, 0.4825601, 1.0]], ['2, k, 4', [0.03150408, 0.2150862, 1.0]], ['2, k, 5', [-0.04773193, -0.01462169, 1.0]], ['2, k, 6', [-0.09064009, -0.1503071, 1.0]], ['2, k, 7', [-0.08407695, -0.183193, 1.0]], ['2, k, 8', [0.388027, 0.2101416, 1.0]], ['2, k, 9', [0.4597493, -0.037836, 1.0]], ['2, k, 10', [0.3503385, -0.1514728, 1.0]], ['2, k, 11', [0.319481, -0.1666008, 1.0]], ['2, k, 12', [0.04524937, -0.2681667, 1.0]], ['2, k, 13', [-0.03637839, -0.3148209, 1.0]], ['2, k, 14', [0.07671571, -0.6899762, 1.0]], ['2, k, 15', [0.06662866, -0.7526423, 1.0]], ['2, k, 16', [0.2414194, -0.2877707, 1.0]], ['2, k, 17', [0.3458952, -0.2921509, 1.0]], ['2, k, 18', [0.311497, -0.6748657, 1.0]], ['2, k, 19', [0.3328375, -0.751949, 1.0]], ['2, k, 20', [0.2009864, 0.2526537, 1.0]], ['2, k, 21', [-0.1076698, -0.2169832, 1.0]], ['2, k, 22', [-0.1328483, -0.1236367, 1.0]], ['2, k, 23', [0.3051305, -0.2217094, 1.0]], ['2, k, 24', [0.2587452, -0.1448005, 1.0]]]
[['2, k, 0', [0.1458872, -0.2831987, 1.0]], ['2, k, 1', [0.1778876, 0.02679363, 1.0]], ['2, k, 2', [0.2084233, 0.3258985, 1.0]], ['2, k, 3', [0.2133268, 0.4822476, 1.0]], ['2, k, 4', [0.03144098, 0.2150013, 1.0]], ['2, k, 5', [-0.04758491, -0.0195142, 1.0]], ['2, k, 6', [-0.07859295, -0.1698941, 1.0]], ['2, k, 7', [-0.08672548, -0.1942303, 1.0]], ['2, k, 8', [0.3877133, 0.2105006, 1.0]], ['2, k, 9', [0.4598428, -0.03777888, 1.0]], ['2, k, 10', [0.3469121, -0.147956, 1.0]], ['2, k, 11', [0.3155729, -0.1696593, 1.0]], ['2, k, 12', [0.0452769, -0.2682234, 1.0]], ['2, k, 13', [-0.03722945, -0.3129586, 1.0]], ['2, k, 14', [0.07605965, -0.6882505, 1.0]], ['2, k, 15', [0.06665731, -0.7526062, 1.0]], ['2, k, 16', [0.2414154, -0.2876236, 1.0]], ['2, k, 17', [0.3458813, -0.2924246, 1.0]], ['2, k, 18', [0.3117817, -0.6751082, 1.0]], ['2, k, 19', [0.3328905, -0.7521171, 1.0]], ['2, k, 20', [0.2010799, 0.2525211, 1.0]], ['2, k, 21', [-0.09832495, -0.2394824, 1.0]], ['2, k, 22', [-0.1479673, -0.1353125, 1.0]], ['2, k, 23', [0.3025309, -0.2258549, 1.0]], ['2, k, 24', [0.2523756, -0.1401749, 1.0]]]
[['2, k, 0', [0.1458897, -0.2831939, 1.0]], ['2, k, 1', [0.1778524, 0.02675598, 1.0]], ['2, k, 2', [0.2082338, 0.3257562, 1.0]], ['2, k, 3', [0.2131027, 0.4822247, 1.0]], ['2, k, 4', [0.03131997, 0.2148828, 1.0]], ['2, k, 5', [-0.04736323, -0.01961347, 1.0]], ['2, k, 6', [-0.06584848, -0.1636507, 1.0]], ['2, k, 7', [-0.08933003, -0.1996935, 1.0]], ['2, k, 8', [0.3869249, 0.210927, 1.0]], ['2, k, 9', [0.4599819, -0.03779139, 1.0]], ['2, k, 10', [0.3546054, -0.1517055, 1.0]], ['2, k, 11', [0.3231087, -0.1703732, 1.0]], ['2, k, 12', [0.04529308, -0.2682895, 1.0]], ['2, k, 13', [-0.03774934, -0.3122956, 1.0]], ['2, k, 14', [0.07490464, -0.688451, 1.0]], ['2, k, 15', [0.06652837, -0.7529482, 1.0]], ['2, k, 16', [0.2414141, -0.2875354, 1.0]], ['2, k, 17', [0.3458383, -0.2922758, 1.0]], ['2, k, 18', [0.3118094, -0.6750048, 1.0]], ['2, k, 19', [0.3329214, -0.7520958, 1.0]], ['2, k, 20', [0.2009399, 0.252407, 1.0]], ['2, k, 21', [-0.0892241, -0.2551549, 1.0]], ['2, k, 22', [-0.1504513, -0.1411248, 1.0]], ['2, k, 23', [0.3072434, -0.2223594, 1.0]], ['2, k, 24', [0.263663, -0.1541686, 1.0]]]
[['2, k, 0', [0.1458889, -0.2831891, 1.0]], ['2, k, 1', [0.1778021, 0.02671723, 1.0]], ['2, k, 2', [0.2080159, 0.3256031, 1.0]], ['2, k, 3', [0.2129573, 0.4822592, 1.0]], ['2, k, 4', [0.03114687, 0.2146683, 1.0]], ['2, k, 5', [-0.04956834, -0.02427571, 1.0]], ['2, k, 6', [-0.09305823, -0.1723896, 1.0]], ['2, k, 7', [-0.09279295, -0.19748, 1.0]], ['2, k, 8', [0.3872912, 0.210293, 1.0]], ['2, k, 9', [0.459762, -0.0378007, 1.0]], ['2, k, 10', [0.3557629, -0.1537092, 1.0]], ['2, k, 11', [0.3224845, -0.1718018, 1.0]], ['2, k, 12', [0.04530109, -0.2683082, 1.0]], ['2, k, 13', [-0.03881436, -0.3109097, 1.0]], ['2, k, 14', [0.07431062, -0.6870521, 1.0]], ['2, k, 15', [0.06572678, -0.753939, 1.0]], ['2, k, 16', [0.241399, -0.287505, 1.0]], ['2, k, 17', [0.3459216, -0.2920583, 1.0]], ['2, k, 18', [0.3100955, -0.6749984, 1.0]], ['2, k, 19', [0.3329044, -0.7523903, 1.0]], ['2, k, 20', [0.2007735, 0.2522846, 1.0]], ['2, k, 21', [-0.101797, -0.2508523, 1.0]], ['2, k, 22', [-0.1547203, -0.1391691, 1.0]], ['2, k, 23', [0.3091018, -0.2230351, 1.0]], ['2, k, 24', [0.2638002, -0.1550681, 1.0]]]
[['2, k, 0', [0.145888, -0.2831843, 1.0]], ['2, k, 1', [0.1777437, 0.02671277, 1.0]], ['2, k, 2', [0.2077515, 0.3255894, 1.0]], ['2, k, 3', [0.212786, 0.4820706, 1.0]], ['2, k, 4', [0.03107734, 0.2146181, 1.0]], ['2, k, 5', [-0.04898234, -0.0230572, 1.0]], ['2, k, 6', [-0.09202892, -0.1835455, 1.0]], ['2, k, 7', [-0.09244221, -0.1973053, 1.0]], ['2, k, 8', [0.3862474, 0.2108965, 1.0]], ['2, k, 9', [0.4596484, -0.03765059, 1.0]], ['2, k, 10', [0.3493468, -0.151628, 1.0]], ['2, k, 11', [0.3193741, -0.1710067, 1.0]], ['2, k, 12', [0.04530815, -0.2684519, 1.0]], ['2, k, 13', [-0.03918682, -0.3102324, 1.0]], ['2, k, 14', [0.07405322, -0.6864551, 1.0]], ['2, k, 15', [0.06584322, -0.7539081, 1.0]], ['2, k, 16', [0.2413851, -0.287397, 1.0]], ['2, k, 17', [0.3459456, -0.292426, 1.0]], ['2, k, 18', [0.3100645, -0.6753515, 1.0]], ['2, k, 19', [0.3330606, -0.7527267, 1.0]], ['2, k, 20', [0.2005733, 0.2522705, 1.0]], ['2, k, 21', [-0.09741222, -0.2515063, 1.0]], ['2, k, 22', [-0.155507, -0.1348504, 1.0]], ['2, k, 23', [0.3091145, -0.2232327, 1.0]], ['2, k, 24', [0.2578586, -0.165266, 1.0]]]
[['2, k, 0', [0.1459244, -0.2830903, 1.0]], ['2, k, 1', [0.1777622, 0.02676196, 1.0]], ['2, k, 2', [0.2077291, 0.3256195, 1.0]], ['2, k, 3', [0.212649, 0.4820644, 1.0]], ['2, k, 4', [0.03103346, 0.2146032, 1.0]], ['2, k, 5', [-0.04912272, -0.02318634, 1.0]], ['2, k, 6', [-0.09034587, -0.1817799, 1.0]], ['2, k, 7', [-0.09194567, -0.1972395, 1.0]], ['2, k, 8', [0.3859243, 0.2113989, 1.0]], ['2, k, 9', [0.4595575, -0.03770043, 1.0]], ['2, k, 10', [0.3471806, -0.1502246, 1.0]], ['2, k, 11', [0.3171256, -0.1712838, 1.0]], ['2, k, 12', [0.04535605, -0.2684394, 1.0]], ['2, k, 13', [-0.03943585, -0.309772, 1.0]], ['2, k, 14', [0.0772783, -0.6853184, 1.0]], ['2, k, 15', [0.06593628, -0.7537604, 1.0]], ['2, k, 16', [0.241399, -0.2871957, 1.0]], ['2, k, 17', [0.345946, -0.2924041, 1.0]], ['2, k, 18', [0.3109643, -0.6750736, 1.0]], ['2, k, 19', [0.3328435, -0.7522213, 1.0]], ['2, k, 20', [0.2005648, 0.2523066, 1.0]], ['2, k, 21', [-0.09909313, -0.2503242, 1.0]], ['2, k, 22', [-0.1502022, -0.1349893, 1.0]], ['2, k, 23', [0.3068409, -0.2244085, 1.0]], ['2, k, 24', [0.2584209, -0.1532778, 1.0]]]
[['2, k, 0', [0.1459275, -0.2830781, 1.0]], ['2, k, 1', [0.1776542, 0.02674791, 1.0]], ['2, k, 2', [0.2072448, 0.3255256, 1.0]], ['2, k, 3', [0.2125808, 0.4820931, 1.0]], ['2, k, 4', [0.03100039, 0.2145765, 1.0]], ['2, k, 5', [-0.04913729, -0.02348707, 1.0]], ['2, k, 6', [-0.09081894, -0.1847298, 1.0]], ['2, k, 7', [-0.09139975, -0.1963993, 1.0]], ['2, k, 8', [0.3858739, 0.2115747, 1.0]], ['2, k, 9', [0.4594033, -0.03777375, 1.0]], ['2, k, 10', [0.3458684, -0.1491589, 1.0]], ['2, k, 11', [0.3208627, -0.1718073, 1.0]], ['2, k, 12', [0.04536927, -0.2684689, 1.0]], ['2, k, 13', [-0.03953419, -0.3097372, 1.0]], ['2, k, 14', [0.07670175, -0.6854597, 1.0]], ['2, k, 15', [0.06090726, -0.7540386, 1.0]], ['2, k, 16', [0.2413942, -0.2871125, 1.0]], ['2, k, 17', [0.3459852, -0.2912658, 1.0]], ['2, k, 18', [0.3109262, -0.673777, 1.0]], ['2, k, 19', [0.3315986, -0.7513765, 1.0]], ['2, k, 20', [0.2001959, 0.2522345, 1.0]], ['2, k, 21', [-0.09711467, -0.2501196, 1.0]], ['2, k, 22', [-0.1534353, -0.1347476, 1.0]], ['2, k, 23', [0.3091272, -0.224012, 1.0]], ['2, k, 24', [0.2586866, -0.1561359, 1.0]]]
[['2, k, 0', [0.1459291, -0.2830808, 1.0]], ['2, k, 1', [0.1775344, 0.0267279, 1.0]], ['2, k, 2', [0.2068241, 0.3255157, 1.0]], ['2, k, 3', [0.2124742, 0.4820738, 1.0]], ['2, k, 4', [0.03086861, 0.2145049, 1.0]], ['2, k, 5', [-0.05181784, -0.02831634, 1.0]], ['2, k, 6', [-0.08991478, -0.1788655, 1.0]], ['2, k, 7', [-0.09070873, -0.1966193, 1.0]], ['2, k, 8', [0.3854376, 0.2119542, 1.0]], ['2, k, 9', [0.459112, -0.03777663, 1.0]], ['2, k, 10', [0.3505734, -0.1530132, 1.0]], ['2, k, 11', [0.3354551, -0.1676348, 1.0]], ['2, k, 12', [0.04538242, -0.2686576, 1.0]], ['2, k, 13', [-0.03950053, -0.3097185, 1.0]], ['2, k, 14', [0.07532424, -0.6858891, 1.0]], ['2, k, 15', [0.05731892, -0.7550505, 1.0]], ['2, k, 16', [0.2413961, -0.2869928, 1.0]], ['2, k, 17', [0.3459844, -0.2912089, 1.0]], ['2, k, 18', [0.3110294, -0.6736794, 1.0]], ['2, k, 19', [0.3319571, -0.7511164, 1.0]], ['2, k, 20', [0.1998608, 0.2522158, 1.0]], ['2, k, 21', [-0.09697609, -0.2512759, 1.0]], ['2, k, 22', [-0.1498136, -0.1345268, 1.0]], ['2, k, 23', [0.3360325, -0.2067095, 1.0]], ['2, k, 24', [0.2767079, -0.1777388, 1.0]]]
[['2, k, 0', [0.1459403, -0.2830567, 1.0]], ['2, k, 1', [0.177529, 0.02673213, 1.0]], ['2, k, 2', [0.2068008, 0.3255189, 1.0]], ['2, k, 3', [0.2124541, 0.4820781, 1.0]], ['2, k, 4', [0.0307577, 0.2144151, 1.0]], ['2, k, 5', [-0.05046185, -0.02715699, 1.0]], ['2, k, 6', [-0.07930756, -0.1800293, 1.0]], ['2, k, 7', [-0.08942272, -0.1987936, 1.0]], ['2, k, 8', [0.3853706, 0.2120661, 1.0]], ['2, k, 9', [0.4591924, -0.03789109, 1.0]], ['2, k, 10', [0.3522926, -0.153862, 1.0]], ['2, k, 11', [0.3364132, -0.1671189, 1.0]], ['2, k, 12', [0.04540312, -0.2686657, 1.0]], ['2, k, 13', [-0.03960123, -0.3095367, 1.0]], ['2, k, 14', [0.07336022, -0.6858752, 1.0]], ['2, k, 15', [0.05797276, -0.7553725, 1.0]], ['2, k, 16', [0.2413977, -0.2869303, 1.0]], ['2, k, 17', [0.3459662, -0.2914078, 1.0]], ['2, k, 18', [0.3102391, -0.6744386, 1.0]], ['2, k, 19', [0.3324092, -0.7523386, 1.0]], ['2, k, 20', [0.1998416, 0.2522189, 1.0]], ['2, k, 21', [-0.0978307, -0.2530672, 1.0]], ['2, k, 22', [-0.1504987, -0.1348513, 1.0]], ['2, k, 23', [0.3387862, -0.2056912, 1.0]], ['2, k, 24', [0.2755144, -0.1677869, 1.0]]]
[['2, k, 0', [0.1459645, -0.2828791, 1.0]], ['2, k, 1', [0.1776838, 0.0269592, 1.0]], ['2, k, 2', [0.2073616, 0.326003, 1.0]], ['2, k, 3', [0.2127596, 0.4823028, 1.0]], ['2, k, 4', [0.03059546, 0.2140526, 1.0]], ['2, k, 5', [-0.04966344, -0.0238719, 1.0]], ['2, k, 6', [-0.08303339, -0.1763164, 1.0]], ['2, k, 7', [-0.09135247, -0.1959294, 1.0]], ['2, k, 8', [0.385425, 0.2112348, 1.0]], ['2, k, 9', [0.4600343, -0.03781308, 1.0]], ['2, k, 10', [0.358248, -0.155728, 1.0]], ['2, k, 11', [0.3174262, -0.1983435, 1.0]], ['2, k, 12', [0.04548355, -0.2688285, 1.0]], ['2, k, 13', [-0.04038882, -0.3083747, 1.0]], ['2, k, 14', [0.07432848, -0.6840675, 1.0]], ['2, k, 15', [0.06212702, -0.7511544, 1.0]], ['2, k, 16', [0.2413169, -0.2864726, 1.0]], ['2, k, 17', [0.346085, -0.2919703, 1.0]], ['2, k, 18', [0.3120288, -0.6753287, 1.0]], ['2, k, 19', [0.3309114, -0.7531404, 1.0]], ['2, k, 20', [0.200255, 0.252611, 1.0]], ['2, k, 21', [-0.1022665, -0.2525864, 1.0]], ['2, k, 22', [-0.1497698, -0.1279436, 1.0]], ['2, k, 23', [0.3028745, -0.2547833, 1.0]], ['2, k, 24', [0.2642604, -0.2124305, 1.0]]]
[['2, k, 0', [0.1459673, -0.2828717, 1.0]], ['2, k, 1', [0.1777134, 0.02699353, 1.0]], ['2, k, 2', [0.207453, 0.3261026, 1.0]], ['2, k, 3', [0.2130948, 0.4823256, 1.0]], ['2, k, 4', [0.03061621, 0.2140014, 1.0]], ['2, k, 5', [-0.05164318, -0.02563609, 1.0]], ['2, k, 6', [-0.07700206, -0.1785277, 1.0]], ['2, k, 7', [-0.08880458, -0.192492, 1.0]], ['2, k, 8', [0.3850642, 0.2112825, 1.0]], ['2, k, 9', [0.4598403, -0.03777987, 1.0]], ['2, k, 10', [0.3582164, -0.1557232, 1.0]], ['2, k, 11', [0.3182122, -0.1981816, 1.0]], ['2, k, 12', [0.04549176, -0.2688268, 1.0]], ['2, k, 13', [-0.0403668, -0.3083075, 1.0]], ['2, k, 14', [0.07444932, -0.6840588, 1.0]], ['2, k, 15', [0.06254631, -0.7517884, 1.0]], ['2, k, 16', [0.2413166, -0.2864662, 1.0]], ['2, k, 17', [0.3460305, -0.2923464, 1.0]], ['2, k, 18', [0.3120582, -0.6757012, 1.0]], ['2, k, 19', [0.3312494, -0.7533934, 1.0]], ['2, k, 20', [0.2003267, 0.2526895, 1.0]], ['2, k, 21', [-0.1018575, -0.250143, 1.0]], ['2, k, 22', [-0.153782, -0.1233794, 1.0]], ['2, k, 23', [0.3010841, -0.2589439, 1.0]], ['2, k, 24', [0.2645526, -0.212314, 1.0]]]
[['2, k, 0', [0.1459708, -0.2828545, 1.0]], ['2, k, 1', [0.1777724, 0.02706485, 1.0]], ['2, k, 2', [0.2076344, 0.3262857, 1.0]], ['2, k, 3', [0.2132644, 0.4824336, 1.0]], ['2, k, 4', [0.0306184, 0.2139981, 1.0]], ['2, k, 5', [-0.05131106, -0.02506464, 1.0]], ['2, k, 6', [-0.08077044, -0.1665572, 1.0]], ['2, k, 7', [-0.0886698, -0.1824576, 1.0]], ['2, k, 8', [0.385047, 0.2113968, 1.0]], ['2, k, 9', [0.4596391, -0.03791213, 1.0]], ['2, k, 10', [0.3581384, -0.1559182, 1.0]], ['2, k, 11', [0.31704, -0.1983223, 1.0]], ['2, k, 12', [0.04549812, -0.268825, 1.0]], ['2, k, 13', [-0.04031286, -0.3080894, 1.0]], ['2, k, 14', [0.07522552, -0.683809, 1.0]], ['2, k, 15', [0.06479917, -0.7507955, 1.0]], ['2, k, 16', [0.2413146, -0.2864357, 1.0]], ['2, k, 17', [0.345987, -0.2924162, 1.0]], ['2, k, 18', [0.3119862, -0.6757486, 1.0]], ['2, k, 19', [0.3311041, -0.7534227, 1.0]], ['2, k, 20', [0.200471, 0.2528388, 1.0]], ['2, k, 21', [-0.09756564, -0.232418, 1.0]], ['2, k, 22', [-0.1511048, -0.1128384, 1.0]], ['2, k, 23', [0.3009374, -0.2563409, 1.0]], ['2, k, 24', [0.2666189, -0.207941, 1.0]]]
[['2, k, 0', [0.145964, -0.2828527, 1.0]], ['2, k, 1', [0.1778625, 0.0271075, 1.0]], ['2, k, 2', [0.208042, 0.3264613, 1.0]], ['2, k, 3', [0.2133277, 0.4825009, 1.0]], ['2, k, 4', [0.03053764, 0.2139361, 1.0]], ['2, k, 5', [-0.04977842, -0.02366558, 1.0]], ['2, k, 6', [-0.09031823, -0.1422186, 1.0]], ['2, k, 7', [-0.08566394, -0.16203, 1.0]], ['2, k, 8', [0.3859312, 0.2099468, 1.0]], ['2, k, 9', [0.4594593, -0.03796029, 1.0]], ['2, k, 10', [0.3588788, -0.1571557, 1.0]], ['2, k, 11', [0.3175236, -0.1985358, 1.0]], ['2, k, 12', [0.04549451, -0.2688235, 1.0]], ['2, k, 13', [-0.03938879, -0.3098068, 1.0]], ['2, k, 14', [0.07664403, -0.6851594, 1.0]], ['2, k, 15', [0.06441795, -0.7514503, 1.0]], ['2, k, 16', [0.2413037, -0.2864413, 1.0]], ['2, k, 17', [0.3459693, -0.2926133, 1.0]], ['2, k, 18', [0.3120545, -0.675792, 1.0]], ['2, k, 19', [0.3311684, -0.7530704, 1.0]], ['2, k, 20', [0.2007786, 0.2529726, 1.0]], ['2, k, 21', [-0.1145184, -0.1829444, 1.0]], ['2, k, 22', [-0.1462106, -0.09383855, 1.0]], ['2, k, 23', [0.3029596, -0.2555335, 1.0]], ['2, k, 24', [0.265258, -0.2100481, 1.0]]]
[['2, k, 0', [0.1459477, -0.2828366, 1.0]], ['2, k, 1', [0.1778376, 0.02716121, 1.0]], ['2, k, 2', [0.2079795, 0.326609, 1.0]], ['2, k, 3', [0.2134221, 0.4825225, 1.0]], ['2, k, 4', [0.03052956, 0.2138908, 1.0]], ['2, k, 5', [-0.04832154, -0.0206639, 1.0]], ['2, k, 6', [-0.08745402, -0.1250249, 1.0]], ['2, k, 7', [-0.08451571, -0.14062, 1.0]], ['2, k, 8', [0.3868568, 0.2088031, 1.0]], ['2, k, 9', [0.4594087, -0.03837884, 1.0]], ['2, k, 10', [0.3506558, -0.151867, 1.0]], ['2, k, 11', [0.3166521, -0.1921099, 1.0]], ['2, k, 12', [0.04548867, -0.2688144, 1.0]], ['2, k, 13', [-0.03512128, -0.318159, 1.0]], ['2, k, 14', [0.08008761, -0.693031, 1.0]], ['2, k, 15', [0.06367757, -0.7528061, 1.0]], ['2, k, 16', [0.2412741, -0.2864309, 1.0]], ['2, k, 17', [0.3459502, -0.2926577, 1.0]], ['2, k, 18', [0.3121272, -0.6758462, 1.0]], ['2, k, 19', [0.3315979, -0.7534696, 1.0]], ['2, k, 20', [0.2007291, 0.2530922, 1.0]], ['2, k, 21', [-0.125885, -0.1527792, 1.0]], ['2, k, 22', [-0.1375245, -0.07267898, 1.0]], ['2, k, 23', [0.2968441, -0.2475066, 1.0]], ['2, k, 24', [0.2646571, -0.2106779, 1.0]]]
[['2, k, 0', [0.1459515, -0.2827119, 1.0]], ['2, k, 1', [0.1778487, 0.02720317, 1.0]], ['2, k, 2', [0.2079839, 0.3266124, 1.0]], ['2, k, 3', [0.2135038, 0.4825359, 1.0]], ['2, k, 4', [0.02517505, 0.2162887, 1.0]], ['2, k, 5', [-0.04550666, -0.01436831, 1.0]], ['2, k, 6', [-0.06272901, -0.08452898, 1.0]], ['2, k, 7', [-0.09207196, -0.09338816, 1.0]], ['2, k, 8', [0.3866647, 0.209316, 1.0]], ['2, k, 9', [0.4592476, -0.03841428, 1.0]], ['2, k, 10', [0.3525705, -0.152814, 1.0]], ['2, k, 11', [0.3152311, -0.1936099, 1.0]], ['2, k, 12', [0.04553902, -0.2686504, 1.0]], ['2, k, 13', [-0.03427813, -0.320219, 1.0]], ['2, k, 14', [0.08229209, -0.6947933, 1.0]], ['2, k, 15', [0.06365281, -0.7528944, 1.0]], ['2, k, 16', [0.2412437, -0.2863321, 1.0]], ['2, k, 17', [0.3459505, -0.2927503, 1.0]], ['2, k, 18', [0.312676, -0.6759472, 1.0]], ['2, k, 19', [0.331737, -0.7535364, 1.0]], ['2, k, 20', [0.2007351, 0.2531009, 1.0]], ['2, k, 21', [-0.12033, -0.115906, 1.0]], ['2, k, 22', [-0.1446415, -0.03630532, 1.0]], ['2, k, 23', [0.2952604, -0.2495367, 1.0]], ['2, k, 24', [0.2617974, -0.212624, 1.0]]]
[['2, k, 0', [0.1459535, -0.2827147, 1.0]], ['2, k, 1', [0.1779024, 0.02720509, 1.0]], ['2, k, 2', [0.2081644, 0.3266327, 1.0]], ['2, k, 3', [0.2135162, 0.4825162, 1.0]], ['2, k, 4', [0.0262715, 0.2155606, 1.0]], ['2, k, 5', [-0.04250305, -0.008685392, 1.0]], ['2, k, 6', [-0.05657099, -0.07466505, 1.0]], ['2, k, 7', [-0.08828881, -0.05538687, 1.0]], ['2, k, 8', [0.3864504, 0.209759, 1.0]], ['2, k, 9', [0.4591673, -0.03857916, 1.0]], ['2, k, 10', [0.3484106, -0.1496967, 1.0]], ['2, k, 11', [0.3126521, -0.1723793, 1.0]], ['2, k, 12', [0.04554321, -0.2686574, 1.0]], ['2, k, 13', [-0.03351731, -0.3223369, 1.0]], ['2, k, 14', [0.08330836, -0.6965947, 1.0]], ['2, k, 15', [0.06364218, -0.7528951, 1.0]], ['2, k, 16', [0.2412487, -0.2863495, 1.0]], ['2, k, 17', [0.3460211, -0.292315, 1.0]], ['2, k, 18', [0.3128528, -0.6752924, 1.0]], ['2, k, 19', [0.3318565, -0.752924, 1.0]], ['2, k, 20', [0.2008795, 0.2531161, 1.0]], ['2, k, 21', [-0.1176531, -0.07325381, 1.0]], ['2, k, 22', [-0.1367515, -0.0002277893, 1.0]], ['2, k, 23', [0.3067717, -0.2254573, 1.0]], ['2, k, 24', [0.2463759, -0.1507209, 1.0]]]
