[['2, k, 0', [-0.193401, -0.276315, 1.0]], ['2, k, 1', [-0.19079, 0.0379122, 1.0]], ['2, k, 2', [-0.186945, 0.343276, 1.0]], ['2, k, 3', [-0.181148, 0.469126, 1.0]], ['2, k, 4', [-0.372849, 0.246606, 1.0]], ['2, k, 5', [-0.554042, 0.0626521, 1.0]], ['2, k, 6', [-0.498089, -0.146856, 1.0]], ['2, k, 7', [-0.457725, -0.169062, 1.0]], ['2, k, 8', [0.000681187, 0.255821, 1.0]], ['2, k, 9', [0.161319, 0.0847515, 1.0]], ['2, k, 10', [0.0945409, -0.12956, 1.0]], ['2, k, 11', [0.0276464, -0.176728, 1.0]], ['2, k, 12', [-0.275636, -0.274071, 1.0]], ['2, k, 13', [-0.3039, -0.692424, 1.0]], ['2, k, 14', [-0.288736, -1.05795, 1.0]], ['2, k, 15', [-0.299561, -1.12598, 1.0]], ['2, k, 16', [-0.10507, -0.269853, 1.0]], ['2, k, 17', [-0.0719574, -0.667785, 1.0]], ['2, k, 18', [-0.101636, -1.05608, 1.0]], ['2, k, 19', [-0.101196, -1.11621, 1.0]], ['2, k, 20', [-0.188119, 0.268239, 1.0]], ['2, k, 21', [-0.440039, -0.214459, 1.0]], ['2, k, 22', [-0.468301, -0.163565, 1.0]], ['2, k, 23', [0.00475764, -0.26466, 1.0]], ['2, k, 24', [-0.013061, -0.15385, 1.0]]]
[['2, k, 0', [-0.27011, -0.31995, 1.0]], ['2, k, 1', [-0.221252, -0.0121241, 1.0]], ['2, k, 2', [-0.168897, 0.297393, 1.0]], ['2, k, 3', [-0.159291, 0.386342, 1.0]], ['2, k, 4', [-0.356578, 0.192844, 1.0]], ['2, k, 5', [-0.573926, 0.0484552, 1.0]], ['2, k, 6', [-0.550385, -0.166335, 1.0]], ['2, k, 7', [-0.508142, -0.204545, 1.0]], ['2, k, 8', [-0.0127992, 0.172724, 1.0]], ['2, k, 9', [0.14098, -0.000188288, 1.0]], ['2, k, 10', [0.0352309, -0.19168, 1.0]], ['2, k, 11', [-0.0220972, -0.221935, 1.0]], ['2, k, 12', [-0.348864, -0.306205, 1.0]], ['2, k, 13', [-0.346726, -0.698631, 1.0]], ['2, k, 14', [-0.290644, -1.07106, 1.0]], ['2, k, 15', [-0.292897, -1.12621, 1.0]], ['2, k, 16', [-0.182792, -0.323552, 1.0]], ['2, k, 17', [-0.149064, -0.723419, 1.0]], ['2, k, 18', [-0.106121, -1.07075, 1.0]], ['2, k, 19', [-0.0974605, -1.11946, 1.0]], ['2, k, 20', [-0.182264, 0.220813, 1.0]], ['2, k, 21', [-0.489417, -0.297614, 1.0]], ['2, k, 22', [-0.57297, -0.205129, 1.0]], ['2, k, 23', [-0.0330067, -0.285363, 1.0]], ['2, k, 24', [-0.0612894, -0.200119, 1.0]]]
[['2, k, 0', [-0.268589, -0.319057, 1.0]], ['2, k, 1', [-0.220533, -0.00781485, 1.0]], ['2, k, 2', [-0.169451, 0.303823, 1.0]], ['2, k, 3', [-0.160627, 0.393578, 1.0]], ['2, k, 4', [-0.356952, 0.196974, 1.0]], ['2, k, 5', [-0.574243, 0.0485714, 1.0]], ['2, k, 6', [-0.557576, -0.165651, 1.0]], ['2, k, 7', [-0.515319, -0.199104, 1.0]], ['2, k, 8', [-0.0115043, 0.177432, 1.0]], ['2, k, 9', [0.141072, 0.00231164, 1.0]], ['2, k, 10', [0.0368327, -0.192943, 1.0]], ['2, k, 11', [-0.0220434, -0.223812, 1.0]], ['2, k, 12', [-0.347611, -0.305234, 1.0]], ['2, k, 13', [-0.345476, -0.694234, 1.0]], ['2, k, 14', [-0.290297, -1.07058, 1.0]], ['2, k, 15', [-0.292883, -1.12624, 1.0]], ['2, k, 16', [-0.180989, -0.322691, 1.0]], ['2, k, 17', [-0.147321, -0.721428, 1.0]], ['2, k, 18', [-0.106321, -1.07044, 1.0]], ['2, k, 19', [-0.0974283, -1.11975, 1.0]], ['2, k, 20', [-0.182352, 0.226511, 1.0]], ['2, k, 21', [-0.494548, -0.30453, 1.0]], ['2, k, 22', [-0.577743, -0.190886, 1.0]], ['2, k, 23', [-0.0505149, -0.299097, 1.0]], ['2, k, 24', [-0.058627, -0.195456, 1.0]]]
[['2, k, 0', [-0.26663, -0.317207, 1.0]], ['2, k, 1', [-0.219895, -0.00397349, 1.0]], ['2, k, 2', [-0.170321, 0.308217, 1.0]], ['2, k, 3', [-0.163127, 0.399662, 1.0]], ['2, k, 4', [-0.357786, 0.200142, 1.0]], ['2, k, 5', [-0.574266, 0.048844, 1.0]], ['2, k, 6', [-0.528177, -0.180829, 1.0]], ['2, k, 7', [-0.491069, -0.230924, 1.0]], ['2, k, 8', [-0.00968066, 0.182893, 1.0]], ['2, k, 9', [0.141719, 0.00575986, 1.0]], ['2, k, 10', [0.0396205, -0.193053, 1.0]], ['2, k, 11', [0.0362291, -0.19372, 1.0]], ['2, k, 12', [-0.34596, -0.304064, 1.0]], ['2, k, 13', [-0.343914, -0.694714, 1.0]], ['2, k, 14', [-0.290284, -1.07067, 1.0]], ['2, k, 15', [-0.293188, -1.1262, 1.0]], ['2, k, 16', [-0.178708, -0.320084, 1.0]], ['2, k, 17', [-0.144422, -0.719742, 1.0]], ['2, k, 18', [-0.106136, -1.07031, 1.0]], ['2, k, 19', [-0.0970381, -1.11968, 1.0]], ['2, k, 20', [-0.182752, 0.230653, 1.0]], ['2, k, 21', [-0.471197, -0.325528, 1.0]], ['2, k, 22', [-0.557499, -0.220808, 1.0]], ['2, k, 23', [-0.00598356, -0.243626, 1.0]], ['2, k, 24', [-0.00846143, -0.171984, 1.0]]]
[['2, k, 0', [-0.262133, -0.315492, 1.0]], ['2, k, 1', [-0.21872, -0.000558006, 1.0]], ['2, k, 2', [-0.171658, 0.312511, 1.0]], ['2, k, 3', [-0.165462, 0.404846, 1.0]], ['2, k, 4', [-0.358552, 0.202968, 1.0]], ['2, k, 5', [-0.573886, 0.0491438, 1.0]], ['2, k, 6', [-0.544909, -0.169491, 1.0]], ['2, k, 7', [-0.508726, -0.199496, 1.0]], ['2, k, 8', [-0.00817813, 0.186969, 1.0]], ['2, k, 9', [0.14361, 0.00952095, 1.0]], ['2, k, 10', [0.0411525, -0.191229, 1.0]], ['2, k, 11', [0.0300743, -0.202505, 1.0]], ['2, k, 12', [-0.34198, -0.302911, 1.0]], ['2, k, 13', [-0.341761, -0.692344, 1.0]], ['2, k, 14', [-0.29037, -1.07042, 1.0]], ['2, k, 15', [-0.293126, -1.12623, 1.0]], ['2, k, 16', [-0.173796, -0.317804, 1.0]], ['2, k, 17', [-0.141316, -0.718291, 1.0]], ['2, k, 18', [-0.105521, -1.06972, 1.0]], ['2, k, 19', [-0.0970446, -1.11956, 1.0]], ['2, k, 20', [-0.183331, 0.234629, 1.0]], ['2, k, 21', [-0.48781, -0.259661, 1.0]], ['2, k, 22', [-0.555563, -0.212092, 1.0]], ['2, k, 23', [-0.00895859, -0.253505, 1.0]], ['2, k, 24', [-0.00861043, -0.180367, 1.0]]]
[['2, k, 0', [-0.257753, -0.314234, 1.0]], ['2, k, 1', [-0.217552, 0.00244343, 1.0]], ['2, k, 2', [-0.17339, 0.317921, 1.0]], ['2, k, 3', [-0.169686, 0.41259, 1.0]], ['2, k, 4', [-0.359839, 0.206124, 1.0]], ['2, k, 5', [-0.573717, 0.049071, 1.0]], ['2, k, 6', [-0.545044, -0.169641, 1.0]], ['2, k, 7', [-0.505493, -0.202362, 1.0]], ['2, k, 8', [-0.00728411, 0.190473, 1.0]], ['2, k, 9', [0.145864, 0.0124759, 1.0]], ['2, k, 10', [0.0472749, -0.191355, 1.0]], ['2, k, 11', [-0.00700445, -0.223994, 1.0]], ['2, k, 12', [-0.338072, -0.302127, 1.0]], ['2, k, 13', [-0.338168, -0.688498, 1.0]], ['2, k, 14', [-0.290381, -1.07044, 1.0]], ['2, k, 15', [-0.292575, -1.12619, 1.0]], ['2, k, 16', [-0.169049, -0.316089, 1.0]], ['2, k, 17', [-0.138512, -0.717449, 1.0]], ['2, k, 18', [-0.104465, -1.06862, 1.0]], ['2, k, 19', [-0.0969968, -1.1196, 1.0]], ['2, k, 20', [-0.184118, 0.23951, 1.0]], ['2, k, 21', [-0.491335, -0.254888, 1.0]], ['2, k, 22', [-0.550981, -0.212569, 1.0]], ['2, k, 23', [-0.0491443, -0.309383, 1.0]], ['2, k, 24', [-0.0445763, -0.19117, 1.0]]]
[['2, k, 0', [-0.252994, -0.31444, 1.0]], ['2, k, 1', [-0.21621, -0.00304485, 1.0]], ['2, k, 2', [-0.180981, 0.286103, 1.0]], ['2, k, 3', [-0.176648, 0.388571, 1.0]], ['2, k, 4', [-0.362298, 0.208798, 1.0]], ['2, k, 5', [-0.573453, 0.0487047, 1.0]], ['2, k, 6', [-0.543796, -0.170184, 1.0]], ['2, k, 7', [-0.50144, -0.202459, 1.0]], ['2, k, 8', [-0.0081623, 0.189356, 1.0]], ['2, k, 9', [0.14832, 0.0151774, 1.0]], ['2, k, 10', [0.0487399, -0.188857, 1.0]], ['2, k, 11', [-0.00335708, -0.224545, 1.0]], ['2, k, 12', [-0.333853, -0.303003, 1.0]], ['2, k, 13', [-0.334299, -0.685845, 1.0]], ['2, k, 14', [-0.290567, -1.06975, 1.0]], ['2, k, 15', [-0.291963, -1.12654, 1.0]], ['2, k, 16', [-0.163843, -0.315563, 1.0]], ['2, k, 17', [-0.132526, -0.711967, 1.0]], ['2, k, 18', [-0.10248, -1.06777, 1.0]], ['2, k, 19', [-0.0969038, -1.11943, 1.0]], ['2, k, 20', [-0.189487, 0.213337, 1.0]], ['2, k, 21', [-0.481943, -0.255697, 1.0]], ['2, k, 22', [-0.546828, -0.226057, 1.0]], ['2, k, 23', [-0.0492923, -0.31531, 1.0]], ['2, k, 24', [-0.051443, -0.186489, 1.0]]]
[['2, k, 0', [-0.245851, -0.311788, 1.0]], ['2, k, 1', [-0.212143, 0.00849258, 1.0]], ['2, k, 2', [-0.179373, 0.333229, 1.0]], ['2, k, 3', [-0.176594, 0.422801, 1.0]], ['2, k, 4', [-0.365382, 0.210193, 1.0]], ['2, k, 5', [-0.572716, 0.0480078, 1.0]], ['2, k, 6', [-0.538484, -0.171714, 1.0]], ['2, k, 7', [-0.493121, -0.203315, 1.0]], ['2, k, 8', [-0.00604934, 0.196531, 1.0]], ['2, k, 9', [0.151938, 0.0195716, 1.0]], ['2, k, 10', [0.0499827, -0.18403, 1.0]], ['2, k, 11', [-0.0157198, -0.229872, 1.0]], ['2, k, 12', [-0.327079, -0.301896, 1.0]], ['2, k, 13', [-0.330611, -0.682491, 1.0]], ['2, k, 14', [-0.290066, -1.06763, 1.0]], ['2, k, 15', [-0.292565, -1.12742, 1.0]], ['2, k, 16', [-0.156469, -0.311345, 1.0]], ['2, k, 17', [-0.1276, -0.710013, 1.0]], ['2, k, 18', [-0.102417, -1.06591, 1.0]], ['2, k, 19', [-0.0970974, -1.11965, 1.0]], ['2, k, 20', [-0.186979, 0.255507, 1.0]], ['2, k, 21', [-0.475768, -0.252341, 1.0]], ['2, k, 22', [-0.535988, -0.218028, 1.0]], ['2, k, 23', [-0.0595366, -0.307176, 1.0]], ['2, k, 24', [-0.0630825, -0.17801, 1.0]]]
[['2, k, 0', [-0.239761, -0.31023, 1.0]], ['2, k, 1', [-0.211021, 0.0114099, 1.0]], ['2, k, 2', [-0.180061, 0.333637, 1.0]], ['2, k, 3', [-0.180223, 0.425838, 1.0]], ['2, k, 4', [-0.368641, 0.21098, 1.0]], ['2, k, 5', [-0.571288, 0.0453824, 1.0]], ['2, k, 6', [-0.536059, -0.174971, 1.0]], ['2, k, 7', [-0.49045, -0.207196, 1.0]], ['2, k, 8', [-0.0049868, 0.201466, 1.0]], ['2, k, 9', [0.154898, 0.0235085, 1.0]], ['2, k, 10', [0.0547442, -0.181034, 1.0]], ['2, k, 11', [-0.0126289, -0.230517, 1.0]], ['2, k, 12', [-0.321215, -0.301275, 1.0]], ['2, k, 13', [-0.325698, -0.67744, 1.0]], ['2, k, 14', [-0.290278, -1.06697, 1.0]], ['2, k, 15', [-0.292644, -1.12735, 1.0]], ['2, k, 16', [-0.150363, -0.308869, 1.0]], ['2, k, 17', [-0.121998, -0.706567, 1.0]], ['2, k, 18', [-0.102152, -1.0653, 1.0]], ['2, k, 19', [-0.0972373, -1.11974, 1.0]], ['2, k, 20', [-0.187342, 0.25579, 1.0]], ['2, k, 21', [-0.480604, -0.258767, 1.0]], ['2, k, 22', [-0.534685, -0.216968, 1.0]], ['2, k, 23', [-0.0576843, -0.306005, 1.0]], ['2, k, 24', [-0.0613004, -0.177736, 1.0]]]
[['2, k, 0', [-0.233989, -0.308461, 1.0]], ['2, k, 1', [-0.208609, 0.00555645, 1.0]], ['2, k, 2', [-0.185108, 0.294365, 1.0]], ['2, k, 3', [-0.186376, 0.398897, 1.0]], ['2, k, 4', [-0.371788, 0.210769, 1.0]], ['2, k, 5', [-0.569381, 0.0421421, 1.0]], ['2, k, 6', [-0.526507, -0.178634, 1.0]], ['2, k, 7', [-0.482848, -0.210512, 1.0]], ['2, k, 8', [-0.004313, 0.20433, 1.0]], ['2, k, 9', [0.158816, 0.0307358, 1.0]], ['2, k, 10', [0.0601798, -0.176566, 1.0]], ['2, k, 11', [-0.0065637, -0.230007, 1.0]], ['2, k, 12', [-0.315353, -0.300644, 1.0]], ['2, k, 13', [-0.322688, -0.675323, 1.0]], ['2, k, 14', [-0.290766, -1.06544, 1.0]], ['2, k, 15', [-0.293056, -1.12641, 1.0]], ['2, k, 16', [-0.144829, -0.306006, 1.0]], ['2, k, 17', [-0.115937, -0.709422, 1.0]], ['2, k, 18', [-0.102033, -1.06493, 1.0]], ['2, k, 19', [-0.0971578, -1.11976, 1.0]], ['2, k, 20', [-0.190436, 0.221714, 1.0]], ['2, k, 21', [-0.470178, -0.256998, 1.0]], ['2, k, 22', [-0.524919, -0.214151, 1.0]], ['2, k, 23', [-0.0515314, -0.305125, 1.0]], ['2, k, 24', [-0.0557908, -0.1759, 1.0]]]
[['2, k, 0', [-0.228095, -0.30787, 1.0]], ['2, k, 1', [-0.20738, 0.00374454, 1.0]], ['2, k, 2', [-0.185336, 0.294399, 1.0]], ['2, k, 3', [-0.190213, 0.40109, 1.0]], ['2, k, 4', [-0.37692, 0.21055, 1.0]], ['2, k, 5', [-0.56745, 0.0360898, 1.0]], ['2, k, 6', [-0.522658, -0.184859, 1.0]], ['2, k, 7', [-0.474305, -0.213496, 1.0]], ['2, k, 8', [-0.00416664, 0.207008, 1.0]], ['2, k, 9', [0.161128, 0.0365593, 1.0]], ['2, k, 10', [0.0865392, -0.178484, 1.0]], ['2, k, 11', [0.0534261, -0.191037, 1.0]], ['2, k, 12', [-0.309892, -0.301055, 1.0]], ['2, k, 13', [-0.317141, -0.673244, 1.0]], ['2, k, 14', [-0.290769, -1.06478, 1.0]], ['2, k, 15', [-0.293561, -1.12611, 1.0]], ['2, k, 16', [-0.138615, -0.304304, 1.0]], ['2, k, 17', [-0.108842, -0.704604, 1.0]], ['2, k, 18', [-0.101886, -1.064, 1.0]], ['2, k, 19', [-0.096605, -1.11969, 1.0]], ['2, k, 20', [-0.190519, 0.221726, 1.0]], ['2, k, 21', [-0.464653, -0.27031, 1.0]], ['2, k, 22', [-0.524207, -0.206979, 1.0]], ['2, k, 23', [0.00233131, -0.263794, 1.0]], ['2, k, 24', [0.00629087, -0.179687, 1.0]]]
[['2, k, 0', [-0.219106, -0.307243, 1.0]], ['2, k, 1', [-0.206335, 0.00308207, 1.0]], ['2, k, 2', [-0.186498, 0.294844, 1.0]], ['2, k, 3', [-0.194132, 0.402855, 1.0]], ['2, k, 4', [-0.381457, 0.209707, 1.0]], ['2, k, 5', [-0.565622, 0.0311867, 1.0]], ['2, k, 6', [-0.466982, -0.195367, 1.0]], ['2, k, 7', [-0.423438, -0.246101, 1.0]], ['2, k, 8', [-0.00418199, 0.20874, 1.0]], ['2, k, 9', [0.163891, 0.0406573, 1.0]], ['2, k, 10', [0.0882262, -0.174115, 1.0]], ['2, k, 11', [0.0548838, -0.193847, 1.0]], ['2, k, 12', [-0.301067, -0.301746, 1.0]], ['2, k, 13', [-0.313312, -0.672075, 1.0]], ['2, k, 14', [-0.29058, -1.06453, 1.0]], ['2, k, 15', [-0.293703, -1.12593, 1.0]], ['2, k, 16', [-0.129763, -0.302363, 1.0]], ['2, k, 17', [-0.101625, -0.698832, 1.0]], ['2, k, 18', [-0.101661, -1.06332, 1.0]], ['2, k, 19', [-0.0961544, -1.11955, 1.0]], ['2, k, 20', [-0.190957, 0.221965, 1.0]], ['2, k, 21', [-0.39801, -0.333699, 1.0]], ['2, k, 22', [-0.44429, -0.29531, 1.0]], ['2, k, 23', [0.00151779, -0.262552, 1.0]], ['2, k, 24', [0.00654879, -0.179856, 1.0]]]
[['2, k, 0', [-0.212782, -0.307146, 1.0]], ['2, k, 1', [-0.205151, 0.0025023, 1.0]], ['2, k, 2', [-0.18762, 0.295157, 1.0]], ['2, k, 3', [-0.197831, 0.404372, 1.0]], ['2, k, 4', [-0.384572, 0.20894, 1.0]], ['2, k, 5', [-0.561778, 0.0287421, 1.0]], ['2, k, 6', [-0.498183, -0.1893, 1.0]], ['2, k, 7', [-0.459979, -0.218085, 1.0]], ['2, k, 8', [-0.0048901, 0.210783, 1.0]], ['2, k, 9', [0.165888, 0.0452264, 1.0]], ['2, k, 10', [0.0922372, -0.170279, 1.0]], ['2, k, 11', [0.0556055, -0.195309, 1.0]], ['2, k, 12', [-0.294617, -0.30276, 1.0]], ['2, k, 13', [-0.308737, -0.670669, 1.0]], ['2, k, 14', [-0.290365, -1.0632, 1.0]], ['2, k, 15', [-0.293646, -1.12593, 1.0]], ['2, k, 16', [-0.123758, -0.301214, 1.0]], ['2, k, 17', [-0.0888838, -0.684424, 1.0]], ['2, k, 18', [-0.10151, -1.06307, 1.0]], ['2, k, 19', [-0.0957122, -1.11903, 1.0]], ['2, k, 20', [-0.191346, 0.222132, 1.0]], ['2, k, 21', [-0.431627, -0.263088, 1.0]], ['2, k, 22', [-0.506761, -0.190244, 1.0]], ['2, k, 23', [0.000709709, -0.261853, 1.0]], ['2, k, 24', [-0.00786556, -0.163113, 1.0]]]
[['2, k, 0', [-0.20645, -0.306476, 1.0]], ['2, k, 1', [-0.203669, 0.00227567, 1.0]], ['2, k, 2', [-0.188948, 0.295737, 1.0]], ['2, k, 3', [-0.201559, 0.405917, 1.0]], ['2, k, 4', [-0.387948, 0.208139, 1.0]], ['2, k, 5', [-0.558086, 0.0234547, 1.0]], ['2, k, 6', [-0.460809, -0.191294, 1.0]], ['2, k, 7', [-0.418777, -0.239726, 1.0]], ['2, k, 8', [-0.00606793, 0.213234, 1.0]], ['2, k, 9', [0.168434, 0.050603, 1.0]], ['2, k, 10', [0.10043, -0.166784, 1.0]], ['2, k, 11', [0.0588129, -0.197929, 1.0]], ['2, k, 12', [-0.288013, -0.302989, 1.0]], ['2, k, 13', [-0.304547, -0.671593, 1.0]], ['2, k, 14', [-0.289821, -1.0632, 1.0]], ['2, k, 15', [-0.293605, -1.12556, 1.0]], ['2, k, 16', [-0.117883, -0.299693, 1.0]], ['2, k, 17', [-0.0834917, -0.675914, 1.0]], ['2, k, 18', [-0.100478, -1.06205, 1.0]], ['2, k, 19', [-0.0959572, -1.11894, 1.0]], ['2, k, 20', [-0.191865, 0.222513, 1.0]], ['2, k, 21', [-0.38113, -0.325416, 1.0]], ['2, k, 22', [-0.467317, -0.253678, 1.0]], ['2, k, 23', [0.0053249, -0.266978, 1.0]], ['2, k, 24', [-0.00177898, -0.152231, 1.0]]]
[['2, k, 0', [-0.202238, -0.306081, 1.0]], ['2, k, 1', [-0.202196, 0.00219432, 1.0]], ['2, k, 2', [-0.190256, 0.296404, 1.0]], ['2, k, 3', [-0.205783, 0.407496, 1.0]], ['2, k, 4', [-0.392224, 0.206661, 1.0]], ['2, k, 5', [-0.553789, 0.0186521, 1.0]], ['2, k, 6', [-0.45806, -0.188615, 1.0]], ['2, k, 7', [-0.479332, -0.192368, 1.0]], ['2, k, 8', [-0.00798653, 0.21577, 1.0]], ['2, k, 9', [0.171042, 0.0548592, 1.0]], ['2, k, 10', [0.107166, -0.163789, 1.0]], ['2, k, 11', [0.0617985, -0.199889, 1.0]], ['2, k, 12', [-0.283368, -0.303658, 1.0]], ['2, k, 13', [-0.299273, -0.67263, 1.0]], ['2, k, 14', [-0.289175, -1.06244, 1.0]], ['2, k, 15', [-0.293752, -1.12522, 1.0]], ['2, k, 16', [-0.114002, -0.298268, 1.0]], ['2, k, 17', [-0.0809795, -0.676024, 1.0]], ['2, k, 18', [-0.100037, -1.06123, 1.0]], ['2, k, 19', [-0.0953825, -1.11897, 1.0]], ['2, k, 20', [-0.192393, 0.222975, 1.0]], ['2, k, 21', [-0.46021, -0.257423, 1.0]], ['2, k, 22', [-0.539635, -0.182289, 1.0]], ['2, k, 23', [0.012603, -0.267103, 1.0]], ['2, k, 24', [0.00372829, -0.147805, 1.0]]]
[['2, k, 0', [-0.194436, -0.30557, 1.0]], ['2, k, 1', [-0.200163, 0.00199887, 1.0]], ['2, k, 2', [-0.192138, 0.296733, 1.0]], ['2, k, 3', [-0.209952, 0.408462, 1.0]], ['2, k, 4', [-0.395527, 0.20508, 1.0]], ['2, k, 5', [-0.546911, 0.0102496, 1.0]], ['2, k, 6', [-0.451942, -0.197285, 1.0]], ['2, k, 7', [-0.459007, -0.209294, 1.0]], ['2, k, 8', [-0.011208, 0.218769, 1.0]], ['2, k, 9', [0.173948, 0.0582446, 1.0]], ['2, k, 10', [0.114141, -0.161566, 1.0]], ['2, k, 11', [0.048465, -0.224589, 1.0]], ['2, k, 12', [-0.275018, -0.304454, 1.0]], ['2, k, 13', [-0.294437, -0.673619, 1.0]], ['2, k, 14', [-0.288494, -1.06187, 1.0]], ['2, k, 15', [-0.296145, -1.12512, 1.0]], ['2, k, 16', [-0.107037, -0.296557, 1.0]], ['2, k, 17', [-0.0746514, -0.66936, 1.0]], ['2, k, 18', [-0.0995658, -1.06113, 1.0]], ['2, k, 19', [-0.0951719, -1.11892, 1.0]], ['2, k, 20', [-0.193087, 0.223236, 1.0]], ['2, k, 21', [-0.429266, -0.261273, 1.0]], ['2, k, 22', [-0.415025, -0.19775, 1.0]], ['2, k, 23', [0.00930891, -0.303693, 1.0]], ['2, k, 24', [0.00243139, -0.174373, 1.0]]]
[['2, k, 0', [-0.187942, -0.305287, 1.0]], ['2, k, 1', [-0.198624, 0.0019285, 1.0]], ['2, k, 2', [-0.195265, 0.297258, 1.0]], ['2, k, 3', [-0.213969, 0.409027, 1.0]], ['2, k, 4', [-0.397856, 0.204219, 1.0]], ['2, k, 5', [-0.542352, 0.00667655, 1.0]], ['2, k, 6', [-0.446031, -0.199806, 1.0]], ['2, k, 7', [-0.435456, -0.222409, 1.0]], ['2, k, 8', [-0.0149602, 0.221759, 1.0]], ['2, k, 9', [0.176703, 0.0619894, 1.0]], ['2, k, 10', [0.120593, -0.158811, 1.0]], ['2, k, 11', [0.0562321, -0.224244, 1.0]], ['2, k, 12', [-0.268161, -0.305425, 1.0]], ['2, k, 13', [-0.289722, -0.674438, 1.0]], ['2, k, 14', [-0.288303, -1.06205, 1.0]], ['2, k, 15', [-0.296782, -1.12567, 1.0]], ['2, k, 16', [-0.101091, -0.295079, 1.0]], ['2, k, 17', [-0.0683532, -0.662427, 1.0]], ['2, k, 18', [-0.0990211, -1.05587, 1.0]], ['2, k, 19', [-0.09541, -1.11902, 1.0]], ['2, k, 20', [-0.194554, 0.22368, 1.0]], ['2, k, 21', [-0.400236, -0.268656, 1.0]], ['2, k, 22', [-0.395734, -0.202418, 1.0]], ['2, k, 23', [0.0201737, -0.303526, 1.0]], ['2, k, 24', [0.00888011, -0.174747, 1.0]]]
[['2, k, 0', [-0.180488, -0.304894, 1.0]], ['2, k, 1', [-0.196815, 0.00188907, 1.0]], ['2, k, 2', [-0.198348, 0.297585, 1.0]], ['2, k, 3', [-0.21851, 0.409888, 1.0]], ['2, k, 4', [-0.400321, 0.202635, 1.0]], ['2, k, 5', [-0.535929, 0.000120963, 1.0]], ['2, k, 6', [-0.451298, -0.211431, 1.0]], ['2, k, 7', [-0.410392, -0.232205, 1.0]], ['2, k, 8', [-0.0184853, 0.224154, 1.0]], ['2, k, 9', [0.178411, 0.0644023, 1.0]], ['2, k, 10', [0.127621, -0.15768, 1.0]], ['2, k, 11', [0.0623616, -0.2252, 1.0]], ['2, k, 12', [-0.260454, -0.306333, 1.0]], ['2, k, 13', [-0.285581, -0.675257, 1.0]], ['2, k, 14', [-0.288051, -1.06231, 1.0]], ['2, k, 15', [-0.296908, -1.12569, 1.0]], ['2, k, 16', [-0.0941219, -0.29341, 1.0]], ['2, k, 17', [-0.064001, -0.659949, 1.0]], ['2, k, 18', [-0.0986746, -1.0535, 1.0]], ['2, k, 19', [-0.0959196, -1.11903, 1.0]], ['2, k, 20', [-0.196109, 0.224028, 1.0]], ['2, k, 21', [-0.372931, -0.275971, 1.0]], ['2, k, 22', [-0.373591, -0.206044, 1.0]], ['2, k, 23', [0.0261444, -0.30371, 1.0]], ['2, k, 24', [0.0148395, -0.174566, 1.0]]]
[['2, k, 0', [-0.171625, -0.305891, 1.0]], ['2, k, 1', [-0.194448, 0.00152653, 1.0]], ['2, k, 2', [-0.201283, 0.297824, 1.0]], ['2, k, 3', [-0.223708, 0.409775, 1.0]], ['2, k, 4', [-0.401747, 0.200668, 1.0]], ['2, k, 5', [-0.532732, -0.00259913, 1.0]], ['2, k, 6', [-0.450338, -0.215041, 1.0]], ['2, k, 7', [-0.406056, -0.236879, 1.0]], ['2, k, 8', [-0.0215164, 0.226039, 1.0]], ['2, k, 9', [0.1799, 0.0681024, 1.0]], ['2, k, 10', [0.134308, -0.155105, 1.0]], ['2, k, 11', [0.0714068, -0.226469, 1.0]], ['2, k, 12', [-0.251616, -0.308172, 1.0]], ['2, k, 13', [-0.280848, -0.677339, 1.0]], ['2, k, 14', [-0.287236, -1.06172, 1.0]], ['2, k, 15', [-0.296901, -1.12573, 1.0]], ['2, k, 16', [-0.0857075, -0.293518, 1.0]], ['2, k, 17', [-0.0591374, -0.65855, 1.0]], ['2, k, 18', [-0.0983251, -1.05165, 1.0]], ['2, k, 19', [-0.0964018, -1.1189, 1.0]], ['2, k, 20', [-0.197557, 0.224238, 1.0]], ['2, k, 21', [-0.368473, -0.278997, 1.0]], ['2, k, 22', [-0.370212, -0.210405, 1.0]], ['2, k, 23', [0.0353364, -0.302435, 1.0]], ['2, k, 24', [0.027216, -0.173792, 1.0]]]
