[['2, k, 0', [-0.1752016, -0.1291343, 1.0]], ['2, k, 1', [-0.1764055, 0.1176139, 1.0]], ['2, k, 2', [-0.176819, 0.3583751, 1.0]], ['2, k, 3', [-0.1662857, 0.4849998, 1.0]], ['2, k, 4', [-0.3148325, 0.2510451, 1.0]], ['2, k, 5', [-0.3811466, 0.007616721, 1.0]], ['2, k, 6', [-0.3967097, -0.1864787, 1.0]], ['2, k, 7', [-0.4119357, -0.2356543, 1.0]], ['2, k, 8', [-0.02020514, 0.2507922, 1.0]], ['2, k, 9', [0.02904074, 0.0338561, 1.0]], ['2, k, 10', [-0.002983388, -0.1189438, 1.0]], ['2, k, 11', [-0.02100005, -0.1671518, 1.0]], ['2, k, 12', [-0.2417227, -0.1272779, 1.0]], ['2, k, 13', [-0.2677442, -0.2669664, 1.0]], ['2, k, 14', [-0.2531966, -0.6038011, 1.0]], ['2, k, 15', [-0.2480898, -0.6649625, 1.0]], ['2, k, 16', [-0.1050239, -0.1285148, 1.0]], ['2, k, 17', [0.02168087, -0.2515889, 1.0]], ['2, k, 18', [0.01379462, -0.6011773, 1.0]], ['2, k, 19', [0.02461736, -0.6633236, 1.0]], ['2, k, 20', [-0.1769352, 0.2989383, 1.0]], ['2, k, 21', [-0.4299414, -0.3104662, 1.0]], ['2, k, 22', [-0.3710585, -0.2283696, 1.0]], ['2, k, 23', [-0.03039853, -0.2230144, 1.0]], ['2, k, 24', [0.02085008, -0.1649035, 1.0]]]
[['2, k, 0', [-0.1861769, -0.1173687, 1.0]], ['2, k, 1', [-0.1867667, 0.1297313, 1.0]], ['2, k, 2', [-0.1874965, 0.3725908, 1.0]], ['2, k, 3', [-0.209629, 0.48633, 1.0]], ['2, k, 4', [-0.3003604, 0.2845295, 1.0]], ['2, k, 5', [-0.3357184, 0.5481516, 1.0]], ['2, k, 6', [-0.2880197, 0.7733774, 1.0]], ['2, k, 7', [-0.2836399, 0.8546715, 1.0]], ['2, k, 8', [-0.0312709, 0.2546104, 1.0]], ['2, k, 9', [0.03164237, 0.0460209, 1.0]], ['2, k, 10', [0.001881659, -0.1204558, 1.0]], ['2, k, 11', [-0.02147806, -0.1464021, 1.0]], ['2, k, 12', [-0.2538604, -0.1111655, 1.0]], ['2, k, 13', [-0.2627329, -0.2652794, 1.0]], ['2, k, 14', [-0.2510664, -0.6052507, 1.0]], ['2, k, 15', [-0.2481624, -0.6645558, 1.0]], ['2, k, 16', [-0.1143045, -0.1208305, 1.0]], ['2, k, 17', [0.02353669, -0.2546721, 1.0]], ['2, k, 18', [0.01364718, -0.6012543, 1.0]], ['2, k, 19', [0.02161581, -0.664973, 1.0]], ['2, k, 20', [-0.1874316, 0.3125706, 1.0]], ['2, k, 21', [-0.2696032, 0.909111, 1.0]], ['2, k, 22', [-0.2386415, 0.8214254, 1.0]], ['2, k, 23', [-0.04450851, -0.2009179, 1.0]], ['2, k, 24', [0.01647564, -0.1506304, 1.0]]]
[['2, k, 0', [-0.1855978, -0.1174102, 1.0]], ['2, k, 1', [-0.1865704, 0.1298433, 1.0]], ['2, k, 2', [-0.1874552, 0.3726447, 1.0]], ['2, k, 3', [-0.2109428, 0.4864984, 1.0]], ['2, k, 4', [-0.3006182, 0.2841176, 1.0]], ['2, k, 5', [-0.3366334, 0.5485608, 1.0]], ['2, k, 6', [-0.28396, 0.7792663, 1.0]], ['2, k, 7', [-0.2812836, 0.8475289, 1.0]], ['2, k, 8', [-0.03123548, 0.254671, 1.0]], ['2, k, 9', [0.03137917, 0.04523336, 1.0]], ['2, k, 10', [0.00341383, -0.1209971, 1.0]], ['2, k, 11', [-0.02002625, -0.1474003, 1.0]], ['2, k, 12', [-0.2533164, -0.1114159, 1.0]], ['2, k, 13', [-0.2627506, -0.2652426, 1.0]], ['2, k, 14', [-0.2508396, -0.6062486, 1.0]], ['2, k, 15', [-0.2475273, -0.6657218, 1.0]], ['2, k, 16', [-0.1137209, -0.1207038, 1.0]], ['2, k, 17', [0.02347651, -0.2547304, 1.0]], ['2, k, 18', [0.01360969, -0.6019527, 1.0]], ['2, k, 19', [0.02263995, -0.6648995, 1.0]], ['2, k, 20', [-0.1873633, 0.3126455, 1.0]], ['2, k, 21', [-0.2650712, 0.9078975, 1.0]], ['2, k, 22', [-0.237629, 0.8201577, 1.0]], ['2, k, 23', [-0.04484811, -0.1990859, 1.0]], ['2, k, 24', [0.01747206, -0.1496376, 1.0]]]
[['2, k, 0', [-0.1848945, -0.1175901, 1.0]], ['2, k, 1', [-0.1860911, 0.1296626, 1.0]], ['2, k, 2', [-0.1870886, 0.372361, 1.0]], ['2, k, 3', [-0.2133997, 0.4861528, 1.0]], ['2, k, 4', [-0.3007067, 0.2836558, 1.0]], ['2, k, 5', [-0.3350843, 0.5486093, 1.0]], ['2, k, 6', [-0.2700089, 0.809043, 1.0]], ['2, k, 7', [-0.2761143, 0.8578692, 1.0]], ['2, k, 8', [-0.03116265, 0.254679, 1.0]], ['2, k, 9', [0.03134737, 0.04508124, 1.0]], ['2, k, 10', [0.008695807, -0.1192346, 1.0]], ['2, k, 11', [-0.01814253, -0.15587, 1.0]], ['2, k, 12', [-0.252696, -0.1116912, 1.0]], ['2, k, 13', [-0.2629834, -0.2647072, 1.0]], ['2, k, 14', [-0.2512017, -0.6053417, 1.0]], ['2, k, 15', [-0.2484527, -0.6651613, 1.0]], ['2, k, 16', [-0.1129199, -0.1207812, 1.0]], ['2, k, 17', [0.02345141, -0.2547388, 1.0]], ['2, k, 18', [0.01361707, -0.6018867, 1.0]], ['2, k, 19', [0.01827466, -0.6633024, 1.0]], ['2, k, 20', [-0.1869702, 0.3123922, 1.0]], ['2, k, 21', [-0.270371, 0.9158192, 1.0]], ['2, k, 22', [-0.2311866, 0.8322952, 1.0]], ['2, k, 23', [-0.03829346, -0.2113758, 1.0]], ['2, k, 24', [0.02108244, -0.1572634, 1.0]]]
[['2, k, 0', [-0.1844274, -0.1170527, 1.0]], ['2, k, 1', [-0.1859848, 0.1300429, 1.0]], ['2, k, 2', [-0.1871472, 0.3726972, 1.0]], ['2, k, 3', [-0.214745, 0.4865841, 1.0]], ['2, k, 4', [-0.3021044, 0.2849299, 1.0]], ['2, k, 5', [-0.3354646, 0.5500484, 1.0]], ['2, k, 6', [-0.2698151, 0.8102288, 1.0]], ['2, k, 7', [-0.2740832, 0.8603263, 1.0]], ['2, k, 8', [-0.03108852, 0.2548104, 1.0]], ['2, k, 9', [0.03155112, 0.04503267, 1.0]], ['2, k, 10', [0.007002328, -0.1198935, 1.0]], ['2, k, 11', [-0.0168505, -0.151931, 1.0]], ['2, k, 12', [-0.2522877, -0.1111824, 1.0]], ['2, k, 13', [-0.2630304, -0.2646003, 1.0]], ['2, k, 14', [-0.2513243, -0.6052538, 1.0]], ['2, k, 15', [-0.249127, -0.6649559, 1.0]], ['2, k, 16', [-0.1124347, -0.1202634, 1.0]], ['2, k, 17', [0.02344262, -0.2547687, 1.0]], ['2, k, 18', [0.01427843, -0.5985116, 1.0]], ['2, k, 19', [0.01695994, -0.6629828, 1.0]], ['2, k, 20', [-0.186985, 0.3127151, 1.0]], ['2, k, 21', [-0.2622377, 0.9134596, 1.0]], ['2, k, 22', [-0.2284304, 0.847215, 1.0]], ['2, k, 23', [-0.04063185, -0.2073718, 1.0]], ['2, k, 24', [0.01974179, -0.1536608, 1.0]]]
[['2, k, 0', [-0.1844888, -0.1170515, 1.0]], ['2, k, 1', [-0.1860331, 0.1300994, 1.0]], ['2, k, 2', [-0.1871565, 0.3727262, 1.0]], ['2, k, 3', [-0.2148567, 0.4866768, 1.0]], ['2, k, 4', [-0.3020892, 0.2848552, 1.0]], ['2, k, 5', [-0.3349128, 0.5500895, 1.0]], ['2, k, 6', [-0.2697584, 0.8103679, 1.0]], ['2, k, 7', [-0.2743507, 0.8593833, 1.0]], ['2, k, 8', [-0.03101909, 0.2547487, 1.0]], ['2, k, 9', [0.03166855, 0.0447871, 1.0]], ['2, k, 10', [0.005586881, -0.1201419, 1.0]], ['2, k, 11', [-0.01968522, -0.1514226, 1.0]], ['2, k, 12', [-0.2523611, -0.1111521, 1.0]], ['2, k, 13', [-0.2630607, -0.2645088, 1.0]], ['2, k, 14', [-0.2510737, -0.605068, 1.0]], ['2, k, 15', [-0.2490647, -0.6651188, 1.0]], ['2, k, 16', [-0.1124831, -0.1203039, 1.0]], ['2, k, 17', [0.02347924, -0.2548153, 1.0]], ['2, k, 18', [0.0147178, -0.5974162, 1.0]], ['2, k, 19', [0.0186601, -0.6636888, 1.0]], ['2, k, 20', [-0.1870026, 0.3127562, 1.0]], ['2, k, 21', [-0.2649152, 0.9124337, 1.0]], ['2, k, 22', [-0.2305652, 0.8336468, 1.0]], ['2, k, 23', [-0.03630407, -0.2076907, 1.0]], ['2, k, 24', [0.02015948, -0.1549326, 1.0]]]
[['2, k, 0', [-0.1845019, -0.1172348, 1.0]], ['2, k, 1', [-0.1861452, 0.1298597, 1.0]], ['2, k, 2', [-0.1874194, 0.3722592, 1.0]], ['2, k, 3', [-0.2068162, 0.4888649, 1.0]], ['2, k, 4', [-0.2999336, 0.2847698, 1.0]], ['2, k, 5', [-0.3347356, 0.54764, 1.0]], ['2, k, 6', [-0.2833184, 0.7692881, 1.0]], ['2, k, 7', [-0.2814827, 0.8444999, 1.0]], ['2, k, 8', [-0.0310166, 0.2547385, 1.0]], ['2, k, 9', [0.03181789, 0.04448015, 1.0]], ['2, k, 10', [0.004760785, -0.1215154, 1.0]], ['2, k, 11', [-0.01912017, -0.1500283, 1.0]], ['2, k, 12', [-0.2523674, -0.1112029, 1.0]], ['2, k, 13', [-0.2627705, -0.2643914, 1.0]], ['2, k, 14', [-0.2509187, -0.6046087, 1.0]], ['2, k, 15', [-0.2491401, -0.664914, 1.0]], ['2, k, 16', [-0.1125119, -0.1207211, 1.0]], ['2, k, 17', [0.02346527, -0.2549459, 1.0]], ['2, k, 18', [0.01436614, -0.598513, 1.0]], ['2, k, 19', [0.01872928, -0.6639486, 1.0]], ['2, k, 20', [-0.1872196, 0.3123676, 1.0]], ['2, k, 21', [-0.2718409, 0.902424, 1.0]], ['2, k, 22', [-0.2361796, 0.8156191, 1.0]], ['2, k, 23', [-0.04165416, -0.2060263, 1.0]], ['2, k, 24', [0.02037789, -0.1417426, 1.0]]]
[['2, k, 0', [-0.1845575, -0.1172683, 1.0]], ['2, k, 1', [-0.1862474, 0.1297726, 1.0]], ['2, k, 2', [-0.1875906, 0.3719841, 1.0]], ['2, k, 3', [-0.1886784, 0.4899869, 1.0]], ['2, k, 4', [-0.3001105, 0.2847253, 1.0]], ['2, k, 5', [-0.3340412, 0.5318134, 1.0]], ['2, k, 6', [-0.2848594, 0.7705646, 1.0]], ['2, k, 7', [-0.2838952, 0.8448223, 1.0]], ['2, k, 8', [-0.03096182, 0.2547117, 1.0]], ['2, k, 9', [0.03165373, 0.04421992, 1.0]], ['2, k, 10', [0.004981898, -0.1216066, 1.0]], ['2, k, 11', [-0.01894639, -0.1485181, 1.0]], ['2, k, 12', [-0.2524092, -0.1112303, 1.0]], ['2, k, 13', [-0.2627293, -0.2642314, 1.0]], ['2, k, 14', [-0.2509226, -0.6046435, 1.0]], ['2, k, 15', [-0.2491199, -0.664966, 1.0]], ['2, k, 16', [-0.11259, -0.1207623, 1.0]], ['2, k, 17', [0.02341632, -0.2549326, 1.0]], ['2, k, 18', [0.01346357, -0.6012036, 1.0]], ['2, k, 19', [0.01882122, -0.6642128, 1.0]], ['2, k, 20', [-0.187371, 0.3121601, 1.0]], ['2, k, 21', [-0.2707604, 0.8985958, 1.0]], ['2, k, 22', [-0.240848, 0.8268158, 1.0]], ['2, k, 23', [-0.04875933, -0.2073535, 1.0]], ['2, k, 24', [0.01907644, -0.149227, 1.0]]]
[['2, k, 0', [-0.1845587, -0.1172598, 1.0]], ['2, k, 1', [-0.1864859, 0.1297983, 1.0]], ['2, k, 2', [-0.1884492, 0.3718925, 1.0]], ['2, k, 3', [-0.1867026, 0.4895093, 1.0]], ['2, k, 4', [-0.3001118, 0.2846448, 1.0]], ['2, k, 5', [-0.3344237, 0.5305306, 1.0]], ['2, k, 6', [-0.2874332, 0.7681426, 1.0]], ['2, k, 7', [-0.2872381, 0.8327845, 1.0]], ['2, k, 8', [-0.03064247, 0.2546027, 1.0]], ['2, k, 9', [0.03165676, 0.04382855, 1.0]], ['2, k, 10', [0.004471512, -0.1218427, 1.0]], ['2, k, 11', [-0.01804882, -0.148063, 1.0]], ['2, k, 12', [-0.252408, -0.1112014, 1.0]], ['2, k, 13', [-0.2626493, -0.2641855, 1.0]], ['2, k, 14', [-0.2509534, -0.6046465, 1.0]], ['2, k, 15', [-0.2488954, -0.6645432, 1.0]], ['2, k, 16', [-0.1125941, -0.1207622, 1.0]], ['2, k, 17', [0.02342046, -0.2549355, 1.0]], ['2, k, 18', [0.01347325, -0.6012141, 1.0]], ['2, k, 19', [0.01960856, -0.6638398, 1.0]], ['2, k, 20', [-0.1880399, 0.3121168, 1.0]], ['2, k, 21', [-0.2767044, 0.8898125, 1.0]], ['2, k, 22', [-0.2405995, 0.808097, 1.0]], ['2, k, 23', [-0.04292161, -0.2074084, 1.0]], ['2, k, 24', [0.0215733, -0.1490246, 1.0]]]
[['2, k, 0', [-0.1847394, -0.1167894, 1.0]], ['2, k, 1', [-0.1866205, 0.1301709, 1.0]], ['2, k, 2', [-0.1883078, 0.3719531, 1.0]], ['2, k, 3', [-0.1856012, 0.4890518, 1.0]], ['2, k, 4', [-0.3008909, 0.2863374, 1.0]], ['2, k, 5', [-0.3369097, 0.5286638, 1.0]], ['2, k, 6', [-0.290195, 0.7623236, 1.0]], ['2, k, 7', [-0.2878545, 0.8276187, 1.0]], ['2, k, 8', [-0.03047722, 0.254633, 1.0]], ['2, k, 9', [0.03159788, 0.0425641, 1.0]], ['2, k, 10', [0.00474874, -0.1222743, 1.0]], ['2, k, 11', [-0.01980263, -0.1491615, 1.0]], ['2, k, 12', [-0.2525168, -0.1105424, 1.0]], ['2, k, 13', [-0.2624214, -0.2642623, 1.0]], ['2, k, 14', [-0.2511905, -0.6044207, 1.0]], ['2, k, 15', [-0.2492549, -0.6645438, 1.0]], ['2, k, 16', [-0.1128441, -0.1204296, 1.0]], ['2, k, 17', [0.02327508, -0.2550722, 1.0]], ['2, k, 18', [0.01389476, -0.601468, 1.0]], ['2, k, 19', [0.02024486, -0.6647961, 1.0]], ['2, k, 20', [-0.188004, 0.3122939, 1.0]], ['2, k, 21', [-0.2782053, 0.8846223, 1.0]], ['2, k, 22', [-0.2425016, 0.7992879, 1.0]], ['2, k, 23', [-0.04072315, -0.2056352, 1.0]], ['2, k, 24', [0.01704299, -0.1494393, 1.0]]]
[['2, k, 0', [-0.185075, -0.1162103, 1.0]], ['2, k, 1', [-0.1875091, 0.1306572, 1.0]], ['2, k, 2', [-0.189809, 0.3721955, 1.0]], ['2, k, 3', [-0.1816263, 0.4906166, 1.0]], ['2, k, 4', [-0.3015229, 0.2887281, 1.0]], ['2, k, 5', [-0.3373505, 0.5287492, 1.0]], ['2, k, 6', [-0.294357, 0.7512823, 1.0]], ['2, k, 7', [-0.2928061, 0.8153284, 1.0]], ['2, k, 8', [-0.03049401, 0.2545702, 1.0]], ['2, k, 9', [0.03158701, 0.04249605, 1.0]], ['2, k, 10', [0.01005605, -0.1212838, 1.0]], ['2, k, 11', [-0.0162839, -0.1661393, 1.0]], ['2, k, 12', [-0.2527915, -0.1097544, 1.0]], ['2, k, 13', [-0.2623899, -0.2642058, 1.0]], ['2, k, 14', [-0.2512175, -0.604536, 1.0]], ['2, k, 15', [-0.2492901, -0.664492, 1.0]], ['2, k, 16', [-0.1132376, -0.1200275, 1.0]], ['2, k, 17', [0.02334939, -0.2551427, 1.0]], ['2, k, 18', [0.01352024, -0.6037891, 1.0]], ['2, k, 19', [0.0216821, -0.6652007, 1.0]], ['2, k, 20', [-0.1893493, 0.3126052, 1.0]], ['2, k, 21', [-0.2822812, 0.8731408, 1.0]], ['2, k, 22', [-0.2451655, 0.7937863, 1.0]], ['2, k, 23', [-0.03318, -0.2240558, 1.0]], ['2, k, 24', [0.02581455, -0.1647986, 1.0]]]
[['2, k, 0', [-0.1854858, -0.1157017, 1.0]], ['2, k, 1', [-0.1872946, 0.1307886, 1.0]], ['2, k, 2', [-0.1881496, 0.3718374, 1.0]], ['2, k, 3', [-0.177359, 0.4906564, 1.0]], ['2, k, 4', [-0.3023995, 0.2921137, 1.0]], ['2, k, 5', [-0.3393928, 0.5229478, 1.0]], ['2, k, 6', [-0.2995011, 0.743118, 1.0]], ['2, k, 7', [-0.2966726, 0.8037474, 1.0]], ['2, k, 8', [-0.03008007, 0.2542891, 1.0]], ['2, k, 9', [0.03152739, 0.04162782, 1.0]], ['2, k, 10', [0.009524186, -0.1209546, 1.0]], ['2, k, 11', [-0.01508941, -0.1564645, 1.0]], ['2, k, 12', [-0.2529948, -0.1092273, 1.0]], ['2, k, 13', [-0.2622725, -0.2643162, 1.0]], ['2, k, 14', [-0.2511232, -0.604619, 1.0]], ['2, k, 15', [-0.249219, -0.6646195, 1.0]], ['2, k, 16', [-0.1139961, -0.1195088, 1.0]], ['2, k, 17', [0.02331335, -0.2551555, 1.0]], ['2, k, 18', [0.01335877, -0.6026642, 1.0]], ['2, k, 19', [0.02152944, -0.6609274, 1.0]], ['2, k, 20', [-0.1881936, 0.3124249, 1.0]], ['2, k, 21', [-0.2912249, 0.8641793, 1.0]], ['2, k, 22', [-0.2508731, 0.7932034, 1.0]], ['2, k, 23', [-0.03630518, -0.2131737, 1.0]], ['2, k, 24', [0.02997816, -0.1575368, 1.0]]]
[['2, k, 0', [-0.186146, -0.1155745, 1.0]], ['2, k, 1', [-0.1870502, 0.1306857, 1.0]], ['2, k, 2', [-0.1860611, 0.3712051, 1.0]], ['2, k, 3', [-0.1758768, 0.4906236, 1.0]], ['2, k, 4', [-0.3027156, 0.2925284, 1.0]], ['2, k, 5', [-0.34612, 0.5083956, 1.0]], ['2, k, 6', [-0.3073712, 0.7256062, 1.0]], ['2, k, 7', [-0.3017382, 0.7773185, 1.0]], ['2, k, 8', [-0.02998411, 0.2542738, 1.0]], ['2, k, 9', [0.0311961, 0.04122333, 1.0]], ['2, k, 10', [0.009712263, -0.1217442, 1.0]], ['2, k, 11', [-0.01721512, -0.154096, 1.0]], ['2, k, 12', [-0.2535293, -0.108962, 1.0]], ['2, k, 13', [-0.2624196, -0.2643961, 1.0]], ['2, k, 14', [-0.2511156, -0.6047636, 1.0]], ['2, k, 15', [-0.2493165, -0.6648451, 1.0]], ['2, k, 16', [-0.1147826, -0.1195535, 1.0]], ['2, k, 17', [0.0233144, -0.2553222, 1.0]], ['2, k, 18', [0.01281162, -0.6038978, 1.0]], ['2, k, 19', [0.02225915, -0.6623129, 1.0]], ['2, k, 20', [-0.1867015, 0.3119512, 1.0]], ['2, k, 21', [-0.2997578, 0.8344746, 1.0]], ['2, k, 22', [-0.2568672, 0.766139, 1.0]], ['2, k, 23', [-0.03610222, -0.2060956, 1.0]], ['2, k, 24', [0.02438423, -0.1569355, 1.0]]]
[['2, k, 0', [-0.1863704, -0.1153258, 1.0]], ['2, k, 1', [-0.187242, 0.1310811, 1.0]], ['2, k, 2', [-0.1863457, 0.371854, 1.0]], ['2, k, 3', [-0.1729761, 0.4924744, 1.0]], ['2, k, 4', [-0.3026409, 0.2928887, 1.0]], ['2, k, 5', [-0.3447851, 0.5053228, 1.0]], ['2, k, 6', [-0.3110909, 0.701844, 1.0]], ['2, k, 7', [-0.3047656, 0.7590959, 1.0]], ['2, k, 8', [-0.02974121, 0.2542624, 1.0]], ['2, k, 9', [0.03126997, 0.04117478, 1.0]], ['2, k, 10', [0.008844697, -0.1209094, 1.0]], ['2, k, 11', [-0.01618898, -0.1492371, 1.0]], ['2, k, 12', [-0.2538539, -0.1084752, 1.0]], ['2, k, 13', [-0.2624707, -0.2643752, 1.0]], ['2, k, 14', [-0.2509336, -0.6045477, 1.0]], ['2, k, 15', [-0.2492687, -0.6647175, 1.0]], ['2, k, 16', [-0.1149279, -0.1194657, 1.0]], ['2, k, 17', [0.02317992, -0.2550714, 1.0]], ['2, k, 18', [0.01277198, -0.6035942, 1.0]], ['2, k, 19', [0.02257054, -0.6623359, 1.0]], ['2, k, 20', [-0.1869244, 0.3125005, 1.0]], ['2, k, 21', [-0.3004344, 0.8134261, 1.0]], ['2, k, 22', [-0.2599247, 0.7481943, 1.0]], ['2, k, 23', [-0.03795841, -0.204147, 1.0]], ['2, k, 24', [0.02122225, -0.1524835, 1.0]]]
[['2, k, 0', [-0.1863832, -0.1154039, 1.0]], ['2, k, 1', [-0.1866279, 0.1308463, 1.0]], ['2, k, 2', [-0.1846548, 0.3714209, 1.0]], ['2, k, 3', [-0.1713521, 0.4930181, 1.0]], ['2, k, 4', [-0.3017643, 0.2919627, 1.0]], ['2, k, 5', [-0.34723, 0.4823188, 1.0]], ['2, k, 6', [-0.3188144, 0.6479056, 1.0]], ['2, k, 7', [-0.3185396, 0.7015597, 1.0]], ['2, k, 8', [-0.02870454, 0.2534929, 1.0]], ['2, k, 9', [0.03137882, 0.04115227, 1.0]], ['2, k, 10', [0.007721215, -0.1210996, 1.0]], ['2, k, 11', [-0.01845011, -0.150891, 1.0]], ['2, k, 12', [-0.2538497, -0.1084842, 1.0]], ['2, k, 13', [-0.2622936, -0.264644, 1.0]], ['2, k, 14', [-0.250946, -0.6043208, 1.0]], ['2, k, 15', [-0.2492512, -0.6646164, 1.0]], ['2, k, 16', [-0.1149951, -0.1197024, 1.0]], ['2, k, 17', [0.02318695, -0.255066, 1.0]], ['2, k, 18', [0.01278467, -0.6040365, 1.0]], ['2, k, 19', [0.02599861, -0.6658224, 1.0]], ['2, k, 20', [-0.1854822, 0.3121007, 1.0]], ['2, k, 21', [-0.3174594, 0.759056, 1.0]], ['2, k, 22', [-0.2767108, 0.6920377, 1.0]], ['2, k, 23', [-0.04025096, -0.2070756, 1.0]], ['2, k, 24', [0.02292218, -0.1552038, 1.0]]]
[['2, k, 0', [-0.1865236, -0.1154861, 1.0]], ['2, k, 1', [-0.1866205, 0.1307749, 1.0]], ['2, k, 2', [-0.184597, 0.371344, 1.0]], ['2, k, 3', [-0.170212, 0.4926005, 1.0]], ['2, k, 4', [-0.298852, 0.2916849, 1.0]], ['2, k, 5', [-0.3702467, 0.4285587, 1.0]], ['2, k, 6', [-0.3290588, 0.6033117, 1.0]], ['2, k, 7', [-0.3248716, 0.6581143, 1.0]], ['2, k, 8', [-0.02801021, 0.2528262, 1.0]], ['2, k, 9', [0.03123982, 0.04139012, 1.0]], ['2, k, 10', [0.006102711, -0.1211369, 1.0]], ['2, k, 11', [-0.01997174, -0.1483648, 1.0]], ['2, k, 12', [-0.2539342, -0.1084839, 1.0]], ['2, k, 13', [-0.2622451, -0.2645019, 1.0]], ['2, k, 14', [-0.2510307, -0.6041546, 1.0]], ['2, k, 15', [-0.2493086, -0.6651393, 1.0]], ['2, k, 16', [-0.1152139, -0.1199384, 1.0]], ['2, k, 17', [0.02315752, -0.2550092, 1.0]], ['2, k, 18', [0.01288076, -0.6033693, 1.0]], ['2, k, 19', [0.02541164, -0.6622413, 1.0]], ['2, k, 20', [-0.1854263, 0.3120191, 1.0]], ['2, k, 21', [-0.3200167, 0.7160929, 1.0]], ['2, k, 22', [-0.2815211, 0.6433699, 1.0]], ['2, k, 23', [-0.04680737, -0.2072253, 1.0]], ['2, k, 24', [0.02110129, -0.1535061, 1.0]]]
[['2, k, 0', [-0.186184, -0.116189, 1.0]], ['2, k, 1', [-0.1854974, 0.1299523, 1.0]], ['2, k, 2', [-0.182783, 0.3705844, 1.0]], ['2, k, 3', [-0.1697578, 0.4922214, 1.0]], ['2, k, 4', [-0.2990761, 0.2899897, 1.0]], ['2, k, 5', [-0.3703278, 0.4217447, 1.0]], ['2, k, 6', [-0.3354781, 0.5800105, 1.0]], ['2, k, 7', [-0.3318078, 0.6204506, 1.0]], ['2, k, 8', [-0.02619273, 0.2513931, 1.0]], ['2, k, 9', [0.03119138, 0.04101811, 1.0]], ['2, k, 10', [0.005220922, -0.1216944, 1.0]], ['2, k, 11', [-0.01908257, -0.1495695, 1.0]], ['2, k, 12', [-0.2535101, -0.1093621, 1.0]], ['2, k, 13', [-0.262237, -0.2645098, 1.0]], ['2, k, 14', [-0.2513016, -0.6039432, 1.0]], ['2, k, 15', [-0.2488113, -0.6644273, 1.0]], ['2, k, 16', [-0.1149078, -0.120525, 1.0]], ['2, k, 17', [0.02316057, -0.2549939, 1.0]], ['2, k, 18', [0.01307703, -0.6024888, 1.0]], ['2, k, 19', [0.02548667, -0.6622698, 1.0]], ['2, k, 20', [-0.1837327, 0.3112142, 1.0]], ['2, k, 21', [-0.3296419, 0.6704736, 1.0]], ['2, k, 22', [-0.282039, 0.5990043, 1.0]], ['2, k, 23', [-0.04635869, -0.2056685, 1.0]], ['2, k, 24', [0.02295527, -0.1545115, 1.0]]]
[['2, k, 0', [-0.1861532, -0.1162072, 1.0]], ['2, k, 1', [-0.1849665, 0.1297773, 1.0]], ['2, k, 2', [-0.1816127, 0.3701891, 1.0]], ['2, k, 3', [-0.168497, 0.4942486, 1.0]], ['2, k, 4', [-0.2988635, 0.289518, 1.0]], ['2, k, 5', [-0.3637504, 0.395188, 1.0]], ['2, k, 6', [-0.3365187, 0.516349, 1.0]], ['2, k, 7', [-0.341426, 0.564481, 1.0]], ['2, k, 8', [-0.02622665, 0.2512148, 1.0]], ['2, k, 9', [0.03118571, 0.04101888, 1.0]], ['2, k, 10', [0.002964063, -0.1223774, 1.0]], ['2, k, 11', [-0.02089286, -0.1467491, 1.0]], ['2, k, 12', [-0.2534121, -0.109405, 1.0]], ['2, k, 13', [-0.2620978, -0.2644175, 1.0]], ['2, k, 14', [-0.2510991, -0.6033645, 1.0]], ['2, k, 15', [-0.2486304, -0.6640881, 1.0]], ['2, k, 16', [-0.1148875, -0.1205453, 1.0]], ['2, k, 17', [0.02315901, -0.2550456, 1.0]], ['2, k, 18', [0.01352516, -0.602607, 1.0]], ['2, k, 19', [0.02494633, -0.6637727, 1.0]], ['2, k, 20', [-0.1827046, 0.3108721, 1.0]], ['2, k, 21', [-0.3418449, 0.6126807, 1.0]], ['2, k, 22', [-0.2962045, 0.5568297, 1.0]], ['2, k, 23', [-0.04162456, -0.1987979, 1.0]], ['2, k, 24', [0.01320118, -0.1484501, 1.0]]]
