[['2, k, 0', [-0.20805, -0.276297, 1.0]], ['2, k, 1', [-0.206217, 0.0143318, 1.0]], ['2, k, 2', [-0.20347, 0.298539, 1.0]], ['2, k, 3', [-0.211304, 0.427561, 1.0]], ['2, k, 4', [-0.383946, 0.178669, 1.0]], ['2, k, 5', [-0.440228, -0.0423605, 1.0]], ['2, k, 6', [-0.481547, -0.227602, 1.0]], ['2, k, 7', [-0.4873, -0.298147, 1.0]], ['2, k, 8', [-0.0469307, 0.170555, 1.0]], ['2, k, 9', [-0.0102311, -0.0627773, 1.0]], ['2, k, 10', [0.0073038, -0.249484, 1.0]], ['2, k, 11', [0.00946159, -0.316629, 1.0]], ['2, k, 12', [-0.282207, -0.271008, 1.0]], ['2, k, 13', [-0.308097, -0.615202, 1.0]], ['2, k, 14', [-0.310679, -0.964362, 1.0]], ['2, k, 15', [-0.332764, -1.02539, 1.0]], ['2, k, 16', [-0.128782, -0.274829, 1.0]], ['2, k, 17', [-0.0677414, -0.629691, 1.0]], ['2, k, 18', [-0.0539249, -0.963492, 1.0]], ['2, k, 19', [-0.0518188, -1.02539, 1.0]], ['2, k, 20', [-0.204323, 0.228389, 1.0]], ['2, k, 21', [-0.473233, -0.341015, 1.0]], ['2, k, 22', [-0.416766, -0.326286, 1.0]], ['2, k, 23', [-0.0115236, -0.363178, 1.0]], ['2, k, 24', [0.0897057, -0.331882, 1.0]]]
[['2, k, 0', [-0.234845, -0.276378, 1.0]], ['2, k, 1', [-0.175217, 0.00147185, 1.0]], ['2, k, 2', [-0.111911, 0.272032, 1.0]], ['2, k, 3', [-0.0236505, 0.374983, 1.0]], ['2, k, 4', [-0.198479, 0.278778, 1.0]], ['2, k, 5', [0.00261864, 0.460913, 1.0]], ['2, k, 6', [0.175369, 0.562655, 1.0]], ['2, k, 7', [0.227212, 0.58859, 1.0]], ['2, k, 8', [0.0123929, 0.127355, 1.0]], ['2, k, 9', [0.218956, 0.080656, 1.0]], ['2, k, 10', [0.40566, 0.153636, 1.0]], ['2, k, 11', [0.498845, 0.190769, 1.0]], ['2, k, 12', [-0.28998, -0.259728, 1.0]], ['2, k, 13', [-0.35713, -0.626442, 1.0]], ['2, k, 14', [-0.308356, -0.96742, 1.0]], ['2, k, 15', [-0.330655, -1.02119, 1.0]], ['2, k, 16', [-0.173902, -0.286156, 1.0]], ['2, k, 17', [-0.107707, -0.631761, 1.0]], ['2, k, 18', [-0.0580032, -0.967206, 1.0]], ['2, k, 19', [-0.0549848, -1.02251, 1.0]], ['2, k, 20', [-0.127855, 0.205312, 1.0]], ['2, k, 21', [0.286181, 0.587747, 1.0]], ['2, k, 22', [0.195348, 0.647106, 1.0]], ['2, k, 23', [0.545946, 0.234569, 1.0]], ['2, k, 24', [0.519474, 0.258808, 1.0]]]
[['2, k, 0', [-0.236449, -0.276355, 1.0]], ['2, k, 1', [-0.175099, 0.00117158, 1.0]], ['2, k, 2', [-0.11133, 0.271647, 1.0]], ['2, k, 3', [-0.0244417, 0.375257, 1.0]], ['2, k, 4', [-0.198227, 0.278601, 1.0]], ['2, k, 5', [0.00272661, 0.461302, 1.0]], ['2, k, 6', [0.176134, 0.562508, 1.0]], ['2, k, 7', [0.227196, 0.590356, 1.0]], ['2, k, 8', [0.0125169, 0.127246, 1.0]], ['2, k, 9', [0.219135, 0.0807263, 1.0]], ['2, k, 10', [0.405921, 0.15365, 1.0]], ['2, k, 11', [0.498504, 0.192921, 1.0]], ['2, k, 12', [-0.290725, -0.259407, 1.0]], ['2, k, 13', [-0.357093, -0.626729, 1.0]], ['2, k, 14', [-0.308636, -0.967131, 1.0]], ['2, k, 15', [-0.329049, -1.02135, 1.0]], ['2, k, 16', [-0.176727, -0.286643, 1.0]], ['2, k, 17', [-0.107697, -0.631677, 1.0]], ['2, k, 18', [-0.0586483, -0.967585, 1.0]], ['2, k, 19', [-0.0564716, -1.02326, 1.0]], ['2, k, 20', [-0.127383, 0.204946, 1.0]], ['2, k, 21', [0.281545, 0.595702, 1.0]], ['2, k, 22', [0.196281, 0.646328, 1.0]], ['2, k, 23', [0.546898, 0.237684, 1.0]], ['2, k, 24', [0.518465, 0.262017, 1.0]]]
[['2, k, 0', [-0.236259, -0.275751, 1.0]], ['2, k, 1', [-0.174811, 0.00144259, 1.0]], ['2, k, 2', [-0.111222, 0.271838, 1.0]], ['2, k, 3', [-0.0246798, 0.37536, 1.0]], ['2, k, 4', [-0.198084, 0.27841, 1.0]], ['2, k, 5', [0.00254334, 0.461455, 1.0]], ['2, k, 6', [0.175849, 0.562915, 1.0]], ['2, k, 7', [0.225469, 0.591461, 1.0]], ['2, k, 8', [0.0127154, 0.127234, 1.0]], ['2, k, 9', [0.219408, 0.0810265, 1.0]], ['2, k, 10', [0.406162, 0.15403, 1.0]], ['2, k, 11', [0.497354, 0.194687, 1.0]], ['2, k, 12', [-0.29098, -0.258372, 1.0]], ['2, k, 13', [-0.356791, -0.62373, 1.0]], ['2, k, 14', [-0.308615, -0.967123, 1.0]], ['2, k, 15', [-0.33004, -1.02129, 1.0]], ['2, k, 16', [-0.176176, -0.286327, 1.0]], ['2, k, 17', [-0.106922, -0.63143, 1.0]], ['2, k, 18', [-0.0586394, -0.967544, 1.0]], ['2, k, 19', [-0.0562056, -1.02362, 1.0]], ['2, k, 20', [-0.127235, 0.205141, 1.0]], ['2, k, 21', [0.277621, 0.590591, 1.0]], ['2, k, 22', [0.197162, 0.644187, 1.0]], ['2, k, 23', [0.545083, 0.240152, 1.0]], ['2, k, 24', [0.526094, 0.256987, 1.0]]]
[['2, k, 0', [-0.236013, -0.275571, 1.0]], ['2, k, 1', [-0.174667, 0.00152721, 1.0]], ['2, k, 2', [-0.111265, 0.271958, 1.0]], ['2, k, 3', [-0.0249824, 0.376062, 1.0]], ['2, k, 4', [-0.198001, 0.278479, 1.0]], ['2, k, 5', [-0.00552168, 0.470869, 1.0]], ['2, k, 6', [0.175142, 0.563733, 1.0]], ['2, k, 7', [0.223686, 0.595749, 1.0]], ['2, k, 8', [0.0127683, 0.127182, 1.0]], ['2, k, 9', [0.219783, 0.082772, 1.0]], ['2, k, 10', [0.407031, 0.154889, 1.0]], ['2, k, 11', [0.496739, 0.198975, 1.0]], ['2, k, 12', [-0.290888, -0.258313, 1.0]], ['2, k, 13', [-0.356876, -0.623683, 1.0]], ['2, k, 14', [-0.308608, -0.967127, 1.0]], ['2, k, 15', [-0.330959, -1.02148, 1.0]], ['2, k, 16', [-0.175687, -0.286002, 1.0]], ['2, k, 17', [-0.106987, -0.631114, 1.0]], ['2, k, 18', [-0.0588474, -0.966883, 1.0]], ['2, k, 19', [-0.0557048, -1.02336, 1.0]], ['2, k, 20', [-0.127219, 0.20523, 1.0]], ['2, k, 21', [0.281107, 0.59265, 1.0]], ['2, k, 22', [0.197906, 0.645338, 1.0]], ['2, k, 23', [0.546826, 0.244362, 1.0]], ['2, k, 24', [0.524346, 0.253516, 1.0]]]
[['2, k, 0', [-0.235432, -0.275232, 1.0]], ['2, k, 1', [-0.174582, 0.00175849, 1.0]], ['2, k, 2', [-0.111893, 0.272611, 1.0]], ['2, k, 3', [-0.0249802, 0.376002, 1.0]], ['2, k, 4', [-0.197696, 0.279081, 1.0]], ['2, k, 5', [-0.00270148, 0.469426, 1.0]], ['2, k, 6', [0.172322, 0.566075, 1.0]], ['2, k, 7', [0.220466, 0.599919, 1.0]], ['2, k, 8', [0.012779, 0.12719, 1.0]], ['2, k, 9', [0.220359, 0.0855893, 1.0]], ['2, k, 10', [0.406379, 0.159706, 1.0]], ['2, k, 11', [0.496514, 0.205432, 1.0]], ['2, k, 12', [-0.290323, -0.258042, 1.0]], ['2, k, 13', [-0.356754, -0.622204, 1.0]], ['2, k, 14', [-0.308637, -0.966955, 1.0]], ['2, k, 15', [-0.331172, -1.02148, 1.0]], ['2, k, 16', [-0.175081, -0.285645, 1.0]], ['2, k, 17', [-0.10706, -0.630747, 1.0]], ['2, k, 18', [-0.0589581, -0.966462, 1.0]], ['2, k, 19', [-0.0550597, -1.02321, 1.0]], ['2, k, 20', [-0.127543, 0.205695, 1.0]], ['2, k, 21', [0.276112, 0.597168, 1.0]], ['2, k, 22', [0.191303, 0.652183, 1.0]], ['2, k, 23', [0.546342, 0.249516, 1.0]], ['2, k, 24', [0.520306, 0.253673, 1.0]]]
[['2, k, 0', [-0.235092, -0.275072, 1.0]], ['2, k, 1', [-0.174545, 0.00184812, 1.0]], ['2, k, 2', [-0.112374, 0.272882, 1.0]], ['2, k, 3', [-0.00239748, 0.367454, 1.0]], ['2, k, 4', [-0.197571, 0.279336, 1.0]], ['2, k, 5', [-0.0073868, 0.4744, 1.0]], ['2, k, 6', [0.169959, 0.568913, 1.0]], ['2, k, 7', [0.216511, 0.603043, 1.0]], ['2, k, 8', [0.0128533, 0.127194, 1.0]], ['2, k, 9', [0.220576, 0.0863548, 1.0]], ['2, k, 10', [0.405205, 0.163081, 1.0]], ['2, k, 11', [0.494565, 0.211304, 1.0]], ['2, k, 12', [-0.289667, -0.257883, 1.0]], ['2, k, 13', [-0.356343, -0.620702, 1.0]], ['2, k, 14', [-0.30839, -0.967098, 1.0]], ['2, k, 15', [-0.329985, -1.02116, 1.0]], ['2, k, 16', [-0.174955, -0.285531, 1.0]], ['2, k, 17', [-0.107056, -0.631718, 1.0]], ['2, k, 18', [-0.0591614, -0.966223, 1.0]], ['2, k, 19', [-0.0554772, -1.02284, 1.0]], ['2, k, 20', [-0.127808, 0.205896, 1.0]], ['2, k, 21', [0.278561, 0.598598, 1.0]], ['2, k, 22', [0.18837, 0.650496, 1.0]], ['2, k, 23', [0.545996, 0.256296, 1.0]], ['2, k, 24', [0.523074, 0.261532, 1.0]]]
[['2, k, 0', [-0.234974, -0.275122, 1.0]], ['2, k, 1', [-0.174507, 0.00180442, 1.0]], ['2, k, 2', [-0.112585, 0.272814, 1.0]], ['2, k, 3', [-0.00240175, 0.36637, 1.0]], ['2, k, 4', [-0.197683, 0.279948, 1.0]], ['2, k, 5', [-0.00876866, 0.476117, 1.0]], ['2, k, 6', [0.164598, 0.575814, 1.0]], ['2, k, 7', [0.208966, 0.609541, 1.0]], ['2, k, 8', [0.0129951, 0.127586, 1.0]], ['2, k, 9', [0.221365, 0.0902104, 1.0]], ['2, k, 10', [0.404963, 0.168866, 1.0]], ['2, k, 11', [0.494656, 0.221021, 1.0]], ['2, k, 12', [-0.28951, -0.257899, 1.0]], ['2, k, 13', [-0.355868, -0.618286, 1.0]], ['2, k, 14', [-0.308388, -0.967069, 1.0]], ['2, k, 15', [-0.329013, -1.02122, 1.0]], ['2, k, 16', [-0.174695, -0.285736, 1.0]], ['2, k, 17', [-0.106788, -0.631832, 1.0]], ['2, k, 18', [-0.0586222, -0.967565, 1.0]], ['2, k, 19', [-0.0553262, -1.02313, 1.0]], ['2, k, 20', [-0.127929, 0.20584, 1.0]], ['2, k, 21', [0.269344, 0.601637, 1.0]], ['2, k, 22', [0.179402, 0.659325, 1.0]], ['2, k, 23', [0.545775, 0.263131, 1.0]], ['2, k, 24', [0.517848, 0.263469, 1.0]]]
[['2, k, 0', [-0.234808, -0.275182, 1.0]], ['2, k, 1', [-0.17451, 0.00180307, 1.0]], ['2, k, 2', [-0.113147, 0.272922, 1.0]], ['2, k, 3', [-0.0240344, 0.385831, 1.0]], ['2, k, 4', [-0.197701, 0.280306, 1.0]], ['2, k, 5', [-0.0105957, 0.478018, 1.0]], ['2, k, 6', [0.155937, 0.588324, 1.0]], ['2, k, 7', [0.203509, 0.615984, 1.0]], ['2, k, 8', [0.0130088, 0.127861, 1.0]], ['2, k, 9', [0.222065, 0.094791, 1.0]], ['2, k, 10', [0.404407, 0.174975, 1.0]], ['2, k, 11', [0.492821, 0.230194, 1.0]], ['2, k, 12', [-0.289359, -0.257971, 1.0]], ['2, k, 13', [-0.355312, -0.615757, 1.0]], ['2, k, 14', [-0.308391, -0.967059, 1.0]], ['2, k, 15', [-0.329848, -1.02126, 1.0]], ['2, k, 16', [-0.174279, -0.285894, 1.0]], ['2, k, 17', [-0.106549, -0.632305, 1.0]], ['2, k, 18', [-0.0586814, -0.967364, 1.0]], ['2, k, 19', [-0.0553377, -1.02299, 1.0]], ['2, k, 20', [-0.128279, 0.205905, 1.0]], ['2, k, 21', [0.259177, 0.606683, 1.0]], ['2, k, 22', [0.171146, 0.664877, 1.0]], ['2, k, 23', [0.54545, 0.269931, 1.0]], ['2, k, 24', [0.515887, 0.278642, 1.0]]]
[['2, k, 0', [-0.234657, -0.275255, 1.0]], ['2, k, 1', [-0.174812, 0.00184351, 1.0]], ['2, k, 2', [-0.115796, 0.273446, 1.0]], ['2, k, 3', [-0.0254596, 0.385005, 1.0]], ['2, k, 4', [-0.197901, 0.280371, 1.0]], ['2, k, 5', [-0.0170248, 0.484551, 1.0]], ['2, k, 6', [0.151823, 0.590312, 1.0]], ['2, k, 7', [0.192361, 0.622242, 1.0]], ['2, k, 8', [0.0130949, 0.128364, 1.0]], ['2, k, 9', [0.223721, 0.121746, 1.0]], ['2, k, 10', [0.414088, 0.187532, 1.0]], ['2, k, 11', [0.497814, 0.242288, 1.0]], ['2, k, 12', [-0.289338, -0.257994, 1.0]], ['2, k, 13', [-0.355268, -0.615513, 1.0]], ['2, k, 14', [-0.30838, -0.967003, 1.0]], ['2, k, 15', [-0.330535, -1.02129, 1.0]], ['2, k, 16', [-0.17384, -0.286089, 1.0]], ['2, k, 17', [-0.106182, -0.632167, 1.0]], ['2, k, 18', [-0.0562888, -0.971095, 1.0]], ['2, k, 19', [-0.0555493, -1.02436, 1.0]], ['2, k, 20', [-0.130196, 0.206275, 1.0]], ['2, k, 21', [0.244941, 0.618774, 1.0]], ['2, k, 22', [0.153497, 0.67744, 1.0]], ['2, k, 23', [0.553724, 0.277096, 1.0]], ['2, k, 24', [0.513039, 0.276065, 1.0]]]
[['2, k, 0', [-0.234887, -0.275025, 1.0]], ['2, k, 1', [-0.176357, 0.00294197, 1.0]], ['2, k, 2', [-0.119813, 0.276125, 1.0]], ['2, k, 3', [-0.0288613, 0.386437, 1.0]], ['2, k, 4', [-0.198025, 0.280772, 1.0]], ['2, k, 5', [-0.0238532, 0.489885, 1.0]], ['2, k, 6', [0.143687, 0.597461, 1.0]], ['2, k, 7', [0.18264, 0.629779, 1.0]], ['2, k, 8', [0.0130308, 0.129056, 1.0]], ['2, k, 9', [0.223575, 0.126753, 1.0]], ['2, k, 10', [0.411891, 0.196962, 1.0]], ['2, k, 11', [0.496461, 0.255987, 1.0]], ['2, k, 12', [-0.289924, -0.257163, 1.0]], ['2, k, 13', [-0.354535, -0.612156, 1.0]], ['2, k, 14', [-0.310282, -0.966548, 1.0]], ['2, k, 15', [-0.330928, -1.02143, 1.0]], ['2, k, 16', [-0.174036, -0.286219, 1.0]], ['2, k, 17', [-0.10569, -0.632503, 1.0]], ['2, k, 18', [-0.0559382, -0.970956, 1.0]], ['2, k, 19', [-0.0554286, -1.02387, 1.0]], ['2, k, 20', [-0.133656, 0.208571, 1.0]], ['2, k, 21', [0.233702, 0.627568, 1.0]], ['2, k, 22', [0.142708, 0.682756, 1.0]], ['2, k, 23', [0.55395, 0.291128, 1.0]], ['2, k, 24', [0.509288, 0.290715, 1.0]]]
[['2, k, 0', [-0.235446, -0.275686, 1.0]], ['2, k, 1', [-0.176046, 0.00244573, 1.0]], ['2, k, 2', [-0.117104, 0.27491, 1.0]], ['2, k, 3', [-0.036095, 0.39581, 1.0]], ['2, k, 4', [-0.19845, 0.281105, 1.0]], ['2, k, 5', [-0.0717454, 0.484977, 1.0]], ['2, k, 6', [0.129196, 0.599278, 1.0]], ['2, k, 7', [0.169323, 0.636804, 1.0]], ['2, k, 8', [0.0132241, 0.131303, 1.0]], ['2, k, 9', [0.223648, 0.129519, 1.0]], ['2, k, 10', [0.407099, 0.21115, 1.0]], ['2, k, 11', [0.512663, 0.282591, 1.0]], ['2, k, 12', [-0.291838, -0.257305, 1.0]], ['2, k, 13', [-0.35401, -0.610251, 1.0]], ['2, k, 14', [-0.311438, -0.966617, 1.0]], ['2, k, 15', [-0.33106, -1.02143, 1.0]], ['2, k, 16', [-0.174013, -0.289157, 1.0]], ['2, k, 17', [-0.10545, -0.632215, 1.0]], ['2, k, 18', [-0.0551539, -0.971082, 1.0]], ['2, k, 19', [-0.0553968, -1.02418, 1.0]], ['2, k, 20', [-0.131894, 0.207613, 1.0]], ['2, k, 21', [0.222311, 0.63379, 1.0]], ['2, k, 22', [0.137588, 0.683465, 1.0]], ['2, k, 23', [0.553641, 0.315446, 1.0]], ['2, k, 24', [0.48551, 0.339918, 1.0]]]
[['2, k, 0', [-0.238137, -0.281063, 1.0]], ['2, k, 1', [-0.179566, 0.00151319, 1.0]], ['2, k, 2', [-0.124257, 0.278192, 1.0]], ['2, k, 3', [-0.0374814, 0.398532, 1.0]], ['2, k, 4', [-0.199166, 0.281633, 1.0]], ['2, k, 5', [-0.0431042, 0.504933, 1.0]], ['2, k, 6', [0.12372, 0.610257, 1.0]], ['2, k, 7', [0.159907, 0.643447, 1.0]], ['2, k, 8', [0.0127308, 0.132522, 1.0]], ['2, k, 9', [0.223081, 0.135774, 1.0]], ['2, k, 10', [0.4045, 0.220346, 1.0]], ['2, k, 11', [0.508598, 0.294747, 1.0]], ['2, k, 12', [-0.296176, -0.262621, 1.0]], ['2, k, 13', [-0.353556, -0.609289, 1.0]], ['2, k, 14', [-0.310899, -0.965964, 1.0]], ['2, k, 15', [-0.329697, -1.02091, 1.0]], ['2, k, 16', [-0.175635, -0.294879, 1.0]], ['2, k, 17', [-0.104536, -0.629182, 1.0]], ['2, k, 18', [-0.0553791, -0.968534, 1.0]], ['2, k, 19', [-0.0554888, -1.02252, 1.0]], ['2, k, 20', [-0.137749, 0.209496, 1.0]], ['2, k, 21', [0.210859, 0.636244, 1.0]], ['2, k, 22', [0.120944, 0.693306, 1.0]], ['2, k, 23', [0.551544, 0.326022, 1.0]], ['2, k, 24', [0.48447, 0.345213, 1.0]]]
[['2, k, 0', [-0.238304, -0.277879, 1.0]], ['2, k, 1', [-0.181684, 0.00400302, 1.0]], ['2, k, 2', [-0.128068, 0.280292, 1.0]], ['2, k, 3', [-0.0308298, 0.392137, 1.0]], ['2, k, 4', [-0.199646, 0.28221, 1.0]], ['2, k, 5', [-0.0608717, 0.501668, 1.0]], ['2, k, 6', [0.10888, 0.613573, 1.0]], ['2, k, 7', [0.14494, 0.650243, 1.0]], ['2, k, 8', [0.012629, 0.134647, 1.0]], ['2, k, 9', [0.222871, 0.143219, 1.0]], ['2, k, 10', [0.409885, 0.247109, 1.0]], ['2, k, 11', [0.501313, 0.310869, 1.0]], ['2, k, 12', [-0.296001, -0.259137, 1.0]], ['2, k, 13', [-0.352975, -0.60694, 1.0]], ['2, k, 14', [-0.310715, -0.965957, 1.0]], ['2, k, 15', [-0.328636, -1.0212, 1.0]], ['2, k, 16', [-0.175879, -0.291104, 1.0]], ['2, k, 17', [-0.104195, -0.628328, 1.0]], ['2, k, 18', [-0.0558194, -0.968707, 1.0]], ['2, k, 19', [-0.0556466, -1.02304, 1.0]], ['2, k, 20', [-0.141269, 0.211862, 1.0]], ['2, k, 21', [0.198356, 0.65134, 1.0]], ['2, k, 22', [0.105301, 0.701156, 1.0]], ['2, k, 23', [0.548081, 0.330761, 1.0]], ['2, k, 24', [0.473485, 0.36647, 1.0]]]
[['2, k, 0', [-0.240686, -0.282848, 1.0]], ['2, k, 1', [-0.184, 0.00348281, 1.0]], ['2, k, 2', [-0.131023, 0.28284, 1.0]], ['2, k, 3', [-0.0302064, 0.392741, 1.0]], ['2, k, 4', [-0.20514, 0.275737, 1.0]], ['2, k, 5', [-0.0673552, 0.506613, 1.0]], ['2, k, 6', [0.0998536, 0.618194, 1.0]], ['2, k, 7', [0.133691, 0.658202, 1.0]], ['2, k, 8', [0.0119204, 0.136292, 1.0]], ['2, k, 9', [0.221313, 0.15378, 1.0]], ['2, k, 10', [0.418194, 0.270242, 1.0]], ['2, k, 11', [0.494662, 0.328081, 1.0]], ['2, k, 12', [-0.299742, -0.264309, 1.0]], ['2, k, 13', [-0.352235, -0.603549, 1.0]], ['2, k, 14', [-0.310501, -0.965729, 1.0]], ['2, k, 15', [-0.329148, -1.02123, 1.0]], ['2, k, 16', [-0.176761, -0.295369, 1.0]], ['2, k, 17', [-0.103731, -0.620129, 1.0]], ['2, k, 18', [-0.0560298, -0.958195, 1.0]], ['2, k, 19', [-0.0583421, -1.01526, 1.0]], ['2, k, 20', [-0.143951, 0.213497, 1.0]], ['2, k, 21', [0.184645, 0.659683, 1.0]], ['2, k, 22', [0.0912873, 0.7075, 1.0]], ['2, k, 23', [0.537186, 0.358497, 1.0]], ['2, k, 24', [0.458495, 0.388946, 1.0]]]
[['2, k, 0', [-0.241122, -0.283643, 1.0]], ['2, k, 1', [-0.185886, 0.00360187, 1.0]], ['2, k, 2', [-0.134867, 0.285233, 1.0]], ['2, k, 3', [-0.0312879, 0.393698, 1.0]], ['2, k, 4', [-0.208089, 0.273668, 1.0]], ['2, k, 5', [-0.0723342, 0.508752, 1.0]], ['2, k, 6', [0.113806, 0.652147, 1.0]], ['2, k, 7', [0.140061, 0.669655, 1.0]], ['2, k, 8', [0.0101475, 0.138525, 1.0]], ['2, k, 9', [0.219025, 0.162435, 1.0]], ['2, k, 10', [0.41659, 0.27736, 1.0]], ['2, k, 11', [0.488942, 0.34448, 1.0]], ['2, k, 12', [-0.301677, -0.264977, 1.0]], ['2, k, 13', [-0.351183, -0.601942, 1.0]], ['2, k, 14', [-0.310143, -0.965526, 1.0]], ['2, k, 15', [-0.328156, -1.02146, 1.0]], ['2, k, 16', [-0.17625, -0.296709, 1.0]], ['2, k, 17', [-0.103588, -0.620399, 1.0]], ['2, k, 18', [-0.0570038, -0.959901, 1.0]], ['2, k, 19', [-0.0594967, -1.01689, 1.0]], ['2, k, 20', [-0.147381, 0.215298, 1.0]], ['2, k, 21', [0.174517, 0.670979, 1.0]], ['2, k, 22', [0.100168, 0.700808, 1.0]], ['2, k, 23', [0.525526, 0.3801, 1.0]], ['2, k, 24', [0.454435, 0.400897, 1.0]]]
[['2, k, 0', [-0.241139, -0.283987, 1.0]], ['2, k, 1', [-0.191453, 0.00749253, 1.0]], ['2, k, 2', [-0.153385, 0.302832, 1.0]], ['2, k, 3', [-0.0616234, 0.413898, 1.0]], ['2, k, 4', [-0.212161, 0.270891, 1.0]], ['2, k, 5', [-0.0849435, 0.511101, 1.0]], ['2, k, 6', [0.0756271, 0.635346, 1.0]], ['2, k, 7', [0.10985, 0.670517, 1.0]], ['2, k, 8', [0.00886971, 0.141953, 1.0]], ['2, k, 9', [0.215406, 0.178445, 1.0]], ['2, k, 10', [0.412909, 0.290094, 1.0]], ['2, k, 11', [0.481435, 0.362587, 1.0]], ['2, k, 12', [-0.302066, -0.26539, 1.0]], ['2, k, 13', [-0.350602, -0.601454, 1.0]], ['2, k, 14', [-0.30901, -0.963899, 1.0]], ['2, k, 15', [-0.328984, -1.02116, 1.0]], ['2, k, 16', [-0.175812, -0.297159, 1.0]], ['2, k, 17', [-0.103328, -0.619949, 1.0]], ['2, k, 18', [-0.0570353, -0.960057, 1.0]], ['2, k, 19', [-0.0579597, -1.01648, 1.0]], ['2, k, 20', [-0.162323, 0.228986, 1.0]], ['2, k, 21', [0.161698, 0.663132, 1.0]], ['2, k, 22', [0.0604662, 0.72256, 1.0]], ['2, k, 23', [0.517781, 0.394643, 1.0]], ['2, k, 24', [0.435994, 0.42145, 1.0]]]
[['2, k, 0', [-0.240927, -0.282562, 1.0]], ['2, k, 1', [-0.194436, 0.00984672, 1.0]], ['2, k, 2', [-0.156237, 0.302585, 1.0]], ['2, k, 3', [-0.0682396, 0.416272, 1.0]], ['2, k, 4', [-0.215526, 0.270419, 1.0]], ['2, k, 5', [-0.0970312, 0.51521, 1.0]], ['2, k, 6', [0.0755955, 0.663086, 1.0]], ['2, k, 7', [0.110792, 0.674656, 1.0]], ['2, k, 8', [0.00751389, 0.14395, 1.0]], ['2, k, 9', [0.212797, 0.185667, 1.0]], ['2, k, 10', [0.408923, 0.301345, 1.0]], ['2, k, 11', [0.474059, 0.377087, 1.0]], ['2, k, 12', [-0.302112, -0.261376, 1.0]], ['2, k, 13', [-0.350292, -0.600791, 1.0]], ['2, k, 14', [-0.310845, -0.964527, 1.0]], ['2, k, 15', [-0.329666, -1.02134, 1.0]], ['2, k, 16', [-0.17439, -0.295055, 1.0]], ['2, k, 17', [-0.103048, -0.620256, 1.0]], ['2, k, 18', [-0.0537117, -0.965572, 1.0]], ['2, k, 19', [-0.0559976, -1.02047, 1.0]], ['2, k, 20', [-0.165365, 0.22958, 1.0]], ['2, k, 21', [0.182228, 0.63336, 1.0]], ['2, k, 22', [0.102861, 0.69832, 1.0]], ['2, k, 23', [0.510876, 0.410157, 1.0]], ['2, k, 24', [0.428956, 0.434927, 1.0]]]
[['2, k, 0', [-0.24206, -0.281317, 1.0]], ['2, k, 1', [-0.197924, 0.0122157, 1.0]], ['2, k, 2', [-0.15854, 0.303363, 1.0]], ['2, k, 3', [-0.0789082, 0.416794, 1.0]], ['2, k, 4', [-0.218718, 0.269044, 1.0]], ['2, k, 5', [-0.104646, 0.515418, 1.0]], ['2, k, 6', [0.0798827, 0.679362, 1.0]], ['2, k, 7', [0.0984762, 0.681307, 1.0]], ['2, k, 8', [0.00548465, 0.147876, 1.0]], ['2, k, 9', [0.208643, 0.197488, 1.0]], ['2, k, 10', [0.402061, 0.311452, 1.0]], ['2, k, 11', [0.467981, 0.390194, 1.0]], ['2, k, 12', [-0.305271, -0.259809, 1.0]], ['2, k, 13', [-0.349156, -0.597645, 1.0]], ['2, k, 14', [-0.31061, -0.963832, 1.0]], ['2, k, 15', [-0.330166, -1.02136, 1.0]], ['2, k, 16', [-0.175017, -0.293428, 1.0]], ['2, k, 17', [-0.101567, -0.620199, 1.0]], ['2, k, 18', [-0.0542924, -0.965081, 1.0]], ['2, k, 19', [-0.055766, -1.01989, 1.0]], ['2, k, 20', [-0.168139, 0.230923, 1.0]], ['2, k, 21', [0.174467, 0.635708, 1.0]], ['2, k, 22', [0.099857, 0.701893, 1.0]], ['2, k, 23', [0.510384, 0.407388, 1.0]], ['2, k, 24', [0.433711, 0.43899, 1.0]]]
[['2, k, 0', [-0.242508, -0.280368, 1.0]], ['2, k, 1', [-0.198498, 0.0123983, 1.0]], ['2, k, 2', [-0.158917, 0.301775, 1.0]], ['2, k, 3', [-0.0933325, 0.427365, 1.0]], ['2, k, 4', [-0.222801, 0.266322, 1.0]], ['2, k, 5', [-0.119128, 0.517727, 1.0]], ['2, k, 6', [0.0737959, 0.683613, 1.0]], ['2, k, 7', [0.0559354, 0.692049, 1.0]], ['2, k, 8', [0.00407918, 0.149378, 1.0]], ['2, k, 9', [0.20486, 0.207044, 1.0]], ['2, k, 10', [0.400084, 0.338015, 1.0]], ['2, k, 11', [0.457799, 0.406875, 1.0]], ['2, k, 12', [-0.306865, -0.258531, 1.0]], ['2, k, 13', [-0.348473, -0.597243, 1.0]], ['2, k, 14', [-0.310549, -0.963816, 1.0]], ['2, k, 15', [-0.330514, -1.02125, 1.0]], ['2, k, 16', [-0.174617, -0.292661, 1.0]], ['2, k, 17', [-0.0996229, -0.617596, 1.0]], ['2, k, 18', [-0.0544158, -0.96486, 1.0]], ['2, k, 19', [-0.0547615, -1.02062, 1.0]], ['2, k, 20', [-0.168632, 0.230136, 1.0]], ['2, k, 21', [0.112868, 0.693516, 1.0]], ['2, k, 22', [0.018913, 0.73357, 1.0]], ['2, k, 23', [0.500935, 0.428681, 1.0]], ['2, k, 24', [0.415721, 0.461608, 1.0]]]
