[['2, k, 0', [-0.312334, -0.153383, 1.0]], ['2, k, 1', [-0.326915, -0.0780408, 1.0]], ['2, k, 2', [-0.340142, -0.00387936, 1.0]], ['2, k, 3', [-0.353434, 0.121635, 1.0]], ['2, k, 4', [-0.474495, -0.0522155, 1.0]], ['2, k, 5', [-0.492131, -0.111618, 1.0]], ['2, k, 6', [-0.606329, -0.117387, 1.0]], ['2, k, 7', [-0.599503, -0.131786, 1.0]], ['2, k, 8', [-0.212207, -0.0821186, 1.0]], ['2, k, 9', [-0.0774221, -0.168663, 1.0]], ['2, k, 10', [-0.29508, -0.165869, 1.0]], ['2, k, 11', [-0.380835, -0.197172, 1.0]], ['2, k, 12', [-0.368751, -0.145005, 1.0]], ['2, k, 13', [-0.558688, -0.042976, 1.0]], ['2, k, 14', [-0.518251, -0.188344, 1.0]], ['2, k, 15', [-0.402492, -0.194822, 1.0]], ['2, k, 16', [-0.249444, -0.158575, 1.0]], ['2, k, 17', [0.0015856, -0.186004, 1.0]], ['2, k, 18', [-0.41988, -0.159713, 1.0]], ['2, k, 19', [-0.312915, -0.173037, 1.0]], ['2, k, 20', [-0.337083, -0.0222783, 1.0]], ['2, k, 21', [-0.597517, -0.13135, 1.0]], ['2, k, 22', [-0.594927, -0.13078, 1.0]], ['2, k, 23', [-0.396293, -0.194321, 1.0]], ['2, k, 24', [-0.394078, -0.197049, 1.0]]]
[['2, k, 0', [-0.246668, -0.590753, 1.0]], ['2, k, 1', [-0.24592, -0.296892, 1.0]], ['2, k, 2', [-0.237943, -0.00693993, 1.0]], ['2, k, 3', [-0.276076, 0.116509, 1.0]], ['2, k, 4', [-0.42706, -0.0515049, 1.0]], ['2, k, 5', [-0.6408, 0.0369346, 1.0]], ['2, k, 6', [-0.745049, 0.227171, 1.0]], ['2, k, 7', [-0.790501, 0.302028, 1.0]], ['2, k, 8', [-0.100852, -0.0645815, 1.0]], ['2, k, 9', [-0.0556449, 0.159661, 1.0]], ['2, k, 10', [-0.169078, 0.403669, 1.0]], ['2, k, 11', [-0.180929, 0.436221, 1.0]], ['2, k, 12', [-0.321397, -0.59437, 1.0]], ['2, k, 13', [-0.411894, -1.09746, 1.0]], ['2, k, 14', [-0.495317, -1.45062, 1.0]], ['2, k, 15', [-0.474455, -1.56193, 1.0]], ['2, k, 16', [-0.162708, -0.571804, 1.0]], ['2, k, 17', [-0.088674, -0.944171, 1.0]], ['2, k, 18', [-0.0816631, -1.29663, 1.0]], ['2, k, 19', [-0.0936928, -1.36926, 1.0]], ['2, k, 20', [-0.238935, -0.0789005, 1.0]], ['2, k, 21', [-0.826302, 0.352451, 1.0]], ['2, k, 22', [-0.709, 0.346812, 1.0]], ['2, k, 23', [-0.205473, 0.482618, 1.0]], ['2, k, 24', [-0.254002, 0.432903, 1.0]]]
[['2, k, 0', [-0.24437, -0.591684, 1.0]], ['2, k, 1', [-0.246097, -0.297216, 1.0]], ['2, k, 2', [-0.246211, -0.00878135, 1.0]], ['2, k, 3', [-0.284136, 0.108498, 1.0]], ['2, k, 4', [-0.429114, -0.0570489, 1.0]], ['2, k, 5', [-0.642522, 0.0215439, 1.0]], ['2, k, 6', [-0.793284, 0.201397, 1.0]], ['2, k, 7', [-0.818253, 0.268992, 1.0]], ['2, k, 8', [-0.102728, -0.0631208, 1.0]], ['2, k, 9', [-0.115778, 0.202167, 1.0]], ['2, k, 10', [-0.184608, 0.401703, 1.0]], ['2, k, 11', [-0.220451, 0.440678, 1.0]], ['2, k, 12', [-0.319272, -0.59605, 1.0]], ['2, k, 13', [-0.410221, -1.09931, 1.0]], ['2, k, 14', [-0.495368, -1.45205, 1.0]], ['2, k, 15', [-0.472973, -1.56204, 1.0]], ['2, k, 16', [-0.159489, -0.572808, 1.0]], ['2, k, 17', [-0.0866864, -0.945115, 1.0]], ['2, k, 18', [-0.0819767, -1.29719, 1.0]], ['2, k, 19', [-0.095712, -1.37028, 1.0]], ['2, k, 20', [-0.244705, -0.0803137, 1.0]], ['2, k, 21', [-0.857051, 0.317426, 1.0]], ['2, k, 22', [-0.734909, 0.31995, 1.0]], ['2, k, 23', [-0.238737, 0.489523, 1.0]], ['2, k, 24', [-0.283403, 0.431894, 1.0]]]
[['2, k, 0', [-0.243376, -0.589818, 1.0]], ['2, k, 1', [-0.246378, -0.297068, 1.0]], ['2, k, 2', [-0.249382, -0.0100704, 1.0]], ['2, k, 3', [-0.294375, 0.104624, 1.0]], ['2, k, 4', [-0.430419, -0.0609096, 1.0]], ['2, k, 5', [-0.65496, 0.00506501, 1.0]], ['2, k, 6', [-0.809868, 0.17921, 1.0]], ['2, k, 7', [-0.841061, 0.244183, 1.0]], ['2, k, 8', [-0.10285, -0.0627571, 1.0]], ['2, k, 9', [-0.103065, 0.173862, 1.0]], ['2, k, 10', [-0.231615, 0.409052, 1.0]], ['2, k, 11', [-0.269094, 0.451113, 1.0]], ['2, k, 12', [-0.315032, -0.594348, 1.0]], ['2, k, 13', [-0.408191, -1.09894, 1.0]], ['2, k, 14', [-0.495734, -1.45108, 1.0]], ['2, k, 15', [-0.472721, -1.56185, 1.0]], ['2, k, 16', [-0.159993, -0.562832, 1.0]], ['2, k, 17', [-0.0866955, -0.933378, 1.0]], ['2, k, 18', [-0.0840415, -1.28547, 1.0]], ['2, k, 19', [-0.0995834, -1.35847, 1.0]], ['2, k, 20', [-0.247494, -0.0810747, 1.0]], ['2, k, 21', [-0.859797, 0.280809, 1.0]], ['2, k, 22', [-0.740672, 0.29878, 1.0]], ['2, k, 23', [-0.294601, 0.500762, 1.0]], ['2, k, 24', [-0.341998, 0.438932, 1.0]]]
[['2, k, 0', [-0.239631, -0.590389, 1.0]], ['2, k, 1', [-0.245926, -0.297143, 1.0]], ['2, k, 2', [-0.249952, -0.00993903, 1.0]], ['2, k, 3', [-0.294063, 0.106505, 1.0]], ['2, k, 4', [-0.453741, -0.102315, 1.0]], ['2, k, 5', [-0.665205, -0.0204806, 1.0]], ['2, k, 6', [-0.859146, 0.15906, 1.0]], ['2, k, 7', [-0.87878, 0.204021, 1.0]], ['2, k, 8', [-0.105208, -0.0603274, 1.0]], ['2, k, 9', [-0.164566, 0.203351, 1.0]], ['2, k, 10', [-0.281284, 0.422696, 1.0]], ['2, k, 11', [-0.318035, 0.457789, 1.0]], ['2, k, 12', [-0.310535, -0.597816, 1.0]], ['2, k, 13', [-0.4075, -1.10113, 1.0]], ['2, k, 14', [-0.496766, -1.4528, 1.0]], ['2, k, 15', [-0.473506, -1.56175, 1.0]], ['2, k, 16', [-0.158169, -0.563372, 1.0]], ['2, k, 17', [-0.0850255, -0.933881, 1.0]], ['2, k, 18', [-0.083896, -1.28578, 1.0]], ['2, k, 19', [-0.11056, -1.35747, 1.0]], ['2, k, 20', [-0.247921, -0.0810118, 1.0]], ['2, k, 21', [-0.921923, 0.237914, 1.0]], ['2, k, 22', [-0.814084, 0.253942, 1.0]], ['2, k, 23', [-0.336695, 0.498731, 1.0]], ['2, k, 24', [-0.387551, 0.438981, 1.0]]]
[['2, k, 0', [-0.236676, -0.592214, 1.0]], ['2, k, 1', [-0.245587, -0.297225, 1.0]], ['2, k, 2', [-0.251119, -0.00887227, 1.0]], ['2, k, 3', [-0.28423, 0.118517, 1.0]], ['2, k, 4', [-0.454706, -0.103019, 1.0]], ['2, k, 5', [-0.668609, -0.0409619, 1.0]], ['2, k, 6', [-0.866022, 0.130752, 1.0]], ['2, k, 7', [-0.89973, 0.167708, 1.0]], ['2, k, 8', [-0.10818, -0.0582084, 1.0]], ['2, k, 9', [-0.175112, 0.205011, 1.0]], ['2, k, 10', [-0.335371, 0.436327, 1.0]], ['2, k, 11', [-0.371498, 0.474729, 1.0]], ['2, k, 12', [-0.308084, -0.601553, 1.0]], ['2, k, 13', [-0.407115, -1.10393, 1.0]], ['2, k, 14', [-0.501405, -1.45449, 1.0]], ['2, k, 15', [-0.476961, -1.56202, 1.0]], ['2, k, 16', [-0.156044, -0.564939, 1.0]], ['2, k, 17', [-0.0839368, -0.935479, 1.0]], ['2, k, 18', [-0.0834028, -1.28733, 1.0]], ['2, k, 19', [-0.111057, -1.35876, 1.0]], ['2, k, 20', [-0.248744, -0.0803729, 1.0]], ['2, k, 21', [-0.943543, 0.198044, 1.0]], ['2, k, 22', [-0.840674, 0.220384, 1.0]], ['2, k, 23', [-0.410881, 0.490816, 1.0]], ['2, k, 24', [-0.416716, 0.447591, 1.0]]]
[['2, k, 0', [-0.236527, -0.592192, 1.0]], ['2, k, 1', [-0.245927, -0.297312, 1.0]], ['2, k, 2', [-0.253243, -0.00901798, 1.0]], ['2, k, 3', [-0.288238, 0.118533, 1.0]], ['2, k, 4', [-0.456744, -0.104366, 1.0]], ['2, k, 5', [-0.671989, -0.067702, 1.0]], ['2, k, 6', [-0.878274, 0.066301, 1.0]], ['2, k, 7', [-0.916275, 0.111196, 1.0]], ['2, k, 8', [-0.121028, -0.0454176, 1.0]], ['2, k, 9', [-0.201769, 0.217588, 1.0]], ['2, k, 10', [-0.356725, 0.413551, 1.0]], ['2, k, 11', [-0.399633, 0.449175, 1.0]], ['2, k, 12', [-0.307679, -0.602183, 1.0]], ['2, k, 13', [-0.405866, -1.10445, 1.0]], ['2, k, 14', [-0.498911, -1.4553, 1.0]], ['2, k, 15', [-0.471347, -1.56291, 1.0]], ['2, k, 16', [-0.156173, -0.564889, 1.0]], ['2, k, 17', [-0.0833385, -0.935227, 1.0]], ['2, k, 18', [-0.0833208, -1.28704, 1.0]], ['2, k, 19', [-0.115454, -1.35751, 1.0]], ['2, k, 20', [-0.250665, -0.0805012, 1.0]], ['2, k, 21', [-0.970378, 0.151118, 1.0]], ['2, k, 22', [-0.853584, 0.182336, 1.0]], ['2, k, 23', [-0.437342, 0.487189, 1.0]], ['2, k, 24', [-0.475188, 0.413969, 1.0]]]
[['2, k, 0', [-0.236484, -0.592439, 1.0]], ['2, k, 1', [-0.246242, -0.297435, 1.0]], ['2, k, 2', [-0.254221, -0.0087364, 1.0]], ['2, k, 3', [-0.310656, 0.118494, 1.0]], ['2, k, 4', [-0.458089, -0.106357, 1.0]], ['2, k, 5', [-0.677606, -0.0834227, 1.0]], ['2, k, 6', [-0.887745, 0.0331508, 1.0]], ['2, k, 7', [-0.926772, 0.0822637, 1.0]], ['2, k, 8', [-0.123465, -0.0437337, 1.0]], ['2, k, 9', [-0.227762, 0.214603, 1.0]], ['2, k, 10', [-0.379801, 0.405084, 1.0]], ['2, k, 11', [-0.429298, 0.442527, 1.0]], ['2, k, 12', [-0.307697, -0.603277, 1.0]], ['2, k, 13', [-0.405177, -1.10548, 1.0]], ['2, k, 14', [-0.498809, -1.45617, 1.0]], ['2, k, 15', [-0.46858, -1.56234, 1.0]], ['2, k, 16', [-0.156367, -0.56493, 1.0]], ['2, k, 17', [-0.0823312, -0.934965, 1.0]], ['2, k, 18', [-0.0831895, -1.28657, 1.0]], ['2, k, 19', [-0.116663, -1.35692, 1.0]], ['2, k, 20', [-0.251649, -0.0803154, 1.0]], ['2, k, 21', [-0.979079, 0.113576, 1.0]], ['2, k, 22', [-0.85144, 0.164664, 1.0]], ['2, k, 23', [-0.469251, 0.48175, 1.0]], ['2, k, 24', [-0.502362, 0.404317, 1.0]]]
[['2, k, 0', [-0.236515, -0.592499, 1.0]], ['2, k, 1', [-0.246623, -0.297361, 1.0]], ['2, k, 2', [-0.255255, -0.00820616, 1.0]], ['2, k, 3', [-0.316534, 0.117857, 1.0]], ['2, k, 4', [-0.462074, -0.11337, 1.0]], ['2, k, 5', [-0.680172, -0.128099, 1.0]], ['2, k, 6', [-0.891993, -0.0210637, 1.0]], ['2, k, 7', [-0.948676, 0.0352586, 1.0]], ['2, k, 8', [-0.124948, -0.0434243, 1.0]], ['2, k, 9', [-0.248879, 0.2102, 1.0]], ['2, k, 10', [-0.433056, 0.400805, 1.0]], ['2, k, 11', [-0.474688, 0.435609, 1.0]], ['2, k, 12', [-0.307726, -0.603926, 1.0]], ['2, k, 13', [-0.404899, -1.10599, 1.0]], ['2, k, 14', [-0.4968, -1.45704, 1.0]], ['2, k, 15', [-0.468893, -1.56225, 1.0]], ['2, k, 16', [-0.156657, -0.564823, 1.0]], ['2, k, 17', [-0.0818214, -0.934655, 1.0]], ['2, k, 18', [-0.0828889, -1.28623, 1.0]], ['2, k, 19', [-0.118038, -1.35603, 1.0]], ['2, k, 20', [-0.252664, -0.0798943, 1.0]], ['2, k, 21', [-1.0069, 0.0584454, 1.0]], ['2, k, 22', [-0.905494, 0.104842, 1.0]], ['2, k, 23', [-0.509872, 0.474856, 1.0]], ['2, k, 24', [-0.546488, 0.390902, 1.0]]]
[['2, k, 0', [-0.23683, -0.593341, 1.0]], ['2, k, 1', [-0.247371, -0.297573, 1.0]], ['2, k, 2', [-0.256702, -0.00744016, 1.0]], ['2, k, 3', [-0.324038, 0.118142, 1.0]], ['2, k, 4', [-0.464515, -0.118696, 1.0]], ['2, k, 5', [-0.684769, -0.140026, 1.0]], ['2, k, 6', [-0.892471, -0.0714616, 1.0]], ['2, k, 7', [-0.955048, -0.0116952, 1.0]], ['2, k, 8', [-0.127922, -0.0447777, 1.0]], ['2, k, 9', [-0.264849, 0.205292, 1.0]], ['2, k, 10', [-0.444671, 0.396197, 1.0]], ['2, k, 11', [-0.497375, 0.42691, 1.0]], ['2, k, 12', [-0.308104, -0.605961, 1.0]], ['2, k, 13', [-0.404994, -1.10777, 1.0]], ['2, k, 14', [-0.497408, -1.45867, 1.0]], ['2, k, 15', [-0.472174, -1.56101, 1.0]], ['2, k, 16', [-0.157312, -0.565281, 1.0]], ['2, k, 17', [-0.0814438, -0.934824, 1.0]], ['2, k, 18', [-0.0829169, -1.28645, 1.0]], ['2, k, 19', [-0.119259, -1.35563, 1.0]], ['2, k, 20', [-0.254062, -0.0793909, 1.0]], ['2, k, 21', [-1.01945, 0.0172959, 1.0]], ['2, k, 22', [-0.914375, 0.0595985, 1.0]], ['2, k, 23', [-0.523726, 0.479876, 1.0]], ['2, k, 24', [-0.557738, 0.396679, 1.0]]]
[['2, k, 0', [-0.237415, -0.596096, 1.0]], ['2, k, 1', [-0.248858, -0.298433, 1.0]], ['2, k, 2', [-0.259666, -0.00667624, 1.0]], ['2, k, 3', [-0.32928, 0.117412, 1.0]], ['2, k, 4', [-0.471609, -0.130755, 1.0]], ['2, k, 5', [-0.686952, -0.168784, 1.0]], ['2, k, 6', [-0.897981, -0.0917405, 1.0]], ['2, k, 7', [-0.960497, -0.0437952, 1.0]], ['2, k, 8', [-0.132178, -0.0470196, 1.0]], ['2, k, 9', [-0.277862, 0.200143, 1.0]], ['2, k, 10', [-0.484253, 0.387563, 1.0]], ['2, k, 11', [-0.532832, 0.416128, 1.0]], ['2, k, 12', [-0.308886, -0.610357, 1.0]], ['2, k, 13', [-0.406097, -1.11164, 1.0]], ['2, k, 14', [-0.499122, -1.46237, 1.0]], ['2, k, 15', [-0.469329, -1.56168, 1.0]], ['2, k, 16', [-0.158229, -0.566943, 1.0]], ['2, k, 17', [-0.0808449, -0.935915, 1.0]], ['2, k, 18', [-0.0827125, -1.28778, 1.0]], ['2, k, 19', [-0.120885, -1.35588, 1.0]], ['2, k, 20', [-0.256734, -0.079069, 1.0]], ['2, k, 21', [-1.01866, -0.0203827, 1.0]], ['2, k, 22', [-0.914656, 0.0380191, 1.0]], ['2, k, 23', [-0.569923, 0.457891, 1.0]], ['2, k, 24', [-0.598536, 0.362746, 1.0]]]
[['2, k, 0', [-0.237991, -0.598112, 1.0]], ['2, k, 1', [-0.261237, -0.299679, 1.0]], ['2, k, 2', [-0.298661, -0.00276022, 1.0]], ['2, k, 3', [-0.343105, 0.115935, 1.0]], ['2, k, 4', [-0.47677, -0.138229, 1.0]], ['2, k, 5', [-0.688761, -0.19182, 1.0]], ['2, k, 6', [-0.899795, -0.138639, 1.0]], ['2, k, 7', [-0.960605, -0.0867826, 1.0]], ['2, k, 8', [-0.171901, -0.0558297, 1.0]], ['2, k, 9', [-0.331069, 0.189769, 1.0]], ['2, k, 10', [-0.515582, 0.377493, 1.0]], ['2, k, 11', [-0.564234, 0.404065, 1.0]], ['2, k, 12', [-0.309113, -0.613333, 1.0]], ['2, k, 13', [-0.406724, -1.11408, 1.0]], ['2, k, 14', [-0.499117, -1.46496, 1.0]], ['2, k, 15', [-0.472626, -1.56256, 1.0]], ['2, k, 16', [-0.159402, -0.568184, 1.0]], ['2, k, 17', [-0.0806433, -0.936661, 1.0]], ['2, k, 18', [-0.0822568, -1.28812, 1.0]], ['2, k, 19', [-0.126665, -1.35229, 1.0]], ['2, k, 20', [-0.288294, -0.0767791, 1.0]], ['2, k, 21', [-1.02455, -0.0676531, 1.0]], ['2, k, 22', [-0.918365, -0.0022159, 1.0]], ['2, k, 23', [-0.58731, 0.451849, 1.0]], ['2, k, 24', [-0.619983, 0.361667, 1.0]]]
[['2, k, 0', [-0.239697, -0.602484, 1.0]], ['2, k, 1', [-0.269071, -0.302649, 1.0]], ['2, k, 2', [-0.304151, -0.00428729, 1.0]], ['2, k, 3', [-0.352521, 0.111436, 1.0]], ['2, k, 4', [-0.483593, -0.146071, 1.0]], ['2, k, 5', [-0.68627, -0.227963, 1.0]], ['2, k, 6', [-0.8976, -0.17555, 1.0]], ['2, k, 7', [-0.966516, -0.134299, 1.0]], ['2, k, 8', [-0.174701, -0.0582576, 1.0]], ['2, k, 9', [-0.337138, 0.185682, 1.0]], ['2, k, 10', [-0.524865, 0.350722, 1.0]], ['2, k, 11', [-0.586327, 0.383991, 1.0]], ['2, k, 12', [-0.310329, -0.617819, 1.0]], ['2, k, 13', [-0.407722, -1.11817, 1.0]], ['2, k, 14', [-0.497925, -1.46952, 1.0]], ['2, k, 15', [-0.473584, -1.56085, 1.0]], ['2, k, 16', [-0.162121, -0.57239, 1.0]], ['2, k, 17', [-0.0798901, -0.93981, 1.0]], ['2, k, 18', [-0.0811678, -1.29087, 1.0]], ['2, k, 19', [-0.127042, -1.35521, 1.0]], ['2, k, 20', [-0.295153, -0.0785465, 1.0]], ['2, k, 21', [-1.02332, -0.112387, 1.0]], ['2, k, 22', [-0.94388, -0.0634904, 1.0]], ['2, k, 23', [-0.626169, 0.420912, 1.0]], ['2, k, 24', [-0.646254, 0.334664, 1.0]]]
[['2, k, 0', [-0.242505, -0.60771, 1.0]], ['2, k, 1', [-0.269798, -0.3039, 1.0]], ['2, k, 2', [-0.302654, -0.00505323, 1.0]], ['2, k, 3', [-0.362627, 0.109027, 1.0]], ['2, k, 4', [-0.496453, -0.163765, 1.0]], ['2, k, 5', [-0.697581, -0.248538, 1.0]], ['2, k, 6', [-0.909147, -0.200005, 1.0]], ['2, k, 7', [-0.969613, -0.16105, 1.0]], ['2, k, 8', [-0.172045, -0.0600986, 1.0]], ['2, k, 9', [-0.359452, 0.168092, 1.0]], ['2, k, 10', [-0.592725, 0.351859, 1.0]], ['2, k, 11', [-0.630282, 0.370461, 1.0]], ['2, k, 12', [-0.312668, -0.623882, 1.0]], ['2, k, 13', [-0.40983, -1.12421, 1.0]], ['2, k, 14', [-0.501181, -1.47529, 1.0]], ['2, k, 15', [-0.471668, -1.56365, 1.0]], ['2, k, 16', [-0.165906, -0.577088, 1.0]], ['2, k, 17', [-0.0792136, -0.943312, 1.0]], ['2, k, 18', [-0.0804319, -1.29426, 1.0]], ['2, k, 19', [-0.126935, -1.35877, 1.0]], ['2, k, 20', [-0.294581, -0.0791937, 1.0]], ['2, k, 21', [-1.02438, -0.146729, 1.0]], ['2, k, 22', [-0.936992, -0.0755848, 1.0]], ['2, k, 23', [-0.658241, 0.403465, 1.0]], ['2, k, 24', [-0.671797, 0.328898, 1.0]]]
[['2, k, 0', [-0.246945, -0.613455, 1.0]], ['2, k, 1', [-0.286844, -0.310051, 1.0]], ['2, k, 2', [-0.331075, -0.00964302, 1.0]], ['2, k, 3', [-0.382073, 0.101849, 1.0]], ['2, k, 4', [-0.500564, -0.168389, 1.0]], ['2, k, 5', [-0.694953, -0.267798, 1.0]], ['2, k, 6', [-0.90977, -0.235189, 1.0]], ['2, k, 7', [-0.972254, -0.20549, 1.0]], ['2, k, 8', [-0.183979, -0.0742354, 1.0]], ['2, k, 9', [-0.365714, 0.158648, 1.0]], ['2, k, 10', [-0.598207, 0.341548, 1.0]], ['2, k, 11', [-0.650028, 0.350477, 1.0]], ['2, k, 12', [-0.316685, -0.63093, 1.0]], ['2, k, 13', [-0.411669, -1.13172, 1.0]], ['2, k, 14', [-0.502518, -1.48282, 1.0]], ['2, k, 15', [-0.470631, -1.56391, 1.0]], ['2, k, 16', [-0.171289, -0.581861, 1.0]], ['2, k, 17', [-0.0777479, -0.946023, 1.0]], ['2, k, 18', [-0.0785981, -1.29673, 1.0]], ['2, k, 19', [-0.125625, -1.36077, 1.0]], ['2, k, 20', [-0.320066, -0.0842126, 1.0]], ['2, k, 21', [-1.03179, -0.198113, 1.0]], ['2, k, 22', [-0.960226, -0.136467, 1.0]], ['2, k, 23', [-0.681055, 0.388997, 1.0]], ['2, k, 24', [-0.693717, 0.310799, 1.0]]]
[['2, k, 0', [-0.250589, -0.618455, 1.0]], ['2, k, 1', [-0.298653, -0.314952, 1.0]], ['2, k, 2', [-0.349441, -0.0144409, 1.0]], ['2, k, 3', [-0.393138, 0.101037, 1.0]], ['2, k, 4', [-0.508615, -0.177573, 1.0]], ['2, k, 5', [-0.69084, -0.297444, 1.0]], ['2, k, 6', [-0.905207, -0.262739, 1.0]], ['2, k, 7', [-0.968032, -0.237831, 1.0]], ['2, k, 8', [-0.190954, -0.0799529, 1.0]], ['2, k, 9', [-0.380837, 0.146626, 1.0]], ['2, k, 10', [-0.600709, 0.313386, 1.0]], ['2, k, 11', [-0.659399, 0.329866, 1.0]], ['2, k, 12', [-0.319774, -0.637369, 1.0]], ['2, k, 13', [-0.413577, -1.13848, 1.0]], ['2, k, 14', [-0.503519, -1.48976, 1.0]], ['2, k, 15', [-0.466828, -1.56525, 1.0]], ['2, k, 16', [-0.175716, -0.585654, 1.0]], ['2, k, 17', [-0.0767411, -0.947998, 1.0]], ['2, k, 18', [-0.0784366, -1.29799, 1.0]], ['2, k, 19', [-0.126914, -1.36209, 1.0]], ['2, k, 20', [-0.33698, -0.0890178, 1.0]], ['2, k, 21', [-1.02339, -0.220114, 1.0]], ['2, k, 22', [-0.95462, -0.161144, 1.0]], ['2, k, 23', [-0.707137, 0.35899, 1.0]], ['2, k, 24', [-0.708478, 0.27944, 1.0]]]
[['2, k, 0', [-0.254936, -0.621313, 1.0]], ['2, k, 1', [-0.306077, -0.317535, 1.0]], ['2, k, 2', [-0.357026, -0.0171523, 1.0]], ['2, k, 3', [-0.409504, 0.0975833, 1.0]], ['2, k, 4', [-0.515695, -0.186185, 1.0]], ['2, k, 5', [-0.69195, -0.314677, 1.0]], ['2, k, 6', [-0.910288, -0.28628, 1.0]], ['2, k, 7', [-0.970243, -0.266518, 1.0]], ['2, k, 8', [-0.190971, -0.0782121, 1.0]], ['2, k, 9', [-0.388893, 0.140604, 1.0]], ['2, k, 10', [-0.604627, 0.29042, 1.0]], ['2, k, 11', [-0.672552, 0.31015, 1.0]], ['2, k, 12', [-0.3233, -0.640659, 1.0]], ['2, k, 13', [-0.414564, -1.1405, 1.0]], ['2, k, 14', [-0.507582, -1.49104, 1.0]], ['2, k, 15', [-0.466636, -1.56532, 1.0]], ['2, k, 16', [-0.180849, -0.587677, 1.0]], ['2, k, 17', [-0.0761303, -0.948251, 1.0]], ['2, k, 18', [-0.0775644, -1.29807, 1.0]], ['2, k, 19', [-0.125948, -1.36244, 1.0]], ['2, k, 20', [-0.344632, -0.0916566, 1.0]], ['2, k, 21', [-1.02126, -0.258292, 1.0]], ['2, k, 22', [-0.955515, -0.186056, 1.0]], ['2, k, 23', [-0.733132, 0.339843, 1.0]], ['2, k, 24', [-0.714639, 0.282993, 1.0]]]
[['2, k, 0', [-0.255555, -0.623895, 1.0]], ['2, k, 1', [-0.30956, -0.319741, 1.0]], ['2, k, 2', [-0.365163, -0.0203224, 1.0]], ['2, k, 3', [-0.428284, 0.091596, 1.0]], ['2, k, 4', [-0.520304, -0.192989, 1.0]], ['2, k, 5', [-0.689112, -0.331241, 1.0]], ['2, k, 6', [-0.906074, -0.32483, 1.0]], ['2, k, 7', [-0.968534, -0.297474, 1.0]], ['2, k, 8', [-0.198306, -0.077795, 1.0]], ['2, k, 9', [-0.397694, 0.13902, 1.0]], ['2, k, 10', [-0.648326, 0.274195, 1.0]], ['2, k, 11', [-0.711967, 0.288516, 1.0]], ['2, k, 12', [-0.323647, -0.646286, 1.0]], ['2, k, 13', [-0.415405, -1.1414, 1.0]], ['2, k, 14', [-0.507835, -1.49209, 1.0]], ['2, k, 15', [-0.467467, -1.56627, 1.0]], ['2, k, 16', [-0.181527, -0.588204, 1.0]], ['2, k, 17', [-0.0777437, -0.948621, 1.0]], ['2, k, 18', [-0.0783796, -1.29852, 1.0]], ['2, k, 19', [-0.108867, -1.36448, 1.0]], ['2, k, 20', [-0.351392, -0.0945252, 1.0]], ['2, k, 21', [-1.02319, -0.291512, 1.0]], ['2, k, 22', [-0.952443, -0.213667, 1.0]], ['2, k, 23', [-0.761014, 0.308186, 1.0]], ['2, k, 24', [-0.754131, 0.22507, 1.0]]]
[['2, k, 0', [-0.256547, -0.626585, 1.0]], ['2, k, 1', [-0.321035, -0.326541, 1.0]], ['2, k, 2', [-0.393568, -0.0328656, 1.0]], ['2, k, 3', [-0.434531, 0.0863467, 1.0]], ['2, k, 4', [-0.525473, -0.199376, 1.0]], ['2, k, 5', [-0.685152, -0.348114, 1.0]], ['2, k, 6', [-0.902781, -0.348209, 1.0]], ['2, k, 7', [-0.964294, -0.3237, 1.0]], ['2, k, 8', [-0.227042, -0.087803, 1.0]], ['2, k, 9', [-0.435103, 0.120867, 1.0]], ['2, k, 10', [-0.646793, 0.261122, 1.0]], ['2, k, 11', [-0.721464, 0.271797, 1.0]], ['2, k, 12', [-0.324033, -0.651324, 1.0]], ['2, k, 13', [-0.415924, -1.14075, 1.0]], ['2, k, 14', [-0.505894, -1.49206, 1.0]], ['2, k, 15', [-0.467697, -1.56657, 1.0]], ['2, k, 16', [-0.182983, -0.5893, 1.0]], ['2, k, 17', [-0.0813537, -0.949667, 1.0]], ['2, k, 18', [-0.0795076, -1.2998, 1.0]], ['2, k, 19', [-0.107947, -1.36631, 1.0]], ['2, k, 20', [-0.375254, -0.105554, 1.0]], ['2, k, 21', [-1.0225, -0.32148, 1.0]], ['2, k, 22', [-0.950152, -0.237344, 1.0]], ['2, k, 23', [-0.776701, 0.298433, 1.0]], ['2, k, 24', [-0.757385, 0.223931, 1.0]]]
