[['2, k, 0', [0.015014, 0.02050807, 1.0]], ['2, k, 1', [0.008143025, 0.3318504, 1.0]], ['2, k, 2', [0.0003201387, 0.6300445, 1.0]], ['2, k, 3', [-0.01968085, 0.7531926, 1.0]], ['2, k, 4', [-0.1529943, 0.5039415, 1.0]], ['2, k, 5', [-0.2131346, 0.2390567, 1.0]], ['2, k, 6', [-0.2782865, 0.03242216, 1.0]], ['2, k, 7', [-0.3225193, -0.03530575, 1.0]], ['2, k, 8', [0.1668971, 0.54471, 1.0]], ['2, k, 9', [0.2351863, 0.2794003, 1.0]], ['2, k, 10', [0.2953346, 0.04080306, 1.0]], ['2, k, 11', [0.3022002, -0.0002573538, 1.0]], ['2, k, 12', [-0.05609011, 0.02099757, 1.0]], ['2, k, 13', [-0.07374398, -0.3777177, 1.0]], ['2, k, 14', [-0.07260682, -0.7007865, 1.0]], ['2, k, 15', [-0.09127873, -0.7472457, 1.0]], ['2, k, 16', [0.08524084, 0.01932137, 1.0]], ['2, k, 17', [0.1458993, -0.4400197, 1.0]], ['2, k, 18', [0.2359863, -0.7107954, 1.0]], ['2, k, 19', [0.2322781, -0.7516774, 1.0]], ['2, k, 20', [0.002295431, 0.5574138, 1.0]], ['2, k, 21', [-0.3558786, -0.1181332, 1.0]], ['2, k, 22', [-0.316179, -0.06770809, 1.0]], ['2, k, 23', [0.3099171, -0.08728868, 1.0]], ['2, k, 24', [0.3366797, 0.01773861, 1.0]]]
[['2, k, 0', [0.05725496, 0.07407241, 1.0]], ['2, k, 1', [0.06283428, 0.3650512, 1.0]], ['2, k, 2', [0.06611728, 0.6440974, 1.0]], ['2, k, 3', [0.05869882, 0.7592387, 1.0]], ['2, k, 4', [-0.10095, 0.6424105, 1.0]], ['2, k, 5', [-0.2340841, 0.8242896, 1.0]], ['2, k, 6', [-0.3549644, 0.9819096, 1.0]], ['2, k, 7', [-0.3540358, 0.9972472, 1.0]], ['2, k, 8', [0.2354796, 0.5541723, 1.0]], ['2, k, 9', [0.2708804, 0.2986987, 1.0]], ['2, k, 10', [0.309507, 0.06418106, 1.0]], ['2, k, 11', [0.3145046, 0.02637205, 1.0]], ['2, k, 12', [-0.01389075, 0.07956796, 1.0]], ['2, k, 13', [-0.03018562, -0.3546197, 1.0]], ['2, k, 14', [-0.05051339, -0.6979507, 1.0]], ['2, k, 15', [-0.07885674, -0.7390839, 1.0]], ['2, k, 16', [0.1258059, 0.06591836, 1.0]], ['2, k, 17', [0.1802415, -0.4072515, 1.0]], ['2, k, 18', [0.2132586, -0.7045991, 1.0]], ['2, k, 19', [0.2310474, -0.7394766, 1.0]], ['2, k, 20', [0.06556845, 0.5761653, 1.0]], ['2, k, 21', [-0.3540596, 0.9929333, 1.0]], ['2, k, 22', [-0.3497734, 0.980538, 1.0]], ['2, k, 23', [0.3149559, -0.03323286, 1.0]], ['2, k, 24', [0.2978685, 0.03790195, 1.0]]]
[['2, k, 0', [0.05571046, 0.07429472, 1.0]], ['2, k, 1', [0.06220922, 0.365035, 1.0]], ['2, k, 2', [0.06615046, 0.6438758, 1.0]], ['2, k, 3', [0.05796155, 0.7593162, 1.0]], ['2, k, 4', [-0.1007146, 0.6425633, 1.0]], ['2, k, 5', [-0.2307054, 0.8313062, 1.0]], ['2, k, 6', [-0.357694, 0.9854463, 1.0]], ['2, k, 7', [-0.4004744, 1.038486, 1.0]], ['2, k, 8', [0.2350416, 0.5541539, 1.0]], ['2, k, 9', [0.2704977, 0.3002818, 1.0]], ['2, k, 10', [0.3095416, 0.06440072, 1.0]], ['2, k, 11', [0.3149571, 0.02720725, 1.0]], ['2, k, 12', [-0.01514011, 0.07950924, 1.0]], ['2, k, 13', [-0.03090929, -0.3544594, 1.0]], ['2, k, 14', [-0.05088038, -0.6985542, 1.0]], ['2, k, 15', [-0.07914438, -0.7391824, 1.0]], ['2, k, 16', [0.1241287, 0.06640867, 1.0]], ['2, k, 17', [0.1798105, -0.4082157, 1.0]], ['2, k, 18', [0.2129169, -0.7062805, 1.0]], ['2, k, 19', [0.2312029, -0.7400655, 1.0]], ['2, k, 20', [0.06545397, 0.5759988, 1.0]], ['2, k, 21', [-0.4002301, 1.033877, 1.0]], ['2, k, 22', [-0.3955931, 1.021096, 1.0]], ['2, k, 23', [0.3185599, -0.04522948, 1.0]], ['2, k, 24', [0.3471087, 0.0297032, 1.0]]]
[['2, k, 0', [0.05459137, 0.07434442, 1.0]], ['2, k, 1', [0.06154272, 0.364949, 1.0]], ['2, k, 2', [0.06604246, 0.6436277, 1.0]], ['2, k, 3', [0.05527149, 0.7606831, 1.0]], ['2, k, 4', [-0.100345, 0.6430838, 1.0]], ['2, k, 5', [-0.2267715, 0.8373032, 1.0]], ['2, k, 6', [-0.358804, 0.9881601, 1.0]], ['2, k, 7', [-0.4032572, 1.040119, 1.0]], ['2, k, 8', [0.2345847, 0.5542924, 1.0]], ['2, k, 9', [0.2697672, 0.2972323, 1.0]], ['2, k, 10', [0.3078325, 0.06744872, 1.0]], ['2, k, 11', [0.3141327, 0.02650506, 1.0]], ['2, k, 12', [-0.01655552, 0.08140822, 1.0]], ['2, k, 13', [-0.03177848, -0.3555452, 1.0]], ['2, k, 14', [-0.04983474, -0.6974408, 1.0]], ['2, k, 15', [-0.08006608, -0.739776, 1.0]], ['2, k, 16', [0.1227006, 0.06447669, 1.0]], ['2, k, 17', [0.1792567, -0.4100735, 1.0]], ['2, k, 18', [0.2292654, -0.7062119, 1.0]], ['2, k, 19', [0.2307389, -0.7422159, 1.0]], ['2, k, 20', [0.06520886, 0.5757852, 1.0]], ['2, k, 21', [-0.4029985, 1.035501, 1.0]], ['2, k, 22', [-0.396579, 1.021675, 1.0]], ['2, k, 23', [0.3150603, -0.03994922, 1.0]], ['2, k, 24', [0.3048546, 0.03904169, 1.0]]]
[['2, k, 0', [0.05425793, 0.07377775, 1.0]], ['2, k, 1', [0.06115636, 0.3645381, 1.0]], ['2, k, 2', [0.06584499, 0.643282, 1.0]], ['2, k, 3', [0.05506339, 0.7611609, 1.0]], ['2, k, 4', [-0.09805593, 0.6488052, 1.0]], ['2, k, 5', [-0.2212396, 0.8406782, 1.0]], ['2, k, 6', [-0.3549982, 0.9901482, 1.0]], ['2, k, 7', [-0.4000162, 1.041655, 1.0]], ['2, k, 8', [0.2339065, 0.5545514, 1.0]], ['2, k, 9', [0.2691659, 0.297241, 1.0]], ['2, k, 10', [0.3076194, 0.06739368, 1.0]], ['2, k, 11', [0.3142655, 0.02482391, 1.0]], ['2, k, 12', [-0.01658016, 0.08155932, 1.0]], ['2, k, 13', [-0.03176018, -0.3566965, 1.0]], ['2, k, 14', [-0.04953114, -0.6974128, 1.0]], ['2, k, 15', [-0.08013896, -0.739839, 1.0]], ['2, k, 16', [0.1219948, 0.0623362, 1.0]], ['2, k, 17', [0.1786779, -0.4126803, 1.0]], ['2, k, 18', [0.2294937, -0.7081956, 1.0]], ['2, k, 19', [0.2310638, -0.7445734, 1.0]], ['2, k, 20', [0.06494342, 0.5754182, 1.0]], ['2, k, 21', [-0.3997701, 1.037018, 1.0]], ['2, k, 22', [-0.3952546, 1.023417, 1.0]], ['2, k, 23', [0.3209594, -0.04881028, 1.0]], ['2, k, 24', [0.3495578, 0.03102783, 1.0]]]
[['2, k, 0', [0.05279227, 0.07368901, 1.0]], ['2, k, 1', [0.06062595, 0.3642457, 1.0]], ['2, k, 2', [0.06590423, 0.6428257, 1.0]], ['2, k, 3', [0.05279679, 0.7613294, 1.0]], ['2, k, 4', [-0.09690486, 0.6545089, 1.0]], ['2, k, 5', [-0.2175284, 0.845319, 1.0]], ['2, k, 6', [-0.3522071, 0.9939584, 1.0]], ['2, k, 7', [-0.3975247, 1.0452, 1.0]], ['2, k, 8', [0.2330109, 0.5545143, 1.0]], ['2, k, 9', [0.2686259, 0.2963808, 1.0]], ['2, k, 10', [0.3076363, 0.06722786, 1.0]], ['2, k, 11', [0.3136448, 0.028434, 1.0]], ['2, k, 12', [-0.01765485, 0.08205874, 1.0]], ['2, k, 13', [-0.03256669, -0.3575866, 1.0]], ['2, k, 14', [-0.04962439, -0.6976203, 1.0]], ['2, k, 15', [-0.08016291, -0.739888, 1.0]], ['2, k, 16', [0.1205042, 0.06188991, 1.0]], ['2, k, 17', [0.1780105, -0.4140816, 1.0]], ['2, k, 18', [0.2222459, -0.7080025, 1.0]], ['2, k, 19', [0.2319519, -0.7439082, 1.0]], ['2, k, 20', [0.06487273, 0.5750306, 1.0]], ['2, k, 21', [-0.3972885, 1.040538, 1.0]], ['2, k, 22', [-0.392662, 1.027688, 1.0]], ['2, k, 23', [0.3158166, -0.03567882, 1.0]], ['2, k, 24', [0.3452282, 0.03038793, 1.0]]]
[['2, k, 0', [0.05123001, 0.07497707, 1.0]], ['2, k, 1', [0.06005003, 0.3644701, 1.0]], ['2, k, 2', [0.06594177, 0.6425371, 1.0]], ['2, k, 3', [0.05232941, 0.76137, 1.0]], ['2, k, 4', [-0.09607391, 0.6569906, 1.0]], ['2, k, 5', [-0.2122022, 0.8461444, 1.0]], ['2, k, 6', [-0.3468507, 0.9945784, 1.0]], ['2, k, 7', [-0.3921484, 1.045757, 1.0]], ['2, k, 8', [0.2313096, 0.5544267, 1.0]], ['2, k, 9', [0.267124, 0.3026031, 1.0]], ['2, k, 10', [0.3083609, 0.06161534, 1.0]], ['2, k, 11', [0.3147989, 0.02608077, 1.0]], ['2, k, 12', [-0.0184646, 0.08251636, 1.0]], ['2, k, 13', [-0.03250663, -0.3592073, 1.0]], ['2, k, 14', [-0.05053121, -0.6997648, 1.0]], ['2, k, 15', [-0.08029121, -0.7399619, 1.0]], ['2, k, 16', [0.1180129, 0.06459115, 1.0]], ['2, k, 17', [0.1775759, -0.417304, 1.0]], ['2, k, 18', [0.2188555, -0.7084327, 1.0]], ['2, k, 19', [0.2324207, -0.7437341, 1.0]], ['2, k, 20', [0.0647886, 0.5748568, 1.0]], ['2, k, 21', [-0.3919353, 1.041079, 1.0]], ['2, k, 22', [-0.387339, 1.028209, 1.0]], ['2, k, 23', [0.315354, -0.0360806, 1.0]], ['2, k, 24', [0.3486545, 0.03021559, 1.0]]]
[['2, k, 0', [0.04992802, 0.07420468, 1.0]], ['2, k, 1', [0.05765011, 0.3640254, 1.0]], ['2, k, 2', [0.06311667, 0.6422651, 1.0]], ['2, k, 3', [0.04910793, 0.7618419, 1.0]], ['2, k, 4', [-0.09539458, 0.6589625, 1.0]], ['2, k, 5', [-0.2069185, 0.8455787, 1.0]], ['2, k, 6', [-0.3416713, 0.99381, 1.0]], ['2, k, 7', [-0.3869943, 1.044924, 1.0]], ['2, k, 8', [0.2228527, 0.5533651, 1.0]], ['2, k, 9', [0.2665482, 0.3054196, 1.0]], ['2, k, 10', [0.3080692, 0.06234368, 1.0]], ['2, k, 11', [0.3138692, 0.02727827, 1.0]], ['2, k, 12', [-0.01992909, 0.08005539, 1.0]], ['2, k, 13', [-0.03272057, -0.3602028, 1.0]], ['2, k, 14', [-0.05120784, -0.6992136, 1.0]], ['2, k, 15', [-0.08030131, -0.7398833, 1.0]], ['2, k, 16', [0.1170414, 0.06485245, 1.0]], ['2, k, 17', [0.177504, -0.4174984, 1.0]], ['2, k, 18', [0.2169807, -0.7084827, 1.0]], ['2, k, 19', [0.2326613, -0.7437412, 1.0]], ['2, k, 20', [0.06196553, 0.574535, 1.0]], ['2, k, 21', [-0.3868018, 1.040235, 1.0]], ['2, k, 22', [-0.3822324, 1.027349, 1.0]], ['2, k, 23', [0.3149909, -0.03108091, 1.0]], ['2, k, 24', [0.3454021, 0.03211883, 1.0]]]
[['2, k, 0', [0.04958118, 0.07309428, 1.0]], ['2, k, 1', [0.05612802, 0.3636799, 1.0]], ['2, k, 2', [0.06049894, 0.6423656, 1.0]], ['2, k, 3', [0.04666977, 0.7629692, 1.0]], ['2, k, 4', [-0.09510962, 0.6612478, 1.0]], ['2, k, 5', [-0.204154, 0.847769, 1.0]], ['2, k, 6', [-0.3391028, 0.9958328, 1.0]], ['2, k, 7', [-0.3844862, 1.046899, 1.0]], ['2, k, 8', [0.2201874, 0.553135, 1.0]], ['2, k, 9', [0.2662152, 0.3032573, 1.0]], ['2, k, 10', [0.3073106, 0.06134173, 1.0]], ['2, k, 11', [0.3140656, 0.02829677, 1.0]], ['2, k, 12', [-0.01983631, 0.0797473, 1.0]], ['2, k, 13', [-0.0328039, -0.3601886, 1.0]], ['2, k, 14', [-0.05068751, -0.6984552, 1.0]], ['2, k, 15', [-0.0805996, -0.7383161, 1.0]], ['2, k, 16', [0.1164174, 0.06305728, 1.0]], ['2, k, 17', [0.1773308, -0.4184214, 1.0]], ['2, k, 18', [0.2214673, -0.7103049, 1.0]], ['2, k, 19', [0.2325569, -0.7459822, 1.0]], ['2, k, 20', [0.05962691, 0.5745184, 1.0]], ['2, k, 21', [-0.3843028, 1.042188, 1.0]], ['2, k, 22', [-0.3797451, 1.029275, 1.0]], ['2, k, 23', [0.3179626, -0.03848233, 1.0]], ['2, k, 24', [0.3522712, 0.02662764, 1.0]]]
[['2, k, 0', [0.04906042, 0.07212488, 1.0]], ['2, k, 1', [0.05479967, 0.363319, 1.0]], ['2, k, 2', [0.05854211, 0.6423818, 1.0]], ['2, k, 3', [0.04416047, 0.7634169, 1.0]], ['2, k, 4', [-0.09519755, 0.6623952, 1.0]], ['2, k, 5', [-0.2020473, 0.8479267, 1.0]], ['2, k, 6', [-0.337054, 0.9959068, 1.0]], ['2, k, 7', [-0.3824532, 1.04695, 1.0]], ['2, k, 8', [0.2177884, 0.5529683, 1.0]], ['2, k, 9', [0.2663125, 0.3027622, 1.0]], ['2, k, 10', [0.3084415, 0.06060145, 1.0]], ['2, k, 11', [0.3138396, 0.02633859, 1.0]], ['2, k, 12', [-0.02013476, 0.07939681, 1.0]], ['2, k, 13', [-0.03301473, -0.3591193, 1.0]], ['2, k, 14', [-0.05097504, -0.698767, 1.0]], ['2, k, 15', [-0.08030912, -0.7400512, 1.0]], ['2, k, 16', [0.1158602, 0.06160363, 1.0]], ['2, k, 17', [0.1773603, -0.4204106, 1.0]], ['2, k, 18', [0.2162687, -0.7099462, 1.0]], ['2, k, 19', [0.2331689, -0.7451468, 1.0]], ['2, k, 20', [0.05781943, 0.5744417, 1.0]], ['2, k, 21', [-0.3822757, 1.042226, 1.0]], ['2, k, 22', [-0.3777256, 1.029295, 1.0]], ['2, k, 23', [0.314205, -0.03759725, 1.0]], ['2, k, 24', [0.3460752, 0.02915422, 1.0]]]
[['2, k, 0', [0.0491228, 0.07075967, 1.0]], ['2, k, 1', [0.05399192, 0.3627822, 1.0]], ['2, k, 2', [0.056945, 0.6423033, 1.0]], ['2, k, 3', [0.03832334, 0.7640209, 1.0]], ['2, k, 4', [-0.09539091, 0.661886, 1.0]], ['2, k, 5', [-0.1980985, 0.8475168, 1.0]], ['2, k, 6', [-0.3331616, 0.9954404, 1.0]], ['2, k, 7', [-0.3785725, 1.046468, 1.0]], ['2, k, 8', [0.2158808, 0.5528027, 1.0]], ['2, k, 9', [0.2663765, 0.3015477, 1.0]], ['2, k, 10', [0.3080798, 0.05879996, 1.0]], ['2, k, 11', [0.314519, 0.02577503, 1.0]], ['2, k, 12', [-0.02000963, 0.07860587, 1.0]], ['2, k, 13', [-0.03300048, -0.3593091, 1.0]], ['2, k, 14', [-0.05002626, -0.6971694, 1.0]], ['2, k, 15', [-0.08073558, -0.7401665, 1.0]], ['2, k, 16', [0.1159651, 0.05979631, 1.0]], ['2, k, 17', [0.1775585, -0.4214606, 1.0]], ['2, k, 18', [0.2256002, -0.7128845, 1.0]], ['2, k, 19', [0.2375918, -0.7517887, 1.0]], ['2, k, 20', [0.0564411, 0.574246, 1.0]], ['2, k, 21', [-0.37841, 1.041732, 1.0]], ['2, k, 22', [-0.3738795, 1.028785, 1.0]], ['2, k, 23', [0.3069706, -0.08198649, 1.0]], ['2, k, 24', [0.3052624, 0.03800301, 1.0]]]
[['2, k, 0', [0.04933118, 0.07018036, 1.0]], ['2, k, 1', [0.05339091, 0.3625184, 1.0]], ['2, k, 2', [0.05567406, 0.6422433, 1.0]], ['2, k, 3', [0.0380735, 0.7639826, 1.0]], ['2, k, 4', [-0.09579044, 0.6600656, 1.0]], ['2, k, 5', [-0.1959158, 0.8496832, 1.0]], ['2, k, 6', [-0.3310372, 0.997548, 1.0]], ['2, k, 7', [-0.3764637, 1.048564, 1.0]], ['2, k, 8', [0.2147313, 0.5527781, 1.0]], ['2, k, 9', [0.2670943, 0.2997929, 1.0]], ['2, k, 10', [0.3078282, 0.06353104, 1.0]], ['2, k, 11', [0.3139168, 0.02445269, 1.0]], ['2, k, 12', [-0.01988416, 0.07838786, 1.0]], ['2, k, 13', [-0.03259475, -0.3602164, 1.0]], ['2, k, 14', [-0.0478413, -0.693914, 1.0]], ['2, k, 15', [-0.08075853, -0.7396012, 1.0]], ['2, k, 16', [0.1163429, 0.05894057, 1.0]], ['2, k, 17', [0.1770214, -0.4227356, 1.0]], ['2, k, 18', [0.2207715, -0.7111422, 1.0]], ['2, k, 19', [0.2371033, -0.74887, 1.0]], ['2, k, 20', [0.05534143, 0.5741366, 1.0]], ['2, k, 21', [-0.3763086, 1.043807, 1.0]], ['2, k, 22', [-0.3717878, 1.030833, 1.0]], ['2, k, 23', [0.3120815, -0.03721884, 1.0]], ['2, k, 24', [0.3465463, 0.03025181, 1.0]]]
[['2, k, 0', [0.04967781, 0.06850132, 1.0]], ['2, k, 1', [0.05289123, 0.3618782, 1.0]], ['2, k, 2', [0.05483304, 0.6421062, 1.0]], ['2, k, 3', [0.03764724, 0.7637468, 1.0]], ['2, k, 4', [-0.09613067, 0.6578246, 1.0]], ['2, k, 5', [-0.1947059, 0.8492623, 1.0]], ['2, k, 6', [-0.2823944, 1.04778, 1.0]], ['2, k, 7', [-0.3098423, 1.11136, 1.0]], ['2, k, 8', [0.2141835, 0.5527088, 1.0]], ['2, k, 9', [0.2671033, 0.2994775, 1.0]], ['2, k, 10', [0.3077426, 0.06481824, 1.0]], ['2, k, 11', [0.3128, 0.03096004, 1.0]], ['2, k, 12', [-0.01969704, 0.0761787, 1.0]], ['2, k, 13', [-0.03252036, -0.3604778, 1.0]], ['2, k, 14', [-0.04733769, -0.6943393, 1.0]], ['2, k, 15', [-0.08069463, -0.7395532, 1.0]], ['2, k, 16', [0.1168662, 0.05788275, 1.0]], ['2, k, 17', [0.1772295, -0.4238008, 1.0]], ['2, k, 18', [0.2181638, -0.7107911, 1.0]], ['2, k, 19', [0.2366335, -0.7474584, 1.0]], ['2, k, 20', [0.05459133, 0.5739064, 1.0]], ['2, k, 21', [-0.3099796, 1.106071, 1.0]], ['2, k, 22', [-0.3058401, 1.092401, 1.0]], ['2, k, 23', [0.315172, -0.03403125, 1.0]], ['2, k, 24', [0.3143591, 0.03838599, 1.0]]]
[['2, k, 0', [0.05050028, 0.06754712, 1.0]], ['2, k, 1', [0.05271137, 0.3616267, 1.0]], ['2, k, 2', [0.05409693, 0.6422738, 1.0]], ['2, k, 3', [0.03802624, 0.7636307, 1.0]], ['2, k, 4', [-0.09636652, 0.6564137, 1.0]], ['2, k, 5', [-0.1938257, 0.8484548, 1.0]], ['2, k, 6', [-0.2862629, 1.050831, 1.0]], ['2, k, 7', [-0.3154339, 1.11592, 1.0]], ['2, k, 8', [0.2135473, 0.5526721, 1.0]], ['2, k, 9', [0.267335, 0.2984298, 1.0]], ['2, k, 10', [0.308049, 0.06620258, 1.0]], ['2, k, 11', [0.3142461, 0.02938404, 1.0]], ['2, k, 12', [-0.01867277, 0.07483772, 1.0]], ['2, k, 13', [-0.03232992, -0.3610066, 1.0]], ['2, k, 14', [-0.04684138, -0.694482, 1.0]], ['2, k, 15', [-0.08087759, -0.7395656, 1.0]], ['2, k, 16', [0.1175395, 0.05736016, 1.0]], ['2, k, 17', [0.1772957, -0.4251606, 1.0]], ['2, k, 18', [0.2159686, -0.7102227, 1.0]], ['2, k, 19', [0.236319, -0.7463582, 1.0]], ['2, k, 20', [0.05401598, 0.573967, 1.0]], ['2, k, 21', [-0.313764, 1.1124, 1.0]], ['2, k, 22', [-0.3113867, 1.096992, 1.0]], ['2, k, 23', [0.3171709, -0.03321295, 1.0]], ['2, k, 24', [0.3517494, 0.02794023, 1.0]]]
[['2, k, 0', [0.05000195, 0.06721839, 1.0]], ['2, k, 1', [0.05249935, 0.3614093, 1.0]], ['2, k, 2', [0.05408612, 0.6422381, 1.0]], ['2, k, 3', [0.03919091, 0.7632595, 1.0]], ['2, k, 4', [-0.09613749, 0.6547011, 1.0]], ['2, k, 5', [-0.1932359, 0.8474806, 1.0]], ['2, k, 6', [-0.2877868, 1.052187, 1.0]], ['2, k, 7', [-0.317792, 1.118286, 1.0]], ['2, k, 8', [0.2132314, 0.552624, 1.0]], ['2, k, 9', [0.2678073, 0.2968243, 1.0]], ['2, k, 10', [0.3078163, 0.06886945, 1.0]], ['2, k, 11', [0.3146633, 0.02860222, 1.0]], ['2, k, 12', [-0.01925881, 0.07479248, 1.0]], ['2, k, 13', [-0.03154554, -0.3621179, 1.0]], ['2, k, 14', [-0.04967072, -0.6974736, 1.0]], ['2, k, 15', [-0.08113602, -0.73966, 1.0]], ['2, k, 16', [0.1171803, 0.05675873, 1.0]], ['2, k, 17', [0.1773168, -0.4252705, 1.0]], ['2, k, 18', [0.2150694, -0.7100148, 1.0]], ['2, k, 19', [0.2362076, -0.7460179, 1.0]], ['2, k, 20', [0.05397158, 0.5739003, 1.0]], ['2, k, 21', [-0.3164791, 1.113806, 1.0]], ['2, k, 22', [-0.3137311, 1.099384, 1.0]], ['2, k, 23', [0.3164948, -0.03570373, 1.0]], ['2, k, 24', [0.3161374, 0.04284397, 1.0]]]
[['2, k, 0', [0.04991245, 0.06702085, 1.0]], ['2, k, 1', [0.05217543, 0.361154, 1.0]], ['2, k, 2', [0.05360484, 0.642029, 1.0]], ['2, k, 3', [0.03771504, 0.7628619, 1.0]], ['2, k, 4', [-0.09650837, 0.6534131, 1.0]], ['2, k, 5', [-0.193179, 0.8472354, 1.0]], ['2, k, 6', [-0.2885911, 1.053011, 1.0]], ['2, k, 7', [-0.3190318, 1.119734, 1.0]], ['2, k, 8', [0.212984, 0.552474, 1.0]], ['2, k, 9', [0.2683291, 0.2978998, 1.0]], ['2, k, 10', [0.3078105, 0.07065104, 1.0]], ['2, k, 11', [0.3130518, 0.0296195, 1.0]], ['2, k, 12', [-0.01936839, 0.0748744, 1.0]], ['2, k, 13', [-0.03090001, -0.363256, 1.0]], ['2, k, 14', [-0.04889694, -0.6960728, 1.0]], ['2, k, 15', [-0.08140933, -0.7397521, 1.0]], ['2, k, 16', [0.1171336, 0.05623611, 1.0]], ['2, k, 17', [0.177591, -0.4257024, 1.0]], ['2, k, 18', [0.2118937, -0.7062483, 1.0]], ['2, k, 19', [0.2393138, -0.7434361, 1.0]], ['2, k, 20', [0.05350287, 0.5736758, 1.0]], ['2, k, 21', [-0.3179021, 1.115407, 1.0]], ['2, k, 22', [-0.3149657, 1.100849, 1.0]], ['2, k, 23', [0.3145118, -0.03355351, 1.0]], ['2, k, 24', [0.3270562, 0.03785598, 1.0]]]
[['2, k, 0', [0.0503697, 0.06685384, 1.0]], ['2, k, 1', [0.05227827, 0.3610658, 1.0]], ['2, k, 2', [0.05359009, 0.6420172, 1.0]], ['2, k, 3', [0.0393455, 0.762023, 1.0]], ['2, k, 4', [-0.09646931, 0.6527532, 1.0]], ['2, k, 5', [-0.1929476, 0.8468859, 1.0]], ['2, k, 6', [-0.2897393, 1.052785, 1.0]], ['2, k, 7', [-0.3206905, 1.119642, 1.0]], ['2, k, 8', [0.2129552, 0.5524424, 1.0]], ['2, k, 9', [0.2684745, 0.2978383, 1.0]], ['2, k, 10', [0.308024, 0.07140713, 1.0]], ['2, k, 11', [0.314027, 0.0315987, 1.0]], ['2, k, 12', [-0.01899234, 0.07491422, 1.0]], ['2, k, 13', [-0.03063452, -0.3639355, 1.0]], ['2, k, 14', [-0.04892145, -0.6960261, 1.0]], ['2, k, 15', [-0.08209975, -0.7402275, 1.0]], ['2, k, 16', [0.1177326, 0.05583266, 1.0]], ['2, k, 17', [0.1775893, -0.4260476, 1.0]], ['2, k, 18', [0.2241246, -0.7100867, 1.0]], ['2, k, 19', [0.2407457, -0.7513183, 1.0]], ['2, k, 20', [0.05349447, 0.5736542, 1.0]], ['2, k, 21', [-0.3194922, 1.11598, 1.0]], ['2, k, 22', [-0.3166078, 1.100772, 1.0]], ['2, k, 23', [0.3169155, -0.03532888, 1.0]], ['2, k, 24', [0.3451062, 0.04051375, 1.0]]]
[['2, k, 0', [0.05008507, 0.06688119, 1.0]], ['2, k, 1', [0.05215863, 0.3609984, 1.0]], ['2, k, 2', [0.05354972, 0.6419035, 1.0]], ['2, k, 3', [0.03943994, 0.7616189, 1.0]], ['2, k, 4', [-0.09651468, 0.6520004, 1.0]], ['2, k, 5', [-0.1929558, 0.846753, 1.0]], ['2, k, 6', [-0.2901859, 1.053743, 1.0]], ['2, k, 7', [-0.3213521, 1.121093, 1.0]], ['2, k, 8', [0.2129555, 0.55237, 1.0]], ['2, k, 9', [0.2693054, 0.297141, 1.0]], ['2, k, 10', [0.308025, 0.07193515, 1.0]], ['2, k, 11', [0.3135321, 0.02880837, 1.0]], ['2, k, 12', [-0.01964958, 0.07519887, 1.0]], ['2, k, 13', [-0.03047382, -0.3642438, 1.0]], ['2, k, 14', [-0.04890592, -0.6959656, 1.0]], ['2, k, 15', [-0.08214937, -0.7402908, 1.0]], ['2, k, 16', [0.117653, 0.05578375, 1.0]], ['2, k, 17', [0.1775699, -0.4257508, 1.0]], ['2, k, 18', [0.2190394, -0.7091075, 1.0]], ['2, k, 19', [0.2414856, -0.7487706, 1.0]], ['2, k, 20', [0.05342857, 0.5735519, 1.0]], ['2, k, 21', [-0.3202753, 1.11755, 1.0]], ['2, k, 22', [-0.3172698, 1.102235, 1.0]], ['2, k, 23', [0.3180216, -0.03503449, 1.0]], ['2, k, 24', [0.3478586, 0.0302124, 1.0]]]
[['2, k, 0', [0.05028338, 0.06819043, 1.0]], ['2, k, 1', [0.05221535, 0.3612455, 1.0]], ['2, k, 2', [0.05355853, 0.6418968, 1.0]], ['2, k, 3', [0.04099075, 0.7613667, 1.0]], ['2, k, 4', [-0.09650797, 0.6516433, 1.0]], ['2, k, 5', [-0.1929837, 0.8467686, 1.0]], ['2, k, 6', [-0.2913682, 1.054512, 1.0]], ['2, k, 7', [-0.3229643, 1.122202, 1.0]], ['2, k, 8', [0.2130927, 0.5523107, 1.0]], ['2, k, 9', [0.2697333, 0.2969215, 1.0]], ['2, k, 10', [0.3081498, 0.07148132, 1.0]], ['2, k, 11', [0.3151361, 0.02562341, 1.0]], ['2, k, 12', [-0.0194515, 0.07520244, 1.0]], ['2, k, 13', [-0.03015426, -0.3643686, 1.0]], ['2, k, 14', [-0.046719, -0.694366, 1.0]], ['2, k, 15', [-0.08213418, -0.7403117, 1.0]], ['2, k, 16', [0.1175843, 0.06112038, 1.0]], ['2, k, 17', [0.1775162, -0.4235491, 1.0]], ['2, k, 18', [0.2142535, -0.7072675, 1.0]], ['2, k, 19', [0.2388898, -0.7444836, 1.0]], ['2, k, 20', [0.05343579, 0.5735592, 1.0]], ['2, k, 21', [-0.3219127, 1.118542, 1.0]], ['2, k, 22', [-0.3188702, 1.103357, 1.0]], ['2, k, 23', [0.33267, -0.07499697, 1.0]], ['2, k, 24', [0.3132916, -0.03501563, 1.0]]]
