[['2, k, 0', [-0.0972923, -0.885206, 1.0]], ['2, k, 1', [-0.0897933, -0.58784, 1.0]], ['2, k, 2', [-0.0819435, -0.293548, 1.0]], ['2, k, 3', [-0.0811642, -0.151796, 1.0]], ['2, k, 4', [-0.259501, -0.361208, 1.0]], ['2, k, 5', [-0.193238, -0.561357, 1.0]], ['2, k, 6', [0.0764687, -0.549019, 1.0]], ['2, k, 7', [0.164959, -0.543111, 1.0]], ['2, k, 8', [0.102711, -0.338548, 1.0]], ['2, k, 9', [0.316498, -0.405306, 1.0]], ['2, k, 10', [0.0487478, -0.469189, 1.0]], ['2, k, 11', [-0.0081928, -0.530648, 1.0]], ['2, k, 12', [-0.178429, -0.878885, 1.0]], ['2, k, 13', [-0.244956, -1.23021, 1.0]], ['2, k, 14', [-0.184937, -1.67713, 1.0]], ['2, k, 15', [-0.0713908, -1.67866, 1.0]], ['2, k, 16', [-0.0136349, -0.868737, 1.0]], ['2, k, 17', [0.0613166, -1.22296, 1.0]], ['2, k, 18', [-0.0212338, -1.67136, 1.0]], ['2, k, 19', [-0.13889, -1.68207, 1.0]], ['2, k, 20', [-0.083972, -0.36674, 1.0]], ['2, k, 21', [0.240784, -0.541913, 1.0]], ['2, k, 22', [0.192257, -0.531706, 1.0]], ['2, k, 23', [0.000604995, -0.538597, 1.0]], ['2, k, 24', [-0.00593156, -0.525473, 1.0]]]
[['2, k, 0', [-0.107814, -0.939127, 1.0]], ['2, k, 1', [-0.103838, -0.683983, 1.0]], ['2, k, 2', [-0.0991306, -0.430043, 1.0]], ['2, k, 3', [-0.106868, -0.283511, 1.0]], ['2, k, 4', [-0.286998, -0.495694, 1.0]], ['2, k, 5', [-0.416429, -0.641754, 1.0]], ['2, k, 6', [-0.465688, -0.780396, 1.0]], ['2, k, 7', [-0.449, -0.830862, 1.0]], ['2, k, 8', [0.0745647, -0.483198, 1.0]], ['2, k, 9', [0.209409, -0.623451, 1.0]], ['2, k, 10', [0.258796, -0.776204, 1.0]], ['2, k, 11', [0.241606, -0.831562, 1.0]], ['2, k, 12', [-0.189905, -0.929103, 1.0]], ['2, k, 13', [-0.239826, -1.19687, 1.0]], ['2, k, 14', [-0.174119, -1.49852, 1.0]], ['2, k, 15', [-0.150709, -1.55427, 1.0]], ['2, k, 16', [-0.0229687, -0.926406, 1.0]], ['2, k, 17', [0.02377, -1.19461, 1.0]], ['2, k, 18', [-0.0144616, -1.42683, 1.0]], ['2, k, 19', [-0.0371726, -1.49602, 1.0]], ['2, k, 20', [-0.100398, -0.493431, 1.0]], ['2, k, 21', [-0.444677, -0.85337, 1.0]], ['2, k, 22', [-0.367189, -0.832699, 1.0]], ['2, k, 23', [0.237539, -0.855341, 1.0]], ['2, k, 24', [0.176116, -0.833896, 1.0]]]
[['2, k, 0', [-0.106663, -0.936807, 1.0]], ['2, k, 1', [-0.10329, -0.682024, 1.0]], ['2, k, 2', [-0.0991107, -0.428264, 1.0]], ['2, k, 3', [-0.106716, -0.281057, 1.0]], ['2, k, 4', [-0.286705, -0.493086, 1.0]], ['2, k, 5', [-0.418375, -0.637031, 1.0]], ['2, k, 6', [-0.467009, -0.773984, 1.0]], ['2, k, 7', [-0.45123, -0.821367, 1.0]], ['2, k, 8', [0.0750941, -0.479359, 1.0]], ['2, k, 9', [0.211111, -0.618199, 1.0]], ['2, k, 10', [0.259033, -0.767253, 1.0]], ['2, k, 11', [0.248929, -0.811445, 1.0]], ['2, k, 12', [-0.18911, -0.927119, 1.0]], ['2, k, 13', [-0.238477, -1.19523, 1.0]], ['2, k, 14', [-0.174302, -1.49791, 1.0]], ['2, k, 15', [-0.151753, -1.55373, 1.0]], ['2, k, 16', [-0.0214744, -0.923787, 1.0]], ['2, k, 17', [0.0243059, -1.19244, 1.0]], ['2, k, 18', [-0.0145539, -1.4255, 1.0]], ['2, k, 19', [-0.0371492, -1.49404, 1.0]], ['2, k, 20', [-0.100246, -0.491618, 1.0]], ['2, k, 21', [-0.446395, -0.84552, 1.0]], ['2, k, 22', [-0.369992, -0.823855, 1.0]], ['2, k, 23', [0.237603, -0.84096, 1.0]], ['2, k, 24', [0.201986, -0.816597, 1.0]]]
[['2, k, 0', [-0.106289, -0.935093, 1.0]], ['2, k, 1', [-0.102796, -0.680043, 1.0]], ['2, k, 2', [-0.09852, -0.425982, 1.0]], ['2, k, 3', [-0.107129, -0.278015, 1.0]], ['2, k, 4', [-0.286279, -0.488918, 1.0]], ['2, k, 5', [-0.418007, -0.632839, 1.0]], ['2, k, 6', [-0.468132, -0.765739, 1.0]], ['2, k, 7', [-0.450853, -0.808569, 1.0]], ['2, k, 8', [0.0749723, -0.476669, 1.0]], ['2, k, 9', [0.215288, -0.610609, 1.0]], ['2, k, 10', [0.259299, -0.758189, 1.0]], ['2, k, 11', [0.242386, -0.806233, 1.0]], ['2, k, 12', [-0.189118, -0.925189, 1.0]], ['2, k, 13', [-0.237063, -1.19386, 1.0]], ['2, k, 14', [-0.174883, -1.49776, 1.0]], ['2, k, 15', [-0.153116, -1.5536, 1.0]], ['2, k, 16', [-0.0207679, -0.922259, 1.0]], ['2, k, 17', [0.0242571, -1.19139, 1.0]], ['2, k, 18', [-0.0144275, -1.48231, 1.0]], ['2, k, 19', [-0.0541065, -1.54186, 1.0]], ['2, k, 20', [-0.0996811, -0.489407, 1.0]], ['2, k, 21', [-0.447014, -0.82856, 1.0]], ['2, k, 22', [-0.368727, -0.812705, 1.0]], ['2, k, 23', [0.233932, -0.830307, 1.0]], ['2, k, 24', [0.180725, -0.810108, 1.0]]]
[['2, k, 0', [-0.105985, -0.932842, 1.0]], ['2, k, 1', [-0.102942, -0.677246, 1.0]], ['2, k, 2', [-0.0993047, -0.422409, 1.0]], ['2, k, 3', [-0.107502, -0.274951, 1.0]], ['2, k, 4', [-0.286109, -0.484493, 1.0]], ['2, k, 5', [-0.419578, -0.62628, 1.0]], ['2, k, 6', [-0.471288, -0.755515, 1.0]], ['2, k, 7', [-0.453544, -0.796633, 1.0]], ['2, k, 8', [0.0746108, -0.473132, 1.0]], ['2, k, 9', [0.21774, -0.603588, 1.0]], ['2, k, 10', [0.258972, -0.749604, 1.0]], ['2, k, 11', [0.240204, -0.794093, 1.0]], ['2, k, 12', [-0.189018, -0.92283, 1.0]], ['2, k, 13', [-0.235809, -1.19208, 1.0]], ['2, k, 14', [-0.178373, -1.4971, 1.0]], ['2, k, 15', [-0.158861, -1.55401, 1.0]], ['2, k, 16', [-0.0202976, -0.920183, 1.0]], ['2, k, 17', [0.0241998, -1.18972, 1.0]], ['2, k, 18', [-0.0146375, -1.48132, 1.0]], ['2, k, 19', [-0.0538255, -1.54054, 1.0]], ['2, k, 20', [-0.100285, -0.48604, 1.0]], ['2, k, 21', [-0.44754, -0.816488, 1.0]], ['2, k, 22', [-0.375278, -0.799579, 1.0]], ['2, k, 23', [0.237422, -0.81524, 1.0]], ['2, k, 24', [0.18582, -0.813395, 1.0]]]
[['2, k, 0', [-0.105569, -0.928801, 1.0]], ['2, k, 1', [-0.102291, -0.67312, 1.0]], ['2, k, 2', [-0.0984011, -0.418123, 1.0]], ['2, k, 3', [-0.107868, -0.269931, 1.0]], ['2, k, 4', [-0.286149, -0.477767, 1.0]], ['2, k, 5', [-0.420893, -0.61856, 1.0]], ['2, k, 6', [-0.471818, -0.743351, 1.0]], ['2, k, 7', [-0.452497, -0.784586, 1.0]], ['2, k, 8', [0.0745747, -0.466883, 1.0]], ['2, k, 9', [0.221486, -0.591782, 1.0]], ['2, k, 10', [0.258274, -0.734879, 1.0]], ['2, k, 11', [0.240079, -0.776754, 1.0]], ['2, k, 12', [-0.188681, -0.919129, 1.0]], ['2, k, 13', [-0.233709, -1.1891, 1.0]], ['2, k, 14', [-0.181131, -1.49651, 1.0]], ['2, k, 15', [-0.16413, -1.55354, 1.0]], ['2, k, 16', [-0.0198242, -0.9159, 1.0]], ['2, k, 17', [0.0232939, -1.18625, 1.0]], ['2, k, 18', [-0.015004, -1.47939, 1.0]], ['2, k, 19', [-0.0527292, -1.53932, 1.0]], ['2, k, 20', [-0.099456, -0.481796, 1.0]], ['2, k, 21', [-0.458691, -0.802972, 1.0]], ['2, k, 22', [-0.373873, -0.787281, 1.0]], ['2, k, 23', [0.237095, -0.799016, 1.0]], ['2, k, 24', [0.182983, -0.787909, 1.0]]]
[['2, k, 0', [-0.104653, -0.924505, 1.0]], ['2, k, 1', [-0.10112, -0.667342, 1.0]], ['2, k, 2', [-0.0970274, -0.411201, 1.0]], ['2, k, 3', [-0.108506, -0.265084, 1.0]], ['2, k, 4', [-0.286169, -0.474631, 1.0]], ['2, k, 5', [-0.424101, -0.612066, 1.0]], ['2, k, 6', [-0.474345, -0.725751, 1.0]], ['2, k, 7', [-0.45531, -0.769852, 1.0]], ['2, k, 8', [0.0744547, -0.461778, 1.0]], ['2, k, 9', [0.222588, -0.582079, 1.0]], ['2, k, 10', [0.258699, -0.721331, 1.0]], ['2, k, 11', [0.240088, -0.761783, 1.0]], ['2, k, 12', [-0.187814, -0.91484, 1.0]], ['2, k, 13', [-0.232196, -1.18518, 1.0]], ['2, k, 14', [-0.181969, -1.49403, 1.0]], ['2, k, 15', [-0.167143, -1.55111, 1.0]], ['2, k, 16', [-0.018899, -0.911715, 1.0]], ['2, k, 17', [0.0228908, -1.1826, 1.0]], ['2, k, 18', [-0.0179822, -1.4307, 1.0]], ['2, k, 19', [0.0366623, -1.48476, 1.0]], ['2, k, 20', [-0.0981314, -0.475119, 1.0]], ['2, k, 21', [-0.447288, -0.786922, 1.0]], ['2, k, 22', [-0.37826, -0.768312, 1.0]], ['2, k, 23', [0.236712, -0.782334, 1.0]], ['2, k, 24', [0.179967, -0.764843, 1.0]]]
[['2, k, 0', [-0.104104, -0.920663, 1.0]], ['2, k, 1', [-0.100196, -0.662571, 1.0]], ['2, k, 2', [-0.0957447, -0.405857, 1.0]], ['2, k, 3', [-0.10879, -0.258735, 1.0]], ['2, k, 4', [-0.285703, -0.469402, 1.0]], ['2, k, 5', [-0.42659, -0.603502, 1.0]], ['2, k, 6', [-0.474263, -0.715475, 1.0]], ['2, k, 7', [-0.45543, -0.754925, 1.0]], ['2, k, 8', [0.0744308, -0.455881, 1.0]], ['2, k, 9', [0.221961, -0.57019, 1.0]], ['2, k, 10', [0.259429, -0.702828, 1.0]], ['2, k, 11', [0.242967, -0.745508, 1.0]], ['2, k, 12', [-0.186859, -0.910951, 1.0]], ['2, k, 13', [-0.230397, -1.18162, 1.0]], ['2, k, 14', [-0.183255, -1.49184, 1.0]], ['2, k, 15', [-0.170794, -1.54899, 1.0]], ['2, k, 16', [-0.01876, -0.907981, 1.0]], ['2, k, 17', [0.0223235, -1.1792, 1.0]], ['2, k, 18', [-0.0165617, -1.42886, 1.0]], ['2, k, 19', [-0.0377739, -1.49461, 1.0]], ['2, k, 20', [-0.0969386, -0.469886, 1.0]], ['2, k, 21', [-0.447235, -0.775113, 1.0]], ['2, k, 22', [-0.374218, -0.753396, 1.0]], ['2, k, 23', [0.236979, -0.764616, 1.0]], ['2, k, 24', [0.20329, -0.784326, 1.0]]]
[['2, k, 0', [-0.103655, -0.915967, 1.0]], ['2, k, 1', [-0.0993669, -0.657782, 1.0]], ['2, k, 2', [-0.0945964, -0.401286, 1.0]], ['2, k, 3', [-0.108914, -0.254949, 1.0]], ['2, k, 4', [-0.285873, -0.464074, 1.0]], ['2, k, 5', [-0.42835, -0.596305, 1.0]], ['2, k, 6', [-0.473685, -0.703761, 1.0]], ['2, k, 7', [-0.45292, -0.739304, 1.0]], ['2, k, 8', [0.0735723, -0.449947, 1.0]], ['2, k, 9', [0.222069, -0.557392, 1.0]], ['2, k, 10', [0.261963, -0.687284, 1.0]], ['2, k, 11', [0.243024, -0.728345, 1.0]], ['2, k, 12', [-0.18612, -0.906313, 1.0]], ['2, k, 13', [-0.228939, -1.1772, 1.0]], ['2, k, 14', [-0.18195, -1.48816, 1.0]], ['2, k, 15', [-0.170831, -1.5451, 1.0]], ['2, k, 16', [-0.0186238, -0.903339, 1.0]], ['2, k, 17', [0.0220527, -1.17467, 1.0]], ['2, k, 18', [-0.0161588, -1.4293, 1.0]], ['2, k, 19', [-0.0363579, -1.49439, 1.0]], ['2, k, 20', [-0.0958659, -0.465239, 1.0]], ['2, k, 21', [-0.445293, -0.754415, 1.0]], ['2, k, 22', [-0.378387, -0.741153, 1.0]], ['2, k, 23', [0.238277, -0.748365, 1.0]], ['2, k, 24', [0.198791, -0.761704, 1.0]]]
[['2, k, 0', [-0.103876, -0.912663, 1.0]], ['2, k, 1', [-0.0992002, -0.653817, 1.0]], ['2, k, 2', [-0.0939899, -0.396667, 1.0]], ['2, k, 3', [-0.109235, -0.248378, 1.0]], ['2, k, 4', [-0.28607, -0.458682, 1.0]], ['2, k, 5', [-0.430315, -0.586396, 1.0]], ['2, k, 6', [-0.473284, -0.688339, 1.0]], ['2, k, 7', [-0.456254, -0.721177, 1.0]], ['2, k, 8', [0.0729691, -0.44603, 1.0]], ['2, k, 9', [0.222261, -0.542522, 1.0]], ['2, k, 10', [0.261192, -0.670074, 1.0]], ['2, k, 11', [0.229401, -0.714609, 1.0]], ['2, k, 12', [-0.185994, -0.903062, 1.0]], ['2, k, 13', [-0.228028, -1.17419, 1.0]], ['2, k, 14', [-0.182463, -1.48607, 1.0]], ['2, k, 15', [-0.172122, -1.54269, 1.0]], ['2, k, 16', [-0.0192006, -0.900038, 1.0]], ['2, k, 17', [0.0218069, -1.17154, 1.0]], ['2, k, 18', [-0.0159236, -1.42658, 1.0]], ['2, k, 19', [-0.0354864, -1.49086, 1.0]], ['2, k, 20', [-0.0953758, -0.460782, 1.0]], ['2, k, 21', [-0.447826, -0.735567, 1.0]], ['2, k, 22', [-0.380596, -0.722182, 1.0]], ['2, k, 23', [0.208182, -0.729022, 1.0]], ['2, k, 24', [0.148867, -0.708828, 1.0]]]
[['2, k, 0', [-0.10331, -0.908458, 1.0]], ['2, k, 1', [-0.0992639, -0.64796, 1.0]], ['2, k, 2', [-0.0949666, -0.388801, 1.0]], ['2, k, 3', [-0.108967, -0.243151, 1.0]], ['2, k, 4', [-0.285531, -0.45429, 1.0]], ['2, k, 5', [-0.431067, -0.577548, 1.0]], ['2, k, 6', [-0.473252, -0.669649, 1.0]], ['2, k, 7', [-0.453269, -0.703142, 1.0]], ['2, k, 8', [0.0730884, -0.44058, 1.0]], ['2, k, 9', [0.223966, -0.531516, 1.0]], ['2, k, 10', [0.266165, -0.644687, 1.0]], ['2, k, 11', [0.244893, -0.691012, 1.0]], ['2, k, 12', [-0.184667, -0.898828, 1.0]], ['2, k, 13', [-0.226304, -1.17018, 1.0]], ['2, k, 14', [-0.18275, -1.48281, 1.0]], ['2, k, 15', [-0.173878, -1.53947, 1.0]], ['2, k, 16', [-0.0193626, -0.895748, 1.0]], ['2, k, 17', [0.0215491, -1.16737, 1.0]], ['2, k, 18', [-0.0158449, -1.42668, 1.0]], ['2, k, 19', [-0.0346153, -1.49035, 1.0]], ['2, k, 20', [-0.0960964, -0.453443, 1.0]], ['2, k, 21', [-0.447878, -0.718678, 1.0]], ['2, k, 22', [-0.374351, -0.70055, 1.0]], ['2, k, 23', [0.240689, -0.708112, 1.0]], ['2, k, 24', [0.192541, -0.707526, 1.0]]]
[['2, k, 0', [-0.103095, -0.904263, 1.0]], ['2, k, 1', [-0.0991929, -0.642945, 1.0]], ['2, k, 2', [-0.0949924, -0.382583, 1.0]], ['2, k, 3', [-0.109391, -0.237466, 1.0]], ['2, k, 4', [-0.285346, -0.448295, 1.0]], ['2, k, 5', [-0.432174, -0.567703, 1.0]], ['2, k, 6', [-0.474119, -0.652, 1.0]], ['2, k, 7', [-0.45757, -0.684592, 1.0]], ['2, k, 8', [0.0731907, -0.434762, 1.0]], ['2, k, 9', [0.224485, -0.519583, 1.0]], ['2, k, 10', [0.253793, -0.629446, 1.0]], ['2, k, 11', [0.241684, -0.673445, 1.0]], ['2, k, 12', [-0.183601, -0.894839, 1.0]], ['2, k, 13', [-0.224536, -1.16644, 1.0]], ['2, k, 14', [-0.182845, -1.47981, 1.0]], ['2, k, 15', [-0.175343, -1.53646, 1.0]], ['2, k, 16', [-0.0200769, -0.891395, 1.0]], ['2, k, 17', [0.0216764, -1.16318, 1.0]], ['2, k, 18', [-0.0150761, -1.42722, 1.0]], ['2, k, 19', [-0.0331512, -1.49, 1.0]], ['2, k, 20', [-0.0961041, -0.447543, 1.0]], ['2, k, 21', [-0.45663, -0.697957, 1.0]], ['2, k, 22', [-0.399432, -0.684055, 1.0]], ['2, k, 23', [0.242, -0.689861, 1.0]], ['2, k, 24', [0.177636, -0.676788, 1.0]]]
[['2, k, 0', [-0.101522, -0.900014, 1.0]], ['2, k, 1', [-0.0986444, -0.638066, 1.0]], ['2, k, 2', [-0.0954751, -0.376997, 1.0]], ['2, k, 3', [-0.10913, -0.232349, 1.0]], ['2, k, 4', [-0.284958, -0.441963, 1.0]], ['2, k, 5', [-0.431297, -0.556199, 1.0]], ['2, k, 6', [-0.474185, -0.633306, 1.0]], ['2, k, 7', [-0.452256, -0.666847, 1.0]], ['2, k, 8', [0.0737419, -0.425129, 1.0]], ['2, k, 9', [0.224503, -0.510983, 1.0]], ['2, k, 10', [0.272047, -0.598307, 1.0]], ['2, k, 11', [0.244553, -0.654782, 1.0]], ['2, k, 12', [-0.181046, -0.890141, 1.0]], ['2, k, 13', [-0.222765, -1.16268, 1.0]], ['2, k, 14', [-0.183101, -1.47691, 1.0]], ['2, k, 15', [-0.176851, -1.53238, 1.0]], ['2, k, 16', [-0.0193826, -0.887653, 1.0]], ['2, k, 17', [0.021617, -1.15973, 1.0]], ['2, k, 18', [-0.0134013, -1.42906, 1.0]], ['2, k, 19', [-0.0302347, -1.49095, 1.0]], ['2, k, 20', [-0.0963177, -0.442128, 1.0]], ['2, k, 21', [-0.445821, -0.68073, 1.0]], ['2, k, 22', [-0.37881, -0.665361, 1.0]], ['2, k, 23', [0.237646, -0.671735, 1.0]], ['2, k, 24', [0.187686, -0.658519, 1.0]]]
[['2, k, 0', [-0.101093, -0.895031, 1.0]], ['2, k, 1', [-0.098149, -0.632921, 1.0]], ['2, k, 2', [-0.0948432, -0.371916, 1.0]], ['2, k, 3', [-0.108877, -0.226948, 1.0]], ['2, k, 4', [-0.284499, -0.434845, 1.0]], ['2, k, 5', [-0.429412, -0.543121, 1.0]], ['2, k, 6', [-0.475151, -0.618488, 1.0]], ['2, k, 7', [-0.449376, -0.648304, 1.0]], ['2, k, 8', [0.074348, -0.418359, 1.0]], ['2, k, 9', [0.224278, -0.499053, 1.0]], ['2, k, 10', [0.272051, -0.592415, 1.0]], ['2, k, 11', [0.247204, -0.636756, 1.0]], ['2, k, 12', [-0.180129, -0.885061, 1.0]], ['2, k, 13', [-0.222016, -1.16266, 1.0]], ['2, k, 14', [-0.184266, -1.47527, 1.0]], ['2, k, 15', [-0.179003, -1.52811, 1.0]], ['2, k, 16', [-0.0194702, -0.883013, 1.0]], ['2, k, 17', [0.021619, -1.1552, 1.0]], ['2, k, 18', [-0.0129458, -1.42852, 1.0]], ['2, k, 19', [-0.029479, -1.48945, 1.0]], ['2, k, 20', [-0.095732, -0.437013, 1.0]], ['2, k, 21', [-0.435304, -0.660551, 1.0]], ['2, k, 22', [-0.378457, -0.647461, 1.0]], ['2, k, 23', [0.244907, -0.650664, 1.0]], ['2, k, 24', [0.192596, -0.64062, 1.0]]]
[['2, k, 0', [-0.100841, -0.889701, 1.0]], ['2, k, 1', [-0.0979457, -0.628517, 1.0]], ['2, k, 2', [-0.0946624, -0.368669, 1.0]], ['2, k, 3', [-0.108293, -0.223344, 1.0]], ['2, k, 4', [-0.283867, -0.426045, 1.0]], ['2, k, 5', [-0.428343, -0.534096, 1.0]], ['2, k, 6', [-0.472962, -0.601622, 1.0]], ['2, k, 7', [-0.455326, -0.628379, 1.0]], ['2, k, 8', [0.0748987, -0.411415, 1.0]], ['2, k, 9', [0.225471, -0.4912, 1.0]], ['2, k, 10', [0.274331, -0.57941, 1.0]], ['2, k, 11', [0.248934, -0.617689, 1.0]], ['2, k, 12', [-0.179596, -0.879321, 1.0]], ['2, k, 13', [-0.221474, -1.16279, 1.0]], ['2, k, 14', [-0.18505, -1.471, 1.0]], ['2, k, 15', [-0.180477, -1.52304, 1.0]], ['2, k, 16', [-0.0195115, -0.878269, 1.0]], ['2, k, 17', [0.0209439, -1.15063, 1.0]], ['2, k, 18', [-0.0132289, -1.43126, 1.0]], ['2, k, 19', [0.0376717, -1.48512, 1.0]], ['2, k, 20', [-0.0955509, -0.433473, 1.0]], ['2, k, 21', [-0.447562, -0.641145, 1.0]], ['2, k, 22', [-0.395161, -0.626837, 1.0]], ['2, k, 23', [0.249593, -0.630018, 1.0]], ['2, k, 24', [0.192318, -0.623307, 1.0]]]
[['2, k, 0', [-0.0999537, -0.88628, 1.0]], ['2, k, 1', [-0.0978974, -0.624316, 1.0]], ['2, k, 2', [-0.0956209, -0.363688, 1.0]], ['2, k, 3', [-0.107826, -0.219743, 1.0]], ['2, k, 4', [-0.283091, -0.420579, 1.0]], ['2, k, 5', [-0.425656, -0.521857, 1.0]], ['2, k, 6', [-0.471755, -0.586276, 1.0]], ['2, k, 7', [-0.454917, -0.609376, 1.0]], ['2, k, 8', [0.0750075, -0.406748, 1.0]], ['2, k, 9', [0.229147, -0.481761, 1.0]], ['2, k, 10', [0.268836, -0.566268, 1.0]], ['2, k, 11', [0.249563, -0.59937, 1.0]], ['2, k, 12', [-0.178792, -0.876011, 1.0]], ['2, k, 13', [-0.22085, -1.16301, 1.0]], ['2, k, 14', [-0.185355, -1.46825, 1.0]], ['2, k, 15', [-0.18095, -1.52007, 1.0]], ['2, k, 16', [-0.0185915, -0.874863, 1.0]], ['2, k, 17', [0.0208001, -1.14742, 1.0]], ['2, k, 18', [-0.0131819, -1.42973, 1.0]], ['2, k, 19', [0.0361269, -1.48503, 1.0]], ['2, k, 20', [-0.0962399, -0.428674, 1.0]], ['2, k, 21', [-0.444693, -0.619805, 1.0]], ['2, k, 22', [-0.395816, -0.606887, 1.0]], ['2, k, 23', [0.248628, -0.611713, 1.0]], ['2, k, 24', [0.190996, -0.603358, 1.0]]]
[['2, k, 0', [-0.100116, -0.882383, 1.0]], ['2, k, 1', [-0.0974677, -0.620723, 1.0]], ['2, k, 2', [-0.0945735, -0.360562, 1.0]], ['2, k, 3', [-0.10735, -0.215677, 1.0]], ['2, k, 4', [-0.281837, -0.414489, 1.0]], ['2, k, 5', [-0.426934, -0.514851, 1.0]], ['2, k, 6', [-0.472067, -0.571766, 1.0]], ['2, k, 7', [-0.443105, -0.593179, 1.0]], ['2, k, 8', [0.0754949, -0.401487, 1.0]], ['2, k, 9', [0.230723, -0.465946, 1.0]], ['2, k, 10', [0.258145, -0.545794, 1.0]], ['2, k, 11', [0.248732, -0.581964, 1.0]], ['2, k, 12', [-0.179014, -0.871862, 1.0]], ['2, k, 13', [-0.220736, -1.16304, 1.0]], ['2, k, 14', [-0.185605, -1.4646, 1.0]], ['2, k, 15', [-0.181322, -1.51631, 1.0]], ['2, k, 16', [-0.0187105, -0.871312, 1.0]], ['2, k, 17', [0.0206833, -1.14635, 1.0]], ['2, k, 18', [-0.0121152, -1.42988, 1.0]], ['2, k, 19', [0.0367006, -1.48587, 1.0]], ['2, k, 20', [-0.095355, -0.425425, 1.0]], ['2, k, 21', [-0.437724, -0.605353, 1.0]], ['2, k, 22', [-0.368092, -0.592156, 1.0]], ['2, k, 23', [0.253091, -0.592771, 1.0]], ['2, k, 24', [0.186582, -0.587651, 1.0]]]
[['2, k, 0', [-0.0999567, -0.878631, 1.0]], ['2, k, 1', [-0.0968646, -0.617, 1.0]], ['2, k, 2', [-0.0934838, -0.357086, 1.0]], ['2, k, 3', [-0.106512, -0.210154, 1.0]], ['2, k, 4', [-0.280733, -0.410362, 1.0]], ['2, k, 5', [-0.426446, -0.503103, 1.0]], ['2, k, 6', [-0.471499, -0.554769, 1.0]], ['2, k, 7', [-0.44532, -0.574737, 1.0]], ['2, k, 8', [0.0757813, -0.398037, 1.0]], ['2, k, 9', [0.231545, -0.458557, 1.0]], ['2, k, 10', [0.25054, -0.547964, 1.0]], ['2, k, 11', [0.250228, -0.563317, 1.0]], ['2, k, 12', [-0.179003, -0.868125, 1.0]], ['2, k, 13', [-0.220091, -1.16311, 1.0]], ['2, k, 14', [-0.185574, -1.46176, 1.0]], ['2, k, 15', [-0.181266, -1.51294, 1.0]], ['2, k, 16', [-0.0184188, -0.867629, 1.0]], ['2, k, 17', [0.0209272, -1.14654, 1.0]], ['2, k, 18', [-0.0102948, -1.42983, 1.0]], ['2, k, 19', [0.0301777, -1.49197, 1.0]], ['2, k, 20', [-0.0943924, -0.421871, 1.0]], ['2, k, 21', [-0.438935, -0.58453, 1.0]], ['2, k, 22', [-0.385892, -0.574737, 1.0]], ['2, k, 23', [0.253815, -0.575236, 1.0]], ['2, k, 24', [0.182462, -0.567981, 1.0]]]
[['2, k, 0', [-0.0994751, -0.874881, 1.0]], ['2, k, 1', [-0.0965231, -0.612276, 1.0]], ['2, k, 2', [-0.0932635, -0.35131, 1.0]], ['2, k, 3', [-0.106063, -0.206753, 1.0]], ['2, k, 4', [-0.279539, -0.407344, 1.0]], ['2, k, 5', [-0.429155, -0.488136, 1.0]], ['2, k, 6', [-0.470617, -0.540285, 1.0]], ['2, k, 7', [-0.445989, -0.556625, 1.0]], ['2, k, 8', [0.0766963, -0.394014, 1.0]], ['2, k, 9', [0.235678, -0.438695, 1.0]], ['2, k, 10', [0.281218, -0.502052, 1.0]], ['2, k, 11', [0.255734, -0.547665, 1.0]], ['2, k, 12', [-0.178633, -0.864344, 1.0]], ['2, k, 13', [-0.21917, -1.16352, 1.0]], ['2, k, 14', [-0.187305, -1.45906, 1.0]], ['2, k, 15', [-0.183523, -1.50978, 1.0]], ['2, k, 16', [-0.0178464, -0.863994, 1.0]], ['2, k, 17', [0.0204949, -1.14658, 1.0]], ['2, k, 18', [-0.0103057, -1.43013, 1.0]], ['2, k, 19', [0.0312267, -1.4912, 1.0]], ['2, k, 20', [-0.0941438, -0.416353, 1.0]], ['2, k, 21', [-0.437436, -0.560901, 1.0]], ['2, k, 22', [-0.385817, -0.554865, 1.0]], ['2, k, 23', [0.257122, -0.555729, 1.0]], ['2, k, 24', [0.200888, -0.551855, 1.0]]]
