[['2, k, 0', [0.1366353, -0.3672993, 1.0]], ['2, k, 1', [0.1295306, -0.02907589, 1.0]], ['2, k, 2', [0.1208862, 0.2980378, 1.0]], ['2, k, 3', [0.1282912, 0.4359621, 1.0]], ['2, k, 4', [-0.04999016, 0.176749, 1.0]], ['2, k, 5', [-0.08311996, -0.07875283, 1.0]], ['2, k, 6', [-0.08745492, -0.2911845, 1.0]], ['2, k, 7', [-0.09272137, -0.3430076, 1.0]], ['2, k, 8', [0.2877257, 0.2037694, 1.0]], ['2, k, 9', [0.3285705, -0.07330631, 1.0]], ['2, k, 10', [0.3830988, -0.3567173, 1.0]], ['2, k, 11', [0.3955256, -0.4367258, 1.0]], ['2, k, 12', [0.05286849, -0.3613252, 1.0]], ['2, k, 13', [0.05029938, -0.6201152, 1.0]], ['2, k, 14', [0.0761027, -0.9154995, 1.0]], ['2, k, 15', [0.1250453, -0.9756625, 1.0]], ['2, k, 16', [0.2151108, -0.3591352, 1.0]], ['2, k, 17', [0.2238507, -0.6315694, 1.0]], ['2, k, 18', [0.1755199, -0.865608, 1.0]], ['2, k, 19', [0.14538, -0.9382012, 1.0]], ['2, k, 20', [0.1232094, 0.2178848, 1.0]], ['2, k, 21', [-0.08080827, -0.4128267, 1.0]], ['2, k, 22', [-0.05844958, -0.3362089, 1.0]], ['2, k, 23', [0.4009666, -0.5129067, 1.0]], ['2, k, 24', [0.4147268, -0.4510742, 1.0]]]
[['2, k, 0', [0.01844587, -0.2592691, 1.0]], ['2, k, 1', [0.002346457, 0.02770789, 1.0]], ['2, k, 2', [-0.01309316, 0.3051837, 1.0]], ['2, k, 3', [0.001924483, 0.4405443, 1.0]], ['2, k, 4', [-0.1687637, 0.1814923, 1.0]], ['2, k, 5', [-0.2155607, -0.06180385, 1.0]], ['2, k, 6', [-0.1980649, -0.2783248, 1.0]], ['2, k, 7', [-0.1812518, -0.3349198, 1.0]], ['2, k, 8', [0.1567665, 0.2171301, 1.0]], ['2, k, 9', [0.1859517, -0.04024097, 1.0]], ['2, k, 10', [0.2243637, -0.2248424, 1.0]], ['2, k, 11', [0.2377207, -0.256594, 1.0]], ['2, k, 12', [-0.05006253, -0.2567268, 1.0]], ['2, k, 13', [-0.1077235, -0.544654, 1.0]], ['2, k, 14', [-0.1317669, -0.9143244, 1.0]], ['2, k, 15', [-0.151073, -0.9670213, 1.0]], ['2, k, 16', [0.08630002, -0.2525318, 1.0]], ['2, k, 17', [0.1749559, -0.5303891, 1.0]], ['2, k, 18', [0.2768706, -0.8855896, 1.0]], ['2, k, 19', [0.3032792, -0.9561542, 1.0]], ['2, k, 20', [-0.009319228, 0.2371534, 1.0]], ['2, k, 21', [-0.1737096, -0.4060663, 1.0]], ['2, k, 22', [-0.144375, -0.3215117, 1.0]], ['2, k, 23', [0.2403386, -0.2996432, 1.0]], ['2, k, 24', [0.2688493, -0.2493978, 1.0]]]
[['2, k, 0', [0.02865171, -0.2595006, 1.0]], ['2, k, 1', [0.01182679, 0.02745068, 1.0]], ['2, k, 2', [-0.004498501, 0.3049317, 1.0]], ['2, k, 3', [0.007615934, 0.4402801, 1.0]], ['2, k, 4', [-0.1616317, 0.1805125, 1.0]], ['2, k, 5', [-0.2071957, -0.06532235, 1.0]], ['2, k, 6', [-0.1919598, -0.278971, 1.0]], ['2, k, 7', [-0.1755666, -0.3350056, 1.0]], ['2, k, 8', [0.1644387, 0.2180091, 1.0]], ['2, k, 9', [0.1938699, -0.03927964, 1.0]], ['2, k, 10', [0.2300508, -0.2290535, 1.0]], ['2, k, 11', [0.2436884, -0.2585743, 1.0]], ['2, k, 12', [-0.03997678, -0.2573687, 1.0]], ['2, k, 13', [-0.1029527, -0.5442355, 1.0]], ['2, k, 14', [-0.1310772, -0.9086315, 1.0]], ['2, k, 15', [-0.1506898, -0.9610592, 1.0]], ['2, k, 16', [0.09622091, -0.2523699, 1.0]], ['2, k, 17', [0.181159, -0.5313008, 1.0]], ['2, k, 18', [0.2982009, -0.8809189, 1.0]], ['2, k, 19', [0.362143, -0.9338804, 1.0]], ['2, k, 20', [-0.0004844559, 0.2368968, 1.0]], ['2, k, 21', [-0.1635984, -0.403917, 1.0]], ['2, k, 22', [-0.1406836, -0.3309209, 1.0]], ['2, k, 23', [0.2522981, -0.2991437, 1.0]], ['2, k, 24', [0.2681603, -0.2439188, 1.0]]]
[['2, k, 0', [0.03754031, -0.2597828, 1.0]], ['2, k, 1', [0.02001334, 0.02685086, 1.0]], ['2, k, 2', [0.003025035, 0.3040987, 1.0]], ['2, k, 3', [0.01436358, 0.439849, 1.0]], ['2, k, 4', [-0.1541663, 0.1797282, 1.0]], ['2, k, 5', [-0.1977608, -0.06796329, 1.0]], ['2, k, 6', [-0.183178, -0.2817187, 1.0]], ['2, k, 7', [-0.1675517, -0.3373552, 1.0]], ['2, k, 8', [0.1706448, 0.2177803, 1.0]], ['2, k, 9', [0.2009117, -0.03926114, 1.0]], ['2, k, 10', [0.2386577, -0.2217734, 1.0]], ['2, k, 11', [0.2484935, -0.2530223, 1.0]], ['2, k, 12', [-0.03086211, -0.2580838, 1.0]], ['2, k, 13', [-0.09694894, -0.5442882, 1.0]], ['2, k, 14', [-0.1282582, -0.9033446, 1.0]], ['2, k, 15', [-0.1520063, -0.9573765, 1.0]], ['2, k, 16', [0.1045648, -0.252254, 1.0]], ['2, k, 17', [0.1891937, -0.5306903, 1.0]], ['2, k, 18', [0.3342702, -0.8573254, 1.0]], ['2, k, 19', [0.359748, -0.8935299, 1.0]], ['2, k, 20', [0.007204129, 0.2361151, 1.0]], ['2, k, 21', [-0.1559367, -0.4042508, 1.0]], ['2, k, 22', [-0.1356838, -0.3339647, 1.0]], ['2, k, 23', [0.2552759, -0.2947137, 1.0]], ['2, k, 24', [0.2686809, -0.216772, 1.0]]]
[['2, k, 0', [0.04752284, -0.260629, 1.0]], ['2, k, 1', [0.02893921, 0.02577794, 1.0]], ['2, k, 2', [0.01095164, 0.3028791, 1.0]], ['2, k, 3', [0.02158407, 0.4389832, 1.0]], ['2, k, 4', [-0.1434225, 0.1779271, 1.0]], ['2, k, 5', [-0.1889756, -0.06925432, 1.0]], ['2, k, 6', [-0.1748981, -0.2839438, 1.0]], ['2, k, 7', [-0.1597205, -0.3403348, 1.0]], ['2, k, 8', [0.1798832, 0.2176615, 1.0]], ['2, k, 9', [0.2095944, -0.03940497, 1.0]], ['2, k, 10', [0.2423928, -0.223432, 1.0]], ['2, k, 11', [0.2536934, -0.2540716, 1.0]], ['2, k, 12', [-0.02085207, -0.2592828, 1.0]], ['2, k, 13', [-0.0879726, -0.5452388, 1.0]], ['2, k, 14', [-0.1019744, -0.8198712, 1.0]], ['2, k, 15', [-0.1370381, -0.9186642, 1.0]], ['2, k, 16', [0.1141773, -0.2527477, 1.0]], ['2, k, 17', [0.2057695, -0.5269926, 1.0]], ['2, k, 18', [0.3600796, -0.8572423, 1.0]], ['2, k, 19', [0.3857249, -0.8937325, 1.0]], ['2, k, 20', [0.01537513, 0.2349262, 1.0]], ['2, k, 21', [-0.1525247, -0.4104942, 1.0]], ['2, k, 22', [-0.1283292, -0.3394014, 1.0]], ['2, k, 23', [0.2615596, -0.2968913, 1.0]], ['2, k, 24', [0.285498, -0.2391165, 1.0]]]
[['2, k, 0', [0.05912177, -0.2624357, 1.0]], ['2, k, 1', [0.03924587, 0.02437623, 1.0]], ['2, k, 2', [0.01990742, 0.30187, 1.0]], ['2, k, 3', [0.03074257, 0.4378121, 1.0]], ['2, k, 4', [-0.1336155, 0.1764908, 1.0]], ['2, k, 5', [-0.1766446, -0.07187582, 1.0]], ['2, k, 6', [-0.1624047, -0.2893639, 1.0]], ['2, k, 7', [-0.1490693, -0.3431942, 1.0]], ['2, k, 8', [0.1897471, 0.2166565, 1.0]], ['2, k, 9', [0.2179907, -0.04055979, 1.0]], ['2, k, 10', [0.2500143, -0.2194804, 1.0]], ['2, k, 11', [0.2592593, -0.2531681, 1.0]], ['2, k, 12', [-0.009056892, -0.261452, 1.0]], ['2, k, 13', [-0.07430371, -0.5477549, 1.0]], ['2, k, 14', [-0.1144234, -0.876213, 1.0]], ['2, k, 15', [-0.1452698, -0.9439145, 1.0]], ['2, k, 16', [0.1251494, -0.2541839, 1.0]], ['2, k, 17', [0.2158002, -0.5282208, 1.0]], ['2, k, 18', [0.3724614, -0.8612781, 1.0]], ['2, k, 19', [0.3983825, -0.8980399, 1.0]], ['2, k, 20', [0.02467327, 0.2338212, 1.0]], ['2, k, 21', [-0.1419562, -0.4119315, 1.0]], ['2, k, 22', [-0.1163478, -0.3423878, 1.0]], ['2, k, 23', [0.2656164, -0.2972729, 1.0]], ['2, k, 24', [0.2966082, -0.2500487, 1.0]]]
[['2, k, 0', [0.0706491, -0.2647371, 1.0]], ['2, k, 1', [0.0506706, 0.02199107, 1.0]], ['2, k, 2', [0.03097498, 0.299519, 1.0]], ['2, k, 3', [0.04131538, 0.4353483, 1.0]], ['2, k, 4', [-0.1230892, 0.1730482, 1.0]], ['2, k, 5', [-0.1646129, -0.07437372, 1.0]], ['2, k, 6', [-0.1517815, -0.2943598, 1.0]], ['2, k, 7', [-0.1374251, -0.3490876, 1.0]], ['2, k, 8', [0.2006088, 0.2153646, 1.0]], ['2, k, 9', [0.2283612, -0.0418023, 1.0]], ['2, k, 10', [0.2543485, -0.2208364, 1.0]], ['2, k, 11', [0.2653617, -0.2526703, 1.0]], ['2, k, 12', [0.002250383, -0.2640817, 1.0]], ['2, k, 13', [-0.06026132, -0.5508129, 1.0]], ['2, k, 14', [-0.1036454, -0.8251351, 1.0]], ['2, k, 15', [-0.132509, -0.9134694, 1.0]], ['2, k, 16', [0.1364983, -0.2561152, 1.0]], ['2, k, 17', [0.2274579, -0.5293529, 1.0]], ['2, k, 18', [0.3763476, -0.8602546, 1.0]], ['2, k, 19', [0.4022757, -0.8972639, 1.0]], ['2, k, 20', [0.03586207, 0.2314499, 1.0]], ['2, k, 21', [-0.1330865, -0.4164875, 1.0]], ['2, k, 22', [-0.1013522, -0.3392518, 1.0]], ['2, k, 23', [0.2701446, -0.2933079, 1.0]], ['2, k, 24', [0.3041112, -0.2523863, 1.0]]]
[['2, k, 0', [0.08713087, -0.2679395, 1.0]], ['2, k, 1', [0.06542716, 0.018272, 1.0]], ['2, k, 2', [0.0440865, 0.2954886, 1.0]], ['2, k, 3', [0.05063264, 0.4309507, 1.0]], ['2, k, 4', [-0.1088884, 0.1694261, 1.0]], ['2, k, 5', [-0.1514168, -0.07729571, 1.0]], ['2, k, 6', [-0.139229, -0.2991262, 1.0]], ['2, k, 7', [-0.1247561, -0.3543657, 1.0]], ['2, k, 8', [0.2136884, 0.2146938, 1.0]], ['2, k, 9', [0.2400809, -0.04214891, 1.0]], ['2, k, 10', [0.2632492, -0.2299626, 1.0]], ['2, k, 11', [0.2744742, -0.2566012, 1.0]], ['2, k, 12', [0.01846288, -0.2674395, 1.0]], ['2, k, 13', [-0.04600296, -0.5536624, 1.0]], ['2, k, 14', [-0.100412, -0.8288322, 1.0]], ['2, k, 15', [-0.1332099, -0.9163678, 1.0]], ['2, k, 16', [0.152703, -0.2591151, 1.0]], ['2, k, 17', [0.2365418, -0.5346381, 1.0]], ['2, k, 18', [0.3768488, -0.8482819, 1.0]], ['2, k, 19', [0.4020759, -0.885774, 1.0]], ['2, k, 20', [0.04938431, 0.2274786, 1.0]], ['2, k, 21', [-0.1160669, -0.4223564, 1.0]], ['2, k, 22', [-0.08889528, -0.3403898, 1.0]], ['2, k, 23', [0.2890317, -0.2997976, 1.0]], ['2, k, 24', [0.3013276, -0.2472423, 1.0]]]
[['2, k, 0', [0.09786411, -0.2701202, 1.0]], ['2, k, 1', [0.07607178, 0.01498204, 1.0]], ['2, k, 2', [0.05447046, 0.2911957, 1.0]], ['2, k, 3', [0.06002674, 0.4272771, 1.0]], ['2, k, 4', [-0.09814692, 0.1639704, 1.0]], ['2, k, 5', [-0.1392156, -0.08038802, 1.0]], ['2, k, 6', [-0.1256207, -0.3053077, 1.0]], ['2, k, 7', [-0.1111098, -0.3597855, 1.0]], ['2, k, 8', [0.2250531, 0.2139453, 1.0]], ['2, k, 9', [0.2536287, -0.04247447, 1.0]], ['2, k, 10', [0.2712438, -0.2318166, 1.0]], ['2, k, 11', [0.2833909, -0.2572405, 1.0]], ['2, k, 12', [0.02899349, -0.2691795, 1.0]], ['2, k, 13', [-0.03968005, -0.5545913, 1.0]], ['2, k, 14', [-0.09923013, -0.8300202, 1.0]], ['2, k, 15', [-0.1323981, -0.9191129, 1.0]], ['2, k, 16', [0.1632849, -0.2616931, 1.0]], ['2, k, 17', [0.2416147, -0.5390989, 1.0]], ['2, k, 18', [0.3859133, -0.8691143, 1.0]], ['2, k, 19', [0.4029849, -0.9491425, 1.0]], ['2, k, 20', [0.05985565, 0.2234222, 1.0]], ['2, k, 21', [-0.1018294, -0.4315653, 1.0]], ['2, k, 22', [-0.07812426, -0.358228, 1.0]], ['2, k, 23', [0.2869418, -0.2957974, 1.0]], ['2, k, 24', [0.3186715, -0.2478759, 1.0]]]
[['2, k, 0', [0.1077423, -0.2720341, 1.0]], ['2, k, 1', [0.08754787, 0.01197868, 1.0]], ['2, k, 2', [0.06743736, 0.2870426, 1.0]], ['2, k, 3', [0.0704444, 0.4235373, 1.0]], ['2, k, 4', [-0.08722062, 0.1602196, 1.0]], ['2, k, 5', [-0.1209454, -0.0939952, 1.0]], ['2, k, 6', [-0.1133649, -0.3094007, 1.0]], ['2, k, 7', [-0.09613787, -0.363699, 1.0]], ['2, k, 8', [0.235657, 0.2129886, 1.0]], ['2, k, 9', [0.2680354, -0.04251745, 1.0]], ['2, k, 10', [0.2832855, -0.2336755, 1.0]], ['2, k, 11', [0.2936106, -0.2570848, 1.0]], ['2, k, 12', [0.03861671, -0.2705742, 1.0]], ['2, k, 13', [-0.03420282, -0.5551262, 1.0]], ['2, k, 14', [-0.09556996, -0.8310661, 1.0]], ['2, k, 15', [-0.1320839, -0.9193256, 1.0]], ['2, k, 16', [0.1731445, -0.2640926, 1.0]], ['2, k, 17', [0.2501828, -0.5413083, 1.0]], ['2, k, 18', [0.3861205, -0.8612266, 1.0]], ['2, k, 19', [0.4090934, -0.8988798, 1.0]], ['2, k, 20', [0.07247373, 0.2195541, 1.0]], ['2, k, 21', [-0.08662868, -0.4328451, 1.0]], ['2, k, 22', [-0.06095233, -0.3512547, 1.0]], ['2, k, 23', [0.2977138, -0.2970441, 1.0]], ['2, k, 24', [0.3271923, -0.252304, 1.0]]]
[['2, k, 0', [0.1204116, -0.2741467, 1.0]], ['2, k, 1', [0.0998497, 0.009377078, 1.0]], ['2, k, 2', [0.07916708, 0.2840908, 1.0]], ['2, k, 3', [0.08022795, 0.4204458, 1.0]], ['2, k, 4', [-0.07526525, 0.1555186, 1.0]], ['2, k, 5', [-0.1100316, -0.09257989, 1.0]], ['2, k, 6', [-0.0953799, -0.3131809, 1.0]], ['2, k, 7', [-0.08198494, -0.3675633, 1.0]], ['2, k, 8', [0.2508091, 0.2111633, 1.0]], ['2, k, 9', [0.2828632, -0.04429487, 1.0]], ['2, k, 10', [0.2954028, -0.2314512, 1.0]], ['2, k, 11', [0.3040759, -0.2576254, 1.0]], ['2, k, 12', [0.05059166, -0.2723593, 1.0]], ['2, k, 13', [-0.02812706, -0.5555026, 1.0]], ['2, k, 14', [-0.09437907, -0.8311548, 1.0]], ['2, k, 15', [-0.1326026, -0.9209679, 1.0]], ['2, k, 16', [0.1860311, -0.266498, 1.0]], ['2, k, 17', [0.2543448, -0.5461846, 1.0]], ['2, k, 18', [0.3899985, -0.8656729, 1.0]], ['2, k, 19', [0.4118922, -0.903339, 1.0]], ['2, k, 20', [0.08436944, 0.2166734, 1.0]], ['2, k, 21', [-0.06875943, -0.4376665, 1.0]], ['2, k, 22', [-0.0485358, -0.3460176, 1.0]], ['2, k, 23', [0.3060941, -0.2966911, 1.0]], ['2, k, 24', [0.325685, -0.2491398, 1.0]]]
[['2, k, 0', [0.1311115, -0.2763925, 1.0]], ['2, k, 1', [0.1108563, 0.006745073, 1.0]], ['2, k, 2', [0.09040445, 0.2811457, 1.0]], ['2, k, 3', [0.09042133, 0.4173985, 1.0]], ['2, k, 4', [-0.06478894, 0.1527259, 1.0]], ['2, k, 5', [-0.09607986, -0.09864334, 1.0]], ['2, k, 6', [-0.07907432, -0.3152658, 1.0]], ['2, k, 7', [-0.06677306, -0.369387, 1.0]], ['2, k, 8', [0.2610672, 0.2078067, 1.0]], ['2, k, 9', [0.2960323, -0.04679925, 1.0]], ['2, k, 10', [0.3095173, -0.2342073, 1.0]], ['2, k, 11', [0.3171695, -0.25825, 1.0]], ['2, k, 12', [0.06111863, -0.2743573, 1.0]], ['2, k, 13', [-0.02233949, -0.5562453, 1.0]], ['2, k, 14', [-0.0884717, -0.8333614, 1.0]], ['2, k, 15', [-0.06167546, -0.870037, 1.0]], ['2, k, 16', [0.1966102, -0.2689534, 1.0]], ['2, k, 17', [0.2621908, -0.5485122, 1.0]], ['2, k, 18', [0.3733084, -0.8499279, 1.0]], ['2, k, 19', [0.403439, -0.9265941, 1.0]], ['2, k, 20', [0.09556267, 0.2137964, 1.0]], ['2, k, 21', [-0.05212383, -0.438682, 1.0]], ['2, k, 22', [-0.03506595, -0.3668241, 1.0]], ['2, k, 23', [0.3179914, -0.2973969, 1.0]], ['2, k, 24', [0.3534967, -0.2542706, 1.0]]]
[['2, k, 0', [0.141767, -0.2781121, 1.0]], ['2, k, 1', [0.1204106, 0.004826567, 1.0]], ['2, k, 2', [0.09886944, 0.279112, 1.0]], ['2, k, 3', [0.09994227, 0.4148474, 1.0]], ['2, k, 4', [-0.05588733, 0.1501057, 1.0]], ['2, k, 5', [-0.0821804, -0.1042298, 1.0]], ['2, k, 6', [-0.06479312, -0.3103934, 1.0]], ['2, k, 7', [-0.05300146, -0.3668813, 1.0]], ['2, k, 8', [0.2602789, 0.2079526, 1.0]], ['2, k, 9', [0.3076231, -0.04369891, 1.0]], ['2, k, 10', [0.3170086, -0.2326594, 1.0]], ['2, k, 11', [0.326454, -0.25734, 1.0]], ['2, k, 12', [0.07176217, -0.2762679, 1.0]], ['2, k, 13', [-0.01621932, -0.5568537, 1.0]], ['2, k, 14', [-0.08456736, -0.8338256, 1.0]], ['2, k, 15', [-0.05895765, -0.8705267, 1.0]], ['2, k, 16', [0.206861, -0.270452, 1.0]], ['2, k, 17', [0.2750604, -0.5485682, 1.0]], ['2, k, 18', [0.3848542, -0.8938811, 1.0]], ['2, k, 19', [0.4235231, -0.9659814, 1.0]], ['2, k, 20', [0.1043024, 0.2117819, 1.0]], ['2, k, 21', [-0.04039697, -0.4369223, 1.0]], ['2, k, 22', [-0.01946281, -0.3510183, 1.0]], ['2, k, 23', [0.3316847, -0.2964087, 1.0]], ['2, k, 24', [0.3576546, -0.2467872, 1.0]]]
[['2, k, 0', [0.152055, -0.2796796, 1.0]], ['2, k, 1', [0.1302018, 0.003012694, 1.0]], ['2, k, 2', [0.1080871, 0.2771007, 1.0]], ['2, k, 3', [0.1091266, 0.4134114, 1.0]], ['2, k, 4', [-0.04676385, 0.1496606, 1.0]], ['2, k, 5', [-0.07242677, -0.1063774, 1.0]], ['2, k, 6', [-0.05467372, -0.3062011, 1.0]], ['2, k, 7', [-0.03869074, -0.3643427, 1.0]], ['2, k, 8', [0.2778174, 0.203983, 1.0]], ['2, k, 9', [0.317832, -0.04922598, 1.0]], ['2, k, 10', [0.3242093, -0.2349896, 1.0]], ['2, k, 11', [0.3344584, -0.2591651, 1.0]], ['2, k, 12', [0.08168187, -0.2774114, 1.0]], ['2, k, 13', [-0.01069976, -0.5566595, 1.0]], ['2, k, 14', [-0.08425425, -0.8329349, 1.0]], ['2, k, 15', [-0.05885008, -0.8695959, 1.0]], ['2, k, 16', [0.217189, -0.2724231, 1.0]], ['2, k, 17', [0.2792535, -0.5524336, 1.0]], ['2, k, 18', [0.3836773, -0.8978685, 1.0]], ['2, k, 19', [0.4232634, -0.96855, 1.0]], ['2, k, 20', [0.1136749, 0.2098127, 1.0]], ['2, k, 21', [-0.02719507, -0.4351862, 1.0]], ['2, k, 22', [-0.00668212, -0.3458697, 1.0]], ['2, k, 23', [0.3400983, -0.296037, 1.0]], ['2, k, 24', [0.3685393, -0.2452806, 1.0]]]
[['2, k, 0', [0.1596902, -0.2808867, 1.0]], ['2, k, 1', [0.13795, 0.00164088, 1.0]], ['2, k, 2', [0.1158997, 0.2755775, 1.0]], ['2, k, 3', [0.117201, 0.4119542, 1.0]], ['2, k, 4', [-0.03964733, 0.1480201, 1.0]], ['2, k, 5', [-0.06465102, -0.1066142, 1.0]], ['2, k, 6', [-0.04340212, -0.3068044, 1.0]], ['2, k, 7', [-0.02793024, -0.3634481, 1.0]], ['2, k, 8', [0.2852831, 0.2027476, 1.0]], ['2, k, 9', [0.3266646, -0.05035651, 1.0]], ['2, k, 10', [0.3309566, -0.2337625, 1.0]], ['2, k, 11', [0.3396361, -0.2579307, 1.0]], ['2, k, 12', [0.08925341, -0.2785529, 1.0]], ['2, k, 13', [-0.006166468, -0.5568238, 1.0]], ['2, k, 14', [-0.08263966, -0.8323329, 1.0]], ['2, k, 15', [-0.05742104, -0.8689231, 1.0]], ['2, k, 16', [0.2246229, -0.2736658, 1.0]], ['2, k, 17', [0.2823199, -0.5550391, 1.0]], ['2, k, 18', [0.3834744, -0.8992431, 1.0]], ['2, k, 19', [0.4197711, -0.972811, 1.0]], ['2, k, 20', [0.1214804, 0.2083238, 1.0]], ['2, k, 21', [-0.01649689, -0.4330077, 1.0]], ['2, k, 22', [0.002366954, -0.3672387, 1.0]], ['2, k, 23', [0.3438733, -0.2970577, 1.0]], ['2, k, 24', [0.3742749, -0.2484429, 1.0]]]
[['2, k, 0', [0.1644799, -0.2820055, 1.0]], ['2, k, 1', [0.1440713, 0.0005127204, 1.0]], ['2, k, 2', [0.1235101, 0.2744792, 1.0]], ['2, k, 3', [0.123381, 0.4106289, 1.0]], ['2, k, 4', [-0.03329698, 0.147285, 1.0]], ['2, k, 5', [-0.05595335, -0.1021246, 1.0]], ['2, k, 6', [-0.03546616, -0.3070416, 1.0]], ['2, k, 7', [-0.01953773, -0.3642761, 1.0]], ['2, k, 8', [0.2923661, 0.2011381, 1.0]], ['2, k, 9', [0.3328314, -0.05231942, 1.0]], ['2, k, 10', [0.3362478, -0.2336681, 1.0]], ['2, k, 11', [0.3444603, -0.2584313, 1.0]], ['2, k, 12', [0.09370171, -0.2794227, 1.0]], ['2, k, 13', [-0.002347215, -0.5574758, 1.0]], ['2, k, 14', [-0.0792288, -0.8327606, 1.0]], ['2, k, 15', [-0.054292, -0.8692161, 1.0]], ['2, k, 16', [0.2296121, -0.2750174, 1.0]], ['2, k, 17', [0.2869909, -0.5567718, 1.0]], ['2, k, 18', [0.3827447, -0.9006281, 1.0]], ['2, k, 19', [0.4198188, -0.9738028, 1.0]], ['2, k, 20', [0.1287109, 0.2072113, 1.0]], ['2, k, 21', [-0.01344943, -0.4360065, 1.0]], ['2, k, 22', [0.01367944, -0.3454712, 1.0]], ['2, k, 23', [0.3515239, -0.2964862, 1.0]], ['2, k, 24', [0.384463, -0.2586495, 1.0]]]
[['2, k, 0', [0.1690685, -0.2828825, 1.0]], ['2, k, 1', [0.1482842, -0.0005714349, 1.0]], ['2, k, 2', [0.1272406, 0.2732086, 1.0]], ['2, k, 3', [0.1289662, 0.4089574, 1.0]], ['2, k, 4', [-0.02849111, 0.1454998, 1.0]], ['2, k, 5', [-0.05159071, -0.1007877, 1.0]], ['2, k, 6', [-0.02947956, -0.3055026, 1.0]], ['2, k, 7', [-0.01186522, -0.3728104, 1.0]], ['2, k, 8', [0.2964911, 0.2005517, 1.0]], ['2, k, 9', [0.3381501, -0.05248477, 1.0]], ['2, k, 10', [0.3401115, -0.2342879, 1.0]], ['2, k, 11', [0.3476284, -0.258015, 1.0]], ['2, k, 12', [0.09835896, -0.2803621, 1.0]], ['2, k, 13', [0.001751303, -0.5582026, 1.0]], ['2, k, 14', [-0.07391701, -0.8336205, 1.0]], ['2, k, 15', [-0.049421, -0.8699924, 1.0]], ['2, k, 16', [0.2339877, -0.2758089, 1.0]], ['2, k, 17', [0.290475, -0.5583373, 1.0]], ['2, k, 18', [0.3816491, -0.9024352, 1.0]], ['2, k, 19', [0.4169383, -0.9759648, 1.0]], ['2, k, 20', [0.1325729, 0.2059835, 1.0]], ['2, k, 21', [-0.002858778, -0.445454, 1.0]], ['2, k, 22', [0.01873668, -0.3773277, 1.0]], ['2, k, 23', [0.3523662, -0.2951555, 1.0]], ['2, k, 24', [0.3859666, -0.2552046, 1.0]]]
[['2, k, 0', [0.172715, -0.2841983, 1.0]], ['2, k, 1', [0.152082, -0.001838643, 1.0]], ['2, k, 2', [0.1312293, 0.271956, 1.0]], ['2, k, 3', [0.1319013, 0.4074522, 1.0]], ['2, k, 4', [-0.0253647, 0.1435052, 1.0]], ['2, k, 5', [-0.04912763, -0.1002342, 1.0]], ['2, k, 6', [-0.02650614, -0.3064728, 1.0]], ['2, k, 7', [-0.008347561, -0.3680029, 1.0]], ['2, k, 8', [0.299217, 0.1995175, 1.0]], ['2, k, 9', [0.341443, -0.05328484, 1.0]], ['2, k, 10', [0.3442675, -0.2321214, 1.0]], ['2, k, 11', [0.3485581, -0.2582651, 1.0]], ['2, k, 12', [0.1017062, -0.2817932, 1.0]], ['2, k, 13', [0.005636948, -0.5597801, 1.0]], ['2, k, 14', [-0.07488396, -0.8338819, 1.0]], ['2, k, 15', [-0.05083244, -0.8701223, 1.0]], ['2, k, 16', [0.2378379, -0.2769661, 1.0]], ['2, k, 17', [0.2934297, -0.5601774, 1.0]], ['2, k, 18', [0.3812589, -0.9046006, 1.0]], ['2, k, 19', [0.3990663, -0.9416362, 1.0]], ['2, k, 20', [0.1365159, 0.2047274, 1.0]], ['2, k, 21', [0.003913522, -0.4363684, 1.0]], ['2, k, 22', [0.0228229, -0.3361089, 1.0]], ['2, k, 23', [0.3527413, -0.2958066, 1.0]], ['2, k, 24', [0.3857796, -0.2535795, 1.0]]]
[['2, k, 0', [0.1753132, -0.2849153, 1.0]], ['2, k, 1', [0.1540057, -0.002524758, 1.0]], ['2, k, 2', [0.132618, 0.2712731, 1.0]], ['2, k, 3', [0.1333655, 0.4066452, 1.0]], ['2, k, 4', [-0.02428791, 0.1422295, 1.0]], ['2, k, 5', [-0.04669672, -0.1019869, 1.0]], ['2, k, 6', [-0.02450506, -0.307216, 1.0]], ['2, k, 7', [-0.008604891, -0.3669564, 1.0]], ['2, k, 8', [0.3015103, 0.1991404, 1.0]], ['2, k, 9', [0.3433318, -0.05377026, 1.0]], ['2, k, 10', [0.3454297, -0.2328307, 1.0]], ['2, k, 11', [0.3492607, -0.2583485, 1.0]], ['2, k, 12', [0.1041674, -0.282748, 1.0]], ['2, k, 13', [0.008127694, -0.5607206, 1.0]], ['2, k, 14', [-0.07569591, -0.8339417, 1.0]], ['2, k, 15', [-0.05208008, -0.8700982, 1.0]], ['2, k, 16', [0.2405222, -0.2774283, 1.0]], ['2, k, 17', [0.2954891, -0.560934, 1.0]], ['2, k, 18', [0.3803944, -0.9082417, 1.0]], ['2, k, 19', [0.3977679, -0.9451581, 1.0]], ['2, k, 20', [0.1380273, 0.2040466, 1.0]], ['2, k, 21', [0.003549356, -0.4355043, 1.0]], ['2, k, 22', [0.02765353, -0.3541975, 1.0]], ['2, k, 23', [0.349714, -0.297146, 1.0]], ['2, k, 24', [0.3924113, -0.2626242, 1.0]]]
