[['2, k, 0', [0.0731498, -1.26329, 1.0]], ['2, k, 1', [0.0706584, -0.983726, 1.0]], ['2, k, 2', [0.0679452, -0.704745, 1.0]], ['2, k, 3', [0.0603692, -0.584765, 1.0]], ['2, k, 4', [-0.107534, -0.746925, 1.0]], ['2, k, 5', [-0.217081, -0.902308, 1.0]], ['2, k, 6', [-0.147133, -1.08674, 1.0]], ['2, k, 7', [-0.108857, -1.12784, 1.0]], ['2, k, 8', [0.229348, -0.752528, 1.0]], ['2, k, 9', [0.374615, -0.892575, 1.0]], ['2, k, 10', [0.304713, -1.0823, 1.0]], ['2, k, 11', [0.252046, -1.12325, 1.0]], ['2, k, 12', [-0.00390806, -1.25084, 1.0]], ['2, k, 13', [-0.0383734, -1.55198, 1.0]], ['2, k, 14', [-0.039359, -1.85821, 1.0]], ['2, k, 15', [0.00974258, -1.9386, 1.0]], ['2, k, 16', [0.148915, -1.25336, 1.0]], ['2, k, 17', [0.208964, -1.54821, 1.0]], ['2, k, 18', [0.243868, -1.84162, 1.0]], ['2, k, 19', [0.203979, -1.93359, 1.0]], ['2, k, 20', [0.0686653, -0.774526, 1.0]], ['2, k, 21', [-0.0913165, -1.19018, 1.0]], ['2, k, 22', [-0.0777002, -1.0968, 1.0]], ['2, k, 23', [0.22478, -1.1865, 1.0]], ['2, k, 24', [0.225921, -1.09288, 1.0]]]
[['2, k, 0', [0.128885, -1.25747, 1.0]], ['2, k, 1', [0.142863, -0.969979, 1.0]], ['2, k, 2', [0.160318, -0.681332, 1.0]], ['2, k, 3', [0.171747, -0.538991, 1.0]], ['2, k, 4', [-0.00848811, -0.734178, 1.0]], ['2, k, 5', [-0.14722, -0.89542, 1.0]], ['2, k, 6', [-0.0891692, -1.09489, 1.0]], ['2, k, 7', [-0.0449751, -1.12702, 1.0]], ['2, k, 8', [0.318616, -0.75745, 1.0]], ['2, k, 9', [0.450455, -0.913707, 1.0]], ['2, k, 10', [0.380649, -1.10906, 1.0]], ['2, k, 11', [0.335425, -1.14645, 1.0]], ['2, k, 12', [0.0545264, -1.24294, 1.0]], ['2, k, 13', [0.00874288, -1.51976, 1.0]], ['2, k, 14', [-0.0112345, -1.88813, 1.0]], ['2, k, 15', [-0.0252481, -1.92203, 1.0]], ['2, k, 16', [0.2011, -1.24912, 1.0]], ['2, k, 17', [0.247633, -1.53154, 1.0]], ['2, k, 18', [0.25343, -1.85675, 1.0]], ['2, k, 19', [0.240614, -1.89487, 1.0]], ['2, k, 20', [0.15638, -0.753418, 1.0]], ['2, k, 21', [-0.0356293, -1.2072, 1.0]], ['2, k, 22', [-0.0149666, -1.09634, 1.0]], ['2, k, 23', [0.304624, -1.21347, 1.0]], ['2, k, 24', [0.300478, -1.10872, 1.0]]]
[['2, k, 0', [0.133608, -1.25789, 1.0]], ['2, k, 1', [0.144691, -0.970543, 1.0]], ['2, k, 2', [0.160302, -0.682542, 1.0]], ['2, k, 3', [0.170436, -0.540064, 1.0]], ['2, k, 4', [-0.00952599, -0.735646, 1.0]], ['2, k, 5', [-0.143274, -0.894279, 1.0]], ['2, k, 6', [-0.0845535, -1.09483, 1.0]], ['2, k, 7', [-0.0423285, -1.1284, 1.0]], ['2, k, 8', [0.320052, -0.755683, 1.0]], ['2, k, 9', [0.451012, -0.908611, 1.0]], ['2, k, 10', [0.378507, -1.10959, 1.0]], ['2, k, 11', [0.336012, -1.14472, 1.0]], ['2, k, 12', [0.0598688, -1.24429, 1.0]], ['2, k, 13', [0.0111408, -1.53578, 1.0]], ['2, k, 14', [-0.00979779, -1.89121, 1.0]], ['2, k, 15', [-0.0239001, -1.9245, 1.0]], ['2, k, 16', [0.205126, -1.24873, 1.0]], ['2, k, 17', [0.250954, -1.52877, 1.0]], ['2, k, 18', [0.253154, -1.85869, 1.0]], ['2, k, 19', [0.239811, -1.89597, 1.0]], ['2, k, 20', [0.156654, -0.754219, 1.0]], ['2, k, 21', [-0.0260366, -1.2065, 1.0]], ['2, k, 22', [-0.0165424, -1.10664, 1.0]], ['2, k, 23', [0.307575, -1.21543, 1.0]], ['2, k, 24', [0.30055, -1.10925, 1.0]]]
[['2, k, 0', [0.138346, -1.2585, 1.0]], ['2, k, 1', [0.145656, -0.970949, 1.0]], ['2, k, 2', [0.157535, -0.684623, 1.0]], ['2, k, 3', [0.169685, -0.542468, 1.0]], ['2, k, 4', [-0.00863545, -0.736756, 1.0]], ['2, k, 5', [-0.139552, -0.891349, 1.0]], ['2, k, 6', [-0.0805404, -1.09526, 1.0]], ['2, k, 7', [-0.0442173, -1.11954, 1.0]], ['2, k, 8', [0.321415, -0.755433, 1.0]], ['2, k, 9', [0.451783, -0.908732, 1.0]], ['2, k, 10', [0.383786, -1.10538, 1.0]], ['2, k, 11', [0.344081, -1.15082, 1.0]], ['2, k, 12', [0.0634313, -1.24513, 1.0]], ['2, k, 13', [0.0153204, -1.57671, 1.0]], ['2, k, 14', [-0.00504118, -1.89875, 1.0]], ['2, k, 15', [0.0220246, -1.96346, 1.0]], ['2, k, 16', [0.21099, -1.24898, 1.0]], ['2, k, 17', [0.253239, -1.53143, 1.0]], ['2, k, 18', [0.255098, -1.85714, 1.0]], ['2, k, 19', [0.242791, -1.89458, 1.0]], ['2, k, 20', [0.155495, -0.755786, 1.0]], ['2, k, 21', [-0.026133, -1.19671, 1.0]], ['2, k, 22', [-0.0165856, -1.10453, 1.0]], ['2, k, 23', [0.30894, -1.21869, 1.0]], ['2, k, 24', [0.307644, -1.11163, 1.0]]]
[['2, k, 0', [0.142932, -1.25982, 1.0]], ['2, k, 1', [0.146047, -0.971671, 1.0]], ['2, k, 2', [0.153561, -0.686589, 1.0]], ['2, k, 3', [0.170023, -0.543833, 1.0]], ['2, k, 4', [0.00569056, -0.735201, 1.0]], ['2, k, 5', [-0.135449, -0.888255, 1.0]], ['2, k, 6', [-0.0667747, -1.08957, 1.0]], ['2, k, 7', [-0.0315621, -1.11702, 1.0]], ['2, k, 8', [0.322542, -0.755194, 1.0]], ['2, k, 9', [0.451841, -0.911439, 1.0]], ['2, k, 10', [0.384782, -1.11416, 1.0]], ['2, k, 11', [0.343737, -1.1568, 1.0]], ['2, k, 12', [0.0672423, -1.24608, 1.0]], ['2, k, 13', [0.0165342, -1.57341, 1.0]], ['2, k, 14', [-0.0122311, -1.88245, 1.0]], ['2, k, 15', [0.0217412, -1.94516, 1.0]], ['2, k, 16', [0.216176, -1.25067, 1.0]], ['2, k, 17', [0.256229, -1.53222, 1.0]], ['2, k, 18', [0.253998, -1.84892, 1.0]], ['2, k, 19', [0.245294, -1.8863, 1.0]], ['2, k, 20', [0.153015, -0.757449, 1.0]], ['2, k, 21', [-0.0166005, -1.19012, 1.0]], ['2, k, 22', [-0.00457382, -1.09148, 1.0]], ['2, k, 23', [0.314736, -1.22567, 1.0]], ['2, k, 24', [0.30858, -1.12375, 1.0]]]
[['2, k, 0', [0.145918, -1.26048, 1.0]], ['2, k, 1', [0.148874, -0.972679, 1.0]], ['2, k, 2', [0.155208, -0.687438, 1.0]], ['2, k, 3', [0.172759, -0.545084, 1.0]], ['2, k, 4', [0.00913692, -0.736421, 1.0]], ['2, k, 5', [-0.132594, -0.886559, 1.0]], ['2, k, 6', [-0.0673004, -1.08907, 1.0]], ['2, k, 7', [-0.0306917, -1.12417, 1.0]], ['2, k, 8', [0.323918, -0.755319, 1.0]], ['2, k, 9', [0.452878, -0.912065, 1.0]], ['2, k, 10', [0.397905, -1.11282, 1.0]], ['2, k, 11', [0.355953, -1.14685, 1.0]], ['2, k, 12', [0.0704245, -1.24705, 1.0]], ['2, k, 13', [0.0168916, -1.57356, 1.0]], ['2, k, 14', [-0.012066, -1.88207, 1.0]], ['2, k, 15', [0.0143846, -1.94617, 1.0]], ['2, k, 16', [0.218872, -1.25104, 1.0]], ['2, k, 17', [0.258169, -1.533, 1.0]], ['2, k, 18', [0.257167, -1.84658, 1.0]], ['2, k, 19', [0.24761, -1.90881, 1.0]], ['2, k, 20', [0.154589, -0.758396, 1.0]], ['2, k, 21', [-0.0118774, -1.20081, 1.0]], ['2, k, 22', [-0.00237123, -1.09448, 1.0]], ['2, k, 23', [0.32251, -1.2182, 1.0]], ['2, k, 24', [0.318503, -1.12629, 1.0]]]
[['2, k, 0', [0.150175, -1.26101, 1.0]], ['2, k, 1', [0.154387, -0.974057, 1.0]], ['2, k, 2', [0.160739, -0.689188, 1.0]], ['2, k, 3', [0.178496, -0.548317, 1.0]], ['2, k, 4', [0.009085, -0.736312, 1.0]], ['2, k, 5', [-0.130582, -0.886344, 1.0]], ['2, k, 6', [-0.0673064, -1.08985, 1.0]], ['2, k, 7', [-0.0237843, -1.11892, 1.0]], ['2, k, 8', [0.326979, -0.756418, 1.0]], ['2, k, 9', [0.454583, -0.912921, 1.0]], ['2, k, 10', [0.39215, -1.11133, 1.0]], ['2, k, 11', [0.350915, -1.14856, 1.0]], ['2, k, 12', [0.0748421, -1.24759, 1.0]], ['2, k, 13', [0.0218323, -1.54618, 1.0]], ['2, k, 14', [-0.0121261, -1.87918, 1.0]], ['2, k, 15', [0.0366211, -1.96582, 1.0]], ['2, k, 16', [0.222824, -1.25154, 1.0]], ['2, k, 17', [0.259927, -1.53294, 1.0]], ['2, k, 18', [0.257445, -1.84609, 1.0]], ['2, k, 19', [0.249355, -1.90909, 1.0]], ['2, k, 20', [0.159694, -0.760139, 1.0]], ['2, k, 21', [-0.0118699, -1.20039, 1.0]], ['2, k, 22', [0.00361996, -1.0983, 1.0]], ['2, k, 23', [0.327792, -1.22031, 1.0]], ['2, k, 24', [0.309121, -1.11962, 1.0]]]
[['2, k, 0', [0.153438, -1.2623, 1.0]], ['2, k, 1', [0.159982, -0.975584, 1.0]], ['2, k, 2', [0.167279, -0.69024, 1.0]], ['2, k, 3', [0.184343, -0.54931, 1.0]], ['2, k, 4', [0.015307, -0.741806, 1.0]], ['2, k, 5', [-0.128644, -0.886345, 1.0]], ['2, k, 6', [-0.0672187, -1.09125, 1.0]], ['2, k, 7', [-0.02205, -1.11743, 1.0]], ['2, k, 8', [0.329193, -0.756483, 1.0]], ['2, k, 9', [0.453752, -0.912897, 1.0]], ['2, k, 10', [0.391062, -1.11347, 1.0]], ['2, k, 11', [0.359394, -1.14679, 1.0]], ['2, k, 12', [0.0776088, -1.24878, 1.0]], ['2, k, 13', [0.0222476, -1.54654, 1.0]], ['2, k, 14', [-0.0111507, -1.87891, 1.0]], ['2, k, 15', [0.0167543, -1.94638, 1.0]], ['2, k, 16', [0.226548, -1.25291, 1.0]], ['2, k, 17', [0.263834, -1.53783, 1.0]], ['2, k, 18', [0.25965, -1.86038, 1.0]], ['2, k, 19', [0.248324, -1.92207, 1.0]], ['2, k, 20', [0.165745, -0.761396, 1.0]], ['2, k, 21', [-0.0071126, -1.20039, 1.0]], ['2, k, 22', [0.00656526, -1.1101, 1.0]], ['2, k, 23', [0.331729, -1.21748, 1.0]], ['2, k, 24', [0.318475, -1.13061, 1.0]]]
[['2, k, 0', [0.159283, -1.26291, 1.0]], ['2, k, 1', [0.16603, -0.976233, 1.0]], ['2, k, 2', [0.172849, -0.690703, 1.0]], ['2, k, 3', [0.19568, -0.550417, 1.0]], ['2, k, 4', [0.0198438, -0.7436, 1.0]], ['2, k, 5', [-0.128671, -0.885084, 1.0]], ['2, k, 6', [-0.0699634, -1.09234, 1.0]], ['2, k, 7', [-0.0303312, -1.11479, 1.0]], ['2, k, 8', [0.333116, -0.757095, 1.0]], ['2, k, 9', [0.452846, -0.928088, 1.0]], ['2, k, 10', [0.391986, -1.12093, 1.0]], ['2, k, 11', [0.347745, -1.16188, 1.0]], ['2, k, 12', [0.0834837, -1.2489, 1.0]], ['2, k, 13', [0.0231783, -1.54743, 1.0]], ['2, k, 14', [-0.0113244, -1.87701, 1.0]], ['2, k, 15', [0.0441824, -1.95486, 1.0]], ['2, k, 16', [0.232361, -1.25402, 1.0]], ['2, k, 17', [0.270323, -1.5055, 1.0]], ['2, k, 18', [0.259421, -1.86125, 1.0]], ['2, k, 19', [0.249289, -1.91067, 1.0]], ['2, k, 20', [0.171361, -0.76197, 1.0]], ['2, k, 21', [-0.0219182, -1.165, 1.0]], ['2, k, 22', [-0.00816894, -1.09639, 1.0]], ['2, k, 23', [0.320332, -1.22738, 1.0]], ['2, k, 24', [0.30966, -1.12717, 1.0]]]
[['2, k, 0', [0.161244, -1.26339, 1.0]], ['2, k, 1', [0.171059, -0.976895, 1.0]], ['2, k, 2', [0.182567, -0.691349, 1.0]], ['2, k, 3', [0.205099, -0.55203, 1.0]], ['2, k, 4', [0.030578, -0.744543, 1.0]], ['2, k, 5', [-0.131203, -0.877927, 1.0]], ['2, k, 6', [-0.0696585, -1.08582, 1.0]], ['2, k, 7', [-0.0267469, -1.11186, 1.0]], ['2, k, 8', [0.338835, -0.757456, 1.0]], ['2, k, 9', [0.454321, -0.941105, 1.0]], ['2, k, 10', [0.392055, -1.12519, 1.0]], ['2, k, 11', [0.349271, -1.16307, 1.0]], ['2, k, 12', [0.0851717, -1.2493, 1.0]], ['2, k, 13', [0.0240146, -1.54937, 1.0]], ['2, k, 14', [-0.00902582, -1.87876, 1.0]], ['2, k, 15', [-0.0133042, -1.91541, 1.0]], ['2, k, 16', [0.234735, -1.25462, 1.0]], ['2, k, 17', [0.270813, -1.50522, 1.0]], ['2, k, 18', [0.260089, -1.86271, 1.0]], ['2, k, 19', [0.250719, -1.92467, 1.0]], ['2, k, 20', [0.179732, -0.762693, 1.0]], ['2, k, 21', [-0.0267137, -1.19058, 1.0]], ['2, k, 22', [0.00342412, -1.11326, 1.0]], ['2, k, 23', [0.320254, -1.2271, 1.0]], ['2, k, 24', [0.308624, -1.12454, 1.0]]]
[['2, k, 0', [0.163216, -1.26525, 1.0]], ['2, k, 1', [0.173512, -0.977983, 1.0]], ['2, k, 2', [0.184909, -0.691726, 1.0]], ['2, k, 3', [0.221632, -0.565158, 1.0]], ['2, k, 4', [0.0391989, -0.747589, 1.0]], ['2, k, 5', [-0.131608, -0.875055, 1.0]], ['2, k, 6', [-0.0608376, -1.07631, 1.0]], ['2, k, 7', [-0.00923046, -1.12214, 1.0]], ['2, k, 8', [0.346596, -0.76155, 1.0]], ['2, k, 9', [0.452109, -0.945649, 1.0]], ['2, k, 10', [0.394057, -1.1332, 1.0]], ['2, k, 11', [0.345321, -1.17188, 1.0]], ['2, k, 12', [0.0863322, -1.24998, 1.0]], ['2, k, 13', [0.0252077, -1.55647, 1.0]], ['2, k, 14', [-0.0059036, -1.86282, 1.0]], ['2, k, 15', [-0.00799458, -1.89919, 1.0]], ['2, k, 16', [0.237542, -1.2582, 1.0]], ['2, k, 17', [0.274189, -1.54786, 1.0]], ['2, k, 18', [0.260827, -1.86055, 1.0]], ['2, k, 19', [0.245474, -1.9254, 1.0]], ['2, k, 20', [0.182126, -0.763252, 1.0]], ['2, k, 21', [0.00708616, -1.1956, 1.0]], ['2, k, 22', [0.0237019, -1.08441, 1.0]], ['2, k, 23', [0.314557, -1.23816, 1.0]], ['2, k, 24', [0.310332, -1.1297, 1.0]]]
[['2, k, 0', [0.163889, -1.26744, 1.0]], ['2, k, 1', [0.176198, -0.979759, 1.0]], ['2, k, 2', [0.190351, -0.693012, 1.0]], ['2, k, 3', [0.231195, -0.566087, 1.0]], ['2, k, 4', [0.0441625, -0.750092, 1.0]], ['2, k, 5', [-0.133542, -0.870049, 1.0]], ['2, k, 6', [-0.074327, -1.07727, 1.0]], ['2, k, 7', [-0.023774, -1.10823, 1.0]], ['2, k, 8', [0.354472, -0.765014, 1.0]], ['2, k, 9', [0.448126, -0.942761, 1.0]], ['2, k, 10', [0.392525, -1.13171, 1.0]], ['2, k, 11', [0.343815, -1.16623, 1.0]], ['2, k, 12', [0.0868438, -1.25113, 1.0]], ['2, k, 13', [0.0257891, -1.55628, 1.0]], ['2, k, 14', [-0.005269, -1.85751, 1.0]], ['2, k, 15', [-0.00500184, -1.89508, 1.0]], ['2, k, 16', [0.238219, -1.2615, 1.0]], ['2, k, 17', [0.274333, -1.5476, 1.0]], ['2, k, 18', [0.260169, -1.86567, 1.0]], ['2, k, 19', [0.22056, -1.92928, 1.0]], ['2, k, 20', [0.186809, -0.764724, 1.0]], ['2, k, 21', [-0.00394904, -1.17988, 1.0]], ['2, k, 22', [0.00649558, -1.08489, 1.0]], ['2, k, 23', [0.317679, -1.22554, 1.0]], ['2, k, 24', [0.30272, -1.12233, 1.0]]]
[['2, k, 0', [0.165273, -1.27079, 1.0]], ['2, k, 1', [0.182823, -0.985537, 1.0]], ['2, k, 2', [0.204976, -0.702652, 1.0]], ['2, k, 3', [0.243907, -0.572446, 1.0]], ['2, k, 4', [0.0513524, -0.753607, 1.0]], ['2, k, 5', [-0.132402, -0.862641, 1.0]], ['2, k, 6', [-0.0769944, -1.07236, 1.0]], ['2, k, 7', [-0.027076, -1.10875, 1.0]], ['2, k, 8', [0.359336, -0.766995, 1.0]], ['2, k, 9', [0.447306, -0.942602, 1.0]], ['2, k, 10', [0.395168, -1.13859, 1.0]], ['2, k, 11', [0.347761, -1.16749, 1.0]], ['2, k, 12', [0.0884534, -1.25355, 1.0]], ['2, k, 13', [0.0258874, -1.55575, 1.0]], ['2, k, 14', [-0.00790317, -1.87, 1.0]], ['2, k, 15', [-0.00577941, -1.90879, 1.0]], ['2, k, 16', [0.239089, -1.26547, 1.0]], ['2, k, 17', [0.274303, -1.54726, 1.0]], ['2, k, 18', [0.26849, -1.82661, 1.0]], ['2, k, 19', [0.272022, -1.8639, 1.0]], ['2, k, 20', [0.199257, -0.773337, 1.0]], ['2, k, 21', [-0.0305541, -1.18607, 1.0]], ['2, k, 22', [0.0070676, -1.11446, 1.0]], ['2, k, 23', [0.321985, -1.23599, 1.0]], ['2, k, 24', [0.310261, -1.13027, 1.0]]]
[['2, k, 0', [0.165164, -1.27264, 1.0]], ['2, k, 1', [0.186544, -0.989128, 1.0]], ['2, k, 2', [0.21265, -0.707418, 1.0]], ['2, k, 3', [0.255025, -0.574874, 1.0]], ['2, k, 4', [0.0570542, -0.75595, 1.0]], ['2, k, 5', [-0.132478, -0.855321, 1.0]], ['2, k, 6', [-0.0787417, -1.06575, 1.0]], ['2, k, 7', [-0.0325561, -1.10422, 1.0]], ['2, k, 8', [0.365919, -0.771015, 1.0]], ['2, k, 9', [0.445296, -0.955145, 1.0]], ['2, k, 10', [0.389296, -1.14993, 1.0]], ['2, k, 11', [0.339813, -1.16932, 1.0]], ['2, k, 12', [0.0885276, -1.25486, 1.0]], ['2, k, 13', [0.0251646, -1.5566, 1.0]], ['2, k, 14', [-0.00528496, -1.87693, 1.0]], ['2, k, 15', [0.0217793, -1.94563, 1.0]], ['2, k, 16', [0.238744, -1.26772, 1.0]], ['2, k, 17', [0.274233, -1.54762, 1.0]], ['2, k, 18', [0.257626, -1.86243, 1.0]], ['2, k, 19', [0.263804, -1.8951, 1.0]], ['2, k, 20', [0.206067, -0.777906, 1.0]], ['2, k, 21', [-0.0338788, -1.18448, 1.0]], ['2, k, 22', [-0.00235048, -1.12224, 1.0]], ['2, k, 23', [0.317868, -1.24496, 1.0]], ['2, k, 24', [0.306562, -1.14388, 1.0]]]
[['2, k, 0', [0.163903, -1.27493, 1.0]], ['2, k, 1', [0.187375, -0.99055, 1.0]], ['2, k, 2', [0.214355, -0.708411, 1.0]], ['2, k, 3', [0.262622, -0.575952, 1.0]], ['2, k, 4', [0.0648032, -0.75897, 1.0]], ['2, k, 5', [-0.131771, -0.85003, 1.0]], ['2, k, 6', [-0.0804642, -1.06105, 1.0]], ['2, k, 7', [-0.0353466, -1.09237, 1.0]], ['2, k, 8', [0.365769, -0.770502, 1.0]], ['2, k, 9', [0.444349, -0.958798, 1.0]], ['2, k, 10', [0.386164, -1.15544, 1.0]], ['2, k, 11', [0.33597, -1.17267, 1.0]], ['2, k, 12', [0.0877718, -1.25627, 1.0]], ['2, k, 13', [0.0243037, -1.55645, 1.0]], ['2, k, 14', [-0.00641858, -1.87683, 1.0]], ['2, k, 15', [0.0307424, -1.96648, 1.0]], ['2, k, 16', [0.236955, -1.27087, 1.0]], ['2, k, 17', [0.269356, -1.55801, 1.0]], ['2, k, 18', [0.257047, -1.86269, 1.0]], ['2, k, 19', [0.264031, -1.9015, 1.0]], ['2, k, 20', [0.207582, -0.779006, 1.0]], ['2, k, 21', [-0.0262479, -1.15422, 1.0]], ['2, k, 22', [-0.00372599, -1.06307, 1.0]], ['2, k, 23', [0.314625, -1.25254, 1.0]], ['2, k, 24', [0.305347, -1.14922, 1.0]]]
[['2, k, 0', [0.158213, -1.28031, 1.0]], ['2, k, 1', [0.188076, -0.993157, 1.0]], ['2, k, 2', [0.21976, -0.71067, 1.0]], ['2, k, 3', [0.269956, -0.57534, 1.0]], ['2, k, 4', [0.0681235, -0.759891, 1.0]], ['2, k, 5', [-0.131937, -0.846837, 1.0]], ['2, k, 6', [-0.0827018, -1.0584, 1.0]], ['2, k, 7', [-0.036548, -1.09247, 1.0]], ['2, k, 8', [0.371183, -0.775379, 1.0]], ['2, k, 9', [0.443751, -0.953195, 1.0]], ['2, k, 10', [0.384984, -1.15135, 1.0]], ['2, k, 11', [0.339173, -1.1691, 1.0]], ['2, k, 12', [0.083248, -1.26018, 1.0]], ['2, k, 13', [0.0211555, -1.56104, 1.0]], ['2, k, 14', [-0.00395207, -1.87275, 1.0]], ['2, k, 15', [0.0388256, -1.96102, 1.0]], ['2, k, 16', [0.230206, -1.27759, 1.0]], ['2, k, 17', [0.26766, -1.55864, 1.0]], ['2, k, 18', [0.256946, -1.85107, 1.0]], ['2, k, 19', [0.264386, -1.8896, 1.0]], ['2, k, 20', [0.21147, -0.781335, 1.0]], ['2, k, 21', [-0.0260706, -1.17013, 1.0]], ['2, k, 22', [-0.000778366, -1.09389, 1.0]], ['2, k, 23', [0.317161, -1.24799, 1.0]], ['2, k, 24', [0.314224, -1.14056, 1.0]]]
[['2, k, 0', [0.155417, -1.28287, 1.0]], ['2, k, 1', [0.188318, -0.99421, 1.0]], ['2, k, 2', [0.222073, -0.710843, 1.0]], ['2, k, 3', [0.276557, -0.57404, 1.0]], ['2, k, 4', [0.0711498, -0.760632, 1.0]], ['2, k, 5', [-0.132422, -0.843803, 1.0]], ['2, k, 6', [-0.0847651, -1.05574, 1.0]], ['2, k, 7', [-0.0410257, -1.09056, 1.0]], ['2, k, 8', [0.372084, -0.781081, 1.0]], ['2, k, 9', [0.442863, -0.950075, 1.0]], ['2, k, 10', [0.386215, -1.14946, 1.0]], ['2, k, 11', [0.335752, -1.17017, 1.0]], ['2, k, 12', [0.0800595, -1.26239, 1.0]], ['2, k, 13', [0.0198403, -1.56001, 1.0]], ['2, k, 14', [-0.00472908, -1.87325, 1.0]], ['2, k, 15', [0.0338527, -1.96455, 1.0]], ['2, k, 16', [0.227888, -1.28035, 1.0]], ['2, k, 17', [0.26097, -1.52528, 1.0]], ['2, k, 18', [0.267855, -1.83311, 1.0]], ['2, k, 19', [0.25056, -1.88589, 1.0]], ['2, k, 20', [0.213162, -0.781786, 1.0]], ['2, k, 21', [-0.0358069, -1.15455, 1.0]], ['2, k, 22', [-0.00503024, -1.07218, 1.0]], ['2, k, 23', [0.308364, -1.24656, 1.0]], ['2, k, 24', [0.312278, -1.14136, 1.0]]]
[['2, k, 0', [0.151432, -1.28524, 1.0]], ['2, k, 1', [0.187828, -0.99529, 1.0]], ['2, k, 2', [0.22276, -0.711076, 1.0]], ['2, k, 3', [0.281385, -0.574046, 1.0]], ['2, k, 4', [0.0725074, -0.760737, 1.0]], ['2, k, 5', [-0.133081, -0.841139, 1.0]], ['2, k, 6', [-0.0879201, -1.05361, 1.0]], ['2, k, 7', [-0.0502762, -1.09682, 1.0]], ['2, k, 8', [0.372603, -0.785386, 1.0]], ['2, k, 9', [0.438932, -0.942304, 1.0]], ['2, k, 10', [0.390997, -1.15141, 1.0]], ['2, k, 11', [0.341258, -1.17275, 1.0]], ['2, k, 12', [0.0752844, -1.26425, 1.0]], ['2, k, 13', [0.017768, -1.55815, 1.0]], ['2, k, 14', [-0.00320113, -1.87416, 1.0]], ['2, k, 15', [0.00536899, -1.91449, 1.0]], ['2, k, 16', [0.224638, -1.28314, 1.0]], ['2, k, 17', [0.252719, -1.55883, 1.0]], ['2, k, 18', [0.267909, -1.83283, 1.0]], ['2, k, 19', [0.279378, -1.87235, 1.0]], ['2, k, 20', [0.213583, -0.782143, 1.0]], ['2, k, 21', [-0.0577742, -1.17628, 1.0]], ['2, k, 22', [-0.0117666, -1.09133, 1.0]], ['2, k, 23', [0.308171, -1.21234, 1.0]], ['2, k, 24', [0.330076, -1.15431, 1.0]]]
[['2, k, 0', [0.149978, -1.28557, 1.0]], ['2, k, 1', [0.187701, -0.995812, 1.0]], ['2, k, 2', [0.224304, -0.711654, 1.0]], ['2, k, 3', [0.284366, -0.575397, 1.0]], ['2, k, 4', [0.0739703, -0.760742, 1.0]], ['2, k, 5', [-0.133572, -0.839343, 1.0]], ['2, k, 6', [-0.0903799, -1.05226, 1.0]], ['2, k, 7', [-0.0514561, -1.0906, 1.0]], ['2, k, 8', [0.370031, -0.782743, 1.0]], ['2, k, 9', [0.434587, -0.970447, 1.0]], ['2, k, 10', [0.385172, -1.17701, 1.0]], ['2, k, 11', [0.333677, -1.1807, 1.0]], ['2, k, 12', [0.0741017, -1.26428, 1.0]], ['2, k, 13', [0.015629, -1.55978, 1.0]], ['2, k, 14', [-0.00356806, -1.87409, 1.0]], ['2, k, 15', [0.0362393, -1.95037, 1.0]], ['2, k, 16', [0.222941, -1.28378, 1.0]], ['2, k, 17', [0.253083, -1.5559, 1.0]], ['2, k, 18', [0.263689, -1.83482, 1.0]], ['2, k, 19', [0.223821, -1.8895, 1.0]], ['2, k, 20', [0.21464, -0.782754, 1.0]], ['2, k, 21', [-0.0582765, -1.14964, 1.0]], ['2, k, 22', [-0.0141494, -1.07742, 1.0]], ['2, k, 23', [0.312395, -1.20063, 1.0]], ['2, k, 24', [0.323171, -1.15787, 1.0]]]
[['2, k, 0', [0.147392, -1.28729, 1.0]], ['2, k, 1', [0.186738, -0.996657, 1.0]], ['2, k, 2', [0.224163, -0.7116, 1.0]], ['2, k, 3', [0.285749, -0.574658, 1.0]], ['2, k, 4', [0.0744454, -0.760678, 1.0]], ['2, k, 5', [-0.133691, -0.839131, 1.0]], ['2, k, 6', [-0.0931811, -1.05256, 1.0]], ['2, k, 7', [-0.0558001, -1.09013, 1.0]], ['2, k, 8', [0.370068, -0.790083, 1.0]], ['2, k, 9', [0.434032, -0.969594, 1.0]], ['2, k, 10', [0.358678, -1.16741, 1.0]], ['2, k, 11', [0.319036, -1.17863, 1.0]], ['2, k, 12', [0.0713263, -1.26585, 1.0]], ['2, k, 13', [0.00946798, -1.55572, 1.0]], ['2, k, 14', [-0.00729505, -1.87037, 1.0]], ['2, k, 15', [0.0409086, -1.94952, 1.0]], ['2, k, 16', [0.220651, -1.28553, 1.0]], ['2, k, 17', [0.253004, -1.55487, 1.0]], ['2, k, 18', [0.263056, -1.83606, 1.0]], ['2, k, 19', [0.274649, -1.87443, 1.0]], ['2, k, 20', [0.214511, -0.782778, 1.0]], ['2, k, 21', [-0.0355665, -1.16577, 1.0]], ['2, k, 22', [-0.0195738, -1.10315, 1.0]], ['2, k, 23', [0.296526, -1.20852, 1.0]], ['2, k, 24', [0.303778, -1.14902, 1.0]]]
