[['2, k, 0', [-0.387372, -0.4937, 1.0]], ['2, k, 1', [-0.379, -0.211387, 1.0]], ['2, k, 2', [-0.36766, 0.0658514, 1.0]], ['2, k, 3', [-0.389981, 0.179669, 1.0]], ['2, k, 4', [-0.547895, 0.0116732, 1.0]], ['2, k, 5', [-0.653316, -0.0891903, 1.0]], ['2, k, 6', [-0.714016, -0.15698, 1.0]], ['2, k, 7', [-0.735819, -0.199874, 1.0]], ['2, k, 8', [-0.221666, 0.0197804, 1.0]], ['2, k, 9', [-0.146537, -0.0531133, 1.0]], ['2, k, 10', [-0.127862, -0.147934, 1.0]], ['2, k, 11', [-0.124789, -0.185006, 1.0]], ['2, k, 12', [-0.455455, -0.487551, 1.0]], ['2, k, 13', [-0.492748, -0.763286, 1.0]], ['2, k, 14', [-0.446006, -1.12764, 1.0]], ['2, k, 15', [-0.489327, -1.18671, 1.0]], ['2, k, 16', [-0.306973, -0.484217, 1.0]], ['2, k, 17', [-0.233944, -0.767266, 1.0]], ['2, k, 18', [-0.1998, -1.13096, 1.0]], ['2, k, 19', [-0.182142, -1.18325, 1.0]], ['2, k, 20', [-0.371019, -0.00261147, 1.0]], ['2, k, 21', [-0.724974, -0.227509, 1.0]], ['2, k, 22', [-0.708209, -0.230759, 1.0]], ['2, k, 23', [-0.120775, -0.212827, 1.0]], ['2, k, 24', [-0.130667, -0.20556, 1.0]]]
[['2, k, 0', [-0.336686, -0.473552, 1.0]], ['2, k, 1', [-0.325764, -0.222882, 1.0]], ['2, k, 2', [-0.312812, 0.0258915, 1.0]], ['2, k, 3', [-0.34594, 0.1564, 1.0]], ['2, k, 4', [-0.493387, -0.0334941, 1.0]], ['2, k, 5', [-0.587282, -0.156083, 1.0]], ['2, k, 6', [-0.651063, -0.295342, 1.0]], ['2, k, 7', [-0.649134, -0.345514, 1.0]], ['2, k, 8', [-0.175819, -0.0257384, 1.0]], ['2, k, 9', [-0.0749493, -0.140899, 1.0]], ['2, k, 10', [-0.0703826, -0.271692, 1.0]], ['2, k, 11', [-0.0785686, -0.306473, 1.0]], ['2, k, 12', [-0.402456, -0.465285, 1.0]], ['2, k, 13', [-0.484326, -0.796137, 1.0]], ['2, k, 14', [-0.450379, -1.12289, 1.0]], ['2, k, 15', [-0.475859, -1.19877, 1.0]], ['2, k, 16', [-0.260753, -0.467198, 1.0]], ['2, k, 17', [-0.192106, -0.807485, 1.0]], ['2, k, 18', [-0.192395, -1.12266, 1.0]], ['2, k, 19', [-0.150669, -1.19474, 1.0]], ['2, k, 20', [-0.316396, -0.0357879, 1.0]], ['2, k, 21', [-0.648277, -0.362361, 1.0]], ['2, k, 22', [-0.564699, -0.343178, 1.0]], ['2, k, 23', [-0.105509, -0.347609, 1.0]], ['2, k, 24', [-0.157264, -0.313107, 1.0]]]
[['2, k, 0', [-0.337501, -0.468965, 1.0]], ['2, k, 1', [-0.32696, -0.217335, 1.0]], ['2, k, 2', [-0.31434, 0.0319669, 1.0]], ['2, k, 3', [-0.346054, 0.163486, 1.0]], ['2, k, 4', [-0.494242, -0.0251216, 1.0]], ['2, k, 5', [-0.587972, -0.148381, 1.0]], ['2, k, 6', [-0.652984, -0.287197, 1.0]], ['2, k, 7', [-0.650771, -0.332932, 1.0]], ['2, k, 8', [-0.177322, -0.0163097, 1.0]], ['2, k, 9', [-0.0756014, -0.135972, 1.0]], ['2, k, 10', [-0.0647844, -0.260154, 1.0]], ['2, k, 11', [-0.0780112, -0.293743, 1.0]], ['2, k, 12', [-0.403608, -0.460866, 1.0]], ['2, k, 13', [-0.482671, -0.791608, 1.0]], ['2, k, 14', [-0.450419, -1.12292, 1.0]], ['2, k, 15', [-0.472666, -1.19908, 1.0]], ['2, k, 16', [-0.261147, -0.462713, 1.0]], ['2, k, 17', [-0.192009, -0.803045, 1.0]], ['2, k, 18', [-0.191833, -1.12378, 1.0]], ['2, k, 19', [-0.151154, -1.19672, 1.0]], ['2, k, 20', [-0.317853, -0.0298432, 1.0]], ['2, k, 21', [-0.649992, -0.349646, 1.0]], ['2, k, 22', [-0.564893, -0.331528, 1.0]], ['2, k, 23', [-0.11359, -0.339396, 1.0]], ['2, k, 24', [-0.162048, -0.298446, 1.0]]]
[['2, k, 0', [-0.338983, -0.465021, 1.0]], ['2, k, 1', [-0.32927, -0.211214, 1.0]], ['2, k, 2', [-0.317805, 0.0406567, 1.0]], ['2, k, 3', [-0.346273, 0.171398, 1.0]], ['2, k, 4', [-0.49477, -0.0186443, 1.0]], ['2, k, 5', [-0.588715, -0.141096, 1.0]], ['2, k, 6', [-0.648383, -0.231968, 1.0]], ['2, k, 7', [-0.653839, -0.318919, 1.0]], ['2, k, 8', [-0.177173, -0.0103504, 1.0]], ['2, k, 9', [-0.0772661, -0.127159, 1.0]], ['2, k, 10', [-0.0598009, -0.244376, 1.0]], ['2, k, 11', [-0.0750838, -0.27914, 1.0]], ['2, k, 12', [-0.404617, -0.457271, 1.0]], ['2, k, 13', [-0.481445, -0.787645, 1.0]], ['2, k, 14', [-0.449268, -1.12376, 1.0]], ['2, k, 15', [-0.477531, -1.19756, 1.0]], ['2, k, 16', [-0.263028, -0.458541, 1.0]], ['2, k, 17', [-0.19116, -0.798391, 1.0]], ['2, k, 18', [-0.191997, -1.12401, 1.0]], ['2, k, 19', [-0.154078, -1.19838, 1.0]], ['2, k, 20', [-0.321008, -0.0218334, 1.0]], ['2, k, 21', [-0.649628, -0.337688, 1.0]], ['2, k, 22', [-0.570774, -0.318808, 1.0]], ['2, k, 23', [-0.0677035, -0.297909, 1.0]], ['2, k, 24', [-0.123936, -0.299281, 1.0]]]
[['2, k, 0', [-0.341192, -0.461819, 1.0]], ['2, k, 1', [-0.331443, -0.205813, 1.0]], ['2, k, 2', [-0.320007, 0.0481058, 1.0]], ['2, k, 3', [-0.346354, 0.179604, 1.0]], ['2, k, 4', [-0.494841, -0.0122258, 1.0]], ['2, k, 5', [-0.589199, -0.134814, 1.0]], ['2, k, 6', [-0.648527, -0.228167, 1.0]], ['2, k, 7', [-0.654196, -0.306382, 1.0]], ['2, k, 8', [-0.176949, -0.00466595, 1.0]], ['2, k, 9', [-0.0880169, -0.0878301, 1.0]], ['2, k, 10', [-0.0606833, -0.226121, 1.0]], ['2, k, 11', [-0.0829258, -0.265485, 1.0]], ['2, k, 12', [-0.405599, -0.45454, 1.0]], ['2, k, 13', [-0.480248, -0.784244, 1.0]], ['2, k, 14', [-0.449125, -1.12371, 1.0]], ['2, k, 15', [-0.450175, -1.19291, 1.0]], ['2, k, 16', [-0.26652, -0.454867, 1.0]], ['2, k, 17', [-0.191665, -0.793994, 1.0]], ['2, k, 18', [-0.191892, -1.12424, 1.0]], ['2, k, 19', [-0.153177, -1.19758, 1.0]], ['2, k, 20', [-0.323221, -0.0148857, 1.0]], ['2, k, 21', [-0.654736, -0.323456, 1.0]], ['2, k, 22', [-0.572521, -0.304425, 1.0]], ['2, k, 23', [-0.119832, -0.311292, 1.0]], ['2, k, 24', [-0.16036, -0.269214, 1.0]]]
[['2, k, 0', [-0.342677, -0.459839, 1.0]], ['2, k, 1', [-0.331686, -0.205756, 1.0]], ['2, k, 2', [-0.319715, 0.0468169, 1.0]], ['2, k, 3', [-0.345955, 0.183259, 1.0]], ['2, k, 4', [-0.49514, -0.00854553, 1.0]], ['2, k, 5', [-0.590782, -0.128868, 1.0]], ['2, k, 6', [-0.649685, -0.220797, 1.0]], ['2, k, 7', [-0.657708, -0.292902, 1.0]], ['2, k, 8', [-0.177282, 0.000119977, 1.0]], ['2, k, 9', [-0.0867252, -0.0863927, 1.0]], ['2, k, 10', [-0.064366, -0.206066, 1.0]], ['2, k, 11', [-0.0862478, -0.252104, 1.0]], ['2, k, 12', [-0.406155, -0.4525, 1.0]], ['2, k, 13', [-0.47908, -0.781595, 1.0]], ['2, k, 14', [-0.448824, -1.1219, 1.0]], ['2, k, 15', [-0.476922, -1.19394, 1.0]], ['2, k, 16', [-0.268827, -0.452957, 1.0]], ['2, k, 17', [-0.192448, -0.791614, 1.0]], ['2, k, 18', [-0.191863, -1.12516, 1.0]], ['2, k, 19', [-0.155598, -1.19922, 1.0]], ['2, k, 20', [-0.323129, -0.0155188, 1.0]], ['2, k, 21', [-0.660334, -0.308608, 1.0]], ['2, k, 22', [-0.574236, -0.291299, 1.0]], ['2, k, 23', [-0.121472, -0.298011, 1.0]], ['2, k, 24', [-0.156989, -0.256281, 1.0]]]
[['2, k, 0', [-0.344484, -0.457391, 1.0]], ['2, k, 1', [-0.334129, -0.198903, 1.0]], ['2, k, 2', [-0.322372, 0.0584608, 1.0]], ['2, k, 3', [-0.346834, 0.192559, 1.0]], ['2, k, 4', [-0.495506, -0.00282923, 1.0]], ['2, k, 5', [-0.59191, -0.12282, 1.0]], ['2, k, 6', [-0.653878, -0.207164, 1.0]], ['2, k, 7', [-0.660947, -0.279203, 1.0]], ['2, k, 8', [-0.177433, 0.0037774, 1.0]], ['2, k, 9', [-0.0857851, -0.0829793, 1.0]], ['2, k, 10', [-0.0673051, -0.199391, 1.0]], ['2, k, 11', [-0.104711, -0.24175, 1.0]], ['2, k, 12', [-0.406808, -0.449964, 1.0]], ['2, k, 13', [-0.477729, -0.778455, 1.0]], ['2, k, 14', [-0.448721, -1.12184, 1.0]], ['2, k, 15', [-0.472303, -1.19184, 1.0]], ['2, k, 16', [-0.271685, -0.450637, 1.0]], ['2, k, 17', [-0.192707, -0.788527, 1.0]], ['2, k, 18', [-0.191619, -1.12482, 1.0]], ['2, k, 19', [-0.155813, -1.19883, 1.0]], ['2, k, 20', [-0.325695, -0.00541228, 1.0]], ['2, k, 21', [-0.664066, -0.299064, 1.0]], ['2, k, 22', [-0.579747, -0.27767, 1.0]], ['2, k, 23', [-0.124866, -0.28585, 1.0]], ['2, k, 24', [-0.196979, -0.248428, 1.0]]]
[['2, k, 0', [-0.346021, -0.454631, 1.0]], ['2, k, 1', [-0.335498, -0.193675, 1.0]], ['2, k, 2', [-0.323033, 0.0650139, 1.0]], ['2, k, 3', [-0.347654, 0.199575, 1.0]], ['2, k, 4', [-0.495905, 0.000896947, 1.0]], ['2, k, 5', [-0.593617, -0.117918, 1.0]], ['2, k, 6', [-0.65567, -0.198076, 1.0]], ['2, k, 7', [-0.664429, -0.26587, 1.0]], ['2, k, 8', [-0.177774, 0.00774597, 1.0]], ['2, k, 9', [-0.0840848, -0.0791653, 1.0]], ['2, k, 10', [-0.0768523, -0.188624, 1.0]], ['2, k, 11', [-0.109121, -0.229393, 1.0]], ['2, k, 12', [-0.4071, -0.44742, 1.0]], ['2, k, 13', [-0.476916, -0.77565, 1.0]], ['2, k, 14', [-0.447834, -1.12082, 1.0]], ['2, k, 15', [-0.473779, -1.19046, 1.0]], ['2, k, 16', [-0.274671, -0.447642, 1.0]], ['2, k, 17', [-0.19325, -0.784859, 1.0]], ['2, k, 18', [-0.191589, -1.12487, 1.0]], ['2, k, 19', [-0.152994, -1.198, 1.0]], ['2, k, 20', [-0.326566, 0.000938865, 1.0]], ['2, k, 21', [-0.664215, -0.280524, 1.0]], ['2, k, 22', [-0.582238, -0.263526, 1.0]], ['2, k, 23', [-0.132531, -0.26466, 1.0]], ['2, k, 24', [-0.197614, -0.236291, 1.0]]]
[['2, k, 0', [-0.346609, -0.45123, 1.0]], ['2, k, 1', [-0.336151, -0.188727, 1.0]], ['2, k, 2', [-0.323605, 0.0709139, 1.0]], ['2, k, 3', [-0.348349, 0.20553, 1.0]], ['2, k, 4', [-0.496365, 0.00411725, 1.0]], ['2, k, 5', [-0.596336, -0.111383, 1.0]], ['2, k, 6', [-0.657055, -0.189464, 1.0]], ['2, k, 7', [-0.665674, -0.252788, 1.0]], ['2, k, 8', [-0.178021, 0.0131098, 1.0]], ['2, k, 9', [-0.0822862, -0.073082, 1.0]], ['2, k, 10', [-0.0715213, -0.17189, 1.0]], ['2, k, 11', [-0.0904029, -0.211649, 1.0]], ['2, k, 12', [-0.406678, -0.444682, 1.0]], ['2, k, 13', [-0.475861, -0.772504, 1.0]], ['2, k, 14', [-0.447489, -1.12083, 1.0]], ['2, k, 15', [-0.472771, -1.19038, 1.0]], ['2, k, 16', [-0.276254, -0.443618, 1.0]], ['2, k, 17', [-0.194475, -0.780553, 1.0]], ['2, k, 18', [-0.191684, -1.1249, 1.0]], ['2, k, 19', [-0.150373, -1.19559, 1.0]], ['2, k, 20', [-0.327164, 0.00665164, 1.0]], ['2, k, 21', [-0.668199, -0.269466, 1.0]], ['2, k, 22', [-0.582159, -0.251057, 1.0]], ['2, k, 23', [-0.0778402, -0.225555, 1.0]], ['2, k, 24', [-0.138107, -0.235271, 1.0]]]
[['2, k, 0', [-0.346368, -0.447484, 1.0]], ['2, k, 1', [-0.335967, -0.183233, 1.0]], ['2, k, 2', [-0.323373, 0.077565, 1.0]], ['2, k, 3', [-0.349097, 0.212632, 1.0]], ['2, k, 4', [-0.497013, 0.00889548, 1.0]], ['2, k, 5', [-0.599023, -0.101571, 1.0]], ['2, k, 6', [-0.659325, -0.180785, 1.0]], ['2, k, 7', [-0.668695, -0.240445, 1.0]], ['2, k, 8', [-0.178224, 0.0166798, 1.0]], ['2, k, 9', [-0.0826192, -0.0713373, 1.0]], ['2, k, 10', [-0.0662665, -0.160768, 1.0]], ['2, k, 11', [-0.0982003, -0.199785, 1.0]], ['2, k, 12', [-0.406061, -0.441366, 1.0]], ['2, k, 13', [-0.474725, -0.768824, 1.0]], ['2, k, 14', [-0.447079, -1.11997, 1.0]], ['2, k, 15', [-0.472672, -1.19088, 1.0]], ['2, k, 16', [-0.276299, -0.439678, 1.0]], ['2, k, 17', [-0.195794, -0.776722, 1.0]], ['2, k, 18', [-0.191899, -1.12334, 1.0]], ['2, k, 19', [-0.151731, -1.19472, 1.0]], ['2, k, 20', [-0.326947, 0.0130722, 1.0]], ['2, k, 21', [-0.675407, -0.25756, 1.0]], ['2, k, 22', [-0.585481, -0.238986, 1.0]], ['2, k, 23', [-0.134404, -0.245741, 1.0]], ['2, k, 24', [-0.17831, -0.204412, 1.0]]]
[['2, k, 0', [-0.346224, -0.444863, 1.0]], ['2, k, 1', [-0.335894, -0.178708, 1.0]], ['2, k, 2', [-0.323316, 0.0839983, 1.0]], ['2, k, 3', [-0.34984, 0.218936, 1.0]], ['2, k, 4', [-0.497216, 0.00958401, 1.0]], ['2, k, 5', [-0.601984, -0.0943756, 1.0]], ['2, k, 6', [-0.664226, -0.168279, 1.0]], ['2, k, 7', [-0.670423, -0.228396, 1.0]], ['2, k, 8', [-0.178448, 0.0192092, 1.0]], ['2, k, 9', [-0.0825756, -0.0687298, 1.0]], ['2, k, 10', [-0.0850881, -0.152065, 1.0]], ['2, k, 11', [-0.101087, -0.186929, 1.0]], ['2, k, 12', [-0.405884, -0.439016, 1.0]], ['2, k, 13', [-0.473712, -0.766262, 1.0]], ['2, k, 14', [-0.447095, -1.12006, 1.0]], ['2, k, 15', [-0.476941, -1.1917, 1.0]], ['2, k, 16', [-0.276106, -0.436924, 1.0]], ['2, k, 17', [-0.196597, -0.774028, 1.0]], ['2, k, 18', [-0.192257, -1.12321, 1.0]], ['2, k, 19', [-0.152552, -1.19433, 1.0]], ['2, k, 20', [-0.326887, 0.0190403, 1.0]], ['2, k, 21', [-0.666439, -0.243828, 1.0]], ['2, k, 22', [-0.583495, -0.22628, 1.0]], ['2, k, 23', [-0.137142, -0.231769, 1.0]], ['2, k, 24', [-0.178195, -0.192518, 1.0]]]
[['2, k, 0', [-0.345708, -0.441526, 1.0]], ['2, k, 1', [-0.335812, -0.174266, 1.0]], ['2, k, 2', [-0.323679, 0.0891653, 1.0]], ['2, k, 3', [-0.350641, 0.225269, 1.0]], ['2, k, 4', [-0.497479, 0.0106976, 1.0]], ['2, k, 5', [-0.604773, -0.088042, 1.0]], ['2, k, 6', [-0.667226, -0.160761, 1.0]], ['2, k, 7', [-0.672392, -0.216311, 1.0]], ['2, k, 8', [-0.178761, 0.0219996, 1.0]], ['2, k, 9', [-0.0792136, -0.0648428, 1.0]], ['2, k, 10', [-0.0757083, -0.155779, 1.0]], ['2, k, 11', [-0.100301, -0.17461, 1.0]], ['2, k, 12', [-0.405596, -0.435836, 1.0]], ['2, k, 13', [-0.472919, -0.762994, 1.0]], ['2, k, 14', [-0.447054, -1.11954, 1.0]], ['2, k, 15', [-0.478261, -1.19125, 1.0]], ['2, k, 16', [-0.275277, -0.433528, 1.0]], ['2, k, 17', [-0.198017, -0.770838, 1.0]], ['2, k, 18', [-0.192569, -1.12356, 1.0]], ['2, k, 19', [-0.176621, -1.19907, 1.0]], ['2, k, 20', [-0.327134, 0.0240632, 1.0]], ['2, k, 21', [-0.672565, -0.235605, 1.0]], ['2, k, 22', [-0.58594, -0.213598, 1.0]], ['2, k, 23', [-0.135462, -0.223303, 1.0]], ['2, k, 24', [-0.148102, -0.182988, 1.0]]]
[['2, k, 0', [-0.345171, -0.433674, 1.0]], ['2, k, 1', [-0.335415, -0.168458, 1.0]], ['2, k, 2', [-0.323344, 0.0929636, 1.0]], ['2, k, 3', [-0.351376, 0.229626, 1.0]], ['2, k, 4', [-0.499863, 0.0233471, 1.0]], ['2, k, 5', [-0.605578, -0.0775872, 1.0]], ['2, k, 6', [-0.667115, -0.151804, 1.0]], ['2, k, 7', [-0.67639, -0.203249, 1.0]], ['2, k, 8', [-0.182276, 0.048065, 1.0]], ['2, k, 9', [-0.0826527, -0.0556914, 1.0]], ['2, k, 10', [-0.0941949, -0.130965, 1.0]], ['2, k, 11', [-0.107332, -0.160407, 1.0]], ['2, k, 12', [-0.405242, -0.428881, 1.0]], ['2, k, 13', [-0.471429, -0.757874, 1.0]], ['2, k, 14', [-0.44703, -1.1196, 1.0]], ['2, k, 15', [-0.478327, -1.1914, 1.0]], ['2, k, 16', [-0.274461, -0.425013, 1.0]], ['2, k, 17', [-0.200235, -0.762558, 1.0]], ['2, k, 18', [-0.193067, -1.12389, 1.0]], ['2, k, 19', [-0.173779, -1.19953, 1.0]], ['2, k, 20', [-0.326787, 0.0283222, 1.0]], ['2, k, 21', [-0.674565, -0.222501, 1.0]], ['2, k, 22', [-0.590488, -0.199466, 1.0]], ['2, k, 23', [-0.139973, -0.203836, 1.0]], ['2, k, 24', [-0.186043, -0.165896, 1.0]]]
[['2, k, 0', [-0.345701, -0.430758, 1.0]], ['2, k, 1', [-0.335512, -0.164635, 1.0]], ['2, k, 2', [-0.322912, 0.0976378, 1.0]], ['2, k, 3', [-0.352103, 0.235531, 1.0]], ['2, k, 4', [-0.500766, 0.0281088, 1.0]], ['2, k, 5', [-0.607614, -0.0683656, 1.0]], ['2, k, 6', [-0.668024, -0.144402, 1.0]], ['2, k, 7', [-0.679296, -0.191018, 1.0]], ['2, k, 8', [-0.183018, 0.0519486, 1.0]], ['2, k, 9', [-0.0997707, -0.0285232, 1.0]], ['2, k, 10', [-0.151342, -0.138694, 1.0]], ['2, k, 11', [-0.132487, -0.149904, 1.0]], ['2, k, 12', [-0.406199, -0.425835, 1.0]], ['2, k, 13', [-0.470266, -0.75733, 1.0]], ['2, k, 14', [-0.44702, -1.11963, 1.0]], ['2, k, 15', [-0.478243, -1.19076, 1.0]], ['2, k, 16', [-0.274572, -0.422294, 1.0]], ['2, k, 17', [-0.201308, -0.75989, 1.0]], ['2, k, 18', [-0.19283, -1.12433, 1.0]], ['2, k, 19', [-0.166213, -1.19669, 1.0]], ['2, k, 20', [-0.326499, 0.0327956, 1.0]], ['2, k, 21', [-0.675576, -0.208043, 1.0]], ['2, k, 22', [-0.589342, -0.186485, 1.0]], ['2, k, 23', [-0.146582, -0.193146, 1.0]], ['2, k, 24', [-0.219918, -0.159819, 1.0]]]
[['2, k, 0', [-0.346468, -0.427901, 1.0]], ['2, k, 1', [-0.335901, -0.160629, 1.0]], ['2, k, 2', [-0.322919, 0.103004, 1.0]], ['2, k, 3', [-0.352727, 0.239322, 1.0]], ['2, k, 4', [-0.500558, 0.0311577, 1.0]], ['2, k, 5', [-0.609348, -0.0616845, 1.0]], ['2, k, 6', [-0.674081, -0.121009, 1.0]], ['2, k, 7', [-0.68044, -0.178435, 1.0]], ['2, k, 8', [-0.18466, 0.0570605, 1.0]], ['2, k, 9', [-0.0897453, -0.0109573, 1.0]], ['2, k, 10', [-0.0993649, -0.0906132, 1.0]], ['2, k, 11', [-0.111544, -0.132285, 1.0]], ['2, k, 12', [-0.407163, -0.423072, 1.0]], ['2, k, 13', [-0.469709, -0.75645, 1.0]], ['2, k, 14', [-0.446598, -1.12011, 1.0]], ['2, k, 15', [-0.478201, -1.19049, 1.0]], ['2, k, 16', [-0.275062, -0.419443, 1.0]], ['2, k, 17', [-0.202947, -0.756948, 1.0]], ['2, k, 18', [-0.193705, -1.12312, 1.0]], ['2, k, 19', [-0.167062, -1.19467, 1.0]], ['2, k, 20', [-0.326606, 0.0378114, 1.0]], ['2, k, 21', [-0.674774, -0.195987, 1.0]], ['2, k, 22', [-0.59311, -0.174756, 1.0]], ['2, k, 23', [-0.149391, -0.179077, 1.0]], ['2, k, 24', [-0.190231, -0.139576, 1.0]]]
[['2, k, 0', [-0.347277, -0.426055, 1.0]], ['2, k, 1', [-0.336504, -0.157213, 1.0]], ['2, k, 2', [-0.323252, 0.108406, 1.0]], ['2, k, 3', [-0.353621, 0.244232, 1.0]], ['2, k, 4', [-0.500588, 0.0342909, 1.0]], ['2, k, 5', [-0.611069, -0.0554255, 1.0]], ['2, k, 6', [-0.673907, -0.11543, 1.0]], ['2, k, 7', [-0.680201, -0.166109, 1.0]], ['2, k, 8', [-0.185512, 0.0589912, 1.0]], ['2, k, 9', [-0.0887711, -0.0094547, 1.0]], ['2, k, 10', [-0.0975064, -0.0851021, 1.0]], ['2, k, 11', [-0.112195, -0.119719, 1.0]], ['2, k, 12', [-0.408189, -0.421236, 1.0]], ['2, k, 13', [-0.469013, -0.755633, 1.0]], ['2, k, 14', [-0.446685, -1.12054, 1.0]], ['2, k, 15', [-0.478212, -1.19043, 1.0]], ['2, k, 16', [-0.275609, -0.417616, 1.0]], ['2, k, 17', [-0.203941, -0.755004, 1.0]], ['2, k, 18', [-0.19327, -1.12197, 1.0]], ['2, k, 19', [-0.164, -1.19451, 1.0]], ['2, k, 20', [-0.327018, 0.0427157, 1.0]], ['2, k, 21', [-0.682999, -0.188293, 1.0]], ['2, k, 22', [-0.592861, -0.162875, 1.0]], ['2, k, 23', [-0.150168, -0.163982, 1.0]], ['2, k, 24', [-0.18716, -0.126566, 1.0]]]
[['2, k, 0', [-0.348468, -0.423672, 1.0]], ['2, k, 1', [-0.337281, -0.154319, 1.0]], ['2, k, 2', [-0.323733, 0.111516, 1.0]], ['2, k, 3', [-0.35449, 0.248975, 1.0]], ['2, k, 4', [-0.500892, 0.0409227, 1.0]], ['2, k, 5', [-0.611984, -0.0476479, 1.0]], ['2, k, 6', [-0.675856, -0.104772, 1.0]], ['2, k, 7', [-0.680677, -0.152874, 1.0]], ['2, k, 8', [-0.189676, 0.0654454, 1.0]], ['2, k, 9', [-0.107377, -0.00123737, 1.0]], ['2, k, 10', [-0.173292, -0.100392, 1.0]], ['2, k, 11', [-0.150751, -0.111215, 1.0]], ['2, k, 12', [-0.409702, -0.418794, 1.0]], ['2, k, 13', [-0.468242, -0.754461, 1.0]], ['2, k, 14', [-0.446557, -1.12037, 1.0]], ['2, k, 15', [-0.477942, -1.19018, 1.0]], ['2, k, 16', [-0.276431, -0.415364, 1.0]], ['2, k, 17', [-0.205138, -0.752578, 1.0]], ['2, k, 18', [-0.193958, -1.12084, 1.0]], ['2, k, 19', [-0.163084, -1.19425, 1.0]], ['2, k, 20', [-0.327564, 0.0457974, 1.0]], ['2, k, 21', [-0.671525, -0.176784, 1.0]], ['2, k, 22', [-0.589202, -0.14979, 1.0]], ['2, k, 23', [-0.152496, -0.151471, 1.0]], ['2, k, 24', [-0.235157, -0.120851, 1.0]]]
[['2, k, 0', [-0.349535, -0.421504, 1.0]], ['2, k, 1', [-0.338043, -0.151799, 1.0]], ['2, k, 2', [-0.324448, 0.114723, 1.0]], ['2, k, 3', [-0.355462, 0.253084, 1.0]], ['2, k, 4', [-0.50108, 0.0475147, 1.0]], ['2, k, 5', [-0.612013, -0.0421962, 1.0]], ['2, k, 6', [-0.675302, -0.0964084, 1.0]], ['2, k, 7', [-0.68112, -0.138946, 1.0]], ['2, k, 8', [-0.18992, 0.0658884, 1.0]], ['2, k, 9', [-0.0951521, 0.00164838, 1.0]], ['2, k, 10', [-0.0925883, -0.0614722, 1.0]], ['2, k, 11', [-0.122373, -0.0943613, 1.0]], ['2, k, 12', [-0.410837, -0.41684, 1.0]], ['2, k, 13', [-0.468322, -0.754486, 1.0]], ['2, k, 14', [-0.446341, -1.12004, 1.0]], ['2, k, 15', [-0.478404, -1.18912, 1.0]], ['2, k, 16', [-0.277352, -0.413041, 1.0]], ['2, k, 17', [-0.207454, -0.750138, 1.0]], ['2, k, 18', [-0.192463, -1.12655, 1.0]], ['2, k, 19', [-0.162991, -1.19428, 1.0]], ['2, k, 20', [-0.328275, 0.0488027, 1.0]], ['2, k, 21', [-0.660942, -0.167545, 1.0]], ['2, k, 22', [-0.591974, -0.136534, 1.0]], ['2, k, 23', [-0.154992, -0.136909, 1.0]], ['2, k, 24', [-0.215289, -0.101927, 1.0]]]
[['2, k, 0', [-0.350899, -0.419339, 1.0]], ['2, k, 1', [-0.338989, -0.149295, 1.0]], ['2, k, 2', [-0.325199, 0.117622, 1.0]], ['2, k, 3', [-0.356558, 0.25714, 1.0]], ['2, k, 4', [-0.501573, 0.0516875, 1.0]], ['2, k, 5', [-0.613639, -0.0350958, 1.0]], ['2, k, 6', [-0.677644, -0.0843336, 1.0]], ['2, k, 7', [-0.683438, -0.124801, 1.0]], ['2, k, 8', [-0.190353, 0.0666933, 1.0]], ['2, k, 9', [-0.0932031, -0.0067219, 1.0]], ['2, k, 10', [-0.152174, -0.0787452, 1.0]], ['2, k, 11', [-0.140876, -0.0831023, 1.0]], ['2, k, 12', [-0.41242, -0.41431, 1.0]], ['2, k, 13', [-0.468688, -0.754783, 1.0]], ['2, k, 14', [-0.44647, -1.12009, 1.0]], ['2, k, 15', [-0.476409, -1.18997, 1.0]], ['2, k, 16', [-0.278454, -0.411273, 1.0]], ['2, k, 17', [-0.208772, -0.748103, 1.0]], ['2, k, 18', [-0.192737, -1.12672, 1.0]], ['2, k, 19', [-0.15923, -1.19765, 1.0]], ['2, k, 20', [-0.329061, 0.0515911, 1.0]], ['2, k, 21', [-0.674482, -0.148215, 1.0]], ['2, k, 22', [-0.590025, -0.122273, 1.0]], ['2, k, 23', [-0.157525, -0.122601, 1.0]], ['2, k, 24', [-0.231503, -0.092583, 1.0]]]
