[['2, k, 0', [-0.05869945, -0.2156582, 1.0]], ['2, k, 1', [-0.06564461, 0.03875199, 1.0]], ['2, k, 2', [-0.06737226, 0.2864912, 1.0]], ['2, k, 3', [-0.05696398, 0.4144846, 1.0]], ['2, k, 4', [-0.2370974, 0.1893365, 1.0]], ['2, k, 5', [-0.2966967, -0.003256302, 1.0]], ['2, k, 6', [-0.2376805, -0.1455385, 1.0]], ['2, k, 7', [-0.2062435, -0.1943976, 1.0]], ['2, k, 8', [0.1039554, 0.1828047, 1.0]], ['2, k, 9', [0.1589833, -0.004699746, 1.0]], ['2, k, 10', [0.08380178, -0.145549, 1.0]], ['2, k, 11', [0.06341747, -0.1929646, 1.0]], ['2, k, 12', [-0.1430945, -0.2146806, 1.0]], ['2, k, 13', [-0.2183545, -0.3602723, 1.0]], ['2, k, 14', [-0.1928261, -0.6603205, 1.0]], ['2, k, 15', [-0.2221587, -0.7126628, 1.0]], ['2, k, 16', [0.02687292, -0.2110273, 1.0]], ['2, k, 17', [0.07707977, -0.3498592, 1.0]], ['2, k, 18', [-0.007860373, -0.660525, 1.0]], ['2, k, 19', [0.03433941, -0.7032995, 1.0]], ['2, k, 20', [-0.06736758, 0.2253934, 1.0]], ['2, k, 21', [-0.1824976, -0.2407446, 1.0]], ['2, k, 22', [-0.2460049, -0.2142441, 1.0]], ['2, k, 23', [0.04742281, -0.2388612, 1.0]], ['2, k, 24', [0.02968468, -0.180113, 1.0]]]
[['2, k, 0', [-0.06386974, -0.225295, 1.0]], ['2, k, 1', [-0.04366923, 0.03109041, 1.0]], ['2, k, 2', [-0.02421611, 0.2812569, 1.0]], ['2, k, 3', [-0.03167046, 0.4114728, 1.0]], ['2, k, 4', [-0.2038129, 0.185727, 1.0]], ['2, k, 5', [-0.2651132, -0.01461701, 1.0]], ['2, k, 6', [-0.2298569, -0.1712997, 1.0]], ['2, k, 7', [-0.2196275, -0.2206918, 1.0]], ['2, k, 8', [0.1396037, 0.1815272, 1.0]], ['2, k, 9', [0.1908835, -0.001876624, 1.0]], ['2, k, 10', [0.1349728, -0.1482856, 1.0]], ['2, k, 11', [0.1042637, -0.2080194, 1.0]], ['2, k, 12', [-0.1461237, -0.2202, 1.0]], ['2, k, 13', [-0.3547621, -0.383686, 1.0]], ['2, k, 14', [-0.5216045, -0.6637931, 1.0]], ['2, k, 15', [-0.5625054, -0.6975943, 1.0]], ['2, k, 16', [0.02003222, -0.2247408, 1.0]], ['2, k, 17', [0.1319888, -0.3275492, 1.0]], ['2, k, 18', [0.01052469, -0.6532496, 1.0]], ['2, k, 19', [0.04782867, -0.7024, 1.0]], ['2, k, 20', [-0.02900929, 0.2195058, 1.0]], ['2, k, 21', [-0.2146715, -0.278288, 1.0]], ['2, k, 22', [-0.261328, -0.2210981, 1.0]], ['2, k, 23', [0.08945333, -0.2563878, 1.0]], ['2, k, 24', [0.0664262, -0.1924599, 1.0]]]
[['2, k, 0', [-0.06382277, -0.2253562, 1.0]], ['2, k, 1', [-0.04354085, 0.03099503, 1.0]], ['2, k, 2', [-0.02387528, 0.281076, 1.0]], ['2, k, 3', [-0.03035771, 0.4112847, 1.0]], ['2, k, 4', [-0.2038007, 0.1856627, 1.0]], ['2, k, 5', [-0.2650192, -0.01470649, 1.0]], ['2, k, 6', [-0.2297492, -0.1708187, 1.0]], ['2, k, 7', [-0.2204397, -0.2184038, 1.0]], ['2, k, 8', [0.1396404, 0.1813328, 1.0]], ['2, k, 9', [0.1916333, -0.00291747, 1.0]], ['2, k, 10', [0.134665, -0.1487938, 1.0]], ['2, k, 11', [0.1040136, -0.2075761, 1.0]], ['2, k, 12', [-0.1460775, -0.2202637, 1.0]], ['2, k, 13', [-0.3548838, -0.3821889, 1.0]], ['2, k, 14', [-0.5088918, -0.6584695, 1.0]], ['2, k, 15', [-0.5496458, -0.6941474, 1.0]], ['2, k, 16', [0.0200745, -0.2247899, 1.0]], ['2, k, 17', [0.1320913, -0.3276317, 1.0]], ['2, k, 18', [0.01067697, -0.6532742, 1.0]], ['2, k, 19', [0.03812689, -0.7028962, 1.0]], ['2, k, 20', [-0.02875377, 0.2193636, 1.0]], ['2, k, 21', [-0.2202816, -0.2791581, 1.0]], ['2, k, 22', [-0.2627125, -0.2114685, 1.0]], ['2, k, 23', [0.08941034, -0.2556483, 1.0]], ['2, k, 24', [0.06816261, -0.1911876, 1.0]]]
[['2, k, 0', [-0.06411284, -0.2240097, 1.0]], ['2, k, 1', [-0.0430034, 0.03185564, 1.0]], ['2, k, 2', [-0.02191711, 0.2819023, 1.0]], ['2, k, 3', [-0.02632768, 0.4117968, 1.0]], ['2, k, 4', [-0.202942, 0.1866497, 1.0]], ['2, k, 5', [-0.2656377, -0.01325485, 1.0]], ['2, k, 6', [-0.2284785, -0.1673817, 1.0]], ['2, k, 7', [-0.2156627, -0.2094, 1.0]], ['2, k, 8', [0.1398069, 0.18109, 1.0]], ['2, k, 9', [0.1917716, -0.003047461, 1.0]], ['2, k, 10', [0.1327881, -0.1528219, 1.0]], ['2, k, 11', [0.1005872, -0.2128565, 1.0]], ['2, k, 12', [-0.1470821, -0.2182835, 1.0]], ['2, k, 13', [-0.3403395, -0.3342197, 1.0]], ['2, k, 14', [-0.428754, -0.6506768, 1.0]], ['2, k, 15', [-0.4782715, -0.6894531, 1.0]], ['2, k, 16', [0.02025053, -0.223866, 1.0]], ['2, k, 17', [0.1311902, -0.3276612, 1.0]], ['2, k, 18', [0.01058035, -0.6532941, 1.0]], ['2, k, 19', [0.05274525, -0.7013667, 1.0]], ['2, k, 20', [-0.02725357, 0.2202055, 1.0]], ['2, k, 21', [-0.216195, -0.2710984, 1.0]], ['2, k, 22', [-0.2585726, -0.1971321, 1.0]], ['2, k, 23', [0.08631302, -0.2590509, 1.0]], ['2, k, 24', [0.06685539, -0.1956245, 1.0]]]
[['2, k, 0', [-0.06345984, -0.2227222, 1.0]], ['2, k, 1', [-0.04278783, 0.03252026, 1.0]], ['2, k, 2', [-0.02195598, 0.282156, 1.0]], ['2, k, 3', [-0.02357565, 0.4126186, 1.0]], ['2, k, 4', [-0.2021893, 0.1878429, 1.0]], ['2, k, 5', [-0.2663971, -0.01157646, 1.0]], ['2, k, 6', [-0.2340223, -0.1528255, 1.0]], ['2, k, 7', [-0.2173207, -0.1941395, 1.0]], ['2, k, 8', [0.1400169, 0.180516, 1.0]], ['2, k, 9', [0.1913977, -0.003446664, 1.0]], ['2, k, 10', [0.1294486, -0.1521986, 1.0]], ['2, k, 11', [0.1011654, -0.2022777, 1.0]], ['2, k, 12', [-0.146851, -0.2169067, 1.0]], ['2, k, 13', [-0.3363046, -0.3311791, 1.0]], ['2, k, 14', [-0.4101839, -0.6503885, 1.0]], ['2, k, 15', [-0.4419699, -0.6905293, 1.0]], ['2, k, 16', [0.02138435, -0.2226894, 1.0]], ['2, k, 17', [0.1293556, -0.327595, 1.0]], ['2, k, 18', [0.0103866, -0.6532753, 1.0]], ['2, k, 19', [0.05460643, -0.6998901, 1.0]], ['2, k, 20', [-0.02723818, 0.2205427, 1.0]], ['2, k, 21', [-0.2110729, -0.2516824, 1.0]], ['2, k, 22', [-0.2583117, -0.1914613, 1.0]], ['2, k, 23', [0.08500574, -0.2498668, 1.0]], ['2, k, 24', [0.07047539, -0.1826579, 1.0]]]
[['2, k, 0', [-0.06155542, -0.2211298, 1.0]], ['2, k, 1', [-0.04192581, 0.03347281, 1.0]], ['2, k, 2', [-0.02184018, 0.2826276, 1.0]], ['2, k, 3', [-0.02213794, 0.412469, 1.0]], ['2, k, 4', [-0.2000477, 0.1908416, 1.0]], ['2, k, 5', [-0.2699445, -0.006393789, 1.0]], ['2, k, 6', [-0.234194, -0.150029, 1.0]], ['2, k, 7', [-0.212515, -0.1789926, 1.0]], ['2, k, 8', [0.139801, 0.1796478, 1.0]], ['2, k, 9', [0.1906814, -0.00509924, 1.0]], ['2, k, 10', [0.1288653, -0.1517014, 1.0]], ['2, k, 11', [0.0998596, -0.2006339, 1.0]], ['2, k, 12', [-0.1451233, -0.2150807, 1.0]], ['2, k, 13', [-0.279236, -0.3073176, 1.0]], ['2, k, 14', [-0.2671889, -0.6466962, 1.0]], ['2, k, 15', [-0.2995605, -0.6958008, 1.0]], ['2, k, 16', [0.02346814, -0.2213863, 1.0]], ['2, k, 17', [0.1259322, -0.3276988, 1.0]], ['2, k, 18', [0.01049291, -0.6532953, 1.0]], ['2, k, 19', [0.02145658, -0.7138643, 1.0]], ['2, k, 20', [-0.02694654, 0.221119, 1.0]], ['2, k, 21', [-0.1923736, -0.2339707, 1.0]], ['2, k, 22', [-0.2615112, -0.1899657, 1.0]], ['2, k, 23', [0.084613, -0.246529, 1.0]], ['2, k, 24', [0.06442748, -0.1876569, 1.0]]]
[['2, k, 0', [-0.05271254, -0.219385, 1.0]], ['2, k, 1', [-0.04063535, 0.03398064, 1.0]], ['2, k, 2', [-0.02280153, 0.282823, 1.0]], ['2, k, 3', [-0.02167869, 0.4122845, 1.0]], ['2, k, 4', [-0.2012424, 0.1915123, 1.0]], ['2, k, 5', [-0.2725471, -0.005202045, 1.0]], ['2, k, 6', [-0.2234453, -0.1440788, 1.0]], ['2, k, 7', [-0.1989173, -0.1808295, 1.0]], ['2, k, 8', [0.1390875, 0.1790559, 1.0]], ['2, k, 9', [0.190584, -0.005303441, 1.0]], ['2, k, 10', [0.1295669, -0.1519429, 1.0]], ['2, k, 11', [0.09962126, -0.2023139, 1.0]], ['2, k, 12', [-0.1369883, -0.2144144, 1.0]], ['2, k, 13', [-0.2285959, -0.3297302, 1.0]], ['2, k, 14', [-0.1693261, -0.6515777, 1.0]], ['2, k, 15', [-0.1767578, -0.6987305, 1.0]], ['2, k, 16', [0.03298644, -0.2185657, 1.0]], ['2, k, 17', [0.1192127, -0.3319633, 1.0]], ['2, k, 18', [0.007980738, -0.6553971, 1.0]], ['2, k, 19', [0.03050006, -0.7067473, 1.0]], ['2, k, 20', [-0.02722038, 0.2212946, 1.0]], ['2, k, 21', [-0.1780004, -0.2273893, 1.0]], ['2, k, 22', [-0.2435925, -0.195446, 1.0]], ['2, k, 23', [0.08577884, -0.248897, 1.0]], ['2, k, 24', [0.06379755, -0.1878267, 1.0]]]
[['2, k, 0', [-0.04972706, -0.2190212, 1.0]], ['2, k, 1', [-0.03974329, 0.03418718, 1.0]], ['2, k, 2', [-0.02327546, 0.282833, 1.0]], ['2, k, 3', [-0.02152887, 0.41214, 1.0]], ['2, k, 4', [-0.2020808, 0.1916809, 1.0]], ['2, k, 5', [-0.2722443, -0.005490535, 1.0]], ['2, k, 6', [-0.2198084, -0.1427137, 1.0]], ['2, k, 7', [-0.1948914, -0.1831562, 1.0]], ['2, k, 8', [0.1383461, 0.1784661, 1.0]], ['2, k, 9', [0.1902568, -0.005970132, 1.0]], ['2, k, 10', [0.1292929, -0.1519255, 1.0]], ['2, k, 11', [0.09866254, -0.2031125, 1.0]], ['2, k, 12', [-0.1340057, -0.2142031, 1.0]], ['2, k, 13', [-0.2218938, -0.3332339, 1.0]], ['2, k, 14', [-0.1511227, -0.6601026, 1.0]], ['2, k, 15', [-0.1601115, -0.6992947, 1.0]], ['2, k, 16', [0.03585904, -0.2181184, 1.0]], ['2, k, 17', [0.1177015, -0.3332067, 1.0]], ['2, k, 18', [0.006947134, -0.6563794, 1.0]], ['2, k, 19', [0.030004, -0.7056134, 1.0]], ['2, k, 20', [-0.02731982, 0.2213254, 1.0]], ['2, k, 21', [-0.1773325, -0.229385, 1.0]], ['2, k, 22', [-0.2395845, -0.2078266, 1.0]], ['2, k, 23', [0.08068651, -0.2507658, 1.0]], ['2, k, 24', [0.06386087, -0.190107, 1.0]]]
[['2, k, 0', [-0.04484065, -0.2181677, 1.0]], ['2, k, 1', [-0.03889809, 0.0344903, 1.0]], ['2, k, 2', [-0.02502591, 0.282897, 1.0]], ['2, k, 3', [-0.02145706, 0.4120491, 1.0]], ['2, k, 4', [-0.2028121, 0.1915484, 1.0]], ['2, k, 5', [-0.2721146, -0.00593415, 1.0]], ['2, k, 6', [-0.216396, -0.1410274, 1.0]], ['2, k, 7', [-0.1922774, -0.1823021, 1.0]], ['2, k, 8', [0.137708, 0.1789971, 1.0]], ['2, k, 9', [0.1894898, -0.00655591, 1.0]], ['2, k, 10', [0.1287853, -0.153158, 1.0]], ['2, k, 11', [0.09853949, -0.2044169, 1.0]], ['2, k, 12', [-0.1289914, -0.214063, 1.0]], ['2, k, 13', [-0.2109495, -0.3285511, 1.0]], ['2, k, 14', [-0.1390556, -0.6585848, 1.0]], ['2, k, 15', [-0.1443804, -0.6989781, 1.0]], ['2, k, 16', [0.04055912, -0.2166216, 1.0]], ['2, k, 17', [0.1158937, -0.3348198, 1.0]], ['2, k, 18', [0.00701918, -0.6570426, 1.0]], ['2, k, 19', [0.0302357, -0.7052175, 1.0]], ['2, k, 20', [-0.02794358, 0.2214364, 1.0]], ['2, k, 21', [-0.1751999, -0.2261652, 1.0]], ['2, k, 22', [-0.2285823, -0.2013567, 1.0]], ['2, k, 23', [0.08171529, -0.2546818, 1.0]], ['2, k, 24', [0.06462196, -0.1892478, 1.0]]]
[['2, k, 0', [-0.04267088, -0.2181588, 1.0]], ['2, k, 1', [-0.03847391, 0.03457119, 1.0]], ['2, k, 2', [-0.02677262, 0.2828567, 1.0]], ['2, k, 3', [-0.02147002, 0.4119834, 1.0]], ['2, k, 4', [-0.2033786, 0.1913315, 1.0]], ['2, k, 5', [-0.2698988, -0.00724439, 1.0]], ['2, k, 6', [-0.2148083, -0.1398796, 1.0]], ['2, k, 7', [-0.1910921, -0.1815724, 1.0]], ['2, k, 8', [0.1373019, 0.1789647, 1.0]], ['2, k, 9', [0.1890693, -0.007802486, 1.0]], ['2, k, 10', [0.1285184, -0.1531006, 1.0]], ['2, k, 11', [0.09887814, -0.2051785, 1.0]], ['2, k, 12', [-0.1270119, -0.2141856, 1.0]], ['2, k, 13', [-0.1925944, -0.3436279, 1.0]], ['2, k, 14', [-0.1274101, -0.661718, 1.0]], ['2, k, 15', [-0.1356632, -0.6999118, 1.0]], ['2, k, 16', [0.04289979, -0.216483, 1.0]], ['2, k, 17', [0.1127285, -0.3454415, 1.0]], ['2, k, 18', [0.01050038, -0.6617959, 1.0]], ['2, k, 19', [0.03120262, -0.7069774, 1.0]], ['2, k, 20', [-0.02880292, 0.2214652, 1.0]], ['2, k, 21', [-0.1749548, -0.2279508, 1.0]], ['2, k, 22', [-0.2291564, -0.2068392, 1.0]], ['2, k, 23', [0.07908331, -0.255544, 1.0]], ['2, k, 24', [0.06498164, -0.1895278, 1.0]]]
[['2, k, 0', [-0.03973613, -0.2181671, 1.0]], ['2, k, 1', [-0.03787568, 0.03477629, 1.0]], ['2, k, 2', [-0.02900378, 0.283202, 1.0]], ['2, k, 3', [-0.02175365, 0.4118215, 1.0]], ['2, k, 4', [-0.204252, 0.1905631, 1.0]], ['2, k, 5', [-0.2697183, -0.008360172, 1.0]], ['2, k, 6', [-0.2132322, -0.1394051, 1.0]], ['2, k, 7', [-0.1906957, -0.1818107, 1.0]], ['2, k, 8', [0.1367623, 0.1793839, 1.0]], ['2, k, 9', [0.1887653, -0.008328127, 1.0]], ['2, k, 10', [0.1283636, -0.1542438, 1.0]], ['2, k, 11', [0.09828936, -0.2064973, 1.0]], ['2, k, 12', [-0.1239793, -0.2149389, 1.0]], ['2, k, 13', [-0.1848241, -0.3492463, 1.0]], ['2, k, 14', [-0.1214874, -0.661113, 1.0]], ['2, k, 15', [-0.12574, -0.6998205, 1.0]], ['2, k, 16', [0.04586999, -0.2158343, 1.0]], ['2, k, 17', [0.1103563, -0.3489739, 1.0]], ['2, k, 18', [0.01214442, -0.6630414, 1.0]], ['2, k, 19', [0.03196892, -0.7081136, 1.0]], ['2, k, 20', [-0.03006637, 0.2217588, 1.0]], ['2, k, 21', [-0.1730298, -0.227956, 1.0]], ['2, k, 22', [-0.2235946, -0.2066413, 1.0]], ['2, k, 23', [0.07897478, -0.2559904, 1.0]], ['2, k, 24', [0.06545884, -0.1895332, 1.0]]]
[['2, k, 0', [-0.03632444, -0.2183245, 1.0]], ['2, k, 1', [-0.03722876, 0.03485309, 1.0]], ['2, k, 2', [-0.03134581, 0.2832562, 1.0]], ['2, k, 3', [-0.02253749, 0.4118431, 1.0]], ['2, k, 4', [-0.2052413, 0.189649, 1.0]], ['2, k, 5', [-0.2680953, -0.01022036, 1.0]], ['2, k, 6', [-0.2127511, -0.1390239, 1.0]], ['2, k, 7', [-0.1889338, -0.180193, 1.0]], ['2, k, 8', [0.1354087, 0.180591, 1.0]], ['2, k, 9', [0.1885022, -0.008326526, 1.0]], ['2, k, 10', [0.1275667, -0.1556382, 1.0]], ['2, k, 11', [0.09939566, -0.2063589, 1.0]], ['2, k, 12', [-0.1206922, -0.2158322, 1.0]], ['2, k, 13', [-0.1782243, -0.3541963, 1.0]], ['2, k, 14', [-0.1166196, -0.6604247, 1.0]], ['2, k, 15', [-0.1212359, -0.7008318, 1.0]], ['2, k, 16', [0.0493152, -0.2152689, 1.0]], ['2, k, 17', [0.1080954, -0.3519952, 1.0]], ['2, k, 18', [0.01348219, -0.6619564, 1.0]], ['2, k, 19', [0.03210816, -0.7078696, 1.0]], ['2, k, 20', [-0.03147274, 0.2218477, 1.0]], ['2, k, 21', [-0.1715829, -0.2274649, 1.0]], ['2, k, 22', [-0.2223404, -0.2099145, 1.0]], ['2, k, 23', [0.08177378, -0.2558481, 1.0]], ['2, k, 24', [0.0603883, -0.1969375, 1.0]]]
[['2, k, 0', [-0.03511964, -0.2183821, 1.0]], ['2, k, 1', [-0.03692459, 0.03493205, 1.0]], ['2, k, 2', [-0.03285655, 0.2833806, 1.0]], ['2, k, 3', [-0.02395434, 0.4118039, 1.0]], ['2, k, 4', [-0.2061133, 0.1891177, 1.0]], ['2, k, 5', [-0.2681918, -0.0109685, 1.0]], ['2, k, 6', [-0.2109746, -0.1422273, 1.0]], ['2, k, 7', [-0.188643, -0.1810069, 1.0]], ['2, k, 8', [0.1342947, 0.1816395, 1.0]], ['2, k, 9', [0.1882664, -0.008401209, 1.0]], ['2, k, 10', [0.1275647, -0.1557692, 1.0]], ['2, k, 11', [0.09876134, -0.2069027, 1.0]], ['2, k, 12', [-0.1195316, -0.216264, 1.0]], ['2, k, 13', [-0.1727015, -0.3567603, 1.0]], ['2, k, 14', [-0.1080333, -0.6614887, 1.0]], ['2, k, 15', [-0.1195862, -0.7009891, 1.0]], ['2, k, 16', [0.05057944, -0.2149648, 1.0]], ['2, k, 17', [0.1068158, -0.3551232, 1.0]], ['2, k, 18', [0.01506152, -0.6619613, 1.0]], ['2, k, 19', [0.03239165, -0.7082587, 1.0]], ['2, k, 20', [-0.03255621, 0.2219815, 1.0]], ['2, k, 21', [-0.1664277, -0.228297, 1.0]], ['2, k, 22', [-0.2192616, -0.2129857, 1.0]], ['2, k, 23', [0.08316052, -0.2565775, 1.0]], ['2, k, 24', [0.06056064, -0.196252, 1.0]]]
[['2, k, 0', [-0.03432183, -0.2186664, 1.0]], ['2, k, 1', [-0.03660136, 0.03474419, 1.0]], ['2, k, 2', [-0.03389558, 0.2830598, 1.0]], ['2, k, 3', [-0.02548024, 0.4115264, 1.0]], ['2, k, 4', [-0.2068196, 0.1890342, 1.0]], ['2, k, 5', [-0.2682364, -0.01127803, 1.0]], ['2, k, 6', [-0.2122187, -0.1322819, 1.0]], ['2, k, 7', [-0.1901025, -0.1683725, 1.0]], ['2, k, 8', [0.1337188, 0.1817883, 1.0]], ['2, k, 9', [0.187959, -0.008793791, 1.0]], ['2, k, 10', [0.1273598, -0.1560934, 1.0]], ['2, k, 11', [0.09930704, -0.2076827, 1.0]], ['2, k, 12', [-0.118646, -0.2169308, 1.0]], ['2, k, 13', [-0.1658422, -0.3629435, 1.0]], ['2, k, 14', [-0.1077293, -0.6615661, 1.0]], ['2, k, 15', [-0.1176598, -0.7017353, 1.0]], ['2, k, 16', [0.05120443, -0.2149659, 1.0]], ['2, k, 17', [0.1060782, -0.3581086, 1.0]], ['2, k, 18', [0.01582601, -0.6620978, 1.0]], ['2, k, 19', [0.0324112, -0.7086415, 1.0]], ['2, k, 20', [-0.03344008, 0.2217156, 1.0]], ['2, k, 21', [-0.172179, -0.217958, 1.0]], ['2, k, 22', [-0.2201574, -0.1914801, 1.0]], ['2, k, 23', [0.08076701, -0.2553347, 1.0]], ['2, k, 24', [0.0633773, -0.1928325, 1.0]]]
[['2, k, 0', [-0.0325144, -0.2186339, 1.0]], ['2, k, 1', [-0.03632412, 0.03472931, 1.0]], ['2, k, 2', [-0.03567969, 0.2827897, 1.0]], ['2, k, 3', [-0.02692498, 0.4113027, 1.0]], ['2, k, 4', [-0.207344, 0.1882055, 1.0]], ['2, k, 5', [-0.2678682, -0.01239998, 1.0]], ['2, k, 6', [-0.2116605, -0.1330911, 1.0]], ['2, k, 7', [-0.1919909, -0.1655788, 1.0]], ['2, k, 8', [0.1324581, 0.1826472, 1.0]], ['2, k, 9', [0.1874391, -0.008040308, 1.0]], ['2, k, 10', [0.1269453, -0.1565286, 1.0]], ['2, k, 11', [0.09727494, -0.209562, 1.0]], ['2, k, 12', [-0.116775, -0.2171822, 1.0]], ['2, k, 13', [-0.1625034, -0.3647061, 1.0]], ['2, k, 14', [-0.1065651, -0.6619367, 1.0]], ['2, k, 15', [-0.1163246, -0.7024294, 1.0]], ['2, k, 16', [0.0528172, -0.214651, 1.0]], ['2, k, 17', [0.1052382, -0.3594667, 1.0]], ['2, k, 18', [0.01717043, -0.6617405, 1.0]], ['2, k, 19', [0.03293002, -0.7088019, 1.0]], ['2, k, 20', [-0.03467941, 0.2215519, 1.0]], ['2, k, 21', [-0.1753381, -0.2161258, 1.0]], ['2, k, 22', [-0.2189732, -0.1892839, 1.0]], ['2, k, 23', [0.07849924, -0.2605962, 1.0]], ['2, k, 24', [0.06324453, -0.1926388, 1.0]]]
[['2, k, 0', [-0.03103725, -0.2188876, 1.0]], ['2, k, 1', [-0.03638555, 0.03475612, 1.0]], ['2, k, 2', [-0.03999706, 0.2828395, 1.0]], ['2, k, 3', [-0.0335658, 0.4110164, 1.0]], ['2, k, 4', [-0.2113245, 0.1848632, 1.0]], ['2, k, 5', [-0.2694021, -0.01413523, 1.0]], ['2, k, 6', [-0.2067765, -0.1413306, 1.0]], ['2, k, 7', [-0.1861497, -0.1721369, 1.0]], ['2, k, 8', [0.13065, 0.1827484, 1.0]], ['2, k, 9', [0.1839215, -0.006584737, 1.0]], ['2, k, 10', [0.1245621, -0.1585165, 1.0]], ['2, k, 11', [0.09493947, -0.2180237, 1.0]], ['2, k, 12', [-0.1152612, -0.2178386, 1.0]], ['2, k, 13', [-0.1581916, -0.3689092, 1.0]], ['2, k, 14', [-0.1026586, -0.6644251, 1.0]], ['2, k, 15', [-0.1133523, -0.7031683, 1.0]], ['2, k, 16', [0.05411161, -0.2145631, 1.0]], ['2, k, 17', [0.1038045, -0.3638795, 1.0]], ['2, k, 18', [0.02103405, -0.6628324, 1.0]], ['2, k, 19', [0.03465014, -0.7120013, 1.0]], ['2, k, 20', [-0.03841381, 0.2216264, 1.0]], ['2, k, 21', [-0.1623767, -0.2184543, 1.0]], ['2, k, 22', [-0.2157146, -0.2065659, 1.0]], ['2, k, 23', [0.0776422, -0.2690936, 1.0]], ['2, k, 24', [0.0541307, -0.2069135, 1.0]]]
[['2, k, 0', [-0.03087151, -0.2188542, 1.0]], ['2, k, 1', [-0.03655547, 0.03486399, 1.0]], ['2, k, 2', [-0.0414132, 0.2831528, 1.0]], ['2, k, 3', [-0.03452861, 0.4112204, 1.0]], ['2, k, 4', [-0.2120913, 0.1845978, 1.0]], ['2, k, 5', [-0.2701583, -0.01399331, 1.0]], ['2, k, 6', [-0.2068997, -0.140986, 1.0]], ['2, k, 7', [-0.1866816, -0.1742232, 1.0]], ['2, k, 8', [0.1298223, 0.1829631, 1.0]], ['2, k, 9', [0.1830763, -0.007110812, 1.0]], ['2, k, 10', [0.1255638, -0.1568956, 1.0]], ['2, k, 11', [0.09499038, -0.2270446, 1.0]], ['2, k, 12', [-0.1151094, -0.2179534, 1.0]], ['2, k, 13', [-0.1582939, -0.3690507, 1.0]], ['2, k, 14', [-0.1025997, -0.6652402, 1.0]], ['2, k, 15', [-0.1130755, -0.7031245, 1.0]], ['2, k, 16', [0.05434142, -0.2143557, 1.0]], ['2, k, 17', [0.1034787, -0.364227, 1.0]], ['2, k, 18', [0.0224476, -0.6621503, 1.0]], ['2, k, 19', [0.03391683, -0.7119075, 1.0]], ['2, k, 20', [-0.0395858, 0.2219001, 1.0]], ['2, k, 21', [-0.1640751, -0.2261972, 1.0]], ['2, k, 22', [-0.2187674, -0.2023593, 1.0]], ['2, k, 23', [0.07871808, -0.2795201, 1.0]], ['2, k, 24', [0.05845617, -0.2107621, 1.0]]]
[['2, k, 0', [-0.03085288, -0.2188209, 1.0]], ['2, k, 1', [-0.03668806, 0.03495914, 1.0]], ['2, k, 2', [-0.04217628, 0.2833542, 1.0]], ['2, k, 3', [-0.03545587, 0.4117596, 1.0]], ['2, k, 4', [-0.2124228, 0.1844737, 1.0]], ['2, k, 5', [-0.2704802, -0.01424161, 1.0]], ['2, k, 6', [-0.1823479, -0.1579891, 1.0]], ['2, k, 7', [-0.1534174, -0.2044119, 1.0]], ['2, k, 8', [0.1293193, 0.1830342, 1.0]], ['2, k, 9', [0.1818359, -0.00782311, 1.0]], ['2, k, 10', [0.1251356, -0.1564291, 1.0]], ['2, k, 11', [0.09527282, -0.2264574, 1.0]], ['2, k, 12', [-0.1151035, -0.217959, 1.0]], ['2, k, 13', [-0.1584414, -0.3692672, 1.0]], ['2, k, 14', [-0.1028468, -0.6654106, 1.0]], ['2, k, 15', [-0.1125129, -0.7033451, 1.0]], ['2, k, 16', [0.0543919, -0.2141583, 1.0]], ['2, k, 17', [0.1033843, -0.3643708, 1.0]], ['2, k, 18', [0.02266509, -0.6621354, 1.0]], ['2, k, 19', [0.03368607, -0.711921, 1.0]], ['2, k, 20', [-0.04027992, 0.2220954, 1.0]], ['2, k, 21', [-0.1197656, -0.2584275, 1.0]], ['2, k, 22', [-0.1986863, -0.2138405, 1.0]], ['2, k, 23', [0.0836127, -0.2787562, 1.0]], ['2, k, 24', [0.05787539, -0.2098542, 1.0]]]
