[['2, k, 0', [0.03809741, -0.2645356, 1.0]], ['2, k, 1', [0.02041547, 0.03274924, 1.0]], ['2, k, 2', [0.002801652, 0.3220441, 1.0]], ['2, k, 3', [0.004722789, 0.4546102, 1.0]], ['2, k, 4', [-0.1621699, 0.2048125, 1.0]], ['2, k, 5', [-0.2143255, -0.04032932, 1.0]], ['2, k, 6', [-0.2589534, -0.2368468, 1.0]], ['2, k, 7', [-0.2665712, -0.2818098, 1.0]], ['2, k, 8', [0.1789877, 0.2066093, 1.0]], ['2, k, 9', [0.2417218, 0.00437825, 1.0]], ['2, k, 10', [0.2020749, -0.1094816, 1.0]], ['2, k, 11', [0.1696769, -0.1390559, 1.0]], ['2, k, 12', [-0.05064987, -0.2642483, 1.0]], ['2, k, 13', [-0.126936, -0.2802235, 1.0]], ['2, k, 14', [-0.1207189, -0.6206719, 1.0]], ['2, k, 15', [-0.1148402, -0.6565012, 1.0]], ['2, k, 16', [0.1257589, -0.2571914, 1.0]], ['2, k, 17', [0.1753235, -0.270464, 1.0]], ['2, k, 18', [0.1501535, -0.6159778, 1.0]], ['2, k, 19', [0.1858128, -0.7004712, 1.0]], ['2, k, 20', [0.007140474, 0.250803, 1.0]], ['2, k, 21', [-0.274496, -0.3484251, 1.0]], ['2, k, 22', [-0.2387928, -0.297624, 1.0]], ['2, k, 23', [0.157386, -0.1800841, 1.0]], ['2, k, 24', [0.1246165, -0.1611126, 1.0]]]
[['2, k, 0', [0.03796694, -0.2649366, 1.0]], ['2, k, 1', [0.01990132, 0.03167032, 1.0]], ['2, k, 2', [0.002388734, 0.3199842, 1.0]], ['2, k, 3', [0.004973464, 0.4521158, 1.0]], ['2, k, 4', [-0.1533228, 0.214413, 1.0]], ['2, k, 5', [-0.2134323, 0.06562497, 1.0]], ['2, k, 6', [-0.1792892, 0.2928158, 1.0]], ['2, k, 7', [-0.179888, 0.3222046, 1.0]], ['2, k, 8', [0.1802732, 0.2031968, 1.0]], ['2, k, 9', [0.2411612, 0.007107703, 1.0]], ['2, k, 10', [0.2060558, -0.1077171, 1.0]], ['2, k, 11', [0.1701932, -0.1335652, 1.0]], ['2, k, 12', [-0.05070632, -0.2639987, 1.0]], ['2, k, 13', [-0.1274467, -0.2792296, 1.0]], ['2, k, 14', [-0.1245359, -0.6196384, 1.0]], ['2, k, 15', [-0.1133315, -0.6554417, 1.0]], ['2, k, 16', [0.1252904, -0.2586649, 1.0]], ['2, k, 17', [0.1753605, -0.2704115, 1.0]], ['2, k, 18', [0.1494508, -0.6159694, 1.0]], ['2, k, 19', [0.1872994, -0.6998522, 1.0]], ['2, k, 20', [0.006672926, 0.2489847, 1.0]], ['2, k, 21', [-0.1879723, 0.3409105, 1.0]], ['2, k, 22', [-0.2185202, 0.3126029, 1.0]], ['2, k, 23', [0.1567746, -0.1769042, 1.0]], ['2, k, 24', [0.1180967, -0.1194339, 1.0]]]
[['2, k, 0', [0.03794787, -0.264903, 1.0]], ['2, k, 1', [0.01990904, 0.03169959, 1.0]], ['2, k, 2', [0.002439283, 0.3200209, 1.0]], ['2, k, 3', [0.005497591, 0.4521516, 1.0]], ['2, k, 4', [-0.1523082, 0.2141029, 1.0]], ['2, k, 5', [-0.2132698, 0.06620413, 1.0]], ['2, k, 6', [-0.1767245, 0.2883821, 1.0]], ['2, k, 7', [-0.1818816, 0.2877054, 1.0]], ['2, k, 8', [0.1804434, 0.2031981, 1.0]], ['2, k, 9', [0.2412201, 0.007125797, 1.0]], ['2, k, 10', [0.2068624, -0.108034, 1.0]], ['2, k, 11', [0.1669736, -0.1617965, 1.0]], ['2, k, 12', [-0.05072356, -0.2639028, 1.0]], ['2, k, 13', [-0.1274534, -0.2791593, 1.0]], ['2, k, 14', [-0.1246096, -0.6195744, 1.0]], ['2, k, 15', [-0.1135467, -0.6553863, 1.0]], ['2, k, 16', [0.1252802, -0.2586582, 1.0]], ['2, k, 17', [0.1753493, -0.2704383, 1.0]], ['2, k, 18', [0.1495754, -0.6160043, 1.0]], ['2, k, 19', [0.1868742, -0.7000088, 1.0]], ['2, k, 20', [0.006713589, 0.2490186, 1.0]], ['2, k, 21', [-0.1777366, 0.3362261, 1.0]], ['2, k, 22', [-0.2116327, 0.2788616, 1.0]], ['2, k, 23', [0.1654776, -0.2033986, 1.0]], ['2, k, 24', [0.1186175, -0.1811566, 1.0]]]
[['2, k, 0', [0.03794512, -0.2648915, 1.0]], ['2, k, 1', [0.0198996, 0.03170856, 1.0]], ['2, k, 2', [0.002411157, 0.3200366, 1.0]], ['2, k, 3', [0.005622583, 0.4521548, 1.0]], ['2, k, 4', [-0.152055, 0.2139217, 1.0]], ['2, k, 5', [-0.2133582, 0.06655188, 1.0]], ['2, k, 6', [-0.176468, 0.2791319, 1.0]], ['2, k, 7', [-0.1809394, 0.2870243, 1.0]], ['2, k, 8', [0.1805441, 0.2032757, 1.0]], ['2, k, 9', [0.2408922, 0.007024681, 1.0]], ['2, k, 10', [0.206915, -0.1082132, 1.0]], ['2, k, 11', [0.1669607, -0.1625305, 1.0]], ['2, k, 12', [-0.05072361, -0.2638667, 1.0]], ['2, k, 13', [-0.1274589, -0.2791561, 1.0]], ['2, k, 14', [-0.1251311, -0.6197957, 1.0]], ['2, k, 15', [-0.1141421, -0.6556049, 1.0]], ['2, k, 16', [0.1252788, -0.2586517, 1.0]], ['2, k, 17', [0.1753083, -0.2706131, 1.0]], ['2, k, 18', [0.1496625, -0.616152, 1.0]], ['2, k, 19', [0.187023, -0.70017, 1.0]], ['2, k, 20', [0.006692771, 0.2490315, 1.0]], ['2, k, 21', [-0.1788036, 0.3440974, 1.0]], ['2, k, 22', [-0.2105442, 0.3080126, 1.0]], ['2, k, 23', [0.1623015, -0.2018789, 1.0]], ['2, k, 24', [0.1194237, -0.1775396, 1.0]]]
[['2, k, 0', [0.03794873, -0.2648895, 1.0]], ['2, k, 1', [0.01990343, 0.03170229, 1.0]], ['2, k, 2', [0.002409808, 0.3200239, 1.0]], ['2, k, 3', [0.006129538, 0.4522296, 1.0]], ['2, k, 4', [-0.1513827, 0.2131193, 1.0]], ['2, k, 5', [-0.2133712, 0.06729827, 1.0]], ['2, k, 6', [-0.1756375, 0.2704973, 1.0]], ['2, k, 7', [-0.1795016, 0.2835957, 1.0]], ['2, k, 8', [0.1805507, 0.2034226, 1.0]], ['2, k, 9', [0.2411816, 0.007938708, 1.0]], ['2, k, 10', [0.2071154, -0.1073754, 1.0]], ['2, k, 11', [0.1670943, -0.1610502, 1.0]], ['2, k, 12', [-0.05072091, -0.2638671, 1.0]], ['2, k, 13', [-0.1274297, -0.279052, 1.0]], ['2, k, 14', [-0.1255877, -0.619719, 1.0]], ['2, k, 15', [-0.1150102, -0.6555394, 1.0]], ['2, k, 16', [0.1252937, -0.2586381, 1.0]], ['2, k, 17', [0.1753222, -0.2707021, 1.0]], ['2, k, 18', [0.1497974, -0.6163034, 1.0]], ['2, k, 19', [0.186914, -0.7004282, 1.0]], ['2, k, 20', [0.006693731, 0.2490199, 1.0]], ['2, k, 21', [-0.1733706, 0.3338654, 1.0]], ['2, k, 22', [-0.2057641, 0.2687099, 1.0]], ['2, k, 23', [0.1606554, -0.2016148, 1.0]], ['2, k, 24', [0.1174868, -0.1662924, 1.0]]]
[['2, k, 0', [0.03795012, -0.2648896, 1.0]], ['2, k, 1', [0.01993612, 0.03170623, 1.0]], ['2, k, 2', [0.002503896, 0.3200591, 1.0]], ['2, k, 3', [0.006387983, 0.4522937, 1.0]], ['2, k, 4', [-0.1509518, 0.2127021, 1.0]], ['2, k, 5', [-0.2145084, 0.06754002, 1.0]], ['2, k, 6', [-0.1887907, 0.2363294, 1.0]], ['2, k, 7', [-0.1797599, 0.2767133, 1.0]], ['2, k, 8', [0.1807582, 0.2035471, 1.0]], ['2, k, 9', [0.2412413, 0.008100623, 1.0]], ['2, k, 10', [0.2069133, -0.1076436, 1.0]], ['2, k, 11', [0.1654211, -0.1610266, 1.0]], ['2, k, 12', [-0.05071777, -0.2638606, 1.0]], ['2, k, 13', [-0.1273657, -0.2790408, 1.0]], ['2, k, 14', [-0.1255054, -0.6196721, 1.0]], ['2, k, 15', [-0.1150888, -0.6555013, 1.0]], ['2, k, 16', [0.1252996, -0.25864, 1.0]], ['2, k, 17', [0.1753849, -0.2705241, 1.0]], ['2, k, 18', [0.1497248, -0.6161127, 1.0]], ['2, k, 19', [0.186785, -0.7002689, 1.0]], ['2, k, 20', [0.006773182, 0.249044, 1.0]], ['2, k, 21', [-0.164686, 0.3290485, 1.0]], ['2, k, 22', [-0.2058007, 0.292175, 1.0]], ['2, k, 23', [0.155702, -0.2021673, 1.0]], ['2, k, 24', [0.1212512, -0.1789251, 1.0]]]
[['2, k, 0', [0.03795921, -0.2648992, 1.0]], ['2, k, 1', [0.01995593, 0.03169693, 1.0]], ['2, k, 2', [0.00252792, 0.3200602, 1.0]], ['2, k, 3', [0.007418167, 0.4526371, 1.0]], ['2, k, 4', [-0.1509135, 0.2122654, 1.0]], ['2, k, 5', [-0.2168712, 0.0639898, 1.0]], ['2, k, 6', [-0.1916822, 0.2220838, 1.0]], ['2, k, 7', [-0.1843352, 0.2573093, 1.0]], ['2, k, 8', [0.1813474, 0.2043722, 1.0]], ['2, k, 9', [0.2412067, 0.007474585, 1.0]], ['2, k, 10', [0.1926886, -0.1109845, 1.0]], ['2, k, 11', [0.1618934, -0.1586494, 1.0]], ['2, k, 12', [-0.05071218, -0.2638771, 1.0]], ['2, k, 13', [-0.127386, -0.2790478, 1.0]], ['2, k, 14', [-0.1255907, -0.6196442, 1.0]], ['2, k, 15', [-0.1151864, -0.6554748, 1.0]], ['2, k, 16', [0.1253244, -0.2586431, 1.0]], ['2, k, 17', [0.1754338, -0.2706371, 1.0]], ['2, k, 18', [0.1498214, -0.616258, 1.0]], ['2, k, 19', [0.1868279, -0.7003854, 1.0]], ['2, k, 20', [0.006797841, 0.2490419, 1.0]], ['2, k, 21', [-0.1712824, 0.3022092, 1.0]], ['2, k, 22', [-0.199355, 0.2513216, 1.0]], ['2, k, 23', [0.1589698, -0.2002257, 1.0]], ['2, k, 24', [0.1152949, -0.1818345, 1.0]]]
[['2, k, 0', [0.03794629, -0.2648759, 1.0]], ['2, k, 1', [0.01995369, 0.03169978, 1.0]], ['2, k, 2', [0.002527562, 0.3200581, 1.0]], ['2, k, 3', [0.007530468, 0.4526656, 1.0]], ['2, k, 4', [-0.1508965, 0.2119557, 1.0]], ['2, k, 5', [-0.2247238, 0.04336123, 1.0]], ['2, k, 6', [-0.202007, 0.1858184, 1.0]], ['2, k, 7', [-0.1906807, 0.233472, 1.0]], ['2, k, 8', [0.1813835, 0.2043929, 1.0]], ['2, k, 9', [0.2412447, 0.007285812, 1.0]], ['2, k, 10', [0.2076173, -0.1091338, 1.0]], ['2, k, 11', [0.1852788, -0.1318957, 1.0]], ['2, k, 12', [-0.05073629, -0.2638402, 1.0]], ['2, k, 13', [-0.1273434, -0.2789502, 1.0]], ['2, k, 14', [-0.1282939, -0.6191922, 1.0]], ['2, k, 15', [-0.1181153, -0.6550394, 1.0]], ['2, k, 16', [0.1253095, -0.2585793, 1.0]], ['2, k, 17', [0.1754326, -0.2706117, 1.0]], ['2, k, 18', [0.1499923, -0.6162257, 1.0]], ['2, k, 19', [0.1871219, -0.7003151, 1.0]], ['2, k, 20', [0.006797496, 0.2490408, 1.0]], ['2, k, 21', [-0.1742633, 0.2764192, 1.0]], ['2, k, 22', [-0.2073937, 0.253285, 1.0]], ['2, k, 23', [0.1863504, -0.1758363, 1.0]], ['2, k, 24', [0.1314223, -0.1245843, 1.0]]]
[['2, k, 0', [0.03803219, -0.2651148, 1.0]], ['2, k, 1', [0.01999564, 0.03162092, 1.0]], ['2, k, 2', [0.00253768, 0.3200549, 1.0]], ['2, k, 3', [0.007593677, 0.4526622, 1.0]], ['2, k, 4', [-0.1448269, 0.2083657, 1.0]], ['2, k, 5', [-0.2251033, 0.04072287, 1.0]], ['2, k, 6', [-0.2058676, 0.1619206, 1.0]], ['2, k, 7', [-0.1974962, 0.2136775, 1.0]], ['2, k, 8', [0.1816102, 0.2044142, 1.0]], ['2, k, 9', [0.2417391, 0.006260614, 1.0]], ['2, k, 10', [0.1922195, -0.1122256, 1.0]], ['2, k, 11', [0.1587936, -0.1598002, 1.0]], ['2, k, 12', [-0.05072049, -0.2640934, 1.0]], ['2, k, 13', [-0.1274154, -0.2787375, 1.0]], ['2, k, 14', [-0.1287442, -0.6191947, 1.0]], ['2, k, 15', [-0.1189905, -0.65505, 1.0]], ['2, k, 16', [0.1254944, -0.2588183, 1.0]], ['2, k, 17', [0.1754187, -0.2704698, 1.0]], ['2, k, 18', [0.1499801, -0.616071, 1.0]], ['2, k, 19', [0.1870766, -0.7001676, 1.0]], ['2, k, 20', [0.006813453, 0.2490274, 1.0]], ['2, k, 21', [-0.1889637, 0.2576289, 1.0]], ['2, k, 22', [-0.2086576, 0.1927765, 1.0]], ['2, k, 23', [0.1459287, -0.2021526, 1.0]], ['2, k, 24', [0.1042564, -0.1438026, 1.0]]]
[['2, k, 0', [0.03801887, -0.2652013, 1.0]], ['2, k, 1', [0.02001441, 0.03161918, 1.0]], ['2, k, 2', [0.002638531, 0.3202188, 1.0]], ['2, k, 3', [0.007709679, 0.4529524, 1.0]], ['2, k, 4', [-0.1466687, 0.208057, 1.0]], ['2, k, 5', [-0.2257677, 0.03823804, 1.0]], ['2, k, 6', [-0.2121914, 0.1452279, 1.0]], ['2, k, 7', [-0.2063034, 0.1866317, 1.0]], ['2, k, 8', [0.1816258, 0.2043476, 1.0]], ['2, k, 9', [0.2418518, 0.006295823, 1.0]], ['2, k, 10', [0.2063539, -0.1092132, 1.0]], ['2, k, 11', [0.1783109, -0.132335, 1.0]], ['2, k, 12', [-0.05077339, -0.2642184, 1.0]], ['2, k, 13', [-0.1274212, -0.2787312, 1.0]], ['2, k, 14', [-0.1270645, -0.6191832, 1.0]], ['2, k, 15', [-0.1176638, -0.6550491, 1.0]], ['2, k, 16', [0.1255248, -0.2589299, 1.0]], ['2, k, 17', [0.1754281, -0.27059, 1.0]], ['2, k, 18', [0.1497339, -0.6162112, 1.0]], ['2, k, 19', [0.187096, -0.7001517, 1.0]], ['2, k, 20', [0.006889069, 0.2491278, 1.0]], ['2, k, 21', [-0.2005083, 0.2296248, 1.0]], ['2, k, 22', [-0.2185112, 0.1847091, 1.0]], ['2, k, 23', [0.1695507, -0.1752681, 1.0]], ['2, k, 24', [0.1315786, -0.1544667, 1.0]]]
[['2, k, 0', [0.03800578, -0.2652129, 1.0]], ['2, k, 1', [0.02000315, 0.03160562, 1.0]], ['2, k, 2', [0.002616995, 0.3202059, 1.0]], ['2, k, 3', [0.008145988, 0.4532139, 1.0]], ['2, k, 4', [-0.146088, 0.2083256, 1.0]], ['2, k, 5', [-0.2269838, 0.01860159, 1.0]], ['2, k, 6', [-0.2180971, 0.1207164, 1.0]], ['2, k, 7', [-0.21448, 0.1580818, 1.0]], ['2, k, 8', [0.1816948, 0.2042288, 1.0]], ['2, k, 9', [0.2419861, 0.006266976, 1.0]], ['2, k, 10', [0.1949317, -0.1125957, 1.0]], ['2, k, 11', [0.1597722, -0.1599739, 1.0]], ['2, k, 12', [-0.05079763, -0.2642159, 1.0]], ['2, k, 13', [-0.127406, -0.2789003, 1.0]], ['2, k, 14', [-0.12658, -0.6192312, 1.0]], ['2, k, 15', [-0.1174776, -0.6551018, 1.0]], ['2, k, 16', [0.1255227, -0.2589645, 1.0]], ['2, k, 17', [0.1754152, -0.2705923, 1.0]], ['2, k, 18', [0.1497205, -0.6162128, 1.0]], ['2, k, 19', [0.1868046, -0.7000709, 1.0]], ['2, k, 20', [0.006872627, 0.2491145, 1.0]], ['2, k, 21', [-0.2088616, 0.1942502, 1.0]], ['2, k, 22', [-0.2080214, 0.1385254, 1.0]], ['2, k, 23', [0.1525988, -0.202864, 1.0]], ['2, k, 24', [0.1098194, -0.1687358, 1.0]]]
[['2, k, 0', [0.03799719, -0.2652154, 1.0]], ['2, k, 1', [0.02005888, 0.03163133, 1.0]], ['2, k, 2', [0.002887977, 0.3203536, 1.0]], ['2, k, 3', [0.008387349, 0.4533288, 1.0]], ['2, k, 4', [-0.1463812, 0.2088666, 1.0]], ['2, k, 5', [-0.2276012, 0.01040665, 1.0]], ['2, k, 6', [-0.2280749, 0.08958701, 1.0]], ['2, k, 7', [-0.2250257, 0.1233372, 1.0]], ['2, k, 8', [0.1817167, 0.2041864, 1.0]], ['2, k, 9', [0.2420071, 0.003536032, 1.0]], ['2, k, 10', [0.1949106, -0.1124781, 1.0]], ['2, k, 11', [0.1600884, -0.1605869, 1.0]], ['2, k, 12', [-0.05081436, -0.2642014, 1.0]], ['2, k, 13', [-0.1274367, -0.2788177, 1.0]], ['2, k, 14', [-0.1270749, -0.6184818, 1.0]], ['2, k, 15', [-0.1182887, -0.6543752, 1.0]], ['2, k, 16', [0.1255199, -0.2589779, 1.0]], ['2, k, 17', [0.1754129, -0.2706016, 1.0]], ['2, k, 18', [0.1497282, -0.6162564, 1.0]], ['2, k, 19', [0.186629, -0.7001928, 1.0]], ['2, k, 20', [0.00708069, 0.2492235, 1.0]], ['2, k, 21', [-0.2215444, 0.1544393, 1.0]], ['2, k, 22', [-0.2177762, 0.1001626, 1.0]], ['2, k, 23', [0.1538357, -0.2035016, 1.0]], ['2, k, 24', [0.1051314, -0.1506979, 1.0]]]
[['2, k, 0', [0.03798653, -0.2652204, 1.0]], ['2, k, 1', [0.0201446, 0.03165244, 1.0]], ['2, k, 2', [0.003281606, 0.320489, 1.0]], ['2, k, 3', [0.008471172, 0.4533809, 1.0]], ['2, k, 4', [-0.1470399, 0.2093906, 1.0]], ['2, k, 5', [-0.223416, 0.00914111, 1.0]], ['2, k, 6', [-0.2270686, 0.06034919, 1.0]], ['2, k, 7', [-0.2338204, 0.08433311, 1.0]], ['2, k, 8', [0.1815513, 0.2039056, 1.0]], ['2, k, 9', [0.2420057, 0.003550743, 1.0]], ['2, k, 10', [0.2046225, -0.1137342, 1.0]], ['2, k, 11', [0.1761003, -0.1325329, 1.0]], ['2, k, 12', [-0.05083194, -0.2641979, 1.0]], ['2, k, 13', [-0.1274265, -0.2791081, 1.0]], ['2, k, 14', [-0.1274724, -0.6191879, 1.0]], ['2, k, 15', [-0.1189106, -0.6550711, 1.0]], ['2, k, 16', [0.1255135, -0.2589943, 1.0]], ['2, k, 17', [0.1754533, -0.2706013, 1.0]], ['2, k, 18', [0.1498021, -0.6162193, 1.0]], ['2, k, 19', [0.1866334, -0.7002246, 1.0]], ['2, k, 20', [0.007385606, 0.2493233, 1.0]], ['2, k, 21', [-0.2317385, 0.1069351, 1.0]], ['2, k, 22', [-0.2460927, 0.05660765, 1.0]], ['2, k, 23', [0.1614696, -0.1744268, 1.0]], ['2, k, 24', [0.1286002, -0.1516728, 1.0]]]
[['2, k, 0', [0.03798247, -0.2651789, 1.0]], ['2, k, 1', [0.02012924, 0.03172433, 1.0]], ['2, k, 2', [0.00321565, 0.3206134, 1.0]], ['2, k, 3', [0.008469606, 0.4534419, 1.0]], ['2, k, 4', [-0.1510449, 0.2086229, 1.0]], ['2, k, 5', [-0.2145251, 0.05162521, 1.0]], ['2, k, 6', [-0.2307072, 0.0409894, 1.0]], ['2, k, 7', [-0.2430128, 0.04006138, 1.0]], ['2, k, 8', [0.1815661, 0.2039075, 1.0]], ['2, k, 9', [0.2415503, 0.003005234, 1.0]], ['2, k, 10', [0.2107949, -0.1182251, 1.0]], ['2, k, 11', [0.1748747, -0.1424648, 1.0]], ['2, k, 12', [-0.05082454, -0.2641557, 1.0]], ['2, k, 13', [-0.127419, -0.2791901, 1.0]], ['2, k, 14', [-0.127283, -0.6192884, 1.0]], ['2, k, 15', [-0.1189194, -0.6551736, 1.0]], ['2, k, 16', [0.1255029, -0.2589376, 1.0]], ['2, k, 17', [0.1754735, -0.2707237, 1.0]], ['2, k, 18', [0.1499693, -0.6163459, 1.0]], ['2, k, 19', [0.1867631, -0.7003074, 1.0]], ['2, k, 20', [0.007338447, 0.2494325, 1.0]], ['2, k, 21', [-0.2424771, 0.04489759, 1.0]], ['2, k, 22', [-0.2593797, 0.003926074, 1.0]], ['2, k, 23', [0.1751383, -0.1844287, 1.0]], ['2, k, 24', [0.122917, -0.133635, 1.0]]]
[['2, k, 0', [0.03799495, -0.2651927, 1.0]], ['2, k, 1', [0.02013412, 0.03171914, 1.0]], ['2, k, 2', [0.003210774, 0.3206134, 1.0]], ['2, k, 3', [0.008578217, 0.4534012, 1.0]], ['2, k, 4', [-0.1511315, 0.2085849, 1.0]], ['2, k, 5', [-0.2153528, 0.05508954, 1.0]], ['2, k, 6', [-0.2352102, 0.01473671, 1.0]], ['2, k, 7', [-0.2503866, -0.005425802, 1.0]], ['2, k, 8', [0.1815289, 0.2043393, 1.0]], ['2, k, 9', [0.2411719, 0.00299476, 1.0]], ['2, k, 10', [0.1733262, -0.1317821, 1.0]], ['2, k, 11', [0.154668, -0.1738265, 1.0]], ['2, k, 12', [-0.05081772, -0.2641804, 1.0]], ['2, k, 13', [-0.1273885, -0.2789559, 1.0]], ['2, k, 14', [-0.1268841, -0.6190581, 1.0]], ['2, k, 15', [-0.1185624, -0.654947, 1.0]], ['2, k, 16', [0.1255315, -0.2589412, 1.0]], ['2, k, 17', [0.1754253, -0.2708753, 1.0]], ['2, k, 18', [0.1499222, -0.6164676, 1.0]], ['2, k, 19', [0.186732, -0.7002747, 1.0]], ['2, k, 20', [0.007336984, 0.2494318, 1.0]], ['2, k, 21', [-0.251722, -0.003823955, 1.0]], ['2, k, 22', [-0.2562017, -0.04172352, 1.0]], ['2, k, 23', [0.1337394, -0.2210834, 1.0]], ['2, k, 24', [0.10928, -0.1710118, 1.0]]]
[['2, k, 0', [0.03799513, -0.2651917, 1.0]], ['2, k, 1', [0.02014469, 0.03173542, 1.0]], ['2, k, 2', [0.003230394, 0.320681, 1.0]], ['2, k, 3', [0.008671127, 0.4537062, 1.0]], ['2, k, 4', [-0.1537507, 0.2078807, 1.0]], ['2, k, 5', [-0.2164363, 0.05853989, 1.0]], ['2, k, 6', [-0.2529544, -0.005761428, 1.0]], ['2, k, 7', [-0.2569521, -0.05218109, 1.0]], ['2, k, 8', [0.1815045, 0.204327, 1.0]], ['2, k, 9', [0.2407255, 0.00250241, 1.0]], ['2, k, 10', [0.2255418, -0.1395155, 1.0]], ['2, k, 11', [0.1644854, -0.1620279, 1.0]], ['2, k, 12', [-0.05080862, -0.264244, 1.0]], ['2, k, 13', [-0.1273687, -0.2789928, 1.0]], ['2, k, 14', [-0.1270204, -0.6191415, 1.0]], ['2, k, 15', [-0.1186542, -0.6550259, 1.0]], ['2, k, 16', [0.1255392, -0.2588516, 1.0]], ['2, k, 17', [0.1754684, -0.2709835, 1.0]], ['2, k, 18', [0.1499386, -0.6165521, 1.0]], ['2, k, 19', [0.1869311, -0.7003734, 1.0]], ['2, k, 20', [0.007356984, 0.2494835, 1.0]], ['2, k, 21', [-0.2530733, -0.05487502, 1.0]], ['2, k, 22', [-0.2713099, -0.08898582, 1.0]], ['2, k, 23', [0.1467645, -0.2029973, 1.0]], ['2, k, 24', [0.1126343, -0.1735313, 1.0]]]
[['2, k, 0', [0.03799605, -0.2651798, 1.0]], ['2, k, 1', [0.02015672, 0.03177506, 1.0]], ['2, k, 2', [0.00323958, 0.3207765, 1.0]], ['2, k, 3', [0.008732204, 0.4537404, 1.0]], ['2, k, 4', [-0.1553084, 0.2082189, 1.0]], ['2, k, 5', [-0.2198914, 0.05034156, 1.0]], ['2, k, 6', [-0.2550896, -0.03287204, 1.0]], ['2, k, 7', [-0.2686569, -0.0892527, 1.0]], ['2, k, 8', [0.1811422, 0.2045644, 1.0]], ['2, k, 9', [0.2409252, 0.002311718, 1.0]], ['2, k, 10', [0.1982417, -0.1106764, 1.0]], ['2, k, 11', [0.1428403, -0.143949, 1.0]], ['2, k, 12', [-0.05080604, -0.2642395, 1.0]], ['2, k, 13', [-0.1273511, -0.2792453, 1.0]], ['2, k, 14', [-0.1278146, -0.6195445, 1.0]], ['2, k, 15', [-0.1195481, -0.6554211, 1.0]], ['2, k, 16', [0.1255406, -0.2588185, 1.0]], ['2, k, 17', [0.1754785, -0.2709513, 1.0]], ['2, k, 18', [0.1498831, -0.6165427, 1.0]], ['2, k, 19', [0.187118, -0.700261, 1.0]], ['2, k, 20', [0.007370276, 0.2495633, 1.0]], ['2, k, 21', [-0.2718326, -0.1049884, 1.0]], ['2, k, 22', [-0.288089, -0.1337618, 1.0]], ['2, k, 23', [0.1345872, -0.1857102, 1.0]], ['2, k, 24', [0.08458064, -0.1166448, 1.0]]]
[['2, k, 0', [0.03798061, -0.2651688, 1.0]], ['2, k, 1', [0.0202321, 0.03178749, 1.0]], ['2, k, 2', [0.003563582, 0.3207834, 1.0]], ['2, k, 3', [0.008831924, 0.4536972, 1.0]], ['2, k, 4', [-0.1558809, 0.2084336, 1.0]], ['2, k, 5', [-0.2204275, 0.04006338, 1.0]], ['2, k, 6', [-0.2695892, -0.07318459, 1.0]], ['2, k, 7', [-0.2757474, -0.1166921, 1.0]], ['2, k, 8', [0.1809914, 0.2042712, 1.0]], ['2, k, 9', [0.2409739, 0.00243507, 1.0]], ['2, k, 10', [0.1990022, -0.110643, 1.0]], ['2, k, 11', [0.1454662, -0.1444444, 1.0]], ['2, k, 12', [-0.05082124, -0.2642145, 1.0]], ['2, k, 13', [-0.1273949, -0.2793437, 1.0]], ['2, k, 14', [-0.1273974, -0.6196332, 1.0]], ['2, k, 15', [-0.1191137, -0.655504, 1.0]], ['2, k, 16', [0.1255277, -0.2588139, 1.0]], ['2, k, 17', [0.1755108, -0.2709841, 1.0]], ['2, k, 18', [0.1497965, -0.616501, 1.0]], ['2, k, 19', [0.1870602, -0.7002805, 1.0]], ['2, k, 20', [0.007623412, 0.2495748, 1.0]], ['2, k, 21', [-0.2791148, -0.1526963, 1.0]], ['2, k, 22', [-0.2484855, -0.1404688, 1.0]], ['2, k, 23', [0.1330967, -0.1853392, 1.0]], ['2, k, 24', [0.08561442, -0.1240613, 1.0]]]
[['2, k, 0', [0.03797983, -0.2651247, 1.0]], ['2, k, 1', [0.02027809, 0.03183974, 1.0]], ['2, k, 2', [0.003678834, 0.3208657, 1.0]], ['2, k, 3', [0.009003589, 0.4537635, 1.0]], ['2, k, 4', [-0.1561068, 0.2083605, 1.0]], ['2, k, 5', [-0.2284632, 0.008000577, 1.0]], ['2, k, 6', [-0.2798947, -0.1680601, 1.0]], ['2, k, 7', [-0.2902944, -0.1994977, 1.0]], ['2, k, 8', [0.1810193, 0.2044809, 1.0]], ['2, k, 9', [0.2409724, 0.002558887, 1.0]], ['2, k, 10', [0.2002566, -0.1107945, 1.0]], ['2, k, 11', [0.1445694, -0.1433133, 1.0]], ['2, k, 12', [-0.05081247, -0.2641789, 1.0]], ['2, k, 13', [-0.127249, -0.2798199, 1.0]], ['2, k, 14', [-0.1272753, -0.6201418, 1.0]], ['2, k, 15', [-0.1189474, -0.655996, 1.0]], ['2, k, 16', [0.1255211, -0.2587516, 1.0]], ['2, k, 17', [0.1754938, -0.271023, 1.0]], ['2, k, 18', [0.1497116, -0.6165491, 1.0]], ['2, k, 19', [0.186949, -0.7003573, 1.0]], ['2, k, 20', [0.007722829, 0.2496515, 1.0]], ['2, k, 21', [-0.2939352, -0.2365285, 1.0]], ['2, k, 22', [-0.2537945, -0.2095734, 1.0]], ['2, k, 23', [0.1365077, -0.1855292, 1.0]], ['2, k, 24', [0.08699524, -0.1168516, 1.0]]]
