[['2, k, 0', [-0.1631262, 0.06107363, 1.0]], ['2, k, 1', [-0.1686638, 0.3316034, 1.0]], ['2, k, 2', [-0.1741219, 0.595399, 1.0]], ['2, k, 3', [-0.1651895, 0.7321769, 1.0]], ['2, k, 4', [-0.317324, 0.477324, 1.0]], ['2, k, 5', [-0.3540781, 0.2508425, 1.0]], ['2, k, 6', [-0.359796, 0.06846566, 1.0]], ['2, k, 7', [-0.369777, 0.007403781, 1.0]], ['2, k, 8', [-0.004189958, 0.4770063, 1.0]], ['2, k, 9', [0.03431775, 0.2375683, 1.0]], ['2, k, 10', [0.04604107, 0.05583368, 1.0]], ['2, k, 11', [0.0366633, 0.005129147, 1.0]], ['2, k, 12', [-0.2241597, 0.061324, 1.0]], ['2, k, 13', [-0.2217036, -0.2526059, 1.0]], ['2, k, 14', [-0.214001, -0.5264079, 1.0]], ['2, k, 15', [-0.1979871, -0.5731723, 1.0]], ['2, k, 16', [-0.09843157, 0.05946385, 1.0]], ['2, k, 17', [-0.1161695, -0.2557181, 1.0]], ['2, k, 18', [-0.1051894, -0.5288826, 1.0]], ['2, k, 19', [-0.1141478, -0.6228489, 1.0]], ['2, k, 20', [-0.1728168, 0.5304025, 1.0]], ['2, k, 21', [-0.3730934, -0.05399203, 1.0]], ['2, k, 22', [-0.3966764, 0.02720723, 1.0]], ['2, k, 23', [0.04975297, -0.04869231, 1.0]], ['2, k, 24', [0.0004666563, -0.0003596556, 1.0]]]
[['2, k, 0', [-0.1480229, 0.1085239, 1.0]], ['2, k, 1', [-0.1552837, 0.3599464, 1.0]], ['2, k, 2', [-0.1625271, 0.6096876, 1.0]], ['2, k, 3', [-0.1587675, 0.7314267, 1.0]], ['2, k, 4', [-0.3227158, 0.4768814, 1.0]], ['2, k, 5', [-0.3682067, 0.2640897, 1.0]], ['2, k, 6', [-0.3577845, 0.07725298, 1.0]], ['2, k, 7', [-0.3432767, 0.03344335, 1.0]], ['2, k, 8', [-0.01098634, 0.5760567, 1.0]], ['2, k, 9', [0.01981709, 0.8154249, 1.0]], ['2, k, 10', [-0.002980723, 1.004629, 1.0]], ['2, k, 11', [-0.02594027, 1.073341, 1.0]], ['2, k, 12', [-0.2089989, 0.1022818, 1.0]], ['2, k, 13', [-0.2132584, -0.2152335, 1.0]], ['2, k, 14', [-0.2121427, -0.5635739, 1.0]], ['2, k, 15', [-0.2106527, -0.6346622, 1.0]], ['2, k, 16', [-0.08343598, 0.1130036, 1.0]], ['2, k, 17', [-0.1125743, -0.2065557, 1.0]], ['2, k, 18', [-0.1115449, -0.5655133, 1.0]], ['2, k, 19', [-0.1167631, -0.636506, 1.0]], ['2, k, 20', [-0.1609147, 0.54768, 1.0]], ['2, k, 21', [-0.3395989, -0.03396483, 1.0]], ['2, k, 22', [-0.3706633, 0.02183231, 1.0]], ['2, k, 23', [-0.05619456, 1.128212, 1.0]], ['2, k, 24', [-0.04203681, 1.085062, 1.0]]]
[['2, k, 0', [-0.1472567, 0.1107368, 1.0]], ['2, k, 1', [-0.1545459, 0.3611493, 1.0]], ['2, k, 2', [-0.1617651, 0.6095224, 1.0]], ['2, k, 3', [-0.1578253, 0.7311826, 1.0]], ['2, k, 4', [-0.3223378, 0.476984, 1.0]], ['2, k, 5', [-0.3673456, 0.2641892, 1.0]], ['2, k, 6', [-0.3573668, 0.0748066, 1.0]], ['2, k, 7', [-0.3413862, 0.03300416, 1.0]], ['2, k, 8', [-0.01199163, 0.5767192, 1.0]], ['2, k, 9', [0.01279018, 0.8189742, 1.0]], ['2, k, 10', [-0.01607908, 1.012981, 1.0]], ['2, k, 11', [-0.04453265, 1.085185, 1.0]], ['2, k, 12', [-0.2085067, 0.1034395, 1.0]], ['2, k, 13', [-0.2119402, -0.2138165, 1.0]], ['2, k, 14', [-0.2133747, -0.5631843, 1.0]], ['2, k, 15', [-0.2105344, -0.6329783, 1.0]], ['2, k, 16', [-0.08245344, 0.1161692, 1.0]], ['2, k, 17', [-0.111855, -0.2031811, 1.0]], ['2, k, 18', [-0.1131439, -0.568511, 1.0]], ['2, k, 19', [-0.116847, -0.6387756, 1.0]], ['2, k, 20', [-0.1602008, 0.5478559, 1.0]], ['2, k, 21', [-0.3355686, -0.04030006, 1.0]], ['2, k, 22', [-0.3632965, 0.0009093067, 1.0]], ['2, k, 23', [-0.08096562, 1.134423, 1.0]], ['2, k, 24', [-0.05700743, 1.091658, 1.0]]]
[['2, k, 0', [-0.144304, 0.1168085, 1.0]], ['2, k, 1', [-0.1525319, 0.3648658, 1.0]], ['2, k, 2', [-0.1607341, 0.6102197, 1.0]], ['2, k, 3', [-0.1574345, 0.7316598, 1.0]], ['2, k, 4', [-0.3218864, 0.4772008, 1.0]], ['2, k, 5', [-0.3659577, 0.2662666, 1.0]], ['2, k, 6', [-0.357389, 0.07260569, 1.0]], ['2, k, 7', [-0.3404315, 0.03371233, 1.0]], ['2, k, 8', [-0.0130719, 0.5779754, 1.0]], ['2, k, 9', [0.009623166, 0.8216619, 1.0]], ['2, k, 10', [-0.02374984, 1.013644, 1.0]], ['2, k, 11', [-0.05646998, 1.083921, 1.0]], ['2, k, 12', [-0.2059185, 0.1083747, 1.0]], ['2, k, 13', [-0.2110686, -0.2096548, 1.0]], ['2, k, 14', [-0.2133661, -0.563183, 1.0]], ['2, k, 15', [-0.210667, -0.633173, 1.0]], ['2, k, 16', [-0.07931247, 0.1229229, 1.0]], ['2, k, 17', [-0.1083112, -0.1968307, 1.0]], ['2, k, 18', [-0.1130831, -0.5693595, 1.0]], ['2, k, 19', [-0.1163049, -0.6391692, 1.0]], ['2, k, 20', [-0.1588871, 0.5492347, 1.0]], ['2, k, 21', [-0.3466885, -0.02582354, 1.0]], ['2, k, 22', [-0.3637668, 0.004119941, 1.0]], ['2, k, 23', [-0.09028829, 1.136713, 1.0]], ['2, k, 24', [-0.0587393, 1.041109, 1.0]]]
[['2, k, 0', [-0.1451336, 0.1184389, 1.0]], ['2, k, 1', [-0.152968, 0.3656959, 1.0]], ['2, k, 2', [-0.1607981, 0.6101742, 1.0]], ['2, k, 3', [-0.1571547, 0.7314147, 1.0]], ['2, k, 4', [-0.3214273, 0.477296, 1.0]], ['2, k, 5', [-0.366098, 0.2703864, 1.0]], ['2, k, 6', [-0.3574038, 0.07077489, 1.0]], ['2, k, 7', [-0.3422129, 0.03178051, 1.0]], ['2, k, 8', [-0.01689453, 0.579335, 1.0]], ['2, k, 9', [-0.009079329, 0.8266923, 1.0]], ['2, k, 10', [-0.03537911, 1.017082, 1.0]], ['2, k, 11', [-0.06883035, 1.087476, 1.0]], ['2, k, 12', [-0.2062684, 0.1098995, 1.0]], ['2, k, 13', [-0.2116869, -0.2086876, 1.0]], ['2, k, 14', [-0.2140613, -0.5663834, 1.0]], ['2, k, 15', [-0.2107219, -0.6363044, 1.0]], ['2, k, 16', [-0.08069017, 0.124593, 1.0]], ['2, k, 17', [-0.1081574, -0.1956892, 1.0]], ['2, k, 18', [-0.1130832, -0.5693238, 1.0]], ['2, k, 19', [-0.1164627, -0.6407062, 1.0]], ['2, k, 20', [-0.1589931, 0.5493387, 1.0]], ['2, k, 21', [-0.344333, -0.0344646, 1.0]], ['2, k, 22', [-0.3724862, 0.04060667, 1.0]], ['2, k, 23', [-0.1095974, 1.137246, 1.0]], ['2, k, 24', [-0.1000249, 1.112685, 1.0]]]
[['2, k, 0', [-0.1436745, 0.1224815, 1.0]], ['2, k, 1', [-0.1515629, 0.3684439, 1.0]], ['2, k, 2', [-0.1596015, 0.6109326, 1.0]], ['2, k, 3', [-0.157867, 0.7312116, 1.0]], ['2, k, 4', [-0.3211816, 0.4774712, 1.0]], ['2, k, 5', [-0.3654731, 0.2711797, 1.0]], ['2, k, 6', [-0.3572772, 0.0704914, 1.0]], ['2, k, 7', [-0.3414277, 0.02823898, 1.0]], ['2, k, 8', [-0.01966056, 0.5806401, 1.0]], ['2, k, 9', [-0.006506186, 0.8283373, 1.0]], ['2, k, 10', [-0.04239712, 1.020614, 1.0]], ['2, k, 11', [-0.07565016, 1.083898, 1.0]], ['2, k, 12', [-0.2045094, 0.1137456, 1.0]], ['2, k, 13', [-0.2112631, -0.2051146, 1.0]], ['2, k, 14', [-0.2146525, -0.5656728, 1.0]], ['2, k, 15', [-0.2097626, -0.6345726, 1.0]], ['2, k, 16', [-0.0795355, 0.1286875, 1.0]], ['2, k, 17', [-0.1073289, -0.1922071, 1.0]], ['2, k, 18', [-0.1131337, -0.5692487, 1.0]], ['2, k, 19', [-0.1138243, -0.6394016, 1.0]], ['2, k, 20', [-0.1576961, 0.5506501, 1.0]], ['2, k, 21', [-0.3425711, -0.0401127, 1.0]], ['2, k, 22', [-0.3683105, 0.02559783, 1.0]], ['2, k, 23', [-0.1199199, 1.143935, 1.0]], ['2, k, 24', [-0.09331488, 1.114598, 1.0]]]
[['2, k, 0', [-0.1435789, 0.1224515, 1.0]], ['2, k, 1', [-0.1513281, 0.3686305, 1.0]], ['2, k, 2', [-0.1590511, 0.6111822, 1.0]], ['2, k, 3', [-0.1580755, 0.7312134, 1.0]], ['2, k, 4', [-0.3210905, 0.4775791, 1.0]], ['2, k, 5', [-0.3652605, 0.2709381, 1.0]], ['2, k, 6', [-0.3572663, 0.06892991, 1.0]], ['2, k, 7', [-0.3444558, 0.02655804, 1.0]], ['2, k, 8', [-0.0287583, 0.5829485, 1.0]], ['2, k, 9', [-0.01026725, 0.8301844, 1.0]], ['2, k, 10', [-0.06689703, 1.068385, 1.0]], ['2, k, 11', [-0.09106264, 1.101423, 1.0]], ['2, k, 12', [-0.2044044, 0.1136339, 1.0]], ['2, k, 13', [-0.21134, -0.2052189, 1.0]], ['2, k, 14', [-0.2171202, -0.5656598, 1.0]], ['2, k, 15', [-0.2095974, -0.6344455, 1.0]], ['2, k, 16', [-0.07938453, 0.1287212, 1.0]], ['2, k, 17', [-0.1067881, -0.1922685, 1.0]], ['2, k, 18', [-0.1123024, -0.569355, 1.0]], ['2, k, 19', [-0.114888, -0.6389524, 1.0]], ['2, k, 20', [-0.1572184, 0.5509638, 1.0]], ['2, k, 21', [-0.343997, -0.04152418, 1.0]], ['2, k, 22', [-0.3723141, 0.02468875, 1.0]], ['2, k, 23', [-0.1330341, 1.144954, 1.0]], ['2, k, 24', [-0.0868161, 1.087348, 1.0]]]
[['2, k, 0', [-0.1434148, 0.1218262, 1.0]], ['2, k, 1', [-0.1513029, 0.368634, 1.0]], ['2, k, 2', [-0.1589568, 0.6113529, 1.0]], ['2, k, 3', [-0.1546422, 0.7311466, 1.0]], ['2, k, 4', [-0.3209631, 0.4777158, 1.0]], ['2, k, 5', [-0.3650746, 0.2707123, 1.0]], ['2, k, 6', [-0.35726, 0.06811774, 1.0]], ['2, k, 7', [-0.3453119, 0.02470273, 1.0]], ['2, k, 8', [-0.02979057, 0.5833472, 1.0]], ['2, k, 9', [-0.01257353, 0.830566, 1.0]], ['2, k, 10', [-0.06815866, 1.068387, 1.0]], ['2, k, 11', [-0.09579416, 1.100564, 1.0]], ['2, k, 12', [-0.204301, 0.1128256, 1.0]], ['2, k, 13', [-0.2112512, -0.205786, 1.0]], ['2, k, 14', [-0.2180513, -0.5653694, 1.0]], ['2, k, 15', [-0.2098286, -0.6340541, 1.0]], ['2, k, 16', [-0.0790251, 0.1277163, 1.0]], ['2, k, 17', [-0.1058803, -0.1934649, 1.0]], ['2, k, 18', [-0.1120027, -0.5685204, 1.0]], ['2, k, 19', [-0.1148721, -0.6372985, 1.0]], ['2, k, 20', [-0.1571362, 0.5511216, 1.0]], ['2, k, 21', [-0.3459851, -0.04528576, 1.0]], ['2, k, 22', [-0.379117, 0.00712677, 1.0]], ['2, k, 23', [-0.1335537, 1.142214, 1.0]], ['2, k, 24', [-0.1057282, 1.088252, 1.0]]]
[['2, k, 0', [-0.1437503, 0.1222231, 1.0]], ['2, k, 1', [-0.151446, 0.3691371, 1.0]], ['2, k, 2', [-0.1589049, 0.6115843, 1.0]], ['2, k, 3', [-0.147434, 0.7302856, 1.0]], ['2, k, 4', [-0.3210501, 0.4780519, 1.0]], ['2, k, 5', [-0.364968, 0.2705595, 1.0]], ['2, k, 6', [-0.357099, 0.06659153, 1.0]], ['2, k, 7', [-0.3459047, 0.02523772, 1.0]], ['2, k, 8', [-0.03450189, 0.5883853, 1.0]], ['2, k, 9', [-0.01427611, 0.8351211, 1.0]], ['2, k, 10', [-0.07045016, 1.049072, 1.0]], ['2, k, 11', [-0.09653081, 1.087891, 1.0]], ['2, k, 12', [-0.2043444, 0.1133661, 1.0]], ['2, k, 13', [-0.2110905, -0.2053616, 1.0]], ['2, k, 14', [-0.2182806, -0.5652449, 1.0]], ['2, k, 15', [-0.2084987, -0.6343539, 1.0]], ['2, k, 16', [-0.07989696, 0.1280473, 1.0]], ['2, k, 17', [-0.1058855, -0.1933134, 1.0]], ['2, k, 18', [-0.1114055, -0.5686357, 1.0]], ['2, k, 19', [-0.1123326, -0.6371925, 1.0]], ['2, k, 20', [-0.1571198, 0.5514854, 1.0]], ['2, k, 21', [-0.3453631, -0.04066622, 1.0]], ['2, k, 22', [-0.3773554, 0.006028961, 1.0]], ['2, k, 23', [-0.1421051, 1.140021, 1.0]], ['2, k, 24', [-0.09513892, 1.048298, 1.0]]]
[['2, k, 0', [-0.1436669, 0.1198495, 1.0]], ['2, k, 1', [-0.151302, 0.3689485, 1.0]], ['2, k, 2', [-0.1584774, 0.6119382, 1.0]], ['2, k, 3', [-0.1443239, 0.7305837, 1.0]], ['2, k, 4', [-0.3210523, 0.4780359, 1.0]], ['2, k, 5', [-0.364945, 0.2704635, 1.0]], ['2, k, 6', [-0.356818, 0.06593346, 1.0]], ['2, k, 7', [-0.3449939, 0.02491752, 1.0]], ['2, k, 8', [-0.03589337, 0.587956, 1.0]], ['2, k, 9', [-0.01737652, 0.8347161, 1.0]], ['2, k, 10', [-0.07410328, 1.043974, 1.0]], ['2, k, 11', [-0.1037582, 1.086204, 1.0]], ['2, k, 12', [-0.2045289, 0.1104952, 1.0]], ['2, k, 13', [-0.2114161, -0.2074906, 1.0]], ['2, k, 14', [-0.2156628, -0.5630633, 1.0]], ['2, k, 15', [-0.2099552, -0.6322518, 1.0]], ['2, k, 16', [-0.07958251, 0.1259427, 1.0]], ['2, k, 17', [-0.1075581, -0.1951785, 1.0]], ['2, k, 18', [-0.1108967, -0.57042, 1.0]], ['2, k, 19', [-0.1126252, -0.6388677, 1.0]], ['2, k, 20', [-0.1568203, 0.5516871, 1.0]], ['2, k, 21', [-0.3455567, -0.04369136, 1.0]], ['2, k, 22', [-0.3761376, 0.005995331, 1.0]], ['2, k, 23', [-0.1512797, 1.137531, 1.0]], ['2, k, 24', [-0.1023669, 1.036783, 1.0]]]
[['2, k, 0', [-0.14354, 0.1197788, 1.0]], ['2, k, 1', [-0.1511693, 0.3690443, 1.0]], ['2, k, 2', [-0.1582293, 0.612246, 1.0]], ['2, k, 3', [-0.1434141, 0.7310753, 1.0]], ['2, k, 4', [-0.3209196, 0.4782308, 1.0]], ['2, k, 5', [-0.3647, 0.2700734, 1.0]], ['2, k, 6', [-0.3594903, 0.07955834, 1.0]], ['2, k, 7', [-0.3475228, 0.03039777, 1.0]], ['2, k, 8', [-0.03637742, 0.5882971, 1.0]], ['2, k, 9', [-0.02023744, 0.8350935, 1.0]], ['2, k, 10', [-0.07618342, 1.042343, 1.0]], ['2, k, 11', [-0.1094346, 1.083894, 1.0]], ['2, k, 12', [-0.2045622, 0.1104287, 1.0]], ['2, k, 13', [-0.2113441, -0.2075082, 1.0]], ['2, k, 14', [-0.214962, -0.5600141, 1.0]], ['2, k, 15', [-0.2108926, -0.6303285, 1.0]], ['2, k, 16', [-0.07923816, 0.1258754, 1.0]], ['2, k, 17', [-0.1082156, -0.1951871, 1.0]], ['2, k, 18', [-0.1106858, -0.5701866, 1.0]], ['2, k, 19', [-0.1129334, -0.6386609, 1.0]], ['2, k, 20', [-0.1565895, 0.5519902, 1.0]], ['2, k, 21', [-0.3484977, -0.03849857, 1.0]], ['2, k, 22', [-0.3725474, 0.02423997, 1.0]], ['2, k, 23', [-0.1562618, 1.137722, 1.0]], ['2, k, 24', [-0.1208709, 1.07721, 1.0]]]
[['2, k, 0', [-0.1434927, 0.1199718, 1.0]], ['2, k, 1', [-0.1510428, 0.3693057, 1.0]], ['2, k, 2', [-0.1580016, 0.6125094, 1.0]], ['2, k, 3', [-0.1423114, 0.7314563, 1.0]], ['2, k, 4', [-0.3209649, 0.4783056, 1.0]], ['2, k, 5', [-0.364592, 0.2699955, 1.0]], ['2, k, 6', [-0.3587045, 0.07144413, 1.0]], ['2, k, 7', [-0.3464594, 0.02761008, 1.0]], ['2, k, 8', [-0.036415, 0.5883474, 1.0]], ['2, k, 9', [-0.02178764, 0.8351746, 1.0]], ['2, k, 10', [-0.07999992, 1.038691, 1.0]], ['2, k, 11', [-0.1124802, 1.079284, 1.0]], ['2, k, 12', [-0.2038304, 0.1113501, 1.0]], ['2, k, 13', [-0.2121388, -0.206622, 1.0]], ['2, k, 14', [-0.2141065, -0.5601008, 1.0]], ['2, k, 15', [-0.2119959, -0.6298871, 1.0]], ['2, k, 16', [-0.07946882, 0.125946, 1.0]], ['2, k, 17', [-0.1080594, -0.1952002, 1.0]], ['2, k, 18', [-0.1094489, -0.5684265, 1.0]], ['2, k, 19', [-0.1134876, -0.6373525, 1.0]], ['2, k, 20', [-0.1563734, 0.5523115, 1.0]], ['2, k, 21', [-0.348151, -0.04078342, 1.0]], ['2, k, 22', [-0.3730729, 0.02489091, 1.0]], ['2, k, 23', [-0.1613851, 1.124716, 1.0]], ['2, k, 24', [-0.1054245, 1.03184, 1.0]]]
[['2, k, 0', [-0.1436046, 0.1198878, 1.0]], ['2, k, 1', [-0.1510369, 0.3693712, 1.0]], ['2, k, 2', [-0.157811, 0.6128109, 1.0]], ['2, k, 3', [-0.1411144, 0.7323567, 1.0]], ['2, k, 4', [-0.3213254, 0.4789733, 1.0]], ['2, k, 5', [-0.364708, 0.2698472, 1.0]], ['2, k, 6', [-0.3604809, 0.08229145, 1.0]], ['2, k, 7', [-0.3468723, 0.0290964, 1.0]], ['2, k, 8', [-0.03735239, 0.5887092, 1.0]], ['2, k, 9', [-0.02450883, 0.8355754, 1.0]], ['2, k, 10', [-0.09996688, 1.059603, 1.0]], ['2, k, 11', [-0.1280482, 1.092591, 1.0]], ['2, k, 12', [-0.2040929, 0.1112414, 1.0]], ['2, k, 13', [-0.2120924, -0.2067172, 1.0]], ['2, k, 14', [-0.2140125, -0.5602109, 1.0]], ['2, k, 15', [-0.2116521, -0.630344, 1.0]], ['2, k, 16', [-0.07951886, 0.1257873, 1.0]], ['2, k, 17', [-0.1082081, -0.1954824, 1.0]], ['2, k, 18', [-0.1088411, -0.5698628, 1.0]], ['2, k, 19', [-0.1134835, -0.638051, 1.0]], ['2, k, 20', [-0.1562394, 0.552581, 1.0]], ['2, k, 21', [-0.3458262, -0.04128426, 1.0]], ['2, k, 22', [-0.3741685, 0.02023965, 1.0]], ['2, k, 23', [-0.1745416, 1.133037, 1.0]], ['2, k, 24', [-0.139253, 1.080728, 1.0]]]
[['2, k, 0', [-0.143027, 0.1188501, 1.0]], ['2, k, 1', [-0.150741, 0.3692425, 1.0]], ['2, k, 2', [-0.1575482, 0.6130304, 1.0]], ['2, k, 3', [-0.1329458, 0.7315872, 1.0]], ['2, k, 4', [-0.3212975, 0.479364, 1.0]], ['2, k, 5', [-0.3645707, 0.2701225, 1.0]], ['2, k, 6', [-0.3600922, 0.08926506, 1.0]], ['2, k, 7', [-0.3444909, 0.02963845, 1.0]], ['2, k, 8', [-0.03750622, 0.5885645, 1.0]], ['2, k, 9', [-0.02507377, 0.8354061, 1.0]], ['2, k, 10', [-0.1013122, 1.061044, 1.0]], ['2, k, 11', [-0.1296879, 1.093617, 1.0]], ['2, k, 12', [-0.2038505, 0.1101216, 1.0]], ['2, k, 13', [-0.211399, -0.2073834, 1.0]], ['2, k, 14', [-0.2096096, -0.5679169, 1.0]], ['2, k, 15', [-0.2119319, -0.6368054, 1.0]], ['2, k, 16', [-0.07858845, 0.1246066, 1.0]], ['2, k, 17', [-0.1082107, -0.1965415, 1.0]], ['2, k, 18', [-0.1059411, -0.5609398, 1.0]], ['2, k, 19', [-0.1132696, -0.6312794, 1.0]], ['2, k, 20', [-0.1559871, 0.552738, 1.0]], ['2, k, 21', [-0.3433314, -0.04042251, 1.0]], ['2, k, 22', [-0.3684305, 0.02108123, 1.0]], ['2, k, 23', [-0.1812765, 1.130838, 1.0]], ['2, k, 24', [-0.1721472, 1.112452, 1.0]]]
[['2, k, 0', [-0.1429513, 0.1180464, 1.0]], ['2, k, 1', [-0.1507038, 0.3691068, 1.0]], ['2, k, 2', [-0.1575301, 0.6130663, 1.0]], ['2, k, 3', [-0.1311777, 0.7317784, 1.0]], ['2, k, 4', [-0.3212943, 0.4793525, 1.0]], ['2, k, 5', [-0.3645556, 0.2701045, 1.0]], ['2, k, 6', [-0.3600525, 0.08997311, 1.0]], ['2, k, 7', [-0.3447563, 0.02987817, 1.0]], ['2, k, 8', [-0.03830175, 0.5887662, 1.0]], ['2, k, 9', [-0.02525279, 0.8353582, 1.0]], ['2, k, 10', [-0.1015871, 1.061523, 1.0]], ['2, k, 11', [-0.1300716, 1.096236, 1.0]], ['2, k, 12', [-0.2038549, 0.1095721, 1.0]], ['2, k, 13', [-0.2127905, -0.2081434, 1.0]], ['2, k, 14', [-0.2110663, -0.5672429, 1.0]], ['2, k, 15', [-0.2116523, -0.6361001, 1.0]], ['2, k, 16', [-0.07843048, 0.123385, 1.0]], ['2, k, 17', [-0.1065224, -0.1978749, 1.0]], ['2, k, 18', [-0.1062268, -0.5623982, 1.0]], ['2, k, 19', [-0.1130401, -0.6321988, 1.0]], ['2, k, 20', [-0.1559711, 0.5527534, 1.0]], ['2, k, 21', [-0.342, -0.0400381, 1.0]], ['2, k, 22', [-0.3702324, 0.0248563, 1.0]], ['2, k, 23', [-0.1690846, 1.129537, 1.0]], ['2, k, 24', [-0.1363394, 1.084886, 1.0]]]
[['2, k, 0', [-0.1427619, 0.1172059, 1.0]], ['2, k, 1', [-0.1505748, 0.3688567, 1.0]], ['2, k, 2', [-0.1574426, 0.6131053, 1.0]], ['2, k, 3', [-0.1310753, 0.7318405, 1.0]], ['2, k, 4', [-0.3211018, 0.4794961, 1.0]], ['2, k, 5', [-0.3644615, 0.2695042, 1.0]], ['2, k, 6', [-0.3597714, 0.08942373, 1.0]], ['2, k, 7', [-0.3448949, 0.03191204, 1.0]], ['2, k, 8', [-0.03861566, 0.5888746, 1.0]], ['2, k, 9', [-0.03846392, 0.8368644, 1.0]], ['2, k, 10', [-0.09111876, 1.043068, 1.0]], ['2, k, 11', [-0.1208371, 1.086425, 1.0]], ['2, k, 12', [-0.2034421, 0.1088165, 1.0]], ['2, k, 13', [-0.2114183, -0.208638, 1.0]], ['2, k, 14', [-0.2139953, -0.5630281, 1.0]], ['2, k, 15', [-0.2104772, -0.6324552, 1.0]], ['2, k, 16', [-0.07860832, 0.1221413, 1.0]], ['2, k, 17', [-0.1052589, -0.199488, 1.0]], ['2, k, 18', [-0.1069426, -0.5681843, 1.0]], ['2, k, 19', [-0.1152794, -0.6358734, 1.0]], ['2, k, 20', [-0.1558797, 0.5527579, 1.0]], ['2, k, 21', [-0.3414217, -0.04011308, 1.0]], ['2, k, 22', [-0.3703455, 0.02561505, 1.0]], ['2, k, 23', [-0.1714471, 1.132632, 1.0]], ['2, k, 24', [-0.1261484, 1.073489, 1.0]]]
[['2, k, 0', [-0.1427077, 0.1168064, 1.0]], ['2, k, 1', [-0.1505171, 0.3687561, 1.0]], ['2, k, 2', [-0.157367, 0.6132553, 1.0]], ['2, k, 3', [-0.1319583, 0.7321632, 1.0]], ['2, k, 4', [-0.3210529, 0.479403, 1.0]], ['2, k, 5', [-0.3644314, 0.2700481, 1.0]], ['2, k, 6', [-0.3593387, 0.08992535, 1.0]], ['2, k, 7', [-0.3432625, 0.02934748, 1.0]], ['2, k, 8', [-0.03830933, 0.5885923, 1.0]], ['2, k, 9', [-0.04072852, 0.8364795, 1.0]], ['2, k, 10', [-0.09688907, 1.059974, 1.0]], ['2, k, 11', [-0.1215578, 1.095969, 1.0]], ['2, k, 12', [-0.2035288, 0.1082927, 1.0]], ['2, k, 13', [-0.2107119, -0.2091651, 1.0]], ['2, k, 14', [-0.2141453, -0.5636597, 1.0]], ['2, k, 15', [-0.2105145, -0.6329212, 1.0]], ['2, k, 16', [-0.07848244, 0.1219461, 1.0]], ['2, k, 17', [-0.1051914, -0.1996537, 1.0]], ['2, k, 18', [-0.1070066, -0.5678487, 1.0]], ['2, k, 19', [-0.1138254, -0.6362016, 1.0]], ['2, k, 20', [-0.1558094, 0.5528545, 1.0]], ['2, k, 21', [-0.340007, -0.03994838, 1.0]], ['2, k, 22', [-0.372626, 0.002628125, 1.0]], ['2, k, 23', [-0.1666716, 1.131728, 1.0]], ['2, k, 24', [-0.1173294, 1.070558, 1.0]]]
[['2, k, 0', [-0.1427023, 0.1164204, 1.0]], ['2, k, 1', [-0.1504693, 0.3686846, 1.0]], ['2, k, 2', [-0.1572872, 0.6133603, 1.0]], ['2, k, 3', [-0.1316353, 0.7322311, 1.0]], ['2, k, 4', [-0.3210013, 0.4794441, 1.0]], ['2, k, 5', [-0.3643128, 0.2713052, 1.0]], ['2, k, 6', [-0.3594383, 0.09101122, 1.0]], ['2, k, 7', [-0.3413629, 0.02955537, 1.0]], ['2, k, 8', [-0.03814158, 0.5888489, 1.0]], ['2, k, 9', [-0.03854422, 0.8366815, 1.0]], ['2, k, 10', [-0.0967244, 1.062575, 1.0]], ['2, k, 11', [-0.1157432, 1.097239, 1.0]], ['2, k, 12', [-0.2035037, 0.1081041, 1.0]], ['2, k, 13', [-0.2124654, -0.209358, 1.0]], ['2, k, 14', [-0.2167664, -0.5609093, 1.0]], ['2, k, 15', [-0.2103132, -0.6306975, 1.0]], ['2, k, 16', [-0.07853268, 0.1214448, 1.0]], ['2, k, 17', [-0.1072827, -0.2001849, 1.0]], ['2, k, 18', [-0.1077936, -0.565953, 1.0]], ['2, k, 19', [-0.1151282, -0.634954, 1.0]], ['2, k, 20', [-0.1557426, 0.5529234, 1.0]], ['2, k, 21', [-0.3369822, -0.04055367, 1.0]], ['2, k, 22', [-0.3706731, 0.01324161, 1.0]], ['2, k, 23', [-0.1601224, 1.130522, 1.0]], ['2, k, 24', [-0.1155335, 1.087924, 1.0]]]
