[['2, k, 0', [0.0491049, -0.435843, 1.0]], ['2, k, 1', [0.0511594, -0.144177, 1.0]], ['2, k, 2', [0.0529768, 0.142721, 1.0]], ['2, k, 3', [0.0578019, 0.285855, 1.0]], ['2, k, 4', [-0.0840798, 0.0763291, 1.0]], ['2, k, 5', [-0.167331, 0.196856, 1.0]], ['2, k, 6', [-0.215691, 0.387128, 1.0]], ['2, k, 7', [-0.251008, 0.570262, 1.0]], ['2, k, 8', [0.203236, 0.0819641, 1.0]], ['2, k, 9', [0.167533, -0.0984584, 1.0]], ['2, k, 10', [0.160607, -0.31006, 1.0]], ['2, k, 11', [0.145463, -0.382862, 1.0]], ['2, k, 12', [-0.0166833, -0.432653, 1.0]], ['2, k, 13', [-0.0560087, -0.851674, 1.0]], ['2, k, 14', [-0.0308991, -0.701198, 1.0]], ['2, k, 15', [-0.0343118, -0.805012, 1.0]], ['2, k, 16', [0.113872, -0.430039, 1.0]], ['2, k, 17', [0.141222, -0.849954, 1.0]], ['2, k, 18', [0.165104, -0.775415, 1.0]], ['2, k, 19', [0.170106, -0.874327, 1.0]], ['2, k, 20', [0.0525642, 0.0716463, 1.0]], ['2, k, 21', [-0.26876, 0.614995, 1.0]], ['2, k, 22', [-0.290928, 0.568879, 1.0]], ['2, k, 23', [0.153324, -0.450156, 1.0]], ['2, k, 24', [0.0939887, -0.379144, 1.0]]]
[['2, k, 0', [0.00438293, -0.43686, 1.0]], ['2, k, 1', [0.0359939, -0.1511, 1.0]], ['2, k, 2', [0.0581545, 0.134422, 1.0]], ['2, k, 3', [0.135033, 0.266741, 1.0]], ['2, k, 4', [-0.0607975, 0.151322, 1.0]], ['2, k, 5', [-0.0789016, 0.330807, 1.0]], ['2, k, 6', [-0.0566171, 0.577207, 1.0]], ['2, k, 7', [-0.0289413, 0.653376, 1.0]], ['2, k, 8', [0.20088, 0.0589317, 1.0]], ['2, k, 9', [0.386287, 0.189256, 1.0]], ['2, k, 10', [0.538294, 0.384288, 1.0]], ['2, k, 11', [0.573666, 0.453537, 1.0]], ['2, k, 12', [-0.0562778, -0.427857, 1.0]], ['2, k, 13', [-0.0661999, -0.781258, 1.0]], ['2, k, 14', [-0.0611017, -1.11482, 1.0]], ['2, k, 15', [-0.0510352, -1.16183, 1.0]], ['2, k, 16', [0.0633279, -0.435232, 1.0]], ['2, k, 17', [0.0951521, -0.802309, 1.0]], ['2, k, 18', [0.152028, -1.10106, 1.0]], ['2, k, 19', [0.125358, -1.18799, 1.0]], ['2, k, 20', [0.0525551, 0.0628936, 1.0]], ['2, k, 21', [-0.0160324, 0.699184, 1.0]], ['2, k, 22', [0.0269387, 0.651241, 1.0]], ['2, k, 23', [0.618763, 0.482939, 1.0]], ['2, k, 24', [0.523982, 0.49632, 1.0]]]
[['2, k, 0', [-0.00207816, -0.430823, 1.0]], ['2, k, 1', [0.0363339, -0.148512, 1.0]], ['2, k, 2', [0.0726356, 0.136366, 1.0]], ['2, k, 3', [0.138352, 0.26487, 1.0]], ['2, k, 4', [-0.0486768, 0.157931, 1.0]], ['2, k, 5', [-0.0625754, 0.336869, 1.0]], ['2, k, 6', [-0.0187041, 0.57877, 1.0]], ['2, k, 7', [0.0107927, 0.659464, 1.0]], ['2, k, 8', [0.201417, 0.0604822, 1.0]], ['2, k, 9', [0.402495, 0.173255, 1.0]], ['2, k, 10', [0.562573, 0.339068, 1.0]], ['2, k, 11', [0.606418, 0.416072, 1.0]], ['2, k, 12', [-0.0609855, -0.420826, 1.0]], ['2, k, 13', [-0.0697643, -0.845089, 1.0]], ['2, k, 14', [-0.0604041, -1.13592, 1.0]], ['2, k, 15', [-0.0622389, -1.21882, 1.0]], ['2, k, 16', [0.0546509, -0.429978, 1.0]], ['2, k, 17', [0.10434, -0.861932, 1.0]], ['2, k, 18', [0.160264, -1.14429, 1.0]], ['2, k, 19', [0.095052, -1.20588, 1.0]], ['2, k, 20', [0.0614646, 0.0656182, 1.0]], ['2, k, 21', [0.0126022, 0.700959, 1.0]], ['2, k, 22', [0.0581044, 0.649422, 1.0]], ['2, k, 23', [0.643862, 0.453822, 1.0]], ['2, k, 24', [0.540686, 0.46835, 1.0]]]
[['2, k, 0', [-0.0134855, -0.435402, 1.0]], ['2, k, 1', [0.0341623, -0.149449, 1.0]], ['2, k, 2', [0.0734255, 0.135137, 1.0]], ['2, k, 3', [0.142371, 0.258195, 1.0]], ['2, k, 4', [-0.0454025, 0.157137, 1.0]], ['2, k, 5', [-0.0223372, 0.336513, 1.0]], ['2, k, 6', [0.0405541, 0.568679, 1.0]], ['2, k, 7', [0.0515024, 0.650983, 1.0]], ['2, k, 8', [0.20142, 0.0603849, 1.0]], ['2, k, 9', [0.418795, 0.161961, 1.0]], ['2, k, 10', [0.577189, 0.324597, 1.0]], ['2, k, 11', [0.625033, 0.384902, 1.0]], ['2, k, 12', [-0.0720658, -0.425409, 1.0]], ['2, k, 13', [-0.0698059, -0.844964, 1.0]], ['2, k, 14', [-0.0616177, -1.13557, 1.0]], ['2, k, 15', [-0.0677737, -1.21633, 1.0]], ['2, k, 16', [0.0406157, -0.437018, 1.0]], ['2, k, 17', [0.0943292, -0.855446, 1.0]], ['2, k, 18', [0.15476, -1.13654, 1.0]], ['2, k, 19', [0.10236, -1.20827, 1.0]], ['2, k, 20', [0.0619282, 0.0646933, 1.0]], ['2, k, 21', [0.041259, 0.69918, 1.0]], ['2, k, 22', [0.098248, 0.656834, 1.0]], ['2, k, 23', [0.666749, 0.420545, 1.0]], ['2, k, 24', [0.561833, 0.444499, 1.0]]]
[['2, k, 0', [-0.0150435, -0.436151, 1.0]], ['2, k, 1', [0.0300858, -0.151448, 1.0]], ['2, k, 2', [0.0694894, 0.130411, 1.0]], ['2, k, 3', [0.168977, 0.241177, 1.0]], ['2, k, 4', [-0.0470233, 0.153721, 1.0]], ['2, k, 5', [0.0192834, 0.395462, 1.0]], ['2, k, 6', [0.0691139, 0.588537, 1.0]], ['2, k, 7', [0.101603, 0.656095, 1.0]], ['2, k, 8', [0.21706, 0.0443127, 1.0]], ['2, k, 9', [0.44115, 0.159396, 1.0]], ['2, k, 10', [0.61185, 0.271489, 1.0]], ['2, k, 11', [0.664959, 0.347353, 1.0]], ['2, k, 12', [-0.0729036, -0.425507, 1.0]], ['2, k, 13', [-0.0738723, -0.779579, 1.0]], ['2, k, 14', [-0.0621706, -1.11902, 1.0]], ['2, k, 15', [-0.111729, -1.17889, 1.0]], ['2, k, 16', [0.037943, -0.439171, 1.0]], ['2, k, 17', [0.0942739, -0.853986, 1.0]], ['2, k, 18', [0.155608, -1.13528, 1.0]], ['2, k, 19', [0.101873, -1.20819, 1.0]], ['2, k, 20', [0.05884, 0.0610138, 1.0]], ['2, k, 21', [0.105699, 0.693144, 1.0]], ['2, k, 22', [0.16947, 0.629166, 1.0]], ['2, k, 23', [0.725732, 0.364495, 1.0]], ['2, k, 24', [0.636068, 0.3875, 1.0]]]
[['2, k, 0', [-0.0166637, -0.442803, 1.0]], ['2, k, 1', [0.0287462, -0.154638, 1.0]], ['2, k, 2', [0.0693288, 0.129081, 1.0]], ['2, k, 3', [0.155667, 0.213049, 1.0]], ['2, k, 4', [-0.0470413, 0.153628, 1.0]], ['2, k, 5', [0.0349739, 0.371953, 1.0]], ['2, k, 6', [0.113516, 0.573135, 1.0]], ['2, k, 7', [0.141735, 0.64177, 1.0]], ['2, k, 8', [0.213386, 0.0404589, 1.0]], ['2, k, 9', [0.420825, 0.105175, 1.0]], ['2, k, 10', [0.592107, 0.228127, 1.0]], ['2, k, 11', [0.660765, 0.293572, 1.0]], ['2, k, 12', [-0.0736489, -0.427734, 1.0]], ['2, k, 13', [-0.0845457, -0.859435, 1.0]], ['2, k, 14', [-0.0602029, -1.14859, 1.0]], ['2, k, 15', [-0.0405771, -1.19582, 1.0]], ['2, k, 16', [0.0378505, -0.451039, 1.0]], ['2, k, 17', [0.093956, -0.852515, 1.0]], ['2, k, 18', [0.155944, -1.13351, 1.0]], ['2, k, 19', [0.106933, -1.21038, 1.0]], ['2, k, 20', [0.0586328, 0.059177, 1.0]], ['2, k, 21', [0.132242, 0.686694, 1.0]], ['2, k, 22', [0.192127, 0.627757, 1.0]], ['2, k, 23', [0.71419, 0.349948, 1.0]], ['2, k, 24', [0.632089, 0.289941, 1.0]]]
[['2, k, 0', [-0.0163731, -0.443249, 1.0]], ['2, k, 1', [0.0297822, -0.154818, 1.0]], ['2, k, 2', [0.074105, 0.129498, 1.0]], ['2, k, 3', [0.159921, 0.214083, 1.0]], ['2, k, 4', [-0.0404157, 0.157264, 1.0]], ['2, k, 5', [0.0513175, 0.377602, 1.0]], ['2, k, 6', [0.169824, 0.624582, 1.0]], ['2, k, 7', [0.175138, 0.647703, 1.0]], ['2, k, 8', [0.22238, 0.031974, 1.0]], ['2, k, 9', [0.42522, 0.0685453, 1.0]], ['2, k, 10', [0.605311, 0.195691, 1.0]], ['2, k, 11', [0.697771, 0.299944, 1.0]], ['2, k, 12', [-0.0728736, -0.427622, 1.0]], ['2, k, 13', [-0.0700179, -0.851167, 1.0]], ['2, k, 14', [-0.0644644, -1.14107, 1.0]], ['2, k, 15', [-0.0416969, -1.18836, 1.0]], ['2, k, 16', [0.0384394, -0.452309, 1.0]], ['2, k, 17', [0.0908717, -0.816274, 1.0]], ['2, k, 18', [0.148883, -1.10829, 1.0]], ['2, k, 19', [0.124036, -1.19554, 1.0]], ['2, k, 20', [0.0625624, 0.0592686, 1.0]], ['2, k, 21', [0.129752, 0.68968, 1.0]], ['2, k, 22', [0.211747, 0.630696, 1.0]], ['2, k, 23', [0.742316, 0.317642, 1.0]], ['2, k, 24', [0.721188, 0.268119, 1.0]]]
[['2, k, 0', [-0.014665, -0.443815, 1.0]], ['2, k, 1', [0.0328835, -0.155037, 1.0]], ['2, k, 2', [0.0799383, 0.129647, 1.0]], ['2, k, 3', [0.121944, 0.250453, 1.0]], ['2, k, 4', [-0.0224945, 0.157339, 1.0]], ['2, k, 5', [0.085677, 0.386699, 1.0]], ['2, k, 6', [0.186057, 0.621429, 1.0]], ['2, k, 7', [0.198134, 0.651218, 1.0]], ['2, k, 8', [0.232377, 0.0228385, 1.0]], ['2, k, 9', [0.434718, 0.0608355, 1.0]], ['2, k, 10', [0.649684, 0.199041, 1.0]], ['2, k, 11', [0.711867, 0.262569, 1.0]], ['2, k, 12', [-0.0695389, -0.426965, 1.0]], ['2, k, 13', [-0.0770528, -0.863182, 1.0]], ['2, k, 14', [-0.0636347, -1.15304, 1.0]], ['2, k, 15', [-0.0360873, -1.20026, 1.0]], ['2, k, 16', [0.0402512, -0.453533, 1.0]], ['2, k, 17', [0.0908483, -0.817498, 1.0]], ['2, k, 18', [0.144637, -1.11943, 1.0]], ['2, k, 19', [0.123521, -1.20661, 1.0]], ['2, k, 20', [0.0679957, 0.0592382, 1.0]], ['2, k, 21', [0.150298, 0.690116, 1.0]], ['2, k, 22', [0.2271, 0.640079, 1.0]], ['2, k, 23', [0.753837, 0.281684, 1.0]], ['2, k, 24', [0.720876, 0.22007, 1.0]]]
[['2, k, 0', [-0.0132725, -0.443316, 1.0]], ['2, k, 1', [0.0355995, -0.154652, 1.0]], ['2, k, 2', [0.0841891, 0.129581, 1.0]], ['2, k, 3', [0.124589, 0.251001, 1.0]], ['2, k, 4', [-0.014976, 0.157024, 1.0]], ['2, k, 5', [0.0738705, 0.327079, 1.0]], ['2, k, 6', [0.217772, 0.55644, 1.0]], ['2, k, 7', [0.242385, 0.634495, 1.0]], ['2, k, 8', [0.238421, 0.0149624, 1.0]], ['2, k, 9', [0.442512, 0.0428017, 1.0]], ['2, k, 10', [0.687285, 0.173926, 1.0]], ['2, k, 11', [0.736559, 0.213282, 1.0]], ['2, k, 12', [-0.067059, -0.426, 1.0]], ['2, k, 13', [-0.0769464, -0.815483, 1.0]], ['2, k, 14', [-0.0661772, -1.11709, 1.0]], ['2, k, 15', [-0.0361017, -1.1647, 1.0]], ['2, k, 16', [0.0410803, -0.45293, 1.0]], ['2, k, 17', [0.0974102, -0.861415, 1.0]], ['2, k, 18', [0.150974, -1.14466, 1.0]], ['2, k, 19', [0.0981626, -1.21217, 1.0]], ['2, k, 20', [0.0720001, 0.0592722, 1.0]], ['2, k, 21', [0.187633, 0.679149, 1.0]], ['2, k, 22', [0.280459, 0.623302, 1.0]], ['2, k, 23', [0.79469, 0.222737, 1.0]], ['2, k, 24', [0.78328, 0.195055, 1.0]]]
[['2, k, 0', [0.00145316, -0.461598, 1.0]], ['2, k, 1', [0.05412, -0.163405, 1.0]], ['2, k, 2', [0.109354, 0.12872, 1.0]], ['2, k, 3', [0.149792, 0.244547, 1.0]], ['2, k, 4', [-0.00126893, 0.154659, 1.0]], ['2, k, 5', [0.110634, 0.355183, 1.0]], ['2, k, 6', [0.26023, 0.534235, 1.0]], ['2, k, 7', [0.284555, 0.581265, 1.0]], ['2, k, 8', [0.242155, 0.00736939, 1.0]], ['2, k, 9', [0.447911, 0.00524366, 1.0]], ['2, k, 10', [0.685255, 0.149517, 1.0]], ['2, k, 11', [0.741815, 0.182827, 1.0]], ['2, k, 12', [-0.0522981, -0.44009, 1.0]], ['2, k, 13', [-0.0822529, -0.886599, 1.0]], ['2, k, 14', [-0.0646981, -1.17666, 1.0]], ['2, k, 15', [-0.0321961, -1.22404, 1.0]], ['2, k, 16', [0.054799, -0.473664, 1.0]], ['2, k, 17', [0.0962278, -0.861804, 1.0]], ['2, k, 18', [0.149121, -1.14558, 1.0]], ['2, k, 19', [0.0994467, -1.2169, 1.0]], ['2, k, 20', [0.0953793, 0.0562449, 1.0]], ['2, k, 21', [0.305899, 0.619662, 1.0]], ['2, k, 22', [0.355902, 0.550482, 1.0]], ['2, k, 23', [0.792934, 0.198055, 1.0]], ['2, k, 24', [0.765543, 0.154891, 1.0]]]
[['2, k, 0', [0.00218853, -0.465752, 1.0]], ['2, k, 1', [0.0559309, -0.166029, 1.0]], ['2, k, 2', [0.111223, 0.127434, 1.0]], ['2, k, 3', [0.194585, 0.229194, 1.0]], ['2, k, 4', [0.00118023, 0.155372, 1.0]], ['2, k, 5', [0.128978, 0.351838, 1.0]], ['2, k, 6', [0.286371, 0.532806, 1.0]], ['2, k, 7', [0.317713, 0.570018, 1.0]], ['2, k, 8', [0.244449, 0.00382991, 1.0]], ['2, k, 9', [0.450263, 0.00145609, 1.0]], ['2, k, 10', [0.705521, 0.0964253, 1.0]], ['2, k, 11', [0.75136, 0.15159, 1.0]], ['2, k, 12', [-0.0513075, -0.442378, 1.0]], ['2, k, 13', [-0.0811888, -0.884446, 1.0]], ['2, k, 14', [-0.0651093, -1.17477, 1.0]], ['2, k, 15', [-0.0318515, -1.22235, 1.0]], ['2, k, 16', [0.0551295, -0.48007, 1.0]], ['2, k, 17', [0.0958394, -0.86226, 1.0]], ['2, k, 18', [0.150111, -1.14534, 1.0]], ['2, k, 19', [0.0994492, -1.21444, 1.0]], ['2, k, 20', [0.097295, 0.0546914, 1.0]], ['2, k, 21', [0.349829, 0.594455, 1.0]], ['2, k, 22', [0.385516, 0.525777, 1.0]], ['2, k, 23', [0.8021, 0.17422, 1.0]], ['2, k, 24', [0.770285, 0.125447, 1.0]]]
[['2, k, 0', [0.00647744, -0.470593, 1.0]], ['2, k, 1', [0.0559103, -0.167091, 1.0]], ['2, k, 2', [0.107084, 0.127356, 1.0]], ['2, k, 3', [0.209776, 0.232477, 1.0]], ['2, k, 4', [0.00382391, 0.158106, 1.0]], ['2, k, 5', [0.137383, 0.33946, 1.0]], ['2, k, 6', [0.29788, 0.514556, 1.0]], ['2, k, 7', [0.334127, 0.552818, 1.0]], ['2, k, 8', [0.246885, 0.00100416, 1.0]], ['2, k, 9', [0.45271, -0.0052748, 1.0]], ['2, k, 10', [0.710063, 0.0859379, 1.0]], ['2, k, 11', [0.758806, 0.119998, 1.0]], ['2, k, 12', [-0.0466295, -0.44667, 1.0]], ['2, k, 13', [-0.0818614, -0.884293, 1.0]], ['2, k, 14', [-0.0670594, -1.17486, 1.0]], ['2, k, 15', [-0.0319742, -1.22258, 1.0]], ['2, k, 16', [0.0594386, -0.485559, 1.0]], ['2, k, 17', [0.0945074, -0.861572, 1.0]], ['2, k, 18', [0.152018, -1.1439, 1.0]], ['2, k, 19', [0.098561, -1.21163, 1.0]], ['2, k, 20', [0.0950611, 0.0542796, 1.0]], ['2, k, 21', [0.360053, 0.589027, 1.0]], ['2, k, 22', [0.396092, 0.522902, 1.0]], ['2, k, 23', [0.808117, 0.144147, 1.0]], ['2, k, 24', [0.774586, 0.0927, 1.0]]]
[['2, k, 0', [0.00728248, -0.472878, 1.0]], ['2, k, 1', [0.0612433, -0.169851, 1.0]], ['2, k, 2', [0.119432, 0.126389, 1.0]], ['2, k, 3', [0.226645, 0.230333, 1.0]], ['2, k, 4', [0.00678915, 0.158747, 1.0]], ['2, k, 5', [0.144551, 0.335803, 1.0]], ['2, k, 6', [0.314634, 0.490458, 1.0]], ['2, k, 7', [0.352618, 0.532039, 1.0]], ['2, k, 8', [0.256787, -0.0212289, 1.0]], ['2, k, 9', [0.462664, -0.0219267, 1.0]], ['2, k, 10', [0.720695, 0.0651593, 1.0]], ['2, k, 11', [0.77267, 0.0926616, 1.0]], ['2, k, 12', [-0.0450499, -0.448506, 1.0]], ['2, k, 13', [-0.0773461, -0.882701, 1.0]], ['2, k, 14', [-0.0666442, -1.1733, 1.0]], ['2, k, 15', [-0.0290495, -1.22165, 1.0]], ['2, k, 16', [0.0596116, -0.489561, 1.0]], ['2, k, 17', [0.0735965, -0.85165, 1.0]], ['2, k, 18', [0.144744, -1.11675, 1.0]], ['2, k, 19', [0.120172, -1.20234, 1.0]], ['2, k, 20', [0.104757, 0.0527999, 1.0]], ['2, k, 21', [0.393931, 0.561423, 1.0]], ['2, k, 22', [0.405181, 0.519092, 1.0]], ['2, k, 23', [0.833304, 0.0865617, 1.0]], ['2, k, 24', [0.84052, 0.0614299, 1.0]]]
[['2, k, 0', [0.00965226, -0.478009, 1.0]], ['2, k, 1', [0.0651389, -0.173632, 1.0]], ['2, k, 2', [0.123681, 0.123746, 1.0]], ['2, k, 3', [0.228297, 0.229234, 1.0]], ['2, k, 4', [0.00887598, 0.159399, 1.0]], ['2, k, 5', [0.150683, 0.330313, 1.0]], ['2, k, 6', [0.359259, 0.50803, 1.0]], ['2, k, 7', [0.386265, 0.526174, 1.0]], ['2, k, 8', [0.263467, -0.0271275, 1.0]], ['2, k, 9', [0.469314, -0.0279182, 1.0]], ['2, k, 10', [0.713269, 0.0418328, 1.0]], ['2, k, 11', [0.771354, 0.07619, 1.0]], ['2, k, 12', [-0.0417109, -0.454954, 1.0]], ['2, k, 13', [-0.080397, -0.884089, 1.0]], ['2, k, 14', [-0.0673592, -1.17456, 1.0]], ['2, k, 15', [-0.0304604, -1.2234, 1.0]], ['2, k, 16', [0.0607866, -0.492087, 1.0]], ['2, k, 17', [0.0928909, -0.868796, 1.0]], ['2, k, 18', [0.151765, -1.15294, 1.0]], ['2, k, 19', [0.0935912, -1.2113, 1.0]], ['2, k, 20', [0.108964, 0.0499661, 1.0]], ['2, k, 21', [0.430809, 0.511823, 1.0]], ['2, k, 22', [0.448939, 0.464607, 1.0]], ['2, k, 23', [0.824208, 0.0954553, 1.0]], ['2, k, 24', [0.761528, 0.138074, 1.0]]]
[['2, k, 0', [-0.00135411, -0.476974, 1.0]], ['2, k, 1', [0.0647652, -0.173781, 1.0]], ['2, k, 2', [0.126595, 0.123047, 1.0]], ['2, k, 3', [0.233224, 0.227821, 1.0]], ['2, k, 4', [0.0102874, 0.159793, 1.0]], ['2, k, 5', [0.158065, 0.320833, 1.0]], ['2, k, 6', [0.33784, 0.475583, 1.0]], ['2, k, 7', [0.383973, 0.515218, 1.0]], ['2, k, 8', [0.268874, -0.0316463, 1.0]], ['2, k, 9', [0.47468, -0.0323436, 1.0]], ['2, k, 10', [0.672781, 0.0198827, 1.0]], ['2, k, 11', [0.754179, 0.0580322, 1.0]], ['2, k, 12', [-0.0518304, -0.453367, 1.0]], ['2, k, 13', [-0.0768558, -0.871579, 1.0]], ['2, k, 14', [-0.0684267, -1.16257, 1.0]], ['2, k, 15', [-0.0310673, -1.21167, 1.0]], ['2, k, 16', [0.0487281, -0.491039, 1.0]], ['2, k, 17', [0.08835, -0.849159, 1.0]], ['2, k, 18', [0.146601, -1.13166, 1.0]], ['2, k, 19', [0.117269, -1.21465, 1.0]], ['2, k, 20', [0.110491, 0.0495373, 1.0]], ['2, k, 21', [0.423929, 0.536493, 1.0]], ['2, k, 22', [0.448081, 0.467851, 1.0]], ['2, k, 23', [0.807953, 0.0905313, 1.0]], ['2, k, 24', [0.739696, 0.0842398, 1.0]]]
[['2, k, 0', [0.000512156, -0.478838, 1.0]], ['2, k, 1', [0.0678105, -0.17632, 1.0]], ['2, k, 2', [0.132607, 0.119856, 1.0]], ['2, k, 3', [0.235681, 0.228269, 1.0]], ['2, k, 4', [0.0111608, 0.159724, 1.0]], ['2, k, 5', [0.159847, 0.320426, 1.0]], ['2, k, 6', [0.320338, 0.452279, 1.0]], ['2, k, 7', [0.375902, 0.508733, 1.0]], ['2, k, 8', [0.272141, -0.0324872, 1.0]], ['2, k, 9', [0.477869, -0.0334422, 1.0]], ['2, k, 10', [0.675918, 0.0190253, 1.0]], ['2, k, 11', [0.760169, 0.0578297, 1.0]], ['2, k, 12', [-0.0499742, -0.45502, 1.0]], ['2, k, 13', [-0.0792144, -0.876942, 1.0]], ['2, k, 14', [-0.0689296, -1.16787, 1.0]], ['2, k, 15', [-0.0309625, -1.21708, 1.0]], ['2, k, 16', [0.0506227, -0.492914, 1.0]], ['2, k, 17', [0.0923957, -0.866318, 1.0]], ['2, k, 18', [0.152641, -1.15035, 1.0]], ['2, k, 19', [0.0983853, -1.21073, 1.0]], ['2, k, 20', [0.11619, 0.0463729, 1.0]], ['2, k, 21', [0.422893, 0.537727, 1.0]], ['2, k, 22', [0.432527, 0.496827, 1.0]], ['2, k, 23', [0.820194, 0.082383, 1.0]], ['2, k, 24', [0.719397, 0.0783545, 1.0]]]
[['2, k, 0', [0.00761994, -0.482949, 1.0]], ['2, k, 1', [0.0706501, -0.177717, 1.0]], ['2, k, 2', [0.133636, 0.119847, 1.0]], ['2, k, 3', [0.235949, 0.227872, 1.0]], ['2, k, 4', [0.0122537, 0.159941, 1.0]], ['2, k, 5', [0.161219, 0.320572, 1.0]], ['2, k, 6', [0.320194, 0.451934, 1.0]], ['2, k, 7', [0.37293, 0.507791, 1.0]], ['2, k, 8', [0.272347, -0.0327711, 1.0]], ['2, k, 9', [0.478091, -0.0339215, 1.0]], ['2, k, 10', [0.674772, 0.02348, 1.0]], ['2, k, 11', [0.758873, 0.0639672, 1.0]], ['2, k, 12', [-0.042774, -0.459971, 1.0]], ['2, k, 13', [-0.0790018, -0.878353, 1.0]], ['2, k, 14', [-0.0700644, -1.16943, 1.0]], ['2, k, 15', [-0.0316244, -1.21875, 1.0]], ['2, k, 16', [0.0576575, -0.49598, 1.0]], ['2, k, 17', [0.0912066, -0.868569, 1.0]], ['2, k, 18', [0.153572, -1.15234, 1.0]], ['2, k, 19', [0.0908901, -1.20733, 1.0]], ['2, k, 20', [0.11765, 0.0461418, 1.0]], ['2, k, 21', [0.422287, 0.534952, 1.0]], ['2, k, 22', [0.433353, 0.498837, 1.0]], ['2, k, 23', [0.82183, 0.0899114, 1.0]], ['2, k, 24', [0.743489, 0.0892281, 1.0]]]
[['2, k, 0', [0.0147115, -0.484628, 1.0]], ['2, k, 1', [0.074146, -0.178087, 1.0]], ['2, k, 2', [0.134674, 0.120533, 1.0]], ['2, k, 3', [0.231658, 0.230239, 1.0]], ['2, k, 4', [0.0160454, 0.160412, 1.0]], ['2, k, 5', [0.161865, 0.322549, 1.0]], ['2, k, 6', [0.327883, 0.47076, 1.0]], ['2, k, 7', [0.374446, 0.521662, 1.0]], ['2, k, 8', [0.276826, -0.0299261, 1.0]], ['2, k, 9', [0.482549, -0.032482, 1.0]], ['2, k, 10', [0.675364, 0.0366932, 1.0]], ['2, k, 11', [0.75218, 0.0809496, 1.0]], ['2, k, 12', [-0.0368869, -0.462877, 1.0]], ['2, k, 13', [-0.0799417, -0.878604, 1.0]], ['2, k, 14', [-0.0716551, -1.16956, 1.0]], ['2, k, 15', [-0.0321307, -1.21882, 1.0]], ['2, k, 16', [0.0663774, -0.496164, 1.0]], ['2, k, 17', [0.0914205, -0.867167, 1.0]], ['2, k, 18', [0.154431, -1.15102, 1.0]], ['2, k, 19', [0.0878872, -1.20618, 1.0]], ['2, k, 20', [0.119238, 0.0466631, 1.0]], ['2, k, 21', [0.409697, 0.545999, 1.0]], ['2, k, 22', [0.439971, 0.475534, 1.0]], ['2, k, 23', [0.816787, 0.130355, 1.0]], ['2, k, 24', [0.724837, 0.102911, 1.0]]]
[['2, k, 0', [0.0229542, -0.499714, 1.0]], ['2, k, 1', [0.0759844, -0.181023, 1.0]], ['2, k, 2', [0.134339, 0.12135, 1.0]], ['2, k, 3', [0.226654, 0.232728, 1.0]], ['2, k, 4', [0.0180263, 0.161144, 1.0]], ['2, k, 5', [0.158112, 0.322596, 1.0]], ['2, k, 6', [0.32327, 0.481744, 1.0]], ['2, k, 7', [0.353519, 0.530335, 1.0]], ['2, k, 8', [0.27665, -0.0292113, 1.0]], ['2, k, 9', [0.482248, -0.020581, 1.0]], ['2, k, 10', [0.714808, 0.0761388, 1.0]], ['2, k, 11', [0.763581, 0.121092, 1.0]], ['2, k, 12', [-0.0300465, -0.482094, 1.0]], ['2, k, 13', [-0.0812285, -0.879196, 1.0]], ['2, k, 14', [-0.0733941, -1.17018, 1.0]], ['2, k, 15', [-0.0332234, -1.21953, 1.0]], ['2, k, 16', [0.0754726, -0.507479, 1.0]], ['2, k, 17', [0.0953568, -0.863551, 1.0]], ['2, k, 18', [0.153334, -1.14842, 1.0]], ['2, k, 19', [0.20561, -1.2102, 1.0]], ['2, k, 20', [0.11925, 0.0467249, 1.0]], ['2, k, 21', [0.378319, 0.570006, 1.0]], ['2, k, 22', [0.416619, 0.50012, 1.0]], ['2, k, 23', [0.817075, 0.152396, 1.0]], ['2, k, 24', [0.765674, 0.175023, 1.0]]]
[['2, k, 0', [0.0275577, -0.491805, 1.0]], ['2, k, 1', [0.077682, -0.178414, 1.0]], ['2, k, 2', [0.133277, 0.125023, 1.0]], ['2, k, 3', [0.220798, 0.235621, 1.0]], ['2, k, 4', [0.0196216, 0.161994, 1.0]], ['2, k, 5', [0.155719, 0.338391, 1.0]], ['2, k, 6', [0.302587, 0.492758, 1.0]], ['2, k, 7', [0.330833, 0.543275, 1.0]], ['2, k, 8', [0.276721, -0.0104904, 1.0]], ['2, k, 9', [0.482429, -0.00496099, 1.0]], ['2, k, 10', [0.727177, 0.114873, 1.0]], ['2, k, 11', [0.767174, 0.157624, 1.0]], ['2, k, 12', [-0.0253944, -0.473606, 1.0]], ['2, k, 13', [-0.0812518, -0.876508, 1.0]], ['2, k, 14', [-0.0725666, -1.16729, 1.0]], ['2, k, 15', [-0.030937, -1.21656, 1.0]], ['2, k, 16', [0.0800783, -0.499721, 1.0]], ['2, k, 17', [0.0950428, -0.854937, 1.0]], ['2, k, 18', [0.150683, -1.14031, 1.0]], ['2, k, 19', [0.130458, -1.22034, 1.0]], ['2, k, 20', [0.119128, 0.0497607, 1.0]], ['2, k, 21', [0.359081, 0.583954, 1.0]], ['2, k, 22', [0.395448, 0.514475, 1.0]], ['2, k, 23', [0.816532, 0.175048, 1.0]], ['2, k, 24', [0.739125, 0.216083, 1.0]]]
