[['2, k, 0', [0.1611128, 0.003003654, 1.0]], ['2, k, 1', [0.1650451, 0.3158883, 1.0]], ['2, k, 2', [0.167666, 0.6178478, 1.0]], ['2, k, 3', [0.1599665, 0.7584759, 1.0]], ['2, k, 4', [-0.009701243, 0.4987111, 1.0]], ['2, k, 5', [0.03106229, 0.3031462, 1.0]], ['2, k, 6', [0.1041843, 0.1362801, 1.0]], ['2, k, 7', [0.1489175, 0.07214508, 1.0]], ['2, k, 8', [0.3355461, 0.5000734, 1.0]], ['2, k, 9', [0.2847895, 0.2860969, 1.0]], ['2, k, 10', [0.199938, 0.1263543, 1.0]], ['2, k, 11', [0.1587025, 0.07328062, 1.0]], ['2, k, 12', [0.08077548, 0.004075575, 1.0]], ['2, k, 13', [0.07668834, -0.320171, 1.0]], ['2, k, 14', [0.09891377, -0.6445639, 1.0]], ['2, k, 15', [0.0608782, -0.7234255, 1.0]], ['2, k, 16', [0.2364458, 0.001900863, 1.0]], ['2, k, 17', [0.2442945, -0.3471199, 1.0]], ['2, k, 18', [0.2376335, -0.6556161, 1.0]], ['2, k, 19', [0.2249468, -0.7226343, 1.0]], ['2, k, 20', [0.1672142, 0.5439114, 1.0]], ['2, k, 21', [0.1654494, 0.03763223, 1.0]], ['2, k, 22', [0.1832541, 0.1079189, 1.0]], ['2, k, 23', [0.1436654, 0.04038526, 1.0]], ['2, k, 24', [0.1431752, 0.01592703, 1.0]]]
[['2, k, 0', [0.1748331, 0.1422415, 1.0]], ['2, k, 1', [0.1742897, 0.3921522, 1.0]], ['2, k, 2', [0.1740654, 0.6363112, 1.0]], ['2, k, 3', [0.1409642, 0.7977251, 1.0]], ['2, k, 4', [0.02434989, 0.6070253, 1.0]], ['2, k, 5', [0.03580614, 0.8863354, 1.0]], ['2, k, 6', [0.1353425, 1.073233, 1.0]], ['2, k, 7', [0.1655253, 1.107895, 1.0]], ['2, k, 8', [0.3142596, 0.6325104, 1.0]], ['2, k, 9', [0.3127328, 0.8868644, 1.0]], ['2, k, 10', [0.2132432, 1.075037, 1.0]], ['2, k, 11', [0.1809814, 1.111648, 1.0]], ['2, k, 12', [0.08866957, 0.1391443, 1.0]], ['2, k, 13', [0.08107757, -0.2434429, 1.0]], ['2, k, 14', [0.1022392, -0.6018357, 1.0]], ['2, k, 15', [0.03666051, -0.7097343, 1.0]], ['2, k, 16', [0.2557012, 0.1416136, 1.0]], ['2, k, 17', [0.2491841, -0.2394996, 1.0]], ['2, k, 18', [0.2335598, -0.6552014, 1.0]], ['2, k, 19', [0.2200083, -0.7253625, 1.0]], ['2, k, 20', [0.1740514, 0.5769616, 1.0]], ['2, k, 21', [0.1938352, 1.167901, 1.0]], ['2, k, 22', [0.1501304, 1.138307, 1.0]], ['2, k, 23', [0.1660126, 1.175146, 1.0]], ['2, k, 24', [0.1366583, 1.08434, 1.0]]]
[['2, k, 0', [0.1749419, 0.143727, 1.0]], ['2, k, 1', [0.1746236, 0.3931357, 1.0]], ['2, k, 2', [0.174244, 0.6364115, 1.0]], ['2, k, 3', [0.1411464, 0.7978259, 1.0]], ['2, k, 4', [0.02454683, 0.6068799, 1.0]], ['2, k, 5', [0.03434762, 0.8924944, 1.0]], ['2, k, 6', [0.1417469, 1.096505, 1.0]], ['2, k, 7', [0.1730926, 1.121966, 1.0]], ['2, k, 8', [0.3152548, 0.6351088, 1.0]], ['2, k, 9', [0.3197752, 0.8797641, 1.0]], ['2, k, 10', [0.2149711, 1.084717, 1.0]], ['2, k, 11', [0.180868, 1.121559, 1.0]], ['2, k, 12', [0.08898672, 0.1404013, 1.0]], ['2, k, 13', [0.08099415, -0.242189, 1.0]], ['2, k, 14', [0.1023117, -0.6005579, 1.0]], ['2, k, 15', [0.05286191, -0.7091404, 1.0]], ['2, k, 16', [0.2555238, 0.1430727, 1.0]], ['2, k, 17', [0.2490768, -0.2379806, 1.0]], ['2, k, 18', [0.2335006, -0.654817, 1.0]], ['2, k, 19', [0.2216376, -0.7245409, 1.0]], ['2, k, 20', [0.1742592, 0.5771437, 1.0]], ['2, k, 21', [0.1984076, 1.17145, 1.0]], ['2, k, 22', [0.1411417, 1.128881, 1.0]], ['2, k, 23', [0.1696445, 1.175028, 1.0]], ['2, k, 24', [0.1446386, 1.089697, 1.0]]]
[['2, k, 0', [0.1750328, 0.1439671, 1.0]], ['2, k, 1', [0.1753696, 0.3938412, 1.0]], ['2, k, 2', [0.175583, 0.6367688, 1.0]], ['2, k, 3', [0.1425171, 0.7982053, 1.0]], ['2, k, 4', [0.003745878, 0.6176332, 1.0]], ['2, k, 5', [0.03245953, 0.9008732, 1.0]], ['2, k, 6', [0.141611, 1.095554, 1.0]], ['2, k, 7', [0.1706184, 1.123608, 1.0]], ['2, k, 8', [0.3155635, 0.6349661, 1.0]], ['2, k, 9', [0.3210223, 0.8813617, 1.0]], ['2, k, 10', [0.2242165, 1.066145, 1.0]], ['2, k, 11', [0.1790507, 1.122819, 1.0]], ['2, k, 12', [0.08908179, 0.1405109, 1.0]], ['2, k, 13', [0.08093233, -0.2420828, 1.0]], ['2, k, 14', [0.1028154, -0.6003809, 1.0]], ['2, k, 15', [0.03311773, -0.6878909, 1.0]], ['2, k, 16', [0.2555657, 0.1434016, 1.0]], ['2, k, 17', [0.2492871, -0.2375957, 1.0]], ['2, k, 18', [0.2336449, -0.654901, 1.0]], ['2, k, 19', [0.2206463, -0.7237976, 1.0]], ['2, k, 20', [0.1754911, 0.577565, 1.0]], ['2, k, 21', [0.1906225, 1.179213, 1.0]], ['2, k, 22', [0.1352357, 1.118829, 1.0]], ['2, k, 23', [0.1581941, 1.176578, 1.0]], ['2, k, 24', [0.155641, 1.087361, 1.0]]]
[['2, k, 0', [0.1750386, 0.1451255, 1.0]], ['2, k, 1', [0.1756874, 0.3948677, 1.0]], ['2, k, 2', [0.1759669, 0.6370849, 1.0]], ['2, k, 3', [0.1429103, 0.798534, 1.0]], ['2, k, 4', [0.003888189, 0.6172601, 1.0]], ['2, k, 5', [0.03242837, 0.9009143, 1.0]], ['2, k, 6', [0.1414993, 1.095423, 1.0]], ['2, k, 7', [0.1709084, 1.124246, 1.0]], ['2, k, 8', [0.3168248, 0.6348774, 1.0]], ['2, k, 9', [0.3201377, 0.8848719, 1.0]], ['2, k, 10', [0.2123715, 1.091563, 1.0]], ['2, k, 11', [0.1787165, 1.124076, 1.0]], ['2, k, 12', [0.08929393, 0.1411845, 1.0]], ['2, k, 13', [0.08102657, -0.2414568, 1.0]], ['2, k, 14', [0.1023868, -0.5998811, 1.0]], ['2, k, 15', [0.0373271, -0.7106291, 1.0]], ['2, k, 16', [0.2552282, 0.1450031, 1.0]], ['2, k, 17', [0.2491789, -0.2359266, 1.0]], ['2, k, 18', [0.2333063, -0.6564331, 1.0]], ['2, k, 19', [0.2228177, -0.7249512, 1.0]], ['2, k, 20', [0.1758891, 0.5780033, 1.0]], ['2, k, 21', [0.1942307, 1.168734, 1.0]], ['2, k, 22', [0.1480197, 1.150708, 1.0]], ['2, k, 23', [0.1584266, 1.172761, 1.0]], ['2, k, 24', [0.1665879, 1.102785, 1.0]]]
[['2, k, 0', [0.1748499, 0.1453554, 1.0]], ['2, k, 1', [0.175618, 0.3952859, 1.0]], ['2, k, 2', [0.1760065, 0.6373858, 1.0]], ['2, k, 3', [0.1429509, 0.7988441, 1.0]], ['2, k, 4', [-0.009579874, 0.6226855, 1.0]], ['2, k, 5', [0.03186992, 0.9041827, 1.0]], ['2, k, 6', [0.1416287, 1.096844, 1.0]], ['2, k, 7', [0.1709398, 1.124749, 1.0]], ['2, k, 8', [0.317047, 0.6353751, 1.0]], ['2, k, 9', [0.3221642, 0.8833421, 1.0]], ['2, k, 10', [0.2120321, 1.09253, 1.0]], ['2, k, 11', [0.1783546, 1.125104, 1.0]], ['2, k, 12', [0.08919962, 0.1413974, 1.0]], ['2, k, 13', [0.08100917, -0.2412361, 1.0]], ['2, k, 14', [0.1022927, -0.5997075, 1.0]], ['2, k, 15', [0.06240611, -0.7088434, 1.0]], ['2, k, 16', [0.2549405, 0.1451838, 1.0]], ['2, k, 17', [0.2490552, -0.2356869, 1.0]], ['2, k, 18', [0.2332447, -0.6565235, 1.0]], ['2, k, 19', [0.2108469, -0.7282858, 1.0]], ['2, k, 20', [0.1759216, 0.5783171, 1.0]], ['2, k, 21', [0.1935673, 1.164947, 1.0]], ['2, k, 22', [0.1463611, 1.140642, 1.0]], ['2, k, 23', [0.1615416, 1.181401, 1.0]], ['2, k, 24', [0.1373616, 1.095576, 1.0]]]
[['2, k, 0', [0.1749937, 0.1461666, 1.0]], ['2, k, 1', [0.1758525, 0.3958636, 1.0]], ['2, k, 2', [0.1761912, 0.6375065, 1.0]], ['2, k, 3', [0.1431402, 0.7989711, 1.0]], ['2, k, 4', [-0.0009174778, 0.6145311, 1.0]], ['2, k, 5', [0.03256122, 0.8983659, 1.0]], ['2, k, 6', [0.1416504, 1.096901, 1.0]], ['2, k, 7', [0.1711176, 1.12386, 1.0]], ['2, k, 8', [0.3175357, 0.6349714, 1.0]], ['2, k, 9', [0.3233012, 0.8843483, 1.0]], ['2, k, 10', [0.21205, 1.092953, 1.0]], ['2, k, 11', [0.1790434, 1.124231, 1.0]], ['2, k, 12', [0.08940925, 0.1421138, 1.0]], ['2, k, 13', [0.08103868, -0.2404037, 1.0]], ['2, k, 14', [0.1021862, -0.5988283, 1.0]], ['2, k, 15', [0.0625753, -0.7087224, 1.0]], ['2, k, 16', [0.2550101, 0.1459555, 1.0]], ['2, k, 17', [0.249077, -0.2348377, 1.0]], ['2, k, 18', [0.2330584, -0.6562644, 1.0]], ['2, k, 19', [0.2105425, -0.7278436, 1.0]], ['2, k, 20', [0.1761356, 0.5785198, 1.0]], ['2, k, 21', [0.1950316, 1.175457, 1.0]], ['2, k, 22', [0.1602377, 1.143236, 1.0]], ['2, k, 23', [0.1642787, 1.161892, 1.0]], ['2, k, 24', [0.1745442, 1.101418, 1.0]]]
[['2, k, 0', [0.1750735, 0.1461806, 1.0]], ['2, k, 1', [0.176122, 0.3959879, 1.0]], ['2, k, 2', [0.1766111, 0.6375841, 1.0]], ['2, k, 3', [0.1435704, 0.799057, 1.0]], ['2, k, 4', [-0.009302223, 0.6199184, 1.0]], ['2, k, 5', [0.03243227, 0.9031271, 1.0]], ['2, k, 6', [0.1437966, 1.101592, 1.0]], ['2, k, 7', [0.1730259, 1.127071, 1.0]], ['2, k, 8', [0.3177457, 0.6348738, 1.0]], ['2, k, 9', [0.3235468, 0.8895252, 1.0]], ['2, k, 10', [0.2235585, 1.069586, 1.0]], ['2, k, 11', [0.1872932, 1.113438, 1.0]], ['2, k, 12', [0.08969438, 0.1422362, 1.0]], ['2, k, 13', [0.08107253, -0.2400475, 1.0]], ['2, k, 14', [0.1021357, -0.5984992, 1.0]], ['2, k, 15', [0.0645166, -0.7069766, 1.0]], ['2, k, 16', [0.255031, 0.1459296, 1.0]], ['2, k, 17', [0.2491045, -0.2348877, 1.0]], ['2, k, 18', [0.2329684, -0.6562876, 1.0]], ['2, k, 19', [0.2146584, -0.7281047, 1.0]], ['2, k, 20', [0.1765392, 0.5786055, 1.0]], ['2, k, 21', [0.2051851, 1.171961, 1.0]], ['2, k, 22', [0.1518956, 1.153972, 1.0]], ['2, k, 23', [0.1588321, 1.172985, 1.0]], ['2, k, 24', [0.1649281, 1.090974, 1.0]]]
[['2, k, 0', [0.1746427, 0.1479511, 1.0]], ['2, k, 1', [0.1762478, 0.3966562, 1.0]], ['2, k, 2', [0.1769507, 0.6376255, 1.0]], ['2, k, 3', [0.1439179, 0.7991008, 1.0]], ['2, k, 4', [-0.004114309, 0.6255147, 1.0]], ['2, k, 5', [0.03392254, 0.9094539, 1.0]], ['2, k, 6', [0.1457934, 1.104121, 1.0]], ['2, k, 7', [0.1751129, 1.130638, 1.0]], ['2, k, 8', [0.317891, 0.6348125, 1.0]], ['2, k, 9', [0.3249892, 0.8911762, 1.0]], ['2, k, 10', [0.2228959, 1.070744, 1.0]], ['2, k, 11', [0.1858699, 1.114638, 1.0]], ['2, k, 12', [0.08950449, 0.1439345, 1.0]], ['2, k, 13', [0.08101817, -0.2384012, 1.0]], ['2, k, 14', [0.1019929, -0.5968696, 1.0]], ['2, k, 15', [0.06531628, -0.7072057, 1.0]], ['2, k, 16', [0.2543637, 0.1475651, 1.0]], ['2, k, 17', [0.249138, -0.2333116, 1.0]], ['2, k, 18', [0.2325568, -0.6563323, 1.0]], ['2, k, 19', [0.2156288, -0.7276145, 1.0]], ['2, k, 20', [0.1768239, 0.5787499, 1.0]], ['2, k, 21', [0.1900535, 1.163816, 1.0]], ['2, k, 22', [0.1758204, 1.115386, 1.0]], ['2, k, 23', [0.1645061, 1.164325, 1.0]], ['2, k, 24', [0.1785023, 1.104231, 1.0]]]
[['2, k, 0', [0.1747438, 0.1480457, 1.0]], ['2, k, 1', [0.1802409, 0.3969536, 1.0]], ['2, k, 2', [0.1907383, 0.6370508, 1.0]], ['2, k, 3', [0.1580233, 0.7985041, 1.0]], ['2, k, 4', [0.0007463578, 0.615859, 1.0]], ['2, k, 5', [0.03339861, 0.9011979, 1.0]], ['2, k, 6', [0.1466997, 1.104975, 1.0]], ['2, k, 7', [0.1759889, 1.128414, 1.0]], ['2, k, 8', [0.3208585, 0.6356236, 1.0]], ['2, k, 9', [0.3246278, 0.895724, 1.0]], ['2, k, 10', [0.2208441, 1.074405, 1.0]], ['2, k, 11', [0.1857537, 1.114081, 1.0]], ['2, k, 12', [0.08981213, 0.1443087, 1.0]], ['2, k, 13', [0.08107225, -0.2379899, 1.0]], ['2, k, 14', [0.1021915, -0.596476, 1.0]], ['2, k, 15', [0.06474195, -0.7071453, 1.0]], ['2, k, 16', [0.254369, 0.1475539, 1.0]], ['2, k, 17', [0.249241, -0.2333432, 1.0]], ['2, k, 18', [0.2323245, -0.6560196, 1.0]], ['2, k, 19', [0.2180309, -0.7271036, 1.0]], ['2, k, 20', [0.187743, 0.578487, 1.0]], ['2, k, 21', [0.1998216, 1.162986, 1.0]], ['2, k, 22', [0.1767505, 1.110305, 1.0]], ['2, k, 23', [0.1616369, 1.157319, 1.0]], ['2, k, 24', [0.1705588, 1.083898, 1.0]]]
[['2, k, 0', [0.1747274, 0.1484551, 1.0]], ['2, k, 1', [0.1806446, 0.3972027, 1.0]], ['2, k, 2', [0.1907597, 0.6369593, 1.0]], ['2, k, 3', [0.1580463, 0.7984197, 1.0]], ['2, k, 4', [0.0008716629, 0.6209149, 1.0]], ['2, k, 5', [0.0343479, 0.906245, 1.0]], ['2, k, 6', [0.14677, 1.105028, 1.0]], ['2, k, 7', [0.1759491, 1.127167, 1.0]], ['2, k, 8', [0.3233331, 0.6345304, 1.0]], ['2, k, 9', [0.3243529, 0.8989759, 1.0]], ['2, k, 10', [0.2191665, 1.077376, 1.0]], ['2, k, 11', [0.1836969, 1.11852, 1.0]], ['2, k, 12', [0.08990592, 0.1449338, 1.0]], ['2, k, 13', [0.0810826, -0.2371791, 1.0]], ['2, k, 14', [0.1022881, -0.5956687, 1.0]], ['2, k, 15', [0.06180555, -0.7088438, 1.0]], ['2, k, 16', [0.254294, 0.1477489, 1.0]], ['2, k, 17', [0.2492727, -0.2331465, 1.0]], ['2, k, 18', [0.2323756, -0.6557421, 1.0]], ['2, k, 19', [0.2232382, -0.7269771, 1.0]], ['2, k, 20', [0.1879457, 0.578474, 1.0]], ['2, k, 21', [0.1964994, 1.172739, 1.0]], ['2, k, 22', [0.1693429, 1.099175, 1.0]], ['2, k, 23', [0.1620603, 1.172573, 1.0]], ['2, k, 24', [0.1655785, 1.0863, 1.0]]]
[['2, k, 0', [0.174779, 0.1486868, 1.0]], ['2, k, 1', [0.1854037, 0.3976486, 1.0]], ['2, k, 2', [0.2026293, 0.6366916, 1.0]], ['2, k, 3', [0.1701948, 0.7981752, 1.0]], ['2, k, 4', [0.004194233, 0.6166752, 1.0]], ['2, k, 5', [0.03457158, 0.9026169, 1.0]], ['2, k, 6', [0.1425101, 1.098461, 1.0]], ['2, k, 7', [0.1746759, 1.123391, 1.0]], ['2, k, 8', [0.3301183, 0.6346375, 1.0]], ['2, k, 9', [0.3240721, 0.8998001, 1.0]], ['2, k, 10', [0.2188605, 1.077966, 1.0]], ['2, k, 11', [0.1844332, 1.114507, 1.0]], ['2, k, 12', [0.08997507, 0.1450661, 1.0]], ['2, k, 13', [0.08129253, -0.2372763, 1.0]], ['2, k, 14', [0.1026632, -0.5955516, 1.0]], ['2, k, 15', [0.06091902, -0.7089499, 1.0]], ['2, k, 16', [0.2542664, 0.1480909, 1.0]], ['2, k, 17', [0.2493221, -0.2326725, 1.0]], ['2, k, 18', [0.2319307, -0.6555524, 1.0]], ['2, k, 19', [0.2227157, -0.7262609, 1.0]], ['2, k, 20', [0.1981853, 0.5784088, 1.0]], ['2, k, 21', [0.1973613, 1.173951, 1.0]], ['2, k, 22', [0.1802653, 1.095436, 1.0]], ['2, k, 23', [0.1699174, 1.163542, 1.0]], ['2, k, 24', [0.1422724, 1.094137, 1.0]]]
[['2, k, 0', [0.1749073, 0.1487797, 1.0]], ['2, k, 1', [0.1877068, 0.3978159, 1.0]], ['2, k, 2', [0.2051384, 0.6367952, 1.0]], ['2, k, 3', [0.1727623, 0.7982836, 1.0]], ['2, k, 4', [0.005001544, 0.6144258, 1.0]], ['2, k, 5', [0.034576, 0.9005648, 1.0]], ['2, k, 6', [0.1425752, 1.098407, 1.0]], ['2, k, 7', [0.1761804, 1.124762, 1.0]], ['2, k, 8', [0.3307332, 0.6348885, 1.0]], ['2, k, 9', [0.3244471, 0.8993424, 1.0]], ['2, k, 10', [0.219494, 1.077761, 1.0]], ['2, k, 11', [0.1854153, 1.120468, 1.0]], ['2, k, 12', [0.09010783, 0.1451607, 1.0]], ['2, k, 13', [0.08132407, -0.2371012, 1.0]], ['2, k, 14', [0.1026673, -0.5953779, 1.0]], ['2, k, 15', [0.06545618, -0.7065043, 1.0]], ['2, k, 16', [0.2543461, 0.148136, 1.0]], ['2, k, 17', [0.249304, -0.2326186, 1.0]], ['2, k, 18', [0.2322285, -0.6551937, 1.0]], ['2, k, 19', [0.2211373, -0.7265191, 1.0]], ['2, k, 20', [0.2008176, 0.5785066, 1.0]], ['2, k, 21', [0.2087839, 1.165787, 1.0]], ['2, k, 22', [0.1806975, 1.094101, 1.0]], ['2, k, 23', [0.1611983, 1.179511, 1.0]], ['2, k, 24', [0.1438829, 1.091512, 1.0]]]
[['2, k, 0', [0.1753748, 0.1485155, 1.0]], ['2, k, 1', [0.1876782, 0.397775, 1.0]], ['2, k, 2', [0.202596, 0.6371583, 1.0]], ['2, k, 3', [0.1701601, 0.7986487, 1.0]], ['2, k, 4', [0.001409812, 0.6145673, 1.0]], ['2, k, 5', [0.03305034, 0.8963658, 1.0]], ['2, k, 6', [0.1398017, 1.07955, 1.0]], ['2, k, 7', [0.1744385, 1.112056, 1.0]], ['2, k, 8', [0.3307089, 0.6346693, 1.0]], ['2, k, 9', [0.3219812, 0.8966933, 1.0]], ['2, k, 10', [0.215685, 1.080943, 1.0]], ['2, k, 11', [0.1826568, 1.114758, 1.0]], ['2, k, 12', [0.09058002, 0.1447972, 1.0]], ['2, k, 13', [0.0812605, -0.2374446, 1.0]], ['2, k, 14', [0.1028946, -0.5956708, 1.0]], ['2, k, 15', [0.06521104, -0.7066373, 1.0]], ['2, k, 16', [0.2548484, 0.1478939, 1.0]], ['2, k, 17', [0.2494456, -0.2329777, 1.0]], ['2, k, 18', [0.2322641, -0.6553007, 1.0]], ['2, k, 19', [0.214207, -0.7285532, 1.0]], ['2, k, 20', [0.1993803, 0.5786678, 1.0]], ['2, k, 21', [0.2024033, 1.158585, 1.0]], ['2, k, 22', [0.2081527, 1.072523, 1.0]], ['2, k, 23', [0.1794436, 1.162312, 1.0]], ['2, k, 24', [0.1455708, 1.084897, 1.0]]]
[['2, k, 0', [0.1754507, 0.1489867, 1.0]], ['2, k, 1', [0.1874353, 0.3978717, 1.0]], ['2, k, 2', [0.2009458, 0.636966, 1.0]], ['2, k, 3', [0.1684711, 0.7984479, 1.0]], ['2, k, 4', [0.009116245, 0.6254843, 1.0]], ['2, k, 5', [0.03572695, 0.904271, 1.0]], ['2, k, 6', [0.1473287, 1.084479, 1.0]], ['2, k, 7', [0.178758, 1.109585, 1.0]], ['2, k, 8', [0.3293448, 0.6380467, 1.0]], ['2, k, 9', [0.3340684, 0.8390611, 1.0]], ['2, k, 10', [0.2182863, 1.073576, 1.0]], ['2, k, 11', [0.1854402, 1.106513, 1.0]], ['2, k, 12', [0.09077498, 0.1452144, 1.0]], ['2, k, 13', [0.08128007, -0.237193, 1.0]], ['2, k, 14', [0.103416, -0.595529, 1.0]], ['2, k, 15', [0.1000701, -0.647612, 1.0]], ['2, k, 16', [0.2547791, 0.1483948, 1.0]], ['2, k, 17', [0.2493958, -0.2327176, 1.0]], ['2, k, 18', [0.232069, -0.6560364, 1.0]], ['2, k, 19', [0.2214827, -0.7285382, 1.0]], ['2, k, 20', [0.1981483, 0.5785766, 1.0]], ['2, k, 21', [0.1982893, 1.161174, 1.0]], ['2, k, 22', [0.2058002, 1.07035, 1.0]], ['2, k, 23', [0.1576582, 1.159087, 1.0]], ['2, k, 24', [0.1459079, 1.070678, 1.0]]]
[['2, k, 0', [0.1761544, 0.1489972, 1.0]], ['2, k, 1', [0.1869803, 0.3973458, 1.0]], ['2, k, 2', [0.1982404, 0.6356598, 1.0]], ['2, k, 3', [0.1657022, 0.7971046, 1.0]], ['2, k, 4', [0.01329906, 0.6241433, 1.0]], ['2, k, 5', [0.03562184, 0.8725336, 1.0]], ['2, k, 6', [0.1448094, 1.051122, 1.0]], ['2, k, 7', [0.1728221, 1.077233, 1.0]], ['2, k, 8', [0.3292978, 0.6381844, 1.0]], ['2, k, 9', [0.3161875, 0.8873088, 1.0]], ['2, k, 10', [0.2071512, 1.068596, 1.0]], ['2, k, 11', [0.180373, 1.085867, 1.0]], ['2, k, 12', [0.09130011, 0.1453111, 1.0]], ['2, k, 13', [0.08094978, -0.2374951, 1.0]], ['2, k, 14', [0.1033275, -0.59588, 1.0]], ['2, k, 15', [0.06717614, -0.7018223, 1.0]], ['2, k, 16', [0.2556478, 0.1482124, 1.0]], ['2, k, 17', [0.2497097, -0.2336233, 1.0]], ['2, k, 18', [0.2321422, -0.6556737, 1.0]], ['2, k, 19', [0.2220794, -0.7275335, 1.0]], ['2, k, 20', [0.1960687, 0.5775111, 1.0]], ['2, k, 21', [0.2003401, 1.118637, 1.0]], ['2, k, 22', [0.2007337, 1.053801, 1.0]], ['2, k, 23', [0.1608521, 1.114053, 1.0]], ['2, k, 24', [0.1490638, 1.04742, 1.0]]]
[['2, k, 0', [0.1764908, 0.1465308, 1.0]], ['2, k, 1', [0.1866416, 0.3959741, 1.0]], ['2, k, 2', [0.1971533, 0.6350653, 1.0]], ['2, k, 3', [0.1645895, 0.7964928, 1.0]], ['2, k, 4', [0.01445503, 0.6237524, 1.0]], ['2, k, 5', [0.04118443, 0.8779269, 1.0]], ['2, k, 6', [0.1525481, 1.053479, 1.0]], ['2, k, 7', [0.184056, 1.078634, 1.0]], ['2, k, 8', [0.3293157, 0.6381497, 1.0]], ['2, k, 9', [0.3363839, 0.8177872, 1.0]], ['2, k, 10', [0.2182457, 1.045815, 1.0]], ['2, k, 11', [0.1880756, 1.074059, 1.0]], ['2, k, 12', [0.09139439, 0.1425988, 1.0]], ['2, k, 13', [0.08076672, -0.2405511, 1.0]], ['2, k, 14', [0.1030715, -0.5989725, 1.0]], ['2, k, 15', [0.06817608, -0.7028055, 1.0]], ['2, k, 16', [0.256146, 0.1459191, 1.0]], ['2, k, 17', [0.249825, -0.2360564, 1.0]], ['2, k, 18', [0.2323726, -0.6556029, 1.0]], ['2, k, 19', [0.2215644, -0.7271279, 1.0]], ['2, k, 20', [0.195082, 0.5767386, 1.0]], ['2, k, 21', [0.2110407, 1.129659, 1.0]], ['2, k, 22', [0.1924103, 1.045903, 1.0]], ['2, k, 23', [0.172295, 1.128636, 1.0]], ['2, k, 24', [0.1492829, 1.039119, 1.0]]]
[['2, k, 0', [0.1764036, 0.1450157, 1.0]], ['2, k, 1', [0.1858906, 0.3950539, 1.0]], ['2, k, 2', [0.1954184, 0.6346782, 1.0]], ['2, k, 3', [0.1628138, 0.7960913, 1.0]], ['2, k, 4', [0.01558759, 0.6224285, 1.0]], ['2, k, 5', [0.0415828, 0.8730775, 1.0]], ['2, k, 6', [0.1536291, 1.047607, 1.0]], ['2, k, 7', [0.1772308, 1.059734, 1.0]], ['2, k, 8', [0.3292683, 0.6375923, 1.0]], ['2, k, 9', [0.3387438, 0.8133075, 1.0]], ['2, k, 10', [0.2383918, 0.9936752, 1.0]], ['2, k, 11', [0.1924298, 1.05799, 1.0]], ['2, k, 12', [0.09140222, 0.1418182, 1.0]], ['2, k, 13', [0.08044925, -0.2416215, 1.0]], ['2, k, 14', [0.1029834, -0.6000438, 1.0]], ['2, k, 15', [0.06798966, -0.7027143, 1.0]], ['2, k, 16', [0.2558928, 0.1434631, 1.0]], ['2, k, 17', [0.2498359, -0.2390495, 1.0]], ['2, k, 18', [0.232746, -0.655486, 1.0]], ['2, k, 19', [0.2159286, -0.7281278, 1.0]], ['2, k, 20', [0.1935438, 0.5762088, 1.0]], ['2, k, 21', [0.196174, 1.108591, 1.0]], ['2, k, 22', [0.2104007, 1.023669, 1.0]], ['2, k, 23', [0.173819, 1.114081, 1.0]], ['2, k, 24', [0.1513637, 1.033307, 1.0]]]
[['2, k, 0', [0.1762989, 0.1446897, 1.0]], ['2, k, 1', [0.1855789, 0.3946753, 1.0]], ['2, k, 2', [0.1948303, 0.6344206, 1.0]], ['2, k, 3', [0.1622117, 0.7958249, 1.0]], ['2, k, 4', [0.01809596, 0.6202723, 1.0]], ['2, k, 5', [0.03008473, 0.8119446, 1.0]], ['2, k, 6', [0.1203756, 0.9902538, 1.0]], ['2, k, 7', [0.1746424, 1.048266, 1.0]], ['2, k, 8', [0.3293687, 0.6368769, 1.0]], ['2, k, 9', [0.3369585, 0.8093278, 1.0]], ['2, k, 10', [0.2195899, 1.018256, 1.0]], ['2, k, 11', [0.189539, 1.051275, 1.0]], ['2, k, 12', [0.0912994, 0.1413505, 1.0]], ['2, k, 13', [0.08044057, -0.2424128, 1.0]], ['2, k, 14', [0.1028905, -0.6008068, 1.0]], ['2, k, 15', [0.06886857, -0.7031053, 1.0]], ['2, k, 16', [0.2557825, 0.1433274, 1.0]], ['2, k, 17', [0.250269, -0.2394871, 1.0]], ['2, k, 18', [0.2323948, -0.6555177, 1.0]], ['2, k, 19', [0.2178981, -0.7273757, 1.0]], ['2, k, 20', [0.1929722, 0.5759135, 1.0]], ['2, k, 21', [0.2065004, 1.109459, 1.0]], ['2, k, 22', [0.210138, 1.025869, 1.0]], ['2, k, 23', [0.1658949, 1.112141, 1.0]], ['2, k, 24', [0.1884999, 1.026428, 1.0]]]
