[['2, k, 0', [-0.332658, -0.749341, 1.0]], ['2, k, 1', [-0.321762, -0.42462, 1.0]], ['2, k, 2', [-0.309377, -0.104936, 1.0]], ['2, k, 3', [-0.314422, 0.028235, 1.0]], ['2, k, 4', [-0.449563, -0.232507, 1.0]], ['2, k, 5', [-0.559243, -0.243352, 1.0]], ['2, k, 6', [-0.387686, -0.181669, 1.0]], ['2, k, 7', [-0.320502, -0.142729, 1.0]], ['2, k, 8', [-0.161606, -0.214187, 1.0]], ['2, k, 9', [-0.0388894, -0.216219, 1.0]], ['2, k, 10', [-0.12047, -0.164435, 1.0]], ['2, k, 11', [-0.074985, -0.135314, 1.0]], ['2, k, 12', [-0.393885, -0.743765, 1.0]], ['2, k, 13', [-0.367002, -1.05922, 1.0]], ['2, k, 14', [-0.33997, -1.46131, 1.0]], ['2, k, 15', [-0.30542, -1.51074, 1.0]], ['2, k, 16', [-0.262788, -0.735453, 1.0]], ['2, k, 17', [-0.199637, -1.0466, 1.0]], ['2, k, 18', [-0.225389, -1.45129, 1.0]], ['2, k, 19', [-0.258057, -1.50781, 1.0]], ['2, k, 20', [-0.312744, -0.184195, 1.0]], ['2, k, 21', [-0.245824, -0.139309, 1.0]], ['2, k, 22', [-0.318249, -0.137571, 1.0]], ['2, k, 23', [-0.00750409, -0.131609, 1.0]], ['2, k, 24', [0.00754852, -0.127407, 1.0]]]
[['2, k, 0', [-0.335931, -0.711897, 1.0]], ['2, k, 1', [-0.335041, -0.395346, 1.0]], ['2, k, 2', [-0.332196, -0.0842345, 1.0]], ['2, k, 3', [-0.312083, 0.027888, 1.0]], ['2, k, 4', [-0.465724, -0.152128, 1.0]], ['2, k, 5', [-0.477989, -0.193649, 1.0]], ['2, k, 6', [-0.315546, -0.170298, 1.0]], ['2, k, 7', [-0.270541, -0.142335, 1.0]], ['2, k, 8', [-0.16593, -0.217909, 1.0]], ['2, k, 9', [0.0704919, -0.237224, 1.0]], ['2, k, 10', [0.247258, -0.19244, 1.0]], ['2, k, 11', [0.313192, -0.167443, 1.0]], ['2, k, 12', [-0.390807, -0.696747, 1.0]], ['2, k, 13', [-0.407548, -1.02282, 1.0]], ['2, k, 14', [-0.348759, -1.42901, 1.0]], ['2, k, 15', [-0.315835, -1.5137, 1.0]], ['2, k, 16', [-0.272923, -0.709543, 1.0]], ['2, k, 17', [-0.290278, -1.14733, 1.0]], ['2, k, 18', [-0.249376, -1.44635, 1.0]], ['2, k, 19', [-0.284496, -1.51841, 1.0]], ['2, k, 20', [-0.333178, -0.161287, 1.0]], ['2, k, 21', [-0.247372, -0.138469, 1.0]], ['2, k, 22', [-0.200807, -0.144267, 1.0]], ['2, k, 23', [0.356285, -0.162741, 1.0]], ['2, k, 24', [0.242326, -0.168488, 1.0]]]
[['2, k, 0', [-0.335485, -0.712269, 1.0]], ['2, k, 1', [-0.333424, -0.394616, 1.0]], ['2, k, 2', [-0.327101, -0.0809114, 1.0]], ['2, k, 3', [-0.311116, 0.0323088, 1.0]], ['2, k, 4', [-0.463951, -0.151895, 1.0]], ['2, k, 5', [-0.454546, -0.184039, 1.0]], ['2, k, 6', [-0.362167, -0.161377, 1.0]], ['2, k, 7', [-0.304773, -0.142209, 1.0]], ['2, k, 8', [-0.164883, -0.219985, 1.0]], ['2, k, 9', [0.057814, -0.237896, 1.0]], ['2, k, 10', [0.223913, -0.200067, 1.0]], ['2, k, 11', [0.298587, -0.169994, 1.0]], ['2, k, 12', [-0.389691, -0.697303, 1.0]], ['2, k, 13', [-0.406933, -1.02399, 1.0]], ['2, k, 14', [-0.357957, -1.43111, 1.0]], ['2, k, 15', [-0.316184, -1.50927, 1.0]], ['2, k, 16', [-0.272867, -0.709616, 1.0]], ['2, k, 17', [-0.288424, -1.14788, 1.0]], ['2, k, 18', [-0.252414, -1.44755, 1.0]], ['2, k, 19', [-0.269287, -1.5127, 1.0]], ['2, k, 20', [-0.329287, -0.158889, 1.0]], ['2, k, 21', [-0.279482, -0.139846, 1.0]], ['2, k, 22', [-0.234862, -0.143372, 1.0]], ['2, k, 23', [0.343579, -0.16686, 1.0]], ['2, k, 24', [0.216662, -0.166081, 1.0]]]
[['2, k, 0', [-0.334671, -0.710019, 1.0]], ['2, k, 1', [-0.332054, -0.3946, 1.0]], ['2, k, 2', [-0.324738, -0.0836863, 1.0]], ['2, k, 3', [-0.311925, 0.0300306, 1.0]], ['2, k, 4', [-0.463805, -0.141346, 1.0]], ['2, k, 5', [-0.48991, -0.187405, 1.0]], ['2, k, 6', [-0.372129, -0.166503, 1.0]], ['2, k, 7', [-0.342648, -0.142717, 1.0]], ['2, k, 8', [-0.164139, -0.222048, 1.0]], ['2, k, 9', [0.0502274, -0.234317, 1.0]], ['2, k, 10', [0.218882, -0.1979, 1.0]], ['2, k, 11', [0.284434, -0.171435, 1.0]], ['2, k, 12', [-0.388956, -0.694208, 1.0]], ['2, k, 13', [-0.406666, -1.02153, 1.0]], ['2, k, 14', [-0.358399, -1.4289, 1.0]], ['2, k, 15', [-0.311123, -1.50559, 1.0]], ['2, k, 16', [-0.272012, -0.707927, 1.0]], ['2, k, 17', [-0.287672, -1.14714, 1.0]], ['2, k, 18', [-0.262527, -1.50848, 1.0]], ['2, k, 19', [-0.278836, -1.53081, 1.0]], ['2, k, 20', [-0.327226, -0.160653, 1.0]], ['2, k, 21', [-0.32121, -0.139337, 1.0]], ['2, k, 22', [-0.268483, -0.14574, 1.0]], ['2, k, 23', [0.331257, -0.166286, 1.0]], ['2, k, 24', [0.205477, -0.167208, 1.0]]]
[['2, k, 0', [-0.33227, -0.702864, 1.0]], ['2, k, 1', [-0.330454, -0.39445, 1.0]], ['2, k, 2', [-0.323527, -0.0918078, 1.0]], ['2, k, 3', [-0.313149, 0.0223816, 1.0]], ['2, k, 4', [-0.435709, -0.116894, 1.0]], ['2, k, 5', [-0.500548, -0.183179, 1.0]], ['2, k, 6', [-0.430396, -0.173729, 1.0]], ['2, k, 7', [-0.380248, -0.142342, 1.0]], ['2, k, 8', [-0.165223, -0.208148, 1.0]], ['2, k, 9', [0.0480018, -0.235591, 1.0]], ['2, k, 10', [0.213544, -0.191683, 1.0]], ['2, k, 11', [0.267551, -0.171771, 1.0]], ['2, k, 12', [-0.387072, -0.686538, 1.0]], ['2, k, 13', [-0.405999, -1.01554, 1.0]], ['2, k, 14', [-0.357943, -1.42321, 1.0]], ['2, k, 15', [-0.314173, -1.50471, 1.0]], ['2, k, 16', [-0.268706, -0.700033, 1.0]], ['2, k, 17', [-0.287604, -1.14673, 1.0]], ['2, k, 18', [-0.26324, -1.46455, 1.0]], ['2, k, 19', [-0.274949, -1.51756, 1.0]], ['2, k, 20', [-0.325717, -0.165844, 1.0]], ['2, k, 21', [-0.360264, -0.141187, 1.0]], ['2, k, 22', [-0.30957, -0.144298, 1.0]], ['2, k, 23', [0.318519, -0.168552, 1.0]], ['2, k, 24', [0.191179, -0.167969, 1.0]]]
[['2, k, 0', [-0.330934, -0.702616, 1.0]], ['2, k, 1', [-0.327632, -0.395801, 1.0]], ['2, k, 2', [-0.320777, -0.0948807, 1.0]], ['2, k, 3', [-0.313325, 0.022407, 1.0]], ['2, k, 4', [-0.425237, -0.16885, 1.0]], ['2, k, 5', [-0.492835, -0.192638, 1.0]], ['2, k, 6', [-0.433391, -0.174143, 1.0]], ['2, k, 7', [-0.408664, -0.142696, 1.0]], ['2, k, 8', [-0.164839, -0.206248, 1.0]], ['2, k, 9', [0.0483281, -0.241394, 1.0]], ['2, k, 10', [0.187646, -0.200794, 1.0]], ['2, k, 11', [0.233566, -0.173462, 1.0]], ['2, k, 12', [-0.386191, -0.687022, 1.0]], ['2, k, 13', [-0.376132, -1.09068, 1.0]], ['2, k, 14', [-0.348275, -1.44638, 1.0]], ['2, k, 15', [-0.319314, -1.47538, 1.0]], ['2, k, 16', [-0.266372, -0.699217, 1.0]], ['2, k, 17', [-0.286473, -1.14343, 1.0]], ['2, k, 18', [-0.250492, -1.45021, 1.0]], ['2, k, 19', [-0.278726, -1.51852, 1.0]], ['2, k, 20', [-0.322757, -0.168905, 1.0]], ['2, k, 21', [-0.396321, -0.138938, 1.0]], ['2, k, 22', [-0.339788, -0.148403, 1.0]], ['2, k, 23', [0.269046, -0.173158, 1.0]], ['2, k, 24', [0.152257, -0.171799, 1.0]]]
[['2, k, 0', [-0.329204, -0.703579, 1.0]], ['2, k, 1', [-0.326008, -0.397132, 1.0]], ['2, k, 2', [-0.320059, -0.0961205, 1.0]], ['2, k, 3', [-0.313474, 0.0228464, 1.0]], ['2, k, 4', [-0.426937, -0.210666, 1.0]], ['2, k, 5', [-0.546355, -0.241372, 1.0]], ['2, k, 6', [-0.456121, -0.180065, 1.0]], ['2, k, 7', [-0.439015, -0.142496, 1.0]], ['2, k, 8', [-0.164456, -0.204543, 1.0]], ['2, k, 9', [0.036345, -0.238651, 1.0]], ['2, k, 10', [0.165535, -0.241119, 1.0]], ['2, k, 11', [0.146038, -0.174261, 1.0]], ['2, k, 12', [-0.384996, -0.688639, 1.0]], ['2, k, 13', [-0.402384, -1.01641, 1.0]], ['2, k, 14', [-0.344186, -1.42326, 1.0]], ['2, k, 15', [-0.312309, -1.50947, 1.0]], ['2, k, 16', [-0.264073, -0.699867, 1.0]], ['2, k, 17', [-0.286823, -1.14293, 1.0]], ['2, k, 18', [-0.24801, -1.45229, 1.0]], ['2, k, 19', [-0.272529, -1.51411, 1.0]], ['2, k, 20', [-0.321803, -0.170332, 1.0]], ['2, k, 21', [-0.427423, -0.138927, 1.0]], ['2, k, 22', [-0.365213, -0.146514, 1.0]], ['2, k, 23', [0.073345, -0.167738, 1.0]], ['2, k, 24', [0.117014, -0.177579, 1.0]]]
[['2, k, 0', [-0.326022, -0.704414, 1.0]], ['2, k, 1', [-0.32451, -0.396838, 1.0]], ['2, k, 2', [-0.31937, -0.0947885, 1.0]], ['2, k, 3', [-0.313692, 0.0235426, 1.0]], ['2, k, 4', [-0.427237, -0.21102, 1.0]], ['2, k, 5', [-0.53741, -0.232633, 1.0]], ['2, k, 6', [-0.49323, -0.181358, 1.0]], ['2, k, 7', [-0.477357, -0.143567, 1.0]], ['2, k, 8', [-0.163614, -0.203075, 1.0]], ['2, k, 9', [0.0357928, -0.232064, 1.0]], ['2, k, 10', [0.164517, -0.186748, 1.0]], ['2, k, 11', [0.146214, -0.175426, 1.0]], ['2, k, 12', [-0.382852, -0.690109, 1.0]], ['2, k, 13', [-0.401496, -1.01779, 1.0]], ['2, k, 14', [-0.344512, -1.42479, 1.0]], ['2, k, 15', [-0.324767, -1.51631, 1.0]], ['2, k, 16', [-0.259842, -0.700097, 1.0]], ['2, k, 17', [-0.283919, -1.1385, 1.0]], ['2, k, 18', [-0.247183, -1.45188, 1.0]], ['2, k, 19', [-0.264253, -1.52268, 1.0]], ['2, k, 20', [-0.321013, -0.169462, 1.0]], ['2, k, 21', [-0.468153, -0.140578, 1.0]], ['2, k, 22', [-0.400795, -0.148994, 1.0]], ['2, k, 23', [0.075874, -0.172625, 1.0]], ['2, k, 24', [0.0542329, -0.178915, 1.0]]]
[['2, k, 0', [-0.324011, -0.705301, 1.0]], ['2, k, 1', [-0.322448, -0.398827, 1.0]], ['2, k, 2', [-0.318105, -0.0978967, 1.0]], ['2, k, 3', [-0.314087, 0.0242193, 1.0]], ['2, k, 4', [-0.427525, -0.211432, 1.0]], ['2, k, 5', [-0.541178, -0.241182, 1.0]], ['2, k, 6', [-0.513297, -0.181687, 1.0]], ['2, k, 7', [-0.511033, -0.145745, 1.0]], ['2, k, 8', [-0.162682, -0.202047, 1.0]], ['2, k, 9', [0.0219199, -0.236301, 1.0]], ['2, k, 10', [0.133212, -0.20041, 1.0]], ['2, k, 11', [0.172659, -0.173873, 1.0]], ['2, k, 12', [-0.381089, -0.692107, 1.0]], ['2, k, 13', [-0.401959, -1.02029, 1.0]], ['2, k, 14', [-0.3454, -1.42731, 1.0]], ['2, k, 15', [-0.321695, -1.50916, 1.0]], ['2, k, 16', [-0.256844, -0.700539, 1.0]], ['2, k, 17', [-0.277594, -1.15191, 1.0]], ['2, k, 18', [-0.239284, -1.44879, 1.0]], ['2, k, 19', [-0.280232, -1.5193, 1.0]], ['2, k, 20', [-0.319502, -0.17233, 1.0]], ['2, k, 21', [-0.49687, -0.14003, 1.0]], ['2, k, 22', [-0.428293, -0.150059, 1.0]], ['2, k, 23', [0.212104, -0.171378, 1.0]], ['2, k, 24', [0.0924305, -0.173206, 1.0]]]
[['2, k, 0', [-0.322751, -0.706427, 1.0]], ['2, k, 1', [-0.320722, -0.400011, 1.0]], ['2, k, 2', [-0.316428, -0.0988138, 1.0]], ['2, k, 3', [-0.31481, 0.0247165, 1.0]], ['2, k, 4', [-0.428614, -0.212803, 1.0]], ['2, k, 5', [-0.55117, -0.241548, 1.0]], ['2, k, 6', [-0.539364, -0.181379, 1.0]], ['2, k, 7', [-0.546716, -0.144644, 1.0]], ['2, k, 8', [-0.162145, -0.200239, 1.0]], ['2, k, 9', [0.018526, -0.235514, 1.0]], ['2, k, 10', [0.131054, -0.199599, 1.0]], ['2, k, 11', [0.16358, -0.174696, 1.0]], ['2, k, 12', [-0.379725, -0.694989, 1.0]], ['2, k, 13', [-0.400218, -1.0238, 1.0]], ['2, k, 14', [-0.349988, -1.43173, 1.0]], ['2, k, 15', [-0.318498, -1.50748, 1.0]], ['2, k, 16', [-0.255886, -0.700908, 1.0]], ['2, k, 17', [-0.268158, -1.13614, 1.0]], ['2, k, 18', [-0.244958, -1.44952, 1.0]], ['2, k, 19', [-0.278101, -1.51815, 1.0]], ['2, k, 20', [-0.317797, -0.173352, 1.0]], ['2, k, 21', [-0.53454, -0.140578, 1.0]], ['2, k, 22', [-0.460419, -0.150665, 1.0]], ['2, k, 23', [0.205035, -0.171818, 1.0]], ['2, k, 24', [0.0902039, -0.175081, 1.0]]]
[['2, k, 0', [-0.321253, -0.706689, 1.0]], ['2, k, 1', [-0.318887, -0.400896, 1.0]], ['2, k, 2', [-0.314491, -0.100295, 1.0]], ['2, k, 3', [-0.315628, 0.0252576, 1.0]], ['2, k, 4', [-0.42991, -0.213936, 1.0]], ['2, k, 5', [-0.572883, -0.243141, 1.0]], ['2, k, 6', [-0.589237, -0.178456, 1.0]], ['2, k, 7', [-0.58435, -0.142586, 1.0]], ['2, k, 8', [-0.162634, -0.199685, 1.0]], ['2, k, 9', [-0.000557401, -0.230927, 1.0]], ['2, k, 10', [0.101526, -0.188896, 1.0]], ['2, k, 11', [0.133925, -0.174055, 1.0]], ['2, k, 12', [-0.378315, -0.695404, 1.0]], ['2, k, 13', [-0.399557, -1.02472, 1.0]], ['2, k, 14', [-0.350249, -1.43274, 1.0]], ['2, k, 15', [-0.319427, -1.50674, 1.0]], ['2, k, 16', [-0.253794, -0.700931, 1.0]], ['2, k, 17', [-0.280304, -1.15156, 1.0]], ['2, k, 18', [-0.229952, -1.44722, 1.0]], ['2, k, 19', [-0.274914, -1.51275, 1.0]], ['2, k, 20', [-0.315875, -0.174714, 1.0]], ['2, k, 21', [-0.578884, -0.141253, 1.0]], ['2, k, 22', [-0.512092, -0.149037, 1.0]], ['2, k, 23', [0.17801, -0.172709, 1.0]], ['2, k, 24', [0.0561365, -0.174368, 1.0]]]
[['2, k, 0', [-0.320297, -0.706489, 1.0]], ['2, k, 1', [-0.317512, -0.401206, 1.0]], ['2, k, 2', [-0.312742, -0.101193, 1.0]], ['2, k, 3', [-0.316175, 0.0254675, 1.0]], ['2, k, 4', [-0.437602, -0.2151, 1.0]], ['2, k, 5', [-0.580664, -0.240134, 1.0]], ['2, k, 6', [-0.606967, -0.176221, 1.0]], ['2, k, 7', [-0.614688, -0.141587, 1.0]], ['2, k, 8', [-0.163272, -0.198604, 1.0]], ['2, k, 9', [-0.00608064, -0.230937, 1.0]], ['2, k, 10', [0.0843798, -0.196138, 1.0]], ['2, k, 11', [0.113432, -0.174173, 1.0]], ['2, k, 12', [-0.377617, -0.695316, 1.0]], ['2, k, 13', [-0.398913, -1.02497, 1.0]], ['2, k, 14', [-0.345386, -1.43246, 1.0]], ['2, k, 15', [-0.326684, -1.50323, 1.0]], ['2, k, 16', [-0.252418, -0.700312, 1.0]], ['2, k, 17', [-0.263195, -1.14109, 1.0]], ['2, k, 18', [-0.243391, -1.45057, 1.0]], ['2, k, 19', [-0.275022, -1.51231, 1.0]], ['2, k, 20', [-0.314224, -0.175474, 1.0]], ['2, k, 21', [-0.609026, -0.140308, 1.0]], ['2, k, 22', [-0.535748, -0.148277, 1.0]], ['2, k, 23', [0.154301, -0.174344, 1.0]], ['2, k, 24', [0.0467342, -0.173263, 1.0]]]
[['2, k, 0', [-0.318856, -0.705841, 1.0]], ['2, k, 1', [-0.316109, -0.401525, 1.0]], ['2, k, 2', [-0.311074, -0.102673, 1.0]], ['2, k, 3', [-0.316864, 0.0259984, 1.0]], ['2, k, 4', [-0.444263, -0.214743, 1.0]], ['2, k, 5', [-0.617435, -0.253707, 1.0]], ['2, k, 6', [-0.637768, -0.175541, 1.0]], ['2, k, 7', [-0.648974, -0.14195, 1.0]], ['2, k, 8', [-0.164042, -0.197814, 1.0]], ['2, k, 9', [-0.0146076, -0.227212, 1.0]], ['2, k, 10', [0.0635922, -0.191935, 1.0]], ['2, k, 11', [0.0795319, -0.174504, 1.0]], ['2, k, 12', [-0.376466, -0.694827, 1.0]], ['2, k, 13', [-0.397162, -1.02486, 1.0]], ['2, k, 14', [-0.345289, -1.4325, 1.0]], ['2, k, 15', [-0.31658, -1.50085, 1.0]], ['2, k, 16', [-0.2495, -0.698371, 1.0]], ['2, k, 17', [-0.263239, -1.13952, 1.0]], ['2, k, 18', [-0.243672, -1.4508, 1.0]], ['2, k, 19', [-0.274982, -1.51236, 1.0]], ['2, k, 20', [-0.312635, -0.176632, 1.0]], ['2, k, 21', [-0.640023, -0.139339, 1.0]], ['2, k, 22', [-0.571002, -0.148322, 1.0]], ['2, k, 23', [0.111762, -0.171567, 1.0]], ['2, k, 24', [0.00847654, -0.174901, 1.0]]]
[['2, k, 0', [-0.315389, -0.706548, 1.0]], ['2, k, 1', [-0.314381, -0.402324, 1.0]], ['2, k, 2', [-0.310537, -0.103374, 1.0]], ['2, k, 3', [-0.317818, 0.0263239, 1.0]], ['2, k, 4', [-0.4542, -0.21723, 1.0]], ['2, k, 5', [-0.627587, -0.251915, 1.0]], ['2, k, 6', [-0.661327, -0.150983, 1.0]], ['2, k, 7', [-0.679545, -0.142293, 1.0]], ['2, k, 8', [-0.164643, -0.197227, 1.0]], ['2, k, 9', [-0.0490481, -0.236043, 1.0]], ['2, k, 10', [0.0206422, -0.180322, 1.0]], ['2, k, 11', [0.0532232, -0.172984, 1.0]], ['2, k, 12', [-0.372786, -0.696539, 1.0]], ['2, k, 13', [-0.396654, -1.02692, 1.0]], ['2, k, 14', [-0.347885, -1.43504, 1.0]], ['2, k, 15', [-0.321408, -1.5141, 1.0]], ['2, k, 16', [-0.245336, -0.698629, 1.0]], ['2, k, 17', [-0.263238, -1.13957, 1.0]], ['2, k, 18', [-0.243566, -1.45082, 1.0]], ['2, k, 19', [-0.274538, -1.51021, 1.0]], ['2, k, 20', [-0.31186, -0.177371, 1.0]], ['2, k, 21', [-0.65574, -0.134279, 1.0]], ['2, k, 22', [-0.627612, -0.147576, 1.0]], ['2, k, 23', [0.0910047, -0.174152, 1.0]], ['2, k, 24', [0.0180773, -0.169963, 1.0]]]
[['2, k, 0', [-0.314494, -0.706611, 1.0]], ['2, k, 1', [-0.313409, -0.402706, 1.0]], ['2, k, 2', [-0.309525, -0.104108, 1.0]], ['2, k, 3', [-0.318579, 0.0265313, 1.0]], ['2, k, 4', [-0.456523, -0.218041, 1.0]], ['2, k, 5', [-0.606882, -0.241441, 1.0]], ['2, k, 6', [-0.654417, -0.167171, 1.0]], ['2, k, 7', [-0.698729, -0.143238, 1.0]], ['2, k, 8', [-0.165259, -0.196954, 1.0]], ['2, k, 9', [-0.0611523, -0.245105, 1.0]], ['2, k, 10', [-0.121946, -0.187124, 1.0]], ['2, k, 11', [-0.00881635, -0.174183, 1.0]], ['2, k, 12', [-0.372608, -0.696507, 1.0]], ['2, k, 13', [-0.395321, -1.02698, 1.0]], ['2, k, 14', [-0.335434, -1.43391, 1.0]], ['2, k, 15', [-0.315526, -1.46368, 1.0]], ['2, k, 16', [-0.24358, -0.698916, 1.0]], ['2, k, 17', [-0.263275, -1.14133, 1.0]], ['2, k, 18', [-0.243404, -1.4507, 1.0]], ['2, k, 19', [-0.277788, -1.51114, 1.0]], ['2, k, 20', [-0.310847, -0.178027, 1.0]], ['2, k, 21', [-0.711594, -0.136124, 1.0]], ['2, k, 22', [-0.67602, -0.163377, 1.0]], ['2, k, 23', [0.0288688, -0.169558, 1.0]], ['2, k, 24', [-0.00548992, -0.15684, 1.0]]]
[['2, k, 0', [-0.311512, -0.706961, 1.0]], ['2, k, 1', [-0.312227, -0.401544, 1.0]], ['2, k, 2', [-0.310196, -0.100161, 1.0]], ['2, k, 3', [-0.319041, 0.0266218, 1.0]], ['2, k, 4', [-0.4573, -0.220208, 1.0]], ['2, k, 5', [-0.610477, -0.240805, 1.0]], ['2, k, 6', [-0.680508, -0.166434, 1.0]], ['2, k, 7', [-0.732497, -0.14298, 1.0]], ['2, k, 8', [-0.166062, -0.196078, 1.0]], ['2, k, 9', [-0.0622466, -0.242321, 1.0]], ['2, k, 10', [-0.103737, -0.188847, 1.0]], ['2, k, 11', [-0.0395642, -0.174074, 1.0]], ['2, k, 12', [-0.371204, -0.69726, 1.0]], ['2, k, 13', [-0.392277, -1.02781, 1.0]], ['2, k, 14', [-0.356493, -1.43741, 1.0]], ['2, k, 15', [-0.325058, -1.5081, 1.0]], ['2, k, 16', [-0.239762, -0.698263, 1.0]], ['2, k, 17', [-0.263193, -1.14161, 1.0]], ['2, k, 18', [-0.243447, -1.4503, 1.0]], ['2, k, 19', [-0.274914, -1.5114, 1.0]], ['2, k, 20', [-0.310896, -0.175057, 1.0]], ['2, k, 21', [-0.762841, -0.135595, 1.0]], ['2, k, 22', [-0.652879, -0.150974, 1.0]], ['2, k, 23', [-0.00127967, -0.174377, 1.0]], ['2, k, 24', [-0.0469433, -0.161634, 1.0]]]
[['2, k, 0', [-0.308229, -0.708042, 1.0]], ['2, k, 1', [-0.309925, -0.40273, 1.0]], ['2, k, 2', [-0.308437, -0.102034, 1.0]], ['2, k, 3', [-0.31962, 0.0261878, 1.0]], ['2, k, 4', [-0.457577, -0.221824, 1.0]], ['2, k, 5', [-0.621413, -0.245211, 1.0]], ['2, k, 6', [-0.740983, -0.177618, 1.0]], ['2, k, 7', [-0.76578, -0.143892, 1.0]], ['2, k, 8', [-0.167211, -0.196259, 1.0]], ['2, k, 9', [-0.085304, -0.236605, 1.0]], ['2, k, 10', [-0.108632, -0.187949, 1.0]], ['2, k, 11', [-0.0710084, -0.173314, 1.0]], ['2, k, 12', [-0.368277, -0.699054, 1.0]], ['2, k, 13', [-0.389949, -1.02959, 1.0]], ['2, k, 14', [-0.354487, -1.43915, 1.0]], ['2, k, 15', [-0.318896, -1.50966, 1.0]], ['2, k, 16', [-0.23675, -0.698831, 1.0]], ['2, k, 17', [-0.262355, -1.14029, 1.0]], ['2, k, 18', [-0.248782, -1.45013, 1.0]], ['2, k, 19', [-0.274497, -1.50864, 1.0]], ['2, k, 20', [-0.3091, -0.176619, 1.0]], ['2, k, 21', [-0.772292, -0.135651, 1.0]], ['2, k, 22', [-0.69285, -0.150783, 1.0]], ['2, k, 23', [-0.030807, -0.171681, 1.0]], ['2, k, 24', [-0.144976, -0.17335, 1.0]]]
[['2, k, 0', [-0.305232, -0.707422, 1.0]], ['2, k, 1', [-0.308274, -0.403101, 1.0]], ['2, k, 2', [-0.307654, -0.103515, 1.0]], ['2, k, 3', [-0.320564, 0.0261872, 1.0]], ['2, k, 4', [-0.458178, -0.222673, 1.0]], ['2, k, 5', [-0.62842, -0.245847, 1.0]], ['2, k, 6', [-0.760674, -0.213505, 1.0]], ['2, k, 7', [-0.790856, -0.144847, 1.0]], ['2, k, 8', [-0.168838, -0.18021, 1.0]], ['2, k, 9', [-0.0680739, -0.188806, 1.0]], ['2, k, 10', [-0.0943722, -0.1643, 1.0]], ['2, k, 11', [-0.0981953, -0.172467, 1.0]], ['2, k, 12', [-0.363855, -0.698793, 1.0]], ['2, k, 13', [-0.388763, -1.02963, 1.0]], ['2, k, 14', [-0.354284, -1.43921, 1.0]], ['2, k, 15', [-0.318349, -1.50138, 1.0]], ['2, k, 16', [-0.235096, -0.697894, 1.0]], ['2, k, 17', [-0.258115, -1.13739, 1.0]], ['2, k, 18', [-0.246206, -1.44389, 1.0]], ['2, k, 19', [-0.270988, -1.50679, 1.0]], ['2, k, 20', [-0.308121, -0.177728, 1.0]], ['2, k, 21', [-0.793243, -0.142908, 1.0]], ['2, k, 22', [-0.84308, -0.121913, 1.0]], ['2, k, 23', [-0.0886408, -0.173881, 1.0]], ['2, k, 24', [-0.157017, -0.173757, 1.0]]]
[['2, k, 0', [-0.303959, -0.707583, 1.0]], ['2, k, 1', [-0.306543, -0.403507, 1.0]], ['2, k, 2', [-0.306083, -0.104149, 1.0]], ['2, k, 3', [-0.32128, 0.0260018, 1.0]], ['2, k, 4', [-0.46013, -0.227887, 1.0]], ['2, k, 5', [-0.640519, -0.247543, 1.0]], ['2, k, 6', [-0.756067, -0.184458, 1.0]], ['2, k, 7', [-0.80089, -0.148193, 1.0]], ['2, k, 8', [-0.17211, -0.163478, 1.0]], ['2, k, 9', [-0.0881904, -0.185151, 1.0]], ['2, k, 10', [-0.145127, -0.175142, 1.0]], ['2, k, 11', [-0.136319, -0.170016, 1.0]], ['2, k, 12', [-0.361145, -0.699646, 1.0]], ['2, k, 13', [-0.384736, -1.03122, 1.0]], ['2, k, 14', [-0.354258, -1.44098, 1.0]], ['2, k, 15', [-0.316836, -1.50253, 1.0]], ['2, k, 16', [-0.234141, -0.69769, 1.0]], ['2, k, 17', [-0.270601, -1.1421, 1.0]], ['2, k, 18', [-0.224194, -1.43854, 1.0]], ['2, k, 19', [-0.269959, -1.50474, 1.0]], ['2, k, 20', [-0.306499, -0.17832, 1.0]], ['2, k, 21', [-0.811278, -0.143454, 1.0]], ['2, k, 22', [-0.856978, -0.136711, 1.0]], ['2, k, 23', [-0.116919, -0.172615, 1.0]], ['2, k, 24', [-0.202362, -0.171282, 1.0]]]
