[['2, k, 0', [0.002922162, -0.3838857, 1.0]], ['2, k, 1', [-0.01057698, -0.09053255, 1.0]], ['2, k, 2', [-0.02411865, 0.1953746, 1.0]], ['2, k, 3', [-0.0150589, 0.3356652, 1.0]], ['2, k, 4', [-0.2084484, 0.1142279, 1.0]], ['2, k, 5', [-0.3248045, -0.1218266, 1.0]], ['2, k, 6', [-0.3121272, -0.3307479, 1.0]], ['2, k, 7', [-0.3046421, -0.3712519, 1.0]], ['2, k, 8', [0.1689689, 0.1094377, 1.0]], ['2, k, 9', [0.2409367, -0.1125647, 1.0]], ['2, k, 10', [0.1643145, -0.224362, 1.0]], ['2, k, 11', [0.1267191, -0.2529193, 1.0]], ['2, k, 12', [-0.08680012, -0.3828624, 1.0]], ['2, k, 13', [-0.1433431, -0.3167725, 1.0]], ['2, k, 14', [-0.1411403, -0.7167091, 1.0]], ['2, k, 15', [-0.1295412, -0.7494926, 1.0]], ['2, k, 16', [0.09301859, -0.3731176, 1.0]], ['2, k, 17', [0.2548359, -0.3549856, 1.0]], ['2, k, 18', [0.2815804, -0.7297662, 1.0]], ['2, k, 19', [0.3273877, -0.7836846, 1.0]], ['2, k, 20', [-0.02051806, 0.1249443, 1.0]], ['2, k, 21', [-0.2716438, -0.4722623, 1.0]], ['2, k, 22', [-0.2505347, -0.3783501, 1.0]], ['2, k, 23', [0.1096221, -0.3162687, 1.0]], ['2, k, 24', [0.193055, -0.2550573, 1.0]]]
[['2, k, 0', [0.01217696, -0.3773167, 1.0]], ['2, k, 1', [-0.009184043, -0.0822171, 1.0]], ['2, k, 2', [-0.02967635, 0.2053809, 1.0]], ['2, k, 3', [-0.0300963, 0.3457155, 1.0]], ['2, k, 4', [-0.2061512, 0.1309336, 1.0]], ['2, k, 5', [-0.2819425, -0.1234552, 1.0]], ['2, k, 6', [-0.1949894, -0.2583848, 1.0]], ['2, k, 7', [-0.1574984, -0.2953261, 1.0]], ['2, k, 8', [0.1656896, 0.1241836, 1.0]], ['2, k, 9', [0.2385997, -0.1055273, 1.0]], ['2, k, 10', [0.1763456, -0.2648217, 1.0]], ['2, k, 11', [0.132742, -0.2859376, 1.0]], ['2, k, 12', [-0.07515687, -0.3776157, 1.0]], ['2, k, 13', [-0.2510172, -0.3305112, 1.0]], ['2, k, 14', [-0.2993075, -0.7273946, 1.0]], ['2, k, 15', [-0.3394405, -0.78934, 1.0]], ['2, k, 16', [0.0988483, -0.3659477, 1.0]], ['2, k, 17', [0.2773199, -0.3480195, 1.0]], ['2, k, 18', [0.2859294, -0.7382001, 1.0]], ['2, k, 19', [0.3327425, -0.7896084, 1.0]], ['2, k, 20', [-0.02475207, 0.1344846, 1.0]], ['2, k, 21', [-0.1504444, -0.3721973, 1.0]], ['2, k, 22', [-0.205094, -0.2497071, 1.0]], ['2, k, 23', [0.1042156, -0.3448618, 1.0]], ['2, k, 24', [0.1821749, -0.2840224, 1.0]]]
[['2, k, 0', [0.01140177, -0.3776771, 1.0]], ['2, k, 1', [-0.009667829, -0.08256425, 1.0]], ['2, k, 2', [-0.02980398, 0.205078, 1.0]], ['2, k, 3', [-0.03102841, 0.3457806, 1.0]], ['2, k, 4', [-0.2065732, 0.1304705, 1.0]], ['2, k, 5', [-0.2819239, -0.1234854, 1.0]], ['2, k, 6', [-0.2825981, -0.3213396, 1.0]], ['2, k, 7', [-0.27661, -0.3801812, 1.0]], ['2, k, 8', [0.1653291, 0.1240355, 1.0]], ['2, k, 9', [0.2383799, -0.1070695, 1.0]], ['2, k, 10', [0.161392, -0.257574, 1.0]], ['2, k, 11', [0.12075, -0.255247, 1.0]], ['2, k, 12', [-0.07593901, -0.3779647, 1.0]], ['2, k, 13', [-0.2518356, -0.3305592, 1.0]], ['2, k, 14', [-0.3010677, -0.7279344, 1.0]], ['2, k, 15', [-0.3404141, -0.7903259, 1.0]], ['2, k, 16', [0.09807718, -0.3663207, 1.0]], ['2, k, 17', [0.2755849, -0.3489532, 1.0]], ['2, k, 18', [0.2849645, -0.7386276, 1.0]], ['2, k, 19', [0.3327498, -0.7896068, 1.0]], ['2, k, 20', [-0.02496779, 0.1341672, 1.0]], ['2, k, 21', [-0.2690663, -0.4567134, 1.0]], ['2, k, 22', [-0.3230547, -0.3338208, 1.0]], ['2, k, 23', [0.06721707, -0.3142833, 1.0]], ['2, k, 24', [0.2017369, -0.2720429, 1.0]]]
[['2, k, 0', [0.01108365, -0.3777267, 1.0]], ['2, k, 1', [-0.01002137, -0.08258231, 1.0]], ['2, k, 2', [-0.03012337, 0.2051585, 1.0]], ['2, k, 3', [-0.03255753, 0.3452591, 1.0]], ['2, k, 4', [-0.2069687, 0.1304732, 1.0]], ['2, k, 5', [-0.2818884, -0.1235011, 1.0]], ['2, k, 6', [-0.2615311, -0.309956, 1.0]], ['2, k, 7', [-0.2552076, -0.3723399, 1.0]], ['2, k, 8', [0.1648158, 0.1245441, 1.0]], ['2, k, 9', [0.2383603, -0.1061516, 1.0]], ['2, k, 10', [0.1582396, -0.2558042, 1.0]], ['2, k, 11', [0.1196424, -0.2752558, 1.0]], ['2, k, 12', [-0.07627197, -0.3780174, 1.0]], ['2, k, 13', [-0.253302, -0.3314011, 1.0]], ['2, k, 14', [-0.3017956, -0.7291982, 1.0]], ['2, k, 15', [-0.3428838, -0.790958, 1.0]], ['2, k, 16', [0.09778192, -0.3663561, 1.0]], ['2, k, 17', [0.2736581, -0.3492609, 1.0]], ['2, k, 18', [0.2844422, -0.7386571, 1.0]], ['2, k, 19', [0.3327458, -0.7895973, 1.0]], ['2, k, 20', [-0.02528705, 0.1342224, 1.0]], ['2, k, 21', [-0.2477498, -0.4488991, 1.0]], ['2, k, 22', [-0.3018543, -0.3260351, 1.0]], ['2, k, 23', [0.07316969, -0.3242436, 1.0]], ['2, k, 24', [0.1625852, -0.2927523, 1.0]]]
[['2, k, 0', [0.01072352, -0.3777194, 1.0]], ['2, k, 1', [-0.0104988, -0.08259664, 1.0]], ['2, k, 2', [-0.03077164, 0.2051272, 1.0]], ['2, k, 3', [-0.03352175, 0.3447744, 1.0]], ['2, k, 4', [-0.2074739, 0.1308207, 1.0]], ['2, k, 5', [-0.2818174, -0.1235784, 1.0]], ['2, k, 6', [-0.2732458, -0.3208503, 1.0]], ['2, k, 7', [-0.2708519, -0.3868319, 1.0]], ['2, k, 8', [0.1642152, 0.1244858, 1.0]], ['2, k, 9', [0.2375776, -0.1062365, 1.0]], ['2, k, 10', [0.1592807, -0.2587195, 1.0]], ['2, k, 11', [0.1190892, -0.2779948, 1.0]], ['2, k, 12', [-0.0766816, -0.3779963, 1.0]], ['2, k, 13', [-0.2541859, -0.3317698, 1.0]], ['2, k, 14', [-0.3037113, -0.7298111, 1.0]], ['2, k, 15', [-0.3448494, -0.7911175, 1.0]], ['2, k, 16', [0.09745646, -0.3663478, 1.0]], ['2, k, 17', [0.2711703, -0.3498602, 1.0]], ['2, k, 18', [0.2834138, -0.7386388, 1.0]], ['2, k, 19', [0.3328687, -0.7895405, 1.0]], ['2, k, 20', [-0.02587959, 0.1341984, 1.0]], ['2, k, 21', [-0.2633401, -0.4633419, 1.0]], ['2, k, 22', [-0.3173718, -0.3404269, 1.0]], ['2, k, 23', [0.0768117, -0.3308836, 1.0]], ['2, k, 24', [0.167271, -0.2897881, 1.0]]]
[['2, k, 0', [0.0102693, -0.3777683, 1.0]], ['2, k, 1', [-0.01074386, -0.08266243, 1.0]], ['2, k, 2', [-0.03082175, 0.2050525, 1.0]], ['2, k, 3', [-0.03472478, 0.3448271, 1.0]], ['2, k, 4', [-0.208056, 0.1305252, 1.0]], ['2, k, 5', [-0.2818497, -0.1235897, 1.0]], ['2, k, 6', [-0.2743228, -0.3211451, 1.0]], ['2, k, 7', [-0.2722772, -0.3872211, 1.0]], ['2, k, 8', [0.164011, 0.1251827, 1.0]], ['2, k, 9', [0.2364039, -0.1072253, 1.0]], ['2, k, 10', [0.1601937, -0.2613914, 1.0]], ['2, k, 11', [0.1184834, -0.2807279, 1.0]], ['2, k, 12', [-0.07715833, -0.3780568, 1.0]], ['2, k, 13', [-0.254758, -0.3320494, 1.0]], ['2, k, 14', [-0.3047894, -0.7301865, 1.0]], ['2, k, 15', [-0.3457392, -0.7913598, 1.0]], ['2, k, 16', [0.09706312, -0.3663719, 1.0]], ['2, k, 17', [0.2693469, -0.3510764, 1.0]], ['2, k, 18', [0.2828628, -0.7393921, 1.0]], ['2, k, 19', [0.332608, -0.789359, 1.0]], ['2, k, 20', [-0.02597276, 0.1341273, 1.0]], ['2, k, 21', [-0.2633484, -0.461976, 1.0]], ['2, k, 22', [-0.3187838, -0.3408137, 1.0]], ['2, k, 23', [0.0772083, -0.3317124, 1.0]], ['2, k, 24', [0.166616, -0.2926779, 1.0]]]
[['2, k, 0', [0.009108226, -0.3782708, 1.0]], ['2, k, 1', [-0.01160758, -0.08321618, 1.0]], ['2, k, 2', [-0.0313873, 0.2044969, 1.0]], ['2, k, 3', [-0.03688163, 0.3442231, 1.0]], ['2, k, 4', [-0.2087097, 0.1302122, 1.0]], ['2, k, 5', [-0.280901, -0.1241, 1.0]], ['2, k, 6', [-0.27656, -0.3201607, 1.0]], ['2, k, 7', [-0.2755748, -0.3857402, 1.0]], ['2, k, 8', [0.1628841, 0.1247844, 1.0]], ['2, k, 9', [0.2363432, -0.1075037, 1.0]], ['2, k, 10', [0.165486, -0.2720889, 1.0]], ['2, k, 11', [0.1218115, -0.2901868, 1.0]], ['2, k, 12', [-0.07830397, -0.3784699, 1.0]], ['2, k, 13', [-0.2561155, -0.3325834, 1.0]], ['2, k, 14', [-0.3061746, -0.7308165, 1.0]], ['2, k, 15', [-0.3476242, -0.7920943, 1.0]], ['2, k, 16', [0.09588773, -0.3669876, 1.0]], ['2, k, 17', [0.2658113, -0.3514732, 1.0]], ['2, k, 18', [0.2818749, -0.7392066, 1.0]], ['2, k, 19', [0.331793, -0.7890639, 1.0]], ['2, k, 20', [-0.02659857, 0.1335725, 1.0]], ['2, k, 21', [-0.2680422, -0.4622545, 1.0]], ['2, k, 22', [-0.3205745, -0.338756, 1.0]], ['2, k, 23', [0.09422568, -0.3480701, 1.0]], ['2, k, 24', [0.1893438, -0.2715058, 1.0]]]
[['2, k, 0', [0.008259009, -0.3787411, 1.0]], ['2, k, 1', [-0.01218529, -0.08362738, 1.0]], ['2, k, 2', [-0.03170644, 0.2041575, 1.0]], ['2, k, 3', [-0.03778426, 0.3433397, 1.0]], ['2, k, 4', [-0.2092514, 0.1299641, 1.0]], ['2, k, 5', [-0.2809063, -0.1240401, 1.0]], ['2, k, 6', [-0.2775873, -0.3215944, 1.0]], ['2, k, 7', [-0.2769428, -0.3876703, 1.0]], ['2, k, 8', [0.162859, 0.12447, 1.0]], ['2, k, 9', [0.2362579, -0.1074209, 1.0]], ['2, k, 10', [0.1644597, -0.2716168, 1.0]], ['2, k, 11', [0.1207824, -0.2890924, 1.0]], ['2, k, 12', [-0.07912565, -0.3788328, 1.0]], ['2, k, 13', [-0.2565832, -0.33309, 1.0]], ['2, k, 14', [-0.3065003, -0.7313021, 1.0]], ['2, k, 15', [-0.348174, -0.7922845, 1.0]], ['2, k, 16', [0.09509663, -0.3675325, 1.0]], ['2, k, 17', [0.2642149, -0.3519005, 1.0]], ['2, k, 18', [0.2814492, -0.7394465, 1.0]], ['2, k, 19', [0.3318213, -0.7890923, 1.0]], ['2, k, 20', [-0.02697815, 0.1332148, 1.0]], ['2, k, 21', [-0.2681967, -0.4638336, 1.0]], ['2, k, 22', [-0.3234054, -0.3412633, 1.0]], ['2, k, 23', [0.0892721, -0.3490356, 1.0]], ['2, k, 24', [0.170693, -0.2955317, 1.0]]]
[['2, k, 0', [0.00791801, -0.37891, 1.0]], ['2, k, 1', [-0.01245375, -0.0837839, 1.0]], ['2, k, 2', [-0.03188606, 0.2040405, 1.0]], ['2, k, 3', [-0.03818629, 0.3435467, 1.0]], ['2, k, 4', [-0.2096187, 0.1296609, 1.0]], ['2, k, 5', [-0.2806749, -0.1242498, 1.0]], ['2, k, 6', [-0.278593, -0.3223045, 1.0]], ['2, k, 7', [-0.2783604, -0.3885471, 1.0]], ['2, k, 8', [0.1622681, 0.1245689, 1.0]], ['2, k, 9', [0.2366913, -0.1079367, 1.0]], ['2, k, 10', [0.158574, -0.2651668, 1.0]], ['2, k, 11', [0.1172116, -0.2827572, 1.0]], ['2, k, 12', [-0.07954216, -0.379033, 1.0]], ['2, k, 13', [-0.2570366, -0.3332638, 1.0]], ['2, k, 14', [-0.3067815, -0.7315614, 1.0]], ['2, k, 15', [-0.34821, -0.7922904, 1.0]], ['2, k, 16', [0.09482706, -0.3676719, 1.0]], ['2, k, 17', [0.2634834, -0.3520334, 1.0]], ['2, k, 18', [0.2812678, -0.7394854, 1.0]], ['2, k, 19', [0.3316992, -0.7890639, 1.0]], ['2, k, 20', [-0.02717895, 0.1330858, 1.0]], ['2, k, 21', [-0.2697712, -0.4647625, 1.0]], ['2, k, 22', [-0.324811, -0.3421344, 1.0]], ['2, k, 23', [0.07931628, -0.3371198, 1.0]], ['2, k, 24', [0.1641278, -0.2917173, 1.0]]]
[['2, k, 0', [0.007720238, -0.3791338, 1.0]], ['2, k, 1', [-0.01268144, -0.08407962, 1.0]], ['2, k, 2', [-0.03212634, 0.2037388, 1.0]], ['2, k, 3', [-0.03817911, 0.3435901, 1.0]], ['2, k, 4', [-0.2099471, 0.1294081, 1.0]], ['2, k, 5', [-0.280668, -0.124326, 1.0]], ['2, k, 6', [-0.194286, -0.2531846, 1.0]], ['2, k, 7', [-0.1418211, -0.2364301, 1.0]], ['2, k, 8', [0.1620403, 0.1241574, 1.0]], ['2, k, 9', [0.2369299, -0.1080994, 1.0]], ['2, k, 10', [0.1558719, -0.2620371, 1.0]], ['2, k, 11', [0.1162102, -0.2803445, 1.0]], ['2, k, 12', [-0.07976146, -0.3792147, 1.0]], ['2, k, 13', [-0.2572112, -0.3334141, 1.0]], ['2, k, 14', [-0.3069137, -0.7317004, 1.0]], ['2, k, 15', [-0.3488091, -0.7924285, 1.0]], ['2, k, 16', [0.094673, -0.3679438, 1.0]], ['2, k, 17', [0.2629272, -0.3522531, 1.0]], ['2, k, 18', [0.2811561, -0.7396893, 1.0]], ['2, k, 19', [0.3315527, -0.7889727, 1.0]], ['2, k, 20', [-0.02741053, 0.1327821, 1.0]], ['2, k, 21', [-0.1178318, -0.3027719, 1.0]], ['2, k, 22', [-0.2165433, -0.2584406, 1.0]], ['2, k, 23', [0.07626573, -0.3380221, 1.0]], ['2, k, 24', [0.161349, -0.2935097, 1.0]]]
[['2, k, 0', [0.007607208, -0.3792292, 1.0]], ['2, k, 1', [-0.01274341, -0.08418293, 1.0]], ['2, k, 2', [-0.03211938, 0.2036407, 1.0]], ['2, k, 3', [-0.03821644, 0.3435473, 1.0]], ['2, k, 4', [-0.2099297, 0.1293263, 1.0]], ['2, k, 5', [-0.2805641, -0.1244036, 1.0]], ['2, k, 6', [-0.1942202, -0.2531605, 1.0]], ['2, k, 7', [-0.1432691, -0.2371874, 1.0]], ['2, k, 8', [0.1620072, 0.1238473, 1.0]], ['2, k, 9', [0.2371546, -0.1078101, 1.0]], ['2, k, 10', [0.1493396, -0.2580765, 1.0]], ['2, k, 11', [0.1133381, -0.2772442, 1.0]], ['2, k, 12', [-0.07985332, -0.3792818, 1.0]], ['2, k, 13', [-0.2572975, -0.3335115, 1.0]], ['2, k, 14', [-0.3071024, -0.731769, 1.0]], ['2, k, 15', [-0.3489051, -0.7923884, 1.0]], ['2, k, 16', [0.09454829, -0.3680677, 1.0]], ['2, k, 17', [0.2624961, -0.3523254, 1.0]], ['2, k, 18', [0.2812999, -0.7398121, 1.0]], ['2, k, 19', [0.3315361, -0.7889431, 1.0]], ['2, k, 20', [-0.02741931, 0.1326817, 1.0]], ['2, k, 21', [-0.1201003, -0.3016515, 1.0]], ['2, k, 22', [-0.2166421, -0.2599067, 1.0]], ['2, k, 23', [0.0640045, -0.3302119, 1.0]], ['2, k, 24', [0.1525596, -0.3022495, 1.0]]]
[['2, k, 0', [0.007357488, -0.379422, 1.0]], ['2, k, 1', [-0.01266635, -0.08443063, 1.0]], ['2, k, 2', [-0.03153483, 0.2033122, 1.0]], ['2, k, 3', [-0.03851004, 0.3431072, 1.0]], ['2, k, 4', [-0.2101934, 0.1293186, 1.0]], ['2, k, 5', [-0.2804912, -0.1244873, 1.0]], ['2, k, 6', [-0.1942067, -0.253039, 1.0]], ['2, k, 7', [-0.1417355, -0.2354078, 1.0]], ['2, k, 8', [0.1619437, 0.1240156, 1.0]], ['2, k, 9', [0.2376769, -0.1072328, 1.0]], ['2, k, 10', [0.1548702, -0.2619179, 1.0]], ['2, k, 11', [0.1142724, -0.2800535, 1.0]], ['2, k, 12', [-0.08006905, -0.3794344, 1.0]], ['2, k, 13', [-0.2574449, -0.3337154, 1.0]], ['2, k, 14', [-0.3072284, -0.7319718, 1.0]], ['2, k, 15', [-0.3489029, -0.7923563, 1.0]], ['2, k, 16', [0.09430027, -0.368283, 1.0]], ['2, k, 17', [0.2618749, -0.3525909, 1.0]], ['2, k, 18', [0.2810064, -0.7399871, 1.0]], ['2, k, 19', [0.3314314, -0.7888707, 1.0]], ['2, k, 20', [-0.02697588, 0.1323759, 1.0]], ['2, k, 21', [-0.119132, -0.302264, 1.0]], ['2, k, 22', [-0.2169947, -0.2563456, 1.0]], ['2, k, 23', [0.06882437, -0.336362, 1.0]], ['2, k, 24', [0.1613416, -0.2938159, 1.0]]]
[['2, k, 0', [0.007024368, -0.3796084, 1.0]], ['2, k, 1', [-0.01285312, -0.08464205, 1.0]], ['2, k, 2', [-0.03162657, 0.2030742, 1.0]], ['2, k, 3', [-0.0385506, 0.3425242, 1.0]], ['2, k, 4', [-0.2103177, 0.1294844, 1.0]], ['2, k, 5', [-0.2805221, -0.1246191, 1.0]], ['2, k, 6', [-0.194158, -0.2529584, 1.0]], ['2, k, 7', [-0.1423676, -0.2367352, 1.0]], ['2, k, 8', [0.1620314, 0.1240078, 1.0]], ['2, k, 9', [0.2375051, -0.1079743, 1.0]], ['2, k, 10', [0.1531727, -0.2612513, 1.0]], ['2, k, 11', [0.1142651, -0.2793477, 1.0]], ['2, k, 12', [-0.08031218, -0.3795331, 1.0]], ['2, k, 13', [-0.2575551, -0.3339225, 1.0]], ['2, k, 14', [-0.3073885, -0.7321868, 1.0]], ['2, k, 15', [-0.3490207, -0.7924534, 1.0]], ['2, k, 16', [0.09390307, -0.368557, 1.0]], ['2, k, 17', [0.2617705, -0.3528417, 1.0]], ['2, k, 18', [0.2810487, -0.7401847, 1.0]], ['2, k, 19', [0.3314501, -0.7888461, 1.0]], ['2, k, 20', [-0.02708516, 0.1321459, 1.0]], ['2, k, 21', [-0.1207729, -0.3010636, 1.0]], ['2, k, 22', [-0.2172352, -0.2582686, 1.0]], ['2, k, 23', [0.06750213, -0.3373177, 1.0]], ['2, k, 24', [0.1604939, -0.2952605, 1.0]]]
[['2, k, 0', [0.006796649, -0.3797851, 1.0]], ['2, k, 1', [-0.01296046, -0.08481905, 1.0]], ['2, k, 2', [-0.03157263, 0.2029375, 1.0]], ['2, k, 3', [-0.03826313, 0.3424161, 1.0]], ['2, k, 4', [-0.210347, 0.1294452, 1.0]], ['2, k, 5', [-0.2805817, -0.1247379, 1.0]], ['2, k, 6', [-0.1940715, -0.2531248, 1.0]], ['2, k, 7', [-0.1411075, -0.2358083, 1.0]], ['2, k, 8', [0.1621325, 0.1235795, 1.0]], ['2, k, 9', [0.2372946, -0.1091113, 1.0]], ['2, k, 10', [0.1494646, -0.2601018, 1.0]], ['2, k, 11', [0.1227158, -0.2666396, 1.0]], ['2, k, 12', [-0.0805146, -0.3796428, 1.0]], ['2, k, 13', [-0.2575655, -0.3339941, 1.0]], ['2, k, 14', [-0.307315, -0.7322453, 1.0]], ['2, k, 15', [-0.3491588, -0.7925137, 1.0]], ['2, k, 16', [0.09368016, -0.3687978, 1.0]], ['2, k, 17', [0.2613692, -0.3526648, 1.0]], ['2, k, 18', [0.28058, -0.7397231, 1.0]], ['2, k, 19', [0.3313511, -0.7887537, 1.0]], ['2, k, 20', [-0.02706984, 0.131997, 1.0]], ['2, k, 21', [-0.1189077, -0.3014948, 1.0]], ['2, k, 22', [-0.2167562, -0.2580408, 1.0]], ['2, k, 23', [0.07207475, -0.3165592, 1.0]], ['2, k, 24', [0.1685527, -0.2779443, 1.0]]]
[['2, k, 0', [0.006781381, -0.3798808, 1.0]], ['2, k, 1', [-0.01300684, -0.08494297, 1.0]], ['2, k, 2', [-0.03171945, 0.2028501, 1.0]], ['2, k, 3', [-0.03771465, 0.3420932, 1.0]], ['2, k, 4', [-0.2101666, 0.1294377, 1.0]], ['2, k, 5', [-0.280621, -0.1247925, 1.0]], ['2, k, 6', [-0.1941573, -0.253045, 1.0]], ['2, k, 7', [-0.1415914, -0.2356868, 1.0]], ['2, k, 8', [0.1622628, 0.1233883, 1.0]], ['2, k, 9', [0.2375039, -0.1098537, 1.0]], ['2, k, 10', [0.1509319, -0.262304, 1.0]], ['2, k, 11', [0.1232326, -0.2713103, 1.0]], ['2, k, 12', [-0.08055606, -0.3797104, 1.0]], ['2, k, 13', [-0.2572848, -0.3345135, 1.0]], ['2, k, 14', [-0.3071524, -0.7326886, 1.0]], ['2, k, 15', [-0.3494492, -0.7926277, 1.0]], ['2, k, 16', [0.09371045, -0.3689111, 1.0]], ['2, k, 17', [0.2613058, -0.3525828, 1.0]], ['2, k, 18', [0.2796799, -0.7393918, 1.0]], ['2, k, 19', [0.3324023, -0.7887166, 1.0]], ['2, k, 20', [-0.02718168, 0.1318991, 1.0]], ['2, k, 21', [-0.1189049, -0.3014467, 1.0]], ['2, k, 22', [-0.2174205, -0.2578394, 1.0]], ['2, k, 23', [0.07599889, -0.326495, 1.0]], ['2, k, 24', [0.1830784, -0.2747029, 1.0]]]
[['2, k, 0', [0.006842033, -0.3799828, 1.0]], ['2, k, 1', [-0.01286988, -0.08508395, 1.0]], ['2, k, 2', [-0.03156201, 0.2027046, 1.0]], ['2, k, 3', [-0.03680109, 0.3422029, 1.0]], ['2, k, 4', [-0.2098417, 0.1294115, 1.0]], ['2, k, 5', [-0.2806822, -0.12476, 1.0]], ['2, k, 6', [-0.1942082, -0.253011, 1.0]], ['2, k, 7', [-0.1408545, -0.2359426, 1.0]], ['2, k, 8', [0.1626168, 0.1230714, 1.0]], ['2, k, 9', [0.2375362, -0.1098156, 1.0]], ['2, k, 10', [0.150682, -0.261778, 1.0]], ['2, k, 11', [0.1225131, -0.2708836, 1.0]], ['2, k, 12', [-0.08052026, -0.3797757, 1.0]], ['2, k, 13', [-0.2571093, -0.3348405, 1.0]], ['2, k, 14', [-0.3071634, -0.732926, 1.0]], ['2, k, 15', [-0.3494759, -0.7925214, 1.0]], ['2, k, 16', [0.09381011, -0.3690425, 1.0]], ['2, k, 17', [0.2613313, -0.3526086, 1.0]], ['2, k, 18', [0.2800659, -0.7395167, 1.0]], ['2, k, 19', [0.3321274, -0.7885968, 1.0]], ['2, k, 20', [-0.02702247, 0.1317537, 1.0]], ['2, k, 21', [-0.1197794, -0.3035028, 1.0]], ['2, k, 22', [-0.2167991, -0.2582266, 1.0]], ['2, k, 23', [0.07324085, -0.3263457, 1.0]], ['2, k, 24', [0.1757796, -0.278182, 1.0]]]
[['2, k, 0', [0.006842359, -0.3800815, 1.0]], ['2, k, 1', [-0.01272782, -0.08524941, 1.0]], ['2, k, 2', [-0.03124985, 0.2025017, 1.0]], ['2, k, 3', [-0.03580309, 0.3417506, 1.0]], ['2, k, 4', [-0.2096403, 0.129192, 1.0]], ['2, k, 5', [-0.2808755, -0.1247657, 1.0]], ['2, k, 6', [-0.1941182, -0.2528903, 1.0]], ['2, k, 7', [-0.1407159, -0.236332, 1.0]], ['2, k, 8', [0.1628565, 0.123012, 1.0]], ['2, k, 9', [0.2379112, -0.1095822, 1.0]], ['2, k, 10', [0.1552566, -0.2655406, 1.0]], ['2, k, 11', [0.1251887, -0.2720094, 1.0]], ['2, k, 12', [-0.08051787, -0.3798387, 1.0]], ['2, k, 13', [-0.2568727, -0.335629, 1.0]], ['2, k, 14', [-0.3068586, -0.7335944, 1.0]], ['2, k, 15', [-0.3495244, -0.7925549, 1.0]], ['2, k, 16', [0.09381759, -0.3691629, 1.0]], ['2, k, 17', [0.2613915, -0.352896, 1.0]], ['2, k, 18', [0.2800022, -0.7397894, 1.0]], ['2, k, 19', [0.3321503, -0.7884812, 1.0]], ['2, k, 20', [-0.02675002, 0.13156, 1.0]], ['2, k, 21', [-0.1214746, -0.3016324, 1.0]], ['2, k, 22', [-0.2177967, -0.2584427, 1.0]], ['2, k, 23', [0.0724059, -0.3275795, 1.0]], ['2, k, 24', [0.1754456, -0.2789864, 1.0]]]
[['2, k, 0', [0.006816249, -0.3801867, 1.0]], ['2, k, 1', [-0.01260086, -0.08534629, 1.0]], ['2, k, 2', [-0.03085023, 0.2024423, 1.0]], ['2, k, 3', [-0.03488392, 0.3415039, 1.0]], ['2, k, 4', [-0.2094432, 0.1291852, 1.0]], ['2, k, 5', [-0.2809614, -0.124904, 1.0]], ['2, k, 6', [-0.194063, -0.2525552, 1.0]], ['2, k, 7', [-0.1399262, -0.2357352, 1.0]], ['2, k, 8', [0.163083, 0.1228479, 1.0]], ['2, k, 9', [0.2379433, -0.109634, 1.0]], ['2, k, 10', [0.1535668, -0.2630824, 1.0]], ['2, k, 11', [0.1209865, -0.2726454, 1.0]], ['2, k, 12', [-0.08053243, -0.3798802, 1.0]], ['2, k, 13', [-0.2565447, -0.3360264, 1.0]], ['2, k, 14', [-0.3065926, -0.7339184, 1.0]], ['2, k, 15', [-0.3499497, -0.792783, 1.0]], ['2, k, 16', [0.09379063, -0.369341, 1.0]], ['2, k, 17', [0.2613542, -0.3528485, 1.0]], ['2, k, 18', [0.2799022, -0.7396927, 1.0]], ['2, k, 19', [0.3322362, -0.7884336, 1.0]], ['2, k, 20', [-0.02642478, 0.1314868, 1.0]], ['2, k, 21', [-0.1162531, -0.3029421, 1.0]], ['2, k, 22', [-0.2171375, -0.2578505, 1.0]], ['2, k, 23', [0.068767, -0.3250364, 1.0]], ['2, k, 24', [0.1743944, -0.2789485, 1.0]]]
[['2, k, 0', [0.006850582, -0.3803271, 1.0]], ['2, k, 1', [-0.01228639, -0.08559818, 1.0]], ['2, k, 2', [-0.03020883, 0.20212, 1.0]], ['2, k, 3', [-0.03389107, 0.3411945, 1.0]], ['2, k, 4', [-0.2092144, 0.1292601, 1.0]], ['2, k, 5', [-0.2809393, -0.1251284, 1.0]], ['2, k, 6', [-0.1938368, -0.2528691, 1.0]], ['2, k, 7', [-0.1388021, -0.2354433, 1.0]], ['2, k, 8', [0.16366, 0.1224938, 1.0]], ['2, k, 9', [0.2380261, -0.1095094, 1.0]], ['2, k, 10', [0.1533146, -0.2620605, 1.0]], ['2, k, 11', [0.120944, -0.2707898, 1.0]], ['2, k, 12', [-0.08051226, -0.3799669, 1.0]], ['2, k, 13', [-0.2558007, -0.3366386, 1.0]], ['2, k, 14', [-0.306586, -0.7344937, 1.0]], ['2, k, 15', [-0.3499968, -0.7927467, 1.0]], ['2, k, 16', [0.09385079, -0.369523, 1.0]], ['2, k, 17', [0.2614332, -0.3527955, 1.0]], ['2, k, 18', [0.2800298, -0.7396984, 1.0]], ['2, k, 19', [0.3321562, -0.7883593, 1.0]], ['2, k, 20', [-0.02586196, 0.1311829, 1.0]], ['2, k, 21', [-0.1177072, -0.3001854, 1.0]], ['2, k, 22', [-0.2149874, -0.2578008, 1.0]], ['2, k, 23', [0.06772693, -0.3234713, 1.0]], ['2, k, 24', [0.174738, -0.2789806, 1.0]]]
